
[00:00:00.000 --> 00:00:07.000]  在稍後聽道之先我們才有一起禱告的時間
[00:02:09.000 --> 00:02:11.000]  有一些呼籲、廣播
[00:02:11.000 --> 00:02:13.000]  是要宣告出來的
[00:02:13.000 --> 00:02:14.000]  為什麼要這樣宣告出來呢
[00:02:14.000 --> 00:02:17.000]  就是希望有人可以聽到
[00:02:17.000 --> 00:02:20.000]  然後願意去跟從
[00:02:20.000 --> 00:02:22.000]  願意因為這些訊息有所改變
[00:02:22.000 --> 00:02:24.000]  由舊約到新約上主
[00:02:24.000 --> 00:02:26.000]  都是透過不同的方式
[00:02:26.000 --> 00:02:28.000]  向人宣告祂的訊息
[00:02:28.000 --> 00:02:32.000]  復活其實都是一種宣告
[00:02:32.000 --> 00:02:33.000]  各位兄弟姐妹
[00:02:33.000 --> 00:02:35.000]  今天不知道你們有準備好
[00:02:35.000 --> 00:02:37.000]  去聆聽主的宣告沒有呢
[00:02:37.000 --> 00:02:38.000]  主的話語
[00:02:38.000 --> 00:02:41.000]  不只是停留在聖經的文字裡面
[00:02:41.000 --> 00:02:44.000]  當日耶和華藉著撒加利亞先知
[00:02:44.000 --> 00:02:47.000]  向以色列民發出的宣告
[00:02:47.000 --> 00:02:48.000]  我相信在香港
[00:02:48.000 --> 00:02:50.000]  今天這個變遷的時代
[00:02:50.000 --> 00:02:55.000]  同樣都要帶給我們一些盼望和提醒
[00:02:55.000 --> 00:02:58.000]  今天我就用三個向導的問題
[00:02:58.000 --> 00:03:01.000]  跟大家一起去聆聽和思想
[00:03:01.000 --> 00:03:03.000]  耶和華這一段的宣告
[00:03:03.000 --> 00:03:05.000]  第一個問題就是
[00:03:05.000 --> 00:03:09.000]  究竟我們是寧願被擄
[00:03:09.000 --> 00:03:12.000]  還是渴望歸回呢
[00:03:12.000 --> 00:03:17.000]  寧願被擄還是渴望歸回呢
[00:03:17.000 --> 00:03:20.000]  能夠歸回自己的國土
[00:03:20.000 --> 00:03:24.000]  是耶和華對於以色列民的應許的兌現
[00:03:24.000 --> 00:03:25.000]  你覺得以色列民
[00:03:25.000 --> 00:03:27.000]  他們知道我們可以歸回的時候
[00:03:27.000 --> 00:03:29.000]  心情是怎樣呢
[00:03:29.000 --> 00:03:31.000]  我們想想現在可能是移民潮
[00:03:31.000 --> 00:03:32.000]  很多人移民走
[00:03:32.000 --> 00:03:33.000]  九七的時候都有
[00:03:33.000 --> 00:03:36.000]  你想想現在已經移民到海外的那些
[00:03:36.000 --> 00:03:38.000]  很久沒有回香港的親戚朋友
[00:03:38.000 --> 00:03:41.000]  他們其實不太熟悉香港很多東西
[00:03:41.000 --> 00:03:42.000]  如果你問他們
[00:03:42.000 --> 00:03:45.000]  不如回來住吧
[00:03:45.000 --> 00:03:46.000]  會是怎樣呢
[00:03:46.000 --> 00:03:49.000]  我想對他們可能是一個很大的挑戰
[00:03:49.000 --> 00:03:53.000]  是因為他們在移民了的他鄉
[00:03:53.000 --> 00:03:56.000]  已經有他們的生活
[00:03:56.000 --> 00:03:58.000]  圈子 工作 房屋
[00:03:58.000 --> 00:04:02.000]  甚至他們慣用的日常生活語言習慣
[00:04:02.000 --> 00:04:04.000]  在聖殿
[00:04:04.000 --> 00:04:07.000]  主前586年聖殿被毀
[00:04:07.000 --> 00:04:09.000]  到以色列民歸回
[00:04:09.000 --> 00:04:12.000]  即是主前538年
[00:04:12.000 --> 00:04:14.000]  前後差了多少年呢
[00:04:14.000 --> 00:04:15.000]  48年
[00:04:15.000 --> 00:04:18.000]  在在如果有超過48歲的人
[00:04:18.000 --> 00:04:20.000]  你就會想到48
[00:04:20.000 --> 00:04:22.000]  其實都不是一個短的時間
[00:04:22.000 --> 00:04:25.000]  是足夠你成長到某一個階段
[00:04:25.000 --> 00:04:28.000]  即是你想到當這批人被擄的時候
[00:04:28.000 --> 00:04:31.000]  其實就算他在被擄的他方出世
[00:04:31.000 --> 00:04:32.000]  到這一刻叫他歸回
[00:04:32.000 --> 00:04:35.000]  他已經48歲
[00:04:35.000 --> 00:04:38.000]  他們雖然是被擄了去巴比倫
[00:04:38.000 --> 00:04:42.000]  他們是流亡地離開了家園
[00:04:42.000 --> 00:04:44.000]  但是換了這一代人
[00:04:44.000 --> 00:04:47.000]  在巴比倫有他們的生活成長
[00:04:47.000 --> 00:04:50.000]  而且他們去到巴比倫的生活
[00:04:50.000 --> 00:04:52.000]  這個被擄的生活
[00:04:52.000 --> 00:04:53.000]  是很安逸的
[00:04:53.000 --> 00:04:55.000]  他們不是做奴隸
[00:04:55.000 --> 00:04:58.000]  他們在巴比倫最需要面對的
[00:04:58.000 --> 00:05:00.000]  不是日常生活的困難
[00:05:00.000 --> 00:05:03.000]  只不過是他們身份認同的一些問題
[00:05:03.000 --> 00:05:04.000]  但無論怎樣都好
[00:05:04.000 --> 00:05:05.000]  他們都是被擄
[00:05:05.000 --> 00:05:07.000]  他們是寄居的
[00:05:07.000 --> 00:05:10.000]  巴比倫不是他們的家
[00:05:10.000 --> 00:05:13.000]  叫做不是他們的國家
[00:05:13.000 --> 00:05:16.000]  正因為這一段漫長的被擄歷史
[00:05:16.000 --> 00:05:19.000]  他們要踏上去歸回這條路的時候
[00:05:19.000 --> 00:05:21.000]  其實就是要以色列民
[00:05:21.000 --> 00:05:26.000]  回到一個他們不是很熟悉的所謂的家國
[00:05:26.000 --> 00:05:27.000]  在客觀的環境上
[00:05:27.000 --> 00:05:29.000]  耶路撒冷當時是怎樣的呢?
[00:05:29.000 --> 00:05:31.000]  是一個戰後已經荒廢
[00:05:31.000 --> 00:05:33.000]  頹垣敗瓦
[00:05:33.000 --> 00:05:34.000]  財物盡失
[00:05:34.000 --> 00:05:36.000]  被人擄掠一空的環境
[00:05:36.000 --> 00:05:38.000]  人才都被擄走了
[00:05:38.000 --> 00:05:40.000]  所以地點是一樣
[00:05:40.000 --> 00:05:42.000]  但是面目全非
[00:05:42.000 --> 00:05:44.000]  對於當時某些以色列民來說
[00:05:44.000 --> 00:05:47.000]  被擄其實是甚麼呢?
[00:05:47.000 --> 00:05:50.000]  被擄是一種已經習慣了
[00:05:50.000 --> 00:05:53.000]  活在安樞區的一種狀態
[00:05:53.000 --> 00:05:55.000]  而歸回呢?
[00:05:55.000 --> 00:05:56.000]  如果要他們歸回
[00:05:56.000 --> 00:05:59.000]  就是一個他們要迎接主的應許
[00:05:59.000 --> 00:06:03.000]  回去重建他們家國的決定
[00:06:03.000 --> 00:06:06.000]  我們可以說在這個經文裏面
[00:06:06.000 --> 00:06:08.000]  歸回對以色列民來說
[00:06:08.000 --> 00:06:12.000]  就是要接受主帶給他們很大的改變
[00:06:12.000 --> 00:06:16.000]  我有機會去做一些監獄的報道工作的時候
[00:06:16.000 --> 00:06:19.000]  我主要是接觸一些21歲以下
[00:06:19.000 --> 00:06:23.000]  即是青年在監獄裏面的人
[00:06:23.000 --> 00:06:26.000]  他們有很多跟他們聊天的時候
[00:06:26.000 --> 00:06:28.000]  他們都說我回過教會
[00:06:28.000 --> 00:06:31.000]  我都知道自己犯事入了懲教是不太好的
[00:06:31.000 --> 00:06:34.000]  我比較接觸多的都是販運
[00:06:34.000 --> 00:06:35.000]  即是運販毒
[00:06:35.000 --> 00:06:39.000]  當然背後有很多很多年青人的問題
[00:06:39.000 --> 00:06:42.000]  即是所謂的社會的錯都有
[00:06:42.000 --> 00:06:44.000]  但跟他們聊的時候
[00:06:44.000 --> 00:06:46.000]  他們就說我出回去
[00:06:46.000 --> 00:06:49.000]  其實都會和我以前的朋友玩
[00:06:49.000 --> 00:06:51.000]  因為都沒有甚麼選擇
[00:06:51.000 --> 00:06:55.000]  我都習慣了那種生活方式
[00:06:55.000 --> 00:06:56.000]  一返回去
[00:06:56.000 --> 00:06:59.000]  習慣了的一個生活方式
[00:06:59.000 --> 00:07:00.000]  原來是很難改變
[00:07:00.000 --> 00:07:02.000]  跟著可能我過一陣子
[00:07:02.000 --> 00:07:04.000]  出去又再見他們
[00:07:04.000 --> 00:07:06.000]  都是有另一種的無奈
[00:07:06.000 --> 00:07:08.000]  頂姐妹
[00:07:08.000 --> 00:07:11.000]  今天我不知道你有沒有你習慣了的價值觀
[00:07:11.000 --> 00:07:13.000]  習慣了的生活方式
[00:07:13.000 --> 00:07:17.000]  習慣了對很多事不聞不問
[00:07:17.000 --> 00:07:22.000]  習慣了你的獨精靈修生活是怎樣
[00:07:22.000 --> 00:07:24.000]  頂姐妹
[00:07:24.000 --> 00:07:28.000]  我們的心到底有沒有被擄了去一些地方
[00:07:28.000 --> 00:07:32.000]  我們又會不會期盼離開了我們安書那種的習慣
[00:07:32.000 --> 00:07:36.000]  即是那個可能是擄我的自己
[00:07:36.000 --> 00:07:40.000]  我們可以接受主帶給我們一種歸回的改變
[00:07:40.000 --> 00:07:43.000]  歸回到主裏面
[00:07:43.000 --> 00:07:45.000]  第二個問題
[00:07:45.000 --> 00:07:49.000]  就是主究竟是活在你的生活裏面
[00:07:49.000 --> 00:07:53.000]  還是留在聖經的文字裏面
[00:07:53.000 --> 00:07:55.000]  在經文的第一節裏面提到
[00:07:55.000 --> 00:07:59.000]  在那一日因為罪惡與污穢的緣故
[00:07:59.000 --> 00:08:03.000]  有一傳言為大衛加和耶路撒冷的居民而開
[00:08:03.000 --> 00:08:06.000]  耶和華知道以色列民那種軟弱和叛逆
[00:08:06.000 --> 00:08:10.000]  他們由被擄留離到歸回的日子
[00:08:10.000 --> 00:08:12.000]  其實我們看聖經都很明白
[00:08:12.000 --> 00:08:15.000]  罪惡與污穢的事物都充斥著他們
[00:08:15.000 --> 00:08:17.000]  不過是人
[00:08:17.000 --> 00:08:21.000]  縱使當時耶和華兌現了應許他們求啊求啊
[00:08:21.000 --> 00:08:24.000]  讓他們歸回他們的家鄉
[00:08:24.000 --> 00:08:26.000]  但是到了那一刻
[00:08:26.000 --> 00:08:29.000]  又面對前途未卜的時候
[00:08:29.000 --> 00:08:32.000]  群龍又無首,沒有人帶領
[00:08:32.000 --> 00:08:34.000]  於是有很多不同的聲音
[00:08:34.000 --> 00:08:37.000]  很多不同的訊息就出現了
[00:08:37.000 --> 00:08:39.000]  以色列民對於自己的家
[00:08:39.000 --> 00:08:41.000]  甚至最關鍵的是
[00:08:41.000 --> 00:08:45.000]  對於他們整個民族的主
[00:08:45.000 --> 00:08:48.000]  其實都失去了信心和盼望
[00:08:48.000 --> 00:08:52.000]  這個情況可以說和我們香港現在都有點相似
[00:08:52.000 --> 00:08:53.000]  近期的調查
[00:08:53.000 --> 00:08:56.000]  每一次的調查都指香港人對於未來
[00:08:56.000 --> 00:08:59.000]  對生活的前景都失去了信心
[00:08:59.000 --> 00:09:03.000]  至於宣告的次下的傳言是什麼
[00:09:03.000 --> 00:09:05.000]  其實我們剛才詩歌都唱了很多
[00:09:05.000 --> 00:09:07.000]  就是耶穌基督
[00:09:07.000 --> 00:09:08.000]  這個傳言
[00:09:08.000 --> 00:09:12.000]  耶穌基督是擔當了潔淨和拯救的工作
[00:09:12.000 --> 00:09:14.000]  耶和華藉著撒加尼亞先知
[00:09:14.000 --> 00:09:15.000]  要這樣宣告
[00:09:15.000 --> 00:09:17.000]  就是要讓以色列民知道
[00:09:17.000 --> 00:09:20.000]  主有一個救贖的計劃
[00:09:20.000 --> 00:09:25.000]  他們要存著盼望等候施拯救的主來到的時間
[00:09:25.000 --> 00:09:27.000]  一切都會不再一樣
[00:09:27.000 --> 00:09:28.000]  他會做潔淨的工作
[00:09:28.000 --> 00:09:33.000]  他也會讓純淨的真理好好彰顯出來
[00:09:33.000 --> 00:09:35.000]  所以經文一直到第七節
[00:09:35.000 --> 00:09:40.000]  說到主要興起刀劍攻擊我的木人
[00:09:40.000 --> 00:09:43.000]  擊打木人羊就分散
[00:09:43.000 --> 00:09:48.000]  這裡同樣宣告耶穌基督就是尼塞亞
[00:09:48.000 --> 00:09:50.000]  不過這裡要揭示的是
[00:09:50.000 --> 00:09:54.000]  尼塞亞是會被擊打的代罪者
[00:09:54.000 --> 00:09:57.000]  就是我們經過了最近的節期
[00:09:57.000 --> 00:10:00.000]  就是受苦然後復活的主
[00:10:00.000 --> 00:10:02.000]  而跟隨主的門徒
[00:10:02.000 --> 00:10:03.000]  就是那些羊
[00:10:03.000 --> 00:10:05.000]  也都會被擊打分散
[00:10:05.000 --> 00:10:07.000]  耶和華這個宣告
[00:10:07.000 --> 00:10:10.000]  在當時來說是充滿啟示性
[00:10:10.000 --> 00:10:13.000]  他是要為了讓以色列民知道
[00:10:13.000 --> 00:10:15.000]  根據這些
[00:10:15.000 --> 00:10:18.000]  你們怎樣可以認出這個尼塞亞
[00:10:18.000 --> 00:10:19.000]  你們要認住
[00:10:19.000 --> 00:10:21.000]  尼塞亞就是要來地上面對罪
[00:10:21.000 --> 00:10:23.000]  和污穢施行潔淨
[00:10:23.000 --> 00:10:26.000]  雖然最後他是被擊打苦待
[00:10:26.000 --> 00:10:30.000]  不過當時這樣的宣告
[00:10:30.000 --> 00:10:33.000]  最終其實我們知道
[00:10:33.000 --> 00:10:35.000]  當尼塞亞來到的時候
[00:10:35.000 --> 00:10:38.000]  大部分人都沒有認出
[00:10:38.000 --> 00:10:42.000]  門徒和耶穌一起一段日子
[00:10:42.000 --> 00:10:46.000]  復活之後也都不容易認出
[00:10:46.000 --> 00:10:48.000]  這一位主
[00:10:48.000 --> 00:10:51.000]  而當時大部分的人認不出他
[00:10:51.000 --> 00:10:54.000]  所以就釘死他
[00:10:54.000 --> 00:10:56.000]  頂姐妹今天
[00:10:56.000 --> 00:10:59.000]  不知道我們讀很多聖經裏面的說話
[00:10:59.000 --> 00:11:00.000]  我們一路去看
[00:11:00.000 --> 00:11:03.000]  由舊約到新約一路去看的時候
[00:11:03.000 --> 00:11:05.000]  究竟在我們的生活裏面
[00:11:05.000 --> 00:11:09.000]  我們又認不認得出我們的主
[00:11:09.000 --> 00:11:10.000]  我們知不知道
[00:11:10.000 --> 00:11:12.000]  在我們的生活裏面
[00:11:12.000 --> 00:11:13.000]  在我們的生命裏面
[00:11:13.000 --> 00:11:16.000]  我們的主會站在哪裏
[00:11:16.000 --> 00:11:19.000]  其實只要我們去讀福音書
[00:11:19.000 --> 00:11:21.000]  或者其他的經文
[00:11:21.000 --> 00:11:23.000]  我們必然會知道
[00:11:23.000 --> 00:11:25.000]  道成肉身的尼塞亞
[00:11:25.000 --> 00:11:27.000]  會站在哪裏
[00:11:27.000 --> 00:11:30.000]  就好像《馬太福音》第25章41到46節
[00:11:30.000 --> 00:11:32.000]  可能大家都聽過的經文
[00:11:32.000 --> 00:11:34.000]  王要向左邊的人說
[00:11:34.000 --> 00:11:36.000]  你這些被詛咒咒詛咒的人
[00:11:36.000 --> 00:11:37.000]  你離開我吧
[00:11:37.000 --> 00:11:40.000]  你們要去到魔鬼和他的使者
[00:11:40.000 --> 00:11:41.000]  預備的永火裏面
[00:11:41.000 --> 00:11:42.000]  為什麼
[00:11:42.000 --> 00:11:43.000]  因為我餓的時候
[00:11:43.000 --> 00:11:44.000]  你沒有給我吃
[00:11:44.000 --> 00:11:45.000]  我渴的時候
[00:11:45.000 --> 00:11:46.000]  你沒有給我喝
[00:11:46.000 --> 00:11:48.000]  我流浪在外面
[00:11:48.000 --> 00:11:49.000]  你沒有留住我
[00:11:49.000 --> 00:11:50.000]  我赤身露體
[00:11:50.000 --> 00:11:51.000]  你沒有給我穿
[00:11:51.000 --> 00:11:52.000]  我病了
[00:11:52.000 --> 00:11:53.000]  我在監獄裏面
[00:11:53.000 --> 00:11:54.000]  你們沒有來看我
[00:11:54.000 --> 00:11:55.000]  然後那些人說
[00:11:55.000 --> 00:11:56.000]  王主啊
[00:11:56.000 --> 00:11:57.000]  我什麼時候見你餓
[00:11:57.000 --> 00:11:58.000]  見你渴
[00:11:58.000 --> 00:11:59.000]  見你坐牢
[00:11:59.000 --> 00:12:00.000]  流浪沒有理你
[00:12:00.000 --> 00:12:02.000]  我也不知道多想理你
[00:12:02.000 --> 00:12:03.000]  王就答說
[00:12:03.000 --> 00:12:05.000]  我實實在在要告訴你們
[00:12:05.000 --> 00:12:07.000]  你們沒有做在任何一個
[00:12:07.000 --> 00:12:08.000]  最小的弟兄身上
[00:12:08.000 --> 00:12:10.000]  就是沒有做在我身上
[00:12:10.000 --> 00:12:12.000]  這些人就要去永垠
[00:12:12.000 --> 00:12:15.000]  異人就要去永生
[00:12:15.000 --> 00:12:16.000]  我剛才第二個問題說
[00:12:16.000 --> 00:12:18.000]  主是活在我們的生活裏面
[00:12:18.000 --> 00:12:21.000]  還是活在聖經的經文裏面
[00:12:21.000 --> 00:12:26.000]  當當時撒加利亞宣告的時候
[00:12:26.000 --> 00:12:29.000]  以色列說他們世世代代傳頌著
[00:12:29.000 --> 00:12:30.000]  等啊等啊
[00:12:30.000 --> 00:12:32.000]  我們等尼塞亞
[00:12:32.000 --> 00:12:35.000]  但是當尼塞亞來到他們面前的時候
[00:12:35.000 --> 00:12:36.000]  他們卻是不知道
[00:12:36.000 --> 00:12:37.000]  認不出
[00:12:37.000 --> 00:12:40.000]  因為他們將所中毒的
[00:12:40.000 --> 00:12:43.000]  停留在文字裏面
[00:12:43.000 --> 00:12:45.000]  今天我們可能都會說
[00:12:45.000 --> 00:12:49.000]  我們會用一些真什麼來形容
[00:12:49.000 --> 00:12:51.000]  是因為想凸顯
[00:12:51.000 --> 00:12:53.000]  我們不喜歡偽善
[00:12:53.000 --> 00:12:54.000]  我們不喜歡虛假
[00:12:54.000 --> 00:12:56.000]  我們不喜歡說一套做一套
[00:12:56.000 --> 00:12:59.000]  我們對這份真善美的追求和執著
[00:12:59.000 --> 00:13:01.000]  我相信都是主上大好
[00:13:01.000 --> 00:13:03.000]  希望我們可以做得到
[00:13:03.000 --> 00:13:04.000]  所以我都渴望
[00:13:04.000 --> 00:13:05.000]  我們每一位弟兄姊妹
[00:13:05.000 --> 00:13:09.000]  我們都能夠成為一個真基督徒
[00:13:09.000 --> 00:13:12.000]  成為一個真門徒
[00:13:12.000 --> 00:13:14.000]  我們能夠在每一天的生活裏面
[00:13:14.000 --> 00:13:16.000]  都認出尼塞亞
[00:13:16.000 --> 00:13:20.000]  知道我們的主究竟在哪裏
[00:13:20.000 --> 00:13:23.000]  第三個想問大家的問題
[00:13:23.000 --> 00:13:29.000]  就是究竟我們是怕被剪除
[00:13:29.000 --> 00:13:34.000]  還是怕被熬煉
[00:13:34.000 --> 00:13:36.000]  我自己覺得這一題是最難答的
[00:13:36.000 --> 00:13:38.000]  我思想這個經文的時候
[00:13:38.000 --> 00:13:40.000]  究竟我們是怕被剪除還是怕被熬煉呢
[00:13:40.000 --> 00:13:42.000]  兩樣都不是很好
[00:13:42.000 --> 00:13:44.000]  一是剪除一是熬煉
[00:13:44.000 --> 00:13:46.000]  有真其實就一定有假的
[00:13:46.000 --> 00:13:49.000]  在以色列被擄和歸回的時代
[00:13:49.000 --> 00:13:53.000]  同樣充滿了很多假先知和拜偶像的風氣
[00:13:53.000 --> 00:13:56.000]  所以耶和華在這個宣告裏面
[00:13:56.000 --> 00:13:59.000]  講到尼塞亞來到的時候
[00:13:59.000 --> 00:14:04.000]  第二節說要除滅偶像的名和污穢的靈
[00:14:04.000 --> 00:14:07.000]  接著去到第三到第六節的經文
[00:14:07.000 --> 00:14:11.000]  就講了審判的日子是怎樣
[00:14:11.000 --> 00:14:14.000]  在審判的日子假先知就很悲哀
[00:14:14.000 --> 00:14:15.000]  他們的遭遇很悲哀
[00:14:15.000 --> 00:14:18.000]  這幾節的經文都是在講他們
[00:14:18.000 --> 00:14:20.000]  假先知自己的父母
[00:14:20.000 --> 00:14:22.000]  要因為他們講假的預言
[00:14:22.000 --> 00:14:24.000]  揭穿他們甚至殺死他們
[00:14:24.000 --> 00:14:27.000]  假先知會面對眾叛親離
[00:14:27.000 --> 00:14:29.000]  很可惜假的先知
[00:14:29.000 --> 00:14:31.000]  他們的性情一點都沒有改變
[00:14:31.000 --> 00:14:36.000]  他們因為羞愧被人揭穿他們講的意象是假的
[00:14:36.000 --> 00:14:39.000]  所以當有人問他你是否先知
[00:14:39.000 --> 00:14:41.000]  他們會否認
[00:14:41.000 --> 00:14:45.000]  如果有人問你兩臂之間的傷是甚麼
[00:14:45.000 --> 00:14:48.000]  其實當時假先知去求神的時候
[00:14:48.000 --> 00:14:50.000]  是要刺刺自己的心口
[00:14:50.000 --> 00:14:53.000]  有些疤痕在顯示他們
[00:14:53.000 --> 00:14:56.000]  是能夠求問到最真確的
[00:14:56.000 --> 00:15:00.000]  不過他們不想別人再認出他們是假先知的時候
[00:15:00.000 --> 00:15:02.000]  又會再砌詞否認
[00:15:02.000 --> 00:15:04.000]  我們可以看到
[00:15:04.000 --> 00:15:07.000]  被污穢的靈掌控的假先知
[00:15:07.000 --> 00:15:10.000]  就是會不斷不斷用謊言
[00:15:10.000 --> 00:15:13.000]  去欺控人去欺騙人
[00:15:13.000 --> 00:15:15.000]  真理都不在他們當中
[00:15:15.000 --> 00:15:18.000]  去到經文第八第九節
[00:15:18.000 --> 00:15:21.000]  耶和華就宣告審判的訊息
[00:15:21.000 --> 00:15:26.000]  傳遞的人三分之二將要被剪除而死
[00:15:26.000 --> 00:15:29.000]  三分之一仍必存留
[00:15:29.000 --> 00:15:31.000]  這是耶和華說的
[00:15:31.000 --> 00:15:35.000]  第九節說我要使這三分之一經過火
[00:15:35.000 --> 00:15:38.000]  熬煉他們如熬煉銀紙
[00:15:38.000 --> 00:15:41.000]  試煉他們如試煉金紙
[00:15:41.000 --> 00:15:43.000]  三分之一和三分之二
[00:15:43.000 --> 00:15:46.000]  近來大家應該都比較敏感
[00:15:46.000 --> 00:15:48.000]  在網上看的和坐著的
[00:15:48.000 --> 00:15:51.000]  不要以為你坐著就是三分之一
[00:15:51.000 --> 00:15:55.000]  我們教堂的空間原來只可以坐三分之一
[00:15:55.000 --> 00:15:57.000]  如果你要這樣說
[00:15:57.000 --> 00:16:01.000]  三分之一的比例的人
[00:16:01.000 --> 00:16:05.000]  就會經過火去熬煉
[00:16:05.000 --> 00:16:07.000]  剩下的三分之二
[00:16:07.000 --> 00:16:11.000]  原來就是要被剪除
[00:16:11.000 --> 00:16:14.000]  無論是三分之一還是三分之二
[00:16:14.000 --> 00:16:17.000]  我想這個宣告告訴我們
[00:16:17.000 --> 00:16:19.000]  在主的審判台前面
[00:16:19.000 --> 00:16:22.000]  原來是沒有中間路線的
[00:16:22.000 --> 00:16:25.000]  要麼你就是三分之二被剪除
[00:16:25.000 --> 00:16:29.000]  要麼你就將會成為那少數的三分之一
[00:16:29.000 --> 00:16:33.000]  你要承受被火燒一樣的熬煉
[00:16:33.000 --> 00:16:37.000]  鬼頂姐妹你究竟想做哪一類呢?
[00:16:37.000 --> 00:16:41.000]  你有沒有想過當根從主的教導
[00:16:41.000 --> 00:16:44.000]  我們用主的原則
[00:16:44.000 --> 00:16:46.000]  價值觀去講真理的時候
[00:16:46.000 --> 00:16:48.000]  行出真理的時候
[00:16:48.000 --> 00:16:51.000]  我們其實有可能會遭受到不同的威脅
[00:16:51.000 --> 00:16:54.000]  在那個時候我們不知道會怎樣選擇
[00:16:54.000 --> 00:16:56.000]  可能很多年前
[00:16:56.000 --> 00:16:57.000]  我小時候成長的時候
[00:16:57.000 --> 00:17:01.000]  一直在教會講愛、講慈愛、講包容
[00:17:01.000 --> 00:17:04.000]  活出真理、做慈惠工作的時候
[00:17:04.000 --> 00:17:06.000]  基督徒很多光環
[00:17:06.000 --> 00:17:08.000]  教會很多光環
[00:17:08.000 --> 00:17:10.000]  但是我們去問
[00:17:10.000 --> 00:17:14.000]  當我們活出真理而不能夠換取光環的時候
[00:17:14.000 --> 00:17:18.000]  我們的生命又會怎樣去選擇呢?
[00:17:18.000 --> 00:17:23.000]  有一位女士Irina是一個天主教徒
[00:17:23.000 --> 00:17:25.000]  她在大學的時候
[00:17:25.000 --> 00:17:29.000]  是活在二戰前後
[00:17:29.000 --> 00:17:31.000]  第二次世界大戰之前
[00:17:31.000 --> 00:17:36.000]  當時她在歐洲的地方已經有很強的反猶太的情緒
[00:17:36.000 --> 00:17:39.000]  她在大學的時候發覺猶太人要分開坐馬鞭
[00:17:39.000 --> 00:17:42.000]  也有很多人去欺凌猶太人
[00:17:42.000 --> 00:17:45.000]  Irina她不太接受隔離政策
[00:17:45.000 --> 00:17:47.000]  在她認識的信仰裡面
[00:17:47.000 --> 00:17:50.000]  覺得這個不是主給人的價值
