
[00:00:00.000 --> 00:00:04.760]  研究今日經文的「肥臘比書」第二章第一到十一節之前
[00:06:25.560 --> 00:06:26.600]  歸根究底
[00:06:26.600 --> 00:06:28.280]  使我們痛苦的
[00:06:28.280 --> 00:06:30.440]  不是外面的東西
[00:06:30.440 --> 00:06:32.920]  是我們的罪性
[00:06:32.920 --> 00:06:36.760]  如果你的心裡是充滿各樣的苦度
[00:06:36.760 --> 00:06:38.760]  惡意和怨恨
[00:06:38.760 --> 00:06:41.480]  就算被你和世界隔絕
[00:06:41.480 --> 00:06:43.160]  也不會喜樂
[00:06:43.160 --> 00:06:48.280]  相反其實有些人需要和其他人接觸一下
[00:06:48.280 --> 00:06:50.840]  有些陽光來克服自己的黑暗
[00:06:50.840 --> 00:06:55.720]  我聽到柏瑟克林和潘牧師
[00:06:55.720 --> 00:07:00.200]  幾個星期前兩篇關於物件作為喜樂殺手的講道
[00:07:00.200 --> 00:07:05.560]  兩個都講到物件的確是可以扼殺你的喜樂
[00:07:05.560 --> 00:07:07.560]  但是兩個都認為
[00:07:07.560 --> 00:07:11.480]  通過善用你面前的物件來服侍神
[00:07:11.480 --> 00:07:13.800]  你就能夠享受它們
[00:07:13.800 --> 00:07:20.520]  其實我們整個講道系列歸結為一個喜樂殺手間
[00:07:20.520 --> 00:07:25.160]  你將什麼事物變為偶像
[00:07:25.160 --> 00:07:28.920]  它就不會再令你喜樂
[00:07:28.920 --> 00:07:30.360]  相反來說
[00:07:30.360 --> 00:07:34.920]  如果你能夠善用你擁有的事物來榮耀神
[00:07:34.920 --> 00:07:38.520]  你就可以在生活當中享受它們
[00:07:38.520 --> 00:07:43.240]  正如保羅在哥倫多前書第十章二十三節裡這樣說
[00:07:43.240 --> 00:07:46.280]  凡事都可行但不都有益處
[00:07:46.280 --> 00:07:49.640]  凡事都可行但不都造就人
[00:07:49.640 --> 00:07:52.600]  其實在第六章他已經指出
[00:07:52.600 --> 00:07:59.000]  關鍵就是保羅是不被任何事物所管轄的
[00:07:59.000 --> 00:08:00.520]  對事物是這樣
[00:08:00.520 --> 00:08:03.080]  對人其實也是這樣
[00:08:03.080 --> 00:08:08.200]  我們可否在人的交往身上得到喜樂
[00:08:08.200 --> 00:08:09.480]  當然可以
[00:08:09.480 --> 00:08:12.280]  神設計人類是群居動物
[00:08:12.280 --> 00:08:14.280]  一個人獨居不好
[00:08:14.280 --> 00:08:17.800]  所以我們享受彼此的陪伴
[00:08:17.800 --> 00:08:22.040]  不然我們為何會有教會有家庭有社會
[00:08:22.040 --> 00:08:28.120]  只不過如果你將人當作偶像一樣去崇拜的時候
[00:08:28.120 --> 00:08:31.000]  最終又會受到人的傷害
[00:08:31.000 --> 00:08:32.520]  聖經告訴我們
[00:08:32.520 --> 00:08:34.360]  每個人都是罪人
[00:08:34.360 --> 00:08:37.640]  你不可以相信神一樣去相信人
[00:08:37.640 --> 00:08:40.440]  指導約翰告訴我們
[00:08:40.440 --> 00:08:42.760]  耶穌自己卻不信任他們
[00:08:42.760 --> 00:08:45.080]  因為他認識所有的人
[00:08:45.080 --> 00:08:48.760]  也用不著誰來證明人是怎樣的
[00:08:48.760 --> 00:08:52.040]  因為他自己認識人的內心
[00:08:52.040 --> 00:08:56.600]  耶穌都不信當時那些宗教的領袖猶太人的領袖
[00:08:56.600 --> 00:08:58.760]  耶穌不稀罕他們的抬舉
[00:08:58.760 --> 00:09:00.680]  不計較他們的批評
[00:09:00.680 --> 00:09:06.600]  如果我們只是為了得到人的歡心而去生活的時候
[00:09:06.600 --> 00:09:08.360]  就不是為神而活了
[00:09:08.360 --> 00:09:10.920]  人就變成了我們的主人
[00:09:10.920 --> 00:09:12.840]  神就不會是我們的主人
[00:09:12.840 --> 00:09:17.320]  所以作為基督徒不可以將任何人封為偶像
[00:09:17.320 --> 00:09:22.200]  即使是對人性很樂觀的人本主義者
[00:09:22.200 --> 00:09:25.000]  其實在這一點上亦不會非議
[00:09:25.000 --> 00:09:31.400]  在論語學而篇裏面孔子開宗明義這樣說
[00:09:31.400 --> 00:09:35.240]  學而是習之,不亦樂乎?
[00:09:35.240 --> 00:09:39.080]  有憑自遠方來,不亦樂乎?
[00:09:39.080 --> 00:09:42.920]  人不知而不問,不亦問子乎?
[00:09:42.920 --> 00:09:46.760]  你不將追求人的賞識定為你的人生目標
[00:09:46.760 --> 00:09:53.160]  你和人相處就能夠為你帶來很多喜悅和快樂
[00:09:53.160 --> 00:09:59.320]  第一句,這個「悅」其實是古代的「悅」的二體字來的
[00:09:59.320 --> 00:10:00.840]  喜悅的悅
[00:10:00.840 --> 00:10:05.960]  孔子其實你用現代的解釋就是可以說是一個倫理學家來的
[00:10:05.960 --> 00:10:09.800]  孔子學的書是人寫的
[00:10:09.800 --> 00:10:14.680]  孔子實習的道德原則是必須和人一起做的
[00:10:14.680 --> 00:10:18.760]  所以對孔子來說,人就不可以說是喜樂殺手
[00:10:18.760 --> 00:10:21.320]  有人才有喜悅可言的嘛
[00:10:21.320 --> 00:10:24.920]  用現代的概念來翻譯孔子
[00:10:24.920 --> 00:10:28.200]  孔子既是喜歡溝通、communication
[00:10:28.200 --> 00:10:31.800]  也都是喜歡社群、community
[00:10:31.800 --> 00:10:35.640]  能夠和人溝通、教導和學習
[00:10:35.640 --> 00:10:37.720]  做人才會有愉快的嘛
[00:10:37.720 --> 00:10:42.040]  能夠學以致用,將他所學得的道德原則
[00:10:42.040 --> 00:10:46.920]  在社群裡面付諸實踐,人生就有更大的滿足了
[00:10:46.920 --> 00:10:50.200]  保羅我想都應該同意這一點的
[00:10:50.200 --> 00:10:52.760]  在《菲律賓書》第二章第二節裡面說
[00:10:52.760 --> 00:10:56.360]  所以在基督裡若有任何勸勉
[00:10:56.360 --> 00:10:58.520]  若有任何愛心的安慰
[00:10:58.520 --> 00:11:00.680]  若有任何聖靈的團契
[00:11:00.680 --> 00:11:02.760]  若有任何慈悲憐憫
[00:11:02.760 --> 00:11:06.360]  你們就要意志相同、愛心相同
[00:11:06.360 --> 00:11:09.000]  有一致的心思、一致的想法
[00:11:09.000 --> 00:11:11.960]  使我們的喜樂得以滿足
[00:11:11.960 --> 00:11:17.080]  在這裡其實保羅都區分了學和習
[00:11:17.080 --> 00:11:22.840]  基督裡的勸勉、愛心的安慰、聖靈的團契、慈悲的憐憫
[00:11:22.840 --> 00:11:25.400]  這些就是學,都是溝通來的
[00:11:25.400 --> 00:11:28.600]  是人互相教導的途徑
[00:11:28.600 --> 00:11:31.800]  但能夠互相學就能夠習了
[00:11:31.800 --> 00:11:34.280]  我們就能夠達成共識
[00:11:34.280 --> 00:11:36.760]  發展一個合一的群體
[00:11:36.760 --> 00:11:38.440]  有和諧的團結
[00:11:38.440 --> 00:11:43.320]  有一同合力實踐的決心
[00:11:43.320 --> 00:11:48.120]  守望相助去建立一個屬靈的團結
[00:11:48.120 --> 00:11:49.560]  結果是甚麼?
[00:11:49.560 --> 00:11:52.280]  當然就是喜樂滿足
[00:11:52.280 --> 00:11:56.120]  但我們不要忘記一個很重要的關鍵
[00:11:56.120 --> 00:11:58.680]  從學到習
[00:11:58.680 --> 00:12:02.520]  從這個communication到這個community
[00:12:02.520 --> 00:12:05.080]  中間是有一個關鍵
[00:12:05.080 --> 00:12:08.920]  就是我復活節說到的謙虛的問題
[00:12:08.920 --> 00:12:13.400]  也就是保羅之後幾句說話提到的事情
[00:12:13.400 --> 00:12:16.600]  如果我們只有很多交流、很多溝通
[00:12:16.600 --> 00:12:20.200]  但沒有人謙虛地聽其他人說話
[00:12:20.200 --> 00:12:21.720]  結果通常是甚麼?
[00:12:21.720 --> 00:12:24.680]  結果就是一個辯論擂台
[00:12:24.680 --> 00:12:28.360]  互相批評、互相攻擊、互相踐踏
[00:12:28.360 --> 00:12:29.240]  為甚麼?
[00:12:29.240 --> 00:12:33.640]  因為我們生活在一個墮落的世界文化當中
[00:12:33.640 --> 00:12:35.160]  奧古斯丁解釋
[00:12:35.160 --> 00:12:39.480]  信徒其實同時存在在兩個不同的城市
[00:12:39.480 --> 00:12:43.880]  一方面我們作為信徒存在在上帝之城
[00:12:43.880 --> 00:12:45.400]  是看不見的
[00:12:45.400 --> 00:12:47.320]  聖兒宮的教會
[00:12:47.320 --> 00:12:51.160]  在那裡聖徒的確是信相通的
[00:12:51.160 --> 00:12:56.280]  但同一時間信徒亦都生活在世俗之城
[00:12:56.280 --> 00:13:02.280]  每一個社群甚至每一個教會都有聖徒和罪人
[00:13:02.280 --> 00:13:09.160]  所以使道彼得敦促在當時受迫害當中的基督徒
[00:13:09.160 --> 00:13:14.440]  記住我們在這個世界是客類、是寄居的
[00:13:14.440 --> 00:13:19.960]  基督徒被呼召向一個不相信的世界要傳講福音的信息
[00:13:19.960 --> 00:13:21.160]  不應該很奇怪
[00:13:21.160 --> 00:13:24.920]  其實只有少數人願意聽
[00:13:24.920 --> 00:13:27.160]  少數人能夠明白
[00:13:27.160 --> 00:13:29.240]  我們甚至不應該太奇怪
[00:13:29.240 --> 00:13:34.600]  我們的家人、鄰居、最接近的人會去拒絕我們
[00:13:34.600 --> 00:13:36.600]  正如耶穌感嘆
[00:13:36.600 --> 00:13:41.320]  沒有先知在自己家鄉是被人接納的
[00:13:41.320 --> 00:13:47.480]  所以如果你做人經常想得到其他人的歡迎和認同
[00:13:47.480 --> 00:13:48.920]  才能夠起落
[00:13:48.920 --> 00:13:52.760]  老實說你做人都頗辛苦
[00:13:52.760 --> 00:13:54.600]  但這個還是其次
[00:13:54.600 --> 00:13:55.960]  我們需要更加小心的是
[00:13:55.960 --> 00:13:59.080]  如果你太渴望受到歡迎
[00:13:59.080 --> 00:14:04.600]  你講說話就很難有先知的聲音
[00:14:04.600 --> 00:14:08.440]  某個程度上孔子都承認這個現實
[00:14:08.440 --> 00:14:09.640]  所以他怎樣說
[00:14:09.640 --> 00:14:13.160]  他說「有朋自遠方來,不亦樂乎」
[00:14:13.160 --> 00:14:19.800]  從遠方來的朋友應該是向孔子學習的教育學者
[00:14:19.800 --> 00:14:22.120]  不只是朋友即是朋友
[00:14:22.120 --> 00:14:24.840]  是粉絲
[00:14:24.840 --> 00:14:28.520]  能夠和志同道合的知音人
[00:14:28.520 --> 00:14:30.680]  分享做人智慧
[00:14:30.680 --> 00:14:34.760]  其實作為老師就是令他最快樂的事情
[00:14:34.760 --> 00:14:40.120]  能夠分享自己的體驗的確是人生的樂事
[00:14:40.120 --> 00:14:44.920]  無論你像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:44.920]  還是像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:44.920]  還是像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:44.920]  還是像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:44.920]  還是像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:44.920]  還是像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:44.920]  還是像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:44.920]  還是像孔子一樣建立一個學堂等人來拜訪
[00:14:44.920 --> 00:14:45.420]  還是好像是...
[00:14:45.420 --> 00:14:47.400]  像耶穌教導那些門徒一樣
[00:14:47.400 --> 00:14:49.400]  走遍天下找任何肯聽的人
[00:14:49.400 --> 00:14:51.400]  目的其實也是一樣
[00:14:51.400 --> 00:14:57.400]  是把你的時間投資在願意聽的人身上
[00:14:57.400 --> 00:14:59.400]  耶穌在大使命裡教訓我們
[00:14:59.400 --> 00:15:02.400]  凡他所教訓的人都教導他們遵守
[00:15:02.400 --> 00:15:04.400]  所以同樣道理
[00:15:04.400 --> 00:15:06.400]  使徒保羅在《菲勒比書》繼續說
[00:15:06.400 --> 00:15:08.400]  凡事不可自私自利
[00:15:08.400 --> 00:15:10.400]  不可貪圖虛榮
[00:15:10.400 --> 00:15:12.400]  只要全心謙卑
[00:15:12.400 --> 00:15:14.400]  各人看別人比自己強
[00:15:14.400 --> 00:15:17.400]  各人不要單顧自己的事
[00:15:17.400 --> 00:15:19.400]  也要顧別人的事
[00:15:19.400 --> 00:15:22.400]  有人向你不恥下問
[00:15:22.400 --> 00:15:23.400]  向你請教
[00:15:23.400 --> 00:15:25.400]  基督徒就不要那麼自私
[00:15:25.400 --> 00:15:27.400]  只是掠蝕自己的時間
[00:15:27.400 --> 00:15:29.400]  因為神安排你
[00:15:29.400 --> 00:15:31.400]  向人指點迷津
[00:15:31.400 --> 00:15:34.400]  對天國的貢獻是你難以估計的
[00:15:34.400 --> 00:15:38.400]  有這些機會你怎能夠錯過呢
[00:15:38.400 --> 00:15:39.400]  相反
[00:15:39.400 --> 00:15:40.400]  又要小心
[00:15:40.400 --> 00:15:42.400]  如果你做任何事情
[00:15:42.400 --> 00:15:44.400]  目的都是為了自己的好處
[00:15:44.400 --> 00:15:48.400]  甚至連教導人都是為了沽名釣譽
[00:15:48.400 --> 00:15:51.400]  是為了建立自己的權威聲望地位
[00:15:51.400 --> 00:15:53.400]  其實就不如不做了
[00:15:53.400 --> 00:15:56.400]  保羅說不要貪圖虛榮
[00:15:56.400 --> 00:16:00.400]  我上次在復活節主要講到已經解釋
[00:16:00.400 --> 00:16:02.400]  如果一個人有自卑感
[00:16:02.400 --> 00:16:04.400]  就很難謙虛
[00:16:04.400 --> 00:16:07.400]  自卑就不等同謙卑
[00:16:07.400 --> 00:16:09.400]  一個人強烈的自卑感
[00:16:09.400 --> 00:16:12.400]  就會覺得自己是受害人
[00:16:12.400 --> 00:16:14.400]  這個世界欠了他
[00:16:14.400 --> 00:16:16.400]  哪裡願意會自我降卑
[00:16:16.400 --> 00:16:18.400]  放棄自己的特權
[00:16:18.400 --> 00:16:19.400]  幫助人呢
[00:16:19.400 --> 00:16:22.400]  如果人開口閉口都只是我我我
[00:16:22.400 --> 00:16:24.400]  我要得到些什麼
[00:16:24.400 --> 00:16:26.400]  我想要成就些什麼
[00:16:26.400 --> 00:16:30.400]  那又何來有時間去明白神要的是什麼呢
[00:16:30.400 --> 00:16:34.400]  怎樣會願意去明白信復神的聖潔
[00:16:34.400 --> 00:16:36.400]  信復神的公義呢
[00:16:36.400 --> 00:16:41.400]  但如果我們教人完全是為了人的好處
[00:16:41.400 --> 00:16:43.400]  不是為自己的好處的時候
[00:16:43.400 --> 00:16:45.400]  教人其實真的可以很快樂
[00:16:45.400 --> 00:16:49.400]  因為神的國度是很龐大的
[00:16:49.400 --> 00:16:51.400]  有太多的時光了
[00:16:51.400 --> 00:16:55.400]  我們個人很多時候是鞭長木及
[00:16:55.400 --> 00:16:59.400]  但如果我們能夠幫助遠處的弟兄姊妹
[00:16:59.400 --> 00:17:01.400]  盡我們一分的面力
[00:17:01.400 --> 00:17:03.400]  產生的影響
[00:17:03.400 --> 00:17:07.400]  可能比我們在本地能夠做的事情
[00:17:07.400 --> 00:17:09.400]  更為重要
[00:17:09.400 --> 00:17:11.400]  大家知道我以前在波士頓
[00:17:11.400 --> 00:17:13.400]  做校園工作
[00:17:13.400 --> 00:17:14.400]  學生工作很多年
[00:17:14.400 --> 00:17:15.400]  學生工作就是這樣
[00:17:15.400 --> 00:17:16.400]  做完看不到的
[00:17:16.400 --> 00:17:19.400]  很多年之後才看到效果
[00:17:19.400 --> 00:17:22.400]  過去幾年我有機會在幾間神學院裡面
[00:17:22.400 --> 00:17:24.400]  主要是在網上課程
[00:17:24.400 --> 00:17:26.400]  每天我都會教這個私人模
[00:17:26.400 --> 00:17:28.400]  服侍不同地方的學生
[00:17:28.400 --> 00:17:30.400]  在美國不同地方的
[00:17:30.400 --> 00:17:33.400]  又在中國內地最近去Gateway
[00:17:33.400 --> 00:17:36.400]  和香港Settleback教會裡面
[00:17:36.400 --> 00:17:38.400]  有一班很多的學生
[00:17:38.400 --> 00:17:40.400]  我看為這個非常寶貴的機會
[00:17:40.400 --> 00:17:44.400]  是我覺得非常令我欣慰的
[00:17:44.400 --> 00:17:46.400]  最能夠快樂侍奉
[00:17:46.400 --> 00:17:49.400]  就是不會介意把自己的快樂
[00:17:49.400 --> 00:17:52.400]  建築在其他人的成功身上
[00:17:52.400 --> 00:17:54.400]  一定有人追問的
[00:17:54.400 --> 00:17:56.400]  我想也是追問這個孔子
[00:17:56.400 --> 00:17:59.400]  沒有人來學又怎樣
[00:17:59.400 --> 00:18:00.400]  做人為快樂之本
[00:18:00.400 --> 00:18:01.400]  那些人又不用你幫
[00:18:01.400 --> 00:18:03.400]  那你做人不是很不開心
[00:18:03.400 --> 00:18:05.400]  聰明的人就會問這個問題
[00:18:05.400 --> 00:18:09.400]  當人引用學而編的時候
[00:18:09.400 --> 00:18:11.400]  我留意經常是提到頭兩句
[00:18:11.400 --> 00:18:14.400]  第三句就比較少提到
[00:18:14.400 --> 00:18:17.400]  可能我想前兩句比較容易明白
[00:18:17.400 --> 00:18:19.400]  所以孔子先講
[00:18:19.400 --> 00:18:21.400]  但他意在是推論到
[00:18:21.400 --> 00:18:23.400]  令人比較費解的第三句
[00:18:23.400 --> 00:18:25.400]  但正因為這樣
[00:18:25.400 --> 00:18:28.400]  第三句才是孔子最需要解釋
[00:18:28.400 --> 00:18:30.400]  的結論
[00:18:30.400 --> 00:18:31.400]  孔子說什麼
[00:18:31.400 --> 00:18:33.400]  人不知而不問
[00:18:33.400 --> 00:18:35.400]  不亦君子乎
[00:18:35.400 --> 00:18:38.400]  孔子知道他很多說話
[00:18:38.400 --> 00:18:42.400]  不是那麼容易被世人認知的
[00:18:42.400 --> 00:18:44.400]  不是那麼容易有人同意的
[00:18:44.400 --> 00:18:46.400]  但因為他是個君子
[00:18:46.400 --> 00:18:49.400]  他不會計較不得到世人的認同
[00:18:49.400 --> 00:18:55.400]  君子的原意其實是君主的兒子
[00:18:55.400 --> 00:18:57.400]  所以可以這樣解釋
[00:18:57.400 --> 00:19:02.400]  如果你對你的身份是有信心的
[00:19:02.400 --> 00:19:06.400]  你就不會因為別人不認同你
[00:19:06.400 --> 00:19:08.400]  而感到煩惱不會生氣
[00:19:08.400 --> 00:19:10.400]  譬如耶穌知道
[00:19:10.400 --> 00:19:12.400]  祂自己是神的獨生子的時候
[00:19:12.400 --> 00:19:15.400]  祂得不到猶太人的承認
[00:19:15.400 --> 00:19:17.400]  又何足掛齒呢
[00:19:17.400 --> 00:19:21.400]  其實想得到認同
[00:19:21.400 --> 00:19:23.400]  本來是無可厚非的
[00:19:23.400 --> 00:19:25.400]  我們做很多事
[00:19:25.400 --> 00:19:27.400]  都是想得到別人的認可
[00:19:27.400 --> 00:19:30.400]  我上個月參加阿帕薩基納的畢業禮
[00:19:30.400 --> 00:19:32.400]  如果其他人的認可不重要的時候
[00:19:32.400 --> 00:19:34.400]  我們為什麼要努力
[00:19:34.400 --> 00:19:36.400]  去到一個被認可的學位呢
[00:19:36.400 --> 00:19:37.400]  教會請傳道人
[00:19:37.400 --> 00:19:40.400]  為什麼要去神學院找畢業生呢
[00:19:40.400 --> 00:19:41.400]  你想想你去看醫生
[00:19:41.400 --> 00:19:42.400]  你會不會特意選擇
[00:19:42.400 --> 00:19:45.400]  一個沒有認可的醫生呢
[00:19:45.400 --> 00:19:47.400]  不會的
[00:19:47.400 --> 00:19:50.400]  但孔子所謂人不知
[00:19:50.400 --> 00:19:54.400]  他不是認為世人
[00:19:54.400 --> 00:19:59.400]  會無知到缺乏眾所周知的常識
[00:19:59.400 --> 00:20:03.400]  孔子本身認為世人都有直覺的常識
