
[00:00:00.000 --> 00:00:03.460]  好多年前,七年了,我不記得多久了
[00:01:49.160 --> 00:01:52.160]  那件事情就是這樣的
[00:01:52.160 --> 00:01:55.160]  就是有一個菲律賓警察
[00:01:55.160 --> 00:02:01.160]  他被警察說他貪污
[00:02:01.160 --> 00:02:03.160]  於是將他停職
[00:02:03.160 --> 00:02:06.160]  這個警察自己認爲自己是一個好警察
[00:02:06.160 --> 00:02:09.160]  很生氣,多方申訴不成功
[00:02:09.160 --> 00:02:14.160]  到最後他就行此下策
[00:02:14.160 --> 00:02:17.160]  就是有一天他穿了迷彩軍服
[00:02:17.160 --> 00:02:20.160]  拿着一支步槍M16
[00:02:20.160 --> 00:02:22.160]  M16是軍用的步槍
[00:02:22.160 --> 00:02:26.160]  現在香港警察白色的那個大沖鋒車裏面
[00:02:26.160 --> 00:02:29.160]  第一拉一槍槍出來
[00:02:29.160 --> 00:02:32.160]  其中有雷鳴燈鳥槍,其中有M16
[00:02:32.160 --> 00:02:35.160]  每個警察會拿不同的槍
[00:02:35.160 --> 00:02:37.160]  他拿着這支槍去
[00:02:37.160 --> 00:02:39.160]  很斯文,小玲說很斯文
[00:02:39.160 --> 00:02:41.160]  阻了大家一陣,不是很久
[00:02:41.160 --> 00:02:43.160]  事情很快解決
[00:02:43.160 --> 00:02:45.160]  將車壓着去了另一個地方
[00:02:45.160 --> 00:02:47.160]  在另一個廣場停了
[00:02:47.160 --> 00:02:50.160]  原來他就是想申訴
[00:02:50.160 --> 00:02:55.160]  其實這個馬尼拉方面的處理是超差的
[00:02:55.160 --> 00:02:57.160]  壓着一羣人
[00:02:57.160 --> 00:02:59.160]  那應該怎麼辦?
[00:02:59.160 --> 00:03:03.160]  行行行,先下車先下車
[00:03:03.160 --> 00:03:05.160]  下車再算
[00:03:05.160 --> 00:03:08.160]  不讓他下車,就在那裏談談談談
[00:03:08.160 --> 00:03:10.160]  終於叫了他的弟弟來一起談談談
[00:03:10.160 --> 00:03:12.160]  他的弟弟是警察
[00:03:12.160 --> 00:03:14.160]  司機就走了
[00:03:14.160 --> 00:03:16.160]  車又不能開
[00:03:16.160 --> 00:03:18.160]  最後呢
[00:03:18.160 --> 00:03:20.160]  最麻煩的就是整個過程裏
[00:03:20.160 --> 00:03:25.160]  車上的電視是看到新聞直播的
[00:03:25.160 --> 00:03:27.160]  所以是看到警察做什麼的
[00:03:27.160 --> 00:03:29.160]  整天之後呢
[00:03:29.160 --> 00:03:32.160]  終於他開始失去耐性
[00:03:32.160 --> 00:03:36.160]  他弟弟來做中間的工作
[00:03:36.160 --> 00:03:39.160]  終於他看到警察抓了他弟弟
[00:03:39.160 --> 00:03:42.160]  覺得他弟弟可能有份
[00:03:42.160 --> 00:03:45.160]  所以他就開始失去控制
[00:03:45.160 --> 00:03:47.160]  就開始打死那些人質
[00:03:47.160 --> 00:03:49.160]  第一個打死的就是
[00:03:49.160 --> 00:03:53.160]  已經用手銬鎖住門口附近的香港導遊
[00:03:53.160 --> 00:03:57.160]  然後就開始在路上左右左右左右
[00:03:57.160 --> 00:04:00.160]  就開槍射死那些遊客
[00:04:00.160 --> 00:04:04.160]  當然有幾個男士都很英勇的
[00:04:04.160 --> 00:04:06.160]  看到細聲不對呢
[00:04:06.160 --> 00:04:08.160]  就是很多時候就說
[00:04:08.160 --> 00:04:10.160]  喂,找人撲過去嘛
[00:04:10.160 --> 00:04:12.160]  問題是人家拿着槍是誰第一個撲
[00:04:12.160 --> 00:04:14.160]  是吧,是你第一個撲
[00:04:14.160 --> 00:04:19.160]  終於有幾個男士起身撲過去
[00:04:19.160 --> 00:04:21.160]  但是他們會怎麼樣呢
[00:04:21.160 --> 00:04:23.160]  第一個先中槍
[00:04:23.160 --> 00:04:25.160]  就滾到這個走道上
[00:04:25.160 --> 00:04:29.160]  其實他們是進了去豪園旁邊
[00:04:29.160 --> 00:04:34.160]  不是公務員豪園的位置
[00:04:34.160 --> 00:04:37.160]  挺偉大的,很英勇的
[00:04:37.160 --> 00:04:40.160]  終於左右左右開槍
[00:04:40.160 --> 00:04:44.160]  當然這些特警就非常水
[00:04:44.160 --> 00:04:47.160]  拿着錘子打人家的槍
[00:04:47.160 --> 00:04:49.160]  有什麼用呢
[00:04:49.160 --> 00:04:51.160]  就用繩子綁住門口
[00:04:51.160 --> 00:04:53.160]  找車上來拉開門口
[00:04:53.160 --> 00:04:54.160]  就拉不開
[00:04:54.160 --> 00:04:57.160]  因爲門口向裏面推,不是向後面開
[00:04:57.160 --> 00:04:59.160]  就唉
[00:04:59.160 --> 00:05:01.160]  是不是笑了
[00:05:01.160 --> 00:05:04.160]  我大概找班中學生去都差不多
[00:05:04.160 --> 00:05:07.160]  就唉,這樣的特警
[00:05:07.160 --> 00:05:09.160]  不是吧,特別差的警
[00:05:09.160 --> 00:05:11.160]  就唉
[00:05:11.160 --> 00:05:15.160]  終於上面開槍,平平白白
[00:05:15.160 --> 00:05:18.160]  於是外面的警察就開槍打進去了
[00:05:18.160 --> 00:05:21.160]  所以最後是誰中什麼槍死的都不知道
[00:05:21.160 --> 00:05:23.160]  在那時候很長的時間
[00:05:23.160 --> 00:05:25.160]  大家又不能去廁所
[00:05:25.160 --> 00:05:27.160]  所以如果有急去廁所
[00:05:27.160 --> 00:05:29.160]  就要去後面那個袋
[00:05:29.160 --> 00:05:34.160]  全車的人都是南無阿彌陀佛
[00:05:34.160 --> 00:05:36.160]  在唸
[00:05:36.160 --> 00:05:40.160]  只有小玲一個是我們在天上的父
[00:05:40.160 --> 00:05:42.160]  念不住通文
[00:05:42.160 --> 00:05:46.160]  其實當時她未完全缺志的原因就是
[00:05:46.160 --> 00:05:48.160]  她媽媽小時候
[00:05:48.160 --> 00:05:50.160]  她媽媽是個很好的基督徒
[00:05:50.160 --> 00:05:52.160]  這件事發生她媽媽就跪下
[00:05:52.160 --> 00:05:54.160]  知道是三日三夜
[00:05:54.160 --> 00:05:56.160]  爲她女兒祈禱
[00:05:56.160 --> 00:06:00.160]  她以前小時候教她女兒我們在天上的父
[00:06:00.160 --> 00:06:04.160]  女兒就說信什麼耶穌,神經病
[00:06:04.160 --> 00:06:06.160]  兒子病了,我和他去看醫生
[00:06:06.160 --> 00:06:10.160]  先祈禱,神經病,祈禱能醫病嗎
[00:06:10.160 --> 00:06:12.160]  這次她是很歡喜的
[00:06:12.160 --> 00:06:14.160]  不過不知爲什麼在那次裏面
[00:06:14.160 --> 00:06:16.160]  她心裏面主耶穌出來
[00:06:16.160 --> 00:06:18.160]  我們在天上的父
[00:06:18.160 --> 00:06:20.160]  這次到最後開槍
[00:06:20.160 --> 00:06:22.160]  你知道如果你是你
[00:06:22.160 --> 00:06:24.160]  坐在旅遊巴的椅子上
[00:06:24.160 --> 00:06:28.160]  這個時候左右逐槍射死乘客
[00:06:28.160 --> 00:06:30.160]  槍向着你的時候
[00:06:30.160 --> 00:06:32.160]  你會怎樣
[00:06:32.160 --> 00:06:36.160]  自然會伸手擋住
[00:06:36.160 --> 00:06:38.160]  你拍一聲
[00:06:38.160 --> 00:06:40.160]  擋住的時候
[00:06:40.160 --> 00:06:42.160]  一隻手指就飛了
[00:06:42.160 --> 00:06:44.160]  射到
[00:06:44.160 --> 00:06:46.160]  然後子彈就射到下巴那裏
[00:06:46.160 --> 00:06:48.160]  然後整個下巴
[00:06:48.160 --> 00:06:50.160]  扯掉不見了
[00:06:50.160 --> 00:06:52.160]  你知道
[00:06:52.160 --> 00:06:54.160]  你會不會這樣射的時候
[00:06:54.160 --> 00:06:56.160]  你擠一擠牙關
[00:06:56.160 --> 00:06:58.160]  都會咬緊一點
[00:06:58.160 --> 00:07:00.160]  由於這個咬一咬
[00:07:00.160 --> 00:07:02.160]  用了力
[00:07:02.160 --> 00:07:04.160]  所以子彈的力很大
[00:07:04.160 --> 00:07:06.160]  打到上下巴
[00:07:06.160 --> 00:07:08.160]  扯出去之後
[00:07:08.160 --> 00:07:10.160]  將牙扯掉
[00:07:10.160 --> 00:07:12.160]  整個口只剩下9只牙
[00:07:12.160 --> 00:07:14.160]  牙都不見了
[00:07:14.160 --> 00:07:16.160]  所以你見到拍戲
[00:07:16.160 --> 00:07:18.160]  中幾槍
[00:07:18.160 --> 00:07:20.160]  起身還拖
[00:07:20.160 --> 00:07:22.160]  不會了
[00:07:22.160 --> 00:07:24.160]  如果中了軍用步槍
[00:07:24.160 --> 00:07:26.160]  打到一夜
[00:07:26.160 --> 00:07:28.160]  也未必會加
[00:07:28.160 --> 00:07:30.160]  如果打到你手
[00:07:30.160 --> 00:07:32.160]  也會斷掉
[00:07:32.160 --> 00:07:34.160]  很少會連中5槍
[00:07:34.160 --> 00:07:36.160]  你擋住
[00:07:36.160 --> 00:07:38.160]  我抬你回去
[00:07:38.160 --> 00:07:40.160]  其實很慘
[00:07:40.160 --> 00:07:42.160]  他就躺下了
[00:07:42.160 --> 00:07:44.160]  這個時候
[00:07:44.160 --> 00:07:46.160]  他說
[00:07:46.160 --> 00:07:48.160]  我忽然間去了一個很光
[00:07:48.160 --> 00:07:50.160]  很大的房間
[00:07:50.160 --> 00:07:52.160]  他不是一個科學家
[00:07:52.160 --> 00:07:54.160]  但他那次說得很清楚
[00:07:54.160 --> 00:07:56.160]  那些不是陽光
[00:07:56.160 --> 00:07:58.160]  而是陽光
[00:07:58.160 --> 00:08:00.160]  不是燈光
[00:08:00.160 --> 00:08:02.160]  那是什麼光
[00:08:02.160 --> 00:08:04.160]  神的光
[00:08:04.160 --> 00:08:06.160]  你看創世紀起初神上天地
[00:08:06.160 --> 00:08:08.160]  地上虛無聞頓 冤冥黑暗
[00:08:08.160 --> 00:08:10.160]  神說要有光
[00:08:10.160 --> 00:08:12.160]  就有了光
[00:08:12.160 --> 00:08:14.160]  那些是什麼光呢
[00:08:14.160 --> 00:08:16.160]  不知是什麼光 是不是陽光呢
[00:08:16.160 --> 00:08:18.160]  太陽未造 是不是燈光呢
[00:08:18.160 --> 00:08:20.160]  我狄生還沒出世
[00:08:20.160 --> 00:08:22.160]  所以那個光是什麼光呢
[00:08:22.160 --> 00:08:24.160]  我認爲神說有光就有光
[00:08:24.160 --> 00:08:26.160]  神的光
[00:08:26.160 --> 00:08:28.160]  是一個很光 不過不殘眼
[00:08:28.160 --> 00:08:30.160]  又不是陽光 又不是燈光
[00:08:30.160 --> 00:08:32.160]  那這些是
[00:08:32.160 --> 00:08:34.160]  大部分NDE
[00:08:34.160 --> 00:08:36.160]  我最喜歡說的
[00:08:36.160 --> 00:08:38.160]  NDE的人
[00:08:38.160 --> 00:08:40.160]  他離開死亡的時候
[00:08:40.160 --> 00:08:42.160]  發現自己離開了自己的軀體
[00:08:42.160 --> 00:08:44.160]  見到自己躺在那裏
[00:08:44.160 --> 00:08:46.160]  然後經過隧道去到一個很光的地方
[00:08:46.160 --> 00:08:48.160]  就是這樣
[00:08:48.160 --> 00:08:50.160]  在那裏時間沒有了
[00:08:50.160 --> 00:08:52.160]  所以不會說很趕時間
[00:08:52.160 --> 00:08:54.160]  沒有的
[00:08:54.160 --> 00:08:56.160]  很幸福的感覺
[00:08:56.160 --> 00:08:58.160]  很有趣
[00:08:58.160 --> 00:09:00.160]  由於我也陪伴
[00:09:00.160 --> 00:09:02.160]  人走過最後一段時間很多
[00:09:02.160 --> 00:09:04.160]  其實
[00:09:04.160 --> 00:09:06.160]  換句話說
[00:09:06.160 --> 00:09:08.160]  有時候我們父母
[00:09:08.160 --> 00:09:10.160]  親人離開世界
[00:09:10.160 --> 00:09:12.160]  到最尾的時候
[00:09:12.160 --> 00:09:14.160]  那個人快要離不開的時候
[00:09:14.160 --> 00:09:16.160]  上帝有恩典
[00:09:16.160 --> 00:09:18.160]  那個人你摸他的時候
[00:09:18.160 --> 00:09:20.160]  身體那麼冷和溼
[00:09:20.160 --> 00:09:22.160]  其實快點給他一張被子
[00:09:22.160 --> 00:09:24.160]  千萬不要
[00:09:24.160 --> 00:09:26.160]  其實那個時候他很舒服
[00:09:26.160 --> 00:09:28.160]  覺得自己身體很輕飄着
[00:09:28.160 --> 00:09:30.160]  不要先弄了面胎
[00:09:30.160 --> 00:09:32.160]  把他摘下來
[00:09:32.160 --> 00:09:34.160]  弄件羊毛衣也不好
[00:09:34.160 --> 00:09:36.160]  還有他口很乾
[00:09:36.160 --> 00:09:38.160]  弄些西瓜汁給他喝
[00:09:38.160 --> 00:09:40.160]  立刻打電話 兒子 拿些西瓜汁來給老爸
[00:09:40.160 --> 00:09:42.160]  其實是不好的
[00:09:42.160 --> 00:09:44.160]  他見到他肝 但他口不幹
[00:09:44.160 --> 00:09:46.160]  他很舒服
[00:09:46.160 --> 00:09:48.160]  一喝醒一醒
[00:09:48.160 --> 00:09:50.160]  他的身體很痛苦
[00:09:50.160 --> 00:09:52.160]  那個人差不多要離開的時候
[00:09:52.160 --> 00:09:54.160]  上帝祝福他比較舒服
[00:09:54.160 --> 00:09:56.160]  冰天雪地冷到死的人
[00:09:56.160 --> 00:09:58.160]  最尾一刻覺得
[00:09:58.160 --> 00:10:00.160]  好暖啊
[00:10:00.160 --> 00:10:02.160]  我要睡一會
[00:10:02.160 --> 00:10:04.160]  所以拍戲都會說不要睡了
[00:10:04.160 --> 00:10:06.160]  他覺得很暖
[00:10:06.160 --> 00:10:08.160]  冰在雪裏
[00:10:08.160 --> 00:10:10.160]  上帝會祝福
[00:10:10.160 --> 00:10:12.160]  他回來
[00:10:12.160 --> 00:10:14.160]  這是NDE
[00:10:14.160 --> 00:10:16.160]  貧林死亡經歷
[00:10:16.160 --> 00:10:18.160]  他回來
[00:10:18.160 --> 00:10:20.160]  去到一個很光的地方
[00:10:20.160 --> 00:10:22.160]  他說有一個很高的人
[00:10:22.160 --> 00:10:24.160]  揹着他
[00:10:24.160 --> 00:10:26.160]  他真的很害怕
[00:10:26.160 --> 00:10:28.160]  他問他你是誰
[00:10:28.160 --> 00:10:32.160]  那個人沒有轉身
[00:10:32.160 --> 00:10:34.160]  他說我們是心靈交流的
[00:10:34.160 --> 00:10:36.160]  很快速的
[00:10:36.160 --> 00:10:38.160]  心靈交流
[00:10:38.160 --> 00:10:40.160]  我就是你所信的神
[00:10:40.160 --> 00:10:42.160]  你回去
[00:10:42.160 --> 00:10:44.160]  你要堅持住
[00:10:44.160 --> 00:10:46.160]  他說我就是因爲這句話
[00:10:46.160 --> 00:10:48.160]  你要堅持住
[00:10:48.160 --> 00:10:50.160]  我就堅持到現在
[00:10:50.160 --> 00:10:52.160]  現在還在臺灣
[00:10:52.160 --> 00:10:54.160]  堅持住
[00:10:54.160 --> 00:10:56.160]  要整牙
[00:10:56.160 --> 00:10:58.160]  沒牙了
[00:10:58.160 --> 00:11:00.160]  很艱難
[00:11:00.160 --> 00:11:02.160]  他就回來了
[00:11:02.160 --> 00:11:04.160]  那時候他說
[00:11:04.160 --> 00:11:06.160]  又不是很痛
[00:11:06.160 --> 00:11:08.160]  不過我呼吸都不敢
[00:11:08.160 --> 00:11:10.160]  因爲我知道槍手在巡
[00:11:10.160 --> 00:11:12.160]  如果他看到我呼吸
[00:11:12.160 --> 00:11:14.160]  他就死了
[00:11:14.160 --> 00:11:16.160]  所以他就掉到兩行凳中間
[00:11:16.160 --> 00:11:18.160]  不敢動
[00:11:18.160 --> 00:11:20.160]  開槍之後
[00:11:20.160 --> 00:11:22.160]  幸好他躺下了
[00:11:22.160 --> 00:11:24.160]  如果他還坐着
[00:11:24.160 --> 00:11:26.160]  肯定會中槍
[00:11:26.160 --> 00:11:28.160]  他躺下了
[00:11:28.160 --> 00:11:30.160]  這就是他回來之後的照片
[00:11:30.160 --> 00:11:32.160]  這個就是槍手
[00:11:32.160 --> 00:11:34.160]  不是我拍的
[00:11:34.160 --> 00:11:36.160]  是Google拍的
[00:11:36.160 --> 00:11:38.160]  Google有很多照片
[00:11:38.160 --> 00:11:40.160]  這一束頭髮
[00:11:40.160 --> 00:11:42.160]  面向着我們黃色衣服的就是他
[00:11:42.160 --> 00:11:44.160]  現在在車裏拿着
[00:11:44.160 --> 00:11:46.160]  送他出來
[00:11:46.160 --> 00:11:48.160]  那束頭髮就是他
[00:11:48.160 --> 00:11:50.160]  從頭頂看下去
[00:11:50.160 --> 00:11:52.160]  送他出來了
[00:11:52.160 --> 00:11:54.160]  在菲律賓有三天
[00:11:54.160 --> 00:11:56.160]  那三天你要堅持住
[00:11:56.160 --> 00:11:58.160]  因爲下巴沒了
[00:11:58.160 --> 00:12:00.160]  爛了
[00:12:00.160 --> 00:12:02.160]  呼吸不暢順
[00:12:02.160 --> 00:12:04.160]  開了個喉在這裏做口呼吸
[00:12:04.160 --> 00:12:06.160]  呼吸不了
[00:12:06.160 --> 00:12:08.160]  沒有治療
[00:12:08.160 --> 00:12:10.160]  發燒腫得很厲害
[00:12:10.160 --> 00:12:12.160]  大齡看到他
[00:12:12.160 --> 00:12:14.160]  不認得
[00:12:14.160 --> 00:12:16.160]  豬頭似的
[00:12:16.160 --> 00:12:18.160]  所以不要跟別人說你今年發過豬頭
[00:12:18.160 --> 00:12:20.160]  其實是不好的
[00:12:20.160 --> 00:12:22.160]  其實是不好的
[00:12:22.160 --> 00:12:24.160]  就這樣
[00:12:24.160 --> 00:12:26.160]  這個時候
[00:12:26.160 --> 00:12:28.160]  他醒了
[00:12:28.160 --> 00:12:30.160]  說不了話
[00:12:30.160 --> 00:12:32.160]  中國領事館非常厲害
[00:12:32.160 --> 00:12:34.160]  陪了他三天
[00:12:34.160 --> 00:12:36.160]  就問他有什麼需要
[00:12:36.160 --> 00:12:38.160]  就說你讀聖經
[00:12:38.160 --> 00:12:40.160]  讀什麼聖經
[00:12:40.160 --> 00:12:42.160]  詩篇23篇
[00:12:42.160 --> 00:12:44.160]  他說
[00:12:44.160 --> 00:12:46.160]  很想寫封信謝謝中國領事館
[00:12:46.160 --> 00:12:48.160]  那些職員來讀了三天
[00:12:48.160 --> 00:12:50.160]  就是讀聖經
[00:12:50.160 --> 00:12:52.160]  猛讀聖經詩篇第一篇
[00:12:52.160 --> 00:12:54.160]  第幾篇他當然最喜歡第23篇
[00:12:54.160 --> 00:12:56.160]  支持他讀了三天聖經
[00:12:56.160 --> 00:12:58.160]  後來運回來香港
[00:12:58.160 --> 00:13:00.160]  運回來香港的時候
[00:13:00.160 --> 00:13:02.160]  就因爲看他住哪裏
[00:13:02.160 --> 00:13:04.160]  他住沙田
[00:13:04.160 --> 00:13:06.160]  兩家醫院會做這些整形手術
[00:13:06.160 --> 00:13:08.160]  比較好的
[00:13:08.160 --> 00:13:10.160]  一家是威爾斯
[00:13:10.160 --> 00:13:12.160]  另一家是香港
[00:13:12.160 --> 00:13:14.160]  他住威爾斯
[00:13:14.160 --> 00:13:16.160]  這個手術就開始做了
[00:13:16.160 --> 00:13:18.160]  做完手術之後
[00:13:18.160 --> 00:13:20.160]  就這樣
[00:13:20.160 --> 00:13:22.160]  都不怕了
[00:13:22.160 --> 00:13:24.160]  因爲他現在鼻炎就好了
[00:13:24.160 --> 00:13:26.160]  當時
[00:13:26.160 --> 00:13:28.160]  我第一次見到他
[00:13:28.160 --> 00:13:30.160]  上來我那裏
[00:13:30.160 --> 00:13:32.160]  他已經做完手術上來
[00:13:32.160 --> 00:13:34.160]  他跟我聊天
[00:13:34.160 --> 00:13:36.160]  我聽到兩成
[00:13:36.160 --> 00:13:38.160]  三成
[00:13:38.160 --> 00:13:40.160]  因爲你試一下想象
[00:13:40.160 --> 00:13:42.160]  如果你只剩下九隻牙之後
[00:13:42.160 --> 00:13:44.160]  說話是說不到的
[00:13:44.160 --> 00:13:46.160]  很可愛的說不到
[00:13:46.160 --> 00:13:48.160]  他說的時候我要很留心聽
[00:13:48.160 --> 00:13:50.160]  我又不能說我聽不到他說
[00:13:50.160 --> 00:13:52.160]  那不行的
[00:13:52.160 --> 00:13:54.160]  其實我聽不到他說什麼
[00:13:54.160 --> 00:13:56.160]  我就說你介不介意脫下口罩
[00:13:56.160 --> 00:13:58.160]  讓我看看你
[00:13:58.160 --> 00:14:00.160]  他就脫了
[00:14:00.160 --> 00:14:02.160]  爲什麼說得更加不清楚
[00:14:02.160 --> 00:14:04.160]  因爲他的口脣有一半是連着針
[00:14:04.160 --> 00:14:06.160]  爲什麼這樣
[00:14:06.160 --> 00:14:08.160]  原因就是要固定下顎
[00:14:08.160 --> 00:14:10.160]  新做的那個
[00:14:10.160 --> 00:14:12.160]  他說我晚上要
[00:14:12.160 --> 00:14:14.160]  放一個網
[00:14:14.160 --> 00:14:16.160]  進他的口裏
[00:14:16.160 --> 00:14:18.160]  然後網整一下就會撐大
[00:14:18.160 --> 00:14:20.160]  然後固定他的口腔不動
[00:14:20.160 --> 00:14:22.160]  那樣東西很痛
[00:14:22.160 --> 00:14:24.160]  晚上真的很辛苦
[00:14:24.160 --> 00:14:26.160]  我當時見到他是這樣的
[00:14:26.160 --> 00:14:28.160]  那我就說
[00:14:28.160 --> 00:14:30.160]  現在你做什麼我沒什麼做
[00:14:30.160 --> 00:14:32.160]  那我做磁鏈式治療
[00:14:32.160 --> 00:14:34.160]  和催眠解蒙
[00:14:34.160 --> 00:14:36.160]  他說你有沒有夢法
[00:14:36.160 --> 00:14:38.160]  repeat的夢
[00:14:38.160 --> 00:14:40.160]  他說有
[00:14:40.160 --> 00:14:42.160]  我經常在夢裏逃跑
[00:14:42.160 --> 00:14:44.160]  但不知爲什麼走來走去
[00:14:44.160 --> 00:14:46.160]  都在車廂裏面
[00:14:46.160 --> 00:14:48.160]  這樣的
[00:14:48.160 --> 00:14:50.160]  我就說你現在不要自己喫在家裏
[00:14:50.160 --> 00:14:52.160]  不如你來我開心樹
[00:14:52.160 --> 00:14:54.160]  社交服務那裏上班
[00:14:54.160 --> 00:14:56.160]  我們很多孤兒的東西要做
[00:14:56.160 --> 00:14:58.160]  其實他電腦不好
[00:14:58.160 --> 00:15:00.160]  所以人家都學
[00:15:00.160 --> 00:15:02.160]  後來他告訴我
[00:15:02.160 --> 00:15:04.160]  牧師我真的很感恩
[00:15:04.160 --> 00:15:06.160]  我看完那些愛滋病的孤兒
[00:15:06.160 --> 00:15:08.160]  之後我自己覺得很感動
[00:15:08.160 --> 00:15:10.160]  因爲他們比我還要慘
[00:15:10.160 --> 00:15:12.160]  原來我不慘
[00:15:12.160 --> 00:15:14.160]  他們更慘因爲他們會死
[00:15:14.160 --> 00:15:16.160]  我都沒死
[00:15:16.160 --> 00:15:18.160]  所以我都不是最慘
[00:15:18.160 --> 00:15:20.160]  我就說我真的很想去探望他們
[00:15:20.160 --> 00:15:22.160]  我說探望他們
[00:15:22.160 --> 00:15:24.160]  我們要講英文翻譯
[00:15:24.160 --> 00:15:26.160]  他說英文我不太好
[00:15:26.160 --> 00:15:28.160]  普通話我可以
[00:15:28.160 --> 00:15:30.160]  我要學英文才行
[00:15:30.160 --> 00:15:32.160]  過幾天他告訴我
[00:15:32.160 --> 00:15:34.160]  牧師我報了名學英文
[00:15:34.160 --> 00:15:36.160]  哇
[00:15:36.160 --> 00:15:38.160]  真的挺厲害
[00:15:38.160 --> 00:15:40.160]  後來他又說不行了
[00:15:40.160 --> 00:15:42.160]  我回不了學了
[00:15:42.160 --> 00:15:44.160]  因爲我要回去做手術
[00:15:44.160 --> 00:15:46.160]  做什麼手術呢
[00:15:46.160 --> 00:15:48.160]  新的手術是沒試過的
[00:15:48.160 --> 00:15:50.160]  就是藏一個球在我的臉上
[00:15:50.160 --> 00:15:52.160]  然後每天回去
[00:15:52.160 --> 00:15:54.160]  水或者液體
[00:15:54.160 --> 00:15:56.160]  藏在球上
[00:15:56.160 --> 00:15:58.160]  這球就大了
[00:15:58.160 --> 00:16:00.160]  大了就會讓我的臉髒了
[00:16:00.160 --> 00:16:02.160]  那些皮就增生了
[00:16:02.160 --> 00:16:04.160]  因爲他現在蓋着的皮
[00:16:04.160 --> 00:16:06.160]  不是臉的
[00:16:06.160 --> 00:16:08.160]  是身體其他部份剷出來的
[00:16:08.160 --> 00:16:10.160]  不一樣的
[00:16:10.160 --> 00:16:12.160]  要用臉的皮鏟回去
[00:16:12.160 --> 00:16:14.160]  所以吹大了球
[00:16:14.160 --> 00:16:16.160]  皮多了剷出來就可以鏟回去
[00:16:16.160 --> 00:16:18.160]  哇
[00:16:18.160 --> 00:16:20.160]  不是這樣吧
[00:16:20.160 --> 00:16:22.160]  很痛
[00:16:22.160 --> 00:16:24.160]  晚上怎麼睡呢
[00:16:24.160 --> 00:16:26.160]  他三年裏面
[00:16:26.160 --> 00:16:28.160]  三年有多少個月
[00:16:28.160 --> 00:16:30.160]  36個月
[00:16:30.160 --> 00:16:32.160]  他說他做了33次手術
[00:16:32.160 --> 00:16:34.160]  哇
[00:16:34.160 --> 00:16:36.160]  我們每個月都要做
[00:16:36.160 --> 00:16:38.160]  每次回去
[00:16:38.160 --> 00:16:40.160]  刀刀見血腳有沒有震
[00:16:40.160 --> 00:16:42.160]  他說都是要的
[00:16:42.160 --> 00:16:44.160]  這個女子超堅強
[00:16:44.160 --> 00:16:46.160]  你要堅持住
