
[00:00:00.000 --> 00:00:03.920]  昨晚在這裡分享第一課堂道的時候
[00:04:41.000 --> 00:04:43.400]  畢竟對於掌權者來說
[00:04:43.400 --> 00:04:47.800]  民間宗教是社會穩定的重要因素
[00:04:47.800 --> 00:04:51.600]  你罵住了幾個主要的宗教領袖
[00:04:51.600 --> 00:04:58.200]  你就罵住了社會上一大群非常聽話的信眾
[00:04:58.200 --> 00:04:59.600]  因為這個緣故
[00:04:59.600 --> 00:05:04.200]  當時無論是愛國的民族主義分子
[00:05:04.200 --> 00:05:06.800]  還是敬虔的信仰群體
[00:05:06.800 --> 00:05:13.000]  都非常討厭這一群依附建制的宗教領袖
[00:05:13.000 --> 00:05:18.600]  其實像薩多哥人這樣依附政權的信仰群體
[00:05:18.600 --> 00:05:24.800]  是每一個時代,每一個社會都可以找到的
[00:05:24.800 --> 00:05:26.800]  就是今天的香港
[00:05:26.800 --> 00:05:35.400]  我們也不難找到這些華裔美食身份尊貴的信徒
[00:05:35.400 --> 00:05:40.400]  在宗教上,薩多哥人是當時的理性主義者
[00:05:40.400 --> 00:05:44.200]  但他對聖經的態度非常保守
[00:05:44.200 --> 00:05:50.200]  他們只承認猶太傳統的經典Torah
[00:05:50.200 --> 00:05:57.800]  而不承認法利賽人的傳式律法的口述傳統
[00:05:57.800 --> 00:05:59.200]  有些學者認為
[00:05:59.200 --> 00:06:02.600]  薩多哥人只是承認摩西人誤經
[00:06:02.600 --> 00:06:05.000]  但其實在新的時代
[00:06:05.000 --> 00:06:10.000]  舊約希列文的七十字譯本已經完成了
[00:06:10.000 --> 00:06:15.600]  而舊約的正典也廣泛被接納
[00:06:15.600 --> 00:06:21.400]  例如歷史書、詩歌書、智慧書、先知書等
[00:06:21.400 --> 00:06:25.800]  其實在新的時代已經成為Canon,成為正典
[00:06:25.800 --> 00:06:28.800]  大家都接納了
[00:06:28.800 --> 00:06:30.800]  因此我們也沒理由相信
[00:06:30.800 --> 00:06:34.000]  薩多哥人只是接納摩西人誤經
[00:06:34.000 --> 00:06:38.800]  我想整個正典他們也是相信的
[00:06:38.800 --> 00:06:42.800]  薩多哥人因為不承認死後有生命
[00:06:42.800 --> 00:06:46.400]  所以他們也不相信復活
[00:06:46.400 --> 00:06:50.200]  他們認為有關人死後行善得到賞賜
[00:06:50.200 --> 00:06:52.200]  行惡得到懲罰
[00:06:52.200 --> 00:06:55.400]  這種想法是在舊約之後
[00:06:55.400 --> 00:07:03.400]  受到波斯文化影響的結果
[00:07:03.400 --> 00:07:05.200]  比起早前法利賽人問耶穌
[00:07:05.200 --> 00:07:08.400]  是否應該納粹給羅馬政府
[00:07:08.400 --> 00:07:12.400]  薩多哥人在這裡向耶穌挑機
[00:07:12.400 --> 00:07:17.000]  可說是殺傷性不大
[00:07:17.000 --> 00:07:20.600]  因為納粹的問題是政治問題
[00:07:20.600 --> 00:07:21.600]  搞不好的時候
[00:07:21.600 --> 00:07:24.800]  隨時會被套上煽惑群眾
[00:07:24.800 --> 00:07:29.400]  甚至顛覆國家政權的罪名
[00:07:29.400 --> 00:07:30.400]  而在這裡
[00:07:30.400 --> 00:07:33.000]  薩多哥人只不過是挑戰他一個
[00:07:33.000 --> 00:07:37.800]  悉經或教義上的問題
[00:07:37.800 --> 00:07:39.800]  透過舊約里美記
[00:07:39.800 --> 00:07:47.000]  有關寡婦和亡夫的兄弟結婚的習俗
[00:07:47.000 --> 00:07:50.800]  他們企圖用一個簡單的邏輯
[00:07:50.800 --> 00:07:54.200]  來證明復活是不合理的
[00:07:54.200 --> 00:07:57.200]  是不可思議的
[00:07:57.200 --> 00:07:59.600]  舊約里美記二十五章提到
[00:07:59.600 --> 00:08:01.000]  如果一個已婚的男人
[00:08:01.000 --> 00:08:04.400]  在生的時候沒有留下任何後裔
[00:08:04.400 --> 00:08:06.400]  沒有任何的子女
[00:08:06.400 --> 00:08:09.200]  他的兄弟就有責任和義務
[00:08:09.200 --> 00:08:11.600]  來娶過這個寡婦
[00:08:11.600 --> 00:08:14.600]  並且將他們第一個投身的男丁
[00:08:14.600 --> 00:08:19.000]  歸在亡夫的名下
[00:08:19.000 --> 00:08:27.000]  免得這個亡夫家族絕後
[00:08:27.000 --> 00:08:30.400]  不過其實在舊聖經裡
[00:08:30.400 --> 00:08:35.200]  這一類的例子我們看得不是很多
[00:08:35.200 --> 00:08:38.600]  其中一個例子我們可以找到的
[00:08:38.600 --> 00:08:41.400]  就是《路德記》第四章
[00:08:41.400 --> 00:08:45.600]  提到波亞斯想娶路德
[00:08:45.600 --> 00:08:48.000]  在第四章的時候
[00:08:48.000 --> 00:08:51.000]  他引用了這個習俗條例
[00:08:51.000 --> 00:08:56.200]  來先找一個比較親近的親族
[00:08:56.200 --> 00:08:57.400]  問他要不要
[00:08:57.400 --> 00:08:59.400]  不要的時候他才要
[00:08:59.400 --> 00:09:02.400]  其實是這個習俗
[00:09:02.400 --> 00:09:05.600]  但是他們最後生出來的子女
[00:09:05.600 --> 00:09:08.600]  似乎都是跟原生父母
[00:09:08.600 --> 00:09:11.800]  原生父親去做父親
[00:09:11.800 --> 00:09:17.800]  並沒有算入路德的原本丈夫的名字
[00:09:17.800 --> 00:09:22.000]  因為在《路德記》第四章說
[00:09:22.000 --> 00:09:25.800]  最後說波亞斯生俄比德
[00:09:25.800 --> 00:09:27.600]  俄比德生耶西
[00:09:27.600 --> 00:09:29.800]  耶西生大衛
[00:09:29.800 --> 00:09:33.800]  他是沒有提過路德原本的丈夫的名字
[00:09:33.800 --> 00:09:36.000]  所以雖然這個習俗
[00:09:36.000 --> 00:09:42.400]  其實也不是人們這麼認真地來遵守
[00:09:42.400 --> 00:09:43.400]  到了新的時代
[00:09:43.400 --> 00:09:45.200]  這個習俗似乎已經沒有什麼人
[00:09:45.200 --> 00:09:48.000]  會很認真地去跟隨
[00:09:48.000 --> 00:09:50.400]  因此薩多哥人提出的
[00:09:50.400 --> 00:09:54.000]  主要是一個理論性的問題
[00:09:54.000 --> 00:09:55.600]  不過薩多哥人仍然可以堅持
[00:09:55.600 --> 00:10:01.400]  這個習俗始終是出於摩西律法
[00:10:01.400 --> 00:10:03.200]  而起碼在理論上來說
[00:10:03.200 --> 00:10:05.600]  這個習俗跟復活的教義
[00:10:05.600 --> 00:10:10.800]  似乎有一些說不過去的矛盾
[00:10:10.800 --> 00:10:14.600]  薩多哥人提出這個所謂倫理的殘局
[00:10:14.600 --> 00:10:17.600]  是按照剛才提到的習俗
[00:10:17.600 --> 00:10:21.400]  有七個兄弟分別在不同的時間
[00:10:21.400 --> 00:10:24.600]  娶了同一個女人做他們的妻子
[00:10:24.600 --> 00:10:28.000]  並且不幸地他們都不能夠
[00:10:28.000 --> 00:10:33.600]  留下一些血脈來繼承這個香燈
[00:10:33.600 --> 00:10:35.200]  薩多哥人的問題是
[00:10:35.200 --> 00:10:36.800]  當復活的時候
[00:10:36.800 --> 00:10:41.800]  這個女人到底是哪一個男人的妻子?
[00:10:41.800 --> 00:10:43.600]  很明顯他們認為這個問題
[00:10:43.600 --> 00:10:47.400]  根本不可能有一個講得通的答案
[00:10:47.400 --> 00:10:54.800]  而因此推論,復活的想法根本說不通
[00:10:54.800 --> 00:10:57.000]  但是復活的想法之所以說不通
[00:10:57.000 --> 00:10:58.400]  是因為猶太人
[00:10:58.400 --> 00:11:02.200]  或者其實都包括我們在座當中的我們自己
[00:11:02.200 --> 00:11:03.600]  一般都想像
[00:11:03.600 --> 00:11:06.400]  復活就只不過是此生
[00:11:06.400 --> 00:11:10.800]  這一生的無限延伸
[00:11:10.800 --> 00:11:14.600]  當然這個現世的家常版
[00:11:14.600 --> 00:11:17.200]  在實踐上也需要修正
[00:11:17.200 --> 00:11:20.600]  譬如惡人不能夠再作惡
[00:11:20.600 --> 00:11:22.600]  而好人,即是我們
[00:11:22.600 --> 00:11:25.600]  就順著現世的劇情發展
[00:11:25.600 --> 00:11:29.800]  幸福快樂地來生活下去
[00:11:29.800 --> 00:11:32.000]  其實對一些基督徒來說
[00:11:32.000 --> 00:11:35.800]  這種復活永生的想法
[00:11:35.800 --> 00:11:39.000]  其實也帶給他們不少的困擾
[00:11:39.000 --> 00:11:40.200]  為什麼呢?
[00:11:40.200 --> 00:11:44.400]  譬如一些人本來已經覺得一世流流長
[00:11:44.400 --> 00:11:46.800]  都活得有點不耐煩
[00:11:46.800 --> 00:11:50.400]  你說如果永遠延續下去的時候
[00:11:50.400 --> 00:11:51.800]  那怎麼辦呢?
[00:11:51.800 --> 00:11:54.000]  怎麼打發呢?
[00:11:54.000 --> 00:11:57.600]  他們又以一個自命的意思來理解
[00:11:57.600 --> 00:11:58.800]  將來新天新地
[00:11:58.800 --> 00:12:01.600]  譬如說黃金街、碧玉城
[00:12:01.600 --> 00:12:04.600]  但是當這些物質的世界過去之後
[00:12:04.600 --> 00:12:10.200]  這些貴價的玉石金器又有什麼意思呢?
[00:12:10.200 --> 00:12:11.600]  又有人想像
[00:12:11.600 --> 00:12:14.000]  信徒將來是無休止地
[00:12:14.000 --> 00:12:18.400]  在天上歌頌讚美神
[00:12:18.400 --> 00:12:20.400]  他們嘴裡不敢說
[00:12:20.400 --> 00:12:23.600]  但是心裡卻感到非常焦慮
[00:12:23.600 --> 00:12:26.000]  我根本是五音不全
[00:12:26.000 --> 00:12:28.800]  即是對唱歌完全不感興趣
[00:12:28.800 --> 00:12:32.400]  聽馬勒、聽貝多芬我都會睡覺的
[00:12:32.400 --> 00:12:34.400]  將來去到天堂
[00:12:34.400 --> 00:12:37.200]  怎麼辦呢?
[00:12:37.200 --> 00:12:39.000]  幸好耶穌在這裡
[00:12:39.000 --> 00:12:41.200]  其實是否定了這一切
[00:12:41.200 --> 00:12:44.000]  我們一廂情願的想法
[00:12:44.000 --> 00:12:46.800]  天上的生命和我們地上的生活
[00:12:46.800 --> 00:12:50.200]  是完全不是那一回事
[00:12:50.200 --> 00:12:52.000]  譬如人情關係
[00:12:52.000 --> 00:12:55.400]  基本上是屬於時間和空間的事情
[00:12:55.400 --> 00:12:57.200]  而當這個時間空間
[00:12:57.200 --> 00:13:01.200]  是不再以我們所認識的形態存在的時候
[00:13:01.200 --> 00:13:02.400]  當中一切
[00:13:02.400 --> 00:13:08.200]  當然也是隨之而發生一個重大的改變
[00:13:08.200 --> 00:13:11.400]  一位近代的作家他叫凱德格
[00:13:11.400 --> 00:13:15.400]  他寫了一本沒有哪幾個人看得懂的書
[00:13:15.400 --> 00:13:19.200]  叫做《存有與時間》
[00:13:19.200 --> 00:13:22.200]  對於我們這些凡夫俗子來說
[00:13:22.200 --> 00:13:24.600]  我們就算理解這個書名
[00:13:24.600 --> 00:13:26.600]  也有些困難
[00:13:26.600 --> 00:13:31.000]  不過這個書名卻是令我聯想到
[00:13:31.000 --> 00:13:34.800]  時間和歷史性
[00:13:34.800 --> 00:13:36.600]  對於我們的存有
[00:13:36.600 --> 00:13:39.200]  或者對於人生的理解
[00:13:39.200 --> 00:13:44.200]  是有相當大的影響和決定性
[00:13:44.200 --> 00:13:51.200]  想像愛因斯坦是出生於1949年的延安
[00:13:51.200 --> 00:13:56.800]  假設他的天份和智力都毫無改變
[00:13:56.800 --> 00:13:59.200]  那他還是不是能夠成為
[00:13:59.200 --> 00:14:03.200]  我們今天所認識的愛因斯坦呢?
[00:14:03.200 --> 00:14:06.600]  當然在中國最亂的時候
[00:14:06.600 --> 00:14:12.400]  也能夠出現幾個李正道、楊振寧、錢學森
[00:14:12.400 --> 00:14:15.800]  但是反右運動、大躍進、文化大革命
[00:14:15.800 --> 00:14:18.000]  其實有埋沒了幾多
[00:14:18.000 --> 00:14:23.400]  像李正道、楊振寧、錢學森這樣的精英
[00:14:23.400 --> 00:14:25.000]  其實就在我們當中
[00:14:25.000 --> 00:14:26.600]  或者我們的上一代
[00:14:26.600 --> 00:14:29.600]  他們可能是受過一些教育的知識份子
[00:14:29.600 --> 00:14:32.400]  卻因為逃難
[00:14:32.400 --> 00:14:34.800]  一切努力得來的成就和資格
[00:14:34.800 --> 00:14:37.600]  來到香港都不被承認
[00:14:37.600 --> 00:14:40.400]  而不得不放下一切
[00:14:40.400 --> 00:14:42.000]  從頭再來過
[00:14:42.000 --> 00:14:46.200]  這是我們很切身的經驗
[00:14:46.200 --> 00:14:50.200]  還有電腦科技、人工智能這些不斷的突破
[00:14:50.200 --> 00:14:51.600]  也是令我們驚訝
[00:14:51.600 --> 00:14:55.000]  其實30年前我們都不能夠想像到
[00:14:55.000 --> 00:15:00.400]  我們今天科技滲透到我們每一個環節的局面
[00:15:00.400 --> 00:15:06.800]  我們的手機、我們的相簿、我們的文書
[00:15:06.800 --> 00:15:12.600]  我們的電腦、我們的電話
[00:15:12.600 --> 00:15:15.200]  我們帶那東西出來
[00:15:15.200 --> 00:15:20.400]  其實就帶了我們所有東西出來
[00:15:20.400 --> 00:15:22.200]  我記得差不多30年前
[00:15:22.200 --> 00:15:24.000]  當我入中大工作的時候
[00:15:24.000 --> 00:15:26.600]  我才開始學電腦
[00:15:26.600 --> 00:15:28.600]  那時候的電腦
[00:15:28.600 --> 00:15:30.400]  大家不知道有沒有記得
[00:15:30.400 --> 00:15:31.200]  我想都有的
[00:15:31.200 --> 00:15:33.000]  因為我見到很多白頭髮
[00:15:33.000 --> 00:15:36.600]  那時候我開始學電腦是用286G的
[00:15:36.600 --> 00:15:37.800]  大家有沒有印象
[00:15:37.800 --> 00:15:39.600]  286G的
[00:15:39.600 --> 00:15:44.400]  是慢到和小到我們不能夠想像
[00:15:44.400 --> 00:15:49.400]  今天就連大陸都是用5G的監察
[00:15:49.400 --> 00:15:51.600]  和用全民信用檔案
[00:15:51.600 --> 00:15:55.200]  這些高科技的東西
[00:15:55.200 --> 00:16:00.400]  是翻天覆地改變了人際關係和對道德的概念
[00:16:00.400 --> 00:16:04.200]  我們又怎麼能夠用一時一地對生命的理解
[00:16:04.200 --> 00:16:10.400]  去想像和斷定超越時空的永恆生命呢?
[00:16:10.400 --> 00:16:14.600]  在這裡主耶穌斬釘截鐵地指出
[00:16:14.600 --> 00:16:16.600]  「你們所以錯了
[00:16:16.600 --> 00:16:19.800]  豈不是因為不明白聖經
[00:16:19.800 --> 00:16:23.400]  不曉得上帝的大能嗎?」
[00:16:23.400 --> 00:16:25.600]  不僅是錯,在第27節他說
[00:16:25.600 --> 00:16:29.800]  「你們是大錯了」
[00:16:29.800 --> 00:16:33.400]  首先薩多哥人根本就不相信復活
[00:16:33.400 --> 00:16:36.800]  也不相信天使和鬼魂
[00:16:36.800 --> 00:16:40.400]  因此他們舉摩西律法這個例子
[00:16:40.400 --> 00:16:42.600]  根本是毫無意義的
[00:16:42.600 --> 00:16:46.600]  因為他們一開始就已經排除了復活的可能性
[00:16:46.600 --> 00:16:50.000]  他們假設聖地來講到復活
[00:16:50.000 --> 00:16:54.000]  只不過是製造一個不堪一擊的稻草人
[00:16:54.000 --> 00:16:56.800]  再輕易地用一些邏輯的推論
[00:16:56.800 --> 00:17:02.400]  來砌下這個本來就站不穩的稻草人
[00:17:02.400 --> 00:17:06.800]  去證明他們預先鋪排的結論
[00:17:06.800 --> 00:17:08.600]  耶穌說他們錯
[00:17:08.600 --> 00:17:11.600]  是因為他們不明白聖經
[00:17:11.600 --> 00:17:15.600]  事實上他們也沒有興趣去明白聖經
[00:17:15.600 --> 00:17:17.800]  就好像我們今天很多信徒一樣
[00:17:17.800 --> 00:17:20.000]  我們查考聖經的唯一目的
[00:17:20.000 --> 00:17:24.400]  就是企圖在當中找到自己適用的
[00:17:24.400 --> 00:17:30.200]  或者來支持自己觀點的理據
[00:17:30.200 --> 00:17:31.600]  耶穌在這裡指出
[00:17:31.600 --> 00:17:34.600]  他們是完全搞錯了
[00:17:34.600 --> 00:17:36.600]  聖經所講的復活
[00:17:36.600 --> 00:17:42.600]  並不是現實世界的延伸或者加長版
[00:17:42.600 --> 00:17:44.800]  「人從死裡復活也不娶也不嫁
[00:17:44.800 --> 00:17:47.800]  乃像天上的使者一樣」
[00:17:47.800 --> 00:17:55.200]  在這一點上恐怕今天很多信徒都搞錯了
[00:17:55.200 --> 00:17:57.400]  很多的安息禮拜
[00:17:57.400 --> 00:17:59.400]  我們都明事暗事
[00:17:59.400 --> 00:18:02.200]  當事人和他們的死去親人
[00:18:02.200 --> 00:18:04.000]  都只不過是暫時分離
[00:18:04.000 --> 00:18:08.200]  很快就可以天加重聚
[00:18:08.200 --> 00:18:11.600]  這一點或者還可以說得過去
[00:18:11.600 --> 00:18:16.000]  但接下來我們往往是投其所好地
[00:18:16.000 --> 00:18:18.200]  順著他們的想像
[00:18:18.200 --> 00:18:23.000]  暗示他們將來要和他們的丈夫、妻子、父母、兒女
[00:18:23.000 --> 00:18:26.800]  在天上重聚天倫
[00:18:26.800 --> 00:18:28.800]  而這段經文指出的是
[00:18:28.800 --> 00:18:33.200]  「人從死裡復活也不娶也不嫁
[00:18:33.200 --> 00:18:35.200]  乃像天上的使者一樣」
[00:18:35.200 --> 00:18:37.200]  如果我沒有理解錯的話
[00:18:37.200 --> 00:18:44.000]  他們之間其實就已經沒有我們所理解的親屬關係
[00:18:44.000 --> 00:18:47.400]  我可以想像有人會抗議
[00:18:47.400 --> 00:18:50.600]  信仰豈不是否定了我們所體重
[00:18:50.600 --> 00:18:52.800]  所珍貴的核心價值
[00:18:52.800 --> 00:18:56.400]  就是人倫關係嗎?
[00:18:56.400 --> 00:18:59.400]  我完全不覺得這是唯一的結論
[00:18:59.400 --> 00:19:00.800]  而且說到底
[00:19:00.800 --> 00:19:02.600]  究竟是真相重要
[00:19:02.600 --> 00:19:05.400]  還是人的感受重要呢?
[00:19:05.400 --> 00:19:11.400]  信仰目的又是不是為了滿足我們高尚的個人情操呢?
[00:19:11.400 --> 00:19:14.400]  其實從另一個角度來看
[00:19:14.400 --> 00:19:16.800]  人倫關係之所以寶貴
[00:19:16.800 --> 00:19:20.000]  可以說因為這個關係
[00:19:20.000 --> 00:19:24.000]  只是今生今世的事情
[00:19:24.000 --> 00:19:25.400]  當任何一方面
[00:19:25.400 --> 00:19:28.800]  因為任何原因走完這條世界的道路
[00:19:28.800 --> 00:19:33.600]  這個關係就不可挽回地完結了
[00:19:33.600 --> 00:19:37.000]  其實這也是符合《新舊約聖經》的教訓
[00:19:37.000 --> 00:19:40.600]  在教婚約的盟誓裏面
[00:19:40.600 --> 00:19:46.200]  有一句話是反映了這個關係的時效性
[00:19:46.200 --> 00:19:50.000]  就是「Till death do we part」
[00:19:50.000 --> 00:19:54.800]  就是直到死亡將我們分隔
[00:19:54.800 --> 00:19:57.800]  當任何一方面離開這個世界
[00:19:57.800 --> 00:20:01.400]  這個約定、這個關係就終止
[00:20:01.400 --> 00:20:05.800]  另一方可以自由地尋找另一個伴侶
[00:20:05.800 --> 00:20:08.400]  當然,捱了這麼多年
[00:20:08.400 --> 00:20:13.200]  他也完全可以選擇獨生
[00:20:13.200 --> 00:20:15.600]  我相信耶穌在這裡所提到的
[00:20:15.600 --> 00:20:18.200]  婚姻關係的時限性
[00:20:18.200 --> 00:20:23.000]  也可以應用在其他人倫關係上
[00:20:23.000 --> 00:20:24.600]  我們家裏幾兄弟姐妹
[00:20:24.600 --> 00:20:25.600]  我有四兄弟姐妹
[00:20:25.600 --> 00:20:31.800]  前兩年我們聊天的時候我提到一個有趣的想像
[00:20:31.800 --> 00:20:34.400]  就是連我弟弟
[00:20:34.400 --> 00:20:38.000]  其實前兩年都已經比我爸爸大
[00:20:38.000 --> 00:20:39.400]  因為一個人死了之後
[00:20:39.400 --> 00:20:41.200]  他的歲數就停在那裏
[00:20:41.200 --> 00:20:42.800]  他不會再老了
[00:20:42.800 --> 00:20:45.200]  我就想像
[00:20:45.200 --> 00:20:46.800]  如果我們吃飯的時候
[00:20:46.800 --> 00:20:49.000]  我們全家人再坐在一起
[00:20:49.000 --> 00:20:52.400]  我們四兄弟姐妹都比我爸爸大
[00:20:52.400 --> 00:20:56.000]  那個想像很有趣
[00:20:56.000 --> 00:20:59.400]  就算他不是我們的晚輩
[00:20:59.400 --> 00:21:03.600]  起碼我們都可以平起平坐
[00:21:03.600 --> 00:21:06.600]  這是一個很有趣的想像
[00:21:06.600 --> 00:21:10.600]  當然我們完全沒有任何不敬的意思
[00:21:10.600 --> 00:21:14.400]  我們和爸爸的關係一向非常良好
[00:21:14.400 --> 00:21:18.000]  或者正因為我們的關係好到不得了的緣故
[00:21:18.000 --> 00:21:24.000]  我們才大膽地可以這樣去想像
[00:21:24.000 --> 00:21:25.800]  在這裏必須強調的是
[00:21:25.800 --> 00:21:28.800]  人倫關係的時限性
[00:21:28.800 --> 00:21:34.400]  其實是絕對不會影響到這個關係的質素
[00:21:34.400 --> 00:21:36.600]  因為生命完結的時候
[00:21:36.600 --> 00:21:38.600]  關係就完結了
[00:21:38.600 --> 00:21:44.600]  所以我們更加要珍惜彼此是此生的那個關係
[00:21:44.600 --> 00:21:46.000]  我相信這個就是
[00:21:46.000 --> 00:21:51.200]  人從死裏復活也不娶也不嫁的意思
[00:21:51.200 --> 00:21:54.200]  我不知道哪一象天上使者一樣
[00:21:54.200 --> 00:21:57.000]  是指向一種怎樣的狀態
[00:21:57.000 --> 00:22:01.800]  因為我們還沒有人有這樣的經驗
[00:22:01.800 --> 00:22:03.600]  但是可以肯定的是
[00:22:03.600 --> 00:22:08.400]  那個將會是一個更加密切更加透明的關係
[00:22:08.400 --> 00:22:10.200]  而正如我剛才指出
[00:22:10.200 --> 00:22:14.600]  這種關係並不否定在生的人倫關係
[00:22:14.600 --> 00:22:18.000]  反而更加凸顯那個關係的寶貴
[00:22:18.000 --> 00:22:21.000]  因為for better or for worse
[00:22:21.000 --> 00:22:23.200]  那個關係是一次性的
[00:22:23.200 --> 00:22:25.200]  是不能逆轉的
[00:22:25.200 --> 00:22:29.200]  所以我們必須要好好珍惜
[00:22:29.200 --> 00:22:33.000]  至於復活之後我們是否仍然認得對方
[00:22:33.000 --> 00:22:37.000]  聖經似乎沒有很明確的論述
[00:22:37.000 --> 00:22:38.600]  但是我們從
[00:22:38.600 --> 00:22:41.200]  譬如主耶穌在路加福音第十六章
[00:22:41.200 --> 00:22:45.400]  那個財主和拉撒路的故事來看
[00:22:45.400 --> 00:22:48.400]  大家記不記得那個故事呢?
[00:22:48.400 --> 00:22:49.600]  就是有一個財主
[00:22:49.600 --> 00:22:52.600]  他每天懷衣美食來去歡宴親朋
[00:22:52.600 --> 00:22:55.400]  在他門口就有一個黑衣叫拉撒路
[00:22:55.400 --> 00:23:00.600]  每天坐在那裏吃他桌上掉下來的東西
[00:23:00.600 --> 00:23:02.000]  當他死了之後
[00:23:02.000 --> 00:23:04.200]  財主就下了陰間
[00:23:04.200 --> 00:23:07.600]  拉撒路就被天使抱了上去
[00:23:07.600 --> 00:23:10.200]  然後躺在亞伯拉罕的懷裏面
[00:23:10.200 --> 00:23:12.200]  亞伯拉罕望上去之後
[00:23:12.200 --> 00:23:16.200]  財主望上去之後
[00:23:16.200 --> 00:23:17.400]  就叫亞伯拉罕
