
[00:00:00.000 --> 00:00:02.880]  今天和大家講的題目是崇尚真理
[00:03:23.680 --> 00:03:24.720]  第一節到第三節
[00:03:24.720 --> 00:03:25.960]  一 二 三
[00:03:51.040 --> 00:03:52.560]  二人喜樂蒙福
[00:03:52.560 --> 00:03:55.040]  詩篇一開始就告訴我們
[00:03:55.040 --> 00:03:57.320]  二人 重點就是二人
[00:03:57.320 --> 00:04:01.960]  他是開心快樂有神給他的賜福的
[00:04:01.960 --> 00:04:04.120]  第一件事是怎樣做到呢
[00:04:04.120 --> 00:04:06.200]  是遠避罪惡
[00:04:06.200 --> 00:04:07.920]  離開罪惡
[00:04:07.920 --> 00:04:09.760]  一些神不喜歡的事情
[00:04:09.760 --> 00:04:13.640]  所以一開始第一節就列舉了三種人
[00:04:13.640 --> 00:04:17.240]  惡人 罪人 褻瀆人
[00:04:17.240 --> 00:04:20.920]  簡單來說就是一些作惡的人
[00:04:20.920 --> 00:04:22.120]  他們怎樣
[00:04:22.120 --> 00:04:24.720]  他們的計謀 他們的道路 他們的座位
[00:04:24.720 --> 00:04:26.240]  我們三不
[00:04:26.240 --> 00:04:30.760]  不從 不站 不坐
[00:04:30.760 --> 00:04:33.720]  這裡是提醒我們簡單來說
[00:04:33.720 --> 00:04:36.880]  我們要和這群作惡的人
[00:04:36.880 --> 00:04:39.760]  我們要保持距離
[00:04:39.760 --> 00:04:43.880]  我們不要跟他們同流合污
[00:04:43.880 --> 00:04:45.920]  可能你會認為這個世界上
[00:04:45.920 --> 00:04:47.520]  周圍的人都是這樣
[00:04:47.520 --> 00:04:49.000]  我們怎樣避
[00:04:49.000 --> 00:04:50.520]  好像很難避
[00:04:50.520 --> 00:04:54.280]  你不去惹他們 他們也會來惹你們
[00:04:54.280 --> 00:04:55.560]  是的
[00:04:55.560 --> 00:04:56.680]  這個世界上真是這樣
[00:04:56.680 --> 00:04:57.760]  魔鬼也是這樣
[00:04:57.760 --> 00:05:00.840]  藉著這些途徑來搞擾我們
[00:05:00.840 --> 00:05:03.360]  但是神要我們做的是什麼
[00:05:03.360 --> 00:05:08.840]  是要我們主動的避開這些罪惡
[00:05:08.840 --> 00:05:09.960]  三個不
[00:05:09.960 --> 00:05:10.840]  不從
[00:05:10.840 --> 00:05:14.080]  就是不和他們一起同行
[00:05:14.080 --> 00:05:16.120]  不和他們站在一起
[00:05:16.120 --> 00:05:20.000]  不和他們坐在一起
[00:05:20.000 --> 00:05:23.400]  這個其實正正就是我們犯罪的一個歷程
[00:05:23.400 --> 00:05:24.640]  剛開始可能沒什麼
[00:05:24.640 --> 00:05:27.760]  和他們走近一點
[00:05:27.760 --> 00:05:29.360]  走著走著
[00:05:29.360 --> 00:05:31.280]  你就會站在他們旁邊
[00:05:31.280 --> 00:05:32.640]  站著站著
[00:05:32.640 --> 00:05:34.040]  就會和他們一起坐
[00:05:34.040 --> 00:05:39.640]  一起犯罪
[00:05:39.640 --> 00:05:41.080]  我曾經有一段
[00:05:41.080 --> 00:05:42.400]  十幾年前
[00:05:42.400 --> 00:05:45.880]  我在戒毒村裡 福音戒毒村裡去侍奉
[00:05:45.880 --> 00:05:48.400]  去幫助一些人去戒毒
[00:05:48.400 --> 00:05:50.160]  我們經常提醒一些
[00:05:50.160 --> 00:05:52.400]  你戒完毒之後你出去
[00:05:52.400 --> 00:05:54.040]  他們經常以為我沒事了
[00:05:54.040 --> 00:05:56.680]  我出去 我現在已經不吸毒了
[00:05:56.680 --> 00:05:59.720]  但是他們出去一找回舊的朋友的時候
[00:05:59.720 --> 00:06:01.240]  就很快
[00:06:01.240 --> 00:06:04.880]  他們的失敗率是很高的
[00:06:04.880 --> 00:06:06.000]  很快
[00:06:06.000 --> 00:06:09.040]  他們就很快吸回毒
[00:06:09.040 --> 00:06:11.160]  我們中國人有一句話
[00:06:11.160 --> 00:06:13.400]  近豬者赤
[00:06:13.400 --> 00:06:16.360]  豬那個不是一隻豬的豬
[00:06:16.360 --> 00:06:17.680]  就是豬紅色的豬
[00:06:17.680 --> 00:06:19.360]  近豬者赤
[00:06:19.360 --> 00:06:23.280]  近物者黑
[00:06:23.280 --> 00:06:26.440]  有時候你想想就算你道行紀這麼高
[00:06:26.440 --> 00:06:30.280]  如果你經常這樣在那個環境裡面
[00:06:30.280 --> 00:06:31.600]  去生活
[00:06:31.600 --> 00:06:34.920]  不多不少都很容易會沾染到
[00:06:34.920 --> 00:06:36.120]  有時候可能自己不覺的
[00:06:36.120 --> 00:06:37.600]  沾染到一些不好的習慣
[00:06:37.600 --> 00:06:40.520]  被他們影響了
[00:06:40.520 --> 00:06:42.520]  但是留意我又不是叫你們
[00:06:42.520 --> 00:06:44.080]  我是不是要和那些不信的人
[00:06:44.080 --> 00:06:45.280]  或者作惡的人
[00:06:45.280 --> 00:06:46.600]  永遠都不和他們做朋友
[00:06:46.600 --> 00:06:48.360]  保持距離
[00:06:48.360 --> 00:06:50.440]  又不是這樣的意思
[00:06:50.440 --> 00:06:53.760]  不是叫你們要孤立他們
[00:06:53.760 --> 00:06:56.200]  他們都需要有正義的朋友
[00:06:56.200 --> 00:06:59.240]  正義的朋友就是你們
[00:06:59.240 --> 00:07:00.280]  但是
[00:07:00.280 --> 00:07:03.040]  這段聖經是叫我們要提醒
[00:07:03.040 --> 00:07:06.360]  特別我們和他們一起生活的時候
[00:07:06.360 --> 00:07:08.640]  你要很有警醒
[00:07:08.640 --> 00:07:11.080]  你的警醒要很強
[00:07:11.080 --> 00:07:13.880]  甚至你要留意自己會不會
[00:07:13.880 --> 00:07:16.800]  很容易被他們潛移默化的影響
[00:07:16.800 --> 00:07:20.600]  多過你影響他們
[00:07:20.600 --> 00:07:22.480]  這個世界有很多
[00:07:22.480 --> 00:07:25.200]  一些似是而非的價值觀
[00:07:25.200 --> 00:07:26.840]  我們出來工作走正面
[00:07:26.840 --> 00:07:28.320]  很正常的說下大話
[00:07:28.320 --> 00:07:30.000]  人人都是這樣的
[00:07:30.000 --> 00:07:31.720]  耍下手段
[00:07:31.720 --> 00:07:33.880]  擦下鞋
[00:07:33.880 --> 00:07:35.400]  這些很容易的
[00:07:35.400 --> 00:07:36.400]  人人都是這樣做的
[00:07:36.400 --> 00:07:38.760]  你不做就很吃虧
[00:07:38.760 --> 00:07:41.560]  聽上去好像很正常
[00:07:41.560 --> 00:07:42.800]  但是我們是天父的兒女
[00:07:42.800 --> 00:07:47.520]  我們從這個世界分別出來
[00:07:47.520 --> 00:07:49.960]  我們需要很警醒的
[00:07:49.960 --> 00:07:51.040]  什麼應該要做
[00:07:51.040 --> 00:07:54.040]  什麼不應該要做
[00:07:54.040 --> 00:07:57.880]  我們可以做的是積極遠離一些罪惡
[00:07:57.880 --> 00:08:00.680]  我們要很清楚神的心意
[00:08:00.680 --> 00:08:02.480]  遠避罪惡第一點
[00:08:02.480 --> 00:08:04.280]  第二點我們再看看
[00:08:04.280 --> 00:08:07.520]  二人是愛慕真道
[00:08:07.520 --> 00:08:09.040]  愛慕啊
[00:08:09.040 --> 00:08:11.960]  愛慕
[00:08:11.960 --> 00:08:14.720]  在座的年輕的弟兄姊妹
[00:08:14.720 --> 00:08:17.320]  特別是你正在拍拖的
[00:08:17.320 --> 00:08:18.640]  你是不是很掛念
[00:08:18.640 --> 00:08:21.240]  特別是你的男朋友
[00:08:21.240 --> 00:08:22.600]  你的女朋友不在你身邊
[00:08:22.600 --> 00:08:25.000]  在香港或者在其他廣州
[00:08:25.000 --> 00:08:26.920]  或者在其他地方
[00:08:26.920 --> 00:08:29.720]  你是不是會很掛念她呢
[00:08:29.720 --> 00:08:35.160]  特別是剛剛拍拖那些
[00:08:35.160 --> 00:08:37.120]  我們成熟一點的弟兄姊妹
[00:08:37.120 --> 00:08:40.440]  記不記得你的初戀
[00:08:40.440 --> 00:08:43.320]  是不是經常見少她一眼
[00:08:43.320 --> 00:08:45.760]  談少一會兒電話
[00:08:45.760 --> 00:08:49.160]  心裡都很掛念她
[00:08:49.160 --> 00:08:51.880]  我們需要回復對神這份
[00:08:51.880 --> 00:08:55.320]  起初的熱戀那份的心
[00:08:55.320 --> 00:08:57.120]  我們愛慕神
[00:08:57.120 --> 00:08:59.440]  喜愛神的說話
[00:08:59.440 --> 00:09:01.120]  聽不到祂的聲音
[00:09:01.120 --> 00:09:04.240]  我們就會心裡很混亂
[00:09:04.240 --> 00:09:05.680]  你有沒有認定
[00:09:05.680 --> 00:09:08.440]  你很喜歡聽神的說話
[00:09:08.440 --> 00:09:09.560]  聽少祂一會兒
[00:09:09.560 --> 00:09:13.480]  你的心裡都會很掛念祂呢
[00:09:13.480 --> 00:09:14.720]  第二點
[00:09:14.720 --> 00:09:20.880]  不單止是當初那份激情
[00:09:20.880 --> 00:09:26.320]  更加是細水長流
[00:09:26.320 --> 00:09:27.680]  你和神
[00:09:27.680 --> 00:09:29.400]  有沒有每一天
[00:09:29.400 --> 00:09:32.520]  神都在你心裡
[00:09:32.520 --> 00:09:34.440]  不單止是那一刻
[00:09:34.440 --> 00:09:35.880]  回來教會
[00:09:35.880 --> 00:09:37.840]  聽完道
[00:09:37.840 --> 00:09:38.840]  唱完詩歌
[00:09:38.840 --> 00:09:40.120]  好像有一個字眼
[00:09:40.120 --> 00:09:41.680]  一句話
[00:09:41.680 --> 00:09:43.120]  在心裡有些工作
[00:09:43.120 --> 00:09:44.360]  有些鼓勵你
[00:09:44.360 --> 00:09:45.960]  今天有少少火熱
[00:09:45.960 --> 00:09:49.040]  但到明天又冷淡下來
[00:09:49.040 --> 00:09:51.080]  但我們和神的關係
[00:09:51.080 --> 00:09:55.200]  更加是有一份細水長流
[00:09:55.200 --> 00:09:58.760]  每天都思念神的說話
[00:09:58.760 --> 00:10:01.840]  記不記得前兩星期和大家說到
[00:10:01.840 --> 00:10:03.920]  每日一背
[00:10:03.920 --> 00:10:06.320]  背一句金句
[00:10:06.320 --> 00:10:09.240]  晝日晝夜思想
[00:10:09.240 --> 00:10:10.480]  我會想起有一次
[00:10:10.480 --> 00:10:11.840]  我有一個很特別
[00:10:11.840 --> 00:10:13.840]  對我人生來說很特別的經歷
[00:10:13.840 --> 00:10:16.720]  這次的經歷是怎樣呢
[00:10:16.720 --> 00:10:18.560]  有一天
[00:10:18.560 --> 00:10:21.320]  其實那一天已經一早安排了
[00:10:21.320 --> 00:10:23.280]  是什麼呢
[00:10:23.280 --> 00:10:26.880]  是有一個人他做了一些事情
[00:10:26.880 --> 00:10:29.240]  傷害了很多人
[00:10:29.240 --> 00:10:31.080]  很久
[00:10:31.080 --> 00:10:34.640]  但是周圍很多人
[00:10:34.640 --> 00:10:38.440]  都不敢和他說
[00:10:38.440 --> 00:10:40.200]  然後到最後
[00:10:40.200 --> 00:10:44.160]  就是找我和他說
[00:10:44.160 --> 00:10:45.520]  我約了他那個時間
[00:10:45.520 --> 00:10:48.040]  當天就約他和他談
[00:10:48.040 --> 00:10:53.040]  你想想其實這是一件很困難的事情
[00:10:53.040 --> 00:10:56.760]  人人都不敢和他說的時候
[00:10:56.760 --> 00:10:58.480]  就交給我由我和他說
[00:10:58.480 --> 00:10:59.960]  我都不是一個很特別的人
[00:10:59.960 --> 00:11:01.480]  我都是普通人一個
[00:11:01.480 --> 00:11:04.080]  我有時我都會有膽怯
[00:11:04.080 --> 00:11:06.360]  但那一天早上的靈修我很記得
[00:11:06.360 --> 00:11:07.760]  因為我寫下了
[00:11:07.760 --> 00:11:09.920]  當日的靈修我看
[00:11:09.920 --> 00:11:11.840]  一段經文是說到
[00:11:11.840 --> 00:11:15.040]  神的使者和機電去說話
[00:11:15.040 --> 00:11:16.440]  大能的勇士
[00:11:16.440 --> 00:11:19.320]  耶和華與你同在
[00:11:19.320 --> 00:11:21.320]  就是一句這麼簡單的說話
[00:11:21.320 --> 00:11:23.320]  我早上做完靈修
[00:11:23.320 --> 00:11:25.840]  我就將這句說話在我腦海裡
[00:11:25.840 --> 00:11:27.400]  不斷重複完又重複
[00:11:27.400 --> 00:11:29.840]  聖靈都是這樣提醒我
[00:11:29.840 --> 00:11:31.400]  很特別
[00:11:31.400 --> 00:11:33.280]  我當日完全沒有膽怯
[00:11:33.280 --> 00:11:36.040]  帶著一個很平常很正常的心
[00:11:36.040 --> 00:11:38.320]  一種很關愛的心
[00:11:38.320 --> 00:11:40.240]  不是指責的語氣
[00:11:40.240 --> 00:11:40.880]  不是指責的
[00:11:40.880 --> 00:11:43.080]  不是我要約那個人指責他
[00:11:43.080 --> 00:11:45.040]  而是我去到要關心他
[00:11:45.040 --> 00:11:48.080]  了解他究竟他怎麼樣想
[00:11:48.080 --> 00:11:49.160]  他都有他的道理
[00:11:49.160 --> 00:11:50.240]  他都有他的立場
[00:11:50.240 --> 00:11:52.840]  他都有他的出發點
[00:11:52.840 --> 00:11:55.240]  甚至他被那麼多人不喜歡那麼久
[00:11:55.240 --> 00:11:58.360]  他自己都辛苦的
[00:11:58.360 --> 00:12:01.640]  所以我就帶著這樣的心情
[00:12:01.640 --> 00:12:03.760]  去聽他說話
[00:12:03.760 --> 00:12:06.840]  去接納他 關心他
[00:12:06.840 --> 00:12:09.360]  同樣也和他從不同的角度
[00:12:09.360 --> 00:12:12.520]  去了解這件事情
[00:12:12.520 --> 00:12:13.960]  我記得那一年
[00:12:13.960 --> 00:12:15.120]  我經歷完這件事情的時候
[00:12:15.120 --> 00:12:17.000]  給我一個很新的體會
[00:12:17.000 --> 00:12:18.920]  無論怎樣對人
[00:12:18.920 --> 00:12:21.880]  甚至對神的說話
[00:12:21.880 --> 00:12:24.440]  神的說話真的很改變一個人
[00:12:24.440 --> 00:12:27.080]  起碼改變了我
[00:12:27.080 --> 00:12:29.400]  一句很簡單的
[00:12:29.400 --> 00:12:32.320]  大能的勇士 神與我同在
[00:12:32.320 --> 00:12:33.880]  各位弟兄姊妹
[00:12:33.880 --> 00:12:35.440]  神不單止和我同在
[00:12:35.440 --> 00:12:37.840]  神的說話也會和你同在
[00:12:37.840 --> 00:12:39.080]  你相信嗎?
[00:12:39.080 --> 00:12:41.320]  當你願意每一天
[00:12:41.320 --> 00:12:43.480]  都去聽神的說話的時候
[00:12:43.480 --> 00:12:45.880]  聖靈一定會工作的
[00:12:45.880 --> 00:12:46.680]  這裡告訴你
[00:12:46.680 --> 00:12:48.760]  這是一個蒙福之道
[00:12:48.760 --> 00:12:51.840]  這個人就有福了
[00:12:51.840 --> 00:12:54.800]  留意這個福不是只有一次半次
[00:12:54.800 --> 00:12:55.600]  在原文來說
[00:12:55.600 --> 00:12:59.600]  眾數是很多很多的福分
[00:12:59.600 --> 00:13:02.280]  有神的說話在我們生命當中
[00:13:02.280 --> 00:13:04.040]  我們經常說這個世界
[00:13:04.040 --> 00:13:04.960]  很多的價值觀
[00:13:04.960 --> 00:13:06.080]  或者很多的引誘
[00:13:06.080 --> 00:13:06.920]  很多的試探
[00:13:06.920 --> 00:13:08.560]  很多的挑戰
[00:13:08.560 --> 00:13:10.520]  但是有神的說話
[00:13:10.520 --> 00:13:11.400]  就好像盾牌
[00:13:11.400 --> 00:13:12.920]  好像利劍
[00:13:12.920 --> 00:13:17.280]  幫我們抵擋魔鬼撒旦的攻擊
[00:13:17.280 --> 00:13:19.840]  留意這個不是我們自己厲害
[00:13:19.840 --> 00:13:21.160]  而是神的說話
[00:13:21.160 --> 00:13:23.640]  在我們心裡有功效
[00:13:23.640 --> 00:13:26.240]  是神幫助我們做到這件事
[00:13:26.240 --> 00:13:27.200]  所以這裡告訴我們
[00:13:27.200 --> 00:13:29.480]  我們二人是蒙福的
[00:13:29.480 --> 00:13:31.240]  我們遠離罪惡
[00:13:31.240 --> 00:13:34.880]  我們能夠愛慕神的說話
[00:13:34.880 --> 00:13:37.480]  我們就會經歷什麼呢?
[00:13:37.480 --> 00:13:40.120]  結滿果子
[00:13:40.120 --> 00:13:41.440]  這個果子不單止是
[00:13:41.440 --> 00:13:43.920]  我們帶領其他人信耶穌
[00:13:43.920 --> 00:13:45.560]  而我們的生命
[00:13:45.560 --> 00:13:48.920]  也能經歷到神讓我們經歷的那種豐盛
[00:13:48.920 --> 00:13:50.640]  就好像我們種植物一樣
[00:13:50.640 --> 00:13:53.600]  一棵健康的植物應該開花結果
[00:13:53.600 --> 00:13:58.000]  正常的植物應該是種出正常的形態
[00:13:58.000 --> 00:13:58.920]  我們正常的人
[00:13:58.920 --> 00:14:00.480]  我們正常的跟從神
[00:14:00.480 --> 00:14:01.440]  在神的計劃裡面
[00:14:01.440 --> 00:14:03.640]  我們會享受到神創造的天地
[00:14:03.640 --> 00:14:06.000]  想我們所享受的
[00:14:06.000 --> 00:14:08.040]  我們結滿果子
[00:14:08.040 --> 00:14:09.640]  在第三節這裡這樣說
[00:14:09.640 --> 00:14:15.000]  有一個圖畫就是溪水旁的樹
[00:14:15.000 --> 00:14:18.160]  二人就好像被栽進去溪水旁的一棵樹
[00:14:18.160 --> 00:14:20.560]  源源不絕有很多水的供應
[00:14:20.560 --> 00:14:22.880]  以致就算很熱的時候
[00:14:22.880 --> 00:14:24.920]  它也不會枯乾
[00:14:24.920 --> 00:14:27.120]  第二節我記得我之前有一次
[00:14:27.120 --> 00:14:30.240]  說到我家那塊草地
[00:14:30.240 --> 00:14:32.200]  就因為我回到香港
[00:14:32.200 --> 00:14:34.160]  沒有適當的處理
[00:14:34.160 --> 00:14:37.840]  淋水就乾旱了
[00:14:37.840 --> 00:14:39.600]  接著我回來之後
[00:14:39.600 --> 00:14:42.400]  用了大概兩個月的時間
[00:14:42.400 --> 00:14:44.160]  天天去淋水
[00:14:44.160 --> 00:14:46.000]  天天去打理它
[00:14:46.000 --> 00:14:47.920]  終於面前那塊草地
[00:14:47.920 --> 00:14:50.520]  就變成了一塊綠色的草地
[00:14:50.520 --> 00:14:54.440]  因為有足夠的水分
[00:14:54.440 --> 00:14:56.360]  弟兄姊妹你留意一下
[00:14:56.360 --> 00:14:58.760]  這段經文說些什麼
[00:14:58.760 --> 00:15:04.600]  二人就好像被栽進去溪水旁的一棵樹
[00:15:04.600 --> 00:15:06.040]  這棵樹不是他自己
[00:15:06.040 --> 00:15:08.080]  我喜歡自己種在那裡
[00:15:08.080 --> 00:15:10.240]  我就種在那裡
[00:15:10.240 --> 00:15:12.880]  而是當我們這樣跟從神的時候
[00:15:12.880 --> 00:15:16.800]  神就將我們安放在那個位置
[00:15:16.800 --> 00:15:18.600]  就讓我們經歷到
[00:15:18.600 --> 00:15:19.880]  好像詩篇二十三篇
[00:15:19.880 --> 00:15:25.120]  「耶和華是我們的目者,我們必不自缺乏」
[00:15:25.120 --> 00:15:27.840]  無論在一些很舒服的環境
[00:15:27.840 --> 00:15:30.280]  好像羊躺在青草地上
[00:15:30.280 --> 00:15:34.360]  或者我們經過一些死任的幽谷
[00:15:34.360 --> 00:15:36.960]  神都會帶領著我們
[00:15:36.960 --> 00:15:39.360]  讓我們不會缺乏能力
[00:15:39.360 --> 00:15:42.160]  我們不會枯乾
[00:15:42.160 --> 00:15:44.320]  我們心裡面有源源不絕的動力
[00:15:44.320 --> 00:15:45.080]  然後告訴我們
[00:15:45.080 --> 00:15:49.440]  我們所行的盡都順利
[00:15:49.440 --> 00:15:51.920]  二人紮根在神的話語裡面的時候
[00:15:51.920 --> 00:15:53.200]  神就會幫助他們
[00:15:53.200 --> 00:15:54.480]  讓他們健康的成長
[00:15:54.480 --> 00:15:55.400]  順利
[00:15:55.400 --> 00:15:58.760]  我想和大家討論一下順利這個字
[00:15:58.760 --> 00:16:02.320]  順利很多人都想我們人生一帆風順
[00:16:02.320 --> 00:16:03.880]  開開心心順順利利
[00:16:03.880 --> 00:16:05.320]  沒有病沒有痛
[00:16:05.320 --> 00:16:07.360]  正常吧
[00:16:07.360 --> 00:16:10.680]  但我們正常都知道人生不會是這樣
[00:16:10.680 --> 00:16:13.440]  如果人生是這樣太平淡了
[00:16:13.440 --> 00:16:17.400]  我們人生裡面會經歷有病有痛
[00:16:17.400 --> 00:16:19.240]  有開心有歡笑
[00:16:19.240 --> 00:16:21.440]  也有哀愁
[00:16:21.440 --> 00:16:23.800]  落淚的時候
[00:16:23.800 --> 00:16:25.560]  很多時候可能我們在座當中
[00:16:25.560 --> 00:16:27.320]  有些弟兄姐妹你信耶穌的時候
[00:16:27.320 --> 00:16:28.520]  你怎樣信呢
[00:16:28.520 --> 00:16:30.240]  就是因為你祈禱
[00:16:30.240 --> 00:16:32.200]  你經歷到有些困難有些事情
[00:16:32.200 --> 00:16:33.760]  你祈願好之後
[00:16:33.760 --> 00:16:35.120]  神聽了你祈禱
[00:16:35.120 --> 00:16:37.160]  改變了一件事情
[00:16:37.160 --> 00:16:39.720]  那你就信了耶穌了
[00:16:39.720 --> 00:16:41.600]  感謝神這是一個好的開始
[00:16:41.600 --> 00:16:43.760]  因為你經歷到神
[00:16:43.760 --> 00:16:46.280]  但有些人的信仰就是這樣
[00:16:46.280 --> 00:16:49.920]  如果日後他祈願好
[00:16:49.920 --> 00:16:52.520]  為什麼我祈願的事情都不改變呢
[00:16:52.520 --> 00:16:54.080]  神好像都不見了
[00:16:54.080 --> 00:16:55.960]  或者神都不愛我
[00:16:55.960 --> 00:16:59.320]  慢慢慢慢又放下了他的信仰
[00:16:59.320 --> 00:17:01.200]  我們要分辨我們的信仰
[00:17:01.200 --> 00:17:02.760]  我們和神的關係
[00:17:02.760 --> 00:17:03.880]  是和拜其他偶像
[00:17:03.880 --> 00:17:06.520]  拜的黃大仙不同的
[00:17:06.520 --> 00:17:08.280]  正如我經常和大家說
[00:17:08.280 --> 00:17:09.520]  神經常給我們奇蹟
[00:17:09.520 --> 00:17:11.600]  神經常給我們神蹟
[00:17:11.600 --> 00:17:13.520]  只不過神給我們的神蹟
[00:17:13.520 --> 00:17:16.400]  未必一定等於我們所求的
[00:17:16.400 --> 00:17:18.000]  所想的那樣東西
[00:17:18.000 --> 00:17:19.920]  但那一樣神給我們的東西
[00:17:19.920 --> 00:17:22.200]  一定是對我們最好的
[00:17:22.200 --> 00:17:24.960]  這才是信心
[00:17:24.960 --> 00:17:26.880]  弟兄姐妹信你
[00:17:26.880 --> 00:17:29.000]  我記得我幾年前去中國大陸
[00:17:29.000 --> 00:17:32.320]  一個很偏僻很窮的農村裡面
[00:17:32.320 --> 00:17:33.920]  我探訪一間教會
[00:17:33.920 --> 00:17:37.400]  這間教會有兩個傳道人
[00:17:37.400 --> 00:17:39.200]  因為大陸農村的教會
[00:17:39.200 --> 00:17:41.360]  他們沒有一些正式受過訓練的傳道人
[00:17:41.360 --> 00:17:44.800]  他們都是讀過三個月的培訓班
[00:17:44.800 --> 00:17:48.240]  在教會裡面做義工傳道
[00:17:48.240 --> 00:17:49.480]  有兩個傳道人
[00:17:49.480 --> 00:17:52.120]  有一個傳道人他做了十幾年
[00:17:52.120 --> 00:17:55.640]  但是我去探訪他的時候
