
[00:00:00.000 --> 00:00:07.000]  丁姐妹早上,最近跟一位姐妹談起大家近年的轉變,
[00:02:00.000 --> 00:02:05.000]  記載在《若翰一書》四章十六至二十一節。
[00:02:05.000 --> 00:02:08.000]  在那裏有一段愛的經文,
[00:02:08.000 --> 00:02:10.000]  我和大家一起讀,
[00:02:10.000 --> 00:02:14.000]  《若翰一書》四章十六至二十一節。
[00:02:14.000 --> 00:02:20.000]  神愛我們的心,我們也知道,也信。
[00:02:20.000 --> 00:02:27.000]  神就是愛,住在愛裏面的,就是住在神裏面。
[00:02:27.000 --> 00:02:29.000]  神也住在他裏面。
[00:02:29.000 --> 00:02:35.000]  這樣,愛在我們裏面得以完全。
[00:02:35.000 --> 00:02:40.000]  我們就可以在審判的日子坦然無懼,
[00:02:40.000 --> 00:02:45.000]  因為他如何,我們在這世上也如何。
[00:02:45.000 --> 00:02:52.000]  愛裏沒有懼怕,愛既完全,就把懼怕除去。
[00:02:52.000 --> 00:02:55.000]  因為懼怕裏含著刑罰,
[00:02:55.000 --> 00:02:59.000]  懼怕的人在愛裏未得完全。
[00:02:59.000 --> 00:03:03.000]  我們愛,因為神先愛我們。
[00:03:03.000 --> 00:03:07.000]  人若說我愛神,卻恨他的弟兄,
[00:03:07.000 --> 00:03:12.000]  就是說謊話的,不愛他所看見的弟兄,
[00:03:12.000 --> 00:03:16.000]  就不能愛沒有看見的神。
[00:03:16.000 --> 00:03:19.000]  愛神的也多愛弟兄,
[00:03:19.000 --> 00:03:23.000]  這是我們從神所授的命令。
[00:03:23.000 --> 00:03:25.000]  這段經文有很多「愛」字,
[00:03:25.000 --> 00:03:29.000]  究竟,若翰晚年體會到些什麼呢?
[00:03:29.000 --> 00:03:33.000]  第一,神就是愛。
[00:03:33.000 --> 00:03:38.000]  第二,而且我們不只是領受愛,
[00:03:38.000 --> 00:03:40.000]  我們更加要去愛。
[00:03:40.000 --> 00:03:44.000]  所以,我們愛,因為神先愛我們。
[00:03:44.000 --> 00:03:48.000]  第三,愛是互相連結的,
[00:03:48.000 --> 00:03:52.000]  是內在的,觀念和事實。
[00:03:52.000 --> 00:03:56.000]  所以,住在愛裏面的,就是住在神裏面。
[00:03:56.000 --> 00:03:59.000]  神也住在他的裏面。
[00:03:59.000 --> 00:04:03.000]  第四,愛裏面是沒有懼怕的,
[00:04:03.000 --> 00:04:05.000]  是坦然無懼的。
[00:04:05.000 --> 00:04:11.000]  因為,愛既完全,就將懼怕除去。
[00:04:11.000 --> 00:04:15.000]  第五,愛是完全的,
[00:04:15.000 --> 00:04:18.000]  人在愛裏面是可以完全的。
[00:04:18.000 --> 00:04:22.000]  這裏是說,我們因為基督的救恩,
[00:04:22.000 --> 00:04:26.000]  讓我們因為信,可以住在主的裏面。
[00:04:26.000 --> 00:04:30.000]  有主在我們的生命裏面,信耶穌的人,
[00:04:30.000 --> 00:04:33.000]  就不再怕審判和刑罰了。
[00:04:33.000 --> 00:04:36.000]  因為,耶穌死而復活的大愛,
[00:04:36.000 --> 00:04:38.000]  是已經拯救了我們。
[00:04:38.000 --> 00:04:42.000]  而且,這個愛更加延伸到教會群體,
[00:04:42.000 --> 00:04:45.000]  在聖靈裏面,我們彼此相愛。
[00:04:45.000 --> 00:04:48.000]  所以,最後第六點是很自然的,
[00:04:48.000 --> 00:04:50.000]  就是我們得著主的愛,
[00:04:50.000 --> 00:04:54.000]  我們自然就會愛弟兄姊妹了。
[00:04:54.000 --> 00:04:58.000]  讀完約翰對愛的體會,
[00:04:58.000 --> 00:05:01.000]  你對愛的體會,又多了多少呢?
[00:05:01.000 --> 00:05:05.000]  我覺得呢,就不會多的。
[00:05:05.000 --> 00:05:09.000]  因為呢,要明白愛,要認識愛,
[00:05:09.000 --> 00:05:12.000]  不單止是頭腦明白,
[00:05:12.000 --> 00:05:15.000]  而且是要好像約翰那樣去經歷,
[00:05:15.000 --> 00:05:17.000]  在這個過程當中,
[00:05:17.000 --> 00:05:21.000]  失敗過,錯過,又重新起來,
[00:05:21.000 --> 00:05:23.000]  跌跌碰碰之中,
[00:05:23.000 --> 00:05:25.000]  我們才能夠體會到,
[00:05:25.000 --> 00:05:28.000]  什麼叫做主耶穌不變的大愛。
[00:05:28.000 --> 00:05:30.000]  所以,我經常跟弟兄姊妹說,
[00:05:30.000 --> 00:05:32.000]  在你的信仰生活裏面,
[00:05:32.000 --> 00:05:35.000]  不用怕錯的,不用怕跌倒的,
[00:05:35.000 --> 00:05:38.000]  因為這些是我們成長的一個過程。
[00:05:38.000 --> 00:05:41.000]  尤其是呢,當我們走在一起,
[00:05:41.000 --> 00:05:43.000]  我們開小組,我們返團契,
[00:05:43.000 --> 00:05:45.000]  我們的相交生活,
[00:05:45.000 --> 00:05:48.000]  其實呢,有很多時候都有很多磨合的,
[00:05:48.000 --> 00:05:51.000]  有很多呢,你的期待和期望,
[00:05:51.000 --> 00:05:54.000]  和其他弟兄姊妹,有時會不同,
[00:05:54.000 --> 00:05:57.000]  但這個這樣的起跌和掙扎呢,
[00:05:57.000 --> 00:05:59.000]  其實是很重要的,
[00:05:59.000 --> 00:06:02.000]  是我們體會愛的一個歷程。
[00:06:02.000 --> 00:06:04.000]  讓我們今天一起來看看,
[00:06:04.000 --> 00:06:07.000]  約翰如何通過他的生命,
[00:06:07.000 --> 00:06:09.000]  來體會愛。
[00:06:09.000 --> 00:06:12.000]  約翰呢,是一個漁夫,
[00:06:12.000 --> 00:06:14.000]  他出生在加利利,
[00:06:14.000 --> 00:06:16.000]  亦都在那裏成長。
[00:06:16.000 --> 00:06:18.000]  在《馬虎音》第一章呢,
[00:06:18.000 --> 00:06:23.000]  就記載了耶穌呼召一班漁夫,
[00:06:23.000 --> 00:06:25.000]  其中就包括約翰。
[00:06:25.000 --> 00:06:27.000]  你記得耶穌呼召門徒,
[00:06:27.000 --> 00:06:29.000]  很多人都是捉魚的人來的。
[00:06:29.000 --> 00:06:32.000]  在《馬虎音》一章十九至二十節裏,
[00:06:32.000 --> 00:06:37.000]  就記載耶穌見到西比泰的兒子雅各,
[00:06:37.000 --> 00:06:40.000]  和我雅各的兄弟約翰,
[00:06:40.000 --> 00:06:43.000]  在船上捕網。
[00:06:43.000 --> 00:06:46.000]  耶穌呢,就呼召他們。
[00:06:46.000 --> 00:06:48.000]  他們就將父親西比泰,
[00:06:48.000 --> 00:06:51.000]  和僱工人留在船上,
[00:06:51.000 --> 00:06:53.000]  跟從耶穌去了。
[00:06:53.000 --> 00:06:55.000]  這裏我們見到,
[00:06:55.000 --> 00:06:57.000]  約翰不單止是一個漁夫,
[00:06:57.000 --> 00:07:01.000]  捕魚更加是他家裏的生意來的。
[00:07:01.000 --> 00:07:03.000]  他不是一個僱工人,
[00:07:03.000 --> 00:07:05.000]  他是和他的父親,
[00:07:05.000 --> 00:07:08.000]  和另外一個工人,
[00:07:08.000 --> 00:07:10.000]  當時都在船上。
[00:07:10.000 --> 00:07:13.000]  所以呢,他的家裏環境是不錯的。
[00:07:13.000 --> 00:07:17.000]  還請了一個工人來幫他們去捕魚。
[00:07:17.000 --> 00:07:19.000]  亦都因為這樣,
[00:07:19.000 --> 00:07:21.000]  我們知道約翰住的房子,
[00:07:21.000 --> 00:07:23.000]  都是一間大房子來的。
[00:07:23.000 --> 00:07:26.000]  後來他就可以按照耶穌的吩咐,
[00:07:26.000 --> 00:07:30.000]  接了耶穌在地上的母親瑪利亞回家,
[00:07:30.000 --> 00:07:32.000]  後來都照顧她。
[00:07:32.000 --> 00:07:34.000]  另外一道的經文,
[00:07:34.000 --> 00:07:36.000]  令我們知道使徒約翰,
[00:07:36.000 --> 00:07:38.000]  都真是有些家底,
[00:07:38.000 --> 00:07:39.000]  家裏有影響力的。
[00:07:39.000 --> 00:07:42.000]  就是在《約翰呼音》十八章,
[00:07:42.000 --> 00:07:45.000]  當耶穌被捉了的時候,
[00:07:45.000 --> 00:07:49.000]  聖經說當時西門彼得就跟著耶穌,
[00:07:49.000 --> 00:07:53.000]  通常我們都是記得彼得跟著耶穌,
[00:07:53.000 --> 00:07:55.000]  和祂三次不認主。
[00:07:55.000 --> 00:07:57.000]  但是聖經說,
[00:07:57.000 --> 00:08:00.000]  「還有一個門徒跟著」。
[00:08:00.000 --> 00:08:03.000]  這裏是記載在《約翰呼音》的。
[00:08:03.000 --> 00:08:05.000]  約翰有一個習慣,
[00:08:05.000 --> 00:08:08.000]  他在《約翰呼音》不提自己的名字。
[00:08:08.000 --> 00:08:12.000]  所以「還有一個門徒跟著」其實就是約翰。
[00:08:12.000 --> 00:08:17.000]  聖經還說:「那門徒是大祭司所認識的,
[00:08:17.000 --> 00:08:21.000]  他就和耶穌進了大祭司的園子。」
[00:08:21.000 --> 00:08:26.000]  原來他們三個一起走過耶穌、彼得和約翰,
[00:08:26.000 --> 00:08:29.000]  他們進入那個園子的時候,
[00:08:29.000 --> 00:08:31.000]  彼得只能夠在門外面,
[00:08:31.000 --> 00:08:35.000]  約翰就和耶穌進入那個園子了。
[00:08:35.000 --> 00:08:38.000]  經文說:「彼得卻站在門外,
[00:08:38.000 --> 00:08:42.000]  大祭司所認識的那個門徒出來,
[00:08:42.000 --> 00:08:47.000]  和看門的侍女說了一聲,就令彼得進去。」
[00:08:47.000 --> 00:08:50.000]  考究仕途約翰生平的人說,
[00:08:50.000 --> 00:08:54.000]  約翰家裏的生意是打魚的,
[00:08:54.000 --> 00:08:57.000]  很可能都會賣給那些很有權勢的人,
[00:08:57.000 --> 00:08:59.000]  令他們不但生意很好,
[00:08:59.000 --> 00:09:02.000]  也跟那些官長和有勢力的人,
[00:09:02.000 --> 00:09:04.000]  一向都有來往的。
[00:09:04.000 --> 00:09:05.000]  我就想像一下,
[00:09:05.000 --> 00:09:09.000]  以前他們吃餅和魚就是他們的主要糧食,
[00:09:09.000 --> 00:09:12.000]  好像我們在家裏開米舖一樣,
[00:09:12.000 --> 00:09:14.000]  主要的糧食的源頭。
[00:09:14.000 --> 00:09:20.000]  所以,約翰是自小他認識一些有權勢的人。
[00:09:20.000 --> 00:09:22.000]  而且很可能是這樣,
[00:09:22.000 --> 00:09:25.000]  當門徒四散,耶穌被捉拿的時候,
[00:09:25.000 --> 00:09:28.000]  其他的門徒都不敢出現,
[00:09:28.000 --> 00:09:31.000]  甚至耶穌釘十字架的下面,
[00:09:31.000 --> 00:09:33.000]  都沒有其他的門徒。
[00:09:33.000 --> 00:09:36.000]  但是約翰就在現場,
[00:09:36.000 --> 00:09:38.000]  他是唯一一個在現場的門徒,
[00:09:38.000 --> 00:09:41.000]  是因為他和那些有勢力的人,
[00:09:41.000 --> 00:09:43.000]  至少都有交往,
[00:09:43.000 --> 00:09:45.000]  所以不怕他們,
[00:09:45.000 --> 00:09:48.000]  甚至大祭司都認識他的。
[00:09:48.000 --> 00:09:53.000]  環境,其實很容易會塑造一個人的性格。
[00:09:53.000 --> 00:09:55.000]  以前我讀心理學的時候,
[00:09:55.000 --> 00:09:57.000]  就想一個課題,
[00:09:57.000 --> 00:10:01.000]  究竟我們的性格是先天還是後天的呢?
[00:10:01.000 --> 00:10:05.000]  通常這些答案當然是兩樣都有影響。
[00:10:05.000 --> 00:10:07.000]  所以除了先天之外,
[00:10:07.000 --> 00:10:10.000]  其實我們成長的環境,
[00:10:10.000 --> 00:10:12.000]  都對我們的性格有影響。
[00:10:12.000 --> 00:10:14.000]  我們有時候都會發現,
[00:10:14.000 --> 00:10:16.000]  我們的環境,包括我們的家庭,
[00:10:16.000 --> 00:10:18.000]  我們的工作環境,
[00:10:18.000 --> 00:10:20.000]  我們甚至社會的氣氛,
[00:10:20.000 --> 00:10:25.000]  對我們的性情,對我們的性格都會有些影響。
[00:10:25.000 --> 00:10:29.000]  《馬口福音》三章十四至十九節,
[00:10:29.000 --> 00:10:32.000]  記載耶穌召集了十二個門徒,
[00:10:32.000 --> 00:10:34.000]  差他們出去傳道,
[00:10:34.000 --> 00:10:36.000]  又給權柄他們趕鬼。
[00:10:36.000 --> 00:10:38.000]  你可能記得這段經文。
[00:10:38.000 --> 00:10:40.000]  但經文裏面,
[00:10:40.000 --> 00:10:43.000]  其中有一部份講到約翰,
[00:10:43.000 --> 00:10:46.000]  在《馬口福音》三章十七節,
[00:10:46.000 --> 00:10:48.000]  那裏說:
[00:10:48.000 --> 00:10:50.000]  「還有西比泰的兒子雅各,
[00:10:50.000 --> 00:10:53.000]  和雅各的兄弟約翰。」
[00:10:53.000 --> 00:10:58.000]  就是這兩個家裏有捕魚的生意,
[00:10:58.000 --> 00:11:00.000]  這兩個門徒。
[00:11:00.000 --> 00:11:05.000]  耶穌就給這兩個人起名叫「半尼歧」,
[00:11:05.000 --> 00:11:08.000]  就是雷子的意思。
[00:11:08.000 --> 00:11:11.000]  這裏說耶穌幫雅各和約翰,
[00:11:11.000 --> 00:11:14.000]  改了一個別名,改了一個花名,
[00:11:14.000 --> 00:11:16.000]  叫「半尼歧」,
[00:11:16.000 --> 00:11:18.000]  即是雷子。
[00:11:18.000 --> 00:11:20.000]  意思是他們的性情,
[00:11:20.000 --> 00:11:22.000]  就好像走雷一樣,
[00:11:22.000 --> 00:11:25.000]  又急躁,又大聲。
[00:11:25.000 --> 00:11:30.000]  究竟這兩個門徒發生了什麼事,
[00:11:30.000 --> 00:11:32.000]  有什麼經歷讓我們知道,
[00:11:32.000 --> 00:11:35.000]  他們的性格好像走雷一樣。
[00:11:35.000 --> 00:11:37.000]  其實聖經裏面,
[00:11:37.000 --> 00:11:40.000]  最少有三次這樣的記載。
[00:11:40.000 --> 00:11:42.000]  最明顯的一次,
[00:11:42.000 --> 00:11:45.000]  是發生在撒馬尼亞村莊的事。
[00:11:45.000 --> 00:11:51.000]  路加在他的福音書九章五十一至五十五節裏記載,
[00:11:51.000 --> 00:11:55.000]  耶穌被接上升的日子就快到了,
[00:11:55.000 --> 00:11:58.000]  祂就定義要去耶路撒冷,
[00:11:58.000 --> 00:12:01.000]  就打發一些使者在祂前面走,
[00:12:01.000 --> 00:12:04.000]  他們去到撒馬尼亞的一個村莊,
[00:12:04.000 --> 00:12:06.000]  是要為祂預備的。
[00:12:06.000 --> 00:12:08.000]  但是聖經說,
[00:12:08.000 --> 00:12:11.000]  那裏的人不接待祂,
[00:12:11.000 --> 00:12:13.000]  因為祂正在去耶路撒冷,
[00:12:13.000 --> 00:12:15.000]  村莊的人不願意接待祂。
[00:12:15.000 --> 00:12:20.000]  祂的門徒雅各和約翰看到,
[00:12:20.000 --> 00:12:22.000]  就說:主啊!
[00:12:22.000 --> 00:12:27.000]  祢要我們吩咐火從天下降下來,
[00:12:27.000 --> 00:12:28.000]  消滅他們,
[00:12:28.000 --> 00:12:31.000]  像以利亞所造的魔。
[00:12:31.000 --> 00:12:35.000]  耶穌就轉身擲避兩個門徒,
[00:12:35.000 --> 00:12:38.000]  祂說:你們的心是怎樣,
[00:12:38.000 --> 00:12:40.000]  你們並不知道。
[00:12:40.000 --> 00:12:43.000]  原來約翰的性情就是這樣,
[00:12:43.000 --> 00:12:46.000]  他看到這些人這麼不合作,
[00:12:46.000 --> 00:12:50.000]  他就立即和他的兄弟有這個反應,
[00:12:50.000 --> 00:12:52.000]  消滅他們。
[00:12:52.000 --> 00:12:54.000]  耶穌說:
[00:12:54.000 --> 00:12:56.000]  為什麼祢這麼黑心?
[00:12:56.000 --> 00:12:58.000]  祢不知道祢的心是怎樣。
[00:12:58.000 --> 00:13:00.000]  我覺得耶穌也不是說:
[00:13:00.000 --> 00:13:02.000]  為什麼祢這麼黑心?
[00:13:02.000 --> 00:13:03.000]  耶穌是在說,
[00:13:03.000 --> 00:13:05.000]  其實祢的心裏面,
[00:13:05.000 --> 00:13:10.000]  還有參雜著很多一些不應該有的東西,
[00:13:10.000 --> 00:13:14.000]  可能背後都有很多的前設,
[00:13:14.000 --> 00:13:18.000]  例如:他們一定要接待我們,
[00:13:18.000 --> 00:13:20.000]  我們是被他們優越的,
[00:13:20.000 --> 00:13:22.000]  所以他們要接待我們。
[00:13:22.000 --> 00:13:25.000]  可能都有很多參雜著的一些觀念,
[00:13:25.000 --> 00:13:29.000]  令到他們會這樣有一個這麼快的反應。
[00:13:29.000 --> 00:13:32.000]  其實這些都是我們平時很容易的,
[00:13:32.000 --> 00:13:34.000]  我們的成長背景,
[00:13:34.000 --> 00:13:35.000]  我們的性格,
[00:13:35.000 --> 00:13:40.000]  我們好像很合適地去表達一些憤怒,
[00:13:40.000 --> 00:13:41.000]  或者一些意見。
[00:13:41.000 --> 00:13:44.000]  但是,其實是否真的正確呢?
[00:13:44.000 --> 00:13:46.000]  耶穌在這裏,
[00:13:46.000 --> 00:13:49.000]  就是這樣很簡單地回應一句,
[00:13:49.000 --> 00:13:51.000]  其實祢的心是怎樣,
[00:13:51.000 --> 00:13:53.000]  祢也不知道。
[00:13:53.000 --> 00:13:55.000]  年輕的約翰,
[00:13:55.000 --> 00:13:59.000]  他就是這種非黑即白的性格。
[00:13:59.000 --> 00:14:01.000]  另外有第二次,
[00:14:01.000 --> 00:14:03.000]  在《馬虎音》記載,
[00:14:03.000 --> 00:14:05.000]  約翰對耶穌說,
[00:14:05.000 --> 00:14:06.000]  他說:
[00:14:06.000 --> 00:14:07.000]  夫子,
[00:14:07.000 --> 00:14:09.000]  我們見到一個人奉祢的名,
[00:14:09.000 --> 00:14:10.000]  趕鬼,
[00:14:10.000 --> 00:14:12.000]  我們就禁止他,
[00:14:12.000 --> 00:14:15.000]  因為他不是跟從我們。
[00:14:15.000 --> 00:14:16.000]  耶穌說:
[00:14:16.000 --> 00:14:18.000]  不要禁止他,
[00:14:18.000 --> 00:14:21.000]  因為每有人奉我名行義能,
[00:14:21.000 --> 00:14:23.000]  反倒輕易毀謗我,
[00:14:23.000 --> 00:14:24.000]  不敵擋我們的,
[00:14:24.000 --> 00:14:27.000]  就是幫助我們。
[00:14:27.000 --> 00:14:28.000]  可能,
[00:14:28.000 --> 00:14:31.000]  約翰都以為他自己很合適,
[00:14:31.000 --> 00:14:33.000]  我們有時都可能會,
[00:14:33.000 --> 00:14:36.000]  覺得他都不是跟我們,
[00:14:36.000 --> 00:14:38.000]  他講了我們的事情。
[00:14:38.000 --> 00:14:40.000]  不過,
[00:14:40.000 --> 00:14:42.000]  原來耶穌不是這樣看,
[00:14:42.000 --> 00:14:44.000]  耶穌對他們說,
[00:14:44.000 --> 00:14:46.000]  我們是行的,
[00:14:46.000 --> 00:14:48.000]  如果他們去跟從的時候,
[00:14:48.000 --> 00:14:50.000]  他們沒有可能,
[00:14:50.000 --> 00:14:52.000]  奉我的名去行,
[00:14:52.000 --> 00:14:54.000]  反倒是毀謗我的。
[00:14:54.000 --> 00:14:56.000]  耶穌就是這樣,
[00:14:56.000 --> 00:14:58.000]  要跟從祂的門徒。
[00:14:58.000 --> 00:15:00.000]  還有第三次,
[00:15:00.000 --> 00:15:02.000]  耶穌十二個門徒,
[00:15:02.000 --> 00:15:04.000]  本來他們沒有分鼻子,
[00:15:04.000 --> 00:15:06.000]  也沒有分大小,
[00:15:06.000 --> 00:15:08.000]  他們有好一段時間,
[00:15:08.000 --> 00:15:10.000]  他們心裏想,
[00:15:10.000 --> 00:15:12.000]  耶穌很快會做王,
[00:15:12.000 --> 00:15:14.000]  就是地上的王。
[00:15:14.000 --> 00:15:16.000]  但你知道耶穌說,
[00:15:16.000 --> 00:15:18.000]  祂是天上天國,
[00:15:18.000 --> 00:15:20.000]  快要來到祂的王。
[00:15:20.000 --> 00:15:22.000]  所以,
[00:15:22.000 --> 00:15:24.000]  他們就會爭,
[00:15:24.000 --> 00:15:26.000]  爭耶穌在地上做王的時候,
[00:15:26.000 --> 00:15:28.000]  誰才是大佬呢?
[00:15:28.000 --> 00:15:31.000]  甚至他們曾經公開爭論起來,
[00:15:31.000 --> 00:15:33.000]  其中馬可就記載,
[00:15:33.000 --> 00:15:37.000]  又是西比泰的兒子瓦割約翰前來,
[00:15:37.000 --> 00:15:39.000]  就對耶穌說,
[00:15:39.000 --> 00:15:41.000]  他們說:
[00:15:41.000 --> 00:15:43.000]  「賜我們在祢的榮耀裏面,
[00:15:43.000 --> 00:15:45.000]  一個坐在祢的右邊,
[00:15:45.000 --> 00:15:47.000]  一個坐在祢的左邊,
[00:15:47.000 --> 00:15:50.000]  日光之下無生事。」
[00:15:50.000 --> 00:15:52.000]  門徒之間的爭論,
[00:15:52.000 --> 00:15:54.000]  就好像我們今天,
[00:15:54.000 --> 00:15:56.000]  家裏面兄弟的爭論,
[00:15:56.000 --> 00:15:59.000]  公司裏面同事爭上位,
[00:15:59.000 --> 00:16:01.000]  甚至我不知道堂會裏面,
[00:16:01.000 --> 00:16:03.000]  表面和諧,
[00:16:03.000 --> 00:16:05.000]  會不會我們都欠了一些東西,
[00:16:05.000 --> 00:16:07.000]  我們都各有動機,
[00:16:07.000 --> 00:16:09.000]  想要拿我們的東西呢?
[00:16:09.000 --> 00:16:12.000]  使徒約翰的出身和背景,
[00:16:12.000 --> 00:16:14.000]  讓我們明白多一點,
[00:16:14.000 --> 00:16:18.000]  為何他會那麼衝動和驕傲呢?
[00:16:18.000 --> 00:16:20.000]  亦都更加明白,
[00:16:20.000 --> 00:16:22.000]  為何他和他的家人,
[00:16:22.000 --> 00:16:24.000]  包括他哥哥和媽媽,
[00:16:24.000 --> 00:16:26.000]  都會認為耶穌做王的時候,
[00:16:26.000 --> 00:16:30.000]  就應該給他們兩個有特殊的地位。
[00:16:30.000 --> 00:16:33.000]  不過我們已經知道原因了,
[00:16:33.000 --> 00:16:36.000]  不代表事情是正確的。
[00:16:36.000 --> 00:16:38.000]  雅各和約翰的行為,
[00:16:38.000 --> 00:16:41.000]  使其他十個門徒都很生他們的氣,
[00:16:41.000 --> 00:16:43.000]  耶穌就是用了這個機會,
[00:16:43.000 --> 00:16:45.000]  又教導門徒。
[00:16:45.000 --> 00:16:49.000]  屬靈領袖的地位和尊榮,
[00:16:49.000 --> 00:16:51.000]  不是通過權力,
[00:16:51.000 --> 00:16:53.000]  或者個人的能力,
[00:16:53.000 --> 00:16:55.000]  去爭回來的,
[00:16:55.000 --> 00:16:57.000]  而是通過服侍其他人,
[00:16:57.000 --> 00:16:59.000]  成為眾人的僕人。
[00:16:59.000 --> 00:17:03.000]  我們來一個小小的總結。
[00:17:03.000 --> 00:17:05.000]  約翰在他年輕的時候,
[00:17:05.000 --> 00:17:08.000]  他被耶穌呼召成為門徒,
[00:17:08.000 --> 00:17:11.000]  他家庭是足宇的,
[00:17:11.000 --> 00:17:13.000]  家境是相當富裕的,
[00:17:13.000 --> 00:17:16.000]  他的居住環境都不錯的,
[00:17:16.000 --> 00:17:19.000]  他家庭是頗有影響力的,
[00:17:19.000 --> 00:17:22.000]  習慣了和一些有地位的祭司,
[00:17:22.000 --> 00:17:24.000]  官長交往。
[00:17:24.000 --> 00:17:27.000]  他被耶穌改了一個花名,
[00:17:27.000 --> 00:17:30.000]  叫做雷子,雷之子。
[00:17:30.000 --> 00:17:32.000]  他的性情是急躁,
[00:17:32.000 --> 00:17:34.000]  衝動,心胸狹窄,
[00:17:34.000 --> 00:17:36.000]  以及爭命的,
[00:17:36.000 --> 00:17:38.000]  生命奪利的。
[00:17:38.000 --> 00:17:41.000]  不過,先等等。
[00:17:41.000 --> 00:17:43.000]  我們開始的時候說,
[00:17:43.000 --> 00:17:47.000]  約翰是被譽為愛的門徒。
[00:17:47.000 --> 00:17:49.000]  原來他本來的性格就是這樣,
[00:17:49.000 --> 00:17:51.000]  急躁,衝動,
[00:17:51.000 --> 00:17:52.000]  心胸狹窄,
[00:17:52.000 --> 00:17:54.000]  生命奪利。
[00:17:54.000 --> 00:17:58.000]  那麼,約翰怎樣從雷子,雷之子,
[00:17:58.000 --> 00:18:02.000]  變成愛之子,愛的門徒呢?
[00:18:02.000 --> 00:18:05.000]  如果約翰在跟隨耶穌之後,
[00:18:05.000 --> 00:18:06.000]  他可以改變,
[00:18:06.000 --> 00:18:08.000]  那麼你和我,
[00:18:08.000 --> 00:18:11.000]  是否都可以被耶穌改變呢?
[00:18:11.000 --> 00:18:13.000]  我記得我年輕的時候,
[00:18:13.000 --> 00:18:15.000]  曾經有一位上司,
[00:18:15.000 --> 00:18:21.000]  他是一位四十多歲的男士。
[00:18:21.000 --> 00:18:23.000]  他有一次跟我說,
[00:18:23.000 --> 00:18:26.000]  那些男士過了四十多歲,
[00:18:26.000 --> 00:18:29.000]  你都不要期望他有改變了。
[00:18:29.000 --> 00:18:31.000]  是不是呢?
[00:18:31.000 --> 00:18:34.000]  可能你會比較清楚過我。
[00:18:34.000 --> 00:18:36.000]  不過我當時就想,
[00:18:36.000 --> 00:18:40.000]  他大概都是不想我改變他的。
[00:18:40.000 --> 00:18:42.000]  我心裏面想,
[00:18:42.000 --> 00:18:45.000]  上帝可以改變任何人。
[00:18:45.000 --> 00:18:49.000]  約翰和彼得、瓦割三個人,
[00:18:49.000 --> 00:18:51.000]  其實是耶穌最近身,
[00:18:51.000 --> 00:18:53.000]  最貼身的門徒,
[00:18:53.000 --> 00:18:55.000]  可以說是入室弟子。
[00:18:55.000 --> 00:18:59.000]  在約翰他跟隨耶穌三年半之中,
[00:18:59.000 --> 00:19:03.000]  是和耶穌一起去生活和工作的。
[00:19:03.000 --> 00:19:07.000]  他不是突然之間性情大變,
[00:19:07.000 --> 00:19:08.000]  而是因為耶穌,
[00:19:08.000 --> 00:19:11.000]  他的生命漸漸改變。
