
[00:00:00.000 --> 00:00:02.380]  各位聽衆朋友 主佑平安
[00:02:15.440 --> 00:02:20.920]  而是用信心來用行爲來表達出他的信心
[00:02:20.920 --> 00:02:23.280]  就好像那個少年的官
[00:02:23.280 --> 00:02:26.760]  他只有一把口說 沒有辦法來實踐
[00:02:26.760 --> 00:02:29.120]  這個經文就將這個少年的官
[00:02:29.120 --> 00:02:32.360]  和撒蓋形成一個很強烈的對比
[00:02:32.360 --> 00:02:33.840]  十九章第一節
[00:02:33.840 --> 00:02:37.680]  耶穌進入耶利哥正經過的時候
[00:02:37.680 --> 00:02:42.040]  其實在時間上應該是早於盒子的故事
[00:02:42.040 --> 00:02:43.880]  因爲十八章第三十五節
[00:02:43.880 --> 00:02:45.640]  在依次盒子的故事裏面
[00:02:45.640 --> 00:02:48.800]  就提到耶穌將近耶路撒冷的時候
[00:02:48.800 --> 00:02:50.880]  但是根據另外的兩卷福音書
[00:02:50.880 --> 00:02:55.040]  應該翻譯成爲耶穌出耶利哥的時候
[00:02:55.040 --> 00:02:59.000]  那麼耶利哥所發生的撒蓋的這件事件
[00:02:59.000 --> 00:03:01.920]  這個故事除了在時間上
[00:03:01.920 --> 00:03:05.920]  應該是早於第十八章盒子的故事之外
[00:03:05.920 --> 00:03:07.640]  這個故意的調動
[00:03:07.640 --> 00:03:10.840]  就在寫作上變成了一個包底的作用
[00:03:10.840 --> 00:03:12.720]  用來更加強調
[00:03:12.720 --> 00:03:16.720]  就算是有錢、有面、有地位
[00:03:16.720 --> 00:03:20.040]  雖然甚至是衆人眼中的罪人
[00:03:20.040 --> 00:03:22.040]  但是都可以改正
[00:03:22.040 --> 00:03:23.680]  都可以生命轉化
[00:03:23.680 --> 00:03:25.440]  都可以得着救恩
[00:03:25.440 --> 00:03:30.360]  在神國裏面得着神給的地位和應許
[00:03:30.360 --> 00:03:32.080]  十九章一開始
[00:03:32.080 --> 00:03:36.000]  就讓我們見到撒蓋這隻孤狼
[00:03:36.000 --> 00:03:38.480]  它很想很想見耶穌
[00:03:38.480 --> 00:03:42.200]  撒蓋要尋找看見耶穌
[00:03:42.200 --> 00:03:43.800]  十九章第一節
[00:03:43.800 --> 00:03:47.280]  耶穌進入耶利哥正經過的時候
[00:03:47.280 --> 00:03:50.680]  這句話除了交代發生的地點
[00:03:50.680 --> 00:03:52.680]  其實更重要的是說到耶穌
[00:03:52.680 --> 00:03:56.000]  就快要很近進入耶路撒冷
[00:03:56.000 --> 00:03:57.400]  就快要到耶路撒冷
[00:03:57.400 --> 00:03:58.520]  有點像什麼呢?
[00:03:58.520 --> 00:04:01.560]  有點像你坐港鐵去中環上班
[00:04:01.560 --> 00:04:02.880]  現在到了金鐘
[00:04:02.880 --> 00:04:05.760]  下一站就是中環了
[00:04:05.760 --> 00:04:07.120]  就到了
[00:04:07.120 --> 00:04:08.080]  你說就到了
[00:04:08.080 --> 00:04:11.880]  是不是應該快點說耶穌在耶路撒冷發生的事件呢?
[00:04:11.880 --> 00:04:17.360]  然後《路加福音》就稍微再帶我們停留多一會兒
[00:04:17.360 --> 00:04:20.920]  在耶利哥當時這座富裕的城鎮裏面
[00:04:20.920 --> 00:04:23.480]  這麼商業、這麼交通發達的地方
[00:04:23.480 --> 00:04:25.200]  就好像今天的香港一樣
[00:04:25.200 --> 00:04:29.320]  在裏面發生了一段小的插曲
[00:04:29.320 --> 00:04:32.240]  將這段小的插曲搬上了大的銀幕
[00:04:32.240 --> 00:04:35.080]  搬上了一段這麼重要的經文
[00:04:35.080 --> 00:04:38.240]  放在這個位置讓我們去讀清楚
[00:04:38.240 --> 00:04:40.240]  根據第二節告訴我們
[00:04:40.240 --> 00:04:42.680]  有一個人名叫撒蓋
[00:04:42.680 --> 00:04:44.200]  作稅里長
[00:04:44.200 --> 00:04:45.280]  是個財主
[00:04:45.280 --> 00:04:46.920]  就在這個城市裏面
[00:04:46.920 --> 00:04:48.840]  就有一個人
[00:04:48.840 --> 00:04:52.120]  聖經裏面就說他的名字叫撒蓋
[00:04:52.120 --> 00:04:53.720]  其實第二節
[00:04:53.720 --> 00:04:55.760]  也是《中文聖經》翻譯的時候
[00:04:55.760 --> 00:04:58.400]  逆漏了兩個挺特別的字眼
[00:04:58.400 --> 00:05:00.800]  就是「然後看」
[00:05:00.800 --> 00:05:01.480]  「看一看」
[00:05:01.480 --> 00:05:03.640]  是一個很用勁的表達
[00:05:03.640 --> 00:05:06.840]  路加醫生邀請我們去看
[00:05:06.840 --> 00:05:10.320]  看看撒蓋是個什麼人
[00:05:10.320 --> 00:05:11.320]  他是誰呢?
[00:05:11.320 --> 00:05:12.120]  第一
[00:05:12.120 --> 00:05:16.520]  他的名字就是撒基羅斯
[00:05:16.520 --> 00:05:18.400]  撒蓋、撒基羅斯這個字
[00:05:18.400 --> 00:05:20.720]  反映了他應該是一個猶太人
[00:05:20.720 --> 00:05:21.600]  叫我們去注意
[00:05:21.600 --> 00:05:24.880]  發生在撒基羅斯這個人身上的事件
[00:05:24.880 --> 00:05:26.320]  撒基羅斯這個人
[00:05:26.320 --> 00:05:27.440]  在新約裏面
[00:05:27.440 --> 00:05:29.680]  名字只出現了三次
[00:05:29.680 --> 00:05:33.080]  全部只有路加福音出現
[00:05:33.080 --> 00:05:35.200]  十節的經文出現了三次
[00:05:35.200 --> 00:05:39.120]  你要知道在聖經裏面不是隨便將一個人的名字說出來的
[00:05:39.120 --> 00:05:42.200]  而且這裏首先將這個人的名字說出來
[00:05:42.200 --> 00:05:44.120]  撒基羅斯撒蓋
[00:05:44.120 --> 00:05:46.640]  這個極可能就是等同於舊約裏面
[00:05:46.640 --> 00:05:49.160]  尼西米基第七章第十四節
[00:05:49.160 --> 00:05:53.320]  當時由所羅巴巴帶領的其中一個領袖
[00:05:53.320 --> 00:05:55.280]  當時代那個人的名字
[00:05:55.280 --> 00:05:57.280]  就是叫做撒蓋
[00:05:57.280 --> 00:05:59.560]  應該是同一個名字
[00:05:59.560 --> 00:06:03.120]  其實路加福音一連三次用撒基羅斯這個字
[00:06:03.120 --> 00:06:06.400]  會不會故意去突出這個字背後的含義
[00:06:06.400 --> 00:06:08.880]  這個字的意思就是清潔
[00:06:08.880 --> 00:06:10.040]  就是潔白
[00:06:10.040 --> 00:06:12.720]  甚至是指無罪
[00:06:12.720 --> 00:06:15.200]  不過這樣的名字的意思
[00:06:15.200 --> 00:06:19.320]  就跟作者接着提到他兩樣的描述
[00:06:19.320 --> 00:06:20.600]  是有些出入
[00:06:20.600 --> 00:06:22.080]  有些東西不是很對稱
[00:06:22.080 --> 00:06:24.960]  因爲經文就說原來撒基羅斯撒蓋
[00:06:24.960 --> 00:06:27.600]  原來是從事的職業是什麼呢?
[00:06:27.600 --> 00:06:29.480]  原來他是做稅理
[00:06:29.480 --> 00:06:30.320]  不是
[00:06:30.320 --> 00:06:31.200]  是稅理長
[00:06:31.200 --> 00:06:32.800]  有個長者在後面
[00:06:32.800 --> 00:06:34.080]  就是頭
[00:06:34.080 --> 00:06:35.120]  稅理長
[00:06:35.120 --> 00:06:37.800]  希利文原文就是Architectonist這個字
[00:06:37.800 --> 00:06:40.880]  在新約聖經裏面也只有這裏用過
[00:06:40.880 --> 00:06:44.320]  根據幾個希利文的字典的解釋
[00:06:44.320 --> 00:06:46.760]  這個字如果用英文翻譯出來的話
[00:06:46.760 --> 00:06:48.000]  就是Head
[00:06:48.000 --> 00:06:48.640]  Chief
[00:06:48.640 --> 00:06:50.920]  又或者是Principal
[00:06:50.920 --> 00:06:53.200]  公司有意見衝突的時候
[00:06:53.200 --> 00:06:56.240]  可能老闆就說現在誰是老闆
[00:06:56.240 --> 00:06:58.080]  你和你老婆吵架的時候
[00:06:58.080 --> 00:06:59.920]  可能你就會說
[00:06:59.920 --> 00:07:02.600]  現在家裏誰是Head
[00:07:02.600 --> 00:07:06.920]  平時講話的時候不會讀聖經
[00:07:06.920 --> 00:07:08.280]  你吵架的時候就會用
[00:07:08.280 --> 00:07:10.920]  現在誰是老闆
[00:07:10.920 --> 00:07:12.960]  撒蓋在Ahead
[00:07:12.960 --> 00:07:14.080]  就是Chief
[00:07:14.080 --> 00:07:15.680]  就是Principal
[00:07:15.680 --> 00:07:18.560]  他就是一個Gatherer
[00:07:18.560 --> 00:07:21.080]  他是一個收稅的Head
[00:07:21.080 --> 00:07:23.280]  他是一個收稅的老闆
[00:07:23.280 --> 00:07:24.720]  你說是否很了不起呢?
[00:07:24.720 --> 00:07:26.400]  在三章十二節
[00:07:26.400 --> 00:07:28.880]  當施洗約翰開始他的傳道工作的時候
[00:07:28.880 --> 00:07:29.840]  你記不記得
[00:07:29.840 --> 00:07:31.840]  稅吏都走來受洗
[00:07:31.840 --> 00:07:38.080]  他們和當時的猶太人的地方並並屬於不潔淨的走狗
[00:07:38.080 --> 00:07:40.680]  而且在耶穌十二個門徒裏面
[00:07:40.680 --> 00:07:42.600]  也有一個做這一行的
[00:07:42.600 --> 00:07:45.440]  在路加福音第五章二十七節其實已經出現過了
[00:07:45.440 --> 00:07:46.360]  他就是利尾
[00:07:46.360 --> 00:07:49.240]  也非常可能就是馬太
[00:07:49.240 --> 00:07:52.280]  但是講到利尾的時候只是說他坐稅關
[00:07:52.280 --> 00:07:57.120]  而十九章這裏就提到他是一個稅吏長
[00:07:57.120 --> 00:07:58.800]  Akithononis這個字
[00:07:58.800 --> 00:08:00.040]  他就是老大
[00:08:00.040 --> 00:08:03.600]  我們知道耶利哥是巴勒斯坦三大稅區其中一個
[00:08:03.600 --> 00:08:07.240]  另外兩個就是加伯隆和蓋撒尼亞
[00:08:07.240 --> 00:08:10.400]  他就是當時整個耶利哥的老大
[00:08:10.400 --> 00:08:12.840]  又或者有幾條線都不一定
[00:08:12.840 --> 00:08:17.360]  他起碼是一條線的老大吧
[00:08:17.360 --> 00:08:20.840]  第三個描述關於撒蓋這個人
[00:08:20.840 --> 00:08:24.560]  就是他是一個財主
[00:08:24.560 --> 00:08:27.680]  Guthos這個字就是代表他很富有
[00:08:27.680 --> 00:08:30.880]  很富貴、很有錢的男人
[00:08:30.880 --> 00:08:32.560]  爲什麼他可以這麼富有?
[00:08:32.560 --> 00:08:35.240]  原來就是和他的職業很有關係
[00:08:35.240 --> 00:08:41.520]  這就是爲什麼作者一開始就把這個人的名字和職業放在我們眼前
[00:08:41.520 --> 00:08:44.920]  在羅馬時期的猶太地區裏面有兩種稅項
[00:08:44.920 --> 00:08:47.240]  第一種就是人頭稅和地稅
[00:08:47.240 --> 00:08:52.280]  主要是由猶太的公會和地方的長官負責去徵收
[00:08:52.280 --> 00:08:56.160]  另外第二種就是關稅和銷售稅
[00:08:56.160 --> 00:08:58.360]  過關收稅是不是很正常?
[00:08:58.360 --> 00:08:59.360]  而銷售稅
[00:08:59.360 --> 00:09:00.480]  如果你來英國的話
[00:09:00.480 --> 00:09:01.600]  你一定要知道
[00:09:01.600 --> 00:09:05.440]  大概就等於英國的所謂的VAT稅收
[00:09:05.440 --> 00:09:06.680]  就是你去買東西的時候
[00:09:06.680 --> 00:09:08.920]  又或者人家幫你提供服務的時候
[00:09:08.920 --> 00:09:10.480]  比如說喫飯
[00:09:10.480 --> 00:09:13.040]  又或者是某一些的
[00:09:13.040 --> 00:09:14.840]  比如你叫人來做裝修等等
[00:09:14.840 --> 00:09:19.840]  他會收你VAT服務的這個稅
[00:09:19.840 --> 00:09:22.920]  香港是沒有這個稅項的
[00:09:22.920 --> 00:09:23.880]  但是你要知道
[00:09:23.880 --> 00:09:25.280]  原來由於疫情的原因
[00:09:25.280 --> 00:09:30.880]  英國政府將VAT原本的20%調低到5%
[00:09:30.880 --> 00:09:32.680]  一直到9月30日
[00:09:32.680 --> 00:09:35.760]  就是說由10月1日之後就會作出調整
[00:09:35.760 --> 00:09:38.280]  這個調整仍然還沒有到20%
[00:09:38.280 --> 00:09:41.280]  這個調整一直到明年的3月31日
[00:09:41.280 --> 00:09:44.480]  這個調整就會上升到12.5%
[00:09:44.480 --> 00:09:46.840]  而這個關稅和銷售稅
[00:09:46.840 --> 00:09:54.720]  就是由地方的官員所聘請的稅勵來徵收
[00:09:54.720 --> 00:09:59.440]  而利弊而撒丐就是這種位置
[00:09:59.440 --> 00:10:00.440]  你要知道
[00:10:00.440 --> 00:10:02.680]  主要第一世紀的猶太社會
[00:10:02.680 --> 00:10:06.480]  稅勵絕對是一種令人憎惡的行業
[00:10:06.480 --> 00:10:07.720]  爲什麼?
[00:10:07.720 --> 00:10:14.280]  因爲他們被視爲幫外邦政權來控制地方老百姓的工具
[00:10:14.280 --> 00:10:16.640]  他們成爲了欺壓、打壓人民
[00:10:16.640 --> 00:10:19.400]  甚至是臣子民的標記、象徵
[00:10:19.400 --> 00:10:24.920]  而且地方官一般都是會用很多的稅勵
[00:10:24.920 --> 00:10:28.320]  這些稅勵爲了要上位的話
[00:10:28.320 --> 00:10:33.120]  他一定要來給錢投這個職業回來
[00:10:33.120 --> 00:10:34.000]  但是你要知道
[00:10:34.000 --> 00:10:35.800]  他對上有稅勵長
[00:10:35.800 --> 00:10:36.960]  撒丐就是其中一個
[00:10:36.960 --> 00:10:40.720]  這個稅勵長都在他們手下的稅勵徵收回佣
[00:10:40.720 --> 00:10:41.640]  換句話說
[00:10:41.640 --> 00:10:44.160]  一方面他要給回佣這些上司
[00:10:44.160 --> 00:10:46.440]  另一方面他要給錢還債
[00:10:46.440 --> 00:10:48.400]  因爲他們要投這個職業回來
[00:10:48.400 --> 00:10:50.880]  所以爲什麼他們在徵收稅項的時候
[00:10:50.880 --> 00:10:53.240]  會特別徵收更多的錢
[00:10:53.240 --> 00:10:57.840]  從中將其餘的錢放進自己的口袋
[00:10:57.840 --> 00:11:00.240]  不給?
[00:11:00.240 --> 00:11:01.920]  你知道會怎樣的
[00:11:01.920 --> 00:11:03.560]  你不用只是有運行
[00:11:03.560 --> 00:11:05.760]  甚至可能他走到你的耳邊
[00:11:05.760 --> 00:11:07.240]  你知道嗎?
[00:11:07.240 --> 00:11:09.080]  我們有另一支隊伍
[00:11:09.080 --> 00:11:11.120]  你落在我們手上
[00:11:11.120 --> 00:11:14.080]  我不擔保他會怎樣對付你
[00:11:14.080 --> 00:11:15.320]  打你、恐嚇你
[00:11:15.320 --> 00:11:17.320]  連你消失都還可以
[00:11:17.320 --> 00:11:19.240]  所以做這一行
[00:11:19.240 --> 00:11:21.600]  當然是賺到錢
[00:11:21.600 --> 00:11:23.040]  做稅勵長
[00:11:23.040 --> 00:11:24.160]  你不要那麼天真
[00:11:24.160 --> 00:11:26.160]  賺得更多
[00:11:26.160 --> 00:11:28.520]  分分鐘手段會更驚人
[00:11:28.520 --> 00:11:29.520]  會更獨立
[00:11:29.520 --> 00:11:32.440]  能夠上到高端的頂層的人物
[00:11:32.440 --> 00:11:34.480]  撒丐肯定下了不少心血
[00:11:34.480 --> 00:11:37.120]  下了不少時間和努力
[00:11:37.120 --> 00:11:40.840]  收入當然真的是荷包總長
[00:11:40.840 --> 00:11:42.720]  所以在百姓的眼中
[00:11:42.720 --> 00:11:44.000]  稅勵和稅勵長
[00:11:44.000 --> 00:11:47.400]  簡直是一種神憎鬼厭的工種
[00:11:47.400 --> 00:11:51.840]  但卻又是裸正牌的爛仔和強盜
[00:11:51.840 --> 00:11:53.440]  在猶太人的拉比文學裏
[00:11:53.440 --> 00:11:54.760]  又或者新約時代
[00:11:54.760 --> 00:11:56.720]  稅勵這份優差
[00:11:56.720 --> 00:11:59.040]  想不到會被人藐視
[00:11:59.040 --> 00:12:01.840]  要麼你就繼續選擇爲錢
[00:12:01.840 --> 00:12:03.440]  爲權力去賣命
[00:12:03.440 --> 00:12:05.600]  要麼你就淪爲猶太民族
[00:12:05.600 --> 00:12:07.960]  唾棄的出賣者
[00:12:07.960 --> 00:12:11.440]  稅勵和他的家人都被視爲不潔
[00:12:11.440 --> 00:12:14.560]  和他一起的朋友都會一樣不潔
[00:12:14.560 --> 00:12:16.240]  所以《路加福音》一連三次
[00:12:16.240 --> 00:12:19.160]  說到撒丐這個名字三次
[00:12:19.160 --> 00:12:22.800]  清白、潔整、無嘴
[00:12:22.800 --> 00:12:24.320]  不是吧?
[00:12:24.320 --> 00:12:26.200]  在人的眼中
[00:12:26.200 --> 00:12:28.480]  撒丐簡直是一頭孤狼
[00:12:28.480 --> 00:12:32.240]  帶着剝削其他人
[00:12:32.240 --> 00:12:35.680]  來過每一天的生活
[00:12:35.680 --> 00:12:38.400]  到底這隻孤狼
[00:12:38.400 --> 00:12:40.840]  如何得到一個很大的改變呢?
[00:12:40.840 --> 00:12:42.880]  這一段經文其中一個主題
[00:12:42.880 --> 00:12:47.440]  就是講到他如何回覆這個名字背後的含義
[00:12:47.440 --> 00:12:52.400]  他如何得到這個名字背後的意義
[00:12:52.400 --> 00:12:56.400]  真的無嘴、清潔和潔白呢?
[00:12:56.400 --> 00:12:59.400]  全因爲耶穌找到他
[00:12:59.400 --> 00:13:00.880]  和看見他
[00:13:00.880 --> 00:13:02.120]  還有聖經說
[00:13:02.120 --> 00:13:03.560]  原來他是一個矮子
[00:13:03.560 --> 00:13:04.760]  留意第三節
[00:13:04.760 --> 00:13:06.640]  「他要探探耶穌是怎樣的人
[00:13:06.640 --> 00:13:07.200]  只因人多
[00:13:07.200 --> 00:13:08.120]  他的身量又矮
[00:13:08.120 --> 00:13:10.040]  所以不得看見」
[00:13:10.040 --> 00:13:11.360]  「要看看」
[00:13:11.360 --> 00:13:13.680]  其實也是一個很奇怪的翻譯
[00:13:13.680 --> 00:13:15.640]  因爲「要看看」的「要」字
[00:13:15.640 --> 00:13:16.440]  這個字
[00:13:16.440 --> 00:13:17.800]  Sateo 這個字
[00:13:17.800 --> 00:13:21.640]  其實就是很渴望去尋找到
[00:13:21.640 --> 00:13:25.000]  而《黑豹》第十九章第十節
[00:13:25.000 --> 00:13:26.520]  那一節經文大家都很熟悉
[00:13:26.520 --> 00:13:30.360]  仁子來說要尋找拯救失喪的人
[00:13:30.360 --> 00:13:33.160]  尋找也就是同一個字
[00:13:33.160 --> 00:13:34.480]  撒丐他很努力
[00:13:34.480 --> 00:13:36.440]  很想渴想去尋找
[00:13:36.440 --> 00:13:37.760]  去見到耶穌
[00:13:37.760 --> 00:13:39.600]  但是事實是怎樣呢?
[00:13:39.600 --> 00:13:40.360]  很可惜
[00:13:40.360 --> 00:13:42.120]  正如第十九章第三節說
[00:13:42.120 --> 00:13:44.600]  他不能夠看見
[00:13:44.600 --> 00:13:45.880]  故事的結束
[00:13:45.880 --> 00:13:47.520]  很清楚地告訴我們
[00:13:47.520 --> 00:13:49.480]  原來是耶穌尋找
[00:13:49.480 --> 00:13:51.800]  原來是耶穌看見撒丐
[00:13:51.800 --> 00:13:53.640]  爲什麼他不能夠看見呢?
[00:13:53.640 --> 00:13:55.040]  《中文聖經》又一次
[00:13:55.040 --> 00:13:57.080]  給我們看到一個小小的誤導
[00:13:57.080 --> 00:13:58.440]  以爲原因第一
[00:13:58.440 --> 00:13:59.440]  他人太多了
[00:13:59.440 --> 00:14:00.640]  以爲原因第二
[00:14:00.640 --> 00:14:02.120]  因爲他殺得太矮
[00:14:02.120 --> 00:14:03.280]  五尺差兩寸
[00:14:03.280 --> 00:14:04.880]  還是五尺多半寸
[00:14:04.880 --> 00:14:08.160]  事實上這句話應該理解爲
[00:14:08.160 --> 00:14:11.240]  沒錯,撒丐他很想尋找
[00:14:11.240 --> 00:14:12.720]  見到耶穌
[00:14:12.720 --> 00:14:15.520]  但是從人羣裏面
[00:14:15.520 --> 00:14:17.200]  他不能夠
[00:14:17.200 --> 00:14:21.520]  不能夠放在這個短句的最後結束
[00:14:21.520 --> 00:14:23.440]  就是強調突出了
[00:14:23.440 --> 00:14:25.720]  人羣裏面他完全沒有辦法
[00:14:25.720 --> 00:14:27.440]  找到途徑去見到
[00:14:27.440 --> 00:14:28.560]  去看到耶穌
[00:14:28.560 --> 00:14:29.600]  因爲
[00:14:29.600 --> 00:14:30.760]  提出了一個解釋
[00:14:30.760 --> 00:14:33.520]  因爲他生得矮小
[00:14:33.520 --> 00:14:35.160]  他身材矮小
[00:14:35.160 --> 00:14:36.640]  有人認爲這句話
[00:14:36.640 --> 00:14:38.880]  是指撒丐心胸狹窄
[00:14:38.880 --> 00:14:40.120]  又或者他地位低
[00:14:40.120 --> 00:14:41.760]  不過這樣的解釋
[00:14:41.760 --> 00:14:46.760]  似乎不是對這段聖經太過吻合
[00:14:46.760 --> 00:14:47.680]  其實坦白說
[00:14:47.680 --> 00:14:49.800]  身材矮小這個解釋
[00:14:49.800 --> 00:14:50.680]  就是要突出
[00:14:50.680 --> 00:14:54.520]  爲什麼撒丐沒有辦法在人海里面找到耶穌
[00:14:54.520 --> 00:14:59.080]  其實高度基本上是不能夠去選擇的
[00:14:59.080 --> 00:15:00.920]  特別是以前的時代
[00:15:00.920 --> 00:15:02.280]  所以矮這個表達
[00:15:02.280 --> 00:15:05.360]  不應該看爲一種身體的缺陷或者問題
[00:15:05.360 --> 00:15:06.640]  而這個大特寫
[00:15:06.640 --> 00:15:08.520]  即是凸顯出撒丐
[00:15:08.520 --> 00:15:10.120]  就算是矮
[00:15:10.120 --> 00:15:12.920]  但是他都有個決心
[00:15:12.920 --> 00:15:14.440]  要去見到
[00:15:14.440 --> 00:15:16.840]  尋找到看見耶穌
[00:15:16.840 --> 00:15:17.520]  沒錯
[00:15:17.520 --> 00:15:19.520]  很多人都以爲能夠看到
[00:15:19.520 --> 00:15:21.320]  靠近耶穌多一點
[00:15:21.320 --> 00:15:24.000]  看見耶穌就會清楚一點
[00:15:24.000 --> 00:15:28.640]  是否就代表能夠解決深層的問題呢?
[00:15:28.640 --> 00:15:30.160]  留意一下聖經
[00:15:30.160 --> 00:15:31.440]  這裏告訴我們
[00:15:31.440 --> 00:15:33.880]  撒丐見到這個策略不成功的時候
[00:15:33.880 --> 00:15:37.160]  於是他就說他跑到前頭
[00:15:37.160 --> 00:15:38.360]  爬上桑樹
[00:15:38.360 --> 00:15:39.400]  要去看見耶穌
[00:15:39.400 --> 00:15:41.360]  因爲耶穌必從那裏經過
[00:15:41.360 --> 00:15:43.520]  可能他已經事先收到風
[00:15:43.520 --> 00:15:45.760]  你知道撒丐人面很廣的
[00:15:45.760 --> 00:15:47.120]  他收到風
[00:15:47.120 --> 00:15:49.120]  就知道耶穌在那裏經過
[00:15:49.120 --> 00:15:52.880]  特別你知道撒丐有個瑞利的組織
[00:15:52.880 --> 00:15:56.880]  可能他們在裏面知道耶穌和瑞利走得很近
[00:15:56.880 --> 00:15:58.600]  可能裏面有些善眼
[00:15:58.600 --> 00:15:59.880]  有些情報知道
[00:15:59.880 --> 00:16:01.720]  耶穌在那裏會經過
[00:16:01.720 --> 00:16:02.800]  所以撒丐
[00:16:02.800 --> 00:16:05.040]  因爲剛纔那個策略不成功
[00:16:05.040 --> 00:16:06.000]  現在他怎麼樣呢?
[00:16:06.000 --> 00:16:07.800]  他就跑到前頭
[00:16:07.800 --> 00:16:10.240]  這個字Protraco
[00:16:10.240 --> 00:16:12.480]  又是一個很罕見的字
[00:16:12.480 --> 00:16:15.000]  就是指向前不斷跑
[00:16:15.000 --> 00:16:17.640]  我相信他的舉動應該很快速
[00:16:17.640 --> 00:16:19.760]  就爬上了桑樹
[00:16:19.760 --> 00:16:22.320]  桑樹又是一個很特別的字眼
[00:16:22.320 --> 00:16:23.680]  只有這裏用過
[00:16:23.680 --> 00:16:24.960]  這個字大概的意思就是
[00:16:24.960 --> 00:16:27.440]  類似無花果樹的桑樹
[00:16:27.440 --> 00:16:29.960]  是屬於桑樹波木的一種
[00:16:29.960 --> 00:16:31.400]  撒丐這樣做的目的
[00:16:31.400 --> 00:16:33.560]  就是要去看見耶穌
[00:16:33.560 --> 00:16:35.040]  看見這個字
[00:16:35.040 --> 00:16:36.120]  Hawau 這個字
[00:16:36.120 --> 00:16:38.880]  其實已經是第二次出現的字眼
[00:16:38.880 --> 00:16:42.880]  但仍然是用來突出了他多麼的決心
[00:16:42.880 --> 00:16:45.720]  很想很想去看見耶穌
[00:16:45.720 --> 00:16:47.120]  不過很可惜
[00:16:47.120 --> 00:16:49.760]  不是他首先看見耶穌
[00:16:49.760 --> 00:16:52.800]  而是耶穌首先看見他
[00:16:52.800 --> 00:16:53.680]  所以到最後
