
[00:00:00.000 --> 00:00:02.360]  又跟大家看《路德記》
[00:01:14.240 --> 00:01:16.520]  「不過,我將會和你一起」
[00:01:16.520 --> 00:01:20.000]  「你哪個國,哪個地方,我都會是」
[00:01:20.000 --> 00:01:23.920]  「你的上帝就是我的上帝」
[00:01:23.920 --> 00:01:25.760]  信仰都改了
[00:01:25.760 --> 00:01:29.400]  本來已經改了,他就是摩訶的神
[00:01:29.400 --> 00:01:31.440]  我告訴你
[00:01:31.440 --> 00:01:34.560]  你甚至回去跟摩訶的神都不要緊
[00:01:34.560 --> 00:01:37.280]  你跟我,當然是跟耶和華
[00:01:37.280 --> 00:01:40.080]  現在你回去跟摩訶的神
[00:01:40.080 --> 00:01:42.440]  「不行,我要跟你,我要跟隨你」
[00:01:42.440 --> 00:01:46.360]  「你的上帝就是我的上帝」
[00:01:46.360 --> 00:01:49.360]  「你在哪裡死,我也會在那裡死」
[00:01:49.360 --> 00:01:51.320]  「我跟著你一起死」
[00:01:51.320 --> 00:01:54.800]  「你葬哪裡,我也葬在那裡」
[00:01:54.800 --> 00:01:58.360]  「除非死能使你我相離」
[00:01:58.360 --> 00:02:01.400]  哇,路德真厲害
[00:02:01.400 --> 00:02:03.920]  只有一樣東西能夠令我們分離
[00:02:03.920 --> 00:02:05.760]  只有什麼呢
[00:02:05.760 --> 00:02:09.120]  死,就是如果你先死,我沒有辦法
[00:02:09.120 --> 00:02:10.600]  不過我也會在那裡等死
[00:02:10.600 --> 00:02:13.360]  跟你一起葬
[00:02:13.360 --> 00:02:15.000]  哇,厲害
[00:02:15.000 --> 00:02:17.080]  他是立定這個心意
[00:02:17.080 --> 00:02:18.440]  這是第一點
[00:02:18.440 --> 00:02:20.120]  「不要催我回不跟隨你」
[00:02:20.120 --> 00:02:23.600]  哇,看完真的覺得非常之好
[00:02:23.600 --> 00:02:28.360]  第二,「怨耶和華重重地降罰於我」
[00:02:28.360 --> 00:02:31.120]  「我是立了怨的」
[00:02:31.120 --> 00:02:34.320]  婆婆,我是立了怨
[00:02:34.320 --> 00:02:36.320]  如果我不是這樣做
[00:02:36.320 --> 00:02:38.160]  神是會懲罰我的
[00:02:38.160 --> 00:02:42.080]  立怨,太厲害了
[00:02:42.080 --> 00:02:43.840]  太忠誠了
[00:02:43.840 --> 00:02:47.280]  這個就是路德
[00:02:47.280 --> 00:02:49.760]  第一,他是立志
[00:02:49.760 --> 00:02:53.280]  第二,我是立怨
[00:02:53.280 --> 00:02:55.960]  立志是自己
[00:02:55.960 --> 00:02:57.320]  可以隨時放下,沒有人知道
[00:02:57.320 --> 00:03:00.680]  但是立怨是上帝知道
[00:03:00.680 --> 00:03:02.360]  跟上帝說過
[00:03:02.360 --> 00:03:05.080]  所以其他人可能不知道
[00:03:05.080 --> 00:03:06.080]  不過上帝知道
[00:03:06.080 --> 00:03:07.880]  祂說我已經向耶和華立怨
[00:03:07.880 --> 00:03:09.840]  所以如果不是這樣
[00:03:09.840 --> 00:03:13.560]  怨耶和華重重地懲罰我
[00:03:13.560 --> 00:03:18.000]  我看到路德定義要跟隨自己
[00:03:18.000 --> 00:03:20.480]  就不再勸他了
[00:03:20.480 --> 00:03:22.520]  路德定義
[00:03:22.520 --> 00:03:26.560]  很多時候我們都三心兩意
[00:03:26.560 --> 00:03:27.440]  跟別人談談
[00:03:27.440 --> 00:03:30.440]  不知道跟不跟我婆婆回去
[00:03:30.440 --> 00:03:32.200]  傻的嗎?你當然不跟
[00:03:32.200 --> 00:03:33.520]  你跟回去
[00:03:33.520 --> 00:03:34.920]  一個異族人
[00:03:34.920 --> 00:03:37.200]  在猶大人當中
[00:03:37.200 --> 00:03:38.400]  以色列人當中
[00:03:38.400 --> 00:03:40.160]  很多規矩的
[00:03:40.160 --> 00:03:42.280]  你回去真的受死了
[00:03:42.280 --> 00:03:44.720]  而且一個女人不被尊重
[00:03:44.720 --> 00:03:46.840]  還愛族人
[00:03:46.840 --> 00:03:49.240]  被人打死了
[00:03:49.240 --> 00:03:50.360]  笑死了
[00:03:50.360 --> 00:03:51.560]  歧視你的
[00:03:51.560 --> 00:03:53.040]  千萬不要去
[00:03:53.040 --> 00:03:54.960]  我有我婆婆要照顧
[00:03:54.960 --> 00:03:56.120]  照什麼顧?
[00:03:56.120 --> 00:03:57.720]  她回去有很多世界
[00:03:57.720 --> 00:03:59.080]  有朋友
[00:03:59.080 --> 00:04:00.360]  哪裡需要你照顧?
[00:04:00.360 --> 00:04:01.800]  你照顧到她嗎?
[00:04:01.800 --> 00:04:03.320]  你年紀很小嗎?
[00:04:03.320 --> 00:04:04.800]  你有人依靠嗎?
[00:04:04.800 --> 00:04:05.960]  嘩
[00:04:05.960 --> 00:04:08.880]  如果你叫路德問朋友
[00:04:08.880 --> 00:04:11.120]  一定是我講那番話
[00:04:11.120 --> 00:04:15.040]  不過路德自己定義跟隨
[00:04:15.040 --> 00:04:16.840]  路德定義跟隨
[00:04:16.840 --> 00:04:18.200]  既然這麼定義
[00:04:18.200 --> 00:04:20.720]  婆婆就說我真的很欣賞你
[00:04:20.720 --> 00:04:21.960]  願神祝福你
[00:04:21.960 --> 00:04:26.120]  我們一起回去相依為命
[00:04:26.120 --> 00:04:27.320]  立定心意
[00:04:27.320 --> 00:04:29.480]  立定心意很重要
[00:04:29.480 --> 00:04:31.680]  立定心意是否等於一定好?
[00:04:31.680 --> 00:04:33.880]  當然不是
[00:04:33.880 --> 00:04:36.040]  可能路真的很艱難
[00:04:36.040 --> 00:04:38.000]  當你立定心意要侍奉
[00:04:38.000 --> 00:04:39.960]  神啊我立定心意侍奉祢
[00:04:39.960 --> 00:04:40.640]  求祢祝福
[00:04:40.640 --> 00:04:43.400]  於是我們馬上想起詩篇第一篇
[00:04:43.400 --> 00:04:46.200]  凡他所作的盡都順利
[00:04:46.200 --> 00:04:47.120]  但你要知道
[00:04:47.120 --> 00:04:49.400]  周時未必是
[00:04:49.400 --> 00:04:54.360]  然後整個心意服侍他一定順利
[00:04:54.360 --> 00:04:55.080]  對不起
[00:04:55.080 --> 00:04:56.040]  看錯了
[00:04:56.040 --> 00:04:57.880]  有詩篇第一篇是這樣說
[00:04:57.880 --> 00:04:59.760]  但聖經裡面大部分的人
[00:04:59.760 --> 00:05:02.360]  由舊約先知到新約我們的主
[00:05:02.360 --> 00:05:04.240]  主耶穌
[00:05:04.240 --> 00:05:05.920]  主耶穌夠順服
[00:05:05.920 --> 00:05:07.360]  夠看到整個心意
[00:05:07.360 --> 00:05:09.080]  夠立定心意
[00:05:09.080 --> 00:05:10.800]  祂最尾結果是什麼?
[00:05:10.800 --> 00:05:15.160]  順服引導祂十字架
[00:05:15.160 --> 00:05:16.480]  不順利
[00:05:16.480 --> 00:05:18.080]  跟隨主不順利
[00:05:18.080 --> 00:05:22.600]  不等於一定是跟錯了
[00:05:22.600 --> 00:05:24.920]  一定是誤會了整個心意
[00:05:24.920 --> 00:05:26.920]  一定不是神心意
[00:05:26.920 --> 00:05:27.920]  千萬不要這樣想
[00:05:27.920 --> 00:05:29.760]  有很多時候
[00:05:29.760 --> 00:05:33.760]  不順利反而更加彰顯整個心意
[00:05:33.760 --> 00:05:37.120]  因為不順利是遇到世界的阻力
[00:05:37.120 --> 00:05:38.320]  一定是這樣
[00:05:38.320 --> 00:05:41.360]  反而你跟隨潮流一定沒有阻力
[00:05:41.360 --> 00:05:42.720]  是不是?
[00:05:42.720 --> 00:05:44.720]  所以當他定義的時候
[00:05:44.720 --> 00:05:46.800]  就要立定心意
[00:05:46.800 --> 00:05:50.120]  未必一定是完全順利好的
[00:05:50.120 --> 00:05:51.160]  你們要知道
[00:05:51.160 --> 00:05:52.920]  我們侍奉主、跟隨主
[00:05:52.920 --> 00:05:54.600]  都是要定義
[00:05:54.600 --> 00:05:56.680]  定義跟隨
[00:05:56.680 --> 00:05:58.280]  求主幫我們
[00:05:58.280 --> 00:06:00.480]  好像路德那樣跟隨拿餓米
[00:06:00.480 --> 00:06:04.480]  我們就定義跟隨主耶穌
[00:06:04.480 --> 00:06:07.200]  我們一起禱告
[00:06:07.200 --> 00:06:10.000]  主我們定義要跟隨祢
[00:06:10.000 --> 00:06:11.920]  天父上帝多謝祢的拯救
[00:06:11.920 --> 00:06:14.880]  在我們還作罪人萬古以先
[00:06:14.880 --> 00:06:17.200]  為我們預備了救贖
[00:06:17.200 --> 00:06:18.640]  事後要到
[00:06:18.640 --> 00:06:23.520]  你自己用聖子的身份來到我們當中
[00:06:23.520 --> 00:06:24.400]  將我們救贖
[00:06:24.400 --> 00:06:27.640]  聖靈今天又帶領我們過每天的生活
[00:06:27.640 --> 00:06:29.840]  主我們定義跟隨祢
[00:06:29.840 --> 00:06:32.920]  這位那麼好、那麼寶貴、那麼愛我們
[00:06:32.920 --> 00:06:35.040]  又那麼大能的主
[00:06:35.040 --> 00:06:36.400]  主我們定義跟隨
[00:06:36.400 --> 00:06:39.480]  讓我們有定義跟隨祢的心
[00:06:39.480 --> 00:06:40.920]  很多時候會疑惑
[00:06:40.920 --> 00:06:43.080]  不過讓我們定義跟隨祢
[00:06:43.080 --> 00:06:46.200]  很多時候我們的意志力會變差
[00:06:46.200 --> 00:06:48.640]  求祢幫助我們定義跟隨祢
[00:06:48.640 --> 00:06:49.760]  提醒我們
[00:06:49.760 --> 00:06:52.080]  祈禱奉靠耶穌基督的名
[00:06:52.080 --> 00:06:53.280]  阿門
