
[00:00:00.000 --> 00:00:04.360]  好 頂姐妹 由上年開始
[00:04:59.360 --> 00:05:03.360]  要穿戴上帝所賜的全副軍裝
[00:05:03.360 --> 00:05:06.360]  好抵擋魔鬼的詭計
[00:05:06.360 --> 00:05:08.360]  因為我們的真善
[00:05:08.360 --> 00:05:11.360]  並不是對抗有血有肉的人
[00:05:11.360 --> 00:05:15.360]  而是對抗那些執政的掌權的
[00:05:15.360 --> 00:05:17.360]  管轄這幽暗世界的
[00:05:17.360 --> 00:05:21.360]  以及天空靈界的惡魔
[00:05:21.360 --> 00:05:24.360]  第十節告訴我們
[00:05:24.360 --> 00:05:27.360]  剛強不是來自我們自己
[00:05:27.360 --> 00:05:30.360]  而是在主裡面被剛強
[00:05:30.360 --> 00:05:33.360]  第十節一開始提到最後
[00:05:33.360 --> 00:05:37.360]  在新約裡面最後這個字有兩個用法
[00:05:37.360 --> 00:05:41.360]  可以說一個用法是引入一個新的題目
[00:05:41.360 --> 00:05:45.360]  又可以作為一個段落的總結
[00:05:45.360 --> 00:05:49.360]  在六章十節這裡
[00:05:49.360 --> 00:05:54.360]  可以說它作為四至六章的一個總結
[00:05:54.360 --> 00:05:58.360]  指明信徒他經歷了新的生命之後
[00:05:58.360 --> 00:06:03.360]  他經歷在關係裡面怎樣去活出信仰之後
[00:06:03.360 --> 00:06:08.360]  其實我們要面對的是一場屬靈真戰
[00:06:08.360 --> 00:06:10.360]  保羅首先說
[00:06:10.360 --> 00:06:14.360]  依賴他的大能大力作剛強的人
[00:06:14.360 --> 00:06:17.360]  愚民的意思更加正確的是
[00:06:17.360 --> 00:06:20.360]  要被剛強起來
[00:06:20.360 --> 00:06:22.360]  這是一個被動式
[00:06:22.360 --> 00:06:25.360]  也是一個持續的動作
[00:06:25.360 --> 00:06:28.360]  剛強不是靠努力去撐住
[00:06:28.360 --> 00:06:31.360]  不是靠性格硬朗
[00:06:31.360 --> 00:06:34.360]  也不是靠經驗的累積
[00:06:34.360 --> 00:06:37.360]  而是不斷從神領受能力
[00:06:37.360 --> 00:06:40.360]  讓神托住我們的生命
[00:06:40.360 --> 00:06:43.360]  值得留意的是
[00:06:43.360 --> 00:06:46.360]  保羅提到在主裡這個字
[00:06:46.360 --> 00:06:49.360]  他說在主裡被剛強起來
[00:06:49.360 --> 00:06:56.360]  在主裡這句說話已不鎖書出現超過二十次
[00:06:56.360 --> 00:07:00.360]  也是全卷書神學的核心
[00:07:00.360 --> 00:07:03.360]  所以你們會明白
[00:07:03.360 --> 00:07:06.360]  為什麼我每次講道
[00:07:06.360 --> 00:07:12.360]  主題都是在主裡的一個主題
[00:07:12.360 --> 00:07:15.360]  保羅不是叫我們要向主祈求力量
[00:07:15.360 --> 00:07:18.360]  然後再靠自己去行
[00:07:18.360 --> 00:07:21.360]  而是他講到一個位置
[00:07:21.360 --> 00:07:24.360]  我們本身已經是在主裡
[00:07:24.360 --> 00:07:26.360]  位置先於行動
[00:07:26.360 --> 00:07:28.360]  身份先於努力
[00:07:28.360 --> 00:07:29.360]  換句話說
[00:07:29.360 --> 00:07:31.360]  我們剛強的起點
[00:07:31.360 --> 00:07:35.360]  不是我要更加努力尋求神
[00:07:35.360 --> 00:07:38.360]  而是我已經在主裡
[00:07:38.360 --> 00:07:41.360]  讓主的能力在我身上運行
[00:07:41.360 --> 00:07:46.360]  問題不是我們可不可以更加堅強
[00:07:46.360 --> 00:07:52.360]  而是我有沒有讓神使我剛強起來
[00:07:52.360 --> 00:07:55.360]  很多頂姐妹都會知道
[00:07:55.360 --> 00:08:01.360]  這個星期我都在一個很瘋癲的狀態
[00:08:01.360 --> 00:08:03.360]  因為在三個星期之前
[00:08:03.360 --> 00:08:08.360]  我預備這幾個星期的聚會的時候
[00:08:08.360 --> 00:08:13.360]  我才發現原來所有事情是在同一個星期發生
[00:08:13.360 --> 00:08:16.360]  我自己那一刻才恍然大悟
[00:08:16.360 --> 00:08:25.360]  原來十一號、十四號和前一天、今天
[00:08:25.360 --> 00:08:27.360]  全部在同一個星期發生
[00:08:27.360 --> 00:08:30.360]  在人的層面是很忙碌
[00:08:30.360 --> 00:08:33.360]  壓力也不少
[00:08:33.360 --> 00:08:36.360]  但是感恩的是
[00:08:36.360 --> 00:08:40.360]  在每一天的禱告、靈修
[00:08:40.360 --> 00:08:42.360]  安靜在主裡面的時候
[00:08:42.360 --> 00:08:44.360]  上帝都提醒我
[00:08:44.360 --> 00:08:50.360]  不是將焦點放在我準備的聚會裡面
[00:08:50.360 --> 00:08:54.360]  也不是我自己很努力去撐著
[00:08:54.360 --> 00:08:59.360]  而是要在上帝裡面去支取力量
[00:08:59.360 --> 00:09:03.360]  我這幾個星期都體會
[00:09:03.360 --> 00:09:08.360]  被剛強起來不是一個我努力達到的狀態
[00:09:08.360 --> 00:09:13.360]  而是一個我每一天重新選擇的位置
[00:09:13.360 --> 00:09:15.360]  留在主裡面
[00:09:15.360 --> 00:09:19.360]  讓上帝托著我的生命
[00:09:19.360 --> 00:09:22.360]  我不知道每一個聚會我做得好不好
[00:09:22.360 --> 00:09:28.360]  這個也不是我最著重的東西
[00:09:28.360 --> 00:09:30.360]  我都希望頂展會能夠享受
[00:09:30.360 --> 00:09:32.360]  但是在這幾個星期裡面
[00:09:32.360 --> 00:09:40.360]  我的體會就是與主同工那份美好
[00:09:40.360 --> 00:09:42.360]  我們繼續看經文六章十一節
[00:09:42.360 --> 00:09:46.360]  他說要穿戴上帝所賜的全副軍裝
[00:09:46.360 --> 00:09:50.360]  好抵擋魔鬼的詭計
[00:09:50.360 --> 00:09:55.360]  保羅在原文用了三個發音相似的字
[00:09:55.360 --> 00:09:59.360]  去將三個動作連結起來
[00:09:59.360 --> 00:10:01.360]  這三個發音相似的字
[00:10:01.360 --> 00:10:03.360]  在原文裡面發音相似的字是
[00:10:03.360 --> 00:10:07.360]  被剛強穿戴能夠抵擋
[00:10:07.360 --> 00:10:09.360]  結構很清楚
[00:10:09.360 --> 00:10:13.360]  穿戴神的軍裝就是被剛強的方式
[00:10:13.360 --> 00:10:16.360]  被剛強才能夠抵擋仇敵
[00:10:16.360 --> 00:10:19.360]  這一套神的全副軍裝
[00:10:19.360 --> 00:10:20.360]  在希臘文裡面
[00:10:20.360 --> 00:10:26.360]  是指到羅馬重裝步兵的完整裝備
[00:10:26.360 --> 00:10:29.360]  由頭到腳一件都不能少
[00:10:29.360 --> 00:10:35.360]  保羅特別用全副這個字來提醒我們
[00:10:35.360 --> 00:10:39.360]  不可以只選擇自己喜歡的裝備
[00:10:39.360 --> 00:10:42.360]  有些人只是選擇有信心
[00:10:42.360 --> 00:10:44.360]  但是不紮根真理
[00:10:44.360 --> 00:10:47.360]  有些人識神的道
[00:10:47.360 --> 00:10:51.360]  但是缺乏了福音的平安
[00:10:51.360 --> 00:10:54.360]  這些都是不完整的裝備
[00:10:54.360 --> 00:10:57.360]  會在真戰的時候露出破綻
[00:10:57.360 --> 00:11:00.360]  而一套全副的軍裝有兩個意思
[00:11:00.360 --> 00:11:04.360]  第一個意思是神給的
[00:11:04.360 --> 00:11:06.360]  來源不是來自人
[00:11:06.360 --> 00:11:10.360]  第二個意思是屬於神的
[00:11:10.360 --> 00:11:13.360]  我們穿戴了這副軍裝之後
[00:11:13.360 --> 00:11:15.360]  是代表神出戰
[00:11:15.360 --> 00:11:18.360]  神的軍裝不是外在的裝備
[00:11:18.360 --> 00:11:22.360]  而是我們內在的屬靈生命
[00:11:22.360 --> 00:11:26.360]  所以每一位信徒都可以穿得上
[00:11:26.360 --> 00:11:29.360]  而十二節更加提醒我們
[00:11:29.360 --> 00:11:32.360]  為什麼要穿戴這副軍裝
[00:11:32.360 --> 00:11:35.360]  那個真戰的本質是什麼
[00:11:35.360 --> 00:11:37.360]  經文這樣說
[00:11:37.360 --> 00:11:42.360]  因為我們的真戰並不是對抗有血有肉的人
[00:11:42.360 --> 00:11:45.360]  而是對抗那些執政的掌權的
[00:11:45.360 --> 00:11:47.360]  管轄者幽暗世界的
[00:11:47.360 --> 00:11:51.360]  以及天空靈界的惡魔
[00:11:51.360 --> 00:11:57.360]  保羅提醒我們我們並不是跟屬血氣的真戰
[00:11:57.360 --> 00:12:03.360]  魔鬼最厲害的手段不是張牙舞爪嚇我們
[00:12:03.360 --> 00:12:05.360]  而是用詭計
[00:12:05.360 --> 00:12:10.360]  一些看不到的謊言和控告
[00:12:10.360 --> 00:12:13.360]  在面對家庭的張力的時候
[00:12:13.360 --> 00:12:16.360]  魔鬼會控告我們的家人
[00:12:16.360 --> 00:12:19.360]  會告訴我們他沒得救了
[00:12:19.360 --> 00:12:21.360]  你付出那麼多都沒用
[00:12:21.360 --> 00:12:24.360]  又或者控告我們自己
[00:12:24.360 --> 00:12:26.360]  你都是一個失敗者
[00:12:26.360 --> 00:12:29.360]  你不配得到這份愛
[00:12:29.360 --> 00:12:31.360]  無論是在工作裏面
[00:12:31.360 --> 00:12:32.360]  在家庭裏面
[00:12:32.360 --> 00:12:34.360]  還是在教會服事裏面
[00:12:34.360 --> 00:12:38.360]  魔鬼都用同一個方法詭計
[00:12:38.360 --> 00:12:42.360]  去動搖我們對神的信任
[00:12:42.360 --> 00:12:45.360]  扭曲我們的身份
[00:12:45.360 --> 00:12:50.360]  所以我們的對手並不是我們工作上的老闆
[00:12:50.360 --> 00:12:52.360]  並不是我們的配偶
[00:12:52.360 --> 00:12:54.360]  不是我們的子女
[00:12:54.360 --> 00:12:57.360]  也不是在教會裏面
[00:12:57.360 --> 00:13:00.360]  我們不喜歡的弟兄姊妹
[00:13:00.360 --> 00:13:03.360]  如果我們看錯了戰場的話
[00:13:03.360 --> 00:13:05.360]  一定會用錯方法
[00:13:05.360 --> 00:13:11.360]  只有認清這場真戰是關乎真理與謊言的角力
[00:13:11.360 --> 00:13:20.360]  我們才明白為何有需要穿上神的全副軍裝
[00:13:20.360 --> 00:13:23.360]  所以剛強的起點
[00:13:23.360 --> 00:13:26.360]  是我們要知道自己的位置
[00:13:26.360 --> 00:13:27.360]  不是努力
[00:13:27.360 --> 00:13:29.360]  當我們在主裏面
[00:13:29.360 --> 00:13:31.360]  我們就會被剛強
[00:13:31.360 --> 00:13:33.360]  當我們被剛強
[00:13:33.360 --> 00:13:36.360]  我們就會穿起這副軍裝
[00:13:36.360 --> 00:13:39.360]  當我們穿起這副軍裝
[00:13:39.360 --> 00:13:41.360]  我們就能夠站立得穩
[00:13:41.360 --> 00:13:44.360]  面對真正的敵人
[00:13:44.360 --> 00:13:47.360]  接著看看這副軍裝的裝備
[00:13:47.360 --> 00:13:50.360]  13至17節
[00:13:50.360 --> 00:13:54.360]  描述了這副軍裝是怎樣的
[00:13:54.360 --> 00:13:55.360]  我們一起讀
[00:13:55.360 --> 00:13:57.360]  123
[00:13:57.360 --> 00:14:01.360]  所以要拿起上帝所賜的全副軍裝
[00:14:01.360 --> 00:14:05.360]  好在邪惡的日子能抵擋仇敵
[00:14:05.360 --> 00:14:10.360]  並且完成了一切還能站立得住
[00:14:10.360 --> 00:14:12.360]  所以要站穩了
[00:14:12.360 --> 00:14:15.360]  用真理當作帶子束腰
[00:14:15.360 --> 00:14:18.360]  用公義當作護心鏡遮胸
[00:14:18.360 --> 00:14:24.360]  又用和平的福音當作預備走路的鞋穿在腳上
[00:14:24.360 --> 00:14:28.360]  此外要拿順德的盾牌
[00:14:28.360 --> 00:14:32.360]  用來抗壓惡者一切消著的箭
[00:14:32.360 --> 00:14:35.360]  要帶上救恩的頭盔
[00:14:35.360 --> 00:14:37.360]  拿著聖靈的寶劍
[00:14:37.360 --> 00:14:40.360]  就是上帝的道
[00:14:40.360 --> 00:14:44.360]  保羅在這段經文裏
[00:14:44.360 --> 00:14:47.360]  不斷重複的就是要抵擋
[00:14:47.360 --> 00:14:49.360]  要站立得住
[00:14:49.360 --> 00:14:50.360]  要站穩
[00:14:50.360 --> 00:14:54.360]  他沒有說你要打敗你的仇敵
[00:14:54.360 --> 00:14:57.360]  他是說你要站立得穩
[00:14:57.360 --> 00:15:00.360]  這個分別是很重要
[00:15:00.360 --> 00:15:04.360]  如果我們的目標是要打贏
[00:15:04.360 --> 00:15:07.360]  我們會活在一個壓力裏
[00:15:07.360 --> 00:15:09.360]  我夠不夠強
[00:15:09.360 --> 00:15:11.360]  我會不會輸
[00:15:11.360 --> 00:15:15.360]  但如果我們的目標是站穩的話
[00:15:15.360 --> 00:15:16.360]  我們就會明白
[00:15:16.360 --> 00:15:19.360]  基督徒的德性不是我們有多強
[00:15:19.360 --> 00:15:21.360]  而是我們在壓力裏
[00:15:21.360 --> 00:15:22.360]  在試探
[00:15:22.360 --> 00:15:24.360]  在混亂裏
[00:15:24.360 --> 00:15:27.360]  仍然是不會倒下
[00:15:27.360 --> 00:15:31.360]  剛強的人不一定贏每一場戰
[00:15:31.360 --> 00:15:33.360]  不一定贏每一場仗
[00:15:33.360 --> 00:15:38.360]  但是一定能夠站穩得住
[00:15:38.360 --> 00:15:44.360]  我們繼續看保羅形容的這副軍裝
[00:15:44.360 --> 00:15:49.360]  第一件的器具是真理的腰帶
[00:15:49.360 --> 00:15:53.360]  羅馬士兵束腰是為了行動自由
[00:15:53.360 --> 00:15:57.360]  如果長袍不束起
[00:15:57.360 --> 00:16:02.360]  一出戰場就會跌倒
[00:16:02.360 --> 00:16:04.360]  真理不是靜態的知識
[00:16:04.360 --> 00:16:10.360]  而是要讓我們在戰場裏能夠走得動
[00:16:10.360 --> 00:16:15.360]  當我們對神的認識是夠紮實
[00:16:15.360 --> 00:16:17.360]  面對試探和謊言
[00:16:17.360 --> 00:16:21.360]  我們才有方向有立場走得出去
[00:16:21.360 --> 00:16:24.360]  沒有真理的根基的人
[00:16:24.360 --> 00:16:27.360]  不是被敵人打倒
[00:16:27.360 --> 00:16:31.360]  而是自己跌倒
[00:16:31.360 --> 00:16:34.360]  第二件是公義護心鏡
[00:16:34.360 --> 00:16:38.360]  用來抵擋控告的保護
[00:16:38.360 --> 00:16:42.360]  護心鏡保護的是人的心臟
[00:16:42.360 --> 00:16:46.360]  魔鬼最喜歡攻擊的地方
[00:16:46.360 --> 00:16:49.360]  因為一旦攻擊到你的心臟
[00:16:49.360 --> 00:16:51.360]  你就會死
[00:16:51.360 --> 00:16:53.360]  他不斷的控告
[00:16:53.360 --> 00:16:56.360]  你都算是教徒嗎?
[00:16:56.360 --> 00:16:58.360]  你服事是這樣
[00:16:58.360 --> 00:17:00.360]  神怎會縱容你?
[00:17:00.360 --> 00:17:02.360]  很多教徒站不穩
[00:17:02.360 --> 00:17:05.360]  不是因為他們不愛主
[00:17:05.360 --> 00:17:09.360]  而是一直活在這些控告裏
[00:17:09.360 --> 00:17:11.360]  保羅說的公義
[00:17:11.360 --> 00:17:13.360]  不是我們自己的義
[00:17:13.360 --> 00:17:16.360]  是耶穌基督的義
[00:17:16.360 --> 00:17:20.360]  所以當魔鬼控告我們的時候
[00:17:20.360 --> 00:17:22.360]  可能說你不配
[00:17:22.360 --> 00:17:24.360]  我們可以回應
[00:17:24.360 --> 00:17:26.360]  是的,我們不配
[00:17:26.360 --> 00:17:28.360]  但耶穌基督配
[00:17:28.360 --> 00:17:31.360]  祂的義已經遮蓋了我們
[00:17:31.360 --> 00:17:33.360]  公義的護心鏡
[00:17:33.360 --> 00:17:37.360]  不是證明我們從來沒有失敗
[00:17:37.360 --> 00:17:39.360]  而是提醒我們
[00:17:39.360 --> 00:17:42.360]  即使我們失敗過
[00:17:42.360 --> 00:17:45.360]  我們仍然是屬於主耶穌基督
[00:17:45.360 --> 00:17:49.360]  聖經裏面有一個很真實的例子
[00:17:49.360 --> 00:17:51.360]  就是彼得
[00:17:51.360 --> 00:17:56.360]  彼得是耶穌最親密的門徒之一
[00:17:56.360 --> 00:17:59.360]  是第一個認耶穌為基督的人
[00:17:59.360 --> 00:18:03.360]  但在耶穌被埋,被捕那一晚
[00:18:03.360 --> 00:18:07.360]  他三次否認不認識耶穌
[00:18:07.360 --> 00:18:10.360]  之後彼得出去痛哭
[00:18:10.360 --> 00:18:13.360]  這不是單單是他後悔
[00:18:13.360 --> 00:18:18.360]  而是他生命裏面一個徹底的崩潰
[00:18:18.360 --> 00:18:23.360]  我們猜想彼得的內心在想什麼
[00:18:23.360 --> 00:18:25.360]  他可能在想
[00:18:25.360 --> 00:18:27.360]  我這樣的人
[00:18:27.360 --> 00:18:30.360]  我連跟耶穌理都做不到
[00:18:30.360 --> 00:18:33.360]  我還有沒有資格做一個門徒
[00:18:33.360 --> 00:18:38.360]  但復活的耶穌沒有放棄彼得
[00:18:38.360 --> 00:18:40.360]  約翰福音21章
[00:18:40.360 --> 00:18:44.360]  耶穌三次問彼得你愛我嗎
[00:18:44.360 --> 00:18:48.360]  對應彼得三次的否認
[00:18:48.360 --> 00:18:54.360]  這是一個完全的復活和恢復這段關係
[00:18:54.360 --> 00:18:58.360]  耶穌不是問彼得你上次做得好不好
[00:18:58.360 --> 00:19:02.360]  而是問他你愛不愛我
[00:19:02.360 --> 00:19:04.360]  彼得重新的站立
[00:19:04.360 --> 00:19:07.360]  不是因為他要證明自己夠好
[00:19:07.360 --> 00:19:12.360]  而是因為耶穌主動來接納他恢復他
[00:19:12.360 --> 00:19:17.360]  頂姐妹這個就是公義護心鏡的真正意思
[00:19:17.360 --> 00:19:21.360]  當我們面對一些的控告
[00:19:21.360 --> 00:19:23.360]  壓倒我們
[00:19:23.360 --> 00:19:26.360]  不是叫我們證明自己
[00:19:26.360 --> 00:19:29.360]  而是我們要很清楚知道
[00:19:29.360 --> 00:19:32.360]  我們要回到主耶穌面前
[00:19:32.360 --> 00:19:36.360]  因為耶穌的義已經為我們付上代價
[00:19:36.360 --> 00:19:45.360]  第三件器具是福音的平安鞋
[00:19:45.360 --> 00:19:50.360]  是一對任何地形都站得穩的鞋
[00:19:50.360 --> 00:19:53.360]  羅馬士兵的鞋是有釘的
[00:19:53.360 --> 00:19:58.360]  設計是在任何地形都不會滑倒
[00:19:58.360 --> 00:20:01.360]  不是一對漂亮的鞋
[00:20:01.360 --> 00:20:03.360]  而是一對穩陣的鞋
[00:20:03.360 --> 00:20:08.360]  福音的平安不是環境平靜的平安
[00:20:08.360 --> 00:20:14.360]  而是無論我們雙腳踏在任何地形
[00:20:14.360 --> 00:20:17.360]  都站得穩的平安
[00:20:17.360 --> 00:20:20.360]  當失去了工作
[00:20:20.360 --> 00:20:22.360]  關係破裂
[00:20:22.360 --> 00:20:24.360]  前途不明朗
[00:20:24.360 --> 00:20:26.360]  或者有很多恐懼
[00:20:26.360 --> 00:20:29.360]  福音不是叫我們感覺良好
[00:20:29.360 --> 00:20:35.360]  而是要我們知道我們的根基是在主耶穌基督裏面
[00:20:35.360 --> 00:20:38.360]  不是在環境裏面
[00:20:38.360 --> 00:20:44.360]  然後是信心信德的盾牌
[00:20:44.360 --> 00:20:47.360]  保羅提到盾牌
[00:20:47.360 --> 00:20:54.360]  其實是在表達一種長方形的大盾牌
[00:20:54.360 --> 00:20:57.360]  大到一個士兵蹲下
[00:20:57.360 --> 00:21:02.360]  這個盾牌是可以完全遮住士兵的
[00:21:02.360 --> 00:21:05.360]  羅馬的士兵作戰的時候
[00:21:05.360 --> 00:21:09.360]  每位士兵站在一起
[00:21:09.360 --> 00:21:12.360]  將盾牌彼此連接
[00:21:12.360 --> 00:21:14.360]  形成了堅固的防線
[00:21:14.360 --> 00:21:17.360]  用來抵擋敵人的攻擊
[00:21:17.360 --> 00:21:20.360]  這個意象提醒我們兩件事
[00:21:20.360 --> 00:21:22.360]  在個人的層面
[00:21:22.360 --> 00:21:26.360]  信心是我們面對懷疑和恐懼的時候的保護
[00:21:26.360 --> 00:21:29.360]  在群體的層面
[00:21:29.360 --> 00:21:33.360]  我們的信心是教會防守的一部分
[00:21:33.360 --> 00:21:35.360]  當我們放下盾牌
[00:21:35.360 --> 00:21:38.360]  不單止是我們自己受傷害
[00:21:38.360 --> 00:21:43.360]  還會令到群體都出現缺口
[00:21:43.360 --> 00:21:46.360]  接著是說救恩的頭盔
[00:21:46.360 --> 00:21:48.360]  十七折上
[00:21:48.360 --> 00:21:51.360]  頭盔保護的就是我們的頭
[00:21:51.360 --> 00:21:54.360]  思想和身份的認知
[00:21:54.360 --> 00:21:58.360]  魔鬼最想攻擊的是我們的身份
[00:21:58.360 --> 00:22:01.360]  你是不是真是神的兒女?
[00:22:01.360 --> 00:22:05.360]  你的救恩是不是真的?
[00:22:05.360 --> 00:22:10.360]  救恩的頭盔就是我們救恩的確據
[00:22:10.360 --> 00:22:11.360]  我是神的兒女
[00:22:11.360 --> 00:22:14.360]  這個身份沒有人可以奪去
[00:22:14.360 --> 00:22:17.360]  當這個確據穩固
[00:22:17.360 --> 00:22:21.360]  魔鬼針對我們的身份去攻擊
[00:22:21.360 --> 00:22:27.360]  就沒有辦法入侵我們的思想
[00:22:27.360 --> 00:22:31.360]  最後一件器具就是聖靈的寶劍
[00:22:31.360 --> 00:22:33.360]  留意一件事 弟兄姊妹
[00:22:33.360 --> 00:22:35.360]  剛才所說的五樣東西
[00:22:35.360 --> 00:22:41.360]  其實全部都是防禦性的裝備
[00:22:41.360 --> 00:22:45.360]  但是寶劍是整副的軍裝裡面
[00:22:45.360 --> 00:22:49.360]  唯一拿來進攻的兵器
[00:22:49.360 --> 00:22:55.360]  保羅不是叫我們靠我們的口才去對抗仇敵
[00:22:55.360 --> 00:22:58.360]  不是用我們的方法去對抗仇敵
[00:22:58.360 --> 00:23:04.360]  而是用神的道去主動拆穿這些謊言
[00:23:04.360 --> 00:23:06.360]  回應試探
[00:23:06.360 --> 00:23:10.360]  主耶穌在曠野被試探的時候
[00:23:10.360 --> 00:23:13.360]  祂做了一個最好的示範
[00:23:13.360 --> 00:23:15.360]  魔鬼每一次出招
[00:23:15.360 --> 00:23:19.360]  耶穌的回應都是經上記著說
[00:23:19.360 --> 00:23:22.360]  耶穌不是用感覺 不是用道理
[00:23:22.360 --> 00:23:26.360]  而是用神的話去回應魔鬼
[00:23:26.360 --> 00:23:29.360]  弟兄姊妹
[00:23:29.360 --> 00:23:31.360]  我不想犯罪
[00:23:31.360 --> 00:23:36.360]  我不想犯罪這句話是一個感覺
[00:23:36.360 --> 00:23:42.360]  經上記著說這句話是一個事實
[00:23:42.360 --> 00:23:44.360]  感覺會動搖
[00:23:44.360 --> 00:23:47.360]  但是神的話是不會改變
[00:23:47.360 --> 00:23:50.360]  一個不認識神話語的信徒
