
[00:00:00.000 --> 00:00:03.400]  2016年,現在是2016年1月2日
[00:02:22.200 --> 00:02:28.600]  但是中國人想詩人就想到李伯、陶淵明的《如是地上生》
[00:02:28.600 --> 00:02:31.400]  他們的詩人有少少分別
[00:02:31.400 --> 00:02:36.400]  他們的詩是會唱出來的
[00:02:36.400 --> 00:02:38.200]  即是有音樂可以唱
[00:02:38.200 --> 00:02:41.000]  即是好像剛才PlaySteam一樣會唱出來
[00:02:41.000 --> 00:02:45.200]  詩人的意思就是去作這些東西,即是填詞、作曲
[00:02:45.200 --> 00:02:52.200]  用今日去想,就好像今天的林夕或者Wyman去填詞
[00:02:52.200 --> 00:02:55.200]  大家一起去唱的時候,就會記得一些東西
[00:02:55.200 --> 00:02:57.200]  所以他是一個創作人
[00:02:57.200 --> 00:03:00.600]  即是今天的角度去看,他是一個君王,亦都是一個創作人
[00:03:00.600 --> 00:03:05.200]  今天我們要留意,他作了很多詩篇,百多篇
[00:03:05.200 --> 00:03:10.000]  我們今天留意其中一篇,詩篇105篇
[00:03:10.000 --> 00:03:17.600]  剛才說他是一個創作人,就是今天的唱歌或者寫歌詞的人
[00:03:17.600 --> 00:03:23.200]  究竟他寫這一首詩篇,這一篇究竟是什麼心情下作的呢?
[00:03:23.200 --> 00:03:27.600]  究竟是不是他失戀的時候,失戀的時候就可能作一些情歌
[00:03:27.600 --> 00:03:32.200]  或者他上班很慘,就作上班的事情
[00:03:32.200 --> 00:03:38.800]  我們先要知道究竟詩篇這一篇,大概的背景是什麼?
[00:03:38.800 --> 00:03:42.200]  其實背景大概是在歷代之上,我已經告訴你了
[00:03:42.200 --> 00:03:45.800]  在十五章和十六章中,我大概說到
[00:03:45.800 --> 00:03:50.600]  我拿了兩句出來,讓你知道大衛寫這篇詩的時候
[00:03:50.600 --> 00:03:53.000]  是在什麼情境、什麼心情下寫的
[00:03:53.000 --> 00:03:58.400]  「歷代之上十五章一節,大衛在大衛城為自己建造宮殿」
[00:03:58.400 --> 00:04:02.200]  「又為神的藥櫃預備地方支塔帳篷」
[00:04:02.200 --> 00:04:06.800]  「帳幕十六章一節,眾人將神的藥櫃請進去」
[00:04:06.800 --> 00:04:09.200]  「安放在大衛所搭的帳幕裡」
[00:04:09.200 --> 00:04:13.200]  「就在神面前獻梵濟和平安祭」
[00:04:13.200 --> 00:04:18.800]  這就是大衛寫這篇詩、創作這篇詩的背景
[00:04:18.800 --> 00:04:23.400]  發生什麼事呢?大衛終於成為王了
[00:04:23.400 --> 00:04:25.400]  同一時間,其實他做了王一段時間
[00:04:25.400 --> 00:04:31.600]  但是他一直沒有將神的藥櫃帶回耶路撒冷
[00:04:31.600 --> 00:04:36.200]  仍然是很遠的,沒有將神放回中心
[00:04:36.200 --> 00:04:41.200]  這部份是說他真真正正將神請回到他們國的正中間
[00:04:41.200 --> 00:04:42.800]  即是中心裡面
[00:04:42.800 --> 00:04:47.200]  一個很特別的時代、很特別的時間
[00:04:47.200 --> 00:04:51.600]  就是真真正正以色列國去到最高峰的時候
[00:04:51.600 --> 00:04:53.800]  進行一個特別的轉變
[00:04:53.800 --> 00:04:57.000]  在這個心情下,大衛就去寫詩篇了
[00:04:57.000 --> 00:04:58.200]  寫了《一零五》
[00:04:58.200 --> 00:05:00.400]  我們看看《一零五》是說什麼
[00:05:00.400 --> 00:05:05.000]  我們學習一下究竟進入一個新的時代、新的時候
[00:05:05.000 --> 00:05:07.400]  應該以一個什麼樣的方法去面對
[00:05:07.400 --> 00:05:09.200]  怎樣將神放回首位呢?
[00:05:09.200 --> 00:05:10.800]  我們就學習一下
[00:05:10.800 --> 00:05:13.400]  詩篇,詩篇是一篇篇的
[00:05:13.400 --> 00:05:17.400]  所以我們說其他的是一張張書
[00:05:17.400 --> 00:05:19.000]  即是第幾章、第幾節
[00:05:19.000 --> 00:05:23.800]  詩篇是第幾篇,不是第幾章
[00:05:23.800 --> 00:05:26.200]  所以現在是《一零五》篇一節
[00:05:26.200 --> 00:05:27.800]  我希望大家一起讀
[00:05:27.800 --> 00:05:32.400]  有經文我們一起讀,我再去解釋
[00:05:32.400 --> 00:05:35.200]  我們一起開始吧,《一零五》篇一節
[00:05:35.200 --> 00:05:38.800]  你們要稱謝耶和華,求告他的名
[00:05:38.800 --> 00:05:41.800]  在萬民中傳揚他的作為
[00:05:41.800 --> 00:05:47.000]  要向他唱詩歌頌,談論他一切奇妙的作為
[00:05:47.000 --> 00:05:49.600]  要以他的姓名誇耀
[00:05:49.600 --> 00:05:54.000]  尋求耶和華的人,心中應當歡喜
[00:05:54.000 --> 00:05:57.400]  要尋求耶和華與他的能力
[00:05:57.400 --> 00:06:03.000]  時常尋求他的面,他僕人阿伯拉罕的後裔
[00:06:03.000 --> 00:06:06.200]  他所揀選雅各的子孫
[00:06:06.200 --> 00:06:09.400]  你們要紀念他奇妙的作為
[00:06:09.400 --> 00:06:13.600]  和他的騎士並考中的判語
[00:06:13.600 --> 00:06:16.800]  他是耶和華我們的神
[00:06:16.800 --> 00:06:20.000]  全地都有他的判斷
[00:06:20.000 --> 00:06:24.200]  這就是詩篇的開始
[00:06:24.200 --> 00:06:25.600]  開始說甚麼呢?
[00:06:25.600 --> 00:06:31.000]  開始說了很多我們要做的事
[00:06:31.000 --> 00:06:33.000]  所以我放了一種黃色
[00:06:33.000 --> 00:06:40.200]  你要稱謝,你要求告,你要傳揚,你要歌頌
[00:06:40.200 --> 00:06:45.400]  你要談論,你要誇耀,心中要歡喜
[00:06:45.400 --> 00:06:48.800]  你要尋求,更加要紀念
[00:06:48.800 --> 00:06:53.800]  他進入一個新的時代,一個重要的時刻
[00:06:53.800 --> 00:06:57.000]  他不是只想「我要擴展我的版圖」
[00:06:57.000 --> 00:06:58.800]  「我要建高樓大廈」
[00:06:58.800 --> 00:06:59.800]  「我要做甚麼」
[00:06:59.800 --> 00:07:01.000]  不是,他不是第一件事
[00:07:01.000 --> 00:07:03.000]  一開始第一件事就是
[00:07:03.000 --> 00:07:04.800]  全部都是向著神
[00:07:04.800 --> 00:07:10.800]  他在想,紀念,歌頌神所做的一切事
[00:07:10.800 --> 00:07:14.000]  他奇妙的作為,他在騎士並考中的判語
[00:07:14.000 --> 00:07:15.600]  他想起神
[00:07:15.600 --> 00:07:17.800]  雖然去到新的時代,人人都急著向前行
[00:07:17.800 --> 00:07:19.000]  但第一件事就是
[00:07:19.000 --> 00:07:22.600]  停下我們要紀念歌頌神所做的一切事
[00:07:22.600 --> 00:07:23.800]  為甚麼要做這件事?
[00:07:23.800 --> 00:07:26.800]  很簡單,只有一個原因
[00:07:26.800 --> 00:07:29.200]  因為祂是我們的神
[00:07:29.200 --> 00:07:30.800]  神應該是放第一的
[00:07:30.800 --> 00:07:31.600]  因為祂是我們的神
[00:07:31.600 --> 00:07:33.600]  所以我們去到新的環境
[00:07:33.600 --> 00:07:36.400]  第一件事要想起神為我們做過甚麼
[00:07:36.400 --> 00:07:39.000]  我們要歌頌祂
[00:07:39.000 --> 00:07:41.600]  這就是如何將神放第一
[00:07:41.600 --> 00:07:43.200]  然後他繼續說
[00:07:43.200 --> 00:07:46.800]  我們要稱謝,要傳揚,要談論
[00:07:46.800 --> 00:07:52.200]  如何談論?他在後面開始說
[00:07:52.200 --> 00:07:54.600]  一百零五篇八字我們一起讀
[00:07:54.600 --> 00:07:58.400]  他紀念他的約,直到永遠
[00:07:58.400 --> 00:08:01.600]  他所吩咐的話,直到千代
[00:08:01.600 --> 00:08:04.800]  就是與阿伯拉罕所立的約
[00:08:04.800 --> 00:08:07.000]  向以撒所起的誓
[00:08:07.000 --> 00:08:10.800]  他又將這約向雅各定為律例
[00:08:10.800 --> 00:08:13.800]  向以色列定為永遠的約
[00:08:13.800 --> 00:08:17.400]  說,我必將迦南地賜給你
[00:08:17.400 --> 00:08:19.400]  作你產業的份
[00:08:19.400 --> 00:08:23.600]  當時他們人丁有閒,數目稀少
[00:08:23.600 --> 00:08:26.400]  並且在那地為寄居的
[00:08:26.400 --> 00:08:29.400]  他們從這邦游到那邦
[00:08:29.400 --> 00:08:31.800]  從這國行到那國
[00:08:31.800 --> 00:08:34.800]  他不用甚麼人欺負他們
[00:08:34.800 --> 00:08:37.800]  為他們的緣故集備君王
[00:08:37.800 --> 00:08:41.400]  說,不可為那國
[00:08:41.400 --> 00:08:44.400]  也不可惡度我的先知
[00:08:44.400 --> 00:08:49.400]  可以說,他紀念神做了些甚麼?
[00:08:49.400 --> 00:08:52.400]  原來他第一件事就是
[00:08:52.400 --> 00:08:54.400]  所有開始,他記得一件事
[00:08:54.400 --> 00:08:56.400]  稱讚神或紀念神
[00:08:56.400 --> 00:08:58.400]  第一件事就是神記得他的約
[00:08:58.400 --> 00:09:00.400]  神記得自己說的話,而且是到永遠的
[00:09:00.400 --> 00:09:04.400]  不只是這一代,他說過直到下一代到下一代
[00:09:04.400 --> 00:09:07.400]  所以說阿伯拉罕、以撒、雅各、以色列
[00:09:07.400 --> 00:09:10.400]  一直都直到永遠,他說過的話就成就
[00:09:10.400 --> 00:09:14.400]  他當時對以色列人的一個約
[00:09:14.400 --> 00:09:17.400]  當中說到,我會將迦蘭地賜給你們
[00:09:17.400 --> 00:09:21.400]  你們要進去建立這個國家,即你們有這個地方
[00:09:21.400 --> 00:09:24.400]  他說這句話的時候是對阿伯拉罕說的
[00:09:24.400 --> 00:09:27.400]  那時候他連兒子都沒有
[00:09:27.400 --> 00:09:30.400]  所以說,當時他們人丁稀少
[00:09:30.400 --> 00:09:33.400]  數目稀少
[00:09:33.400 --> 00:09:36.400]  少得很厲害,而且是寄居
[00:09:36.400 --> 00:09:38.400]  寄居他還解釋甚麼是寄居呢?
[00:09:38.400 --> 00:09:40.400]  寄居就是游來游去,在那裏走來走去
[00:09:40.400 --> 00:09:42.400]  去那裏國家,又去那裏
[00:09:42.400 --> 00:09:44.400]  被人拋來拋去,拋來拋去
[00:09:44.400 --> 00:09:48.400]  通常你寄居人丁那麼少的時候
[00:09:48.400 --> 00:09:50.400]  就通常會被人欺負的
[00:09:50.400 --> 00:09:52.400]  但神又說了一樣東西,你又不會被人欺負的
[00:09:52.400 --> 00:09:55.400]  也會欺負你那些人,我會警告他
[00:09:55.400 --> 00:09:59.400]  你不要為難我的人,是我的
[00:09:59.400 --> 00:10:01.400]  即是跟神說,你們是我的
[00:10:01.400 --> 00:10:03.400]  你不要為難我的人
[00:10:03.400 --> 00:10:05.400]  這裏很有趣的
[00:10:05.400 --> 00:10:07.400]  今天到我們了
[00:10:07.400 --> 00:10:09.400]  今天到我們,我們每一個
[00:10:09.400 --> 00:10:11.400]  去channel一個教會
[00:10:11.400 --> 00:10:13.400]  我們要進到一個新的情況
[00:10:13.400 --> 00:10:15.400]  我們由這裏去channel center
[00:10:15.400 --> 00:10:17.400]  到星期日去敬拜
[00:10:17.400 --> 00:10:19.400]  有一個改變,我們要回想
[00:10:19.400 --> 00:10:21.400]  究竟從前神為我們做過甚麼
[00:10:21.400 --> 00:10:23.400]  神其實做了同一樣的事
[00:10:23.400 --> 00:10:27.400]  今天我們是神家裏面的人
[00:10:27.400 --> 00:10:29.400]  是因為耶穌基督的補血
[00:10:29.400 --> 00:10:32.400]  我們可以成為基督徒
[00:10:32.400 --> 00:10:34.400]  跟神有一個份
[00:10:34.400 --> 00:10:38.400]  很簡單,經常說
[00:10:38.400 --> 00:10:40.400]  信耶穌好得永生
[00:10:40.400 --> 00:10:42.400]  很簡單,是吧
[00:10:42.400 --> 00:10:44.400]  這是可信的,神是信實的
[00:10:44.400 --> 00:10:46.400]  他不會丟下我們,我們會永生
[00:10:46.400 --> 00:10:48.400]  也說了一樣東西
[00:10:48.400 --> 00:10:50.400]  他跟我們說,叫我們傳福金
[00:10:50.400 --> 00:10:52.400]  使萬民在我門徒
[00:10:52.400 --> 00:10:54.400]  奉父子聖靈的名
[00:10:54.400 --> 00:10:56.400]  為他們施洗或施浸
[00:10:56.400 --> 00:10:58.400]  有說,凡是他所教導我們的
[00:10:58.400 --> 00:11:00.400]  我們要吩咐其他人去遵守
[00:11:00.400 --> 00:11:02.400]  這個神就是這樣
[00:11:02.400 --> 00:11:04.400]  但我們不要忘記最後一句
[00:11:04.400 --> 00:11:06.400]  你這樣做就跟我們在一起
[00:11:06.400 --> 00:11:08.400]  我們就可以經歷到神
[00:11:08.400 --> 00:11:10.400]  神就跟我們一起,直到世界的末了
[00:11:10.400 --> 00:11:12.400]  這是耶穌自己說的
[00:11:12.400 --> 00:11:14.400]  我不知道當中有多少人還記得
[00:11:14.400 --> 00:11:16.400]  希望大家還記得
[00:11:16.400 --> 00:11:18.400]  頻道是怎樣來的
[00:11:18.400 --> 00:11:20.400]  頻道是怎樣開始的
[00:11:20.400 --> 00:11:22.400]  很沉的,我們會說完又說,說完又說
[00:11:22.400 --> 00:11:24.400]  聖經也是這樣
[00:11:24.400 --> 00:11:26.400]  你會發現聖經經常說來又說
[00:11:26.400 --> 00:11:28.400]  說來又說,說來又說
[00:11:28.400 --> 00:11:30.400]  都是這樣說出埃及的
[00:11:30.400 --> 00:11:32.400]  希望大家還記得神做過甚麼
[00:11:32.400 --> 00:11:34.400]  我們當初開始的時候,當然當中還記得的話
[00:11:34.400 --> 00:11:36.400]  是一班大英姐妹
[00:11:36.400 --> 00:11:38.400]  真是人丁有限
[00:11:38.400 --> 00:11:40.400]  數目稀少
[00:11:40.400 --> 00:11:42.400]  極之少的一班人
[00:11:42.400 --> 00:11:44.400]  但神就很有趣,將我們放在一起
[00:11:44.400 --> 00:11:46.400]  讓我們看到同一樣東西
[00:11:46.400 --> 00:11:48.400]  我們在伯克利
[00:11:48.400 --> 00:11:50.400]  大大間學校,大大個學生
[00:11:50.400 --> 00:11:52.400]  很多中國人,很多香港人
[00:11:52.400 --> 00:11:54.400]  很多講粵語的人
[00:11:54.400 --> 00:11:56.400]  他們不認識神
[00:11:56.400 --> 00:11:58.400]  神跟我們說我們要傳福金
[00:11:58.400 --> 00:12:00.400]  很多人你應該要去傳
[00:12:00.400 --> 00:12:02.400]  我們就去
[00:12:02.400 --> 00:12:04.400]  我們就去傳
[00:12:04.400 --> 00:12:06.400]  這個就是我們的開始
[00:12:06.400 --> 00:12:08.400]  人丁單薄
[00:12:08.400 --> 00:12:10.400]  數目稀少
[00:12:10.400 --> 00:12:12.400]  但我們只是拿著一句說話
[00:12:12.400 --> 00:12:14.400]  就是耶穌基督就求我們
[00:12:14.400 --> 00:12:16.400]  你去傳福金,你去施洗,你去教導
[00:12:16.400 --> 00:12:18.400]  我就與你們同在
[00:12:18.400 --> 00:12:20.400]  直到世界的末了
[00:12:20.400 --> 00:12:22.400]  我們就去,我們就憑著那句
[00:12:22.400 --> 00:12:24.400]  神所說,耶穌所說,我們就去
[00:12:24.400 --> 00:12:26.400]  就去
[00:12:26.400 --> 00:12:28.400]  這個說的
[00:12:28.400 --> 00:12:30.400]  神說,我保護你們
[00:12:30.400 --> 00:12:32.400]  沒有人可以欺負你們
[00:12:32.400 --> 00:12:34.400]  我會保守你們
[00:12:34.400 --> 00:12:36.400]  大家這樣聽
[00:12:36.400 --> 00:12:38.400]  但心裏有個疑惑
[00:12:38.400 --> 00:12:40.400]  但以色列人
[00:12:40.400 --> 00:12:42.400]  之後很慘
[00:12:42.400 --> 00:12:44.400]  他們
[00:12:44.400 --> 00:12:46.400]  進了埃及
[00:12:46.400 --> 00:12:48.400]  受很多苦
[00:12:48.400 --> 00:12:50.400]  他們去了那個曠野
[00:12:50.400 --> 00:12:52.400]  滾了四十年
[00:12:52.400 --> 00:12:54.400]  很慘
[00:12:54.400 --> 00:12:56.400]  為什麼你不會保護他們呢
[00:12:56.400 --> 00:13:00.400]  留下尾巴
[00:13:00.400 --> 00:13:04.400]  當中應該有很多人
[00:13:04.400 --> 00:13:06.400]  在圖片裏面出現過
[00:13:06.400 --> 00:13:08.400]  人丁單薄
[00:13:08.400 --> 00:13:10.400]  這裏不單薄
[00:13:10.400 --> 00:13:12.400]  我們去到的時候
[00:13:12.400 --> 00:13:14.400]  2013年我們真真正正的
[00:13:14.400 --> 00:13:16.400]  去到學校裏面
[00:13:16.400 --> 00:13:18.400]  被我們看到我們要傳福金
[00:13:18.400 --> 00:13:20.400]  我們就跑到學校裏面去敬拜
[00:13:20.400 --> 00:13:22.400]  2013年開始
[00:13:22.400 --> 00:13:24.400]  我們敬拜在學校裏面
[00:13:24.400 --> 00:13:26.400]  去找班房,去租班房開始敬拜
[00:13:26.400 --> 00:13:28.400]  當中
[00:13:28.400 --> 00:13:30.400]  丁姊妹一起去幫手
[00:13:30.400 --> 00:13:32.400]  一次一次
[00:13:32.400 --> 00:13:34.400]  當中有丁姊妹
[00:13:34.400 --> 00:13:36.400]  可能現在已經回到香港或其他地方
[00:13:36.400 --> 00:13:38.400]  但都繼續為神去打拼
[00:13:38.400 --> 00:13:40.400]  剛才前面有一張照片
[00:13:40.400 --> 00:13:42.400]  我可以翻譯給大家看
[00:13:42.400 --> 00:13:44.400]  在彈Bass
[00:13:44.400 --> 00:13:46.400]  那個大兄可能大家都不認識
[00:13:46.400 --> 00:13:48.400]  現在今天都只見到Dory在彈Bass
[00:13:48.400 --> 00:13:50.400]  那個叫Vincent
[00:13:50.400 --> 00:13:52.400]  他回到香港
[00:13:52.400 --> 00:13:54.400]  但他在做什麼呢?
[00:13:54.400 --> 00:13:56.400]  他仍然在做同一類的事工
[00:13:56.400 --> 00:13:58.400]  他在中大做學生的事工
[00:13:58.400 --> 00:14:00.400]  也在做音樂的事工
[00:14:00.400 --> 00:14:02.400]  繼續走下去
[00:14:02.400 --> 00:14:04.400]  但神帶他去別的地方
[00:14:04.400 --> 00:14:06.400]  仍然在做同一類的事
[00:14:06.400 --> 00:14:08.400]  當然有一次
[00:14:08.400 --> 00:14:10.400]  我們人丁單薄
[00:14:10.400 --> 00:14:12.400]  我去到租地方
[00:14:12.400 --> 00:14:14.400]  由一間房搬去另一間房
[00:14:14.400 --> 00:14:16.400]  搬去另一間房
[00:14:16.400 --> 00:14:18.400]  游牧民族走來走去
[00:14:18.400 --> 00:14:20.400]  就是這樣
[00:14:20.400 --> 00:14:22.400]  每次都會有人來
[00:14:22.400 --> 00:14:24.400]  我們在擔心有沒有人知道我們在做什麼
[00:14:24.400 --> 00:14:26.400]  有沒有人會信主
[00:14:26.400 --> 00:14:28.400]  還是我們幾個傻子不知道在做什麼
[00:14:28.400 --> 00:14:30.400]  但神是信實的
[00:14:30.400 --> 00:14:32.400]  真的有人信主
[00:14:32.400 --> 00:14:34.400]  神的確信實
[00:14:34.400 --> 00:14:36.400]  繼續下去
[00:14:36.400 --> 00:14:38.400]  我們是游牧民族
[00:14:38.400 --> 00:14:40.400]  去到哪裡拆到哪裡
[00:14:40.400 --> 00:14:42.400]  我那時候的十字架還是很新的
[00:14:42.400 --> 00:14:44.400]  今天經歷過風霜
[00:14:44.400 --> 00:14:46.400]  變了顏色
[00:14:46.400 --> 00:14:48.400]  人也經歷過風霜
[00:14:48.400 --> 00:14:50.400]  這位是Andrew
[00:14:50.400 --> 00:14:52.400]  這位是誰
[00:14:52.400 --> 00:14:54.400]  那位是Jacky
[00:14:54.400 --> 00:14:56.400]  十年人事
[00:14:56.400 --> 00:14:58.400]  雞翻身還未夠十年
[00:14:58.400 --> 00:15:00.400]  他的身形也有些改變
[00:15:00.400 --> 00:15:02.400]  你也有空和我們搬十字架
[00:15:02.400 --> 00:15:04.400]  這是Jacky
[00:15:04.400 --> 00:15:06.400]  我們由一個辦公室去到另一個辦公室
[00:15:06.400 --> 00:15:08.400]  就好像以色列人一樣
[00:15:08.400 --> 00:15:10.400]  由一個地方去到另一個地方
[00:15:10.400 --> 00:15:12.400]  但神是信實的
[00:15:12.400 --> 00:15:14.400]  我們是到處去
[00:15:14.400 --> 00:15:16.400]  很開心
[00:15:16.400 --> 00:15:18.400]  雖然很困難但很開心
[00:15:18.400 --> 00:15:20.400]  剛才神說
[00:15:20.400 --> 00:15:22.400]  我保護你們
[00:15:22.400 --> 00:15:24.400]  因為你是我的人
[00:15:24.400 --> 00:15:26.400]  但大家知道我看聖經
[00:15:26.400 --> 00:15:28.400]  以色列人其實很慘
[00:15:28.400 --> 00:15:30.400]  他們又要去埃及被人打
[00:15:30.400 --> 00:15:32.400]  在荒野走了四十年
[00:15:32.400 --> 00:15:34.400]  發生什麼事
[00:15:34.400 --> 00:15:36.400]  我們看看大衛怎樣說
[00:15:36.400 --> 00:15:38.400]  我們一起讀
[00:15:38.400 --> 00:15:40.400]  105篇16節
[00:15:40.400 --> 00:15:42.400]  他命饑荒幹在那地上
[00:15:42.400 --> 00:15:44.400]  將所倚靠的糧食
[00:15:44.400 --> 00:15:46.400]  全行斷絕
[00:15:46.400 --> 00:15:48.400]  在他們以先
[00:15:48.400 --> 00:15:50.400]  發一個人去
[00:15:50.400 --> 00:15:52.400]  若失被賣為奴隸
[00:15:52.400 --> 00:15:54.400]  人用腳
[00:15:54.400 --> 00:15:56.400]  療傷他的腳
[00:15:56.400 --> 00:15:58.400]  他被鐵鏈困驅
[00:15:58.400 --> 00:16:00.400]  耶和華的話
[00:16:00.400 --> 00:16:02.400]  試煉他
[00:16:02.400 --> 00:16:04.400]  直等到他所說的話
[00:16:04.400 --> 00:16:06.400]  應驗了
[00:16:06.400 --> 00:16:08.400]  王打法人把他解開
[00:16:08.400 --> 00:16:10.400]  就是治理眾民的
[00:16:10.400 --> 00:16:12.400]  把他釋放
[00:16:12.400 --> 00:16:14.400]  納他作王家之主
[00:16:14.400 --> 00:16:16.400]  掌管他一切
[00:16:16.400 --> 00:16:18.400]  所有的
[00:16:18.400 --> 00:16:20.400]  使他隨意捆綁他的神宰
[00:16:20.400 --> 00:16:22.400]  將智慧
[00:16:22.400 --> 00:16:24.400]  教導他的長老
[00:16:24.400 --> 00:16:28.400]  這裡說了一個很慘的經歷
[00:16:28.400 --> 00:16:32.400]  有饑荒
[00:16:32.400 --> 00:16:34.400]  又賣了奴隸
[00:16:34.400 --> 00:16:36.400]  又被人鎖住
[00:16:38.400 --> 00:16:40.400]  第一件事很重要
[00:16:40.400 --> 00:16:44.400]  不是其他人傷害他
[00:16:44.400 --> 00:16:46.400]  不是軍王或敵人傷害他
[00:16:46.400 --> 00:16:48.400]  沒有人可以傷害你
[00:16:48.400 --> 00:16:50.400]  這件事是神自己做的
[00:16:50.400 --> 00:16:54.400]  神命令了他們
[00:16:54.400 --> 00:16:56.400]  要經歷一個饑荒
[00:16:56.400 --> 00:16:58.400]  要將其中一個人
[00:16:58.400 --> 00:17:00.400]  打發一個人先行
[00:17:00.400 --> 00:17:02.400]  若失被賣為奴隸
[00:17:02.400 --> 00:17:04.400]  他吃了很多苦
[00:17:04.400 --> 00:17:06.400]  神要施煉他
[00:17:06.400 --> 00:17:08.400]  而他一直在等待
[00:17:08.400 --> 00:17:10.400]  等待神何時工作
[00:17:10.400 --> 00:17:12.400]  去拯救他
[00:17:12.400 --> 00:17:14.400]  但經過了一段的試煉
[00:17:14.400 --> 00:17:16.400]  一段的苦難之後
[00:17:16.400 --> 00:17:18.400]  他又成為了有一個權力
[00:17:18.400 --> 00:17:20.400]  可以掌權
[00:17:20.400 --> 00:17:22.400]  究竟他在做什麼呢?
[00:17:22.400 --> 00:17:24.400]  你又說很愛祝福保護他們
[00:17:24.400 --> 00:17:26.400]  為什麼你自己又特意找些事情搞他們呢?
[00:17:26.400 --> 00:17:28.400]  是不是太過份了?
[00:17:28.400 --> 00:17:30.400]  我們繼續看下去
[00:17:30.400 --> 00:17:32.400]  這個只是罪惡
[00:17:34.400 --> 00:17:36.400]  我們一起讀
[00:18:04.400 --> 00:18:06.400]  陷地顯示歧視
[00:18:06.400 --> 00:18:10.400]  原來剛才只是一個罪惡
[00:18:10.400 --> 00:18:12.400]  沒東西吃也不要緊
[00:18:12.400 --> 00:18:14.400]  被人賣為奴隸也不要緊
[00:18:14.400 --> 00:18:16.400]  他全家浪漫哀求
[00:18:16.400 --> 00:18:18.400]  神要祝福他們
[00:18:18.400 --> 00:18:20.400]  但同時他的敵人也很憎恨他
[00:18:20.400 --> 00:18:22.400]  哀求也很憎恨他
[00:18:22.400 --> 00:18:24.400]  這裡說得很清楚
[00:18:24.400 --> 00:18:26.400]  是神令那群人很憎恨他的百姓
