
[00:00:00.000 --> 00:00:12.000]  在大年初二的日子先祝福大家新年進步 身體健康
[00:07:18.000 --> 00:07:20.000]  三十四章這樣形容
[00:07:20.000 --> 00:07:21.000]  然後這樣記載
[00:07:21.000 --> 00:07:24.000]  他就是那位有憐憫、有恩典的上帝
[00:07:24.000 --> 00:07:29.000]  並且有豐盛的慈愛和信實
[00:07:29.000 --> 00:07:31.000]  那究竟「慈愛」和「信實」
[00:07:31.000 --> 00:07:34.000]  繫在頸項上是甚麼意思呢?
[00:07:34.000 --> 00:07:36.000]  剛才讀的經文裡
[00:07:36.000 --> 00:07:40.000]  它說「不可使慈愛誠實離開你」
[00:07:40.000 --> 00:07:41.000]  我覺得英文的意思
[00:07:41.000 --> 00:07:44.000]  當我看起來好像更加完整
[00:07:44.000 --> 00:07:48.000]  它說「Never let loyalty and kindness leave you」
[00:07:48.000 --> 00:07:50.000]  好像更加完整地告訴我們
[00:07:50.000 --> 00:07:53.000]  就是不要讓忠誠和慈愛離開你
[00:07:53.000 --> 00:07:55.000]  要跟隨我們的意思
[00:07:55.000 --> 00:07:58.000]  更加全面地理解這句句子
[00:07:58.000 --> 00:08:00.000]  就是說我們無論走著
[00:08:00.000 --> 00:08:01.000]  無論坐著
[00:08:01.000 --> 00:08:02.000]  無論我們去哪裡
[00:08:02.000 --> 00:08:04.000]  無論我們在做甚麼
[00:08:04.000 --> 00:08:05.000]  我們都要讓人看到
[00:08:05.000 --> 00:08:09.000]  我們心裡有仁慈和忠誠
[00:08:09.000 --> 00:08:12.000]  當我們今天經歷過上帝的恩慈
[00:08:12.000 --> 00:08:15.000]  和上帝的慈愛和信實的時候
[00:08:15.000 --> 00:08:20.000]  讓仁慈和忠誠成為我們的生命
[00:08:20.000 --> 00:08:23.000]  這裡甚至是在說我們生命的表現
[00:08:23.000 --> 00:08:25.000]  我們要表現出來
[00:08:25.000 --> 00:08:29.000]  我們有仁慈和忠誠
[00:08:29.000 --> 00:08:30.000]  作者繼續說
[00:08:30.000 --> 00:08:32.000]  「這樣」
[00:08:32.000 --> 00:08:33.000]  在第四節說
[00:08:33.000 --> 00:08:38.000]  「這樣你必在上帝和世人眼前蒙恩寵」
[00:08:38.000 --> 00:08:41.000]  並且有美好的見識
[00:08:41.000 --> 00:08:42.000]  我們再看
[00:08:42.000 --> 00:08:45.000]  《新普》本是譯作
[00:08:45.000 --> 00:08:48.000]  「必蒙上帝和世人的喜愛」
[00:08:48.000 --> 00:08:51.000]  你就得到「好明星」
[00:08:51.000 --> 00:08:53.000]  「好明星」這個字
[00:08:53.000 --> 00:08:56.000]  是指我們基督徒的生命
[00:08:56.000 --> 00:08:58.000]  我們有基督的香氣
[00:08:58.000 --> 00:08:59.000]  我們的行事為人
[00:08:59.000 --> 00:09:03.000]  和我們的蒙子的恩是相情
[00:09:03.000 --> 00:09:07.000]  這個其實不只是關乎我們個人的事
[00:09:07.000 --> 00:09:09.000]  是關乎我們的群體
[00:09:09.000 --> 00:09:10.000]  是關乎基督教的信仰
[00:09:10.000 --> 00:09:13.000]  是關乎我們基督徒的見證
[00:09:13.000 --> 00:09:16.000]  因為人能夠從我們的生命
[00:09:16.000 --> 00:09:20.000]  看到我們的上帝就是那位滿有慈愛
[00:09:20.000 --> 00:09:23.000]  滿有信誓的神
[00:09:23.000 --> 00:09:27.000]  有人曾經這樣形容基督徒的生命
[00:09:27.000 --> 00:09:30.000]  好像金魚缸的魚一樣
[00:09:30.000 --> 00:09:33.000]  我們的一言一行
[00:09:33.000 --> 00:09:37.000]  都是代表基督的信仰群體
[00:09:37.000 --> 00:09:41.000]  當別人從我們神義裡的身上
[00:09:41.000 --> 00:09:44.000]  感受到神的愛
[00:09:44.000 --> 00:09:46.000]  今年的作者就鼓勵我們
[00:09:46.000 --> 00:09:53.000]  這樣你就必蒙上帝和世人的喜愛
[00:09:53.000 --> 00:10:00.000]  第二個祝福是路徑平坦
[00:10:00.000 --> 00:10:01.000]  同一款的電器
[00:10:01.000 --> 00:10:04.000]  我們在使用的時候
[00:10:04.000 --> 00:10:05.000]  就算不同的牌子
[00:10:05.000 --> 00:10:06.000]  我們都會怎樣
[00:10:06.000 --> 00:10:08.000]  穩陣的我們會怎樣
[00:10:08.000 --> 00:10:10.000]  先看看說明書
[00:10:10.000 --> 00:10:14.000]  穩陣一點因為操作的先後次序會有點不同
[00:10:14.000 --> 00:10:16.000]  以致我們能夠更加準確
[00:10:16.000 --> 00:10:20.000]  掌握那件電器的操作使用
[00:10:20.000 --> 00:10:23.000]  基督人生最大的需要就是
[00:10:23.000 --> 00:10:26.000]  莫過於我們所行的一切路上
[00:10:26.000 --> 00:10:28.000]  有神的指引
[00:10:28.000 --> 00:10:30.000]  經文提醒我們
[00:10:30.000 --> 00:10:32.000]  你要專心仰賴耶和華
[00:10:32.000 --> 00:10:34.000]  不可以依靠自己的聰明
[00:10:34.000 --> 00:10:39.000]  在你一切所行的路上都要認定祂
[00:10:39.000 --> 00:10:42.000]  經常聽到有信徒這樣說
[00:10:42.000 --> 00:10:43.000]  不知道的
[00:10:43.000 --> 00:10:45.000]  看神怎樣帶領
[00:10:45.000 --> 00:10:49.000]  甚至有時我自己都會這樣說
[00:10:49.000 --> 00:10:51.000]  我苦心自問
[00:10:51.000 --> 00:10:55.000]  我是否真後依靠上帝的帶領呢
[00:10:55.000 --> 00:10:57.000]  還是我想上帝
[00:10:57.000 --> 00:11:01.000]  按著我的想法去成就呢
[00:11:01.000 --> 00:11:04.000]  第六節給我們一個應許
[00:11:04.000 --> 00:11:09.000]  神必使你的道路平靜
[00:11:09.000 --> 00:11:12.000]  這裡其實是附帶著三個條件
[00:11:12.000 --> 00:11:14.000]  才會成就這件事
[00:11:14.000 --> 00:11:18.000]  第一 你要專心仰賴耶和華
[00:11:18.000 --> 00:11:20.000]  我參考多兩個譯本
[00:11:20.000 --> 00:11:22.000]  其中一個譯本是甚麼呢
[00:11:22.000 --> 00:11:26.000]  完全 你要完全的信靠上主
[00:11:26.000 --> 00:11:28.000]  我更加喜歡這個英文譯本
[00:11:28.000 --> 00:11:32.000]  Trust in the law with all your heart
[00:11:32.000 --> 00:11:36.000]  即是說我們要完全全心全意
[00:11:36.000 --> 00:11:39.000]  去信靠我們的主
[00:11:39.000 --> 00:11:41.000]  第二個要留意的
[00:11:41.000 --> 00:11:45.000]  就是我們不可以依靠自己的聰明
[00:11:45.000 --> 00:11:47.000]  原文是譯作
[00:11:47.000 --> 00:11:52.000]  不可眼中看自己為智慧
[00:11:52.000 --> 00:11:55.000]  我在思想究竟仰賴耶和華
[00:11:55.000 --> 00:11:58.000]  和靠自己的聰明是甚麼意思呢
[00:11:58.000 --> 00:12:00.000]  其實兩樣東西是對立的
[00:12:00.000 --> 00:12:03.000]  你留意一下靠自己的聰明和仰賴耶和華
[00:12:03.000 --> 00:12:05.000]  其實原來是對立的
[00:12:05.000 --> 00:12:07.000]  那怎樣才算有自信呢
[00:12:07.000 --> 00:12:10.000]  或者怎樣是靠自己的聰明呢
[00:12:10.000 --> 00:12:13.000]  原來兩者是有分別的
[00:12:13.000 --> 00:12:15.000]  有自信的人 有自信心的人
[00:12:15.000 --> 00:12:19.000]  他認定上帝是萬有源頭
[00:12:19.000 --> 00:12:21.000]  他在做每一件事
[00:12:21.000 --> 00:12:24.000]  他會靠著主給他加他的力量
[00:12:24.000 --> 00:12:25.000]  他知道沒有上帝
[00:12:25.000 --> 00:12:27.000]  他沒有力量可以完成
[00:12:27.000 --> 00:12:29.000]  但自以為聰明是怎樣呢
[00:12:29.000 --> 00:12:31.000]  很自負
[00:12:31.000 --> 00:12:34.000]  可能過度相信或者高估了自己
[00:12:34.000 --> 00:12:36.000]  有些時候忘記了上帝
[00:12:36.000 --> 00:12:39.000]  甚至忘記上帝過去的作為
[00:12:39.000 --> 00:12:41.000]  第三個情況
[00:12:41.000 --> 00:12:46.000]  就是在你一切所行的事上
[00:12:46.000 --> 00:12:51.000]  英文是「Sit his view in all you do」
[00:12:51.000 --> 00:12:54.000]  就是說你做的所有事
[00:12:54.000 --> 00:12:57.000]  就是生活每一個層面
[00:12:57.000 --> 00:12:59.000]  我們都要認定神
[00:12:59.000 --> 00:13:02.000]  有一個譯本「認定」是譯作「認識」的意思
[00:13:02.000 --> 00:13:04.000]  我們要認識神
[00:13:04.000 --> 00:13:06.000]  會不會有些時候
[00:13:06.000 --> 00:13:10.000]  我們將生活和信仰很容易分開呢
[00:13:10.000 --> 00:13:13.000]  我們有沒有將信仰帶進我們的職場呢
[00:13:13.000 --> 00:13:16.000]  帶進我們的家庭呢
[00:13:16.000 --> 00:13:18.000]  斟言這裡的作者說
[00:13:18.000 --> 00:13:22.000]  當我們在一切所做的事上都認定神
[00:13:22.000 --> 00:13:23.000]  都認識神
[00:13:23.000 --> 00:13:27.000]  就是我們在生活的每一個層面都認識
[00:13:27.000 --> 00:13:29.000]  神就是掌管著神
[00:13:29.000 --> 00:13:32.000]  都認定神是我們生命的重心的時候
[00:13:32.000 --> 00:13:35.000]  神就會指引我們
[00:13:35.000 --> 00:13:37.000]  言下之意作者的意思就是說
[00:13:37.000 --> 00:13:39.000]  如果我們願意做好我們的部份
[00:13:39.000 --> 00:13:41.000]  去認定神
[00:13:41.000 --> 00:13:43.000]  在我們所行的路上認定神
[00:13:43.000 --> 00:13:48.000]  神就會將祂所做的事
[00:13:48.000 --> 00:13:50.000]  去帶領我們
[00:13:50.000 --> 00:13:52.000]  將我們所做的事去指引我們
[00:13:52.000 --> 00:13:54.000]  祂就會做祂那一部份
[00:13:54.000 --> 00:13:58.000]  就是說當我們不靠自己的聰明認定神的時候
[00:13:58.000 --> 00:14:00.000]  神就會保守我們
[00:14:00.000 --> 00:14:02.000]  不會走落罪的陷阱
[00:14:02.000 --> 00:14:06.000]  亦都不會失去了人生的方向
[00:14:06.000 --> 00:14:08.000]  有多少個時候
[00:14:08.000 --> 00:14:11.000]  我們在做一些有經驗的事情上
[00:14:11.000 --> 00:14:14.000]  或者一些耳熟能詳的事情裡面
[00:14:14.000 --> 00:14:17.000]  我們用自己的方法去處理呢
[00:14:17.000 --> 00:14:19.000]  但是到了出了事的時候
[00:14:19.000 --> 00:14:22.000]  或者到了遇到很大問題困難的時候
[00:14:22.000 --> 00:14:27.000]  我才後悔原來我從來沒有為了這件事去祈禱
[00:14:27.000 --> 00:14:32.000]  或者我從來沒有在這件事去交託救比神
[00:14:32.000 --> 00:14:35.000]  事變的三十七篇第五節
[00:14:35.000 --> 00:14:39.000]  提醒我們當將來的事交託耶和華
[00:14:39.000 --> 00:14:41.000]  並依靠祂
[00:14:41.000 --> 00:14:44.000]  祂就必成全
[00:14:44.000 --> 00:14:47.000]  上帝是絕對可靠的神
[00:14:47.000 --> 00:14:54.000]  問題是我們是不是絕對的去信靠上帝呢
[00:14:54.000 --> 00:14:57.000]  我們做父母我們都會很樂意
[00:14:57.000 --> 00:15:00.000]  當我們的子女走來跟我們分享她的生命
[00:15:00.000 --> 00:15:02.000]  分享她的生命的每一步
[00:15:02.000 --> 00:15:03.000]  她每一個階段
[00:15:03.000 --> 00:15:04.000]  她每一件事情
[00:15:04.000 --> 00:15:05.000]  她跟我們分享的時候
[00:15:05.000 --> 00:15:07.000]  或者她不知道怎麼走的時候
[00:15:07.000 --> 00:15:08.000]  我們都會分享我們的經驗
[00:15:08.000 --> 00:15:10.000]  我們可以跟她來分析
[00:15:10.000 --> 00:15:11.000]  我們會去告訴她
[00:15:11.000 --> 00:15:12.000]  我們會去陪伴她
[00:15:12.000 --> 00:15:13.000]  甚至給她一些意見
[00:15:13.000 --> 00:15:17.000]  你可以怎麼做
[00:15:17.000 --> 00:15:20.000]  英文有一句說話很有意思
[00:15:20.000 --> 00:15:21.000]  它說
[00:15:21.000 --> 00:15:25.000]  If he is not God of all
[00:15:25.000 --> 00:15:28.000]  He is not God at all
[00:15:28.000 --> 00:15:29.000]  中文的意思就是
[00:15:29.000 --> 00:15:31.000]  若果他不是凡是作神
[00:15:31.000 --> 00:15:34.000]  他就不是神
[00:15:34.000 --> 00:15:36.000]  讓我嘗試再個人化一點你的句子
[00:15:36.000 --> 00:15:39.000]  若果他不是凡是作神
[00:15:39.000 --> 00:15:44.000]  他就不是我的神
[00:15:44.000 --> 00:15:47.000]  一個真正認識上帝的人
[00:15:47.000 --> 00:15:49.000]  不單只是頭腦上的認識
[00:15:49.000 --> 00:15:51.000]  而是他能夠腳踏實地
[00:15:51.000 --> 00:15:53.000]  在我們每一件事
[00:15:53.000 --> 00:15:55.000]  每一個環境所經歷的
[00:15:55.000 --> 00:15:57.000]  每一件事情上
[00:15:57.000 --> 00:16:02.000]  顯明我們是專心依靠耶和華的人
[00:16:02.000 --> 00:16:06.000]  第三個祝福就是身體有力
[00:16:06.000 --> 00:16:09.000]  《針連》作者說不要自以為有智慧
[00:16:09.000 --> 00:16:12.000]  這個跟第五節不要自以為聰明
[00:16:12.000 --> 00:16:14.000]  其實很相似
[00:16:14.000 --> 00:16:16.000]  所以我嘗試參考英文譯本
[00:16:16.000 --> 00:16:18.000]  他來解釋這句話
[00:16:18.000 --> 00:16:23.000]  Don't be impressed with your own wisdom
[00:16:23.000 --> 00:16:24.000]  中文的意思就是說
[00:16:24.000 --> 00:16:27.000]  不要被自己的智慧所感動
[00:16:27.000 --> 00:16:29.000]  就是不要以為自己了不起
[00:16:29.000 --> 00:16:32.000]  不要以為自己已經成功
[00:16:32.000 --> 00:16:34.000]  不要以為自己已經
[00:16:34.000 --> 00:16:36.000]  因為這樣就暫立得住
[00:16:36.000 --> 00:16:37.000]  他反而有時
[00:16:37.000 --> 00:16:39.000]  當我們自己以為可以的時候
[00:16:39.000 --> 00:16:45.000]  我們就可能輕看一些不以為意的事
[00:16:45.000 --> 00:16:47.000]  經文說要敬畏耶和華
[00:16:47.000 --> 00:16:49.000]  遠離惡事
[00:16:49.000 --> 00:16:51.000]  什麼是惡事呢
[00:16:51.000 --> 00:16:55.000]  這不只是指一些犯罪的事
[00:16:55.000 --> 00:16:57.000]  一些違反律法的事
[00:16:57.000 --> 00:17:00.000]  這特別是指一些東西
[00:17:00.000 --> 00:17:01.000]  一些事情
[00:17:01.000 --> 00:17:02.000]  一些環境
[00:17:02.000 --> 00:17:05.000]  如果他不能讓我們好好親近神的時候
[00:17:05.000 --> 00:17:08.000]  叫我們不經不覺去離棄神
[00:17:08.000 --> 00:17:09.000]  去遠離神
[00:17:09.000 --> 00:17:11.000]  其實那些就是惡事
[00:17:11.000 --> 00:17:13.000]  神所賜每一樣東西都是好
[00:17:13.000 --> 00:17:15.000]  神給我們每一樣祝福都是好
[00:17:15.000 --> 00:17:17.000]  但是如果那樣東西神賜給我們
[00:17:17.000 --> 00:17:19.000]  但是當祂在我們生命裡面
[00:17:19.000 --> 00:17:21.000]  佔了一個很重要的位置
[00:17:21.000 --> 00:17:23.000]  甚至高過於神的時候
[00:17:23.000 --> 00:17:26.000]  那樣就是惡事
[00:17:26.000 --> 00:17:28.000]  經文繼續說
[00:17:28.000 --> 00:17:32.000]  要敬畏耶和華 遠離惡事 就怎樣
[00:17:32.000 --> 00:17:35.000]  祂必醫治你的身體
[00:17:35.000 --> 00:17:36.000]  有些譯本
[00:17:36.000 --> 00:17:37.000]  剛才我們讀的譯本
[00:17:37.000 --> 00:17:39.000]  都是說醫治我們的肚臍
[00:17:39.000 --> 00:17:41.000]  為什麼作者會形容到肚臍
[00:17:41.000 --> 00:17:43.000]  或者說到這個位置呢
[00:17:43.000 --> 00:17:46.000]  肚臍是我們人的中間腹部
[00:17:46.000 --> 00:17:48.000]  一個很重要的位置
[00:17:48.000 --> 00:17:49.000]  我們知道
[00:17:49.000 --> 00:17:52.000]  胎兒在媽媽的腹中的時候
[00:17:52.000 --> 00:17:54.000]  她不是靠口來吃東西
[00:17:54.000 --> 00:17:56.000]  她是靠肚臍
[00:17:56.000 --> 00:17:58.000]  透過磁帶輸送食物給她
[00:17:58.000 --> 00:18:00.000]  同樣她排泄的時候
[00:18:00.000 --> 00:18:03.000]  都不是靠那個門
[00:18:03.000 --> 00:18:05.000]  而是她是靠肚臍
[00:18:05.000 --> 00:18:13.000]  透過磁帶來輸送一些廢物來排泄
[00:18:13.000 --> 00:18:15.000]  所以看到肚臍是胎兒
[00:18:15.000 --> 00:18:18.000]  和母親一個唯一很重要的連接
[00:18:18.000 --> 00:18:21.000]  肚臍也是我們人中心的位置
[00:18:21.000 --> 00:18:23.000]  如果有做運動的人
[00:18:23.000 --> 00:18:28.000]  我們知道肚臍附近的腹肌
[00:18:28.000 --> 00:18:30.000]  人家說笑說有多少個腹肌
[00:18:30.000 --> 00:18:31.000]  六個腹肌
[00:18:31.000 --> 00:18:32.000]  是不是很結實的
[00:18:32.000 --> 00:18:33.000]  很重要的
[00:18:33.000 --> 00:18:35.000]  如果有做運動的人
[00:18:35.000 --> 00:18:36.000]  或者有舉重
[00:18:36.000 --> 00:18:38.000]  做一些縮腳的選手
[00:18:38.000 --> 00:18:39.000]  他們都很重要
[00:18:39.000 --> 00:18:40.000]  要保持這個力
[00:18:40.000 --> 00:18:42.000]  他們會找一些帶子
[00:18:42.000 --> 00:18:44.000]  可能會抓住腰
[00:18:44.000 --> 00:18:48.000]  以致他們能夠好好地站穩
[00:18:48.000 --> 00:18:51.000]  用好力 用好站好的重心
[00:18:51.000 --> 00:18:52.000]  一些網球選手
[00:18:52.000 --> 00:18:54.000]  當他們打棒球的時候
[00:18:54.000 --> 00:18:56.000]  棒球也是放在肚腹的前面
[00:18:56.000 --> 00:18:59.000]  以致他們能夠站得穩
[00:18:59.000 --> 00:19:01.000]  以致他們能夠平衡發球的時候
[00:19:01.000 --> 00:19:04.000]  他們動的時候都能夠平衡
[00:19:04.000 --> 00:19:06.000]  接球發球都能夠平衡
[00:19:06.000 --> 00:19:11.000]  所以看到肚臍已經是一個很重要的位置
[00:19:11.000 --> 00:19:13.000]  當胎兒出生的時候
[00:19:13.000 --> 00:19:15.000]  醫護人員就會剪掉什麼
[00:19:15.000 --> 00:19:17.000]  肚臍 磁帶
[00:19:17.000 --> 00:19:20.000]  後來在七十年代就發現到
[00:19:20.000 --> 00:19:22.000]  原來科學家就發現
[00:19:22.000 --> 00:19:27.000]  磁帶上面的組織含有大量的幹細胞
[00:19:27.000 --> 00:19:31.000]  而這些幹細胞含有一些未分化細胞
[00:19:31.000 --> 00:19:34.000]  對於日後我們細胞的根生
[00:19:34.000 --> 00:19:37.000]  器官的活化
[00:19:37.000 --> 00:19:40.000]  組織的修補原來有重大的幫助
[00:19:40.000 --> 00:19:42.000]  所以我們要發覺
