
[00:00:00.000 --> 00:00:04.120]  今天的題目是《峰迴路轉》
[00:04:06.520 --> 00:04:08.520]  9加6是多少?
[00:04:08.520 --> 00:04:09.520]  15
[00:04:09.520 --> 00:04:12.120]  接著他就贏了,對不對?
[00:04:12.120 --> 00:04:13.720]  結果他就晉身四強
[00:04:13.720 --> 00:04:16.120]  一直打上去奪金牌
[00:04:16.120 --> 00:04:18.720]  真的是峰迴路轉
[00:04:18.720 --> 00:04:21.120]  不過我覺得這麼精彩的賽事
[00:04:21.120 --> 00:04:24.520]  其實張家朗更精彩地演繹了
[00:04:24.520 --> 00:04:27.720]  一種叫做堅持的精神
[00:04:27.720 --> 00:04:29.920]  是嗎?
[00:04:29.920 --> 00:04:34.720]  人生的路上的確有很多峰迴路轉的例子
[00:04:34.720 --> 00:04:38.520]  不知道你們有沒有看過這部電影呢?
[00:04:38.520 --> 00:04:41.320]  我也有看過,對不對?
[00:04:41.320 --> 00:04:44.720]  就是創造港產片的歷史
[00:04:44.720 --> 00:04:46.920]  突破了億元大關
[00:04:46.920 --> 00:04:48.120]  不過你們知不知道
[00:04:48.120 --> 00:04:52.520]  黃子華以前在電影圈有一個什麼花名?
[00:04:52.520 --> 00:04:56.320]  對,前面Joy就說「票房毒藥」
[00:04:56.320 --> 00:04:58.320]  雖然他一直在電視
[00:04:58.320 --> 00:05:01.120]  或者他的「棟篤笑Talk Show」都很受歡迎
[00:05:01.120 --> 00:05:02.720]  不過不知道為什麼他拍了片
[00:05:02.720 --> 00:05:04.320]  以前都不能收
[00:05:04.320 --> 00:05:05.920]  哇,我看過一些紀錄
[00:05:05.920 --> 00:05:08.720]  特意去找他的紀錄來看看
[00:05:08.720 --> 00:05:12.320]  有些電影可以低到20多萬而已
[00:05:12.320 --> 00:05:16.120]  有一部電影只收了幾萬元
[00:05:16.120 --> 00:05:17.520]  哇,你想想
[00:05:17.520 --> 00:05:21.520]  由「票房毒藥」變成「票房保證」
[00:05:21.520 --> 00:05:24.320]  這條路真的是峰迴路轉
[00:05:24.320 --> 00:05:27.520]  不過我相信在這條峰迴路轉上
[00:05:27.520 --> 00:05:33.120]  都付出了很多努力和堅持,對不對?
[00:05:33.120 --> 00:05:34.920]  我們在人生的路上
[00:05:34.920 --> 00:05:39.720]  的而且確會遇上不同的挑戰或者風浪
[00:05:39.720 --> 00:05:42.320]  有高有低的時候
[00:05:42.320 --> 00:05:44.520]  不過作為基督徒的我們
[00:05:44.520 --> 00:05:48.720]  有沒有把握可以越過這些高山低谷
[00:05:48.720 --> 00:05:50.720]  得著從創世而來
[00:05:50.720 --> 00:05:54.120]  上帝已經為我們預備好
[00:05:54.120 --> 00:05:56.720]  願意信靠他的人
[00:05:56.720 --> 00:05:59.520]  所預備好的英許呢?
[00:05:59.520 --> 00:06:02.320]  今天我們會繼續看《迦拉太書》
[00:06:02.320 --> 00:06:04.320]  我們一起在經文裡面
[00:06:04.320 --> 00:06:08.320]  看看上帝對我們有什麼提醒,好不好?
[00:06:08.320 --> 00:06:09.720]  說到英許
[00:06:09.720 --> 00:06:11.920]  先跟大家看第一點
[00:06:11.920 --> 00:06:17.120]  英許的基礎原來就是相信永恆不變的藥
[00:06:17.120 --> 00:06:21.120]  不如我們請大家一起讀下面幾節聖經
[00:06:21.120 --> 00:06:22.520]  弟兄們
[00:06:22.520 --> 00:06:25.320]  可請曉聖聖聖保佑
[00:06:25.320 --> 00:06:27.720]  順聖聖人的能力
[00:06:27.720 --> 00:06:29.520]  若你已經兩十年
[00:06:29.520 --> 00:06:32.920]  受過聖人帝典和家臣職
[00:06:32.920 --> 00:06:36.120]  所應對的與士兵打敗
[00:06:36.120 --> 00:06:37.920]  和他子孫絕職
[00:06:37.920 --> 00:06:39.520]  聖聖的子孫
[00:06:39.520 --> 00:06:40.720]  眾子孫
[00:06:40.720 --> 00:06:42.120]  以上之多人
[00:06:42.120 --> 00:06:43.320]  乃是孫
[00:06:43.320 --> 00:06:45.120]  比乃一個子孫
[00:06:45.120 --> 00:06:46.520]  此聖一代
[00:06:46.520 --> 00:06:47.920]  就是基督
[00:06:47.920 --> 00:06:49.920]  麻煩你讀完這兩節
[00:06:49.920 --> 00:06:51.720]  我是者魔說
[00:06:51.720 --> 00:06:53.920]  神要先所能的藥
[00:06:53.920 --> 00:06:56.320]  不能被那四百三十年
[00:06:56.320 --> 00:06:58.120]  儀式的惡化改變
[00:06:58.120 --> 00:07:01.120]  叫英許虛於虛言
[00:07:01.120 --> 00:07:02.920]  一律承受產業
[00:07:02.920 --> 00:07:04.720]  若負負律法
[00:07:04.720 --> 00:07:06.720]  作不本全應
[00:07:06.720 --> 00:07:09.120]  但神是臨時興予
[00:07:09.120 --> 00:07:11.920]  打散業士不踏實大行
[00:07:11.920 --> 00:07:13.120]  是喲
[00:07:13.120 --> 00:07:13.920]  上個星期
[00:07:13.920 --> 00:07:14.920]  Pastor Lily在這裡
[00:07:14.920 --> 00:07:15.920]  跟我們分享
[00:07:15.920 --> 00:07:17.920]  分享得很清楚
[00:07:17.920 --> 00:07:19.120]  福音
[00:07:19.120 --> 00:07:22.520]  只是在於釘十字架的
[00:07:22.520 --> 00:07:23.520]  耶穌基督
[00:07:23.520 --> 00:07:26.120]  並且我們用信心去領受
[00:07:26.120 --> 00:07:27.520]  是上帝賜給我們
[00:07:27.520 --> 00:07:29.120]  白白的恩典
[00:07:29.120 --> 00:07:30.720]  完全不在乎
[00:07:30.720 --> 00:07:32.720]  人做什麼功德
[00:07:32.720 --> 00:07:34.520]  不過由於當時的
[00:07:34.520 --> 00:07:37.320]  猶太派的基督徒
[00:07:37.320 --> 00:07:39.120]  就是說他原本是猶太教的
[00:07:39.120 --> 00:07:40.920]  不過後來信了耶穌
[00:07:40.920 --> 00:07:43.720]  他們未能夠一下子接受
[00:07:43.720 --> 00:07:46.320]  唯獨相信的原則
[00:07:46.320 --> 00:07:48.920]  他們堅持在信耶穌以外
[00:07:48.920 --> 00:07:51.320]  還要加上守律法
[00:07:51.320 --> 00:07:53.320]  作為蒙神越納的
[00:07:53.320 --> 00:07:54.920]  另一個基礎
[00:07:54.920 --> 00:07:56.520]  所以保羅在這裡
[00:07:56.520 --> 00:07:58.120]  就要很認真地
[00:07:58.120 --> 00:07:59.920]  解釋清楚給他們知道
[00:07:59.920 --> 00:08:03.520]  律法和藥的關係
[00:08:03.520 --> 00:08:04.920]  保羅很聰明
[00:08:04.920 --> 00:08:07.920]  用了人的藥去做比喻
[00:08:07.920 --> 00:08:10.320]  什麼是民藥
[00:08:10.320 --> 00:08:13.920]  原來有遺囑或者契約的意思
[00:08:13.920 --> 00:08:16.120]  特別在十八節他講到
[00:08:16.120 --> 00:08:17.920]  承受產業
[00:08:17.920 --> 00:08:20.920]  就更加有遺囑的味道
[00:08:20.920 --> 00:08:24.320]  保羅用人的常理去解釋
[00:08:24.320 --> 00:08:26.720]  遺囑一旦生效
[00:08:26.720 --> 00:08:29.720]  遺囑裡面的意願和應許
[00:08:29.720 --> 00:08:32.120]  就不可以作廢
[00:08:32.120 --> 00:08:34.920]  或者增加任何的條款
[00:08:34.920 --> 00:08:36.520]  如果人的遺囑
[00:08:36.520 --> 00:08:38.920]  都有這麼大的約束力
[00:08:38.920 --> 00:08:40.120]  神的應許
[00:08:40.120 --> 00:08:43.320]  神的約就更加不用說了
[00:08:43.320 --> 00:08:44.920]  約書的效力
[00:08:44.920 --> 00:08:48.320]  是在於納約人的意願
[00:08:48.320 --> 00:08:52.320]  我們的上帝是公義信實的上帝
[00:08:52.320 --> 00:08:53.920]  祂所應許的
[00:08:53.920 --> 00:08:56.120]  祂當然不會食言
[00:08:56.120 --> 00:08:58.320]  完全去履行
[00:08:58.320 --> 00:09:01.320]  阿伯拉罕承受了這個約
[00:09:01.320 --> 00:09:02.520]  這個應許
[00:09:02.520 --> 00:09:04.320]  四百三十年之後
[00:09:04.320 --> 00:09:08.120]  神又透過摩西頒下了六法
[00:09:08.120 --> 00:09:10.920]  當然四百三十年之後的六法
[00:09:10.920 --> 00:09:13.320]  是不可以廢掉或者破壞
[00:09:13.320 --> 00:09:16.920]  上帝之前已經訂立的約
[00:09:16.920 --> 00:09:18.520]  所以六法本身
[00:09:18.520 --> 00:09:24.520]  是不會叫上帝的約生效或者失效的
[00:09:24.520 --> 00:09:26.720]  保羅這樣提醒我們
[00:09:26.720 --> 00:09:29.520]  我們又回看十六節
[00:09:29.520 --> 00:09:30.720]  回看十六節
[00:09:30.720 --> 00:09:33.320]  原來上帝這個約
[00:09:33.320 --> 00:09:35.320]  這個應許的約
[00:09:35.320 --> 00:09:37.120]  有兩個受約人
[00:09:37.120 --> 00:09:38.920]  那兩個受約人是誰?
[00:09:38.920 --> 00:09:40.520]  阿伯拉罕
[00:09:40.520 --> 00:09:41.120]  還有呢?
[00:09:41.120 --> 00:09:41.920]  基督
[00:09:41.920 --> 00:09:42.920]  基督
[00:09:42.920 --> 00:09:45.320]  祂指向一個子孫
[00:09:45.320 --> 00:09:48.120]  那個就是基督
[00:09:48.120 --> 00:09:50.520]  阿伯拉罕承受了神的約
[00:09:50.520 --> 00:09:54.120]  上帝在創世紀十七章七節
[00:09:54.120 --> 00:09:55.120]  還這樣說
[00:09:55.120 --> 00:09:57.320]  大家又讀一下這節聖經
[00:09:57.320 --> 00:10:01.120]  我給了你們平平世上最大的祝賀
[00:10:01.120 --> 00:10:02.720]  是天下最好的約
[00:10:02.720 --> 00:10:04.520]  作永遠的約
[00:10:04.520 --> 00:10:07.920]  是要穿插祈禱的一種約
[00:10:07.920 --> 00:10:10.920]  原來阿伯拉罕所接納
[00:10:10.920 --> 00:10:12.520]  所受的這個約
[00:10:12.520 --> 00:10:14.520]  上帝所給他的這個約
[00:10:14.520 --> 00:10:15.920]  不只祝福他
[00:10:15.920 --> 00:10:18.120]  而是他所有的子孫
[00:10:18.120 --> 00:10:21.920]  包括恩信清義的屬靈子孫
[00:10:21.920 --> 00:10:25.920]  都要跟他一起承受這個祝福
[00:10:25.920 --> 00:10:29.720]  作上帝約的子民
[00:10:29.720 --> 00:10:32.920]  與基督同作後寺
[00:10:32.920 --> 00:10:35.120]  真的與基督同作後寺?
[00:10:35.120 --> 00:10:36.320]  看看羅馬書
[00:10:36.320 --> 00:10:38.520]  八章十六次十七次怎麼說
[00:10:38.520 --> 00:10:40.120]  大家又一起讀
[00:10:40.120 --> 00:10:42.320]  聖靈與我們的心
[00:10:42.320 --> 00:10:45.120]  同性同志神職以對
[00:10:45.120 --> 00:10:47.920]  基子以對子子同志
[00:10:47.920 --> 00:10:49.920]  就職職同志
[00:10:49.920 --> 00:10:52.120]  和基督同職同志
[00:10:52.120 --> 00:10:54.920]  如與我們同在的祝福
[00:10:54.920 --> 00:10:57.920]  (吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞吞)
[00:10:57.920 --> 00:10:58.720]  嘩
[00:10:58.720 --> 00:11:00.120]  原來基督來
[00:11:00.120 --> 00:11:03.520]  就是實現上帝的應許
[00:11:03.520 --> 00:11:07.120]  上帝與阿伯拉罕所立的約
[00:11:07.120 --> 00:11:07.720]  嘩
[00:11:07.720 --> 00:11:09.320]  我們是上帝的兒女
[00:11:09.320 --> 00:11:11.920]  還是神的後子
[00:11:11.920 --> 00:11:14.120]  可以承繼產業
[00:11:14.120 --> 00:11:14.920]  不過
[00:11:14.920 --> 00:11:15.920]  更厲害
[00:11:15.920 --> 00:11:18.720]  誰當我們的證人?
[00:11:18.720 --> 00:11:21.320]  見不見到聖經怎麼說?
[00:11:21.320 --> 00:11:22.920]  誰?
[00:11:22.920 --> 00:11:24.920]  聖靈啊大膽一點
[00:11:24.920 --> 00:11:26.520]  你們是沒有錯的
[00:11:26.520 --> 00:11:28.120]  聖靈啊
[00:11:28.120 --> 00:11:31.920]  聖靈與我們一同作證
[00:11:31.920 --> 00:11:33.920]  成為了我們的證人
[00:11:33.920 --> 00:11:35.720]  真是厲害
[00:11:35.720 --> 00:11:39.520]  上帝親自為我們作證
[00:11:39.520 --> 00:11:41.320]  如果大家細心一點的話
[00:11:41.320 --> 00:11:43.120]  其實在十八節的時候
[00:11:43.120 --> 00:11:44.320]  有兩個字
[00:11:44.320 --> 00:11:48.120]  是神是憑應許把產業
[00:11:48.120 --> 00:11:50.320]  賜給阿伯拉罕
[00:11:50.320 --> 00:11:51.520]  賜給那兩個字
[00:11:51.520 --> 00:11:52.720]  原來在原文
[00:11:52.720 --> 00:11:54.920]  是一個完成的時式
[00:11:54.920 --> 00:11:56.720]  就是說這個次級的
[00:11:56.720 --> 00:11:58.520]  已經做完了
[00:11:58.520 --> 00:11:59.720]  這個送禮物
[00:11:59.720 --> 00:12:02.320]  這個已經做完了
[00:12:02.320 --> 00:12:04.320]  就是說這個應許的本質
[00:12:04.320 --> 00:12:06.320]  是永久的
[00:12:06.320 --> 00:12:07.920]  送出去這個動作
[00:12:07.920 --> 00:12:08.920]  已經完成了
[00:12:08.920 --> 00:12:10.320]  是永久性的
[00:12:10.320 --> 00:12:12.320]  也呼應著第十五節
[00:12:12.320 --> 00:12:16.720]  不可以廢棄或者加增的原則
[00:12:16.720 --> 00:12:21.320]  其實保羅用遺囑來作比喻
[00:12:21.320 --> 00:12:23.120]  真的很容易令人明白
[00:12:23.120 --> 00:12:26.120]  不單止保羅時期適用
[00:12:26.120 --> 00:12:28.520]  來到廿一世紀的今天
[00:12:28.520 --> 00:12:31.120]  我覺得都仍然有效
[00:12:31.120 --> 00:12:32.720]  為什麼我這樣說呢
[00:12:32.720 --> 00:12:35.320]  我記得在報紙上面
[00:12:35.320 --> 00:12:37.320]  在新聞上面看過了
[00:12:37.320 --> 00:12:39.920]  有一位現在很出名的歌星
[00:12:39.920 --> 00:12:42.120]  他媽媽去世的時候
[00:12:42.120 --> 00:12:44.120]  其實他很小
[00:12:44.120 --> 00:12:45.320]  他很小
[00:12:45.320 --> 00:12:47.120]  他媽媽為了保護他
[00:12:47.120 --> 00:12:48.920]  就立了一份這樣的遺囑
[00:12:48.920 --> 00:12:55.920]  將這些遺產全部交給基金信託公司去管理
[00:12:55.920 --> 00:13:00.120]  他每個月只可以拿一個定額的生活費
[00:13:00.120 --> 00:13:03.120]  一直到他三十五歲的時候
[00:13:03.120 --> 00:13:08.320]  他就可以領了他媽媽的遺產
[00:13:08.320 --> 00:13:10.120]  媽媽為了愛的緣故
[00:13:10.120 --> 00:13:11.520]  就保護他女兒
[00:13:11.520 --> 00:13:13.120]  免得他不懂事
[00:13:13.120 --> 00:13:15.520]  還沒懂事的時候
[00:13:15.520 --> 00:13:18.320]  就被人騙光了錢
[00:13:18.320 --> 00:13:20.320]  另外一個幾百億
[00:13:20.320 --> 00:13:23.520]  幾百億身家的富豪
[00:13:23.520 --> 00:13:25.920]  又廣泛地流傳了
[00:13:25.920 --> 00:13:27.520]  他立了一份遺囑
[00:13:27.520 --> 00:13:29.520]  什麼遺囑呢
[00:13:29.520 --> 00:13:30.720]  原來一份遺囑說
[00:13:30.720 --> 00:13:33.120]  他沒有遺產繼承人的
[00:13:33.120 --> 00:13:37.320]  不過就有十五位遺產受益人
[00:13:37.320 --> 00:13:44.120]  每人每月可以領取二百萬的生活費
[00:13:44.120 --> 00:13:46.120]  大家覺得二百萬不錯吧
[00:13:46.120 --> 00:13:47.920]  前面很多人都有反應
[00:13:47.920 --> 00:13:50.920]  不過對幾百億的富豪
[00:13:50.920 --> 00:13:52.720]  原來是另一回事
[00:13:52.720 --> 00:13:57.120]  那些二百萬可能是他們的零用錢
[00:13:57.120 --> 00:13:58.720]  所以對他們來說
[00:13:58.720 --> 00:14:02.320]  可能跟我們的看法很有距離
[00:14:02.320 --> 00:14:05.920]  不過無論流傳出來的遺囑的內容
[00:14:05.920 --> 00:14:07.320]  是真還是假
[00:14:07.320 --> 00:14:08.920]  有多少真有多少假
[00:14:08.920 --> 00:14:10.720]  不是我今天的重點
[00:14:10.720 --> 00:14:12.120]  我今天的重點就是
[00:14:12.120 --> 00:14:14.320]  遺囑的內容生效了
[00:14:14.320 --> 00:14:17.520]  後人就不可以作出任何的改動
[00:14:17.520 --> 00:14:20.520]  無論他的後人想怎麼改都不能改
[00:14:20.520 --> 00:14:23.720]  就跟著這份遺囑執行
[00:14:23.720 --> 00:14:27.720]  不過他們仍然是這份遺產的受益人
[00:14:27.720 --> 00:14:31.120]  他們八百都是受益的
[00:14:31.120 --> 00:14:36.120]  我們的神是守約施慈愛的上帝
[00:14:36.120 --> 00:14:38.720]  他向阿巴拉罕所立的
[00:14:38.720 --> 00:14:42.720]  「恩信清義」的約是不會改變的
[00:14:42.720 --> 00:14:46.320]  正如之前幾位牧者的教導
[00:14:46.320 --> 00:14:49.520]  這個從神而來得救的應許
[00:14:49.520 --> 00:14:51.920]  是八百的恩典
[00:14:51.920 --> 00:14:54.320]  只要你信靠耶穌
[00:14:54.320 --> 00:14:55.520]  你就可以得到
[00:14:55.520 --> 00:14:57.120]  你信不信
[00:14:57.120 --> 00:14:57.520]  信
[00:14:57.520 --> 00:14:59.720]  多謝這位弟兄這麼肯定
[00:14:59.720 --> 00:15:01.320]  是的
[00:15:01.320 --> 00:15:04.120]  為甚麼保羅一而再再而三
[00:15:04.120 --> 00:15:06.320]  無論在羅馬書或者迦拉太書
[00:15:06.320 --> 00:15:07.920]  他不斷要強調
[00:15:07.920 --> 00:15:11.320]  「恩信清義」是上帝給我們
[00:15:11.320 --> 00:15:12.720]  八百的恩典
[00:15:12.720 --> 00:15:15.920]  是一份上帝給我們永恆不變的約
[00:15:15.920 --> 00:15:18.720]  是一個應許
[00:15:18.720 --> 00:15:21.520]  是一份禮物
[00:15:21.520 --> 00:15:22.720]  是的
[00:15:22.720 --> 00:15:24.320]  真是遺囑約
[00:15:24.320 --> 00:15:26.120]  我們不可以隨便修改
[00:15:26.120 --> 00:15:27.720]  不過大家都要小心
[00:15:27.720 --> 00:15:29.320]  因為現在這個世代
[00:15:29.320 --> 00:15:32.520]  別人很喜歡演繹
[00:15:32.520 --> 00:15:35.320]  將你的文件、你的說話
[00:15:35.320 --> 00:15:37.520]  用他的意思去演繹出來
[00:15:37.520 --> 00:15:40.520]  當我們真的被人誤導
[00:15:40.520 --> 00:15:42.120]  亂演繹的時候
[00:15:42.120 --> 00:15:44.920]  我們就可能掉進一些迷思裡面
[00:15:44.920 --> 00:15:46.320]  所以我們要明白
[00:15:46.320 --> 00:15:48.120]  上帝的約是甚麼的約
[00:15:48.120 --> 00:15:50.120]  上帝的應許是甚麼的應許
[00:15:50.120 --> 00:15:52.120]  我們必然要回到聖經
[00:15:52.120 --> 00:15:54.520]  也必然要回到教會
[00:15:54.520 --> 00:15:57.520]  因為上帝想帶給你們的是
[00:15:57.520 --> 00:16:00.720]  永恆不變的應許
[00:16:00.720 --> 00:16:02.720]  你想不想得到
[00:16:02.720 --> 00:16:05.720]  上帝的應許是不會落空的
[00:16:05.720 --> 00:16:07.520]  Amen
[00:16:07.520 --> 00:16:10.520]  既然上帝的應許又不會落空
[00:16:10.520 --> 00:16:12.920]  他的約又不會改變
[00:16:12.920 --> 00:16:16.120]  那為甚麼幾百年後要有律法呢
[00:16:16.120 --> 00:16:18.320]  那律法的功用是甚麼呢
[00:16:18.320 --> 00:16:20.520]  所以第二點我就和你們看
[00:16:20.520 --> 00:16:21.720]  律法的功用
[00:16:21.720 --> 00:16:25.520]  原來是叫人知罪歸回基督
[00:16:25.520 --> 00:16:27.920]  麻煩大家一起讀下面幾節聖經好不好
[00:16:27.920 --> 00:16:29.120]  1、2、3
[00:16:29.120 --> 00:16:30.520]  這樣說來
[00:16:30.520 --> 00:16:33.120]  律法是為了所有職者
[00:16:33.120 --> 00:16:35.720]  而不是為了我們天上職
[00:16:35.720 --> 00:16:38.920]  等候律師回職的聖書來臨
[00:16:38.920 --> 00:16:43.320]  並且是職天子經基督之手設立的
[00:16:43.320 --> 00:16:46.520]  在聖道本身是屬於天職
[00:16:46.520 --> 00:16:48.320]  但若是一般
[00:16:48.320 --> 00:16:52.120]  這若律法是與神的英雄反對分
[00:16:52.120 --> 00:16:53.720]  斷絕不了
[00:16:53.720 --> 00:16:57.520]  若是一個能教育得心的法律
[00:16:57.520 --> 00:17:00.720]  意就成原本的法律
[00:17:00.720 --> 00:17:02.920]  不好意思
[00:17:02.920 --> 00:17:04.920]  幫我讀完這幾節好不好
[00:17:04.920 --> 00:17:08.720]  但聖經把眾人都圈在罪裡
[00:17:08.720 --> 00:17:14.320]  「此所應許的福,因信耶穌基督,歸及那實的日」
[00:17:14.320 --> 00:17:18.720]  「但這因信得救的理,仍說未來已施」
[00:17:18.720 --> 00:17:21.720]  「可務其安守在一百年下」
[00:17:21.720 --> 00:17:25.720]  「聖經道下將來的真道,只能修羅」
[00:17:25.720 --> 00:17:29.720]  「這兩句法事我無逢定師父」
[00:17:29.720 --> 00:17:34.520]  「引我無到基督那裡,使我無因信請義」
[00:17:34.520 --> 00:17:38.320]  「但這因信得救的理,己而下道」
[00:17:38.320 --> 00:17:42.120]  「我何從此就不想知福的守戒」
[00:17:42.120 --> 00:17:44.920]  謝謝大家一口氣幫我讀了這麼多節聖經
[00:17:44.920 --> 00:17:46.920]  我們回到第十九節
[00:17:46.920 --> 00:17:51.320]  我們看看律法為何會來
[00:17:51.320 --> 00:17:55.920]  原來律法是為過犯添上的
[00:17:55.920 --> 00:18:01.120]  即是先有應許再加上律法
[00:18:01.120 --> 00:18:05.520]  原來律法是上帝應許了救恩之後
