
[00:00:00.000 --> 00:00:03.560]  教會今年的主題是照明人生
[00:02:35.560 --> 00:02:37.560]  他原本的譯名是古列
[00:02:37.560 --> 00:02:40.560]  上主是怎樣藉著古列
[00:02:40.560 --> 00:02:45.560]  拯救以色列人脫離巴比倫的掌控
[00:02:45.560 --> 00:02:47.560]  得以回歸故土
[00:02:47.560 --> 00:02:49.560]  為什麼會有這樣的故事呢
[00:02:49.560 --> 00:02:52.560]  原來以色列人受上帝的差遣
[00:02:52.560 --> 00:02:56.560]  摩西去拯救他們離開埃及
[00:02:56.560 --> 00:03:00.560]  進入迦南地整個的時代
[00:03:00.560 --> 00:03:03.560]  多年來他們行謠說眼中捍衛惡的事
[00:03:03.560 --> 00:03:05.560]  敬拜別臣
[00:03:05.560 --> 00:03:08.560]  在自己的國家都行強暴的事
[00:03:08.560 --> 00:03:10.560]  怎樣欺負那些孤兒寡婦
[00:03:10.560 --> 00:03:17.560]  所以上帝就將他們分別交在亞述人的手中
[00:03:17.560 --> 00:03:20.560]  分別交在巴比倫人的手中
[00:03:20.560 --> 00:03:22.560]  交給巴比倫人的時候
[00:03:22.560 --> 00:03:24.560]  並且將以色列人拿去巴比倫
[00:03:24.560 --> 00:03:27.560]  但上帝應許七十年之後
[00:03:27.560 --> 00:03:29.560]  他們可以回歸故土
[00:03:29.560 --> 00:03:32.560]  但回歸故土這件事是怎樣成就的呢
[00:03:32.560 --> 00:03:35.560]  原來在智夏和以斯拉記
[00:03:35.560 --> 00:03:39.560]  有兩節的經文是一模一樣的
[00:03:39.560 --> 00:03:43.560]  告訴我們原來上主是藉著古列
[00:03:43.560 --> 00:03:45.560]  來成就這件事
[00:03:45.560 --> 00:03:48.560]  我們一起去看那兩節的經文
[00:03:48.560 --> 00:03:50.560]  在智夏三十六章二十二、二十三節
[00:03:50.560 --> 00:03:53.560]  和以斯拉記一章一至二節
[00:03:53.560 --> 00:03:55.560]  波斯王古列元年
[00:03:55.560 --> 00:03:59.560]  耶和華為要應驗耶利米口所說的話
[00:03:59.560 --> 00:04:01.560]  就激動波斯王古列的心
[00:04:01.560 --> 00:04:04.560]  使他下詔通告全國
[00:04:04.560 --> 00:04:07.560]  說波斯王古列如此說
[00:04:07.560 --> 00:04:11.560]  耶和華天上的神已經將天下萬國賜給我
[00:04:11.560 --> 00:04:15.560]  又祝福我在猶大的耶路撒冷為他建造電雨
[00:04:15.560 --> 00:04:18.560]  你們中間凡作他子民的可以上去
[00:04:18.560 --> 00:04:23.560]  願耶和華他的神與他同在
[00:04:23.560 --> 00:04:26.560]  兩段的經文重覆來說
[00:04:26.560 --> 00:04:30.560]  上主使用古列
[00:04:30.560 --> 00:04:34.560]  讓以色列人可以脫離巴比倫人的手
[00:04:34.560 --> 00:04:40.560]  並且可以得到他的准許下回歸故土
[00:04:40.560 --> 00:04:44.560]  這是上主的心意
[00:04:44.560 --> 00:04:46.560]  上主的心意如何籍古列成就呢?
[00:04:46.560 --> 00:04:48.560]  原來以賽亞書
[00:04:48.560 --> 00:04:50.560]  就是剛才我們讀的經文都已經告訴我們
[00:04:50.560 --> 00:04:52.560]  我會分兩部份來說
[00:04:52.560 --> 00:04:54.560]  第一部份是一至六節
[00:04:54.560 --> 00:05:00.560]  上主是按他心意提名召喚古列
[00:05:00.560 --> 00:05:07.560]  成就他要將以色列人帶回故土的事
[00:05:07.560 --> 00:05:09.560]  第一節告訴我們
[00:05:09.560 --> 00:05:13.560]  古列是耶和華所高立的
[00:05:13.560 --> 00:05:15.560]  我耶華所高的古列
[00:05:15.560 --> 00:05:17.560]  高的意思是舊約
[00:05:17.560 --> 00:05:18.560]  代表揀選
[00:05:18.560 --> 00:05:21.560]  甚至是受高者
[00:05:21.560 --> 00:05:23.560]  受高者是上帝揀選他
[00:05:23.560 --> 00:05:25.560]  上帝不單揀選他
[00:05:25.560 --> 00:05:28.560]  上帝還說我參乎他的右手
[00:05:28.560 --> 00:05:30.560]  即是我幫他
[00:05:30.560 --> 00:05:32.560]  我幫助他做什麼呢?
[00:05:32.560 --> 00:05:37.560]  下面說我幫助他使列國都降服在他的面前
[00:05:37.560 --> 00:05:40.560]  上帝揀選古列
[00:05:40.560 --> 00:05:43.560]  上帝幫助古列
[00:05:43.560 --> 00:05:45.560]  一方面幫助古列
[00:05:45.560 --> 00:05:49.560]  下面說我放鬆列王的腰帶
[00:05:49.560 --> 00:05:51.560]  使城門在他面前敞開
[00:05:51.560 --> 00:05:53.560]  不得關閉
[00:05:53.560 --> 00:05:56.560]  他參乎古列的右手
[00:05:56.560 --> 00:06:00.560]  他並且鬆開列王的腰帶
[00:06:00.560 --> 00:06:01.560]  是什麼意思呢?
[00:06:01.560 --> 00:06:03.560]  鬆開列王的腰帶
[00:06:03.560 --> 00:06:07.560]  代表使列王失去抵抗的力量
[00:06:07.560 --> 00:06:08.560]  鬆開腰帶
[00:06:08.560 --> 00:06:09.560]  使他無力
[00:06:09.560 --> 00:06:12.560]  無力是一個形象化的表達
[00:06:12.560 --> 00:06:16.560]  是說城門在他面前敞開
[00:06:16.560 --> 00:06:19.560]  即是列國不能再抵擋
[00:06:19.560 --> 00:06:22.560]  波斯王古列的攻擊
[00:06:22.560 --> 00:06:24.560]  城門敞開
[00:06:24.560 --> 00:06:26.560]  他們就敗於古列的手中
[00:06:26.560 --> 00:06:28.560]  不得關閉
[00:06:28.560 --> 00:06:33.560]  上帝在第一節最後說
[00:06:33.560 --> 00:06:34.560]  我對他這樣說
[00:06:34.560 --> 00:06:36.560]  即是說以下的說話
[00:06:36.560 --> 00:06:38.560]  是上帝對古列說
[00:06:38.560 --> 00:06:40.560]  當然不單單是對古列說
[00:06:40.560 --> 00:06:42.560]  這卷寫以賽亞書
[00:06:42.560 --> 00:06:44.560]  是上帝的百姓都看到
[00:06:44.560 --> 00:06:46.560]  第二節說
[00:06:46.560 --> 00:06:48.560]  我必在你前面行
[00:06:48.560 --> 00:06:49.560]  修平崎嶇之地
[00:06:49.560 --> 00:06:50.560]  我必打破銅門
[00:06:50.560 --> 00:06:53.560]  砍斷鐵山
[00:06:53.560 --> 00:06:58.560]  這是說上帝親自向古列應許會幫助他
[00:06:58.560 --> 00:07:00.560]  修平崎嶇之地
[00:07:00.560 --> 00:07:01.560]  我行在你前面
[00:07:01.560 --> 00:07:03.560]  你遇到所有的障礙
[00:07:03.560 --> 00:07:04.560]  你要攻打列國
[00:07:04.560 --> 00:07:05.560]  遇到所有的障礙
[00:07:05.560 --> 00:07:07.560]  我會幫你拿走
[00:07:07.560 --> 00:07:10.560]  就算他們多難攻破
[00:07:10.560 --> 00:07:13.560]  銅門、鐵山是代表著很難攻破的
[00:07:13.560 --> 00:07:16.560]  上帝都為他們來攻破
[00:07:16.560 --> 00:07:18.560]  第三節
[00:07:18.560 --> 00:07:20.560]  古列所征服的列國
[00:07:20.560 --> 00:07:23.560]  原來有無限的寶物和財寶
[00:07:23.560 --> 00:07:27.560]  但最後都降服在古列底下
[00:07:27.560 --> 00:07:29.560]  所以他們要將這些財寶進貢
[00:07:29.560 --> 00:07:31.560]  上帝說我要將暗中的財寶
[00:07:31.560 --> 00:07:35.560]  和隱藏的寶物和隱藏的財寶賜給你
[00:07:35.560 --> 00:07:37.560]  最終使你知道什麼呢
[00:07:37.560 --> 00:07:39.560]  最終使你知道提名召你
[00:07:39.560 --> 00:07:41.560]  就是我這個耶和華
[00:07:41.560 --> 00:07:43.560]  以色列的神
[00:07:43.560 --> 00:07:45.560]  不是因為你有什麼本事
[00:07:45.560 --> 00:07:46.560]  是因為我這個上帝
[00:07:46.560 --> 00:07:48.560]  是我選擇你去做一件事
[00:07:48.560 --> 00:07:50.560]  為什麼我要選擇你呢
[00:07:50.560 --> 00:07:54.560]  是不是我很想你成為萬國之首呢
[00:07:54.560 --> 00:07:56.560]  上帝很真誠
[00:07:56.560 --> 00:07:57.560]  將真相告訴你
[00:07:57.560 --> 00:07:59.560]  第四節講的真相
[00:07:59.560 --> 00:08:01.560]  神要古列知道
[00:08:01.560 --> 00:08:04.560]  不是祂要幫古列什麼
[00:08:04.560 --> 00:08:06.560]  不是因為古列有什麼優點
[00:08:06.560 --> 00:08:09.560]  不是真的古列可以成為列國之首
[00:08:09.560 --> 00:08:12.560]  上帝要透過古列成就一件事情
[00:08:12.560 --> 00:08:14.560]  因我僕人雅各
[00:08:14.560 --> 00:08:16.560]  我所選擇以色列的緣故
[00:08:16.560 --> 00:08:18.560]  我就提名召你
[00:08:18.560 --> 00:08:20.560]  原來是為了雅各
[00:08:20.560 --> 00:08:21.560]  雅各是誰呢
[00:08:21.560 --> 00:08:23.560]  雅各是以色列的先祖
[00:08:23.560 --> 00:08:25.560]  雅各另一個名字就是以色列
[00:08:25.560 --> 00:08:28.560]  代表著以色列整個的民族
[00:08:28.560 --> 00:08:30.560]  上帝說我選擇你
[00:08:30.560 --> 00:08:32.560]  讓你知道我是以色列的上帝
[00:08:32.560 --> 00:08:34.560]  我選擇你是為了我的百姓
[00:08:34.560 --> 00:08:36.560]  我的子民我的僕人
[00:08:36.560 --> 00:08:38.560]  我提名召你
[00:08:38.560 --> 00:08:41.560]  他還說了一個特質
[00:08:41.560 --> 00:08:43.560]  你不認識我
[00:08:43.560 --> 00:08:45.560]  你雖不認識我
[00:08:45.560 --> 00:08:47.560]  我也加給你名號
[00:08:47.560 --> 00:08:50.560]  不認識我的意思是
[00:08:50.560 --> 00:08:56.560]  這個古列不是敬拜侍奉耶和華
[00:08:56.560 --> 00:08:58.560]  他不像以色列人一樣
[00:08:58.560 --> 00:09:00.560]  以色列人就是敬拜耶和華的群體
[00:09:00.560 --> 00:09:01.560]  就是上帝的選民
[00:09:01.560 --> 00:09:04.560]  但這個古列是一個波斯王
[00:09:04.560 --> 00:09:06.560]  他不是敬拜侍奉耶和華的人
[00:09:06.560 --> 00:09:10.560]  但是耶和華仍然願意加給他名號
[00:09:10.560 --> 00:09:12.560]  提名選擇他
[00:09:12.560 --> 00:09:17.560]  意思是就算不是以色列人我也會用你
[00:09:17.560 --> 00:09:19.560]  這個觀念很重要
[00:09:19.560 --> 00:09:20.560]  楊碩春牧師說
[00:09:20.560 --> 00:09:23.560]  創造和救贖的分別就在這裡
[00:09:23.560 --> 00:09:26.560]  不是人人願意悔改
[00:09:26.560 --> 00:09:28.560]  楊福音三章十六節告訴我們
[00:09:28.560 --> 00:09:29.560]  神愛世人
[00:09:29.560 --> 00:09:31.560]  甚至將他的獨生子賜給他們
[00:09:31.560 --> 00:09:33.560]  叫一切信他的人
[00:09:33.560 --> 00:09:35.560]  不知滅亡反得永生
[00:09:35.560 --> 00:09:38.560]  上帝的心意是拯救萬人
[00:09:38.560 --> 00:09:40.560]  彼得書信也是這樣說
[00:09:40.560 --> 00:09:44.560]  上帝不願一人沉淪,乃願人人悔改
[00:09:44.560 --> 00:09:46.560]  但是不是人人都悔改?
[00:09:46.560 --> 00:09:48.560]  你發現不是
[00:09:48.560 --> 00:09:50.560]  不是人人都悔改
[00:09:50.560 --> 00:09:54.560]  所以原來不是人人最終都經歷救贖的恩典
[00:09:54.560 --> 00:09:56.560]  不過創造的恩典
[00:09:56.560 --> 00:09:59.560]  被揀選的恩典是人人都有份
[00:09:59.560 --> 00:10:03.560]  古列是愛邦人
[00:10:03.560 --> 00:10:05.560]  但上帝都揀他,上帝都用他
[00:10:05.560 --> 00:10:09.560]  這是說上帝創造的恩典
[00:10:09.560 --> 00:10:11.560]  上帝給每一個人有他特質
[00:10:11.560 --> 00:10:13.560]  有可用之處
[00:10:13.560 --> 00:10:15.560]  每一個人都有
[00:10:15.560 --> 00:10:16.560]  用我們今天的說話說
[00:10:16.560 --> 00:10:19.560]  不只是基督徒才被上帝揀選
[00:10:19.560 --> 00:10:21.560]  不只是基督徒才被上帝使用
[00:10:21.560 --> 00:10:25.560]  那些未信耶穌的人都被上帝使用
[00:10:25.560 --> 00:10:27.560]  我們為頂尖會做手術的時候
[00:10:27.560 --> 00:10:28.560]  我們會怎樣祈禱?
[00:10:28.560 --> 00:10:30.560]  求主使用誰?
[00:10:30.560 --> 00:10:32.560]  使用醫生,那些是不是基督徒醫生?
[00:10:32.560 --> 00:10:35.560]  不一定
[00:10:35.560 --> 00:10:37.560]  上主都使用他
[00:10:37.560 --> 00:10:39.560]  馬太福音第五章
[00:10:39.560 --> 00:10:42.560]  在登山補訓的部分
[00:10:42.560 --> 00:10:45.560]  耶穌對門徒說
[00:10:45.560 --> 00:10:48.560]  你們以前聽過很多口傳的律法
[00:10:48.560 --> 00:10:50.560]  有說話是怎樣說的呢?
[00:10:50.560 --> 00:10:51.560]  你們聽見有話說
[00:10:51.560 --> 00:10:52.560]  當愛你的鄰舍,恨你的仇敵
[00:10:52.560 --> 00:10:54.560]  只是我告訴你們
[00:10:54.560 --> 00:10:56.560]  要愛你們的仇敵
[00:10:56.560 --> 00:10:58.560]  為那逼迫你們的人禱告
[00:10:58.560 --> 00:11:00.560]  第45節我們一起讀
[00:11:00.560 --> 00:11:04.560]  這樣就可以作你們天父的兒子
[00:11:04.560 --> 00:11:08.560]  因為他叫日頭照好人也照歹人
[00:11:08.560 --> 00:11:11.560]  降雨給異人也給不異的人
[00:11:11.560 --> 00:11:13.560]  上帝創造的因典
[00:11:13.560 --> 00:11:15.560]  人人都有份
[00:11:15.560 --> 00:11:17.560]  雨水給誰?
[00:11:17.560 --> 00:11:18.560]  不只是給基督徒
[00:11:18.560 --> 00:11:19.560]  太陽給誰?
[00:11:19.560 --> 00:11:21.560]  不只是給基督徒
[00:11:21.560 --> 00:11:24.560]  上帝對人創造的獨特性
[00:11:24.560 --> 00:11:25.560]  那種心意
[00:11:25.560 --> 00:11:26.560]  人人都有份
[00:11:26.560 --> 00:11:29.560]  連這個古列都有份
[00:11:29.560 --> 00:11:31.560]  第五至六節
[00:11:31.560 --> 00:11:33.560]  上帝要古列明白
[00:11:33.560 --> 00:11:35.560]  他能夠擊敗巴比倫
[00:11:35.560 --> 00:11:37.560]  不是因為他很了不起
[00:11:37.560 --> 00:11:40.560]  而是因為這是神的心意
[00:11:40.560 --> 00:11:43.560]  神的心意最終是透過你擊敗巴比倫
[00:11:43.560 --> 00:11:47.560]  接著以色列人就可以來到波斯國底下
[00:11:47.560 --> 00:11:49.560]  來到波斯國底下還有甚麼呢?
[00:11:49.560 --> 00:11:51.560]  這個古列是願意信服上帝
[00:11:51.560 --> 00:11:53.560]  雖然他好像不認識他的名字
[00:11:53.560 --> 00:11:55.560]  但上帝直接跟他講說話
[00:11:55.560 --> 00:11:56.560]  信服
[00:11:56.560 --> 00:11:59.560]  可以讓他們回到以色列的地方
[00:11:59.560 --> 00:12:00.560]  他說我是耶華
[00:12:00.560 --> 00:12:02.560]  在我以外並無別臣
[00:12:02.560 --> 00:12:04.560]  除了我以外再沒有臣
[00:12:04.560 --> 00:12:06.560]  你雖然不認識我
[00:12:06.560 --> 00:12:08.560]  我必給你束腰
[00:12:08.560 --> 00:12:10.560]  給你束腰跟第一節說
[00:12:10.560 --> 00:12:14.560]  放開獵王的腰帶是剛剛相反
[00:12:14.560 --> 00:12:17.560]  給你束腰的意思是加你力量
[00:12:17.560 --> 00:12:19.560]  放開獵王的腰帶是說
[00:12:19.560 --> 00:12:21.560]  使他的力量失去
[00:12:21.560 --> 00:12:27.560]  沒辦法抵擋古列的攻擊
[00:12:27.560 --> 00:12:33.560]  上帝會幫那些叫做外邦人
[00:12:33.560 --> 00:12:37.560]  上帝都會賜福給那些未信的人
[00:12:37.560 --> 00:12:39.560]  上帝都會使用他們
[00:12:39.560 --> 00:12:40.560]  第六節他說
[00:12:40.560 --> 00:12:42.560]  從日出之地到日落之處
[00:12:42.560 --> 00:12:46.560]  使人都知道除了我之外沒有別臣
[00:12:46.560 --> 00:12:47.560]  我是耶華
[00:12:47.560 --> 00:12:50.560]  在我以外並沒有別臣
[00:12:50.560 --> 00:12:52.560]  這是第一點
[00:12:52.560 --> 00:12:58.560]  上帝是按他心意提名召古列
[00:12:58.560 --> 00:13:02.560]  還有一個小結
[00:13:02.560 --> 00:13:03.560]  全段的經文
[00:13:03.560 --> 00:13:04.560]  一至六節告訴他
[00:13:04.560 --> 00:13:06.560]  古列雖然是外邦人
[00:13:06.560 --> 00:13:07.560]  本來不認識上帝
[00:13:07.560 --> 00:13:10.560]  但上帝召揀他
[00:13:10.560 --> 00:13:11.560]  幫他
[00:13:11.560 --> 00:13:12.560]  為他開路
[00:13:12.560 --> 00:13:14.560]  使列國降服
[00:13:14.560 --> 00:13:15.560]  在他面前
[00:13:15.560 --> 00:13:17.560]  包括巴比倫
[00:13:17.560 --> 00:13:22.560]  因為他是上帝所提名召喚的人
[00:13:22.560 --> 00:13:24.560]  上帝提名召喚古列
[00:13:24.560 --> 00:13:26.560]  第二點
[00:13:26.560 --> 00:13:27.560]  提名召喚古列
[00:13:27.560 --> 00:13:28.560]  古列有什麼特質?
[00:13:28.560 --> 00:13:30.560]  他就是一個非以色列人
[00:13:30.560 --> 00:13:32.560]  他就是一個外邦人
[00:13:32.560 --> 00:13:34.560]  本來不認識上帝
[00:13:34.560 --> 00:13:35.560]  上帝選他幫他
[00:13:35.560 --> 00:13:37.560]  他有什麼特質?
[00:13:37.560 --> 00:13:41.560]  原來他可以成為當時波斯的皇帝
[00:13:41.560 --> 00:13:42.560]  這個身份很特別
[00:13:42.560 --> 00:13:44.560]  所以上帝要用他
[00:13:44.560 --> 00:13:46.560]  因為他有這種權柄
[00:13:46.560 --> 00:13:49.560]  可以下詔通告全國
[00:13:49.560 --> 00:13:51.560]  讓以色列人回歸故土
[00:13:51.560 --> 00:13:55.560]  上帝就使用他這個權柄
[00:13:55.560 --> 00:13:57.560]  上帝提名召喚古列
[00:13:57.560 --> 00:13:59.560]  使列國降服於他
[00:13:59.560 --> 00:14:01.560]  為的是拯救以色列人
[00:14:01.560 --> 00:14:03.560]  脫離巴比倫的魔掌
[00:14:03.560 --> 00:14:05.560]  脫離巴比倫的克制
[00:14:05.560 --> 00:14:08.560]  讓他帝德爾回歸故土
[00:14:08.560 --> 00:14:11.560]  全部都是上帝的心意
[00:14:11.560 --> 00:14:12.560]  上帝的計劃
[00:14:12.560 --> 00:14:14.560]  上帝的幫助
[00:14:14.560 --> 00:14:15.560]  是這一點
[00:14:15.560 --> 00:14:18.560]  我很想突然一起學習
[00:14:18.560 --> 00:14:20.560]  活出你的名字
[00:14:20.560 --> 00:14:22.560]  什麼叫做活出你的名字呢?
[00:14:22.560 --> 00:14:23.560]  古列有一個名字
[00:14:23.560 --> 00:14:24.560]  當然這個古列的名字
[00:14:24.560 --> 00:14:27.560]  再翻譯就是蔡老師
[00:14:27.560 --> 00:14:29.560]  但其實在乎的不是這個名字
[00:14:29.560 --> 00:14:31.560]  這個名字的意思
[00:14:31.560 --> 00:14:32.560]  你記得我第一講的時候
[00:14:32.560 --> 00:14:34.560]  上帝命名
[00:14:34.560 --> 00:14:35.560]  每人都有一個名字
[00:14:35.560 --> 00:14:37.560]  這個名字不是身份證的名字
[00:14:37.560 --> 00:14:38.560]  不是出世紙的名字
[00:14:38.560 --> 00:14:39.560]  不是你的乳名
[00:14:39.560 --> 00:14:40.560]  不是你的花名
[00:14:40.560 --> 00:14:41.560]  也不是
[00:14:41.560 --> 00:14:43.560]  有些人想在耶穌之後改名
[00:14:43.560 --> 00:14:45.560]  或是那些天主教徒有姓名
[00:14:45.560 --> 00:14:46.560]  不是
[00:14:46.560 --> 00:14:48.560]  這個名字的意思是那個特質
[00:14:48.560 --> 00:14:51.560]  每一個名字背後有一個特質
[00:14:51.560 --> 00:14:53.560]  上帝做人有一個特質
[00:14:53.560 --> 00:14:54.560]  有他的心意
[00:14:54.560 --> 00:14:57.560]  古列的特質就是愛幫人
[00:14:57.560 --> 00:14:59.560]  古列的特質就是他可以做皇帝
[00:14:59.560 --> 00:15:00.560]  古列的特質
[00:15:00.560 --> 00:15:02.560]  原來他不單單做一個皇帝
[00:15:02.560 --> 00:15:04.560]  原來做一個本來不認識神
[00:15:04.560 --> 00:15:08.560]  不過都將上帝放在眼內的皇帝
[00:15:08.560 --> 00:15:10.560]  沒有自高自大
[00:15:10.560 --> 00:15:11.560]  只是有自己
[00:15:11.560 --> 00:15:12.560]  沒有上帝
[00:15:12.560 --> 00:15:14.560]  他承認而說上帝
[00:15:14.560 --> 00:15:17.560]  這個是他的特質
[00:15:17.560 --> 00:15:19.560]  去年4月28日
[00:15:19.560 --> 00:15:22.560]  有一份刊物刊登了一篇採訪
[00:15:22.560 --> 00:15:25.560]  題目叫做「活出你的名字」
[00:15:25.560 --> 00:15:29.560]  中間他在回應楊世昌牧師
[00:15:29.560 --> 00:15:31.560]  他說什麼是照明
[00:15:31.560 --> 00:15:33.560]  他說我們要找回我們的名字
[00:15:33.560 --> 00:15:36.560]  上帝提名召喚你和我
[00:15:36.560 --> 00:15:37.560]  他說找名字
[00:15:37.560 --> 00:15:39.560]  找名字那怎麼找
[00:15:39.560 --> 00:15:40.560]  是不是身份證
[00:15:40.560 --> 00:15:41.560]  是不是出世紙
[00:15:41.560 --> 00:15:42.560]  我們改個名字
[00:15:42.560 --> 00:15:43.560]  不是
[00:15:43.560 --> 00:15:44.560]  名字的意思
[00:15:44.560 --> 00:15:47.560]  是上帝賦予給我們的特質
[00:15:47.560 --> 00:15:49.560]  他以摩西為例
[00:15:49.560 --> 00:15:50.560]  上帝呼召摩西
[00:15:50.560 --> 00:15:52.560]  帶領以色列人離開埃及
[00:15:52.560 --> 00:15:53.560]  這個任務很重要
[00:15:53.560 --> 00:15:56.560]  但摩西的特質更重要
[00:15:56.560 --> 00:15:58.560]  摩西整個的照明是什麼呢
[00:15:58.560 --> 00:16:00.560]  是按照上帝給他的特質
[00:16:00.560 --> 00:16:02.560]  他是一個很有忍耐力的人
[00:16:02.560 --> 00:16:04.560]  40年在埃及
[00:16:04.560 --> 00:16:06.560]  40年在米甸的曠野
[00:16:06.560 --> 00:16:09.560]  40年帶領以色列人離開埃及進入迦南地
[00:16:09.560 --> 00:16:12.560]  但基於以色列人不斷的不信服
[00:16:12.560 --> 00:16:13.560]  不斷的埋怨
[00:16:13.560 --> 00:16:15.560]  就在曠野漂流40年
[00:16:15.560 --> 00:16:17.560]  他連自己都無法進入迦南地
[00:16:17.560 --> 00:16:20.560]  是這種特質
[00:16:20.560 --> 00:16:22.560]  他又再分享三個例子
[00:16:22.560 --> 00:16:24.560]  一個例子是老師
[00:16:24.560 --> 00:16:29.560]  有老師作為弟兄姊妹和他說
[00:16:29.560 --> 00:16:31.560]  他的名字是什麼
[00:16:31.560 --> 00:16:33.560]  或者他的照明是什麼呢
[00:16:33.560 --> 00:16:37.560]  要陪伴那些邊緣的青少年人走出困惑
[00:16:37.560 --> 00:16:39.560]  走出他的掙扎
[00:16:39.560 --> 00:16:42.560]  他願意在他們成長的路上
[00:16:42.560 --> 00:16:44.560]  做一個同行者
[00:16:44.560 --> 00:16:48.560]  這個就是上帝給他的名字
[00:16:48.560 --> 00:16:50.560]  少年人的同行者
[00:16:50.560 --> 00:16:51.560]  這個是他的特質
[00:16:51.560 --> 00:16:53.560]  他原來有這種能耐
[00:16:53.560 --> 00:16:54.560]  不是每個人都有能耐
[00:16:54.560 --> 00:16:56.560]  陪伴一個人成長
[00:16:56.560 --> 00:16:58.560]  也不是每個人都有這種能耐
[00:16:58.560 --> 00:17:00.560]  或者有這種負擔
[00:17:00.560 --> 00:17:02.560]  看到這班人有需要
[00:17:02.560 --> 00:17:04.560]  另外一個人是什麼呢
[00:17:04.560 --> 00:17:05.560]  是一個會計師
