
[00:00:00.000 --> 00:00:06.000]  好多信徒都好奇 究竟牧師每日是做什麼的呢
[00:04:20.000 --> 00:04:22.000]  在愛中彼此聯繫
[00:04:22.000 --> 00:04:26.000]  可以得著憤怨性和確信而有的豐盛
[00:04:26.000 --> 00:04:28.000]  當你有悟性有信心的時候
[00:04:28.000 --> 00:04:30.000]  你就豐盛
[00:04:30.000 --> 00:04:32.000]  豐盛這個詞很奇妙
[00:04:32.000 --> 00:04:35.000]  你覺得信徒的生命有沒有豐盛
[00:04:35.000 --> 00:04:37.000]  沒有了 我有茶有米
[00:04:37.000 --> 00:04:39.000]  又怕沒有工作
[00:04:39.000 --> 00:04:41.000]  又怕自己身體不好
[00:04:41.000 --> 00:04:43.000]  又怕兒子女兒不孝順
[00:04:43.000 --> 00:04:45.000]  然後爸爸不給我錢我花
[00:04:45.000 --> 00:04:47.000]  這些東西
[00:04:47.000 --> 00:04:52.000]  但是原來保羅希望他的信徒
[00:04:52.000 --> 00:04:54.000]  透過悟性有信心
[00:04:54.000 --> 00:04:56.000]  以致得著豐盛
[00:04:56.000 --> 00:05:01.000]  最終的結果就是認識神的奧秘
[00:05:01.000 --> 00:05:02.000]  就是基督
[00:05:02.000 --> 00:05:05.000]  原來整個天地間的奧秘
[00:05:05.000 --> 00:05:09.000]  最大的奧秘就是基督
[00:05:09.000 --> 00:05:12.000]  因為一切的智慧知識的寶庫
[00:05:12.000 --> 00:05:14.000]  都隱藏在基督裡面
[00:05:14.000 --> 00:05:19.000]  我們當中有年輕人讀書
[00:05:19.000 --> 00:05:20.000]  有些人就進修
[00:05:20.000 --> 00:05:23.000]  年紀大的都仍然進修
[00:05:23.000 --> 00:05:25.000]  是為了知識
[00:05:25.000 --> 00:05:27.000]  你說我買股票
[00:05:27.000 --> 00:05:29.000]  希望有智慧買得好一點
[00:05:29.000 --> 00:05:31.000]  原來所有這些東西
[00:05:31.000 --> 00:05:33.000]  都在基督裡面
[00:05:33.000 --> 00:05:35.000]  有了基督有齊這些東西
[00:05:35.000 --> 00:05:40.000]  而保羅就想他的信徒
[00:05:40.000 --> 00:05:43.000]  能夠有這些東西
[00:05:43.000 --> 00:05:45.000]  從保羅的信裡面
[00:05:45.000 --> 00:05:48.000]  我們看到一個牧者的工作
[00:05:48.000 --> 00:05:50.000]  並不是星期天講的那麼簡單
[00:05:50.000 --> 00:05:52.000]  背後有很多東西
[00:05:52.000 --> 00:05:53.000]  做很多東西
[00:05:53.000 --> 00:05:55.000]  是神徒不知道的
[00:05:55.000 --> 00:05:57.000]  包括保羅所提的
[00:05:57.000 --> 00:06:00.000]  牧養和祈禱
[00:06:00.000 --> 00:06:05.000]  是為他們勞心勞力
[00:06:05.000 --> 00:06:06.000]  今天阿光牧師不在
[00:06:06.000 --> 00:06:08.000]  我就說說他就對了
[00:06:08.000 --> 00:06:11.000]  一個傳恩堂的堂主人
[00:06:11.000 --> 00:06:13.000]  他怎樣牧養的呢
[00:06:13.000 --> 00:06:24.000]  一方面他要帶領教會的發展
[00:06:24.000 --> 00:06:25.000]  譬如我們搬堂
[00:06:25.000 --> 00:06:27.000]  我們教會的大方向
[00:06:27.000 --> 00:06:29.000]  宣教等等
[00:06:29.000 --> 00:06:30.000]  不單止這樣
[00:06:30.000 --> 00:06:34.000]  他還做他日常的工作
[00:06:34.000 --> 00:06:36.000]  關心弟兄姊妹
[00:06:36.000 --> 00:06:40.000]  有些牧人照顧羊仔
[00:06:40.000 --> 00:06:42.000]  有些弟兄姊妹身體軟弱
[00:06:42.000 --> 00:06:44.000]  或者心靈憂傷
[00:06:44.000 --> 00:06:45.000]  他會親自去探望他們
[00:06:45.000 --> 00:06:48.000]  或者透過電話短訊問候他們
[00:06:48.000 --> 00:06:50.000]  有些弟兄姊妹
[00:06:50.000 --> 00:06:52.000]  就怕著牧師來找他們
[00:06:52.000 --> 00:06:53.000]  就避開
[00:06:53.000 --> 00:06:56.000]  所以這些情況都有出現
[00:06:56.000 --> 00:06:58.000]  而且阿光牧師也會
[00:06:58.000 --> 00:07:01.000]  和其他的教會和機構聯繫
[00:07:01.000 --> 00:07:03.000]  建立非常好的夥伴關係
[00:07:03.000 --> 00:07:04.000]  這個很難得
[00:07:04.000 --> 00:07:05.000]  我們傳恩堂不是很大
[00:07:05.000 --> 00:07:07.000]  但阿光牧師的人面很廣
[00:07:07.000 --> 00:07:09.000]  從柴灣到北角
[00:07:09.000 --> 00:07:11.000]  到整個播道中派裏面
[00:07:11.000 --> 00:07:14.000]  其實很多人都很喜歡和他一起
[00:07:14.000 --> 00:07:16.000]  很喜歡和他一起侍奉
[00:07:16.000 --> 00:07:20.000]  他做樹人大學廣東話
[00:07:20.000 --> 00:07:23.000]  有幾十人的導師
[00:07:23.000 --> 00:07:25.000]  十幾間教會來和他一起合作
[00:07:25.000 --> 00:07:27.000]  他有聽過空襟
[00:07:27.000 --> 00:07:29.000]  其他的牧師說
[00:07:29.000 --> 00:07:31.000]  為什麼你們傳恩堂這麼厲害
[00:07:31.000 --> 00:07:34.000]  你不介意我們將樹人大學
[00:07:34.000 --> 00:07:36.000]  那些學生帶來我們教會嗎
[00:07:36.000 --> 00:07:38.000]  不來傳恩堂嗎
[00:07:38.000 --> 00:07:39.000]  他說無所謂
[00:07:39.000 --> 00:07:40.000]  去哪裏都不要緊
[00:07:40.000 --> 00:07:41.000]  每個教會都是上帝的
[00:07:41.000 --> 00:07:42.000]  你帶他去信主
[00:07:42.000 --> 00:07:44.000]  他來到你那裏就好了
[00:07:44.000 --> 00:07:46.000]  所以很多人都很欣賞他
[00:07:46.000 --> 00:07:49.000]  我記得司徒永富博士說過
[00:07:49.000 --> 00:07:54.000]  他和洪福堂的總裁
[00:07:54.000 --> 00:07:56.000]  他說阿光牧師叫我做什麼
[00:07:56.000 --> 00:07:57.000]  我都會幫他
[00:07:57.000 --> 00:08:00.000]  他真是得到人心
[00:08:00.000 --> 00:08:04.000]  這個是對我們整個傳恩堂
[00:08:04.000 --> 00:08:07.000]  都有好處的
[00:08:07.000 --> 00:08:09.000]  不單止在過去六年的時間
[00:08:09.000 --> 00:08:13.000]  他在播道環球差會
[00:08:13.000 --> 00:08:14.000]  做董事
[00:08:14.000 --> 00:08:16.000]  最後那四年做主席
[00:08:16.000 --> 00:08:18.000]  他現在就沒有做了
[00:08:18.000 --> 00:08:19.000]  去年年底海選
[00:08:19.000 --> 00:08:21.000]  他又退下來休息了
[00:08:21.000 --> 00:08:23.000]  做了六年的
[00:08:23.000 --> 00:08:26.000]  他不單止推動到中派的差傳工作
[00:08:26.000 --> 00:08:30.000]  而且將我們傳恩堂的差傳
[00:08:30.000 --> 00:08:32.000]  帶到一個新的境界
[00:08:32.000 --> 00:08:34.000]  所以我們其實很感恩
[00:08:34.000 --> 00:08:37.000]  他的人脈
[00:08:37.000 --> 00:08:39.000]  他的眼界
[00:08:39.000 --> 00:08:42.000]  他神給他不同的崗位
[00:08:42.000 --> 00:08:44.000]  令到我們整個傳恩堂
[00:08:44.000 --> 00:08:49.000]  發揮的影響力很大
[00:08:49.000 --> 00:08:51.000]  很多基督徒
[00:08:51.000 --> 00:08:53.000]  甚至有些傳道人都覺得
[00:08:53.000 --> 00:08:56.000]  一個牧師最好不要在外面搞那麼多
[00:08:56.000 --> 00:08:58.000]  在教會裏面四道牆
[00:08:58.000 --> 00:09:00.000]  怕牧師出去了
[00:09:00.000 --> 00:09:02.000]  就會做少了教會的事
[00:09:02.000 --> 00:09:05.000]  這個是非常之錯誤的
[00:09:05.000 --> 00:09:10.000]  其實江牧師
[00:09:10.000 --> 00:09:13.000]  或者一個中心的傳道人
[00:09:13.000 --> 00:09:16.000]  他要將他的堂會的頂子
[00:09:16.000 --> 00:09:20.000]  提升到宣教的境界
[00:09:20.000 --> 00:09:22.000]  為什麼我去台灣宣教呢
[00:09:22.000 --> 00:09:24.000]  就是因為台灣的教會跟我說
[00:09:24.000 --> 00:09:26.000]  羅牧師我們台灣的教會
[00:09:26.000 --> 00:09:27.000]  就太耐罪了
[00:09:27.000 --> 00:09:28.000]  看自己
[00:09:28.000 --> 00:09:30.000]  所以我們很多教會都很小間
[00:09:30.000 --> 00:09:34.000]  我們沒有一個宣教的觀念
[00:09:34.000 --> 00:09:36.000]  沒有一個廣闊的空間
[00:09:36.000 --> 00:09:39.000]  這個我們傳恩堂就沒有這個問題
[00:09:39.000 --> 00:09:41.000]  我想到我有五年的時間
[00:09:41.000 --> 00:09:43.000]  2017到2021那五年
[00:09:43.000 --> 00:09:46.000]  就在報道總會做總幹事
[00:09:46.000 --> 00:09:50.000]  總幹事就是CEO
[00:09:50.000 --> 00:09:53.000]  記得有些人不知道總幹事是什麼
[00:09:53.000 --> 00:09:55.000]  前任總幹事跟我說
[00:09:55.000 --> 00:09:57.000]  莫斯基牧師
[00:09:57.000 --> 00:09:58.000]  我女婿那時候跟我說
[00:09:58.000 --> 00:10:01.000]  爸爸為什麼你以前做黨主
[00:10:01.000 --> 00:10:04.000]  現在做了general secretary
[00:10:04.000 --> 00:10:05.000]  一個秘書
[00:10:05.000 --> 00:10:06.000]  而且還是general的
[00:10:06.000 --> 00:10:07.000]  普通的秘書
[00:10:07.000 --> 00:10:09.000]  其實又不是什麼意思
[00:10:09.000 --> 00:10:10.000]  general secretary總幹事
[00:10:10.000 --> 00:10:12.000]  其實是要負責整個中派的
[00:10:12.000 --> 00:10:15.000]  我的工作就是帶領中派的發展
[00:10:15.000 --> 00:10:21.000]  以及督導總會那30個同工
[00:10:21.000 --> 00:10:23.000]  但是江牧師做的事比我多
[00:10:23.000 --> 00:10:26.000]  他不單止帶領傳恩堂的發展
[00:10:26.000 --> 00:10:29.000]  他還照顧了我們幾十人的宿營生命
[00:10:29.000 --> 00:10:33.000]  就是一個牧人牧羊群
[00:10:33.000 --> 00:10:35.000]  好像耶穌基督對彼得華
[00:10:35.000 --> 00:10:37.000]  你餵養我的小羊
[00:10:37.000 --> 00:10:42.000]  而且牧羊就好像媽媽照顧嬰兒
[00:10:42.000 --> 00:10:47.000]  是很貼身而且很上心
[00:10:47.000 --> 00:10:52.000]  很牧人餵羊舍命
[00:10:52.000 --> 00:10:56.000]  我聽過一個報道是真事
[00:10:56.000 --> 00:11:03.000]  印度孟加拉有一個野生動物的保護區
[00:11:03.000 --> 00:11:05.000]  裡面有些野生動物老虎
[00:11:05.000 --> 00:11:07.000]  印度有老虎的
[00:11:07.000 --> 00:11:11.000]  但是有些非法獵人就設在陷阱裡面
[00:11:11.000 --> 00:11:13.000]  想抓老虎
[00:11:13.000 --> 00:11:17.000]  其中一隻老虎就在陷阱裡面
[00:11:17.000 --> 00:11:23.000]  讓牠受傷重傷腹部和後腿都流血
[00:11:23.000 --> 00:11:25.000]  本來要死的
[00:11:25.000 --> 00:11:31.000]  但這隻老虎不肯死
[00:11:31.000 --> 00:11:34.000]  牠用前腿一路爬一路捲
[00:11:34.000 --> 00:11:41.000]  把自己整個身體爬了幾公里
[00:11:41.000 --> 00:11:43.000]  去到那個洞裡
[00:11:43.000 --> 00:11:46.000]  因為那個洞裡有三隻老虎
[00:11:46.000 --> 00:11:49.000]  在等待媽媽餵奶
[00:11:49.000 --> 00:11:51.000]  怎麼知道有這件事呢
[00:11:51.000 --> 00:11:54.000]  就是在野生動物的保護區
[00:11:54.000 --> 00:11:57.000]  那個巡邏員他們開車周圍巡邏
[00:11:57.000 --> 00:11:59.000]  就見到一個非法陷阱
[00:11:59.000 --> 00:12:03.000]  陷阱旁邊有血跡一直拖著向前
[00:12:03.000 --> 00:12:05.000]  他們就跟著血跡
[00:12:05.000 --> 00:12:09.000]  去到幾公里以外那個洞裡
[00:12:09.000 --> 00:12:11.000]  就見到媽媽已經死了
[00:12:11.000 --> 00:12:16.000]  而那三隻老虎還捉著媽媽的身體
[00:12:16.000 --> 00:12:18.000]  喝完最後一次奶
[00:12:18.000 --> 00:12:23.000]  這個巡邏員就把他們
[00:12:23.000 --> 00:12:27.000]  這三隻老虎帶回去辦公室
[00:12:27.000 --> 00:12:29.000]  人工飼養
[00:12:29.000 --> 00:12:32.000]  養大了之後就放回去外面
[00:12:32.000 --> 00:12:36.000]  這隻老虎媽媽的最後掙扎
[00:12:36.000 --> 00:12:41.000]  救回自己三個孩子的性命
[00:12:41.000 --> 00:12:44.000]  這個就是一個牧人的掙扎
[00:12:44.000 --> 00:12:47.000]  你看保羅那封信的字旅行間
[00:12:47.000 --> 00:12:49.000]  你看加拿大書
[00:12:49.000 --> 00:12:51.000]  你看俄羅斯書
[00:12:51.000 --> 00:12:53.000]  伊弗索書
[00:12:53.000 --> 00:12:55.000]  你看他的字旅行間
[00:12:55.000 --> 00:12:58.000]  你看到他的那個苦難
[00:12:58.000 --> 00:12:59.000]  那個土局
[00:12:59.000 --> 00:13:00.000]  那個掛念
[00:13:00.000 --> 00:13:02.000]  他是很埋身的
[00:13:02.000 --> 00:13:08.000]  很想他的信徒得著勉勵
[00:13:08.000 --> 00:13:12.000]  能夠在愛中相結
[00:13:12.000 --> 00:13:15.000]  以致他能夠認識基督
[00:13:15.000 --> 00:13:17.000]  這個就是一個牧人的心
[00:13:17.000 --> 00:13:19.000]  所以耶穌說
[00:13:19.000 --> 00:13:20.000]  我是很牧人
[00:13:20.000 --> 00:13:22.000]  很牧人為陽寫明
[00:13:22.000 --> 00:13:24.000]  我們的光牧師
[00:13:24.000 --> 00:13:25.000]  大家知道了
[00:13:25.000 --> 00:13:27.000]  認識他這麼多年
[00:13:27.000 --> 00:13:29.000]  其實他很上心
[00:13:29.000 --> 00:13:31.000]  很埋身
[00:13:31.000 --> 00:13:33.000]  但因為這樣
[00:13:33.000 --> 00:13:35.000]  他就辛苦
[00:13:35.000 --> 00:13:38.000]  所以做一個傳道人
[00:13:38.000 --> 00:13:40.000]  一個忠心的傳道人
[00:13:40.000 --> 00:13:41.000]  就不是一份信功
[00:13:41.000 --> 00:13:43.000]  有些傳道人不是忠心的
[00:13:43.000 --> 00:13:45.000]  但光牧師是忠心的
[00:13:45.000 --> 00:13:49.000]  保羅在這裏
[00:13:49.000 --> 00:13:51.000]  他接著就提醒信徒
[00:13:51.000 --> 00:13:53.000]  我雖然不在你那裏
[00:13:53.000 --> 00:13:55.000]  但我心和你們一起
[00:13:55.000 --> 00:13:57.000]  光牧師今天不在我當中
[00:13:57.000 --> 00:13:59.000]  他的心都是和你一起
[00:13:59.000 --> 00:14:01.000]  我看見你們循規蹈矩
[00:14:01.000 --> 00:14:04.000]  並且對基督有堅定的信心
[00:14:04.000 --> 00:14:05.000]  就歡喜了
[00:14:05.000 --> 00:14:08.000]  循規蹈矩這個言文
[00:14:08.000 --> 00:14:10.000]  是一個軍事用語
[00:14:10.000 --> 00:14:12.000]  是discipline有紀律
[00:14:12.000 --> 00:14:14.000]  堅定的信心
[00:14:14.000 --> 00:14:16.000]  也是一個軍事用語
[00:14:16.000 --> 00:14:18.000]  勇敢
[00:14:18.000 --> 00:14:21.000]  所以保羅提醒的信徒
[00:14:21.000 --> 00:14:24.000]  你們要循規蹈矩
[00:14:24.000 --> 00:14:25.000]  堅定
[00:14:25.000 --> 00:14:29.000]  所以有一個軍隊的紀律
[00:14:29.000 --> 00:14:32.000]  是堅定不屈
[00:14:32.000 --> 00:14:35.000]  頂主媒我們要提醒
[00:14:35.000 --> 00:14:37.000]  我們信徒的時候
[00:14:37.000 --> 00:14:39.000]  不是很有軍隊的紀律
[00:14:39.000 --> 00:14:41.000]  我們星期日睡晚了
[00:14:41.000 --> 00:14:43.000]  就不回崇拜
[00:14:43.000 --> 00:14:45.000]  我們星期六早點睡覺
[00:14:45.000 --> 00:14:47.000]  我們又不回
[00:14:47.000 --> 00:14:51.000]  或者我們北上有些便宜東西買
[00:14:51.000 --> 00:14:54.000]  我們又從SUN走了
[00:14:54.000 --> 00:14:56.000]  有些頂尖應該休息
[00:14:56.000 --> 00:14:58.000]  不是今天不在的
[00:14:58.000 --> 00:15:01.000]  其實我們應該有軍隊的紀律
[00:15:01.000 --> 00:15:04.000]  現在我都提過
[00:15:04.000 --> 00:15:06.000]  我不知道為什麼
[00:15:06.000 --> 00:15:08.000]  回到香港十八年之後
[00:15:08.000 --> 00:15:10.000]  竟然有兩份工
[00:15:10.000 --> 00:15:12.000]  兩份full time的義工
[00:15:12.000 --> 00:15:15.000]  不知道什麼時候進入
[00:15:15.000 --> 00:15:18.000]  那位信徒跟我說的退休狀態
[00:15:18.000 --> 00:15:20.000]  但是這個怎麼做到
[00:15:20.000 --> 00:15:23.000]  因為我學到有軍隊的紀律
[00:15:23.000 --> 00:15:25.000]  就是discipline
[00:15:25.000 --> 00:15:29.000]  我七點多就回辦公室
[00:15:29.000 --> 00:15:31.000]  七點多
[00:15:31.000 --> 00:15:33.000]  這個就是discipline
[00:15:33.000 --> 00:15:35.000]  當我們這樣做的時候
[00:15:35.000 --> 00:15:41.000]  我們就能夠在基督裡面
[00:15:41.000 --> 00:15:42.000]  扎根建造
[00:15:42.000 --> 00:15:43.000]  信心堅定
[00:15:43.000 --> 00:15:46.000]  滿有感謝的心
[00:15:46.000 --> 00:15:53.000]  有這樣的心
[00:15:53.000 --> 00:15:56.000]  我們就能夠抵抗人的傳統
[00:15:56.000 --> 00:15:59.000]  世俗言論和哲學的兇談
[00:15:59.000 --> 00:16:02.000]  這個世界有很多的theory
[00:16:02.000 --> 00:16:03.000]  有很多的philosophy
[00:16:03.000 --> 00:16:05.000]  有很多的religion
[00:16:05.000 --> 00:16:06.000]  保羅就說
[00:16:06.000 --> 00:16:08.000]  免得有人不著著基督
[00:16:08.000 --> 00:16:09.000]  而著著人的傳統
[00:16:09.000 --> 00:16:10.000]  世俗的言論
[00:16:10.000 --> 00:16:13.000]  藉著哲學和偏人的兇談
[00:16:13.000 --> 00:16:18.000]  把你們擄去
[00:16:18.000 --> 00:16:20.000]  如果我們把保羅的話
[00:16:20.000 --> 00:16:22.000]  變回現在的處境
[00:16:22.000 --> 00:16:23.000]  我們就看到
[00:16:23.000 --> 00:16:25.000]  這些世俗言論
[00:16:25.000 --> 00:16:26.000]  哲學
[00:16:26.000 --> 00:16:27.000]  偏人的兇談
[00:16:27.000 --> 00:16:28.000]  仍然存在
[00:16:28.000 --> 00:16:29.000]  人民主義
[00:16:29.000 --> 00:16:32.000]  將人類的理性置於上帝之上
[00:16:32.000 --> 00:16:34.000]  看重人類的理性
[00:16:34.000 --> 00:16:36.000]  多於看重上帝
[00:16:36.000 --> 00:16:37.000]  律法主義
[00:16:37.000 --> 00:16:38.000]  遵循規則
[00:16:38.000 --> 00:16:40.000]  獲得職名地位
[00:16:40.000 --> 00:16:41.000]  而不是依靠恩典
[00:16:41.000 --> 00:16:42.000]  融合主義
[00:16:42.000 --> 00:16:43.000]  將基督教
[00:16:43.000 --> 00:16:45.000]  和其他宗教新時代哲學
[00:16:45.000 --> 00:16:47.000]  混合在一起
[00:16:47.000 --> 00:16:50.000]  這個對我們香港
[00:16:50.000 --> 00:16:54.000]  很多所謂福音派教會的信徒
[00:16:54.000 --> 00:16:55.000]  就是懶惰哲學
[00:16:55.000 --> 00:16:56.000]  玩
[00:16:56.000 --> 00:16:57.000]  玩樂
[00:16:57.000 --> 00:16:58.000]  躺平
[00:16:58.000 --> 00:16:59.000]  不思考
[00:16:59.000 --> 00:17:01.000]  玩樂就不用說了
[00:17:01.000 --> 00:17:04.000]  躺平就是什麼都不做
[00:17:04.000 --> 00:17:06.000]  總之就是
[00:17:06.000 --> 00:17:09.000]  休息多少就多少
[00:17:09.000 --> 00:17:12.000]  不思考這個就很嚴重
[00:17:12.000 --> 00:17:14.000]  人家說什麼你就信什麼
[00:17:14.000 --> 00:17:18.000]  沒有一個嚴肅的去想
[00:17:18.000 --> 00:17:20.000]  究竟這個所說的
[00:17:20.000 --> 00:17:22.000]  究竟這個社會發生的那件事
[00:17:22.000 --> 00:17:23.000]  是對還是不對
[00:17:23.000 --> 00:17:26.000]  我這個基督徒有什麼看法
[00:17:26.000 --> 00:17:29.000]  所以我對於政治
[00:17:29.000 --> 00:17:30.000]  對於文學
[00:17:30.000 --> 00:17:31.000]  哲學
[00:17:31.000 --> 00:17:33.000]  我都是很醒的
[00:17:33.000 --> 00:17:34.000]  很警醒
[00:17:34.000 --> 00:17:36.000]  因為我們做基督徒要醒的基督徒
[00:17:36.000 --> 00:17:37.000]  不是做個笨笨的基督徒
[00:17:37.000 --> 00:17:40.000]  如果基督徒不思考
[00:17:40.000 --> 00:17:42.000]  亂亂這個簡直是
[00:17:42.000 --> 00:17:44.000]  不明耀神的
[00:17:44.000 --> 00:17:46.000]  我是發光發燃的
[00:17:46.000 --> 00:17:48.000]  所以
[00:17:48.000 --> 00:17:50.000]  很多時候有些信徒
[00:17:50.000 --> 00:17:51.000]  我現在教神學
[00:17:51.000 --> 00:17:52.000]  色經學有些信徒
[00:17:52.000 --> 00:17:53.000]  都問我
[00:17:53.000 --> 00:17:55.000]  黃牧師你怎麼看這件事
[00:17:55.000 --> 00:17:56.000]  我有看法
[00:17:56.000 --> 00:17:59.000]  蔡玲一回說我有看法
[00:17:59.000 --> 00:18:01.000]  我有一個批判性的想法
[00:18:01.000 --> 00:18:02.000]  這個不是只有我才可以做
[00:18:02.000 --> 00:18:05.000]  每一個信徒都應該做
[00:18:05.000 --> 00:18:07.000]  當我們這樣的時候
[00:18:07.000 --> 00:18:09.000]  我們就能夠
[00:18:09.000 --> 00:18:12.000]  真是
[00:18:12.000 --> 00:18:16.000]  透過信心
[00:18:16.000 --> 00:18:20.000]  透過我們的
[00:18:20.000 --> 00:18:21.000]  understanding
[00:18:21.000 --> 00:18:22.000]  和faith
[00:18:22.000 --> 00:18:23.000]  我們的悟性
[00:18:23.000 --> 00:18:25.000]  我們認識基督
[00:18:25.000 --> 00:18:29.000]  也能夠防備世俗的哄談
[00:18:29.000 --> 00:18:30.000]  所以
[00:18:30.000 --> 00:18:32.000]  我們怎麼將這些
[00:18:32.000 --> 00:18:33.000]  今天的信息
[00:18:33.000 --> 00:18:37.000]  應用在我們現在的處境裡面
[00:18:37.000 --> 00:18:39.000]  有五點想跟大家分享
[00:18:39.000 --> 00:18:40.000]  第一
[00:18:40.000 --> 00:18:43.000]  我們對牧者有一個欣賞的態度
[00:18:43.000 --> 00:18:45.000]  欣賞我們牧者的侍奉
[00:18:45.000 --> 00:18:49.000]  尊重神給牧者的屬命權利
[00:18:49.000 --> 00:18:52.000]  遵從牧者的教導
[00:18:52.000 --> 00:18:53.000]  如果你說
[00:18:53.000 --> 00:18:54.000]  教會的牧者是懶的
[00:18:54.000 --> 00:18:56.000]  是不盡忠
[00:18:56.000 --> 00:18:57.000]  是胡混混的
[00:18:57.000 --> 00:18:59.000]  那你不要幫他教
[00:18:59.000 --> 00:19:01.000]  全因堂不是這樣
[00:19:01.000 --> 00:19:03.000]  全因堂是江牧師領
[00:19:03.000 --> 00:19:04.000]  不是我領的
[00:19:04.000 --> 00:19:05.000]  有些人
[00:19:05.000 --> 00:19:07.000]  我昨天就碰見一個
[00:19:07.000 --> 00:19:10.000]  不見了十九年前的
