
[00:00:00.000 --> 00:00:06.000]  請您打開我們今天思想的經文 哥林多前書第十五章
[00:01:39.000 --> 00:01:42.000]  我們若靠基督旨在今生有子亡
[00:01:42.000 --> 00:01:45.000]  就比所有的人更可憐
[00:01:45.000 --> 00:01:49.000]  不然那些為死人受死的 能做什麼呢?
[00:01:49.000 --> 00:01:52.000]  如果死人不會復活 為什麼替我們受洗呢?
[00:01:52.000 --> 00:01:55.000]  我們為什麼要時刻冒險呢?
[00:01:55.000 --> 00:01:59.000]  弟兄們 我在我們的主耶穌基督裡
[00:01:59.000 --> 00:02:02.000]  指著你們 我所誇的極利地說
[00:02:02.000 --> 00:02:06.000]  我天天無死 從人的觀點看來
[00:02:06.000 --> 00:02:10.000]  我當日在伊弗所與野獸搏鬥 對我有什麼益處呢?
[00:02:10.000 --> 00:02:14.000]  如果死人沒有復活 讓我們吃吃喝喝吧
[00:02:14.000 --> 00:02:17.000]  因為明天要死了 不要被欺騙了
[00:02:17.000 --> 00:02:20.000]  濫交朋友 敗壞品德
[00:02:20.000 --> 00:02:23.000]  你們要省惡為善 不要犯罪
[00:02:23.000 --> 00:02:28.000]  因為有人不認識神 我說者說是要你們羞愧
[00:02:28.000 --> 00:02:31.000]  請我們再一次同心 或者同祈禱
[00:02:31.000 --> 00:02:35.000]  天父我再一次感謝祢 讓祢寶貴的話語作為我們生命的指引
[00:02:35.000 --> 00:02:38.000]  讓我們有盼望 因為我們知道在耶穌基督裡
[00:02:38.000 --> 00:02:42.000]  我們是有復活的盼望 有永生的盼望
[00:02:42.000 --> 00:02:46.000]  藉著祢的話語去提醒 勸勉 教導 安慰 挑戰我們
[00:02:46.000 --> 00:02:49.000]  奉耶穌基督命求 阿們
[00:03:17.000 --> 00:03:22.000]  下午課學的時候 我就馬上搭小巴趕回家
[00:03:22.000 --> 00:03:25.000]  爸爸一早就預備了午飯
[00:03:25.000 --> 00:03:29.000]  我們父子倆就一邊聊 一邊吃飯
[00:03:29.000 --> 00:03:33.000]  吃完飯之後 我又匆匆忙忙趕回學校上學
[00:03:33.000 --> 00:03:38.000]  放學之後 我記得那天晚上就和學生打籃球
[00:03:38.000 --> 00:03:43.000]  然後打完籃球 拖著疲乏的身軀就回家
[00:03:43.000 --> 00:03:46.000]  一回到家的時候 都還沒休息
[00:03:46.000 --> 00:03:51.000]  爸爸就跟我說 今晚我有點不舒服
[00:03:51.000 --> 00:03:56.000]  你可不可以去街市買點魚 煮點粥給我吃
[00:03:56.000 --> 00:04:01.000]  當時我很累 不想動 就有點埋怨
[00:04:01.000 --> 00:04:06.000]  然後我就跟他說 幾個小時前你還好好的
[00:04:06.000 --> 00:04:11.000]  你還煮飯 又洗碗 怎麼突然又不舒服呢
[00:04:11.000 --> 00:04:15.000]  其實這些會不會是心理作用呢
[00:04:15.000 --> 00:04:19.000]  你覺得認著不舒服 那就自然不舒服了
[00:04:19.000 --> 00:04:24.000]  你認著沒什麼事 就自然沒什麼事了
[00:04:24.000 --> 00:04:28.000]  他聽了之後就很不開心 嘆息說
[00:04:28.000 --> 00:04:32.000]  不舒服就不舒服了 你不買就算了
[00:04:32.000 --> 00:04:35.000]  我知道我自己說錯話了
[00:04:35.000 --> 00:04:42.000]  那天突然就去了街市買點魚 回來煮粥
[00:04:42.000 --> 00:04:48.000]  買完菜回家的時候 心裡總覺得不太舒服
[00:04:48.000 --> 00:04:52.000]  回家看到他自己一個人在客廳裡休息
[00:04:52.000 --> 00:04:58.000]  我就鼓起勇氣跟他說 爸爸對不起
[00:04:58.000 --> 00:05:02.000]  我剛才說錯話 令你很不舒服
[00:05:02.000 --> 00:05:05.000]  我放學之後打球打到很累
[00:05:05.000 --> 00:05:09.000]  想找個藉口不去街市買菜
[00:05:09.000 --> 00:05:13.000]  然後我就伸出手來 他又伸出手來
[00:05:13.000 --> 00:05:17.000]  我們父子倆就在握手 大家在笑起來
[00:05:17.000 --> 00:05:22.000]  然後他就說 你做了事之後肚子越來越大
[00:05:22.000 --> 00:05:28.000]  做點運動也是好的 我們大家一起笑
[00:05:28.000 --> 00:05:34.000]  大概到六點多 太太和弟弟不約而不約回家
[00:05:34.000 --> 00:05:37.000]  我們一起在廚房吃飯
[00:05:37.000 --> 00:05:41.000]  爸爸因為不舒服不吃飯 所以我們就煮粥給他吃
[00:05:41.000 --> 00:05:45.000]  當我們還在吃飯的時候 爸爸就走進廚房
[00:05:45.000 --> 00:05:49.000]  然後就揭開瓦鍋 煮粥瓦鍋
[00:05:49.000 --> 00:05:52.000]  就說 煮豆腐啊?
[00:05:52.000 --> 00:05:54.000]  我弟弟就笑他 你真是糊塗
[00:05:54.000 --> 00:05:57.000]  哥哥煮粥給你吃 不是豆腐
[00:05:57.000 --> 00:06:00.000]  於是我們大家都笑
[00:06:00.000 --> 00:06:05.000]  吃完飯之後 弟弟就要趕去禮拜堂練詩
[00:06:05.000 --> 00:06:10.000]  我和太太就要去神學院上課程
[00:06:10.000 --> 00:06:13.000]  但不知為何心裡很不舒服
[00:06:13.000 --> 00:06:17.000]  總是有些東西緊著緊著 有些牽掛
[00:06:17.000 --> 00:06:21.000]  我臨出門口的時候就進去房間看看他
[00:06:21.000 --> 00:06:25.000]  就發覺他坐在椅子裡睡著了
[00:06:25.000 --> 00:06:28.000]  我就推醒他 說爸爸
[00:06:28.000 --> 00:06:31.000]  如果你睏的話 你就上床睡吧
[00:06:31.000 --> 00:06:34.000]  因為這樣很容易會著涼
[00:06:34.000 --> 00:06:37.000]  但他沒有醒來
[00:06:37.000 --> 00:06:41.000]  我摸他脈搏 發覺他跳得很厲害
[00:06:41.000 --> 00:06:43.000]  我知道有問題
[00:06:43.000 --> 00:06:46.000]  我馬上打電話給我姐姐
[00:06:46.000 --> 00:06:50.000]  我姐夫和我姐姐就馬上飛車來到家
[00:06:50.000 --> 00:06:54.000]  送他去伊利沙伯醫院
[00:06:54.000 --> 00:06:58.000]  在急症室醫生檢查之後就出來跟他們說
[00:06:58.000 --> 00:07:06.000]  太遲了 你爸爸死了 是心臟病
[00:07:06.000 --> 00:07:11.000]  我突然呆了 太突然
[00:07:11.000 --> 00:07:16.000]  當那些工作人員要推爸爸的遺體出去的時候
[00:07:16.000 --> 00:07:19.000]  我好像發了癲一樣
[00:07:19.000 --> 00:07:23.000]  自己控制不了大聲說我爸爸是基督徒
[00:07:23.000 --> 00:07:26.000]  我知道他會上天堂
[00:07:26.000 --> 00:07:29.000]  嚇得那些工人很緊張
[00:07:29.000 --> 00:07:33.000]  我太太馬上把我拖出去
[00:07:33.000 --> 00:07:38.000]  隔了三天 我們去公眾殮房認屍
[00:07:38.000 --> 00:07:44.000]  在那個時代 政府對死者沒有什麼尊嚴
[00:07:44.000 --> 00:07:49.000]  在殮房裡我們看到一具一具的屍體
[00:07:49.000 --> 00:07:52.000]  有腦 有鸞
[00:07:52.000 --> 00:07:55.000]  我相信裡面有些是很有學問
[00:07:55.000 --> 00:07:58.000]  也有些是毫無學識的
[00:07:58.000 --> 00:08:02.000]  但在這個時候 全部都沒有氣息
[00:08:02.000 --> 00:08:06.000]  沒有生命 好像沒有尊嚴
[00:08:06.000 --> 00:08:11.000]  當我見到爸爸的時候 忍不住就哭起來
[00:08:11.000 --> 00:08:16.000]  心裡面想 如果爸爸不是信耶穌
[00:08:16.000 --> 00:08:21.000]  有復活的盼望 究竟做人有什麼意思
[00:08:21.000 --> 00:08:26.000]  孔夫子說 未知生 焉知死
[00:08:26.000 --> 00:08:29.000]  帕蒂力就把這句話反過來說
[00:08:29.000 --> 00:08:32.000]  未知死 焉知生
[00:08:32.000 --> 00:08:38.000]  我們對死亡的看法是足以影響我們怎樣去過我們的一生
[00:08:38.000 --> 00:08:41.000]  事實上我們做牧師的
[00:08:41.000 --> 00:08:45.000]  很多時候要去探一些垂死的病人
[00:08:45.000 --> 00:08:49.000]  或者主持一些的安息禮拜
[00:08:49.000 --> 00:08:52.000]  每逢這個時候
[00:08:52.000 --> 00:08:56.000]  我們就覺得死亡不是很虛妙
[00:08:56.000 --> 00:09:00.000]  永生一點都不抽象
[00:09:00.000 --> 00:09:03.000]  有一個很實際的問題
[00:09:03.000 --> 00:09:07.000]  有一次我親戚患上了肺癌
[00:09:07.000 --> 00:09:10.000]  我去醫院探他
[00:09:10.000 --> 00:09:12.000]  他說永睿
[00:09:12.000 --> 00:09:16.000]  平時我不開心 我可以找人談
[00:09:16.000 --> 00:09:19.000]  我可以打麻將麻醉自己
[00:09:19.000 --> 00:09:22.000]  今天我患了絕症
[00:09:22.000 --> 00:09:25.000]  一個人在病房裡面
[00:09:25.000 --> 00:09:28.000]  孤單的面對這個陌生的敵人
[00:09:28.000 --> 00:09:31.000]  我突然間很害怕
[00:09:31.000 --> 00:09:34.000]  然後他說了一句話
[00:09:34.000 --> 00:09:41.000]  望存無客裡 今夜宿誰家
[00:09:41.000 --> 00:09:48.000]  我跟他說了一句福音 他信了耶穌
[00:09:48.000 --> 00:09:50.000]  事實上
[00:09:50.000 --> 00:09:54.000]  如果一個人沒有了永生的盼望
[00:09:54.000 --> 00:09:56.000]  做人為了什麼呢
[00:09:56.000 --> 00:10:01.000]  Richard Abram 是美國一個很出名的作家
[00:10:01.000 --> 00:10:06.000]  他寫了三本書 都是最暢銷的書
[00:10:06.000 --> 00:10:09.000]  第一本書叫做《Chills David Morey》
[00:10:09.000 --> 00:10:12.000]  當他在Brandeis讀書的時候
[00:10:12.000 --> 00:10:15.000]  他的老師叫做Morey
[00:10:15.000 --> 00:10:17.000]  一個猶太人
[00:10:17.000 --> 00:10:19.000]  Abram也是一個猶太人
[00:10:19.000 --> 00:10:22.000]  他知道他的老師患了絕症
[00:10:22.000 --> 00:10:26.000]  每逢星期二他就跟他的老師聊天
[00:10:26.000 --> 00:10:30.000]  討論人生 討論宗教
[00:10:30.000 --> 00:10:33.000]  第二本書是一本小說
[00:10:33.000 --> 00:10:37.000]  叫做《The Five People You Meet in Heaven》
[00:10:37.000 --> 00:10:41.000]  是講述五個不同的人離開這個世界
[00:10:41.000 --> 00:10:45.000]  所有都有一個同一的主題
[00:10:45.000 --> 00:10:48.000]  死亡不是最後一口氣
[00:10:48.000 --> 00:10:52.000]  人生不只是幾十年算數
[00:10:52.000 --> 00:10:55.000]  是有盼望
[00:10:55.000 --> 00:11:00.000]  最近他寫了一本書叫做《Have a Little Faith》
[00:11:00.000 --> 00:11:03.000]  他寫這本書就是源於
[00:11:03.000 --> 00:11:06.000]  他小時候去參加猶太的會堂
[00:11:06.000 --> 00:11:08.000]  認識了一個拉比
[00:11:08.000 --> 00:11:11.000]  拉比有一天打電話給他
[00:11:11.000 --> 00:11:13.000]  說我年紀大了
[00:11:13.000 --> 00:11:15.000]  很快就要離開世界
[00:11:15.000 --> 00:11:19.000]  你可不可以在我安息禮拜的時候
[00:11:19.000 --> 00:11:22.000]  去講一些說話
[00:11:22.000 --> 00:11:26.000]  Rich Abram立刻答應了
[00:11:26.000 --> 00:11:28.000]  但他突然想了想
[00:11:28.000 --> 00:11:31.000]  我連拉比是誰我都不太認識
[00:11:31.000 --> 00:11:34.000]  他就事上去探望這位拉比
[00:11:34.000 --> 00:11:37.000]  問他人生的問題
[00:11:37.000 --> 00:11:40.000]  拉比就介紹他認識一個牧師
[00:11:40.000 --> 00:11:45.000]  在迪塞俄州一個貧民區裏面
[00:11:45.000 --> 00:11:48.000]  做牧師的一個黑人
[00:11:48.000 --> 00:11:51.000]  他們兩個人的背景完全不同
[00:11:51.000 --> 00:11:54.000]  一個是一個很有學問的猶太人
[00:11:54.000 --> 00:11:59.000]  在一個美國的郊區富有的地區裏面
[00:11:59.000 --> 00:12:02.000]  去主理一個會堂
[00:12:02.000 --> 00:12:05.000]  兩個人在一個貧窮的家庭裏面
[00:12:05.000 --> 00:12:09.000]  很惡劣的環境裏面長大
[00:12:09.000 --> 00:12:12.000]  是服侍一些最窮
[00:12:12.000 --> 00:12:16.000]  社會裏面最被人丟棄的人
[00:12:16.000 --> 00:12:20.000]  但他們兩個人都有一個共同點
[00:12:20.000 --> 00:12:24.000]  他們有信仰
[00:12:24.000 --> 00:12:28.000]  他們有盼望
[00:12:28.000 --> 00:12:33.000]  事實上我們中國人很不喜歡講死
[00:12:33.000 --> 00:12:36.000]  我們是一個逃避死亡
[00:12:36.000 --> 00:12:39.000]  但這幾十年在西方的國家
[00:12:39.000 --> 00:12:43.000]  人開始對死亡很有興趣
[00:12:43.000 --> 00:12:48.000]  在美國有一個學科叫死亡學
[00:12:48.000 --> 00:12:58.000]  最早期是一個叫做Professor Edwin Snyderman
[00:12:58.000 --> 00:13:00.000]  他在哈佛大學的教室
[00:13:00.000 --> 00:13:03.000]  他開始了這個Fort Fanatology
[00:13:03.000 --> 00:13:06.000]  他開頭以為只有十多二十個參加
[00:13:06.000 --> 00:13:08.000]  一個很小的班房
[00:13:08.000 --> 00:13:10.000]  但想都想不到
[00:13:10.000 --> 00:13:13.000]  竟然間有二百多人參加
[00:13:13.000 --> 00:13:18.000]  越來越有興趣關於死亡
[00:13:18.000 --> 00:13:21.000]  死亡是什麼呢?
[00:13:21.000 --> 00:13:25.000]  死了之後還有沒有生命呢?
[00:13:25.000 --> 00:13:29.000]  一個叫做Dr.Morris的人
[00:13:29.000 --> 00:13:33.000]  他寫了一本書叫Life After Death
[00:13:33.000 --> 00:13:40.000]  芝加哥醫學院的一個精神科教授
[00:13:40.000 --> 00:13:43.000]  叫做Elizabeth Kubler-Ross
[00:13:43.000 --> 00:13:45.000]  他寫了一本Death and Dying
[00:13:45.000 --> 00:13:47.000]  是一個很出名的一本書
[00:13:47.000 --> 00:13:53.000]  他也寫過類似一些關於死亡的書
[00:13:53.000 --> 00:13:59.000]  為什麼這班人對死亡這麼有興趣?
[00:13:59.000 --> 00:14:04.000]  事實上我們每個人都知道
[00:14:04.000 --> 00:14:10.000]  有一天是沒有明天的
[00:14:10.000 --> 00:14:12.000]  所以Arnold Tommy
[00:14:12.000 --> 00:14:15.000]  一個很出名的英國思學家就說
[00:14:15.000 --> 00:14:18.000]  人生有很多事情你無法預料
[00:14:18.000 --> 00:14:21.000]  明天發生什麼事你和我不知道
[00:14:21.000 --> 00:14:23.000]  但每個人都知道
[00:14:23.000 --> 00:14:26.000]  有一天是沒有明天
[00:14:26.000 --> 00:14:28.000]  聰明人就懂得去預備
[00:14:28.000 --> 00:14:32.000]  愚蠢人只懂得逃避
[00:14:32.000 --> 00:14:34.000]  Arnold Tommy告訴我們
[00:14:34.000 --> 00:14:36.000]  人有生離死別
[00:14:36.000 --> 00:14:38.000]  亦有陰晴圓缺
[00:14:38.000 --> 00:14:40.000]  此事就古難存
[00:14:40.000 --> 00:14:43.000]  但願人長久
[00:14:43.000 --> 00:14:46.000]  千里共善倦
[00:14:46.000 --> 00:14:51.000]  杜甫是寫過一首非常有意思的詩
[00:14:51.000 --> 00:14:53.000]  這首詩叫做《覺夜》
[00:14:53.000 --> 00:14:57.000]  我印在碟序表裡
[00:14:57.000 --> 00:14:58.000]  我讀一讀給大家聽
[00:14:58.000 --> 00:15:02.000]  歲暮陰陽吹短景
[00:15:02.000 --> 00:15:06.000]  天涯相說齊寒宵
[00:15:06.000 --> 00:15:09.000]  五間古國聲悲壯
[00:15:09.000 --> 00:15:12.000]  三峽星河映洞遙
[00:15:12.000 --> 00:15:15.000]  野哭幾家文戰乏
[00:15:15.000 --> 00:15:18.000]  兒歌掃柱起如潮
[00:15:18.000 --> 00:15:21.000]  臥龍躍馬躍中王土
[00:15:21.000 --> 00:15:26.000]  人事音書萬籍了
[00:15:26.000 --> 00:15:32.000]  一個非常淒厲又幾真實的一首詩
[00:15:32.000 --> 00:15:35.000]  所謂歲暮陰陽吹短景
[00:15:35.000 --> 00:15:37.000]  一年之中
[00:15:37.000 --> 00:15:40.000]  特別覺得時間過得好快
[00:15:40.000 --> 00:15:42.000]  到年尾的時候
[00:15:42.000 --> 00:15:43.000]  嘩!又一年
[00:15:43.000 --> 00:15:45.000]  是這麼快
[00:15:45.000 --> 00:15:47.000]  過頭亦是近
[00:15:47.000 --> 00:15:50.000]  天涯就指天的中午
[00:15:50.000 --> 00:15:54.000]  天邊的雪在天涯寒夜中已經終止了
[00:15:54.000 --> 00:15:58.000]  就所謂天涯相說齊寒宵
[00:15:58.000 --> 00:16:00.000]  到了午間的時分
[00:16:00.000 --> 00:16:04.000]  軍中的戰鼓的聲音又起了
[00:16:04.000 --> 00:16:08.000]  配上長江三峽急流的水聲
[00:16:08.000 --> 00:16:10.000]  顯得特別的悲壯
[00:16:10.000 --> 00:16:12.000]  但最慘的
[00:16:12.000 --> 00:16:14.000]  都是戰乏一聲
[00:16:14.000 --> 00:16:18.000]  來到人的生命就完結
[00:16:18.000 --> 00:16:20.000]  無論你是多麼聰明
[00:16:20.000 --> 00:16:22.000]  好像臥龍先生諸葛亮
[00:16:22.000 --> 00:16:25.000]  或者是若馬稱帝的公孫術
[00:16:25.000 --> 00:16:28.000]  雖然是一時英雄學傑
[00:16:28.000 --> 00:16:30.000]  但都是歸於塵土
[00:16:30.000 --> 00:16:34.000]  所謂臥龍若馬縱橫途
[00:16:34.000 --> 00:16:37.000]  人事音書萬籍了
[00:16:37.000 --> 00:16:39.000]  是多麼的悲慘
[00:16:39.000 --> 00:16:41.000]  多麼的悲哀
[00:16:41.000 --> 00:16:45.000]  我們中間有很多人都會想
[00:16:45.000 --> 00:16:47.000]  蘇牧師你快要退休了
[00:16:47.000 --> 00:16:49.000]  你就會想這些
[00:16:49.000 --> 00:16:51.000]  我還有很多日子
[00:16:51.000 --> 00:16:54.000]  現在又不是戰亂死亡太遠
[00:16:54.000 --> 00:16:57.000]  我們不關我們的事
[00:16:57.000 --> 00:16:59.000]  不是的
[00:16:59.000 --> 00:17:02.000]  死是很公平的
[00:17:02.000 --> 00:17:04.000]  無分年紀的
[00:17:04.000 --> 00:17:08.000]  一點都無分
[00:17:08.000 --> 00:17:15.000]  在你覺得最不可能會死亡的時候
[00:17:15.000 --> 00:17:18.000]  可能就這樣
[00:17:18.000 --> 00:17:24.000]  就好像我媳婦生孩子一樣
[00:17:24.000 --> 00:17:27.000]  今天只有最蠢的人
[00:17:27.000 --> 00:17:29.000]  才不去預備那一天
[00:17:29.000 --> 00:17:32.000]  如果是一個聰明的人
[00:17:32.000 --> 00:17:34.000]  他一定會想到
[00:17:34.000 --> 00:17:37.000]  我怎樣去預備那一天
[00:17:37.000 --> 00:17:39.000]  哥林多前書第十五章
[00:17:39.000 --> 00:17:41.000]  是一個非常重要的一段聖經
[00:17:41.000 --> 00:17:43.000]  因為它給我們一些
[00:17:43.000 --> 00:17:47.000]  很重要很重要的訊息
[00:17:47.000 --> 00:17:49.000]  哥林多人的問題在哪裡
[00:17:49.000 --> 00:17:51.000]  他們不相信有死人復活
[00:17:51.000 --> 00:17:54.000]  而保羅就在這裡告訴你
[00:17:54.000 --> 00:17:57.000]  假若基督沒有復活是怎樣
[00:17:57.000 --> 00:18:00.000]  復活只是紀念耶穌的受死和復活
[00:18:00.000 --> 00:18:03.000]  或者我們首先反面來問一問
[00:18:03.000 --> 00:18:06.000]  如果耶穌基督是沒有復活
[00:18:06.000 --> 00:18:09.000]  在歷史裡面耶穌從未曾試過復活的時候
[00:18:09.000 --> 00:18:12.000]  我們會是怎樣的
[00:18:12.000 --> 00:18:14.000]  我們就會沒有永生
[00:18:14.000 --> 00:18:16.000]  沒有復活的盼望
[00:18:16.000 --> 00:18:17.000]  第十四節說
[00:18:17.000 --> 00:18:19.000]  若基督沒有復活
[00:18:19.000 --> 00:18:21.000]  我們所傳的就是謊言
[00:18:21.000 --> 00:18:24.000]  你們所信的也是謊言
[00:18:24.000 --> 00:18:25.000]  其實我想一想
[00:18:25.000 --> 00:18:27.000]  如果我們所信的是假的
[00:18:27.000 --> 00:18:29.000]  耶穌根本就沒有復活
[00:18:29.000 --> 00:18:31.000]  將來我們也沒有復活
[00:18:31.000 --> 00:18:33.000]  死如當年
[00:18:33.000 --> 00:18:35.000]  那我就慘過你們一些
[00:18:35.000 --> 00:18:37.000]  都是慘的 大家都是慘的
[00:18:37.000 --> 00:18:39.000]  我浪費了一生做牧師
[00:18:39.000 --> 00:18:43.000]  為了謊言 為了這些完全沒有意義的
[00:18:43.000 --> 00:18:45.000]  就浪費了一生
[00:18:45.000 --> 00:18:47.000]  最低限度今天
[00:18:47.000 --> 00:18:49.000]  本來放假也要走回來
[00:18:49.000 --> 00:18:51.000]  你們所信的也是謊言
[00:18:51.000 --> 00:18:53.000]  第十七節又告訴你們
[00:18:53.000 --> 00:18:55.000]  你們的信便是徒然
[00:18:55.000 --> 00:18:57.000]  你們仍在罪裡
[00:18:57.000 --> 00:18:58.000]  如果耶穌基督沒有復活
[00:18:58.000 --> 00:19:00.000]  沒有在歷史裡面復活的時候
[00:19:00.000 --> 00:19:02.000]  今天你和我仍然在罪裡面
[00:19:02.000 --> 00:19:03.000]  沒得救
[00:19:03.000 --> 00:19:04.000]  第十九節
[00:19:04.000 --> 00:19:06.000]  我們若靠基督就今生有子亡
[00:19:06.000 --> 00:19:09.000]  就算比眾人更可憐
[00:19:09.000 --> 00:19:10.000]  今天我們想一想
[00:19:10.000 --> 00:19:13.000]  如果我們所信的不是真的
[00:19:13.000 --> 00:19:14.000]  人家玩得這麼開心的時候
[00:19:14.000 --> 00:19:16.000]  我們就跑來這裡
[00:19:16.000 --> 00:19:18.000]  浪費了我們的一生
[00:19:18.000 --> 00:19:20.000]  是不是很蠢呢
[00:19:20.000 --> 00:19:22.000]  我有一次
[00:19:22.000 --> 00:19:24.000]  我們香港大學的同學
[00:19:24.000 --> 00:19:26.000]  大家一起相聚
[00:19:26.000 --> 00:19:28.000]  假幾十年相聚
[00:19:28.000 --> 00:19:30.000]  他們個個都很有成就
[00:19:30.000 --> 00:19:32.000]  有些立法會議員
[00:19:32.000 --> 00:19:34.000]  有些什麼的
[00:19:34.000 --> 00:19:36.000]  我可能不是很大的成就
[00:19:36.000 --> 00:19:38.000]  但居然有一個同學跟我說
[00:19:38.000 --> 00:19:42.000]  蘇永裕很羨慕你
[00:19:42.000 --> 00:19:44.000]  他羨慕我什麼呢
[00:19:44.000 --> 00:19:47.000]  他羨慕你是有理想
[00:19:47.000 --> 00:19:49.000]  追求有永恆價值的東西
[00:19:49.000 --> 00:19:52.000]  我想他講的一點都沒有錯
[00:19:52.000 --> 00:19:56.000]  但假如現在沒有復活
[00:19:56.000 --> 00:19:58.000]  沒有永生的盼望
[00:19:58.000 --> 00:20:01.000]  你所信的就是枉然
[00:20:01.000 --> 00:20:03.000]  我所信的也是枉然
[00:20:03.000 --> 00:20:06.000]  是成為最可憐的人
[00:20:06.000 --> 00:20:08.000]  但反過來說
[00:20:08.000 --> 00:20:11.000]  如果真的有復活
[00:20:11.000 --> 00:20:13.000]  如果真的有永生
[00:20:13.000 --> 00:20:17.000]  那些不信的人才是最可憐的
[00:20:17.000 --> 00:20:19.000]  是不是
[00:20:19.000 --> 00:20:23.000]  事實上我們人生只不過幾十年
[00:20:23.000 --> 00:20:25.000]  如果就這樣過去
[00:20:25.000 --> 00:20:27.000]  死如燈滅
[00:20:27.000 --> 00:20:29.000]  做人有什麼意思呢
[00:20:29.000 --> 00:20:31.000]  我想到日本人
[00:20:31.000 --> 00:20:33.000]  想到日本就想到火山
[00:20:33.000 --> 00:20:35.000]  地震 原子彈 天王崇拜
[00:20:35.000 --> 00:20:38.000]  自殺隊 武士精神 切腹
[00:20:38.000 --> 00:20:43.000]  不知為何所有日本的很出名的文人
[00:20:43.000 --> 00:20:49.000]  好像戒村龍之戒 太宰治 三島尤紀夫 川端康成
[00:20:49.000 --> 00:20:52.000]  所有的人全部和死有關係
[00:20:52.000 --> 00:20:55.000]  幾乎個個都是自殺身亡
[00:20:55.000 --> 00:20:57.000]  日本有一首歌謠的說法
[00:20:57.000 --> 00:21:01.000]  當櫻花盛放 他們注定是凋落
[00:21:01.000 --> 00:21:04.000]  當一個人喝醉酒 注定是清醒過來
[00:21:04.000 --> 00:21:07.000]  當兩個人相認 他們的結局就是分離
[00:21:07.000 --> 00:21:10.000]  櫻花 何必開得這麼殉殘
[00:21:10.000 --> 00:21:14.000]  因為不久你就會凋謝
[00:21:14.000 --> 00:21:17.000]  一幅很淒厲的圖畫
[00:21:17.000 --> 00:21:20.000]  事實上一個人如果沒有了永生的盼望
[00:21:20.000 --> 00:21:22.000]  沒有了復活的時候
[00:21:22.000 --> 00:21:24.000]  做人有什麼意思呢
[00:21:24.000 --> 00:21:26.000]  接著保羅說若死人不復活
[00:21:26.000 --> 00:21:28.000]  我們就吃吃喝喝吧
[00:21:28.000 --> 00:21:30.000]  因為明天要死了
[00:21:30.000 --> 00:21:32.000]  第32字
[00:21:32.000 --> 00:21:35.000]  保羅引用當時一個非常流行的人生觀
[00:21:35.000 --> 00:21:38.000]  人生苦短 何不盡情享受
[00:21:38.000 --> 00:21:41.000]  所謂花開堪折就直須折
[00:21:41.000 --> 00:21:43.000]  莫待無花就空折之
[00:21:43.000 --> 00:21:45.000]  今日不玩就趁幾時
[00:21:45.000 --> 00:21:47.000]  歡樂今宵
[00:21:47.000 --> 00:21:50.000]  最不好的有首歌 歡樂今宵再會
[00:21:50.000 --> 00:21:55.000]  就是說你多麼快樂都不知道有沒有機會再見
[00:21:55.000 --> 00:21:58.000]  其實這個不單止是保羅的時代
[00:21:58.000 --> 00:22:01.000]  那些未信的人人生哲學
[00:22:01.000 --> 00:22:04.000]  今天我們香港的人生觀何尚迷呢
[00:22:04.000 --> 00:22:07.000]  你看這個世界來得快去得快
[00:22:07.000 --> 00:22:13.000]  轉眼幾千萬的身家就化為烏有
