
[00:00:00.000 --> 00:00:04.000]  好 今天我們要來分享的主題是
[00:03:23.000 --> 00:03:24.000]  才會清楚知道
[00:03:24.000 --> 00:03:27.000]  就是有沒有人不見了
[00:03:27.000 --> 00:03:28.000]  比如說要做打掃工作的時候
[00:03:28.000 --> 00:03:30.000]  一定要點名
[00:03:30.000 --> 00:03:31.000]  有沒有誰不在
[00:03:31.000 --> 00:03:32.000]  或者是說要發獎金的時候
[00:03:32.000 --> 00:03:33.000]  一定要點名
[00:03:33.000 --> 00:03:34.000]  或者說要收錢的時候
[00:03:34.000 --> 00:03:36.000]  一定要清算
[00:03:36.000 --> 00:03:39.000]  所以政府它進行人口普查
[00:03:39.000 --> 00:03:40.000]  它不只是要關心
[00:03:40.000 --> 00:03:43.000]  它其實不是只是要關心人民
[00:03:43.000 --> 00:03:44.000]  說我的人民有沒有少
[00:03:44.000 --> 00:03:45.000]  或者是怎麼樣
[00:03:45.000 --> 00:03:47.000]  它其實很重要的一件事情
[00:03:47.000 --> 00:03:51.000]  大概都是為了跟錢有關的事情
[00:03:51.000 --> 00:03:52.000]  那為了這件事情
[00:03:52.000 --> 00:03:55.000]  為了這個要人口普查的事情
[00:03:55.000 --> 00:03:57.000]  所以大家都要回到
[00:03:57.000 --> 00:04:00.000]  它的戶籍地去辦理登記
[00:04:00.000 --> 00:04:03.000]  登記完了之後要做什麼
[00:04:03.000 --> 00:04:04.000]  就是收錢
[00:04:04.000 --> 00:04:05.000]  收人頭稅
[00:04:05.000 --> 00:04:07.000]  根據歷史的資料
[00:04:07.000 --> 00:04:09.000]  他們說當時不管男女
[00:04:09.000 --> 00:04:11.000]  都要交一個人頭稅
[00:04:11.000 --> 00:04:12.000]  就是你有人頭
[00:04:12.000 --> 00:04:16.000]  你是一個在當地的居民
[00:04:16.000 --> 00:04:18.000]  你就要交人頭稅
[00:04:18.000 --> 00:04:20.000]  那男人是從14歲開始
[00:04:20.000 --> 00:04:22.000]  女人是從12歲就開始
[00:04:22.000 --> 00:04:24.000]  一直繳到65歲
[00:04:24.000 --> 00:04:27.000]  那這個跟我們工作還蠻像的
[00:04:27.000 --> 00:04:29.000]  你有工作你就要繳錢
[00:04:29.000 --> 00:04:30.000]  每年繳一次
[00:04:30.000 --> 00:04:31.000]  那繳一次的錢
[00:04:31.000 --> 00:04:36.000]  大概是當時工人一天的工資
[00:04:36.000 --> 00:04:41.000]  那對這些牧羊人來講
[00:04:41.000 --> 00:04:43.000]  他們想到又要繳錢了
[00:04:43.000 --> 00:04:48.000]  覺得他們心裡會怎麼樣
[00:04:48.000 --> 00:04:50.000]  不太開心
[00:04:50.000 --> 00:04:51.000]  已經繳了錢
[00:04:51.000 --> 00:04:52.000]  還要再繳錢
[00:04:52.000 --> 00:04:55.000]  然後政府好像要收很多的錢
[00:04:55.000 --> 00:04:57.000]  羊很難照顧
[00:04:57.000 --> 00:04:58.000]  錢不好賺
[00:04:58.000 --> 00:05:00.000]  為什麼還要再收錢
[00:05:00.000 --> 00:05:01.000]  然後他們可能就會
[00:05:01.000 --> 00:05:02.000]  在這邊彼此討論
[00:05:02.000 --> 00:05:06.000]  然後就有人說
[00:05:06.000 --> 00:05:07.000]  沒有關係
[00:05:07.000 --> 00:05:08.000]  我們可以仰望
[00:05:08.000 --> 00:05:11.000]  我們民族當中的那位舊主
[00:05:11.000 --> 00:05:12.000]  那位彌賽亞
[00:05:12.000 --> 00:05:15.000]  曾經我們的祖先告訴我們
[00:05:15.000 --> 00:05:17.000]  將有一位彌賽亞來到
[00:05:17.000 --> 00:05:19.000]  來拯救我們
[00:05:19.000 --> 00:05:21.000]  那我們到時候
[00:05:21.000 --> 00:05:24.000]  就不用再這樣子受苦了
[00:05:24.000 --> 00:05:25.000]  然後他們就會彼此討論
[00:05:25.000 --> 00:05:26.000]  可能有的人就會覺得
[00:05:26.000 --> 00:05:28.000]  有的牧羊人就會覺得說
[00:05:28.000 --> 00:05:31.000]  等這位舊主
[00:05:31.000 --> 00:05:32.000]  那我不知道
[00:05:32.000 --> 00:05:33.000]  可能我年老髮白
[00:05:33.000 --> 00:05:35.000]  這位舊主都不知道來了沒
[00:05:35.000 --> 00:05:37.000]  我媽媽她也是從年輕的時候
[00:05:37.000 --> 00:05:39.000]  等到她現在年老髮白
[00:05:39.000 --> 00:05:41.000]  舊主還沒來
[00:05:41.000 --> 00:05:43.000]  然後我爸爸也是這樣跟我講
[00:05:43.000 --> 00:05:44.000]  鄰居也是這樣講
[00:05:44.000 --> 00:05:46.000]  等到現在我已經開始在牧羊
[00:05:46.000 --> 00:05:47.000]  我要繳稅了
[00:05:47.000 --> 00:05:49.000]  然後我也有孩子了
[00:05:49.000 --> 00:05:51.000]  舊主還沒來
[00:05:51.000 --> 00:05:54.000]  那到底什麼時候舊主才會來呢
[00:05:54.000 --> 00:05:55.000]  有的人就覺得說
[00:05:55.000 --> 00:05:56.000]  不行啊
[00:05:56.000 --> 00:05:57.000]  我們要有信心
[00:05:57.000 --> 00:05:58.000]  要有努力的盼望
[00:05:58.000 --> 00:06:00.000]  要不然我們可能活不下去
[00:06:00.000 --> 00:06:02.000]  那有的人就覺得
[00:06:02.000 --> 00:06:03.000]  沒關係啦
[00:06:03.000 --> 00:06:06.000]  反正一天過一天算
[00:06:06.000 --> 00:06:09.000]  就在某一個夜晚
[00:06:09.000 --> 00:06:10.000]  這些牧羊人
[00:06:10.000 --> 00:06:12.000]  可能白天還是在討論這些事情
[00:06:12.000 --> 00:06:15.000]  晚上他們還是要值夜班
[00:06:15.000 --> 00:06:19.000]  一如往常在滿天的星斗下
[00:06:19.000 --> 00:06:22.000]  想像一下頂著曠野中吹來的
[00:06:22.000 --> 00:06:25.000]  收收冷風
[00:06:25.000 --> 00:06:27.000]  一面把木杖緊握在手裡
[00:06:27.000 --> 00:06:30.000]  然後一面看顧羊群
[00:06:30.000 --> 00:06:32.000]  看顧羊群的時候要做什麼
[00:06:32.000 --> 00:06:35.000]  眼觀四面耳聽八方
[00:06:35.000 --> 00:06:37.000]  然後看看前後
[00:06:37.000 --> 00:06:39.000]  都很正常啊
[00:06:39.000 --> 00:06:41.000]  都很好
[00:06:41.000 --> 00:06:43.000]  今晚應該是一個平安夜
[00:06:43.000 --> 00:06:47.000]  忽然在他們的周圍
[00:06:47.000 --> 00:06:52.000]  有一位侍者向這群牧羊人來顯現
[00:06:52.000 --> 00:06:56.000]  同時有光從四面八方照過來
[00:06:56.000 --> 00:06:58.000]  好像突然四面八方
[00:06:58.000 --> 00:07:00.000]  有那個Spotlight向他們照亮
[00:07:00.000 --> 00:07:04.000]  然後他們好像從來沒有遇過這種情形
[00:07:04.000 --> 00:07:06.000]  不知道這是什麼狀況
[00:07:06.000 --> 00:07:10.000]  有一種
[00:07:10.000 --> 00:07:15.000]  好像他們信仰的那位上帝出現了
[00:07:15.000 --> 00:07:17.000]  好像在他們生命當中
[00:07:17.000 --> 00:07:20.000]  他們所信仰的那位上帝
[00:07:20.000 --> 00:07:23.000]  好像那個同在臨到了
[00:07:23.000 --> 00:07:25.000]  所以他們感覺很害怕
[00:07:25.000 --> 00:07:28.000]  他們感覺上帝出現了
[00:07:28.000 --> 00:07:30.000]  在舊約當中
[00:07:30.000 --> 00:07:32.000]  在他們的民族歷史當中
[00:07:32.000 --> 00:07:34.000]  只要上帝出現了
[00:07:34.000 --> 00:07:37.000]  大概人不是倒地就是跪下
[00:07:37.000 --> 00:07:38.000]  為什麼
[00:07:38.000 --> 00:07:41.000]  因為這位上帝的同在非常的可畏
[00:07:41.000 --> 00:07:44.000]  他們從來沒遇過這種情形
[00:07:44.000 --> 00:07:46.000]  他們也可能是感受到自己的罪
[00:07:46.000 --> 00:07:49.000]  總之他們感到很害怕
[00:07:49.000 --> 00:07:52.000]  這個時候這位使者對他們說什麼
[00:07:52.000 --> 00:07:54.000]  說不要害怕
[00:07:54.000 --> 00:07:55.000]  我來告訴你們一個
[00:07:55.000 --> 00:07:58.000]  會使大家都非常高興的好消息
[00:07:58.000 --> 00:08:00.000]  因為今天
[00:08:00.000 --> 00:08:03.000]  救主為你們降生在大衛的故鄉了
[00:08:03.000 --> 00:08:05.000]  他就是主基督
[00:08:05.000 --> 00:08:07.000]  當這群牧羊人他們聽到
[00:08:07.000 --> 00:08:09.000]  救主為他們降生
[00:08:09.000 --> 00:08:11.000]  當這群牧羊人聽到
[00:08:11.000 --> 00:08:13.000]  主基督來到的時候
[00:08:13.000 --> 00:08:16.000]  他們知道原來他們祖先當中
[00:08:16.000 --> 00:08:19.000]  所告訴他們將要來的那位救主
[00:08:19.000 --> 00:08:21.000]  真的來到了
[00:08:21.000 --> 00:08:24.000]  因為他們就是在等這位彌賽亞
[00:08:24.000 --> 00:08:25.000]  那請我們現在呢
[00:08:25.000 --> 00:08:27.000]  我們一起翻開我們的聖經
[00:08:27.000 --> 00:08:28.000]  我們來念
[00:08:28.000 --> 00:08:54.000]  路加福音第二章八到十二節
[00:08:54.000 --> 00:08:56.000]  好都翻到了嗎
[00:08:56.000 --> 00:09:01.000]  都翻到了我們一起來讀一次
[00:09:01.000 --> 00:09:02.000]  八節請
[00:09:02.000 --> 00:09:06.000]  在伯利恆之野地裡有牧羊的人
[00:09:06.000 --> 00:09:09.000]  夜間按著羹刺看守羊群
[00:09:09.000 --> 00:09:12.000]  有主的使者站在他們旁邊
[00:09:12.000 --> 00:09:15.000]  主的榮光四面照著他們
[00:09:15.000 --> 00:09:17.000]  牧羊的人就甚懼怕
[00:09:17.000 --> 00:09:20.000]  那天使對他們說不要懼怕
[00:09:20.000 --> 00:09:23.000]  我報給你們大喜的信息
[00:09:23.000 --> 00:09:25.000]  是光呼萬民的
[00:09:25.000 --> 00:09:27.000]  今天在大衛的城裡
[00:09:27.000 --> 00:09:29.000]  為你們生了救主
[00:09:29.000 --> 00:09:30.000]  就是主基督
[00:09:30.000 --> 00:09:33.000]  你們要看見一個嬰孩
[00:09:33.000 --> 00:09:35.000]  包著布臥在馬槽裡
[00:09:35.000 --> 00:09:37.000]  那就是記號了
[00:09:37.000 --> 00:09:42.000]  首先我們來看這個好消息告訴了誰
[00:09:42.000 --> 00:09:43.000]  牧羊人
[00:09:43.000 --> 00:09:45.000]  所有的人都在等待
[00:09:45.000 --> 00:09:49.000]  所有的人都在期待這位救主降生
[00:09:49.000 --> 00:09:54.000]  但是卻先告訴了這群在曠野的牧羊人
[00:09:54.000 --> 00:09:58.000]  為什麼
[00:09:58.000 --> 00:10:01.000]  為什麼先告訴他們
[00:10:01.000 --> 00:10:03.000]  因為只有他們還是醒著
[00:10:03.000 --> 00:10:06.000]  很有可能
[00:10:06.000 --> 00:10:12.000]  還有呢
[00:10:12.000 --> 00:10:14.000]  因為他們很警醒
[00:10:14.000 --> 00:10:16.000]  他們可以聽聲音
[00:10:16.000 --> 00:10:19.000]  他們可以有回應
[00:10:19.000 --> 00:10:21.000]  其實這個問題
[00:10:21.000 --> 00:10:24.000]  我們可能沒有辦法去猜測
[00:10:24.000 --> 00:10:25.000]  上帝為什麼這樣做
[00:10:25.000 --> 00:10:28.000]  因為這位創造萬物
[00:10:28.000 --> 00:10:29.000]  同管萬有的上帝
[00:10:29.000 --> 00:10:32.000]  他想要告訴誰就可以告訴誰
[00:10:32.000 --> 00:10:35.000]  不過我們可以從牧羊人的反應
[00:10:35.000 --> 00:10:38.000]  和另外一群人的反應來想想看
[00:10:38.000 --> 00:10:39.000]  牧羊人的反應
[00:10:39.000 --> 00:10:40.000]  他們聽見了之後
[00:10:40.000 --> 00:10:44.000]  他們的反應是什麼呢
[00:10:44.000 --> 00:10:47.000]  他們聽見的反應是什麼
[00:10:47.000 --> 00:10:51.000]  我們來看第十五節
[00:10:51.000 --> 00:10:52.000]  十五節
[00:10:52.000 --> 00:10:53.000]  眾天使離開他們
[00:10:53.000 --> 00:10:54.000]  升天去了
[00:10:54.000 --> 00:10:56.000]  牧羊的人彼此說
[00:10:56.000 --> 00:10:58.000]  我們一起來讀他們說什麼呢
[00:10:58.000 --> 00:11:00.000]  我們往伯利恆去
[00:11:00.000 --> 00:11:02.000]  看看所成的事
[00:11:02.000 --> 00:11:05.000]  就是主所指示我們的
[00:11:05.000 --> 00:11:08.000]  所以他們的反應是什麼
[00:11:08.000 --> 00:11:10.000]  他們聽見了
[00:11:10.000 --> 00:11:11.000]  然後馬上就怎樣
[00:11:11.000 --> 00:11:13.000]  採取行動趕快去看一看
[00:11:13.000 --> 00:11:14.000]  然後呢
[00:11:14.000 --> 00:11:16.000]  看看所成就的事情
[00:11:16.000 --> 00:11:20.000]  他們帶著一個順從的心
[00:11:20.000 --> 00:11:21.000]  他們帶著一個聽見
[00:11:21.000 --> 00:11:24.000]  然後願意有回應的心
[00:11:24.000 --> 00:11:26.000]  他們不會再覺得說
[00:11:26.000 --> 00:11:29.000]  反正幾百年了
[00:11:29.000 --> 00:11:30.000]  祖先講了下來
[00:11:30.000 --> 00:11:32.000]  舊主都還沒來
[00:11:32.000 --> 00:11:33.000]  沒關係就這樣子
[00:11:33.000 --> 00:11:37.000]  今天晚上還是把羊群顧好好了
[00:11:37.000 --> 00:11:39.000]  沒有他們就馬上去回應
[00:11:39.000 --> 00:11:40.000]  然後呢
[00:11:40.000 --> 00:11:46.000]  我們再來看第二十節
[00:11:46.000 --> 00:11:48.000]  牧羊的人回去了
[00:11:48.000 --> 00:11:51.000]  因所聽見所看見的一切事
[00:11:51.000 --> 00:11:54.000]  正如天使向他們所說的
[00:11:54.000 --> 00:11:57.000]  就歸榮耀與神讚美他
[00:11:57.000 --> 00:11:58.000]  所以牧羊人的回應
[00:11:58.000 --> 00:12:00.000]  是一個很正面的回應
[00:12:00.000 --> 00:12:01.000]  牧羊人的回應
[00:12:01.000 --> 00:12:04.000]  是一個聽見相信行動
[00:12:04.000 --> 00:12:05.000]  而且接受
[00:12:05.000 --> 00:12:08.000]  然後歸榮耀給神的一個回應
[00:12:08.000 --> 00:12:11.000]  那我們說我們要從牧羊人的反應
[00:12:11.000 --> 00:12:13.000]  跟另外一群人的反應
[00:12:13.000 --> 00:12:16.000]  來對比來思想
[00:12:16.000 --> 00:12:19.000]  那另外一群人是哪一群人呢
[00:12:19.000 --> 00:12:24.000]  另外一群人
[00:12:24.000 --> 00:12:25.000]  另外一群人是在
[00:12:25.000 --> 00:12:30.000]  馬太福音二章一節那邊所記載的
[00:12:30.000 --> 00:12:32.000]  一節到二節
[00:12:32.000 --> 00:12:33.000]  當西律王的時候
[00:12:33.000 --> 00:12:36.000]  耶穌身在猶太的伯利恆
[00:12:36.000 --> 00:12:38.000]  那有幾個博士呢
[00:12:38.000 --> 00:12:40.000]  從東方來到耶路撒冷說
[00:12:40.000 --> 00:12:50.000]  好我們一起來讀
[00:12:50.000 --> 00:12:54.000]  馬太王聽見了就心裡不安
[00:12:54.000 --> 00:12:58.000]  耶路撒冷合成的人也都不安
[00:12:58.000 --> 00:13:00.000]  這一群牧羊人他們聽見
[00:13:00.000 --> 00:13:02.000]  救主來到
[00:13:02.000 --> 00:13:05.000]  他們的反應是相信
[00:13:05.000 --> 00:13:07.000]  然後他們的反應是什麼
[00:13:07.000 --> 00:13:09.000]  積極的去看然後去回應
[00:13:09.000 --> 00:13:13.000]  但是在耶路撒冷城
[00:13:13.000 --> 00:13:14.000]  有另外一群人
[00:13:14.000 --> 00:13:16.000]  他們也知道了這個消息
[00:13:16.000 --> 00:13:19.000]  那他們的回應是什麼
[00:13:19.000 --> 00:13:20.000]  他們感到不安
[00:13:20.000 --> 00:13:22.000]  這個西律王感到不安
[00:13:22.000 --> 00:13:26.000]  耶路撒冷全城的人也都感到不安
[00:13:26.000 --> 00:13:32.000]  為什麼西律王會感到不安
[00:13:32.000 --> 00:13:35.000]  他是在這個地方的領袖
[00:13:35.000 --> 00:13:37.000]  他是在這個地方的執政官
[00:13:37.000 --> 00:13:40.000]  但是這個時候說有另外一個王
[00:13:40.000 --> 00:13:42.000]  那對他來講是什麼
[00:13:42.000 --> 00:13:44.000]  一個威脅
[00:13:44.000 --> 00:13:46.000]  對他來講是什麼
[00:13:46.000 --> 00:13:49.000]  可能會造成他很大的困擾
[00:13:49.000 --> 00:13:52.000]  而且搞不好會把他怎樣
[00:13:52.000 --> 00:13:56.000]  他可能會覺得會把他取代掉
[00:13:56.000 --> 00:13:59.000]  那耶路撒冷合成的人也都不安
[00:13:59.000 --> 00:14:00.000]  為什麼
[00:14:00.000 --> 00:14:02.000]  因為他們就住在耶路撒冷
[00:14:02.000 --> 00:14:04.000]  就住在這個首都
[00:14:04.000 --> 00:14:09.000]  所以如果這個領袖
[00:14:09.000 --> 00:14:12.000]  這個政府的執政官
[00:14:12.000 --> 00:14:13.000]  他心裡不安
[00:14:13.000 --> 00:14:16.000]  然後他可能就會有一些作為對不對
[00:14:16.000 --> 00:14:17.000]  那有這些作為
[00:14:17.000 --> 00:14:21.000]  最先影響到的會是誰
[00:14:21.000 --> 00:14:23.000]  就是這些周圍的人群
[00:14:23.000 --> 00:14:26.000]  他們不知道將要發生什麼事情
[00:14:26.000 --> 00:14:31.000]  所以這一群人在首都的這個執政官
[00:14:31.000 --> 00:14:32.000]  還有這些居民
[00:14:32.000 --> 00:14:35.000]  當他們聽到這個消息
[00:14:35.000 --> 00:14:39.000]  得知有一個這個民族的王將要誕生
[00:14:39.000 --> 00:14:40.000]  已經誕生了
[00:14:40.000 --> 00:14:43.000]  那他們的反應是心中不安感到惶恐
[00:14:43.000 --> 00:14:48.000]  他們深怕這會危及他們現在所擁有的一切
[00:14:48.000 --> 00:14:51.000]  他們裡頭有一個懼怕
[00:14:51.000 --> 00:14:53.000]  雖然我們不能確定到底上帝
[00:14:53.000 --> 00:14:56.000]  為什麼選擇先告訴這一群牧羊的人
[00:14:56.000 --> 00:14:58.000]  但我們可以確定的是
[00:14:58.000 --> 00:15:01.000]  上帝顯然不會因為這一群牧羊的人
[00:15:01.000 --> 00:15:03.000]  是比較卑微的
[00:15:03.000 --> 00:15:07.000]  是比較在社會當中遭到輕視的一群
[00:15:07.000 --> 00:15:12.000]  而將他們從上帝想要告訴人
[00:15:12.000 --> 00:15:16.000]  好消息的那個候選名單當中被剔除
[00:15:16.000 --> 00:15:19.000]  他們仍然是上帝所愛的
[00:15:19.000 --> 00:15:24.000]  而且上帝把好消息先告訴了他們
[00:15:24.000 --> 00:15:26.000]  所以如果你感覺到
[00:15:26.000 --> 00:15:28.000]  有時候你會感覺到你自己好像
[00:15:28.000 --> 00:15:31.000]  在你的工作 在你的職場
[00:15:31.000 --> 00:15:34.000]  然後在社會當中
[00:15:34.000 --> 00:15:36.000]  你覺得有時候
[00:15:36.000 --> 00:15:37.000]  可能大部分時候不會
[00:15:37.000 --> 00:15:41.000]  但是有時候你會感覺到你好像很卑微
[00:15:41.000 --> 00:15:44.000]  感覺到你好像自己也是會被輕視
[00:15:44.000 --> 00:15:46.000]  那就請你想一想
[00:15:46.000 --> 00:15:50.000]  上帝曾經將一個天大的好消息
[00:15:50.000 --> 00:15:54.000]  首先告訴這一群被人輕視
[00:15:54.000 --> 00:15:57.000]  這一群卑微的牧羊人
[00:15:57.000 --> 00:15:58.000]  他們有榮幸
[00:15:58.000 --> 00:16:02.000]  首先的見到這位降生的救主耶穌
[00:16:02.000 --> 00:16:05.000]  所以只要我們也有這樣牧羊人的心
[00:16:05.000 --> 00:16:07.000]  當我們聽見上帝的話
[00:16:07.000 --> 00:16:10.000]  願意去回應 願意去相信 接受
[00:16:10.000 --> 00:16:11.000]  願意去行動
[00:16:11.000 --> 00:16:14.000]  那上帝就會看見
[00:16:14.000 --> 00:16:17.000]  上帝會看見我們每一個人的心
[00:16:17.000 --> 00:16:20.000]  上帝會願意把祂最好的恩典
[00:16:20.000 --> 00:16:23.000]  要賞賜給我們
[00:16:23.000 --> 00:16:26.000]  另外一方面我們也要來看看
[00:16:26.000 --> 00:16:28.000]  如果我們覺得我們所擁有的
[00:16:28.000 --> 00:16:30.000]  已經足夠了
[00:16:30.000 --> 00:16:32.000]  甚至我們會害怕
[00:16:32.000 --> 00:16:35.000]  失去現在手中所擁有的
[00:16:35.000 --> 00:16:37.000]  那我們就要來想一下
[00:16:37.000 --> 00:16:38.000]  那我們所擁有的
[00:16:38.000 --> 00:16:41.000]  是不是最重要的事情
[00:16:41.000 --> 00:16:45.000]  當這位西律王他因為聽見
[00:16:45.000 --> 00:16:49.000]  在猶太人當中的王要誕生了
[00:16:49.000 --> 00:16:52.000]  來到他們當中
[00:16:52.000 --> 00:16:55.000]  他覺得受到威脅
[00:16:55.000 --> 00:16:58.000]  他裡頭有一個很大的不安全感
[00:16:58.000 --> 00:17:01.000]  害怕失去他所擁有的
[00:17:01.000 --> 00:17:04.000]  但是他害怕所失去的那一些
[00:17:04.000 --> 00:17:08.000]  是不是最重要的呢
[00:17:08.000 --> 00:17:12.000]  救主對西律王來講
[00:17:12.000 --> 00:17:13.000]  是不是最重要
[00:17:13.000 --> 00:17:14.000]  其實也是
[00:17:14.000 --> 00:17:15.000]  也是他需要的
[00:17:15.000 --> 00:17:17.000]  但是因為他的害怕
[00:17:17.000 --> 00:17:19.000]  他就沒有去接受
[00:17:19.000 --> 00:17:20.000]  因為他的害怕
[00:17:20.000 --> 00:17:23.000]  他就緊緊抓住他所擁有的
[00:17:23.000 --> 00:17:27.000]  卻失去了最重要的事情
[00:17:27.000 --> 00:17:28.000]  在我們當中
[00:17:28.000 --> 00:17:32.000]  可能很多人都已經接受耶穌
[00:17:32.000 --> 00:17:34.000]  我們都知道我們生命當中
[00:17:34.000 --> 00:17:38.000]  最重要的最寶貴的就是誰
[00:17:38.000 --> 00:17:39.000]  耶穌
[00:17:39.000 --> 00:17:47.000]  就是耶穌賜給我們的救贖恩典
[00:17:47.000 --> 00:17:48.000]  但在我們的生命當中
[00:17:48.000 --> 00:17:50.000]  在我們的日常生活當中
[00:17:50.000 --> 00:17:52.000]  我們可能不是每一天
[00:17:52.000 --> 00:17:57.000]  每一個時刻我們都一直記得耶穌
[00:17:57.000 --> 00:17:59.000]  因為我們在工作當中
[00:17:59.000 --> 00:18:01.000]  我們在生活當中
[00:18:01.000 --> 00:18:03.000]  有時候一些煩惱
[00:18:03.000 --> 00:18:06.000]  有時候有一些愁煩的事情
[00:18:06.000 --> 00:18:07.000]  有時候有一些
[00:18:07.000 --> 00:18:09.000]  我們不得不去面對緊急
[00:18:09.000 --> 00:18:10.000]  你覺得他跟耶穌比起來
[00:18:10.000 --> 00:18:12.000]  可能真的不是很重要
[00:18:12.000 --> 00:18:14.000]  但是他是緊急的
[00:18:14.000 --> 00:18:16.000]  你必須要去處理他的
[00:18:16.000 --> 00:18:17.000]  一些家庭裡面的事情
[00:18:17.000 --> 00:18:19.000]  一些職場裡面的事情
[00:18:19.000 --> 00:18:23.000]  一些周圍你需要去面對的事情
[00:18:23.000 --> 00:18:24.000]  但是好不好
