
[00:00:00.000 --> 00:00:05.420]  過去幾個月 東方閃電 無孔不入
[00:05:41.880 --> 00:05:45.560]  你都可以說我們反而比較容易分辨
[00:05:45.560 --> 00:05:47.560]  摩門教都是叫自己是教會
[00:05:47.560 --> 00:05:50.960]  耶穌是說他們自己是教會的
[00:05:50.960 --> 00:05:53.360]  這些我們叫做都比較容易辨認
[00:05:53.360 --> 00:05:56.520]  因為他們名稱名碼個個擺出來
[00:05:56.520 --> 00:06:00.160]  他們講明他們自己信甚麼不信甚麼
[00:06:00.160 --> 00:06:05.000]  但是今天我們發覺到已經越來越複雜
[00:06:05.000 --> 00:06:08.800]  有一些東西你不容易去分辨
[00:06:08.800 --> 00:06:13.000]  甚至很難分辨
[00:06:13.000 --> 00:06:15.160]  帶來的結果
[00:06:15.160 --> 00:06:18.960]  很多人無奈地仍然留在教會
[00:06:18.960 --> 00:06:23.920]  但是教會本身已經變質了
[00:06:23.920 --> 00:06:27.120]  加拿大Region College
[00:06:27.120 --> 00:06:31.920]  一個著名的教授J.I.Pecker
[00:06:31.920 --> 00:06:36.360]  在2003年寫了一份文章
[00:06:36.360 --> 00:06:39.320]  去Christianity Today
[00:06:39.320 --> 00:06:41.360]  是《今日基督教》
[00:06:41.360 --> 00:06:45.160]  他自己本身也是這個雜誌的主編
[00:06:45.160 --> 00:06:47.480]  他寫的一份文章的名字叫做
[00:06:47.480 --> 00:06:50.440]  《為何我走了》
[00:06:50.440 --> 00:06:52.560]  Why I Walked
[00:06:52.560 --> 00:06:57.080]  為甚麼我離開這個教會
[00:06:57.080 --> 00:07:00.520]  面對著無法苟同的事態的發展
[00:07:00.520 --> 00:07:04.240]  這位受教授採取了強烈的抗議行動
[00:07:04.240 --> 00:07:06.480]  2002年6月
[00:07:06.480 --> 00:07:10.840]  西敏治聖公會主教核區大會
[00:07:10.840 --> 00:07:15.960]  The Synod of the Anglican Diocese of New Westminster
[00:07:15.960 --> 00:07:22.280]  授權給聖公會的牧師為同性結合舉行祝福的儀式
[00:07:22.280 --> 00:07:26.640]  並且這個決議適用於每個教區
[00:07:26.640 --> 00:07:31.680]  當時很多參加這個會的會員
[00:07:31.680 --> 00:07:35.760]  立刻離場來抗議
[00:07:35.760 --> 00:07:43.680]  他們宣告自己不會再和那些留下的牧師、主教和大會同領聖餐
[00:07:43.680 --> 00:07:46.240]  而且向整個世界性的
[00:07:46.240 --> 00:07:49.640]  The Archbishop of Canterbury
[00:07:49.640 --> 00:07:54.040]  和其他最高階層聖公會的主教
[00:07:54.040 --> 00:07:57.360]  和各個牧師們懇求他們幫助
[00:07:57.360 --> 00:08:00.800]  推翻這些事
[00:08:00.800 --> 00:08:03.160]  方派的神學家、神學院教授
[00:08:03.160 --> 00:08:06.720]  兼今日基督教雜誌的主編
[00:08:06.720 --> 00:08:09.480]  巴赫博士牧師
[00:08:09.480 --> 00:08:13.640]  就是其中一個離開這個會場的聖職人員
[00:08:13.640 --> 00:08:17.720]  很多人問他為甚麼要做這個決定
[00:08:17.720 --> 00:08:23.040]  儘管他的回答是針對聖公會
[00:08:23.040 --> 00:08:26.400]  但他多數的論點
[00:08:26.400 --> 00:08:31.680]  是應該能夠給每一個為自己的教會和宗派
[00:08:31.680 --> 00:08:35.440]  現在的發展困擾的基督徒
[00:08:35.440 --> 00:08:39.520]  提供一個很清楚的指引
[00:08:39.520 --> 00:08:46.320]  他從聖經非常清楚、俐落地指出
[00:08:46.320 --> 00:08:48.920]  這個決定
[00:08:48.920 --> 00:08:51.760]  為甚麼他要離開聖公會呢?
[00:08:51.760 --> 00:08:55.720]  因為這個決定有四害
[00:08:55.720 --> 00:09:00.200]  令他無法接納、無法溝通
[00:09:00.200 --> 00:09:11.160]  第一害,他篡改了基督的福音
[00:09:11.160 --> 00:09:15.480]  第二,他背棄了聖經的權柄
[00:09:15.480 --> 00:09:19.640]  第三,他危害人類的救贖
[00:09:19.640 --> 00:09:22.840]  第四,並且他背叛了神
[00:09:22.840 --> 00:09:30.360]  委任教會作為捍衛神聖真理、堅固堡壘的角色
[00:09:30.360 --> 00:09:32.680]  基於這四個理由
[00:09:32.680 --> 00:09:35.560]  他毅然離開
[00:09:35.560 --> 00:09:41.440]  他在那個地方相當長時間的一個教會
[00:09:41.440 --> 00:09:43.400]  各位親愛的弟兄姊妹
[00:09:43.400 --> 00:09:45.320]  他離開的時間
[00:09:45.320 --> 00:09:50.480]  他亦都同樣說,我不是一個完美的人
[00:09:50.480 --> 00:09:54.840]  不要以為我們對著這些道德的爭議
[00:09:54.840 --> 00:09:56.480]  就因為基督徒就是一個完美
[00:09:56.480 --> 00:10:00.560]  不是,我們絕對不完美
[00:10:00.560 --> 00:10:02.440]  我們最重要的因素
[00:10:02.440 --> 00:10:09.080]  我們的決定是因為教會誰是老闆
[00:10:09.080 --> 00:10:11.880]  這個是最重要的關鍵
[00:10:11.880 --> 00:10:14.720]  他引用了一位牧者朋友
[00:10:14.720 --> 00:10:18.280]  向會眾宣佈的一句話
[00:10:18.280 --> 00:10:23.160]  說到他自己都是一樣的立場
[00:10:23.160 --> 00:10:24.600]  這個牧者這樣說
[00:10:24.600 --> 00:10:26.480]  我要你們知道
[00:10:26.480 --> 00:10:32.440]  我是沒有採取行動的奸淫者
[00:10:32.440 --> 00:10:35.040]  換句話來說
[00:10:35.040 --> 00:10:37.000]  這個牧者說
[00:10:37.000 --> 00:10:39.720]  其實從耶穌基督的觀點
[00:10:39.720 --> 00:10:42.200]  當我們的思想裏面
[00:10:42.200 --> 00:10:43.800]  來到有淫念的時候
[00:10:43.800 --> 00:10:46.160]  其實這個人已經犯奸淫
[00:10:46.160 --> 00:10:48.000]  這個牧者他也說
[00:10:48.000 --> 00:10:49.920]  其實我們都是一樣的
[00:10:49.920 --> 00:10:53.400]  我們的思想、心思、意念
[00:10:53.400 --> 00:10:55.080]  我們不是完全
[00:10:55.080 --> 00:10:57.840]  但是我會節制我的行動
[00:10:57.840 --> 00:11:00.080]  不會讓這個心裏面的意念
[00:11:00.080 --> 00:11:03.840]  會成為一個奸淫的行動
[00:11:03.840 --> 00:11:05.080]  因為這個緣故
[00:11:05.080 --> 00:11:06.440]  無論是異性戀也好
[00:11:06.440 --> 00:11:07.800]  同性戀也好
[00:11:07.800 --> 00:11:09.600]  我們都有這個慾念
[00:11:09.600 --> 00:11:13.040]  但這個慾念本身我們是要節制的
[00:11:13.040 --> 00:11:14.960]  但是當我們去節制的時候
[00:11:14.960 --> 00:11:17.640]  當然我們是要付代價
[00:11:17.640 --> 00:11:22.120]  不要將這個慾念演變成為一個行為
[00:11:22.120 --> 00:11:23.840]  這個就是我們要做的
[00:11:23.840 --> 00:11:28.320]  可惜他眼巴巴看著這個教會
[00:11:28.320 --> 00:11:32.680]  他將這個行為合理性化
[00:11:32.680 --> 00:11:39.400]  所以他自己無法再認同教會這個決定
[00:11:39.400 --> 00:11:40.520]  各位同學
[00:11:40.520 --> 00:11:42.240]  到底教會是什麼呢?
[00:11:42.240 --> 00:11:43.400]  有很多人問我
[00:11:43.400 --> 00:11:44.720]  宋牧師
[00:11:44.720 --> 00:11:48.320]  你找了接班人沒有?
[00:11:48.320 --> 00:11:50.520]  其實很多電視節目都問我這個問題
[00:11:50.520 --> 00:11:52.040]  連我去到加拿大
[00:11:52.040 --> 00:11:53.240]  加拿大的牧者也問
[00:11:53.240 --> 00:11:55.160]  宋牧師你找了接班人沒有?
[00:11:55.160 --> 00:11:55.800]  然後去到德國
[00:11:55.800 --> 00:11:56.640]  德國的人也問
[00:11:56.640 --> 00:11:59.840]  宋牧師你找了接班的人沒有?
[00:11:59.840 --> 00:12:01.320]  你的successor是誰?
[00:12:01.320 --> 00:12:02.560]  你找了沒有?
[00:12:02.560 --> 00:12:06.080]  然後我跟他說
[00:12:06.080 --> 00:12:09.520]  恩福不是宋牧師的
[00:12:09.520 --> 00:12:12.520]  恩福是上面,是神的
[00:12:12.520 --> 00:12:17.320]  宋牧師有的權是給建議
[00:12:17.320 --> 00:12:22.000]  決定是由會眾來決定
[00:12:22.000 --> 00:12:23.000]  我跟他說
[00:12:23.000 --> 00:12:25.640]  一個人的眼光可能會看錯
[00:12:25.640 --> 00:12:26.280]  你想想
[00:12:26.280 --> 00:12:27.280]  如果我選了一個
[00:12:27.280 --> 00:12:28.920]  原來會眾不服的時候
[00:12:28.920 --> 00:12:30.320]  這樣是很慘的
[00:12:30.320 --> 00:12:30.960]  他又慘
[00:12:30.960 --> 00:12:32.560]  因為每個人都不服他
[00:12:32.560 --> 00:12:34.760]  他很慘的,很大壓力的
[00:12:34.760 --> 00:12:35.840]  一個在這裡不服的
[00:12:35.840 --> 00:12:36.720]  你想一想
[00:12:36.720 --> 00:12:40.680]  看看我們今天特首你也知道的
[00:12:40.680 --> 00:12:42.840]  主任牧師原來會眾不服他
[00:12:42.840 --> 00:12:44.320]  你說他多大壓力呢?
[00:12:44.320 --> 00:12:45.360]  多辛苦呢?
[00:12:45.360 --> 00:12:46.440]  但另一方面來講
[00:12:46.440 --> 00:12:47.600]  會眾也辛苦
[00:12:47.600 --> 00:12:49.120]  因為每個人不服他
[00:12:49.120 --> 00:12:50.080]  你說是不是辛苦?
[00:12:50.080 --> 00:12:51.080]  對著一個不服的人
[00:12:51.080 --> 00:12:52.880]  就是做了他的堂主任
[00:12:52.880 --> 00:12:54.600]  這個很辛苦的
[00:12:54.600 --> 00:12:55.880]  因為這樣
[00:12:55.880 --> 00:12:56.760]  我決定
[00:12:56.760 --> 00:12:58.240]  我不會做這件事
[00:12:58.240 --> 00:12:59.040]  但是
[00:12:59.040 --> 00:13:01.880]  我會竭力去栽培
[00:13:01.880 --> 00:13:04.600]  竭力去找到合適的推薦
[00:13:04.600 --> 00:13:05.440]  推薦了的時間
[00:13:05.440 --> 00:13:08.040]  按照聖經的原則
[00:13:08.040 --> 00:13:09.400]  所有屬靈的質素
[00:13:09.400 --> 00:13:11.440]  必須合乎聖經
[00:13:11.440 --> 00:13:12.520]  合乎聖經
[00:13:12.520 --> 00:13:13.560]  合質素的人
[00:13:13.560 --> 00:13:14.800]  我們在一起
[00:13:14.800 --> 00:13:15.600]  然後呢
[00:13:15.600 --> 00:13:18.600]  就選一個眾人以為美的
[00:13:18.600 --> 00:13:19.800]  或者美的當中
[00:13:19.800 --> 00:13:21.040]  最美的
[00:13:21.040 --> 00:13:21.920]  正的當中
[00:13:21.920 --> 00:13:23.040]  最正的
[00:13:23.040 --> 00:13:24.440]  由他來做
[00:13:24.440 --> 00:13:26.360]  這個就是我們的決定
[00:13:26.360 --> 00:13:28.040]  各位親愛的弟兄姊妹
[00:13:28.040 --> 00:13:29.320]  在今天
[00:13:29.320 --> 00:13:31.680]  我要和大家分享一段聖經
[00:13:31.680 --> 00:13:34.720]  來看看教會到底是什麼呢?
[00:13:34.720 --> 00:13:37.400]  教會的老闆是誰呢?
[00:13:37.400 --> 00:13:39.760]  我們一起讀一讀
[00:13:39.760 --> 00:13:46.400]  我們今天的經文
[00:13:46.400 --> 00:13:50.160]  一起
[00:13:50.160 --> 00:13:52.360]  你們也有你們的聖經,是不是?
[00:13:52.360 --> 00:13:54.600]  我的程序表應該有的,是不是?
[00:13:54.600 --> 00:13:56.800]  我由13節開始
[00:13:56.800 --> 00:13:58.160]  讀到19節
[00:13:58.160 --> 00:14:00.200]  大家找到,我們一起讀
[00:14:00.200 --> 00:14:02.640]  耶穌到了凱撒尼亞
[00:14:02.640 --> 00:14:04.280]  菲勒比的境內
[00:14:04.280 --> 00:14:05.680]  就問門徒說
[00:14:05.680 --> 00:14:08.480]  人說我人子是誰?
[00:14:08.480 --> 00:14:09.360]  他們說
[00:14:09.360 --> 00:14:11.480]  有人說是施洗的約翰
[00:14:11.480 --> 00:14:13.120]  有人說是以利那
[00:14:13.120 --> 00:14:16.560]  又有人說是耶利米或先知裡的一位
[00:14:16.560 --> 00:14:17.560]  耶穌說
[00:14:17.560 --> 00:14:19.720]  你們說我是誰呢?
[00:14:19.720 --> 00:14:21.840]  西門彼得回答說
[00:14:21.840 --> 00:14:22.720]  你是基督
[00:14:22.720 --> 00:14:24.640]  是永生神的兒子
[00:14:24.640 --> 00:14:26.360]  耶穌對他說
[00:14:26.360 --> 00:14:27.760]  西門巴約拿
[00:14:27.760 --> 00:14:29.120]  你是有福
[00:14:29.120 --> 00:14:32.040]  因為這不是屬血肉的子是你的
[00:14:32.040 --> 00:14:35.080]  乃是我在天上的父子是你的
[00:14:35.080 --> 00:14:36.520]  我還告訴你
[00:14:36.520 --> 00:14:37.840]  你是彼得
[00:14:37.840 --> 00:14:41.480]  我要把我的教會建造在這盤石上
[00:14:41.480 --> 00:14:44.920]  陰間的權柄不能勝過他
[00:14:44.920 --> 00:14:47.400]  我要把天國的約時交給你
[00:14:47.400 --> 00:14:49.800]  凡你在地上所捆綁的
[00:14:49.800 --> 00:14:51.600]  在天上也要捆綁
[00:14:51.600 --> 00:14:53.880]  凡你在地上所釋放
[00:14:53.880 --> 00:14:56.160]  在天上也要釋放
[00:14:56.160 --> 00:14:58.720]  親愛的弟妹
[00:14:58.720 --> 00:15:00.360]  聖經記載
[00:15:00.360 --> 00:15:06.400]  耶穌到了蓋薩尼亞肥納比的境內
[00:15:06.400 --> 00:15:08.760]  我去過以色列的時候
[00:15:08.760 --> 00:15:12.040]  導遊帶我們去到那個地方
[00:15:12.040 --> 00:15:13.440]  我們就看到
[00:15:13.440 --> 00:15:16.720]  有一些像在那裡
[00:15:16.720 --> 00:15:17.960]  然後有幾個廟
[00:15:17.960 --> 00:15:21.160]  有兩個廟在那裡
[00:15:21.160 --> 00:15:23.320]  導遊告訴我們
[00:15:23.320 --> 00:15:27.160]  其實一個是希臘
[00:15:27.160 --> 00:15:31.160]  他們的神
[00:15:31.160 --> 00:15:32.560]  宙斯
[00:15:32.560 --> 00:15:36.400]  另一個就是羅馬帝國開始之後
[00:15:36.400 --> 00:15:38.240]  他們也在他們的地方
[00:15:38.240 --> 00:15:42.480]  來建立了他們的神像
[00:15:42.480 --> 00:15:44.600]  這些神像
[00:15:44.600 --> 00:15:48.520]  是代表著他們整個國家的信仰
[00:15:48.520 --> 00:15:52.080]  是代表著他們整個國家的宗教
[00:15:52.080 --> 00:15:53.360]  以前的國家
[00:15:53.360 --> 00:15:55.440]  他們都有他們自己的信仰
[00:15:55.440 --> 00:15:56.680]  他們拜的神
[00:15:56.680 --> 00:15:59.080]  就是等於全國的人
[00:15:59.080 --> 00:16:00.480]  都要供奉的
[00:16:00.480 --> 00:16:01.760]  是沒有一個可以例外
[00:16:01.760 --> 00:16:04.720]  個個都要這樣
[00:16:04.720 --> 00:16:06.800]  我在這個地方
[00:16:06.800 --> 00:16:09.400]  我就可以突然之間想到
[00:16:09.400 --> 00:16:13.520]  為什麼耶穌是要去到那個地方
[00:16:13.520 --> 00:16:16.200]  然後才去問門徒
[00:16:16.200 --> 00:16:19.800]  你們說我是誰
[00:16:19.800 --> 00:16:24.400]  他要門徒做一個很決定性的選擇
[00:16:24.400 --> 00:16:26.200]  你們的揀選
[00:16:26.200 --> 00:16:29.680]  是好像希臘這個國家一樣
[00:16:29.680 --> 00:16:32.560]  或者好像羅馬帝國這個國家一樣
[00:16:32.560 --> 00:16:36.240]  來揀選一個他們的偶像
[00:16:36.240 --> 00:16:38.520]  他們的假神
[00:16:38.520 --> 00:16:40.240]  去成為你們的神
[00:16:40.240 --> 00:16:41.480]  還是你們自己本身
[00:16:41.480 --> 00:16:44.320]  是真真正正認識我是誰呢?
[00:16:44.320 --> 00:16:46.240]  你覺得我是萬世師表呢?
[00:16:46.240 --> 00:16:47.320]  是先知呢?
[00:16:47.320 --> 00:16:49.520]  還是怎樣呢?
[00:16:49.520 --> 00:16:52.720]  最後他就問
[00:16:52.720 --> 00:16:55.520]  人說我人此事實
[00:16:55.520 --> 00:16:57.160]  人家說我是誰
[00:16:57.160 --> 00:16:59.160]  然後他們就說你是斯西約翰
[00:16:59.160 --> 00:17:00.280]  你是伊利亞
[00:17:00.280 --> 00:17:01.040]  你是耶利米
[00:17:01.040 --> 00:17:02.520]  或者先知裏面一個
[00:17:02.520 --> 00:17:05.520]  那就是先知了
[00:17:05.520 --> 00:17:08.120]  你是一個普普通通的先知
[00:17:08.120 --> 00:17:11.280]  不過你知道的東西比別人多些
[00:17:11.280 --> 00:17:13.000]  就這樣了
[00:17:13.000 --> 00:17:15.240]  耶穌跟著問
[00:17:15.240 --> 00:17:17.800]  那你們說我是誰呢?
[00:17:17.800 --> 00:17:19.800]  人家就說我是先知
[00:17:19.800 --> 00:17:20.960]  其中一個
[00:17:20.960 --> 00:17:23.240]  那你們說我是誰呢?
[00:17:23.240 --> 00:17:24.560]  頂姐妹
[00:17:24.560 --> 00:17:28.680]  這是一個關鍵性的一個問題
[00:17:28.680 --> 00:17:30.440]  而門徒要答的時間
[00:17:30.440 --> 00:17:33.760]  是必須要表示一個關鍵性
[00:17:33.760 --> 00:17:35.440]  他們的立場
[00:17:35.440 --> 00:17:36.320]  這個立場
[00:17:36.320 --> 00:17:37.680]  教會是什麼?
[00:17:37.680 --> 00:17:40.240]  教會的老闆是誰?
[00:17:40.240 --> 00:17:42.920]  非常重要
[00:17:42.920 --> 00:17:46.600]  彼得人快口快
[00:17:46.600 --> 00:17:47.680]  馬上說
[00:17:47.680 --> 00:17:49.480]  你是基督
[00:17:49.480 --> 00:17:51.800]  基督就是受高者的意思
[00:17:51.800 --> 00:17:55.440]  而舊約裡面受高者絕大部份的用法
[00:17:55.440 --> 00:17:57.880]  是指著皇帝來說
[00:17:57.880 --> 00:17:59.080]  你是王
[00:17:59.080 --> 00:18:00.760]  你是博士
[00:18:00.760 --> 00:18:02.680]  受高者亦都包括到祭司
[00:18:02.680 --> 00:18:04.960]  是人和神中間的中堡
[00:18:04.960 --> 00:18:06.080]  是一條橋樑
[00:18:06.080 --> 00:18:08.520]  不透過他人去不到神那裏
[00:18:08.520 --> 00:18:11.040]  受高者亦都是先知的意思
[00:18:11.040 --> 00:18:12.520]  是無所不知
[00:18:12.520 --> 00:18:15.080]  將神的話完完全全
[00:18:15.080 --> 00:18:18.040]  一次過徹底完整
[00:18:18.040 --> 00:18:21.160]  來告訴別人
[00:18:21.160 --> 00:18:25.160]  當彼得說完這句話之後
[00:18:25.160 --> 00:18:27.720]  耶穌就第一次
[00:18:27.720 --> 00:18:29.360]  在新約聖經裏面
[00:18:29.360 --> 00:18:32.880]  來講出教會這個字
[00:18:32.880 --> 00:18:34.880]  Ecclesia
[00:18:34.880 --> 00:18:37.120]  Ecclesia
[00:18:37.120 --> 00:18:38.600]  各位弟兄姊妹
[00:18:38.600 --> 00:18:42.000]  教會是什麼呢?
[00:18:42.000 --> 00:18:45.280]  我們首先來看看
[00:18:45.280 --> 00:18:47.000]  教會
[00:18:47.000 --> 00:18:49.360]  Ecclesia
[00:18:49.360 --> 00:18:52.080]  不是一個組織
[00:18:52.080 --> 00:18:55.640]  它不是一個建築物
[00:18:55.640 --> 00:18:59.840]  教會不是十九層高的恩福中心
[00:18:59.840 --> 00:19:01.840]  這個是教堂
[00:19:01.840 --> 00:19:03.000]  不要搞錯
[00:19:03.000 --> 00:19:05.440]  這間是教堂
[00:19:05.440 --> 00:19:08.880]  這個不是教會原來的意思
[00:19:08.880 --> 00:19:10.640]  教會是什麼呢?
[00:19:10.640 --> 00:19:14.360]  原來從Ecclesia這個字
[00:19:14.360 --> 00:19:16.960]  給我們看得見有個意思
[00:19:16.960 --> 00:19:19.800]  Ec就是出來的意思
[00:19:19.800 --> 00:19:22.840]  Ecclesia就是從Kaleo這個字
[00:19:22.840 --> 00:19:26.240]  演變而來的一個名詞
[00:19:26.240 --> 00:19:28.920]  Kaleo是什麼呢?就是呼召
[00:19:28.920 --> 00:19:34.560]  原來教會就是被呼召出來的人
[00:19:34.560 --> 00:19:37.120]  那誰呼召呢?就是神呼召
[00:19:37.120 --> 00:19:39.040]  是透過耶穌基督的寶血
[00:19:39.040 --> 00:19:41.160]  買熟的這一班人
[00:19:41.160 --> 00:19:43.240]  被神呼召了出來
[00:19:43.240 --> 00:19:45.840]  加入耶穌基督的國度裏面
[00:19:45.840 --> 00:19:47.840]  加入神的國度裏面
[00:19:47.840 --> 00:19:51.280]  這一班人我們叫做教會
[00:19:51.280 --> 00:19:52.920]  換句話來說
[00:19:52.920 --> 00:19:56.080]  除非我們今天都好像彼得一樣
[00:19:56.080 --> 00:19:58.560]  認定了你是基督
[00:19:58.560 --> 00:20:01.120]  是永生神的兒子
[00:20:01.120 --> 00:20:03.880]  一個不信的人他不會做這件事的
[00:20:03.880 --> 00:20:06.760]  信的人他才會做
[00:20:06.760 --> 00:20:08.040]  兄弟姐妹
[00:20:08.040 --> 00:20:12.200]  如果是這樣的話
[00:20:12.200 --> 00:20:17.880]  J. I. Pekka他的選擇是不能選擇的
[00:20:17.880 --> 00:20:21.640]  當教會有一天
[00:20:21.640 --> 00:20:24.280]  真的去到一個地步
[00:20:24.280 --> 00:20:26.000]  我都告訴大家
[00:20:26.000 --> 00:20:27.520]  我不知道的
[00:20:27.520 --> 00:20:32.120]  萬一有一天恩福說
[00:20:32.120 --> 00:20:34.720]  因為社會都立法了
[00:20:34.720 --> 00:20:38.560]  所以恩福就開放
[00:20:38.560 --> 00:20:41.160]  同性婚姻我們都祝福他們
[00:20:41.160 --> 00:20:44.400]  為他們舉行婚禮
[00:20:44.400 --> 00:20:46.160]  多夫多妻制
[00:20:46.160 --> 00:20:48.360]  我們都祝福他們
[00:20:48.360 --> 00:20:50.720]  這一班人
[00:20:50.720 --> 00:20:51.840]  就一起祝福
[00:20:51.840 --> 00:20:53.240]  你們全部都是夫
[00:20:53.240 --> 00:20:54.920]  全部都是妻
[00:20:54.920 --> 00:20:56.680]  就祝福他們
[00:20:56.680 --> 00:21:00.600]  有人要和任何一隻動物結婚
[00:21:00.600 --> 00:21:02.240]  你又祝福他們
[00:21:02.240 --> 00:21:06.920]  我宣告你們的夫妻關係
[00:21:06.920 --> 00:21:09.600]  兄弟姐妹
[00:21:09.600 --> 00:21:11.520]  到那個時候
[00:21:11.520 --> 00:21:14.120]  你們的選擇是怎樣的呢
