
[00:00:00.000 --> 00:00:05.000]  今天是十二月,想和大家思想亞國書一個題目
[00:01:37.000 --> 00:01:42.000]  是要John Miller帶領七個人,一個小隊
[00:01:42.000 --> 00:01:47.000]  去到前方找一個叫James Ryan的傘兵
[00:01:47.000 --> 00:01:51.000]  不是去打仗,而是將這個Ryan在戰場裡帶他出來
[00:01:51.000 --> 00:01:53.000]  帶他回美國
[00:01:53.000 --> 00:01:55.000]  為什麼會有這樣的事情呢?
[00:01:55.000 --> 00:01:58.000]  原來美軍的總帥General George Marshall
[00:01:58.000 --> 00:02:03.000]  聽見James Ryan他媽媽有四個兒子
[00:02:03.000 --> 00:02:05.000]  四個兒子都是當兵
[00:02:05.000 --> 00:02:09.000]  但是短短的期間,三個兒子都喪生
[00:02:09.000 --> 00:02:13.000]  有兩個兒子在D-Day,即是登陸諾曼底的時候戰死
[00:02:13.000 --> 00:02:17.000]  有一個在太平洋戰事的時候被日本人打死
[00:02:17.000 --> 00:02:20.000]  仁慈的General Marshall認為
[00:02:20.000 --> 00:02:26.000]  一個寡母婆,四個兒子是為國家犧牲
[00:02:26.000 --> 00:02:30.000]  不好了,夠了,三個夠了
[00:02:30.000 --> 00:02:34.000]  於是就命令John Miller帶著七個人
[00:02:34.000 --> 00:02:38.000]  深入到前方德軍的陣地裡
[00:02:38.000 --> 00:02:43.000]  將Ryan救出來
[00:02:43.000 --> 00:02:46.000]  他們終於幾經辛苦,中間遇到埋伏
[00:02:46.000 --> 00:02:48.000]  七個,沒有了兩個
[00:02:48.000 --> 00:02:50.000]  最後去到前方找到Ryan
[00:02:50.000 --> 00:02:56.000]  當時Ryan是506中隊負責死守僑保的其中一個傘兵
[00:02:56.000 --> 00:03:00.000]  他們的責任是要防止德軍的坦克車過河
[00:03:00.000 --> 00:03:02.000]  在必要時候甚至炸毀這條橋
[00:03:02.000 --> 00:03:06.000]  當時506隊已經是潰不成軍
[00:03:06.000 --> 00:03:11.000]  而德國的大軍的坦克車隨時殺到
[00:03:11.000 --> 00:03:14.000]  Captain Miller找到Ryan的時候
[00:03:14.000 --> 00:03:16.000]  就表明他的心意
[00:03:16.000 --> 00:03:18.000]  就是說我們要走了
[00:03:18.000 --> 00:03:21.000]  離開這個戰場,帶你回去
[00:03:21.000 --> 00:03:23.000]  Ryan聽到的時候
[00:03:23.000 --> 00:03:27.000]  No,拒絕
[00:03:27.000 --> 00:03:29.000]  他就跟John Miller說
[00:03:29.000 --> 00:03:34.000]  你看到,現在是最緊張的關頭
[00:03:34.000 --> 00:03:38.000]  我跟我這班兄弟,這班同袍出死入生
[00:03:38.000 --> 00:03:42.000]  我在這個最需要我的時候,我走?
[00:03:42.000 --> 00:03:44.000]  我做不出
[00:03:44.000 --> 00:03:46.000]  如果我走的時候
[00:03:46.000 --> 00:03:49.000]  我以後一生都沒有辦法過
[00:03:49.000 --> 00:03:51.000]  過不到我這一關
[00:03:51.000 --> 00:03:54.000]  你去告訴我媽媽
[00:03:54.000 --> 00:03:57.000]  我相信我媽媽是明白的
[00:03:57.000 --> 00:03:59.000]  我三個兄弟沒了
[00:03:59.000 --> 00:04:04.000]  現在還剩下的就是和我在戰場裡面並肩作戰的兄弟
[00:04:04.000 --> 00:04:09.000]  我怎麼可以拋下他們而自己走人
[00:04:09.000 --> 00:04:11.000]  我做不到
[00:04:11.000 --> 00:04:14.000]  Miller一聽到的時候就很生氣
[00:04:14.000 --> 00:04:16.000]  就告訴他
[00:04:16.000 --> 00:04:18.000]  你知不知道我們為什麼會來
[00:04:18.000 --> 00:04:20.000]  是為了你
[00:04:20.000 --> 00:04:24.000]  是為了你的緣故,我已經沒有兩個戰友了
[00:04:24.000 --> 00:04:26.000]  是為了你的緣故
[00:04:26.000 --> 00:04:28.000]  我們多麼的痛苦,多麼的辛苦
[00:04:28.000 --> 00:04:31.000]  來到的時候,你不回去?
[00:04:31.000 --> 00:04:33.000]  我們來做什麼?
[00:04:33.000 --> 00:04:36.000]  白白浪費一生,浪費了我們的努力
[00:04:36.000 --> 00:04:39.000]  我不可以讓我的兄弟白白的死去
[00:04:39.000 --> 00:04:41.000]  你一定要跟我去
[00:04:41.000 --> 00:04:43.000]  於是大家在爭持
[00:04:43.000 --> 00:04:45.000]  就在這個時候
[00:04:45.000 --> 00:04:47.000]  德軍就來了
[00:04:47.000 --> 00:04:51.000]  兩架Panzer坦克,兩架Tiger坦克
[00:04:51.000 --> 00:04:54.000]  雙方實力懸殊,雖然美軍奮力作戰
[00:04:54.000 --> 00:04:56.000]  但是一個一個的倒下來
[00:04:56.000 --> 00:05:01.000]  最後,Miller仍然都不准Ryan拿槍
[00:05:01.000 --> 00:05:03.000]  不准他參加戰役
[00:05:03.000 --> 00:05:05.000]  而且女兒在保護著他
[00:05:05.000 --> 00:05:10.000]  更加令Ryan很不開心,很憤怒
[00:05:10.000 --> 00:05:13.000]  當他們一個一個倒下來的時候
[00:05:13.000 --> 00:05:16.000]  突然間上面,飛機來到
[00:05:16.000 --> 00:05:18.000]  轟炸德軍
[00:05:18.000 --> 00:05:20.000]  接著援兵趕到
[00:05:20.000 --> 00:05:24.000]  但是Miller在這個時候也中彈重傷
[00:05:24.000 --> 00:05:27.000]  在小隊裡面,剩下兩個人生存
[00:05:27.000 --> 00:05:30.000]  當他躺在橋頭堡
[00:05:30.000 --> 00:05:32.000]  Ryan在他身邊
[00:05:32.000 --> 00:05:35.000]  成首鮮血
[00:05:35.000 --> 00:05:40.000]  看見他的拯救者在睡危
[00:05:40.000 --> 00:05:44.000]  在他臨終的時候
[00:05:44.000 --> 00:05:49.000]  Captain Miller就用他最後一個口氣
[00:05:49.000 --> 00:05:51.000]  說了一句話
[00:05:51.000 --> 00:05:57.000]  James,你好好回家
[00:05:57.000 --> 00:06:00.000]  好好活著
[00:06:00.000 --> 00:06:04.000]  說完就斷氣
[00:06:04.000 --> 00:06:06.000]  幾十年之後
[00:06:06.000 --> 00:06:10.000]  James Ryan已經是一個白髮滄滄的老人
[00:06:10.000 --> 00:06:14.000]  他帶著他的妻子,他的兒子,他的媳婦,他的孫子
[00:06:14.000 --> 00:06:17.000]  來到諾曼底美軍的墳場
[00:06:17.000 --> 00:06:20.000]  去找到Captain John Miller的墳墓
[00:06:20.000 --> 00:06:22.000]  上面寫著
[00:06:22.000 --> 00:06:25.000]  Captain John W. Miller
[00:06:25.000 --> 00:06:28.000]  Ryan流著眼淚
[00:06:28.000 --> 00:06:30.000]  咬著嘴唇
[00:06:30.000 --> 00:06:34.000]  似乎忘記了他旁邊,他的子女,他的家人
[00:06:34.000 --> 00:06:39.000]  在沉思過去一幕一幕戰爭的場面
[00:06:39.000 --> 00:06:42.000]  他心裡面就問一個問題
[00:06:42.000 --> 00:06:47.000]  這些朋友為我犧牲
[00:06:47.000 --> 00:06:51.000]  犧牲了他們的生命
[00:06:51.000 --> 00:06:54.000]  值不值得?
[00:06:54.000 --> 00:06:58.000]  我有沒有像Captain Miller那樣好好地回家?
[00:06:58.000 --> 00:07:02.000]  這幾十年來我有沒有活過呢?
[00:07:02.000 --> 00:07:04.000]  我有沒有意義呢?
[00:07:04.000 --> 00:07:08.000]  我活得有沒有意義呢?
[00:07:08.000 --> 00:07:13.000]  抑或,我是辜負了這一班人
[00:07:13.000 --> 00:07:16.000]  突然之間,他就轉過頭來問他太太
[00:07:16.000 --> 00:07:19.000]  他說,太太,你告訴我
[00:07:19.000 --> 00:07:22.000]  我是不是一個好人?
[00:07:22.000 --> 00:07:26.000]  過去幾十年,我活得有沒有意義?
[00:07:26.000 --> 00:07:28.000]  他太太嚇了一跳
[00:07:28.000 --> 00:07:31.000]  然後跟他說
[00:07:31.000 --> 00:07:35.000]  James, you are a good man
[00:07:35.000 --> 00:07:38.000]  電影就結束
[00:07:38.000 --> 00:07:41.000]  我相信任何看過這齣戲的人
[00:07:41.000 --> 00:07:45.000]  都會問Ryan同樣的問題
[00:07:45.000 --> 00:07:49.000]  我過去幾十年,我活得有沒有意義?
[00:07:49.000 --> 00:07:53.000]  抑或,我是枉費了一生
[00:07:53.000 --> 00:07:56.000]  特別當我們遇到人生一些挫折
[00:07:56.000 --> 00:07:59.000]  或者遇到人生一些危機的時候
[00:07:59.000 --> 00:08:02.000]  似乎這些問題永遠逃脫不了
[00:08:02.000 --> 00:08:04.000]  我記得有一次,我去探望一個親戚
[00:08:04.000 --> 00:08:06.000]  他患了末期肺癌
[00:08:06.000 --> 00:08:08.000]  在病房裡,只剩下我們兩個
[00:08:08.000 --> 00:08:10.000]  他跟我說,永遠
[00:08:10.000 --> 00:08:12.000]  我以前不開心的時候
[00:08:12.000 --> 00:08:14.000]  我總有方法逃避
[00:08:14.000 --> 00:08:17.000]  做工,打牌
[00:08:17.000 --> 00:08:20.000]  找人聊天,喝酒
[00:08:20.000 --> 00:08:22.000]  麻醉我自己
[00:08:22.000 --> 00:08:24.000]  我從不去想人生的問題
[00:08:24.000 --> 00:08:27.000]  我從不去想人生有什麼意義的問題
[00:08:27.000 --> 00:08:29.000]  直到這一刻
[00:08:29.000 --> 00:08:31.000]  我一個人在病房裡
[00:08:31.000 --> 00:08:33.000]  孤單
[00:08:33.000 --> 00:08:36.000]  去面對一個陌生的敵人
[00:08:36.000 --> 00:08:39.000]  我就想起金聖嘆
[00:08:39.000 --> 00:08:41.000]  我們失去了我們的方向
[00:08:41.000 --> 00:08:43.000]  我們失去了我們的目標
[00:08:43.000 --> 00:08:45.000]  無客裡
[00:08:45.000 --> 00:08:47.000]  今夜宿誰家
[00:08:47.000 --> 00:08:50.000]  過去這麼多年來
[00:08:50.000 --> 00:08:52.000]  我做了什麼
[00:08:52.000 --> 00:08:54.000]  有沒有意思
[00:08:54.000 --> 00:09:01.000]  我相信我們每個人都會問這個問題
[00:09:01.000 --> 00:09:03.000]  但是
[00:09:03.000 --> 00:09:05.000]  很奇怪
[00:09:05.000 --> 00:09:07.000]  我們不敢問這個問題
[00:09:07.000 --> 00:09:09.000]  有時候你看到我在街上
[00:09:09.000 --> 00:09:11.000]  一路在那邊走
[00:09:11.000 --> 00:09:13.000]  有人跟我說
[00:09:13.000 --> 00:09:15.000]  蘇Sir你去哪裡
[00:09:15.000 --> 00:09:17.000]  我不知道
[00:09:17.000 --> 00:09:19.000]  我就說
[00:09:19.000 --> 00:09:21.000]  你覺得我有點瘋狂
[00:09:21.000 --> 00:09:23.000]  今天很多人都是這樣
[00:09:23.000 --> 00:09:25.000]  日望夜望
[00:09:25.000 --> 00:09:27.000]  不知道為了什麼
[00:09:27.000 --> 00:09:29.000]  我們都好像Ryan問這個問題
[00:09:29.000 --> 00:09:31.000]  究竟我做了什麼
[00:09:31.000 --> 00:09:33.000]  尤其是到年底的時候
[00:09:33.000 --> 00:09:37.000]  今天已經是12月第一個主人
[00:09:37.000 --> 00:09:41.000]  我很喜歡說中字
[00:09:41.000 --> 00:09:43.000]  如果大家看看秩序表裡
[00:09:43.000 --> 00:09:45.000]  原來中這個字
[00:09:45.000 --> 00:09:47.000]  在中國是一個很古老的字
[00:09:47.000 --> 00:09:49.000]  甲不文的時代已經有中這個字
[00:09:49.000 --> 00:09:51.000]  甲不文的字怎麼寫
[00:09:51.000 --> 00:09:53.000]  我就在秩序表的大綱裡
[00:09:53.000 --> 00:09:55.000]  印出來
[00:09:55.000 --> 00:09:57.000]  有一個三角形
[00:09:57.000 --> 00:09:59.000]  下面有兩個
[00:09:59.000 --> 00:10:01.000]  有兩個東西在裡面
[00:10:01.000 --> 00:10:03.000]  原來這個字是怎麼解呢
[00:10:03.000 --> 00:10:05.000]  根據說文解字所說
[00:10:05.000 --> 00:10:07.000]  舊時古人
[00:10:07.000 --> 00:10:09.000]  沒有文字的時候
[00:10:09.000 --> 00:10:11.000]  結成記事
[00:10:11.000 --> 00:10:13.000]  就是用繩子紮一個結來記事
[00:10:13.000 --> 00:10:15.000]  我記得
[00:10:15.000 --> 00:10:17.000]  九點鐘崇拜
[00:10:17.000 --> 00:10:19.000]  紮九個結
[00:10:19.000 --> 00:10:21.000]  我記得是九
[00:10:21.000 --> 00:10:23.000]  紮成記事
[00:10:23.000 --> 00:10:25.000]  這個繩的結束
[00:10:25.000 --> 00:10:27.000]  那兩個是結
[00:10:27.000 --> 00:10:29.000]  了結
[00:10:29.000 --> 00:10:31.000]  為什麼我們中國人的名字
[00:10:31.000 --> 00:10:33.000]  中文叫了結
[00:10:33.000 --> 00:10:35.000]  結束
[00:10:35.000 --> 00:10:37.000]  打結在這裡
[00:10:37.000 --> 00:10:39.000]  繩子最後打結的時候
[00:10:39.000 --> 00:10:41.000]  就叫做中
[00:10:41.000 --> 00:10:43.000]  有些文字學家說
[00:10:43.000 --> 00:10:45.000]  這個不是
[00:10:45.000 --> 00:10:47.000]  那兩個東西是金屬品
[00:10:47.000 --> 00:10:49.000]  就是金屬
[00:10:49.000 --> 00:10:51.000]  就是說那時候音樂
[00:10:51.000 --> 00:10:53.000]  最後的時候
[00:10:53.000 --> 00:10:55.000]  兩個金屬一撞的時候
[00:10:55.000 --> 00:10:57.000]  轟然一聲
[00:10:57.000 --> 00:10:59.000]  然後就沉寂了
[00:10:59.000 --> 00:11:01.000]  就好像有一個大的樂團
[00:11:01.000 --> 00:11:03.000]  最後
[00:11:03.000 --> 00:11:05.000]  突然靜了
[00:11:05.000 --> 00:11:07.000]  全場靜了
[00:11:07.000 --> 00:11:09.000]  那個是中字
[00:11:09.000 --> 00:11:11.000]  無論是結成記事也好
[00:11:11.000 --> 00:11:13.000]  無論是亨然一聲
[00:11:13.000 --> 00:11:15.000]  歸於靜也好
[00:11:15.000 --> 00:11:17.000]  中國人的中字是有一些神秘
[00:11:17.000 --> 00:11:19.000]  愛上
[00:11:19.000 --> 00:11:21.000]  妻禮的感覺
[00:11:21.000 --> 00:11:23.000]  最能夠將這個中
[00:11:23.000 --> 00:11:25.000]  這一幅圖畫
[00:11:25.000 --> 00:11:27.000]  中外的圖畫去描繪出來的
[00:11:27.000 --> 00:11:29.000]  就是我想到杜甫的一首詩
[00:11:29.000 --> 00:11:31.000]  叫國庭
[00:11:31.000 --> 00:11:33.000]  我寫出來國庭的一首書
[00:11:33.000 --> 00:11:35.000]  歲暮陰陽吹短景
[00:11:35.000 --> 00:11:37.000]  天涯相說齊寒宵
[00:11:37.000 --> 00:11:39.000]  五間古國
[00:11:39.000 --> 00:11:41.000]  聲碧藏
[00:11:41.000 --> 00:11:43.000]  三合聲何影動搖
[00:11:43.000 --> 00:11:45.000]  野哭千家文戰乏
[00:11:45.000 --> 00:11:47.000]  兒歌掃處喜如潮
[00:11:47.000 --> 00:11:49.000]  臥龍躍馬
[00:11:49.000 --> 00:11:51.000]  中黃土
[00:11:51.000 --> 00:11:53.000]  人事音書萬席鳥
[00:11:53.000 --> 00:11:55.000]  人事音書萬席鳥
[00:11:55.000 --> 00:11:57.000]  歲暮
[00:11:57.000 --> 00:11:59.000]  一年的中
[00:11:59.000 --> 00:12:01.000]  十二月到
[00:12:01.000 --> 00:12:03.000]  陰陽就是時間
[00:12:03.000 --> 00:12:05.000]  一到一
[00:12:05.000 --> 00:12:07.000]  又一年了
[00:12:07.000 --> 00:12:09.000]  來得快去得快
[00:12:09.000 --> 00:12:11.000]  天涯
[00:12:11.000 --> 00:12:13.000]  是天的終結
[00:12:13.000 --> 00:12:15.000]  天邊的雪在天涯的寒夜已經終止
[00:12:15.000 --> 00:12:17.000]  天涯相說齊寒宵
[00:12:17.000 --> 00:12:19.000]  但最慘
[00:12:19.000 --> 00:12:21.000]  都是夜中
[00:12:21.000 --> 00:12:23.000]  午更時分
[00:12:23.000 --> 00:12:25.000]  軍中的戰鼓
[00:12:25.000 --> 00:12:27.000]  聲音一響配上三合急流的水聲
[00:12:27.000 --> 00:12:29.000]  特別悲壯悲慘
[00:12:29.000 --> 00:12:31.000]  而更加慘
[00:12:31.000 --> 00:12:33.000]  就是戰乏之聲一到
[00:12:33.000 --> 00:12:35.000]  人的生命就結束
[00:12:35.000 --> 00:12:37.000]  無論你是臥龍
[00:12:37.000 --> 00:12:39.000]  仙山諸葛亮
[00:12:39.000 --> 00:12:41.000]  或者是躍馬稱帝的公孫述
[00:12:41.000 --> 00:12:43.000]  須是英雄豪傑
[00:12:43.000 --> 00:12:45.000]  還不是忠於黃土
[00:12:45.000 --> 00:12:47.000]  所謂
[00:12:47.000 --> 00:12:49.000]  臥龍躍馬中黃土
[00:12:49.000 --> 00:12:51.000]  人事音書萬席鳥
[00:12:51.000 --> 00:12:53.000]  人事音書萬席鳥
[00:12:53.000 --> 00:12:55.000]  中國人
[00:12:55.000 --> 00:12:57.000]  的結
[00:12:57.000 --> 00:12:59.000]  的終
[00:12:59.000 --> 00:13:01.000]  是一種淒涼的感覺
[00:13:01.000 --> 00:13:03.000]  但很奇怪
[00:13:03.000 --> 00:13:05.000]  你看看聖經
[00:13:05.000 --> 00:13:07.000]  希臘文的字
[00:13:07.000 --> 00:13:09.000]  的終是Telos
[00:13:09.000 --> 00:13:11.000]  Telos
[00:13:11.000 --> 00:13:13.000]  是完全不同的看法
[00:13:13.000 --> 00:13:15.000]  就好像我讀完三年書
[00:13:15.000 --> 00:13:17.000]  他畢業了
[00:13:17.000 --> 00:13:19.000]  這個就是Telos
[00:13:19.000 --> 00:13:21.000]  終結
[00:13:21.000 --> 00:13:23.000]  歡樂的終結
[00:13:23.000 --> 00:13:25.000]  聖經裡面說明
[00:13:25.000 --> 00:13:27.000]  不是沒有盼望是有盼望
[00:13:27.000 --> 00:13:29.000]  一個有盼望和沒有盼望
[00:13:29.000 --> 00:13:31.000]  很不同
[00:13:31.000 --> 00:13:33.000]  但最重要是在我們現在這個時刻
[00:13:33.000 --> 00:13:35.000]  是一個什麼態度
[00:13:35.000 --> 00:13:37.000]  有人說我們有兩種不同的心態
[00:13:37.000 --> 00:13:39.000]  第一種是回應的心態
[00:13:39.000 --> 00:13:41.000]  英文叫reactive attitude
[00:13:41.000 --> 00:13:43.000]  一種是回顧的心態
[00:13:43.000 --> 00:13:45.000]  reflective attitude
[00:13:45.000 --> 00:13:47.000]  回應的心態是將自己
[00:13:47.000 --> 00:13:49.000]  隱藏在一個
[00:13:49.000 --> 00:13:51.000]  生活裡面失去了方向
[00:13:51.000 --> 00:13:53.000]  失去了目標失去了意義
[00:13:53.000 --> 00:13:55.000]  以為兵來將擋
[00:13:55.000 --> 00:13:57.000]  水來土掩
[00:13:57.000 --> 00:13:59.000]  任由人生的風浪將我們
[00:13:59.000 --> 00:14:01.000]  飄來飄去我們的生命
[00:14:01.000 --> 00:14:03.000]  只是一種回應各個不同的風浪
[00:14:03.000 --> 00:14:05.000]  我們沒有我們自己的目標
[00:14:05.000 --> 00:14:07.000]  我
[00:14:07.000 --> 00:14:09.000]  以前很喜歡在三環市
[00:14:09.000 --> 00:14:11.000]  的時候在那個河岸
[00:14:11.000 --> 00:14:13.000]  就是那個沙灘
[00:14:13.000 --> 00:14:15.000]  太平洋的沙灘那裡跑步
[00:14:15.000 --> 00:14:17.000]  跑完步我就看著大海
[00:14:17.000 --> 00:14:19.000]  很爽的感覺
[00:14:19.000 --> 00:14:21.000]  讓那些浪一個一個衝來
[00:14:21.000 --> 00:14:23.000]  沒多久我發覺
[00:14:23.000 --> 00:14:25.000]  已經沙足深陷
[00:14:25.000 --> 00:14:27.000]  這就是人生
[00:14:27.000 --> 00:14:29.000]  在人生裡面我們面對不同的風浪
[00:14:29.000 --> 00:14:31.000]  一個蓋來一個蓋來
[00:14:31.000 --> 00:14:33.000]  沒多久我們發覺我們是泥足深陷
[00:14:33.000 --> 00:14:35.000]  我們失去了我們的方向
[00:14:35.000 --> 00:14:37.000]  我們失去了我們的目標
[00:14:37.000 --> 00:14:39.000]  我們不知道我們在做什麼
[00:14:39.000 --> 00:14:41.000]  我們仰兒欲女我們就是忙於什麼
[00:14:41.000 --> 00:14:43.000]  找哪間學校買什麼衣服
[00:14:43.000 --> 00:14:45.000]  買什麼玩具帶去哪裡玩
[00:14:45.000 --> 00:14:47.000]  我們就很忙在這些東西
[00:14:47.000 --> 00:14:49.000]  都忘記了究竟我們養生什麼
[00:14:49.000 --> 00:14:51.000]  是為了什麼
[00:14:51.000 --> 00:14:53.000]  我們做事在教會裡
[00:14:53.000 --> 00:14:55.000]  我們在教會裡侍奉
[00:14:55.000 --> 00:14:57.000]  又要預備這個program
[00:14:57.000 --> 00:14:59.000]  究竟都不明白上帝放我們在教會裡做什麼
[00:14:59.000 --> 00:15:01.000]  人生的目的是什麼
[00:15:01.000 --> 00:15:03.000]  你的目標是什麼
[00:15:03.000 --> 00:15:05.000]  我們做工的目標是什麼
[00:15:05.000 --> 00:15:07.000]  這種叫做回應的心態
[00:15:07.000 --> 00:15:09.000]  是失去了我們的方向
[00:15:09.000 --> 00:15:11.000]  失去了我們的目標
[00:15:11.000 --> 00:15:13.000]  是埋沒在那裡
[00:15:15.000 --> 00:15:17.000]  另外一種是reflective的心態
[00:15:17.000 --> 00:15:19.000]  回顧的心態就好像James Ryan
[00:15:19.000 --> 00:15:21.000]  說這些朋友為我寫命
[00:15:21.000 --> 00:15:23.000]  我活得有沒有價值
[00:15:23.000 --> 00:15:25.000]  我活得有沒有意義
[00:15:25.000 --> 00:15:27.000]  尤其是對基督徒來說
[00:15:27.000 --> 00:15:29.000]  這是更加重要的
[00:15:29.000 --> 00:15:31.000]  基督為我們寫命
[00:15:31.000 --> 00:15:33.000]  我活得像不像樣
[00:15:33.000 --> 00:15:35.000]  在年終的時候我們要回顧
[00:15:35.000 --> 00:15:37.000]  不是沉溺在一個
[00:15:37.000 --> 00:15:39.000]  回應的心態裡
[00:15:39.000 --> 00:15:41.000]  《雅各書》第五章
[00:15:41.000 --> 00:15:43.000]  就將這兩個不同的心態
[00:15:43.000 --> 00:15:47.000]  表明得非常清楚
[00:15:47.000 --> 00:15:49.000]  首先我們看看第十三節
[00:15:49.000 --> 00:15:51.000]  我們一起讀讀第十三節
[00:15:51.000 --> 00:15:53.000]  注意有人說
[00:15:53.000 --> 00:15:55.000]  今天或明天
[00:15:55.000 --> 00:15:57.000]  我們要往某城裡去
[00:15:57.000 --> 00:15:59.000]  在那裡住一年做買賣賺錢
[00:15:59.000 --> 00:16:01.000]  《雅各》一開始的時候
[00:16:01.000 --> 00:16:03.000]  用了一個很有趣的字
[00:16:03.000 --> 00:16:05.000]  無合本的「乞」
[00:16:05.000 --> 00:16:07.000]  這個東西叫做「注意」
[00:16:07.000 --> 00:16:09.000]  其實「乞」就不知道在說什麼
[00:16:09.000 --> 00:16:11.000]  「注意」也不能夠
[00:16:11.000 --> 00:16:13.000]  將原文說得清清楚楚
[00:16:13.000 --> 00:16:15.000]  這個字的意思是什麼呢
[00:16:15.000 --> 00:16:17.000]  「阿基尼」
[00:16:17.000 --> 00:16:19.000]  希臘文這個字
[00:16:19.000 --> 00:16:21.000]  是什麼意思呢
[00:16:21.000 --> 00:16:23.000]  意思就是說
[00:16:23.000 --> 00:16:25.000]  你停下來想一想
[00:16:25.000 --> 00:16:27.000]  Now, listen
[00:16:27.000 --> 00:16:29.000]  一個人最大的問題
[00:16:29.000 --> 00:16:31.000]  就是不聽
[00:16:31.000 --> 00:16:33.000]  不想
[00:16:33.000 --> 00:16:35.000]  一味在網裡衝來衝去
[00:16:35.000 --> 00:16:37.000]  不要坐著
[00:16:37.000 --> 00:16:39.000]  定下來想一想
[00:16:39.000 --> 00:16:41.000]  究竟是什麼
[00:16:41.000 --> 00:16:43.000]  法國有一個言語很好
[00:16:43.000 --> 00:16:45.000]  如果你跑得遠一點
[00:16:45.000 --> 00:16:47.000]  你就退後一步
[00:16:47.000 --> 00:16:49.000]  你不退後一步
[00:16:49.000 --> 00:16:51.000]  你就跑得沒那麼遠
[00:16:51.000 --> 00:16:53.000]  如果我們在人生裡
[00:16:53.000 --> 00:16:55.000]  不懂得靜下來想一想
[00:16:55.000 --> 00:16:57.000]  Now, listen
[00:16:57.000 --> 00:16:59.000]  去回顧一下
[00:16:59.000 --> 00:17:01.000]  我們在做什麼的時候
[00:17:01.000 --> 00:17:03.000]  我們的生命是一塌糊塗
[00:17:03.000 --> 00:17:05.000]  《聖經》一開始的時候就告訴你
[00:17:05.000 --> 00:17:07.000]  注意、留意
[00:17:07.000 --> 00:17:09.000]  你們一定要聽
[00:17:09.000 --> 00:17:11.000]  你可以批判的聽
[00:17:11.000 --> 00:17:13.000]  你可以懷疑的聽
[00:17:13.000 --> 00:17:15.000]  你可以客觀的聽
[00:17:15.000 --> 00:17:17.000]  但你一定要聽
[00:17:17.000 --> 00:17:19.000]  聽了你才明白
[00:17:19.000 --> 00:17:21.000]  聽了你才懂得去想、懂得考慮
[00:17:21.000 --> 00:17:23.000]  今天我們的問題就是
[00:17:23.000 --> 00:17:25.000]  不聽或者選擇來聽
[00:17:25.000 --> 00:17:27.000]  合心意就聽
[00:17:27.000 --> 00:17:29.000]  不合心意就不去聽
[00:17:29.000 --> 00:17:31.000]  用雅各常用的一個字
[00:17:31.000 --> 00:17:33.000]  就是說你們要聽著
[00:17:33.000 --> 00:17:35.000]  你們要聽著
[00:17:35.000 --> 00:17:37.000]  想什麼
[00:17:37.000 --> 00:17:39.000]  你們有話說
[00:17:39.000 --> 00:17:41.000]  你們有話說
[00:17:41.000 --> 00:17:43.000]  是說到當時很流行的
[00:17:43.000 --> 00:17:45.000]  一套人生哲學
[00:17:45.000 --> 00:17:47.000]  一套很流行的人生觀
[00:17:47.000 --> 00:17:49.000]  是人們以為是金科玉律的
[00:17:49.000 --> 00:17:51.000]  你想一想你所持守的
[00:17:51.000 --> 00:17:53.000]  你認為是金科玉律的東西
