
[00:00:00.000 --> 00:00:02.880]  在上個月的主撐崇拜當中
[00:03:22.040 --> 00:03:23.920]  我們幾個執士
[00:03:23.920 --> 00:03:26.120]  我們都要一起去行山
[00:03:26.120 --> 00:03:27.920]  所以昨天我在外面畫
[00:03:27.920 --> 00:03:29.800]  很滑
[00:03:29.800 --> 00:03:30.640]  所以弟兄姐妹們
[00:03:30.640 --> 00:03:35.520]  都希望你們能夠一起多跑向大自然
[00:03:35.520 --> 00:03:37.840]  不單止去喝茶、聊天
[00:03:37.840 --> 00:03:40.640]  可以到大自然聊天
[00:03:40.640 --> 00:03:41.880]  面向造物主
[00:03:41.880 --> 00:03:43.960]  打開心扉
[00:03:43.960 --> 00:03:47.640]  這個對我們的靈魂是有益的
[00:03:47.640 --> 00:03:50.800]  我們同心吐槁
[00:03:50.800 --> 00:03:51.400]  親愛的主
[00:03:51.400 --> 00:03:54.200]  謝謝你給我們衆弟兄姐妹們
[00:03:54.200 --> 00:03:58.120]  我們可以用我們的歌聲去讚美你
[00:03:58.120 --> 00:04:00.320]  我們同心的吐槁
[00:04:00.320 --> 00:04:03.280]  一會兒我們會牽手煮餐
[00:04:03.280 --> 00:04:06.400]  主啊求你幫助我們在這段時間
[00:04:06.400 --> 00:04:07.760]  我們衆弟兄姐妹們
[00:04:07.760 --> 00:04:10.280]  都很渴望你的話語
[00:04:10.280 --> 00:04:12.680]  求你讓我們能夠聽得見
[00:04:12.680 --> 00:04:14.480]  讓我們看得見
[00:04:14.480 --> 00:04:16.680]  讓我們能夠相信
[00:04:16.680 --> 00:04:17.960]  在我們的聽到
[00:04:17.960 --> 00:04:19.480]  在我們整個崇拜
[00:04:19.480 --> 00:04:22.560]  在我們的主餐日當中
[00:04:22.560 --> 00:04:24.800]  我們經歷你的同在
[00:04:24.800 --> 00:04:27.240]  我們看見你的真實
[00:04:27.240 --> 00:04:28.520]  我們愛你
[00:04:28.520 --> 00:04:30.600]  我們讚美你
[00:04:30.600 --> 00:04:31.920]  我們的祈禱
[00:04:31.920 --> 00:04:34.320]  是奉主耶穌基督的名字求
[00:04:34.320 --> 00:04:37.080]  阿們
[00:04:37.080 --> 00:04:42.960]  請聽我讀出約八紀十二章第七節
[00:04:42.960 --> 00:04:44.200]  你問走狩
[00:04:44.200 --> 00:04:46.680]  走狩必指教你
[00:04:46.680 --> 00:04:48.840]  你問空中的飛鳥
[00:04:48.840 --> 00:04:51.360]  飛鳥必告訴你
[00:04:51.360 --> 00:04:53.480]  或者你與地說話
[00:04:53.480 --> 00:04:55.400]  地必指教你
[00:04:55.400 --> 00:04:58.880]  海中的魚也必向你說明
[00:04:58.880 --> 00:05:00.480]  在這一切當中
[00:05:00.480 --> 00:05:04.960]  有誰不知道這是耶和華的手造成的呢
[00:05:04.960 --> 00:05:09.600]  凡動物的生命和人類的氣息
[00:05:09.600 --> 00:05:12.360]  都在他手中
[00:05:12.360 --> 00:05:16.880]  約八紀三十八章三十九節開始
[00:05:16.880 --> 00:05:19.520]  你能爲牧師找取獵物
[00:05:19.520 --> 00:05:22.880]  使少壯的獅子飽足嗎
[00:05:22.880 --> 00:05:26.560]  那時他們在洞中遵服
[00:05:26.560 --> 00:05:29.320]  在隱密處埋伏
[00:05:29.320 --> 00:05:32.640]  誰能爲烏鴉預備食物呢
[00:05:32.640 --> 00:05:37.040]  那時烏鴉之初愛求神
[00:05:37.040 --> 00:05:41.080]  因無食物飛來飛去
[00:05:41.080 --> 00:05:44.000]  三十九章第一節
[00:05:44.000 --> 00:05:49.480]  你知道岩石間的野山羊何時生產嗎
[00:05:49.480 --> 00:05:54.080]  你能觀察母鹿下小鹿嗎
[00:05:54.080 --> 00:05:58.160]  你能數算他們懷胎的月數嗎
[00:05:58.160 --> 00:06:01.480]  你知道他們何時生產嗎
[00:06:01.480 --> 00:06:07.040]  他們屈身山下幽異就解除了陣痛
[00:06:07.040 --> 00:06:09.880]  其子漸漸肥壯
[00:06:09.880 --> 00:06:11.800]  在荒野長大
[00:06:11.800 --> 00:06:14.600]  他們出去不再歸回
[00:06:14.600 --> 00:06:15.960]  第五節
[00:06:15.960 --> 00:06:18.080]  誰荒野路自由
[00:06:18.080 --> 00:06:22.160]  誰解開快路的承索
[00:06:22.160 --> 00:06:25.480]  我使曠野作他的住處
[00:06:25.480 --> 00:06:29.480]  使炎地當他的居所
[00:06:29.480 --> 00:06:32.520]  他咒笑城內的圈羊
[00:06:32.520 --> 00:06:36.400]  不聽港聲口的學聲
[00:06:36.400 --> 00:06:40.320]  諸山是他漫遊的草場
[00:06:40.320 --> 00:06:45.480]  他尋找各樣青綠的東西
[00:06:45.480 --> 00:06:49.640]  約伯記是《智慧文學》
[00:06:49.640 --> 00:06:54.720]  《智慧文學》說到智慧是神給我們的禮物
[00:06:54.720 --> 00:06:57.120]  凡去追尋神
[00:06:57.120 --> 00:06:59.240]  去跟從神的人
[00:06:59.240 --> 00:07:01.840]  就得到智慧
[00:07:01.840 --> 00:07:06.960]  另外《智慧文學》很喜歡用創造和大自然
[00:07:06.960 --> 00:07:12.000]  成爲他們思想討論的重要材料
[00:07:12.000 --> 00:07:16.760]  所以《智慧文學》會說到留心大自然的世界
[00:07:16.760 --> 00:07:19.920]  從樹到牛七草
[00:07:19.920 --> 00:07:22.600]  從人到螞蟻
[00:07:22.600 --> 00:07:31.360]  甚至海獸、海怪、歷威、阿譚都包括了
[00:07:31.360 --> 00:07:33.360]  所以除了聖經之外
[00:07:33.360 --> 00:07:38.920]  神是會透過大自然向我們說話
[00:07:38.920 --> 00:07:44.200]  給智慧那些心靈單順的人
[00:07:44.200 --> 00:07:48.280]  今天我們就看《智慧文學》的約伯記
[00:07:48.280 --> 00:07:50.840]  剛纔所讀的約伯記的十二章
[00:07:50.840 --> 00:07:55.480]  我們看到約伯在頹喪的當中
[00:07:55.480 --> 00:08:01.960]  那時候他是很孤獨、很貧窮、很痛苦
[00:08:01.960 --> 00:08:05.000]  他瀕臨死亡的邊緣
[00:08:05.000 --> 00:08:06.600]  他的朋友來探他
[00:08:06.600 --> 00:08:11.360]  講了很多的理論去解釋他的苦難
[00:08:11.360 --> 00:08:13.120]  但是約伯不接受
[00:08:13.120 --> 00:08:17.360]  約伯也不贊成他太太的結論
[00:08:17.360 --> 00:08:21.000]  就是說這個世界是殘酷的地方
[00:08:21.000 --> 00:08:24.560]  爲什麼要信神呢?
[00:08:24.560 --> 00:08:28.760]  約伯對他的朋友就說
[00:08:28.760 --> 00:08:32.040]  你們不明白神的道路
[00:08:32.040 --> 00:08:36.520]  如果你們想知道是怎樣的話
[00:08:36.520 --> 00:08:40.360]  你們就跟動物去聊天
[00:08:40.360 --> 00:08:43.120]  跟植物去聊天
[00:08:43.120 --> 00:08:45.400]  跟鳥去聊天
[00:08:45.400 --> 00:08:47.880]  所以約伯記第七章就說
[00:08:47.880 --> 00:08:50.440]  你問走狩,走狩必指教你
[00:08:50.440 --> 00:08:54.000]  你問空中的飛鳥,飛鳥必告訴你
[00:08:54.000 --> 00:09:00.280]  或者你與地說話,地必指教你
[00:09:00.280 --> 00:09:03.480]  跟走狩說話?
[00:09:03.480 --> 00:09:07.000]  跟大地和植物說話?
[00:09:07.000 --> 00:09:09.720]  跟飛鳥說話?
[00:09:09.720 --> 00:09:13.120]  想想,是不是很傻?
[00:09:13.120 --> 00:09:16.920]  啊?跟小鳥聊天?
[00:09:16.920 --> 00:09:20.240]  怎麼可能啊?
[00:09:20.240 --> 00:09:23.480]  跟走狩聊天
[00:09:23.480 --> 00:09:27.840]  在上個月除了講詩篇、104篇
[00:09:27.840 --> 00:09:30.720]  我們也有講到一位先生
[00:09:30.720 --> 00:09:33.800]  叫Ozan,叫奧爾森先生
[00:09:33.800 --> 00:09:38.120]  他跟大自然有感情的故事
[00:09:38.120 --> 00:09:39.720]  在故事當中
[00:09:39.720 --> 00:09:43.400]  我們也見到他跟動物是怎樣去觀察
[00:09:43.400 --> 00:09:47.120]  在當中去發問,在當中去聊天
[00:09:47.120 --> 00:09:49.120]  他講到一次露營的經驗
[00:09:49.120 --> 00:09:51.000]  在月圓的晚上
[00:09:51.000 --> 00:09:53.640]  他晚上在露營
[00:09:53.640 --> 00:09:56.280]  在他自己的形象底下
[00:09:56.280 --> 00:09:59.400]  看着那些樹葉
[00:09:59.400 --> 00:10:01.320]  就聽到沙沙聲
[00:10:01.320 --> 00:10:03.800]  見到一隻類似老鼠的老鼠
[00:10:03.800 --> 00:10:06.800]  就在長棚下爬爬爬爬上去
[00:10:06.800 --> 00:10:08.000]  爬不了又跣下來
[00:10:08.000 --> 00:10:10.000]  爬爬爬爬上去又跣下來
[00:10:10.000 --> 00:10:12.880]  後來爬上去爬上去又下來
[00:10:12.880 --> 00:10:14.720]  下來又爬上去
[00:10:14.720 --> 00:10:17.760]  哇,他好像很享受
[00:10:17.760 --> 00:10:20.680]  最後他的技術很熟練
[00:10:20.680 --> 00:10:25.320]  他就是滑下來的時候
[00:10:25.320 --> 00:10:27.600]  好像滑雪一樣
[00:10:27.600 --> 00:10:29.080]  哇,復轉滑下來
[00:10:29.080 --> 00:10:32.000]  很開心、很興奮
[00:10:32.000 --> 00:10:34.280]  Ozan先生他說
[00:10:34.280 --> 00:10:39.280]  月光會讓動物和人暫時忘記
[00:10:39.280 --> 00:10:43.880]  生活的那種嚴峻、嚴苛、艱難
[00:10:43.880 --> 00:10:46.320]  可以生活得好一點
[00:10:46.320 --> 00:10:50.920]  如果人可以捨棄他的一些東西
[00:10:50.920 --> 00:10:52.880]  好像親愛的老鼠那樣
[00:10:52.880 --> 00:10:54.960]  每個月一次
[00:10:54.960 --> 00:10:57.000]  每年一次
[00:10:57.000 --> 00:11:00.240]  是在大地的表面滑下來的話
[00:11:00.240 --> 00:11:05.320]  或者是對他的靈魂是有好處的
[00:11:05.320 --> 00:11:07.280]  你們記不記得這個故事呢?
[00:11:07.280 --> 00:11:09.080]  我希望你們記得
[00:11:09.080 --> 00:11:11.160]  因此你們多點動力
[00:11:11.160 --> 00:11:13.640]  去親近大自然
[00:11:13.640 --> 00:11:16.920]  是的,去到大自然
[00:11:16.920 --> 00:11:18.600]  是可以讓我們忘記
[00:11:18.600 --> 00:11:20.760]  我們繁瑣的事物
[00:11:20.760 --> 00:11:22.000]  心曠神怡
[00:11:22.000 --> 00:11:23.880]  生活得會好一點
[00:11:23.880 --> 00:11:27.520]  如果我們能夠扔下一些事情
[00:11:27.520 --> 00:11:30.920]  能夠可以在大自然的美景當中
[00:11:30.920 --> 00:11:33.440]  在大地滑下來的話
[00:11:33.440 --> 00:11:37.520]  這個是對我們的靈性有幫助
[00:11:37.520 --> 00:11:40.600]  這個就是Ozan先生
[00:11:40.600 --> 00:11:42.120]  他去到大地
[00:11:42.120 --> 00:11:43.840]  去到看到動物
[00:11:43.840 --> 00:11:45.320]  觀察動物
[00:11:45.320 --> 00:11:46.240]  和動物
[00:11:46.240 --> 00:11:48.040]  向動物發問
[00:11:48.040 --> 00:11:51.040]  聊天的結果
[00:11:51.040 --> 00:11:54.760]  和大地說話
[00:11:54.760 --> 00:11:57.040]  在《約伯記》十二章第八節
[00:11:57.040 --> 00:12:00.720]  或者《禮與地》說話
[00:12:00.720 --> 00:12:03.040]  現在地的稀白來文
[00:12:03.040 --> 00:12:06.200]  是可以解釋爲植物
[00:12:06.200 --> 00:12:07.520]  或者灌木
[00:12:07.520 --> 00:12:10.880]  但是將它和第七節來平衡比較
[00:12:10.880 --> 00:12:13.280]  第七節是講到動物
[00:12:13.280 --> 00:12:14.280]  走手
[00:12:14.280 --> 00:12:17.400]  所以也可以解釋爲大地
[00:12:17.400 --> 00:12:19.680]  或者大地的一切
[00:12:19.680 --> 00:12:22.560]  無論如何我們可以說是大地
[00:12:22.560 --> 00:12:28.440]  或者是大地的一切或者植物
[00:12:28.440 --> 00:12:31.360]  所以當我們這樣理解的時候
[00:12:31.360 --> 00:12:34.280]  我們是要和大地可以向它發問
[00:12:34.280 --> 00:12:35.680]  和它聊天
[00:12:35.680 --> 00:12:39.280]  因爲大地的植物對我們來說
[00:12:39.280 --> 00:12:42.240]  對人來說是很重要的
[00:12:42.240 --> 00:12:46.840]  植物是地球的肺部
[00:12:46.840 --> 00:12:48.960]  它吸取碳
[00:12:48.960 --> 00:12:52.960]  吸取我們所發出來的二氧化碳
[00:12:52.960 --> 00:12:55.760]  它會放出氧氣
[00:12:55.760 --> 00:13:01.760]  如果地球沒有三萬億棵樹
[00:13:01.760 --> 00:13:04.120]  我們已經死了
[00:13:04.120 --> 00:13:08.040]  我們需要很多很多的植物
[00:13:08.040 --> 00:13:11.560]  植物是給我們呼吸的氧氣
[00:13:11.560 --> 00:13:13.440]  給我們水果
[00:13:13.440 --> 00:13:15.520]  給我們穀物
[00:13:15.520 --> 00:13:18.040]  給我們食物
[00:13:18.040 --> 00:13:20.040]  所以阿伯就說
[00:13:20.040 --> 00:13:22.080]  問一下植物吧
[00:13:22.080 --> 00:13:25.080]  它們會教你的
[00:13:25.080 --> 00:13:30.720]  因爲大自然有一個錯綜複雜的支持系統
[00:13:30.720 --> 00:13:33.520]  不同的植物是互相的支持
[00:13:33.520 --> 00:13:37.040]  是幫助對方去成長
[00:13:37.040 --> 00:13:40.640]  在土著的農業
[00:13:40.640 --> 00:13:44.200]  就有一個著名的耕種方法
[00:13:44.200 --> 00:13:48.320]  叫做三姊妹的耕種方法
[00:13:48.320 --> 00:13:52.120]  姐姐就是玉米的種子
[00:13:52.120 --> 00:13:55.280]  玉米種子生得很快
[00:13:55.280 --> 00:13:59.280]  生出來的莖是粗壯和直
[00:13:59.280 --> 00:14:01.520]  但是根就比較淺
[00:14:01.520 --> 00:14:02.640]  但是它很直
[00:14:02.640 --> 00:14:05.840]  它可以對着陽光
[00:14:05.840 --> 00:14:08.720]  跟着豆就會成長
[00:14:08.720 --> 00:14:10.480]  豆就是妹妹
[00:14:10.480 --> 00:14:11.680]  跟着就成長
[00:14:11.680 --> 00:14:14.280]  它就喜歡攀爬
[00:14:14.280 --> 00:14:17.120]  因爲豆出來的芽
[00:14:17.120 --> 00:14:20.040]  那些芝是要扭上去的
[00:14:20.040 --> 00:14:24.600]  需要靠在姐姐的身邊
[00:14:24.600 --> 00:14:26.880]  能夠得到支持
[00:14:26.880 --> 00:14:30.800]  這樣豆的葉又不會落在地上
[00:14:30.800 --> 00:14:35.080]  又不會被害蟲、昆蟲侵蝕
[00:14:35.080 --> 00:14:40.000]  又不會被泥土影響到它成長
[00:14:40.000 --> 00:14:45.760]  因爲這樣玉米就幫豆去興旺
[00:14:45.760 --> 00:14:48.400]  豆就會回禮
[00:14:48.400 --> 00:14:50.720]  豆是將那些氮氣
[00:14:50.720 --> 00:14:54.880]  氮 nitrogen固定在土壤當中
[00:14:54.880 --> 00:14:56.080]  如果沒有氮的話
[00:14:56.080 --> 00:14:58.840]  玉米又不能長得高大
[00:14:58.840 --> 00:15:02.520]  也不能夠結出充實的垂子
[00:15:02.520 --> 00:15:05.160]  最後就是南瓜
[00:15:05.160 --> 00:15:09.160]  南瓜就是玉米和豆的小妹妹
[00:15:09.160 --> 00:15:13.160]  南瓜就是騙妹來這裏打環生長的
[00:15:13.160 --> 00:15:17.200]  南瓜就是享受豆提供的淡
[00:15:17.200 --> 00:15:20.640]  又自己又生出很大的葉子來遮陰
[00:15:20.640 --> 00:15:22.640]  遮住土地
[00:15:22.640 --> 00:15:24.880]  以致土地的水分不會流失
[00:15:24.880 --> 00:15:28.000]  三姊妹就可以享用那些水分
[00:15:28.000 --> 00:15:30.480]  而南瓜葉有少少刺
[00:15:30.480 --> 00:15:38.360]  亦是防止那些害蟲來這裏覓食玉米和豆
[00:15:38.360 --> 00:15:40.520]  土著是怎樣呢
[00:15:40.520 --> 00:15:46.600]  他們是將這三種植物混在一起去種
[00:15:46.600 --> 00:15:48.760]  就不會分門別類
[00:15:48.760 --> 00:15:51.000]  排排整整齊齊地種
[00:15:51.000 --> 00:15:52.800]  不行的
[00:15:52.800 --> 00:15:54.760]  這三姊妹種在一起
[00:15:54.760 --> 00:15:57.120]  就成爲一種天然的力量
[00:15:57.120 --> 00:15:59.280]  一種震懾的力量
[00:15:59.280 --> 00:16:01.840]  避免昆蟲的攻擊
[00:16:01.840 --> 00:16:04.640]  三姊妹就用這種非凡的方式
[00:16:04.640 --> 00:16:08.800]  互相的支持 一起成長
[00:16:08.800 --> 00:16:11.720]  也幫助我們人類成長
[00:16:11.720 --> 00:16:16.560]  因爲三姊妹提供的營養是很豐富的
[00:16:16.560 --> 00:16:19.680]  玉米是有碳水化合物
[00:16:19.680 --> 00:16:21.160]  有澱粉
[00:16:21.160 --> 00:16:23.840]  豆有蛋白質
[00:16:23.840 --> 00:16:29.760]  南瓜是給人類有維生素和抗物質
[00:16:29.760 --> 00:16:31.800]  所以阿爸就說
[00:16:31.800 --> 00:16:34.520]  和植物聊天吧
[00:16:34.520 --> 00:16:36.000]  和植物聊天
[00:16:36.000 --> 00:16:38.280]  你會看到他們互相的依賴
[00:16:38.280 --> 00:16:40.280]  互相的合作
[00:16:40.280 --> 00:16:46.480]  彼此成爲彼此對方的美麗禮物
[00:16:46.480 --> 00:16:49.600]  這就是植物的智慧
[00:16:49.600 --> 00:16:52.280]  彼此一起要成長
[00:16:52.280 --> 00:16:54.640]  人都是一樣的
[00:16:54.640 --> 00:16:57.440]  要一起的成長
[00:16:57.440 --> 00:17:00.640]  不能夠分門別類的
[00:17:00.640 --> 00:17:06.960]  還有其實人和植物都不能夠分類的
[00:17:06.960 --> 00:17:10.200]  是要合併一起成長的
[00:17:10.200 --> 00:17:13.080]  唯有這樣我們就能夠成長
[00:17:13.080 --> 00:17:15.560]  我們在城鎮家看到植物的時候
[00:17:15.560 --> 00:17:19.000]  我們當然是優斥與共
[00:17:19.000 --> 00:17:20.840]  合併一起成長
[00:17:20.840 --> 00:17:22.760]  不能夠分開的
[00:17:22.760 --> 00:17:26.520]  當然還有一個智慧
[00:17:26.520 --> 00:17:30.240]  他們成長不單只是互相合作
[00:17:30.240 --> 00:17:32.800]  不能夠是唯唯偉偉的
[00:17:32.800 --> 00:17:34.280]  雖然是粘在一起
[00:17:34.280 --> 00:17:36.600]  還要知道走在一起還有一個什麼
[00:17:36.600 --> 00:17:38.480]  有一個神
[00:17:38.480 --> 00:17:43.560]  是需要創造主的供應
[00:17:43.560 --> 00:17:46.160]  這就是和植物聊天
[00:17:46.160 --> 00:17:47.360]  和大地聊天
[00:17:47.360 --> 00:17:49.880]  在那裏心曠神怡
[00:17:49.880 --> 00:17:55.200]  你聽到神的心意和說話
[00:17:55.200 --> 00:17:59.520]  接着和小鳥聊天
[00:17:59.520 --> 00:18:04.280]  在約伯記的十二章第七節這樣提到
[00:18:04.280 --> 00:18:07.520]  他說你問空中的飛鳥
[00:18:07.520 --> 00:18:10.720]  飛鳥別告訴你
[00:18:10.720 --> 00:18:13.440]  問一下飛鳥吧
[00:18:13.440 --> 00:18:15.600]  耶穌基督也這樣說
[00:18:15.600 --> 00:18:17.640]  叫我們看看小鳥
[00:18:17.640 --> 00:18:19.120]  所以耶穌基督說
[00:18:19.120 --> 00:18:21.480]  你們看那天上的飛鳥
[00:18:21.480 --> 00:18:23.400]  也不種也不收
[00:18:23.400 --> 00:18:26.160]  也不積蓄在蒼蕾
[00:18:26.160 --> 00:18:29.120]  你們的天父尚且養活它
[00:18:29.120 --> 00:18:33.600]  你們不比飛鳥貴種得多嗎
[00:18:33.600 --> 00:18:35.360]  我們看飛鳥的時候
[00:18:35.360 --> 00:18:38.040]  飛鳥是自由的
[00:18:38.040 --> 00:18:41.160]  耶穌基督說這些飛鳥是自由的
[00:18:41.160 --> 00:18:43.960]  他們是沒有憂愁的
[00:18:43.960 --> 00:18:47.440]  所以耶穌基督勸告人看看飛鳥
[00:18:47.440 --> 00:18:53.240]  你要知道不要爲明天憂慮
[00:18:53.240 --> 00:18:55.080]  不要爲明天憂慮
[00:18:55.080 --> 00:18:58.000]  不要憂慮不是命令
[00:18:58.000 --> 00:19:00.040]  而是一個新的體見
[00:19:00.040 --> 00:19:04.640]  是常常看見神在我們生命的眷猶
[00:19:04.640 --> 00:19:07.520]  飛鳥是小小
[00:19:07.520 --> 00:19:10.120]  是必不必看重
[00:19:10.120 --> 00:19:14.120]  但是你看到神都會餵養它們
[00:19:14.120 --> 00:19:15.760]  會眷猶它們
[00:19:15.760 --> 00:19:17.680]  還有你再看清楚一些
[00:19:17.680 --> 00:19:21.600]  這些飛鳥它們不是懶惰過
[00:19:21.600 --> 00:19:22.560]  它們做工過
[00:19:22.560 --> 00:19:24.680]  它們會賺錢的
[00:19:24.680 --> 00:19:26.640]  不過它們賺了錢
[00:19:26.640 --> 00:19:29.880]  它們不是要製造很多的食物
[00:19:29.880 --> 00:19:32.960]  它們不是要依存很多的食物
[00:19:32.960 --> 00:19:34.240]  擁有很多的食物
[00:19:34.240 --> 00:19:36.120]  它們是沒有擔憂
[00:19:36.120 --> 00:19:38.400]  它們是沒有貪心
[00:19:38.400 --> 00:19:41.120]  它們就是找到食物
[00:19:41.120 --> 00:19:42.960]  喫了之後就停
[00:19:42.960 --> 00:19:46.080]  不會團積太多的
[00:19:46.080 --> 00:19:55.440]  這就表明飛鳥對創造主的信任和依賴
[00:19:55.440 --> 00:20:00.000]  這些非常依賴創造主的飛鳥
[00:20:00.000 --> 00:20:03.080]  會提醒我們
[00:20:03.080 --> 00:20:05.320]  提醒你們
[00:20:05.320 --> 00:20:06.080]  沒錯
[00:20:06.080 --> 00:20:07.960]  要勤力做工
[00:20:07.960 --> 00:20:09.960]  照顧我們的家人
[00:20:09.960 --> 00:20:12.320]  我們有我們基本的需要
[00:20:12.320 --> 00:20:14.880]  但是努力的時候
[00:20:14.880 --> 00:20:18.000]  不要想着是自己的努力
[00:20:18.000 --> 00:20:20.760]  集中在自己的努力
[00:20:20.760 --> 00:20:23.000]  集中在自己的能力
[00:20:23.000 --> 00:20:25.640]  說我能夠搞定一切
[00:20:25.640 --> 00:20:29.120]  要知道一個基本的事實
[00:20:29.120 --> 00:20:34.960]  我們一切的努力都是端扶於神的供應
[00:20:34.960 --> 00:20:38.760]  所以耶穌基督就叫我們看飛鳥
[00:20:38.760 --> 00:20:40.280]  說完看飛鳥的時候
[00:20:40.280 --> 00:20:41.400]  他意思就是
[00:20:41.400 --> 00:20:45.680]  大家不要爲生命去憂慮
[00:20:45.680 --> 00:20:47.640]  憂慮喫什麼學什麼
[00:20:47.640 --> 00:20:51.240]  或者身體憂慮要穿什麼
[00:20:51.240 --> 00:20:52.640]  他接着說什麼
[00:20:52.640 --> 00:20:58.080]  他說你們要先求他的國和他的義
[00:20:58.080 --> 00:20:59.640]  這些東西
[00:20:59.640 --> 00:21:07.200]  這些東西都要加級你們了
[00:21:07.200 --> 00:21:08.560]  意思就是說
[00:21:08.560 --> 00:21:15.200]  只要你看到神的信實
[00:21:15.200 --> 00:21:20.200]  你就只管去先求神的國和神的義
[00:21:20.200 --> 00:21:25.320]  接着就是依食住行就爲次要
[00:21:25.320 --> 00:21:26.680]  接着又會怎麼樣
[00:21:26.680 --> 00:21:28.960]  接着神必供應
[00:21:28.960 --> 00:21:30.440]  神必供應
[00:21:30.440 --> 00:21:32.720]  並且供應的是什麼
[00:21:32.720 --> 00:21:36.280]  是加級你們了
[00:21:36.280 --> 00:21:40.040]  所以當我們有很多憂慮的時候
[00:21:40.040 --> 00:21:42.520]  我們需要一直聊天
[00:21:42.520 --> 00:21:43.840]  一起禱告
[00:21:43.840 --> 00:21:47.520]  有的時候你都可以去到一個地方
