
[00:00:00.000 --> 00:00:03.000]  今年的御府麒麟週四十天
[00:06:22.000 --> 00:06:24.000]  正說這話的時候
[00:06:24.000 --> 00:06:27.000]  耶穌親自站在他們當中說
[00:06:27.000 --> 00:06:29.000]  願你們平安
[00:06:29.000 --> 00:06:31.000]  他們卻驚慌害怕
[00:06:31.000 --> 00:06:34.000]  以為所看見的是雲
[00:06:34.000 --> 00:06:36.000]  哎呀 鬼呀
[00:06:36.000 --> 00:06:40.000]  主耶穌忽然間在他們當中
[00:06:40.000 --> 00:06:41.000]  耶穌說
[00:06:41.000 --> 00:06:43.000]  你們為什麼愁煩呢
[00:06:43.000 --> 00:06:47.000]  為什麼心裡起疑念呢
[00:06:47.000 --> 00:06:49.000]  你們向我的手
[00:06:49.000 --> 00:06:50.000]  向我的腳
[00:06:50.000 --> 00:06:51.000]  看看 看看
[00:06:51.000 --> 00:06:52.000]  就知道了
[00:06:52.000 --> 00:06:53.000]  實在是我來的
[00:06:53.000 --> 00:06:55.000]  復活了
[00:06:55.000 --> 00:06:56.000]  摸一下 看看
[00:06:56.000 --> 00:06:58.000]  不要緊的
[00:06:58.000 --> 00:07:00.000]  雲無骨無肉
[00:07:00.000 --> 00:07:02.000]  你們看 我是有的
[00:07:02.000 --> 00:07:03.000]  所以你看到
[00:07:03.000 --> 00:07:05.000]  主耶穌向他們顯現
[00:07:05.000 --> 00:07:07.000]  是肉身復活
[00:07:07.000 --> 00:07:08.000]  大家請記住
[00:07:08.000 --> 00:07:10.000]  主耶穌復活是肉身復活
[00:07:10.000 --> 00:07:12.000]  如果祂復活了
[00:07:12.000 --> 00:07:13.000]  沒有肉身
[00:07:13.000 --> 00:07:14.000]  那就死了
[00:07:14.000 --> 00:07:18.000]  好像人死了也有靈魂飄走了
[00:07:18.000 --> 00:07:20.000]  如果耶穌死了
[00:07:20.000 --> 00:07:22.000]  現在沒有肉身復活
[00:07:22.000 --> 00:07:25.000]  我們說 哦 耶穌只是精神不死
[00:07:25.000 --> 00:07:27.000]  如果有牧師說精神不死
[00:07:27.000 --> 00:07:29.000]  你們不要再聽他說了
[00:07:29.000 --> 00:07:30.000]  叫牧師離開就行了
[00:07:30.000 --> 00:07:33.000]  精神不死就是死了
[00:07:33.000 --> 00:07:35.000]  沒有復活
[00:07:35.000 --> 00:07:38.000]  主耶穌真是肉身復活了
[00:07:38.000 --> 00:07:42.000]  這是非常重要的一個信仰
[00:07:42.000 --> 00:07:44.000]  肉身復活
[00:07:44.000 --> 00:07:46.000]  認認真真地
[00:07:46.000 --> 00:07:49.000]  真是復活了
[00:07:49.000 --> 00:07:50.000]  書了者說
[00:07:50.000 --> 00:07:54.000]  就把手和腳給他們看
[00:07:54.000 --> 00:07:56.000]  他們正起得不敢信
[00:07:56.000 --> 00:07:58.000]  並且稀奇
[00:07:58.000 --> 00:07:59.000]  耶穌就說
[00:07:59.000 --> 00:08:02.000]  你們這裡有什麼吃的沒有?
[00:08:02.000 --> 00:08:04.000]  哇 真是復活了
[00:08:04.000 --> 00:08:06.000]  看看手和腳
[00:08:06.000 --> 00:08:08.000]  摸摸看行不行啊 耶穌
[00:08:08.000 --> 00:08:09.000]  老師
[00:08:09.000 --> 00:08:10.000]  好啊 你摸摸看
[00:08:10.000 --> 00:08:11.000]  我就叫你摸摸看
[00:08:11.000 --> 00:08:12.000]  有骨有肉的
[00:08:12.000 --> 00:08:13.000]  看到嗎?
[00:08:13.000 --> 00:08:14.000]  有個釘孔的
[00:08:14.000 --> 00:08:15.000]  哇
[00:08:15.000 --> 00:08:16.000]  對啊
[00:08:16.000 --> 00:08:17.000]  真是啊
[00:08:17.000 --> 00:08:18.000]  很厲害
[00:08:18.000 --> 00:08:20.000]  他們就真的相信了
[00:08:20.000 --> 00:08:21.000]  認識了
[00:08:21.000 --> 00:08:24.000]  原來真是復活的耶穌
[00:08:24.000 --> 00:08:27.000]  正起得不敢信
[00:08:27.000 --> 00:08:29.000]  其實信不過開心到
[00:08:29.000 --> 00:08:31.000]  哎呀 真假真假
[00:08:31.000 --> 00:08:33.000]  並且稀奇
[00:08:33.000 --> 00:08:36.000]  哎呀 真是奇怪了
[00:08:36.000 --> 00:08:37.000]  感謝主
[00:08:37.000 --> 00:08:40.000]  繼續主耶穌就說了一句
[00:08:40.000 --> 00:08:43.000]  你們這裡有什麼吃的沒有?
[00:08:43.000 --> 00:08:45.000]  有沒有東西吃啊?
[00:08:45.000 --> 00:08:48.000]  是不是肚餓呢?
[00:08:48.000 --> 00:08:50.000]  是不是三天沒吃見餓呢?
[00:08:50.000 --> 00:08:51.000]  不是啊
[00:08:51.000 --> 00:08:53.000]  而是做了一件事
[00:08:53.000 --> 00:08:57.000]  他們便給他一片燒魚
[00:08:57.000 --> 00:08:58.000]  哎呀 老師
[00:08:58.000 --> 00:08:59.000]  我們吃完飯了
[00:08:59.000 --> 00:09:01.000]  剩下一片魚而已
[00:09:01.000 --> 00:09:02.000]  為什麼燒魚呢?
[00:09:02.000 --> 00:09:04.000]  其實他們多數
[00:09:04.000 --> 00:09:06.000]  他們的飲食文化
[00:09:06.000 --> 00:09:09.000]  沒有我們中國人
[00:09:09.000 --> 00:09:10.000]  特別南方人那麼厲害
[00:09:10.000 --> 00:09:11.000]  蒸魚
[00:09:11.000 --> 00:09:12.000]  沒有的
[00:09:12.000 --> 00:09:14.000]  燒 什麼都燒
[00:09:14.000 --> 00:09:16.000]  一片燒魚
[00:09:16.000 --> 00:09:17.000]  他接過來
[00:09:17.000 --> 00:09:20.000]  在他們面前吃了
[00:09:20.000 --> 00:09:22.000]  那是什麼呢?
[00:09:22.000 --> 00:09:24.000]  吃了的意思就是
[00:09:24.000 --> 00:09:26.000]  真的吃了 吞了
[00:09:26.000 --> 00:09:28.000]  用來表示
[00:09:28.000 --> 00:09:30.000]  我真的有血有肉
[00:09:30.000 --> 00:09:33.000]  我真的復活了
[00:09:33.000 --> 00:09:36.000]  用來做一個表達
[00:09:36.000 --> 00:09:39.000]  是有骨有肉的
[00:09:39.000 --> 00:09:40.000]  可以吃東西的
[00:09:40.000 --> 00:09:43.000]  一個physical body的
[00:09:43.000 --> 00:09:44.000]  好了
[00:09:44.000 --> 00:09:47.000]  約翰福音第20章第24節
[00:09:47.000 --> 00:09:50.000]  提了一件事補充
[00:09:50.000 --> 00:09:52.000]  那十二個門徒中
[00:09:52.000 --> 00:09:55.000]  有稱為底土馬的多馬
[00:09:55.000 --> 00:09:58.000]  耶穌顯現來的時候
[00:09:58.000 --> 00:09:59.000]  耶穌顯現的時候
[00:09:59.000 --> 00:10:02.000]  他們有和他們同在
[00:10:02.000 --> 00:10:04.000]  那些門徒第一天回來
[00:10:04.000 --> 00:10:06.000]  見到他就對他說
[00:10:06.000 --> 00:10:09.000]  我們已經看見主了
[00:10:09.000 --> 00:10:10.000]  多馬說
[00:10:10.000 --> 00:10:12.000]  你別玩了
[00:10:12.000 --> 00:10:13.000]  多馬卻說
[00:10:13.000 --> 00:10:16.000]  我非看見他手上的釘痕
[00:10:16.000 --> 00:10:19.000]  用指頭探入那釘痕
[00:10:19.000 --> 00:10:22.000]  又用手探入他的臘堂
[00:10:22.000 --> 00:10:25.000]  我總不相信
[00:10:25.000 --> 00:10:27.000]  我不會像你這麼傻的
[00:10:27.000 --> 00:10:28.000]  這樣也相信
[00:10:28.000 --> 00:10:30.000]  除非我見到他
[00:10:30.000 --> 00:10:35.000]  我用手指的釘痕那裡穿一下
[00:10:35.000 --> 00:10:36.000]  我才相信
[00:10:36.000 --> 00:10:38.000]  驗證主義者
[00:10:38.000 --> 00:10:42.000]  他要什麼都試過才行
[00:10:42.000 --> 00:10:47.000]  過了八天
[00:10:47.000 --> 00:10:49.000]  門徒又在屋內
[00:10:49.000 --> 00:10:52.000]  多馬有和他們同在
[00:10:52.000 --> 00:10:54.000]  門都關了
[00:10:54.000 --> 00:10:56.000]  因為下人捉得
[00:10:56.000 --> 00:10:58.000]  老師又捉了他們
[00:10:58.000 --> 00:10:59.000]  門都關了
[00:10:59.000 --> 00:11:01.000]  耶穌來站在當中
[00:11:01.000 --> 00:11:02.000]  即是說
[00:11:02.000 --> 00:11:05.000]  他再次穿越物理世界
[00:11:05.000 --> 00:11:07.000]  門和牆
[00:11:07.000 --> 00:11:09.000]  伯伯西蘭在中間出現
[00:11:09.000 --> 00:11:11.000]  願你們平安
[00:11:11.000 --> 00:11:12.000]  這個平安
[00:11:12.000 --> 00:11:17.000]  Irene就好像現在在以色列見到人
[00:11:17.000 --> 00:11:19.000]  你不會說Hello
[00:11:19.000 --> 00:11:20.000]  不會說你好嗎
[00:11:20.000 --> 00:11:21.000]  說什麼呢?
[00:11:21.000 --> 00:11:22.000]  Shalom Shalom
[00:11:22.000 --> 00:11:23.000]  平安
[00:11:23.000 --> 00:11:25.000]  每次主耶穌出現
[00:11:25.000 --> 00:11:26.000]  都是和他們打招呼
[00:11:26.000 --> 00:11:27.000]  Shalom
[00:11:27.000 --> 00:11:28.000]  不過這個希臘文
[00:11:28.000 --> 00:11:29.000]  Irene
[00:11:29.000 --> 00:11:30.000]  Irene
[00:11:30.000 --> 00:11:31.000]  Iere
[00:11:31.000 --> 00:11:34.000]  讓他們知道平安
[00:11:34.000 --> 00:11:36.000]  他對多馬說
[00:11:36.000 --> 00:11:37.000]  多馬
[00:11:37.000 --> 00:11:41.000]  伸過你的指頭來摸我的手
[00:11:41.000 --> 00:11:44.000]  伸你的手過來探入我的肋旁
[00:11:44.000 --> 00:11:46.000]  不要疑惑
[00:11:46.000 --> 00:11:48.000]  總要相信
[00:11:48.000 --> 00:11:52.000]  這裡看到有少少補充
[00:11:52.000 --> 00:11:55.000]  伸你的指頭過來
[00:11:55.000 --> 00:11:58.000]  摸一下我的手釘痕的洞
[00:11:58.000 --> 00:12:01.000]  釘洞而已
[00:12:01.000 --> 00:12:02.000]  不是很大
[00:12:02.000 --> 00:12:03.000]  不過都大
[00:12:03.000 --> 00:12:06.000]  我的釘我見過這麼長的釘
[00:12:06.000 --> 00:12:07.000]  鐵釘很粗
[00:12:07.000 --> 00:12:10.000]  指頭都可以穿得過
[00:12:10.000 --> 00:12:14.000]  而且重力還拉大了洞
[00:12:14.000 --> 00:12:17.000]  有人說主不是釘手掌心
[00:12:17.000 --> 00:12:20.000]  是釘這裡兩條骨中間
[00:12:20.000 --> 00:12:25.000]  這兩條骨中間才架得起人的重量
[00:12:25.000 --> 00:12:27.000]  否則這裡會凹
[00:12:27.000 --> 00:12:30.000]  手指摸一下釘洞
[00:12:30.000 --> 00:12:35.000]  伸出你的手來探入我的肋旁
[00:12:35.000 --> 00:12:40.000]  你知道肋旁被冰釘用矛刺穿
[00:12:40.000 --> 00:12:46.000]  當亞歷馬太人約瑟來找比拉多
[00:12:46.000 --> 00:12:49.000]  要耶穌的屍體安葬的時候
[00:12:49.000 --> 00:12:50.000]  比拉多問
[00:12:50.000 --> 00:12:51.000]  耶穌死了沒有?
[00:12:51.000 --> 00:12:53.000]  給我檢查一下
[00:12:53.000 --> 00:12:55.000]  有一個士兵去檢查
[00:12:55.000 --> 00:13:00.000]  可能是跑去叫行刑和守著的士兵
[00:13:00.000 --> 00:13:05.000]  這個長官總督問他死了沒有
[00:13:05.000 --> 00:13:06.000]  死了沒有?
[00:13:06.000 --> 00:13:09.000]  於是有一個士兵就拿著一支矛
[00:13:09.000 --> 00:13:11.000]  來到耶穌的身邊
[00:13:11.000 --> 00:13:17.000]  就在他的肋旁用力插進去
[00:13:17.000 --> 00:13:22.000]  我個人懷疑這個士兵真是省水省力
[00:13:22.000 --> 00:13:23.000]  死了沒有?
[00:13:23.000 --> 00:13:24.000]  很容易
[00:13:24.000 --> 00:13:25.000]  試一試吧
[00:13:25.000 --> 00:13:28.000]  於是用一支矛照著胸口插進去
[00:13:28.000 --> 00:13:32.000]  用力插進去
[00:13:32.000 --> 00:13:35.000]  報告!死了!
[00:13:35.000 --> 00:13:38.000]  其實插這一下真是厲害
[00:13:38.000 --> 00:13:40.000]  不死也被你插死
[00:13:40.000 --> 00:13:42.000]  照著胸口插進去
[00:13:42.000 --> 00:13:44.000]  所以傷口比較大
[00:13:44.000 --> 00:13:47.000]  一個矛的頭也可能這麼大
[00:13:47.000 --> 00:13:49.000]  一下子插進去
[00:13:49.000 --> 00:13:51.000]  所以肋旁的傷口很大
[00:13:51.000 --> 00:13:53.000]  是一隻手
[00:13:53.000 --> 00:13:56.000]  可以一隻手插進去
[00:13:56.000 --> 00:13:59.000]  你看到指頭和手插進去是不同的
[00:13:59.000 --> 00:14:01.000]  真是不可笑
[00:14:01.000 --> 00:14:03.000]  主耶穌的痛苦真是很大
[00:14:03.000 --> 00:14:06.000]  不要疑惑 總要信
[00:14:06.000 --> 00:14:10.000]  插那支矛進去肋旁的時候
[00:14:10.000 --> 00:14:12.000]  死了沒有?
[00:14:12.000 --> 00:14:14.000]  耶穌死了沒有真不知道
[00:14:14.000 --> 00:14:17.000]  不過插了一下傷口很大
[00:14:17.000 --> 00:14:19.000]  接著你摸摸我的手
[00:14:19.000 --> 00:14:21.000]  摸摸我的肋旁
[00:14:21.000 --> 00:14:25.000]  不要疑惑 要信
[00:14:25.000 --> 00:14:28.000]  多瑪說:我主我的上帝
[00:14:28.000 --> 00:14:30.000]  就是我主我神
[00:14:30.000 --> 00:14:32.000]  這次我用的題目取材在這裡
[00:14:32.000 --> 00:14:34.000]  他敢不敢摸?
[00:14:34.000 --> 00:14:35.000]  當然不敢了
[00:14:35.000 --> 00:14:37.000]  這個時間只會俯伏敬拜
[00:14:37.000 --> 00:14:39.000]  對不起 老師
[00:14:39.000 --> 00:14:41.000]  我錯了 我不相信你
[00:14:41.000 --> 00:14:43.000]  其實我講一些多餘的東西
[00:14:43.000 --> 00:14:45.000]  感謝主 讚美你
[00:14:45.000 --> 00:14:47.000]  我主我的神
[00:14:47.000 --> 00:14:49.000]  耶穌對他說:
[00:14:49.000 --> 00:14:53.000]  你因看見了我才信
[00:14:53.000 --> 00:14:57.000]  沒有看見就信的有福了
[00:14:57.000 --> 00:15:00.000]  你見到就講得很清楚
[00:15:00.000 --> 00:15:02.000]  你見到才信
[00:15:02.000 --> 00:15:04.000]  那就不是信了
[00:15:04.000 --> 00:15:06.000]  如果信是什麼?
[00:15:06.000 --> 00:15:10.000]  是沒有見到就信就接受的
[00:15:10.000 --> 00:15:12.000]  那個才是有信心
[00:15:12.000 --> 00:15:15.000]  才是真正有福
[00:15:15.000 --> 00:15:17.000]  講到這裡
[00:15:17.000 --> 00:15:19.000]  當然在幾個福音裡面
[00:15:19.000 --> 00:15:25.000]  你會見到主耶穌都有他復活之後的顯現
[00:15:25.000 --> 00:15:26.000]  多次的顯現
[00:15:26.000 --> 00:15:31.000]  甚至他復活之後的顯現是40天
[00:15:31.000 --> 00:15:32.000]  那40天做什麼?
[00:15:32.000 --> 00:15:36.000]  主要是跟他們講天國的事
[00:15:36.000 --> 00:15:37.000]  福音書是這樣說的
[00:15:37.000 --> 00:15:40.000]  用40日臨別贈言
[00:15:40.000 --> 00:15:43.000]  最後密集課程40天
[00:15:43.000 --> 00:15:46.000]  講論天國的事情
[00:15:46.000 --> 00:15:48.000]  讓他們信心更加堅固
[00:15:48.000 --> 00:15:49.000]  快點問吧
[00:15:49.000 --> 00:15:51.000]  因為我快要離開了
[00:15:51.000 --> 00:15:55.000]  最後這一堂40課密集
[00:15:55.000 --> 00:15:56.000]  快點問吧
[00:15:56.000 --> 00:15:58.000]  快點教他們吧
[00:15:58.000 --> 00:16:01.000]  在這裡我自己靈修默想的時候
[00:16:01.000 --> 00:16:02.000]  讚美上主
[00:16:02.000 --> 00:16:04.000]  向門徒顯現
[00:16:04.000 --> 00:16:06.000]  有幾個原因
[00:16:06.000 --> 00:16:09.000]  第一個證明自己是復活
[00:16:09.000 --> 00:16:11.000]  是真正勝過死亡
[00:16:11.000 --> 00:16:15.000]  堅固了門徒的信心
[00:16:15.000 --> 00:16:18.000]  我認為主要復活
[00:16:18.000 --> 00:16:21.000]  是想告訴他們
[00:16:21.000 --> 00:16:24.000]  我真的勝過了死亡
[00:16:24.000 --> 00:16:29.000]  死亡是人類最大的困局
[00:16:29.000 --> 00:16:36.000]  無論帝王將相到最後都是死
[00:16:36.000 --> 00:16:42.000]  道父在國爺的詩裡說
[00:16:42.000 --> 00:16:46.000]  臥龍躍馬終皇土
[00:16:46.000 --> 00:16:48.000]  臥龍躍馬
[00:16:48.000 --> 00:16:51.000]  臥龍就是臥龍先生
[00:16:51.000 --> 00:16:52.000]  諸葛亮
[00:16:52.000 --> 00:16:54.000]  躍馬功宣述
[00:16:54.000 --> 00:16:56.000]  多厲害都好
[00:16:56.000 --> 00:16:57.000]  多有計謀
[00:16:57.000 --> 00:17:01.000]  多有武藝
[00:17:01.000 --> 00:17:03.000]  多想做皇帝
[00:17:03.000 --> 00:17:04.000]  做到還是做不到
[00:17:04.000 --> 00:17:08.000]  到最後都是一筆黃土
[00:17:08.000 --> 00:17:11.000]  不過沒有人能出來
[00:17:11.000 --> 00:17:15.000]  主耶穌證明自己復活是真正勝過死亡
[00:17:15.000 --> 00:17:17.000]  我們跟隨的人就是這個復活
[00:17:17.000 --> 00:17:20.000]  堅固門徒的信心
[00:17:20.000 --> 00:17:21.000]  你看到之後
[00:17:21.000 --> 00:17:24.000]  門徒全部不怕死
[00:17:24.000 --> 00:17:26.000]  因為他見過復活的主
[00:17:26.000 --> 00:17:30.000]  所以死亡對他們來說並不可怕
[00:17:30.000 --> 00:17:33.000]  所以他們很大膽去傳揚神
[00:17:33.000 --> 00:17:36.000]  傳揚耶穌的復活
[00:17:36.000 --> 00:17:39.000]  最初他們傳講的福音信息
[00:17:39.000 --> 00:17:42.000]  是主耶穌的復活為主
[00:17:42.000 --> 00:17:44.000]  而他們的敬拜
[00:17:44.000 --> 00:17:50.000]  亦都以敬拜復活的主為主要
[00:17:50.000 --> 00:17:53.000]  第二讚美耶穌
[00:17:53.000 --> 00:17:55.000]  他不厭其詳
[00:17:55.000 --> 00:18:01.000]  反反覆覆多次證明自己是肉身復活
[00:18:01.000 --> 00:18:05.000]  是有一個新的榮耀的身體
[00:18:05.000 --> 00:18:08.000]  是給門徒有永活的盼望
[00:18:08.000 --> 00:18:11.000]  正如保羅講林多前書15章
[00:18:11.000 --> 00:18:12.000]  如果我們活著
[00:18:12.000 --> 00:18:15.000]  這個世上只在今生有指望
[00:18:15.000 --> 00:18:17.000]  就算比眾人更可憐
