
[00:00:00.000 --> 00:00:04.000]  今天的題目為單身平反
[00:02:02.000 --> 00:02:04.000]  但對於單身人士來說
[00:02:04.000 --> 00:02:06.000]  為何好像歧視我
[00:02:06.000 --> 00:02:08.000]  為何我不能享受優惠呢?
[00:02:08.000 --> 00:02:09.000]  另一個情況就是
[00:02:09.000 --> 00:02:11.000]  現在經常見到的
[00:02:11.000 --> 00:02:12.000]  去到七仔
[00:02:12.000 --> 00:02:14.000]  你想買一瓶飲品
[00:02:14.000 --> 00:02:16.000]  你會發覺買兩瓶就划算一點
[00:02:16.000 --> 00:02:18.000]  買一瓶就很不划算
[00:02:18.000 --> 00:02:22.000]  明明買兩瓶飲品要15元
[00:02:22.000 --> 00:02:23.000]  即7.5元
[00:02:23.000 --> 00:02:25.000]  買一瓶也要10元
[00:02:25.000 --> 00:02:26.000]  但你被迫
[00:02:26.000 --> 00:02:27.000]  可能單身人士會覺得
[00:02:27.000 --> 00:02:30.000]  為何迫我多買幾瓶呢?
[00:02:30.000 --> 00:02:32.000]  我一個人喝不可以嗎?
[00:02:32.000 --> 00:02:34.000]  甚至於教會也可能會這樣
[00:02:34.000 --> 00:02:36.000]  教會我們有夫婦團契
[00:02:36.000 --> 00:02:37.000]  有抗疫團契
[00:02:37.000 --> 00:02:38.000]  有家庭組
[00:02:38.000 --> 00:02:40.000]  但沒有單身團契
[00:02:40.000 --> 00:02:42.000]  當然有單身團契
[00:02:42.000 --> 00:02:44.000]  你一入了團契就被人說
[00:02:44.000 --> 00:02:45.000]  這個人肯定恨嫁了
[00:02:45.000 --> 00:02:47.000]  所以經常想祈禱
[00:02:47.000 --> 00:02:49.000]  或者很孤單需要人支持
[00:02:49.000 --> 00:02:51.000]  要被支援
[00:02:51.000 --> 00:02:54.000]  也會被一些很特別的目光看待
[00:02:54.000 --> 00:02:56.000]  所以今天我們說
[00:02:56.000 --> 00:02:58.000]  今年我們第二季的季題
[00:02:58.000 --> 00:02:59.000]  四五六月
[00:02:59.000 --> 00:03:02.000]  以家庭使命作為我們的季題
[00:03:02.000 --> 00:03:04.000]  當我去反省的時候
[00:03:04.000 --> 00:03:06.000]  我覺得我都要悔改
[00:03:06.000 --> 00:03:08.000]  我都可能會馬上想到
[00:03:08.000 --> 00:03:10.000]  我們怎樣跟夫婦說話呢?
[00:03:10.000 --> 00:03:12.000]  怎樣教他們去親子
[00:03:12.000 --> 00:03:14.000]  跟子女要孝敬
[00:03:14.000 --> 00:03:16.000]  往往忽略了
[00:03:16.000 --> 00:03:18.000]  我們有一半人都是單身的
[00:03:18.000 --> 00:03:20.000]  他們都可能還沒有結婚
[00:03:20.000 --> 00:03:22.000]  可能他們的配偶不在身邊
[00:03:22.000 --> 00:03:25.000]  其實為什麼會有這樣的想法呢?
[00:03:25.000 --> 00:03:28.000]  可能有很多錯誤的傳統
[00:03:28.000 --> 00:03:30.000]  或者思想影響著我們
[00:03:30.000 --> 00:03:32.000]  所以今天我嘗試
[00:03:32.000 --> 00:03:34.000]  為我們的單身去作平反
[00:03:34.000 --> 00:03:35.000]  第一個平反就是
[00:03:35.000 --> 00:03:36.000]  我們經常都會覺得
[00:03:36.000 --> 00:03:40.000]  那些單身是不完整的
[00:03:40.000 --> 00:03:42.000]  我們要找另一半
[00:03:42.000 --> 00:03:43.000]  那些單身人經常覺得
[00:03:43.000 --> 00:03:44.000]  我們找另一半
[00:03:44.000 --> 00:03:45.000]  我們找到另一半
[00:03:45.000 --> 00:03:47.000]  我們才會有完整的人生
[00:03:47.000 --> 00:03:49.000]  不知道有沒有這樣的想法
[00:03:49.000 --> 00:03:50.000]  另一半
[00:03:50.000 --> 00:03:51.000]  其實這個觀念
[00:03:51.000 --> 00:03:53.000]  是絕對錯誤的
[00:03:53.000 --> 00:03:55.000]  是來自一個希臘的神話
[00:03:55.000 --> 00:03:57.000]  當時在希臘神話時代
[00:03:57.000 --> 00:03:59.000]  就是宙斯雅典娜的時代
[00:03:59.000 --> 00:04:02.000]  他們的神話裡面
[00:04:02.000 --> 00:04:03.000]  有三類型人
[00:04:03.000 --> 00:04:04.000]  一類就是男人
[00:04:04.000 --> 00:04:05.000]  一類就是女人
[00:04:05.000 --> 00:04:06.000]  大家都知道
[00:04:06.000 --> 00:04:08.000]  還有第三類型人
[00:04:08.000 --> 00:04:09.000]  是什麼呢?
[00:04:09.000 --> 00:04:10.000]  第三類型人
[00:04:10.000 --> 00:04:12.000]  他們特別強壯威猛
[00:04:12.000 --> 00:04:14.000]  因為他們叫陰陽人
[00:04:14.000 --> 00:04:15.000]  有四隻手
[00:04:15.000 --> 00:04:16.000]  四隻腳
[00:04:16.000 --> 00:04:18.000]  有男女兩性的器官
[00:04:18.000 --> 00:04:20.000]  但是臉是互相看著
[00:04:20.000 --> 00:04:22.000]  即是背著的
[00:04:22.000 --> 00:04:24.000]  他們力量強大到
[00:04:24.000 --> 00:04:27.000]  要去對抗當時的宙斯神
[00:04:27.000 --> 00:04:29.000]  去對抗當時的神
[00:04:29.000 --> 00:04:31.000]  要和他們對抗
[00:04:31.000 --> 00:04:32.000]  要拿威
[00:04:32.000 --> 00:04:35.000]  所以宙斯神就聯同他們的諸神
[00:04:35.000 --> 00:04:36.000]  一起開會
[00:04:36.000 --> 00:04:38.000]  怎樣處置這班人呢?
[00:04:38.000 --> 00:04:39.000]  他們想攻擊我們
[00:04:39.000 --> 00:04:41.000]  他們越來越厲害
[00:04:41.000 --> 00:04:44.000]  最簡單的就是要殺光他們
[00:04:44.000 --> 00:04:47.000]  因為希臘神話是很殘暴的
[00:04:47.000 --> 00:04:48.000]  殺光他們不行
[00:04:48.000 --> 00:04:50.000]  那誰來敬拜我們呢?
[00:04:50.000 --> 00:04:51.000]  誰來和我們供奉呢?
[00:04:51.000 --> 00:04:55.000]  誰來上香祭祀我們呢?
[00:04:55.000 --> 00:04:57.000]  宙斯神想到一個
[00:04:57.000 --> 00:04:59.000]  一石二鳥的方法
[00:04:59.000 --> 00:05:00.000]  就是怎樣呢?
[00:05:00.000 --> 00:05:02.000]  就是將這些陰陽人
[00:05:02.000 --> 00:05:03.000]  斬開他們
[00:05:03.000 --> 00:05:05.000]  成為半邊人
[00:05:05.000 --> 00:05:07.000]  他們的力量又削減了
[00:05:07.000 --> 00:05:08.000]  人數又增加了
[00:05:08.000 --> 00:05:10.000]  又多些人去祭祀獻祭了
[00:05:10.000 --> 00:05:11.000]  多好呢?
[00:05:11.000 --> 00:05:12.000]  所以半邊人就覺得
[00:05:12.000 --> 00:05:14.000]  我經常要找回另一半
[00:05:14.000 --> 00:05:15.000]  我才完整
[00:05:15.000 --> 00:05:18.000]  人就好像殘缺不堪
[00:05:18.000 --> 00:05:20.000]  我想說的是
[00:05:20.000 --> 00:05:21.000]  現在引擎的部分
[00:05:21.000 --> 00:05:23.000]  這些全部都是錯誤
[00:05:23.000 --> 00:05:24.000]  虛構
[00:05:24.000 --> 00:05:25.000]  不合理
[00:05:25.000 --> 00:05:26.000]  荒誕的思想
[00:05:26.000 --> 00:05:27.000]  完全不合邏輯
[00:05:27.000 --> 00:05:29.000]  和不合乎我們聖經
[00:05:29.000 --> 00:05:31.000]  另一半的思想
[00:05:31.000 --> 00:05:33.000]  絕對要平反
[00:05:33.000 --> 00:05:35.000]  所以今天我們就要思想
[00:05:35.000 --> 00:05:37.000]  我們怎樣為單身平反呢?
[00:05:37.000 --> 00:05:38.000]  我們有三個題目
[00:05:38.000 --> 00:05:39.000]  給大家去思想
[00:05:39.000 --> 00:05:40.000]  第一個就是
[00:05:40.000 --> 00:05:41.000]  獨身
[00:05:41.000 --> 00:05:43.000]  是不是一個屬靈恩賜呢?
[00:05:43.000 --> 00:05:44.000]  結婚
[00:05:44.000 --> 00:05:46.000]  是不是信徒必經之路呢?
[00:05:46.000 --> 00:05:47.000]  單身
[00:05:47.000 --> 00:05:48.000]  是不是更加能夠
[00:05:48.000 --> 00:05:51.000]  讓我們能夠更加專心
[00:05:51.000 --> 00:05:52.000]  去侍奉主呢?
[00:05:52.000 --> 00:05:54.000]  在最後今天的講題
[00:05:54.000 --> 00:05:55.000]  在聖經之前
[00:05:55.000 --> 00:05:56.000]  我們先有個祈禱
[00:05:56.000 --> 00:05:58.000]  「聖靈,我求祢幫助我們
[00:05:58.000 --> 00:06:00.000]  安靜我們的心
[00:06:00.000 --> 00:06:02.000]  讓聖靈充滿在我們這個
[00:06:02.000 --> 00:06:03.000]  崇拜禮堂
[00:06:03.000 --> 00:06:05.000]  和每一個弟兄姊妹的心靈裡當中
[00:06:05.000 --> 00:06:06.000]  讓聖靈先使用我
[00:06:06.000 --> 00:06:07.000]  作為祢的僕人
[00:06:07.000 --> 00:06:09.000]  以在今天所分享的說話
[00:06:09.000 --> 00:06:10.000]  都是來自聖靈祢的帶領
[00:06:10.000 --> 00:06:12.000]  都出於神的心意」
[00:06:12.000 --> 00:06:13.000]  有求聖靈
[00:06:13.000 --> 00:06:14.000]  聖靈同樣充滿在我們
[00:06:14.000 --> 00:06:16.000]  每一個弟兄姊妹的心靈裡
[00:06:16.000 --> 00:06:17.000]  打開我們的耳朵
[00:06:17.000 --> 00:06:20.000]  讓我們願意聆聽神的話語
[00:06:20.000 --> 00:06:21.000]  讓我們有智慧
[00:06:21.000 --> 00:06:23.000]  以致我們能夠明白神的心意
[00:06:23.000 --> 00:06:24.000]  讓我們能夠活出
[00:06:24.000 --> 00:06:27.000]  將神的話語成為我們心靈的一部份
[00:06:27.000 --> 00:06:29.000]  以致我們能夠在我們的生活行為裡
[00:06:29.000 --> 00:06:30.000]  去見證祢
[00:06:30.000 --> 00:06:32.000]  特別今天我們將這個題目
[00:06:32.000 --> 00:06:33.000]  都交在祢的面前
[00:06:33.000 --> 00:06:34.000]  讓我們發覺
[00:06:34.000 --> 00:06:36.000]  如果我們過去有誤解的
[00:06:36.000 --> 00:06:38.000]  求主祢更新我們的意念
[00:06:38.000 --> 00:06:40.000]  若果我們忽略了
[00:06:40.000 --> 00:06:42.000]  單身的弟兄姊妹
[00:06:42.000 --> 00:06:43.000]  願意主日給我們
[00:06:43.000 --> 00:06:45.000]  一個更大的關愛之心
[00:06:45.000 --> 00:06:46.000]  求主祢幫助我們
[00:06:46.000 --> 00:06:47.000]  帶領我們
[00:06:47.000 --> 00:06:48.000]  聽我們禱告
[00:06:48.000 --> 00:06:49.000]  奉耶穌基督得勝
[00:06:49.000 --> 00:06:50.000]  明治祈求
[00:06:50.000 --> 00:06:51.000]  阿門
[00:06:51.000 --> 00:06:53.000]  我選了哥倫多前書第七章
[00:06:53.000 --> 00:06:55.000]  和大家分享這個題目
[00:06:55.000 --> 00:06:57.000]  當保羅寫哥倫多前書
[00:06:57.000 --> 00:06:58.000]  到第七章的時候
[00:06:58.000 --> 00:07:01.000]  他不斷回應一些教會
[00:07:01.000 --> 00:07:02.000]  處境性的問題
[00:07:02.000 --> 00:07:04.000]  包括婚姻
[00:07:04.000 --> 00:07:05.000]  獨身的問題
[00:07:05.000 --> 00:07:08.000]  吃偶像的食物
[00:07:08.000 --> 00:07:09.000]  屬靈恩賜等問題
[00:07:09.000 --> 00:07:10.000]  都會在第七章之後
[00:07:10.000 --> 00:07:12.000]  逐章逐章出現
[00:07:12.000 --> 00:07:14.000]  而我今天選第七章
[00:07:14.000 --> 00:07:16.000]  選了和單身有關的經文
[00:07:16.000 --> 00:07:17.000]  因為第七章有四十節
[00:07:17.000 --> 00:07:19.000]  我們沒有時間看完
[00:07:19.000 --> 00:07:20.000]  我選了七節、九節
[00:07:20.000 --> 00:07:22.000]  去回應第一個
[00:07:22.000 --> 00:07:23.000]  要平反的問題
[00:07:23.000 --> 00:07:24.000]  我們一起讀吧
[00:07:24.000 --> 00:07:25.000]  一二三
[00:07:25.000 --> 00:07:27.000]  我願眾人像我一樣
[00:07:27.000 --> 00:07:30.000]  但是各人都有來自神的恩賜
[00:07:36.000 --> 00:07:40.000]  他們若能維持獨身就好
[00:07:40.000 --> 00:07:42.000]  但他們若不能自制
[00:07:42.000 --> 00:07:44.000]  就應該嫁娶
[00:07:44.000 --> 00:07:46.000]  與其辱火攻心
[00:07:46.000 --> 00:07:48.000]  倒不如結婚為妙
[00:07:48.000 --> 00:07:50.000]  在這裡保羅在第七節
[00:07:50.000 --> 00:07:52.000]  說了兩個恩賜
[00:07:52.000 --> 00:07:53.000]  一個是這樣
[00:07:53.000 --> 00:07:55.000]  一個是那樣
[00:07:55.000 --> 00:07:56.000]  這樣是指什麼呢?
[00:07:56.000 --> 00:07:58.000]  是指獨身恩賜
[00:07:58.000 --> 00:07:59.000]  那樣是指什麼呢?
[00:07:59.000 --> 00:08:01.000]  是指結婚恩賜
[00:08:01.000 --> 00:08:03.000]  在第八、九節你會看到
[00:08:03.000 --> 00:08:06.000]  保羅說如果有獨身恩賜的話
[00:08:06.000 --> 00:08:08.000]  未婚的可以繼續保持獨身
[00:08:08.000 --> 00:08:10.000]  如果喪偶的
[00:08:10.000 --> 00:08:14.000]  可以繼續保持著單身的身份
[00:08:14.000 --> 00:08:17.000]  但是如果沒有獨身恩賜的
[00:08:17.000 --> 00:08:19.000]  就是有結婚恩賜
[00:08:19.000 --> 00:08:21.000]  所以就可以嫁娶
[00:08:21.000 --> 00:08:26.000]  這樣做不會違反任何神的心意
[00:08:26.000 --> 00:08:30.000]  在第七節裡面
[00:08:30.000 --> 00:08:33.000]  你會看到保羅很平等地
[00:08:33.000 --> 00:08:35.000]  將那個
[00:08:35.000 --> 00:08:37.000]  是不是我的電腦有問題?
[00:08:37.000 --> 00:08:41.000]  不要緊
[00:08:41.000 --> 00:08:44.000]  我的螢光幕不斷地轉動
[00:08:44.000 --> 00:08:46.000]  這裡沒有轉動也可以的
[00:08:46.000 --> 00:08:48.000]  我們會看到保羅
[00:08:48.000 --> 00:08:50.000]  很平等地將獨身恩賜
[00:08:50.000 --> 00:08:52.000]  和結婚恩賜
[00:08:52.000 --> 00:08:53.000]  平衡擺出來
[00:08:53.000 --> 00:08:55.000]  這兩個恩賜是平等的
[00:08:55.000 --> 00:08:57.000]  是互相獨立的
[00:08:57.000 --> 00:08:59.000]  沒有重疊的
[00:08:59.000 --> 00:09:00.000]  什麼意思?
[00:09:00.000 --> 00:09:01.000]  獨立的意思就是說
[00:09:01.000 --> 00:09:03.000]  你不會同一時間有獨身恩賜
[00:09:03.000 --> 00:09:04.000]  又有結婚恩賜
[00:09:04.000 --> 00:09:06.000]  你只會有獨身恩賜
[00:09:06.000 --> 00:09:07.000]  又有結婚恩賜
[00:09:07.000 --> 00:09:08.000]  是平等的
[00:09:08.000 --> 00:09:09.000]  是沒有重疊的
[00:09:09.000 --> 00:09:11.000]  但是保羅加了一個事實
[00:09:11.000 --> 00:09:13.000]  就是他自己是獨身的
[00:09:13.000 --> 00:09:15.000]  他有獨身恩賜
[00:09:15.000 --> 00:09:17.000]  我們說到恩賜的時候
[00:09:17.000 --> 00:09:18.000]  你很快就會聯想到
[00:09:18.000 --> 00:09:20.000]  哥林多前書第十二章
[00:09:20.000 --> 00:09:22.000]  屬靈恩賜的教導
[00:09:22.000 --> 00:09:24.000]  兩件事是不同的
[00:09:24.000 --> 00:09:25.000]  不要混淆了
[00:09:25.000 --> 00:09:27.000]  兩者有一個分別
[00:09:27.000 --> 00:09:29.000]  如果還記得我在上年說
[00:09:29.000 --> 00:09:30.000]  哥林多前書第十二章
[00:09:30.000 --> 00:09:32.000]  屬靈恩賜的時候
[00:09:32.000 --> 00:09:34.000]  是聖靈隨他的心意
[00:09:34.000 --> 00:09:37.000]  分派給每一個教會的弟兄姊妹
[00:09:37.000 --> 00:09:38.000]  某些弟兄姊妹
[00:09:38.000 --> 00:09:40.000]  有一種屬靈恩賜的能力去侍奉神
[00:09:40.000 --> 00:09:43.000]  是一個功能性的恩賜
[00:09:43.000 --> 00:09:45.000]  有些人可能不單有一個恩賜
[00:09:45.000 --> 00:09:47.000]  有兩三個屬靈恩賜
[00:09:47.000 --> 00:09:48.000]  譬如有些人可能有
[00:09:48.000 --> 00:09:50.000]  教導和領導的恩賜
[00:09:50.000 --> 00:09:51.000]  他有教導的恩賜
[00:09:51.000 --> 00:09:53.000]  就可以作為一個主要的老師
[00:09:53.000 --> 00:09:54.000]  去教導聖經
[00:09:54.000 --> 00:09:56.000]  他有領導的恩賜
[00:09:56.000 --> 00:09:57.000]  他可能成為一個理事
[00:09:57.000 --> 00:09:59.000]  去學習帶領管理教會
[00:09:59.000 --> 00:10:03.000]  但是結婚恩賜和獨身恩賜
[00:10:03.000 --> 00:10:05.000]  就不是這些功能性的恩賜
[00:10:05.000 --> 00:10:06.000]  也不是說
[00:10:06.000 --> 00:10:08.000]  聖靈給了一些特殊的能力
[00:10:08.000 --> 00:10:10.000]  給那個人有獨身恩賜的人
[00:10:10.000 --> 00:10:13.000]  他可以控制情慾
[00:10:13.000 --> 00:10:15.000]  不受這些東西的影響
[00:10:15.000 --> 00:10:17.000]  獨身恩賜和結婚恩賜
[00:10:17.000 --> 00:10:20.000]  只是一個客觀的狀態的描述
[00:10:20.000 --> 00:10:22.000]  如果一個人是單身的
[00:10:22.000 --> 00:10:24.000]  他就有獨身恩賜
[00:10:24.000 --> 00:10:26.000]  如果一個人是結婚的
[00:10:26.000 --> 00:10:27.000]  他就沒有單身恩賜
[00:10:27.000 --> 00:10:28.000]  他轉換了
[00:10:28.000 --> 00:10:30.000]  成為一個有結婚恩賜的人
[00:10:30.000 --> 00:10:33.000]  我們講述聖靈恩賜
[00:10:33.000 --> 00:10:35.000]  即是講述功能性的教會
[00:10:35.000 --> 00:10:37.000]  建立教會的聖靈恩賜的教導
[00:10:37.000 --> 00:10:39.000]  我們知道只有四段經文講述聖靈恩賜
[00:10:39.000 --> 00:10:40.000]  包括
[00:10:40.000 --> 00:10:42.000]  哥林多前書第十二章
[00:10:42.000 --> 00:10:43.000]  羅馬書第十二章
[00:10:43.000 --> 00:10:44.000]  爾弗所書第四章
[00:10:44.000 --> 00:10:45.000]  彼得前書第四章
[00:10:45.000 --> 00:10:49.000]  在這四段重要講述聖靈恩賜的經文教導裏
[00:10:49.000 --> 00:10:51.000]  你找不到有獨身恩賜
[00:10:51.000 --> 00:10:53.000]  你找不到有聖靈恩賜
[00:10:53.000 --> 00:10:55.000]  所以見到兩者是有分別的
[00:10:55.000 --> 00:10:57.000]  所以當我們知道
[00:10:57.000 --> 00:10:59.000]  獨身恩賜和聖靈恩賜
[00:10:59.000 --> 00:11:01.000]  不是那些功能性的恩賜
[00:11:01.000 --> 00:11:03.000]  而是一個上帝的賜予
[00:11:03.000 --> 00:11:04.000]  上帝的恩典的時候
[00:11:04.000 --> 00:11:07.000]  我們可以再看一個中文的翻譯版本
[00:11:07.000 --> 00:11:09.000]  是由Peterson
[00:11:09.000 --> 00:11:11.000]  他在Message的翻譯
[00:11:11.000 --> 00:11:12.000]  比較易譯了這段經文
[00:11:12.000 --> 00:11:13.000]  我們試試看一看
[00:11:13.000 --> 00:11:15.000]  會更加明白保羅的意思
[00:11:15.000 --> 00:11:16.000]  一起讀
[00:11:16.000 --> 00:11:20.000]  有時候我希望每個人都像我一樣單身
[00:11:20.000 --> 00:11:23.000]  有許多方面都可以過簡樸的生活
[00:11:23.000 --> 00:11:27.000]  但是單身生活並不是為每個人而設的
[00:11:27.000 --> 00:11:31.000]  就如婚姻也不是每個人都會擁有的
[00:11:31.000 --> 00:11:33.000]  神賜下單身恩賜給某些人
[00:11:33.000 --> 00:11:37.000]  而又賜下結婚恩賜給另一些人
[00:11:37.000 --> 00:11:42.000]  所以我想強調兩個恩賜是平衡平等的
[00:11:42.000 --> 00:11:46.000]  是神賜予 是神給的
[00:11:46.000 --> 00:11:50.000]  當神安排這個人準備進入結婚的時候
[00:11:50.000 --> 00:11:53.000]  神就會賜給這個人有結婚的恩賜
[00:11:53.000 --> 00:11:56.000]  一切都是神的恩典和賜予
[00:11:56.000 --> 00:11:58.000]  至於保羅呢?
[00:11:58.000 --> 00:12:00.000]  保羅是單身還是結婚呢?
[00:12:00.000 --> 00:12:03.000]  這個問題很多聖經學者都不斷爭論
[00:12:03.000 --> 00:12:04.000]  很明顯
[00:12:04.000 --> 00:12:06.000]  當保羅寫《哥林多禪書》的時候
[00:12:06.000 --> 00:12:07.000]  他是一個單身
[00:12:07.000 --> 00:12:09.000]  他都說明自己是一個單身
[00:12:09.000 --> 00:12:10.000]  但是又很奇怪
[00:12:10.000 --> 00:12:12.000]  出於保羅的背景
[00:12:12.000 --> 00:12:14.000]  他是猶太教的法利賽人
[00:12:14.000 --> 00:12:20.000]  是加瑪利門下門生
[00:12:20.000 --> 00:12:22.000]  作為一個有名望的法利賽人
[00:12:22.000 --> 00:12:24.000]  或者準備成為律法師的時候
[00:12:24.000 --> 00:12:27.000]  通常都是已經結了婚
[00:12:27.000 --> 00:12:29.000]  代表著這個人有一個身份的地位
[00:12:29.000 --> 00:12:31.000]  有一個成熟的表現
[00:12:31.000 --> 00:12:34.000]  這個都是一些傳統的觀念思想
[00:12:34.000 --> 00:12:38.000]  所以我個人的推測
[00:12:38.000 --> 00:12:39.000]  只能夠這樣
[00:12:39.000 --> 00:12:40.000]  是聖經家的推測
[00:12:40.000 --> 00:12:43.000]  我相信保羅是曾經結過婚的
[00:12:43.000 --> 00:12:46.000]  但是當他寫《哥林多禪書》的時候
[00:12:46.000 --> 00:12:49.000]  他的配偶已經不在他身邊
[00:12:49.000 --> 00:12:54.000]  可能已經逝世了
[00:12:54.000 --> 00:12:57.000]  或者離婚都不出奇
[00:12:57.000 --> 00:12:58.000]  都不知道
[00:12:58.000 --> 00:13:01.000]  但是更加間接證明了
[00:13:01.000 --> 00:13:03.000]  原來獨生恩賜和結婚恩賜
[00:13:03.000 --> 00:13:06.000]  是會隨著神的帶領會有轉變的
[00:13:06.000 --> 00:13:08.000]  是一個身份的不同
[00:13:08.000 --> 00:13:11.000]  但是背後有神的旨意在裡面
[00:13:11.000 --> 00:13:13.000]  所以當我們回到這裡
[00:13:13.000 --> 00:13:15.000]  要第一個平反的就是
[00:13:15.000 --> 00:13:17.000]  獨生是不是一種順理成章的恩賜呢?
[00:13:17.000 --> 00:13:19.000]  是否定的?
[00:13:19.000 --> 00:13:20.000]  是否定的?
[00:13:20.000 --> 00:13:21.000]  他仍然是恩賜
[00:13:21.000 --> 00:13:23.000]  不要混淆了恩賜和順理成章
[00:13:23.000 --> 00:13:25.000]  順理成章是《哥林多禪書》第十二章
[00:13:25.000 --> 00:13:27.000]  是功能性的恩賜
[00:13:27.000 --> 00:13:31.000]  但是單身和結婚的恩賜
[00:13:31.000 --> 00:13:33.000]  是神給人的一個身份
[00:13:33.000 --> 00:13:38.000]  所以當我們明白了這個思想的時候
[00:13:38.000 --> 00:13:39.000]  對於單身人來說
[00:13:39.000 --> 00:13:41.000]  就可以更加自由
[00:13:41.000 --> 00:13:44.000]  更加釋放地面對他的處境
[00:13:44.000 --> 00:13:46.000]  他可以釋除一些疑慮和壓力
[00:13:46.000 --> 00:13:50.000]  單身人也可以選擇考慮結婚
[00:13:50.000 --> 00:13:52.000]  他也可以很自由地選擇
[00:13:52.000 --> 00:13:54.000]  仍然維持單身
[00:13:54.000 --> 00:13:55.000]  不需要揣測
[00:13:55.000 --> 00:13:58.000]  究竟神是怎樣給一個獨特的
[00:13:58.000 --> 00:14:00.000]  奇怪的一種力量
[00:14:00.000 --> 00:14:02.000]  令他能夠控制他的情慾
[00:14:02.000 --> 00:14:04.000]  或者對尋找伴侶
[00:14:04.000 --> 00:14:06.000]  這種思想是完全的隔絕
[00:14:06.000 --> 00:14:07.000]  不需要
[00:14:07.000 --> 00:14:09.000]  但是最重要的是什麼呢?
[00:14:09.000 --> 00:14:11.000]  保羅提出了
[00:14:11.000 --> 00:14:13.000]  單身有單身的重要
[00:14:13.000 --> 00:14:15.000]  結婚有結婚的重要
[00:14:15.000 --> 00:14:17.000]  最重要的就是
[00:14:17.000 --> 00:14:19.000]  他以一個單身的身份的時候
[00:14:19.000 --> 00:14:22.000]  怎樣活出一個合神心意的單身生活
[00:14:22.000 --> 00:14:24.000]  他在結婚的時候
[00:14:24.000 --> 00:14:26.000]  怎樣過一個合神心意的
[00:14:26.000 --> 00:14:27.000]  已婚的婚姻生活
[00:14:27.000 --> 00:14:29.000]  無論結婚和單身都好
[00:14:29.000 --> 00:14:31.000]  都要盡全力地活出
[00:14:31.000 --> 00:14:33.000]  八般恩賜的好管家
[00:14:33.000 --> 00:14:34.000]  好好管理自己
[00:14:34.000 --> 00:14:36.000]  作為一個單身的信徒
[00:14:36.000 --> 00:14:38.000]  要過一個豐盛的
[00:14:38.000 --> 00:14:39.000]  合神心意的
[00:14:39.000 --> 00:14:41.000]  健康的單身生活
[00:14:41.000 --> 00:14:43.000]  但是當情況會改變的時候
[00:14:43.000 --> 00:14:46.000]  他要將單身恩賜轉換成結婚恩賜的時候
[00:14:46.000 --> 00:14:49.000]  不妨亦都可以進去嘗試
[00:14:49.000 --> 00:14:52.000]  但是最重要的優先次序就是
