
[00:00:00.000 --> 00:00:07.440]  感謝天父給我第二次來到Swindon這個地方
[00:07:48.480 --> 00:07:50.080]  給我們一個提醒就是說
[00:07:50.080 --> 00:07:53.040]  原來當我們去到應許地
[00:07:53.040 --> 00:07:56.080]  已經征服了所有民族的過程裡面
[00:07:56.080 --> 00:07:59.200]  但是約書要跟他們說一樣東西
[00:07:59.200 --> 00:08:03.040]  你們將你們的外邦神來挪開他
[00:08:03.040 --> 00:08:06.480]  然後要專心來歸向神
[00:08:06.480 --> 00:08:09.680]  你想一下我們看到一樣東西就是說
[00:08:09.680 --> 00:08:11.360]  說就容易
[00:08:11.360 --> 00:08:13.280]  大道理誰不會說
[00:08:13.280 --> 00:08:14.880]  所以道德經說
[00:08:14.880 --> 00:08:16.480]  大道自揀
[00:08:16.480 --> 00:08:18.480]  知易行難
[00:08:18.480 --> 00:08:21.040]  今天我們基督徒都是這樣
[00:08:21.040 --> 00:08:24.080]  說些道理容易什麼
[00:08:24.080 --> 00:08:28.240]  我們能不能做到
[00:08:28.240 --> 00:08:30.320]  是很大的一個問題
[00:08:30.320 --> 00:08:34.320]  經常我都說我們每一年的那個叫做什麼
[00:08:34.320 --> 00:08:41.200]  今年的主題是什麼
[00:08:41.200 --> 00:08:43.280]  口號而已
[00:08:43.280 --> 00:08:44.880]  說一下而已
[00:08:44.880 --> 00:08:46.080]  因為為什麼
[00:08:46.080 --> 00:08:48.080]  立志為善由得我
[00:08:48.080 --> 00:08:50.640]  只是行出來由不得我
[00:08:50.640 --> 00:08:51.920]  弟兄姊妹們
[00:08:51.920 --> 00:08:53.520]  說就容易
[00:08:53.520 --> 00:08:56.160]  但是走出來並不是容易
[00:08:56.160 --> 00:08:59.200]  當我們在婚姻裡面說I do的時候
[00:08:59.200 --> 00:09:00.160]  是不是
[00:09:00.160 --> 00:09:01.760]  我願意
[00:09:01.760 --> 00:09:03.040]  結了婚之後
[00:09:03.040 --> 00:09:04.480]  You do
[00:09:04.480 --> 00:09:06.480]  你做了是不是
[00:09:06.480 --> 00:09:07.760]  垃圾不倒
[00:09:07.760 --> 00:09:08.960]  款又不用
[00:09:08.960 --> 00:09:10.000]  買菜又不買菜
[00:09:10.000 --> 00:09:11.120]  煮飯又不煮飯
[00:09:11.120 --> 00:09:12.720]  你做了這樣
[00:09:12.720 --> 00:09:14.960]  哇結過婚的人都有這樣的經歷
[00:09:14.960 --> 00:09:15.920]  對不對
[00:09:15.920 --> 00:09:17.920]  真是生不如死
[00:09:17.920 --> 00:09:21.360]  你想想結婚的時候多浪漫
[00:09:21.360 --> 00:09:24.080]  但是結完婚之後
[00:09:24.080 --> 00:09:29.200]  真是很艱辛的來維持這個婚姻
[00:09:29.200 --> 00:09:31.760]  因為立志容易
[00:09:31.760 --> 00:09:34.640]  所以你會發覺原來立志只是一個什麼
[00:09:34.640 --> 00:09:35.840]  開始而已
[00:09:35.840 --> 00:09:40.880]  當那些約書和這幫人來做不做
[00:09:40.880 --> 00:09:41.520]  做
[00:09:41.520 --> 00:09:42.240]  跟不跟從
[00:09:42.240 --> 00:09:42.800]  跟從
[00:09:42.800 --> 00:09:43.520]  做不做見證
[00:09:43.520 --> 00:09:44.160]  做見證
[00:09:44.160 --> 00:09:46.160]  立了石頭做見證
[00:09:46.160 --> 00:09:48.160]  立志容易
[00:09:48.160 --> 00:09:52.160]  但是走出來才是最最大的挑戰
[00:09:52.160 --> 00:09:54.160]  所以在這一刻裡面我們看到
[00:09:54.160 --> 00:09:58.160]  完全跟在抗議的過程裡面完全不同的
[00:09:58.160 --> 00:10:00.160]  你想想昔日在抗議的時候
[00:10:00.160 --> 00:10:01.120]  他們走的時候
[00:10:01.120 --> 00:10:03.120]  哇多好啊
[00:10:03.120 --> 00:10:05.120]  早上一出去就撿東西吃
[00:10:05.120 --> 00:10:08.160]  你現在早上趕著上班的
[00:10:08.160 --> 00:10:10.160]  但是他有東西吃
[00:10:10.160 --> 00:10:12.160]  有水喝
[00:10:12.160 --> 00:10:13.600]  又有鵪鶉吃
[00:10:13.600 --> 00:10:15.600]  接著打仗
[00:10:15.600 --> 00:10:17.600]  簡單的舉起手就贏
[00:10:17.600 --> 00:10:19.600]  坐下來就輸了
[00:10:19.600 --> 00:10:21.600]  舉著他都撐到贏了
[00:10:21.600 --> 00:10:23.600]  你會看到抗議的經歷
[00:10:23.600 --> 00:10:29.600]  跟真真正正要面對著在英他們進入之後
[00:10:29.600 --> 00:10:31.600]  是完全不同的
[00:10:31.600 --> 00:10:33.600]  在這裡他們需要面對著
[00:10:33.600 --> 00:10:35.600]  他的生命
[00:10:35.600 --> 00:10:37.600]  他的職份
[00:10:37.600 --> 00:10:39.600]  他擁有什麼身份
[00:10:39.600 --> 00:10:43.360]  所以當然雙職是需要在這裡展現出來
[00:10:43.360 --> 00:10:46.800]  所謂雙職就是說有目的和專職
[00:10:46.800 --> 00:10:50.640]  這個目的讓我們看到我們有一個祭司的身份
[00:10:50.640 --> 00:10:54.640]  當我們看祭司的身份就是在他們出埃及的第三個月
[00:10:54.640 --> 00:10:56.640]  在利菲定去到抗議的地方
[00:10:56.640 --> 00:10:58.640]  神就怎樣跟他說
[00:10:58.640 --> 00:11:00.640]  神說如果你遵守我約手我誡命的時候
[00:11:00.640 --> 00:11:03.840]  我就給你這個祭司的國度
[00:11:03.840 --> 00:11:05.360]  聖傑的國民
[00:11:05.360 --> 00:11:07.360]  你是屬於我的子民百姓
[00:11:07.360 --> 00:11:09.840]  祭司的國度表示什麼
[00:11:09.840 --> 00:11:14.320]  每一個跟從神的人都有祭司的身份
[00:11:14.320 --> 00:11:16.320]  祭司的身份就是什麼
[00:11:16.320 --> 00:11:17.360]  目的
[00:11:17.360 --> 00:11:19.840]  所以每一個願意跟從神的人
[00:11:19.840 --> 00:11:22.480]  都擁有這個目的的身份
[00:11:22.480 --> 00:11:24.480]  如你擁有這個目的的身份
[00:11:24.480 --> 00:11:27.280]  你就要彰顯這個目的的身份出來
[00:11:27.280 --> 00:11:30.080]  還有第二個身份叫專職
[00:11:30.080 --> 00:11:33.840]  這個專職不是我們打工的專有職業
[00:11:33.840 --> 00:11:36.480]  而是專有的職份
[00:11:36.480 --> 00:11:39.680]  就是當主耶穌在聖餐的時候
[00:11:39.680 --> 00:11:42.240]  來跟那幫門徒說
[00:11:42.240 --> 00:11:44.720]  我要賜給你一條新的命令
[00:11:44.720 --> 00:11:46.720]  叫你們彼此相愛
[00:11:46.720 --> 00:11:48.720]  如果你彼此相愛
[00:11:48.720 --> 00:11:50.720]  眾人就知道
[00:11:50.720 --> 00:11:52.720]  你是我的門徒
[00:11:52.720 --> 00:11:54.480]  你會發覺
[00:11:54.480 --> 00:11:57.520]  今天我們基督徒的夫妻
[00:11:57.520 --> 00:12:01.200]  能不能夠相愛到讓人看到
[00:12:01.200 --> 00:12:03.200]  我們是主的門徒呢
[00:12:03.200 --> 00:12:05.200]  有時候那些基督徒
[00:12:05.200 --> 00:12:07.200]  都一樣到處吵架
[00:12:07.200 --> 00:12:09.200]  我見到一個師母在街邊
[00:12:09.200 --> 00:12:11.200]  戳著牧師的頭
[00:12:11.200 --> 00:12:13.200]  像死人一樣
[00:12:13.200 --> 00:12:15.200]  這樣戳
[00:12:15.200 --> 00:12:17.200]  嘩 你想想
[00:12:17.200 --> 00:12:19.200]  原來夫妻是基督徒
[00:12:19.200 --> 00:12:21.200]  就算做到全道做到牧師
[00:12:21.200 --> 00:12:23.200]  都不代表不吵架
[00:12:23.200 --> 00:12:25.200]  嘩 我們在這裡開始想
[00:12:25.200 --> 00:12:27.200]  究竟為什麼
[00:12:27.200 --> 00:12:29.200]  特別是在
[00:12:29.200 --> 00:12:31.200]  約翰福音第17章
[00:12:31.200 --> 00:12:33.200]  那裡寫什麼
[00:12:33.200 --> 00:12:35.200]  分離的禱告
[00:12:35.200 --> 00:12:37.200]  分離的禱告就是表示
[00:12:37.200 --> 00:12:39.200]  耶穌基督快要離開世界了
[00:12:39.200 --> 00:12:41.200]  他在之前有一個禱告
[00:12:41.200 --> 00:12:43.200]  在這個第17章裡
[00:12:43.200 --> 00:12:45.200]  五次的
[00:12:45.200 --> 00:12:47.200]  耶穌說了
[00:12:47.200 --> 00:12:49.200]  合而為一
[00:12:49.200 --> 00:12:51.200]  五次
[00:12:51.200 --> 00:12:53.200]  整本新約聖經裡出現了七次
[00:12:53.200 --> 00:12:55.200]  有兩次是保羅所說
[00:12:55.200 --> 00:12:57.200]  但是五次在這個
[00:12:57.200 --> 00:12:59.200]  分離的禱告裡說了
[00:12:59.200 --> 00:13:01.200]  合而為一
[00:13:01.200 --> 00:13:03.200]  分離就是耶穌快要死
[00:13:03.200 --> 00:13:05.200]  中國人有一句話
[00:13:05.200 --> 00:13:07.200]  人之將死
[00:13:07.200 --> 00:13:09.200]  其言也善 其言也真
[00:13:09.200 --> 00:13:11.200]  就是你臨死的時候說的話
[00:13:11.200 --> 00:13:13.200]  都特別真
[00:13:13.200 --> 00:13:15.200]  你到時不會騙人的了
[00:13:15.200 --> 00:13:17.200]  為什麼
[00:13:17.200 --> 00:13:19.200]  肺腑之言
[00:13:19.200 --> 00:13:21.200]  究竟我的子女
[00:13:21.200 --> 00:13:23.200]  我的後代
[00:13:23.200 --> 00:13:25.200]  我們的人要怎麼做
[00:13:25.200 --> 00:13:27.200]  快點說遺言
[00:13:27.200 --> 00:13:29.200]  耶穌的遺言是合而為一
[00:13:29.200 --> 00:13:31.200]  意思是什麼
[00:13:31.200 --> 00:13:33.200]  意思是耶穌已經預示到
[00:13:33.200 --> 00:13:35.200]  他將來的門徒
[00:13:35.200 --> 00:13:37.200]  是搞搞震
[00:13:37.200 --> 00:13:39.200]  亂七八糟
[00:13:39.200 --> 00:13:41.200]  不合而為一
[00:13:41.200 --> 00:13:43.200]  今時今日我們看得到
[00:13:43.200 --> 00:13:45.200]  不同的宗派
[00:13:45.200 --> 00:13:47.200]  不同的教會的鬥爭
[00:13:47.200 --> 00:13:49.200]  不同的表現
[00:13:49.200 --> 00:13:51.200]  是沒有合而為一
[00:13:51.200 --> 00:13:53.200]  是爭鬧不斷
[00:13:53.200 --> 00:13:55.200]  而在這個過程裡
[00:13:55.200 --> 00:13:57.200]  合而為一
[00:13:57.200 --> 00:13:59.200]  要怎麼樣
[00:13:59.200 --> 00:14:01.200]  眾人就認出
[00:14:01.200 --> 00:14:03.200]  你是我的門徒
[00:14:03.200 --> 00:14:05.200]  你是有一個專有的職份
[00:14:05.200 --> 00:14:07.200]  是主的門徒
[00:14:07.200 --> 00:14:09.200]  所以當我們看到
[00:14:09.200 --> 00:14:11.200]  特別我寫了一本書
[00:14:11.200 --> 00:14:13.200]  我都擁有木職
[00:14:13.200 --> 00:14:15.200]  不是吧
[00:14:15.200 --> 00:14:17.200]  在那裡有機會可以下一本
[00:14:17.200 --> 00:14:19.200]  你會發覺這本書講了一個很重要的
[00:14:19.200 --> 00:14:21.200]  我們擁有這個雙職
[00:14:21.200 --> 00:14:23.200]  是專職和木職
[00:14:23.200 --> 00:14:25.200]  木職我是一個
[00:14:25.200 --> 00:14:27.200]  屬於神的一個祭司
[00:14:27.200 --> 00:14:29.200]  我要怎麼樣在教會裡
[00:14:29.200 --> 00:14:31.200]  展現出來
[00:14:31.200 --> 00:14:33.200]  我要怎麼樣將我的恩賜
[00:14:33.200 --> 00:14:35.200]  彰顯出來
[00:14:35.200 --> 00:14:37.200]  一會兒我們會講為什麼
[00:14:37.200 --> 00:14:39.200]  下午我們會再講
[00:14:39.200 --> 00:14:41.200]  這個屬靈恩賜的測試
[00:14:41.200 --> 00:14:43.200]  怎樣去應用這個木職的身份
[00:14:43.200 --> 00:14:45.200]  但是在教會以外
[00:14:45.200 --> 00:14:47.200]  無論你是工作場所
[00:14:47.200 --> 00:14:49.200]  在家庭裡
[00:14:49.200 --> 00:14:51.200]  在社區裡
[00:14:51.200 --> 00:14:53.200]  或者在任何地方
[00:14:53.200 --> 00:14:55.200]  你能不能給人看出你是主的門徒
[00:14:55.200 --> 00:14:57.200]  比如你去超市買東西
[00:14:57.200 --> 00:14:59.200]  給了他20磅
[00:14:59.200 --> 00:15:01.200]  他當100磅就給你
[00:15:01.200 --> 00:15:03.200]  你拿著80多磅
[00:15:03.200 --> 00:15:05.200]  你怎麼做
[00:15:05.200 --> 00:15:07.200]  你怎麼做
[00:15:07.200 --> 00:15:09.200]  又不是我的錯
[00:15:09.200 --> 00:15:11.200]  那就走了
[00:15:11.200 --> 00:15:13.200]  或者是你說
[00:15:13.200 --> 00:15:15.200]  你搞錯了我給你20磅
[00:15:15.200 --> 00:15:17.200]  你現在當作100磅
[00:15:17.200 --> 00:15:19.200]  這樣找錢給我
[00:15:19.200 --> 00:15:21.200]  那個收銀員怎麼樣
[00:15:21.200 --> 00:15:23.200]  看著你
[00:15:23.200 --> 00:15:25.200]  真的謝謝你
[00:15:25.200 --> 00:15:27.200]  不然他要虧80磅
[00:15:27.200 --> 00:15:29.200]  你想想
[00:15:29.200 --> 00:15:31.200]  你能不能給人看出你是主的門徒
[00:15:31.200 --> 00:15:33.200]  這是很重要的
[00:15:33.200 --> 00:15:35.200]  一種專職
[00:15:35.200 --> 00:15:37.200]  專有的職份
[00:15:37.200 --> 00:15:39.200]  所以當約書客對著這些
[00:15:39.200 --> 00:15:41.200]  以色列人在那裡誓神疲軟
[00:15:41.200 --> 00:15:43.200]  在事件這個地方
[00:15:43.200 --> 00:15:45.200]  是很有歷史價值的地方
[00:15:45.200 --> 00:15:47.200]  來跟他們說你們要將你們的外邦神
[00:15:47.200 --> 00:15:49.200]  除掉的過程裡
[00:15:49.200 --> 00:15:51.200]  為什麼
[00:15:51.200 --> 00:15:53.200]  在江山之後
[00:15:53.200 --> 00:15:55.200]  在分好地之後
[00:15:55.200 --> 00:15:57.200]  在這個英許地才是正式的
[00:15:57.200 --> 00:15:59.200]  信仰的戰場的開始
[00:15:59.200 --> 00:16:01.200]  原來
[00:16:01.200 --> 00:16:03.200]  我們很多時候都不想到
[00:16:03.200 --> 00:16:05.200]  我們是面對著一個
[00:16:05.200 --> 00:16:07.200]  征戰
[00:16:07.200 --> 00:16:09.200]  而且那裡聖經告訴我們
[00:16:09.200 --> 00:16:11.200]  我們是用血氣來征戰
[00:16:11.200 --> 00:16:13.200]  魔鬼撒旦並沒有離開
[00:16:13.200 --> 00:16:15.200]  他繼續的搞擾
[00:16:15.200 --> 00:16:17.200]  所以當我們看到英許地
[00:16:17.200 --> 00:16:19.200]  其實就是一個信仰
[00:16:19.200 --> 00:16:21.200]  要實踐我們的使命
[00:16:21.200 --> 00:16:23.200]  我們擁有相織的使命的地方
[00:16:23.200 --> 00:16:25.200]  在這裡
[00:16:25.200 --> 00:16:27.200]  當這樣離開的過程裡
[00:16:27.200 --> 00:16:29.200]  我們就更加看到
[00:16:29.200 --> 00:16:31.200]  今天的信徒要面對著什麼的
[00:16:31.200 --> 00:16:33.200]  情況
[00:16:33.200 --> 00:16:35.200]  當日要將
[00:16:35.200 --> 00:16:37.200]  那個外邦神
[00:16:37.200 --> 00:16:39.200]  除掉
[00:16:39.200 --> 00:16:41.200]  外邦神除掉是一個很重要的
[00:16:41.200 --> 00:16:43.200]  現象在這裡
[00:16:43.200 --> 00:16:45.200]  因為在抗議裡面
[00:16:45.200 --> 00:16:47.200]  剛才都說過
[00:16:47.200 --> 00:16:49.200]  有黑暗又有暗春色
[00:16:49.200 --> 00:16:51.200]  所面對的所有方方面面
[00:16:51.200 --> 00:16:53.200]  都是耶和華神
[00:16:53.200 --> 00:16:55.200]  和摩西
[00:16:55.200 --> 00:16:57.200]  是這兩個
[00:16:57.200 --> 00:16:59.200]  摩西又代言光神說話
[00:16:59.200 --> 00:17:01.200]  又是神
[00:17:01.200 --> 00:17:03.200]  沒有別的東西
[00:17:03.200 --> 00:17:05.200]  沒有挑戰
[00:17:05.200 --> 00:17:07.200]  只有神
[00:17:07.200 --> 00:17:09.200]  沒有其他的偶像
[00:17:09.200 --> 00:17:11.200]  所有的生活模式
[00:17:11.200 --> 00:17:13.200]  都是很純良的
[00:17:13.200 --> 00:17:15.200]  但是當我們看到
[00:17:15.200 --> 00:17:17.200]  各個地
[00:17:17.200 --> 00:17:19.200]  準備在英許地
