
[00:00:00.000 --> 00:00:07.000]  我會欣賞剛才worship 添唱 先尋找他的國和他的義
[00:04:03.000 --> 00:04:05.000]  我看聖經看了六十年
[00:04:05.000 --> 00:04:06.000]  我九歲信耶穌
[00:04:06.000 --> 00:04:07.000]  我今年七十二歲
[00:04:07.000 --> 00:04:09.000]  我看了六十三年聖經
[00:04:09.000 --> 00:04:11.000]  有些東西我看了五十年我才明白
[00:04:11.000 --> 00:04:12.000]  又是那本聖經
[00:04:12.000 --> 00:04:13.000]  我念得出的有很多
[00:04:13.000 --> 00:04:15.000]  但是我不明白
[00:04:15.000 --> 00:04:17.000]  天國是其中一樣
[00:04:17.000 --> 00:04:20.000]  我們的上帝不是一個有智慧的人
[00:04:20.000 --> 00:04:21.000]  好像我們這樣
[00:04:21.000 --> 00:04:22.000]  不過年紀比我們大一點
[00:04:22.000 --> 00:04:23.000]  鬍鬚都白了
[00:04:23.000 --> 00:04:24.000]  頭髮都白了
[00:04:24.000 --> 00:04:25.000]  但是很健康
[00:04:25.000 --> 00:04:27.000]  永遠存在
[00:04:27.000 --> 00:04:28.000]  自有永有
[00:04:28.000 --> 00:04:30.000]  你不要以為自有永有這麼容易明白
[00:04:30.000 --> 00:04:32.000]  永有我也明白的
[00:04:32.000 --> 00:04:33.000]  好像香港
[00:04:33.000 --> 00:04:37.000]  中國答應香港五十年不變
[00:04:37.000 --> 00:04:39.000]  遲下會五百年不變
[00:04:39.000 --> 00:04:40.000]  五千年不變
[00:04:40.000 --> 00:04:41.000]  永遠不變
[00:04:41.000 --> 00:04:42.000]  那就是永有
[00:04:42.000 --> 00:04:43.000]  但是自有就難了
[00:04:43.000 --> 00:04:45.000]  Oh it's hard to understand
[00:04:45.000 --> 00:04:47.000]  我們人的腦袋出生的時候
[00:04:47.000 --> 00:04:48.000]  是一千億的腦細胞
[00:04:48.000 --> 00:04:50.000]  現在成年人的腦袋
[00:04:50.000 --> 00:04:51.000]  最material age是二十五歲
[00:04:51.000 --> 00:04:53.000]  你的腦袋兩磅半裝
[00:04:53.000 --> 00:04:54.000]  你裝了多少東西
[00:04:54.000 --> 00:04:55.000]  你以為我們裝了很多東西
[00:04:55.000 --> 00:04:57.000]  我們的上帝不是一個人
[00:04:57.000 --> 00:04:58.000]  我們的上帝是無限的空間
[00:04:58.000 --> 00:04:59.000]  我曾經在教會講過
[00:04:59.000 --> 00:05:02.000]  科學家發現靈界有十一度空間
[00:05:02.000 --> 00:05:04.000]  我們的物質世界只有四度空間
[00:05:04.000 --> 00:05:05.000]  長、闊、高和時間
[00:05:05.000 --> 00:05:06.000]  只有四度空間
[00:05:06.000 --> 00:05:08.000]  第五度我不知道是什麼
[00:05:08.000 --> 00:05:10.000]  科學家發現靈界有十一度空間
[00:05:10.000 --> 00:05:11.000]  我曾經講過
[00:05:11.000 --> 00:05:15.000]  我知道神是有無限多度空間
[00:05:15.000 --> 00:05:18.000]  一個無限多度空間的神
[00:05:18.000 --> 00:05:21.000]  我們用人的角度去評價他
[00:05:21.000 --> 00:05:22.000]  去評價他
[00:05:22.000 --> 00:05:25.000]  你們的神應該怎樣
[00:05:25.000 --> 00:05:29.000]  去年十二月我在溫哥華開報道會
[00:05:29.000 --> 00:05:31.000]  晚上七點半開播
[00:05:31.000 --> 00:05:34.000]  七點鐘有個姐妹帶著兒子來
[00:05:34.000 --> 00:05:36.000]  她介紹給我認識
[00:05:36.000 --> 00:05:38.000]  我說你這麼早來 才七點
[00:05:38.000 --> 00:05:41.000]  她說我兒子很有趣
[00:05:41.000 --> 00:05:43.000]  他讀完大學二年級
[00:05:43.000 --> 00:05:44.000]  現在讀大學三
[00:05:44.000 --> 00:05:46.000]  UBC University of British Columbia
[00:05:46.000 --> 00:05:48.000]  他懂得很多東西
[00:05:48.000 --> 00:05:50.000]  她說他是無神論
[00:05:50.000 --> 00:05:52.000]  Atheist
[00:05:52.000 --> 00:05:54.000]  我知道很多關於Atheism
[00:05:54.000 --> 00:05:56.000]  我就跟她說
[00:05:56.000 --> 00:05:59.000]  你懂得很多東西
[00:05:59.000 --> 00:06:02.000]  有什麼把炮你覺得無神呢
[00:06:02.000 --> 00:06:05.000]  她說我覺得我的朋友全部都是無神論
[00:06:05.000 --> 00:06:08.000]  有網頁的 無神論人有些網頁
[00:06:08.000 --> 00:06:10.000]  每個講話都是同歐鼻孔出去
[00:06:10.000 --> 00:06:12.000]  都是講那些 大家看過網頁
[00:06:12.000 --> 00:06:14.000]  我說你有什麼把炮
[00:06:14.000 --> 00:06:16.000]  你的朋友是無神論
[00:06:16.000 --> 00:06:18.000]  你怎樣知道無神呢
[00:06:18.000 --> 00:06:20.000]  你憑什麼知道無神呢
[00:06:20.000 --> 00:06:23.000]  她說其實我有個難處
[00:06:23.000 --> 00:06:24.000]  因為聖經說
[00:06:24.000 --> 00:06:26.000]  神做人 人就有自由意志
[00:06:26.000 --> 00:06:28.000]  我說對
[00:06:28.000 --> 00:06:30.000]  聖經又說神有預定
[00:06:30.000 --> 00:06:31.000]  所以神學院說什麼預定
[00:06:31.000 --> 00:06:33.000]  Predestination
[00:06:33.000 --> 00:06:36.000]  神是預定你信耶穌
[00:06:36.000 --> 00:06:38.000]  預定你不信耶穌
[00:06:38.000 --> 00:06:40.000]  我還有自由意志
[00:06:40.000 --> 00:06:42.000]  神都預定了我
[00:06:42.000 --> 00:06:43.000]  有很多未信主的人就說
[00:06:43.000 --> 00:06:44.000]  神預定我不信
[00:06:44.000 --> 00:06:46.000]  所以我無法自信
[00:06:46.000 --> 00:06:48.000]  有自由意志
[00:06:48.000 --> 00:06:49.000]  我搞不定
[00:06:49.000 --> 00:06:50.000]  所以我就不信了
[00:06:50.000 --> 00:06:52.000]  我對她回答
[00:06:52.000 --> 00:06:53.000]  她講英文的
[00:06:53.000 --> 00:06:54.000]  她是加拿大出生的
[00:06:54.000 --> 00:06:55.000]  我問她你會不會講中文
[00:06:55.000 --> 00:06:56.000]  她說會
[00:06:56.000 --> 00:06:57.000]  我們講幾句給她聽
[00:06:57.000 --> 00:06:58.000]  她說你好嗎
[00:06:58.000 --> 00:07:00.000]  那些叫中文
[00:07:00.000 --> 00:07:02.000]  或者你吃了飯沒有
[00:07:02.000 --> 00:07:03.000]  那些叫中文
[00:07:03.000 --> 00:07:05.000]  她說不行 要講英文
[00:07:05.000 --> 00:07:06.000]  我問她
[00:07:06.000 --> 00:07:08.000]  How could you sleep at night
[00:07:08.000 --> 00:07:10.000]  You know so little
[00:07:10.000 --> 00:07:12.000]  你晚上怎麼睡得著
[00:07:12.000 --> 00:07:14.000]  你吃東西吃得這麼少
[00:07:14.000 --> 00:07:16.000]  你就大聲的說話
[00:07:16.000 --> 00:07:18.000]  你知不知道在美國和加拿大
[00:07:18.000 --> 00:07:19.000]  一定要開車 開車的
[00:07:19.000 --> 00:07:21.000]  很少人走路的
[00:07:21.000 --> 00:07:23.000]  開車去到T字路口
[00:07:23.000 --> 00:07:25.000]  T字路口你再往前走就撞了
[00:07:25.000 --> 00:07:26.000]  要不就撞到房子那裡
[00:07:26.000 --> 00:07:28.000]  要不就撞到石壆那裡
[00:07:28.000 --> 00:07:29.000]  你一定要轉彎
[00:07:29.000 --> 00:07:30.000]  你轉左就不能轉右
[00:07:30.000 --> 00:07:31.000]  轉右就不能轉左
[00:07:31.000 --> 00:07:33.000]  為什麼要你講
[00:07:33.000 --> 00:07:35.000]  這是人的限制
[00:07:35.000 --> 00:07:37.000]  我說下面那句你又不知道
[00:07:37.000 --> 00:07:39.000]  你知不知道神可以同時轉左
[00:07:39.000 --> 00:07:41.000]  同時轉右
[00:07:41.000 --> 00:07:44.000]  她說 啊 這樣也行
[00:07:44.000 --> 00:07:47.000]  我那個神不是一個長者
[00:07:47.000 --> 00:07:48.000]  給我們多點智慧
[00:07:48.000 --> 00:07:49.000]  讀多幾年書
[00:07:49.000 --> 00:07:53.000]  他和我們差很遠
[00:07:53.000 --> 00:07:54.000]  他講的東西
[00:07:54.000 --> 00:07:55.000]  我們有很多東西沒法子明白
[00:07:55.000 --> 00:07:57.000]  我這裡列了七個奧秘
[00:07:57.000 --> 00:07:59.000]  我們沒法子完全明白
[00:07:59.000 --> 00:08:00.000]  我不管IQ有多高
[00:08:00.000 --> 00:08:02.000]  You cannot understand
[00:08:02.000 --> 00:08:04.000]  Everything
[00:08:04.000 --> 00:08:06.000]  我今天只跟你講第三個
[00:08:06.000 --> 00:08:08.000]  Kingdom of Heaven
[00:08:08.000 --> 00:08:09.000]  天國的奧秘
[00:08:09.000 --> 00:08:10.000]  但是因為太長
[00:08:10.000 --> 00:08:11.000]  所以我要分兩堂
[00:08:11.000 --> 00:08:12.000]  今天part 1
[00:08:12.000 --> 00:08:13.000]  明天的五堂
[00:08:13.000 --> 00:08:14.000]  12點鐘的那一場
[00:08:14.000 --> 00:08:17.000]  就是part 2
[00:08:17.000 --> 00:08:19.000]  我說你今晚
[00:08:19.000 --> 00:08:20.000]  誰叫你來
[00:08:20.000 --> 00:08:23.000]  媽媽囉
[00:08:23.000 --> 00:08:25.000]  我說媽媽是不是用槍指著你
[00:08:25.000 --> 00:08:28.000]  沒有 我自由意志嘛
[00:08:28.000 --> 00:08:29.000]  我說你知不知道你今晚會順轉
[00:08:29.000 --> 00:08:30.000]  當然不知道
[00:08:30.000 --> 00:08:32.000]  知道我就不來了
[00:08:32.000 --> 00:08:34.000]  很有自信
[00:08:34.000 --> 00:08:38.000]  我們知道神知道你今晚順轉嗎
[00:08:38.000 --> 00:08:39.000]  那你說而已
[00:08:39.000 --> 00:08:40.000]  我說不是
[00:08:40.000 --> 00:08:42.000]  神是全知
[00:08:42.000 --> 00:08:44.000]  未發生之前已經知道
[00:08:44.000 --> 00:08:45.000]  祂知道你今晚順轉
[00:08:45.000 --> 00:08:46.000]  祂所以就預定
[00:08:46.000 --> 00:08:48.000]  預定在這個家庭出生
[00:08:48.000 --> 00:08:49.000]  你母親那麼愛主
[00:08:49.000 --> 00:08:50.000]  而你一出生之後
[00:08:50.000 --> 00:08:53.000]  母親為了你的永生
[00:08:53.000 --> 00:08:54.000]  是時時祈禱
[00:08:54.000 --> 00:08:55.000]  你是不知道的
[00:08:55.000 --> 00:08:56.000]  但神聽到
[00:08:56.000 --> 00:08:57.000]  神聽到過
[00:08:57.000 --> 00:09:01.000]  又證明了神聽到過
[00:09:01.000 --> 00:09:02.000]  當我被人陷害的時候
[00:09:02.000 --> 00:09:07.000]  神聽到過
[00:09:07.000 --> 00:09:09.000]  神知道你今晚會順轉
[00:09:09.000 --> 00:09:11.000]  所以擺你在這個家庭出生
[00:09:11.000 --> 00:09:13.000]  你母親很愛主
[00:09:13.000 --> 00:09:14.000]  很想你聽福音
[00:09:14.000 --> 00:09:16.000]  接受福音
[00:09:16.000 --> 00:09:19.000]  神知道你今晚會缺志
[00:09:19.000 --> 00:09:20.000]  但你不知道的
[00:09:20.000 --> 00:09:22.000]  你剛才說不知道
[00:09:22.000 --> 00:09:23.000]  我當然不知道
[00:09:23.000 --> 00:09:25.000]  知道我就不會來了
[00:09:25.000 --> 00:09:26.000]  但你不知道
[00:09:26.000 --> 00:09:29.000]  在你的角度就是自由意志
[00:09:29.000 --> 00:09:31.000]  在神的角度就是預定
[00:09:31.000 --> 00:09:33.000]  是不是神可以同時轉左
[00:09:33.000 --> 00:09:34.000]  同時轉右
[00:09:34.000 --> 00:09:36.000]  那晚他接信了耶穌
[00:09:36.000 --> 00:09:37.000]  That night
[00:09:37.000 --> 00:09:41.000]  他說我無法反駁
[00:09:41.000 --> 00:09:42.000]  聖經說的東西
[00:09:42.000 --> 00:09:44.000]  什麼叫mystery
[00:09:44.000 --> 00:09:45.000]  什麼叫奧秘
[00:09:45.000 --> 00:09:47.000]  奧秘就是我們兩磅半磚的腦袋
[00:09:47.000 --> 00:09:48.000]  無法裝進去
[00:09:48.000 --> 00:09:50.000]  我們不要以為神告訴我們
[00:09:50.000 --> 00:09:51.000]  我翹他的手
[00:09:51.000 --> 00:09:52.000]  Tell me
[00:09:52.000 --> 00:09:54.000]  或者Teach me
[00:09:54.000 --> 00:09:56.000]  神說的東西我們未必明白
[00:09:56.000 --> 00:09:57.000]  很深的
[00:09:57.000 --> 00:09:59.000]  聖經有很多地方
[00:09:59.000 --> 00:10:00.000]  天國的奧秘
[00:10:00.000 --> 00:10:03.000]  我讀聖經讀了五十年才明白
[00:10:03.000 --> 00:10:04.000]  是因為有一次
[00:10:04.000 --> 00:10:05.000]  兩年前在神學院
[00:10:05.000 --> 00:10:06.000]  晚上講道
[00:10:06.000 --> 00:10:07.000]  連講三晚
[00:10:07.000 --> 00:10:09.000]  院長載我回家
[00:10:09.000 --> 00:10:11.000]  剛好那天他載了一個
[00:10:11.000 --> 00:10:14.000]  聖公會的高級
[00:10:14.000 --> 00:10:15.000]  不是幹部
[00:10:15.000 --> 00:10:17.000]  高級職員
[00:10:17.000 --> 00:10:18.000]  High official
[00:10:18.000 --> 00:10:19.000]  總之英文就是
[00:10:19.000 --> 00:10:21.000]  坐在車上
[00:10:21.000 --> 00:10:23.000]  他們兩個就說天國
[00:10:23.000 --> 00:10:24.000]  你一句我一句
[00:10:24.000 --> 00:10:25.000]  我當然不出聲
[00:10:25.000 --> 00:10:26.000]  我是科學家
[00:10:26.000 --> 00:10:27.000]  我又不是神學家
[00:10:27.000 --> 00:10:28.000]  我怎麼知道這麼多東西
[00:10:28.000 --> 00:10:30.000]  然後神學院院長就問我
[00:10:30.000 --> 00:10:32.000]  博士你知不知道
[00:10:32.000 --> 00:10:33.000]  你對天國有什麼認識
[00:10:33.000 --> 00:10:34.000]  我沒有認識
[00:10:34.000 --> 00:10:36.000]  我不懂
[00:10:36.000 --> 00:10:39.000]  他說你回去查也好
[00:10:39.000 --> 00:10:43.000]  我回家後
[00:10:43.000 --> 00:10:44.000]  我用了六個月時間
[00:10:44.000 --> 00:10:46.000]  Research
[00:10:46.000 --> 00:10:47.000]  看的書
[00:10:47.000 --> 00:10:49.000]  只是聖經
[00:10:49.000 --> 00:10:52.000]  我很少看解經書
[00:10:52.000 --> 00:10:53.000]  解經書
[00:10:53.000 --> 00:10:54.000]  我要的就不講
[00:10:54.000 --> 00:10:56.000]  我不要的就講十幾頁
[00:10:56.000 --> 00:11:01.000]  這裡有七個奧秘
[00:11:01.000 --> 00:11:03.000]  我們沒辦法完全明白
[00:11:03.000 --> 00:11:05.000]  我們的上帝是三位一體
[00:11:05.000 --> 00:11:06.000]  是聖父聖子聖靈
[00:11:06.000 --> 00:11:08.000]  猶太人是不知道的
[00:11:08.000 --> 00:11:09.000]  耶穌未來的時候
[00:11:09.000 --> 00:11:10.000]  猶太人是不知道
[00:11:10.000 --> 00:11:12.000]  阿伯拉罕的神是三位一體
[00:11:12.000 --> 00:11:13.000]  是多少個神
[00:11:13.000 --> 00:11:14.000]  有一個神
[00:11:14.000 --> 00:11:15.000]  為什麼一個神有三位一體
[00:11:15.000 --> 00:11:16.000]  為什麼那個神
[00:11:16.000 --> 00:11:17.000]  三位一體
[00:11:17.000 --> 00:11:18.000]  他自己溝通的時候
[00:11:18.000 --> 00:11:19.000]  用眾數
[00:11:19.000 --> 00:11:20.000]  做亞當之前
[00:11:20.000 --> 00:11:22.000]  讓我們 按照我們形象做人
[00:11:22.000 --> 00:11:24.000]  猶太人瘋了
[00:11:24.000 --> 00:11:26.000]  在一個神天空中
[00:11:26.000 --> 00:11:27.000]  用眾數
[00:11:27.000 --> 00:11:29.000]  Let us create man
[00:11:29.000 --> 00:11:31.000]  according to our image
[00:11:31.000 --> 00:11:36.000]  到耶穌來的時候
[00:11:36.000 --> 00:11:38.000]  有三件事主耶穌做
[00:11:38.000 --> 00:11:39.000]  是夠若無的
[00:11:39.000 --> 00:11:40.000]  第一
[00:11:40.000 --> 00:11:41.000]  他道成肉身
[00:11:41.000 --> 00:11:44.000]  為了上十字架
[00:11:44.000 --> 00:11:47.000]  一個無罪無辜人
[00:11:47.000 --> 00:11:48.000]  的身份上十字架
[00:11:48.000 --> 00:11:50.000]  他被釘死
[00:11:50.000 --> 00:11:51.000]  被藐視
[00:11:51.000 --> 00:11:52.000]  被鞭打
[00:11:52.000 --> 00:11:54.000]  這些事是我們應該受
[00:11:54.000 --> 00:11:56.000]  他代了我們受
[00:11:56.000 --> 00:12:00.000]  神愛我們
[00:12:00.000 --> 00:12:02.000]  知道在地獄的痛苦是永恆的
[00:12:02.000 --> 00:12:06.000]  生和死不是存在與不存在的意思
[00:12:06.000 --> 00:12:07.000]  生是和神一起
[00:12:07.000 --> 00:12:08.000]  那叫生
[00:12:08.000 --> 00:12:09.000]  死是和神分開
[00:12:09.000 --> 00:12:10.000]  那叫死
[00:12:10.000 --> 00:12:11.000]  永死和神
[00:12:11.000 --> 00:12:14.000]  Eternally separated
[00:12:14.000 --> 00:12:17.000]  神知道永死那種痛苦
[00:12:17.000 --> 00:12:21.000]  他寧願自己來受十字架的刑罰
[00:12:21.000 --> 00:12:23.000]  第二個目的他來了
[00:12:23.000 --> 00:12:25.000]  就是告訴猶太人
[00:12:25.000 --> 00:12:26.000]  告訴全世界的人
[00:12:26.000 --> 00:12:27.000]  你們所信的神
[00:12:27.000 --> 00:12:29.000]  是三維一體
[00:12:29.000 --> 00:12:30.000]  耶穌說你們信我
[00:12:30.000 --> 00:12:32.000]  不是信我乃是信那
[00:12:32.000 --> 00:12:34.000]  猜我來者的
[00:12:34.000 --> 00:12:37.000]  第一件事主耶穌做
[00:12:37.000 --> 00:12:38.000]  在約達河受浸
[00:12:38.000 --> 00:12:39.000]  受浸的時候
[00:12:39.000 --> 00:12:40.000]  天上有聲音說
[00:12:40.000 --> 00:12:43.000]  這是我的愛子我所喜悅的
[00:12:43.000 --> 00:12:44.000]  You are my beloved son
[00:12:44.000 --> 00:12:46.000]  whom I am pleased
[00:12:46.000 --> 00:12:48.000]  第二
[00:12:48.000 --> 00:12:50.000]  聖靈好像夾子一樣落在耶穌身上
[00:12:50.000 --> 00:12:52.000]  耶穌畫一幅圖畫給我們看
[00:12:52.000 --> 00:12:53.000]  你們所信的神
[00:12:53.000 --> 00:12:54.000]  是三維一體
[00:12:54.000 --> 00:12:55.000]  祂來地上
[00:12:55.000 --> 00:12:56.000]  道成肉身
[00:12:56.000 --> 00:12:58.000]  是因為天父猜祂來
[00:12:58.000 --> 00:13:01.000]  祂從來自己不拿credit
[00:13:01.000 --> 00:13:03.000]  祂來做一個人子
[00:13:03.000 --> 00:13:05.000]  祂從最高的位置
[00:13:05.000 --> 00:13:07.000]  達到最低的位置來受十字架
[00:13:07.000 --> 00:13:08.000]  有人謙卑
[00:13:08.000 --> 00:13:09.000]  你和耶穌比
[00:13:09.000 --> 00:13:12.000]  在耶穌面前不要說謙卑
[00:13:14.000 --> 00:13:16.000]  保羅教我們以耶穌基督的心為心
[00:13:16.000 --> 00:13:17.000]  那耶穌基督的心是怎樣的
[00:13:17.000 --> 00:13:18.000]  耶穌說
[00:13:18.000 --> 00:13:19.000]  我心裡柔和謙卑
[00:13:19.000 --> 00:13:21.000]  你們要學我的樣式
[00:13:21.000 --> 00:13:23.000]  I am humble and lowly in heart
[00:13:23.000 --> 00:13:25.000]  You should learn from me
[00:13:25.000 --> 00:13:26.000]  祂就是謙卑
[00:13:26.000 --> 00:13:27.000]  怎樣謙卑呢
[00:13:27.000 --> 00:13:28.000]  祂從最高的級別
[00:13:28.000 --> 00:13:29.000]  達到最低的級別
[00:13:29.000 --> 00:13:30.000]  這是祂要做的第二件事
[00:13:30.000 --> 00:13:31.000]  告訴我們
[00:13:31.000 --> 00:13:33.000]  神是三維一體
[00:13:33.000 --> 00:13:34.000]  舊約猶太人
[00:13:34.000 --> 00:13:35.000]  舊約聖徒得救
[00:13:35.000 --> 00:13:36.000]  摩西得救嗎
[00:13:36.000 --> 00:13:37.000]  先知得救嗎
[00:13:37.000 --> 00:13:38.000]  大衛得救嗎
[00:13:38.000 --> 00:13:39.000]  當然得救了
[00:13:39.000 --> 00:13:41.000]  但是他們不信耶穌
[00:13:41.000 --> 00:13:44.000]  那時候道成肉身還沒有發生
[00:13:44.000 --> 00:13:47.000]  他們也不知道上帝是三維一體
[00:13:47.000 --> 00:13:48.000]  那時候跟他們說
[00:13:48.000 --> 00:13:49.000]  他們是不會明白的
[00:13:49.000 --> 00:13:50.000]  所以沒有說
[00:13:50.000 --> 00:13:51.000]  耶穌來到就說
[00:13:51.000 --> 00:13:52.000]  你們的神是三維一體
[00:13:52.000 --> 00:13:53.000]  猶太人
[00:13:53.000 --> 00:13:55.000]  今天猶太教是不相信
[00:13:55.000 --> 00:13:57.000]  不接受上帝是三維一體
[00:13:57.000 --> 00:13:58.000]  所以今天的猶太人
[00:13:58.000 --> 00:13:59.000]  沒有救恩
[00:13:59.000 --> 00:14:01.000]  舊約時代有
[00:14:01.000 --> 00:14:05.000]  第三件事耶穌做的
[00:14:05.000 --> 00:14:07.000]  就是舊約的先知
[00:14:07.000 --> 00:14:08.000]  可以說是寓言
