
[00:00:00.000 --> 00:00:02.800]  多謝主讓我們在聆聽主的說話
[00:08:10.720 --> 00:08:12.720]  就是這樣的結果
[00:08:12.720 --> 00:08:15.720]  他以為他自己在罪當中
[00:08:15.720 --> 00:08:16.720]  他以為不是
[00:08:16.720 --> 00:08:18.720]  但實際上罪在捆綁著他
[00:08:18.720 --> 00:08:19.720]  他不知道
[00:08:19.720 --> 00:08:22.720]  最後越捆就越緊
[00:08:22.720 --> 00:08:24.720]  於是怎麼樣呢?
[00:08:24.720 --> 00:08:27.720]  我們就從上文看見
[00:08:27.720 --> 00:08:31.720]  如果俄巴底亞書是寫給猶大國的子民
[00:08:31.720 --> 00:08:35.720]  猶大國的子民讀到這段聖經的時候
[00:08:35.720 --> 00:08:38.720]  他們有沒有因為他們見到
[00:08:38.720 --> 00:08:40.720]  以東人的下場
[00:08:40.720 --> 00:08:44.720]  反而去思想一下自己為何昔日會墮落呢?
[00:08:44.720 --> 00:08:47.720]  或者倒過來去看
[00:08:47.720 --> 00:08:50.720]  以東人就正正因為他們看不到
[00:08:50.720 --> 00:08:56.720]  耶和華神怎樣去處理猶大國子民的罪
[00:08:56.720 --> 00:09:01.720]  於是他們陷於亡國的結局
[00:09:01.720 --> 00:09:09.720]  兩者、兩兄弟、兩個親屬的鄰邦
[00:09:09.720 --> 00:09:13.720]  他們有沒有看到上帝在這些行動裡面
[00:09:13.720 --> 00:09:19.720]  怎樣去剖白他們自己本身有的罪呢?
[00:09:19.720 --> 00:09:21.720]  如果當一個人
[00:09:21.720 --> 00:09:24.720]  他死都不肯悔改的話
[00:09:24.720 --> 00:09:28.720]  仍然陷在一種恣意的狀態
[00:09:28.720 --> 00:09:32.720]  這種的恣意其實只不過是為自己
[00:09:32.720 --> 00:09:35.720]  去帶來更大的傷害
[00:09:35.720 --> 00:09:37.720]  這個是我們上文去看的
[00:09:37.720 --> 00:09:41.720]  來到今天我們所看的這段經文
[00:09:41.720 --> 00:09:44.720]  我們就會發現到進一步
[00:09:44.720 --> 00:09:49.720]  俄巴底亞先知要記下來給我們知道
[00:09:49.720 --> 00:09:56.720]  耶和華神怎樣去處理以東他們的問題
[00:09:56.720 --> 00:10:01.720]  而剛才我們所讀的經文就正好反映到
[00:10:01.720 --> 00:10:08.720]  以東國他們那種被罪所捆綁的醜惡面
[00:10:08.720 --> 00:10:12.720]  而這種醜惡面他以為將他自己抬高
[00:10:12.720 --> 00:10:16.720]  以為可以變得更加好像很公義
[00:10:16.720 --> 00:10:20.720]  但是原來卻是被眾世界的人看見
[00:10:20.720 --> 00:10:24.720]  其實你們的醜惡和我又有什麼分別呢?
[00:10:24.720 --> 00:10:27.720]  回到第十一節的內容
[00:10:27.720 --> 00:10:29.720]  我們先看一下第十一節
[00:10:29.720 --> 00:10:33.720]  為什麼要讀了三個翻譯的譯本給大家知道呢?
[00:10:33.720 --> 00:10:36.720]  因為我們發現到一個事實
[00:10:36.720 --> 00:10:39.720]  是讀到新翻譯譯本
[00:10:39.720 --> 00:10:42.720]  New Revised Standard Version的時候
[00:10:42.720 --> 00:10:45.720]  有些字眼是和合本
[00:10:45.720 --> 00:10:50.720]  以及New English Translation都沒有翻譯出來的
[00:10:50.720 --> 00:10:52.720]  是哪一個字呢?
[00:10:52.720 --> 00:10:56.720]  如果大家還記得我剛才讀New English Translation的時候
[00:10:56.720 --> 00:11:01.720]  一開始那句說話就叫On the Day
[00:11:01.720 --> 00:11:07.720]  而且這句說話在第十一節裏面不是出現一次
[00:11:07.720 --> 00:11:10.720]  是出現了兩次
[00:11:10.720 --> 00:11:14.720]  在和合本裏面是完全沒有記載過
[00:11:14.720 --> 00:11:17.720]  有一個On the Day
[00:11:17.720 --> 00:11:21.720]  在那天裏面這個記載
[00:11:21.720 --> 00:11:25.720]  如果我們仔細去看希伯來文裏面
[00:11:25.720 --> 00:11:33.720]  就很清楚將On the Day寫在句式的前面
[00:11:33.720 --> 00:11:36.720]  而且是寫在主詞之前的
[00:11:36.720 --> 00:11:39.720]  是叫Beyond
[00:11:39.720 --> 00:11:41.720]  Beyond是什麼意思呢?
[00:11:41.720 --> 00:11:44.720]  如果讀希伯來文的學生
[00:11:44.720 --> 00:11:48.720]  或者要讀希伯來文的任何一個學者
[00:11:48.720 --> 00:11:50.720]  這個字一定要認識
[00:11:50.720 --> 00:11:51.720]  Bin
[00:11:51.720 --> 00:11:53.720]  Bin是什麼意思呢?
[00:11:53.720 --> 00:11:56.720]  是一個preposition一個介字
[00:11:56.720 --> 00:11:58.720]  On的解釋
[00:11:58.720 --> 00:11:59.720]  在
[00:11:59.720 --> 00:12:00.720]  在什麼呢?
[00:12:00.720 --> 00:12:01.720]  Yom
[00:12:01.720 --> 00:12:03.720]  Yom就是日頭
[00:12:03.720 --> 00:12:04.720]  一日
[00:12:04.720 --> 00:12:07.720]  Beyond的意思就是說
[00:12:07.720 --> 00:12:10.720]  在那一天
[00:12:10.720 --> 00:12:12.720]  On the Day
[00:12:12.720 --> 00:12:16.720]  在聖經裏面連續用了這兩個字眼
[00:12:16.720 --> 00:12:19.720]  所以當我們讀聖經的時候
[00:12:19.720 --> 00:12:22.720]  如果我們單純讀一個譯本的話
[00:12:22.720 --> 00:12:26.720]  我們很容易會走漏這些主要字眼
[00:12:26.720 --> 00:12:28.720]  所以我提議弟兄姊妹
[00:12:28.720 --> 00:12:31.720]  往往當我們讀聖經的時候
[00:12:31.720 --> 00:12:32.720]  不妨
[00:12:32.720 --> 00:12:34.720]  我們又認識英文的
[00:12:34.720 --> 00:12:35.720]  是不是?
[00:12:35.720 --> 00:12:38.720]  上帝給了這樣的恩賜給我們
[00:12:38.720 --> 00:12:40.720]  我們再看英文譯本好不好?
[00:12:40.720 --> 00:12:42.720]  找多個譯本去看好不好?
[00:12:42.720 --> 00:12:46.720]  所以為什麼我會讀多兩個譯本給大家聽
[00:12:46.720 --> 00:12:49.720]  兩個譯本都不同的
[00:12:49.720 --> 00:12:52.720]  在New English Translation裏面
[00:12:52.720 --> 00:12:55.720]  亦都沒有同時去記載到
[00:12:55.720 --> 00:12:57.720]  這個On the Day這個記載
[00:12:57.720 --> 00:13:00.720]  為什麼On the Day目的是說這麼多次
[00:13:00.720 --> 00:13:01.720]  是不是很重要的?
[00:13:01.720 --> 00:13:02.720]  沒錯
[00:13:02.720 --> 00:13:07.720]  在整卷的俄巴底亞書裏面
[00:13:07.720 --> 00:13:11.720]  如果大家仔細去看一下的話
[00:13:11.720 --> 00:13:15.720]  從第八節至到第十四節
[00:13:15.720 --> 00:13:16.720]  這一
[00:13:16.720 --> 00:13:18.720]  短短的
[00:13:18.720 --> 00:13:21.720]  大約六節經文當中
[00:13:21.720 --> 00:13:22.720]  七節經文當中
[00:13:22.720 --> 00:13:25.720]  八、九、十、十一、十二、十三、十四
[00:13:25.720 --> 00:13:26.720]  七節
[00:13:26.720 --> 00:13:30.720]  牧師的數目最差就是Series
[00:13:30.720 --> 00:13:31.720]  經常都算錯的
[00:13:31.720 --> 00:13:33.720]  所以為什麼我不知道自己幾歲
[00:13:33.720 --> 00:13:35.720]  就是這個原因
[00:13:35.720 --> 00:13:36.720]  我最近知道了
[00:13:36.720 --> 00:13:38.720]  我是五十七歲
[00:13:38.720 --> 00:13:39.720]  終於知道了
[00:13:39.720 --> 00:13:46.720]  在短短的七節經文裏面
[00:13:46.720 --> 00:13:49.720]  總共用了十四次
[00:13:49.720 --> 00:13:52.720]  換句話來說
[00:13:52.720 --> 00:13:56.720]  俄巴底亞書從第八節至十四節裏面
[00:13:56.720 --> 00:13:59.720]  就要再講那一天
[00:13:59.720 --> 00:14:01.720]  那一天是什麼東西?
[00:14:01.720 --> 00:14:03.720]  在舊約研究裏面
[00:14:03.720 --> 00:14:05.720]  如果你不懂那一天
[00:14:05.720 --> 00:14:08.720]  你就很大問題了
[00:14:08.720 --> 00:14:10.720]  如果你在新約聖經研究裏面
[00:14:10.720 --> 00:14:12.720]  不懂哪一天
[00:14:12.720 --> 00:14:13.720]  你就會更加不知道
[00:14:13.720 --> 00:14:16.720]  你今天會在地上信什麼
[00:14:16.720 --> 00:14:18.720]  為什麼這麼嚴重?
[00:14:18.720 --> 00:14:20.720]  因為哪一天
[00:14:20.720 --> 00:14:22.720]  這個記載
[00:14:22.720 --> 00:14:23.720]  在聖經裏面
[00:14:23.720 --> 00:14:26.720]  往往是指到上帝指定的日子
[00:14:26.720 --> 00:14:27.720]  所以有其他的書
[00:14:27.720 --> 00:14:29.720]  譬如《約爾書》裏面
[00:14:29.720 --> 00:14:30.720]  甚至很聲明
[00:14:30.720 --> 00:14:33.720]  這個是耶和華的那一天
[00:14:33.720 --> 00:14:36.720]  所以那一天
[00:14:36.720 --> 00:14:40.720]  不是純粹是指到末世
[00:14:40.720 --> 00:14:41.720]  在新約裏面
[00:14:41.720 --> 00:14:43.720]  很多聖經學者
[00:14:43.720 --> 00:14:45.720]  甚至很多教會的牧者
[00:14:45.720 --> 00:14:46.720]  老一輩的
[00:14:46.720 --> 00:14:47.720]  甚至現代的
[00:14:47.720 --> 00:14:49.720]  都不知道為什麼
[00:14:49.720 --> 00:14:51.720]  這麼多年都沒有進步
[00:14:51.720 --> 00:14:52.720]  哪一天
[00:14:52.720 --> 00:14:53.720]  很多時候
[00:14:53.720 --> 00:14:55.720]  經常都是講末日
[00:14:55.720 --> 00:14:57.720]  但是其實聖經裏面
[00:14:57.720 --> 00:14:58.720]  哪一天
[00:14:58.720 --> 00:15:01.720]  是指到上帝去執行
[00:15:01.720 --> 00:15:04.720]  一些審判的行動
[00:15:04.720 --> 00:15:05.720]  而這個行動
[00:15:05.720 --> 00:15:06.720]  是有一個目的
[00:15:06.720 --> 00:15:08.720]  是要做挽回的工作
[00:15:08.720 --> 00:15:10.720]  不是純粹去懲罰
[00:15:10.720 --> 00:15:12.720]  而是去挽回
[00:15:12.720 --> 00:15:14.720]  而這個重點
[00:15:14.720 --> 00:15:16.720]  在上文我們都講過
[00:15:16.720 --> 00:15:18.720]  或者在之前的講道講過
[00:15:18.720 --> 00:15:20.720]  這個和新約的
[00:15:20.720 --> 00:15:22.720]  加拉太書裏面
[00:15:22.720 --> 00:15:24.720]  談論到我們作為信徒
[00:15:24.720 --> 00:15:25.720]  活在這個地上
[00:15:25.720 --> 00:15:28.720]  是要做一個挽回的工作
[00:15:28.720 --> 00:15:30.720]  是無獨有偶地
[00:15:30.720 --> 00:15:33.720]  是異曲同工的陳述
[00:15:33.720 --> 00:15:36.720]  所以那一天這個主題
[00:15:36.720 --> 00:15:38.720]  在聖經的研究裏面
[00:15:38.720 --> 00:15:41.720]  是一個非常重要的題目
[00:15:41.720 --> 00:15:42.720]  我一會再詳細去講
[00:15:42.720 --> 00:15:45.720]  怎樣從這段聖經裏面去看
[00:15:45.720 --> 00:15:47.720]  這是第一點
[00:15:47.720 --> 00:15:50.720]  但是反映出一件事
[00:15:50.720 --> 00:15:53.720]  這段聖經的內容所講的東西
[00:15:53.720 --> 00:15:56.720]  是不容否定的
[00:15:56.720 --> 00:15:58.720]  上帝做硬的
[00:15:58.720 --> 00:15:59.720]  在那一天
[00:15:59.720 --> 00:16:01.720]  上帝正在做的
[00:16:01.720 --> 00:16:03.720]  所以哪一天
[00:16:03.720 --> 00:16:05.720]  不只是講末日
[00:16:05.720 --> 00:16:08.720]  是講到就算在舊約裏面的時間
[00:16:08.720 --> 00:16:11.720]  上帝在不同的時段處理不同的人
[00:16:11.720 --> 00:16:13.720]  在那一天
[00:16:13.720 --> 00:16:14.720]  上帝就是要執行
[00:16:14.720 --> 00:16:16.720]  要挽回工作
[00:16:16.720 --> 00:16:17.720]  第二點
[00:16:17.720 --> 00:16:21.720]  從這段聖經裏面的第一部份
[00:16:21.720 --> 00:16:23.720]  第十一節所講的
[00:16:23.720 --> 00:16:28.720]  當愛人老略雅各的財物
[00:16:28.720 --> 00:16:32.720]  在這裏所指導的這個記載
[00:16:32.720 --> 00:16:36.720]  和在最後的那一句
[00:16:36.720 --> 00:16:38.720]  李景站在一旁
[00:16:38.720 --> 00:16:40.720]  將他們同火
[00:16:40.720 --> 00:16:45.720]  是一個起承轉合的一個結構
[00:16:45.720 --> 00:16:50.720]  在眾人在這裏
[00:16:50.720 --> 00:16:53.720]  愛人在這裏老略的時候
[00:16:53.720 --> 00:16:56.720]  和你站在這裏的時候
[00:16:56.720 --> 00:17:01.720]  是同出一個起承轉合
[00:17:01.720 --> 00:17:04.720]  所以當我們去看
[00:17:04.720 --> 00:17:07.720]  英文的聖經的時候
[00:17:07.720 --> 00:17:10.720]  一開始第十一節上半節就講到
[00:17:10.720 --> 00:17:13.720]  You stood aside
[00:17:13.720 --> 00:17:15.720]  你是在這裏
[00:17:15.720 --> 00:17:17.720]  動了在這裏
[00:17:17.720 --> 00:17:20.720]  我們一會兒再詳細講這句說話
[00:17:20.720 --> 00:17:21.720]  但是去到最後
[00:17:21.720 --> 00:17:25.720]  原來你與其他人一模一樣
[00:17:25.720 --> 00:17:26.720]  是並排
[00:17:26.720 --> 00:17:29.720]  和合觀就將兩句放在一句末
[00:17:29.720 --> 00:17:35.720]  但是其實兩者是連貫的意思
[00:17:35.720 --> 00:17:37.720]  讓我透露少少先
[00:17:37.720 --> 00:17:42.720]  這個站在眾人當中或者和合本
[00:17:42.720 --> 00:17:45.720]  李景站在一旁
[00:17:45.720 --> 00:17:47.720]  其實更準確的翻譯就是
[00:17:47.720 --> 00:17:53.720]  你站在眾人的當下可看見的最前端
[00:17:53.720 --> 00:17:57.720]  你不是站在一邊
[00:17:57.720 --> 00:18:00.720]  你是站在眾人當中站出來
[00:18:00.720 --> 00:18:04.720]  好像做和事佬做公審的法官一樣
[00:18:04.720 --> 00:18:06.720]  給眾人看見
[00:18:06.720 --> 00:18:09.720]  這個我們之後再處理
[00:18:09.720 --> 00:18:10.720]  第三
[00:18:10.720 --> 00:18:13.720]  這段聖經有個結構
[00:18:13.720 --> 00:18:17.720]  這個結構是夾雜著
[00:18:17.720 --> 00:18:22.720]  除了以東人又有雅各
[00:18:22.720 --> 00:18:25.720]  請留意這段聖經
[00:18:25.720 --> 00:18:32.720]  十一節裡面用的是雅各
[00:18:32.720 --> 00:18:34.720]  而另外有兩批人
[00:18:34.720 --> 00:18:36.720]  就是叫做外人
[00:18:36.720 --> 00:18:39.720]  或者叫做外邦人
[00:18:39.720 --> 00:18:41.720]  和合本就這樣翻譯
[00:18:41.720 --> 00:18:45.720]  其實正式的翻譯來計
[00:18:45.720 --> 00:18:48.720]  第一個就不是外人
[00:18:48.720 --> 00:18:52.720]  是陌生人
[00:18:52.720 --> 00:18:55.720]  你不認識
[00:18:55.720 --> 00:18:59.720]  另外外人就是指其餘的人
[00:18:59.720 --> 00:19:00.720]  可能你認識他
[00:19:00.720 --> 00:19:02.720]  他也認識你
[00:19:02.720 --> 00:19:07.720]  不過總之你不是雅各家族的人
[00:19:07.720 --> 00:19:08.720]  好了
[00:19:08.720 --> 00:19:12.720]  在種種這些翻譯上的細節
[00:19:12.720 --> 00:19:16.720]  我們開始有些眉目之後
[00:19:16.720 --> 00:19:18.720]  我們就去看看
[00:19:18.720 --> 00:19:23.720]  究竟這段聖經想說些甚麼給我們知道
[00:19:23.720 --> 00:19:24.720]  第一部份
[00:19:24.720 --> 00:19:27.720]  十一節的上半部份
[00:19:27.720 --> 00:19:29.720]  在這裡
[00:19:29.720 --> 00:19:32.720]  上帝藉著俄巴底亞
[00:19:32.720 --> 00:19:36.720]  要告訴俄巴底亞的對象知道
[00:19:36.720 --> 00:19:39.720]  對象不只是以東人
[00:19:39.720 --> 00:19:42.720]  是讀到俄巴底亞書的人
[00:19:42.720 --> 00:19:51.720]  罪其實在這裡不斷地悄悄蠶食著你的生命
[00:19:51.720 --> 00:19:54.720]  而這份蠶食著你的生命
[00:19:54.720 --> 00:19:56.720]  其實就是罪
[00:19:56.720 --> 00:20:05.720]  而這份罪是促成你那份恨人入骨的這種心態
[00:20:05.720 --> 00:20:06.720]  所以我給你一個副題
[00:20:06.720 --> 00:20:10.720]  罪不斷地蠶食人心
[00:20:10.720 --> 00:20:13.720]  我們去看多一次這節聖經說甚麼
[00:20:13.720 --> 00:20:14.720]  它這樣說
[00:20:14.720 --> 00:20:15.720]  它說
[00:20:15.720 --> 00:20:21.720]  當外人擄掠雅各的財物
[00:20:21.720 --> 00:20:26.720]  我重新說多一次
[00:20:26.720 --> 00:20:27.720]  一開始應該是
[00:20:27.720 --> 00:20:29.720]  在那天
[00:20:29.720 --> 00:20:37.720]  當外人來到去搶掠雅各的財物
[00:20:39.720 --> 00:20:41.720]  但原文說
[00:20:41.720 --> 00:20:43.720]  你就站在那裡
[00:20:43.720 --> 00:20:48.720]  所以應該正確的翻譯就是
[00:20:48.720 --> 00:20:51.720]  在那天你站在那裡
[00:20:51.720 --> 00:20:54.720]  你站在那裡
[00:20:54.720 --> 00:20:56.720]  你只是站在那裡
[00:20:56.720 --> 00:20:59.720]  搶財物是之後再說的東西
[00:20:59.720 --> 00:21:01.720]  如果這樣
[00:21:01.720 --> 00:21:04.720]  那句話的經文就不應該是說
[00:21:04.720 --> 00:21:07.720]  當外人擄掠雅各的財物
[00:21:07.720 --> 00:21:09.720]  應該那句說話就是
[00:21:09.720 --> 00:21:12.720]  在那天你站在那裡
[00:21:12.720 --> 00:21:13.720]  之後我們再說
[00:21:13.720 --> 00:21:16.720]  你站在那裡的時候的情況是怎樣
[00:21:16.720 --> 00:21:20.720]  你為甚麼站在那裡
[00:21:20.720 --> 00:21:21.720]  整個人站在那裡
[00:21:21.720 --> 00:21:24.720]  而且翻譯更準確的說法就是
[00:21:24.720 --> 00:21:29.720]  你是站在眾人面前可以看到的情況
[00:21:29.720 --> 00:21:32.720]  為甚麼你要這樣做
[00:21:32.720 --> 00:21:35.720]  其中一個最主要的原因
[00:21:35.720 --> 00:21:38.720]  就是你要在眾人面前
[00:21:38.720 --> 00:21:42.720]  顯示到你與眾不同
[00:21:42.720 --> 00:21:46.720]  引言的時候我已經說過
[00:21:46.720 --> 00:21:51.720]  有些人是手指咬出不咬入
[00:21:51.720 --> 00:21:57.720]  當自己的家人被人欺負的時候
[00:21:57.720 --> 00:22:01.720]  你反而不是為他據理力爭
[00:22:02.720 --> 00:22:05.720]  幫助他不要被人欺負
[00:22:05.720 --> 00:22:06.720]  不是這樣
[00:22:06.720 --> 00:22:08.720]  反而你怎樣
[00:22:08.720 --> 00:22:09.720]  站出來
[00:22:09.720 --> 00:22:10.720]  犯大佬
[00:22:10.720 --> 00:22:12.720]  然後
[00:22:12.720 --> 00:22:14.720]  我很公平的
[00:22:14.720 --> 00:22:17.720]  我不會偏幫我家人的
[00:22:17.720 --> 00:22:20.720]  我大公無私的
[00:22:20.720 --> 00:22:22.720]  我不會因為他
[00:22:22.720 --> 00:22:24.720]  隨便說些話
[00:22:24.720 --> 00:22:25.720]  說些人的關係
[00:22:25.720 --> 00:22:27.720]  他不是我兒子
[00:22:27.720 --> 00:22:28.720]  或者他不是我女兒
[00:22:28.720 --> 00:22:29.720]  不是因為他
[00:22:29.720 --> 00:22:30.720]  是因為我媽
[00:22:30.720 --> 00:22:31.720]  我爸爸
[00:22:31.720 --> 00:22:32.720]  我親戚
