
[00:00:00.000 --> 00:00:05.000]  最後一部份,我們要講到在逆境裏面怎樣自強
[00:16:18.000 --> 00:16:22.000]  而且要刻意去發展它
[00:16:22.000 --> 00:16:25.000]  雖然沒有人在這方面做過甚麼研究
[00:16:25.000 --> 00:16:27.000]  但假如有的話
[00:16:27.000 --> 00:16:30.000]  那個結果一定會叫人大吃一驚
[00:16:30.000 --> 00:16:32.000]  那個就是說到底我們在職業之外
[00:16:32.000 --> 00:16:34.000]  有沒有一項的嗜好
[00:16:34.000 --> 00:16:36.000]  是我們能夠持之有幸
[00:16:36.000 --> 00:16:41.000]  而且是願意又刻意去培植發展的呢?
[00:16:41.000 --> 00:16:45.000]  我相信香港人是會叫人吃驚的
[00:16:45.000 --> 00:16:48.000]  因為可能我們香港人
[00:16:48.000 --> 00:16:51.000]  真的覺得除了賺錢之外
[00:16:51.000 --> 00:16:52.000]  工作之外
[00:16:52.000 --> 00:16:54.000]  一切皆效品的
[00:16:54.000 --> 00:16:59.000]  無怪乎我們香港人的內心
[00:16:59.000 --> 00:17:04.000]  是單元到覺得叫人家是乏味難忍的
[00:17:04.000 --> 00:17:06.000]  不用問了
[00:17:06.000 --> 00:17:08.000]  他的藉口當然是說
[00:17:08.000 --> 00:17:10.000]  工作忙啊,很辛苦啊
[00:17:10.000 --> 00:17:12.000]  我們精神氣力全部發展
[00:17:12.000 --> 00:17:17.000]  全部都去到工作啊,賺錢的事情上
[00:17:17.000 --> 00:17:21.000]  香港人的內心有多麼單元乏味呢?
[00:17:21.000 --> 00:17:25.000]  可以從他們的閒談中來察覺
[00:17:25.000 --> 00:17:28.000]  你會發覺他除了工作之外
[00:17:28.000 --> 00:17:32.000]  談話內容大概只有流行文化
[00:17:32.000 --> 00:17:35.000]  就是說電視啦,週刊啦,報紙那些內容
[00:17:35.000 --> 00:17:37.000]  發展嗜好
[00:17:37.000 --> 00:17:39.000]  他們大概認為
[00:17:39.000 --> 00:17:43.000]  只有退休老人才會有這些嗜好
[00:17:43.000 --> 00:17:46.000]  這個內心世界單元的人
[00:17:46.000 --> 00:17:48.000]  單元化的人
[00:17:48.000 --> 00:17:50.000]  外面世界有什麼急變
[00:17:50.000 --> 00:17:52.000]  譬如這一次的金融風暴
[00:17:52.000 --> 00:17:55.000]  這些人就是最少資源
[00:17:55.000 --> 00:17:57.000]  能夠改變自己
[00:17:57.000 --> 00:18:00.000]  說是適應新的秩序的了
[00:18:00.000 --> 00:18:02.000]  又因為我們的內心世界有一半
[00:18:02.000 --> 00:18:05.000]  是被流行文化佔據了
[00:18:05.000 --> 00:18:09.000]  當我們媒體充滿了悲觀論調的時候
[00:18:09.000 --> 00:18:13.000]  悲觀論調是經濟低迷的時候
[00:18:13.000 --> 00:18:16.000]  唯一有市場價值的
[00:18:16.000 --> 00:18:21.000]  當我們的社會充滿了悲觀論調的時候
[00:18:21.000 --> 00:18:27.000]  他就不可能不跟大隊來喊聲歎氣了
[00:18:27.000 --> 00:18:29.000]  培養一個嗜好
[00:18:29.000 --> 00:18:31.000]  未必需要花很多錢的
[00:18:31.000 --> 00:18:34.000]  但卻能夠豐富你的內心生活
[00:18:34.000 --> 00:18:38.000]  假如你能夠將嗜好發展成為一個事業
[00:18:38.000 --> 00:18:41.000]  那就更加是大大的福氣了
[00:18:41.000 --> 00:18:43.000]  但你要記住這一點
[00:18:43.000 --> 00:18:46.000]  不管你選擇的嗜好是大還是小
[00:18:46.000 --> 00:18:49.000]  它必須是你需要學習
[00:18:49.000 --> 00:18:51.000]  才可以得心應手的
[00:18:51.000 --> 00:18:55.000]  它也必須是能夠叫你牽腸掛肚
[00:18:55.000 --> 00:18:59.000]  它才能夠豐富你內心的世界
[00:18:59.000 --> 00:19:01.000]  第六點
[00:19:01.000 --> 00:19:03.000]  家務方面
[00:19:03.000 --> 00:19:07.000]  每一個人都會花時間在處理家務上
[00:19:07.000 --> 00:19:10.000]  不僅僅是主婦
[00:19:10.000 --> 00:19:14.000]  其實做家務的方法多數是因循的
[00:19:14.000 --> 00:19:17.000]  很少人會用心整理一下
[00:19:17.000 --> 00:19:20.000]  然後更新我們做家務的方法
[00:19:20.000 --> 00:19:22.000]  你能夠這樣做
[00:19:22.000 --> 00:19:25.000]  你會發覺你會省去很多時間的
[00:19:25.000 --> 00:19:26.000]  舉一個例子
[00:19:26.000 --> 00:19:30.000]  將洗衣服限定在每週只洗一次
[00:19:30.000 --> 00:19:33.000]  不要洗兩次
[00:19:33.000 --> 00:19:36.000]  你的洗衣機其實足夠
[00:19:36.000 --> 00:19:39.000]  一般一家四口
[00:19:39.000 --> 00:19:43.000]  足夠的容量只洗一次
[00:19:43.000 --> 00:19:44.000]  第二
[00:19:44.000 --> 00:19:48.000]  盡量買和用免脹燙的衣服
[00:19:48.000 --> 00:19:49.000]  第三
[00:19:49.000 --> 00:19:54.000]  碰到地上有這麼多小的紙屑或雜物
[00:19:54.000 --> 00:19:55.000]  就撿起來
[00:19:55.000 --> 00:19:57.000]  也訓練家人這樣做
[00:19:57.000 --> 00:20:01.000]  這樣就可以減少掃地的時間
[00:20:01.000 --> 00:20:02.000]  第四
[00:20:02.000 --> 00:20:05.000]  嚴格遵守物歸原處的習慣
[00:20:05.000 --> 00:20:08.000]  房間就不會亂得像狗窩一樣
[00:20:08.000 --> 00:20:10.000]  第五
[00:20:10.000 --> 00:20:14.000]  永遠不空手進超級市場
[00:20:14.000 --> 00:20:16.000]  除非有一個購物單
[00:20:16.000 --> 00:20:19.000]  不進入超級市場買東西
[00:20:19.000 --> 00:20:22.000]  有人說現代節制的意思是什麼呢?
[00:20:22.000 --> 00:20:24.000]  就是你想買一瓶牛奶
[00:20:24.000 --> 00:20:27.000]  進入市場只買一瓶牛奶
[00:20:27.000 --> 00:20:29.000]  出來就叫節制
[00:20:29.000 --> 00:20:32.000]  可知我們平日在超市
[00:20:32.000 --> 00:20:35.000]  是怎樣習慣亂買東西
[00:20:35.000 --> 00:20:37.000]  又浪費金錢
[00:20:37.000 --> 00:20:42.000]  又叫家裡越來越多堆滿沒用的雜物
[00:20:42.000 --> 00:20:44.000]  F
[00:20:44.000 --> 00:20:46.000]  每一次採購
[00:20:46.000 --> 00:20:48.000]  以大量為原則
[00:20:48.000 --> 00:20:50.000]  一來可以省一點便宜一點
[00:20:50.000 --> 00:20:53.000]  二來就減少你上市場的次數
[00:20:53.000 --> 00:20:55.000]  G
[00:20:55.000 --> 00:20:57.000]  減少衣服的花樣
[00:20:57.000 --> 00:20:59.000]  天天變花款
[00:20:59.000 --> 00:21:01.000]  除了忙了自己之外
[00:21:01.000 --> 00:21:04.000]  沒有人覺得你比較有趣或好看
[00:21:04.000 --> 00:21:05.000]  你相信嗎?
[00:21:05.000 --> 00:21:08.000]  買衣之道不在乎多
[00:21:08.000 --> 00:21:10.000]  是在乎穿在身上
[00:21:10.000 --> 00:21:12.000]  你自己會珍惜它
[00:21:12.000 --> 00:21:14.000]  所以假如你能夠集中
[00:21:14.000 --> 00:21:16.000]  五套衣服的價錢
[00:21:16.000 --> 00:21:18.000]  用五套便宜衣服的價錢
[00:21:18.000 --> 00:21:20.000]  集中來買一件
[00:21:20.000 --> 00:21:23.000]  較為你珍貴愛的
[00:21:23.000 --> 00:21:25.000]  你的衣櫃又不用那麼大
[00:21:25.000 --> 00:21:27.000]  堆滿衣服
[00:21:27.000 --> 00:21:29.000]  堆滿衣服
[00:21:29.000 --> 00:21:31.000]  但沒一件選得上手
[00:21:31.000 --> 00:21:34.000]  簡樸之道
[00:21:34.000 --> 00:21:38.000]  不一定只是求便宜粗糙
[00:21:38.000 --> 00:21:42.000]  簡樸之道的目標就是簡單
[00:21:42.000 --> 00:21:44.000]  而你又會珍惜
[00:21:44.000 --> 00:21:46.000]  這就是簡樸之道
[00:21:46.000 --> 00:21:51.000]  第七是大小的問題
[00:21:51.000 --> 00:21:56.000]  港台人士是很深受住
[00:21:56.000 --> 00:21:59.000]  房價貴的事實
[00:21:59.000 --> 00:22:01.000]  而一生受折磨
[00:22:01.000 --> 00:22:03.000]  因為我們一生的目的
[00:22:03.000 --> 00:22:05.000]  就是想住大房子
[00:22:05.000 --> 00:22:10.000]  但房子的大小真的很相對
[00:22:10.000 --> 00:22:13.000]  而且又是很容易習慣的事
[00:22:13.000 --> 00:22:17.000]  所以不要以住大房子
[00:22:17.000 --> 00:22:20.000]  大屋來做我們的人生目標
[00:22:20.000 --> 00:22:24.000]  學習適應和享受小屋
[00:22:24.000 --> 00:22:26.000]  會為你的人生
[00:22:26.000 --> 00:22:29.000]  失去一個大大的重擔
[00:22:29.000 --> 00:22:33.000]  外國人有句諺語很有意思
[00:22:33.000 --> 00:22:35.000]  他說一間小的房
[00:22:35.000 --> 00:22:38.000]  勝過一筆大的房債
[00:22:38.000 --> 00:22:39.000]  你試想想
[00:22:39.000 --> 00:22:43.000]  未搬入這一間屋的時候
[00:22:43.000 --> 00:22:47.000]  你上一間屋是不是比這間小很多呢?
[00:22:47.000 --> 00:22:50.000]  未搬來之前
[00:22:50.000 --> 00:22:51.000]  你是不是一直羨慕
[00:22:51.000 --> 00:22:55.000]  如果能夠住進這間這麼大的屋就好了
[00:22:55.000 --> 00:22:58.000]  搬了來之後
[00:22:58.000 --> 00:23:02.000]  多快就沒有了這種太好了的感覺呢?
[00:23:02.000 --> 00:23:05.000]  其實由小電視轉到大電視
[00:23:05.000 --> 00:23:09.000]  都有同樣的問題
[00:23:09.000 --> 00:23:14.000]  因為很快就會失去了大的感覺
[00:23:14.000 --> 00:23:15.000]  事實上
[00:23:15.000 --> 00:23:19.000]  整個由小到大的追求和改變
[00:23:19.000 --> 00:23:22.000]  都會有這種感受
[00:23:22.000 --> 00:23:28.000]  就是你很快就適應了那種大
[00:23:28.000 --> 00:23:33.000]  失去了真是太好了這種興奮
[00:23:33.000 --> 00:23:39.000]  如果能夠學習欣賞和滿足於小
[00:23:39.000 --> 00:23:42.000]  不要將一生的浪費
[00:23:42.000 --> 00:23:45.000]  在由小變大的追求上
[00:23:45.000 --> 00:23:47.000]  好像由小屋變大屋
[00:23:47.000 --> 00:23:49.000]  由小車變大車
[00:23:49.000 --> 00:23:52.000]  由小電視變大電視
[00:23:52.000 --> 00:23:56.000]  你說你人生是不是輕省很多呢?
[00:23:56.000 --> 00:24:00.000]  第八,簡化你的社交
[00:24:00.000 --> 00:24:05.000]  你以為社交是城市生活的必需嗎?
[00:24:05.000 --> 00:24:07.000]  某個程度是的
[00:24:07.000 --> 00:24:09.000]  我們到底都不能夠回到
[00:24:09.000 --> 00:24:14.000]  好像老子那種至死不相往還的生活
[00:24:14.000 --> 00:24:18.000]  但是今天有多少的社交應酬
[00:24:18.000 --> 00:24:23.000]  已經變得毫無樂趣又毫無意義可言呢?
[00:24:23.000 --> 00:24:25.000]  如果你能夠將它省掉
[00:24:25.000 --> 00:24:30.000]  你的生活是不是會簡單一些呢?
[00:24:30.000 --> 00:24:33.000]  在我開始傳道之前
[00:24:33.000 --> 00:24:35.000]  除了上面我講到的
[00:24:35.000 --> 00:24:40.000]  自訂不擔任虛名這個原則之外
[00:24:40.000 --> 00:24:42.000]  我也定了另外一個原則
[00:24:42.000 --> 00:24:46.000]  就是不作無謂的應酬之舉
[00:24:46.000 --> 00:24:48.000]  譬如好像在主日
[00:24:48.000 --> 00:24:50.000]  你在別人的禮拜堂講道
[00:24:50.000 --> 00:24:56.000]  很多時候講完道禮拜堂的主人
[00:24:56.000 --> 00:25:00.000]  就會留你吃午飯
[00:25:00.000 --> 00:25:03.000]  除了極少的例外之外
[00:25:03.000 --> 00:25:08.000]  我是不會去這些午飯之約
[00:25:08.000 --> 00:25:11.000]  事實上我也有另一個原則
[00:25:11.000 --> 00:25:17.000]  就是不負婚宴喜宴這類聚會
[00:25:17.000 --> 00:25:24.000]  為何我不去留下跟禮拜堂的人客氣應酬呢?
[00:25:24.000 --> 00:25:28.000]  是因為我相信星期日是家庭日
[00:25:28.000 --> 00:25:33.000]  所以不在外面吃飯就成了我們的原則
[00:25:33.000 --> 00:25:36.000]  無論我去多遠的地方講道
[00:25:36.000 --> 00:25:39.000]  我們都會趕回家一起煮午飯
[00:25:39.000 --> 00:25:42.000]  跟家人一起吃的
[00:25:42.000 --> 00:25:45.000]  這些已經實行了幾十年
[00:25:45.000 --> 00:25:48.000]  也是宗教會都知道的
[00:25:48.000 --> 00:25:51.000]  不去婚宴喜宴
[00:25:51.000 --> 00:25:54.000]  是因為我知道做牧師這一行
