
[00:00:00.000 --> 00:00:02.000]  各位朋友、親愛的大兄姊妹
[00:02:11.000 --> 00:02:13.000]  或者甚至去到教會
[00:02:13.000 --> 00:02:15.000]  唱歌也好
[00:02:15.000 --> 00:02:17.000]  我們背後這個慶祝的盛典
[00:02:17.000 --> 00:02:19.000]  盛會裡面
[00:02:19.000 --> 00:02:21.000]  是不是聖誕節
[00:02:21.000 --> 00:02:23.000]  很簡單的慶祝盛會
[00:02:23.000 --> 00:02:25.000]  我們不要想太多
[00:02:25.000 --> 00:02:27.000]  但是中間的聖經的教導
[00:02:27.000 --> 00:02:29.000]  是教導我們怎樣做法
[00:02:29.000 --> 00:02:31.000]  我們從聖經的話語當中
[00:02:31.000 --> 00:02:33.000]  去明白
[00:02:33.000 --> 00:02:35.000]  究竟我們聖誕節
[00:02:35.000 --> 00:02:37.000]  慶祝的時候
[00:02:37.000 --> 00:02:39.000]  我們所顧念的是什麼
[00:02:39.000 --> 00:02:41.000]  我們一起低頭祈福
[00:02:41.000 --> 00:02:43.000]  我們要敬佩上帝我們存在滿心的感謝
[00:02:43.000 --> 00:02:45.000]  你藉著你的門徒
[00:02:45.000 --> 00:02:47.000]  使徒
[00:02:47.000 --> 00:02:49.000]  先知寫下了聖經報貴的話語
[00:02:49.000 --> 00:02:51.000]  讓我們明白到
[00:02:51.000 --> 00:02:53.000]  我們人生的
[00:02:53.000 --> 00:02:55.000]  定位的重點
[00:02:55.000 --> 00:02:57.000]  我們在哪裡
[00:02:57.000 --> 00:02:59.000]  求神你藉著聖誕節的期間裡面
[00:02:59.000 --> 00:03:01.000]  藉著你的話語
[00:03:01.000 --> 00:03:03.000]  我們能夠明白你的心意
[00:03:03.000 --> 00:03:05.000]  讓我們有個聆聽的語度
[00:03:05.000 --> 00:03:07.000]  預備我們的心去接受
[00:03:07.000 --> 00:03:09.000]  你給帶來的我們的訊息
[00:03:09.000 --> 00:03:11.000]  使我們能夠
[00:03:11.000 --> 00:03:13.000]  體貼你的心意
[00:03:13.000 --> 00:03:15.000]  明白你叫我們去做的事情
[00:03:15.000 --> 00:03:17.000]  多謝你
[00:03:17.000 --> 00:03:19.000]  我們帶領以下的時間
[00:03:19.000 --> 00:03:21.000]  好高興奉主耶穌
[00:03:21.000 --> 00:03:23.000]  我們看經文
[00:03:23.000 --> 00:03:25.000]  我們直接去看
[00:03:25.000 --> 00:03:27.000]  我們進去前文就提到
[00:03:27.000 --> 00:03:29.000]  前文還有一件
[00:03:29.000 --> 00:03:31.000]  很大件事
[00:03:31.000 --> 00:03:33.000]  一件很嚴重
[00:03:33.000 --> 00:03:35.000]  很重要的事情發生
[00:03:35.000 --> 00:03:37.000]  就是在第九章的時候
[00:03:37.000 --> 00:03:39.000]  如果大家看受宗的聖經
[00:03:39.000 --> 00:03:41.000]  他們提到
[00:03:41.000 --> 00:03:43.000]  主耶穌
[00:03:43.000 --> 00:03:45.000]  帶了彼得亞和約翰
[00:03:45.000 --> 00:03:47.000]  到高山
[00:03:47.000 --> 00:03:49.000]  見到
[00:03:49.000 --> 00:03:51.000]  有個登山
[00:03:51.000 --> 00:03:53.000]  耶穌改變了他的形象
[00:03:53.000 --> 00:03:55.000]  他們下來的時候
[00:03:55.000 --> 00:03:57.000]  看到的時候就不明白
[00:03:57.000 --> 00:03:59.000]  究竟發生了什麼事情
[00:03:59.000 --> 00:04:01.000]  是不是
[00:04:01.000 --> 00:04:03.000]  他們很渴望的事情
[00:04:03.000 --> 00:04:05.000]  結果就下來
[00:04:05.000 --> 00:04:07.000]  見到耶穌登山
[00:04:07.000 --> 00:04:09.000]  在山上變相
[00:04:09.000 --> 00:04:11.000]  這真的是很好的事情
[00:04:11.000 --> 00:04:13.000]  大家都很期望將來
[00:04:13.000 --> 00:04:15.000]  在榮耀裡面
[00:04:15.000 --> 00:04:17.000]  有誰不想在
[00:04:17.000 --> 00:04:19.000]  神的榮耀下面
[00:04:19.000 --> 00:04:21.000]  舉手吧
[00:04:21.000 --> 00:04:23.000]  神的榮耀
[00:04:23.000 --> 00:04:25.000]  在這個任備之下
[00:04:25.000 --> 00:04:27.000]  一定是美好
[00:04:27.000 --> 00:04:29.000]  一定是好的東西
[00:04:29.000 --> 00:04:31.000]  不會再有世上任何的
[00:04:31.000 --> 00:04:33.000]  痛苦掙扎
[00:04:33.000 --> 00:04:35.000]  我們生命上有很多破碎的關係
[00:04:35.000 --> 00:04:37.000]  家庭裡面
[00:04:37.000 --> 00:04:39.000]  職場上可能有不開心
[00:04:39.000 --> 00:04:41.000]  同事
[00:04:41.000 --> 00:04:43.000]  有幾千的人一起工作
[00:04:43.000 --> 00:04:45.000]  一起做生意
[00:04:45.000 --> 00:04:47.000]  可能有20萬
[00:04:47.000 --> 00:04:49.000]  教會裡面也有
[00:04:49.000 --> 00:04:51.000]  但有誰不想
[00:04:51.000 --> 00:04:53.000]  在神的榮耀之下
[00:04:53.000 --> 00:04:55.000]  每個人都想
[00:04:55.000 --> 00:04:57.000]  甚至他們下山的時候
[00:04:57.000 --> 00:04:59.000]  就提到來到這裡
[00:04:59.000 --> 00:05:01.000]  第十章三十五節
[00:05:01.000 --> 00:05:03.000]  就說下山之後
[00:05:03.000 --> 00:05:05.000]  亞哥和約翰就
[00:05:05.000 --> 00:05:07.000]  其實你看其他光書
[00:05:07.000 --> 00:05:09.000]  他的媽媽也出聲
[00:05:09.000 --> 00:05:11.000]  求你給我一些東西
[00:05:11.000 --> 00:05:13.000]  給我東西
[00:05:13.000 --> 00:05:15.000]  他就直接跟耶穌說
[00:05:15.000 --> 00:05:17.000]  我們現在就要祈禱
[00:05:17.000 --> 00:05:19.000]  我們怎麼跟神求
[00:05:19.000 --> 00:05:21.000]  在禱告當中問
[00:05:21.000 --> 00:05:23.000]  但這裡告訴我們
[00:05:23.000 --> 00:05:25.000]  原來他們明白了
[00:05:25.000 --> 00:05:27.000]  夫子是老師的身份
[00:05:27.000 --> 00:05:29.000]  我向你求
[00:05:29.000 --> 00:05:31.000]  耶穌問你們想求什麼
[00:05:31.000 --> 00:05:33.000]  原來他們想求什麼
[00:05:33.000 --> 00:05:35.000]  想求什麼
[00:05:35.000 --> 00:05:37.000]  在榮耀裡面
[00:05:37.000 --> 00:05:39.000]  非常好
[00:05:39.000 --> 00:05:41.000]  我們在神的榮耀之下
[00:05:41.000 --> 00:05:43.000]  一件美好的事
[00:05:43.000 --> 00:05:45.000]  傳遞至高屬我主
[00:05:45.000 --> 00:05:47.000]  大家唱也有唱
[00:05:47.000 --> 00:05:49.000]  我們在神的榮耀之下
[00:05:49.000 --> 00:05:51.000]  你可不可以給我兩兄弟
[00:05:51.000 --> 00:05:53.000]  一個坐來看看
[00:05:53.000 --> 00:05:55.000]  在這裡享受一下
[00:05:55.000 --> 00:05:57.000]  不是享受的
[00:05:57.000 --> 00:05:59.000]  在這個榮耀當中陪著你
[00:05:59.000 --> 00:06:01.000]  是否很好的事情
[00:06:01.000 --> 00:06:03.000]  一件美事
[00:06:03.000 --> 00:06:05.000]  那主耶穌就這樣回答他們
[00:06:05.000 --> 00:06:07.000]  你們知不知道
[00:06:07.000 --> 00:06:09.000]  你們自己在求什麼
[00:06:09.000 --> 00:06:11.000]  我們在禱告的時候
[00:06:11.000 --> 00:06:13.000]  你們知不知道我們在求什麼
[00:06:13.000 --> 00:06:15.000]  我們在禱告的時候
[00:06:15.000 --> 00:06:17.000]  神很應允我們
[00:06:17.000 --> 00:06:19.000]  好啦 神聽禱告的
[00:06:19.000 --> 00:06:21.000]  一個給右 一個給左
[00:06:21.000 --> 00:06:23.000]  一人擔一張椅子
[00:06:23.000 --> 00:06:25.000]  看究竟什麼事發生
[00:06:25.000 --> 00:06:27.000]  那麼好嗎
[00:06:27.000 --> 00:06:29.000]  耶穌就這樣回答他們
[00:06:29.000 --> 00:06:31.000]  你們知不知道
[00:06:31.000 --> 00:06:33.000]  你們自己在求什麼
[00:06:33.000 --> 00:06:35.000]  我們所喝的杯
[00:06:35.000 --> 00:06:37.000]  我們耶穌之後
[00:06:37.000 --> 00:06:39.000]  所會遇到的事情
[00:06:39.000 --> 00:06:41.000]  祂這次不是
[00:06:41.000 --> 00:06:43.000]  只是第一次跟我們分享
[00:06:43.000 --> 00:06:45.000]  我們耶穌跟我們第三次分享
[00:06:45.000 --> 00:06:47.000]  我們會去為
[00:06:47.000 --> 00:06:49.000]  世人聚會受死
[00:06:49.000 --> 00:06:51.000]  那麼現在我們受死的時候
[00:06:51.000 --> 00:06:53.000]  我被釘十字架
[00:06:53.000 --> 00:06:55.000]  我左邊有一個犯人
[00:06:55.000 --> 00:06:57.000]  右邊有一個犯人
[00:06:57.000 --> 00:06:59.000]  你可不可以一起釘十字架
[00:06:59.000 --> 00:07:01.000]  他們不知道
[00:07:01.000 --> 00:07:03.000]  我左邊有一個犯人
[00:07:03.000 --> 00:07:05.000]  你可不可以一起釘十字架
[00:07:05.000 --> 00:07:07.000]  他們不知道
[00:07:07.000 --> 00:07:09.000]  以為一張椅子就可以了
[00:07:09.000 --> 00:07:11.000]  一齊去看神的工作
[00:07:11.000 --> 00:07:13.000]  他們回答
[00:07:13.000 --> 00:07:15.000]  可以喔
[00:07:15.000 --> 00:07:17.000]  在不知道
[00:07:17.000 --> 00:07:19.000]  他們的責任
[00:07:19.000 --> 00:07:21.000]  使命的事件前方之下
[00:07:21.000 --> 00:07:23.000]  不明白之下
[00:07:23.000 --> 00:07:25.000]  他們說 好啊
[00:07:25.000 --> 00:07:27.000]  我做到
[00:07:27.000 --> 00:07:29.000]  你受的
[00:07:29.000 --> 00:07:31.000]  將來要吃的杯
[00:07:31.000 --> 00:07:33.000]  所受的事
[00:07:33.000 --> 00:07:35.000]  他們能夠做到
[00:07:35.000 --> 00:07:37.000]  我們試想想
[00:07:37.000 --> 00:07:39.000]  當初朕來的時候
[00:07:39.000 --> 00:07:41.000]  我們很幸福
[00:07:41.000 --> 00:07:43.000]  我們有聖經
[00:07:43.000 --> 00:07:45.000]  我們知道將來會發生什麼事
[00:07:45.000 --> 00:07:47.000]  知道神的計劃是什麼
[00:07:47.000 --> 00:07:49.000]  接著聖經
[00:07:49.000 --> 00:07:51.000]  我們可以知道
[00:07:51.000 --> 00:07:53.000]  但是他們當時
[00:07:53.000 --> 00:07:55.000]  很可能這本福音書
[00:07:55.000 --> 00:07:57.000]  可能是第一卷的福音書
[00:07:57.000 --> 00:07:59.000]  有聖經
[00:07:59.000 --> 00:08:01.000]  有神的話語
[00:08:01.000 --> 00:08:03.000]  但是在這一刻
[00:08:03.000 --> 00:08:05.000]  做主的門徒
[00:08:05.000 --> 00:08:07.000]  他們不能夠明白
[00:08:07.000 --> 00:08:09.000]  未明白真體的時候
[00:08:09.000 --> 00:08:11.000]  他們就坐在
[00:08:11.000 --> 00:08:13.000]  我的左右
[00:08:13.000 --> 00:08:15.000]  耶穌五答
[00:08:15.000 --> 00:08:17.000]  誰坐在我右邊左邊
[00:08:17.000 --> 00:08:19.000]  不是祂能夠所賜
[00:08:19.000 --> 00:08:21.000]  是天父
[00:08:21.000 --> 00:08:23.000]  決定賜給我們
[00:08:23.000 --> 00:08:25.000]  我們禱告的時候
[00:08:25.000 --> 00:08:27.000]  要按照神的心意
[00:08:27.000 --> 00:08:29.000]  按照祂的時間
[00:08:29.000 --> 00:08:31.000]  不是我們說
[00:08:31.000 --> 00:08:33.000]  想坐神的左邊
[00:08:33.000 --> 00:08:35.000]  還是右邊
[00:08:35.000 --> 00:08:37.000]  我們就會說
[00:08:37.000 --> 00:08:39.000]  你求什麼就給你
[00:08:39.000 --> 00:08:41.000]  不是按照神的心意所求
[00:08:41.000 --> 00:08:43.000]  是神父神所賜給誰就給誰
[00:08:43.000 --> 00:08:45.000]  其他的門徒
[00:08:45.000 --> 00:08:47.000]  那十個門徒
[00:08:47.000 --> 00:08:49.000]  聽見這件事情就不對了
[00:08:49.000 --> 00:08:51.000]  你這麼祈禱
[00:08:51.000 --> 00:08:53.000]  跟耶穌要求一樣
[00:08:53.000 --> 00:08:55.000]  旁邊那些聽到的
[00:08:55.000 --> 00:08:57.000]  當然不對了
[00:08:57.000 --> 00:08:59.000]  那我坐哪裡
[00:08:59.000 --> 00:09:01.000]  有多少個位
[00:09:01.000 --> 00:09:03.000]  是不是這樣爭論呢
[00:09:03.000 --> 00:09:05.000]  十個門徒就生氣了
[00:09:05.000 --> 00:09:07.000]  耶穌就聽到這件事情發生的時候
[00:09:07.000 --> 00:09:09.000]  耶穌很有智慧
[00:09:09.000 --> 00:09:11.000]  他在做教導的工作
[00:09:11.000 --> 00:09:13.000]  你們這幫人
[00:09:13.000 --> 00:09:15.000]  你知不知道外邦人
[00:09:15.000 --> 00:09:17.000]  有專為軍王
[00:09:17.000 --> 00:09:19.000]  去治理他們
[00:09:19.000 --> 00:09:21.000]  有大臣
[00:09:21.000 --> 00:09:23.000]  有官員去管理他們
[00:09:23.000 --> 00:09:25.000]  我以前都在
[00:09:25.000 --> 00:09:27.000]  政府公司
[00:09:27.000 --> 00:09:29.000]  打滾了十七年
[00:09:29.000 --> 00:09:31.000]  一層一層一層
[00:09:31.000 --> 00:09:33.000]  是吧
[00:09:33.000 --> 00:09:35.000]  新人上場
[00:09:35.000 --> 00:09:37.000]  有新政策
[00:09:37.000 --> 00:09:39.000]  Directer
[00:09:39.000 --> 00:09:41.000]  研究所所長出現了
[00:09:41.000 --> 00:09:43.000]  開始
[00:09:43.000 --> 00:09:45.000]  開始換頭一批
[00:09:45.000 --> 00:09:47.000]  上去找幫手
[00:09:47.000 --> 00:09:49.000]  開始指令一層一層
[00:09:49.000 --> 00:09:51.000]  是吧
[00:09:51.000 --> 00:09:53.000]  他的方向
[00:09:53.000 --> 00:09:55.000]  整個機構的方向
[00:09:55.000 --> 00:09:57.000]  這些官員
[00:09:57.000 --> 00:09:59.000]  世上的機構
[00:09:59.000 --> 00:10:01.000]  一層一層一層一層
[00:10:01.000 --> 00:10:03.000]  每層
[00:10:03.000 --> 00:10:05.000]  都有他的責任
[00:10:05.000 --> 00:10:07.000]  你們明白嗎
[00:10:07.000 --> 00:10:09.000]  世上的
[00:10:09.000 --> 00:10:11.000]  架構
[00:10:11.000 --> 00:10:13.000]  一層一層一層
[00:10:13.000 --> 00:10:15.000]  每層都有他的
[00:10:15.000 --> 00:10:17.000]  管理
[00:10:17.000 --> 00:10:19.000]  責任
[00:10:19.000 --> 00:10:21.000]  在當中
[00:10:21.000 --> 00:10:23.000]  他們會用他的手法
[00:10:23.000 --> 00:10:25.000]  去管轄他們的性
[00:10:25.000 --> 00:10:27.000]  那他們就
[00:10:27.000 --> 00:10:29.000]  就問了
[00:10:29.000 --> 00:10:31.000]  就回答他們了
[00:10:31.000 --> 00:10:33.000]  你們中間不是這樣
[00:10:33.000 --> 00:10:35.000]  你們誰願為大
[00:10:35.000 --> 00:10:37.000]  那時候
[00:10:37.000 --> 00:10:39.000]  誰願為大
[00:10:39.000 --> 00:10:41.000]  就必作別人的
[00:10:41.000 --> 00:10:43.000]  傭人
[00:10:43.000 --> 00:10:45.000]  那就是博士
[00:10:45.000 --> 00:10:47.000]  是誰中間誰願為大
[00:10:47.000 --> 00:10:49.000]  就必作別人的傭人
[00:10:49.000 --> 00:10:51.000]  他提到不是說
[00:10:51.000 --> 00:10:53.000]  你們不可以承諾
[00:10:53.000 --> 00:10:55.000]  我們
[00:10:55.000 --> 00:10:57.000]  你們不是說
[00:10:57.000 --> 00:10:59.000]  我不想做領袖
[00:10:59.000 --> 00:11:01.000]  你這樣罵我
[00:11:01.000 --> 00:11:03.000]  我不要站出來做事
[00:11:03.000 --> 00:11:05.000]  不是
[00:11:05.000 --> 00:11:07.000]  他說當我們站出來的時候
[00:11:07.000 --> 00:11:09.000]  誰願意
[00:11:09.000 --> 00:11:11.000]  承擔這個責任的時候
[00:11:11.000 --> 00:11:13.000]  他們的心態
[00:11:13.000 --> 00:11:15.000]  是應該存在什麼心態
[00:11:15.000 --> 00:11:17.000]  剛剛有個
[00:11:17.000 --> 00:11:19.000]  我們兩個禮拜前有個飯
[00:11:19.000 --> 00:11:21.000]  也是有個罪人
[00:11:21.000 --> 00:11:23.000]  在家裡吃飯
[00:11:23.000 --> 00:11:25.000]  他們約了兩對夫婦
[00:11:25.000 --> 00:11:27.000]  三對四對
[00:11:27.000 --> 00:11:29.000]  四對夫婦在當中
[00:11:29.000 --> 00:11:31.000]  有對夫婦有個弟兄
[00:11:31.000 --> 00:11:33.000]  剛剛就
[00:11:33.000 --> 00:11:35.000]  有個職位
[00:11:35.000 --> 00:11:37.000]  做所謂類似的
[00:11:37.000 --> 00:11:39.000]  team leader的性質
[00:11:39.000 --> 00:11:41.000]  就問了
[00:11:41.000 --> 00:11:43.000]  很多什麼的
[00:11:43.000 --> 00:11:45.000]  就是很多人事的關係
[00:11:45.000 --> 00:11:47.000]  每個team和每個team
[00:11:47.000 --> 00:11:49.000]  每個隊之間的關係
[00:11:49.000 --> 00:11:51.000]  哪個隊哪個team
[00:11:51.000 --> 00:11:53.000]  又可以爭一些東西
[00:11:53.000 --> 00:11:55.000]  自己組員裡面又有
[00:11:55.000 --> 00:11:57.000]  怎樣去處理呢
[00:11:57.000 --> 00:11:59.000]  其實聖經給了我們智慧
[00:11:59.000 --> 00:12:03.000]  當我們
[00:12:03.000 --> 00:12:05.000]  在受到這些情況
[00:12:05.000 --> 00:12:07.000]  好像處理這些
[00:12:07.000 --> 00:12:09.000]  團隊上面的
[00:12:09.000 --> 00:12:11.000]  事情上面
[00:12:11.000 --> 00:12:13.000]  feel like
[00:12:13.000 --> 00:12:15.000]  stuck了
[00:12:15.000 --> 00:12:17.000]  有沒有試過feel like stuck
[00:12:17.000 --> 00:12:19.000]  為什麼stuck了呢
[00:12:19.000 --> 00:12:21.000]  不知道怎樣算好
[00:12:21.000 --> 00:12:23.000]  究竟哪樣東西是重要
[00:12:23.000 --> 00:12:25.000]  有很多樣東西要做
[00:12:25.000 --> 00:12:27.000]  很多人事關係要處理
[00:12:27.000 --> 00:12:29.000]  很多責任上面的事情要處理
[00:12:29.000 --> 00:12:31.000]  究竟哪樣東西要去做
[00:12:31.000 --> 00:12:35.000]  有十樣東西二十樣東西
[00:12:35.000 --> 00:12:37.000]  哪樣東西要去做
[00:12:37.000 --> 00:12:39.000]  有很多要求
[00:12:39.000 --> 00:12:43.000]  組員有要求
[00:12:43.000 --> 00:12:45.000]  對上有要求
[00:12:45.000 --> 00:12:47.000]  左左右右
[00:12:47.000 --> 00:12:49.000]  大家平排的大家team leader都有要求
[00:12:49.000 --> 00:12:51.000]  怎樣選擇去做
[00:12:51.000 --> 00:12:53.000]  哪樣東西去做呢
[00:12:53.000 --> 00:12:55.000]  究竟我們
[00:12:55.000 --> 00:12:57.000]  在侍奉上面
[00:12:57.000 --> 00:12:59.000]  做領袖的時候
[00:12:59.000 --> 00:13:01.000]  開始有一點點
[00:13:01.000 --> 00:13:03.000]  有承擔了
[00:13:03.000 --> 00:13:05.000]  要服侍
[00:13:05.000 --> 00:13:07.000]  原來我們
[00:13:07.000 --> 00:13:09.000]  我們在乎我們的
[00:13:09.000 --> 00:13:11.000]  意象我們看到的什麼
[00:13:11.000 --> 00:13:13.000]  當我們看到
[00:13:13.000 --> 00:13:15.000]  有耶穌神的眼光
[00:13:15.000 --> 00:13:17.000]  的時候
[00:13:17.000 --> 00:13:19.000]  我們就看到哪樣東西
[00:13:19.000 --> 00:13:21.000]  是大
[00:13:21.000 --> 00:13:23.000]  great
[00:13:23.000 --> 00:13:25.000]  唱歌時唱
[00:13:25.000 --> 00:13:27.000]  傳遞至高時誰是greatest
[00:13:27.000 --> 00:13:29.000]  我們清楚知道世上
[00:13:29.000 --> 00:13:31.000]  沒有一樣東西我們任何一天
[00:13:31.000 --> 00:13:33.000]  不會比神
[00:13:33.000 --> 00:13:35.000]  更加大
[00:13:35.000 --> 00:13:37.000]  自己是非常渺小
[00:13:37.000 --> 00:13:39.000]  我們要看
[00:13:39.000 --> 00:13:41.000]  肥立秘書
[00:13:41.000 --> 00:13:43.000]  肥立秘書
[00:13:43.000 --> 00:13:45.000]  肥立秘書的時候看到
[00:13:45.000 --> 00:13:47.000]  如果我們
[00:13:47.000 --> 00:13:49.000]  真是主耶穌基督來到
[00:13:49.000 --> 00:13:51.000]  我們當中度成肉身的時候
[00:13:51.000 --> 00:13:53.000]  我們
[00:13:53.000 --> 00:13:55.000]  所見到的時候
[00:13:55.000 --> 00:13:57.000]  我們見到主耶穌謙卑下來
[00:13:57.000 --> 00:13:59.000]  祂所勸勉我們的
[00:13:59.000 --> 00:14:01.000]  是要我們怎樣
[00:14:01.000 --> 00:14:03.000]  心意合一
[00:14:03.000 --> 00:14:05.000]  一徒去試
[00:14:05.000 --> 00:14:07.000]  我們要存著一個慈悲憐憫的心
[00:14:07.000 --> 00:14:09.000]  前兩次講了
[00:14:09.000 --> 00:14:11.000]  好像肚子搞痛
[00:14:11.000 --> 00:14:13.000]  搞到真的坐不安
[00:14:13.000 --> 00:14:15.000]  吃不下的情況
[00:14:15.000 --> 00:14:17.000]  一個慈悲憐憫的心
[00:14:17.000 --> 00:14:19.000]  同一個心意體協神的心思意念
[00:14:19.000 --> 00:14:21.000]  我們就可以得到
[00:14:21.000 --> 00:14:23.000]  喜樂滿足的時候
[00:14:23.000 --> 00:14:25.000]  我們就會不會
[00:14:25.000 --> 00:14:27.000]  有結黨分黨派
[00:14:27.000 --> 00:14:29.000]  不會之間在爭鬥
[00:14:29.000 --> 00:14:31.000]  這樣
[00:14:31.000 --> 00:14:33.000]  存著一個謙卑
[00:14:33.000 --> 00:14:35.000]  服侍人心
[00:14:35.000 --> 00:14:37.000]  我們服侍的態度的時候
[00:14:37.000 --> 00:14:39.000]  這裡不是說多管閒事
[00:14:39.000 --> 00:14:41.000]  第四節
[00:14:41.000 --> 00:14:43.000]  不是說多管閒事
[00:14:43.000 --> 00:14:45.000]  這個不是這個意思
[00:14:45.000 --> 00:14:47.000]  他說是我們的眼光
[00:14:47.000 --> 00:14:49.000]  就不會顧著自己
[00:14:49.000 --> 00:14:51.000]  例如
[00:14:51.000 --> 00:14:53.000]  顧著自己升職
[00:14:53.000 --> 00:14:55.000]  拿獎
[00:14:55.000 --> 00:14:57.000]  公司很多的
[00:14:57.000 --> 00:14:59.000]  每年年尾頒什麼獎
[00:14:59.000 --> 00:15:01.000]  做老闆的都很想鼓勵員工
[00:15:01.000 --> 00:15:03.000]  頒個獎給你
[00:15:03.000 --> 00:15:05.000]  他說
[00:15:05.000 --> 00:15:07.000]  要體貼
[00:15:07.000 --> 00:15:09.000]  我們旁邊的人
[00:15:09.000 --> 00:15:11.000]  如果你做
[00:15:11.000 --> 00:15:13.000]  我就跟那個弟兄說
[00:15:13.000 --> 00:15:15.000]  你要看著小的
[00:15:15.000 --> 00:15:17.000]  為什麼要看著小的呢
[00:15:17.000 --> 00:15:19.000]  就是存在這個心
[00:15:19.000 --> 00:15:21.000]  我們自己
[00:15:21.000 --> 00:15:23.000]  不要顧著升職
[00:15:23.000 --> 00:15:25.000]  踩著別人上位
[00:15:25.000 --> 00:15:27.000]  職場上很多
[00:15:27.000 --> 00:15:29.000]  踩人上位
[00:15:29.000 --> 00:15:31.000]  自己的同事自己的組員都是這樣
[00:15:31.000 --> 00:15:33.000]  不要自己顧自己的事
[00:15:33.000 --> 00:15:35.000]  要顧周邊人的事情
[00:15:35.000 --> 00:15:39.000]  因為神的美善
[00:15:39.000 --> 00:15:41.000]  就是要我們
[00:15:41.000 --> 00:15:43.000]  做一個謙卑的人
[00:15:43.000 --> 00:15:45.000]  我們要將神的愛
[00:15:45.000 --> 00:15:47.000]  延伸到我們周邊的人
