
[00:00:00.000 --> 00:00:03.200]  各位弟兄姊妹,平安,感謝神
[00:02:28.700 --> 00:02:31.700]  他很想念你們眾人
[00:02:31.700 --> 00:02:34.000]  並且極其難過
[00:02:34.000 --> 00:02:37.100]  因為你們聽見他病了
[00:02:37.100 --> 00:02:39.300]  他實在是病了
[00:02:39.300 --> 00:02:41.100]  幾乎要死
[00:02:41.100 --> 00:02:43.200]  然而神憐恤他
[00:02:43.200 --> 00:02:46.200]  不但憐恤他也憐恤我
[00:02:46.200 --> 00:02:49.200]  免得我憂傷加憂
[00:02:49.200 --> 00:02:52.600]  所以我愈發急速打伐他去
[00:02:52.600 --> 00:02:54.700]  叫你們再見他
[00:02:54.700 --> 00:02:56.700]  就可以喜樂
[00:02:56.700 --> 00:02:59.700]  我也可以少些憂愁
[00:02:59.700 --> 00:03:04.900]  故此你們要在主裏歡歡樂樂地接待他
[00:03:04.900 --> 00:03:08.400]  而且要尊重這樣的人
[00:03:08.400 --> 00:03:13.300]  因他為做基督的功夫幾乎致死
[00:03:13.300 --> 00:03:15.000]  不顧性命
[00:03:15.000 --> 00:03:19.700]  要補足你們供給我的不求之處
[00:03:19.700 --> 00:03:22.000]  讓我們一起祈禱
[00:03:22.000 --> 00:03:26.400]  我們的天父上帝
[00:03:26.400 --> 00:03:29.500]  很感謝你因為你將你的話語賜給我們
[00:03:29.500 --> 00:03:32.400]  你感動當日保羅寫這封書信
[00:03:32.400 --> 00:03:34.700]  來鼓勵菲律賓的教會
[00:03:34.700 --> 00:03:37.700]  同樣這封書信也教導到今天的我們
[00:03:37.700 --> 00:03:41.500]  我們很需要神的聖靈去開啟我們的心竅
[00:03:41.500 --> 00:03:43.900]  讓我們能夠明白真理
[00:03:43.900 --> 00:03:46.600]  天父願意你與我們同在
[00:03:46.600 --> 00:03:49.000]  光照我們指引我們
[00:03:49.000 --> 00:03:49.700]  我們祈禱
[00:03:49.700 --> 00:03:52.500]  奉我主耶穌基督聖名祈求
[00:03:52.500 --> 00:03:53.500]  阿們
[00:03:53.500 --> 00:03:59.600]  在剛才我們所讀的書信當中
[00:03:59.600 --> 00:04:03.600]  我們看到保羅他想打發二巴佛提
[00:04:03.600 --> 00:04:06.200]  回到菲律賓教會那裏
[00:04:06.200 --> 00:04:08.300]  之前那段經文我們看到
[00:04:08.300 --> 00:04:11.000]  保羅會暫時留下提摩泰在身邊
[00:04:11.000 --> 00:04:16.100]  直到他看得出自己的案件如何了結為止
[00:04:16.100 --> 00:04:17.500]  取而代之
[00:04:17.500 --> 00:04:20.800]  就是請二巴佛提帶著這封書信
[00:04:20.800 --> 00:04:24.000]  回到菲律賓教會當中
[00:04:24.000 --> 00:04:26.300]  而在開頭第二十五節那裏
[00:04:26.300 --> 00:04:28.500]  保羅用了五個形容詞
[00:04:28.500 --> 00:04:32.600]  去表達二巴佛提在他心目中的身份
[00:04:32.600 --> 00:04:33.800]  在這裏列舉出來
[00:04:33.800 --> 00:04:34.900]  他是我的弟兄
[00:04:34.900 --> 00:04:38.100]  要我一同做工一同當兵
[00:04:38.100 --> 00:04:42.700]  是你們所差遣也是供給我需要的
[00:04:42.700 --> 00:04:45.700]  究竟這五個身份裏面有什麼特別呢
[00:04:45.700 --> 00:04:50.700]  在保羅筆下他怎樣來形容二巴佛提呢
[00:04:50.700 --> 00:04:54.500]  首先保羅提到二巴佛提是我的弟兄
[00:04:54.500 --> 00:04:57.200]  當保羅這樣形容二巴佛提的時候
[00:04:57.200 --> 00:05:00.000]  不知道你有沒有一些奇怪的感覺
[00:05:00.000 --> 00:05:02.600]  因為能夠和保羅見面
[00:05:02.600 --> 00:05:04.200]  關照保羅需要的
[00:05:04.200 --> 00:05:05.700]  當然是信徒
[00:05:05.700 --> 00:05:07.800]  當然是教會的弟兄姊妹
[00:05:07.800 --> 00:05:12.300]  但為何保羅在這裏特別提到他是我的弟兄呢
[00:05:12.300 --> 00:05:16.700]  在這裏相信重點並不是在「弟兄」這個形容上
[00:05:16.700 --> 00:05:19.600]  重點在形容「我的弟兄」
[00:05:19.600 --> 00:05:20.800]  對於保羅來說
[00:05:20.800 --> 00:05:23.500]  二巴佛提並不是任何一位的弟兄
[00:05:23.500 --> 00:05:26.000]  並不是那些因為叫不出別人的名字
[00:05:26.000 --> 00:05:27.800]  所以就好像譬如說
[00:05:27.800 --> 00:05:32.400]  「弟兄,可不可以麻煩你遞個程序表給我呢」
[00:05:32.400 --> 00:05:34.500]  「謝謝你,弟兄」
[00:05:34.500 --> 00:05:36.700]  這些就是因為叫不出別人的名字
[00:05:36.700 --> 00:05:39.500]  不太認識的時候禮貌的稱呼
[00:05:39.500 --> 00:05:40.500]  但在保羅眼中
[00:05:40.500 --> 00:05:42.800]  二巴佛提作為他的「弟兄」
[00:05:42.800 --> 00:05:44.800]  的意思就是不單止在屬靈上
[00:05:44.800 --> 00:05:47.300]  和保羅同樣有曾經的兒女身份
[00:05:47.300 --> 00:05:49.000]  主內一家的身份
[00:05:49.000 --> 00:05:54.800]  更加在他相處上建立一份緊密的信任
[00:05:54.800 --> 00:05:57.200]  分擔著同一個使命
[00:05:57.200 --> 00:06:00.700]  所以不單止說到二巴佛提是他的「弟兄」
[00:06:00.700 --> 00:06:02.500]  有一份屬靈上的關係
[00:06:02.500 --> 00:06:06.800]  更加第二方面形容到是「與我一同同工」
[00:06:06.800 --> 00:06:08.700]  「一同同工」這個詞語
[00:06:08.700 --> 00:06:09.900]  「synagos」
[00:06:09.900 --> 00:06:13.100]  是英文「synergy」
[00:06:13.100 --> 00:06:15.100]  我們有時都會聽到這個字眼
[00:06:15.100 --> 00:06:18.300]  是「協作」的字源
[00:06:18.300 --> 00:06:20.200]  在保羅書信裡面
[00:06:20.200 --> 00:06:21.800]  出現了12次裡面
[00:06:21.800 --> 00:06:23.900]  都是指到在福音上面
[00:06:23.900 --> 00:06:27.000]  是誰誰和保羅一起去合作
[00:06:27.000 --> 00:06:29.500]  一起去打拼的意思
[00:06:29.500 --> 00:06:32.100]  例如在羅馬書最後的一章
[00:06:32.100 --> 00:06:33.500]  即是十六章
[00:06:33.500 --> 00:06:35.600]  保羅列舉了很多個人名
[00:06:35.600 --> 00:06:38.100]  就是問他們安
[00:06:38.100 --> 00:06:42.200]  例如提到「問伯基拉和阿居拉安」這對夫婦
[00:06:42.200 --> 00:06:43.800]  他們在基督裡面
[00:06:43.800 --> 00:06:46.500]  「與我同工」的synergy
[00:06:46.500 --> 00:06:50.900]  「又為我的命將自己的頸項置於道外」
[00:06:50.900 --> 00:06:55.600]  這個是表達和保羅親密同工的關係
[00:06:55.600 --> 00:06:56.600]  在菲律賓書這裡
[00:06:56.600 --> 00:06:59.900]  給我們看到二巴佛提在福音上面
[00:06:59.900 --> 00:07:01.700]  和保羅一同作工
[00:07:01.700 --> 00:07:03.300]  不單只是他的弟兄
[00:07:03.300 --> 00:07:04.600]  更加在福音使命上面
[00:07:04.600 --> 00:07:07.700]  給了保羅很多的幫助
[00:07:07.700 --> 00:07:10.500]  當我們看到保羅被囚
[00:07:10.500 --> 00:07:11.900]  在羅馬城裡面
[00:07:11.900 --> 00:07:12.600]  在第一章裡面
[00:07:12.600 --> 00:07:14.900]  為甚麼他還能夠將這個福音
[00:07:14.900 --> 00:07:18.500]  傳導給駐營的全軍和其餘的人中呢
[00:07:18.500 --> 00:07:22.800]  相信是由提摩太、西拉、二巴佛提等等
[00:07:22.800 --> 00:07:26.700]  在當中協調、安排、約時間、搭路
[00:07:26.700 --> 00:07:29.700]  以及保羅在生活上有甚麼需要的時候
[00:07:29.700 --> 00:07:31.800]  不論是食物、衣物
[00:07:31.800 --> 00:07:33.200]  有甚麼要買的時候
[00:07:33.200 --> 00:07:34.900]  或者是和保羅一起
[00:07:34.900 --> 00:07:38.300]  去和士兵或者其他人去談到
[00:07:38.300 --> 00:07:43.000]  間接是在參與保羅的福音工作上面
[00:07:43.000 --> 00:07:45.100]  是保羅的緊密戰友
[00:07:45.100 --> 00:07:46.300]  所以第三個形容詞
[00:07:46.300 --> 00:07:48.500]  說到「一同當兵」的時候
[00:07:48.500 --> 00:07:50.000]  直接表明的意思
[00:07:50.000 --> 00:07:52.800]  就是二巴佛提和保羅一樣
[00:07:52.800 --> 00:07:56.100]  在屬靈的增戰上面參與
[00:07:56.100 --> 00:07:58.100]  有時候我們回想起傳福音
[00:07:58.100 --> 00:08:02.300]  在本質上面是屬靈的戰爭
[00:08:02.300 --> 00:08:04.000]  我們要將神的救恩
[00:08:04.000 --> 00:08:05.800]  將神所賜予的盼望
[00:08:05.800 --> 00:08:07.500]  永生的應許
[00:08:07.500 --> 00:08:10.200]  去講給這個世界聽的時候
[00:08:10.200 --> 00:08:13.900]  基本上是需要衝破這個黑暗世界的一個舉動
[00:08:13.900 --> 00:08:16.500]  是一個增戰的舉動
[00:08:16.500 --> 00:08:18.600]  例如我們回想起創世紀的時候
[00:08:18.600 --> 00:08:21.100]  當神說「意有光,就有光」
[00:08:21.100 --> 00:08:26.000]  神的說話是劃破了這個空虛、混沌的大地
[00:08:26.000 --> 00:08:27.400]  到底二巴佛所說的時候
[00:08:27.400 --> 00:08:28.500]  保羅也提到
[00:08:28.500 --> 00:08:31.900]  順道要穿戴神所賜予的全副軍裝
[00:08:31.900 --> 00:08:33.900]  為甚麼用軍裝來形容呢?
[00:08:33.900 --> 00:08:35.400]  因為很清楚
[00:08:35.400 --> 00:08:38.300]  保羅在《史不所書》六章十二節那裡
[00:08:38.300 --> 00:08:41.100]  因為我們不是跟屬血氣的增戰
[00:08:41.100 --> 00:08:46.100]  而是與各樣在天空屬靈氣的惡魔增戰
[00:08:46.100 --> 00:08:47.200]  保羅也指出
[00:08:47.200 --> 00:08:51.700]  屬靈的增戰並不是屬血氣的增戰
[00:08:51.700 --> 00:08:54.100]  而屬血氣的增戰是怎樣的呢?
[00:08:54.100 --> 00:08:56.200]  我們很多時候都會看到
[00:08:56.200 --> 00:08:58.900]  不論是近來的俄會戰爭
[00:08:58.900 --> 00:09:00.600]  或者在上個世紀的時候
[00:09:00.600 --> 00:09:03.600]  很生動的向我國的政治名句
[00:09:03.600 --> 00:09:05.900]  表達出屬靈血氣的增戰是甚麼呢?
[00:09:05.900 --> 00:09:06.700]  例如
[00:09:06.700 --> 00:09:08.900]  提到革命就不是請客吃飯
[00:09:08.900 --> 00:09:10.100]  不是做文章
[00:09:10.100 --> 00:09:11.500]  不是繪畫繡花
[00:09:11.500 --> 00:09:13.500]  不可以那麼雅致、慫容不逼
[00:09:13.500 --> 00:09:14.500]  文質彬彬
[00:09:14.500 --> 00:09:16.800]  也不可以那麼溫良公讓
[00:09:16.800 --> 00:09:18.100]  但屬靈的增戰
[00:09:18.100 --> 00:09:20.700]  與屬血氣的增戰就很不同
[00:09:20.700 --> 00:09:24.700]  事實上當回想起我們廚房的過程裡面
[00:09:24.700 --> 00:09:27.800]  我們就是透過請客吃飯
[00:09:27.800 --> 00:09:30.400]  就是透過文章
[00:09:30.400 --> 00:09:32.100]  上星期的《會默書信》
[00:09:32.100 --> 00:09:33.100]  是吳牧師所寫的
[00:09:33.100 --> 00:09:33.900]  大家有沒有看?
[00:09:33.900 --> 00:09:35.500]  這個也對應著
[00:09:35.500 --> 00:09:38.100]  近來在香港發生的事情
[00:09:38.100 --> 00:09:40.200]  我們也透過繪畫班
[00:09:40.200 --> 00:09:41.400]  插花
[00:09:41.400 --> 00:09:42.300]  很雅致的
[00:09:42.300 --> 00:09:43.100]  文質彬彬的
[00:09:43.100 --> 00:09:44.600]  溫良公讓的活動
[00:09:44.600 --> 00:09:48.000]  讓人去認識主耶穌基督
[00:09:48.000 --> 00:09:48.500]  當然
[00:09:48.500 --> 00:09:49.700]  除了在和平的時間
[00:09:49.700 --> 00:09:51.300]  我們可以以這樣的方式
[00:09:51.300 --> 00:09:54.300]  去展現、去傳揚耶穌之外
[00:09:54.300 --> 00:09:55.600]  我們也會紀念到
[00:09:55.600 --> 00:09:57.100]  所謂屬靈的增戰
[00:09:57.100 --> 00:09:59.200]  的確是要付上代價的
[00:09:59.200 --> 00:10:01.000]  在基督教不倫理古今
[00:10:01.000 --> 00:10:03.200]  中外的歷史裡面
[00:10:03.200 --> 00:10:04.500]  為了福音的緣故
[00:10:04.500 --> 00:10:06.400]  受到迫害的信徒
[00:10:06.400 --> 00:10:07.900]  為了跟隨主的腳踭
[00:10:07.900 --> 00:10:09.500]  來付上代價
[00:10:09.500 --> 00:10:11.700]  是有很多很多的信徒
[00:10:11.700 --> 00:10:13.400]  很多我們的弟兄姊妹
[00:10:13.400 --> 00:10:14.800]  傳道人、宣教士
[00:10:14.800 --> 00:10:16.000]  是很辛苦的
[00:10:16.000 --> 00:10:17.200]  很艱苦的
[00:10:17.200 --> 00:10:18.300]  為了將這個福音
[00:10:18.300 --> 00:10:22.300]  帶到還沒有認識耶穌基督的人的地方的時候
[00:10:22.300 --> 00:10:24.700]  都要付上很多的代價
[00:10:24.700 --> 00:10:27.000]  輪到「差遣」
[00:10:27.000 --> 00:10:29.800]  保羅對以巴佛題第四個形容詞
[00:10:29.800 --> 00:10:32.300]  說到「是你們所差遣的」
[00:10:32.300 --> 00:10:34.000]  原文的「apostolos」
[00:10:34.000 --> 00:10:35.800]  也成為後來英文的「apostle」
[00:10:35.800 --> 00:10:37.800]  中文的「使徒」
[00:10:37.800 --> 00:10:39.000]  「使徒」的意思
[00:10:39.000 --> 00:10:41.500]  就是被「差遣」出去的意思
[00:10:41.500 --> 00:10:42.800]  保羅用這個字的時候
[00:10:42.800 --> 00:10:44.100]  應該不是將以巴佛題
[00:10:44.100 --> 00:10:46.300]  列入為「使徒之一」
[00:10:46.300 --> 00:10:48.400]  因為我們在《事實行傳》裡面
[00:10:48.400 --> 00:10:49.200]  或者《福音書》裡面
[00:10:49.200 --> 00:10:50.900]  看到十二的「使徒」
[00:10:50.900 --> 00:10:54.100]  保羅也是被主耶穌基督親自的「差遣」
[00:10:54.100 --> 00:10:57.200]  被聖靈「差」出去做福音的工作
[00:10:57.200 --> 00:10:59.600]  而以巴佛題被「差遣」的意思
[00:10:59.600 --> 00:11:02.500]  就是他接受菲律賓教會所「差遣」
[00:11:02.500 --> 00:11:05.500]  有特定的工作、目標
[00:11:05.500 --> 00:11:09.500]  就是將菲律賓教會所籌措的支援
[00:11:09.500 --> 00:11:10.800]  贈送給保羅
[00:11:10.800 --> 00:11:14.300]  這個在之後以菲律賓書第四章看到的
[00:11:14.300 --> 00:11:16.700]  以照應他生活所需
[00:11:16.700 --> 00:11:17.800]  所以第五個形容詞
[00:11:17.800 --> 00:11:19.700]  說到「也是供給我所需的」
[00:11:19.700 --> 00:11:21.400]  就指到這方面了
[00:11:21.400 --> 00:11:22.600]  但是這個短句裡面
[00:11:22.600 --> 00:11:26.200]  保羅用了一個很特別的詞語來形容
[00:11:26.200 --> 00:11:28.200]  原文「Letergos」
[00:11:28.200 --> 00:11:30.100]  這個在新約聖經的用法
[00:11:30.100 --> 00:11:33.600]  是指到在神明的面前侍奉
[00:11:33.600 --> 00:11:37.700]  是一些分別為聖的職事、禮儀
[00:11:37.700 --> 00:11:38.800]  所以在保羅眼中
[00:11:38.800 --> 00:11:42.100]  以巴佛題將菲律賓教會的資助
[00:11:42.100 --> 00:11:43.700]  帶給他、送給他
[00:11:43.700 --> 00:11:46.100]  也為保羅去賓酒
[00:11:46.100 --> 00:11:48.900]  買各樣的日常用品、食物之類的
[00:11:48.900 --> 00:11:50.700]  這些也有一次
[00:11:50.700 --> 00:11:52.600]  好像疫情緊張的時候
[00:11:52.600 --> 00:11:55.600]  我們為需要我隔壁弟兄的姊妹
[00:11:55.600 --> 00:11:57.400]  購買物資
[00:11:57.400 --> 00:12:01.400]  購買檢測棒、乾糧、口罩
[00:12:01.400 --> 00:12:03.300]  這樣放在門口
[00:12:03.300 --> 00:12:06.400]  這些雖然看起來是供應日常所需的
[00:12:06.400 --> 00:12:08.300]  但是在保羅的眼中
[00:12:08.300 --> 00:12:11.200]  這個卻是一個侍奉
[00:12:11.200 --> 00:12:13.900]  在神面前所熱鬧的服侍
[00:12:13.900 --> 00:12:16.500]  所以當之後菲律賓書第四章也提到
[00:12:16.500 --> 00:12:19.400]  「因為我從以巴佛題受了你們的愧送
[00:12:19.400 --> 00:12:21.400]  就當作極美的香氣
[00:12:21.400 --> 00:12:28.800]  是為神所收納、所喜悅的祭物」
[00:12:28.800 --> 00:12:31.800]  保羅在這五方面去形容以巴佛題
[00:12:31.800 --> 00:12:34.800]  看來以巴佛題是很幫得保羅手的
[00:12:34.800 --> 00:12:36.200]  既然這麼好的弟兄
[00:12:36.200 --> 00:12:37.400]  那為什麼不留在身邊呢?
[00:12:37.400 --> 00:12:39.600]  為什麼要插他回去呢?
[00:12:39.600 --> 00:12:42.100]  原因就是因為在第二十六、二十八節那裡
[00:12:42.100 --> 00:12:43.800]  看到菲律賓教會
[00:12:43.800 --> 00:12:46.700]  原來他聽見以巴佛題病了
[00:12:46.700 --> 00:12:48.200]  他很擔心
[00:12:48.200 --> 00:12:50.800]  而以巴佛題因為他知道教會的人
[00:12:50.800 --> 00:12:52.500]  是知道他病了
[00:12:52.500 --> 00:12:55.400]  擔心自己而擔心
[00:12:55.400 --> 00:12:57.900]  很想念他們眾人
[00:12:57.900 --> 00:12:59.600]  有時候我們都明白到
[00:12:59.600 --> 00:13:02.800]  第一世紀裡面通訊也不是很方便的
[00:13:02.800 --> 00:13:05.700]  所以這幾節裡面所發生的時間的次序
[00:13:05.700 --> 00:13:07.700]  大概是應該以巴佛題
[00:13:07.700 --> 00:13:12.200]  將給教會的愧送帶到給保羅
[00:13:12.200 --> 00:13:14.800]  而在保羅就算接收到這些錢也好
[00:13:14.800 --> 00:13:16.800]  因為他不能夠出入
[00:13:16.800 --> 00:13:19.500]  所以以巴佛題四處奔走
[00:13:19.500 --> 00:13:22.500]  去買食物、物資、各樣的事情
[00:13:22.500 --> 00:13:25.900]  去到出出入入的
[00:13:25.900 --> 00:13:29.400]  在這些過程當中以巴佛題病了
[00:13:29.400 --> 00:13:32.500]  而當在一個自己不熟悉的城市裡面
[00:13:32.500 --> 00:13:34.300]  水土又未必適應的當中
[00:13:34.300 --> 00:13:36.400]  醫藥又不是那麼發達的時候
[00:13:36.400 --> 00:13:39.600]  病了可以是一件很大的事情
[00:13:39.600 --> 00:13:41.000]  而根據保羅的應用
[00:13:41.000 --> 00:13:43.800]  他也病得幾乎要死
[00:13:43.800 --> 00:13:46.100]  這一刻可能有其他弟兄姊妹將這個消息
[00:13:46.100 --> 00:13:47.800]  帶去菲律賓教會
[00:13:47.800 --> 00:13:49.800]  請他們在祈禱上支持
[00:13:49.800 --> 00:13:53.600]  或者請教會派一些人去支援
[00:13:53.600 --> 00:13:56.400]  所以菲律賓教會知道這個消息了
[00:13:56.400 --> 00:13:59.100]  很擔心派人去支援以巴佛題
[00:13:59.100 --> 00:14:01.800]  所以以巴佛題倒轉也知道
[00:14:01.800 --> 00:14:04.900]  原來教會知道他現在的情況
[00:14:04.900 --> 00:14:06.700]  但是在《神力保守之下》
[00:14:06.700 --> 00:14:08.400]  在二十七節裡面提到
[00:14:08.400 --> 00:14:12.300]  「然而神憐恤他,不但憐恤他,又憐恤我」
[00:14:12.300 --> 00:14:15.300]  意思就是以巴佛題他康復了
[00:14:15.300 --> 00:14:16.500]  在神力恩典之下
[00:14:16.500 --> 00:14:17.800]  原本是很大病的
[00:14:17.800 --> 00:14:21.000]  但是能夠可以健康
[00:14:21.000 --> 00:14:23.800]  保羅他自己也放下心頭大石
[00:14:23.800 --> 00:14:27.700]  除了是為了教會福音的侍功
[00:14:27.700 --> 00:14:29.700]  頂尖門的成長憂慮之外
[00:14:29.700 --> 00:14:32.200]  減少了這份擔憂
[00:14:32.200 --> 00:14:35.000]  但是以巴佛題康復的消息
[00:14:35.000 --> 00:14:37.200]  就未傳到菲律賓教會
[00:14:37.200 --> 00:14:38.900]  所以保羅他自己很心急
[00:14:38.900 --> 00:14:41.200]  希望快點打發他回去
[00:14:41.200 --> 00:14:43.000]  看到教會的弟兄姊妹
[00:14:43.000 --> 00:14:44.100]  包括他的家人
[00:14:44.100 --> 00:14:48.400]  能夠再見到一個健康的以巴佛題的時候
[00:14:48.400 --> 00:14:50.600]  就能夠很開心心去接待他
[00:14:50.600 --> 00:14:53.000]  就可以喜樂了
[00:14:53.000 --> 00:14:56.000]  但是這個還沒有事成的結束
[00:14:56.000 --> 00:14:58.700]  保羅之後他也會吩咐
[00:14:58.700 --> 00:14:59.900]  其實給教會
[00:14:59.900 --> 00:15:01.200]  第二十九節提到
[00:15:01.200 --> 00:15:04.600]  「故此你們要在主裡面歡歡樂樂地接待他」
[00:15:04.600 --> 00:15:07.100]  「並且要尊重這樣的人」
[00:15:07.100 --> 00:15:09.300]  為什麼保羅要這樣說呢?
[00:15:09.300 --> 00:15:12.600]  為什麼要特別提醒菲律賓教會要這樣說呢?
[00:15:12.600 --> 00:15:16.400]  會不會因為有時教會人多口窄
[00:15:16.400 --> 00:15:17.900]  有些頂尖門想表達
[00:15:17.900 --> 00:15:21.200]  他對以巴佛題的緊張、關心
[00:15:21.200 --> 00:15:23.600]  但是又不太懂得表達
[00:15:23.600 --> 00:15:25.500]  於是亂想而已
[00:15:25.500 --> 00:15:27.000]  「哎呀,以巴佛題」
[00:15:27.000 --> 00:15:28.100]  「為什麼你這麼論進」
[00:15:28.100 --> 00:15:30.100]  「在羅馬那裡生病了」
[00:15:30.100 --> 00:15:31.700]  「是不是吃錯了什麼東西」
[00:15:31.700 --> 00:15:35.100]  「是不是又太勞累了」
[00:15:35.100 --> 00:15:36.400]  「弄得自己生病了」
[00:15:36.400 --> 00:15:37.600]  「保羅又照應不了」
[00:15:37.600 --> 00:15:39.700]  「搞到那邊的教會要照顧你」
[00:15:39.700 --> 00:15:41.300]  「說你擔心之類」
[00:15:41.300 --> 00:15:42.800]  這類說話
[00:15:42.800 --> 00:15:45.200]  就算以巴佛題聽到之後不生氣也好
[00:15:45.200 --> 00:15:47.500]  也會很委屈的
[00:15:47.500 --> 00:15:49.900]  所以保羅作為一個熟齡的長者
[00:15:49.900 --> 00:15:51.100]  有這個份量的
[00:15:51.100 --> 00:15:52.400]  就先跟他們說
[00:15:52.400 --> 00:15:53.400]  吩咐他們
[00:15:53.400 --> 00:15:56.200]  「你們要歡歡樂樂地接待他」
[00:15:56.200 --> 00:15:58.400]  「並且要尊重這樣的人」
[00:15:58.400 --> 00:16:01.600]  就算可能他在支援保羅的事情上
[00:16:01.600 --> 00:16:02.500]  因為生病了
[00:16:02.500 --> 00:16:08.300]  有關阻滯或者好像原本計劃中的成功也好
[00:16:08.300 --> 00:16:10.100]  但是因為第三十節
[00:16:10.100 --> 00:16:11.600]  他為做基督的功夫
[00:16:11.600 --> 00:16:13.000]  幾乎致死
[00:16:13.000 --> 00:16:14.600]  不顧性命
[00:16:14.600 --> 00:16:15.600]  的意思就是
[00:16:15.600 --> 00:16:17.900]  以巴佛題他做基督的功夫
[00:16:17.900 --> 00:16:19.200]  可以說是辛勞
[00:16:19.200 --> 00:16:20.100]  在當中
[00:16:20.100 --> 00:16:22.500]  「不顧性命」這個詞意也不是指
[00:16:22.500 --> 00:16:24.700]  以巴佛題他是很魯莽的
[00:16:24.700 --> 00:16:26.500]  不愛惜自己的生命
[00:16:26.500 --> 00:16:30.600]  的意思就是他是要冒著生命危險
[00:16:30.600 --> 00:16:33.000]  這個也是環球聖經譯本的譯法
[00:16:33.000 --> 00:16:35.000]  願意冒著生命的危險
[00:16:35.000 --> 00:16:36.500]  為了福音的緣故
[00:16:36.500 --> 00:16:38.300]  去支援保羅
[00:16:38.300 --> 00:16:40.300]  因為我們無論在聖經裏面所看的
[00:16:40.300 --> 00:16:44.200]  或者我們現在在教會的歷史裏面所看到的都是
[00:16:44.200 --> 00:16:46.700]  在對福音開放的城市
[00:16:46.700 --> 00:16:47.700]  地方
[00:16:47.700 --> 00:16:48.400]  使徒
[00:16:48.400 --> 00:16:49.900]  領袖的主要工作
[00:16:49.900 --> 00:16:51.100]  就是辛勞
[00:16:51.100 --> 00:16:52.900]  就是去傳福音
[00:16:52.900 --> 00:16:54.100]  去跟人辯論
[00:16:54.100 --> 00:16:55.300]  去教導
