
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹,新年快樂!
[00:04:41.000 --> 00:04:42.000]  Amen!
[00:04:42.000 --> 00:04:43.000]  所以多謝主了
[00:04:43.000 --> 00:04:45.000]  今天這個主角
[00:04:45.000 --> 00:04:48.000]  剛才說了她叫甚麼名字?
[00:04:48.000 --> 00:04:49.000]  「阿比斯」
[00:04:49.000 --> 00:04:52.000]  但是她的名字一點也不美麗
[00:04:52.000 --> 00:04:54.000]  而且是一個奏作
[00:04:54.000 --> 00:04:57.000]  當人生的起點
[00:04:57.000 --> 00:04:59.000]  媽媽將孩子生出來的時候
[00:04:59.000 --> 00:05:02.000]  媽媽就改了她的名字
[00:05:02.000 --> 00:05:04.000]  叫做「阿比斯」
[00:05:04.000 --> 00:05:07.000]  還記得剛才的經文說甚麼嗎?
[00:05:07.000 --> 00:05:09.000]  意思是,我生孩子做甚麼?
[00:05:09.000 --> 00:05:11.000]  哇!甚是痛苦
[00:05:11.000 --> 00:05:14.000]  你看看旁邊有沒有一個媽媽坐在你旁邊
[00:05:14.000 --> 00:05:15.000]  你看看她
[00:05:15.000 --> 00:05:17.000]  誰生孩子不痛苦的呢?
[00:05:17.000 --> 00:05:19.000]  誰生孩子不痛苦的呢?
[00:05:19.000 --> 00:05:20.000]  為甚麼?
[00:05:20.000 --> 00:05:24.000]  這個媽媽要為「阿比斯」改一個這樣的名字
[00:05:24.000 --> 00:05:26.000]  還要當她長大的時候
[00:05:26.000 --> 00:05:28.000]  很多人一叫
[00:05:28.000 --> 00:05:29.000]  「阿比斯」
[00:05:29.000 --> 00:05:30.000]  「阿比斯」
[00:05:30.000 --> 00:05:32.000]  哇!很大的提醒
[00:05:32.000 --> 00:05:35.000]  你知不知道你媽媽生你的孩子是多麼痛苦的?
[00:05:35.000 --> 00:05:39.000]  於是就一生好像掛著一個
[00:05:39.000 --> 00:05:43.000]  貼了一個標籤在生命的裏面
[00:05:43.000 --> 00:05:45.000]  原來那個痛苦
[00:05:45.000 --> 00:05:49.000]  和我的名字是黏在一起的
[00:05:49.000 --> 00:05:51.000]  原來痛苦這個名字
[00:05:51.000 --> 00:05:55.000]  是和我一生的成長掛勾的
[00:05:55.000 --> 00:05:56.000]  是掛著的
[00:05:56.000 --> 00:05:58.000]  一叫我「阿比斯」的時候
[00:05:58.000 --> 00:06:00.000]  哇!就會想起甚麼?
[00:06:00.000 --> 00:06:02.000]  一點也不開心
[00:06:02.000 --> 00:06:04.000]  她整個生命流長
[00:06:04.000 --> 00:06:06.000]  應該會有很多困難
[00:06:06.000 --> 00:06:08.000]  很多痛苦和一個奏作
[00:06:08.000 --> 00:06:11.000]  當我們再看這段經文的時候
[00:06:11.000 --> 00:06:14.000]  第九節說到
[00:06:14.000 --> 00:06:19.000]  「阿比斯」給她重弟兄是更甚麼?
[00:06:19.000 --> 00:06:21.000]  對!更尊貴
[00:06:21.000 --> 00:06:24.000]  為甚麼這裡會說「更尊貴」?
[00:06:24.000 --> 00:06:28.000]  而下一句經文就是甚麼?
[00:06:28.000 --> 00:06:31.000]  「他母親給他起名叫阿比斯」
[00:06:31.000 --> 00:06:33.000]  意思是說
[00:06:33.000 --> 00:06:35.000]  我生他甚麼?
[00:06:35.000 --> 00:06:38.000]  甚是痛苦是否覺得很奇怪呢?
[00:06:38.000 --> 00:06:43.000]  為甚麼「尊貴」會和痛苦有關?
[00:06:43.000 --> 00:06:45.000]  而英文在聖經裏面
[00:06:45.000 --> 00:06:49.000]  直接說這個人是被尊敬的
[00:06:49.000 --> 00:06:52.000]  「A man of honor」是被尊榮、尊崇
[00:06:52.000 --> 00:06:55.000]  是被尊敬的那個
[00:06:55.000 --> 00:07:00.000]  原來在磨練、在困難、在痛苦裏面
[00:07:00.000 --> 00:07:06.000]  可以成為最尊貴的那個
[00:07:06.000 --> 00:07:11.000]  於是就成為了最尊貴的器皿
[00:07:11.000 --> 00:07:13.000]  所以為甚麼呢?
[00:07:13.000 --> 00:07:15.000]  為甚麼會成為一個尊貴的器皿?
[00:07:15.000 --> 00:07:18.000]  我們就要在祈禱文裏面
[00:07:18.000 --> 00:07:21.000]  我們就要去找答案
[00:07:21.000 --> 00:07:23.000]  經文有一個很特別的地方
[00:07:23.000 --> 00:07:26.000]  第九節那裏說「起名」
[00:07:26.000 --> 00:07:28.000]  當他在第十節的時候
[00:07:28.000 --> 00:07:30.000]  「阿比斯」立即做了甚麼?
[00:07:30.000 --> 00:07:32.000]  那兩個甚麼字?
[00:07:32.000 --> 00:07:33.000]  「求告」
[00:07:33.000 --> 00:07:39.000]  原來原文的字跟三個字母是一模一樣的
[00:07:39.000 --> 00:07:40.000]  意思是說
[00:07:40.000 --> 00:07:43.000]  一定上下一定有關係
[00:07:43.000 --> 00:07:47.000]  「起名」和「求告」一定有一個連繫性
[00:07:47.000 --> 00:07:50.000]  原來這兩字的經文就成為了
[00:07:50.000 --> 00:07:53.000]  那個平衡的結構是一個對比
[00:07:53.000 --> 00:07:54.000]  由「起名」
[00:07:54.000 --> 00:07:55.000]  我人生是痛苦的
[00:07:55.000 --> 00:07:57.000]  他馬上做甚麼?
[00:07:57.000 --> 00:07:59.000]  我立即就要去求告
[00:07:59.000 --> 00:08:02.000]  轉向神
[00:08:02.000 --> 00:08:03.000]  本來我的人生
[00:08:03.000 --> 00:08:05.000]  由我媽媽已經標記了
[00:08:05.000 --> 00:08:06.000]  我改了我的名字
[00:08:06.000 --> 00:08:07.000]  是這樣的時候
[00:08:07.000 --> 00:08:09.000]  我馬上做甚麼?
[00:08:09.000 --> 00:08:10.000]  我要去求告
[00:08:10.000 --> 00:08:12.000]  我要轉向神
[00:08:12.000 --> 00:08:15.000]  其實我人生不是這樣的
[00:08:15.000 --> 00:08:18.000]  我要將我整個人生轉向神
[00:08:18.000 --> 00:08:20.000]  這個祈禱文
[00:08:20.000 --> 00:08:23.000]  於是他就說了四個字
[00:08:23.000 --> 00:08:24.000]  這四個字是甚麼?
[00:08:24.000 --> 00:08:25.000]  一起讀一次吧
[00:08:25.000 --> 00:08:26.000]  準備
[00:08:26.000 --> 00:08:28.000]  「心願你賜福於我」
[00:08:28.000 --> 00:08:30.000]  「擴張我的境界」
[00:08:30.000 --> 00:08:32.000]  「常與我同在」
[00:08:32.000 --> 00:08:34.000]  「保佑我不遭患難」
[00:08:34.000 --> 00:08:36.000]  「不受艱苦」
[00:08:36.000 --> 00:08:38.000]  這四個祈禱文
[00:08:38.000 --> 00:08:42.000]  其實是一條線
[00:08:42.000 --> 00:08:44.000]  是彼此有關係的
[00:08:44.000 --> 00:08:46.000]  一句連著一句
[00:08:46.000 --> 00:08:48.000]  所以整個祈禱文裡
[00:08:48.000 --> 00:08:50.000]  有一個意思
[00:08:50.000 --> 00:08:51.000]  逐句來
[00:08:51.000 --> 00:08:53.000]  第一句祈禱文是甚麼?
[00:08:53.000 --> 00:08:55.000]  「我大大張口」
[00:08:55.000 --> 00:08:57.000]  「我馬上就要求」
[00:08:57.000 --> 00:09:00.000]  「心願你賜福於我」
[00:09:00.000 --> 00:09:02.000]  「主啊,你賜福於我吧」
[00:09:02.000 --> 00:09:04.000]  「我不想再因為我的名字」
[00:09:04.000 --> 00:09:07.000]  「去斷定我的人生」
[00:09:07.000 --> 00:09:10.000]  亞比斯有一個很大的相信
[00:09:10.000 --> 00:09:12.000]  就是神是一位
[00:09:12.000 --> 00:09:16.000]  「就在」也會變成甚麼?
[00:09:16.000 --> 00:09:17.000]  變成「祝福」
[00:09:17.000 --> 00:09:19.000]  「就在」也會變成「祝福」的神
[00:09:19.000 --> 00:09:21.000]  就算我的名字
[00:09:21.000 --> 00:09:23.000]  怎樣也好帶神
[00:09:23.000 --> 00:09:27.000]  你是可以帶來一個扭轉
[00:09:27.000 --> 00:09:29.000]  因為亞比斯他相信
[00:09:29.000 --> 00:09:31.000]  上帝是有盼望
[00:09:31.000 --> 00:09:33.000]  上帝是可以改變的
[00:09:33.000 --> 00:09:35.000]  上帝是可以賜福
[00:09:35.000 --> 00:09:40.000]  因為上帝是一個賜福的源頭
[00:09:40.000 --> 00:09:43.000]  上帝是一個祝福的源頭
[00:09:43.000 --> 00:09:45.000]  而這份祝福的禮物
[00:09:45.000 --> 00:09:49.000]  上帝說所有祂給人的
[00:09:49.000 --> 00:09:51.000]  每一樣的福氣
[00:09:51.000 --> 00:09:53.000]  都不會「撲」了一塊
[00:09:53.000 --> 00:09:55.000]  都不會「崩」了一塊
[00:09:55.000 --> 00:09:57.000]  每一樣的福氣
[00:09:57.000 --> 00:09:59.000]  都是完完全全完整
[00:09:59.000 --> 00:10:01.000]  是很滿足的
[00:10:01.000 --> 00:10:03.000]  是徹徹底底
[00:10:03.000 --> 00:10:05.000]  完整完全的福氣
[00:10:05.000 --> 00:10:08.000]  要淋到在誰裏面呢?
[00:10:08.000 --> 00:10:13.000]  亞比斯心願你賜福給我
[00:10:13.000 --> 00:10:16.000]  亞比斯一開口的祈禱
[00:10:16.000 --> 00:10:18.000]  賜福給我
[00:10:18.000 --> 00:10:19.000]  大家知道嗎?
[00:10:19.000 --> 00:10:22.000]  這句經文給我的反省
[00:10:22.000 --> 00:10:24.000]  當大家知道
[00:10:24.000 --> 00:10:25.000]  1月1日的時候
[00:10:25.000 --> 00:10:27.000]  我們已經零收了
[00:10:27.000 --> 00:10:29.000]  在哪裏呢?還記不記得?
[00:10:29.000 --> 00:10:31.000]  不記得了?Hello?
[00:10:31.000 --> 00:10:33.000]  歷代至上
[00:10:33.000 --> 00:10:35.000]  1月1日就開始加普了
[00:10:35.000 --> 00:10:36.000]  知道嗎?
[00:10:36.000 --> 00:10:38.000]  一照九著不斷加普
[00:10:38.000 --> 00:10:40.000]  掃到大衛王朝
[00:10:40.000 --> 00:10:42.000]  原來當零收的時候
[00:10:42.000 --> 00:10:44.000]  神就用一句經文
[00:10:44.000 --> 00:10:46.000]  已經光照我
[00:10:46.000 --> 00:10:48.000]  很多很多的祈禱
[00:10:48.000 --> 00:10:50.000]  都是為人的需要
[00:10:50.000 --> 00:10:52.000]  1月1日開始
[00:10:52.000 --> 00:10:54.000]  你就教會點點點
[00:10:54.000 --> 00:10:55.000]  服侍密密密
[00:10:55.000 --> 00:10:57.000]  你只會顧及別人
[00:10:57.000 --> 00:11:00.000]  你有沒有顧及自己呢?
[00:11:00.000 --> 00:11:03.000]  好像被神一下子打下來
[00:11:03.000 --> 00:11:05.000]  我經常跟婦女說
[00:11:05.000 --> 00:11:07.000]  這裡有很多媽媽
[00:11:07.000 --> 00:11:10.000]  婦女們其實十個有十個
[00:11:10.000 --> 00:11:14.000]  都是照顧型的媽媽
[00:11:14.000 --> 00:11:16.000]  你看看旁邊那個
[00:11:16.000 --> 00:11:17.000]  子女那些
[00:11:17.000 --> 00:11:19.000]  快些多謝你媽媽
[00:11:19.000 --> 00:11:20.000]  親她一口
[00:11:20.000 --> 00:11:22.000]  很多媽媽照顧型
[00:11:22.000 --> 00:11:25.000]  很上心那些
[00:11:25.000 --> 00:11:27.000]  家裏大大小小的東西
[00:11:27.000 --> 00:11:29.000]  總是抱在身上
[00:11:29.000 --> 00:11:32.000]  全部東西都在自己的裏面
[00:11:32.000 --> 00:11:34.000]  我做什麼都是
[00:11:34.000 --> 00:11:36.000]  抹地抹鬼
[00:11:36.000 --> 00:11:39.000]  全部都是媽媽
[00:11:39.000 --> 00:11:40.000]  婦女們
[00:11:40.000 --> 00:11:43.000]  很努力祝福自己的家庭
[00:11:43.000 --> 00:11:45.000]  所以每一個媽媽
[00:11:45.000 --> 00:11:46.000]  每一個婦女
[00:11:46.000 --> 00:11:49.000]  都已經長時間
[00:11:49.000 --> 00:11:52.000]  高度訓練成為
[00:11:52.000 --> 00:11:54.000]  入得廚房
[00:11:54.000 --> 00:11:56.000]  接著什麼?
[00:11:56.000 --> 00:11:58.000]  出得廳堂的精兵
[00:11:58.000 --> 00:12:00.000]  跟你旁邊的婦女說一說
[00:12:00.000 --> 00:12:01.000]  稱讚一下她
[00:12:01.000 --> 00:12:03.000]  入得廚房
[00:12:03.000 --> 00:12:04.000]  出得廳堂
[00:12:04.000 --> 00:12:06.000]  還要拍掌
[00:12:06.000 --> 00:12:08.000]  的精兵
[00:12:08.000 --> 00:12:09.000]  我還未說完
[00:12:09.000 --> 00:12:11.000]  其實先回來
[00:12:11.000 --> 00:12:13.000]  其實我想說
[00:12:13.000 --> 00:12:15.000]  其實我也是
[00:12:15.000 --> 00:12:16.000]  不過我是
[00:12:16.000 --> 00:12:18.000]  入得廚房
[00:12:18.000 --> 00:12:21.000]  上得港台的木訣
[00:12:21.000 --> 00:12:23.000]  開玩笑的
[00:12:23.000 --> 00:12:24.000]  純粹開玩笑
[00:12:24.000 --> 00:12:26.000]  當我靈修的時候
[00:12:26.000 --> 00:12:28.000]  我彷彿好像
[00:12:28.000 --> 00:12:31.000]  被神一下子扑了我的頭
[00:12:31.000 --> 00:12:33.000]  我在想
[00:12:33.000 --> 00:12:35.000]  其實真的
[00:12:35.000 --> 00:12:38.000]  我真的很少
[00:12:38.000 --> 00:12:40.000]  顧及自己
[00:12:40.000 --> 00:12:42.000]  或者照顧自己
[00:12:42.000 --> 00:12:45.000]  我不知道在座的弟兄姊妹
[00:12:45.000 --> 00:12:47.000]  是否跟我一樣
[00:12:47.000 --> 00:12:49.000]  所以新一年
[00:12:49.000 --> 00:12:51.000]  我真的很想像亞比斯那樣
[00:12:51.000 --> 00:12:53.000]  一開始就大聲
[00:12:53.000 --> 00:12:54.000]  心願你
[00:12:54.000 --> 00:12:55.000]  賜福
[00:12:55.000 --> 00:12:57.000]  祝福給我
[00:12:57.000 --> 00:13:00.000]  亞比斯不再在
[00:13:00.000 --> 00:13:01.000]  奏作的裏面
[00:13:01.000 --> 00:13:03.000]  他要轉向神
[00:13:03.000 --> 00:13:05.000]  他要清楚人生的路
[00:13:05.000 --> 00:13:06.000]  有主
[00:13:06.000 --> 00:13:08.000]  無論將來未來
[00:13:08.000 --> 00:13:09.000]  甚麼都好
[00:13:09.000 --> 00:13:10.000]  預備未來
[00:13:10.000 --> 00:13:12.000]  發生甚麼事
[00:13:12.000 --> 00:13:13.000]  有主
[00:13:13.000 --> 00:13:14.000]  在這裏
[00:13:14.000 --> 00:13:16.000]  一定會看著主之道
[00:13:16.000 --> 00:13:18.000]  如亞比斯一樣
[00:13:18.000 --> 00:13:19.000]  痛苦
[00:13:19.000 --> 00:13:20.000]  好像他的名字
[00:13:20.000 --> 00:13:24.000]  不能阻礙神的賜福
[00:13:24.000 --> 00:13:25.000]  在困難裏面
[00:13:25.000 --> 00:13:27.000]  我仍要
[00:13:27.000 --> 00:13:29.000]  大大聲聲張口
[00:13:29.000 --> 00:13:31.000]  心願你做甚麼
[00:13:31.000 --> 00:13:33.000]  賜福於我
[00:13:33.000 --> 00:13:36.000]  這個福是甚麼呢
[00:13:36.000 --> 00:13:37.000]  他說
[00:13:37.000 --> 00:13:38.000]  主啊
[00:13:38.000 --> 00:13:39.000]  祢要
[00:13:39.000 --> 00:13:40.000]  做甚麼
[00:13:40.000 --> 00:13:41.000]  擴張我的
[00:13:41.000 --> 00:13:42.000]  懂得背嗎
[00:13:42.000 --> 00:13:45.000]  擴張我的境界
[00:13:45.000 --> 00:13:47.000]  擴張我甚麼境界呢
[00:13:47.000 --> 00:13:48.000]  如果英文聖經
[00:13:48.000 --> 00:13:49.000]  他說
[00:13:49.000 --> 00:13:50.000]  Give me land
[00:13:50.000 --> 00:13:52.000]  給我有甚麼
[00:13:52.000 --> 00:13:54.000]  給我有地
[00:13:54.000 --> 00:13:55.000]  還有一大片的
[00:13:55.000 --> 00:13:57.000]  large tract of land
[00:13:57.000 --> 00:13:59.000]  原來亞比斯
[00:13:59.000 --> 00:14:00.000]  他求的
[00:14:00.000 --> 00:14:02.000]  是要更多的地
[00:14:02.000 --> 00:14:04.000]  更多的地
[00:14:04.000 --> 00:14:05.000]  那地做甚麼呢
[00:14:05.000 --> 00:14:08.000]  原來地對以色列而言
[00:14:08.000 --> 00:14:10.000]  是非常之重要
[00:14:10.000 --> 00:14:11.000]  為甚麼
[00:14:11.000 --> 00:14:13.000]  由創世時代開始
[00:14:13.000 --> 00:14:15.000]  有三個英許
[00:14:15.000 --> 00:14:17.000]  是神特意
[00:14:17.000 --> 00:14:19.000]  要祝福以色列
[00:14:19.000 --> 00:14:21.000]  是有三個英許
[00:14:21.000 --> 00:14:22.000]  是神特意
[00:14:22.000 --> 00:14:24.000]  是給亞伯拉罕的
[00:14:24.000 --> 00:14:25.000]  第一個
[00:14:25.000 --> 00:14:27.000]  就是國民
[00:14:27.000 --> 00:14:29.000]  神應該給亞伯拉罕的子孫
[00:14:29.000 --> 00:14:32.000]  要好像地上的甚麼
[00:14:32.000 --> 00:14:33.000]  哇
[00:14:33.000 --> 00:14:35.000]  塵沙
[00:14:35.000 --> 00:14:36.000]  一樣那麼多
[00:14:36.000 --> 00:14:38.000]  還要成為一個
[00:14:38.000 --> 00:14:39.000]  甚麼來的
[00:14:39.000 --> 00:14:41.000]  大國
[00:14:41.000 --> 00:14:42.000]  所以神說
[00:14:42.000 --> 00:14:43.000]  祝福這個以色列
[00:14:43.000 --> 00:14:45.000]  祝福亞伯拉罕的後裔
[00:14:45.000 --> 00:14:47.000]  要生養眾多
[00:14:47.000 --> 00:14:48.000]  要遍滿全地
[00:14:48.000 --> 00:14:49.000]  但我想想
[00:14:49.000 --> 00:14:50.000]  人多
[00:14:50.000 --> 00:14:52.000]  最重要有甚麼
[00:14:52.000 --> 00:14:53.000]  你都不敢生那麼多
[00:14:53.000 --> 00:14:54.000]  為甚麼
[00:14:54.000 --> 00:14:56.000]  你要換大樓
[00:14:56.000 --> 00:14:57.000]  要換大屋
[00:14:57.000 --> 00:14:58.000]  所以
[00:14:58.000 --> 00:15:00.000]  原來神英許
[00:15:00.000 --> 00:15:01.000]  給亞伯拉罕
[00:15:01.000 --> 00:15:04.000]  還有地土
[00:15:04.000 --> 00:15:05.000]  這塊土地
[00:15:05.000 --> 00:15:07.000]  成為了亞伯拉罕子孫
[00:15:07.000 --> 00:15:10.000]  所立的國家的國土
[00:15:10.000 --> 00:15:12.000]  於是一直擴展
[00:15:12.000 --> 00:15:13.000]  到了以色列
[00:15:13.000 --> 00:15:15.000]  有多少個支派
[00:15:15.000 --> 00:15:17.000]  十二個支派
[00:15:17.000 --> 00:15:19.000]  更加驚聞未講完
[00:15:19.000 --> 00:15:24.000]  地上的萬族都要因你而得福
[00:15:24.000 --> 00:15:26.000]  亞伯拉罕的後裔
[00:15:26.000 --> 00:15:28.000]  十二支派以色列
[00:15:28.000 --> 00:15:31.000]  因著神這一個的英許
[00:15:31.000 --> 00:15:33.000]  這三個的英許
[00:15:33.000 --> 00:15:34.000]  這三個的福
[00:15:34.000 --> 00:15:36.000]  就成為了
[00:15:36.000 --> 00:15:37.000]  歷代至上
[00:15:37.000 --> 00:15:39.000]  由第一章
[00:15:39.000 --> 00:15:42.000]  去到第九章的家譜
[00:15:42.000 --> 00:15:43.000]  誰生誰
[00:15:43.000 --> 00:15:44.000]  哪一代又到哪一代
[00:15:44.000 --> 00:15:46.000]  一道理都延續下去
[00:15:46.000 --> 00:15:48.000]  整個地圖的板塊
[00:15:48.000 --> 00:15:50.000]  多少的人口
[00:15:50.000 --> 00:15:51.000]  那些資源
[00:15:51.000 --> 00:15:53.000]  不斷地擴展
[00:15:53.000 --> 00:15:55.000]  亞伯拉罕的祈禱
[00:15:55.000 --> 00:15:57.000]  看起來
[00:15:57.000 --> 00:16:00.000]  好像是為自己去祈禱
[00:16:00.000 --> 00:16:02.000]  但是其實
[00:16:02.000 --> 00:16:04.000]  擴張他的境界
[00:16:04.000 --> 00:16:06.000]  同樣這個我
[00:16:06.000 --> 00:16:09.000]  都包括了整個以色列
[00:16:09.000 --> 00:16:11.000]  國民
[00:16:11.000 --> 00:16:12.000]  國土
[00:16:12.000 --> 00:16:14.000]  和福分
[00:16:14.000 --> 00:16:18.000]  這些是我們稱為漢德見的
[00:16:18.000 --> 00:16:20.000]  的境界
[00:16:20.000 --> 00:16:22.000]  漢德見的境界
[00:16:22.000 --> 00:16:24.000]  已經放在聖經裏面
