
[00:00:00.000 --> 00:00:04.160]  大公子,平安,我們一起祈禱
[00:02:58.400 --> 00:03:01.080]  因為太忙了
[00:03:01.080 --> 00:03:04.320]  睡覺之前連祈禱都沒有
[00:03:04.320 --> 00:03:08.080]  於是他要改變自己的生活
[00:03:08.080 --> 00:03:14.120]  他就決定要早上五點半起床
[00:03:14.120 --> 00:03:15.400]  因為十點鐘睡覺
[00:03:15.720 --> 00:03:21.080]  五點半起床,去靈修園的小禮堂
[00:03:21.080 --> 00:03:23.680]  他要跪下來祈禱
[00:03:23.680 --> 00:03:26.280]  因為虧欠了神,又要補償
[00:03:26.280 --> 00:03:32.680]  第二天,五點半,他準點到了
[00:03:32.680 --> 00:03:36.960]  他就覺得很開心,這麼早就起床了
[00:03:36.960 --> 00:03:42.040]  祈禱的時候,周圍還沒天亮
[00:03:42.360 --> 00:03:47.800]  一個人在那裡很放鬆
[00:03:47.800 --> 00:03:52.640]  所以他覺得這樣的靈修很有幫助
[00:03:52.640 --> 00:03:59.640]  第二天,他準點五點半要到了
[00:03:59.640 --> 00:04:03.080]  剛剛開始預備祈禱的時候
[00:04:03.080 --> 00:04:06.640]  突然間,前面還有一個人
[00:04:06.640 --> 00:04:09.360]  比他早到了
[00:04:11.000 --> 00:04:14.800]  他就開始擇備自己
[00:04:14.800 --> 00:04:18.080]  他說,我是不是有點懶惰
[00:04:18.080 --> 00:04:21.200]  你看看別人,別人這麼勤奮
[00:04:21.200 --> 00:04:26.160]  他說,不行,我要五點十五分到這裡祈禱
[00:04:26.160 --> 00:04:30.760]  五點十五分來,是一個人
[00:04:30.760 --> 00:04:36.680]  他又覺得很放鬆,祈禱交託給神
[00:04:37.360 --> 00:04:42.800]  第三天,他到了發現,那個人又早了
[00:04:42.800 --> 00:04:48.040]  他說,不行,我怎麼可以懶惰
[00:04:48.040 --> 00:04:51.560]  我不可以再想,再早一點
[00:04:51.560 --> 00:04:56.160]  他就決定五點起床去祈禱
[00:04:56.160 --> 00:05:02.000]  最終有一天,他已經四點半起床了
[00:05:02.000 --> 00:05:06.600]  不是四點半起床,是四點半說到小禮堂
[00:05:08.320 --> 00:05:13.160]  接著他在祈禱的時候,他發現很難放鬆
[00:05:13.160 --> 00:05:17.360]  他心想,我做什麼?
[00:05:17.360 --> 00:05:20.800]  我有沒有安靜休息?
[00:05:20.800 --> 00:05:28.000]  沒有,我的戰場不過從商場搬到了修道院
[00:05:28.000 --> 00:05:32.920]  我的工作從管理變成靈修
[00:05:32.920 --> 00:05:35.840]  我只不過換了一個地方
[00:05:36.160 --> 00:05:40.440]  換了一種方式,是廝殺感,是不是呢?
[00:05:40.440 --> 00:05:45.240]  當我聽完這個故事,我就想
[00:05:45.240 --> 00:05:52.040]  這個是不是我們生活的真實的寫照呢?
[00:05:52.040 --> 00:05:57.120]  是不是我們都市人
[00:05:57.120 --> 00:06:01.520]  要真的靜下來,平靜安穩地休息
[00:06:01.520 --> 00:06:05.960]  對於我們都市人來說,是不是真的很奢侈呢?
[00:06:06.600 --> 00:06:11.960]  因為我們發現,在這個繁忙的都市裏面
[00:06:11.960 --> 00:06:16.200]  這些生活把我們變成了很多不同的角色
[00:06:16.200 --> 00:06:24.160]  早上,我們可能是父親、母親、妻子、丈夫
[00:06:24.160 --> 00:06:26.160]  或者是保母
[00:06:26.160 --> 00:06:33.040]  上週十點鐘,我們變成了經理、銷售
[00:06:33.040 --> 00:06:37.600]  程序員、老師、醫生
[00:06:37.600 --> 00:06:42.240]  下週兩點,我們要華麗變身
[00:06:42.240 --> 00:06:44.240]  變成上司或者下屬
[00:06:44.240 --> 00:06:47.440]  或者是臨時的投資專家
[00:06:47.440 --> 00:06:49.760]  看看股票如何
[00:06:49.760 --> 00:06:53.920]  美股也好,港股也好,要看看
[00:06:53.920 --> 00:06:59.360]  接著,可能下週四點鐘,要變成出村的旅行者
[00:06:59.360 --> 00:07:01.360]  跑腿
[00:07:01.360 --> 00:07:03.800]  或者是老闆的受氣包
[00:07:03.800 --> 00:07:11.760]  晚上七點鐘,我們就變回港路的、港地鐵的路人家
[00:07:11.760 --> 00:07:15.480]  或者是買菜、買肉的專家
[00:07:15.480 --> 00:07:21.600]  回到家裡,我們又變成了小孩的義務老師
[00:07:21.600 --> 00:07:24.480]  或者是憤怒的保母
[00:07:24.480 --> 00:07:27.960]  早上是保母,晚上是憤怒的保母
[00:07:28.720 --> 00:07:31.840]  或者是妻子、或者是丈夫的受氣包
[00:07:31.840 --> 00:07:37.120]  所以在這種高速運轉的生活當中
[00:07:37.120 --> 00:07:40.560]  我們的時間被分過了
[00:07:40.560 --> 00:07:43.360]  我們的身份分裂了
[00:07:43.360 --> 00:07:47.840]  我們不停地說「得得拉」
[00:07:47.840 --> 00:07:50.720]  我們「咸石沖沖」
[00:07:50.720 --> 00:07:54.040]  加上前幾年的疫情
[00:07:54.040 --> 00:07:57.040]  香港的變化真的很巨大
[00:07:58.320 --> 00:08:03.440]  所以,會不會心裡有些放不下的憤怒呢?
[00:08:03.440 --> 00:08:10.520]  有沒有很多放不下的不能原諒呢?
[00:08:10.520 --> 00:08:15.560]  還是有那些望不完的焦慮
[00:08:15.560 --> 00:08:18.600]  疲倦之後的低落呢?
[00:08:18.600 --> 00:08:23.680]  我想說都話少都會有的
[00:08:23.680 --> 00:08:27.200]  我們會不會問自己
[00:08:27.720 --> 00:08:29.720]  「這是不是幸福生活來的?」
[00:08:29.720 --> 00:08:33.880]  「這是不是神賜給我們的生活來的?」
[00:08:33.880 --> 00:08:36.360]  「我們是神的子民嗎?」
[00:08:36.360 --> 00:08:41.600]  我相信,不單止我們
[00:08:41.600 --> 00:08:45.400]  古代猶大地很多猶太人
[00:08:45.400 --> 00:08:49.000]  都會跟我們問差不多的問題
[00:08:49.000 --> 00:08:53.160]  「這是不是神給我們的生活來的?」
[00:08:55.280 --> 00:08:59.200]  那個時候,他們是「黃過勞」
[00:08:59.200 --> 00:09:02.560]  沒有身份,沒有地位,受歧視
[00:09:02.560 --> 00:09:11.120]  貧富懸殊,醫療、教育、社會福利都非常落後
[00:09:11.120 --> 00:09:14.480]  我們現在是不是都在擔心香港的醫療系統呢?
[00:09:14.480 --> 00:09:23.440]  羅馬官員有些猶太宗教領袖經常欺壓人民
[00:09:23.880 --> 00:09:26.600]  所以你想想,他們會不會更加徬徨
[00:09:26.600 --> 00:09:29.200]  更加多的問這些問題呢?
[00:09:29.200 --> 00:09:32.440]  他們會不會比我們更加辛苦呢?
[00:09:32.440 --> 00:09:37.080]  他們問了很久很久
[00:09:37.080 --> 00:09:40.120]  上帝給了他們一個答案
[00:09:40.120 --> 00:09:42.120]  這個答案是什麼呢?
[00:09:42.120 --> 00:09:45.080]  這個答案就是「耶穌基督」
[00:09:45.080 --> 00:09:50.360]  所以我們今天一起來看看這段經文
[00:09:50.960 --> 00:09:55.360]  「馬太福音」,1章25至30節
[00:09:55.360 --> 00:09:57.040]  讓我們一起來看看
[00:09:57.040 --> 00:10:01.400]  主耶穌給出了怎樣的答案給我們
[00:10:01.400 --> 00:10:09.440]  在25節,耶穌讚美上帝
[00:10:09.440 --> 00:10:12.880]  但在這個讚美當中,我們有一個細節可以看看
[00:10:12.880 --> 00:10:15.640]  他稱上帝是誰?
[00:10:15.640 --> 00:10:19.120]  他稱上帝是誰?剛剛讀完
[00:10:20.400 --> 00:10:21.280]  是「父」
[00:10:21.280 --> 00:10:23.640]  他表明了他的身份是什麼呢?
[00:10:23.640 --> 00:10:25.920]  是上帝的兒子
[00:10:25.920 --> 00:10:30.120]  另外,他稱上帝為「天地之主」
[00:10:30.120 --> 00:10:34.560]  宣告了上帝要超越這個城市
[00:10:34.560 --> 00:10:36.480]  超越這個宇宙的主權
[00:10:36.480 --> 00:10:39.080]  大家想想
[00:10:39.080 --> 00:10:42.480]  如果耶穌基督是上帝的兒子
[00:10:42.480 --> 00:10:45.120]  耶穌基督給出的答案
[00:10:45.120 --> 00:10:47.240]  是不是終極答案呢?
[00:10:49.760 --> 00:10:51.680]  很肯定,應該是
[00:10:51.680 --> 00:10:56.560]  但這個終極答案,耶穌說
[00:10:56.560 --> 00:10:58.640]  不是人人都可以領受的
[00:10:58.640 --> 00:11:01.320]  小朋友可以領受
[00:11:01.320 --> 00:11:05.200]  但太過聰明智慧的人
[00:11:05.200 --> 00:11:07.240]  反而不能領受
[00:11:07.240 --> 00:11:09.160]  為什麼呢?
[00:11:09.160 --> 00:11:14.440]  因為那些太過聰明智慧的人
[00:11:14.440 --> 00:11:17.120]  就是耶穌上一段經文批評的人
[00:11:18.440 --> 00:11:21.320]  這些人自負而聰明
[00:11:21.320 --> 00:11:25.960]  為自己設計好道路
[00:11:25.960 --> 00:11:28.640]  用力跑
[00:11:28.640 --> 00:11:31.680]  但不知道真正終點在哪裡
[00:11:31.680 --> 00:11:34.600]  強壯有力
[00:11:34.600 --> 00:11:38.040]  但不知道有一天終究
[00:11:38.040 --> 00:11:40.800]  有一天會老了
[00:11:40.800 --> 00:11:45.760]  所以,《紅樓夢》裡說這種人
[00:11:46.440 --> 00:11:49.560]  身後有餘望索手
[00:11:49.560 --> 00:11:53.240]  身後有餘就忘記索著手
[00:11:53.240 --> 00:11:58.040]  眼前無路想回頭
[00:11:58.040 --> 00:12:02.720]  傳道書說這種人
[00:12:02.720 --> 00:12:04.920]  勞碌卻不享福
[00:12:04.920 --> 00:12:08.200]  所以,也是勞苦
[00:12:08.200 --> 00:12:09.880]  也是虛雄
[00:12:09.880 --> 00:12:12.440]  為什麼呢?
[00:12:12.800 --> 00:12:16.680]  因為這個字的意思是什麼?
[00:12:16.680 --> 00:12:19.680]  就是依靠自己聰明的人的意思
[00:12:19.680 --> 00:12:22.680]  因為他經常有靠自己
[00:12:22.680 --> 00:12:26.800]  但小朋友也不同
[00:12:26.800 --> 00:12:30.240]  現在的小朋友都很聰明
[00:12:30.240 --> 00:12:32.800]  雖然未必很傻很天真
[00:12:32.800 --> 00:12:37.280]  但他們很弱小
[00:12:37.280 --> 00:12:39.000]  很無助
[00:12:39.000 --> 00:12:41.440]  他們缺乏能力
[00:12:41.440 --> 00:12:43.280]  不能養活自己
[00:12:43.280 --> 00:12:45.640]  所以他們要依靠誰?
[00:12:45.640 --> 00:12:49.200]  他們要全心全意依靠父母
[00:12:49.200 --> 00:12:51.640]  才能活下來
[00:12:51.640 --> 00:12:55.000]  所以你會發現
[00:12:55.000 --> 00:12:57.400]  很多小朋友不會想得太多
[00:12:57.400 --> 00:12:59.800]  反而比我們這些大人
[00:12:59.800 --> 00:13:01.320]  是無憂無慮很多
[00:13:01.320 --> 00:13:06.640]  耶穌說
[00:13:06.640 --> 00:13:08.520]  上帝把他的答案
[00:13:09.200 --> 00:13:13.760]  他的欽典選擇給這些無助的小朋友
[00:13:13.760 --> 00:13:18.360]  而不是那些聰明智慧的人
[00:13:18.360 --> 00:13:20.680]  這是上帝的美兒
[00:13:20.680 --> 00:13:23.680]  為什麼呢?
[00:13:23.680 --> 00:13:25.400]  因為聰明智慧的人
[00:13:25.400 --> 00:13:27.400]  經常想得太多
[00:13:27.400 --> 00:13:29.600]  經常想得太多
[00:13:29.600 --> 00:13:34.680]  所以上帝要把他的欽典
[00:13:34.680 --> 00:13:37.960]  設給全心依靠他
[00:13:39.400 --> 00:13:42.200]  而不是依靠自己聰明的那些人
[00:13:42.200 --> 00:13:46.200]  全靠自己的人的話
[00:13:46.200 --> 00:13:47.840]  是很辛苦的
[00:13:47.840 --> 00:13:49.440]  所以
[00:13:49.440 --> 00:13:51.040]  無法安息
[00:13:51.040 --> 00:13:56.320]  剛剛說了
[00:13:56.320 --> 00:13:57.760]  上帝給了什麼答案呢?
[00:13:57.760 --> 00:14:00.360]  答案就是耶穌基督
[00:14:00.360 --> 00:14:03.200]  為什麼呢?
[00:14:03.200 --> 00:14:04.520]  因為很明顯
[00:14:04.520 --> 00:14:06.680]  二十七節說
[00:14:06.680 --> 00:14:07.960]  除了父
[00:14:08.920 --> 00:14:10.200]  沒有人知道
[00:14:10.200 --> 00:14:12.400]  子
[00:14:12.400 --> 00:14:13.640]  除了子
[00:14:13.640 --> 00:14:15.960]  和子所願意啟示的人
[00:14:15.960 --> 00:14:17.480]  沒有人知道父
[00:14:17.480 --> 00:14:18.600]  說通了
[00:14:18.600 --> 00:14:21.840]  要知道上帝的心意一定是通過子
[00:14:21.840 --> 00:14:24.080]  好像我們記不記得
[00:14:24.080 --> 00:14:26.280]  約翰福音一章十八節說
[00:14:26.280 --> 00:14:28.680]  從來沒有人見過上帝
[00:14:28.680 --> 00:14:31.800]  唯有父懷你的獨一兒子
[00:14:31.800 --> 00:14:33.720]  把他表明出來
[00:14:33.720 --> 00:14:37.040]  所以耶穌基督這個獨一兒子
[00:14:37.040 --> 00:14:38.640]  是他的答案
[00:14:39.720 --> 00:14:42.680]  那時候耶穌基督已經來到人間
[00:14:42.680 --> 00:14:45.240]  和世人生活在一起
[00:14:45.240 --> 00:14:47.240]  你可以看得見
[00:14:47.240 --> 00:14:48.360]  摸得著
[00:14:48.360 --> 00:14:50.360]  你想想
[00:14:50.360 --> 00:14:53.280]  還有比這個更加顯明的答案嗎?
[00:14:53.280 --> 00:14:55.360]  我們想太多答案
[00:14:55.360 --> 00:14:57.160]  不如看看耶穌基督
[00:14:57.160 --> 00:15:01.920]  但我們發現
[00:15:01.920 --> 00:15:04.960]  耶穌基督的答案
[00:15:04.960 --> 00:15:08.240]  並不是一個知識性的答案
[00:15:09.280 --> 00:15:11.280]  並不是說你拿了博士學位
[00:15:11.280 --> 00:15:12.600]  你拿了甚麼專業
[00:15:12.600 --> 00:15:15.640]  甚麼學位
[00:15:15.640 --> 00:15:17.160]  便可以知道答案
[00:15:17.160 --> 00:15:21.360]  並不是你學了幾科
[00:15:21.360 --> 00:15:22.920]  便可以掌握答案
[00:15:22.920 --> 00:15:25.080]  並不是
[00:15:25.080 --> 00:15:28.560]  耶穌基督的答案
[00:15:28.560 --> 00:15:30.920]  是一個非常非常
[00:15:30.920 --> 00:15:32.880]  溫柔的邀請
[00:15:32.880 --> 00:15:36.000]  非常溫柔
[00:15:36.000 --> 00:15:38.520]  他說
[00:15:38.960 --> 00:15:40.960]  「老虎單寵彈的人」
[00:15:40.960 --> 00:15:42.000]  「到我這裡來」
[00:15:42.000 --> 00:15:44.400]  「我讓你得到安息」
[00:15:44.400 --> 00:15:47.480]  安息
[00:15:47.480 --> 00:15:50.040]  原文就是休息的意思
[00:15:50.040 --> 00:15:55.440]  是一種內心真正平安的休息
[00:15:55.440 --> 00:15:59.080]  我以前不知道
[00:15:59.080 --> 00:16:02.040]  我常常以為安息就是安息禮拜
[00:16:02.040 --> 00:16:03.280]  我心冷
[00:16:03.280 --> 00:16:04.680]  耶穌說「你到我這裡來」
[00:16:04.680 --> 00:16:07.480]  「好好的起了萬國或世界」
[00:16:08.200 --> 00:16:10.440]  我經常覺得這句話不是好話
[00:16:10.440 --> 00:16:12.200]  後來明白
[00:16:12.200 --> 00:16:17.280]  不是真正安靜內心平安的休息
[00:16:17.280 --> 00:16:21.440]  弟兄姊妹
[00:16:21.440 --> 00:16:23.800]  我們辛苦嗎
[00:16:23.800 --> 00:16:27.760]  我們背負了甚麼重擔
[00:16:27.760 --> 00:16:31.120]  我認識一個弟兄
[00:16:31.120 --> 00:16:34.000]  來香港打拼多年
[00:16:34.000 --> 00:16:37.800]  終於在何文田上買了房子
[00:16:39.000 --> 00:16:41.320]  不幸他是前幾年買的
[00:16:41.320 --> 00:16:44.400]  結果
[00:16:44.400 --> 00:16:46.920]  香港跟著美國加息
[00:16:46.920 --> 00:16:50.000]  忽然間他要還房貸
[00:16:50.000 --> 00:16:51.880]  增加了很多
[00:16:51.880 --> 00:16:56.880]  前幾個月他太太在家中失業
[00:16:56.880 --> 00:16:59.920]  他突然間變得很恐懼
[00:16:59.920 --> 00:17:02.720]  他很怕自己也失業
[00:17:02.720 --> 00:17:05.920]  怕還不起房貸
[00:17:07.480 --> 00:17:10.120]  他不是祈禱
[00:17:10.120 --> 00:17:13.440]  他經常催促太太馬上去找工作
[00:17:13.440 --> 00:17:18.400]  夫妻倆為此經常吵架
[00:17:18.400 --> 00:17:22.640]  因為他經常覺得太太不找工作
[00:17:22.640 --> 00:17:23.920]  不努力
[00:17:23.920 --> 00:17:26.480]  工作未找到
[00:17:26.480 --> 00:17:28.320]  一會兒就找到
[00:17:28.320 --> 00:17:32.480]  所以我去探訪時
[00:17:32.480 --> 00:17:34.800]  發現跟半年前相比
[00:17:35.360 --> 00:17:38.040]  太太的臉色又青又瘦
[00:17:38.040 --> 00:17:42.480]  而且太太對先生很憤怒
[00:17:42.480 --> 00:17:45.720]  她覺得他一點也不體諒她
[00:17:45.720 --> 00:17:50.600]  她覺得自己失業已經很羞恥
[00:17:50.600 --> 00:17:53.240]  還要經常逼她
[00:17:53.240 --> 00:17:57.680]  她覺得他一點也不體諒她
[00:17:57.680 --> 00:18:01.080]  所以反而很不得不得安息
[00:18:04.880 --> 00:18:06.360]  我還認識一個朋友
[00:18:06.360 --> 00:18:08.240]  事業是有成
[00:18:08.240 --> 00:18:10.600]  但太過於忙碌
[00:18:10.600 --> 00:18:13.520]  忽視了小朋友的教育
[00:18:13.520 --> 00:18:18.120]  結果小朋友不但學而不成
[00:18:18.120 --> 00:18:22.680]  對人的態度還特別粗魯
[00:18:22.680 --> 00:18:26.520]  跟她打招呼她跟你翻白眼
[00:18:26.520 --> 00:18:31.240]  還喜歡在外面惹是生非
[00:18:33.160 --> 00:18:35.280]  這位朋友很痛苦地對我說
[00:18:35.280 --> 00:18:38.240]  她說別人的小朋友是報恩
[00:18:38.240 --> 00:18:40.720]  我的小朋友是討債
[00:18:40.720 --> 00:18:44.160]  是你讓我還債
[00:18:44.160 --> 00:18:48.000]  所以生活不易
[00:18:48.000 --> 00:18:49.280]  生活真是不易
[00:18:49.280 --> 00:18:54.160]  但生活不易是否單是成年人呢
[00:18:54.160 --> 00:18:58.720]  我想現在的小學生也不易
[00:18:58.720 --> 00:19:01.400]  前兩年看新聞
[00:19:01.880 --> 00:19:03.720]  說香港的小學生
[00:19:03.720 --> 00:19:08.440]  高達18%有依歸傾向
[00:19:08.440 --> 00:19:10.480]  18%
[00:19:10.480 --> 00:19:12.960]  所以想想
[00:19:12.960 --> 00:19:16.360]  很多事情是這樣的
[00:19:16.360 --> 00:19:18.640]  別人看我們很風光
[00:19:18.640 --> 00:19:23.160]  但其實我們想要得到的
[00:19:23.160 --> 00:19:25.520]  一直都沒有得到
[00:19:25.520 --> 00:19:29.960]  不想失去的早已失去了
[00:19:32.880 --> 00:19:35.240]  耶穌認為這些是甚麼
[00:19:35.240 --> 00:19:37.080]  這些都是重擔
[00:19:37.080 --> 00:19:41.800]  壓是我們肩頭的壓
[00:19:41.800 --> 00:19:44.600]  甚麼是壓
[00:19:44.600 --> 00:19:47.920]  壓大家看過就是這些木頭的架
[00:19:47.920 --> 00:19:54.400]  以前用這些架套著牛、馬
[00:19:54.400 --> 00:19:55.600]  用它們拉車
[00:19:55.600 --> 00:19:58.080]  用來耕田或拉車
[00:19:59.080 --> 00:20:03.000]  當時猶太人是用這個壓來比喻甚麼
[00:20:03.000 --> 00:20:04.360]  比喻律法
[00:20:04.360 --> 00:20:06.800]  但很可惜
[00:20:06.800 --> 00:20:09.080]  當時法律賽人
[00:20:09.080 --> 00:20:12.080]  耶穌說他們很虛偽
[00:20:12.080 --> 00:20:14.640]  教導別人守律法
[00:20:14.640 --> 00:20:18.120]  但自己是假冒違善
[00:20:18.120 --> 00:20:21.880]  更加要命的是甚麼
[00:20:21.880 --> 00:20:25.320]  律法是沒有人能守得住的
[00:20:26.720 --> 00:20:29.320]  律法是沒有人能守得住的
[00:20:29.320 --> 00:20:34.680]  所以種種律法的要求變成了甚麼
[00:20:34.680 --> 00:20:37.640]  變成了儀式、教條
[00:20:37.640 --> 00:20:41.640]  變成了完美主義的重擔
[00:20:41.640 --> 00:20:51.280]  我曾經在國內的教會做過義務的侍奉
[00:20:51.280 --> 00:20:56.160]  有個媽媽帶著小朋友來找我輔導
[00:20:57.520 --> 00:20:59.360]  她的小朋友是一名中學生
[00:20:59.360 --> 00:21:01.960]  參加青少年主也學
[00:21:01.960 --> 00:21:06.640]  主也學導師每天都要他們認罪
[00:21:06.640 --> 00:21:11.560]  經常批評他們不夠敬虔
[00:21:11.560 --> 00:21:16.200]  小朋友經常覺得自己這日不好
[00:21:16.200 --> 00:21:17.240]  那日不好
[00:21:17.240 --> 00:21:19.720]  好像自己已經垃圾一樣
[00:21:19.720 --> 00:21:21.120]  沒有價值
[00:21:21.120 --> 00:21:24.680]  所以他最後批評我
[00:21:26.800 --> 00:21:27.720]  我就嚇了一跳
[00:21:27.720 --> 00:21:29.360]  我就問他
[00:21:29.360 --> 00:21:33.280]  我說你們的導師除了要你們認罪之外
[00:21:33.280 --> 00:21:35.320]  要你們敬虔之外
[00:21:35.320 --> 00:21:37.040]  有沒有跟你們說
[00:21:37.040 --> 00:21:39.760]  說主會赦免你們的罪
[00:21:39.760 --> 00:21:44.240]  有沒有跟你們說音信清義
[00:21:44.240 --> 00:21:47.240]  他說沒有
[00:21:47.240 --> 00:21:52.880]  我就細細跟他們說了主赦免的欽典
[00:21:52.880 --> 00:21:55.160]  說他信了
[00:21:55.160 --> 00:21:57.920]  說他音信清義主會赦免他
[00:21:57.920 --> 00:22:01.960]  小朋友聽了之後就放鬆了很多
[00:22:01.960 --> 00:22:06.240]  沒錯
[00:22:06.240 --> 00:22:08.560]  律法是叫人知罪的
[00:22:08.560 --> 00:22:13.280]  但是單單叫人認罪
[00:22:13.280 --> 00:22:16.760]  不說赦罪的欽典的話
[00:22:16.760 --> 00:22:20.960]  就變成了亞洲人的寵彈
[00:22:22.680 --> 00:22:25.640]  這個神學叫做一半神學我經常都說
[00:22:25.640 --> 00:22:26.960]  說一半
[00:22:26.960 --> 00:22:31.160]  當然
[00:22:31.160 --> 00:22:37.640]  我們今日雖然不需要理會這些舊約的律法
[00:22:37.640 --> 00:22:38.920]  尤其我知道
[00:22:38.920 --> 00:22:41.960]  很多教徒是很整全的
[00:22:41.960 --> 00:22:46.040]  但是沒有了這些舊約律法的寵彈
[00:22:46.040 --> 00:22:49.240]  我們有沒有其他的彈指
[00:22:49.240 --> 00:22:50.560]  有沒有其他的壓
[00:22:50.560 --> 00:22:52.320]  壓著我們
[00:22:52.680 --> 00:22:58.520]  很多壓著我們的寵彈
[00:22:58.520 --> 00:23:03.000]  表面上是有些外在環境對我們的壓迫
[00:23:03.000 --> 00:23:08.800]  但是有時是否我們潛藏在我們的性格
[00:23:08.800 --> 00:23:11.200]  生命當中的罪
[00:23:11.200 --> 00:23:13.200]  對我們的壓迫
[00:23:13.200 --> 00:23:18.560]  表面上是外在環境對我們的壓迫
[00:23:20.280 --> 00:23:24.240]  但是有時會不會是我們自己對我們自己的壓迫
[00:23:24.240 --> 00:23:28.320]  看看
[00:23:28.320 --> 00:23:30.080]  我們喜歡比較
[00:23:30.080 --> 00:23:31.680]  我們宅度
[00:23:31.680 --> 00:23:33.920]  我們貪心與恐懼
[00:23:33.920 --> 00:23:36.160]  我們自卑與自負
[00:23:36.160 --> 00:23:39.760]  這些是不是我們自己擔著的
[00:23:39.760 --> 00:23:43.960]  這些是不是我們自己對我們自己的壓迫
[00:23:43.960 --> 00:23:48.600]  所以耶穌說
[00:23:49.560 --> 00:23:50.840]  放下這些彈指
[00:23:50.840 --> 00:23:52.520]  到我這裡來
[00:23:52.520 --> 00:23:55.520]  我讓你真正休息
[00:23:55.520 --> 00:23:58.360]  耶穌說
[00:23:58.360 --> 00:24:00.200]  你不需要完美
[00:24:00.200 --> 00:24:03.280]  因為這個世界本來就是受造之物
[00:24:03.280 --> 00:24:05.360]  本來就不完美的
[00:24:05.360 --> 00:24:10.320]  你不需要為過去耿耿於懷
[00:24:10.320 --> 00:24:12.760]  因為你不是過去的人
[00:24:12.760 --> 00:24:14.760]  你不是過去的主人
[00:24:14.760 --> 00:24:17.160]  耶穌才是
[00:24:17.160 --> 00:24:19.240]  祂要讓你赦免
[00:24:19.560 --> 00:24:22.320]  你不需要為將來焦慮
[00:24:22.320 --> 00:24:25.040]  因為將來是耶穌的手裡
[00:24:25.040 --> 00:24:29.640]  祂會給你盼望
[00:24:29.640 --> 00:24:33.120]  你不需要過多比較
[00:24:33.120 --> 00:24:35.560]  因為每一樣東西
[00:24:35.560 --> 00:24:38.480]  耶穌都給了它不同的價值
[00:24:38.480 --> 00:24:42.680]  祂給了你不需要去比較那麼多
[00:24:42.680 --> 00:24:45.600]  每一樣東西都是祂手裡有價值的
[00:24:45.600 --> 00:24:46.800]  是祂眼裡的
[00:24:48.560 --> 00:24:51.120]  有時候你會大聲地問
[00:24:51.120 --> 00:24:52.520]  你會穿雙眼
[00:24:52.520 --> 00:24:55.200]  這些道理好像我都明白
[00:24:55.200 --> 00:24:57.440]  但是為什麼我做不到
[00:24:57.440 --> 00:25:03.920]  所以耶穌告訴我一個方法
[00:25:03.920 --> 00:25:05.840]  就是怎麼說呢
