
[00:00:00.000 --> 00:00:05.280]  「童年陰影可以影響一生的健康」
[00:02:39.360 --> 00:02:41.040]  但是因為這個緣故
[00:02:41.040 --> 00:02:45.800]  為阿希米勒家帶來一場災害
[00:02:45.800 --> 00:02:48.960]  到了有一章十節至十四節
[00:02:48.960 --> 00:02:55.280]  就說大衛逃到加特王阿吉那裡裝傻
[00:02:55.280 --> 00:03:00.400]  然後二十二章一至五節記載大衛逃到阿杜蘭洞
[00:03:00.400 --> 00:03:04.560]  摩押的米斯巴和猶大地哈列耶林
[00:03:04.560 --> 00:03:06.240]  這個就是背景
[00:03:06.240 --> 00:03:10.400]  我今天要和大家看的二十二章六節至二十三節
[00:03:10.400 --> 00:03:13.280]  就是把鏡頭轉到訴羅那裡
[00:03:13.280 --> 00:03:16.680]  一直說大衛如何逃走
[00:03:16.680 --> 00:03:18.720]  逃到哪裡有什麼際遇
[00:03:18.720 --> 00:03:22.040]  然後鏡頭就說訴羅
[00:03:22.040 --> 00:03:27.480]  訴羅追殺大衛都有他的心路歷程
[00:03:27.480 --> 00:03:30.680]  為什麼一個祭司家族會被害呢
[00:03:30.680 --> 00:03:32.960]  或者被害的經過是怎樣的呢
[00:03:32.960 --> 00:03:36.920]  首先是出自訴羅王氣憤
[00:03:36.920 --> 00:03:38.840]  沒有人來幫他
[00:03:38.840 --> 00:03:40.680]  二十二章六至八節
[00:03:40.680 --> 00:03:41.760]  請聽我讀
[00:03:41.760 --> 00:03:44.880]  訴羅在基比亞的拉瑪
[00:03:44.880 --> 00:03:47.280]  坐在垂絲柳樹下
[00:03:47.280 --> 00:03:49.120]  守女拿著槍
[00:03:49.120 --> 00:03:52.360]  你看到他在作戰狀態
[00:03:52.360 --> 00:03:55.080]  忠臣僕士立在左右
[00:03:55.080 --> 00:03:58.480]  訴羅聽見大衛和跟隨的人在哪裡
[00:03:58.480 --> 00:04:01.920]  就和左右士立的臣僕說
[00:04:01.920 --> 00:04:04.080]  那些臣僕是變雅文人
[00:04:04.080 --> 00:04:05.440]  你們要聽我的話
[00:04:05.440 --> 00:04:06.800]  耶西的兒子
[00:04:06.800 --> 00:04:11.240]  是否能夠將田地和葡萄園賜給你們國人呢
[00:04:11.240 --> 00:04:16.400]  他們是否能夠立你們國人的千夫長和百夫長呢
[00:04:16.400 --> 00:04:19.400]  他們是否能夠給官你做呢
[00:04:19.400 --> 00:04:20.640]  在發脾氣
[00:04:20.640 --> 00:04:21.640]  下面再說
[00:04:21.640 --> 00:04:23.680]  你們竟然都結黨害我
[00:04:23.680 --> 00:04:25.760]  我的兒子和耶西的兒子
[00:04:25.760 --> 00:04:26.760]  其實是在說大衛
[00:04:26.760 --> 00:04:27.680]  名字都不說
[00:04:27.680 --> 00:04:29.800]  耶西的兒子結盟的時候
[00:04:29.800 --> 00:04:31.320]  你們沒有人告訴我們
[00:04:31.320 --> 00:04:33.840]  我的兒子挑唆臣子
[00:04:33.840 --> 00:04:35.720]  來謀害我的時候
[00:04:35.720 --> 00:04:36.880]  好像今天的光景
[00:04:36.880 --> 00:04:38.360]  你們都沒有人告訴我們
[00:04:38.360 --> 00:04:39.080]  為我憂慮
[00:04:39.080 --> 00:04:40.560]  他覺得你們這群人
[00:04:40.560 --> 00:04:42.520]  全部都是怎樣的
[00:04:42.520 --> 00:04:44.120]  沒有人幫他的
[00:04:44.120 --> 00:04:50.520]  經文再之前是在說大衛不斷逃避掃羅追殺的時候
[00:04:50.520 --> 00:04:53.280]  其實真的有很多人幫大衛
[00:04:53.280 --> 00:04:54.920]  先後有什麼人幫大衛呢
[00:04:54.920 --> 00:04:56.440]  大衛他走了去撒慕爾那裡
[00:04:56.440 --> 00:04:58.240]  又走了去約拿丹那裡
[00:04:58.240 --> 00:04:59.320]  他疑心很重
[00:04:59.320 --> 00:05:02.600]  他覺得約拿丹是他兒子
[00:05:02.600 --> 00:05:03.520]  他手指咬出不咬入
[00:05:03.520 --> 00:05:05.800]  因為他兒子經常幫大衛說好話
[00:05:05.800 --> 00:05:06.800]  連女兒
[00:05:06.800 --> 00:05:08.920]  其實女兒也是他自己許配米甲
[00:05:08.920 --> 00:05:10.520]  許配給大衛的
[00:05:10.520 --> 00:05:11.960]  當他要追殺大衛的時候
[00:05:11.960 --> 00:05:12.960]  女兒是幫老公的
[00:05:12.960 --> 00:05:14.680]  那一刻丈夫親
[00:05:14.680 --> 00:05:16.080]  幫大衛逃走
[00:05:16.080 --> 00:05:18.720]  又是說謊騙他的
[00:05:18.720 --> 00:05:20.160]  總之在掃羅的身邊
[00:05:20.160 --> 00:05:22.800]  好像很多人都不幫他
[00:05:22.800 --> 00:05:24.720]  他現在不單單
[00:05:24.720 --> 00:05:25.800]  他之前應該這樣說
[00:05:25.800 --> 00:05:28.160]  不單單懷疑自己的兒子和自己的女兒
[00:05:28.160 --> 00:05:28.960]  沒有人幫他
[00:05:28.960 --> 00:05:31.200]  連神僕都不來幫他
[00:05:31.200 --> 00:05:33.880]  覺得他們要結黨謀害他
[00:05:33.880 --> 00:05:36.440]  在埋怨他那些神僕的時候
[00:05:36.440 --> 00:05:37.360]  有一個人走出來
[00:05:37.360 --> 00:05:38.640]  這個人就叫多益
[00:05:38.640 --> 00:05:40.200]  多益就報料了
[00:05:40.200 --> 00:05:41.720]  二十二章九至十字
[00:05:41.720 --> 00:05:46.480]  那時以東人多益站在掃羅的神僕中對他說
[00:05:46.480 --> 00:05:49.200]  我曾看見耶西的兒子到了羅伯
[00:05:49.200 --> 00:05:53.400]  阿希特的兒子阿希米勒那裡
[00:05:53.400 --> 00:05:54.560]  他說我知道
[00:05:54.560 --> 00:05:55.720]  我告訴你
[00:05:55.720 --> 00:05:58.520]  他一直說沒有人告訴他大衛的行蹤
[00:05:58.520 --> 00:05:59.200]  現在告訴你
[00:05:59.200 --> 00:06:00.240]  我在那裡見過他
[00:06:00.240 --> 00:06:02.160]  見過他做什麼呢
[00:06:02.160 --> 00:06:03.120]  三件事
[00:06:03.120 --> 00:06:06.040]  阿希米勒為他求問耶和華
[00:06:06.040 --> 00:06:07.640]  又賜給他食物
[00:06:07.640 --> 00:06:10.560]  並且給他一把刀
[00:06:10.560 --> 00:06:11.640]  這把刀是什麼呢
[00:06:11.640 --> 00:06:16.440]  曾經殺害菲利智人哥利亞的
[00:06:16.440 --> 00:06:20.560]  這個多益所說的話是事實
[00:06:20.560 --> 00:06:23.760]  的確是阿希米勒那個祭司
[00:06:23.760 --> 00:06:26.320]  就做過這三件事
[00:06:26.320 --> 00:06:27.440]  為大衛祈禱
[00:06:27.440 --> 00:06:28.440]  給他一個餅吃
[00:06:28.440 --> 00:06:29.400]  並且給他一把刀
[00:06:29.400 --> 00:06:31.880]  不過他沒有說事實的全部
[00:06:31.880 --> 00:06:33.040]  事實的全部是怎樣呢
[00:06:33.040 --> 00:06:34.360]  在二十一章
[00:06:34.360 --> 00:06:36.600]  二十一章就是大衛走到那裡
[00:06:36.600 --> 00:06:38.840]  這個阿希米勒都奇怪了
[00:06:38.840 --> 00:06:41.080]  當時大衛是什麼身份呢
[00:06:41.080 --> 00:06:43.080]  他是王的女婿
[00:06:43.080 --> 00:06:45.160]  他又是千夫長
[00:06:45.160 --> 00:06:47.200]  他一個人出來的
[00:06:47.200 --> 00:06:48.680]  大衛就說了謊話
[00:06:48.680 --> 00:06:52.480]  王叫我做一件密事
[00:06:52.480 --> 00:06:54.120]  所以我一個人出來
[00:06:54.120 --> 00:06:57.600]  因為大衛問他有沒有餅吃
[00:06:57.600 --> 00:06:59.760]  阿希米勒都覺得奇怪
[00:06:59.760 --> 00:07:01.080]  大衛又說
[00:07:01.080 --> 00:07:03.200]  因為我走得急
[00:07:03.200 --> 00:07:04.880]  所以餅也沒有帶
[00:07:04.880 --> 00:07:06.480]  刀也沒有帶
[00:07:06.480 --> 00:07:08.400]  其實這些地方
[00:07:08.400 --> 00:07:10.960]  多益沒有告訴訴羅
[00:07:10.960 --> 00:07:12.160]  為什麼多益在場呢
[00:07:12.160 --> 00:07:14.120]  在十五二記上有一章
[00:07:14.120 --> 00:07:15.040]  第七節就說
[00:07:15.040 --> 00:07:17.280]  當時多益在祭司那裡
[00:07:17.280 --> 00:07:18.200]  因為他是以東人
[00:07:18.200 --> 00:07:20.080]  可能來到行結正禮
[00:07:20.080 --> 00:07:21.760]  他就看到這樣的場景
[00:07:21.760 --> 00:07:24.400]  多益或者他真的不知道事實的全部
[00:07:24.400 --> 00:07:28.040]  又或者故意來討好訴羅
[00:07:28.040 --> 00:07:30.640]  所以他講了這一堆的內容
[00:07:30.640 --> 00:07:32.520]  訴羅聽了之後怎樣呢
[00:07:32.520 --> 00:07:33.480]  訴羅聽了之後
[00:07:33.480 --> 00:07:37.640]  他就召祭司阿希米勒來問話
[00:07:37.640 --> 00:07:38.520]  問過究竟
[00:07:38.520 --> 00:07:39.840]  你為什麼幫大衛
[00:07:39.840 --> 00:07:40.320]  十一節
[00:07:40.320 --> 00:07:41.160]  王就打發人
[00:07:41.160 --> 00:07:43.440]  把祭司阿希特的兒子
[00:07:43.440 --> 00:07:46.360]  阿希米勒和他父親的全家
[00:07:46.360 --> 00:07:50.000]  祭祀羅伯的祭司都召來見王
[00:07:50.000 --> 00:07:53.200]  叫了所有的祭司來
[00:07:53.200 --> 00:07:55.400]  阿希米勒的全家都叫來
[00:07:55.400 --> 00:07:55.920]  訴羅說
[00:07:55.920 --> 00:07:56.920]  阿希特的兒子
[00:07:56.920 --> 00:07:58.040]  你聽我說
[00:07:58.040 --> 00:07:58.640]  他就回答
[00:07:58.640 --> 00:07:59.760]  我在這裡
[00:07:59.760 --> 00:08:00.440]  訴羅跟他說
[00:08:00.440 --> 00:08:03.280]  你為什麼和耶西的兒子結黨害我
[00:08:03.280 --> 00:08:04.960]  你為什麼要把食物和刀給他
[00:08:04.960 --> 00:08:06.480]  又為他求問神
[00:08:06.480 --> 00:08:10.360]  使他起來謀害我到如今的光景
[00:08:10.360 --> 00:08:11.880]  阿希米勒聽了王這麼說之後
[00:08:11.880 --> 00:08:12.840]  當然也很忐忑
[00:08:12.840 --> 00:08:14.040]  就跟他解釋
[00:08:14.040 --> 00:08:16.440]  但很可惜這個阿希米勒的解釋
[00:08:16.440 --> 00:08:17.440]  就沒有保護到自己
[00:08:17.440 --> 00:08:20.600]  這個解釋就繼續來激起訴羅
[00:08:20.600 --> 00:08:22.720]  他對大衛已經不滿了
[00:08:22.720 --> 00:08:24.320]  阿希米勒說什麼
[00:08:24.320 --> 00:08:28.840]  王的臣服中有誰比大衛忠心呢
[00:08:28.840 --> 00:08:30.440]  他明明覺得大衛不忠心
[00:08:30.440 --> 00:08:32.240]  你還說
[00:08:32.240 --> 00:08:32.840]  跟著他說
[00:08:32.840 --> 00:08:34.240]  王的女婿
[00:08:34.240 --> 00:08:35.080]  訴羅也知道
[00:08:35.080 --> 00:08:36.800]  就是因為他是我老闆
[00:08:36.800 --> 00:08:37.480]  不是老闆
[00:08:37.480 --> 00:08:39.440]  是女婿
[00:08:39.440 --> 00:08:43.240]  也來害我
[00:08:43.240 --> 00:08:44.760]  他又是王的參謀
[00:08:44.760 --> 00:08:45.880]  更慘
[00:08:45.880 --> 00:08:47.680]  他真是無大無小
[00:08:47.680 --> 00:08:49.880]  並且是王家中最尊貴的
[00:08:49.880 --> 00:08:51.320]  訴羅聽了這番說話
[00:08:51.320 --> 00:08:53.400]  只是嘴硬的說話
[00:08:53.400 --> 00:08:54.280]  跟著他還說
[00:08:54.280 --> 00:08:57.240]  我起來今天才為他求問上帝
[00:08:57.240 --> 00:08:58.520]  不是這樣的王
[00:08:58.520 --> 00:09:02.200]  我沒有存心幫他隱瞞皇上
[00:09:02.200 --> 00:09:05.480]  王不要將罪歸我和我父的全家
[00:09:05.480 --> 00:09:07.280]  因為這件事無論大小
[00:09:07.280 --> 00:09:08.920]  僕人都不知道
[00:09:08.920 --> 00:09:10.080]  我沒有起來
[00:09:10.080 --> 00:09:11.600]  我沒有結黨
[00:09:11.600 --> 00:09:14.440]  不過這個王聽了之後
[00:09:14.440 --> 00:09:16.360]  他仍然不相信
[00:09:16.360 --> 00:09:17.200]  他做什麼呢
[00:09:17.200 --> 00:09:18.480]  王是要下令
[00:09:18.480 --> 00:09:21.960]  殺祭司阿希米勒的全家
[00:09:21.960 --> 00:09:23.120]  在十六意義上
[00:09:23.120 --> 00:09:24.680]  二十二章十六至十九節
[00:09:24.680 --> 00:09:26.200]  王說阿希米勒
[00:09:26.200 --> 00:09:28.280]  你和你父的全家
[00:09:28.280 --> 00:09:30.960]  全都是該死的
[00:09:30.960 --> 00:09:33.520]  王就吩咐所有侍衛跟他說
[00:09:33.520 --> 00:09:35.520]  你去殺耶華的祭司
[00:09:35.520 --> 00:09:36.840]  因為他們幫助大衛
[00:09:36.840 --> 00:09:38.120]  又知道大衛逃跑
[00:09:38.120 --> 00:09:41.120]  沒有告訴我
[00:09:41.120 --> 00:09:44.000]  訴羅不相信阿希米勒所說的話
[00:09:44.000 --> 00:09:45.160]  他仍然覺得
[00:09:45.160 --> 00:09:47.440]  阿希米勒你幫助大衛逃跑
[00:09:47.440 --> 00:09:48.520]  不告訴我
[00:09:48.520 --> 00:09:50.240]  所以他怒氣填胸
[00:09:50.240 --> 00:09:51.760]  就吩咐侍衛
[00:09:51.760 --> 00:09:54.280]  你殺耶華的祭司
[00:09:54.280 --> 00:09:56.480]  不過訴羅的臣子聽了之後
[00:09:56.480 --> 00:09:59.760]  他是不肯伸手對殺耶華的祭司
[00:09:59.760 --> 00:10:01.040]  為甚麼不肯呢
[00:10:01.040 --> 00:10:03.160]  皇帝的命令也不肯
[00:10:03.160 --> 00:10:06.200]  記不記得這群人是甚麼人
[00:10:06.200 --> 00:10:08.280]  變雅敏人
[00:10:08.280 --> 00:10:10.000]  所以讀經時要仔細一點
[00:10:10.000 --> 00:10:12.640]  交代他們的宗派
[00:10:12.640 --> 00:10:14.240]  宗族他們是變雅敏人
[00:10:14.240 --> 00:10:17.160]  變雅敏人都是信奉耶華上帝的人
[00:10:17.160 --> 00:10:19.360]  他們都是上帝揀選的民族之一
[00:10:19.360 --> 00:10:21.080]  整個猶太人由阿伯拉罕
[00:10:21.080 --> 00:10:22.880]  一直傳流下去
[00:10:22.880 --> 00:10:24.600]  變雅敏人
[00:10:24.600 --> 00:10:27.280]  他們尊敬上帝
[00:10:27.280 --> 00:10:29.600]  那一刻不敢
[00:10:29.600 --> 00:10:31.240]  也不肯
[00:10:31.240 --> 00:10:32.200]  有兩個理由
[00:10:32.200 --> 00:10:33.080]  一
[00:10:33.080 --> 00:10:34.440]  這群是耶華的祭司
[00:10:34.440 --> 00:10:35.440]  誰揀選他們
[00:10:35.440 --> 00:10:36.640]  耶華說
[00:10:36.640 --> 00:10:38.080]  誰可以殺害耶華的祭司
[00:10:38.080 --> 00:10:38.920]  沒有人可以
[00:10:38.920 --> 00:10:39.520]  第二
[00:10:39.520 --> 00:10:41.480]  很可能這群人都聽到
[00:10:41.480 --> 00:10:43.720]  艾希米勒所說的話
[00:10:43.720 --> 00:10:45.880]  艾希米勒是冤枉的
[00:10:45.880 --> 00:10:47.200]  他沒有幫大衛
[00:10:47.200 --> 00:10:49.120]  他不知情底下
[00:10:49.120 --> 00:10:50.720]  來給大衛餅食
[00:10:50.720 --> 00:10:51.840]  給他刀
[00:10:51.840 --> 00:10:54.680]  為他祈禱
[00:10:54.680 --> 00:10:56.760]  在那一刻訴羅沒有收手
[00:10:56.760 --> 00:10:59.840]  訴羅吩咐剛才幫助他的人
[00:10:59.840 --> 00:11:02.040]  訴羅吩咐多益
[00:11:02.040 --> 00:11:03.280]  第十八節
[00:11:03.280 --> 00:11:04.800]  你去殺祭司
[00:11:04.800 --> 00:11:06.760]  這次沒有說耶華的祭司
[00:11:06.760 --> 00:11:08.120]  他只說祭司
[00:11:08.120 --> 00:11:09.320]  你去殺祭司
[00:11:09.320 --> 00:11:10.120]  經文又交代
[00:11:10.120 --> 00:11:11.200]  這個人是什麼背景
[00:11:11.200 --> 00:11:12.920]  他是以東人多益
[00:11:12.920 --> 00:11:14.240]  以東人外族人
[00:11:14.240 --> 00:11:18.120]  或者他沒有把耶華上帝
[00:11:18.120 --> 00:11:19.040]  擺在面前
[00:11:19.040 --> 00:11:20.640]  沒有那麼害怕吧
[00:11:20.640 --> 00:11:21.400]  殺了什麼人呢
[00:11:21.400 --> 00:11:25.840]  那天殺了川世麻布爾忽德的八十五人
[00:11:25.840 --> 00:11:29.280]  川世麻布爾忽德代表的是祭司
[00:11:29.280 --> 00:11:32.840]  因為爾忽德是祭司的服飾
[00:11:32.840 --> 00:11:33.760]  七十字本
[00:11:33.760 --> 00:11:40.360]  用希臘文舊約聖經記載
[00:11:40.360 --> 00:11:41.600]  八十五人
[00:11:41.600 --> 00:11:44.120]  其實是三百零五人
[00:11:44.120 --> 00:11:48.240]  猶太的古史說是三百八十五人
[00:11:48.240 --> 00:11:49.400]  究竟是多少呢
[00:11:49.400 --> 00:11:50.920]  相差幾百人
[00:11:50.920 --> 00:11:54.440]  有機會是著祭司袍的
[00:11:54.440 --> 00:11:55.680]  是八十五人
[00:11:55.680 --> 00:11:58.880]  可能其他沒有著祭司袍的呢
[00:11:58.880 --> 00:12:00.240]  王召見他們
[00:12:00.240 --> 00:12:01.280]  急急來
[00:12:01.280 --> 00:12:02.200]  能不能換衣服呢
[00:12:02.200 --> 00:12:02.880]  不知道
[00:12:02.880 --> 00:12:04.440]  或者他們不是當值的
[00:12:04.440 --> 00:12:05.400]  是不是沒有穿祭服
[00:12:05.400 --> 00:12:05.840]  不知道
[00:12:05.840 --> 00:12:07.720]  總之是至少八十五人
[00:12:07.720 --> 00:12:09.240]  甚至可能是三百多人
[00:12:09.240 --> 00:12:10.920]  第十九節
[00:12:10.920 --> 00:12:14.240]  這個多益可能再做多了一些事情
[00:12:14.240 --> 00:12:15.840]  是素羅姆吩咐他的
[00:12:15.840 --> 00:12:18.280]  多益有用刀將祭司繩
[00:12:18.280 --> 00:12:21.640]  羅伯忠的男女孩童吃奶
[00:12:21.640 --> 00:12:25.880]  和牛羊驢都殺滅
[00:12:25.880 --> 00:12:29.040]  素羅只是叫多益殺祭司
[00:12:29.040 --> 00:12:32.040]  沒有叫他殺城中的男女
[00:12:32.040 --> 00:12:33.640]  女人忠亦本
[00:12:33.640 --> 00:12:35.680]  翻譯有一點點不同
[00:12:35.680 --> 00:12:36.840]  他在說甚麼呢
[00:12:36.840 --> 00:12:40.640]  這個多益又將祭司繩羅伯的人
[00:12:40.640 --> 00:12:42.600]  都用刀擊殺
[00:12:42.600 --> 00:12:46.520]  無論是男還是女
[00:12:46.520 --> 00:12:49.080]  或者無論是男人還是女人
[00:12:49.080 --> 00:12:50.840]  是孩童還是吃奶的孩童
[00:12:50.840 --> 00:12:51.840]  說的是小朋友
[00:12:51.840 --> 00:12:55.280]  吃奶的是手無破雞之力的嬰兒
[00:12:55.280 --> 00:12:55.760]  刀殺
[00:12:55.760 --> 00:12:56.680]  還要用甚麼刀殺呢
[00:12:56.680 --> 00:13:00.480]  牛、驢、羊都用刀殺死
[00:13:00.480 --> 00:13:05.280]  是一幅很殘酷的圖畫
[00:13:05.280 --> 00:13:07.840]  近日台灣有一則新聞
[00:13:07.840 --> 00:13:08.920]  我想我們都很驚訝
[00:13:08.920 --> 00:13:13.320]  就說一個男人殺害了一個四歲的小朋友
[00:13:13.320 --> 00:13:15.400]  那個男人應該是有病的
[00:13:15.400 --> 00:13:17.240]  否則不會這樣做
[00:13:17.240 --> 00:13:19.480]  當他被捉拿的時候
[00:13:19.480 --> 00:13:21.760]  周圍的人有甚麼反應
[00:13:21.760 --> 00:13:23.240]  很少見到這些場面
[00:13:23.240 --> 00:13:27.080]  那些人都起來要打這個男人
[00:13:27.080 --> 00:13:28.280]  殘酷
[00:13:28.280 --> 00:13:30.720]  你可以想像當時的場面
[00:13:30.720 --> 00:13:32.680]  很殘酷
[00:13:32.680 --> 00:13:34.960]  在這個慘劇裏面
[00:13:34.960 --> 00:13:39.000]  沒有想到有一位倖存者
[00:13:39.000 --> 00:13:40.040]  有一個生還者
[00:13:40.040 --> 00:13:41.560]  阿比亞他
[00:13:41.560 --> 00:13:44.000]  二十節至二十三節
[00:13:44.000 --> 00:13:45.080]  阿希特的兒子
[00:13:45.080 --> 00:13:45.880]  阿希米勒
[00:13:45.880 --> 00:13:46.920]  就是那個祭司
[00:13:46.920 --> 00:13:48.040]  他有一個兒子
[00:13:48.040 --> 00:13:49.880]  叫做阿比亞他
[00:13:49.880 --> 00:13:51.640]  他走到大衛那裏
[00:13:51.640 --> 00:13:56.440]  阿比亞他把索羅薩耶華祭司的事告訴大衛
[00:13:56.440 --> 00:13:59.040]  阿比亞他是阿希米勒的一個兒子
[00:13:59.040 --> 00:14:01.640]  他怎樣逃過這一劫呢
[00:14:01.640 --> 00:14:02.960]  經文沒有交代
[00:14:02.960 --> 00:14:04.240]  有時我們想像一下
[00:14:04.240 --> 00:14:06.440]  究竟是他去了隔離村玩
[00:14:06.440 --> 00:14:08.160]  所以沒有被殺死
[00:14:08.160 --> 00:14:10.080]  還是說他剛剛去了廁所呢
[00:14:10.080 --> 00:14:11.160]  有時我又想很喜歡
[00:14:11.160 --> 00:14:12.120]  那些人被殺害的時候
[00:14:12.120 --> 00:14:13.440]  為甚麼不炸死呢
[00:14:13.440 --> 00:14:14.680]  炸到被他刺死了
[00:14:14.680 --> 00:14:15.800]  或者躲在其他人身上
[00:14:15.800 --> 00:14:17.120]  那就能逃脫了
[00:14:17.120 --> 00:14:17.960]  經文沒有說
[00:14:17.960 --> 00:14:20.680]  只是說他逃到大衛那裏
[00:14:20.680 --> 00:14:21.640]  他走了去大衛那裏
[00:14:21.640 --> 00:14:23.880]  為甚麼要去找大衛呢
[00:14:23.880 --> 00:14:27.520]  他想著大衛可以幫他
[00:14:27.520 --> 00:14:29.600]  他走到大衛那裏
[00:14:29.600 --> 00:14:31.800]  大衛跟阿比亞他說
[00:14:31.800 --> 00:14:33.880]  那天我見以東人多益在那裏
[00:14:33.880 --> 00:14:37.840]  就知道他必告索羅
[00:14:37.840 --> 00:14:39.000]  你看到這裏
[00:14:39.000 --> 00:14:41.200]  大衛好像馬後炮
[00:14:41.200 --> 00:14:43.720]  你早就知道多益會告密
[00:14:43.720 --> 00:14:45.240]  你就趕快做些事吧
[00:14:45.240 --> 00:14:45.840]  做些事甚麼呢
[00:14:45.840 --> 00:14:47.240]  要不你就走了
[00:14:47.240 --> 00:14:48.720]  或者你保護他
[00:14:48.720 --> 00:14:51.520]  或者抓了這個多益
[00:14:51.520 --> 00:14:52.640]  沒有
[00:14:52.640 --> 00:14:54.400]  但是大衛他攬長腎
[00:14:54.400 --> 00:14:56.840]  他說你父的全家喪命
[00:14:56.840 --> 00:14:58.400]  都是因為我的緣故
[00:14:58.400 --> 00:14:59.680]  大衛很耿耿於懷
[00:14:59.680 --> 00:15:01.680]  所以他寫了詩篇52篇
[00:15:01.680 --> 00:15:04.240]  我們看詩篇52篇的大標題就是
[00:15:04.240 --> 00:15:07.640]  這個多益殺害了羅伯城祭司那裏
[00:15:07.640 --> 00:15:10.520]  大衛就寫了這篇詩篇
[00:15:10.520 --> 00:15:12.920]  接著他跟阿比亞他說
[00:15:12.920 --> 00:15:14.040]  你可以住在我這裏
[00:15:14.040 --> 00:15:14.760]  不要懼怕
[00:15:14.760 --> 00:15:16.480]  因為尋索你命的
[00:15:16.480 --> 00:15:17.680]  就是尋索我的命
[00:15:17.680 --> 00:15:21.720]  你可以在我這裏得到保存
[00:15:21.720 --> 00:15:24.000]  但是阿比亞他聽了大衛說這番說話之後
[00:15:24.000 --> 00:15:24.840]  其實有甚麼反應呢
