
[00:00:00.000 --> 00:00:05.320]  我想最近大家都會收到很多不同的信息
[00:06:20.040 --> 00:06:21.560]  分兩部分
[00:06:21.560 --> 00:06:25.520]  你要明白,明白角色
[00:06:25.520 --> 00:06:30.560]  明白丈夫在婚姻裏面的角色是什麼
[00:06:30.560 --> 00:06:33.320]  究竟做丈夫是要做些什麼呢?
[00:06:33.320 --> 00:06:37.120]  究竟做一個妻子你要做些什麼呢?
[00:06:37.120 --> 00:06:41.160]  你要知道你負責的範圍
[00:06:41.160 --> 00:06:43.960]  就好像踢球一樣
[00:06:43.960 --> 00:06:49.920]  你打球,雖然我不會打,不過聽都知道
[00:06:49.920 --> 00:06:55.240]  有前鋒負責攻的,有後衛負責守的
[00:06:55.240 --> 00:06:59.760]  究竟在婚姻裏面,丈夫的角色是什麼
[00:06:59.760 --> 00:07:01.440]  妻子的角色是什麼呢?
[00:07:01.440 --> 00:07:03.280]  我們要明白
[00:07:03.280 --> 00:07:07.640]  明白了之後,還有第二樣東西,同意
[00:07:07.640 --> 00:07:12.800]  他叫你打前鋒,我不同意我打前鋒,我喜歡打後衛
[00:07:12.800 --> 00:07:15.560]  這樣就比較吵架
[00:07:15.560 --> 00:07:21.120]  你要明白了之後,你還要同意
[00:07:21.120 --> 00:07:23.880]  好了
[00:07:23.880 --> 00:07:27.840]  如果你有參加過聖經的婚禮的話
[00:07:27.840 --> 00:07:30.200]  很多時候我們會讀的
[00:07:30.200 --> 00:07:35.480]  我們一起讀一讀《已忽所書》五章二十二至二十四節
[00:07:35.480 --> 00:07:41.480]  這是最多人結婚時選擇的其中一段經文
[00:07:41.480 --> 00:07:43.400]  好,我們一起讀
[00:07:43.400 --> 00:07:51.400]  「你們作妻子的,當信服自己的丈夫,如同信服主
[00:07:51.400 --> 00:07:57.200]  因爲丈夫是妻子的頭,如同基督是教會的頭
[00:07:57.200 --> 00:08:00.440]  他又是教會全體的救主
[00:08:00.440 --> 00:08:03.040]  教會怎樣信服基督
[00:08:03.040 --> 00:08:09.040]  妻子也要怎樣凡事信服丈夫」
[00:08:09.040 --> 00:08:12.320]  所以第一樣,我們講角色
[00:08:12.320 --> 00:08:15.640]  我們先講丈夫
[00:08:15.640 --> 00:08:17.800]  接着我們就會講妻子
[00:08:17.800 --> 00:08:20.240]  丈夫的角色是什麼呢?
[00:08:20.240 --> 00:08:22.880]  丈夫就是頭
[00:08:22.880 --> 00:08:25.320]  我是中五信主的
[00:08:25.320 --> 00:08:28.240]  信主那時不知道有這些東西
[00:08:28.240 --> 00:08:30.720]  哇,接着信了耶穌之後
[00:08:30.720 --> 00:08:34.480]  你又回團契,有些道士也會教你這些東西
[00:08:34.480 --> 00:08:37.160]  讀到這裏,哎呀,我覺得好像有點上當
[00:08:37.160 --> 00:08:38.840]  怎麼會這樣的?
[00:08:38.840 --> 00:08:41.000]  哇,很不順氣
[00:08:41.000 --> 00:08:43.560]  有沒有搞錯?信服?
[00:08:43.560 --> 00:08:45.480]  這是什麼世界啊?
[00:08:45.480 --> 00:08:47.480]  聽了他的話
[00:08:47.480 --> 00:08:51.320]  那他不是很划算嗎?
[00:08:51.320 --> 00:08:54.320]  很不明白
[00:08:54.320 --> 00:08:57.400]  我不知道姐妹你有沒有這樣的想法
[00:08:57.400 --> 00:09:00.560]  哇,我們不是很喫虧嗎?
[00:09:00.560 --> 00:09:03.640]  要聽他的話
[00:09:03.640 --> 00:09:10.920]  今天我很想和大家再來看一次這段經文的時候
[00:09:10.920 --> 00:09:14.360]  究竟明不明白丈夫是頭?
[00:09:14.360 --> 00:09:17.200]  你明不明白頭是做什麼的呢?
[00:09:17.200 --> 00:09:24.840]  你明不明神怎麼看婚姻呢?
[00:09:24.840 --> 00:09:27.160]  神怎麼看婚姻呢?
[00:09:27.160 --> 00:09:31.640]  很多時候女孩子,男孩子我不知道,我不是男孩子
[00:09:31.640 --> 00:09:37.040]  我當時也是女孩子,我們很喜歡
[00:09:37.040 --> 00:09:41.640]  Cinderella那種找一個王子
[00:09:41.640 --> 00:09:46.360]  從此我就可以很幸福很快樂地
[00:09:46.360 --> 00:09:49.440]  過着一個公主
[00:09:49.440 --> 00:09:52.000]  被人好像公主一樣對待的生活
[00:09:52.000 --> 00:09:55.560]  我們心底裏雖然覺得自己不是一個公主
[00:09:55.560 --> 00:09:58.960]  但是我們每個人都很想做一個公主
[00:09:58.960 --> 00:10:03.080]  所以我們都有公主病,是吧?
[00:10:03.080 --> 00:10:07.560]  我們很喜歡做Elsa,那些很漂亮的
[00:10:07.560 --> 00:10:13.520]  我們在童話世界裏學了很多東西
[00:10:13.520 --> 00:10:16.240]  但是神怎麼看婚姻呢?
[00:10:16.240 --> 00:10:20.520]  第三點,神怎麼看婚姻呢?
[00:10:20.520 --> 00:10:27.480]  婚姻不是找一個人滿足我的要求
[00:10:27.480 --> 00:10:30.080]  我很想有一張長期飯票
[00:10:30.080 --> 00:10:33.160]  我很想做少奶,我不用做
[00:10:33.160 --> 00:10:37.400]  我很想有一個人服侍我
[00:10:37.400 --> 00:10:41.440]  幫我上班,幫我按摩,煮飯
[00:10:41.440 --> 00:10:43.280]  第一件事
[00:10:43.280 --> 00:10:49.320]  婚姻不是服侍大家,不是滿足你的要求
[00:10:49.320 --> 00:10:52.760]  第二,拜託Paul Pan
[00:10:52.760 --> 00:10:56.920]  如果不是從此之後我們兩個
[00:10:56.920 --> 00:11:01.640]  幸福開開心心地過活
[00:11:01.640 --> 00:11:04.600]  這也不是神設立婚姻的目的
[00:11:04.600 --> 00:11:09.280]  神想我們每個人都幸福快快樂樂地過活
[00:11:09.280 --> 00:11:16.600]  不過,祂不是用婚姻讓你一輩子都幸福快快樂樂
[00:11:16.600 --> 00:11:19.040]  那婚姻是什麼呢?
[00:11:19.040 --> 00:11:21.200]  婚姻,其實不是一輩子拍我的
[00:11:21.200 --> 00:11:24.480]  拍多些Paul Pan就可以了
[00:11:24.480 --> 00:11:26.840]  就是
[00:11:26.840 --> 00:11:37.640]  神希望你可以完成祂託付給你的照明
[00:11:37.640 --> 00:11:39.280]  不知道你有沒有想過
[00:11:39.280 --> 00:11:44.040]  每一個人,其實神創造你出來,你有個照明
[00:11:44.040 --> 00:11:47.200]  祂想你做一些事
[00:11:47.200 --> 00:11:49.400]  每個人都不同
[00:11:49.400 --> 00:11:51.640]  但是祂是想你
[00:11:51.640 --> 00:11:53.880]  弘神益人
[00:11:53.880 --> 00:11:56.120]  彰顯神的榮耀
[00:11:56.120 --> 00:12:01.960]  祂想你的生命成爲這個世界的祝福
[00:12:01.960 --> 00:12:04.880]  祂設立婚姻是做什麼的呢?
[00:12:04.880 --> 00:12:12.120]  就是能夠讓你可以完成你生命的照明
[00:12:12.120 --> 00:12:15.920]  你是兩個人
[00:12:15.920 --> 00:12:19.640]  我們看回我們上次講過的Paul Pan
[00:12:19.640 --> 00:12:26.440]  乃人獨居不好,我要爲他做一個配偶,幫助他
[00:12:26.440 --> 00:12:28.280]  爲什麼要婚姻呢?
[00:12:28.280 --> 00:12:36.760]  因爲你需要一個配偶,幫助你一起去完成
[00:12:36.760 --> 00:12:41.800]  神在你生命上面的照明
[00:12:41.800 --> 00:12:46.120]  所以婚姻,神設立的婚姻是有目的的
[00:12:46.120 --> 00:12:49.480]  幫助你做什麼?
[00:12:49.480 --> 00:12:51.680]  幫助你凸骨?不是
[00:12:51.680 --> 00:12:55.040]  幫助你的生命
[00:12:55.040 --> 00:12:58.040]  可以做到神要你做的事
[00:12:58.040 --> 00:13:01.840]  神是要慶福在婚姻裏面
[00:13:01.840 --> 00:13:09.240]  令你兩個一同承受神從上而來的恩典
[00:13:09.240 --> 00:13:11.800]  所以,麻煩你討論一下
[00:13:11.800 --> 00:13:14.800]  在神的眼裏面
[00:13:14.800 --> 00:13:18.680]  人是要離開父母與妻子聯合
[00:13:18.680 --> 00:13:21.520]  二人成爲一體
[00:13:21.520 --> 00:13:23.720]  很多時候,我們一看到上面
[00:13:23.720 --> 00:13:27.960]  我們就會說,哎呀,那我就很喫虧
[00:13:27.960 --> 00:13:29.960]  要聽他的話,要這樣
[00:13:29.960 --> 00:13:32.440]  那可能那個弟兄就會說
[00:13:32.440 --> 00:13:34.360]  哇,那我就很喫虧
[00:13:34.360 --> 00:13:36.960]  又要爲他寫記
[00:13:36.960 --> 00:13:40.480]  不,神看婚姻
[00:13:40.480 --> 00:13:42.800]  神看一段婚姻是什麼
[00:13:42.800 --> 00:13:44.440]  那個二人成爲一體
[00:13:44.440 --> 00:13:47.440]  不只是屬性方面的結合
[00:13:47.440 --> 00:13:50.960]  而是你們結了婚之後
[00:13:50.960 --> 00:13:53.000]  在神的眼裏面
[00:13:53.000 --> 00:13:57.720]  你們是一個共同體
[00:13:57.720 --> 00:13:59.760]  夫妻本事
[00:13:59.760 --> 00:14:00.840]  中國人就說
[00:14:00.840 --> 00:14:04.760]  同林了,大難臨頭各自飛
[00:14:04.760 --> 00:14:07.000]  但神不是這樣看
[00:14:07.000 --> 00:14:08.600]  神是說,當你們結了婚之後
[00:14:08.600 --> 00:14:12.200]  神看你們就是一體了
[00:14:12.200 --> 00:14:18.320]  你們不是對手
[00:14:18.320 --> 00:14:19.880]  而是對友
[00:14:19.880 --> 00:14:21.120]  說錯了
[00:14:21.120 --> 00:14:22.120]  再來一個
[00:14:22.120 --> 00:14:24.080]  你們是對友
[00:14:24.080 --> 00:14:27.440]  不是對手
[00:14:27.440 --> 00:14:30.440]  你們不是爭誰厲害
[00:14:30.440 --> 00:14:33.120]  你厲害些,你可以洗我
[00:14:33.120 --> 00:14:36.200]  你威風些,你在上面,我在下面
[00:14:36.200 --> 00:14:39.240]  你要聽你的話,知如此
[00:14:39.240 --> 00:14:41.200]  No
[00:14:41.200 --> 00:14:44.440]  就好像一隊球隊
[00:14:44.440 --> 00:14:47.480]  贏球就是贏球
[00:14:47.480 --> 00:14:51.640]  不會說前鋒贏了球
[00:14:51.640 --> 00:14:54.720]  是整隊贏球
[00:14:54.720 --> 00:14:58.560]  輸了就是輸了
[00:14:58.560 --> 00:15:00.560]  是整隊一起輸
[00:15:00.560 --> 00:15:04.680]  榮辱與共
[00:15:04.680 --> 00:15:06.080]  第三
[00:15:06.080 --> 00:15:11.840]  婚姻不是我,是我們
[00:15:11.840 --> 00:15:14.800]  這是一個很重要的
[00:15:14.800 --> 00:15:16.480]  你要有幸福婚姻
[00:15:16.480 --> 00:15:18.560]  你這裏要改變
[00:15:18.560 --> 00:15:20.120]  我很記得
[00:15:20.120 --> 00:15:22.480]  我記得結婚的時候
[00:15:22.480 --> 00:15:25.440]  就有很多人說的
[00:15:25.440 --> 00:15:28.760]  那些閨蜜,或者不是閨蜜,那些同事
[00:15:28.760 --> 00:15:30.800]  你知不知道
[00:15:30.800 --> 00:15:33.440]  我不知道現在還流行不流行
[00:15:33.440 --> 00:15:35.320]  你戴戒指的時候
[00:15:35.320 --> 00:15:36.840]  你不要讓它套到底
[00:15:36.840 --> 00:15:39.600]  不然它就會固定你
[00:15:39.600 --> 00:15:44.000]  真的有這些東西
[00:15:44.000 --> 00:15:45.360]  又試過
[00:15:45.360 --> 00:15:46.280]  臨結婚的時候
[00:15:46.280 --> 00:15:47.560]  很多人有很多意見
[00:15:47.560 --> 00:15:49.280]  你們的錢怎麼分
[00:15:49.280 --> 00:15:50.880]  記住
[00:15:50.880 --> 00:15:53.640]  要存一些私己的錢
[00:15:53.640 --> 00:15:54.640]  是不是
[00:15:54.640 --> 00:15:57.560]  做女人不要這麼蠢
[00:15:57.560 --> 00:15:59.760]  你明不明白
[00:15:59.760 --> 00:16:02.640]  當我們的心裏面還想着
[00:16:02.640 --> 00:16:05.080]  我的,他的
[00:16:05.080 --> 00:16:08.760]  不要讓他找我笨
[00:16:08.760 --> 00:16:11.040]  這樣
[00:16:11.040 --> 00:16:13.040]  不是眼裏的婚姻
[00:16:13.040 --> 00:16:17.400]  身,看,你們是一體
[00:16:17.400 --> 00:16:19.640]  這個觀念
[00:16:19.640 --> 00:16:24.280]  希望你們弄清楚
[00:16:24.280 --> 00:16:27.880]  你們神賜給你的婚姻
[00:16:27.880 --> 00:16:29.920]  祂是要將福氣
[00:16:29.920 --> 00:16:32.120]  淋落這個家庭裏面
[00:16:32.120 --> 00:16:33.760]  你們是兩個人
[00:16:33.760 --> 00:16:35.960]  一同去享受
[00:16:35.960 --> 00:16:41.000]  一同去承擔
[00:16:41.000 --> 00:16:43.400]  好了
[00:16:43.400 --> 00:16:45.360]  那我們講到
[00:16:45.360 --> 00:16:46.840]  大家明白了這個點之後
[00:16:46.840 --> 00:16:49.200]  我們就繼續講下去
[00:16:49.200 --> 00:16:51.680]  丈夫是頭
[00:16:51.680 --> 00:16:58.040]  你覺得頭是做什麼的
[00:16:58.040 --> 00:17:00.040]  如果他是一個頭
[00:17:00.040 --> 00:17:07.040]  你覺得這句話的意思是什麼呢
[00:17:07.040 --> 00:17:09.960]  頭是做什麼工作的呢
[00:17:09.960 --> 00:17:12.200]  帶領,對吧
[00:17:12.200 --> 00:17:13.400]  對
[00:17:13.400 --> 00:17:15.000]  還有呢
[00:17:15.000 --> 00:17:19.520]  做頭是做什麼的
[00:17:19.520 --> 00:17:23.840]  說是吧,可能也對
[00:17:23.840 --> 00:17:28.280]  做頭是做什麼的
[00:17:28.280 --> 00:17:29.760]  可能你想到
[00:17:29.760 --> 00:17:31.960]  高高在上
[00:17:31.960 --> 00:17:33.680]  指指點點
[00:17:33.680 --> 00:17:35.240]  叉起條腰
[00:17:35.240 --> 00:17:37.080]  很有power
[00:17:37.080 --> 00:17:41.240]  很有威勢
[00:17:41.240 --> 00:17:45.160]  因爲我們現實生命中的頭
[00:17:45.160 --> 00:17:47.400]  很多時候都是這樣
[00:17:47.400 --> 00:17:48.800]  但是真正的頭
[00:17:48.800 --> 00:17:53.560]  你想清楚是做什麼的
[00:17:53.560 --> 00:17:56.400]  一間公司的頭
[00:17:56.400 --> 00:17:58.520]  是做什麼的
[00:17:58.520 --> 00:18:01.840]  應該是董事局
[00:18:01.840 --> 00:18:06.240]  董事局裏面有個董事長
[00:18:06.240 --> 00:18:11.480]  董事局的董事長是做什麼的呢
[00:18:11.480 --> 00:18:12.480]  你想不到他做什麼
[00:18:12.480 --> 00:18:14.040]  他好像不做事似的
[00:18:14.040 --> 00:18:15.680]  其實他沒什麼要做的
[00:18:15.680 --> 00:18:17.640]  指人做而已
[00:18:17.640 --> 00:18:20.800]  我們的感覺是這樣
[00:18:20.800 --> 00:18:22.760]  所以一講
[00:18:22.760 --> 00:18:24.680]  丈夫是頭的時候
[00:18:24.680 --> 00:18:26.680]  你就想起一個翹着手
[00:18:26.680 --> 00:18:27.600]  什麼都不做
[00:18:27.600 --> 00:18:30.720]  只是坐着看報紙和看電視
[00:18:30.720 --> 00:18:33.680]  好像你老爸那樣的人
[00:18:33.680 --> 00:18:36.280]  但是你想清楚
[00:18:36.280 --> 00:18:40.840]  真的做頭的意思是什麼呢
[00:18:40.840 --> 00:18:42.840]  有求於一個頭
[00:18:42.840 --> 00:18:45.200]  我覺得有三點
[00:18:45.200 --> 00:18:47.040]  第一
[00:18:47.040 --> 00:18:50.200]  他是要面對問題
[00:18:50.200 --> 00:18:53.120]  承擔責任
[00:18:53.120 --> 00:18:55.840]  和改變自己
[00:18:55.840 --> 00:18:59.000]  第二
[00:18:59.000 --> 00:19:00.880]  神切勒
[00:19:00.880 --> 00:19:07.080]  你們是婚姻和家庭裏面的頭
[00:19:07.080 --> 00:19:13.880]  那究竟神期望你做什麼呢
[00:19:13.880 --> 00:19:16.520]  就好像一個董事長
[00:19:16.520 --> 00:19:19.200]  在一間公司裏面
[00:19:19.200 --> 00:19:21.800]  如果有一天你發覺
[00:19:21.800 --> 00:19:24.080]  你遞上稅局的那盤帳
[00:19:24.080 --> 00:19:28.280]  出錯了是假帳
[00:19:28.280 --> 00:19:31.080]  做錯了一盤帳
[00:19:31.080 --> 00:19:32.680]  董事長可不可以
[00:19:32.680 --> 00:19:35.800]  跟稅局說不關我的事
[00:19:35.800 --> 00:19:39.280]  我的會計師是假帳
[00:19:39.280 --> 00:19:40.920]  他做錯了事
[00:19:40.920 --> 00:19:43.440]  可以嗎
[00:19:43.440 --> 00:19:44.080]  稅局會說
[00:19:44.080 --> 00:19:45.680]  哦 原來不關你的事
[00:19:45.680 --> 00:19:49.360]  好吧 那我就罰會計師
[00:19:49.360 --> 00:19:52.840]  No
[00:19:52.840 --> 00:19:54.120]  罰誰
[00:19:54.120 --> 00:19:56.080]  誰會抓他坐牢
[00:19:56.080 --> 00:19:58.000]  告誰
[00:19:58.000 --> 00:20:02.320]  告頭
[00:20:02.320 --> 00:20:05.000]  如果你的產品
[00:20:05.000 --> 00:20:06.200]  出產的東西
[00:20:06.200 --> 00:20:08.640]  哎呀 糟糕了
[00:20:08.640 --> 00:20:11.960]  不知道是甲醇還是乙醇還是什麼醇
[00:20:11.960 --> 00:20:14.160]  出了問題告誰
[00:20:14.160 --> 00:20:17.600]  誰要負上刑事責任
[00:20:17.600 --> 00:20:21.600]  頭
[00:20:21.600 --> 00:20:24.920]  如果公司不夠生意
[00:20:24.920 --> 00:20:26.440]  誰負責
[00:20:26.440 --> 00:20:27.840]  頭
[00:20:27.840 --> 00:20:28.960]  週轉不來
[00:20:28.960 --> 00:20:30.080]  不夠現金
[00:20:30.080 --> 00:20:31.480]  誰負責
[00:20:31.480 --> 00:20:33.080]  頭
[00:20:33.080 --> 00:20:34.560]  公司不夠人手
[00:20:34.560 --> 00:20:35.400]  訓練不夠
[00:20:35.400 --> 00:20:36.960]  誰負責
[00:20:36.960 --> 00:20:40.200]  頭
[00:20:40.200 --> 00:20:42.480]  所以
[00:20:42.480 --> 00:20:44.880]  做頭的意思
[00:20:44.880 --> 00:20:49.760]  是他要面對一切的問題
[00:20:49.760 --> 00:20:53.880]  承擔一切的責任
[00:20:53.880 --> 00:20:58.640]  那就是真正頭要做的工作
[00:20:58.640 --> 00:21:00.880]  大兄
[00:21:00.880 --> 00:21:03.400]  是你的
[00:21:03.400 --> 00:21:08.640]  日後你家出了什麼問題
[00:21:08.640 --> 00:21:12.200]  誰的責任
[00:21:12.200 --> 00:21:14.080]  誰要面對
[00:21:14.080 --> 00:21:19.200]  每一個家庭都有不同的問題
[00:21:19.200 --> 00:21:22.120]  可能你的子女讀書有問題
[00:21:22.120 --> 00:21:24.760]  可能你家庭經濟有問題
[00:21:24.760 --> 00:21:28.600]  可能婆媳關係有問題
[00:21:28.600 --> 00:21:31.280]  各式各樣人生這麼長
[00:21:31.280 --> 00:21:37.480]  你總會遇見你家裏總會有些什麼問題
[00:21:37.480 --> 00:21:41.120]  誰是那個負責任的人
[00:21:41.120 --> 00:21:45.200]  誰是要面對責任的人
[00:21:45.200 --> 00:21:46.840]  是你
[00:21:46.840 --> 00:21:49.640]  是丈夫
[00:21:49.640 --> 00:21:53.000]  是大兄 是你們
[00:21:53.000 --> 00:21:54.240]  是不是啊
[00:21:54.240 --> 00:21:56.800]  我們來看看
[00:21:56.800 --> 00:21:58.960]  面對問題
[00:21:58.960 --> 00:22:03.040]  相反就是逃避問題
[00:22:03.040 --> 00:22:07.040]  大家一等於沒問題
[00:22:07.040 --> 00:22:10.280]  是吧
[00:22:10.280 --> 00:22:12.920]  很多男人
[00:22:12.920 --> 00:22:14.720]  是不是家裏知道
[00:22:14.720 --> 00:22:15.800]  家裏沒問題的
[00:22:15.800 --> 00:22:18.240]  不是的
[00:22:18.240 --> 00:22:19.920]  不理
[00:22:19.920 --> 00:22:21.120]  當沒問題
[00:22:21.120 --> 00:22:22.280]  看不到
[00:22:22.280 --> 00:22:25.160]  當沒問題
[00:22:25.160 --> 00:22:28.680]  承擔責任的相反是什麼
[00:22:28.680 --> 00:22:31.360]  就是推卸責任
[00:22:31.360 --> 00:22:32.760]  你兒子
[00:22:32.760 --> 00:22:34.440]  你兒子讀書這麼差
[00:22:34.440 --> 00:22:36.720]  拜託你教教他
[00:22:36.720 --> 00:22:39.640]  兒子那時候跟老婆說
[00:22:39.640 --> 00:22:41.680]  你兒子不讀書
[00:22:41.680 --> 00:22:44.120]  你教教他
[00:22:44.120 --> 00:22:46.720]  是他的責任
[00:22:46.720 --> 00:22:49.120]  我們來看一個例子
[00:22:49.120 --> 00:22:51.680]  世界上的第一個頭
[00:22:51.680 --> 00:22:53.080]  是一個失敗的例子
[00:22:53.080 --> 00:22:54.960]  就是阿當
[00:22:54.960 --> 00:22:57.440]  阿當和夏娃
[00:22:57.440 --> 00:23:00.040]  喫了禁果
[00:23:00.040 --> 00:23:01.800]  天起了涼風
[00:23:01.800 --> 00:23:04.840]  耶和華神在園中裏行走
[00:23:04.840 --> 00:23:06.360]  那人就是阿當
[00:23:06.360 --> 00:23:08.440]  和他老婆就是夏娃
[00:23:08.440 --> 00:23:13.080]  聽見神的聲音就躲在園裏的樹林
[00:23:13.080 --> 00:23:18.040]  躲避耶和華神的言
[00:23:18.040 --> 00:23:21.360]  耶和華神呼喚那人對他說你在哪裏
[00:23:21.360 --> 00:23:23.760]  他說我在園中聽見你的聲音
[00:23:23.760 --> 00:23:24.720]  我就害怕
[00:23:24.720 --> 00:23:26.120]  因爲我赤身露體
[00:23:26.120 --> 00:23:28.280]  我便藏了
