
[00:00:00.000 --> 00:00:02.060]  在復活節的時候能夠回來
[00:05:34.460 --> 00:05:39.500]  過往這一年有很多家庭面對著這個選擇
[00:05:39.500 --> 00:05:41.580]  從來沒有想過我們可以
[00:05:41.580 --> 00:05:43.980]  這麼多時間在家
[00:05:43.980 --> 00:05:46.220]  可以天天面對著小朋友
[00:05:46.220 --> 00:05:47.740]  小朋友不用上學
[00:05:47.740 --> 00:05:49.020]  以前我們經常說
[00:05:49.020 --> 00:05:49.660]  真的好了
[00:05:49.660 --> 00:05:50.860]  為什麼要經常讀書
[00:05:50.860 --> 00:05:52.300]  早點上班
[00:05:52.300 --> 00:05:53.580]  上班半天就好了
[00:05:53.580 --> 00:05:56.700]  半天可以多點時間見面
[00:05:56.700 --> 00:05:59.180]  但是這一年過後
[00:05:59.180 --> 00:06:01.020]  就好像不是這樣想
[00:06:01.020 --> 00:06:03.020]  人們很想兒子快點上學
[00:06:03.020 --> 00:06:03.980]  他不要再在這裡了
[00:06:03.980 --> 00:06:05.500]  真的受不了
[00:06:05.500 --> 00:06:06.860]  是不是弟兄姊妹
[00:06:06.860 --> 00:06:08.380]  是不是真的平安呢
[00:06:08.380 --> 00:06:09.820]  在家裡
[00:06:09.820 --> 00:06:11.500]  大家一家人在一起
[00:06:11.500 --> 00:06:14.460]  是不是真的能夠有一種很舒服的感覺呢
[00:06:14.460 --> 00:06:16.460]  當然到了一個社群的層面
[00:06:16.460 --> 00:06:17.820]  都是一樣的
[00:06:17.820 --> 00:06:19.500]  這一年我們感動的
[00:06:19.500 --> 00:06:21.580]  因為弟兄姊妹都能夠在網上
[00:06:21.580 --> 00:06:24.940]  很努力地出現小組
[00:06:24.940 --> 00:06:26.620]  所以我經常都安慰小組
[00:06:26.620 --> 00:06:27.580]  不用理會
[00:06:27.580 --> 00:06:29.180]  你就算見到三個四個
[00:06:29.180 --> 00:06:31.260]  你應該是存了一個很感恩的心
[00:06:31.260 --> 00:06:32.620]  所以你問我
[00:06:32.620 --> 00:06:35.020]  我今年從來沒試過探這麼多組
[00:06:35.020 --> 00:06:36.060]  我參加二三四
[00:06:36.060 --> 00:06:37.900]  如果不教書都是組在裡面
[00:06:37.900 --> 00:06:39.500]  因為是感動的
[00:06:39.500 --> 00:06:41.260]  在框框裡面
[00:06:41.260 --> 00:06:43.500]  見著那幾個人頭
[00:06:43.500 --> 00:06:44.540]  當然好一點
[00:06:44.540 --> 00:06:45.900]  我們就見到人頭
[00:06:45.900 --> 00:06:47.500]  年輕的是什麼都見不到
[00:06:47.500 --> 00:06:50.940]  只見到一隻貓或者一隻狗
[00:06:50.940 --> 00:06:53.420]  但是當大家還聽到聲音
[00:06:53.420 --> 00:06:54.700]  都知道大家安好
[00:06:54.700 --> 00:06:55.500]  那個位置
[00:06:55.500 --> 00:06:57.100]  其實起碼感受到
[00:06:57.100 --> 00:06:59.500]  一群很有心的人在一起
[00:06:59.500 --> 00:07:01.500]  小組又來了
[00:07:01.500 --> 00:07:04.140]  又可以回復了
[00:07:04.140 --> 00:07:05.980]  自己又再活動了
[00:07:05.980 --> 00:07:08.860]  是不是這樣我們就一定很平安呢
[00:07:08.860 --> 00:07:10.220]  可能大戰過後
[00:07:10.220 --> 00:07:12.060]  就到我們有大戰了
[00:07:12.060 --> 00:07:15.500]  曾經想過我們的小組有多少衝突期
[00:07:15.500 --> 00:07:17.900]  有多少可能一句話
[00:07:17.900 --> 00:07:19.660]  蛋糕誰大一點小一點
[00:07:19.660 --> 00:07:22.540]  我們都是可以有些不開心的
[00:07:22.540 --> 00:07:26.540]  所以真正的平安究竟是從哪裡來的呢
[00:07:26.540 --> 00:07:27.740]  我們當然信了主
[00:07:27.740 --> 00:07:30.780]  我們知道我們一定要從上帝那裡來
[00:07:30.780 --> 00:07:31.980]  問題是
[00:07:31.980 --> 00:07:34.380]  我們是不是真的這麼容易去享受到
[00:07:34.380 --> 00:07:36.940]  個人的平安和一個群體的平安呢
[00:07:36.940 --> 00:07:37.980]  大家知道我讀書
[00:07:37.980 --> 00:07:39.100]  我很喜歡這個模特兒
[00:07:39.100 --> 00:07:41.180]  叫做塞維亞成長模式
[00:07:41.180 --> 00:07:42.540]  在這個模式裡面
[00:07:42.540 --> 00:07:44.140]  它有三個很大的導向
[00:07:44.140 --> 00:07:46.780]  對我當初讀書是很大的提醒的
[00:07:46.780 --> 00:07:47.820]  它就說第一樣東西
[00:07:47.820 --> 00:07:48.860]  人是需要
[00:07:48.860 --> 00:07:51.340]  最重要的是peace within
[00:07:51.340 --> 00:07:55.900]  就是你自己裡面一定要有那份平安
[00:07:55.900 --> 00:07:56.940]  那個平安的意思是
[00:07:56.940 --> 00:08:00.540]  你裡面自己沒有爭鬥
[00:08:00.540 --> 00:08:02.460]  你說自己什麼裡面有爭鬥
[00:08:02.460 --> 00:08:05.020]  說真的我們安靜下來承認
[00:08:05.020 --> 00:08:07.180]  我們經常都是在爭鬥的
[00:08:07.180 --> 00:08:09.980]  是自己裡面和自己鬥的
[00:08:09.980 --> 00:08:13.100]  你曾經發完脾氣之後
[00:08:13.100 --> 00:08:15.020]  接著你更發脾氣的
[00:08:15.020 --> 00:08:16.860]  其實你不是發脾氣對方的
[00:08:16.860 --> 00:08:19.420]  你是為了自己而發脾氣的
[00:08:19.420 --> 00:08:21.980]  你會生氣自己為什麼這樣說話的呢
[00:08:21.980 --> 00:08:24.700]  哎呀為什麼要這樣做的呢
[00:08:24.700 --> 00:08:27.900]  我們自己裡面都往往是常常打架的
[00:08:27.900 --> 00:08:30.620]  特別是家庭在親密關係裡面
[00:08:30.620 --> 00:08:33.820]  這個矛盾是更加經常出現的
[00:08:33.820 --> 00:08:35.820]  罵完孩子之後後悔
[00:08:35.820 --> 00:08:39.580]  所以很多打電話去求救
[00:08:39.580 --> 00:08:41.420]  我就是弱兒的
[00:08:41.420 --> 00:08:43.580]  你不要以為是隔壁屋投訴的
[00:08:43.580 --> 00:08:45.420]  其實有不少比例
[00:08:45.420 --> 00:08:47.180]  是自己打完孩子
[00:08:47.180 --> 00:08:49.500]  打到孩子可能出事流血諸如此類
[00:08:49.500 --> 00:08:52.140]  是害怕到自己去求救的
[00:08:52.140 --> 00:08:54.620]  因為控制不了自己
[00:08:54.620 --> 00:08:57.980]  而很多時候人與人之間的不和平
[00:08:57.980 --> 00:09:00.220]  在自殺的案件裡面
[00:09:00.220 --> 00:09:01.740]  很多時候都告訴你
[00:09:01.740 --> 00:09:04.220]  其實自殺的人不是想自殺的
[00:09:04.220 --> 00:09:07.740]  往往其實是我們叫做搞大了
[00:09:07.740 --> 00:09:11.340]  其實聞到骨子裡面所有做傷害的東西
[00:09:11.340 --> 00:09:14.140]  都只不過是一個求救的訊號
[00:09:14.140 --> 00:09:16.060]  兄弟姐妹
[00:09:16.060 --> 00:09:21.100]  你有沒有發現自己裡面是有求救的訊號發生的
[00:09:21.100 --> 00:09:24.220]  回望這一年多兩年
[00:09:24.220 --> 00:09:25.500]  你看著電視機
[00:09:25.500 --> 00:09:27.500]  你看著手機
[00:09:27.500 --> 00:09:33.260]  你有沒有聽到自己裡面有不同的聲音在打架
[00:09:33.260 --> 00:09:34.460]  一個叫你向東
[00:09:34.460 --> 00:09:35.740]  一個叫你向西
[00:09:35.740 --> 00:09:38.060]  一個叫你爆粗
[00:09:38.060 --> 00:09:40.860]  一個叫你冷靜一點
[00:09:40.860 --> 00:09:43.820]  我們有沒有留意我們自己心底裡面
[00:09:43.820 --> 00:09:47.900]  有很多的呼聲其實是在求救的
[00:09:47.900 --> 00:09:50.780]  我們究竟有沒有向上帝求呢
[00:09:50.780 --> 00:09:54.060]  往往在一個困難大時來到的時候
[00:09:54.060 --> 00:09:56.860]  我們就分到原來上帝在我們生命當中
[00:09:56.860 --> 00:09:59.260]  究竟佔什麼位置
[00:09:59.260 --> 00:10:00.940]  我們很多時候說很愛主
[00:10:00.940 --> 00:10:02.700]  我們很想回教會
[00:10:02.700 --> 00:10:03.740]  我們很親近上帝
[00:10:03.740 --> 00:10:06.220]  我們很想幫忙我們做義工
[00:10:06.220 --> 00:10:08.460]  但很有趣的是當壓力
[00:10:08.460 --> 00:10:11.660]  當困難當苦難來到那一刻
[00:10:11.660 --> 00:10:15.420]  我們竟然可能是沒有找上帝的
[00:10:15.420 --> 00:10:19.580]  亂搞亂撞到頭來不如意的時候
[00:10:19.580 --> 00:10:21.580]  我們就找上帝罵
[00:10:21.580 --> 00:10:22.700]  上帝為什麼你這樣
[00:10:22.700 --> 00:10:24.220]  上帝為什麼你不幫我
[00:10:24.220 --> 00:10:27.260]  無論現在真的我們找學校的
[00:10:27.260 --> 00:10:28.620]  找移民的
[00:10:28.620 --> 00:10:30.060]  找工作的
[00:10:30.060 --> 00:10:33.820]  我們很多事情在困獸鬥裡面的時候
[00:10:33.820 --> 00:10:38.380]  我們在什麼時間在什麼步驟才去找上帝呢
[00:10:38.380 --> 00:10:41.340]  究竟我們心裡面那份不平安
[00:10:41.340 --> 00:10:43.580]  是我們自己都留意到
[00:10:43.580 --> 00:10:45.980]  還是我們當它沒事
[00:10:45.980 --> 00:10:49.900]  然後我們就按照一般人的生活模式
[00:10:49.900 --> 00:10:51.260]  遇到A就罵A
[00:10:51.260 --> 00:10:52.380]  遇到B就罵B
[00:10:52.380 --> 00:10:54.460]  遇到C就罵C
[00:10:54.460 --> 00:10:55.500]  所以姐妹
[00:10:55.500 --> 00:10:57.100]  Peace within
[00:10:57.100 --> 00:11:01.260]  能夠真的在裡面享受從這位和平的君王
[00:11:01.260 --> 00:11:03.660]  所賜下的真正的平安
[00:11:03.660 --> 00:11:09.980]  我們才有能力去做和平之子
[00:11:09.980 --> 00:11:11.180]  不是這麼容易的
[00:11:11.180 --> 00:11:12.220]  是不是
[00:11:12.220 --> 00:11:14.540]  有時候我們都會問弟兄姊妹
[00:11:14.540 --> 00:11:18.140]  你假期了有沒有回媽媽那裡
[00:11:18.140 --> 00:11:19.740]  怎麼樣那些
[00:11:19.740 --> 00:11:21.500]  大家都談的
[00:11:21.500 --> 00:11:23.580]  疫情是令到我們有點阻礙的
[00:11:23.580 --> 00:11:25.100]  但反過來
[00:11:25.100 --> 00:11:26.380]  有多慶幸呢
[00:11:26.380 --> 00:11:28.620]  疫情令我們有點藉口
[00:11:28.620 --> 00:11:31.340]  因為我們都有不少人
[00:11:31.340 --> 00:11:33.740]  其實兄弟姐妹呢
[00:11:33.740 --> 00:11:35.340]  其實在這兩年裡面
[00:11:35.340 --> 00:11:38.300]  是不能夠在一起吃飯
[00:11:38.300 --> 00:11:39.820]  媽媽生日呢
[00:11:39.820 --> 00:11:43.020]  是各自和媽媽吃飯的
[00:11:43.020 --> 00:11:44.460]  原因是什麼
[00:11:44.460 --> 00:11:46.140]  是不是真的有深仇大恨
[00:11:46.140 --> 00:11:47.660]  還是我們當中做過什麼事
[00:11:47.660 --> 00:11:49.260]  大膽出手
[00:11:49.260 --> 00:11:51.580]  回顧去看沒有
[00:11:51.580 --> 00:11:52.380]  不過
[00:11:52.380 --> 00:11:54.780]  就是因為那一下的說話
[00:11:54.780 --> 00:11:56.220]  那一下的舉動
[00:11:56.220 --> 00:11:58.140]  或者我們quit了那個group
[00:11:58.140 --> 00:11:59.580]  是那一下做了什麼
[00:11:59.580 --> 00:12:01.100]  我們又很後悔
[00:12:01.100 --> 00:12:05.340]  但是我們又沒有這個勇氣和能力去處理
[00:12:05.340 --> 00:12:07.340]  因為自己也很混亂
[00:12:07.340 --> 00:12:08.860]  我怎麼去和他復和呢
[00:12:08.860 --> 00:12:09.820]  我再問他
[00:12:09.820 --> 00:12:10.540]  他得我
[00:12:10.540 --> 00:12:12.220]  我就很不好意思
[00:12:12.220 --> 00:12:14.380]  所以就算兄弟姐妹也好
[00:12:14.380 --> 00:12:18.220]  永遠都找不到一個人願意做帶頭
[00:12:18.220 --> 00:12:19.340]  喊那個
[00:12:19.340 --> 00:12:22.380]  其實當你願意去嘗試的時候
[00:12:22.380 --> 00:12:26.700]  可能那個復和的關係是很容易的
[00:12:26.700 --> 00:12:28.940]  所以要成為一個和平之子
[00:12:28.940 --> 00:12:31.420]  的而且確需要來到神的面前
[00:12:31.420 --> 00:12:34.780]  求取祂賜給我們的能力和智慧
[00:12:34.780 --> 00:12:37.500]  最終當然是希望能夠與眾和
[00:12:37.500 --> 00:12:38.780]  你想想一個群體
[00:12:38.780 --> 00:12:39.580]  一間教會
[00:12:39.580 --> 00:12:40.700]  這麼多人
[00:12:40.700 --> 00:12:42.300]  真的能夠切實彼此相愛
[00:12:42.300 --> 00:12:44.700]  這個是非常美麗的童話
[00:12:44.700 --> 00:12:47.100]  但同樣一個家庭能夠興盛
[00:12:47.100 --> 00:12:47.900]  一個國家
[00:12:47.900 --> 00:12:50.140]  一個地區能夠和平地生活
[00:12:50.140 --> 00:12:52.700]  其實真的很在乎裏面的氣氛
[00:12:52.700 --> 00:12:54.220]  裏面這一群人
[00:12:54.220 --> 00:12:56.540]  是否能夠真的互相支持
[00:12:56.540 --> 00:12:57.980]  同心合力
[00:12:57.980 --> 00:13:00.380]  所以在這三個向度裏面
[00:13:00.380 --> 00:13:03.740]  我們真的要求神給我們有智慧和有能力
[00:13:03.740 --> 00:13:05.260]  真的慢慢去學習
[00:13:05.260 --> 00:13:06.380]  所以也感恩的
[00:13:06.380 --> 00:13:07.420]  我不知道為什麼
[00:13:07.420 --> 00:13:10.540]  今季我是有三篇講到的
[00:13:10.540 --> 00:13:12.620]  所以我今天第一篇想專注的就是
[00:13:12.620 --> 00:13:14.060]  真是與己和
[00:13:14.060 --> 00:13:15.900]  我們在復活節的時候
[00:13:15.900 --> 00:13:17.580]  真的去想一想
[00:13:17.580 --> 00:13:19.420]  這位和平之君
[00:13:19.420 --> 00:13:22.460]  他降臨這個世界上的目的是什麼
[00:13:22.460 --> 00:13:23.740]  在路加福音那裏說
[00:13:23.740 --> 00:13:28.700]  人子尼是要尋找拯救失喪的人
[00:13:28.700 --> 00:13:30.940]  誰是失喪的人呢
[00:13:30.940 --> 00:13:34.380]  其實往往失喪的人可能不覺得自己是失喪
[00:13:34.380 --> 00:13:36.780]  正如我們說什麼叫做受迷惑
[00:13:36.780 --> 00:13:38.780]  其實被迷惑的人
[00:13:38.780 --> 00:13:42.220]  是永遠不會覺得自己是被迷惑的
[00:13:42.220 --> 00:13:45.260]  這套卡通片大家都很明白
[00:13:45.260 --> 00:13:46.460]  原來在我們的生命當中
[00:13:46.460 --> 00:13:48.220]  我們就算講情緒的控制
[00:13:48.220 --> 00:13:50.140]  我們裏面有很多個我
[00:13:50.140 --> 00:13:53.820]  如果你有看過那套港產片叫做《神探》
[00:13:53.820 --> 00:13:56.300]  有興趣的回去再看那些舊片
[00:13:56.300 --> 00:13:59.260]  其實他有七個他自己
[00:13:59.260 --> 00:14:00.540]  七個他自己
[00:14:00.540 --> 00:14:01.980]  極惡的是他自己
[00:14:01.980 --> 00:14:03.980]  極善良的是他自己
[00:14:03.980 --> 00:14:06.060]  極凶狠的是他自己
[00:14:06.060 --> 00:14:09.100]  很溫柔膽小的也是他自己
[00:14:09.100 --> 00:14:10.940]  人在罪的裏面
[00:14:10.940 --> 00:14:14.220]  就已經不知道自己究竟是什麼
[00:14:14.220 --> 00:14:16.860]  是一個很混亂的場所
[00:14:16.860 --> 00:14:19.180]  你和我都經歷過這些所謂迷失
[00:14:19.180 --> 00:14:21.660]  自我矛盾的時間
[00:14:21.660 --> 00:14:25.100]  在這些困難的裏面我們應該怎樣面對呢
[00:14:25.100 --> 00:14:26.540]  無論你說去讀輔導
[00:14:26.540 --> 00:14:28.940]  你說去找輔導找幫助
[00:14:28.940 --> 00:14:29.980]  幫不幫到呢
[00:14:29.980 --> 00:14:31.580]  我覺得是幫到的
[00:14:31.580 --> 00:14:33.500]  但是幫不完的
[00:14:33.500 --> 00:14:35.340]  因為很多時候你越讀輔導
[00:14:35.340 --> 00:14:36.860]  你越去做輔導
[00:14:36.860 --> 00:14:39.260]  你越明白自己的問題
[00:14:39.260 --> 00:14:42.380]  但是你就更加走入一個死胡同
[00:14:42.380 --> 00:14:44.780]  因為你發覺你做不到
[00:14:44.780 --> 00:14:46.620]  在經歷神經會的裏面
[00:14:46.620 --> 00:14:49.020]  其實我們見到很多神蹟歧視
[00:14:49.020 --> 00:14:53.420]  是因為很多時候人生命裏面的一些黑暗面
[00:14:53.420 --> 00:14:55.980]  一些痛苦的困難的傷害
[00:14:55.980 --> 00:14:58.620]  令到我們整個瘋人院一樣的
[00:14:58.620 --> 00:15:00.780]  唯有能夠真是在神的面前
[00:15:00.780 --> 00:15:03.180]  來去承認自己的罪
[00:15:03.180 --> 00:15:05.260]  脫離那惡劣的痕跡
[00:15:05.260 --> 00:15:08.540]  突然間生命就改變了
[00:15:08.540 --> 00:15:12.300]  什麼能夠讓我們的生命能夠真正的改變
[00:15:12.300 --> 00:15:14.780]  耶穌為什麼要降生
[00:15:14.780 --> 00:15:17.820]  祂是神來的 為什麼要有受難節
[00:15:17.820 --> 00:15:19.020]  為什麼這麼蠢
[00:15:19.020 --> 00:15:21.180]  祂說赦免我就赦免我
[00:15:21.180 --> 00:15:23.900]  很多不信耶穌的朋友
[00:15:23.900 --> 00:15:25.820]  他們是完全不理解的
[00:15:25.820 --> 00:15:27.740]  既然你說得這麼厲害就不用了
[00:15:27.740 --> 00:15:30.060]  為什麼要搞這麼多無謂的東西
[00:15:30.060 --> 00:15:32.780]  但是當我們慢慢去認識聖經
[00:15:32.780 --> 00:15:33.820]  我們就知道
[00:15:33.820 --> 00:15:36.780]  原來人為什麼會進入一個迷失的狀態
[00:15:36.780 --> 00:15:41.660]  是因為人是被罪所困
[00:15:41.660 --> 00:15:43.580]  當我們離開了上帝
[00:15:43.580 --> 00:15:45.420]  在罪的克制之下
[00:15:45.420 --> 00:15:49.740]  我們已經不能夠做到自己想做的事情
[00:15:49.740 --> 00:15:52.940]  你不想做的事情你往往都做了
[00:15:52.940 --> 00:15:55.740]  這是我們沒辦法不承認的
[00:15:55.740 --> 00:15:58.540]  我們都不想開口盯著你的
[00:15:58.540 --> 00:16:01.340]  但是當自己很憤怒的時候
[00:16:01.340 --> 00:16:04.540]  當聽到一些相反的意見
[00:16:04.540 --> 00:16:06.060]  或者不好聽的東西
[00:16:06.060 --> 00:16:07.580]  嘩 就乒鈴嘭唥
