
[00:00:00.000 --> 00:00:05.160]  有機會來到分享神的說話是一件很美好的事
[00:10:44.760 --> 00:10:48.480]  不知足是一件很愚昧的一件事
[00:10:48.480 --> 00:10:54.320]  它會令我們對神所預備的道路視而不見
[00:10:54.320 --> 00:10:59.440]  如果你真的想得到很大的收穫的話
[00:10:59.440 --> 00:11:01.920]  保羅說要做一個金錢的人
[00:11:01.920 --> 00:11:04.560]  也要做一個知足的人
[00:11:04.560 --> 00:11:08.120]  因為你所得到的不是外在的東西
[00:11:08.120 --> 00:11:11.280]  而是在心裡面
[00:11:11.280 --> 00:11:15.880]  如果你對你裡面的東西感到滿意的話
[00:11:15.880 --> 00:11:22.640]  你就不會太過在意外在的東西到底有多少
[00:11:22.640 --> 00:11:23.840]  我們為什麼要知足呢
[00:11:23.840 --> 00:11:25.560]  保羅在第七節這樣說
[00:11:25.560 --> 00:11:29.480]  他說因為我們沒有帶什麼到世上來
[00:11:29.480 --> 00:11:32.920]  所以也不能帶什麼去
[00:11:32.920 --> 00:11:35.480]  有人說生命是公平的
[00:11:35.480 --> 00:11:38.360]  沒有人帶任何東西來
[00:11:38.360 --> 00:11:41.040]  也沒有人可以帶走任何東西
[00:11:41.040 --> 00:11:44.160]  所以如果用商業的角度來看
[00:11:44.160 --> 00:11:47.360]  我們一開始沒有帶任何的資金來
[00:11:47.360 --> 00:11:51.440]  也沒有帶走任何的利潤
[00:11:51.440 --> 00:11:54.840]  所以在財富的角度來看
[00:11:54.840 --> 00:11:58.320]  其實每個人都是一樣的
[00:11:58.320 --> 00:12:01.000]  沒有人有賺也沒有人有蝕
[00:12:01.000 --> 00:12:03.800]  我們沒有帶任何東西來也沒有帶走任何東西
[00:12:03.800 --> 00:12:05.280]  在第八節他說
[00:12:05.280 --> 00:12:10.080]  只要有衣有食就當知足
[00:12:10.080 --> 00:12:11.720]  也就是說
[00:12:11.720 --> 00:12:15.840]  當我們擁有生活裡面最基本的東西的時候
[00:12:15.840 --> 00:12:19.000]  我們就應該知足了
[00:12:19.000 --> 00:12:23.720]  但是問題是什麼是基本呢
[00:12:23.720 --> 00:12:27.840]  有人說基本這個概念
[00:12:27.840 --> 00:12:31.400]  對不同的人來說是有不同的意思的
[00:12:31.400 --> 00:12:33.840]  我記得我讀大學的時候
[00:12:33.840 --> 00:12:35.600]  所謂基本就是
[00:12:35.600 --> 00:12:40.120]  四個人租一間two-bedroom的apartment
[00:12:40.120 --> 00:12:42.400]  我們覺得當時是基本的
[00:12:42.400 --> 00:12:44.800]  我們睡在一張床墊上
[00:12:44.800 --> 00:12:47.320]  每個人睡一張單人的床墊
[00:12:47.320 --> 00:12:49.000]  有一張舊書桌
[00:12:49.000 --> 00:12:55.080]  有一個用磚頭木板砌出來的書架
[00:12:55.080 --> 00:13:03.800]  有些大英姊妹有買一部舊的黑白電視
[00:13:03.800 --> 00:13:05.680]  很小的
[00:13:05.680 --> 00:13:06.760]  是基本的
[00:13:06.760 --> 00:13:11.040]  或者是一個很大的彩色電視
[00:13:11.040 --> 00:13:14.680]  但是那些顏色是在不同的地方的
[00:13:14.680 --> 00:13:20.720]  在不對的地方的
[00:13:20.720 --> 00:13:22.640]  當我們賺了更多的錢的時候
[00:13:22.640 --> 00:13:27.040]  基本的定義就變得不同了
[00:13:27.040 --> 00:13:30.200]  就不同了
[00:13:30.200 --> 00:13:31.400]  不知道你還記不記得
[00:13:31.400 --> 00:13:36.200]  以前去退休會的時候住的地方是怎麼樣的
[00:13:36.200 --> 00:13:40.440]  我久不久有機會被邀請去做
[00:13:40.440 --> 00:13:43.240]  不同教會的一些退休會的講員
[00:13:43.240 --> 00:13:47.760]  我就發覺最近這一二十年來
[00:13:47.760 --> 00:13:51.480]  那些退休會的營地的建設
[00:13:51.480 --> 00:13:53.920]  都進步了很多
[00:13:53.920 --> 00:13:56.960]  跟二三十年前是很不同的
[00:13:56.960 --> 00:14:00.440]  每一個營地都來改建
[00:14:00.440 --> 00:14:05.000]  或者是去升級他們的住宿的環境
[00:14:05.000 --> 00:14:07.520]  舒服很多
[00:14:07.520 --> 00:14:12.000]  有時候有些教會去一些
[00:14:12.000 --> 00:14:16.520]  比較沒有那麼高級的住宿
[00:14:16.520 --> 00:14:18.680]  大英姊妹有時候都會埋怨
[00:14:18.680 --> 00:14:22.000]  或者那裡的伙食比較不好的時候
[00:14:22.000 --> 00:14:26.920]  我們都覺得為什麼會這樣呢
[00:14:26.920 --> 00:14:29.920]  其實每天基本是
[00:14:29.920 --> 00:14:34.880]  隨著我們的不同的環境的進步
[00:14:34.880 --> 00:14:38.440]  我們有時候基本真的會不同的
[00:14:38.440 --> 00:14:39.720]  事實上呢
[00:14:39.720 --> 00:14:43.600]  事實上我們剛才所形容的
[00:14:43.600 --> 00:14:45.040]  我們讀書的時候
[00:14:45.040 --> 00:14:48.600]  年輕的時候那種貧困學生的
[00:14:48.600 --> 00:14:50.240]  那種的基本生活
[00:14:50.240 --> 00:14:52.960]  對於世界上很多人來說
[00:14:52.960 --> 00:14:59.840]  簡直好像是百萬富翁的生活一樣
[00:14:59.840 --> 00:15:01.280]  我有機會
[00:15:01.280 --> 00:15:02.280]  在我讀神學的時候
[00:15:02.280 --> 00:15:04.760]  我有機會在香港的
[00:15:04.760 --> 00:15:08.160]  一個基督教的解讀村裡面住了
[00:15:08.160 --> 00:15:12.120]  大概過幾個月的時間
[00:15:12.120 --> 00:15:15.320]  我當然不是以一個吸毒的人的身份
[00:15:15.320 --> 00:15:17.560]  而是以一個實習傳道的身份
[00:15:17.560 --> 00:15:20.800]  來跟他們一起
[00:15:20.800 --> 00:15:22.800]  那個是一個村
[00:15:22.800 --> 00:15:24.080]  不是一個康復中心
[00:15:24.080 --> 00:15:25.960]  而是一個解讀村
[00:15:25.960 --> 00:15:28.160]  是由那些解讀者自己
[00:15:28.160 --> 00:15:31.400]  動手去建出來的一個村
[00:15:31.400 --> 00:15:33.240]  在那裡沒有電
[00:15:33.240 --> 00:15:35.200]  只有一個發電機
[00:15:35.200 --> 00:15:37.480]  是晚上可以開燈的
[00:15:37.480 --> 00:15:38.400]  發電機而已
[00:15:38.400 --> 00:15:40.720]  平時是不開那個發電機的
[00:15:40.720 --> 00:15:42.880]  所以沒有雪櫃
[00:15:42.880 --> 00:15:44.000]  沒有電風扇
[00:15:44.000 --> 00:15:47.400]  更加不要說冷氣了
[00:15:47.400 --> 00:15:48.880]  沒有抽水馬桶
[00:15:48.880 --> 00:15:52.600]  沒有洗澡的熱水
[00:15:52.600 --> 00:15:53.680]  也都
[00:15:53.680 --> 00:15:55.680]  每一張床都是那些假床
[00:15:55.680 --> 00:15:57.280]  是用板的
[00:15:57.280 --> 00:16:00.760]  連床墊都沒有的
[00:16:00.760 --> 00:16:02.640]  他們煮飯之前
[00:16:02.640 --> 00:16:05.360]  要先上山去撿柴
[00:16:05.360 --> 00:16:07.360]  才可以煮飯
[00:16:07.360 --> 00:16:09.320]  但是你看到他們每一個人
[00:16:09.320 --> 00:16:11.160]  身體都很健康
[00:16:11.160 --> 00:16:13.680]  很強壯
[00:16:13.680 --> 00:16:15.880]  當時我才發覺
[00:16:15.880 --> 00:16:21.640]  基本是怎樣的一回事
[00:16:21.640 --> 00:16:22.840]  其實我們每一個人
[00:16:22.840 --> 00:16:24.320]  不單止在食物
[00:16:24.320 --> 00:16:27.400]  在衣服
[00:16:27.400 --> 00:16:30.160]  如果你參加短酸
[00:16:30.160 --> 00:16:32.600]  或者去一些地方
[00:16:32.600 --> 00:16:38.760]  去看到一些比較貧窮的環境的時候
[00:16:38.760 --> 00:16:40.120]  事實上我鼓勵你們
[00:16:40.120 --> 00:16:43.800]  有機會可以在假期的時候
[00:16:43.800 --> 00:16:48.280]  去參加一些短酸的時間
[00:16:48.280 --> 00:16:51.960]  我兒子在年輕的時候
[00:16:51.960 --> 00:16:53.320]  青少年的時候
[00:16:53.320 --> 00:16:57.360]  他有一次有機會跟一個團隊
[00:16:57.360 --> 00:16:58.720]  去香港做短酸
[00:16:58.720 --> 00:16:59.880]  也都有機會
[00:16:59.880 --> 00:17:01.800]  當時進入中國大陸
[00:17:01.800 --> 00:17:07.360]  去探訪一些比較貧困的家庭
[00:17:07.360 --> 00:17:10.200]  對他來說是一個很大的開眼界
[00:17:10.200 --> 00:17:11.720]  他在美國從來沒有機會
[00:17:11.720 --> 00:17:14.800]  看到這樣的環境
[00:17:14.800 --> 00:17:16.920]  事實上他在美國也有機會
[00:17:16.920 --> 00:17:20.200]  我記得他以前在暑假的時候
[00:17:20.200 --> 00:17:23.280]  教會的青少年當時
[00:17:23.280 --> 00:17:26.520]  有帶他們去當地的
[00:17:26.520 --> 00:17:28.560]  Union Rescue Mission
[00:17:28.560 --> 00:17:30.520]  來做志願
[00:17:30.520 --> 00:17:33.640]  來服侍那些無家可歸的人
[00:17:33.640 --> 00:17:35.200]  他也看到
[00:17:35.200 --> 00:17:38.320]  有很多事情是他平時不知道的
[00:17:38.320 --> 00:17:44.320]  所以我們如果是把我們所擁有的東西
[00:17:44.320 --> 00:17:46.360]  看為理所當然的時候
[00:17:46.360 --> 00:17:48.160]  我們又或者可以去一些地方
[00:17:48.160 --> 00:17:51.440]  看到那些有很多沒有人
[00:17:51.440 --> 00:17:57.560]  或者沒有東西的生活的情況
[00:17:57.560 --> 00:17:58.840]  在十九世紀
[00:17:58.840 --> 00:18:03.240]  有一個非常著名的猶太的拉比
[00:18:03.240 --> 00:18:06.520]  他的名字叫做Harvard Cain
[00:18:06.520 --> 00:18:09.800]  有一次有一位美國遊客
[00:18:09.800 --> 00:18:12.560]  來拜訪這位智者
[00:18:12.560 --> 00:18:14.640]  是很有智慧的一個
[00:18:14.640 --> 00:18:16.160]  他發現這個
[00:18:16.160 --> 00:18:21.080]  Rabbi Cain的家裡非常簡陋
[00:18:21.080 --> 00:18:24.200]  他只不過是一個很小的房間
[00:18:24.200 --> 00:18:26.400]  裡面除了很多書之外
[00:18:26.400 --> 00:18:27.920]  他只有一張桌子
[00:18:27.920 --> 00:18:30.680]  和一張牆的板凳
[00:18:30.680 --> 00:18:32.040]  而這張牆的板凳
[00:18:32.040 --> 00:18:33.000]  是他坐的地方
[00:18:33.000 --> 00:18:35.480]  也是他睡覺的地方
[00:18:35.480 --> 00:18:37.480]  這個美國遊客就問他
[00:18:37.480 --> 00:18:42.080]  先生你的家具在哪裡
[00:18:42.080 --> 00:18:44.840]  那個拉比沒有回答他
[00:18:44.840 --> 00:18:47.480]  他只是反問他
[00:18:47.480 --> 00:18:50.240]  你的家具在哪裡
[00:18:50.240 --> 00:18:52.160]  這個遊客就很困惑
[00:18:52.160 --> 00:18:53.840]  他說我的家具
[00:18:53.840 --> 00:18:55.720]  我怎麼會有家具
[00:18:55.720 --> 00:18:56.720]  我是個遊客
[00:18:56.720 --> 00:18:59.800]  我是過路的人
[00:18:59.800 --> 00:19:01.280]  這個拉比就說
[00:19:01.280 --> 00:19:04.160]  我也是
[00:19:04.160 --> 00:19:07.280]  我也是一個過路的人
[00:19:07.280 --> 00:19:09.600]  所以如果我們真正明白
[00:19:09.600 --> 00:19:10.520]  真正明白
[00:19:10.520 --> 00:19:16.360]  我們只不過是這個世界上的一個訪客
[00:19:16.360 --> 00:19:19.640]  我們可能不會再那麼在乎
[00:19:19.640 --> 00:19:23.800]  我們現在擁有一些什麼東西
[00:19:23.800 --> 00:19:27.960]  敬虔加上知足
[00:19:27.960 --> 00:19:31.360]  不知足就是貪心的意思
[00:19:31.360 --> 00:19:33.320]  不知足的相反就是貪心
[00:19:33.320 --> 00:19:35.080]  貪心有什麼問題呢
[00:19:35.080 --> 00:19:36.240]  第九節他就說
[00:19:36.240 --> 00:19:38.480]  但那些想要發財的人
[00:19:38.480 --> 00:19:40.160]  就陷在迷惑
[00:19:40.160 --> 00:19:41.520]  落在網羅
[00:19:41.520 --> 00:19:45.000]  和許多無知有害的私慾裡面
[00:19:45.000 --> 00:19:49.960]  叫人沉在敗壞和滅亡的當中
[00:19:49.960 --> 00:19:51.560]  剛才我一開始的時候
[00:19:51.560 --> 00:19:53.880]  給大家看那個遊戲
[00:19:53.880 --> 00:19:55.360]  那個遊戲節目
[00:19:55.360 --> 00:20:00.240]  它的規則是很特別的
[00:20:00.240 --> 00:20:03.720]  它是一路一路你答到一個問題
[00:20:03.720 --> 00:20:07.280]  那個錢就會一路加上去
[00:20:07.280 --> 00:20:09.000]  但是你一答錯
[00:20:09.000 --> 00:20:11.960]  你就沒有了
[00:20:11.960 --> 00:20:15.000]  所以那個規則就是說
[00:20:15.000 --> 00:20:16.760]  你什麼時候退出
[00:20:16.760 --> 00:20:21.280]  你就可以拿到你當時的獎金
[00:20:21.280 --> 00:20:23.640]  但是如果你答錯
[00:20:23.640 --> 00:20:26.600]  你本來有的獎金就沒有了
[00:20:26.600 --> 00:20:29.600]  但是你看見那些人
[00:20:29.600 --> 00:20:32.800]  為了要再多一點 再多一點
[00:20:32.800 --> 00:20:35.520]  他不願意放棄 繼續 繼續
[00:20:35.520 --> 00:20:38.560]  很多人最後還是失去了
[00:20:38.560 --> 00:20:42.240]  他們本來要贏的錢
[00:20:42.240 --> 00:20:44.240]  不知足想發財
[00:20:44.240 --> 00:20:47.440]  會陷入 這裡聖經說
[00:20:47.440 --> 00:20:50.920]  會陷入敗壞和滅亡的當中
[00:20:50.920 --> 00:20:51.840]  生命呢
[00:20:51.840 --> 00:20:56.320]  有人說生命好像一條樹那樣
[00:20:56.320 --> 00:21:00.520]  當我們的慾望越來越多的時候
[00:21:00.520 --> 00:21:03.760]  會越來越重 會越來越重
[00:21:03.760 --> 00:21:07.520]  最終是讓生命的船會沉沒
[00:21:07.520 --> 00:21:11.680]  沉入這個敗壞和滅亡的海裡面
[00:21:11.680 --> 00:21:14.360]  有一次 聽說有一次
[00:21:14.360 --> 00:21:15.840]  有一條船
[00:21:15.840 --> 00:21:20.720]  它快要 這個風暴快要沉沒的時候
[00:21:20.720 --> 00:21:22.840]  有個人走去它的保險箱那裡
[00:21:22.840 --> 00:21:26.800]  拿出他的金條 放在他的袋子裡
[00:21:26.800 --> 00:21:29.240]  當他走出去的時候
[00:21:29.240 --> 00:21:32.240]  那些救生艇已經下水了
[00:21:32.240 --> 00:21:35.800]  他穿上救生衣就跳下去
[00:21:35.800 --> 00:21:38.560]  結果因為那些金太重
[00:21:38.560 --> 00:21:42.160]  救生衣都不可以讓他浮起
[00:21:42.160 --> 00:21:45.440]  這樣的人
[00:21:45.440 --> 00:21:47.000]  他所做的事
[00:21:47.000 --> 00:21:50.480]  其實是很多很多人的人生的寫照
[00:21:50.480 --> 00:21:54.040]  真是 我們裝得太重 裝得太重
[00:21:54.040 --> 00:21:56.280]  缺德圖雖然不會
[00:21:56.280 --> 00:22:00.360]  進入這個永遠的滅亡的裡面
[00:22:00.360 --> 00:22:02.200]  但是不知足
[00:22:02.200 --> 00:22:04.840]  仍然是對我們會有害的
[00:22:04.840 --> 00:22:06.240]  第十節保羅說
[00:22:06.240 --> 00:22:09.160]  他說貪財是萬國之根
[00:22:09.160 --> 00:22:11.680]  有人貪戀賤財
[00:22:11.680 --> 00:22:13.840]  就被引誘彌了真道
[00:22:13.840 --> 00:22:15.600]  用許多的仇虎
[00:22:15.600 --> 00:22:18.880]  將自己刺後戀
[00:22:18.880 --> 00:22:21.560]  當你想擁有更多的時候
