
[00:00:00.000 --> 00:00:06.260]  但呢一篇嘅《尚行詩》同之前讀過嘅呢,有好大嘅分別喎。
[00:03:49.200 --> 00:03:52.200]  期待大衛嘅一個後裔而嚟嘅。
[00:03:52.200 --> 00:03:55.200]  為到知道呢個嘅彌賽亞,就係主耶穌啦。
[00:03:55.200 --> 00:04:03.200]  好啦!咁呢首詩嘅結構,詩篇嘅結構,特別上行詩嘅結構都好清楚嘅。
[00:04:03.200 --> 00:04:05.200]  咁呢個就係對照嘅。
[00:04:05.200 --> 00:04:08.200]  第一段,第一節就係引言啦。
[00:04:08.200 --> 00:04:13.200]  第二節到第十節,同第十一節到第十八節呢,係對稱嘅。
[00:04:13.200 --> 00:04:23.200]  第一段,係大衛嘅許願起誓,話我要誓要為上主耶安華建造聖殿。
[00:04:23.200 --> 00:04:26.200]  否則我就訓無安,就坐唔落。
[00:04:26.200 --> 00:04:31.200]  亦都求上帝呢,應允佢嘅祈願。
[00:04:31.200 --> 00:04:34.200]  咁第二段呢,就十一節到第十八節囉。
[00:04:34.200 --> 00:04:37.200]  係上帝嘅回覆呀,上帝嘅應許。
[00:04:37.200 --> 00:04:42.200]  上帝都起咗誓喎,話我會同你做呢啲嘅嘢,做呢啲嘅嘢。
[00:04:42.200 --> 00:04:48.200]  所以,兩段係對照嘅,係對應嘅,你睇一睇經文呢,你就知道係對應嘅。
[00:04:48.200 --> 00:04:51.200]  好啦!咁呀,進入呢段經文啦。
[00:04:51.200 --> 00:04:56.200]  嘩!進入呢段經文呢,首先呢,你就一定要知道,若季嘅歷史先啦。
[00:04:56.200 --> 00:05:11.200]  因為你睇一睇呀,上文呢,第二節到第十節呢,就講呀,追蹤咗呢個若季嘅取向同埋來歷喎。
[00:05:11.200 --> 00:05:17.200]  首先呢,佢話,要我挽下舊地紀念,大衛紀念,佢所受嘅一切苦難。
[00:05:17.200 --> 00:05:24.200]  咩苦難呢?呢個苦難唔係佢畀順羅王追蹤、追殺嘅苦難喎。
[00:05:24.200 --> 00:05:43.200]  而係佢因為若季嘅肅躍同埋沉迷,要迎返迎伐冷嘅經過,所受嘅苦難,心情嘅忐忑,不安,而所付出嘅勞苦。
[00:05:43.200 --> 00:05:45.200]  呢個苦難嘅意思係咁喎。
[00:05:45.200 --> 00:05:56.200]  佢話,我唔挽返個聖殿,嗰個嘅若季,迎返佢嚟迎伐冷,我就唔瞓得著覺㗎啦。
[00:05:56.200 --> 00:06:05.200]  我唔會上床瞓覺㗎啦,好似大禹治水咁樣,三個奇門而不入,凝不下戀,咁樣喎,咁為呢個聖殿嚟做嘅。
[00:06:05.200 --> 00:06:09.200]  咁其中呢,又包括咗若季嘅故事喎。
[00:06:09.200 --> 00:06:18.200]  而呢個若季嘅故事呢,呢個大衛嘅所謂嘅苦難,一切嘅苦難呢,亦都係上帝嘅子民嘅一個集體嘅回憶喎。
[00:06:18.200 --> 00:06:22.200]  就係若季呀,失落咗總共二十年。
[00:06:22.200 --> 00:06:29.200]  喺宙斯寫成之前,佢進入呢個迎伐冷嘅聖殿之前,失落咗二十年。
[00:06:29.200 --> 00:06:45.200]  及後,若季再一次失落,而家都無蹤跡,咁所以若季嘅流浪呀,偏流呀,係一個神嘅子民嘅集體嘅回憶喎。
[00:06:45.200 --> 00:06:49.200]  咁我哋同大家講下故仔啦,若季點失落嘅呢?咁要講返轉頭先。
[00:06:49.200 --> 00:06:59.200]  故仔大家應該要熟識㗎喎,諸多都會講㗎喎,喺薩姆爾記上,開始就講㗎啦。
[00:06:59.200 --> 00:07:07.200]  咁嗰陣時就講,嗰陣時有個祭司叫爾尼,咁佢係喺士羅嗰度做聖所,喺度做祭司啦。
[00:07:07.200 --> 00:07:11.200]  嗰陣時嘅若季就喺士羅嘅聖所嗰度啦。
[00:07:11.200 --> 00:07:18.200]  咁呢,佢兩個仔又唔生性啦,咁佢就收咗薩姆爾做佢嘅徒弟啦。
[00:07:18.200 --> 00:07:20.200]  呢個故事我就濃縮咗咁講啦。
[00:07:20.200 --> 00:07:25.200]  但係嗰陣時,以色列人呢,就係離開咗神啦。
[00:07:25.200 --> 00:07:35.200]  從呢個的爾尼嘅家庭,佢哋嘅祭司嘅敗壞、軟弱、腐敗,就已經反映到嗰陣時嘅屬靈嘅氣氛呀。
[00:07:35.200 --> 00:07:39.200]  佢哋同神嘅關係係墮落去不得了。
[00:07:39.200 --> 00:07:47.200]  而佢哋面對住非哲士人,一次又一次嘅進化。
[00:07:47.200 --> 00:07:54.200]  當然啦,佢同非哲士人嘅嗰個嘅戰爭呢,有時以色列人贏呀,有時佢輸啦。
[00:07:54.200 --> 00:08:01.200]  但係去到呢一個嘅薩姆爾寄送第四節,突然間就插咗呢段嘅故事出嚟喎。
[00:08:01.200 --> 00:08:09.200]  就係無啦啦,就講以色列人呢,就出去同非哲士人打仗喎,冇講前因。
[00:08:09.200 --> 00:08:13.200]  咁呢,就安寧喺一個地方叫以便爾者。
[00:08:13.200 --> 00:08:20.200]  咁非哲士人呢,就同佢哋去兩陣對完啦。
[00:08:20.200 --> 00:08:24.200]  咁就打起上嚟喎。
[00:08:24.200 --> 00:08:35.200]  咁就以色列人呢,就將玉桂呢,就從死亡抬咗去以便爾者嗰度呢,就去助仗聲勢喎。
[00:08:35.200 --> 00:08:39.200]  因為相信如果抬個玉桂出嚟呢,一定打贏仗嘅。
[00:08:39.200 --> 00:08:47.200]  正如佢哋呢,當初出埃及入加咸嘅時候呢,嗰個玉桂行喺前面呢,就場場仗都打贏嘅。
[00:08:47.200 --> 00:08:55.200]  哈!點知啲場仗呢,唔單止佢哋打輸喎,死咗幾多人呀?四千人喎。
[00:08:55.200 --> 00:08:59.200]  好多人㗎啦,佢哋軍隊差唔多都死曬咁滯㗎啦。
[00:08:59.200 --> 00:09:04.200]  即係軍隊呀,嗰時幾千嘅軍隊已經係好大陣容㗎啦。
[00:09:04.200 --> 00:09:11.200]  而且玉桂都點呀?死啦!玉桂!玉桂都俾人搶埋去添喎!
[00:09:11.200 --> 00:09:14.200]  嘩!佢扣玉桂打仗呀嘛!以為佢實贏呀嘛!
[00:09:14.200 --> 00:09:19.200]  點知玉桂竟然被擄獲!玉桂究竟係邊個呀?
[00:09:19.200 --> 00:09:31.200]  上帝!咦!上帝俾人俘虜咗喎!嘩!啱啦!對於佢哋嘅士氣,對於佢哋嘅信仰,一個好大嘅打擊!打沉咗佢哋唔濟!
[00:09:31.200 --> 00:09:38.200]  好啦!咁以色列人就得羊羊啦!大勝而歸啦!而且將你哋嘅神呀俘虜埋!
[00:09:38.200 --> 00:09:43.200]  人單之殺咗四千個以色列人,打到你哋片甲不留呀!
[00:09:43.200 --> 00:09:46.200]  而且將玉桂抬返去,抬去邊度呢?
[00:09:46.200 --> 00:09:51.200]  抬返去佢哋嘅以色列人嘅領地啦!
[00:09:51.200 --> 00:10:06.200]  咁呢件消息呢,就俾以利聽到!以利真係慘呀!同一日收到兩個壞消息,佢哋兩個仔都係玉桂出去嘛!佢係祭司出埋去㗎嘛!
[00:10:06.200 --> 00:10:13.200]  佢兩個仔都係祭司㗎嘛!點呀?死咗!俾人殺咗添!
[00:10:13.200 --> 00:10:23.200]  第二,佢玉桂都俾人搶埋去,哇!以利就好似做大戲咁,嘩!真係嘔死呀!
[00:10:23.200 --> 00:10:30.200]  跟住有個仔菲尼克嘅,即係佢嘅媳婦呀!就啱啱就臨盤喎!係咪呀?
[00:10:30.200 --> 00:10:43.200]  咁呢個大媳婦同佢得仔呀!嗰個媳婦呢亦都傷心都不得了啦!係咪呀?聽到啲消息,係咪呀?哎呀!點生呢?出個仔呢?點生呢?
[00:10:43.200 --> 00:10:51.200]  嗰個媳婦呢就鼓勵佢:生呀!生呀!生呀!生呀!撐住!撐住!生呀!出前生咗個仔喎!
[00:10:51.200 --> 00:11:05.200]  嗰個仔改咗名,叫咩名好呢?嗰個媳婦做呀?叫做「爾伽博」,「爾」呢就係一個prefix前面嘅,前字擺喺前面嘅詞。
[00:11:05.200 --> 00:11:13.200]  就係點解呢?「爾」就係相反嘅,「伽伽神機榮耀」,「爾伽博」就係「神機榮耀離開意識別」啦!
[00:11:13.200 --> 00:11:24.200]  呢句說話係喺以色列嘅歷史裏面重複聽過㗎喎!喺以色列書裏,以色列親自睇到神機榮耀離開咗聖殿,係咪呀?
[00:11:24.200 --> 00:11:39.200]  神機榮耀離開咗以色列啦!佢嘅仔叫做咩呀?「爾伽博」,即係冇「伽博」啦!冇咗「伽博」呀!「伽博」就係「神機榮耀」,冇咗啦!真慘呀!
[00:11:39.200 --> 00:11:45.200]  好啦!獄鬼去咗邊度呀?獄鬼去咗「菲利斯人」嘅手中!
[00:11:45.200 --> 00:11:50.200]  好啦!咁跟住呢,就抬咗去邊度呀?菲利斯人抬咗去「阿什德」呀!
[00:11:50.200 --> 00:11:56.200]  就係「大滾廟」,「大滾廟」有啲出名嘅,大家聽過「參孫」呀!係咪呀?臨死之前呀!唔係呀!知唔知唔係!
[00:11:56.200 --> 00:12:05.200]  佢呢就最後一個嘅事蹟,就係推倒咗「大滾廟」,係咪呀?
[00:12:05.200 --> 00:12:11.200]  「大滾廟」係咩嚟㗎?「大滾」就係「菲利斯」嘅一個神嚟㗎!一個主要嘅神嚟㗎!
[00:12:11.200 --> 00:12:17.200]  咁將佢「大滾廟」,將聖殿呢就送咗去「大滾廟」嗰度!
[00:12:17.200 --> 00:12:20.200]  呢啲係「菲利斯人」嚟㗎!
[00:12:20.200 --> 00:12:30.200]  咁呢,就係以便宜制度抬咗去「阿什德」,放喺「大滾」嘅旁邊!
[00:12:30.200 --> 00:12:41.200]  知唔知當晚發生咗一件咩事呀?三次!嗰個「大滾神像」,嘭!嘭喺度呀!
[00:12:41.200 --> 00:12:47.200]  扶返起佢,嘭!一聲就跌咗落嚟!扶返起佢,嘭!一聲就跌咗落嚟!
[00:12:47.200 --> 00:12:53.200]  嗰個「大滾神像」應該係石造嘅,照計!
[00:12:53.200 --> 00:13:04.200]  係佢係石造!咁佢啲石咁噏,噏咗幾次,鼻都噏崩埋啦!係咪呀?哈哈哈哈!唔晒眼都噏崩咗去啦!
[00:13:04.200 --> 00:13:11.200]  啲「菲利斯人」就嘩!唔掂喎!呢個「撒布爾技術」第五章嗰度講,
[00:13:11.200 --> 00:13:18.200]  以為佢自己慶功得職啦!點知嗰晚即刻遇到呢件咩事!佢話:唔掂!唔掂!
[00:13:18.200 --> 00:13:24.200]  呢一個以色列嘅神呢,真係好惡搞喎!
[00:13:24.200 --> 00:13:28.200]  啲時唔敢將佢擺喺「大滾廟」度啦!就將佢點呀?抬走!
[00:13:28.200 --> 00:13:32.200]  抬去邊度呢?第三個站,去到「以格倫」呀!
[00:13:32.200 --> 00:13:37.200]  去到「以格倫」呢,嗰個地方呢,就......
[00:13:37.200 --> 00:13:42.200]  啲「以格倫」聽見「基督教」送嚟,佢哋驚喎!
[00:13:42.200 --> 00:13:48.200]  因為封門到「大滾廟」所發生嘅事嘛!嗱!呢個係,就中央啦我哋!
[00:13:48.200 --> 00:13:52.200]  佢話:咩搞咗呀!我得罪你哋,想謀害我哋呀!
[00:13:52.200 --> 00:13:57.200]  我同你咩過唔去呀!要害死我哋呀!我哋嗰啲百姓呀!咁樣樣!
[00:13:57.200 --> 00:14:04.200]  佢哋個個都點樣呀?怕哂個藥櫃喎!唔好嚟啦!唔好嚟啦!
[00:14:04.200 --> 00:14:11.200]  跟住呢,冇人犯啦!冇人犯啦!咁點算呀?
[00:14:11.200 --> 00:14:16.200]  冇人肯接收呢個嘅藥櫃喎!
[00:14:16.200 --> 00:14:25.200]  而且呢,而且一件事喎!佢哋個個都病喎!生咗個,真係慘啦!痔瘡!
[00:14:25.200 --> 00:14:29.200]  哎呀!我早嗰排呀!又發過!
[00:14:29.200 --> 00:14:37.200]  唔好意思呀!都要講!因為發過痔瘡呀!好痛呀!救命呀!
[00:14:37.200 --> 00:14:44.200]  呢樣嘢外表睇唔到喎!睇唔到喎!其實又唔係好大病呀!係咪呀?
[00:14:44.200 --> 00:14:52.200]  總言之,你又瞓都瞓唔安樂!坐又坐唔得!又唔係企遊戲!唔係!哎呀!好辛苦呀!
[00:14:52.200 --> 00:14:58.200]  於是點呀?哎!要送佢走啦!喺菲律賜地七個月之後呢,就要送佢走啦!係咪呀?
[00:14:58.200 --> 00:15:04.200]  於是佢就搵啲祭司呀!佢哋嘅祭司占卜嘢嚟!喂!點搞!點搞!
[00:15:04.200 --> 00:15:10.200]  於是呢,就咁搞咁搞啦!佢哋就,其實就唔係啲啱規矩嘅!佢哋唔識嘅!唔知點做嘅!
[00:15:10.200 --> 00:15:21.200]  終於送走佢啦!於是呢,就睇住呀!搵啲牛咁呀!上咗個界!呀!送去離開佢哋嘅邊界!
[00:15:21.200 --> 00:15:29.200]  送咗去嗰度!然後叫嗰度嘅人,嗱!你將啲牛呢!送埋畀佢!你殺出佢!我哋獻祭啦!畀嗰個神啦!咁就冇事啦!咁送咗去嗰度!
[00:15:29.200 --> 00:15:35.200]  咁就送走佢喎!
[00:15:35.200 --> 00:15:44.200]  好啦!咁呢個係一個嘅,嗯……嗯……嗯……圖表呀!送咗去邊呀?終於送去白事墨啦!
[00:15:44.200 --> 00:15:58.200]  即係白事墨呢!送咗嗰度呢!都係唔掂囉!嗰度嗰啲白事墨嘅人呢!都係又係,即係……嗰聖典呢!唔係喇!嗰個藥櫃去到呢!佢哋都唔掂囉!
[00:15:58.200 --> 00:16:15.200]  就將佢送去耶烈,基烈耶林呀!去到呢個阿比拿答嘅加我島!咁呢!嗱!呢度呢!係咪到呀!嗱!佢啲聖典,呢啲咪雖然係聖典喎!藥櫃!
[00:16:15.200 --> 00:16:36.200]  從斯洛,搬去以便以謝,呢個係同呢個菲利斯,係海邊嘅邊界,佢佔咗沿海呀嘛!就打仗,就俾人哋俘虜咗!就帶咗去邊度呀?帶咗去佢哋嘅菲利斯嘅大古加瑟特嗰度!
[00:16:36.200 --> 00:16:49.200]  然後呢!就送去加德都係嗰度嘅地方,經過加德嘅,然後去到以格倫,然後送去伯氏伯,伯氏麥都唔掂,送去基烈耶林。
[00:16:49.200 --> 00:17:18.200]  好喇!你睇吓!呢篇文就講喎!大衛點樣去搵呢?佢話第六節呀!即係百三十二篇,佢話:「我哋聽說藥櫃在以法他,我哋在瓦燕的田野尋見他。」嗰個瓦燕唔係個地方名嚟㗎!係個森林嚟㗎!係個森林嘅地方呀!嗰個地方搵到佢!嗰個地方,嗰個瓦燕就係喺基烈耶林呢度搵到佢!
[00:17:18.200 --> 00:17:28.200]  咁但係就喺嗰度,一停就停咗二十年喇!
[00:17:28.200 --> 00:17:44.200]  咁後來大衛呢,大發熱心啦!佢自己打贏咗張,打贏咗蘇羅,然後就喺公打埋希伯倫,又入埋耶路撒冷錫那度呢,就建立咗佢嘅皇宮啦!係咪呀?
[00:17:44.200 --> 00:17:54.200]  咁佢就諗起嗰個藥櫃啦!其實呢,即係佢話以法他,以法他就係大衛嘅鄉下嘛!
[00:17:54.200 --> 00:18:00.200]  咁姓藥櫃有冇一個以法他呢?呢度冇咩點記載,成經冇咩點記載。
[00:18:00.200 --> 00:18:07.200]  但係佢可能喺以法他聽到細細個,聽到藥櫃嘅消息,係佢附近。
[00:18:07.200 --> 00:18:19.200]  咁於是呢,呢個二十年啦,佢要,即係佢嗰時係年輕嘅時候,仲未攞到江山嘅時候,佢已經知道聖殿係落喺敵人嘅手裏面啦!
[00:18:19.200 --> 00:18:24.200]  然後佢而家啦,見咗國啦,佢應該要將佢請返返嚟啦!
[00:18:24.200 --> 00:18:32.200]  於是佢就派一隊嘅人馬,自己親自去咗贏個藥櫃返嚟,點知出現咗誤殺嘅事件啦!
[00:18:32.200 --> 00:18:43.200]  即係佢用返好似飛碟仕人咁嘅牛車拉佢喎,藥櫃唔可以用牛車拉個膊,係要咩嘢呀?祭司去抬嘅。
[00:18:43.200 --> 00:18:47.200]  咁呢,牛車行下行下啲,你話梗係唔平啦!係咪呀?
[00:18:47.200 --> 00:18:54.200]  咁點知,佢擺喺個牛車上面,就打翻喎!好似想打翻喎!
[00:18:54.200 --> 00:19:05.200]  誤殺呢,就砍身呀!頂住佢,用隻手托住佢,點知,嘩!就即刻死咗喎!
[00:19:05.200 --> 00:19:13.200]  呢個唔可以嘅!唔可以咁掂到藥櫃嘅!即死!嘩!大為驚呀!
[00:19:13.200 --> 00:19:16.200]  嘩!呢都同小可喎!唔可以嫌棄喎!
[00:19:16.200 --> 00:19:24.200]  胡錦麟返去耶路撒冷,於是就擺咗喺「俄彼爾東」嘅屋企裏面。「俄彼爾東」係乜嘢人呢?
[00:19:24.200 --> 00:19:29.200]  從佢名呢,「以東」「以東」係咩嘢名呀?係「以蘇」嘅別名喎!係咪呀?
[00:19:29.200 --> 00:19:36.200]  所以佢唔係「以色」嘅人喎!係「以東」人喎!可能係一個「外邦人」嘅屋企裏面喎!
[00:19:36.200 --> 00:19:43.200]  「俄彼」呢個名呢,就同大為嘅先祖「俄彼德」呢,「俄彼德」個名呢,就係宿舍嚟嘅喎!
[00:19:43.200 --> 00:19:48.200]  咁所以呢,就呢個係咩嘢人呢?真係唔係好清楚喇!
[00:19:48.200 --> 00:19:52.200]  但係呢,官界大專家話,佢應該唔係「以色」嘅人,佢係「外邦人」。
[00:19:52.200 --> 00:20:03.200]  呢個呢,一個人去咗佢屋企之後呢,呢個嘅「俄彼爾東」就發啦!發大達喎!成事成到喎!
[00:20:03.200 --> 00:20:07.200]  咁大為聽到呢,覺得,咦!應該冇事喇!係咪呀?
[00:20:07.200 --> 00:20:15.200]  經過廿年,佢心裏好唔安樂,直至呢,將佢請返返去,第二次喇!將佢請返返去。
[00:20:15.200 --> 00:20:21.200]  將佢請返返去嘅時候,佢點呀?佢一路彈琴跳舞喎!係咪呀?好開心喎!
[00:20:21.200 --> 00:20:25.200]  點解佢咁彈琴跳舞呀?因為佢心情放低哂喇!
[00:20:25.200 --> 00:20:38.200]  其實佢話:「啊!我已經即係以為上一次嗰個烏紗被擊打,佢以為神即係懲罰佢喇!唔通神起義喇!今次一路沿途抬返返嚟喇喎!冇事喇喎!佢好開心喇!」
[00:20:38.200 --> 00:20:43.200]  於是,佢心情就開朗喇!後來被神接受返喇!於是呢,一路行跳舞。
[00:20:43.200 --> 00:20:50.200]  咁所以呢個「六位嘅流浪記」呢,亦都係神嘅子民嘅集體嘅回憶喎!
[00:20:50.200 --> 00:20:57.200]  所以呢,大衛嘅苦難,都係上帝子民嘅失敗嘅歷史嘅集體記憶喎!
[00:20:57.200 --> 00:21:05.200]  係喎!舊約裏面呀,好多時候記載嘅係,以色列人神嘅子民嘅失敗喎!係咪呀?
[00:21:05.200 --> 00:21:18.200]  從《士司記》開始,到睇到《撒姆爾記》上下直線大衛堅國,之前佢哋女與其外敵,都係輸多贏少。
[00:21:18.200 --> 00:21:25.200]  到佢哋頂唔順嘅時候,先至神興起啲士司英雄,嚟救佢於水火之中。
[00:21:25.200 --> 00:21:29.200]  但係無幾多去,佢哋又離開咗神,又嚟一次,係咪呀?
[00:21:29.200 --> 00:21:32.200]  整個幾百年嘅歷史都係咁喎!係咪呀?
[00:21:32.200 --> 00:21:34.200]  好啦!
[00:21:37.200 --> 00:21:53.200]  然後大衛就諗啦,我要為神嘅劍尋找平放之處。佢想有個地方去為約貴,去安頓約貴。呢個主意係咪一個好主意呢?係一個好主意。
[00:21:53.200 --> 00:21:57.200]  因為我已經安頓咗,我建咗我嘅皇宮喇喎!
[00:21:57.200 --> 00:22:08.200]  約貴仲要飄浪唔得,佢請佢返嚟喇,佢都擺喺一個帳幕裏面喎!呢個帳幕裏面。
[00:22:08.200 --> 00:22:18.200]  然後佢諗啦,我要點樣去安置佢呢?佢話呢件事呢,尋找辦法,尋找平放之處,就不眠不休啦!
[00:22:18.200 --> 00:22:27.200]  咁呢個聖殿情況之處嘅選址呢,我唔講啦!講埋呢,我就過鐘架啦!所以我唔講啦!呢啲小字啦!
[00:22:27.200 --> 00:22:34.200]  佢想起聖殿呀!佢搵到聖殿嘅地方啦!
[00:22:34.200 --> 00:22:40.200]  呢次就想起聖殿,但係神唔准佢喎!好啦!一陣再會講嘅!
[00:22:40.200 --> 00:22:51.200]  但係,點都好啦!佢話:我許願一定要為你起個聖殿,我起唔到都好,我希望有一日,個聖殿會落聖!
[00:22:51.200 --> 00:23:02.200]  但係有三個嘅期限喎!第一,期限尚算興起,與約貴同進入按揭之鎖,就係將來嘅聖殿呀!
[00:23:02.200 --> 00:23:18.200]  因為佢知道呀!一樣嘢就係話,如果嗰個約貴就算入咗去嗰個聖鎖,嗰個聖殿,而上帝自己唔一同進入呢,呢一個嘅約貴呢,佢知道啦!而家!
[00:23:18.200 --> 00:23:27.200]  因為,約貴上一次俾人哋擼咗去,佢都知道啦!唔係呢個嘅約貴呀!係上帝嘅同在呀!
[00:23:27.200 --> 00:23:34.200]  如果同有嗰個約貴,嗰個硬件,而冇上帝嘅同在呢,係冇用嘅!
[00:23:34.200 --> 00:23:44.200]  今日我哋好多時候,我哋都未有大衛呢種嘅理解,我以為,咦!我哋有個教堂呀!咁就一定有上帝嘅同在啦!
[00:23:44.200 --> 00:24:05.200]  唔一定㗎嘛!呢個教堂,如果我哋獻堂,話呢個就係神嘅聖殿,而神冇一同進入呢個地方,住喺呢個地方,臨在呢個地方呢,呢個只不過係一間嘅屋啫!
[00:24:05.200 --> 00:24:22.200]  所以佢其餘聖主興起,我哋要去明白呢,即係話去侍奉神呢,要好似大衛咁,必須要理解到,嗰啲形式,嗰啲叫硬件,健康,抗抗,都好,等等,係一件事呀!
[00:24:22.200 --> 00:24:32.200]  最緊要就要有神嘅同在,好神嘅同在,都係難以估嘅一家,破廟一家,冇用嘅!
[00:24:32.200 --> 00:24:39.200]  第一個建議就係,祈願祭司能夠披上公義喎!
[00:24:39.200 --> 00:24:49.200]  第三呢,眾民都要一起歡呼喎!佢話,祈願祭司得以裝備同埋聖文,要同蒙恩王!
[00:24:49.200 --> 00:24:58.200]  好啦!仲有一樣嘢,佢明白嘅一樣嘢,就係話,有咗個聖殿都好啦,如果冇祭司,冇服侍神嘅人,係冇用嘅!
[00:24:58.200 --> 00:25:02.200]  喺《聖經》裏面呢,已服所施,本來就好清楚啦!
[00:25:02.200 --> 00:25:07.200]  即係話呢,本來就引用咗《詩篇》第八十六篇嘅一個說話,就話:
[00:25:07.200 --> 00:25:14.200]  「神上帝升上天上,而基督升上天上,由侮辱咗受敵,然後賜下恩賜。」
[00:25:14.200 --> 00:25:22.200]  呢個恩賜,就係神嘅,要嚟到去穆養、裝備、建立教會嘅諸般恩賜,就係上帝所賜嘅,
[00:25:22.200 --> 00:25:32.200]  有使徒,有仙姿,有教師,有傳福音的,等等等等。
[00:25:32.200 --> 00:25:44.200]  有祭司,有呢個嘅穆養,同埋侍奉嘅人,要受到裝備,非常公義添!
