
[00:00:00.000 --> 00:00:02.400]  我想提醒大家一件非常重要的事
[00:02:06.480 --> 00:02:09.880]  或者這些故宮式的牧羊人
[00:02:09.880 --> 00:02:12.000]  其實他所指的
[00:02:12.000 --> 00:02:18.440]  就是在耶穌以前來的一些自稱尼塞亞的領袖
[00:02:18.440 --> 00:02:22.720]  又或者甚至是這班偽善的法利塞人
[00:02:22.720 --> 00:02:25.320]  就是耶穌所指的這些故宮
[00:02:25.320 --> 00:02:28.280]  或者這些盜賊
[00:02:28.280 --> 00:02:29.680]  他們偷入羊圈
[00:02:29.680 --> 00:02:32.800]  是不經由羊的門進入的
[00:02:32.800 --> 00:02:33.600]  羊的門
[00:02:33.600 --> 00:02:35.120]  耶穌很清楚的說
[00:02:35.120 --> 00:02:37.320]  就是他自己
[00:02:37.320 --> 00:02:40.880]  所指的就是耶穌基督所成就的救恩的工作
[00:02:40.880 --> 00:02:46.040]  這群領袖從來沒有領受耶穌基督的恩典
[00:02:46.040 --> 00:02:48.120]  他們是偷進來
[00:02:48.120 --> 00:02:49.840]  控制著這班羊群
[00:02:49.840 --> 00:02:51.440]  就是這班猶太人
[00:02:51.440 --> 00:02:54.520]  並且在羊群當中取利
[00:02:54.520 --> 00:02:59.400]  主形容他們的這種行為是偷竊、殺害和毀壞
[00:02:59.400 --> 00:03:02.440]  並且他們沒有愛惜這些羊群
[00:03:02.440 --> 00:03:06.240]  耶穌不單止宣告他自己是羊的門
[00:03:06.240 --> 00:03:08.120]  凡從他進來的
[00:03:08.120 --> 00:03:09.440]  必得安全
[00:03:09.440 --> 00:03:12.440]  進出必得草吃
[00:03:12.440 --> 00:03:14.360]  並且他告訴大家
[00:03:14.360 --> 00:03:17.160]  他也是那個牧羊人
[00:03:17.160 --> 00:03:19.200]  他是那個好的牧羊人
[00:03:19.200 --> 00:03:20.640]  剛才我們基文沒有讀到
[00:03:20.640 --> 00:03:25.320]  不過在第十一至十八節也記載這件事
[00:03:25.320 --> 00:03:28.240]  他不會像那些故宮的牧人一樣
[00:03:28.240 --> 00:03:30.680]  撇下羊群不理
[00:03:30.680 --> 00:03:33.240]  好牧人是為羊捨命
[00:03:33.240 --> 00:03:35.640]  耶穌也再一次宣告
[00:03:35.640 --> 00:03:38.800]  暗示他即將要為世人
[00:03:38.800 --> 00:03:40.120]  釘在十字架
[00:03:40.120 --> 00:03:42.080]  待死的這個預言
[00:03:42.080 --> 00:03:43.840]  他來到這個世界
[00:03:43.840 --> 00:03:47.960]  是要重新執掌救恩的關口
[00:03:47.960 --> 00:03:52.360]  並且他要牧養他的群羊的責任
[00:03:52.360 --> 00:03:55.040]  其實經文的意思很清楚
[00:03:55.040 --> 00:03:58.040]  羊冤正正是屬神的一個群體
[00:03:58.040 --> 00:04:03.800]  這裡不單止是指猶太人的組織或群體
[00:04:03.800 --> 00:04:07.200]  也是泛指到很小的教會
[00:04:07.200 --> 00:04:09.320]  未來未出現的教會
[00:04:09.320 --> 00:04:11.520]  因為耶穌很清楚地在這裡說
[00:04:11.520 --> 00:04:15.040]  他另外有羊是不屬於羊圈裡面的
[00:04:15.040 --> 00:04:16.880]  他必須領牠們出來
[00:04:16.880 --> 00:04:19.080]  他要聽牠們的聲音
[00:04:19.080 --> 00:04:22.920]  並且要和先前的群合成一群
[00:04:22.920 --> 00:04:24.960]  歸一個牧人
[00:04:24.960 --> 00:04:30.160]  以上就是這段經文最基本最簡單的解釋
[00:04:30.160 --> 00:04:33.160]  而今天我想和大家所探討的訊息
[00:04:33.160 --> 00:04:36.120]  是引伸至這段經文的一個訊息
[00:04:36.120 --> 00:04:39.360]  我想集中看一個問題就是
[00:04:39.360 --> 00:04:42.720]  社會、教會、家庭
[00:04:42.720 --> 00:04:45.160]  其實我們作為其中一個成員
[00:04:45.160 --> 00:04:47.920]  我們怎樣可以配合耶穌基督
[00:04:47.920 --> 00:04:51.760]  好好做好看守和把關的責任呢?
[00:04:51.760 --> 00:04:54.560]  聖經也提到有些叫看門的人
[00:04:54.560 --> 00:04:56.360]  我相信就是我們
[00:04:56.360 --> 00:04:57.680]  我們
[00:04:57.680 --> 00:05:01.280]  聖經也不是單單針對教會的牧者
[00:05:01.280 --> 00:05:03.040]  或者是祖牧
[00:05:03.040 --> 00:05:05.920]  或者是教會的領袖去說
[00:05:05.920 --> 00:05:12.360]  其實也告訴我們我們要同心合意的一起做好看守的責任
[00:05:12.360 --> 00:05:15.040]  我們要防止這些假基督
[00:05:15.040 --> 00:05:17.440]  或者是好像法利塞人那樣
[00:05:17.440 --> 00:05:21.360]  背後那個真正的始作俑者是誰
[00:05:21.360 --> 00:05:24.040]  其實就是撒旦的工作
[00:05:24.040 --> 00:05:26.480]  撒旦今天就好像盜賊一樣
[00:05:26.480 --> 00:05:30.320]  入侵社會、教會、家庭
[00:05:30.320 --> 00:05:35.200]  去進行各樣偷竊、殺害和毀壞的工作
[00:05:35.200 --> 00:05:38.240]  毀壞我們在神裡面豐盛的生命
[00:05:38.240 --> 00:05:41.600]  所以今天我用一個題目叫做「提防盜賊」
[00:05:41.600 --> 00:05:47.360]  我希望大家能夠有這個留心和警醒
[00:05:47.360 --> 00:05:51.840]  我一定要提及聖經一個很重要的觀念作為起始點
[00:05:51.840 --> 00:05:54.960]  人類本來是這個世界的主人
[00:05:54.960 --> 00:05:57.200]  世界的王是人類
[00:05:57.200 --> 00:06:01.880]  上帝安設人在伊甸園裡面
[00:06:01.880 --> 00:06:05.240]  作為一個守護者的角色
[00:06:05.240 --> 00:06:07.160]  是大地的統治者
[00:06:07.160 --> 00:06:10.000]  他管理海陸空三軍
[00:06:10.000 --> 00:06:15.400]  天空的飛鳥、海裡的魚、地上的走獸、萬物
[00:06:15.400 --> 00:06:20.600]  但是撒旦就用一條蛇的化身
[00:06:20.600 --> 00:06:23.280]  進入伊甸園裡面
[00:06:23.280 --> 00:06:26.120]  他引誘人犯罪墮落
[00:06:26.120 --> 00:06:31.400]  他偷取了人類本來管理大地的權柄
[00:06:31.400 --> 00:06:36.560]  所以聖經也有這樣在約翰福音12、14、16章
[00:06:36.560 --> 00:06:40.440]  也有稱呼這個撒旦就是世界的王
[00:06:40.440 --> 00:06:49.560]  所以其實他是偷取了人類本來有管治的權柄
[00:06:49.560 --> 00:06:54.440]  撒旦正正是一切偷竊、竊賊的根源
[00:06:54.440 --> 00:06:57.040]  他本來沒有位置進入
[00:06:57.040 --> 00:07:01.480]  但是他卻偷偷地進入
[00:07:01.480 --> 00:07:02.760]  所以我們其實
[00:07:02.760 --> 00:07:04.120]  你想清楚一點
[00:07:04.120 --> 00:07:06.960]  如果我們能夠用堅定的信心去抵抗他
[00:07:06.960 --> 00:07:09.680]  我們一定可以得勝
[00:07:09.680 --> 00:07:12.960]  其實他並沒有一個合法的位置
[00:07:12.960 --> 00:07:16.320]  今天在我們的世界、社會、家庭
[00:07:16.320 --> 00:07:22.560]  其實上帝已經給你充足的能力、權柄去管理、看守
[00:07:22.560 --> 00:07:24.720]  好像昔日的伊甸園
[00:07:24.720 --> 00:07:26.280]  如果我們好好地守住
[00:07:26.280 --> 00:07:28.200]  我們是不會失落的
[00:07:28.200 --> 00:07:31.480]  但是當你沒有好好地看守
[00:07:31.480 --> 00:07:38.280]  你生命裏面的喜樂、力量、健康、財富、天上的財寶
[00:07:38.280 --> 00:07:41.400]  如果你沒有好好地看守
[00:07:41.400 --> 00:07:45.040]  可能你會說:為甚麼我們信耶穌
[00:07:45.040 --> 00:07:46.240]  這一切都有的?
[00:07:46.240 --> 00:07:47.720]  為甚麼我沒有的呢?
[00:07:47.720 --> 00:07:49.080]  其實不是沒有
[00:07:49.080 --> 00:07:54.520]  而是你沒有好好地守住和知取的時候
[00:07:54.520 --> 00:07:58.120]  這一切就會好像被盜賊偷了
[00:07:58.120 --> 00:08:01.040]  一點一滴地從你手裏面流走
[00:08:01.040 --> 00:08:02.600]  於是你就問
[00:08:02.600 --> 00:08:05.640]  為甚麼耶穌明明應許我有豐盛的生命
[00:08:05.640 --> 00:08:07.920]  但我卻是得不到的呢?
[00:08:07.920 --> 00:08:13.040]  今天我想從幾個方向來提醒大家
[00:08:13.040 --> 00:08:14.280]  主要是兩點
[00:08:14.280 --> 00:08:16.480]  有兩個防禦的策略
[00:08:16.480 --> 00:08:19.640]  怎樣去防備撒旦
[00:08:19.640 --> 00:08:21.120]  去進入我們的生命
[00:08:21.120 --> 00:08:22.120]  進入我們的家庭
[00:08:22.120 --> 00:08:23.600]  進入我們的社會
[00:08:23.600 --> 00:08:27.880]  來做偷取和殺害、毀壞的工作
[00:08:27.880 --> 00:08:29.680]  第一
[00:08:29.680 --> 00:08:34.000]  我們要辨識魔鬼用的方法
[00:08:34.000 --> 00:08:37.760]  就是一些叫做部份的真理
[00:08:37.760 --> 00:08:41.040]  我想大家都聽過很多街頭騙案
[00:08:41.040 --> 00:08:44.760]  警訊都經常有報道的
[00:08:44.760 --> 00:08:49.360]  那些補藥黨說這個藥很好
[00:08:49.360 --> 00:08:50.280]  然後你不相信
[00:08:50.280 --> 00:08:52.680]  突然間街上會出現一個人告訴你
[00:08:52.680 --> 00:08:54.680]  哎呀,我很想買很久了
[00:08:54.680 --> 00:08:57.040]  不如我和你合夥買吧
[00:08:57.040 --> 00:08:58.960]  然後我買了它
[00:08:58.960 --> 00:09:02.040]  你可能會聽過
[00:09:02.040 --> 00:09:07.640]  我們經常都自命聰明不會受騙的
[00:09:07.640 --> 00:09:10.720]  但是最近我就遇到一件事
[00:09:10.720 --> 00:09:15.640]  有一次我去開平那裏做訪孫的工作
[00:09:15.640 --> 00:09:18.880]  我趕去火車站的途中
[00:09:18.880 --> 00:09:20.240]  遇到一個老伯
[00:09:20.240 --> 00:09:22.000]  他見到我就說
[00:09:22.000 --> 00:09:25.920]  阿林很久沒見了
[00:09:25.920 --> 00:09:27.320]  我就想了很久
[00:09:27.320 --> 00:09:28.720]  我真的想了很久
[00:09:28.720 --> 00:09:29.800]  我都不認識這個老伯
[00:09:29.800 --> 00:09:34.520]  為甚麼他會認識我叫阿林呢
[00:09:34.520 --> 00:09:36.400]  然後他就說
[00:09:36.400 --> 00:09:38.640]  你很小的時候
[00:09:38.640 --> 00:09:42.760]  你爸爸帶你見過我
[00:09:42.760 --> 00:09:45.400]  我真的完全沒有印象
[00:09:45.400 --> 00:09:46.600]  我自己就突然間說
[00:09:46.600 --> 00:09:50.840]  會不會我小時候去我爸爸工廠打暑期工
[00:09:50.840 --> 00:09:52.360]  見過你
[00:09:52.360 --> 00:09:54.320]  他說是呀是呀是呀
[00:09:54.320 --> 00:09:58.000]  其實我講甚麼他都會說是
[00:09:58.000 --> 00:10:01.680]  然後我就很疑惑
[00:10:01.680 --> 00:10:04.440]  聊著聊著他就說
[00:10:04.440 --> 00:10:06.120]  他正在趕去醫院
[00:10:06.120 --> 00:10:07.800]  去東區醫院
[00:10:07.800 --> 00:10:09.240]  我問他發生甚麼事
[00:10:09.240 --> 00:10:13.800]  他說他女兒和老婆最近是劏房火燭
[00:10:13.800 --> 00:10:17.160]  那段時間好像真的聽到一宗劏房火燭的事
[00:10:17.160 --> 00:10:19.080]  燒到臉上
[00:10:19.080 --> 00:10:20.840]  家裡的東西全都燒了
[00:10:20.840 --> 00:10:23.880]  他身上只剩下十元
[00:10:23.880 --> 00:10:25.880]  這個時候
[00:10:25.880 --> 00:10:26.960]  我就很心疼
[00:10:26.960 --> 00:10:28.960]  我就問他要不要借錢幫你
[00:10:28.960 --> 00:10:31.160]  他說不用不用
[00:10:31.160 --> 00:10:32.880]  不是這樣的
[00:10:32.880 --> 00:10:34.280]  然後說著說著
[00:10:34.280 --> 00:10:39.400]  不過你如果有的話也可以借給我
[00:10:39.400 --> 00:10:41.960]  然後他就問我借二百元
[00:10:41.960 --> 00:10:46.320]  我就給他二百五十元
[00:10:46.320 --> 00:10:47.800]  然後當我給了他的時候
[00:10:47.800 --> 00:10:52.000]  在十秒之間我已經跟著他走了
[00:10:52.000 --> 00:10:54.720]  我還想說你留下電話
[00:10:54.720 --> 00:10:56.120]  我遲些再聯絡你
[00:10:56.120 --> 00:10:59.000]  其實在那十秒之間
[00:10:59.000 --> 00:11:00.680]  我突然意識到
[00:11:00.680 --> 00:11:02.760]  糟糕了
[00:11:02.760 --> 00:11:06.760]  好像在警訊見過這些
[00:11:06.760 --> 00:11:10.760]  然後我追他的時候影子都沒有
[00:11:10.760 --> 00:11:12.120]  各位弟兄姊妹你有沒有發現
[00:11:12.120 --> 00:11:16.240]  其實這個人他掌握我的資訊只有一個
[00:11:16.240 --> 00:11:18.320]  就是我姓林
[00:11:18.320 --> 00:11:20.960]  我不知道他怎麼知道
[00:11:20.960 --> 00:11:22.760]  會不會是我說到
[00:11:22.760 --> 00:11:25.080]  他其實是當中的其中一個會友
[00:11:25.080 --> 00:11:28.800]  還是有些人走進來
[00:11:28.800 --> 00:11:31.200]  那些賊是走進來的
[00:11:31.200 --> 00:11:32.240]  不知道怎麼樣
[00:11:32.240 --> 00:11:33.520]  說笑而已
[00:11:33.520 --> 00:11:36.880]  可能某些地方洩露了我的身份
[00:11:36.880 --> 00:11:40.000]  無論如何
[00:11:40.000 --> 00:11:42.960]  你發覺掌握了我很少的資訊
[00:11:42.960 --> 00:11:45.880]  少許的真理在他裡面
[00:11:45.880 --> 00:11:48.040]  我們就很容易會相信
[00:11:48.040 --> 00:11:55.360]  其實今天我們網上充斥了很多半真理
[00:11:55.360 --> 00:11:57.240]  就是一部分的真理
[00:11:57.240 --> 00:12:00.880]  這些所謂一半的真理
[00:12:00.880 --> 00:12:05.120]  其實都有少許事實做支持
[00:12:05.120 --> 00:12:07.960]  你看下去你真的會信以為真
[00:12:07.960 --> 00:12:11.240]  其實特別在我們這個資訊氾濫的年代
[00:12:11.240 --> 00:12:15.080]  如果你沒有好系統的形式聖經
[00:12:15.080 --> 00:12:16.200]  你會找到
[00:12:16.200 --> 00:12:17.320]  有時你查經
[00:12:17.320 --> 00:12:19.640]  我見有些組目上網查
[00:12:19.640 --> 00:12:22.040]  就是上網找一些資料
[00:12:22.040 --> 00:12:24.360]  然後找到很多的
[00:12:24.360 --> 00:12:27.480]  然後在小組就不斷說
[00:12:27.480 --> 00:12:29.160]  當然不是不可以這樣做
[00:12:29.160 --> 00:12:31.560]  但是其實你有沒有時候發現
[00:12:31.560 --> 00:12:35.560]  我有時發現那些資料是來自耶和華見證人
[00:12:35.560 --> 00:12:37.360]  守望台
[00:12:37.360 --> 00:12:39.920]  東方閃電都可能有的
[00:12:39.920 --> 00:12:43.000]  所以其實我告訴大家
[00:12:43.000 --> 00:12:46.280]  其實今天就是有很多這樣的訊息
[00:12:46.280 --> 00:12:48.480]  所謂同治釋經
[00:12:48.480 --> 00:12:50.880]  其實一樣有聖經根據
[00:12:50.880 --> 00:12:53.880]  但裡面卻是傳遞另一種訊息
[00:12:53.880 --> 00:12:56.360]  甚至有一些叫新紀元的訊息
[00:12:56.360 --> 00:12:59.760]  也都在我們今天網上充斥著
[00:12:59.760 --> 00:13:01.480]  你不要以為你在教會這麼多年
[00:13:01.480 --> 00:13:03.160]  你可以免疫
[00:13:03.160 --> 00:13:04.160]  不會中招
[00:13:04.160 --> 00:13:06.160]  我其實看了很多年警訊
[00:13:06.160 --> 00:13:08.400]  但我一樣會中招
[00:13:08.400 --> 00:13:10.600]  各位
[00:13:10.600 --> 00:13:12.440]  這些好像是真理的東西
[00:13:12.440 --> 00:13:15.120]  有時會害你一生
[00:13:15.120 --> 00:13:17.040]  會害你信了異端
[00:13:17.040 --> 00:13:21.000]  害你接受同性戀或者同性婚姻
[00:13:21.000 --> 00:13:24.960]  甚至是信了邪靈以為是聖靈
[00:13:24.960 --> 00:13:26.920]  最近有一系列的
[00:13:26.920 --> 00:13:28.080]  其實不是最近
[00:13:28.080 --> 00:13:30.720]  有一系列的讀物叫做《與神對話》
[00:13:30.720 --> 00:13:31.840]  大家有沒有聽過
[00:13:31.840 --> 00:13:33.400]  有沒有看過這本書
[00:13:33.400 --> 00:13:39.400]  其實是由一位通靈的作家尼爾所寫的
[00:13:39.400 --> 00:13:40.360]  通靈的
[00:13:40.360 --> 00:13:41.520]  你記住
[00:13:41.520 --> 00:13:45.520]  很多基督徒以為這些是基督教讀物
[00:13:45.520 --> 00:13:48.840]  所以買一本送給別人自己看
[00:13:48.840 --> 00:13:53.160]  誰不知這個人所說的《與神對話》的神
[00:13:53.160 --> 00:13:56.120]  根本不是我們所信的耶和華神
[00:13:56.120 --> 00:13:59.480]  是他所通靈的邪靈
[00:13:59.480 --> 00:14:06.200]  是新紀元的萬物有靈論的靈
[00:14:06.200 --> 00:14:08.520]  所以有些人不知道
[00:14:08.520 --> 00:14:11.720]  在網上看到寫完就送給別人
[00:14:11.720 --> 00:14:14.000]  神說之類的
[00:14:14.000 --> 00:14:16.160]  其實神說的東西全部都在聖經裡面
[00:14:16.160 --> 00:14:17.520]  不會在網上出現的
[00:14:17.520 --> 00:14:18.600]  你明白嗎?
[00:14:18.600 --> 00:14:19.600]  網上也有的
[00:14:19.600 --> 00:14:21.480]  引聖經那些
[00:14:21.480 --> 00:14:23.480]  所以大家小心
[00:14:23.480 --> 00:14:26.200]  這個人出了三冊的書
[00:14:26.200 --> 00:14:29.720]  最近我也看了我神學院的一位講師
[00:14:29.720 --> 00:14:30.840]  楊慶球牧師
[00:14:30.840 --> 00:14:34.880]  他也有提過《與神對話》這本書
[00:14:34.880 --> 00:14:38.080]  他說這個作者經歷了五次的婚姻失敗
[00:14:38.080 --> 00:14:39.440]  和事業的低谷
[00:14:39.440 --> 00:14:41.120]  終於在九五年的時候
[00:14:41.120 --> 00:14:44.680]  他向天寫了一封控訴的信
[00:14:44.680 --> 00:14:48.680]  然後他就覺得上帝透過他的手開始說話
[00:14:48.680 --> 00:14:50.280]  就是跟他說話
[00:14:50.280 --> 00:14:53.920]  就寫了三冊的書
[00:14:53.920 --> 00:14:56.560]  其實他裡面的信息都是抽取一些
[00:14:56.560 --> 00:14:59.160]  宗教上的好處
[00:14:59.160 --> 00:15:02.200]  但在他的信仰裡面沒有地獄
[00:15:02.200 --> 00:15:03.760]  沒有所謂罪
[00:15:03.760 --> 00:15:06.280]  只要人願意做什麼事
[00:15:06.280 --> 00:15:08.800]  他一秒之內決定可以做
[00:15:08.800 --> 00:15:10.200]  就可以做到
[00:15:10.200 --> 00:15:13.600]  所以這種是一種極其危險的信仰
[00:15:13.600 --> 00:15:16.480]  是一種率性而為的信仰
[00:15:16.480 --> 00:15:19.040]  他認為沒有罪、沒有撒旦
[00:15:19.040 --> 00:15:22.480]  人最大的快樂就是追尋至善
[00:15:22.480 --> 00:15:24.720]  所有宗教都是一樣
[00:15:24.720 --> 00:15:28.080]  這種就是新紀元的運動
[00:15:28.080 --> 00:15:29.640]  各位弟兄姊妹
[00:15:29.640 --> 00:15:30.840]  今天
[00:15:30.840 --> 00:15:34.880]  撒旦很喜歡將絕對的東西來相對化
[00:15:34.880 --> 00:15:38.000]  相對的東西絕對化
[00:15:38.000 --> 00:15:39.400]  在伊甸園裡面
[00:15:39.400 --> 00:15:42.400]  他就是將上帝絕對的禁令
[00:15:42.400 --> 00:15:45.400]  你吃那個果子的日子必定死
[00:15:45.400 --> 00:15:49.000]  他說不一定死
[00:15:49.000 --> 00:15:51.120]  今天很多這些
[00:15:51.120 --> 00:15:54.080]  將上帝的真理
[00:15:54.080 --> 00:15:58.800]  來否定或者將它模糊化的一些信息
[00:15:58.800 --> 00:16:01.800]  都是在影響我們對上帝的信仰
[00:16:01.800 --> 00:16:05.680]  各位弟兄姊妹
[00:16:05.680 --> 00:16:09.680]  今天我們真的要好好的細心明辨
[00:16:09.680 --> 00:16:11.520]  有一首歌他說
[00:16:11.520 --> 00:16:14.520]  Imagine there's no heaven
[00:16:14.520 --> 00:16:15.880]  這首歌好聽
[00:16:15.880 --> 00:16:17.400]  John Lennon
[00:16:17.400 --> 00:16:19.080]  他說沒有天堂的
[00:16:19.080 --> 00:16:20.720]  想像一下
[00:16:20.720 --> 00:16:23.440]  No hell below us
[00:16:23.440 --> 00:16:25.120]  沒有地獄的
[00:16:25.120 --> 00:16:27.720]  這種就是新紀元的信仰
[00:16:27.720 --> 00:16:29.680]  只講耶穌的愛
[00:16:29.680 --> 00:16:33.400]  不提及耶穌的公義和審判
[00:16:33.400 --> 00:16:37.200]  也不講人有罪和人需要悔改
[00:16:37.200 --> 00:16:39.560]  這種不是真正的福音
[00:16:39.560 --> 00:16:41.680]  各位今天我們是否仍然
[00:16:41.680 --> 00:16:45.360]  被這些一半的真理來影響
[00:16:45.360 --> 00:16:47.240]  我們今天有沒有好小心
[00:16:47.240 --> 00:16:51.040]  細思明辨撒旦的策略
[00:16:51.040 --> 00:16:54.760]  他就是用這些一半的真理來影響我們
[00:16:54.760 --> 00:16:57.400]  第二個防禦的策略
[00:16:57.400 --> 00:17:04.920]  就叫「無要抵擋,寸步不讓」
[00:17:04.920 --> 00:17:06.760]  聖經在《雅各書》四章七節
[00:17:06.760 --> 00:17:08.200]  很清楚告訴我們
[00:17:08.200 --> 00:17:09.720]  你要信服神
[00:17:09.720 --> 00:17:11.800]  無要抵擋魔鬼
[00:17:11.800 --> 00:17:15.400]  魔鬼就必離開你們逃跑了
[00:17:15.400 --> 00:17:17.760]  最近我在神學院的一班同學
[00:17:17.760 --> 00:17:20.160]  開了一個WhatsApp群組
[00:17:20.160 --> 00:17:21.920]  知不知道WhatsApp群組是什麼?
[00:17:21.920 --> 00:17:26.160]  我們可以像一個討論區一樣
[00:17:26.160 --> 00:17:29.080]  大家說話都可以看到
[00:17:29.080 --> 00:17:32.120]  最近有一個很激烈的辯論
[00:17:32.120 --> 00:17:34.400]  因為最近大家都知道
[00:17:34.400 --> 00:17:37.880]  變性人W事件
[00:17:37.880 --> 00:17:44.600]  因為最高終審法院容許他們結婚
[00:17:44.600 --> 00:17:49.640]  所以引發了一些同性戀的組織
[00:17:49.640 --> 00:17:53.360]  開始去提出一個問題
[00:17:53.360 --> 00:17:56.360]  不需要做完整套的變性手術
[00:17:56.360 --> 00:18:00.120]  只要醫生說你心理各方面合格
[00:18:00.120 --> 00:18:02.000]  你就可以變性了
[00:18:02.000 --> 00:18:05.680]  你的身份證就可以改變你的性別
[00:18:05.680 --> 00:18:08.520]  我們一班傳道人
[00:18:08.520 --> 00:18:11.160]  我們的WhatsApp群組都是傳道人
[00:18:11.160 --> 00:18:13.400]  都是在討論這件事
[00:18:13.400 --> 00:18:17.960]  竟然突然間有一個同學說了一番話
[00:18:17.960 --> 00:18:19.480]  令我們很費解
[00:18:19.480 --> 00:18:24.560]  他說你們平時就港政教婚禮
[00:18:24.560 --> 00:18:27.960]  李旺陽、李慧玲、劉俊濤
[00:18:27.960 --> 00:18:33.560]  其實這些都是關於新聞自由問題的人物
[00:18:33.560 --> 00:18:38.320]  又不見你班教會人士關心政治
[00:18:38.320 --> 00:18:40.240]  要來支持
[00:18:40.240 --> 00:18:42.160]  現在火燒後欄
[00:18:42.160 --> 00:18:44.480]  你就要出來支持
[00:18:44.480 --> 00:18:49.840]  我突然間看完就很害怕
[00:18:49.840 --> 00:18:52.560]  突然間敵我難分
[00:18:52.560 --> 00:18:57.440]  突然間有同學變成魔鬼地說這些話
[00:18:57.440 --> 00:19:01.760]  其實幸好這個同學最後向大家道歉
[00:19:01.760 --> 00:19:03.720]  他說勝利忽然提醒他
[00:19:03.720 --> 00:19:05.760]  他說錯了
[00:19:05.760 --> 00:19:07.560]  我最蠢,大家最聰明
[00:19:07.560 --> 00:19:11.160]  我不太相信他這個說話
[00:19:11.160 --> 00:19:13.680]  總之他向大家道歉
[00:19:13.680 --> 00:19:15.760]  不過後來我自己想清楚
[00:19:15.760 --> 00:19:19.080]  其實他說的話也不是完全沒有道理
[00:19:19.080 --> 00:19:21.080]  我們今天基督教
[00:19:21.080 --> 00:19:23.480]  經常給人的印象就是
[00:19:23.480 --> 00:19:28.880]  我們平時都不太喜歡理政治或任何公共事務
[00:19:28.880 --> 00:19:30.600]  我們只要獨自成性
[00:19:30.600 --> 00:19:32.680]  做一個基督徒就夠了
[00:19:32.680 --> 00:19:34.280]  當火燒靠近身
[00:19:34.280 --> 00:19:36.040]  關係到家庭、婚姻
[00:19:36.040 --> 00:19:37.720]  這些很基本很重要
[00:19:37.720 --> 00:19:40.720]  或者宗教的自由的時候
[00:19:40.720 --> 00:19:43.080]  這些生死有關的課題
[00:19:43.080 --> 00:19:44.000]  我們知死了
