
[00:00:00.000 --> 00:00:05.000]  歡迎大家來到農年的第一個周六重大
[00:05:51.000 --> 00:05:52.800]  不過要等到新約
[00:05:52.800 --> 00:05:55.000]  耶穌基督彌臨之後
[00:05:55.000 --> 00:06:00.200]  這個八福終於在耶穌基督裡面得以成全
[00:06:00.200 --> 00:06:05.800]  第三 無論貧或富總要心悔改
[00:06:05.800 --> 00:06:08.800]  表面上看八福的時候
[00:06:08.800 --> 00:06:14.400]  貧困卑賤的人就是福氣的對象
[00:06:14.400 --> 00:06:18.600]  但是貧困不可以令你得福
[00:06:18.600 --> 00:06:22.200]  貧困不可以令你進入上帝的國度
[00:06:22.200 --> 00:06:24.200]  怎樣才可以進入上帝的國度
[00:06:24.200 --> 00:06:26.000]  唯有真心悔改
[00:06:26.000 --> 00:06:34.200]  跟隨十字架上的舊主耶穌讀才可以進入上帝永恆的國
[00:06:34.200 --> 00:06:35.000]  這是第三點
[00:06:35.000 --> 00:06:41.600]  第四點 本是無味炎變為世界光
[00:06:41.600 --> 00:06:45.000]  十字架的舊主不單止要拯救我們
[00:06:45.000 --> 00:06:47.800]  脫離審判和刑罰
[00:06:47.800 --> 00:06:50.800]  他更加要改造我們的生命
[00:06:50.800 --> 00:06:53.600]  叫我們從無味的炎變成
[00:06:53.600 --> 00:06:57.400]  轉化為世上的光
[00:06:57.400 --> 00:06:59.200]  最後第五點
[00:06:59.200 --> 00:07:03.600]  十字架國降臨活出天國夢
[00:07:03.600 --> 00:07:06.400]  十字架是登山島墳的核心
[00:07:06.400 --> 00:07:10.000]  十字架是天國八福的核心
[00:07:10.000 --> 00:07:13.200]  因著十字架天國降臨
[00:07:13.200 --> 00:07:15.600]  神人可以和好
[00:07:15.600 --> 00:07:20.000]  八福最終會成為上帝子民的天國夢
[00:07:20.000 --> 00:07:23.800]  我希望我們講到最後
[00:07:23.800 --> 00:07:28.400]  你會見到整個八福是我們一生心想想求的
[00:07:28.400 --> 00:07:30.800]  所追求的天國夢
[00:07:30.800 --> 00:07:32.600]  我們有了羅盤
[00:07:32.600 --> 00:07:35.200]  我們可以正式的啟航
[00:07:35.200 --> 00:07:37.200]  首先羅盤的第一點
[00:07:37.200 --> 00:07:41.800]  不是地上福 乃是上帝國
[00:07:41.800 --> 00:07:44.000]  我不知道你有沒有留意
[00:07:44.000 --> 00:07:48.400]  第一個福和第八個福其實是同一個
[00:07:48.400 --> 00:07:51.200]  第一個福是「因為天國是他們的」
[00:07:51.200 --> 00:07:55.600]  第八個福是「因為天國是他們的」
[00:07:55.600 --> 00:07:59.400]  有沒有想過耶穌是否想不出什麼新事
[00:07:59.400 --> 00:08:01.400]  於是重複第一個
[00:08:01.400 --> 00:08:03.400]  每一個都不一樣
[00:08:03.400 --> 00:08:05.800]  去到第八個為什麼要重複第一個
[00:08:05.800 --> 00:08:07.000]  是否耶穌想不到
[00:08:07.000 --> 00:08:09.800]  不是 是祂故意重複
[00:08:09.800 --> 00:08:13.000]  祂想告訴我們從上帝而來的福氣
[00:08:13.000 --> 00:08:14.000]  其實只有一個
[00:08:14.000 --> 00:08:16.800]  不是八個福氣 而是一個福氣
[00:08:16.800 --> 00:08:18.800]  那個福氣是什麼 是天皇
[00:08:18.800 --> 00:08:22.800]  是祂要給我們獨有的一個禮物
[00:08:22.800 --> 00:08:26.000]  就是永恆的天皇
[00:08:26.000 --> 00:08:29.600]  所以當我們去演繹八福的時候
[00:08:29.600 --> 00:08:33.800]  不可以用一個中式宴會的模式
[00:08:33.800 --> 00:08:36.200]  什麼叫做中式宴會的模式
[00:08:36.200 --> 00:08:38.800]  一道菜想吃
[00:08:38.800 --> 00:08:40.800]  吃完之後就換第二道
[00:08:40.800 --> 00:08:42.400]  換第三道
[00:08:42.400 --> 00:08:44.800]  很多教會都說八福的時候
[00:08:44.800 --> 00:08:47.800]  用八個禮拜 每個禮拜當一個
[00:08:47.800 --> 00:08:49.600]  一定錯的
[00:08:49.600 --> 00:08:54.400]  為什麼 因為你不可以用中式宴會的模式
[00:08:54.400 --> 00:08:55.800]  逐個上的
[00:08:55.800 --> 00:08:58.600]  其實所有的東西
[00:08:58.600 --> 00:09:00.800]  八福不是中式宴會
[00:09:00.800 --> 00:09:02.800]  而是韓式小菜
[00:09:02.800 --> 00:09:05.200]  一上就八碟上的了
[00:09:05.200 --> 00:09:07.400]  香港很少有八碟的
[00:09:07.400 --> 00:09:10.800]  我們美國吃那些地道的韓式小菜
[00:09:10.800 --> 00:09:12.600]  一來八碟
[00:09:12.600 --> 00:09:16.200]  要八碟一起上八道小菜
[00:09:16.200 --> 00:09:19.400]  不是分開上 一起上一個整體
[00:09:19.400 --> 00:09:22.200]  八福是一個整體
[00:09:22.200 --> 00:09:26.000]  八福又好像一個很巨型的漢堡包
[00:09:26.000 --> 00:09:30.600]  八福的前面後面是被天國所包圍著
[00:09:30.600 --> 00:09:33.200]  接著中間有六福 你可以說
[00:09:33.200 --> 00:09:36.400]  前後是天國 中間有六福
[00:09:36.400 --> 00:09:39.600]  全部都是天國裡面的福氣
[00:09:39.600 --> 00:09:41.200]  那六個福氣是什麼呢
[00:09:41.200 --> 00:09:43.400]  他們必得安慰
[00:09:43.400 --> 00:09:45.400]  他們必承受土地
[00:09:45.400 --> 00:09:47.200]  將來永恆的土地
[00:09:47.200 --> 00:09:51.000]  他們必得飽足 他們必得滿足
[00:09:51.000 --> 00:09:53.200]  他們必蒙憐憫
[00:09:53.200 --> 00:09:55.800]  他們必得見上帝
[00:09:55.800 --> 00:09:58.200]  他們必稱為上帝的兒子
[00:09:58.200 --> 00:10:00.600]  全部都是天國的一部分
[00:10:00.600 --> 00:10:01.600]  所以你可以說
[00:10:01.600 --> 00:10:05.200]  他每一個 因為他們是天國的就可以了
[00:10:05.200 --> 00:10:10.000]  所以不是八福 而是天國
[00:10:10.000 --> 00:10:12.600]  說的只是一樣東西
[00:10:12.600 --> 00:10:14.800]  好 這是我們的第一點
[00:10:14.800 --> 00:10:16.400]  現在我們進入第二點
[00:10:16.400 --> 00:10:18.000]  羅盤的第二點是
[00:10:18.000 --> 00:10:23.600]  舊約早預言 新約主成全
[00:10:23.600 --> 00:10:25.000]  如果你熟悉舊約的話
[00:10:25.000 --> 00:10:27.800]  你會看到耶穌的八福
[00:10:27.800 --> 00:10:32.000]  其實是匯聚很多舊約裡面的應許
[00:10:32.000 --> 00:10:38.000]  尤其是在詩篇和以塞亞書裡面的應許
[00:10:38.000 --> 00:10:40.600]  詩篇第十二篇 第五節這樣說
[00:10:40.600 --> 00:10:47.200]  因為困苦的人 冤屈和貧窮的人嘆息
[00:10:47.200 --> 00:10:49.400]  我現在要起來
[00:10:49.400 --> 00:10:54.400]  把他安置在他所切勿的引託之地
[00:10:54.400 --> 00:10:55.800]  在舊約聖經裡面
[00:10:55.800 --> 00:10:58.600]  經常都說那些困苦的人 貧窮的人
[00:10:58.600 --> 00:11:00.000]  他們要伸冤
[00:11:00.000 --> 00:11:01.200]  於是上帝答應
[00:11:01.200 --> 00:11:04.600]  上帝會起來 上帝會拯救
[00:11:04.600 --> 00:11:07.600]  上帝會為他們帶來天國
[00:11:07.600 --> 00:11:09.400]  所以你打開八福的時候
[00:11:09.400 --> 00:11:11.600]  其實你熟悉舊約的時候
[00:11:11.600 --> 00:11:13.000]  你會發現它是承傳著
[00:11:13.000 --> 00:11:15.800]  舊約裡面一些盼望
[00:11:15.800 --> 00:11:17.000]  那個救主的利盟
[00:11:17.000 --> 00:11:19.800]  詩篇三十七篇 第十一節
[00:11:19.800 --> 00:11:22.400]  但謙卑的人必承受土地
[00:11:22.400 --> 00:11:23.800]  是不是很像?
[00:11:23.800 --> 00:11:26.600]  完全是一個媽媽公仔來的
[00:11:26.600 --> 00:11:28.600]  以豐盛的平安為樂
[00:11:28.600 --> 00:11:33.000]  謙卑的人必承受土地
[00:11:33.000 --> 00:11:36.400]  然後以塞亞書第二十九章 第十九節
[00:11:36.400 --> 00:11:40.800]  困苦的人必因野禍華爭添歡喜
[00:11:40.800 --> 00:11:46.000]  人間貧窮的必因以色列的聖者快樂
[00:11:46.000 --> 00:11:46.800]  說什麼?
[00:11:46.800 --> 00:11:48.600]  說那個君王的利盟
[00:11:48.600 --> 00:11:50.400]  說薇塞亞的利盟
[00:11:50.400 --> 00:11:51.200]  救主的利盟
[00:11:51.200 --> 00:11:55.800]  以塞亞書四十一章 第十七節
[00:11:55.800 --> 00:11:58.800]  困苦貧窮的人沉找水
[00:11:58.800 --> 00:12:03.400]  我們因口渴舌頭乾燥
[00:12:03.400 --> 00:12:06.400]  這個要飲食
[00:12:06.400 --> 00:12:07.400]  要吃東西
[00:12:07.400 --> 00:12:09.000]  貧窮的人找水
[00:12:09.000 --> 00:12:10.800]  我必應找他們
[00:12:10.800 --> 00:12:12.600]  他們可以得以飽足
[00:12:12.600 --> 00:12:16.400]  以色列的上帝必不離棄他們
[00:12:16.400 --> 00:12:19.400]  你開始看到八福其實是舊事
[00:12:19.400 --> 00:12:22.800]  耶穌在翻炒舊約裡面的一些東西
[00:12:22.800 --> 00:12:23.800]  然後告訴你
[00:12:23.800 --> 00:12:26.400]  我來是要成就這樣
[00:12:26.400 --> 00:12:27.800]  還有一段
[00:12:27.800 --> 00:12:33.000]  可能是最完全最重要的一個語言
[00:12:33.000 --> 00:12:35.000]  跟八福有關係的
[00:12:35.000 --> 00:12:38.000]  以塞亞書第六十一章第一節二節
[00:12:38.000 --> 00:12:40.200]  可能你都聽過都挺熟悉的
[00:12:40.200 --> 00:12:43.200]  主耶和華的靈在我身上
[00:12:43.200 --> 00:12:45.600]  因為耶和華用高高我
[00:12:45.600 --> 00:12:49.200]  叫我報好消息給貧窮的人
[00:12:49.200 --> 00:12:51.600]  差遍我醫治傷心的人
[00:12:51.600 --> 00:12:54.000]  報告被魯德釋放
[00:12:54.000 --> 00:12:56.000]  被捆綁的德自由
[00:12:56.000 --> 00:12:58.400]  宣告耶和華的恩典
[00:12:58.400 --> 00:13:00.600]  和我的上帝報仇的日子
[00:13:00.600 --> 00:13:03.800]  安慰所有悲哀的人
[00:13:03.800 --> 00:13:07.000]  是不是在翻炒八福
[00:13:07.000 --> 00:13:08.600]  是在翻炒的
[00:13:08.600 --> 00:13:11.000]  而以塞亞書六十一章是特別重要的
[00:13:11.000 --> 00:13:12.800]  因為如果你熟新約
[00:13:12.800 --> 00:13:15.800]  你知道在路加福陽裡面
[00:13:15.800 --> 00:13:18.600]  當耶穌出來做侍功的時候
[00:13:18.600 --> 00:13:21.800]  耶穌的第一篇道的經文在哪裡
[00:13:21.800 --> 00:13:22.800]  就是這裡
[00:13:22.800 --> 00:13:25.000]  耶穌自己讀出來
[00:13:25.000 --> 00:13:26.400]  以塞亞書六十一章
[00:13:26.400 --> 00:13:27.800]  上帝的靈在我身上
[00:13:27.800 --> 00:13:30.600]  我要傳福音給貧窮的人
[00:13:30.600 --> 00:13:32.000]  於是祂講完之後
[00:13:32.000 --> 00:13:33.000]  祂關起來
[00:13:33.000 --> 00:13:35.000]  然後祂說成了
[00:13:35.000 --> 00:13:39.800]  我就是要成就這個經文
[00:13:39.800 --> 00:13:42.600]  是耶穌自己的使命宣言
[00:13:42.600 --> 00:13:43.800]  你問耶穌在做什麼
[00:13:43.800 --> 00:13:46.200]  祂就是在做這件事
[00:13:46.200 --> 00:13:49.200]  我帶你回到馬太福音
[00:13:49.200 --> 00:13:51.200]  我們回到馬太福音的時候
[00:13:51.200 --> 00:13:55.400]  我們看到耶穌用祂的行動和話語
[00:13:55.400 --> 00:13:59.200]  是在宣講也在彰顯天國的彌臨
[00:13:59.200 --> 00:14:00.400]  祂在成就舊約
[00:14:00.400 --> 00:14:03.800]  舊約說當上帝認祂有光復來的時候
[00:14:03.800 --> 00:14:07.000]  祂會在貧窮人的當中宣講福音
[00:14:07.000 --> 00:14:08.400]  而耶穌現在在做什麼
[00:14:08.400 --> 00:14:10.400]  就是在做這件事
[00:14:10.400 --> 00:14:15.600]  於是馬太福音第四章二十四節進入
[00:14:15.600 --> 00:14:18.000]  第五章之前的兩節祂說
[00:14:18.000 --> 00:14:20.400]  耶穌的名聲全片了敘利亞
[00:14:20.400 --> 00:14:22.600]  那裡的人擺一切的病人
[00:14:22.600 --> 00:14:26.000]  就算各樣疾病疼痛的人 被鬼附的人
[00:14:26.000 --> 00:14:29.200]  癲癇的人 癱瘓的人都帶來了耶穌
[00:14:29.200 --> 00:14:30.800]  就治好了他們
[00:14:30.800 --> 00:14:34.000]  當時一大群人從加利里
[00:14:34.000 --> 00:14:39.200]  底加坡尼 薩冷 猶大 約旦 河的東邊
[00:14:39.200 --> 00:14:41.000]  來跟隨祂
[00:14:41.000 --> 00:14:42.000]  我想你們留意
[00:14:42.000 --> 00:14:45.000]  誰去跟隨耶穌
[00:14:45.000 --> 00:14:48.200]  不是那些有錢有名望的人
[00:14:48.200 --> 00:14:52.600]  而是全部都是那些很貧窮很多病的人
[00:14:52.600 --> 00:14:56.800]  不是健康的人 美貌盡美的人
[00:14:56.800 --> 00:15:02.200]  而是那些低微社會上極其卑微低下的人
[00:15:02.200 --> 00:15:06.000]  來這裡去跟隨耶穌
[00:15:06.000 --> 00:15:11.400]  而這些人的臨到引發了耶穌開始講八福
[00:15:11.400 --> 00:15:13.000]  八福的上半起碼
[00:15:13.000 --> 00:15:14.400]  耶穌對著他們
[00:15:14.400 --> 00:15:16.800]  因為接下來的全部都是貧窮人
[00:15:16.800 --> 00:15:18.200]  全部都是癱瘓的人
[00:15:18.200 --> 00:15:20.000]  全部都是低下的人
[00:15:20.000 --> 00:15:22.200]  全部都是饑餓的人
[00:15:22.200 --> 00:15:24.000]  我已經跟你講過了
[00:15:24.000 --> 00:15:29.000]  我們現在讀的八福是出於胡厚本的修訂版
[00:15:29.000 --> 00:15:30.800]  但是聖經學者告訴我們
[00:15:30.800 --> 00:15:37.600]  其實中英文的翻譯都有很多進步的空間
[00:15:37.600 --> 00:15:40.200]  比如說我們第一個一開播
[00:15:40.200 --> 00:15:44.200]  第一句說心靈貧窮的人有福利
[00:15:44.200 --> 00:15:47.400]  英文是Poor in spirit
[00:15:47.400 --> 00:15:51.000]  但是一個更好的翻譯不是心靈貧窮
[00:15:51.000 --> 00:15:53.200]  一個更好的翻譯是什麼呢
[00:15:53.200 --> 00:15:56.600]  極其貧窮的人有福利
[00:15:56.600 --> 00:15:58.200]  原來聖經學者告訴我們
[00:15:58.200 --> 00:15:59.800]  貧窮人有兩種
[00:15:59.800 --> 00:16:00.800]  一種叫貧窮
[00:16:00.800 --> 00:16:02.200]  另一種叫Poor in spirit
[00:16:02.200 --> 00:16:03.800]  Poor in spirit是什麼意思呢
[00:16:03.800 --> 00:16:06.400]  窮到窿窮到一個地步
[00:16:06.400 --> 00:16:10.400]  連你的靈魂都粉碎了
[00:16:10.400 --> 00:16:14.400]  窮到入骨窮到入靈魂
[00:16:14.400 --> 00:16:16.400]  Poor in spirit
[00:16:16.400 --> 00:16:19.800]  於是一個更好的翻譯
[00:16:19.800 --> 00:16:22.600]  應該不是說心靈貧窮
[00:16:22.600 --> 00:16:25.800]  它是說極其貧窮的人有福利
[00:16:25.800 --> 00:16:29.400]  因為天國是他們的
[00:16:29.400 --> 00:16:31.800]  接著哀動的人有福利
[00:16:31.800 --> 00:16:33.600]  我們通常說這個人
[00:16:33.600 --> 00:16:36.200]  因為他為他的罪的緣故去哀動
[00:16:36.200 --> 00:16:38.000]  其實我們將那個經文
[00:16:38.000 --> 00:16:39.600]  我們叫Spiritualize了它
[00:16:39.600 --> 00:16:44.400]  將它變成一個縮寧化了它
[00:16:44.400 --> 00:16:46.600]  可能一個更直接的翻譯是
[00:16:46.600 --> 00:16:49.000]  痛苦 哀動的人有福利
[00:16:49.000 --> 00:16:53.200]  這個人的哀動是因為他很苦
[00:16:53.200 --> 00:16:55.600]  痛苦 哀動的人有福利
[00:16:55.600 --> 00:16:58.800]  接著我們說謙和的人有福利
[00:16:58.800 --> 00:17:01.000]  什麼叫謙和的人有福利
[00:17:01.000 --> 00:17:02.400]  我們在美國的時候經常說
[00:17:02.400 --> 00:17:04.000]  謙和的人就好像
[00:17:04.000 --> 00:17:05.400]  我們教會裡面有一個教授
[00:17:05.400 --> 00:17:07.000]  很有名的教授
[00:17:07.000 --> 00:17:10.600]  但是星期天是幫大家煮飯吃的
[00:17:10.600 --> 00:17:12.600]  然後幫大家拔菜的
[00:17:12.600 --> 00:17:15.400]  這個就是一個謙卑謙和的人
[00:17:15.400 --> 00:17:16.600]  是不是 不是
[00:17:16.600 --> 00:17:18.200]  一個更好的翻譯是
[00:17:18.200 --> 00:17:20.600]  卑微低下的人有福利
[00:17:20.600 --> 00:17:22.600]  這個教授做不到卑微低下
[00:17:22.600 --> 00:17:24.000]  因為他社會裡面
[00:17:24.000 --> 00:17:25.800]  他的地位是非常之高的
[00:17:25.800 --> 00:17:27.600]  他在說一些卑微
[00:17:27.600 --> 00:17:29.000]  無力 Powerless
[00:17:29.000 --> 00:17:31.600]  完全沒有地位的人有福利
[00:17:31.600 --> 00:17:34.600]  因為他們必承受土地
[00:17:34.600 --> 00:17:37.000]  接著 飢渴無義的人有福利
[00:17:37.000 --> 00:17:39.600]  什麼叫飢渴無義的人有福利
[00:17:39.600 --> 00:17:42.200]  通常我們想有一個年輕的律師出來
[00:17:42.200 --> 00:17:44.000]  要為窮人尋求公義
[00:17:44.000 --> 00:17:46.600]  叫飢渴無義 是不是 不是
[00:17:46.600 --> 00:17:50.000]  更好的翻譯是飢渴無義
[00:17:50.000 --> 00:17:51.400]  什麼意思
[00:17:51.400 --> 00:17:53.600]  就是你從小到大
[00:17:53.600 --> 00:17:54.800]  你都是被人欺負的
[00:17:54.800 --> 00:17:56.000]  欺負到一個地步
[00:17:56.000 --> 00:17:58.600]  你很想有些公義
[00:17:58.600 --> 00:18:00.800]  但是你沒有公義 你明白嗎
[00:18:00.800 --> 00:18:02.200]  你從小到大
[00:18:02.200 --> 00:18:05.800]  就是被人壓 壓 壓 壓到根本是
[00:18:05.800 --> 00:18:07.600]  沒得承
[00:18:07.600 --> 00:18:09.800]  於是耶穌望著這些人
[00:18:09.800 --> 00:18:11.000]  祂說
[00:18:11.000 --> 00:18:13.600]  飢渴無義的人有福利
[00:18:13.600 --> 00:18:18.000]  因為他們必得到飽足
[00:18:18.000 --> 00:18:20.200]  耶穌對著 你看右邊那裡
[00:18:20.200 --> 00:18:25.000]  耶穌對著右邊那群貧困卑微的人
[00:18:25.000 --> 00:18:26.200]  這群人是什麼人
[00:18:26.200 --> 00:18:29.200]  是法西塞人文氏祭司長
[00:18:29.200 --> 00:18:31.600]  認為上帝不喜悅的人
[00:18:31.600 --> 00:18:33.800]  上帝 耶穌對著他們
[00:18:33.800 --> 00:18:36.400]  他們在他們的屬靈領袖面前
[00:18:36.400 --> 00:18:37.600]  是上帝不喜悅的人
[00:18:37.600 --> 00:18:39.800]  耶穌對著他們 居然跟他們說
[00:18:39.800 --> 00:18:43.200]  你們是有福的
[00:18:43.200 --> 00:18:45.000]  而且你的福氣
[00:18:45.000 --> 00:18:46.800]  不是一個普通的福氣
[00:18:46.800 --> 00:18:49.600]  你的福氣是終極的福氣
[00:18:49.600 --> 00:18:55.000]  是上帝永恆天國的福氣
[00:18:55.000 --> 00:18:57.200]  所以八福的頭四福
[00:18:57.200 --> 00:19:00.000]  不是耶穌說的這些理論
[00:19:00.000 --> 00:19:01.600]  耶穌是望著這群人
[00:19:01.600 --> 00:19:03.000]  然後跟他們說
[00:19:03.000 --> 00:19:04.600]  我知道你們的奇貧狂
[00:19:04.600 --> 00:19:05.800]  我知道你們的情富愛動
[00:19:05.800 --> 00:19:07.000]  我知道你們的卑微
