
[00:00:00.000 --> 00:00:03.400]  我們今天繼續思想有關應許的訊息
[00:03:28.600 --> 00:03:33.000]  因此絕對不可以單有信心而沒有信服
[00:03:33.000 --> 00:03:38.000]  真正的信心是信而聽從
[00:03:38.000 --> 00:03:40.500]  但是我聽過很多弟兄姊妹說
[00:03:40.500 --> 00:03:42.300]  「我們自己沒什麼信心」
[00:03:42.300 --> 00:03:45.400]  「現在信心常常都不足 有軟弱的信心」
[00:03:45.400 --> 00:03:47.800]  「那怎麼辦呢?」
[00:03:47.800 --> 00:03:49.300]  我記得第一次自己領修的時候
[00:03:49.300 --> 00:03:52.000]  看到聖經貼上洛尼加的後書
[00:03:52.000 --> 00:03:54.400]  一看的時候心中很得鼓勵
[00:03:54.400 --> 00:03:58.600]  聖經提到當時保羅請教會為他們祈禱
[00:03:58.600 --> 00:04:03.100]  因為有很多惡者 很多惡人在當中
[00:04:03.100 --> 00:04:05.000]  所以因此他的內心
[00:04:05.000 --> 00:04:07.800]  就很清楚想講述一件事情
[00:04:07.800 --> 00:04:12.900]  就是「不是所有人都有信心」
[00:04:12.900 --> 00:04:15.700]  然後他就說
[00:04:15.700 --> 00:04:19.700]  「但是感謝神 神是信實的」
[00:04:19.700 --> 00:04:24.900]  「祂要兼顧我們 祂要保守我們」
[00:04:24.900 --> 00:04:27.000]  沒錯 我們信心會不足
[00:04:27.000 --> 00:04:28.500]  但是我們的信心
[00:04:28.500 --> 00:04:32.100]  不是因為相信自己有強的信心
[00:04:32.100 --> 00:04:35.900]  而是知道神是信實的
[00:04:35.900 --> 00:04:37.300]  祂是信實的
[00:04:37.300 --> 00:04:43.100]  祂會兼顧我們 祂會去保守我們
[00:04:43.100 --> 00:04:45.900]  因此弟兄姊妹 我們很清楚地知道
[00:04:45.900 --> 00:04:48.300]  當我們去尋求神的時候
[00:04:48.300 --> 00:04:51.800]  是因為知道祂會幫助我們
[00:04:51.800 --> 00:04:54.100]  因此我們見到很多的先賢
[00:04:54.100 --> 00:04:55.900]  他們不是沒有軟弱
[00:04:55.900 --> 00:04:58.900]  但是見到神去幫助他們
[00:04:58.900 --> 00:05:00.400]  去引導他們
[00:05:00.400 --> 00:05:01.500]  我們一起看看聖經
[00:05:01.500 --> 00:05:03.300]  怎樣講述這些人物
[00:05:03.300 --> 00:05:13.300]  第十一章第八節
[00:05:13.300 --> 00:05:14.900]  我們一起看看
[00:05:14.900 --> 00:05:18.500]  「因著信阿伯拉罕在蒙召的時候
[00:05:18.500 --> 00:05:23.900]  就聽命往他將要承受違約的地方去
[00:05:23.900 --> 00:05:29.900]  他出去的時候還不知道要往那裡去」
[00:05:29.900 --> 00:05:33.700]  聖經提到當時的阿伯拉罕 大家很熟悉他
[00:05:33.700 --> 00:05:37.600]  他蒙召的時候 聖經說他聽命
[00:05:37.600 --> 00:05:38.900]  很簡單 很直接
[00:05:38.900 --> 00:05:40.400]  領受神的呼召
[00:05:40.400 --> 00:05:42.900]  他就聽從神的命令
[00:05:42.900 --> 00:05:46.200]  去神要他去的地方
[00:05:46.200 --> 00:05:49.500]  去遵從神給他的吩咐
[00:05:49.500 --> 00:05:51.300]  或者我們也會問
[00:05:51.300 --> 00:05:53.800]  那他去哪裡?
[00:05:53.800 --> 00:05:57.700]  但是似乎聖經沒有解釋是什麼地方
[00:05:57.700 --> 00:06:02.000]  甚至阿伯拉罕是不知道會去哪裡的
[00:06:02.000 --> 00:06:03.900]  或者你會很自然地說
[00:06:03.900 --> 00:06:07.000]  如果知道去哪裡都放心一點
[00:06:07.000 --> 00:06:09.000]  但是聖經沒有說
[00:06:09.000 --> 00:06:12.500]  只是說你要去
[00:06:12.500 --> 00:06:14.200]  有些時候
[00:06:14.200 --> 00:06:16.500]  天父好像不想讓我們知道
[00:06:16.500 --> 00:06:18.900]  那個終站在哪裡
[00:06:18.900 --> 00:06:22.100]  祂只是告訴你前面那一步是怎樣走
[00:06:22.100 --> 00:06:24.100]  但是最終去哪裡
[00:06:24.100 --> 00:06:27.300]  不會即時告訴我們
[00:06:27.300 --> 00:06:29.900]  如果我們太快知道那個終站
[00:06:29.900 --> 00:06:33.700]  可能我們很快已經走了
[00:06:33.700 --> 00:06:35.500]  知道那個終站是怎樣
[00:06:35.500 --> 00:06:36.300]  很害怕
[00:06:36.300 --> 00:06:38.100]  因此害怕就會逃避
[00:06:38.100 --> 00:06:40.300]  可能一開始已經跟神說
[00:06:40.300 --> 00:06:42.900]  對不起 我不去了
[00:06:42.900 --> 00:06:45.300]  但是神沒有要我們知道那個終站
[00:06:45.300 --> 00:06:49.600]  但是祂應許帶領我們前面那一步
[00:06:49.600 --> 00:06:52.200]  然後一步一步帶領著我們
[00:06:52.200 --> 00:06:56.700]  也都是幫助我們不會將那種所謂掌握
[00:06:56.700 --> 00:07:00.700]  放在自己對環境的操控上面
[00:07:00.700 --> 00:07:03.300]  因為知道事情不是自己的操控
[00:07:03.300 --> 00:07:05.300]  因此更加將信心
[00:07:05.300 --> 00:07:08.700]  集中在各位主的身上
[00:07:08.700 --> 00:07:11.700]  很多時候主沒有讓我們知道終站
[00:07:11.700 --> 00:07:15.500]  但是要我們放膽走前面的一步
[00:07:15.500 --> 00:07:19.300]  然後祂繼續帶領我們第二步
[00:07:19.300 --> 00:07:22.100]  當時我們看到阿伯拉罕的回應就是
[00:07:22.100 --> 00:07:25.700]  他去到一個他自己都不知道會去哪裡的地方
[00:07:25.700 --> 00:07:28.100]  但是他就出去
[00:07:28.100 --> 00:07:31.300]  走上神給他的路
[00:07:31.300 --> 00:07:33.700]  這個地方他去到做什麼呢?
[00:07:33.700 --> 00:07:35.100]  他去做客裡
[00:07:35.100 --> 00:07:39.100]  大家看完下面第五節
[00:07:39.100 --> 00:07:42.700]  聖經說:因著信他在
[00:07:42.700 --> 00:07:44.900]  對不起 第九節
[00:07:44.900 --> 00:07:49.100]  因著信他在應許之地寄居
[00:07:49.100 --> 00:07:50.900]  好像是在異鄉
[00:07:50.900 --> 00:07:54.300]  與承受同樣應許的以撒瓦國
[00:07:54.300 --> 00:07:58.300]  一樣住在帳棚裡
[00:07:58.300 --> 00:07:59.900]  聖經提到他去到一個地方
[00:07:59.900 --> 00:08:00.700]  他做什麼呢?
[00:08:00.700 --> 00:08:01.700]  他做客人的
[00:08:01.700 --> 00:08:03.300]  住在帳棚裡
[00:08:03.300 --> 00:08:05.700]  這個帳棚也意味著
[00:08:05.700 --> 00:08:09.900]  是一個要經常留宅的地方
[00:08:09.900 --> 00:08:12.500]  我想大家都會體會
[00:08:12.500 --> 00:08:14.700]  如果你有一個地方
[00:08:14.700 --> 00:08:16.100]  有人告訴你
[00:08:16.100 --> 00:08:18.700]  整片土地都是你的
[00:08:18.700 --> 00:08:21.500]  不過你去到做客人
[00:08:21.500 --> 00:08:27.900]  我試試很簡單地有個比較
[00:08:27.900 --> 00:08:29.700]  如果有人告訴你
[00:08:29.700 --> 00:08:33.100]  在香港有些大型的屋苑
[00:08:33.100 --> 00:08:35.300]  太古城那樣
[00:08:35.300 --> 00:08:37.700]  全部都是你的
[00:08:37.700 --> 00:08:41.300]  不過暫時你去一個小公園
[00:08:41.300 --> 00:08:43.700]  太古城有很多小公園
[00:08:43.700 --> 00:08:46.700]  有個貨櫃箱在那裡
[00:08:46.700 --> 00:08:49.500]  你就先住在那裡
[00:08:49.500 --> 00:08:52.500]  你在那裡住,不過住了一頭半個月
[00:08:52.500 --> 00:08:53.300]  就告訴你
[00:08:53.300 --> 00:08:55.100]  對不起,你要搬去另一邊
[00:08:55.100 --> 00:08:58.500]  另一邊那裡你將貨櫃轉過去
[00:08:58.500 --> 00:09:00.300]  暫住一會兒
[00:09:00.300 --> 00:09:05.300]  不過這個地方將來會是屬於你的
[00:09:05.300 --> 00:09:07.100]  我不知道你會有什麼感受
[00:09:07.100 --> 00:09:08.300]  但你會想像一下
[00:09:08.300 --> 00:09:11.300]  當阿伯拉罕去到迦南地
[00:09:11.300 --> 00:09:15.500]  他當時只能夠住在帳棚裡做客人
[00:09:15.500 --> 00:09:18.900]  而且一住,住了三代
[00:09:18.900 --> 00:09:20.300]  你看到聖經所說
[00:09:20.300 --> 00:09:25.300]  不單是他包括了以撒和雅各
[00:09:25.300 --> 00:09:27.500]  三代在那個地方做客人
[00:09:27.500 --> 00:09:30.900]  但是他們不能夠知道將來會是怎樣
[00:09:30.900 --> 00:09:37.500]  只是神應許這個地方將來會視你為基業
[00:09:37.500 --> 00:09:39.100]  因此你發覺在過程中
[00:09:39.100 --> 00:09:41.300]  他必須要很忍耐
[00:09:41.300 --> 00:09:43.100]  一路等候
[00:09:43.100 --> 00:09:47.900]  真正的信心是必須要忍耐等候
[00:09:47.900 --> 00:09:52.100]  整卷希伯來書是不斷講述忍耐的訊息
[00:09:52.100 --> 00:09:53.300]  如果大家看看前面
[00:09:53.300 --> 00:09:54.700]  我很喜歡寫字的金句
[00:09:54.700 --> 00:09:58.700]  在第十章前面的三十五節開始
[00:09:58.700 --> 00:10:02.500]  大家看看
[00:10:02.500 --> 00:10:05.900]  「所以你們不可丟棄勇敢的心
[00:10:05.900 --> 00:10:09.300]  全這樣的心必得大賞詞
[00:10:09.300 --> 00:10:10.700]  你們必須忍耐」
[00:10:10.700 --> 00:10:11.900]  我在讀和合本
[00:10:11.900 --> 00:10:16.900]  「你們必須忍耐使你們行原了神的旨意」
[00:10:16.900 --> 00:10:18.900]  對某些弟兄姐妹來說
[00:10:18.900 --> 00:10:22.500]  神或許要我們走一段艱難的路
[00:10:22.500 --> 00:10:25.700]  或許面對著一些很困難的事情
[00:10:25.700 --> 00:10:27.100]  但是如果出於神
[00:10:27.100 --> 00:10:30.500]  當我們行原了神的旨意之後
[00:10:30.500 --> 00:10:34.500]  就可以得著所應許
[00:10:34.500 --> 00:10:35.300]  聖經說
[00:10:35.300 --> 00:10:38.100]  「因為還有一點點時候
[00:10:38.100 --> 00:10:42.900]  那要來的就來 並不遲然」
[00:10:42.900 --> 00:10:45.300]  神不會要我們多等一刻
[00:10:45.300 --> 00:10:48.500]  但是祂要我們經歷一些難處
[00:10:48.500 --> 00:10:52.500]  我們的信心可以得到磨練
[00:10:52.500 --> 00:10:56.500]  祂可以在其中完成對我們的旨意之後
[00:10:56.500 --> 00:11:00.900]  祂將應許來賜給我們
[00:11:00.900 --> 00:11:03.500]  幾年之前我曾經看了一部報道
[00:11:03.500 --> 00:11:05.700]  提及一位弟兄
[00:11:05.700 --> 00:11:07.900]  這位弟兄是做小販的
[00:11:07.900 --> 00:11:13.300]  他自己本身是在街市一個市場裏面做
[00:11:13.300 --> 00:11:15.700]  但是我心裏感覺很欣賞
[00:11:15.700 --> 00:11:17.700]  原因就是這位弟兄
[00:11:17.700 --> 00:11:20.900]  他發覺很多同行的人
[00:11:20.900 --> 00:11:25.300]  是很欺騙街坊
[00:11:25.300 --> 00:11:28.500]  是將價錢降低
[00:11:28.500 --> 00:11:32.500]  但是將成份的份量減少
[00:11:32.500 --> 00:11:33.900]  壓程
[00:11:33.900 --> 00:11:37.500]  沒有給足的份量給別人
[00:11:37.500 --> 00:11:39.300]  但是這位弟兄的心裏就想
[00:11:39.300 --> 00:11:41.900]  「我敬畏神 我不願意欺騙」
[00:11:41.900 --> 00:11:46.100]  所以他是按照足的份量給別人
[00:11:46.100 --> 00:11:49.900]  當然他不可以太低那個價錢
[00:11:49.900 --> 00:11:52.300]  因此有些人就埋怨他
[00:11:52.300 --> 00:11:55.100]  「別人的那麼便宜 你的那麼貴」
[00:11:55.100 --> 00:11:58.300]  他不斷解釋「我是給足份量給你們」
[00:11:58.300 --> 00:12:01.700]  但是似乎那些客人不高興
[00:12:01.700 --> 00:12:04.100]  但是這麼多年他自己堅持著
[00:12:04.100 --> 00:12:07.500]  他要在當中敬畏神
[00:12:07.500 --> 00:12:10.300]  能夠做神喜歡的事情
[00:12:10.300 --> 00:12:12.700]  不做欺騙的事情
[00:12:12.700 --> 00:12:14.700]  他生活都可以維持
[00:12:14.700 --> 00:12:17.900]  但是他不會有很多的收入
[00:12:17.900 --> 00:12:18.900]  當我看到的時候
[00:12:18.900 --> 00:12:21.300]  我心裏就想
[00:12:21.300 --> 00:12:25.700]  如果我是他 我會怎麼做?
[00:12:25.700 --> 00:12:27.100]  當我這次讀到聖經的時候
[00:12:27.100 --> 00:12:27.900]  我就想到
[00:12:27.900 --> 00:12:29.700]  好像就是一個人
[00:12:29.700 --> 00:12:33.700]  在一個應許之地寄居
[00:12:33.700 --> 00:12:36.100]  沒錯 他不可以在當中有什麼
[00:12:36.100 --> 00:12:39.700]  好像好的一種收穫
[00:12:39.700 --> 00:12:41.500]  但是他在其中
[00:12:41.500 --> 00:12:43.500]  他雖然做客女
[00:12:43.500 --> 00:12:46.100]  但是他知道神要賜給他的
[00:12:46.100 --> 00:12:48.700]  是將來長遠的
[00:12:48.700 --> 00:12:52.300]  永恆的生命的應許
[00:12:52.300 --> 00:12:53.700]  為什麼他可以這樣做呢?
[00:12:53.700 --> 00:12:55.900]  你再看第十節你會明白
[00:12:55.900 --> 00:13:00.300]  我想大家一起讀讀第十節
[00:13:00.300 --> 00:13:04.700]  「因為他等待那座有根基的城
[00:13:04.700 --> 00:13:08.700]  就是神所設計所建造的」
[00:13:08.700 --> 00:13:14.100]  「他不介意今天住在帳棚」
[00:13:14.100 --> 00:13:16.500]  「他不介意」
[00:13:16.500 --> 00:13:23.300]  弟兄 我想今天的拍攝就停在這裏
[00:13:23.300 --> 00:13:25.300]  當中他很清楚講到
[00:13:25.300 --> 00:13:27.500]  他不介意帳棚
[00:13:27.500 --> 00:13:28.700]  為什麼呢?
[00:13:28.700 --> 00:13:34.100]  是因為他著眼在永恆之城
[00:13:34.100 --> 00:13:37.700]  他的著眼在永恆之城
[00:13:37.700 --> 00:13:38.900]  因此他知道
[00:13:38.900 --> 00:13:42.500]  今天就算住在帳棚裏面不重要
[00:13:42.500 --> 00:13:45.100]  因為他所關注的是
[00:13:45.100 --> 00:13:50.700]  天上的神給他有根有基的城
[00:13:50.700 --> 00:13:51.700]  今天有的
[00:13:51.700 --> 00:13:53.700]  無論是財富地位
[00:13:53.700 --> 00:13:55.900]  就算是豪宅
[00:13:55.900 --> 00:13:59.500]  不是有真正永遠的根基
[00:13:59.500 --> 00:14:01.500]  但是神所預備的
[00:14:01.500 --> 00:14:03.100]  給我們的應許
[00:14:03.100 --> 00:14:06.500]  是真正有永遠的根基的
[00:14:06.500 --> 00:14:09.300]  而不是因為神所建造
[00:14:09.300 --> 00:14:15.100]  是他所設計的真正根基的城
[00:14:15.100 --> 00:14:16.500]  各位弟兄姊妹
[00:14:16.500 --> 00:14:18.700]  今天我們在這個世界生活
[00:14:18.700 --> 00:14:20.700]  這個世界有很多
[00:14:20.700 --> 00:14:22.900]  和曾經違背的價值觀念
[00:14:22.900 --> 00:14:26.500]  有很多你會見到的惡人惡事
[00:14:26.500 --> 00:14:28.900]  你會受到一定的難處
[00:14:28.900 --> 00:14:32.700]  如果你堅持真理的原則
[00:14:32.700 --> 00:14:34.900]  但是信心既然有馴服
[00:14:34.900 --> 00:14:38.300]  是意味著去聽從神給我們的吩咐
[00:14:38.300 --> 00:14:41.100]  做祂歡喜我們做的事情
[00:14:41.100 --> 00:14:43.900]  又或者神對我們有特別的差遣
[00:14:43.900 --> 00:14:45.900]  我們去遵從
[00:14:45.900 --> 00:14:47.300]  在遵從過程當中
[00:14:47.300 --> 00:14:51.100]  我們感覺好像住在帳棚裏面
[00:14:51.100 --> 00:14:53.500]  但是那個不重要
[00:14:53.500 --> 00:14:54.700]  而重要的就是
[00:14:54.700 --> 00:14:56.700]  我們知道神為我們預備
[00:14:56.700 --> 00:14:59.300]  永恆的應許
[00:14:59.300 --> 00:15:03.500]  是神賜下的真實的房屋
[00:15:03.500 --> 00:15:06.100]  在天上面神所建造
[00:15:06.100 --> 00:15:08.100]  神所設計的
[00:15:08.100 --> 00:15:09.900]  我們再看下一部分
[00:15:09.900 --> 00:15:12.100]  來到第二個人物就是撒拉
[00:15:12.100 --> 00:15:15.700]  去到第十一節
[00:15:15.700 --> 00:15:16.700]  聖經就說
[00:15:16.700 --> 00:15:19.100]  阿伯拉罕的太太因著信
[00:15:19.100 --> 00:15:22.300]  甚至撒拉她雖然過了生育的年齡
[00:15:22.300 --> 00:15:24.300]  還是能夠懷孕
[00:15:24.300 --> 00:15:29.900]  因為她認為那應許她的是信實的
[00:15:29.900 --> 00:15:32.500]  大家會認識撒拉
[00:15:32.500 --> 00:15:34.700]  當她知道這件事情的時候
[00:15:34.700 --> 00:15:37.500]  她有沒有軟弱過呢?
[00:15:37.500 --> 00:15:39.500]  大家會記得在《創世紀十八章》提到
[00:15:39.500 --> 00:15:42.300]  有三位使者來告訴阿伯拉
[00:15:42.300 --> 00:15:46.300]  告訴她將會在明年的時候生一個孩子
[00:15:46.300 --> 00:15:48.500]  當時撒拉怎樣?
[00:15:48.500 --> 00:15:51.100]  在那裏暗笑
[00:15:51.100 --> 00:15:52.500]  她心裏想
[00:15:52.500 --> 00:15:56.100]  我的丈夫他年紀老邁了
[00:15:56.100 --> 00:15:58.700]  我自己身體衰敗
[00:15:58.700 --> 00:16:01.500]  怎麼可能這個時候會懷孕生寶寶
[00:16:01.500 --> 00:16:02.900]  不可能的
[00:16:02.900 --> 00:16:05.100]  她在那裏暗笑
[00:16:05.100 --> 00:16:06.900]  當時使者就指出
[00:16:06.900 --> 00:16:09.700]  你為什麼暗笑呢?
[00:16:09.700 --> 00:16:11.500]  撒拉當時很嘴硬
[00:16:11.500 --> 00:16:14.300]  說我沒有笑
[00:16:14.300 --> 00:16:17.300]  人有些時候很難接受自己軟弱
[00:16:17.300 --> 00:16:20.900]  甚至不肯承認自己小信
[00:16:20.900 --> 00:16:27.500]  但是天使不讓她不承認
[00:16:27.500 --> 00:16:31.100]  她說你確實笑了
[00:16:31.100 --> 00:16:35.100]  但是天使就跟撒拉說
[00:16:35.100 --> 00:16:37.700]  這句話你跟我今天都記得的
[00:16:37.700 --> 00:16:41.700]  在神豈有難成的事嗎?
[00:16:41.700 --> 00:16:45.100]  在上帝豈有難成的事嗎?
[00:16:45.100 --> 00:16:47.500]  因此清楚讓她知道
[00:16:47.500 --> 00:16:48.700]  沒錯在你這樣的情況
[00:16:48.700 --> 00:16:50.100]  在人體不可能
[00:16:50.100 --> 00:16:53.100]  但是在上帝當祂應許的時候
[00:16:53.100 --> 00:16:56.300]  祂必定能夠成全
[00:16:56.300 --> 00:16:58.300]  撒拉的心得著鼓勵
[00:16:58.300 --> 00:16:59.900]  因此聖經希伯來書就說到
[00:16:59.900 --> 00:17:06.500]  因為她認為那應許她的是信實的
[00:17:06.500 --> 00:17:07.300]  各位靈姐妹
[00:17:07.300 --> 00:17:10.100]  常常記得這句話
[00:17:10.100 --> 00:17:11.900]  誰應許你的?
[00:17:11.900 --> 00:17:13.900]  是那位創造天地的上帝
[00:17:13.900 --> 00:17:15.900]  祂答應了你的事情
[00:17:15.900 --> 00:17:18.500]  祂必定會成全
[00:17:18.500 --> 00:17:19.500]  如果你有一個朋友
[00:17:19.500 --> 00:17:21.100]  他信譽很好
[00:17:21.100 --> 00:17:24.300]  你會說他一定會實現的
[00:17:24.300 --> 00:17:29.100]  他一定會成全他所答應的
[00:17:29.100 --> 00:17:32.900]  何況因為上帝祂所應許你的每一件事情
[00:17:32.900 --> 00:17:35.300]  一定會成全
[00:17:35.300 --> 00:17:36.900]  所以你記得聖經所說
[00:17:36.900 --> 00:17:38.900]  那應許你的
[00:17:38.900 --> 00:17:41.300]  祂是可信的
[00:17:41.300 --> 00:17:43.100]  祂必定會成全的
[00:17:43.100 --> 00:17:44.300]  然後十二節的時候
[00:17:44.300 --> 00:17:47.500]  你看到其後的後果是怎樣
[00:17:47.500 --> 00:17:49.700]  大家十二節一起看
[00:17:49.700 --> 00:17:53.300]  所以從一個好像已死的人
[00:17:53.300 --> 00:17:56.100]  竟然生出許多子孫來
[00:17:56.100 --> 00:17:59.300]  彷彿天上的星那麼眾多
[00:17:59.300 --> 00:18:04.500]  海邊的沙那麼無數
[00:18:04.500 --> 00:18:06.700]  是人不能夠想像的
[00:18:06.700 --> 00:18:08.900]  從一個已死的人身上
[00:18:08.900 --> 00:18:10.300]  差不多已死了
[00:18:10.300 --> 00:18:15.700]  但是竟然可以延伸祝福到千千萬萬的人
[00:18:15.700 --> 00:18:16.900]  各位靈姐妹
[00:18:16.900 --> 00:18:20.900]  你相信聖經的應許嗎?
[00:18:20.900 --> 00:18:22.100]  各位靈姐妹
[00:18:22.100 --> 00:18:24.300]  有時候會分享
[00:18:24.300 --> 00:18:25.900]  有時候行善
[00:18:25.900 --> 00:18:28.100]  聖經教我們做好的事情
[00:18:28.100 --> 00:18:29.500]  良善的事情
[00:18:29.500 --> 00:18:31.100]  很不容易
[00:18:31.100 --> 00:18:32.500]  不容易在哪裡呢?
[00:18:32.500 --> 00:18:34.100]  不是說你做不到
[00:18:34.100 --> 00:18:35.700]  你和我有時候
[00:18:35.700 --> 00:18:38.900]  間中都會做一兩件好的事情
[00:18:38.900 --> 00:18:42.500]  但是良善的事情要能夠堅持去做
[00:18:42.500 --> 00:18:44.500]  是最大的挑戰
[00:18:44.500 --> 00:18:46.300]  如果對方不領情
[00:18:46.300 --> 00:18:48.500]  甚至是責備你
[00:18:48.500 --> 00:18:50.300]  你將你最好的給他
[00:18:50.300 --> 00:18:52.900]  他還覺得不夠
[00:18:52.900 --> 00:18:57.100]  還覺得你沒有將應該給他的給他
[00:18:57.100 --> 00:18:58.500]  你的心很氣憤
[00:18:58.500 --> 00:19:01.100]  算了 我不給了
[00:19:01.100 --> 00:19:03.900]  你很容易會放下行善
[00:19:03.900 --> 00:19:06.500]  但是聖經所應許的是什麼?
[00:19:06.500 --> 00:19:11.300]  行善不要喪志
[00:19:11.300 --> 00:19:13.100]  若不灰心
[00:19:13.100 --> 00:19:14.900]  到了時候
[00:19:14.900 --> 00:19:17.700]  就必修成
[00:19:17.700 --> 00:19:19.100]  行良善的事情
[00:19:19.100 --> 00:19:20.900]  如果能夠不灰心
[00:19:20.900 --> 00:19:22.900]  到了神看為好的時候
[00:19:22.900 --> 00:19:25.700]  你一定會修成
[00:19:25.700 --> 00:19:27.300]  或者在今生
[00:19:27.300 --> 00:19:28.900]  或者在永恆當中
[00:19:28.900 --> 00:19:30.300]  你清楚知道
[00:19:30.300 --> 00:19:33.900]  神要將祂要給你的應許
[00:19:33.900 --> 00:19:35.500]  賜給你
[00:19:35.500 --> 00:19:38.500]  因此歷代歷世很多的教徒
[00:19:38.500 --> 00:19:40.100]  不因為對方可愛
[00:19:40.100 --> 00:19:41.900]  所以他行善
[00:19:41.900 --> 00:19:44.900]  不因為知道別人是欣賞他
[00:19:44.900 --> 00:19:46.100]  他行善
[00:19:46.100 --> 00:19:49.100]  而只知道神吩咐他
[00:19:49.100 --> 00:19:50.900]  他就堅持去行
[00:19:50.900 --> 00:19:54.700]  以至他得著神給他的應許
[00:19:54.700 --> 00:19:56.500]  我們再看第三方面
[00:19:56.500 --> 00:19:58.900]  不單是阿伯拉罕或者撒拉
[00:19:58.900 --> 00:20:00.300]  在第十三節的時候
[00:20:00.300 --> 00:20:01.900]  就提到有其他人
[00:20:01.900 --> 00:20:03.300]  包括上面所提及
