
[00:00:00.000 --> 00:00:01.680]  好,讓我們一起平心低頭祷告
[00:01:33.240 --> 00:01:35.600]  上一次我跟大家分享什麼呢
[00:01:35.600 --> 00:01:38.480]  不要緊的,不記得不要緊的,很正常的
[00:01:38.480 --> 00:01:40.640]  如果你不記得,那也沒關係
[00:01:40.640 --> 00:01:42.560]  因為這是非常正常的
[00:01:42.560 --> 00:01:45.080]  不過希望每一堂的講道裏面
[00:01:45.080 --> 00:01:46.600]  都能夠幫助大家能夠成長
[00:01:46.600 --> 00:01:49.360]  今天就跟大家講「成長」這個題目
[00:01:49.360 --> 00:01:51.760]  所以我希望每一堂我跟大家分享
[00:01:51.760 --> 00:01:56.080]  都能夠幫助大家能夠在靈命上有成長
[00:01:56.080 --> 00:01:58.960]  今天我就跟大家分享這個「成長」
[00:01:58.960 --> 00:02:02.080]  當你人生達到五、六十歲的時候
[00:02:02.080 --> 00:02:04.960]  其實是很多東西免懷看回過去的
[00:02:04.960 --> 00:02:07.680]  當你人生到了五、六十歲的時候
[00:02:07.680 --> 00:02:11.440]  你很常回憶以前
[00:02:11.440 --> 00:02:14.280]  不知道你會不會有一個這樣的回應
[00:02:14.280 --> 00:02:18.560]  我不知道你有沒有如此的回想
[00:02:18.560 --> 00:02:21.920]  如果能夠回到以前的時候
[00:02:21.920 --> 00:02:23.800]  我就會這樣做了
[00:02:23.800 --> 00:02:27.440]  你會不會說如果能夠回到以前那段時間
[00:02:27.440 --> 00:02:29.160]  我就不會如此做
[00:02:29.160 --> 00:02:30.920]  當然沒什麼可能
[00:02:30.920 --> 00:02:32.320]  反正這是不可能的
[00:02:32.320 --> 00:02:33.920]  不過思想一下、回憶一下
[00:02:33.920 --> 00:02:38.120]  其實對未來走的道路、人生都有很大的幫助
[00:02:38.120 --> 00:02:40.600]  其實當我們回憶、思想的時候
[00:02:40.600 --> 00:02:43.480]  其實對我們前面的道路有很大的幫助
[00:02:43.480 --> 00:02:45.080]  所以想到「成長」的時候
[00:02:45.080 --> 00:02:48.880]  我想起我自己讀書小學的時候
[00:02:48.880 --> 00:02:51.160]  當我想到「成長」的時候
[00:02:51.160 --> 00:02:54.640]  我想到我小時候念小學的時候
[00:02:54.640 --> 00:02:57.680]  大家都知道讀小學一年級的時候
[00:02:57.680 --> 00:03:02.080]  通常老師都是叫你去買一支鉛筆
[00:03:02.080 --> 00:03:04.280]  鉛筆刨來做功課的
[00:03:04.280 --> 00:03:06.360]  因為經常會做錯
[00:03:06.360 --> 00:03:08.920]  你知道當你念小學一年級的時候
[00:03:08.920 --> 00:03:13.600]  老師一般來說就叫你到店裡去買一個鉛筆
[00:03:13.600 --> 00:03:15.480]  還有一個鉛筆刨
[00:03:15.480 --> 00:03:17.160]  那用鉛筆就因為錯了
[00:03:17.160 --> 00:03:18.960]  可以拆掉它再寫一個
[00:03:18.960 --> 00:03:21.680]  因為一年級你很常寫錯字
[00:03:21.680 --> 00:03:23.400]  如果你寫錯了以後
[00:03:23.400 --> 00:03:26.440]  你可以把它擦掉再重寫
[00:03:26.440 --> 00:03:28.000]  但我記得到二年級的時候
[00:03:28.000 --> 00:03:30.080]  一開學老師就說了這件事
[00:03:30.080 --> 00:03:32.360]  我到現在才開始明白
[00:03:32.360 --> 00:03:34.240]  我記得在二年級的時候
[00:03:34.240 --> 00:03:36.440]  老師一開始就說了這句話
[00:03:36.440 --> 00:03:38.960]  我到現在還記著
[00:03:38.960 --> 00:03:41.760]  他就說每位同學聽著
[00:03:41.760 --> 00:03:44.360]  他就說各位同學請你聽好
[00:03:44.360 --> 00:03:47.600]  今天回去就跟爸爸媽媽說
[00:03:47.600 --> 00:03:50.440]  今天你回家的時候就要跟你父母說
[00:03:50.440 --> 00:03:54.000]  你記得去文具店
[00:03:54.000 --> 00:03:56.720]  你要到這個文具店裡
[00:03:56.720 --> 00:03:58.720]  知道什麼叫文具店嗎?
[00:03:58.720 --> 00:04:00.400]  你知道什麼叫文具嗎?
[00:04:00.400 --> 00:04:02.760]  我們這些老人家就知道是什麼
[00:04:02.760 --> 00:04:04.040]  現在什麼都沒有了
[00:04:04.040 --> 00:04:05.280]  現在上網而已
[00:04:05.280 --> 00:04:07.120]  因為只有老人家才知道
[00:04:07.120 --> 00:04:10.240]  因為現在我們也不用紙跟筆了
[00:04:10.240 --> 00:04:11.400]  我們上網了
[00:04:11.400 --> 00:04:14.680]  你去到文具店就跟叔叔說
[00:04:14.680 --> 00:04:17.200]  你到了這個文具店
[00:04:17.200 --> 00:04:18.680]  你就跟叔叔說
[00:04:18.680 --> 00:04:20.480]  記得買幾支筆
[00:04:20.480 --> 00:04:22.440]  你記住要買一支筆
[00:04:22.440 --> 00:04:24.600]  第一就一定要買毛筆
[00:04:24.600 --> 00:04:27.600]  你知道大家一定要買毛筆
[00:04:27.600 --> 00:04:31.600]  第二支你一定要買一支藍色的原子筆
[00:04:31.600 --> 00:04:36.200]  第二支你要買的就是一個原子筆
[00:04:36.200 --> 00:04:38.360]  第三支你想都想不到
[00:04:38.360 --> 00:04:41.600]  就是一支紅筆,紅的原子筆
[00:04:41.600 --> 00:04:44.520]  第三支我相信你也沒有猜想是什麼
[00:04:44.520 --> 00:04:47.880]  就是紅色的原子筆
[00:04:47.880 --> 00:04:50.320]  你每一個星期每一天
[00:04:50.320 --> 00:04:51.880]  你都要帶著這三支筆
[00:04:51.880 --> 00:04:53.560]  每一個星期每一天
[00:04:53.560 --> 00:04:56.440]  你就要記住帶著三支筆來上課
[00:04:56.440 --> 00:04:58.640]  如果那天有練墨筆字
[00:04:58.640 --> 00:05:00.160]  還要帶個墨盒
[00:05:00.160 --> 00:05:04.120]  如果當天那一天要寫毛筆字的話
[00:05:04.120 --> 00:05:05.760]  你還要帶你的墨水
[00:05:05.760 --> 00:05:07.400]  那我就很不明白
[00:05:07.400 --> 00:05:08.920]  那我就非常不明白
[00:05:08.920 --> 00:05:12.520]  為什麼突然到二年級要預備這三支筆呢
[00:05:12.520 --> 00:05:13.360]  我就不明白
[00:05:13.360 --> 00:05:17.120]  為什麼到了二年級我就需要有三支筆呢
[00:05:17.120 --> 00:05:19.400]  我放學後就跟媽媽說
[00:05:19.400 --> 00:05:22.600]  媽,老師說要買這三支筆
[00:05:22.600 --> 00:05:24.880]  我回家後就跟媽媽說
[00:05:24.880 --> 00:05:28.760]  媽,我的老師說我要買這三支筆
[00:05:28.760 --> 00:05:30.320]  我媽還這樣跟我說
[00:05:30.320 --> 00:05:32.000]  我媽媽就對我說
[00:05:32.000 --> 00:05:33.320]  你作死了
[00:05:33.320 --> 00:05:36.160]  你一定是出了問題
[00:05:36.160 --> 00:05:37.560]  為什麼要買紅筆
[00:05:37.560 --> 00:05:39.000]  藍色原子筆都知道
[00:05:39.000 --> 00:05:40.320]  為什麼要買紅筆
[00:05:40.320 --> 00:05:42.000]  她說你一定是有問題
[00:05:42.000 --> 00:05:44.720]  因為藍色的我了解
[00:05:44.720 --> 00:05:46.840]  可是為什麼要紅色的筆呢
[00:05:46.840 --> 00:05:48.480]  紅色是用來做什麼的
[00:05:48.480 --> 00:05:50.600]  一支紅色的筆要來做什麼
[00:05:50.600 --> 00:05:52.000]  不是給你畫公仔的
[00:05:52.000 --> 00:05:53.920]  是給你在畫廚房
[00:05:53.920 --> 00:05:56.400]  紅色是給老師寫東西的
[00:05:56.400 --> 00:05:59.400]  因為紅色的筆是老師用來寫字的
[00:05:59.400 --> 00:06:01.160]  你老師沒有紅筆的
[00:06:01.160 --> 00:06:04.200]  你的老師難道沒有紅色的筆嗎
[00:06:04.200 --> 00:06:07.520]  然後我媽真的第二天回到學校問老師
[00:06:07.520 --> 00:06:11.120]  然後我媽媽第二天就回到學校問我的老師
[00:06:11.120 --> 00:06:13.160]  我還記得老師姓林的
[00:06:13.160 --> 00:06:14.840]  我還記得我的老師姓林
[00:06:14.840 --> 00:06:16.040]  林老師
[00:06:16.040 --> 00:06:16.640]  他說林老師
[00:06:16.640 --> 00:06:18.640]  我兒子回到家
[00:06:18.640 --> 00:06:21.640]  說你叫他買三支筆的
[00:06:21.640 --> 00:06:23.720]  他說林老師,我的兒子回來
[00:06:23.720 --> 00:06:27.000]  他回來說你叫他買三支筆
[00:06:27.000 --> 00:06:29.440]  然後老師帶了我媽媽進去講完之後
[00:06:29.440 --> 00:06:31.440]  我媽媽就回去買了三支筆給我
[00:06:31.440 --> 00:06:33.960]  然後老師就跟我媽媽講了一會兒
[00:06:33.960 --> 00:06:35.200]  然後回家的時候
[00:06:35.200 --> 00:06:37.400]  我媽媽就買了三支筆給我
[00:06:37.400 --> 00:06:39.000]  為什麼要買三支筆呢
[00:06:39.000 --> 00:06:41.200]  我先買個關子
[00:06:41.200 --> 00:06:43.360]  為什麼要買這三支筆呢
[00:06:43.360 --> 00:06:45.160]  我先賣個關子
[00:06:45.160 --> 00:06:46.200]  待會兒告訴你
[00:06:46.200 --> 00:06:47.880]  不過通常大家都會明白
[00:06:47.880 --> 00:06:48.760]  紅筆呢
[00:06:48.760 --> 00:06:51.360]  老師是用來做批改用的
[00:06:51.360 --> 00:06:53.880]  大家都明白
[00:06:53.880 --> 00:06:57.760]  紅筆是給老師在改卷用的
[00:06:57.760 --> 00:06:59.680]  錯了就用紅筆圈的
[00:06:59.680 --> 00:07:01.720]  因為當你寫錯的時候
[00:07:01.720 --> 00:07:03.640]  老師就用紅筆捲起
[00:07:03.640 --> 00:07:05.960]  如果答錯就打交叉了
[00:07:05.960 --> 00:07:07.120]  如果你答錯了
[00:07:07.120 --> 00:07:08.760]  那就打一個交叉
[00:07:08.760 --> 00:07:10.360]  如果答對當然是沒有問題
[00:07:10.360 --> 00:07:12.680]  不會畫什麼
[00:07:12.680 --> 00:07:14.360]  如果你考得不好
[00:07:14.360 --> 00:07:15.840]  如果你考得不好
[00:07:15.840 --> 00:07:17.040]  那就有一個名堂
[00:07:17.040 --> 00:07:18.120]  你那張成績表
[00:07:18.120 --> 00:07:19.840]  或者那張測驗卷
[00:07:19.840 --> 00:07:21.840]  那麼你的成績表
[00:07:21.840 --> 00:07:24.920]  或者你這個試驗的卷子
[00:07:24.920 --> 00:07:26.360]  就是中國名曲
[00:07:26.360 --> 00:07:27.640]  滿江紅
[00:07:27.640 --> 00:07:29.800]  所以就是我們中國人說
[00:07:29.800 --> 00:07:31.560]  滿江紅
[00:07:31.560 --> 00:07:32.760]  全部紅的
[00:07:32.760 --> 00:07:33.760]  就是全部都是紅的
[00:07:33.760 --> 00:07:35.160]  不合格有紅的
[00:07:35.160 --> 00:07:36.160]  什麼都是紅的
[00:07:36.160 --> 00:07:37.160]  全部都是紅的
[00:07:37.160 --> 00:07:38.160]  全部都是紅的
[00:07:38.160 --> 00:07:39.160]  拿著這張成績表回去
[00:07:39.160 --> 00:07:41.200]  如果是滿江紅的話
[00:07:41.200 --> 00:07:43.520]  如果你成績表示滿江紅的話
[00:07:43.520 --> 00:07:44.840]  就真的考不上了
[00:07:44.840 --> 00:07:46.560]  那我回家你就有問題了
[00:07:46.560 --> 00:07:48.520]  但是這支紅筆很有趣的
[00:07:48.520 --> 00:07:49.840]  帶來我很多歡樂的
[00:07:49.840 --> 00:07:51.880]  非常有興趣
[00:07:51.880 --> 00:07:53.480]  帶來我很多歡樂
[00:07:53.480 --> 00:07:56.600]  因為我記得曾經在學校裡面上課
[00:07:56.600 --> 00:07:58.200]  老師說今天測驗
[00:07:58.200 --> 00:08:00.520]  我記得曾經大家回到學校的時候
[00:08:00.520 --> 00:08:03.440]  老師說今天我們要有一個考測
[00:08:03.440 --> 00:08:04.360]  那大家的測驗
[00:08:04.360 --> 00:08:06.120]  就要用原子筆答
[00:08:06.120 --> 00:08:07.840]  要用藍色原子筆
[00:08:07.840 --> 00:08:12.000]  那麼當我們寫我們的考題材的時候
[00:08:12.000 --> 00:08:15.600]  我們就要用藍色的筆
[00:08:15.600 --> 00:08:18.080]  那我最開心就是考完試以後呢
[00:08:18.080 --> 00:08:20.320]  我最開心就是考完試以後呢
[00:08:20.320 --> 00:08:22.320]  老師就跟我們這樣說了
[00:08:22.320 --> 00:08:23.440]  老師就對我們這樣說
[00:08:23.440 --> 00:08:26.280]  這個也是我人生其中一個最快樂的時間
[00:08:26.280 --> 00:08:28.960]  這是我人生最快樂的一個時間
[00:08:28.960 --> 00:08:31.480]  他就說把你的成績的測驗卷
[00:08:31.480 --> 00:08:33.280]  交給隔壁的同學
[00:08:33.280 --> 00:08:39.520]  他就說把你的題答就交給你隔壁那位
[00:08:39.520 --> 00:08:41.440]  同學高章就交給你
[00:08:41.440 --> 00:08:43.080]  然後同學的答案
[00:08:43.080 --> 00:08:44.640]  那張紙也交給你
[00:08:44.640 --> 00:08:45.400]  為什麼高興呢
[00:08:45.400 --> 00:08:48.920]  因為我們以前小學坐位
[00:08:48.920 --> 00:08:50.080]  我當然高興
[00:08:50.080 --> 00:08:52.600]  因為以前在我們小學我們的座位
[00:08:52.600 --> 00:08:54.400]  老師永遠這樣編排的
[00:08:54.400 --> 00:08:56.760]  我們的老師永遠是如此編排的
[00:08:56.760 --> 00:08:59.000]  一定有個女同學坐在你旁邊
[00:08:59.000 --> 00:09:01.080]  你一定有個女同學坐在你旁邊
[00:09:01.080 --> 00:09:03.240]  很少女同學和你聊天的
[00:09:03.240 --> 00:09:05.720]  女生和女生玩 男生和男生玩
[00:09:05.720 --> 00:09:08.440]  女生的時候你還有一堆玩
[00:09:08.440 --> 00:09:10.680]  然後男生他們就是分開來
[00:09:10.680 --> 00:09:11.960]  男生一堆
[00:09:11.960 --> 00:09:14.800]  接著一交換測驗卷之後呢
[00:09:14.800 --> 00:09:17.840]  然後當你交換考試
[00:09:17.840 --> 00:09:20.560]  原來女同學的字這麼漂亮
[00:09:20.560 --> 00:09:22.240]  有種內疚是吧
[00:09:22.240 --> 00:09:23.640]  然後你看到女同學
[00:09:23.640 --> 00:09:26.160]  她們所寫的字多麼漂亮
[00:09:26.160 --> 00:09:27.680]  你內心就有個內疚
[00:09:27.680 --> 00:09:29.080]  所以就努力練字了
[00:09:29.080 --> 00:09:30.720]  下次不會給她笑的嘛
[00:09:30.720 --> 00:09:33.480]  然後你就開始努力的寫字
[00:09:33.480 --> 00:09:34.600]  因為你不想給她笑
[00:09:34.600 --> 00:09:35.720]  當女同學說
[00:09:35.720 --> 00:09:38.280]  王兆權你的字很漂亮
[00:09:38.280 --> 00:09:39.360]  那你就會很開心了
[00:09:39.360 --> 00:09:40.360]  是吧
[00:09:40.360 --> 00:09:41.800]  這些就是快樂 讀書
[00:09:41.800 --> 00:09:43.920]  你的女同學說
[00:09:43.920 --> 00:09:46.680]  王兆權你的字非常漂亮
[00:09:46.680 --> 00:09:49.080]  然後你心中就非常快樂
[00:09:49.080 --> 00:09:50.600]  但當你做完快樂的時候
[00:09:50.600 --> 00:09:51.480]  就是下一步了
[00:09:51.480 --> 00:09:54.040]  老師說接著每人拿一支紅筆出來
[00:09:54.040 --> 00:09:55.440]  你就不快樂的時候
[00:09:55.440 --> 00:09:58.640]  當老師說你把一支紅筆拿出來
[00:09:58.640 --> 00:10:02.440]  老師就一條一條問題這樣解答
[00:10:02.440 --> 00:10:05.040]  然後老師就一條一條的來解答
[00:10:05.040 --> 00:10:07.840]  然後就告訴你正確答案是什麼
[00:10:07.840 --> 00:10:10.920]  然後就告訴你什麼是一個正確的答案
[00:10:10.920 --> 00:10:13.080]  你那刻只能夠做一樣東西就是
[00:10:13.080 --> 00:10:16.320]  答案一樣就不用做什麼
[00:10:16.320 --> 00:10:18.600]  如果在那時候你能夠做的就是
[00:10:18.600 --> 00:10:20.280]  當你的答案是對的話
[00:10:20.280 --> 00:10:22.520]  那你就不需要做什麼
[00:10:22.520 --> 00:10:24.880]  最慘就是答錯就畫個交叉
[00:10:24.880 --> 00:10:26.720]  最怕的是當你答錯了
[00:10:26.720 --> 00:10:28.040]  他就給你一個交叉
[00:10:28.040 --> 00:10:30.440]  然後還要跟同學那張成績
[00:10:30.440 --> 00:10:32.800]  那張測驗卷寫一個正確答案給他
[00:10:32.800 --> 00:10:35.440]  然後你還要寫正確的答案
[00:10:35.440 --> 00:10:38.120]  在你同學的測驗紙
[00:10:38.120 --> 00:10:39.560]  那你知道做男生
[00:10:39.560 --> 00:10:41.120]  拿回那份測驗卷
[00:10:41.120 --> 00:10:43.560]  全部都是紅色有答案的
[00:10:43.560 --> 00:10:45.280]  那你就很沒面子了
[00:10:45.280 --> 00:10:46.720]  你作為一個男生
[00:10:46.720 --> 00:10:50.040]  當你拿回自己的測驗紙的時候
[00:10:50.040 --> 00:10:51.600]  是個滿肩紅的時候
[00:10:51.600 --> 00:10:53.120]  你就有點不好意思了
[00:10:53.120 --> 00:10:55.760]  所以這個情景
[00:10:55.760 --> 00:10:57.720]  藏在我腦海裏面很多年
[00:10:57.720 --> 00:11:00.120]  直至到我讀今天這段聖經
[00:11:00.120 --> 00:11:01.520]  我就有深刻了解了
[00:11:01.520 --> 00:11:04.080]  所以這個回憶
[00:11:04.080 --> 00:11:07.240]  在我的腦海中是非常深刻
[00:11:07.240 --> 00:11:09.520]  當我在看這段經文的時候
[00:11:09.520 --> 00:11:10.760]  它就跑出來了
[00:11:10.760 --> 00:11:11.800]  因為這麼多年來
[00:11:11.800 --> 00:11:13.640]  我都以為老師是很懶惰
[00:11:13.640 --> 00:11:14.920]  不想改成績表
[00:11:14.920 --> 00:11:16.800]  不想改這個測驗卷
[00:11:16.800 --> 00:11:18.040]  因為這麼多年來
[00:11:18.040 --> 00:11:19.920]  我就是在怪這個老師
[00:11:19.920 --> 00:11:21.280]  因為他太懶惰了
[00:11:21.280 --> 00:11:24.280]  不想改我們的測驗卷
[00:11:24.280 --> 00:11:26.280]  但是當讀完今天
[00:11:26.280 --> 00:11:29.440]  這段《馬太福音》第十三章的經文之後
[00:11:29.440 --> 00:11:31.760]  我就明白老師的苦心
[00:11:31.760 --> 00:11:33.760]  是真的很難得
[00:11:33.760 --> 00:11:36.400]  所以當我看了這段經文的時候
[00:11:36.400 --> 00:11:38.040]  我才看到老師
[00:11:38.040 --> 00:11:41.280]  她的苦心實在是難得的
[00:11:41.280 --> 00:11:43.800]  講了一點我成長的故事
[00:11:43.800 --> 00:11:45.120]  一會我下來
[00:11:45.120 --> 00:11:45.840]  完了崇拜
[00:11:45.840 --> 00:11:47.840]  和你聽一下你的故事
[00:11:47.840 --> 00:11:48.920]  你不要走
[00:11:48.920 --> 00:11:50.200]  我會抓住你的
[00:11:50.200 --> 00:11:52.400]  我現在已經跟大家分享
[00:11:52.400 --> 00:11:54.240]  我成長的這個故事
[00:11:54.240 --> 00:11:56.880]  待會我也想聽一聽你成長的故事
[00:11:56.880 --> 00:11:58.080]  我還沒聽你的故事前
[00:11:58.080 --> 00:12:00.960]  先聽聽聖經裡面耶穌說的事情
[00:12:00.960 --> 00:12:03.840]  在我還沒有聽到你的故事之前
[00:12:03.840 --> 00:12:06.240]  讓我們看聖經裡所說的是什麼
[00:12:06.240 --> 00:12:07.920]  《馬太福音》第十三章
[00:12:07.920 --> 00:12:10.720]  是耶穌去呼召門徒之後
[00:12:10.720 --> 00:12:14.440]  一直帶領他們去侍奉的一個進展
[00:12:14.440 --> 00:12:15.720]  到了這個時候
[00:12:15.720 --> 00:12:18.000]  耶穌的教導有些改變
[00:12:18.000 --> 00:12:20.640]  我們看到爵士帶他的門徒
[00:12:20.640 --> 00:12:23.240]  一路來追查他的學記
[00:12:23.240 --> 00:12:25.000]  然後到了這一段
[00:12:25.000 --> 00:12:26.600]  我們就看到他的進展
[00:12:26.600 --> 00:12:28.040]  如果大家還不知道
[00:12:28.040 --> 00:12:29.000]  《馬太福音》的時候
[00:12:29.000 --> 00:12:31.200]  略略地看一下的話
[00:12:31.200 --> 00:12:33.200]  如果你不知道《馬太福音》的話
[00:12:33.200 --> 00:12:36.520]  你只會這麼一掃過的話
[00:12:36.520 --> 00:12:39.720]  《馬太福音》從第八章九章開始
[00:12:39.720 --> 00:12:42.600]  耶穌就開始呼召門徒特別
[00:12:42.600 --> 00:12:46.440]  到了第十章呼召了十二個門徒
[00:12:46.440 --> 00:12:48.280]  然後我們看到從第八章
[00:12:48.280 --> 00:12:51.240]  耶穌開始呼召他的門徒
[00:12:51.240 --> 00:12:53.720]  然後一路一路到了第十章
[00:12:53.720 --> 00:12:55.800]  我們就看到他的十二個門徒
[00:12:55.800 --> 00:12:57.960]  耶穌用了足足一章的經文
[00:12:57.960 --> 00:13:00.440]  第十章去告訴信徒聽
[00:13:00.440 --> 00:13:02.320]  特別是這十二個的司徒
[00:13:02.320 --> 00:13:04.200]  你應該怎樣去侍奉主
[00:13:04.200 --> 00:13:05.680]  在第十章我們看到
[00:13:05.680 --> 00:13:08.120]  耶穌當他呼召他的門徒的時候
[00:13:08.120 --> 00:13:08.960]  他告訴他們
[00:13:08.960 --> 00:13:11.600]  你應該如何來侍奉主
[00:13:11.600 --> 00:13:13.440]  但耶穌不是只託
[00:13:13.440 --> 00:13:14.760]  而沒有事情做的
[00:13:14.760 --> 00:13:16.280]  他到了第十一章十二章
[00:13:16.280 --> 00:13:18.440]  就帶著這些門徒
[00:13:18.440 --> 00:13:21.720]  真的讓他們知道怎樣去侍奉
[00:13:21.720 --> 00:13:23.400]  絕書不是沒事做的
[00:13:23.400 --> 00:13:26.320]  但你看看第十一章第十二章
[00:13:26.320 --> 00:13:28.480]  絕書是帶著他的門徒
[00:13:28.480 --> 00:13:30.960]  告訴他們你是如何侍奉
[00:13:30.960 --> 00:13:33.000]  所以當我們略略偷看一下
[00:13:33.000 --> 00:13:35.680]  第十二章最後一段經文的時候
[00:13:35.680 --> 00:13:37.000]  我們偷偷看一下
[00:13:37.000 --> 00:13:40.160]  這個十二章最後的經文
[00:13:40.160 --> 00:13:41.360]  在這段經文裡面
[00:13:41.360 --> 00:13:45.320]  耶穌就總結了這一段經文的教導
[00:13:45.320 --> 00:13:46.560]  然後在這兒
[00:13:46.560 --> 00:13:51.280]  絕書就總結了這十二章的教導
[00:13:51.280 --> 00:13:53.560]  什麼人才是他的兄弟
[00:13:53.560 --> 00:13:55.800]  誰是他的父母
[00:13:55.800 --> 00:13:57.960]  他就說到誰是你的弟兄
[00:13:57.960 --> 00:13:59.320]  誰是你的父母
[00:13:59.320 --> 00:14:01.600]  這段經文我有機會先跟大家說
[00:14:01.600 --> 00:14:03.920]  因為很多信徒很容易誤會這段經文
[00:14:03.920 --> 00:14:06.040]  說耶穌藐視他媽媽的
[00:14:06.040 --> 00:14:07.760]  因為在這段經文裡
[00:14:07.760 --> 00:14:09.720]  很多人有很多的誤解
[00:14:09.720 --> 00:14:11.960]  有些人說他是藐視
[00:14:11.960 --> 00:14:13.240]  看不起他的媽媽
[00:14:13.240 --> 00:14:15.120]  但一進到去第十三章
[00:14:15.120 --> 00:14:16.960]  當我們一進到這個十三章
[00:14:16.960 --> 00:14:18.520]  我們發現到耶穌
[00:14:18.520 --> 00:14:21.200]  就開始在教導上面有所改變
[00:14:21.200 --> 00:14:23.520]  我們就看到在十三章內
[00:14:23.520 --> 00:14:25.960]  絕書的他的教導有所改變
[00:14:25.960 --> 00:14:27.240]  當耶穌剛剛說完
[00:14:27.240 --> 00:14:29.280]  真正屬於神家一份子的人
[00:14:29.280 --> 00:14:30.920]  是怎樣的人之後
[00:14:30.920 --> 00:14:33.600]  當絕書剛剛講完了
[00:14:33.600 --> 00:14:36.800]  在主理遂主的一份子的時候
[00:14:36.800 --> 00:14:37.800]  是什麼
[00:14:37.800 --> 00:14:40.320]  怎樣才是神家的一份子
[00:14:40.320 --> 00:14:43.400]  如何成為神家裡的一份子呢
[00:14:43.400 --> 00:14:45.760]  第十二章第五十節這樣說
[00:14:45.760 --> 00:14:49.160]  第十二章第五十二節如此說
[00:14:49.160 --> 00:14:52.360]  凡遵行我天父旨意的人
[00:14:52.360 --> 00:14:55.920]  就是我的弟兄姊妹和母親了
[00:14:55.920 --> 00:14:59.200]  他說凡遵從我父旨意的人
[00:14:59.200 --> 00:15:04.360]  他就是我的弟兄姊妹
[00:15:04.360 --> 00:15:08.360]  我先停一停在這裡
[00:15:08.360 --> 00:15:10.880]  我先照顧一下
[00:15:10.880 --> 00:15:13.720]  大部份人講廣東話 普通話
[00:15:13.720 --> 00:15:17.720]  大部份人講普通話或者廣東話
[00:15:17.720 --> 00:15:19.120]  我看到一位兄弟
[00:15:19.120 --> 00:15:21.320]  你能聽懂中文嗎
[00:15:21.320 --> 00:15:23.080]  沒有
[00:15:23.080 --> 00:15:27.120]  我嘗試給你一些詞語
[00:15:27.120 --> 00:15:31.040]  我希望你能跟我們一起聽
[00:15:31.040 --> 00:15:37.800]  當耶穌說了會遵行父神旨意的人
[00:15:37.800 --> 00:15:40.480]  當耶穌說了會遵行
[00:15:40.480 --> 00:15:42.160]  主耶穌的旨意的人
[00:15:42.160 --> 00:15:43.880]  你就是我的兄弟
[00:15:43.880 --> 00:15:46.320]  我的姊妹和我母親之後
[00:15:46.320 --> 00:15:49.560]  你就是我的弟兄姊妹和母親了
[00:15:49.560 --> 00:15:51.040]  耶穌就一轉
[00:15:51.040 --> 00:15:53.640]  轉了去一個很不同的教導模式
[00:15:53.640 --> 00:15:55.440]  然後你看到主耶穌一轉
[00:15:55.440 --> 00:15:58.400]  就轉到了很不同的教導方式
[00:15:58.400 --> 00:16:01.720]  我們稱之為比喻的片段
