
[00:00:00.000 --> 00:00:07.000]  首先我想再問問大家知不知道今年的教會主題是什麼?
[00:02:16.000 --> 00:02:21.000]  不是慢慢 都多讀一些《哥勒西書》這本書
[00:02:21.000 --> 00:02:26.000]  那我想大家 想問大家
[00:02:26.000 --> 00:02:30.000]  如果你上過曼婷的主修學的時候
[00:02:30.000 --> 00:02:32.000]  我想你們都應該會記得
[00:02:32.000 --> 00:02:34.000]  《聖經》裡面有幾本書
[00:02:34.000 --> 00:02:38.000]  《新約》《舊約》《舊約》《新約》
[00:02:38.000 --> 00:02:45.000]  不是啦 曼婷教得很辛苦 大家沒有人記得
[00:02:45.000 --> 00:02:48.000]  《三九二十七》
[00:02:48.000 --> 00:02:49.000]  是不是 OK
[00:02:49.000 --> 00:02:52.000]  那我想應該要記得
[00:02:52.000 --> 00:02:55.000]  或者大家覺得題目太淺
[00:02:55.000 --> 00:02:57.000]  我問心一條
[00:02:57.000 --> 00:03:02.000]  《新約》裡面有幾本書是保羅寫的
[00:03:02.000 --> 00:03:04.000]  有沒有人回答
[00:03:04.000 --> 00:03:09.000]  沒有 就是 糟糕
[00:03:09.000 --> 00:03:11.000]  我都不記得
[00:03:11.000 --> 00:03:15.000]  每次我都要回去
[00:03:15.000 --> 00:03:17.000]  有十三本
[00:03:17.000 --> 00:03:18.000]  可能有十四本
[00:03:18.000 --> 00:03:21.000]  如果你計算完《希伯來書》
[00:03:21.000 --> 00:03:24.000]  但是數字不是那麼重要
[00:03:24.000 --> 00:03:26.000]  十三本 十四本
[00:03:26.000 --> 00:03:29.000]  我問這個問題主要是
[00:03:29.000 --> 00:03:32.000]  希望大家多些揭下《聖經》
[00:03:32.000 --> 00:03:36.000]  是不是 這個是我的問題
[00:03:36.000 --> 00:03:38.000]  我們一起
[00:03:38.000 --> 00:03:43.000]  開始我們一起先做一個禱告
[00:03:43.000 --> 00:03:45.000]  主 為了祢給我們的恩典
[00:03:45.000 --> 00:03:47.000]  我們做一次感謝祢
[00:03:47.000 --> 00:03:50.000]  主 為了祢給我們留下這些話語
[00:03:50.000 --> 00:03:53.000]  我們也都感謝祢
[00:03:53.000 --> 00:03:55.000]  讓我們在祢的話語裡面
[00:03:55.000 --> 00:03:57.000]  我們可以深耕建造
[00:03:57.000 --> 00:03:59.000]  我們更加認識祢 更加追隨祢
[00:03:59.000 --> 00:04:02.000]  求主祢自己幫助我們 給力量我們
[00:04:02.000 --> 00:04:04.000]  給智慧我們
[00:04:04.000 --> 00:04:08.000]  我們這樣 禱告 奉主耶穌的名求 阿們
[00:04:08.000 --> 00:04:13.000]  如果我們翻開保羅的書信的時候
[00:04:13.000 --> 00:04:19.000]  我想你們不會很難找到一些共通點
[00:04:19.000 --> 00:04:21.000]  保羅在他的書信裡面
[00:04:21.000 --> 00:04:25.000]  常常一開始就提出他的身份
[00:04:25.000 --> 00:04:27.000]  說他是誰
[00:04:27.000 --> 00:04:31.000]  在每一篇書信裡面你都會找到
[00:04:31.000 --> 00:04:33.000]  有兩個特別的身份
[00:04:33.000 --> 00:04:34.000]  我們會發現
[00:04:34.000 --> 00:04:37.000]  一個就是他叫他自己是
[00:04:37.000 --> 00:04:40.000]  耶穌基督的使徒
[00:04:40.000 --> 00:04:42.000]  不是門徒 是使徒
[00:04:42.000 --> 00:04:45.000]  剛才我們說門徒
[00:04:45.000 --> 00:04:46.000]  但是這裡是使徒
[00:04:46.000 --> 00:04:50.000]  另外一個就是他講到他是僕人
[00:04:50.000 --> 00:04:52.000]  什麼是使徒呢
[00:04:52.000 --> 00:04:55.000]  為什麼保羅又特別強調他是
[00:04:55.000 --> 00:04:57.000]  耶穌基督的使徒
[00:04:57.000 --> 00:04:58.000]  簡單來說
[00:04:58.000 --> 00:05:02.000]  一個使徒就是派出去
[00:05:02.000 --> 00:05:05.000]  有一些差使 傳一些訊息
[00:05:05.000 --> 00:05:09.000]  代他的主人傳一些訊息
[00:05:09.000 --> 00:05:11.000]  或者做一些事情
[00:05:11.000 --> 00:05:13.000]  保羅在這裡特別提到
[00:05:13.000 --> 00:05:16.000]  他自己是耶穌基督的使徒
[00:05:16.000 --> 00:05:18.000]  所以我想大家應該想到
[00:05:18.000 --> 00:05:21.000]  他是代表耶穌基督
[00:05:21.000 --> 00:05:25.000]  出去做什麼
[00:05:25.000 --> 00:05:29.000]  我們今天叫我們自己是基督徒
[00:05:29.000 --> 00:05:31.000]  我們是基督的門徒
[00:05:31.000 --> 00:05:33.000]  我們也要想想
[00:05:33.000 --> 00:05:36.000]  究竟我們叫我們自己是基督徒
[00:05:36.000 --> 00:05:41.000]  我們要做些什麼
[00:05:41.000 --> 00:05:45.000]  為什麼我們要特別關心
[00:05:45.000 --> 00:05:48.000]  推動我們的門徒訓練
[00:05:48.000 --> 00:05:52.000]  主要一件事就是我們要大家成熟
[00:05:52.000 --> 00:05:55.000]  更加成熟 在基督裡面
[00:05:55.000 --> 00:05:56.000]  另外一件事
[00:05:56.000 --> 00:05:58.000]  保羅在他的書信裡面
[00:05:58.000 --> 00:06:01.000]  特別提到他是僕人
[00:06:01.000 --> 00:06:04.000]  僕人很容易解釋
[00:06:04.000 --> 00:06:05.000]  就是做工人
[00:06:05.000 --> 00:06:08.000]  當時的 做工人
[00:06:08.000 --> 00:06:10.000]  做什麼都可以
[00:06:10.000 --> 00:06:13.000]  當時的僕人是奴隸
[00:06:13.000 --> 00:06:16.000]  很多是奴隸出身
[00:06:16.000 --> 00:06:20.000]  做主的僕人就是屬主
[00:06:20.000 --> 00:06:21.000]  歸屬給主
[00:06:21.000 --> 00:06:23.000]  如果不歸屬給主的話
[00:06:23.000 --> 00:06:27.000]  我想大家知道歸屬在另外一邊是誰
[00:06:27.000 --> 00:06:30.000]  所以這件事保羅在這件事上面
[00:06:30.000 --> 00:06:33.000]  是特別重視提醒他們
[00:06:33.000 --> 00:06:35.000]  另外一件事我們要記得就是
[00:06:35.000 --> 00:06:38.000]  我們今天做基督徒 做門徒
[00:06:38.000 --> 00:06:39.000]  我們和使徒
[00:06:39.000 --> 00:06:43.000]  事實上我們是有同一個使命
[00:06:43.000 --> 00:06:46.000]  雖然我們不是叫做使徒
[00:06:46.000 --> 00:06:51.000]  暫時我們不是每個人都會叫自己做使徒
[00:06:51.000 --> 00:06:55.000]  除非你肯定基督耶穌呼召你
[00:06:55.000 --> 00:06:57.000]  給你特別使命
[00:06:57.000 --> 00:07:00.000]  但是我們每一個人都是基督的門徒
[00:07:00.000 --> 00:07:03.000]  所以我們有同一個使命
[00:07:03.000 --> 00:07:06.000]  就是要去宣揚 服用
[00:07:06.000 --> 00:07:10.000]  如果你在D4C受洗
[00:07:10.000 --> 00:07:12.000]  或者參加會員的話
[00:07:12.000 --> 00:07:16.000]  我想你知道我們一定要你做一件事
[00:07:16.000 --> 00:07:19.000]  就是寫你自己的救恩的見證
[00:07:19.000 --> 00:07:22.000]  不要以為這個很難寫
[00:07:22.000 --> 00:07:26.000]  我可以告訴你一個小秘密
[00:07:26.000 --> 00:07:33.000]  當我們面對每一個傳道人
[00:07:33.000 --> 00:07:35.000]  你要來做牧師的時候
[00:07:35.000 --> 00:07:37.000]  我們一定有一條題目問他
[00:07:37.000 --> 00:07:40.000]  問他究竟福音是什麼
[00:07:40.000 --> 00:07:44.000]  你不要以為這個問題問得很怪
[00:07:44.000 --> 00:07:47.000]  問牧師福音是什麼
[00:07:47.000 --> 00:07:49.000]  但是我們一樣一定要問的
[00:07:49.000 --> 00:07:56.000]  因為我們看到為什麼保羅特別重視他
[00:07:56.000 --> 00:07:59.000]  提到他自己是耶穌基督的使徒
[00:07:59.000 --> 00:08:03.000]  因為神召他特別一個使命
[00:08:03.000 --> 00:08:07.000]  是去到外邦人道傳福音
[00:08:07.000 --> 00:08:09.000]  不是不去猶太人
[00:08:09.000 --> 00:08:12.000]  但是他是特別去外邦人
[00:08:12.000 --> 00:08:14.000]  我們要知道 我們要傳福音
[00:08:14.000 --> 00:08:16.000]  我們要傳得清楚
[00:08:16.000 --> 00:08:18.000]  我們要說得清楚
[00:08:18.000 --> 00:08:20.000]  也不可以走歪
[00:08:20.000 --> 00:08:22.000]  如果說錯了走歪的話
[00:08:22.000 --> 00:08:26.000]  我想是一件很大的事
[00:08:26.000 --> 00:08:29.000]  我記得很多很多年前
[00:08:29.000 --> 00:08:32.000]  這件事我沒有辦法忘記
[00:08:32.000 --> 00:08:35.000]  應該是1986年
[00:08:35.000 --> 00:08:38.000]  1986年因為很特別
[00:08:38.000 --> 00:08:42.000]  我第一次踏上中國的土地
[00:08:42.000 --> 00:08:45.000]  1986年之前我在香港
[00:08:45.000 --> 00:08:47.000]  那時候在香港不算
[00:08:47.000 --> 00:08:48.000]  對不起
[00:08:48.000 --> 00:08:49.000]  在1986年第一次
[00:08:49.000 --> 00:08:52.000]  我們特別接觸到很多
[00:08:52.000 --> 00:08:54.000]  從中國來的朋友
[00:08:54.000 --> 00:08:57.000]  讀書 工作都好
[00:08:57.000 --> 00:08:59.000]  那一年我碰到一個
[00:08:59.000 --> 00:09:02.000]  來了沒多久
[00:09:02.000 --> 00:09:05.000]  而來從是工作的
[00:09:05.000 --> 00:09:08.000]  一對夫婦 很年輕的夫婦
[00:09:08.000 --> 00:09:10.000]  那太太在那裡找到一份工作
[00:09:10.000 --> 00:09:11.000]  很奇怪的
[00:09:11.000 --> 00:09:14.000]  那先生還在讀PHD就讀完
[00:09:14.000 --> 00:09:17.000]  所以他是早幾年已經來了
[00:09:17.000 --> 00:09:22.000]  那記得那時候是1986年
[00:09:22.000 --> 00:09:25.000]  1980年代能夠來到美國
[00:09:25.000 --> 00:09:26.000]  中國大陸來
[00:09:26.000 --> 00:09:28.000]  不是很多
[00:09:28.000 --> 00:09:31.000]  而且又讀書又讀到PHD的話
[00:09:31.000 --> 00:09:33.000]  實在不是多少
[00:09:33.000 --> 00:09:35.000]  所以他們是一個
[00:09:35.000 --> 00:09:37.000]  應該我覺得
[00:09:37.000 --> 00:09:41.000]  除了是高級知識分子之外
[00:09:41.000 --> 00:09:43.000]  挺厲害的
[00:09:43.000 --> 00:09:46.000]  因為我知道讀書不是那麼容易
[00:09:46.000 --> 00:09:47.000]  來到美國
[00:09:47.000 --> 00:09:50.000]  我帶他去我們的分區聚會
[00:09:50.000 --> 00:09:52.000]  那晚是陳松木弟兄講
[00:09:52.000 --> 00:09:54.000]  陳松木弟兄已經過了
[00:09:54.000 --> 00:09:55.000]  在我們當中一個
[00:09:55.000 --> 00:09:59.000]  很特別對全福音很有負擔的弟兄
[00:09:59.000 --> 00:10:01.000]  他是用普通話講
[00:10:01.000 --> 00:10:04.000]  我沒有辦法講
[00:10:04.000 --> 00:10:06.000]  那晚我告訴他
[00:10:06.000 --> 00:10:07.000]  我們有聚餐
[00:10:07.000 --> 00:10:09.000]  聚完餐我們有聚會
[00:10:09.000 --> 00:10:11.000]  他就坐在那裡聽
[00:10:11.000 --> 00:10:13.000]  聚會之後
[00:10:13.000 --> 00:10:15.000]  他就來問我一句
[00:10:15.000 --> 00:10:17.000]  很簡單的一個問題
[00:10:17.000 --> 00:10:21.000]  他用國語問我
[00:10:21.000 --> 00:10:24.000]  他說你講這些東西
[00:10:24.000 --> 00:10:27.000]  可以相信的嗎
[00:10:27.000 --> 00:10:31.000]  他問得很直接
[00:10:31.000 --> 00:10:34.000]  當時我也不知道
[00:10:34.000 --> 00:10:40.000]  要怎麼回答他的問題
[00:10:40.000 --> 00:10:42.000]  後來我再想想
[00:10:42.000 --> 00:10:43.000]  我要想他的問題
[00:10:43.000 --> 00:10:46.000]  究竟是問我什麼
[00:10:46.000 --> 00:10:48.000]  我想到兩件事
[00:10:48.000 --> 00:10:49.000]  第一
[00:10:49.000 --> 00:10:50.000]  就是我們跟他說的
[00:10:50.000 --> 00:11:00.000]  福音是不是真的
[00:11:00.000 --> 00:11:03.000]  我就問他
[00:11:03.000 --> 00:11:05.000]  是不是我們相信的
[00:11:05.000 --> 00:11:06.000]  是不是真的
[00:11:06.000 --> 00:11:08.000]  因為我們講到福音
[00:11:08.000 --> 00:11:11.000]  第二
[00:11:11.000 --> 00:11:13.000]  我是不是真的相信
[00:11:13.000 --> 00:11:15.000]  他說你是不是相信這些東西
[00:11:15.000 --> 00:11:21.000]  當時我也不知道
[00:11:21.000 --> 00:11:23.000]  是不是他覺得
[00:11:23.000 --> 00:11:25.000]  我們基督徒相信
[00:11:25.000 --> 00:11:28.000]  好像不像是我們相信的
[00:11:28.000 --> 00:11:30.000]  這是兩個問題
[00:11:30.000 --> 00:11:32.000]  一個是我們相信的東西
[00:11:32.000 --> 00:11:34.000]  一個是我們相信得怎麼樣
[00:11:34.000 --> 00:11:38.000]  在這兩個問題之後
[00:11:38.000 --> 00:11:40.000]  我自己回去
[00:11:40.000 --> 00:11:43.000]  也有多一些思考
[00:11:43.000 --> 00:11:46.000]  這個是1986年的時候
[00:11:46.000 --> 00:11:48.000]  已經很久很久
[00:11:48.000 --> 00:11:50.000]  我們今天來到這裡的時候
[00:11:50.000 --> 00:11:54.000]  我想我們去看希伯來書
[00:11:54.000 --> 00:11:56.000]  希伯來書第一節
[00:11:56.000 --> 00:11:58.000]  我們讀過了
[00:11:58.000 --> 00:12:00.000]  我們講到信
[00:12:00.000 --> 00:12:02.000]  就是所望的事的實底
[00:12:02.000 --> 00:12:09.000]  是未見之事的確據
[00:12:09.000 --> 00:12:11.000]  在講到信的時候
[00:12:11.000 --> 00:12:13.000]  我們在這裡看到一件事
[00:12:13.000 --> 00:12:15.000]  就是我們信的東西
[00:12:15.000 --> 00:12:20.000]  是一些將來的事情
[00:12:20.000 --> 00:12:23.000]  而且是一些未見到的事情
[00:12:23.000 --> 00:12:25.000]  我們怎樣去信呢
[00:12:25.000 --> 00:12:28.000]  這件事我們應該可以思考一下
[00:12:28.000 --> 00:12:31.000]  今天我只會用很簡單
[00:12:31.000 --> 00:12:32.000]  很快
[00:12:32.000 --> 00:12:36.000]  我有幾個見證的例子在那裡
[00:12:36.000 --> 00:12:39.000]  我有四個
[00:12:39.000 --> 00:12:41.000]  我太太已經提醒我
[00:12:41.000 --> 00:12:42.000]  不要講太多
[00:12:42.000 --> 00:12:43.000]  不夠時間
[00:12:43.000 --> 00:12:44.000]  但我想不要緊
[00:12:44.000 --> 00:12:45.000]  今天講不完
[00:12:45.000 --> 00:12:47.000]  我還有下一堂
[00:12:47.000 --> 00:12:50.000]  我想第一個人
[00:12:50.000 --> 00:12:51.000]  相信耶穌
[00:12:51.000 --> 00:12:53.000]  認識耶穌
[00:12:53.000 --> 00:12:55.000]  你說是誰
[00:12:55.000 --> 00:13:00.000]  除了神之外
[00:13:00.000 --> 00:13:10.000]  瑪利亞和約瑟
[00:13:10.000 --> 00:13:11.000]  同不同意
[00:13:11.000 --> 00:13:16.000]  耶穌是瑪利亞生的
[00:13:16.000 --> 00:13:18.000]  第一個知道耶穌
[00:13:18.000 --> 00:13:22.000]  所謂認識耶穌
[00:13:22.000 --> 00:13:25.000]  瑪利亞和約瑟是一個特別例子
[00:13:25.000 --> 00:13:31.000]  因為瑪利亞是聖靈 同類為人
[00:13:31.000 --> 00:13:37.000]  這個事情不是我們人所能夠明白
[00:13:37.000 --> 00:13:39.000]  我大膽一點說一句
[00:13:39.000 --> 00:13:41.000]  我們人不會明白這件事
[00:13:41.000 --> 00:13:43.000]  但當時
[00:13:43.000 --> 00:13:45.000]  約瑟和瑪利亞就碰到這件事
[00:13:45.000 --> 00:13:48.000]  是嗎
[00:13:48.000 --> 00:13:49.000]  聖經說
[00:13:49.000 --> 00:13:52.000]  在《馬太福音》和《路加福音》
[00:13:52.000 --> 00:13:55.000]  只有兩本福音書記載這件事
[00:13:55.000 --> 00:13:59.000]  瑪可和約翰都沒有記載這件事
[00:13:59.000 --> 00:14:03.000]  《馬太福音》特別是
[00:14:03.000 --> 00:14:06.000]  講到約瑟是一個異人
[00:14:06.000 --> 00:14:08.000]  他和瑪利亞的關係
[00:14:08.000 --> 00:14:11.000]  是瑪利亞已經許配給他
[00:14:11.000 --> 00:14:13.000]  但他們還未結婚
[00:14:13.000 --> 00:14:16.000]  瑪利亞當時是一個小女孩
[00:14:16.000 --> 00:14:17.000]  我不知道她幾歲
[00:14:17.000 --> 00:14:19.000]  18歲不到
[00:14:19.000 --> 00:14:22.000]  可能有人說她還是十四五歲
[00:14:22.000 --> 00:14:25.000]  當時的情形是可以的
[00:14:25.000 --> 00:14:31.000]  但瑪利亞是一個敬虔的少女
[00:14:31.000 --> 00:14:35.000]  我們看她最後的讚美和禱告
[00:14:35.000 --> 00:14:39.000]  我想我們可以大約體會到她是怎樣
[00:14:39.000 --> 00:14:41.000]  但當時瑪利亞和約瑟
[00:14:41.000 --> 00:14:42.000]  遇到這件事的時候
[00:14:42.000 --> 00:14:45.000]  他們不知道怎樣
[00:14:45.000 --> 00:14:50.000]  有些害怕或者有點混亂
[00:14:50.000 --> 00:14:55.000]  在《馬太福音》和《路加福音》
[00:14:55.000 --> 00:14:58.000]  兩本都記載了一件事
[00:14:58.000 --> 00:15:00.000]  約瑟在夢中
[00:15:00.000 --> 00:15:03.000]  神差使者告訴他
[00:15:03.000 --> 00:15:07.000]  這件事是甚麼一回事
[00:15:07.000 --> 00:15:08.000]  在夢中
[00:15:08.000 --> 00:15:11.000]  不是在其他地方
[00:15:11.000 --> 00:15:15.000]  瑪利亞也是神差使者
[00:15:15.000 --> 00:15:19.000]  天使告訴他這件事是怎樣
[00:15:19.000 --> 00:15:21.000]  叫他安心
[00:15:21.000 --> 00:15:22.000]  耶穌的名字
[00:15:22.000 --> 00:15:25.000]  甚麼都告訴他
[00:15:25.000 --> 00:15:28.000]  當時瑪利亞不只是這樣
[00:15:28.000 --> 00:15:33.000]  她最後還要走去她的親戚家
[00:15:33.000 --> 00:15:36.000]  這幅畫是一幅畫
[00:15:36.000 --> 00:15:39.000]  我不敢說是很正確
[00:15:39.000 --> 00:15:44.000]  因為這幅畫上有其他兩個人
[00:15:44.000 --> 00:15:48.000]  伊莉莎白和撒加利亞
[00:15:48.000 --> 00:15:52.000]  伊莉莎白是瑪利亞的媽媽的姐妹
[00:15:52.000 --> 00:15:54.000]  我不知道她是姐姐還是妹妹
[00:15:54.000 --> 00:15:56.000]  是她的親戚
[00:15:56.000 --> 00:15:59.000]  她應該叫阿姨
[00:15:59.000 --> 00:16:03.000]  而撒加利亞是伊莉莎白的丈夫
[00:16:03.000 --> 00:16:09.000]  他們兩個都是在聖殿裡侍奉
[00:16:09.000 --> 00:16:12.000]  所以他們兩個都是利美人
[00:16:12.000 --> 00:16:15.000]  所以瑪利亞是有母親家
[00:16:15.000 --> 00:16:19.000]  有利美的血統在那裡
[00:16:19.000 --> 00:16:22.000]  而她爸爸應該是猶大的血統
[00:16:22.000 --> 00:16:26.000]  約瑟是由猶大的支派下來
[00:16:26.000 --> 00:16:33.000]  我們知道猶大和利美這兩個支派
[00:16:33.000 --> 00:16:39.000]  對神的認識應該是最大的認知
[00:16:39.000 --> 00:16:44.000]  猶大是王 以後是做王
[00:16:44.000 --> 00:16:50.000]  利美是特別神要將他們分出來侍奉
[00:16:50.000 --> 00:16:58.000]  所以他們很清楚 知道他們在做什麼
[00:16:58.000 --> 00:17:00.000]  而利美仁松有一件事
[00:17:00.000 --> 00:17:05.000]  他們在聖殿裡可以看到先知書
[00:17:05.000 --> 00:17:11.000]  讀到過去神給他們的啟示 給他們的預示
[00:17:11.000 --> 00:17:17.000]  伊莉莎白和撒加利亞有一件事很特別
[00:17:17.000 --> 00:17:22.000]  他們年紀大了又沒有小孩
[00:17:22.000 --> 00:17:25.000]  好像當年阿巴拉罕那樣
[00:17:25.000 --> 00:17:29.000]  而對他們兩個人來說
[00:17:29.000 --> 00:17:33.000]  有一件事就是他們年老生小孩
[00:17:33.000 --> 00:17:37.000]  那個小孩就是獅子約翰
[00:17:37.000 --> 00:17:41.000]  獅子約翰早期在先知書裡
[00:17:41.000 --> 00:17:47.000]  耳塞亞書 還有馬拉基書裡有記載
[00:17:47.000 --> 00:17:51.000]  獅子約翰是耶穌的先鋒
[00:17:51.000 --> 00:17:55.000]  所以獅子約翰和耶穌也是親戚
[00:17:55.000 --> 00:17:58.000]  這件事一開始的時候
[00:17:58.000 --> 00:18:02.000]  瑪利亞和約瑟在那裡做見證
[00:18:02.000 --> 00:18:04.000]  但還有一件事就是
[00:18:04.000 --> 00:18:09.000]  當路加記載這件事寫下來的時候
[00:18:09.000 --> 00:18:14.000]  我們要想想路加怎樣去領受這件事
[00:18:14.000 --> 00:18:17.000]  路加不是猶太人
[00:18:17.000 --> 00:18:20.000]  路加而且是一個醫生
[00:18:20.000 --> 00:18:24.000]  所以他對耶穌的出生記載
[00:18:24.000 --> 00:18:27.000]  他也沒有懷疑 他沒有質問
[00:18:27.000 --> 00:18:29.000]  但他是接受這件事
[00:18:29.000 --> 00:18:33.000]  所以這一個是認識神的開始
[00:18:33.000 --> 00:18:35.000]  可以讓我們看到
[00:18:35.000 --> 00:18:39.000]  神是將訊息給他們
[00:18:39.000 --> 00:18:47.000]  讓約瑟 瑪利亞 讓其他人知道這件事
[00:18:47.000 --> 00:18:51.000]  另外兩個人我就想很快講一個
[00:18:51.000 --> 00:18:55.000]  第二個人我想提的是奧古斯丁
[00:18:55.000 --> 00:18:59.000]  奧古斯丁是四世紀的人
[00:18:59.000 --> 00:19:03.000]  有沒有人猜到他是甚麼人
[00:19:03.000 --> 00:19:09.000]  奧古斯丁是非洲人
[00:19:09.000 --> 00:19:13.000]  不過是北非
[00:19:13.000 --> 00:19:15.000]  他的身份和背景
[00:19:15.000 --> 00:19:17.000]  我想我們香港來的人
[00:19:17.000 --> 00:19:20.000]  就會有很多體驗認同
[00:19:20.000 --> 00:19:23.000]  他爸爸是羅馬的官
[00:19:23.000 --> 00:19:26.000]  在北非做官
[00:19:26.000 --> 00:19:29.000]  還有收稅
[00:19:29.000 --> 00:19:32.000]  所以他是一個羅馬籍的非洲人
[00:19:32.000 --> 00:19:35.000]  他爸爸是非洲的原住民
[00:19:35.000 --> 00:19:40.000]  所以他父母是羅馬人
[00:19:40.000 --> 00:19:44.000]  所以他父母當然送他去名校
[00:19:44.000 --> 00:19:47.000]  當時的名校是教會學校
[00:19:47.000 --> 00:19:49.000]  當時沒有教會學校
[00:19:49.000 --> 00:19:51.000]  當時的高等教育
[00:19:51.000 --> 00:19:55.000]  是在教會和修道院裡學的
[00:19:55.000 --> 00:19:58.000]  當時讀的東西
[00:19:58.000 --> 00:20:02.000]  又不是讀電腦科學
[00:20:02.000 --> 00:20:05.000]  讀NBA的那些東西
[00:20:05.000 --> 00:20:08.000]  當時他們要學的東西
[00:20:08.000 --> 00:20:14.000]  奧古斯丁是學教人怎樣演講
[00:20:14.000 --> 00:20:17.000]  怎樣修辭學
[00:20:17.000 --> 00:20:19.000]  Rhetoric
[00:20:19.000 --> 00:20:23.000]  就是教競選人怎樣講話
[00:20:23.000 --> 00:20:25.000]  講給別人聽會相信
[00:20:25.000 --> 00:20:29.000]  所以他在講話和寫作方面
[00:20:29.000 --> 00:20:35.000]  他有很大的學問
[00:20:35.000 --> 00:20:39.000]  他就去教羅馬的高級官員
[00:20:39.000 --> 00:20:41.000]  那些貴族怎樣講話
[00:20:41.000 --> 00:20:43.000]  怎樣做事
[00:20:43.000 --> 00:20:45.000]  但是這些講話的事情
[00:20:45.000 --> 00:20:47.000]  我想大家都知道
[00:20:47.000 --> 00:20:49.000]  他們講的東西
[00:20:49.000 --> 00:20:50.000]  究竟是怎樣講
[00:20:50.000 --> 00:20:51.000]  為了什麼
[00:20:51.000 --> 00:20:54.000]  我們大家可以想到
[00:20:54.000 --> 00:20:59.000]  奧古斯丁在他未信主之前
[00:20:59.000 --> 00:21:04.000]  他的生活不是什麼
[00:21:04.000 --> 00:21:08.000]  因為他是對著羅馬的高官大人
[00:21:08.000 --> 00:21:10.000]  但是他另一邊
[00:21:10.000 --> 00:21:14.000]  他是和教會的宗教人士
[00:21:14.000 --> 00:21:16.000]  領導成了一切
[00:21:16.000 --> 00:21:20.000]  當時他從去到意大利
[00:21:20.000 --> 00:21:24.000]  他在羅馬在米蘭那裡學
[00:21:24.000 --> 00:21:27.000]  和主教一起
[00:21:27.000 --> 00:21:30.000]  在那裡聽到學到
[00:21:30.000 --> 00:21:34.000]  所以他在兩個世界裡面
[00:21:34.000 --> 00:21:43.000]  有一天他聽到小朋友唱童謠
[00:21:43.000 --> 00:21:45.000]  唱一些小歌
[00:21:45.000 --> 00:21:47.000]  就叫他拿起一本書
[00:21:47.000 --> 00:21:49.000]  看看讀書
[00:21:49.000 --> 00:21:51.000]  我不知道為什麼聽到這首歌
[00:21:51.000 --> 00:21:54.000]  他拿起一本書就是《聖經》
[00:21:54.000 --> 00:21:57.000]  就是剛才我跟大家讀的
[00:21:57.000 --> 00:22:01.000]  那一段十三章十三節
[00:22:01.000 --> 00:22:03.000]  這是他讀完之後
[00:22:03.000 --> 00:22:07.000]  他認罪悔改
[00:22:07.000 --> 00:22:09.000]  在那時候其實
[00:22:09.000 --> 00:22:11.000]  他已經有一個十幾歲的兒子
[00:22:11.000 --> 00:22:13.000]  但是他還沒結婚
[00:22:13.000 --> 00:22:15.000]  十幾年還沒結婚
[00:22:15.000 --> 00:22:20.000]  到最後他和兒子一起受洗
[00:22:20.000 --> 00:22:23.000]  這是奧古斯丁的故事
