
[00:00:00.000 --> 00:00:03.000]  開始之前 我很想問一下大家
[00:05:59.440 --> 00:06:03.840]  出於他對弟兄姊妹的愛,勸勉信徒
[00:06:03.840 --> 00:06:06.680]  要怎樣活出信徒的生命
[00:06:06.680 --> 00:06:08.800]  已忽所書四章一節
[00:06:08.800 --> 00:06:11.640]  我為主作仇道的勸你們
[00:06:11.640 --> 00:06:14.440]  既然蒙照,行事為人
[00:06:14.440 --> 00:06:19.400]  就要與你們所蒙的呼召相請
[00:06:19.400 --> 00:06:25.360]  聖經裡的教導,從來都不只是叫人閱讀
[00:06:25.360 --> 00:06:28.640]  或者讓人只知道一些教義
[00:06:28.640 --> 00:06:32.640]  教導的目的是要我們實踐
[00:06:32.640 --> 00:06:37.840]  看聖經是要我們更加認識神
[00:06:37.840 --> 00:06:40.920]  將身體獻上,當作活祭
[00:06:40.920 --> 00:06:43.400]  上個星期巴穆斯也有提過
[00:06:43.400 --> 00:06:49.840]  舊約的獻祭普遍是說被殺的生畜、被揀選
[00:06:49.840 --> 00:06:53.840]  預備、被殺、奉獻
[00:06:53.840 --> 00:06:56.800]  一個取悅上帝的儀式
[00:06:56.800 --> 00:07:00.960]  而當中有很多獻祭的種類
[00:07:00.960 --> 00:07:06.880]  凡祭、數祭、平安祭、贖罪祭、贖獻祭
[00:07:06.880 --> 00:07:10.000]  有很多預備、很多規矩
[00:07:10.000 --> 00:07:17.080]  有很多步驟、很多禮儀,缺一不可
[00:07:17.080 --> 00:07:22.040]  保羅在十二章一至二節說到活祭
[00:07:22.040 --> 00:07:25.560]  跟上面所說的很不同
[00:07:25.560 --> 00:07:31.440]  但在說活祭之前,我想先跟大家說說身體
[00:07:31.440 --> 00:07:32.680]  上個星期也有提到
[00:07:32.680 --> 00:07:35.560]  身體這兩個字不是說一個身體
[00:07:35.560 --> 00:07:38.560]  是眾數,multiple
[00:07:38.560 --> 00:07:43.480]  是說人的心思、意念、意向
[00:07:43.480 --> 00:07:45.640]  所以不僅是說那個physical body
[00:07:45.640 --> 00:07:48.080]  不僅是說身體那麼簡單
[00:07:48.080 --> 00:07:49.960]  肉體那麼簡單
[00:07:49.960 --> 00:07:53.640]  根據原文的解釋
[00:07:53.640 --> 00:07:56.040]  是很多個身體
[00:07:56.040 --> 00:07:58.920]  一個信仰的群體
[00:07:58.920 --> 00:08:03.360]  將身體獻上,成為一個獻祭擺上
[00:08:03.360 --> 00:08:05.480]  我在預備的時候就在想
[00:08:05.480 --> 00:08:07.960]  什麼時候我們會這樣呢?
[00:08:07.960 --> 00:08:11.240]  我就在想信主的時候就是這樣
[00:08:11.240 --> 00:08:14.320]  就是正正我們是全人擺上的一個動作
[00:08:14.320 --> 00:08:16.240]  我們決自信耶穌
[00:08:16.240 --> 00:08:18.120]  承認我自己的過犯
[00:08:18.120 --> 00:08:19.840]  降服在神的面前
[00:08:19.840 --> 00:08:23.280]  宣告我的生命不再屬於我自己
[00:08:23.280 --> 00:08:25.720]  我不再是我自己的主人
[00:08:25.720 --> 00:08:30.040]  決意認定耶穌作為我的個人救主
[00:08:30.040 --> 00:08:32.920]  從今以後活著的不再是我
[00:08:32.920 --> 00:08:35.920]  乃是基督在我裡面活著
[00:08:35.920 --> 00:08:39.600]  一個回應覆陰的動作
[00:08:39.600 --> 00:08:41.080]  羅馬書八章十一節
[00:08:41.080 --> 00:08:44.240]  「然而使耶穌從死人中復活的
[00:08:44.240 --> 00:08:46.560]  神的靈若住在你們裡面
[00:08:46.560 --> 00:08:49.280]  乃使基督從死人中復活的
[00:08:49.280 --> 00:08:52.200]  也必藉著住在你們裡面的聖靈
[00:08:52.200 --> 00:08:57.280]  使你們必死的身體又活過來」
[00:08:57.280 --> 00:09:00.040]  一個會死的身體
[00:09:00.040 --> 00:09:04.240]  因為耶穌而活過來
[00:09:04.240 --> 00:09:07.760]  把身體獻上當作活祭
[00:09:07.760 --> 00:09:10.360]  羅馬書十二章
[00:09:10.360 --> 00:09:14.320]  這裡說的是什麼?
[00:09:14.320 --> 00:09:17.600]  人之所以可以成為活祭
[00:09:17.600 --> 00:09:20.000]  最重要的一個部分
[00:09:20.000 --> 00:09:22.240]  不是我們多麼愛神
[00:09:22.240 --> 00:09:25.800]  願意擺上成為活祭
[00:09:25.800 --> 00:09:29.160]  因為願意擺上的前設
[00:09:29.160 --> 00:09:33.880]  是耶穌自己首先擺上
[00:09:33.880 --> 00:09:36.120]  不是我們多麼愛主
[00:09:36.120 --> 00:09:40.520]  多麼屬靈
[00:09:40.520 --> 00:09:44.680]  是一個多麼好的基督徒
[00:09:44.680 --> 00:09:48.360]  這不是重點
[00:09:48.360 --> 00:09:53.640]  重點是耶穌首先擺上
[00:09:53.640 --> 00:09:55.480]  成為最完美的獻祭
[00:09:55.480 --> 00:09:56.880]  成就救恩
[00:09:56.880 --> 00:09:59.600]  主耶穌的保血清洗我們的罪
[00:09:59.600 --> 00:10:01.240]  拯救我們
[00:10:01.240 --> 00:10:03.880]  讓我們重生成為聖潔
[00:10:03.880 --> 00:10:07.320]  被稱為「兒」
[00:10:07.320 --> 00:10:11.120]  是耶穌先成為祭生擺上
[00:10:11.120 --> 00:10:15.760]  人先可以成為活祭
[00:10:15.760 --> 00:10:18.520]  羅馬書十章十節
[00:10:18.520 --> 00:10:20.840]  我們憑著祂旨意藉著耶穌基督
[00:10:20.840 --> 00:10:23.080]  僅此一次獻上祂的身體
[00:10:23.080 --> 00:10:26.440]  就得以成聖
[00:10:26.440 --> 00:10:27.640]  想深一層
[00:10:27.640 --> 00:10:32.880]  想當年我自己在背誦經文的時候
[00:10:32.880 --> 00:10:36.880]  只是在想自己有多麼有使命感
[00:10:36.880 --> 00:10:40.120]  決意要做一個好的基督徒
[00:10:40.120 --> 00:10:42.040]  擺上自己
[00:10:42.040 --> 00:10:47.320]  那個想法是由我自己去出發的
[00:10:47.320 --> 00:10:50.120]  自我感覺良好
[00:10:50.120 --> 00:10:53.200]  但其實想當年我根本就不明白
[00:10:53.200 --> 00:10:58.120]  重點並不是在我那裡
[00:10:58.120 --> 00:11:01.080]  重點是其實神是有多麼愛我
[00:11:01.080 --> 00:11:04.680]  差派祂的獨子耶穌擺上
[00:11:04.680 --> 00:11:06.480]  「是奉乃是理所當然的」
[00:11:06.480 --> 00:11:11.960]  正正是因為人明白耶穌的擺上
[00:11:11.960 --> 00:11:14.120]  跟隨主的人
[00:11:14.120 --> 00:11:19.080]  對福音最理所當然的回應
[00:11:19.080 --> 00:11:21.640]  好像上個星期包牧師提到
[00:11:21.640 --> 00:11:24.560]  人對神感恩
[00:11:24.560 --> 00:11:27.720]  最合乎情理的回應
[00:11:27.720 --> 00:11:29.400]  不要效法這個世界
[00:11:29.400 --> 00:11:33.560]  只要心意根深而變化
[00:11:33.560 --> 00:11:35.520]  這個世界當今的時代
[00:11:35.520 --> 00:11:39.680]  有很多自己的思想和生活模式
[00:11:39.680 --> 00:11:42.520]  是我們這一班蒙因得救的信徒
[00:11:42.520 --> 00:11:45.880]  必須要辨別清楚
[00:11:45.880 --> 00:11:48.680]  所以不要效法這個世界的意思是
[00:11:48.680 --> 00:11:50.800]  在說叫我們小心
[00:11:50.800 --> 00:11:53.400]  基督徒你要小心
[00:11:53.400 --> 00:11:55.000]  我們不要讓這個世代
[00:11:55.000 --> 00:11:59.040]  去塑造我們的生命
[00:11:59.040 --> 00:12:02.800]  耶穌賦上一個很沉重的代價
[00:12:02.800 --> 00:12:07.200]  去拯救我們
[00:12:07.200 --> 00:12:08.840]  最近在一個飯局裏面
[00:12:08.840 --> 00:12:10.160]  有一個朋友提到
[00:12:10.160 --> 00:12:11.960]  他說因為他兩個女兒的關係
[00:12:11.960 --> 00:12:15.600]  他經常都會看這個Disney Channel
[00:12:15.600 --> 00:12:17.840]  他說近期他發現這些節目裏面
[00:12:17.840 --> 00:12:19.120]  兒童節目裏面
[00:12:19.120 --> 00:12:24.960]  越來越多不傳統的家庭出現
[00:12:24.960 --> 00:12:27.680]  傳統的意思是說一個爸爸
[00:12:27.680 --> 00:12:28.960]  一個媽媽
[00:12:28.960 --> 00:12:32.560]  和兒女所組成的家庭
[00:12:32.560 --> 00:12:34.880]  他說這些節目裏面的家庭
[00:12:34.880 --> 00:12:37.600]  或者他們家庭裏面的互動
[00:12:37.600 --> 00:12:41.800]  和一般的家庭好像沒有什麼分別
[00:12:41.800 --> 00:12:43.960]  只不過不一定有一個爸爸
[00:12:43.960 --> 00:12:46.480]  一個媽媽
[00:12:46.480 --> 00:12:49.320]  他說他發現這些兒童節目
[00:12:49.320 --> 00:12:51.680]  好像在前言蜜化地
[00:12:51.680 --> 00:12:57.240]  將不正常的關係正常化
[00:12:57.240 --> 00:13:00.480]  幾年前有一宗新聞
[00:13:00.480 --> 00:13:03.000]  在加拿大有一個四十六歲的爸爸
[00:13:03.000 --> 00:13:06.080]  他有七個小朋友
[00:13:06.080 --> 00:13:12.520]  他說發現他其實是一個女孩子
[00:13:12.520 --> 00:13:15.480]  他開始的生活模式就是
[00:13:15.480 --> 00:13:18.680]  用一個女孩子的身份去生活
[00:13:18.680 --> 00:13:20.560]  他的太太頂他不順
[00:13:20.560 --> 00:13:22.240]  結果他們分開了
[00:13:22.240 --> 00:13:23.800]  他就離開他太太
[00:13:23.800 --> 00:13:26.760]  離開他七個小朋友
[00:13:26.760 --> 00:13:29.040]  離開他家之後
[00:13:29.040 --> 00:13:32.160]  這個六尺四寸高的男人
[00:13:32.160 --> 00:13:33.800]  穿裙子
[00:13:33.800 --> 00:13:35.840]  戴頭箍
[00:13:35.840 --> 00:13:38.680]  然後在網上為自己賣廣告
[00:13:38.680 --> 00:13:43.680]  說希望有家庭能夠收養他
[00:13:43.680 --> 00:13:50.840]  他自稱是一個八歲的女孩子
[00:13:50.840 --> 00:13:52.640]  你真的想不到
[00:13:52.640 --> 00:13:55.400]  真的有人收養他
[00:13:55.400 --> 00:13:56.800]  收養了他之後
[00:13:56.800 --> 00:14:00.360]  他被一對老夫婦收養了他
[00:14:00.360 --> 00:14:01.360]  自此之後
[00:14:01.360 --> 00:14:04.480]  他就和這對老夫婦的孫子孫女
[00:14:04.480 --> 00:14:07.760]  玩油顏色煮飯
[00:14:07.760 --> 00:14:10.440]  有一天其中一個孫女
[00:14:10.440 --> 00:14:14.080]  就和這個四十六歲
[00:14:14.080 --> 00:14:16.200]  自稱八歲的小女孩說
[00:14:16.200 --> 00:14:18.280]  她說我想做姐姐
[00:14:18.280 --> 00:14:21.160]  我不想做妹妹
[00:14:21.160 --> 00:14:22.440]  因為這個女孩子七歲
[00:14:22.440 --> 00:14:23.640]  她說你可否再小兩年
[00:14:23.640 --> 00:14:24.680]  不要做八歲
[00:14:24.680 --> 00:14:26.600]  做六歲吧
[00:14:26.600 --> 00:14:27.680]  這個男人說好啊
[00:14:27.680 --> 00:14:28.880]  沒問題
[00:14:28.880 --> 00:14:33.720]  他就做了一個六歲的小女孩
[00:14:33.720 --> 00:14:34.440]  今時今日
[00:14:34.440 --> 00:14:39.120]  他仍然和那對老夫婦的家人一起住
[00:14:39.120 --> 00:14:40.160]  最後一個例子
[00:14:40.160 --> 00:14:41.040]  我想起有一次
[00:14:41.040 --> 00:14:44.040]  我去接我女兒放學
[00:14:44.040 --> 00:14:48.240]  見到其他小朋友在等家長接
[00:14:48.240 --> 00:14:52.520]  我就嘗試和旁邊的女孩子說
[00:14:52.520 --> 00:14:54.640]  你媽媽來接你嗎
[00:14:54.640 --> 00:14:57.520]  她看著我,沒有說話
[00:14:57.520 --> 00:14:58.720]  後來我回到家
[00:14:58.720 --> 00:15:00.360]  我的女兒才告訴我
[00:15:00.360 --> 00:15:03.560]  這個女孩子沒有媽媽
[00:15:03.560 --> 00:15:06.160]  她有兩個爸爸
[00:15:06.160 --> 00:15:07.360]  我接著抖頭
[00:15:07.360 --> 00:15:19.240]  從此之後,我不可以假設每個小朋友的家裡有一個爸爸媽媽
[00:15:19.240 --> 00:15:26.380]  因為那個組合可能是爸爸爸爸,媽媽媽媽
[00:15:26.380 --> 00:15:30.420]  爸爸媽媽媽媽,媽媽媽媽
[00:15:30.420 --> 00:15:34.240]  或者只有爸爸,只有媽媽
[00:15:34.240 --> 00:15:39.400]  或者沒有爸爸,也沒有媽媽
[00:15:39.400 --> 00:15:45.440]  這是我們現今世代,家庭關係的狀況
[00:15:45.440 --> 00:15:48.160]  將來還會出現多少個組合呢?
[00:15:48.160 --> 00:15:52.160]  其實我覺得有時也估計不到
[00:15:52.160 --> 00:15:58.160]  我們下一代的家庭觀念,定位在哪裡?
[00:15:58.160 --> 00:16:02.720]  我們現在活在一個什麼世代?
[00:16:02.720 --> 00:16:07.920]  作為基督徒的你,你會怎樣去回應?
[00:16:07.920 --> 00:16:11.080]  作為基督徒父母的你
[00:16:11.080 --> 00:16:15.520]  當你的小朋友來到你面前去問你一些這樣的問題
[00:16:15.520 --> 00:16:20.800]  你又怎樣去回應?
[00:16:20.800 --> 00:16:23.840]  若果今時今日
[00:16:23.840 --> 00:16:28.240]  你仍然只是專注於你的小朋友
[00:16:28.240 --> 00:16:31.440]  怎樣催谷他們去讀好書
[00:16:31.440 --> 00:16:34.440]  入一間好的學校
[00:16:34.440 --> 00:16:36.520]  甚至是一間名校
[00:16:36.520 --> 00:16:40.080]  出來找一份怎樣的工資,賺多少錢
[00:16:40.080 --> 00:16:42.480]  有人跟我說過
[00:16:42.480 --> 00:16:48.720]  一年級最好讀二年級,甚至是三年級的課程
[00:16:48.720 --> 00:16:53.120]  琴棋書畫,不要吃壞東西
[00:16:53.120 --> 00:16:56.320]  一定要吃有機食物
[00:16:56.320 --> 00:16:58.960]  我想在這裡跟你說
[00:16:58.960 --> 00:17:01.840]  我想你再想一想
[00:17:01.840 --> 00:17:06.000]  我不是在嚇你,因為我自己也是一個媽媽
[00:17:06.000 --> 00:17:08.480]  有些時候,我女兒走來跟我聊天
[00:17:08.480 --> 00:17:15.840]  跟我說一些我從來沒有聽過的議題的時候
[00:17:15.840 --> 00:17:18.240]  我都不懂怎樣回應
[00:17:18.240 --> 00:17:22.360]  我心裡在祈禱,主,求你幫助我,讓我有智慧
[00:17:22.360 --> 00:17:26.640]  起碼不要亂說話
[00:17:26.640 --> 00:17:29.920]  大部分的時間,我只能在這裡聆聽
[00:17:29.920 --> 00:17:32.120]  嘗試了解
[00:17:32.120 --> 00:17:38.080]  知道他在外面在聽什麼,在學什麼
[00:17:38.080 --> 00:17:42.320]  不知道你們最近有沒有上我們UV的YouTube頻道
[00:17:42.320 --> 00:17:48.160]  我在香港的時候,特意跟朱莉傳導做了一個訪問
[00:17:48.160 --> 00:17:52.960]  未看的話,我很鼓勵你上網再去看一看
[00:17:52.960 --> 00:17:55.960]  不是我做訪問做得很好
[00:17:55.960 --> 00:17:59.040]  你看的時候就會知道我做得多麼好
[00:17:59.040 --> 00:18:02.560]  很明顯這不是我的強項
[00:18:02.560 --> 00:18:05.560]  朱莉傳導在訪問裡面給大家很多提醒
[00:18:05.560 --> 00:18:11.880]  其中一段,她說到基督徒是People of the Book
[00:18:11.880 --> 00:18:14.520]  我們是屬於聖經的人
[00:18:14.520 --> 00:18:19.240]  她有一個心願,教導平信徒去讀希伯來文
[00:18:19.240 --> 00:18:21.840]  將神學普及化
[00:18:21.840 --> 00:18:27.000]  讓基督徒有某個程度的裝備,應付未來的挑戰
[00:18:27.000 --> 00:18:29.680]  她盼望能夠幫助信徒
[00:18:29.680 --> 00:18:31.800]  自己可以深入研讀聖經
[00:18:31.800 --> 00:18:36.240]  甚至可以慰養自己身邊的人
[00:18:36.240 --> 00:18:39.320]  提摩太后書三章十六節
[00:18:39.320 --> 00:18:41.240]  聖經都是上帝所默示的
[00:18:41.240 --> 00:18:44.040]  於教訓篤責使人歸正
[00:18:44.040 --> 00:18:47.840]  教導人學義都是有益的
[00:18:47.840 --> 00:18:54.360]  教訓是要帶領你走應該走的路
[00:18:54.360 --> 00:18:59.200]  篤責是要告訴你你走歪了
[00:18:59.200 --> 00:19:04.600]  使人歸正是要帶你走回一條正確的路
[00:19:04.600 --> 00:19:12.560]  教導人學義是幫助你不要再走得太錯
[00:19:12.560 --> 00:19:17.880]  基督徒的信仰根基是神的話語
[00:19:17.880 --> 00:19:21.320]  有父母,不止一個父母,經常會來問我
[00:19:21.320 --> 00:19:23.680]  他說作為一個基督徒的父母
[00:19:23.680 --> 00:19:27.640]  其實我們怎樣去幫助,去回應
[00:19:27.640 --> 00:19:33.600]  去教導我們今時今日小朋友所面對的種種事情
[00:19:33.600 --> 00:19:38.120]  林林總總我們自己都不清楚的信息
[00:19:38.120 --> 00:19:43.520]  現今做父母,到底我們應該怎樣教他們
[00:19:43.520 --> 00:19:48.400]  親愛的弟兄姊妹,面對將來的不明朗
[00:19:48.400 --> 00:19:56.440]  時代的挑戰,你要記住神的話語是我們最大的幫助
[00:19:56.440 --> 00:19:58.280]  你看聖經的時候,可能你有時覺得
[00:19:58.280 --> 00:20:01.160]  我都不知道看些甚麼,或者有些悶
[00:20:01.160 --> 00:20:06.000]  或者好像看完我沒有get到些甚麼
[00:20:06.000 --> 00:20:11.440]  但很想告訴你,日子有功,儲著儲著
[00:20:11.440 --> 00:20:17.360]  你每天看聖經,那些就是你的彈藥
[00:20:17.360 --> 00:20:22.000]  那些就是你打仗的彈藥
[00:20:22.000 --> 00:20:27.200]  唯有親近神藉著聖靈幫助人心意更新而變化
[00:20:27.200 --> 00:20:31.360]  幫助我們去辨別這個世代
[00:20:31.360 --> 00:20:35.240]  靠著聖靈重新規劃這個世界墮落的思想
[00:20:35.240 --> 00:20:40.040]  在動盪不安的世代裏面,我們仍然可以站立得穩
[00:20:40.040 --> 00:20:42.520]  我想起很多年前看了一個劇集
[00:20:42.520 --> 00:20:44.480]  其中一幕令我很深刻
[00:20:44.480 --> 00:20:48.960]  講到有一個珠寶箱,他的朋友問他
[00:20:48.960 --> 00:20:54.360]  其實你怎樣去學分別鑽石的真假
[00:20:54.360 --> 00:21:00.200]  他說他小時候,他爺爺會給他一些真鑽石去玩
[00:21:00.200 --> 00:21:05.760]  過了很多年後,他爺爺就給他一些假鑽石
[00:21:05.760 --> 00:21:12.400]  他說一看,我就看到那些是假的
[00:21:12.400 --> 00:21:18.040]  弟兄姊妹,你掌握真理嗎?
[00:21:18.040 --> 00:21:24.080]  信在主一年、兩年、三年、五年
[00:21:24.080 --> 00:21:25.880]  甚至十年、二十年
[00:21:25.880 --> 00:21:29.520]  我們信了很多年的基督徒
[00:21:29.520 --> 00:21:34.080]  你對真理有多掌握?
[00:21:34.080 --> 00:21:35.600]  你在你的生活裏面
[00:21:35.600 --> 00:21:37.040]  你每天的生活裏面
[00:21:37.040 --> 00:21:45.080]  你花多少時間去看聖經、去閱讀神的話語?
[00:21:45.080 --> 00:21:47.960]  羅馬書十二章一至二節
[00:21:47.960 --> 00:21:51.720]  「所以弟兄們,我以神的慈悲勸你們
[00:21:51.720 --> 00:21:56.840]  將身體獻上,當作活祭是聖潔的
[00:21:56.840 --> 00:22:01.040]  是神所喜悅的,你們如此侍奉
[00:22:01.040 --> 00:22:04.360]  乃是理所當然的
[00:22:04.360 --> 00:22:06.960]  不要效法這個世界
[00:22:06.960 --> 00:22:09.960]  只要心意根深而變化
[00:22:09.960 --> 00:22:13.000]  叫你們察驗何謂神的善良
[00:22:13.000 --> 00:22:17.720]  順傳可喜悅的旨意」
[00:22:17.720 --> 00:22:20.640]  生命的祭
[00:22:20.640 --> 00:22:24.440]  耶穌已經首先擺上
[00:22:24.440 --> 00:22:29.520]  一次過成為最完美的祭
[00:22:29.520 --> 00:22:32.160]  你怎樣回應?
[00:22:32.160 --> 00:22:36.040]  我們教會的弟兄姊妹
[00:22:36.040 --> 00:22:38.760]  作為一個信仰的群體
[00:22:38.760 --> 00:22:47.040]  我們怎樣一起去回應?
[00:22:47.040 --> 00:22:49.600]  我很想問候你們
[00:22:49.600 --> 00:22:56.160]  How are you doing?
[00:22:56.160 --> 00:23:00.600]  你有否信耶穌信到「滑曬啞」?
[00:23:00.600 --> 00:23:04.560]  上次看聖經是甚麼時候?
[00:23:04.560 --> 00:23:11.120]  神的話語在你的生命裏面有沒有份?
[00:23:11.120 --> 00:23:13.160]  生命的祭
[00:23:13.160 --> 00:23:15.000]  重生得救的生命
[00:23:15.000 --> 00:23:18.320]  願意活出一個與救恩相稱的生活
[00:23:18.320 --> 00:23:22.240]  全人擺上回應我們一點功勞都沒有
[00:23:22.240 --> 00:23:24.440]  而得到的救恩
[00:23:24.440 --> 00:23:26.120]  定義如此侍奉
[00:23:26.120 --> 00:23:27.680]  正正是因為
[00:23:27.680 --> 00:23:31.680]  這是對我們領受福音的每一個基督徒
[00:23:31.680 --> 00:23:33.560]  最理所當然
[00:23:33.560 --> 00:23:38.400]  感恩、合乎情理的回應
[00:23:38.400 --> 00:23:39.640]  求主幫助
[00:23:39.640 --> 00:23:42.360]  面對將來的不明朗、時代的挑戰
[00:23:42.360 --> 00:23:50.560]  我們每個人所面對的掙扎
[00:23:50.560 --> 00:23:54.880]  願意在神面前承認我們無能為力
[00:23:54.880 --> 00:23:57.360]  我們需要神
[00:23:57.360 --> 00:23:59.200]  基督徒要捉緊神
[00:23:59.200 --> 00:24:01.920]  我們要努力讀神的話語
[00:24:01.920 --> 00:24:06.680]  因為唯有靠著神的話語幫助我們
[00:24:06.680 --> 00:24:08.160]  有辨別示愛的能力
[00:24:08.160 --> 00:24:10.720]  靠著聖靈重新規劃
[00:24:10.720 --> 00:24:13.200]  這個世代的墮落思想
[00:24:13.200 --> 00:24:15.360]  在動盪不安的世代
