
[00:00:00.000 --> 00:00:02.500]  大家可能會覺得奇怪
[00:03:10.500 --> 00:03:14.500]  他們因爲法老加在他們身上的苦工
[00:03:14.500 --> 00:03:19.500]  他們是非常的悲哀嘆息哀恨
[00:03:19.500 --> 00:03:23.500]  出埃及記其實有很多的經文提到
[00:03:23.500 --> 00:03:29.500]  埃及以色列人嘆息發出哀聲甚至心理惆悵
[00:03:29.500 --> 00:03:33.500]  但是現在呢他們經歷了耶化的拯救
[00:03:33.500 --> 00:03:37.500]  他們從以前的哀聲化爲歡樂
[00:03:37.500 --> 00:03:40.500]  以唱歌來歌歌頌神
[00:03:40.500 --> 00:03:45.500]  詩篇的30篇11節有這樣一句一句經文
[00:03:45.500 --> 00:03:49.500]  他說你已經把我的悲哀變爲舞蹈
[00:03:49.500 --> 00:03:52.500]  把我的麻衣脫去又給我穿上歡樂
[00:03:52.500 --> 00:03:55.500]  好讓我的靈歌頌你永不停止
[00:03:55.500 --> 00:03:58.500]  耶化我的神啊我要永遠稱讚你
[00:03:58.500 --> 00:04:05.500]  這個經文可以說跟以色列人的心情是不謀而合
[00:04:05.500 --> 00:04:11.500]  還有第三點我們看到他們歌頌神的理由
[00:04:11.500 --> 00:04:15.500]  這裏說他們要向耶化歌唱
[00:04:15.500 --> 00:04:18.500]  因爲他高高的被高舉起來
[00:04:18.500 --> 00:04:22.500]  他把馬匹和騎馬的頭在海中
[00:04:22.500 --> 00:04:25.500]  摩西和以色列人歌頌神
[00:04:25.500 --> 00:04:28.500]  因爲耶化是得勝的神
[00:04:28.500 --> 00:04:33.500]  和和本把這個得勝翻譯成大大的戰勝
[00:04:33.500 --> 00:04:36.500]  所以他們要歌頌神
[00:04:36.500 --> 00:04:40.500]  第四點他們歌頌的內容
[00:04:40.500 --> 00:04:42.500]  其實包括三個大點
[00:04:42.500 --> 00:04:47.500]  第一點是談到他們與神之間的關係
[00:04:47.500 --> 00:04:50.500]  神與個人還有羣體的關係
[00:04:50.500 --> 00:04:56.500]  那第二節裏面就有這個經文
[00:04:56.500 --> 00:04:57.500]  我們一起讀哈
[00:04:57.500 --> 00:04:59.500]  耶化是我的力量
[00:04:59.500 --> 00:05:02.500]  我的師哥也成了我的拯救
[00:05:02.500 --> 00:05:03.500]  這是我的神
[00:05:03.500 --> 00:05:05.500]  我要讚美他
[00:05:05.500 --> 00:05:06.500]  他是我父的神
[00:05:06.500 --> 00:05:08.500]  我要遵從他
[00:05:08.500 --> 00:05:15.500]  這個經文用的是當初的第一人稱摩西自己或者以色列人呢
[00:05:15.500 --> 00:05:19.500]  他們各自經歷了耶化是怎樣的神
[00:05:19.500 --> 00:05:23.500]  所以他們就用詩歌來歌頌神
[00:05:23.500 --> 00:05:28.500]  在讚美的當中反映了他們與神的關係
[00:05:28.500 --> 00:05:32.500]  不但是他們跟個人跟神的關係
[00:05:32.500 --> 00:05:36.500]  還包括神和他們列祖的關係
[00:05:36.500 --> 00:05:38.500]  神是他們個人的神
[00:05:38.500 --> 00:05:40.500]  也是他們列祖的神
[00:05:40.500 --> 00:05:42.500]  經文裏面呢
[00:05:42.500 --> 00:05:44.500]  還有兩個我要
[00:05:44.500 --> 00:05:46.500]  那他用的是一個命令詩
[00:05:46.500 --> 00:05:51.500]  表示他們個人立定心志來向神歌唱
[00:05:51.500 --> 00:05:55.500]  他們經歷的這位神是那麼的美好
[00:05:55.500 --> 00:05:58.500]  所以他們決心要歌頌神
[00:05:58.500 --> 00:06:01.500]  這裏也有兩個動詞
[00:06:01.500 --> 00:06:02.500]  一個是讚美
[00:06:02.500 --> 00:06:06.500]  那讚美表達的是外在的一個表現
[00:06:06.500 --> 00:06:07.500]  而尊崇呢
[00:06:07.500 --> 00:06:11.500]  卻是反映他們內心對神的態度
[00:06:11.500 --> 00:06:14.500]  可以說以色列人
[00:06:14.500 --> 00:06:18.500]  他們的這個心智很值得我們去學習
[00:06:18.500 --> 00:06:19.500]  第二點
[00:06:19.500 --> 00:06:24.500]  他們歌頌的內容是神的作爲和權能
[00:06:24.500 --> 00:06:27.500]  這一點包括了三個方面
[00:06:27.500 --> 00:06:28.500]  一方面
[00:06:28.500 --> 00:06:32.500]  他們稱讚的是耶和華是戰士
[00:06:32.500 --> 00:06:38.500]  那在川崎記的14章裏面就提到摩西
[00:06:38.500 --> 00:06:43.500]  對那些的以色列人說耶和華必爲你們征戰
[00:06:43.500 --> 00:06:46.500]  所以他們說耶和華是個戰士
[00:06:46.500 --> 00:06:51.500]  是爲他們征戰的神
[00:06:51.500 --> 00:06:56.500]  第二個方面就是在過紅海
[00:06:56.500 --> 00:06:59.500]  這個事情上顯出神的大能
[00:06:59.500 --> 00:07:06.500]  如果大家回到川崎記的14章19到28節裏面就很詳細了
[00:07:06.500 --> 00:07:09.500]  描述了他們出紅海的那一幕
[00:07:09.500 --> 00:07:12.500]  在這裏他們讚美神
[00:07:12.500 --> 00:07:13.500]  爲什麼呢
[00:07:13.500 --> 00:07:18.500]  因爲以色列人可以在紅海里面走甘地
[00:07:18.500 --> 00:07:23.500]  因爲神的手透過摩西來顯明他的大能
[00:07:23.500 --> 00:07:24.500]  摩西向海伸手
[00:07:24.500 --> 00:07:29.500]  耶和華就用很強的東風一夜之間使海水退去
[00:07:29.500 --> 00:07:34.500]  他們就可以走甘地走過去
[00:07:34.500 --> 00:07:36.500]  當耶和華對摩西說
[00:07:36.500 --> 00:07:38.500]  你要向海伸手
[00:07:38.500 --> 00:07:42.500]  使水迴流到埃及人身上的時候
[00:07:42.500 --> 00:07:43.500]  摩西一這樣做
[00:07:43.500 --> 00:07:50.500]  那個海水就重新回來把所有的那個埃及人的軍隊都淹沒在水裏
[00:07:50.500 --> 00:07:57.500]  所以這是爲什麼他們要稱讚讚美神這個大能
[00:07:57.500 --> 00:08:06.500]  第三方面就是他們要歌頌神帶領以色列人進入迦南地
[00:08:06.500 --> 00:08:18.500]  在13到16節裏面就提到耶和華帶領他們進入迦南美地
[00:08:18.500 --> 00:08:24.500]  其實這首摩西之歌也預言到將來在迦南地的時候
[00:08:24.500 --> 00:08:32.500]  外邦各族的人看到這些以色列人的時候金黃震顫的情景
[00:08:32.500 --> 00:08:35.500]  因爲他們是被神的大能震懾
[00:08:35.500 --> 00:08:44.500]  在約書亞記的二章9到11節就記載了耶利哥的一個妓女拉何
[00:08:44.500 --> 00:08:51.500]  他對兩個去窺探耶利哥的以色列的探子說的一段話
[00:08:51.500 --> 00:08:53.500]  那他對他們怎麼說呢
[00:08:53.500 --> 00:08:57.500]  他說我知道耶和華已經把這地賜給你們了
[00:08:57.500 --> 00:08:59.500]  你們使我們十分害怕
[00:08:59.500 --> 00:09:03.500]  這裏所有的居民都在你們面前膽戰心驚
[00:09:03.500 --> 00:09:06.500]  因爲我們聽見你們從埃及出來的時候
[00:09:06.500 --> 00:09:11.500]  耶和華怎樣使紅海的水在你們面前幹了
[00:09:11.500 --> 00:09:17.500]  以及你們怎樣對待約旦和東亞摩利人的兩個王西紅和鄂
[00:09:17.500 --> 00:09:19.500]  把他們完全消滅
[00:09:19.500 --> 00:09:22.500]  我們聽見了就都心裏驚怕
[00:09:22.500 --> 00:09:25.500]  沒有一人再有勇氣在你們面前站立
[00:09:25.500 --> 00:09:31.500]  因爲耶和華你們的神是天上也是地上的神
[00:09:31.500 --> 00:09:33.500]  對以色列人來說
[00:09:33.500 --> 00:09:38.500]  神在海中的拯救和自加南地給他們了
[00:09:38.500 --> 00:09:40.500]  兩者是不能分割的
[00:09:40.500 --> 00:09:43.500]  因爲兩者都涉及到神的救贖
[00:09:43.500 --> 00:09:48.500]  還有揀選以色列人做他的子民
[00:09:48.500 --> 00:09:54.500]  在17節裏面就提到耶和華要把以色列人領進去
[00:09:54.500 --> 00:09:57.500]  栽種在他產業的山上
[00:09:57.500 --> 00:10:01.500]  就是在他所建立的聖所上
[00:10:01.500 --> 00:10:07.500]  17節這節的經文其實是指到將來會幕的建造
[00:10:07.500 --> 00:10:12.500]  也指向神要使以色列人成爲新的國度
[00:10:12.500 --> 00:10:14.500]  成爲萬國的祝福
[00:10:14.500 --> 00:10:21.500]  將來真正的以色列人就不是指血緣上的那些以色列的民族
[00:10:21.500 --> 00:10:25.500]  乃是指每一個相信耶穌的人
[00:10:25.500 --> 00:10:31.500]  他們將來要永遠的來敬拜侍奉神
[00:10:31.500 --> 00:10:33.500]  第三個方面
[00:10:33.500 --> 00:10:38.500]  他們歌頌的內容是關於神超然的地位和屬性
[00:10:38.500 --> 00:10:41.500]  神的地位包括兩個方面
[00:10:41.500 --> 00:10:46.500]  一個就是說耶和華在萬神之上
[00:10:46.500 --> 00:10:52.500]  第二點是提到耶和華他永遠統治的王權
[00:10:52.500 --> 00:10:56.500]  第三點就是關於屬性的
[00:10:56.500 --> 00:11:00.500]  這是關於耶和華的權能
[00:11:00.500 --> 00:11:04.500]  另外一點是關於耶和華的慈愛
[00:11:04.500 --> 00:11:07.500]  那這個講到耶和華的慈愛
[00:11:07.500 --> 00:11:08.500]  這慈愛這個字呢
[00:11:08.500 --> 00:11:12.500]  在希伯來文是這個字
[00:11:12.500 --> 00:11:13.500]  他的意思呢
[00:11:13.500 --> 00:11:20.500]  是指一種由特別的關係產生的出來的一種忠誠
[00:11:20.500 --> 00:11:25.500]  這裏指的是神與他的子民那種利約的關係
[00:11:25.500 --> 00:11:28.500]  而且是忠心到虔誠的地步
[00:11:28.500 --> 00:11:32.500]  不過我們要注意的是這裏說的那個虔誠
[00:11:32.500 --> 00:11:36.500]  就不是指神的子民向神的虔誠
[00:11:36.500 --> 00:11:39.500]  而是指神向他的子民僞身
[00:11:39.500 --> 00:11:40.500]  大家看到嗎
[00:11:40.500 --> 00:11:45.500]  是反過來神向他的子民來僞身
[00:11:45.500 --> 00:11:48.500]  就是僞身要向他們施恩典
[00:11:48.500 --> 00:11:54.500]  施慈愛是神對他子民一份利約的愛
[00:11:54.500 --> 00:11:57.500]  好了當我們看完這部分重點之後
[00:11:57.500 --> 00:11:59.500]  我們還看到摩西之歌
[00:11:59.500 --> 00:12:04.500]  其實有好幾方面的一個特色
[00:12:04.500 --> 00:12:07.500]  首先他一個很重要的特色
[00:12:07.500 --> 00:12:11.500]  這首詩歌是完全以神爲中心的
[00:12:11.500 --> 00:12:13.500]  摩西和以色列人
[00:12:13.500 --> 00:12:17.500]  他們將救贖之功完全的歸給耶和華
[00:12:17.500 --> 00:12:19.500]  整首的詩歌裏面
[00:12:19.500 --> 00:12:22.500]  如果大家剛纔有數點一下的話
[00:12:22.500 --> 00:12:28.500]  你會發現裏面耶和華的名稱一共出現了11次
[00:12:28.500 --> 00:12:29.500]  其次呢
[00:12:29.500 --> 00:12:32.500]  就是以色列人在這次的救贖當中
[00:12:32.500 --> 00:12:35.500]  他們其實不是神的夥伴
[00:12:35.500 --> 00:12:40.500]  他們連最卑微的微小的角色也沒有擔當
[00:12:40.500 --> 00:12:46.500]  甚至摩西在整首的歌裏面也完全沒有被提到
[00:12:46.500 --> 00:12:56.500]  可以見識神完全獨立的去完成海中的神蹟
[00:12:56.500 --> 00:13:03.500]  所以這首詩歌唯一歌頌的主角只有耶和華神
[00:13:03.500 --> 00:13:05.500]  第二個摩西之歌的特色就是
[00:13:05.500 --> 00:13:09.500]  它包括了個人與羣體的頌讚
[00:13:09.500 --> 00:13:18.500]  那經文的第一第二節是屬於個人的歌頌神得勝的一個感恩的歌
[00:13:18.500 --> 00:13:21.500]  第3到18節
[00:13:21.500 --> 00:13:26.500]  這一大段是團體歌頌神的詩歌
[00:13:26.500 --> 00:13:29.500]  3到12節歌頌神的得勝
[00:13:29.500 --> 00:13:33.500]  13到16節歌頌神的大能
[00:13:33.500 --> 00:13:41.500]  然後17 18兩節是歌頌神永遠作王
[00:13:41.500 --> 00:13:47.500]  第三點摩西之歌建基於紮實的人生經歷
[00:13:47.500 --> 00:13:50.500]  那歷史歷代以來我們都很明白
[00:13:50.500 --> 00:13:54.500]  很多那些最能感人至深的作品
[00:13:54.500 --> 00:13:59.500]  不論是樂曲詩詞或者是文章
[00:13:59.500 --> 00:14:03.500]  也是在人經歷了最艱難最痛苦
[00:14:03.500 --> 00:14:07.500]  或者是受了最艱難的一個磨練之後
[00:14:07.500 --> 00:14:09.500]  創作出來的
[00:14:09.500 --> 00:14:13.500]  比如說我們中國南唐的李後主李玉
[00:14:13.500 --> 00:14:15.500]  他在國破家亡的時候
[00:14:15.500 --> 00:14:22.500]  寫成了於美人這首會記人心的這首詞
[00:14:22.500 --> 00:14:24.500]  我自己也有同樣一個經歷
[00:14:24.500 --> 00:14:28.500]  就是曾經在我自己人生很低點的時候
[00:14:28.500 --> 00:14:31.500]  我後來回到國內來工作
[00:14:31.500 --> 00:14:33.500]  在那幾年的過程裏面
[00:14:33.500 --> 00:14:38.500]  我經歷了很多很多的熬練和很深的經歷上帝
[00:14:38.500 --> 00:14:41.500]  我看到就算是人
[00:14:41.500 --> 00:14:42.500]  我有很多的不好
[00:14:42.500 --> 00:14:45.500]  但是神他沒有放棄我
[00:14:45.500 --> 00:14:49.500]  而且他還願意來繼續來使用我
[00:14:49.500 --> 00:14:51.500]  所以我也忘記了
[00:14:51.500 --> 00:14:55.500]  我是在可能是在2005年的時候
[00:14:55.500 --> 00:14:59.500]  有一次我心裏就想起一些的音樂
[00:14:59.500 --> 00:15:02.500]  我就把那些音我就哼出來
[00:15:02.500 --> 00:15:03.500]  先錄下來
[00:15:03.500 --> 00:15:08.500]  然後很快也有一些的歌詞出現在我腦海裏面
[00:15:08.500 --> 00:15:10.500]  後來我就寫了
[00:15:10.500 --> 00:15:14.500]  把那些的歌詞跟那些音樂配合起來
[00:15:14.500 --> 00:15:18.500]  我就寫了一首詩歌
[00:15:18.500 --> 00:15:20.500]  前幾年有一位的姊妹
[00:15:20.500 --> 00:15:25.500]  她就幫我把這個樂曲彈出來
[00:15:25.500 --> 00:15:31.500]  就是現在大家聽到的那個鋼琴的聲音
[00:15:31.500 --> 00:15:34.500]  這首詩歌叫主愛永不棄
[00:15:34.500 --> 00:15:37.500]  是我很深的經歷上帝
[00:15:37.500 --> 00:15:39.500]  無論我經歷怎樣的光景
[00:15:39.500 --> 00:15:42.500]  原來神的愛一直都沒有放棄
[00:15:42.500 --> 00:15:45.500]  所以這是我個人經歷神之後
[00:15:45.500 --> 00:15:50.500]  一首對神一首感恩的一首詩歌
[00:16:16.500 --> 00:16:17.500]  好
[00:16:17.500 --> 00:16:20.500]  我們聽到這裏哈摩西之歌
[00:16:20.500 --> 00:16:22.500]  其實也是摩西和以色列人
[00:16:22.500 --> 00:16:25.500]  經歷很震撼的過鴻海事件之後
[00:16:25.500 --> 00:16:28.500]  有感而發的一個頌歌
[00:16:28.500 --> 00:16:32.500]  當中也是有血有淚感人至深
[00:16:32.500 --> 00:16:34.500]  第四點摩西之歌的特色
[00:16:34.500 --> 00:16:37.500]  就是他預表了耶穌基督的救恩
[00:16:37.500 --> 00:16:38.500]  這首詩歌
[00:16:38.500 --> 00:16:42.500]  他表達了對神救恩的頌揚
[00:16:42.500 --> 00:16:45.500]  他還有預言的性質
[00:16:45.500 --> 00:16:49.500]  這首的摩西之歌將來要和高揚之歌
[00:16:49.500 --> 00:16:54.500]  一同在最後審判的時候被勝利者來高唱
[00:16:54.500 --> 00:16:58.500]  那我們看一下在啓示錄就有這段的經文
[00:16:58.500 --> 00:17:04.500]  他就記載了在幕後的時間將來在天上
[00:17:04.500 --> 00:17:10.500]  有人會唱神僕人摩西的歌和高揚的歌
[00:17:10.500 --> 00:17:13.500]  經文裏面摩西之歌和高揚的歌
[00:17:13.500 --> 00:17:15.500]  聽起來好像是兩首歌
[00:17:15.500 --> 00:17:17.500]  對嗎
[00:17:17.500 --> 00:17:20.500]  可是實際上只有一首歌
[00:17:20.500 --> 00:17:23.500]  因爲聖經從來沒有再提過
[00:17:23.500 --> 00:17:27.500]  也沒有出現過摩高揚的歌
[00:17:27.500 --> 00:17:32.500]  所以這裏最好的那個翻譯是指摩西的歌
[00:17:32.500 --> 00:17:36.500]  神僕人摩西的歌就是高揚的歌
[00:17:36.500 --> 00:17:41.500]  高揚的歌的內容主要是讚美高揚讚美耶穌
[00:17:41.500 --> 00:17:44.500]  因爲他成就了偉大的救贖
[00:17:44.500 --> 00:17:46.500]  他是配受讚美的
[00:17:46.500 --> 00:17:49.500]  而摩西之歌這首詩歌呢
[00:17:49.500 --> 00:17:52.500]  摩西送讚的內容是上帝
[00:17:52.500 --> 00:17:58.500]  他稱頌上帝對惡人的刑罰和對他百姓的救贖的恩典
[00:17:58.500 --> 00:18:02.500]  都跟這首歌的內容非常的相似
[00:18:02.500 --> 00:18:08.500]  所以現在將讚美轉移到高揚的身上是完全適合
[00:18:08.500 --> 00:18:12.500]  所以摩西的歌就是高揚的歌
[00:18:12.500 --> 00:18:13.500]  好了
[00:18:13.500 --> 00:18:17.500]  現在讓我們有一些反思學習的時間
[00:18:17.500 --> 00:18:19.500]  第一點我們可以反思的是
[00:18:19.500 --> 00:18:23.500]  就是我們每一個禮拜崇拜的心態
[00:18:23.500 --> 00:18:25.500]  我們是以神爲中心
[00:18:25.500 --> 00:18:27.500]  還是以自己爲中心呢
[00:18:27.500 --> 00:18:29.500]  有時候聽到一些人說
[00:18:29.500 --> 00:18:29.500]  哎呦
[00:18:29.500 --> 00:18:30.500]  我今天心情不好
[00:18:30.500 --> 00:18:32.500]  所以我沒有心情敬拜
[00:18:32.500 --> 00:18:33.500]  有的就說
[00:18:33.500 --> 00:18:33.500]  哎
[00:18:33.500 --> 00:18:37.500]  你今天選的詩歌不對我的口味
[00:18:37.500 --> 00:18:39.500]  所以我沒有心情唱
[00:18:39.500 --> 00:18:42.500]  或者是領事的你領的不好
[00:18:42.500 --> 00:18:45.500]  所以影響我歌頌的心態
[00:18:45.500 --> 00:18:48.500]  那其實這些都不對哈
[00:18:48.500 --> 00:18:53.500]  因爲我們敬拜的對象是神
[00:18:53.500 --> 00:18:55.500]  我們每一位就是演員
[00:18:55.500 --> 00:18:58.500]  上帝是唯一的觀衆
[00:18:58.500 --> 00:19:00.500]  領事的弟兄姊妹
[00:19:00.500 --> 00:19:02.500]  他要做好的準備
[00:19:02.500 --> 00:19:05.500]  他要向神負責任
[00:19:05.500 --> 00:19:07.500]  可是他不是
[00:19:07.500 --> 00:19:12.500]  當然我想我們每一位領事的也是向你們負責任
[00:19:12.500 --> 00:19:13.500]  我們儘量做好
[00:19:13.500 --> 00:19:16.500]  但是最重要的我們是向神來交漲
[00:19:16.500 --> 00:19:18.500]  所以不管怎樣
[00:19:18.500 --> 00:19:20.500]  我們每一個參與敬拜的人
[00:19:20.500 --> 00:19:23.500]  我們最重要的對準
[00:19:23.500 --> 00:19:25.500]  就是要對準上帝
[00:19:25.500 --> 00:19:27.500]  曾經有一次我也有這樣一個經歷
[00:19:27.500 --> 00:19:32.500]  我也是臨時被邀請來帶一個敬拜
[00:19:32.500 --> 00:19:36.500]  就是在一批內地的牧者當中
[00:19:36.500 --> 00:19:39.500]  我就只有很短的時間來準備
[00:19:39.500 --> 00:19:43.500]  還好有一個師母上臺可以幫忙彈琴
[00:19:43.500 --> 00:19:46.500]  那會更好一點
[00:19:46.500 --> 00:19:48.500]  可是當我們一進入敬拜當中
[00:19:48.500 --> 00:19:52.500]  每一位的人就完完全全的投入在裏面
[00:19:52.500 --> 00:19:55.500]  所以即使我帶的怎麼樣已經完全不是問題
[00:19:55.500 --> 00:19:59.500]  最重要的是我們每一位用心的來敬拜上帝
[00:19:59.500 --> 00:20:04.500]  那纔是最好最好的一個敬拜
[00:20:04.500 --> 00:20:07.500]  第二點我們要敬拜的是個人敬拜的生活
[00:20:07.500 --> 00:20:11.500]  那剛纔摩西之歌也提到我們跟神的關係
[00:20:11.500 --> 00:20:14.500]  那個人敬拜的生活
[00:20:14.500 --> 00:20:16.500]  其實是涉及我們跟神的關係
[00:20:16.500 --> 00:20:20.500]  我們不用向其他的人來交代
[00:20:20.500 --> 00:20:25.500]  但是這個是我們自己跟神個人的事情
[00:20:25.500 --> 00:20:29.500]  我們有沒有每一天騰出時間來親近神呢
[00:20:29.500 --> 00:20:31.500]  我們與神的關係要怎樣呢
[00:20:31.500 --> 00:20:34.500]  這是值得我們去思考的
[00:20:34.500 --> 00:20:39.500]  第三點是我們對師哥的批判
[00:20:39.500 --> 00:20:41.500]  過去有一段時間了
[00:20:41.500 --> 00:20:44.500]  有很多的一些的爭論
[00:20:44.500 --> 00:20:49.500]  就是在傳統聖師和現代師哥之間的
[00:20:49.500 --> 00:20:52.500]  很多人說傳統的師哥比較好
[00:20:52.500 --> 00:20:55.500]  又好聽又歌詞內容又豐富
[00:20:55.500 --> 00:20:58.500]  現在的師哥都是不好聽的
[00:20:58.500 --> 00:21:03.500]  聖經裏面詩篇特別是有很多篇章提到
[00:21:03.500 --> 00:21:06.500]  你們要向耶和唱新歌
[00:21:06.500 --> 00:21:08.500]  那什麼叫新歌呢
[00:21:08.500 --> 00:21:12.500]  是指現代的樂曲嗎
[00:21:12.500 --> 00:21:15.500]  那其實新歌有兩種意思
[00:21:15.500 --> 00:21:18.500]  一種是指爲了特殊的敬拜儀式
[00:21:18.500 --> 00:21:20.500]  譜寫的歌曲
[00:21:20.500 --> 00:21:23.500]  另外一個意思呢
[00:21:23.500 --> 00:21:27.500]  更重要的就是歌唱神的拯救的樂歌
[00:21:27.500 --> 00:21:30.500]  是一種嘗新的經驗
[00:21:30.500 --> 00:21:33.500]  所謂的舊曲新唱
[00:21:33.500 --> 00:21:36.500]  唱出你心底的靈獸
[00:21:36.500 --> 00:21:37.500]  被救贖的人
[00:21:37.500 --> 00:21:39.500]  他唱一首新歌
[00:21:39.500 --> 00:21:41.500]  也就是勝利的歌曲
[00:21:41.500 --> 00:21:45.500]  他怎樣靠着神來經歷一個勝利的人生
[00:21:45.500 --> 00:21:48.500]  就好像摩西和米利安
[00:21:48.500 --> 00:21:50.500]  在目睹神救贖的作爲之後
[00:21:50.500 --> 00:21:54.500]  他們所唱的這些的詩歌
[00:21:54.500 --> 00:21:58.500]  不知道大家認不認識這位姊妹
[00:21:58.500 --> 00:22:00.500]  她是呂小敏姊妹
[00:22:00.500 --> 00:22:03.500]  是江南詩歌的作者
[00:22:03.500 --> 00:22:06.500]  這位姊妹她生長在中國河南省
[00:22:06.500 --> 00:22:08.500]  一個貧困的家庭
[00:22:08.500 --> 00:22:10.500]  她初一都沒有唸完
[00:22:10.500 --> 00:22:12.500]  她就要全職去耕地了
[00:22:12.500 --> 00:22:14.500]  去種地了
[00:22:14.500 --> 00:22:17.500]  她從來沒有受過音樂的訓練
[00:22:17.500 --> 00:22:19.500]  19歲的那一年
[00:22:19.500 --> 00:22:20.500]  有一天的晚上
[00:22:20.500 --> 00:22:26.500]  她突然心裏就想起一段很美的詩歌
[00:22:26.500 --> 00:22:29.500]  所以她就連詞帶曲唱了出來
[00:22:29.500 --> 00:22:31.500]  把她的哥哥都嚇了一跳
[00:22:31.500 --> 00:22:36.500]  因爲她知道她的這個小妹是不會音樂的
[00:22:36.500 --> 00:22:38.500]  連譜也不會寫
[00:22:38.500 --> 00:22:41.500]  所以後來是她的哥哥幫忙
[00:22:41.500 --> 00:22:45.500]  把這個譜記下來拿給大家看
[00:22:45.500 --> 00:22:47.500]  後來還不敢說
[00:22:47.500 --> 00:22:49.500]  這個是她的妹妹寫的
[00:22:49.500 --> 00:22:51.500]  後來他們把這首詩歌
[00:22:51.500 --> 00:22:54.500]  傳給村裏的人一唱
[00:22:54.500 --> 00:22:57.500]  整個村子的人都喜歡上這首詩歌
[00:22:57.500 --> 00:22:59.500]  很快就傳出去了
[00:22:59.500 --> 00:23:00.500]  在1992年
[00:23:00.500 --> 00:23:04.500]  這個姊妹她在聚會當中被捕
[00:23:04.500 --> 00:23:06.500]  然後被拉進監牢
[00:23:06.500 --> 00:23:08.500]  在監牢裏面呢
[00:23:08.500 --> 00:23:11.500]  唱歌繼續的放膽來傳福音
[00:23:11.500 --> 00:23:13.500]  她不光光是自己唱
[00:23:13.500 --> 00:23:15.500]  她也帶同監牢裏面
[00:23:15.500 --> 00:23:19.500]  其他的女犯來唱詩歌
