
[00:00:00.000 --> 00:00:06.960]  這個加拉太書是可以說 我們一直在講
[00:04:48.320 --> 00:04:49.920]  其實我們中國人不太能體會
[00:04:49.920 --> 00:04:52.240]  因為我們中國人不太守法 是不是
[00:04:52.240 --> 00:04:56.320]  但是早期的美國人是比較能夠體會這一點
[00:04:56.320 --> 00:04:59.920]  是不是 是不是 一般來講
[00:04:59.920 --> 00:05:03.280]  雖然現在美國人也不太守法
[00:05:03.280 --> 00:05:05.360]  但是現在都這麼 你了解
[00:05:05.360 --> 00:05:10.160]  猶太人從這樣子的一個看重律法的背景當中成長
[00:05:10.160 --> 00:05:13.360]  所以呢 行律法就是等於得祝福
[00:05:13.360 --> 00:05:16.240]  行律法就是得生命
[00:05:16.240 --> 00:05:18.880]  守律法得神的應許
[00:05:18.880 --> 00:05:21.200]  上帝跟亞伯拉罕所立的約
[00:05:21.200 --> 00:05:23.760]  你遵守我的律法
[00:05:23.760 --> 00:05:26.480]  然後你就成為大國 你就得地為業
[00:05:26.480 --> 00:05:27.760]  你使萬國得福
[00:05:27.760 --> 00:05:30.000]  所以呢 簡單的說
[00:05:30.000 --> 00:05:34.320]  整個舊約裡面告訴我們就是你要去行
[00:05:34.320 --> 00:05:40.960]  你要去做 去做 去做
[00:05:40.960 --> 00:05:44.080]  所以我不曉得我們會不會
[00:05:44.080 --> 00:05:50.640]  我們也是帶著這種的想法觀念
[00:05:50.640 --> 00:05:52.480]  我們是不是也是
[00:05:52.480 --> 00:05:55.760]  其實我們中國文化的背景裡面
[00:05:55.760 --> 00:05:58.960]  也是有這種觀念在裡面
[00:05:58.960 --> 00:06:00.720]  我們從小被教導
[00:06:00.720 --> 00:06:03.200]  要這樣子 要那樣子 有沒有
[00:06:03.200 --> 00:06:05.440]  你要乖 什麼叫乖
[00:06:05.440 --> 00:06:07.280]  好好讀書
[00:06:07.280 --> 00:06:09.600]  所以不好好讀書
[00:06:09.600 --> 00:06:11.920]  天生不喜歡讀書
[00:06:11.920 --> 00:06:15.440]  就喜歡去亂畫
[00:06:15.440 --> 00:06:18.160]  什麼地方看了就畫
[00:06:18.160 --> 00:06:21.040]  什麼都不會 只會畫畫
[00:06:21.040 --> 00:06:25.360]  這叫做沒出息 是不是
[00:06:25.360 --> 00:06:28.320]  所以我們中國人的觀念也是如此
[00:06:28.320 --> 00:06:30.560]  萬般皆下品
[00:06:30.560 --> 00:06:32.400]  唯有讀書高
[00:06:32.400 --> 00:06:35.040]  所以會讀書的孩子就乖
[00:06:35.040 --> 00:06:39.280]  不會讀書的孩子就不乖
[00:06:39.280 --> 00:06:41.040]  有沒有
[00:06:41.040 --> 00:06:44.320]  是不是會讀書的孩子就一定乖
[00:06:44.320 --> 00:06:46.480]  有的說會讀書的孩子
[00:06:46.480 --> 00:06:51.120]  反而腦袋更精明 是吧
[00:06:51.120 --> 00:06:54.160]  表面是如此 背後不如此 是不是
[00:06:54.160 --> 00:06:56.400]  有的說更壞 有沒有
[00:06:56.400 --> 00:06:58.880]  有
[00:06:58.880 --> 00:07:00.240]  現在就是沒
[00:07:00.240 --> 00:07:03.920]  所以我們 所以在這裡
[00:07:03.920 --> 00:07:06.800]  他說凡行律法為本的都是被咒阻的
[00:07:06.800 --> 00:07:07.920]  因為經上記者
[00:07:07.920 --> 00:07:10.400]  凡不藏照律法書上所記
[00:07:10.400 --> 00:07:14.880]  一切知識的訊息的就被咒阻
[00:07:14.880 --> 00:07:16.320]  第二個他在十一節說
[00:07:16.320 --> 00:07:21.600]  沒有一個人靠著律法在神面前稱義
[00:07:21.600 --> 00:07:25.280]  這個觀念是舊約的時候
[00:07:25.280 --> 00:07:28.000]  他們沒有辦法明白的
[00:07:28.000 --> 00:07:31.680]  因為義要謹守遵行神的律法對不對
[00:07:31.680 --> 00:07:34.720]  那怎麼會說沒有遵行
[00:07:34.720 --> 00:07:41.360]  這個不能夠靠著律法在神面前稱義呢
[00:07:41.360 --> 00:07:43.600]  這 doesn't make sense
[00:07:43.600 --> 00:07:46.400]  這個道理從來沒聽過
[00:07:46.400 --> 00:07:49.840]  神真的這樣說嗎
[00:07:49.840 --> 00:07:51.680]  這是猶太教
[00:07:51.680 --> 00:07:54.080]  跟我們今天所信耶穌基督
[00:07:54.080 --> 00:07:56.400]  是不一樣的地方在這裡
[00:07:56.400 --> 00:07:59.760]  猶太人知道今天他不信耶穌基督
[00:07:59.760 --> 00:08:01.360]  所以他不會相信
[00:08:01.360 --> 00:08:04.960]  耶穌基督可以因著耶穌基督的學
[00:08:04.960 --> 00:08:06.960]  我們可以靠著耶穌基督
[00:08:06.960 --> 00:08:10.800]  我們因著相信他就在神的面前稱義
[00:08:10.800 --> 00:08:13.040]  他沒辦法相信
[00:08:13.040 --> 00:08:15.680]  整個真理遲到了馬丁路德
[00:08:15.680 --> 00:08:17.840]  中世紀的時候1517年
[00:08:17.840 --> 00:08:19.120]  馬丁路德改教
[00:08:19.120 --> 00:08:21.440]  才把這個觀念重新恢復
[00:08:21.440 --> 00:08:24.160]  你看到沒有
[00:08:24.160 --> 00:08:29.040]  不可思議
[00:08:29.040 --> 00:08:32.880]  律法所帶來的是行為
[00:08:32.880 --> 00:08:36.000]  告訴我們該做什麼不該做什麼
[00:08:36.000 --> 00:08:38.640]  所以以律法為本的重點
[00:08:38.640 --> 00:08:44.560]  就是在行 do just do
[00:08:44.560 --> 00:08:49.680]  你要去做
[00:08:49.680 --> 00:08:53.440]  其實今天你看我們中國人
[00:08:53.440 --> 00:08:57.680]  我們受到佛教的影響很深
[00:08:57.680 --> 00:08:59.200]  我們可以說是佛教
[00:08:59.200 --> 00:09:02.080]  因為比基督教來中國早
[00:09:02.080 --> 00:09:05.520]  所以佛教在中國的影響相當的深
[00:09:05.520 --> 00:09:08.240]  很多時候我們不知不覺所講的一些話
[00:09:08.240 --> 00:09:13.600]  其實都有佛教的陰影在裡面
[00:09:13.600 --> 00:09:16.560]  但是請問佛教
[00:09:16.560 --> 00:09:19.440]  他們怎麼解決他的救恩的問題
[00:09:19.440 --> 00:09:21.760]  佛教的救恩論是什麼
[00:09:21.760 --> 00:09:24.080]  當然不完全相同
[00:09:24.080 --> 00:09:26.400]  佛教怎麼樣才能夠到西方極樂世界
[00:09:26.400 --> 00:09:30.640]  請告訴我
[00:09:30.640 --> 00:09:34.080]  靠行善是不是
[00:09:34.080 --> 00:09:38.480]  做好事
[00:09:38.480 --> 00:09:43.600]  等一下我們先來看看
[00:09:43.600 --> 00:09:47.360]  我再跟大家講講這個猶太教
[00:09:47.360 --> 00:09:49.840]  這樣子我們可以從聖經的角度
[00:09:49.840 --> 00:09:52.480]  可以來對照我們中國文化
[00:09:52.480 --> 00:09:54.960]  你看正統的猶太教徒
[00:09:54.960 --> 00:09:58.560]  他們照著生命記第六章裡面所說的
[00:09:58.560 --> 00:09:59.760]  生命記告訴什麼
[00:09:59.760 --> 00:10:02.480]  你要盡心盡心愛住你的神對不對
[00:10:02.480 --> 00:10:04.160]  然後講了什麼
[00:10:04.160 --> 00:10:08.800]  你要在你的身上的袋子上面的
[00:10:08.800 --> 00:10:10.800]  還有房屋上面 牆門上面
[00:10:10.800 --> 00:10:14.160]  你通通都要將神的話記在那邊
[00:10:14.160 --> 00:10:19.680]  所以他們把這些東西字面上面的
[00:10:19.680 --> 00:10:22.560]  就把它也照著做了
[00:10:22.560 --> 00:10:25.600]  今天已經二十一世紀了
[00:10:25.600 --> 00:10:27.680]  正統的猶太教徒
[00:10:27.680 --> 00:10:29.360]  你看這些藍的
[00:10:29.360 --> 00:10:33.360]  你一看他的服裝你就知道他是猶太教
[00:10:33.360 --> 00:10:37.280]  不是所有的猶太人都是這樣穿著的
[00:10:37.280 --> 00:10:39.520]  你會發現在以色列裡面
[00:10:39.520 --> 00:10:41.680]  有大概百分之四十的
[00:10:41.680 --> 00:10:46.240]  其實他們是所謂世俗的猶太人
[00:10:46.240 --> 00:10:47.920]  他不會這樣打扮的
[00:10:47.920 --> 00:10:50.320]  你看這樣打扮的就是什麼
[00:10:50.320 --> 00:10:53.840]  就是猶太教的正統派
[00:10:53.840 --> 00:10:55.200]  有沒有
[00:10:55.200 --> 00:10:59.680]  你看看那個圈圈的地方有沒有
[00:10:59.680 --> 00:11:07.680]  然後你看那個拉比在教那個孩子有沒有
[00:11:07.680 --> 00:11:10.480]  頭上戴一個什麼東西
[00:11:10.480 --> 00:11:14.400]  帽子上有什麼
[00:11:14.400 --> 00:11:17.200]  帽子前額這邊有什麼
[00:11:17.200 --> 00:11:18.960]  有沒有看到 黑黑的
[00:11:18.960 --> 00:11:24.000]  有一個叫做金紋盒有沒有
[00:11:24.000 --> 00:11:28.720]  要戴在你的額前 有沒有
[00:11:28.720 --> 00:11:30.720]  繫在你的袋子上面
[00:11:30.720 --> 00:11:36.240]  所以他們就literally就是這樣做
[00:11:36.240 --> 00:11:39.680]  有準備
[00:11:39.680 --> 00:11:45.440]  神的話 聖經上面 咎約裡面是這樣講的
[00:11:45.440 --> 00:11:53.120]  但是請問上帝講這句話的真正的意思是什麼
[00:11:53.120 --> 00:11:55.440]  是什麼
[00:11:55.440 --> 00:12:01.360]  神的話要記在我的心裡面
[00:12:01.360 --> 00:12:03.760]  我們要將基督的道理
[00:12:03.760 --> 00:12:10.000]  豐豐富富的存在心裡
[00:12:10.000 --> 00:12:15.040]  所以你看見照著神的話的外表去行
[00:12:15.040 --> 00:12:17.680]  戴這個金紋盒
[00:12:17.680 --> 00:12:22.000]  身上穿著那些的袋子很長
[00:12:22.000 --> 00:12:25.840]  就把這個金紋放在身上
[00:12:25.840 --> 00:12:27.760]  在他的門框上面
[00:12:27.760 --> 00:12:29.040]  在他的架子裡面
[00:12:29.040 --> 00:12:33.920]  他做這些動作 做這些外面的東西
[00:12:33.920 --> 00:12:37.600]  這是律法
[00:12:37.600 --> 00:12:43.120]  所以這樣子行 這樣子做
[00:12:43.120 --> 00:12:46.720]  是不能夠怎麼樣
[00:12:46.720 --> 00:12:49.600]  不能夠在神的面前誠意的
[00:12:49.600 --> 00:12:52.320]  好 那我們來看看
[00:12:52.320 --> 00:12:55.360]  剛才我們提到佛教
[00:12:55.360 --> 00:12:58.080]  佛教是也很強調行的
[00:12:58.080 --> 00:13:01.600]  基本上你可以看見
[00:13:01.600 --> 00:13:06.640]  佛教不管是哪一宗都很強調修行
[00:13:06.640 --> 00:13:10.000]  那麼佛教的修行是什麼意思呢
[00:13:10.000 --> 00:13:15.520]  它指的就是透過學習實踐佛陀的教法
[00:13:15.520 --> 00:13:18.720]  來淨化心靈 斷除煩惱
[00:13:18.720 --> 00:13:20.880]  最終實現解脫
[00:13:20.880 --> 00:13:23.840]  到達劣盤的過程
[00:13:23.840 --> 00:13:26.480]  什麼叫劣盤
[00:13:26.480 --> 00:13:28.240]  劣盤就是一個
[00:13:28.240 --> 00:13:33.840]  意思就是 是熄滅
[00:13:33.840 --> 00:13:38.160]  它象徵這是一個極盡
[00:13:38.160 --> 00:13:39.440]  象徵這是一個
[00:13:39.440 --> 00:13:43.680]  完全沒有任何的一個煩惱
[00:13:43.680 --> 00:13:46.640]  象徵這是脫離了這些痛苦
[00:13:46.640 --> 00:13:49.360]  象徵著這樣子的一個境界
[00:13:49.360 --> 00:13:55.760]  這是整個佛教所追求的最高的境界叫做劣盤
[00:13:55.760 --> 00:13:58.080]  但怎麼樣追求到劣盤呢
[00:13:58.080 --> 00:14:01.040]  透過修行
[00:14:01.040 --> 00:14:02.960]  好 那哪些修行呢
[00:14:02.960 --> 00:14:04.400]  好 我告訴你
[00:14:04.400 --> 00:14:05.920]  我不是在這樣 對不起 我不是
[00:14:05.920 --> 00:14:07.360]  我讓你知道一下
[00:14:07.360 --> 00:14:09.440]  最近有丁鴻子沒跟我分享
[00:14:09.440 --> 00:14:11.600]  就是說他在傳福音說
[00:14:11.600 --> 00:14:15.920]  他說 我們那個鄰居是佛教徒
[00:14:15.920 --> 00:14:19.120]  一講這個句話就覺得很難的意思
[00:14:19.120 --> 00:14:20.720]  丁鴻子我告訴你 一點都不難
[00:14:20.720 --> 00:14:25.440]  跟你旁邊說 一點都不難
[00:14:25.440 --> 00:14:28.000]  你稍微把我今天講的記一下就好了
[00:14:28.000 --> 00:14:32.800]  我如果忘了話 回頭再看YouTube
[00:14:32.800 --> 00:14:36.320]  修行的方法有六個
[00:14:36.320 --> 00:14:40.080]  第一個 佈施
[00:14:40.080 --> 00:14:43.280]  捐錢或者是這些幫助人
[00:14:43.280 --> 00:14:47.680]  第二個 持戒 遵守戒律
[00:14:47.680 --> 00:14:51.120]  第三個 禪修 打坐禪修
[00:14:51.120 --> 00:14:54.000]  第四個 煉佛
[00:14:54.000 --> 00:14:55.200]  那麼就是煉佛
[00:14:55.200 --> 00:14:58.400]  所以你看他什麼 攔吳 打打打
[00:14:58.400 --> 00:15:00.640]  就是在煉佛
[00:15:00.640 --> 00:15:02.400]  好 再過來了
[00:15:02.400 --> 00:15:05.840]  還有呢 拜佛
[00:15:05.840 --> 00:15:08.880]  通過對佛的拜 懺悔業障
[00:15:08.880 --> 00:15:11.920]  業障就是我們今天相當於我們今天所說的罪
[00:15:11.920 --> 00:15:14.400]  他懺悔這個業障
[00:15:14.400 --> 00:15:16.480]  第六個 讀經
[00:15:16.480 --> 00:15:19.600]  你看 有沒有
[00:15:19.600 --> 00:15:21.200]  讀經 讀他們經
[00:15:21.200 --> 00:15:22.880]  讀他們的一些佛經
[00:15:22.880 --> 00:15:25.200]  讀這些經就可以幫助你
[00:15:25.200 --> 00:15:29.200]  你能夠達到這個經 要通過這六個
[00:15:29.200 --> 00:15:32.080]  所以你如果問一個佛教徒
[00:15:32.080 --> 00:15:35.280]  你達到這個進步了嗎
[00:15:35.280 --> 00:15:41.440]  沒有一個人很肯定的告訴你達到
[00:15:41.440 --> 00:15:46.000]  為什麼
[00:15:46.000 --> 00:15:48.000]  為什麼
[00:15:48.000 --> 00:15:50.000]  修行的觀念是什麼
[00:15:50.000 --> 00:15:52.320]  因為我有很多的罪孽
[00:15:52.320 --> 00:15:53.360]  是不是
[00:15:53.360 --> 00:15:55.600]  我凡是我思想裡面 動作上面
[00:15:55.600 --> 00:15:58.800]  我今天 哎呀 不小心糟糕
[00:15:58.800 --> 00:16:00.960]  哎呀 剛才晚上坐
[00:16:00.960 --> 00:16:02.320]  昨天晚上睡覺的時候
[00:16:02.320 --> 00:16:08.800]  怎麼摸了一些不該摸的東西
[00:16:08.800 --> 00:16:11.280]  怎麼辦
[00:16:11.280 --> 00:16:14.000]  怎麼辦
[00:16:14.000 --> 00:16:16.000]  要修行
[00:16:16.000 --> 00:16:17.920]  要除去這個業障
[00:16:17.920 --> 00:16:19.840]  所以要去做好事
[00:16:19.840 --> 00:16:23.280]  所以要去讀經
[00:16:23.280 --> 00:16:24.160]  念佛經
[00:16:24.160 --> 00:16:25.440]  念法號
[00:16:25.440 --> 00:16:26.480]  念這個東西
[00:16:26.480 --> 00:16:28.560]  等等這些 做這一切的東西
[00:16:28.560 --> 00:16:32.320]  我請問你 誰規定的
[00:16:32.320 --> 00:16:34.000]  誰規定的
[00:16:34.000 --> 00:16:36.400]  標準在哪裡
[00:16:36.400 --> 00:16:38.880]  你會發現各家說法不同
[00:16:38.880 --> 00:16:40.960]  標準不一
[00:16:40.960 --> 00:16:42.880]  沒有人知道那個標準是什麼
[00:16:42.880 --> 00:16:46.160]  因為連佛 佛祖 佛陀
[00:16:46.160 --> 00:16:47.840]  他本身也不過是人
[00:16:47.840 --> 00:16:49.840]  你懂這意思嗎
[00:16:49.840 --> 00:16:54.560]  真正的佛教是沒有神這個觀念的
[00:16:54.560 --> 00:16:58.240]  所以當他說我這樣這樣做的時候
[00:16:58.240 --> 00:17:00.640]  我請問誰說的
[00:17:00.640 --> 00:17:01.440]  你推到最後
[00:17:01.440 --> 00:17:04.160]  可能是什麼什麼佛陀曾經說過
[00:17:04.160 --> 00:17:05.680]  或者是誰誰誰誰
[00:17:05.680 --> 00:17:07.280]  很早很早以前的
[00:17:07.280 --> 00:17:11.040]  哪一個這個大師曾經說過
[00:17:11.040 --> 00:17:13.440]  但是
[00:17:13.440 --> 00:17:16.480]  它不是一個絕對的真理
[00:17:16.480 --> 00:17:18.720]  因此
[00:17:18.720 --> 00:17:21.760]  這個
[00:17:21.760 --> 00:17:24.640]  最近我想大家看報紙都知道
[00:17:24.640 --> 00:17:25.840]  是不是
[00:17:25.840 --> 00:17:28.400]  少林寺的主祠
[00:17:28.400 --> 00:17:31.920]  是永信
[00:17:31.920 --> 00:17:38.080]  真的是我們再也不能相信他
[00:17:38.080 --> 00:17:40.160]  他呢
[00:17:40.160 --> 00:17:42.800]  那個細節你們都看報紙我也不用講了
[00:17:42.800 --> 00:17:44.800]  但是我要講一件事情就是說
[00:17:44.800 --> 00:17:50.160]  其實不是只有他
[00:17:50.160 --> 00:17:51.920]  他可以把頭髮剃掉
[00:17:51.920 --> 00:17:53.120]  他可以穿嫁紗
[00:17:53.120 --> 00:17:55.120]  他可以打扮得像出家人
[00:17:55.120 --> 00:17:59.040]  但是他所做的一切的事情
[00:17:59.040 --> 00:18:01.280]  跟沒有出家的人
[00:18:01.280 --> 00:18:04.000]  比甚至比沒有出家的人更糟糕
[00:18:04.000 --> 00:18:07.760]  你懂我意思嗎
[00:18:07.760 --> 00:18:10.400]  所以所謂的積業
[00:18:10.400 --> 00:18:12.480]  所謂的慮
[00:18:12.480 --> 00:18:16.640]  這些都不能夠帶給我們救恩
[00:18:16.640 --> 00:18:17.760]  這些東西
[00:18:17.760 --> 00:18:20.320]  也不能夠真正的改變一個人
[00:18:20.320 --> 00:18:21.600]  靠著守慮法
[00:18:21.600 --> 00:18:25.840]  不能夠改變你的生命的
[00:18:25.840 --> 00:18:27.760]  另外一個人
[00:18:27.760 --> 00:18:38.320]  這個人大家更熟悉了
[00:18:38.320 --> 00:18:39.520]  我不知道你看這個照片
[00:18:39.520 --> 00:18:43.600]  你會不會有一個
[00:18:43.600 --> 00:18:47.440]  會不會感覺有點奇怪
[00:18:47.440 --> 00:18:51.600]  出家人是不可以接觸禮社的
[00:18:51.600 --> 00:19:07.600]  你說他們只是貼臉問安
[00:19:07.600 --> 00:19:11.120]  但是台灣有一個
[00:19:11.120 --> 00:19:12.240]  我不知道
[00:19:12.240 --> 00:19:16.000]  如果你在台灣有機會
[00:19:16.000 --> 00:19:21.200]  你坐捷運經過士林站
[00:19:21.200 --> 00:19:24.080]  你就會看到有一個房子上面
[00:19:24.080 --> 00:19:29.760]  有一個很大的康棒
[00:19:29.760 --> 00:19:31.920]  好像電子營燈一樣
[00:19:31.920 --> 00:19:39.760]  他上面常常會講說
[00:19:39.760 --> 00:19:44.560]  藏傳佛教不是佛教
[00:19:44.560 --> 00:19:46.880]  為什麼講這個東西呢
[00:19:46.880 --> 00:19:49.520]  因為一般把喇嘛教
[00:19:49.520 --> 00:19:51.680]  是當作是佛教的
[00:19:51.680 --> 00:19:52.800]  可是你知道嗎
[00:19:52.800 --> 00:19:55.200]  其實佛教裡面
[00:19:55.200 --> 00:19:57.120]  任何一個宗
[00:19:57.120 --> 00:20:00.240]  都是強調要戒慾
[00:20:00.240 --> 00:20:03.520]  有六戒
[00:20:03.520 --> 00:20:04.720]  哪六戒
[00:20:04.720 --> 00:20:06.080]  五戒
[00:20:06.080 --> 00:20:06.880]  不殺身
[00:20:06.880 --> 00:20:07.760]  不偷盜
[00:20:07.760 --> 00:20:08.640]  不邪淫
[00:20:08.640 --> 00:20:09.360]  不妄語
[00:20:09.360 --> 00:20:12.160]  不飲酒
[00:20:12.160 --> 00:20:14.960]  所以佛教他們修行的方式
[00:20:14.960 --> 00:20:16.880]  基本上圍繞著戒
[00:20:16.880 --> 00:20:19.680]  定慧這三個方面
[00:20:19.680 --> 00:20:20.320]  這個戒
[00:20:20.320 --> 00:20:20.960]  這五戒
[00:20:20.960 --> 00:20:22.800]  這個是最基本的
[00:20:22.800 --> 00:20:26.320]  那請問不邪淫
[00:20:26.320 --> 00:20:28.080]  可是在喇嘛教
[00:20:28.080 --> 00:20:30.080]  或者說藏傳佛教裡面
[00:20:30.080 --> 00:20:31.920]  他們在裡面沉浸
[00:20:31.920 --> 00:20:32.720]  他們就是
[00:20:32.720 --> 00:20:34.960]  你可以Google可以查得到
[00:20:34.960 --> 00:20:37.440]  他最高的一個境界
[00:20:37.440 --> 00:20:38.880]  修行的境界
[00:20:38.880 --> 00:20:41.280]  他們叫做雙人雙修
[00:20:41.280 --> 00:20:43.520]  好不好聽
[00:20:43.520 --> 00:20:44.720]  簡單的說
[00:20:44.720 --> 00:20:47.200]  就是跟這些僧侶
[00:20:47.200 --> 00:20:52.000]  跟女信徒發生性關係
[00:20:52.000 --> 00:20:52.720]  那就是這麼
[00:20:52.720 --> 00:20:54.640]  所以台灣這個佛教
[00:20:54.640 --> 00:20:56.400]  他們看的就是在台灣
[00:20:56.400 --> 00:20:58.960]  發生很多起這樣子的事情
[00:20:58.960 --> 00:21:01.840]  只是說被警方把它壓下來
[00:21:01.840 --> 00:21:06.400]  因為達賴喇嘛太有名了
[00:21:06.400 --> 00:21:07.760]  親愛的同志們
[00:21:07.760 --> 00:21:09.520]  我講這些
[00:21:09.520 --> 00:21:12.320]  我要提的不是要揭人藏靶
[00:21:12.320 --> 00:21:14.880]  我要講的就是說
[00:21:14.880 --> 00:21:17.840]  今天很多時候
[00:21:17.840 --> 00:21:20.800]  我們認為我們信的
[00:21:20.800 --> 00:21:22.400]  這些的教條
[00:21:22.400 --> 00:21:24.640]  是幫助我能夠更好
[00:21:24.640 --> 00:21:25.520]  是不是
[00:21:25.520 --> 00:21:26.720]  常常你會聽到中國人
[00:21:26.720 --> 00:21:27.520]  你跟他傳福音的時候
[00:21:27.520 --> 00:21:28.160]  他會講一句話
[00:21:28.160 --> 00:21:28.560]  他說
[00:21:28.560 --> 00:21:30.880]  哎呀信什麼都好啦
[00:21:30.880 --> 00:21:33.600]  宗教都是勸人怎麼樣
[00:21:33.600 --> 00:21:35.600]  為善
[00:21:35.600 --> 00:21:36.400]  親愛的同志們
[00:21:36.400 --> 00:21:38.960]  如果宗教的目的是勸人為善
[00:21:38.960 --> 00:21:40.960]  如果信耶穌也是如此的話
[00:21:40.960 --> 00:21:42.480]  你我幹嘛要信耶穌
[00:21:42.480 --> 00:21:45.120]  你懂我意思嗎
[00:21:45.120 --> 00:21:46.560]  我覺得信喇嘛教
[00:21:46.560 --> 00:21:50.720]  可能好一點吧
[00:21:50.720 --> 00:21:51.760]  勸都是被
[00:21:51.760 --> 00:21:53.280]  不是的
