
[00:00:00.000 --> 00:00:05.600]  (主席)大家好,當中可能我認識某些人,其他都不認識
[00:06:51.180 --> 00:06:52.180]  自己做事
[00:06:52.180 --> 00:06:53.180]  做一個誠實的自己
[00:06:53.180 --> 00:06:54.180]  你不做誠實的自己
[00:06:54.180 --> 00:06:58.180]  你是很痛苦的
[00:06:58.180 --> 00:06:59.180]  小孩子如果說
[00:06:59.180 --> 00:07:04.180]  我想讀音樂
[00:07:04.180 --> 00:07:05.180]  父母說不行
[00:07:05.180 --> 00:07:07.180]  整個家族都是醫生
[00:07:07.180 --> 00:07:10.180]  你一定要做醫生
[00:07:10.180 --> 00:07:12.180]  那你小孩子很不開心嗎
[00:07:12.180 --> 00:07:14.180]  我只知道再誇張一點
[00:07:14.180 --> 00:07:18.180]  好,我就為你就讀醫科
[00:07:18.180 --> 00:07:20.180]  讀完之後我才去讀音樂
[00:07:20.180 --> 00:07:22.180]  我就是不做醫生
[00:07:22.180 --> 00:07:25.180]  所以你要自己誠實
[00:07:25.180 --> 00:07:27.180]  今天我就說
[00:07:27.180 --> 00:07:28.180]  在誠實的過程裡面
[00:07:28.180 --> 00:07:31.180]  如果你肯承擔自己
[00:07:31.180 --> 00:07:32.180]  我覺得
[00:07:32.180 --> 00:07:33.180]  我想告訴你
[00:07:33.180 --> 00:07:35.180]  祈禱是有效的
[00:07:35.180 --> 00:07:38.180]  我講一些例證出來鼓勵你
[00:07:38.180 --> 00:07:40.180]  今天就可以試行
[00:07:40.180 --> 00:07:45.180]  下一章記載一個耶穌的故事
[00:07:45.180 --> 00:07:46.180]  這裡說
[00:07:46.180 --> 00:07:47.180]  耶穌到了門徒那裡
[00:07:47.180 --> 00:07:50.180]  看見許多人圍著他們
[00:07:50.180 --> 00:07:53.180]  又有文士和他們理論
[00:07:53.180 --> 00:07:55.180]  一些宗教領袖
[00:07:55.180 --> 00:07:57.180]  眾人一見耶穌
[00:07:57.180 --> 00:07:58.180]  都甚唏奇
[00:07:58.180 --> 00:08:00.180]  就跑上去問他的安
[00:08:00.180 --> 00:08:02.180]  耶穌問他們說
[00:08:02.180 --> 00:08:05.180]  你們和他們辯論是什麼呢
[00:08:05.180 --> 00:08:08.180]  辯論就是泰文
[00:08:08.180 --> 00:08:09.180]  吵什麼
[00:08:09.180 --> 00:08:10.180]  爭什麼
[00:08:10.180 --> 00:08:12.180]  騷動什麼
[00:08:12.180 --> 00:08:13.180]  眾人中間有一個人回答說
[00:08:13.180 --> 00:08:14.180]  夫子
[00:08:14.180 --> 00:08:15.180]  就是老師
[00:08:15.180 --> 00:08:16.180]  Sir
[00:08:16.180 --> 00:08:19.180]  我帶了我的兒子到你這裡來
[00:08:19.180 --> 00:08:22.180]  他被啞巴鬼附著
[00:08:22.180 --> 00:08:23.180]  無論在哪裡
[00:08:23.180 --> 00:08:24.180]  鬼捉弄他
[00:08:24.180 --> 00:08:25.180]  把他摔倒
[00:08:25.180 --> 00:08:28.180]  他就口中流沫
[00:08:28.180 --> 00:08:29.180]  咬牙切齒
[00:08:29.180 --> 00:08:30.180]  身體枯乾
[00:08:30.180 --> 00:08:33.180]  我請過你的門徒把鬼趕出來
[00:08:33.180 --> 00:08:34.180]  他們卻是不能
[00:08:34.180 --> 00:08:36.180]  耶穌這麼厲害
[00:08:36.180 --> 00:08:39.180]  又說有學生這麼厲害
[00:08:39.180 --> 00:08:41.180]  誰知道交到你手裡
[00:08:41.180 --> 00:08:43.180]  是不行的
[00:08:43.180 --> 00:08:46.180]  當然這是一個極其困難的個案
[00:08:46.180 --> 00:08:47.180]  他試過醫藥
[00:08:47.180 --> 00:08:49.180]  試過很多的方法
[00:08:49.180 --> 00:08:50.180]  當時如果
[00:08:50.180 --> 00:08:52.180]  我們相信這是第一世紀的
[00:08:52.180 --> 00:08:55.180]  一些巫術等等的東西
[00:08:55.180 --> 00:08:56.180]  或者他都試過
[00:08:56.180 --> 00:08:57.180]  或者咒語
[00:08:57.180 --> 00:08:58.180]  很多都試過
[00:08:58.180 --> 00:08:59.180]  都不行
[00:08:59.180 --> 00:09:00.180]  有錢都不行
[00:09:00.180 --> 00:09:02.180]  沒錢就更加不行
[00:09:02.180 --> 00:09:04.180]  耶穌說
[00:09:04.180 --> 00:09:05.180]  不信的世代
[00:09:05.180 --> 00:09:08.180]  我在你們這裡要到什麼時候呢
[00:09:08.180 --> 00:09:10.180]  我忍耐你們要到什麼時候呢
[00:09:10.180 --> 00:09:12.180]  把他帶到我這裡來吧
[00:09:12.180 --> 00:09:14.180]  他們就帶了他來
[00:09:14.180 --> 00:09:16.180]  他一見耶穌
[00:09:16.180 --> 00:09:18.180]  鬼便叫他重重抽風
[00:09:18.180 --> 00:09:19.180]  倒在地上
[00:09:19.180 --> 00:09:20.180]  翻來覆去
[00:09:20.180 --> 00:09:22.180]  口中流沫
[00:09:22.180 --> 00:09:24.180]  還有一點
[00:09:24.180 --> 00:09:28.180]  耶穌就問這個案子是什麼
[00:09:28.180 --> 00:09:30.180]  耶穌問他父親說
[00:09:30.180 --> 00:09:33.180]  他得這病有多少日子呢
[00:09:33.180 --> 00:09:34.180]  回答說
[00:09:34.180 --> 00:09:36.180]  從小的時候
[00:09:36.180 --> 00:09:39.180]  鬼類似把他雕在火裡水裡
[00:09:39.180 --> 00:09:40.180]  要滅他
[00:09:40.180 --> 00:09:41.180]  就是要害死他
[00:09:41.180 --> 00:09:42.180]  要不燒死他
[00:09:42.180 --> 00:09:43.180]  淹死他
[00:09:43.180 --> 00:09:44.180]  你若能
[00:09:44.180 --> 00:09:46.180]  求你憐憫我們
[00:09:46.180 --> 00:09:48.180]  幫助我們
[00:09:48.180 --> 00:09:49.180]  耶穌對他說
[00:09:49.180 --> 00:09:51.180]  你若能信
[00:09:51.180 --> 00:09:53.180]  不是我若能做多少事
[00:09:53.180 --> 00:09:55.180]  你若能信
[00:09:55.180 --> 00:09:56.180]  在信的人
[00:09:56.180 --> 00:09:58.180]  凡事都能
[00:09:58.180 --> 00:10:00.180]  孩子的父親立時喊著說
[00:10:00.180 --> 00:10:01.180]  我信
[00:10:01.180 --> 00:10:02.180]  但我信不足
[00:10:02.180 --> 00:10:03.180]  求主幫助
[00:10:03.180 --> 00:10:05.180]  耶穌看見眾人都跑上來
[00:10:05.180 --> 00:10:06.180]  就斥責那污鬼說
[00:10:06.180 --> 00:10:09.180]  你這聾啞的鬼
[00:10:09.180 --> 00:10:12.180]  我吩咐你從他裡頭出來
[00:10:12.180 --> 00:10:14.180]  再不要進去
[00:10:14.180 --> 00:10:16.180]  那鬼喊叫
[00:10:16.180 --> 00:10:19.180]  使孩子大大地抽了一陣風
[00:10:19.180 --> 00:10:20.180]  就出來了
[00:10:20.180 --> 00:10:22.180]  孩子好像死了一半
[00:10:22.180 --> 00:10:24.180]  以至眾人多半說他是死了
[00:10:24.180 --> 00:10:25.180]  但耶穌拉著他的手
[00:10:25.180 --> 00:10:26.180]  拉他起來
[00:10:26.180 --> 00:10:28.180]  他就站起來
[00:10:28.180 --> 00:10:29.180]  耶穌進了屋子
[00:10:29.180 --> 00:10:30.180]  就暗暗地
[00:10:30.180 --> 00:10:32.180]  門徒就暗暗地問他說
[00:10:32.180 --> 00:10:35.180]  我們為什麼不能趕出他去呢
[00:10:35.180 --> 00:10:36.180]  耶穌說非用禱告
[00:10:36.180 --> 00:10:37.180]  這一類的鬼
[00:10:37.180 --> 00:10:39.180]  總不能出來
[00:10:39.180 --> 00:10:43.180]  我先帶大家看看
[00:10:43.180 --> 00:10:47.180]  這個年輕小孩子的狀況是什麼呢
[00:10:47.180 --> 00:10:49.180]  再簡單地說
[00:10:49.180 --> 00:10:50.180]  他就是鬼上身
[00:10:50.180 --> 00:10:51.180]  鬼父
[00:10:51.180 --> 00:10:53.180]  鬼上身就太過通俗了
[00:10:53.180 --> 00:10:54.180]  鬼父就是
[00:10:54.180 --> 00:10:55.180]  他失控到一個地步
[00:10:55.180 --> 00:10:58.180]  他沒辦法管理自己
[00:10:58.180 --> 00:11:01.180]  從小就被那隻鬼
[00:11:01.180 --> 00:11:03.180]  扔他下水
[00:11:03.180 --> 00:11:04.180]  扔他下火
[00:11:04.180 --> 00:11:05.180]  使他聾
[00:11:05.180 --> 00:11:06.180]  使他啞
[00:11:06.180 --> 00:11:08.180]  使他很痛苦
[00:11:08.180 --> 00:11:09.180]  完全失控
[00:11:09.180 --> 00:11:11.180]  沒有人能夠控制他
[00:11:11.180 --> 00:11:13.180]  也沒有什麼人生的出路
[00:11:13.180 --> 00:11:15.180]  樣子又不好
[00:11:15.180 --> 00:11:16.180]  又流口水
[00:11:16.180 --> 00:11:17.180]  咬牙切齒
[00:11:17.180 --> 00:11:19.180]  健康一定不好
[00:11:19.180 --> 00:11:21.180]  身體枯乾
[00:11:21.180 --> 00:11:24.180]  這樣的失控是一個非常極端
[00:11:24.180 --> 00:11:25.180]  你說
[00:11:25.180 --> 00:11:26.180]  第一
[00:11:26.180 --> 00:11:28.180]  哪裡有鬼啊
[00:11:28.180 --> 00:11:29.180]  你說鬼
[00:11:29.180 --> 00:11:31.180]  你是嚇鬼嗎
[00:11:31.180 --> 00:11:33.180]  我有一次
[00:11:33.180 --> 00:11:34.180]  在美國的時候
[00:11:34.180 --> 00:11:38.180]  跟一個辦公室
[00:11:38.180 --> 00:11:40.180]  白領的人聊天
[00:11:40.180 --> 00:11:42.180]  他找我要去祈禱
[00:11:42.180 --> 00:11:44.180]  他就說我有鬼上身
[00:11:44.180 --> 00:11:47.180]  我說你怎麼知道有鬼上身
[00:11:47.180 --> 00:11:49.180]  從那裡而來
[00:11:49.180 --> 00:11:50.180]  無端端
[00:11:50.180 --> 00:11:51.180]  我不相信無端端撞鬼
[00:11:51.180 --> 00:11:53.180]  我相信神有恩典給我們
[00:11:53.180 --> 00:11:55.180]  不會隨便被鬼嚇我們
[00:11:55.180 --> 00:11:57.180]  或者控制了我們
[00:11:57.180 --> 00:11:58.180]  有程度不同
[00:11:58.180 --> 00:12:01.180]  剛剛讀的就是最極端的程度
[00:12:01.180 --> 00:12:03.180]  但有時候不是很極端
[00:12:03.180 --> 00:12:04.180]  但還是在控制
[00:12:04.180 --> 00:12:06.180]  他說我起初在辦公室
[00:12:06.180 --> 00:12:09.180]  有些爭取的地方
[00:12:09.180 --> 00:12:10.180]  爭取不到
[00:12:10.180 --> 00:12:13.180]  就有人介紹我
[00:12:13.180 --> 00:12:16.180]  請一個靈界
[00:12:16.180 --> 00:12:17.180]  My name
[00:12:17.180 --> 00:12:18.180]  有名字的
[00:12:18.180 --> 00:12:19.180]  我要說
[00:12:19.180 --> 00:12:20.180]  那個名字是Sylvia
[00:12:20.180 --> 00:12:22.180]  就上我身
[00:12:22.180 --> 00:12:23.180]  幫助我
[00:12:23.180 --> 00:12:25.180]  這是新紀元的做法
[00:12:25.180 --> 00:12:26.180]  有靈有不靈
[00:12:26.180 --> 00:12:27.180]  有真有假
[00:12:27.180 --> 00:12:28.180]  有見有留
[00:12:28.180 --> 00:12:29.180]  那時候是真的
[00:12:29.180 --> 00:12:31.180]  在辦公室
[00:12:31.180 --> 00:12:32.180]  無論是政治
[00:12:32.180 --> 00:12:33.180]  無論是事業
[00:12:33.180 --> 00:12:34.180]  無論是爭取
[00:12:34.180 --> 00:12:36.180]  他都有些成績
[00:12:36.180 --> 00:12:39.180]  但後來就發覺不是很妥
[00:12:39.180 --> 00:12:41.180]  身體一路一路不好
[00:12:41.180 --> 00:12:43.180]  無論怎麼治都治不好
[00:12:43.180 --> 00:12:46.180]  特別是明顯的咳嗽
[00:12:46.180 --> 00:12:47.180]  這麼久都不停
[00:12:47.180 --> 00:12:48.180]  看多少醫生都不停
[00:12:48.180 --> 00:12:50.180]  所以最後就有人介紹
[00:12:50.180 --> 00:12:52.180]  不如你找牧師
[00:12:52.180 --> 00:12:54.180]  他就說這件事給我聽
[00:12:54.180 --> 00:12:56.180]  我說我幫你說
[00:12:56.180 --> 00:12:57.180]  聽完之後
[00:12:57.180 --> 00:12:59.180]  我都不知道是真是假
[00:12:59.180 --> 00:13:01.180]  但每一次祈禱
[00:13:01.180 --> 00:13:03.180]  奉耶穌名
[00:13:03.180 --> 00:13:04.180]  說個Sylvia
[00:13:04.180 --> 00:13:05.180]  My name
[00:13:05.180 --> 00:13:06.180]  出來
[00:13:06.180 --> 00:13:07.180]  他就咳嗽不停
[00:13:07.180 --> 00:13:08.180]  我一閉嘴
[00:13:08.180 --> 00:13:09.180]  不再說他
[00:13:09.180 --> 00:13:11.180]  又沒事
[00:13:11.180 --> 00:13:13.180]  這樣就證明他是鬼婦
[00:13:13.180 --> 00:13:14.180]  我沒辦法證明
[00:13:14.180 --> 00:13:16.180]  不過有足夠的證據
[00:13:16.180 --> 00:13:19.180]  或者大家都覺得是可信的證據
[00:13:19.180 --> 00:13:22.180]  這個Sylvia的靈界
[00:13:22.180 --> 00:13:24.180]  是有些問題對這個人
[00:13:24.180 --> 00:13:27.180]  後來怎麼樣就長話短說
[00:13:27.180 --> 00:13:28.180]  不說了
[00:13:28.180 --> 00:13:29.180]  不過我就說
[00:13:29.180 --> 00:13:31.180]  你說今天沒有鬼的話
[00:13:31.180 --> 00:13:33.180]  因為我們是文明的社會
[00:13:33.180 --> 00:13:34.180]  我不知道你有什麼邏輯
[00:13:34.180 --> 00:13:37.180]  如果有鬼就不是由於你文明不文明
[00:13:37.180 --> 00:13:39.180]  有還是沒有不關你的文明不文明
[00:13:39.180 --> 00:13:44.180]  因為我在中環辦公室辦公
[00:13:44.180 --> 00:13:46.180]  所以沒有鬼
[00:13:46.180 --> 00:13:50.180]  你要自己想想
[00:13:50.180 --> 00:13:54.180]  我講完你都有點笑
[00:13:54.180 --> 00:13:58.180]  赤柱不是有一間Mary House嗎
[00:13:58.180 --> 00:14:00.180]  本來在哪裡
[00:14:00.180 --> 00:14:01.180]  本來在中環
[00:14:01.180 --> 00:14:03.180]  最有名的是什麼
[00:14:03.180 --> 00:14:05.180]  鬼屋
[00:14:05.180 --> 00:14:07.180]  是真是假我不知道
[00:14:07.180 --> 00:14:08.180]  但最少
[00:14:08.180 --> 00:14:10.180]  現在搬到赤柱
[00:14:10.180 --> 00:14:11.180]  你去看看
[00:14:11.180 --> 00:14:13.180]  下面還介紹
[00:14:13.180 --> 00:14:14.180]  賣了報紙
[00:14:14.180 --> 00:14:15.180]  在英國統治之下
[00:14:15.180 --> 00:14:19.180]  都要找些人來打齋超渡等等
[00:14:19.180 --> 00:14:21.180]  不過我只是這樣說
[00:14:21.180 --> 00:14:22.180]  你說中環沒有鬼
[00:14:22.180 --> 00:14:25.180]  連不信耶穌的人都不相信這些
[00:14:25.180 --> 00:14:27.180]  因為中環的緣故
[00:14:27.180 --> 00:14:29.180]  因為辦公室的緣故
[00:14:29.180 --> 00:14:31.180]  不過有沒有鬼都是題外話
[00:14:31.180 --> 00:14:33.180]  我只是說
[00:14:33.180 --> 00:14:34.180]  在這個故事裡面
[00:14:34.180 --> 00:14:36.180]  還有我剛剛講的那件事
[00:14:36.180 --> 00:14:38.180]  靠著耶穌面對
[00:14:38.180 --> 00:14:42.180]  甚至去到極端的靈界的鬼符
[00:14:42.180 --> 00:14:44.180]  都是有功效的
[00:14:44.180 --> 00:14:46.180]  去到失控
[00:14:46.180 --> 00:14:49.180]  以致失控100%之後
[00:14:49.180 --> 00:14:52.180]  100%的幸福被他奪取
[00:14:52.180 --> 00:14:54.180]  這樣耶穌都介入得
[00:14:54.180 --> 00:14:55.180]  這樣的人
[00:14:55.180 --> 00:14:57.180]  耶穌說你有價值
[00:14:57.180 --> 00:14:59.180]  我好想幫你
[00:14:59.180 --> 00:15:02.180]  以致你活一個有意義開心的人生
[00:15:02.180 --> 00:15:03.180]  這個是耶穌
[00:15:03.180 --> 00:15:05.180]  耶穌看人
[00:15:05.180 --> 00:15:06.180]  本身就有價值
[00:15:06.180 --> 00:15:07.180]  所以我說
[00:15:07.180 --> 00:15:09.180]  就算你不信耶穌
[00:15:09.180 --> 00:15:10.180]  你都先看看自己
[00:15:10.180 --> 00:15:12.180]  是有價值的
[00:15:12.180 --> 00:15:13.180]  我要去奮鬥
[00:15:13.180 --> 00:15:16.180]  我要去自己管理自己
[00:15:16.180 --> 00:15:19.180]  我要立志做對的事
[00:15:19.180 --> 00:15:20.180]  說對的事
[00:15:20.180 --> 00:15:22.180]  在這裡耶穌幫了一個
[00:15:22.180 --> 00:15:25.180]  完全人都認為沒有價值的人
[00:15:25.180 --> 00:15:27.180]  完全失控
[00:15:27.180 --> 00:15:29.180]  那麼耶穌怎麼幫他呢
[00:15:29.180 --> 00:15:30.180]  就在這裡
[00:15:30.180 --> 00:15:31.180]  這個父親
[00:15:31.180 --> 00:15:32.180]  這個爸爸
[00:15:32.180 --> 00:15:34.180]  很愛這個小孩子
[00:15:34.180 --> 00:15:35.180]  他說
[00:15:35.180 --> 00:15:37.180]  耶穌你講這麼多
[00:15:37.180 --> 00:15:40.180]  有些門徒都完全不行
[00:15:40.180 --> 00:15:42.180]  那麼耶穌就說
[00:15:42.180 --> 00:15:43.180]  因為他們不信
[00:15:43.180 --> 00:15:45.180]  信心不足
[00:15:45.180 --> 00:15:46.180]  然後就說
[00:15:46.180 --> 00:15:48.180]  他都聽過
[00:15:48.180 --> 00:15:49.180]  又不是很知道
[00:15:49.180 --> 00:15:50.180]  完全對耶穌
[00:15:50.180 --> 00:15:51.180]  對宗教
[00:15:51.180 --> 00:15:53.180]  很渺小的
[00:15:53.180 --> 00:15:55.180]  很模糊的認識
[00:15:55.180 --> 00:15:57.180]  接著說
[00:15:57.180 --> 00:15:59.180]  耶穌如果
[00:15:59.180 --> 00:16:01.180]  如果你可以做什麼
[00:16:01.180 --> 00:16:02.180]  做一點點都可以
[00:16:02.180 --> 00:16:04.180]  你做多少就做多少
[00:16:04.180 --> 00:16:06.180]  你盡量幫我們
[00:16:06.180 --> 00:16:09.180]  耶穌直接答非所問
[00:16:09.180 --> 00:16:10.180]  問題不在乎
[00:16:10.180 --> 00:16:12.180]  我能不能夠願不願意
[00:16:12.180 --> 00:16:15.180]  是你承載多少
[00:16:15.180 --> 00:16:17.180]  你說要我很多
[00:16:17.180 --> 00:16:19.180]  很豐富的祝福
[00:16:19.180 --> 00:16:21.180]  你的碗有多大
[00:16:21.180 --> 00:16:22.180]  你的信心
[00:16:22.180 --> 00:16:24.180]  是你的信的問題
[00:16:24.180 --> 00:16:25.180]  你若能信
[00:16:25.180 --> 00:16:27.180]  不是我可以做多少
[00:16:27.180 --> 00:16:28.180]  你若能信
[00:16:28.180 --> 00:16:31.180]  一定搞得定
[00:16:31.180 --> 00:16:32.180]  耶穌真是
[00:16:32.180 --> 00:16:33.180]  我很大件事
[00:16:33.180 --> 00:16:34.180]  我的兒子真是
[00:16:34.180 --> 00:16:35.180]  完全失控
[00:16:35.180 --> 00:16:36.180]  自小的
[00:16:36.180 --> 00:16:37.180]  這麼多年都是這樣
[00:16:37.180 --> 00:16:38.180]  如果昨天前日
[00:16:38.180 --> 00:16:40.180]  或者剛剛發作第一期
