
[00:00:00.000 --> 00:00:02.480]  多謝 頂姐妹
[00:05:39.920 --> 00:05:42.120]  十點到十一點 等到十點
[00:05:42.120 --> 00:05:44.480]  十一點到十二點 正午了
[00:05:44.480 --> 00:05:47.040]  開始有點肚餓
[00:05:47.040 --> 00:05:48.520]  頭又曬
[00:05:48.520 --> 00:05:51.080]  咦 那個葡萄園的大門又打開了
[00:05:51.080 --> 00:05:54.640]  園主出來又點幾個 都沒有點到你
[00:05:54.640 --> 00:05:57.000]  你心裏面就會驚慌
[00:05:57.000 --> 00:05:58.960]  機會越來越少了
[00:05:58.960 --> 00:06:03.240]  就算現在有人請我 都只有半個銀幣
[00:06:03.240 --> 00:06:07.360]  沒辦法 如果我回家 太太肯定知道我沒有工作
[00:06:07.360 --> 00:06:10.760]  那你唯有等到一點
[00:06:10.760 --> 00:06:14.480]  一點到兩點 兩點到三點
[00:06:14.480 --> 00:06:16.320]  哇 三點鐘
[00:06:16.320 --> 00:06:18.360]  那個葡萄園的大門又打開了
[00:06:18.360 --> 00:06:20.880]  園主又出來請人 都沒有請到你
[00:06:20.880 --> 00:06:22.680]  你差不多絕望
[00:06:22.680 --> 00:06:25.280]  那怎麼辦呢 如果回家呢
[00:06:25.280 --> 00:06:26.960]  就沒有用了 唯有繼續等
[00:06:26.960 --> 00:06:29.320]  我想起二十年前金融風暴
[00:06:29.320 --> 00:06:32.800]  中環置地廣場有一班穿著西裝的
[00:06:32.800 --> 00:06:35.600]  就在一個水池裏面坐著
[00:06:35.600 --> 00:06:37.440]  因爲沒有工作
[00:06:37.440 --> 00:06:42.880]  那些金融業全倒閉了
[00:06:42.880 --> 00:06:45.120]  有些還沒有告訴家人自己沒有工作
[00:06:45.120 --> 00:06:47.200]  很淒涼的這種情況
[00:06:47.200 --> 00:06:51.400]  三點鐘 園主請人都沒有請到你
[00:06:51.400 --> 00:06:52.880]  那你差不多絕望
[00:06:52.880 --> 00:06:55.120]  其實那時候你心裏面的痛苦
[00:06:55.120 --> 00:06:57.440]  是不單止沒有錢的痛苦
[00:06:57.440 --> 00:07:02.480]  而是沒有心靈上那個精神上的痛苦
[00:07:02.480 --> 00:07:05.680]  是沒有人要的痛苦 沒有人要我
[00:07:05.680 --> 00:07:07.240]  我記得我小時候
[00:07:07.240 --> 00:07:11.520]  小時候六零年代那時候就不懂什麼兒童心理學
[00:07:11.520 --> 00:07:13.840]  那些學校球隊選人
[00:07:13.840 --> 00:07:17.480]  分兩隊 那個隊長你選這個我選這個
[00:07:17.480 --> 00:07:19.920]  選到最後那個就是羅錫堅 要不要就不可以
[00:07:19.920 --> 00:07:22.400]  那時候硬硬的 現在都是
[00:07:22.400 --> 00:07:25.040]  就不懂得什麼叫做心靈傷害
[00:07:25.040 --> 00:07:26.800]  或者傷害了都不知道
[00:07:26.800 --> 00:07:31.400]  可能遺下很深的傷痕
[00:07:31.400 --> 00:07:33.600]  或者散了會之後要找個輔導都不知道
[00:07:33.600 --> 00:07:35.000]  那時候是不覺得的
[00:07:35.000 --> 00:07:37.120]  你覺得這種沒有人要的痛苦
[00:07:37.120 --> 00:07:40.560]  其實是很深度的痛苦
[00:07:40.560 --> 00:07:44.280]  那怎麼辦呢 繼續等 等到四點、五點
[00:07:44.280 --> 00:07:46.560]  哇 那個葡萄園的頭門又打開了
[00:07:46.560 --> 00:07:49.040]  只有這個園主請人
[00:07:49.040 --> 00:07:52.680]  他出來說 為什麼你們還坐著 還站著
[00:07:52.680 --> 00:07:54.560]  沒有人要我
[00:07:54.560 --> 00:07:58.120]  你們快點進來 進來葡萄園吧
[00:07:58.120 --> 00:08:02.720]  那麼你就book到進去 價錢、工錢都不講了
[00:08:02.720 --> 00:08:06.760]  我們看看這個園主怎麼跟那些工人講工錢
[00:08:06.760 --> 00:08:11.520]  第一批星期六 即是早上六點鐘去的那批
[00:08:11.520 --> 00:08:15.280]  就怎樣呢 第20章第一到第二節說
[00:08:15.280 --> 00:08:17.600]  天國好讓一個家主清早出去
[00:08:17.600 --> 00:08:20.400]  故請工人到他的葡萄園工作
[00:08:20.400 --> 00:08:24.720]  他說工人講定一天一錢一個銀幣
[00:08:24.720 --> 00:08:26.720]  然後派他到葡萄園去
[00:08:26.720 --> 00:08:28.280]  有沒有講定價錢的?
[00:08:28.280 --> 00:08:30.120]  有的 有工錢的
[00:08:30.120 --> 00:08:34.280]  即是有合約的 有合同的 是不是?
[00:08:34.280 --> 00:08:36.440]  講好了 二口六面
[00:08:36.440 --> 00:08:39.760]  九點鐘進去的那批 有沒有講定工錢的?
[00:08:39.760 --> 00:08:41.600]  有誰說有的 請你舉手
[00:08:41.600 --> 00:08:44.760]  如果你不展示樣子 我看不到你有沒有舉手
[00:08:44.760 --> 00:08:49.600]  第二批在第三到第五節就說
[00:08:49.600 --> 00:08:52.080]  大約九點鐘這個園主又出去
[00:08:52.080 --> 00:08:54.760]  見到還有人閒站在街市上
[00:08:54.760 --> 00:08:57.800]  就對他們說 你們也到葡萄園內壩
[00:08:57.800 --> 00:09:00.160]  我會給你們合理的工錢
[00:09:00.160 --> 00:09:02.040]  這個是不是合同?
[00:09:02.040 --> 00:09:03.360]  這個不是合同來的
[00:09:03.360 --> 00:09:05.320]  你上班的老闆說
[00:09:05.320 --> 00:09:07.480]  Grace你來上班到月底的時候
[00:09:07.480 --> 00:09:09.080]  你值得多少錢他會給你
[00:09:09.080 --> 00:09:10.560]  你會不會上班?有沒有搞錯?
[00:09:10.560 --> 00:09:12.040]  有這樣的東西
[00:09:12.040 --> 00:09:13.120]  這個不是合同
[00:09:13.120 --> 00:09:14.200]  這個是一個應許
[00:09:14.200 --> 00:09:15.480]  一個Promise
[00:09:15.480 --> 00:09:17.560]  不是Contract 是Promise
[00:09:17.560 --> 00:09:21.080]  你要信他的 Promise
[00:09:21.080 --> 00:09:22.760]  到十二點鐘那個是怎樣?
[00:09:22.760 --> 00:09:24.040]  十二點鐘那個呢
[00:09:24.040 --> 00:09:26.400]  亦都是一樣 就是Promise
[00:09:26.400 --> 00:09:28.400]  三點鐘那個也是
[00:09:28.400 --> 00:09:29.760]  五點鐘那個呢
[00:09:29.760 --> 00:09:33.640]  五點鐘那批工人是不是Contract還是Promise?
[00:09:33.640 --> 00:09:36.120]  是合同還是應許?
[00:09:36.120 --> 00:09:38.120]  五點鐘
[00:09:38.120 --> 00:09:42.400]  那個園主說 你們也到葡萄園內壩
[00:09:42.400 --> 00:09:44.680]  沒有應許也沒有合同
[00:09:44.680 --> 00:09:48.720]  你是完全依靠那個園主的憐憫
[00:09:48.720 --> 00:09:53.800]  他不給你都可以的
[00:09:53.800 --> 00:09:59.560]  這個比喻是甚麼意思呢?
[00:09:59.560 --> 00:10:01.560]  那個園主就是上帝
[00:10:01.560 --> 00:10:03.320]  工人就是你和我
[00:10:03.320 --> 00:10:05.520]  或者我們值得問一下自己
[00:10:05.520 --> 00:10:08.120]  究竟你是屬於早上六點鐘的那一班
[00:10:08.120 --> 00:10:11.640]  還是下午五點鐘的那一班?
[00:10:11.640 --> 00:10:15.960]  究竟你想上帝是按合同來代理
[00:10:15.960 --> 00:10:19.240]  還是按恩典來代理?
[00:10:19.240 --> 00:10:22.920]  我自己就是下午五點鐘的那一班
[00:10:22.920 --> 00:10:24.480]  可能你也是
[00:10:24.480 --> 00:10:26.480]  我沒有功勞可言
[00:10:26.480 --> 00:10:29.560]  我只能夠靠上帝的恩典
[00:10:29.560 --> 00:10:33.280]  這個比喻就讓我們認識我們的神
[00:10:33.280 --> 00:10:35.280]  是一位怎樣的神
[00:10:35.280 --> 00:10:36.760]  我們看看上帝的屬性
[00:10:36.760 --> 00:10:40.320]  第一 上帝做事不按公職制度
[00:10:40.320 --> 00:10:42.320]  而是按恩典制度
[00:10:42.320 --> 00:10:43.800]  上帝不看你的功勞
[00:10:43.800 --> 00:10:46.920]  上帝是按祂自己的憐憫來代理
[00:10:46.920 --> 00:10:49.160]  第二 上帝不僅是公平
[00:10:49.160 --> 00:10:51.960]  也是慈悲慷慨
[00:10:51.960 --> 00:10:55.440]  祂跟你說定一錢銀子就是一錢銀子
[00:10:55.440 --> 00:10:58.360]  但是沒有說定祂也會給你一錢銀子
[00:10:58.360 --> 00:11:03.000]  第三 人不能夠靠公職來取悅上帝
[00:11:03.000 --> 00:11:06.560]  第四 上帝愛那些沒有人愛的人
[00:11:06.560 --> 00:11:08.160]  這個故事到現在講完
[00:11:08.160 --> 00:11:09.760]  講到都應該可以講完
[00:11:09.760 --> 00:11:12.720]  哇 很新穎 羅木斯十分鐘就講完了
[00:11:12.720 --> 00:11:14.680]  以後繼續這些很習慣
[00:11:14.680 --> 00:11:16.560]  但是我知道江木斯會罵我的
[00:11:16.560 --> 00:11:18.960]  如果我這樣做
[00:11:18.960 --> 00:11:22.440]  不過江木斯也喜歡講短一點不要太長
[00:11:22.440 --> 00:11:24.520]  其實還有一條尾巴沒講完
[00:11:24.520 --> 00:11:26.200]  就是最後那一句
[00:11:26.200 --> 00:11:28.120]  最後那一句耶穌說什麼呢?
[00:11:28.120 --> 00:11:31.640]  「在後的將要在前 在前的將要在後」
[00:11:31.640 --> 00:11:34.760]  究竟這句話講什麼呢?
[00:11:34.760 --> 00:11:35.800]  你有沒有讀聖經?
[00:11:35.800 --> 00:11:37.880]  這個比喻你讀得多
[00:11:37.880 --> 00:11:40.720]  但是最後那一句怎麼講 怎麼解釋呢?
[00:11:40.720 --> 00:11:42.880]  我今天要講最後那一句
[00:11:42.880 --> 00:11:44.800]  如果我們要明白最後那一句
[00:11:44.800 --> 00:11:46.840]  我們回到第十九章前一章
[00:11:46.840 --> 00:11:48.640]  因為前一章有出現那些句
[00:11:48.640 --> 00:11:51.160]  前一章記載了一個人去找耶穌聊天
[00:11:51.160 --> 00:11:53.000]  聊完天之後耶穌就講了一句
[00:11:53.000 --> 00:11:55.200]  「在前的將要在後 在後的將要在前」
[00:11:55.200 --> 00:11:57.480]  然後到二十章就講這個故事
[00:11:57.480 --> 00:11:59.880]  故事講完之後我們再講多一句
[00:11:59.880 --> 00:12:03.680]  我們回到第十九章究竟發生了什麼事呢?
[00:12:03.680 --> 00:12:07.000]  原來馬太福音十九章第十六至二十二節
[00:12:07.000 --> 00:12:09.080]  就有一個人去找耶穌
[00:12:09.080 --> 00:12:14.640]  他說老師我應該做什麼善事才可以得永生?
[00:12:14.640 --> 00:12:15.920]  耶穌對他說
[00:12:15.920 --> 00:12:19.680]  如果你想進入永生就要遵守誡命
[00:12:19.680 --> 00:12:20.960]  他說什麼是誡命?
[00:12:20.960 --> 00:12:25.160]  耶穌說要不可殺人、不可姦人、不可偷盜、不可作假見證
[00:12:25.160 --> 00:12:27.720]  當孝敬父母 又當愛人如己
[00:12:27.720 --> 00:12:30.440]  這個青年 原來這個人是個青年
[00:12:30.440 --> 00:12:33.160]  他說這一切我都遵守
[00:12:33.160 --> 00:12:35.560]  哇 全部遵守了
[00:12:35.560 --> 00:12:40.760]  還缺少什麼呢?
[00:12:40.760 --> 00:12:46.760]  耶穌說如果你想做完全人 就變賣你所有的分給窮人
[00:12:46.760 --> 00:12:48.760]  你就必有財寶在天上
[00:12:48.760 --> 00:12:51.120]  而且你還要來跟從
[00:12:51.120 --> 00:12:54.640]  這個青年人聽了這些話就悠悠愁愁走了
[00:12:54.640 --> 00:12:57.160]  因為他的財產很多
[00:12:57.160 --> 00:12:58.960]  這個青年人是個什麼人呢?
[00:12:58.960 --> 00:13:00.720]  第一 他是個年輕人
[00:13:00.720 --> 00:13:05.400]  第二《卷聖經》的福音書也有講到他
[00:13:05.400 --> 00:13:06.200]  一個故事
[00:13:06.200 --> 00:13:07.840]  他是個官
[00:13:07.840 --> 00:13:12.880]  他做官 有青春、有權勢
[00:13:12.880 --> 00:13:14.120]  他還有什麼呢?
[00:13:14.120 --> 00:13:16.600]  他還有錢
[00:13:16.600 --> 00:13:20.400]  但是他心裡沒有平安
[00:13:20.400 --> 00:13:22.440]  他覺得自己沒有永生
[00:13:22.440 --> 00:13:23.840]  所以他來找耶穌
[00:13:23.840 --> 00:13:29.640]  跟耶穌說我要做什麼才可以得到永生呢?
[00:13:29.640 --> 00:13:30.920]  換句話說
[00:13:30.920 --> 00:13:34.440]  他要靠自己的功德來進入天堂
[00:13:34.440 --> 00:13:37.200]  他要跟上帝講合同
[00:13:37.200 --> 00:13:40.880]  就好像清早六點鐘那幫工人講合同一樣
[00:13:40.880 --> 00:13:42.160]  既然他想講合同
[00:13:42.160 --> 00:13:43.520]  耶穌就跟他講合同
[00:13:43.520 --> 00:13:45.080]  他說那你遵守誡命吧
[00:13:45.080 --> 00:13:48.360]  你遵守誡命 我給你永生
[00:13:48.360 --> 00:13:51.040]  這個官說我一切都遵守了
[00:13:51.040 --> 00:13:52.360]  還缺少什麼呢?
[00:13:52.360 --> 00:13:55.480]  你記不記得耶穌講的那些誡命是什麼?
[00:13:55.480 --> 00:13:58.720]  他說不可殺人、不可姦人、不可偷渡、不可作假見證
[00:13:58.720 --> 00:14:01.200]  當孝敬、毋惡惡當、猶疑地
[00:14:01.200 --> 00:14:04.280]  這個就是十誡裡面最後的六條
[00:14:04.280 --> 00:14:07.480]  摩西的十誡有兩部分
[00:14:07.480 --> 00:14:10.080]  頭四條是人對上帝的責任
[00:14:10.080 --> 00:14:12.360]  第二部分是人對人的責任
[00:14:12.360 --> 00:14:14.920]  耶穌只講了最後的六條
[00:14:14.920 --> 00:14:18.160]  這個年輕的官說我遵守了
[00:14:18.160 --> 00:14:20.400]  但是他有沒有遵守頭四條呢?
[00:14:20.400 --> 00:14:23.080]  耶穌跟著跟他說
[00:14:23.080 --> 00:14:27.000]  你要變賣所有的被窮人 要跟隨我
[00:14:27.000 --> 00:14:28.720]  耶穌其實講這句話
[00:14:28.720 --> 00:14:32.720]  是讓他知道你沒有遵守頭四條
[00:14:32.720 --> 00:14:38.440]  因為他知道這個年輕的官有很多的錢
[00:14:38.440 --> 00:14:42.560]  他的偶像就是那些錢
[00:14:42.560 --> 00:14:44.400]  他心裡面有個偶像是錢
[00:14:44.400 --> 00:14:46.400]  他愛錢多於愛上帝
[00:14:46.400 --> 00:14:48.880]  所以耶穌基督要他放下那些偶像
[00:14:48.880 --> 00:14:49.800]  你有沒有留意到
[00:14:49.800 --> 00:14:53.840]  耶穌基督從來沒有叫我們去變賣所有的跟隨窮人
[00:14:53.840 --> 00:14:56.080]  這個不是聖經的教訓
[00:14:56.080 --> 00:14:57.880]  聖經教導我們要幫助窮人
[00:14:57.880 --> 00:15:01.800]  但是耶穌從來沒有要我們變賣所有的
[00:15:01.800 --> 00:15:03.360]  你說那個撒該不是嗎?
[00:15:03.360 --> 00:15:04.200]  那個撒該不是
[00:15:04.200 --> 00:15:07.040]  撒該是他自己說我變賣一半
[00:15:07.040 --> 00:15:08.520]  也沒有說全部
[00:15:08.520 --> 00:15:10.360]  而且不是耶穌叫他
[00:15:10.360 --> 00:15:14.240]  其實歷史上很多神祝福的人是很有錢的
[00:15:14.240 --> 00:15:17.800]  譬如約伯有沒有錢?
[00:15:17.800 --> 00:15:19.120]  約伯有很多錢
[00:15:19.120 --> 00:15:21.760]  那些上帝還多加他一倍
[00:15:21.760 --> 00:15:23.600]  阿伯拉罕有沒有錢?
[00:15:23.600 --> 00:15:24.440]  有錢
[00:15:24.440 --> 00:15:25.720]  大衛有沒有錢?
[00:15:25.720 --> 00:15:26.760]  有
[00:15:26.760 --> 00:15:29.800]  所羅門就最多錢的了
[00:15:29.800 --> 00:15:32.960]  所以上帝其實不介意我們有錢的
[00:15:32.960 --> 00:15:34.240]  上帝祝福我們
[00:15:34.240 --> 00:15:36.720]  傳恩有很多都是很有錢的
[00:15:36.720 --> 00:15:37.600]  我猜的
[00:15:37.600 --> 00:15:38.640]  我自己就不是很多
[00:15:38.640 --> 00:15:40.000]  但是你們是多一些的
[00:15:40.000 --> 00:15:44.400]  但是為什麼上帝要這個官變賣呢?
[00:15:44.400 --> 00:15:47.520]  就是當我們愛錢多於愛上帝的時候
[00:15:47.520 --> 00:15:50.560]  上帝就要我們放下這些錢
[00:15:50.560 --> 00:15:53.160]  所以如果你想上帝不拿走你的錢
[00:15:53.160 --> 00:15:54.440]  你就很容易做的
[00:15:54.440 --> 00:15:56.120]  你愛上帝多於愛錢
[00:15:56.120 --> 00:15:57.520]  那上帝就會給你多一些錢
[00:15:57.520 --> 00:16:00.520]  這個就是致富的最奇妙的道理
[00:16:00.520 --> 00:16:02.120]  但是很多傳道人沒有說
[00:16:02.120 --> 00:16:04.760]  理財顧問更加沒有說
[00:16:04.760 --> 00:16:08.680]  好了
[00:16:08.680 --> 00:16:13.040]  我們回到這句經文
[00:16:13.040 --> 00:16:20.360]  我們看到耶穌讓我們知道
[00:16:20.360 --> 00:16:25.320]  其實我們如果靠自己的功勞
[00:16:25.320 --> 00:16:29.600]  來到進天國是很難的
[00:16:29.600 --> 00:16:31.640]  我們要靠上帝的恩典
[00:16:31.640 --> 00:16:33.440]  好像剛才比爾所說
[00:16:33.440 --> 00:16:36.560]  如果我們靠自己的功勞
[00:16:36.560 --> 00:16:38.800]  其實我們最多只有一個錢幣
[00:16:38.800 --> 00:16:40.080]  但是如果靠上帝
[00:16:40.080 --> 00:16:42.640]  祂會將很多的賜給我們
[00:16:42.640 --> 00:16:45.320]  聖誕節過了一個星期
[00:16:45.320 --> 00:16:48.040]  上帝的恩典有多少呢?
[00:16:48.040 --> 00:16:49.280]  「神愛世人
[00:16:49.280 --> 00:16:52.600]  甚至將他們的獨生子賜給他們
[00:16:52.600 --> 00:16:55.600]  叫一切順他的 不致滅亡
[00:16:55.600 --> 00:16:57.080]  反得永生」
[00:16:57.080 --> 00:16:58.920]  因為創天造地的真神
[00:16:58.920 --> 00:17:01.880]  竟然為愛我們的緣故來到這個世界
[00:17:01.880 --> 00:17:03.400]  擴生在馬槽裡面
[00:17:03.400 --> 00:17:04.960]  而且為我們釘十字架
[00:17:04.960 --> 00:17:09.920]  我們的過犯罪業都歸在祂自己身上
[00:17:09.920 --> 00:17:12.440]  以致我們能夠得著上帝的永生
[00:17:12.440 --> 00:17:15.560]  這個就是上帝的恩典
[00:17:15.560 --> 00:17:19.240]  今天我們來到上帝面前
[00:17:19.240 --> 00:17:25.760]  你究竟明白祂的恩典有多少呢?
[00:17:25.760 --> 00:17:28.680]  我們回到比爾那裡
[00:17:28.680 --> 00:17:30.160]  那裡的官走了
[00:17:30.160 --> 00:17:31.800]  彼得對耶穌說
[00:17:31.800 --> 00:17:34.720]  你看我已經捨棄所有一切跟從你
[00:17:34.720 --> 00:17:37.000]  我們得到什麼呢?
[00:17:37.000 --> 00:17:38.640]  你看耶穌怎樣跟他說
[00:17:38.640 --> 00:17:40.440]  耶穌說:我實在告訴你們
[00:17:40.440 --> 00:17:41.720]  凡為我的名
[00:17:41.720 --> 00:17:45.000]  撇下房屋、兄弟、姐妹、父母、兒女或田地的
[00:17:45.000 --> 00:17:49.880]  他必得著百倍 而且承受永生
[00:17:49.880 --> 00:17:51.280]  然後接著他就說
[00:17:51.280 --> 00:17:54.280]  然而許多在前的將要在後
[00:17:54.280 --> 00:17:57.440]  在後的將要在前
[00:17:57.440 --> 00:18:00.920]  接著他又說了一個比喻
[00:18:00.920 --> 00:18:02.600]  比喻說完之後他又說了一句
[00:18:02.600 --> 00:18:04.120]  在前在後
[00:18:04.120 --> 00:18:06.280]  究竟誰在前誰在後呢?
[00:18:06.280 --> 00:18:09.280]  我們將這個官和彼得做一個比較
[00:18:09.280 --> 00:18:11.960]  這個官在前還是彼得在前呢?
[00:18:11.960 --> 00:18:16.440]  這個官有青春、有權勢做官
[00:18:16.440 --> 00:18:19.000]  有錢、還有道德
[00:18:19.000 --> 00:18:20.280]  有不少東西
[00:18:20.280 --> 00:18:21.880]  這六條他都遵守了
[00:18:21.880 --> 00:18:25.560]  你想想這是一個最理想的人生
