
[00:00:00.000 --> 00:00:03.280]  美國一個很出名的金融家
[00:03:11.800 --> 00:03:15.160]  做工也沒問題的 很成功的
[00:03:15.160 --> 00:03:19.560]  我覺得我對社會對周圍的人都有貢獻
[00:03:19.560 --> 00:03:25.520]  不但如此 我覺得我也是一個OK 挺好的基督徒
[00:03:25.520 --> 00:03:29.120]  我不會做一些聖經不容許我做的事
[00:03:29.120 --> 00:03:31.800]  甚至我覺得我跟神很親近的
[00:03:31.800 --> 00:03:35.160]  但爲什麼忽然之間一個很大的挫折
[00:03:35.160 --> 00:03:37.840]  無厘頭地走出來了
[00:03:37.840 --> 00:03:40.120]  當然不會無厘頭的 不過呢
[00:03:40.120 --> 00:03:42.680]  你沒有預備到 你沒有prepare
[00:03:42.680 --> 00:03:45.560]  忽然之間一個很嚴重的setback
[00:03:45.560 --> 00:03:48.320]  一個很嚴重的挫折 很嚴重的問題
[00:03:48.320 --> 00:03:49.960]  出現在你人生當中
[00:03:49.960 --> 00:03:52.960]  忽然之間你覺得哎呀 我被打倒了
[00:03:52.960 --> 00:03:56.080]  我們當中裏面可能沒有年輕人在
[00:03:56.080 --> 00:03:58.320]  所以我不說了 其實年輕人裏面
[00:03:58.320 --> 00:04:02.120]  現在很多青少年是抑鬱的 大家知道嗎
[00:04:02.120 --> 00:04:04.080]  其中的原因是什麼呢
[00:04:04.080 --> 00:04:07.240]  因爲小時候爸爸媽媽都很疼他
[00:04:07.240 --> 00:04:09.360]  他在溫室裏面長大
[00:04:09.360 --> 00:04:12.400]  每一件事都很好的 每一件事都花香嘗曼的
[00:04:12.400 --> 00:04:16.120]  家裏又栽培他 給他很多條件
[00:04:16.120 --> 00:04:18.360]  讀書又ok 成績也不錯
[00:04:18.360 --> 00:04:23.800]  甚至還有時間去玩sport 做一些課外活動
[00:04:23.800 --> 00:04:26.880]  誰不知我剛剛最近跟一個
[00:04:26.880 --> 00:04:29.600]  搞after school program的姊妹在聊天
[00:04:29.600 --> 00:04:33.480]  她說其實junior high以前的事情很easy
[00:04:33.480 --> 00:04:36.000]  但一到high school呢 厲害了
[00:04:36.000 --> 00:04:40.000]  因爲扣那4年註定你去哪家大學讀書
[00:04:40.000 --> 00:04:41.560]  忽然之間去到大學
[00:04:41.560 --> 00:04:43.960]  或者上去high school的時候
[00:04:43.960 --> 00:04:46.720]  小孩子有時候不知道什麼時候
[00:04:46.720 --> 00:04:48.920]  原來我以爲自己很厲害
[00:04:48.920 --> 00:04:51.440]  原來不是我想象中那麼厲害
[00:04:51.440 --> 00:04:53.200]  有很多事情是我不行的
[00:04:53.200 --> 00:04:55.720]  我去到的時候 以前是科4A
[00:04:55.720 --> 00:04:58.320]  現在又有兩科C
[00:04:58.320 --> 00:05:01.800]  B你也不開心了 不過C是更大件事
[00:05:01.800 --> 00:05:05.040]  我不知道我們組織裏 你們不是在讀書吧
[00:05:05.040 --> 00:05:08.320]  但是剛纔說過的那4個trigger當中
[00:05:08.320 --> 00:05:12.720]  我們組織裏有沒有人是in between jobs的
[00:05:12.720 --> 00:05:14.600]  就是剛剛被人lay off
[00:05:14.600 --> 00:05:16.200]  原來我剛剛跟崇拜有個姊妹說
[00:05:16.200 --> 00:05:18.000]  哎呀我先生上個星期被lay off了
[00:05:18.000 --> 00:05:20.840]  你的message剛剛又說到他
[00:05:20.840 --> 00:05:24.440]  心理準備忽然之間我lay off了
[00:05:24.440 --> 00:05:28.120]  或者大家都曾經經歷過
[00:05:28.120 --> 00:05:33.800]  一些至愛的朋友至親的親人離開了世界
[00:05:33.800 --> 00:05:37.880]  或者你現在面對人生一個很嚴重的危機
[00:05:37.880 --> 00:05:39.640]  你不知道怎麼做
[00:05:39.640 --> 00:05:40.800]  What will you do?
[00:05:40.800 --> 00:05:42.160]  你真的會怎麼做呢
[00:05:42.160 --> 00:05:44.040]  當你落在這樣的處境當中
[00:05:44.040 --> 00:05:46.200]  我希望你現在沒有了
[00:05:46.200 --> 00:05:51.000]  但是人生裏面 總是高低起伏的
[00:05:51.000 --> 00:05:55.760]  你怎麼面對人生裏面的低潮呢
[00:05:55.760 --> 00:05:58.840]  其實大家知道我們一直以來
[00:05:58.840 --> 00:06:02.360]  在查考爾利亞的人生
[00:06:02.360 --> 00:06:06.600]  上個星期我相信大家都看到
[00:06:06.600 --> 00:06:11.120]  爾利亞是舊約裏面一個很出名的仙姿
[00:06:11.120 --> 00:06:13.360]  我們說大仙姿 細仙姿
[00:06:13.360 --> 00:06:14.800]  不是說他厲害一點
[00:06:14.800 --> 00:06:18.720]  其實他的仙姿書比較長一點
[00:06:18.720 --> 00:06:19.880]  不過無可否認
[00:06:19.880 --> 00:06:22.240]  因爲他寫得長 記載的東西多
[00:06:22.240 --> 00:06:26.960]  爾利亞仙姿其實在他人生當中
[00:06:26.960 --> 00:06:30.080]  有很多的high points
[00:06:30.080 --> 00:06:32.080]  靈性的高峯
[00:06:32.080 --> 00:06:36.920]  但是原來很多時候他都會像你和我一樣
[00:06:36.920 --> 00:06:40.240]  跌落人生的低谷裏面
[00:06:40.240 --> 00:06:42.200]  今天我們就會說一下
[00:06:42.200 --> 00:06:46.080]  他怎麼能夠在高潮裏面跌落低潮
[00:06:46.080 --> 00:06:48.920]  而在低潮裏面怎麼爬起來呢
[00:06:48.920 --> 00:06:52.240]  首先跟大家混雜一下 回到歷史
[00:06:52.240 --> 00:06:56.360]  看看這個爾利亞仙姿
[00:06:56.360 --> 00:06:58.520]  到底經歷了什麼事情呢
[00:06:58.520 --> 00:07:06.040]  遇到這些事情之後 他怎麼在人生的低潮裏面能夠再起來呢
[00:07:06.040 --> 00:07:08.440]  我們很開心請到信德
[00:07:08.440 --> 00:07:12.120]  和我們去讀一讀
[00:07:12.120 --> 00:07:15.360]  《獵王記》上的十八章
[00:07:15.360 --> 00:07:18.600]  前半部review上個星期可能大家聽過
[00:07:18.600 --> 00:07:23.640]  關於他和阿哈王和幾百個仙姿的事件
[00:07:23.640 --> 00:07:26.920]  但是接下來 到底他的經歷又是如何呢
[00:07:26.920 --> 00:07:29.960]  我請信德幫我們讀一讀十八章
[00:07:29.960 --> 00:07:34.280]  三十六節讀到四十六節
[00:07:34.280 --> 00:07:36.440]  亨歇滿制的時候
[00:07:36.440 --> 00:07:39.800]  爾利亞仙姿在祭臺前討個話
[00:07:39.800 --> 00:07:43.480]  上主阿伯拉罕以撒雅的上帝
[00:07:43.480 --> 00:07:46.280]  求你顯明你是以色列的上帝
[00:07:46.280 --> 00:07:47.720]  我是你的僕人
[00:07:47.720 --> 00:07:50.440]  我所做的都是遵照你的命令
[00:07:50.440 --> 00:07:52.720]  求你答應我
[00:07:52.720 --> 00:07:54.480]  上主啊 答應我
[00:07:54.480 --> 00:07:58.440]  好使這個人民知道你上主是上帝
[00:07:58.440 --> 00:08:01.000]  使他們回心轉意
[00:08:01.000 --> 00:08:03.280]  於是上主降火
[00:08:03.280 --> 00:08:05.480]  燒了祭參柴
[00:08:05.480 --> 00:08:07.480]  又燒了石頭和地面
[00:08:07.480 --> 00:08:10.800]  燒乾了溪裏面的水
[00:08:10.800 --> 00:08:12.520]  民衆看見了
[00:08:12.520 --> 00:08:15.360]  都俯伏地上大聲呼喊
[00:08:15.360 --> 00:08:16.760]  上主是上帝
[00:08:16.760 --> 00:08:19.800]  唯有上主是上帝
[00:08:19.800 --> 00:08:21.640]  爾利亞下令說
[00:08:21.640 --> 00:08:25.440]  抓住巴黎的仙姿 一個都不可以逃脫
[00:08:25.440 --> 00:08:28.560]  民衆就抓住他們每一個人
[00:08:28.560 --> 00:08:31.800]  爾利亞帶他們到基順溪旁
[00:08:31.800 --> 00:08:34.920]  在那裏將他們殺了
[00:08:34.920 --> 00:08:37.720]  爾利亞對阿哈王說
[00:08:37.720 --> 00:08:39.920]  現在你可以去喫東西了
[00:08:39.920 --> 00:08:43.920]  我聽見豪雨的聲響
[00:08:43.920 --> 00:08:45.720]  阿哈去喫東西的時候
[00:08:45.720 --> 00:08:48.440]  爾利亞爬到加密山山頂
[00:08:48.440 --> 00:08:49.960]  跪在地上
[00:08:49.960 --> 00:08:52.720]  頭放在兩室中間
[00:08:52.720 --> 00:08:54.520]  他對他的僕人說
[00:08:54.520 --> 00:08:57.800]  你去 向海那邊觀寒
[00:08:57.800 --> 00:09:00.680]  僕人去了回來說
[00:09:00.680 --> 00:09:02.520]  我什麼都看不到
[00:09:02.520 --> 00:09:05.920]  爾利亞一共叫他去看了七次
[00:09:05.920 --> 00:09:08.120]  第七次僕人回來說
[00:09:08.120 --> 00:09:10.800]  我看見一小朵雲
[00:09:10.800 --> 00:09:13.760]  人的手掌都大過他
[00:09:13.760 --> 00:09:16.480]  從海那邊上來
[00:09:16.480 --> 00:09:18.440]  爾利亞吩咐僕人
[00:09:18.440 --> 00:09:20.920]  到阿哈王那裏告訴他
[00:09:20.920 --> 00:09:23.880]  趕快上馬車回家
[00:09:23.880 --> 00:09:29.160]  否則雨會使他們回不去
[00:09:29.160 --> 00:09:30.240]  過了不久
[00:09:30.240 --> 00:09:32.880]  天空果然滿了烏雲
[00:09:32.880 --> 00:09:34.640]  風也吹起了
[00:09:34.640 --> 00:09:36.920]  大雨傾盆而下
[00:09:36.920 --> 00:09:41.080]  阿哈上了馬車回耶穌列去
[00:09:41.080 --> 00:09:43.800]  上主的能力臨到爾利亞
[00:09:43.800 --> 00:09:47.320]  他就速緊衣服趕在阿哈前頭
[00:09:47.320 --> 00:09:49.880]  一直跑到耶穌列
[00:09:49.880 --> 00:09:54.520]  OK 請信德幫我們讀這段聖經
[00:09:54.520 --> 00:09:55.480]  大家有沒有看到
[00:09:55.480 --> 00:09:58.400]  當你聽完故事的時候
[00:09:58.400 --> 00:10:00.920]  這個先知爾利亞
[00:10:00.920 --> 00:10:04.440]  其實是在他肅靈的高峯當中
[00:10:04.440 --> 00:10:06.280]  大家都知道
[00:10:06.280 --> 00:10:09.080]  上帝透過爾利亞告訴阿哈王
[00:10:09.080 --> 00:10:11.160]  因爲你離開我拜偶像的緣故
[00:10:11.160 --> 00:10:13.400]  拜那些巴力 拜亞瑟拉
[00:10:13.400 --> 00:10:17.680]  所以我就會禁止下雨乾旱
[00:10:17.680 --> 00:10:18.520]  有多久的時間
[00:10:18.520 --> 00:10:21.040]  三年半的時間
[00:10:21.040 --> 00:10:22.440]  過了三年半之後
[00:10:22.440 --> 00:10:24.400]  上帝說現在可以了
[00:10:24.400 --> 00:10:26.760]  你回去見一下阿哈王
[00:10:26.760 --> 00:10:30.160]  告訴他就快要降雨了
[00:10:30.160 --> 00:10:33.720]  所以爾利亞先知聽從神的吩咐
[00:10:33.720 --> 00:10:35.680]  預備去見阿哈王
[00:10:35.680 --> 00:10:41.000]  在路上遇到阿哈王一個神僕
[00:10:41.000 --> 00:10:43.120]  這個神僕是個很好的基督徒
[00:10:43.120 --> 00:10:44.320]  不是基督徒
[00:10:44.320 --> 00:10:45.720]  是相信上帝的人
[00:10:45.720 --> 00:10:48.480]  不過不讓阿哈知道
[00:10:48.480 --> 00:10:50.800]  正是到處找草給馬喫
[00:10:50.800 --> 00:10:52.120]  不然連馬都要殺死
[00:10:52.120 --> 00:10:54.760]  因爲乾旱 沒有水
[00:10:54.760 --> 00:10:58.360]  當爾利亞見到爾巴底亞的時候
[00:10:58.360 --> 00:11:00.240]  這個神僕叫做爾巴底亞
[00:11:00.240 --> 00:11:01.760]  他說對了 你見到他了
[00:11:01.760 --> 00:11:05.600]  你去叫阿哈王來見我
[00:11:05.600 --> 00:11:06.760]  我看到這段時候
[00:11:06.760 --> 00:11:09.800]  我真的很佩服這個爾利亞
[00:11:09.800 --> 00:11:11.560]  爾利亞是什麼水
[00:11:11.560 --> 00:11:13.360]  當然是神的先知
[00:11:13.360 --> 00:11:16.600]  他可能很自豪做神的先知
[00:11:16.600 --> 00:11:18.280]  你叫皇帝來見我
[00:11:18.280 --> 00:11:20.200]  就好像我現在做牧師
[00:11:20.200 --> 00:11:23.400]  我見到特朗普有一個內閣的承認
[00:11:23.400 --> 00:11:25.360]  你叫總統當天來見我
[00:11:25.360 --> 00:11:26.960]  我在這裏等他
[00:11:26.960 --> 00:11:28.680]  大概是這個意思
[00:11:28.680 --> 00:11:30.520]  哇 真是多威風
[00:11:30.520 --> 00:11:32.520]  出這個命令的時候
[00:11:32.520 --> 00:11:35.080]  爾巴底亞經過一輪
[00:11:35.080 --> 00:11:37.400]  和他們瞭解的情況之後
[00:11:37.400 --> 00:11:38.360]  你真的不要走
[00:11:38.360 --> 00:11:39.120]  如果你走了
[00:11:39.120 --> 00:11:40.800]  阿哈王來到的時候
[00:11:40.800 --> 00:11:43.400]  被割骨是我的
[00:11:43.400 --> 00:11:45.480]  所以我在這裏等你
[00:11:45.480 --> 00:11:47.480]  結果這個阿哈王真的
[00:11:47.480 --> 00:11:49.800]  聽到爾巴底亞這樣說的時候
[00:11:49.800 --> 00:11:54.560]  就來見這個先知爾利亞
[00:11:54.560 --> 00:11:56.520]  然後爾利亞又給命令
[00:11:56.520 --> 00:11:58.920]  命令也好 吩咐也好
[00:11:58.920 --> 00:12:00.040]  他說阿哈王
[00:12:00.040 --> 00:12:01.360]  你找我 我在這裏
[00:12:01.360 --> 00:12:02.080]  不過
[00:12:02.080 --> 00:12:03.240]  before you do anything
[00:12:03.240 --> 00:12:04.280]  OK
[00:12:04.280 --> 00:12:07.160]  你將所有巴力的先知
[00:12:07.160 --> 00:12:09.840]  450個一起來見我
[00:12:09.840 --> 00:12:11.240]  不單單是巴力的先知
[00:12:11.240 --> 00:12:12.640]  如果你看聖經的時候
[00:12:12.640 --> 00:12:16.480]  還有另外400個是拜亞細拉的先知
[00:12:16.480 --> 00:12:18.160]  供奉亞細拉的先知
[00:12:18.160 --> 00:12:21.800]  這個是耶穌別直接去供養的
[00:12:21.800 --> 00:12:23.520]  都叫過來
[00:12:23.520 --> 00:12:24.760]  很多時候我們印象是
[00:12:24.760 --> 00:12:29.120]  多少人在加密山上面
[00:12:29.120 --> 00:12:31.920]  爾利亞就和450個先知
[00:12:31.920 --> 00:12:34.080]  在比試哪個神是真的
[00:12:34.080 --> 00:12:36.320]  上個禮拜大家聽到這個故事
[00:12:36.320 --> 00:12:38.960]  但其實原來不單單450個
[00:12:38.960 --> 00:12:40.920]  是巴力的先知
[00:12:40.920 --> 00:12:42.520]  聖經告訴我們
[00:12:42.520 --> 00:12:46.120]  還有另外400個是亞細拉的先知
[00:12:46.120 --> 00:12:48.040]  特別是這個王后
[00:12:48.040 --> 00:12:50.360]  這個耶細別是供養的
[00:12:50.360 --> 00:12:51.520]  叫過來
[00:12:51.520 --> 00:12:53.080]  就是多少
[00:12:53.080 --> 00:12:55.000]  是850個
[00:12:55.000 --> 00:12:58.680]  這些都是拜假神的先知
[00:12:58.680 --> 00:13:02.080]  所以故事我就不再重溫了
[00:13:02.080 --> 00:13:05.760]  當這幾百個先知在呼喊
[00:13:05.760 --> 00:13:07.880]  叫神降火 燒他們的祭參
[00:13:07.880 --> 00:13:09.720]  可以嗎 不可以吧
[00:13:09.720 --> 00:13:12.040]  然後當耶利亞向上祈禱
[00:13:12.040 --> 00:13:15.400]  讓人民知道你是上帝
[00:13:15.400 --> 00:13:17.640]  讓我們迴轉歸回向你
[00:13:17.640 --> 00:13:18.800]  這個故事大家聽過
[00:13:18.800 --> 00:13:21.640]  結果真的火從天上過來
[00:13:21.640 --> 00:13:22.840]  燒盡祭參
[00:13:22.840 --> 00:13:24.920]  連周圍的溝邊的水
[00:13:24.920 --> 00:13:28.720]  祭壇旁邊的水溝的水
[00:13:28.720 --> 00:13:30.920]  都燒乾了
[00:13:30.920 --> 00:13:32.480]  大家想想
[00:13:32.480 --> 00:13:33.520]  聖經就說
[00:13:33.520 --> 00:13:36.320]  於是耶利亞下令
[00:13:36.320 --> 00:13:39.880]  將所有巴黎的先知帶到基順河邊
[00:13:39.880 --> 00:13:42.320]  將他們殺死
[00:13:42.320 --> 00:13:43.600]  我在想
[00:13:43.600 --> 00:13:46.520]  當時有多少個假先知
[00:13:46.520 --> 00:13:48.240]  是850個
[00:13:48.240 --> 00:13:52.560]  我相信不僅僅是450個被拉去基順
[00:13:52.560 --> 00:13:56.760]  所有這些供奉假神的先知
[00:13:56.760 --> 00:13:59.200]  都會被帶到基順河邊
[00:13:59.200 --> 00:14:01.600]  被以色列人民殺死
[00:14:01.600 --> 00:14:03.800]  因爲當他們大聲呼喊
[00:14:03.800 --> 00:14:05.880]  唯有耶和華上帝是真神
[00:14:05.880 --> 00:14:07.520]  唯有耶和華上帝是真神
[00:14:07.520 --> 00:14:09.680]  於是在那個時間
[00:14:09.680 --> 00:14:12.400]  耶利亞先知就發出了這樣的命令
[00:14:12.400 --> 00:14:13.600]  What a victory
[00:14:13.600 --> 00:14:16.200]  這是一個多大的勝利
[00:14:16.200 --> 00:14:18.760]  真神與假神之間的兩個對比
[00:14:18.760 --> 00:14:19.920]  明顯跑了出來
[00:14:19.920 --> 00:14:21.880]  而那個時間大家想想
[00:14:21.880 --> 00:14:24.280]  這個耶利亞多威風
[00:14:24.280 --> 00:14:26.360]  吩咐所有人民全部抓起來
[00:14:26.360 --> 00:14:27.160]  然後拉去
[00:14:27.160 --> 00:14:29.840]  全部殺死
[00:14:29.840 --> 00:14:31.840]  所以從那個角度來看
[00:14:31.840 --> 00:14:34.000]  我們發現這個耶利亞
[00:14:34.000 --> 00:14:39.200]  正在它那個屬靈的高峯當中
[00:14:39.200 --> 00:14:40.600]  有時候我都很奇怪
[00:14:40.600 --> 00:14:42.120]  這個皇帝不會自己去的
[00:14:42.120 --> 00:14:43.360]  當然帶着軍隊人馬
[00:14:43.360 --> 00:14:44.960]  打算去抓這個耶利亞
[00:14:44.960 --> 00:14:45.680]  好像do nothing
[00:14:45.680 --> 00:14:47.280]  看着這個耶利亞
[00:14:47.280 --> 00:14:49.920]  叫人民將所有先知殺死
[00:14:49.920 --> 00:14:51.320]  好像do nothing那樣
[00:14:51.320 --> 00:14:52.840]  I don't know
[00:14:52.840 --> 00:14:53.720]  不過呢
[00:14:53.720 --> 00:14:55.800]  這件事過了之後
[00:14:55.800 --> 00:14:58.920]  接着這個耶利亞就和阿克王說
[00:14:58.920 --> 00:15:01.400]  現在你可以去celebrate
[00:15:01.400 --> 00:15:02.560]  慶祝什麼呢
[00:15:02.560 --> 00:15:03.720]  先知被人殺了
[00:15:03.720 --> 00:15:04.520]  他去celebrate
[00:15:04.520 --> 00:15:05.520]  可以去喝 去喫了
[00:15:05.520 --> 00:15:06.400]  爲什麼
[00:15:06.400 --> 00:15:08.520]  因爲就快會下雨了
[00:15:08.520 --> 00:15:09.480]  因爲那個時間
[00:15:09.480 --> 00:15:11.440]  那個乾旱三年多那麼長
[00:15:11.440 --> 00:15:14.360]  導致很嚴重的饑荒
[00:15:14.360 --> 00:15:16.640]  人民叫苦連天
[00:15:16.640 --> 00:15:19.000]  連皇帝的馬都可能要餓死
[00:15:19.000 --> 00:15:21.000]  現在這個耶利亞說
[00:15:21.000 --> 00:15:23.240]  行了 你去喫碗蘿蔔
[00:15:23.240 --> 00:15:24.520]  去celebrate
[00:15:24.520 --> 00:15:27.840]  因爲就快會下雨了
[00:15:27.840 --> 00:15:29.480]  剛纔的故事大家聽到了
[00:15:29.480 --> 00:15:33.760]  耶利亞先知上到加密山的山頂
[00:15:33.760 --> 00:15:35.760]  在切土谷
[00:15:35.760 --> 00:15:37.280]  大家留意了
[00:15:37.280 --> 00:15:38.520]  祈禱
[00:15:38.520 --> 00:15:40.200]  然後就吩咐
[00:15:40.200 --> 00:15:41.560]  瀑人看看
[00:15:41.560 --> 00:15:43.520]  雨雲出現沒有
[00:15:43.520 --> 00:15:45.320]  有沒有出現
[00:15:45.320 --> 00:15:46.240]  始終出現
[00:15:46.240 --> 00:15:47.200]  不過
[00:15:47.200 --> 00:15:49.440]  他叫瀑人去了多少次
[00:15:49.440 --> 00:15:50.560]  記不記得剛纔
[00:15:50.560 --> 00:15:51.960]  多少次
[00:15:51.960 --> 00:15:53.560]  七次
[00:15:53.560 --> 00:15:54.520]  第一次
[00:15:54.520 --> 00:15:55.640]  沒料到
[00:15:55.640 --> 00:15:56.600]  第二次
[00:15:56.600 --> 00:15:57.440]  沒料到
[00:15:57.440 --> 00:15:58.360]  第三次
[00:15:58.360 --> 00:15:59.520]  沒料到
[00:15:59.520 --> 00:16:00.200]  第四次
[00:16:00.200 --> 00:16:02.320]  都沒有
[00:16:02.320 --> 00:16:03.600]  在這個過程當中
[00:16:03.600 --> 00:16:05.840]  你猜這個耶利亞有沒有信心動搖
[00:16:05.840 --> 00:16:06.680]  覺得 哎呀 死了
[00:16:06.680 --> 00:16:08.080]  上帝你是不是真的叫我
[00:16:08.080 --> 00:16:10.760]  祈禱會雨落
[00:16:10.760 --> 00:16:11.800]  我相信沒有
[00:16:11.800 --> 00:16:12.800]  如果不是的時候
[00:16:12.800 --> 00:16:13.280]  他不會說
[00:16:13.280 --> 00:16:14.320]  沒有啊
[00:16:14.320 --> 00:16:15.760]  我祈禱有爲止
[00:16:15.760 --> 00:16:18.680]  上帝叫我這樣祈禱一定會有的
[00:16:18.680 --> 00:16:19.800]  結果呢
[00:16:19.800 --> 00:16:22.040]  當雨雲出現
[00:16:22.040 --> 00:16:22.960]  遠遠見到
[00:16:22.960 --> 00:16:23.800]  有個雲
[00:16:23.800 --> 00:16:24.720]  是不是雨雲都不知道
[00:16:24.720 --> 00:16:25.800]  有個雲
[00:16:25.800 --> 00:16:28.680]  在地平線海面
[00:16:28.680 --> 00:16:29.960]  海平線這邊
[00:16:29.960 --> 00:16:31.120]  浮出來的時候
[00:16:31.120 --> 00:16:31.760]  聖經說
[00:16:31.760 --> 00:16:34.040]  只是好像手掌那麼大而已
[00:16:34.040 --> 00:16:36.880]  還很遠
[00:16:36.880 --> 00:16:38.160]  這個耶利亞做了什麼事
[00:16:38.160 --> 00:16:39.520]  他做了一件什麼事
[00:16:39.520 --> 00:16:40.840]  他說 哎 對了
[00:16:40.840 --> 00:16:42.600]  你立刻告訴皇帝
[00:16:42.600 --> 00:16:43.960]  叫他快點走
[00:16:43.960 --> 00:16:45.480]  不然一會兒傾盆大雨
[00:16:45.480 --> 00:16:46.600]  他想走也走不了
[00:16:46.600 --> 00:16:50.000]  那些泥棱佬的馬車走不動了
[00:16:50.000 --> 00:16:51.520]  大家看不看得到
[00:16:51.520 --> 00:16:52.680]  雨雲來到沒有
[00:16:52.680 --> 00:16:53.640]  沒來到
[00:16:53.640 --> 00:16:54.400]  小小一塊
[00:16:54.400 --> 00:16:55.760]  好像手掌那麼大
[00:16:55.760 --> 00:16:56.720]  但是你要走了
[00:16:56.720 --> 00:16:57.440]  你不走的時候
[00:16:57.440 --> 00:16:59.920]  你走不了的了
[00:16:59.920 --> 00:17:02.240]  跟皇帝這樣說
[00:17:02.240 --> 00:17:03.480]  由此可以看到
[00:17:03.480 --> 00:17:06.440]  耶利亞那時候
[00:17:06.440 --> 00:17:08.400]  信心爆棚
[00:17:08.400 --> 00:17:09.320]  很有信心
[00:17:09.320 --> 00:17:11.240]  信心充足
[00:17:11.240 --> 00:17:14.840]  結果後來真的傾盆大雨來到了
[00:17:14.840 --> 00:17:17.880]  所以讓我們看到的是什麼呢
[00:17:17.880 --> 00:17:22.000]  耶利亞在那個瞬間
[00:17:22.000 --> 00:17:23.840]  是一個靈性的高潮
[00:17:23.840 --> 00:17:25.560]  靈性的高危
[00:17:25.560 --> 00:17:27.920]  他覺得無論他祈禱什麼
[00:17:27.920 --> 00:17:29.440]  無論他向上帝求什麼
[00:17:29.440 --> 00:17:30.480]  上帝都會給他的
[00:17:30.480 --> 00:17:31.360]  因爲他覺得
[00:17:31.360 --> 00:17:33.840]  他一直都是按照上帝的心意
[00:17:33.840 --> 00:17:35.440]  去過的每一天
[00:17:35.440 --> 00:17:36.160]  哇 真的
[00:17:36.160 --> 00:17:38.360]  他覺得神和他很親近
