
[00:00:00.000 --> 00:00:05.200]  很快,我們亞哥的系列又講到第五講
[00:01:42.280 --> 00:01:44.760]  她的心卻清醒
[00:01:44.760 --> 00:01:47.520]  這個和第三章很不同
[00:01:47.520 --> 00:01:51.280]  第三章我們清楚知道舒拉蜜在做夢
[00:01:51.280 --> 00:01:53.400]  但今天經文講得很清楚
[00:01:53.400 --> 00:01:56.920]  第五章二節 她的心卻很清醒
[00:01:56.920 --> 00:02:00.680]  她的良人來找她 她的愛人來找她
[00:02:00.680 --> 00:02:03.760]  這裡又是用到「多」這個字
[00:02:03.760 --> 00:02:09.080]  就是說有些色情 有些情慾的意念在裡面
[00:02:09.080 --> 00:02:13.840]  很明顯所羅門王來找舒拉蜜的動機是什麼
[00:02:13.840 --> 00:02:16.640]  原因是什麼 一清二楚
[00:02:16.640 --> 00:02:18.760]  所羅門王走來敲門說
[00:02:18.760 --> 00:02:21.480]  求你給我開門
[00:02:21.480 --> 00:02:23.400]  舒拉蜜怎樣回答
[00:02:23.400 --> 00:02:25.400]  她說我已經洗了腳
[00:02:25.400 --> 00:02:27.000]  我已經脫了衣服
[00:02:27.000 --> 00:02:29.600]  我已經上了床
[00:02:29.600 --> 00:02:32.280]  在中東我們知道
[00:02:32.280 --> 00:02:34.840]  那些人穿的是通窿鞋
[00:02:34.840 --> 00:02:38.480]  所以在沙塵滾滾的路上走路
[00:02:38.480 --> 00:02:40.160]  雙腳很骯髒
[00:02:40.160 --> 00:02:42.920]  他們睡覺之前都要洗腳
[00:02:42.920 --> 00:02:44.920]  而且他們有個習慣
[00:02:44.920 --> 00:02:47.320]  就是裸睡不穿衣服睡覺
[00:02:47.320 --> 00:02:50.280]  所以脫了衣服 上了床 洗了腳
[00:02:50.280 --> 00:02:53.360]  意思就是說她預備睡覺
[00:02:53.360 --> 00:02:56.280]  其實都是很小事
[00:02:56.280 --> 00:02:58.640]  洗了腳都可以穿上鞋
[00:02:58.640 --> 00:03:01.240]  脫了衣服都可以穿上衣服
[00:03:01.240 --> 00:03:02.800]  下床來開門
[00:03:02.800 --> 00:03:04.640]  但是舒拉蜜沒有
[00:03:04.640 --> 00:03:08.520]  這裡很明顯舒拉蜜是有她的藉口
[00:03:08.520 --> 00:03:12.880]  她和所羅門王似乎有些吵架 有些問題
[00:03:12.880 --> 00:03:15.720]  所以她不去開門
[00:03:15.720 --> 00:03:19.000]  這個和他們兩個剛剛結婚的時候
[00:03:19.000 --> 00:03:22.480]  卿卿我我 你讚美我 我讚美你
[00:03:22.480 --> 00:03:24.120]  是非常之不同
[00:03:24.120 --> 00:03:27.320]  這次是他們第一次的吵架
[00:03:27.320 --> 00:03:29.440]  另外我們見到
[00:03:29.440 --> 00:03:31.760]  有經文可以幫助我們了解
[00:03:31.760 --> 00:03:34.720]  知道為什麼他們會吵架
[00:03:34.720 --> 00:03:38.080]  就是所羅門王對舒拉蜜的稱呼
[00:03:38.080 --> 00:03:40.200]  就算在洞房之夜
[00:03:40.200 --> 00:03:43.800]  所羅門王最多叫舒拉蜜做「妹子」
[00:03:43.800 --> 00:03:45.800]  「我的媳婦」
[00:03:45.800 --> 00:03:49.440]  但是這次「我的妹子」、「我的佳牛」
[00:03:49.440 --> 00:03:51.960]  「我的甲子」、「我的原傳人」
[00:03:51.960 --> 00:03:55.000]  嘩 嘴巴好甜
[00:03:55.000 --> 00:03:56.800]  「尤看或舌」
[00:03:56.800 --> 00:03:58.360]  「口甜舌滑」
[00:03:58.360 --> 00:04:01.480]  為什麼說了這麼多讚美的話
[00:04:01.480 --> 00:04:03.800]  相信他是激怒了舒拉蜜
[00:04:03.800 --> 00:04:05.480]  所以想哄她
[00:04:05.480 --> 00:04:07.360]  所以這麼好口
[00:04:07.360 --> 00:04:10.360]  但是舒拉蜜說我已經洗了腳
[00:04:10.360 --> 00:04:12.640]  脫了衣服 上了床
[00:04:12.640 --> 00:04:16.640]  於是所羅門王就伸手進去門洞裡
[00:04:16.640 --> 00:04:18.400]  這裡要解釋一下
[00:04:18.400 --> 00:04:21.440]  原來古代猶太人的家
[00:04:21.440 --> 00:04:24.080]  那個鎖是在門的裡面
[00:04:24.080 --> 00:04:25.280]  你要開鎖的話
[00:04:25.280 --> 00:04:27.280]  你要伸手進去門洞裡面
[00:04:27.280 --> 00:04:29.680]  去另外那邊開
[00:04:29.680 --> 00:04:33.560]  很明顯舒拉蜜已經反鎖了門
[00:04:33.560 --> 00:04:36.760]  所以所羅門王是開不了門
[00:04:36.760 --> 00:04:39.080]  但是所羅門王這個動作
[00:04:39.080 --> 00:04:42.760]  經文說是打動了舒拉蜜的心
[00:04:42.760 --> 00:04:45.680]  你跟我讀中文版本的《雅歌》
[00:04:45.680 --> 00:04:47.440]  甚至讀英文版本
[00:04:47.440 --> 00:04:49.400]  不會打動我們的心
[00:04:49.400 --> 00:04:53.640]  但是猶太人讀希伯來文的文字就很清楚
[00:04:53.640 --> 00:04:55.920]  原來希伯來文的「手」
[00:04:55.920 --> 00:04:59.400]  和男性的性器官是同一個字
[00:04:59.400 --> 00:05:00.960]  所以經文說
[00:05:00.960 --> 00:05:05.560]  這個動作是打動了舒拉蜜的心
[00:05:05.560 --> 00:05:09.000]  猶太人的文字很有趣
[00:05:09.000 --> 00:05:12.320]  我時時都說和中國人很相似
[00:05:12.320 --> 00:05:17.640]  心、肚、腸好像連在一起
[00:05:17.640 --> 00:05:20.760]  我們中國人說牽腸掛肚
[00:05:20.760 --> 00:05:24.880]  就是我的心時時想念一個人就牽腸掛肚
[00:05:24.880 --> 00:05:30.520]  原來我們也是說心、肚、腸連在一起
[00:05:30.520 --> 00:05:35.040]  原文是說肚和腸
[00:05:35.040 --> 00:05:36.960]  就是心動的意思
[00:05:36.960 --> 00:05:39.360]  心動的動字
[00:05:39.360 --> 00:05:42.800]  時時在希伯來文的文獻當中
[00:05:42.800 --> 00:05:46.120]  是用來表示苦難中的心淫
[00:05:46.120 --> 00:05:48.240]  或者是大海中的咆哮
[00:05:48.240 --> 00:05:51.080]  或者是震動或者是動盪
[00:05:51.080 --> 00:05:53.240]  所以這裡比較好的翻譯
[00:05:53.240 --> 00:05:58.200]  就是所羅門王令舒拉蜜內心翻騰
[00:05:58.200 --> 00:06:00.560]  所以他走去開門
[00:06:00.560 --> 00:06:03.160]  在《雅歌》的五章五節
[00:06:03.160 --> 00:06:05.480]  當他接觸到門山
[00:06:05.480 --> 00:06:10.280]  他知道所羅門王留下了很多活躍的香料
[00:06:10.280 --> 00:06:12.600]  在門山上
[00:06:12.600 --> 00:06:15.000]  這個又需要解釋一下
[00:06:15.000 --> 00:06:18.320]  原來古代的猶太人是有一個風俗
[00:06:18.320 --> 00:06:21.040]  當你去探訪你的情人
[00:06:21.040 --> 00:06:23.120]  你的情人不在的時候
[00:06:23.120 --> 00:06:27.040]  你就在門山上留下你的香料
[00:06:27.040 --> 00:06:29.320]  或者甚至是放一些花在那裡
[00:06:29.320 --> 00:06:33.480]  來表示你的愛意
[00:06:33.480 --> 00:06:36.640]  我們做基督徒也是一樣
[00:06:36.640 --> 00:06:40.320]  耶穌基督是不是在門外拍門呢?
[00:06:40.320 --> 00:06:42.440]  如果我們離棄了祂
[00:06:42.440 --> 00:06:45.800]  祂會很耐心地來等待我們
[00:06:45.800 --> 00:06:52.640]  祂甚至會不斷地對我們來表示祂的愛意
[00:06:52.640 --> 00:06:54.360]  我們看到
[00:06:54.360 --> 00:06:57.400]  舒拉蜜打開門
[00:06:57.400 --> 00:07:01.120]  發覺所羅門王已經離開了
[00:07:01.120 --> 00:07:03.840]  例如《聞希伯來文》離開這個字
[00:07:03.840 --> 00:07:06.680]  是一個很強的形容詞
[00:07:06.680 --> 00:07:09.960]  代表所羅門王轉身就走
[00:07:09.960 --> 00:07:13.560]  向另外一個方向就走了
[00:07:13.560 --> 00:07:15.720]  經文告訴我們
[00:07:15.720 --> 00:07:18.720]  當所羅門王和舒拉蜜說話的時候
[00:07:18.720 --> 00:07:21.120]  舒拉蜜已經神不守舍
[00:07:21.120 --> 00:07:23.960]  現在所羅門王簡直是走了
[00:07:23.960 --> 00:07:27.440]  她更加不知所措,不知怎麼做
[00:07:27.440 --> 00:07:30.160]  其實感情真的很脆弱
[00:07:30.160 --> 00:07:32.320]  很容易會產生誤會
[00:07:32.320 --> 00:07:35.640]  很容易會產生傷害
[00:07:35.640 --> 00:07:36.880]  舒拉蜜說
[00:07:36.880 --> 00:07:39.560]  「我尋找他,竟尋不見
[00:07:39.560 --> 00:07:43.600]  我呼叫他,他卻不回答」
[00:07:43.600 --> 00:07:46.200]  於是舒拉蜜就穿回衣服
[00:07:46.200 --> 00:07:47.280]  穿回鞋子
[00:07:47.280 --> 00:07:51.880]  不顧一切地衝出去找所羅門王
[00:07:51.880 --> 00:07:53.320]  如果你記得
[00:07:53.320 --> 00:07:55.440]  我說到第三章的時候
[00:07:55.440 --> 00:07:56.520]  我曾經說過
[00:07:56.520 --> 00:07:57.480]  在中東
[00:07:57.480 --> 00:08:02.960]  一個女孩在晚上不可能一個人走出街道
[00:08:02.960 --> 00:08:04.800]  因為晚上一個人走出去
[00:08:04.800 --> 00:08:08.760]  會誤會被人以為你是一個妓女
[00:08:08.760 --> 00:08:10.080]  既然如此
[00:08:10.080 --> 00:08:14.480]  為什麼這次舒拉蜜又衝了出去
[00:08:14.480 --> 00:08:17.040]  第一,她是很急
[00:08:17.040 --> 00:08:18.960]  她想追求所羅門王
[00:08:18.960 --> 00:08:23.360]  第二,她知道所羅門王剛剛離開了
[00:08:23.360 --> 00:08:25.160]  如果她立刻去追求
[00:08:25.160 --> 00:08:26.920]  她可能會追到他
[00:08:26.920 --> 00:08:31.960]  所以她不顧一切地衝出去
[00:08:31.960 --> 00:08:35.160]  這裡我們見到
[00:08:35.160 --> 00:08:38.480]  經文清楚告訴我們
[00:08:38.480 --> 00:08:39.880]  這不是一個夢
[00:08:39.880 --> 00:08:41.840]  有很多解經家都說
[00:08:41.840 --> 00:08:46.080]  其實這裡不是舒拉蜜真的衝出街道
[00:08:46.080 --> 00:08:47.680]  只不過是一個夢
[00:08:47.680 --> 00:08:50.440]  但是五章二節說得很清楚
[00:08:50.440 --> 00:08:54.160]  說舒拉蜜是清醒的
[00:08:54.160 --> 00:08:56.880]  我們見到她衝出去之後
[00:08:56.880 --> 00:09:01.200]  她見到一群城中巡邏看守的人
[00:09:01.200 --> 00:09:02.400]  如果大家記得
[00:09:02.400 --> 00:09:03.720]  在第三章
[00:09:03.720 --> 00:09:04.880]  她做夢的時候
[00:09:04.880 --> 00:09:09.920]  真的看到這群城中巡邏看守的人
[00:09:09.920 --> 00:09:12.240]  而這群巡邏看守的人
[00:09:12.240 --> 00:09:15.200]  真的以為舒拉蜜是一個妓女
[00:09:15.200 --> 00:09:17.480]  對她有非分之想
[00:09:17.480 --> 00:09:19.520]  舒拉蜜當然不肯
[00:09:19.520 --> 00:09:22.440]  所以這群人打傷了她
[00:09:22.440 --> 00:09:25.440]  連她的披肩也脫下了
[00:09:25.440 --> 00:09:28.400]  披肩這個字在原文的希伯來文
[00:09:28.400 --> 00:09:30.840]  也可以解作她的面紗
[00:09:30.840 --> 00:09:32.560]  被人揭了面紗
[00:09:32.560 --> 00:09:35.040]  或者是脫了她的披肩
[00:09:35.040 --> 00:09:39.080]  這件事令我想起了在《創世紀》的三十九章
[00:09:39.080 --> 00:09:42.080]  記不記得若瑟和主母的事
[00:09:42.080 --> 00:09:44.360]  主母想勾引若瑟
[00:09:44.360 --> 00:09:46.600]  若瑟很害怕
[00:09:46.600 --> 00:09:48.560]  她轉身想走
[00:09:48.560 --> 00:09:51.640]  結果主母拉著她的衣服
[00:09:51.640 --> 00:09:53.680]  她的衣服脫下了
[00:09:53.680 --> 00:09:56.000]  但若瑟就逃跑了
[00:09:56.000 --> 00:09:58.520]  主母就拿著她的衣服
[00:09:58.520 --> 00:10:05.560]  這裡和舒拉蜜遇見這群巡邏看守的人很相似
[00:10:05.560 --> 00:10:10.960]  保羅在《說爾忽》所書的四章二十七節教我們
[00:10:10.960 --> 00:10:13.040]  生氣卻不要犯罪
[00:10:13.040 --> 00:10:14.920]  不可含怒到日落
[00:10:14.920 --> 00:10:18.720]  也不可給魔鬼留地步
[00:10:18.720 --> 00:10:20.440]  我們見到舒拉蜜
[00:10:20.440 --> 00:10:24.760]  雖然她很衝動,不應該在晚上衝出去
[00:10:24.760 --> 00:10:27.560]  但她的行為可圈可點
[00:10:27.560 --> 00:10:29.560]  正如保羅所說
[00:10:29.560 --> 00:10:35.040]  她希望早點和所羅門王和解
[00:10:35.040 --> 00:10:40.600]  其實魔鬼真的很希望拆散一段婚姻
[00:10:40.600 --> 00:10:45.000]  或者使愛情關係出現問題
[00:10:45.000 --> 00:10:51.040]  你看到他馬上派巡邏看守的人纏繞舒拉蜜
[00:10:51.040 --> 00:10:56.600]  撒旦真是非常狡猾
[00:10:56.600 --> 00:10:59.320]  就在這個時候
[00:10:59.320 --> 00:11:02.040]  耶路撒冷的女子又出現了
[00:11:02.040 --> 00:11:04.680]  舒拉蜜和耶路撒冷的女子說
[00:11:04.680 --> 00:11:06.920]  你們見到所羅門王
[00:11:06.920 --> 00:11:08.520]  你們要和他說
[00:11:08.520 --> 00:11:11.160]  我因私愛成病
[00:11:11.160 --> 00:11:14.600]  這在《雅歌》二章五節出現過
[00:11:14.600 --> 00:11:19.640]  我們見到舒拉蜜時時思念著所羅門王
[00:11:19.640 --> 00:11:23.400]  這群耶路撒冷的女子問舒拉蜜
[00:11:23.400 --> 00:11:28.680]  她說:你的良人比別人的良人有什麼可愛之處?
[00:11:28.680 --> 00:11:32.240]  她說:你是女子中最美麗的
[00:11:32.240 --> 00:11:33.320]  你這麼美麗
[00:11:33.320 --> 00:11:37.640]  你為什麼這麼喜歡你的良人、你的愛人
[00:11:37.640 --> 00:11:41.720]  究竟有什麼特別、有什麼可愛之處?
[00:11:41.720 --> 00:11:44.600]  剛才我們見到在和合本
[00:11:44.600 --> 00:11:48.360]  將你的良人比別人的良人有什麼可愛之處
[00:11:48.360 --> 00:11:50.520]  是連續出現兩次
[00:11:50.520 --> 00:11:54.680]  其實在原文的希伯來文是分開的
[00:11:54.680 --> 00:11:56.520]  耶路撒冷的女子先問
[00:11:56.520 --> 00:11:58.680]  你的良人有什麼可愛?
[00:11:58.680 --> 00:12:00.520]  其實你是很美麗的
[00:12:00.520 --> 00:12:02.200]  你為什麼會喜歡她?
[00:12:02.200 --> 00:12:03.880]  接著又問多一次
[00:12:03.880 --> 00:12:09.480]  有什麼可愛值得你叫我們去幫你找?
[00:12:09.480 --> 00:12:12.920]  這裡表面上好像看來
[00:12:12.920 --> 00:12:15.400]  是耶路撒冷女子問舒拉蜜
[00:12:15.400 --> 00:12:20.280]  究竟所羅門王有什麼特別、有什麼可愛之處?
[00:12:20.280 --> 00:12:23.480]  但也好像有一點嘲笑的性質
[00:12:23.480 --> 00:12:25.960]  喂!你的良人這麼可愛
[00:12:25.960 --> 00:12:27.800]  你又不開門給他?
[00:12:27.800 --> 00:12:29.160]  現在別人走了
[00:12:29.160 --> 00:12:32.200]  你就去找別人?
[00:12:32.200 --> 00:12:38.360]  這兩節經文也好像有點像世人問我們基督徒
[00:12:38.360 --> 00:12:41.080]  你為什麼會相信耶穌基督?
[00:12:41.080 --> 00:12:43.320]  耶穌基督有什麼特別?
[00:12:43.320 --> 00:12:45.800]  喂!你很有學問的
[00:12:45.800 --> 00:12:49.000]  你是PhD、你是MD
[00:12:49.000 --> 00:12:51.400]  你這麼有學問你為什麼會相信?
[00:12:51.400 --> 00:12:54.680]  究竟耶穌基督有什麼特別?
[00:12:54.680 --> 00:12:55.800]  你可以跟別人說
[00:12:55.800 --> 00:12:58.840]  哦!耶穌基督救贖了我
[00:12:58.840 --> 00:13:01.320]  但是祂救贖了你
[00:13:01.320 --> 00:13:04.200]  但是你怎麼回應?
[00:13:04.200 --> 00:13:06.680]  你覺得你自己離棄了耶穌基督
[00:13:06.680 --> 00:13:11.480]  你有沒有像舒拉蜜那樣瘋狂去尋找祂?
[00:13:11.480 --> 00:13:15.800]  你的心裡面是不是有一個地方留給耶穌基督
[00:13:15.800 --> 00:13:20.520]  就像舒拉蜜那樣時時思念著所羅門王一樣
[00:13:20.520 --> 00:13:24.440]  我們有沒有這樣做?
[00:13:24.440 --> 00:13:31.320]  舒拉蜜接著對耶路撒冷的女子回答
[00:13:31.320 --> 00:13:35.000]  她說:我的良人是最好的
[00:13:35.000 --> 00:13:37.880]  這裡其實很有趣
[00:13:37.880 --> 00:13:41.160]  我們知道《雅歌》是一篇詩歌
[00:13:41.160 --> 00:13:44.920]  但是這裡可以說是詩歌中的詩歌
[00:13:44.920 --> 00:13:48.680]  是有一個很有趣的結構
[00:13:48.680 --> 00:13:51.640]  你看到五章八節和五章十六節
[00:13:51.640 --> 00:13:55.640]  一頭一尾都是說耶路撒冷女子
[00:13:55.640 --> 00:13:57.720]  你看到五章九節
[00:13:57.720 --> 00:13:59.960]  耶路撒冷女子問舒拉蜜
[00:13:59.960 --> 00:14:03.000]  你的情人有什麼可愛?
[00:14:03.000 --> 00:14:06.440]  而在五章十六節舒拉蜜就回答
[00:14:06.440 --> 00:14:10.040]  說所羅門王的口極其甘甜
[00:14:10.040 --> 00:14:12.280]  祂是全然可愛
[00:14:12.280 --> 00:14:14.360]  有沒有看到「可愛」這兩個字?
[00:14:14.360 --> 00:14:17.320]  一頭一尾又有一個結構
[00:14:17.320 --> 00:14:18.920]  接著在五章十節
[00:14:18.920 --> 00:14:22.760]  舒拉蜜說祂是超乎萬人之上
[00:14:22.760 --> 00:14:25.240]  接著在五章十五節
[00:14:25.240 --> 00:14:29.000]  又說祂是皆美如香柏樹
[00:14:29.000 --> 00:14:30.920]  這裡需要解釋一下
[00:14:30.920 --> 00:14:33.400]  為什麼超乎萬人之上
[00:14:33.400 --> 00:14:37.480]  和香柏樹有什麼關係
[00:14:37.480 --> 00:14:39.880]  原來所羅門王起聖殿
[00:14:39.880 --> 00:14:41.960]  他所選的香柏樹
[00:14:41.960 --> 00:14:45.800]  都是一千棵一萬棵當中選出來的一棵
[00:14:45.800 --> 00:14:47.960]  一定要有特別的尺碼
[00:14:47.960 --> 00:14:49.720]  有特別的顏色
[00:14:49.720 --> 00:14:51.880]  有特別的質素
[00:14:51.880 --> 00:14:56.280]  所以兩者又是一個前後首尾的呼應
[00:14:56.280 --> 00:15:00.840]  超乎萬人之上就好像香柏樹一樣
[00:15:00.840 --> 00:15:03.080]  而最中心的經文
[00:15:03.080 --> 00:15:06.360]  就是描述到所羅門王
[00:15:06.360 --> 00:15:08.760]  祂的面貌、祂的身體
[00:15:08.760 --> 00:15:13.080]  描述到祂的頭、祂的眼睛、祂的臉
[00:15:13.080 --> 00:15:17.080]  祂的嘴唇、祂的手和祂的腳
[00:15:17.080 --> 00:15:21.640]  但這裡其實也有一個首尾的結構
[00:15:21.640 --> 00:15:25.080]  就是頭和腳都說好像金一樣
[00:15:25.080 --> 00:15:27.400]  好像晶金一樣
[00:15:27.400 --> 00:15:30.920]  在針研的二十五章十二節
[00:15:30.920 --> 00:15:33.880]  同一位作者所羅門王在那裡
[00:15:33.880 --> 00:15:36.760]  形容到那些晶金很純正
[00:15:36.760 --> 00:15:40.280]  是要來打造首飾
[00:15:40.280 --> 00:15:42.360]  我們也知道
[00:15:42.360 --> 00:15:45.320]  當博士來到朝見耶穌基督
[00:15:45.320 --> 00:15:46.920]  朝見聖嬰的時候
[00:15:46.920 --> 00:15:51.000]  他們也帶了黃金、魚香和活藥
[00:15:51.000 --> 00:15:55.560]  黃金就是獻給王的禮物
[00:15:55.560 --> 00:15:57.400]  如果我們記得的話
[00:15:57.400 --> 00:16:01.400]  在聖經裡也有很多經文描述耶穌基督
[00:16:01.400 --> 00:16:05.960]  啟示錄的一章十二節、二章十八節
[00:16:05.960 --> 00:16:08.840]  和十九章十一至十六節
[00:16:08.840 --> 00:16:10.920]  都有很多是描述耶穌基督
[00:16:10.920 --> 00:16:14.280]  就好像經文描述所羅門王一樣
[00:16:14.280 --> 00:16:16.200]  在這裡洞房花燭夜
[00:16:16.200 --> 00:16:19.800]  是所羅門王很細心地描述
[00:16:19.800 --> 00:16:22.440]  舒拉蜜的面貌、祂的身體
[00:16:22.440 --> 00:16:24.760]  而在這裡是反過來
[00:16:24.760 --> 00:16:30.200]  舒拉蜜形容所羅門王的身體和祂的面貌
[00:16:30.200 --> 00:16:36.040]  經文說所羅門王的臉色是白雷透紅
[00:16:36.040 --> 00:16:39.800]  這裡的意思是說祂是融光煥發的意思
[00:16:39.800 --> 00:16:41.480]  祂的面貌
[00:16:41.480 --> 00:16:43.240]  如果我們記得的話
[00:16:43.240 --> 00:16:46.920]  所羅門王的父親大衛也是這樣
[00:16:46.920 --> 00:16:50.680]  撒姆爾記上十六章十二節
[00:16:50.680 --> 00:16:56.120]  說到大衛的面色是光紅、雙目清瘦
[00:16:56.120 --> 00:16:57.720]  他的容貌盡美
[00:16:57.720 --> 00:17:00.760]  然後他去打巨人哥利亞的時候
[00:17:00.760 --> 00:17:04.360]  在撒姆爾記上的十七章四十二節
[00:17:04.360 --> 00:17:07.160]  說那些斐理士人看不起大衛
[00:17:07.160 --> 00:17:09.400]  說他年紀太小
[00:17:09.400 --> 00:17:11.800]  但是他們無可否認的
[00:17:11.800 --> 00:17:18.040]  就是大衛面色光紅、容貌盡美
[00:17:18.040 --> 00:17:22.280]  然後舒拉蜜形容所羅門王的頭髮
[00:17:22.280 --> 00:17:24.440]  是像烏鴉一樣的黑
[00:17:24.440 --> 00:17:27.000]  而且他的頭髮很厚實
[00:17:27.000 --> 00:17:30.840]  說他的眼睛是像甲子的眼睛
[00:17:30.840 --> 00:17:33.400]  用奶來洗乾淨
[00:17:33.400 --> 00:17:35.960]  這裡可能有兩個解釋
[00:17:35.960 --> 00:17:39.800]  第一就是所羅門王的眼紅膜
[00:17:39.800 --> 00:17:42.840]  就是我們眼睛深色的地方
[00:17:42.840 --> 00:17:44.680]  好像甲子的眼睛
[00:17:44.680 --> 00:17:48.280]  但是他的眼白是像奶色一樣
[00:17:48.280 --> 00:17:50.440]  但是可能有一個更好的解釋
[00:17:50.440 --> 00:17:54.440]  就是所羅門王的雙眼像一對甲子
[00:17:54.440 --> 00:17:57.240]  在溪水裡洗澡一樣
[00:17:57.240 --> 00:17:59.640]  含情脈脈、水汪汪
[00:17:59.640 --> 00:18:04.920]  還是非常平靜、非常安靜的描述
[00:18:04.920 --> 00:18:08.920]  舒拉蜜剛才說所羅門王的面色
[00:18:08.920 --> 00:18:11.880]  是白中透紅
[00:18:11.880 --> 00:18:14.200]  然後在五章十三節
[00:18:14.200 --> 00:18:16.280]  說他的面很香
[00:18:16.280 --> 00:18:19.320]  好像香花、香草一樣
[00:18:19.320 --> 00:18:22.680]  也描述他的嘴唇好像是白合花
[00:18:22.680 --> 00:18:24.360]  滴下末藥
[00:18:24.360 --> 00:18:28.280]  說所羅門王的嘴是很香甜
[00:18:28.280 --> 00:18:32.440]  然後在五章十六、十三節
[00:18:32.440 --> 00:18:35.080]  也是描述所羅門王的口
[00:18:35.080 --> 00:18:37.240]  因為有一個手尾結構
[00:18:37.240 --> 00:18:41.480]  這裡說他的口是極其甘甜
[00:18:41.480 --> 00:18:46.440]  其實原文希伯來文說到五章十六節的口
[00:18:46.440 --> 00:18:49.160]  是說發音的部分
[00:18:49.160 --> 00:18:51.560]  所以這裡可以說
[00:18:51.560 --> 00:18:53.560]  所羅門王的口很香
[00:18:53.560 --> 00:18:57.880]  但也可以說他說出來的話是很甜很甜
[00:18:57.880 --> 00:18:59.720]  剛才我們見到他
[00:18:59.720 --> 00:19:04.520]  又說舒拉蜜是他的妹子、佳偶、甲子、源泉人
[00:19:04.520 --> 00:19:07.720]  真是口甜舌滑
[00:19:07.720 --> 00:19:12.040]  其實全部描述最終生的地方
[00:19:12.040 --> 00:19:14.520]  就是所羅門王的身體
[00:19:14.520 --> 00:19:17.960]  說他的身體如同雕刻的象牙
[00:19:17.960 --> 00:19:22.360]  說他身體周圍是鑲嵌著藍寶石
[00:19:22.360 --> 00:19:27.240]  藍寶石可以說是所羅門王的禮服
[00:19:27.240 --> 00:19:30.520]  或者他的皇袍上的鈕
[00:19:30.520 --> 00:19:33.240]  是用藍寶石來做
[00:19:33.240 --> 00:19:37.640]  說他的雙手臂好像金管
[00:19:37.640 --> 00:19:40.840]  而他的手就好像水倉玉
[00:19:40.840 --> 00:19:45.560]  水倉玉是由他斯運過來
[00:19:45.560 --> 00:19:48.280]  他斯就是現在的西班牙
[00:19:48.280 --> 00:19:51.400]  就是西班牙的玉石
[00:19:51.400 --> 00:19:56.120]  也說他兩條腿好像白玉的石柱
[00:19:56.120 --> 00:19:58.360]  在金座的上方
[00:19:58.360 --> 00:19:59.960]  剛才我們說過
[00:19:59.960 --> 00:20:01.400]  頭好像晶金
[00:20:01.400 --> 00:20:03.240]  腳又好像金座
[00:20:03.240 --> 00:20:05.800]  又有一個手尾的結構
[00:20:05.800 --> 00:20:08.840]  最終生經文說他的身體
[00:20:08.840 --> 00:20:12.840]  好像尼巴嫩的香柏樹
[00:20:12.840 --> 00:20:14.280]  總言之
[00:20:14.280 --> 00:20:15.720]  舒拉蜜的眼中
[00:20:15.720 --> 00:20:19.160]  所羅門王就是全然可愛
[00:20:19.160 --> 00:20:21.880]  我們見到舒拉蜜和所羅門王
[00:20:21.880 --> 00:20:24.520]  雖然感情出現了問題
[00:20:24.520 --> 00:20:28.760]  但舒拉蜜還是不斷讚美所羅門王
