
[00:00:00.000 --> 00:00:04.840]  今天的題目都是有關教會建造
[00:03:30.440 --> 00:03:34.520]  這個劇院在《聖經》都有提過
[00:03:34.520 --> 00:03:36.480]  很大的劇院
[00:03:36.480 --> 00:03:40.760]  這裏就是著名的圖書館
[00:03:40.760 --> 00:03:43.000]  只剩下這幅牆
[00:03:43.000 --> 00:03:48.840]  以前的圖書館就是文化的中心所在
[00:03:48.840 --> 00:03:51.120]  這裏就比較後期一點
[00:03:51.120 --> 00:03:54.480]  就是過了教會被逼迫的時期
[00:03:54.480 --> 00:03:59.240]  就是教堂裏面的一個洗禮池
[00:03:59.240 --> 00:04:01.880]  這個洗禮池有多大呢
[00:04:01.880 --> 00:04:04.360]  其實不是這麼大
[00:04:04.360 --> 00:04:07.200]  也不是這麼深 去到一半左右
[00:04:07.200 --> 00:04:08.480]  以前我也提過
[00:04:08.480 --> 00:04:12.240]  就是那時候洗禮的方式最多用的
[00:04:12.240 --> 00:04:15.840]  我們現在是說第三世紀 第四世紀
[00:04:15.840 --> 00:04:19.600]  那時候最多用的方式就是澆水
[00:04:19.600 --> 00:04:21.720]  又不是浸 又不是點水
[00:04:21.720 --> 00:04:23.560]  就是在頭上澆水
[00:04:23.560 --> 00:04:27.480]  所以就不需要有什麼去水的地方
[00:04:27.480 --> 00:04:31.640]  因為那時候那裏的地方水都很矜貴
[00:04:31.640 --> 00:04:37.720]  這就是當時的洗禮池
[00:04:37.720 --> 00:04:40.720]  在《聖經》裏面說
[00:04:40.720 --> 00:04:45.560]  洗禮池是保羅第二次去宣教的時候
[00:04:45.560 --> 00:04:48.840]  由歐洲那邊希臘回去
[00:04:48.840 --> 00:04:52.240]  帶了一對夫婦一起去
[00:04:52.240 --> 00:04:56.160]  就是伯基拉 阿居拉
[00:04:56.160 --> 00:04:57.760]  中文的翻譯很翹嘴
[00:04:57.760 --> 00:04:59.520]  讀多幾次才記得
[00:04:59.520 --> 00:05:01.120]  阿基拉伯基拉夫婦
[00:05:01.120 --> 00:05:06.680]  在那裏保羅就將他們留在這裏
[00:05:06.680 --> 00:05:07.600]  伊夫索
[00:05:07.600 --> 00:05:11.280]  他自己就坐船回去耶路撒冷
[00:05:11.280 --> 00:05:12.960]  安提阿這邊
[00:05:12.960 --> 00:05:15.280]  所以伊夫索這個教會
[00:05:15.280 --> 00:05:22.840]  其實就是伯基拉 阿基拉兩夫婦所發展的
[00:05:22.840 --> 00:05:25.840]  到保羅第三次宣道的時候
[00:05:25.840 --> 00:05:28.000]  就再去那裏探他們
[00:05:28.000 --> 00:05:29.880]  就在那裏留得最長時間了
[00:05:29.880 --> 00:05:31.680]  有三年多的時間
[00:05:31.680 --> 00:05:34.640]  所以伊夫索教會就是保羅的教導
[00:05:34.640 --> 00:05:37.640]  一直栽培和發展
[00:05:37.640 --> 00:05:40.840]  當時有很多信徒就是
[00:05:40.840 --> 00:05:44.320]  猶太人的背景
[00:05:44.320 --> 00:05:46.560]  信了耶穌
[00:05:46.560 --> 00:05:49.480]  有更多的也是希臘人
[00:05:49.480 --> 00:05:51.600]  信了耶穌的希臘人
[00:05:51.600 --> 00:05:53.880]  所以我們剛才所讀的那段經文
[00:05:53.880 --> 00:05:57.240]  拆毀雙方中間的牆
[00:05:57.240 --> 00:06:03.200]  就是外邦信徒和猶太信徒中間的牆
[00:06:03.200 --> 00:06:07.160]  文化上已經很多年他們是不相往來
[00:06:07.160 --> 00:06:10.160]  就是猶太人和外邦人沒有什麼來往的
[00:06:10.160 --> 00:06:13.920]  但是現在有信了主的外邦人
[00:06:13.920 --> 00:06:15.680]  也都有信了主的猶太人
[00:06:15.680 --> 00:06:17.960]  他們怎樣在同一個教會當中
[00:06:17.960 --> 00:06:19.320]  因為耶穌基督的緣故
[00:06:19.320 --> 00:06:23.560]  參與這個所謂拆牆的行動呢
[00:06:23.560 --> 00:06:28.800]  其實起牆是一塊一塊磚頭
[00:06:28.800 --> 00:06:32.800]  從低到高 越來越高
[00:06:32.800 --> 00:06:35.840]  經過長時間 如果你拆牆的話
[00:06:35.840 --> 00:06:40.040]  也是一塊一塊磚拆掉 需要時間
[00:06:40.040 --> 00:06:41.720]  不是說立刻信了耶穌
[00:06:41.720 --> 00:06:43.160]  那我們就可以合一
[00:06:43.160 --> 00:06:44.280]  信了耶穌就可以
[00:06:44.280 --> 00:06:46.600]  把這些大家不同的地方放下
[00:06:46.600 --> 00:06:50.200]  是需要時間的
[00:06:50.200 --> 00:06:53.880]  今天T4C 我們這個教會
[00:06:53.880 --> 00:06:58.080]  究竟我們中間有沒有看到一些無形的牆
[00:06:58.080 --> 00:07:00.240]  我們需要拆掉它
[00:07:00.240 --> 00:07:02.560]  這些牆有多高呢
[00:07:02.560 --> 00:07:05.360]  阻隔我們之間的來往 交通
[00:07:05.360 --> 00:07:09.240]  以致我們有時都看不到不同的人
[00:07:09.240 --> 00:07:11.960]  這個牆太高了 看不到
[00:07:11.960 --> 00:07:14.120]  完全沒有來往
[00:07:14.120 --> 00:07:17.320]  究竟有什麼牆呢
[00:07:20.200 --> 00:07:22.800]  我們就像耶穌所教會一樣
[00:07:22.800 --> 00:07:26.960]  有時在文化傳統上有差異
[00:07:26.960 --> 00:07:28.960]  剛才說過 保羅寫信的時候
[00:07:28.960 --> 00:07:31.120]  耶穌所教會有些是猶太人的基督徒
[00:07:31.120 --> 00:07:33.480]  還有希臘人的基督徒
[00:07:33.480 --> 00:07:37.000]  他們本來就在文化傳統上有差異的
[00:07:37.000 --> 00:07:40.800]  舉例猶太人星期六是守安息日的
[00:07:40.800 --> 00:07:44.200]  所以他們如果是做生意的話
[00:07:44.200 --> 00:07:48.840]  就是上鋪 本店今天休息
[00:07:48.840 --> 00:07:51.600]  希臘人的基督徒就不是
[00:07:51.600 --> 00:07:53.040]  安息日從來都沒有
[00:07:53.040 --> 00:07:55.760]  星期六就是星期六 生意更多
[00:07:55.760 --> 00:07:58.320]  所以照常營業
[00:07:58.320 --> 00:08:01.600]  所以他們都會分的
[00:08:01.600 --> 00:08:05.280]  那猶太人就不吃豬肉
[00:08:05.280 --> 00:08:07.240]  如果有殼的海鮮
[00:08:07.240 --> 00:08:09.520]  有殼的海鮮我們最喜歡
[00:08:09.520 --> 00:08:13.240]  蝦 蟹 鮑魚那些
[00:08:13.240 --> 00:08:17.720]  猶太人如果是遵守他們的規矩就不吃
[00:08:17.720 --> 00:08:20.400]  但當然我們今天遇到很多猶太人
[00:08:20.400 --> 00:08:21.760]  就是有很多種
[00:08:21.760 --> 00:08:23.360]  今天有些猶太人什麼都吃
[00:08:23.360 --> 00:08:24.800]  豬肉照吃
[00:08:24.800 --> 00:08:26.880]  所以跟以前的不一樣
[00:08:26.880 --> 00:08:29.080]  以前就分得很清楚
[00:08:29.080 --> 00:08:30.760]  你是猶太人的傳統
[00:08:30.760 --> 00:08:32.880]  希臘人的傳統不一樣
[00:08:32.880 --> 00:08:35.960]  飲食都不一樣
[00:08:35.960 --> 00:08:39.160]  更加重要的就是在耶路撒冷的聖殿裡面
[00:08:39.160 --> 00:08:42.720]  的確是有一幅猶太人和外邦人中間
[00:08:42.720 --> 00:08:45.320]  一個真實的腸香
[00:08:45.320 --> 00:08:47.960]  這個是所謂第二聖殿
[00:08:47.960 --> 00:08:51.120]  這個第二聖殿當然是一個模型
[00:08:51.120 --> 00:08:57.000]  在耶路撒冷這個地方是很大的
[00:08:57.000 --> 00:08:58.920]  我稍微計算一下
[00:08:58.920 --> 00:09:04.800]  有27個美式足球場這麼大
[00:09:04.800 --> 00:09:08.000]  27個 上面有20幾30個
[00:09:08.000 --> 00:09:13.480]  所以這個地方整個範圍都是叫做聖殿山
[00:09:13.480 --> 00:09:16.840]  旁邊這裡就是給一些人在那裡
[00:09:16.840 --> 00:09:19.680]  當時就是去獻祭
[00:09:19.680 --> 00:09:21.680]  把牛 羊帶到那裡
[00:09:21.680 --> 00:09:23.200]  所以聖經所說
[00:09:23.200 --> 00:09:25.080]  耶穌是潔淨聖殿
[00:09:25.080 --> 00:09:27.120]  其實是說這個地方
[00:09:27.120 --> 00:09:31.560]  就是把那些牛 羊趕走
[00:09:31.560 --> 00:09:34.000]  他說這個地方是敬拜神的
[00:09:34.000 --> 00:09:36.400]  所以在耶穌的心目當中
[00:09:36.400 --> 00:09:38.800]  整個聖殿山都是神聖的
[00:09:38.800 --> 00:09:41.360]  都是敬拜神的地方
[00:09:41.360 --> 00:09:43.520]  但是就不要想像中
[00:09:43.520 --> 00:09:47.840]  為什麼那些人會把牛 羊帶到教堂裡面
[00:09:47.840 --> 00:09:49.280]  他們在外圍
[00:09:49.280 --> 00:09:50.320]  這是很大的
[00:09:50.320 --> 00:09:54.600]  這個才叫做聖殿
[00:09:54.600 --> 00:09:56.560]  外面有一幅牆
[00:09:56.560 --> 00:09:58.080]  這裡看得不清楚
[00:09:58.080 --> 00:10:05.240]  不過有一幅牆大概一個人這麼高
[00:10:05.240 --> 00:10:07.680]  牆不是很高
[00:10:07.680 --> 00:10:11.800]  但是那裡有個牌寫著
[00:10:11.800 --> 00:10:13.560]  凡是外邦人
[00:10:13.560 --> 00:10:16.080]  如果你不是猶太人
[00:10:16.080 --> 00:10:18.240]  經過這幅牆的時候
[00:10:18.240 --> 00:10:21.040]  會被判死刑
[00:10:21.040 --> 00:10:23.000]  那個牌就四處放
[00:10:23.000 --> 00:10:24.400]  有幾國的文字
[00:10:24.400 --> 00:10:26.440]  有阿蘭文 有希臘文
[00:10:26.440 --> 00:10:29.040]  所以你不能說我不懂
[00:10:29.040 --> 00:10:32.280]  所以這幅牆就很重要
[00:10:32.280 --> 00:10:34.480]  就是說這幅牆進去裡面
[00:10:34.480 --> 00:10:36.560]  就指的是猶太人
[00:10:36.560 --> 00:10:40.120]  大家搜尋《聖經》有地圖就知道
[00:10:40.120 --> 00:10:42.920]  再從這裡的入口進去那裡
[00:10:42.920 --> 00:10:46.560]  就是什麼猶太人都可以進去
[00:10:46.560 --> 00:10:48.480]  但是如果你是女人
[00:10:48.480 --> 00:10:51.200]  你就不能再進去
[00:10:51.200 --> 00:10:53.680]  因為再進一步就只有男人
[00:10:53.680 --> 00:10:56.680]  猶太人的男人才可以進去
[00:10:56.680 --> 00:11:01.000]  然後再進一步就只有祭司才可以進去
[00:11:01.000 --> 00:11:03.080]  那裡就叫做聖所
[00:11:03.080 --> 00:11:05.320]  然後經過聖所再進去那裡
[00:11:05.320 --> 00:11:06.760]  就叫做至聖所
[00:11:06.760 --> 00:11:09.920]  就是只有大祭司才可以進去
[00:11:09.920 --> 00:11:13.000]  那裡就有一個叫做寶座
[00:11:13.000 --> 00:11:14.840]  就是神的寶座
[00:11:14.840 --> 00:11:16.680]  其實是一個藥櫃
[00:11:16.680 --> 00:11:20.840]  中間有一個布簾隔開
[00:11:20.840 --> 00:11:24.320]  所以大家知道就是
[00:11:24.320 --> 00:11:29.000]  保羅所說的猶太人和外邦人中間的那幅牆
[00:11:29.000 --> 00:11:30.520]  真的有一幅牆在那裡
[00:11:30.520 --> 00:11:33.640]  是他們不是要跨過去
[00:11:33.640 --> 00:11:35.360]  《士堂傳》那裡說
[00:11:35.360 --> 00:11:37.920]  曾經有一次保羅傳教之後
[00:11:37.920 --> 00:11:40.440]  就帶了一個外邦人
[00:11:40.440 --> 00:11:44.840]  其實外邦人是在我想外邊的地方
[00:11:44.840 --> 00:11:48.560]  但是有些人就是閒言閒語說
[00:11:48.560 --> 00:11:52.400]  保羅帶了外邦人過了那幅牆
[00:11:52.400 --> 00:11:54.360]  進了裡面
[00:11:54.360 --> 00:11:56.840]  那些人就去抓他
[00:11:56.840 --> 00:11:58.400]  又說要用石頭打他
[00:11:58.400 --> 00:12:00.000]  如果看《士堂傳》
[00:12:00.000 --> 00:12:03.400]  大家會看回這段記載
[00:12:03.400 --> 00:12:08.640]  那個外邦人也是意忿所人
[00:12:08.640 --> 00:12:10.240]  所以在教會當中
[00:12:10.240 --> 00:12:12.640]  如果要拆牆的時候
[00:12:12.640 --> 00:12:15.440]  不是那麼容易
[00:12:15.440 --> 00:12:17.640]  我們今天在華人教會裡面
[00:12:17.640 --> 00:12:19.440]  在吃的方面當然沒問題
[00:12:19.440 --> 00:12:21.680]  我們什麼都吃
[00:12:21.680 --> 00:12:27.320]  分別只是好吃和不好吃
[00:12:27.320 --> 00:12:29.960]  我剛剛來美國讀書的時候
[00:12:29.960 --> 00:12:33.760]  有一陣子住在一個乾媽的家
[00:12:33.760 --> 00:12:35.640]  她是台山人
[00:12:35.640 --> 00:12:39.320]  跟我講廣東話
[00:12:39.320 --> 00:12:41.280]  有一次在教會裡面
[00:12:41.280 --> 00:12:45.440]  她介紹我給一個朋友認識
[00:12:45.440 --> 00:12:49.440]  你個多位唔曉得講唐話
[00:12:49.440 --> 00:12:52.080]  我的台山話正不正
[00:12:52.080 --> 00:12:54.520]  有些人聽得懂
[00:12:54.520 --> 00:12:57.640]  這個兒子唔識講唐話
[00:12:57.640 --> 00:13:01.480]  他的心目當中
[00:13:01.480 --> 00:13:04.880]  中文就是台山話
[00:13:04.880 --> 00:13:06.720]  唐人就是中國人
[00:13:06.720 --> 00:13:08.200]  唐人講唐話
[00:13:08.200 --> 00:13:09.560]  你唔識講台山話
[00:13:09.560 --> 00:13:12.040]  就唔識講中文
[00:13:12.040 --> 00:13:14.520]  所以在教會裡面有時是分的
[00:13:14.520 --> 00:13:16.720]  我們 你們 他們
[00:13:16.720 --> 00:13:19.200]  我們他會分得出來
[00:13:19.200 --> 00:13:20.520]  講語言的時候
[00:13:20.520 --> 00:13:22.000]  當然我們在教會當中
[00:13:22.000 --> 00:13:23.880]  我們就說國語 廣東話
[00:13:23.880 --> 00:13:25.680]  我們這幫人的廣東話
[00:13:25.680 --> 00:13:28.560]  但如果你認真要分的時候
[00:13:28.560 --> 00:13:31.360]  還可以再分的
[00:13:31.360 --> 00:13:35.400]  國語 普通話 華語
[00:13:35.400 --> 00:13:36.920]  如果有人說我講華語
[00:13:36.920 --> 00:13:38.920]  你就知道他在哪裡來的了
[00:13:38.920 --> 00:13:41.680]  大家東南不知哪個地方
[00:13:41.680 --> 00:13:43.400]  廣東話都分的
[00:13:43.400 --> 00:13:45.960]  究竟是廣東話還是白話
[00:13:45.960 --> 00:13:47.720]  還是廣州話
[00:13:47.720 --> 00:13:49.560]  如果你稍微小心聽
[00:13:49.560 --> 00:13:52.920]  你估得到究竟他在哪裡來
[00:13:52.920 --> 00:13:54.800]  他平時用這些話
[00:13:54.800 --> 00:13:57.200]  或者用這些文字的時候在哪裡
[00:13:57.200 --> 00:13:59.200]  所以如果我們要分的時候
[00:13:59.200 --> 00:14:00.080]  是可以分的
[00:14:00.080 --> 00:14:01.520]  在文化傳統上面
[00:14:01.520 --> 00:14:04.720]  我們 你們 他們
[00:14:04.720 --> 00:14:10.360]  那些福祥就越起越高了
[00:14:10.360 --> 00:14:13.560]  那個圈子就越來越小了
[00:14:13.560 --> 00:14:15.680]  除了文化在信徒當中
[00:14:15.680 --> 00:14:17.600]  我們要強調
[00:14:17.600 --> 00:14:19.800]  有時會 特別是基督徒
[00:14:19.800 --> 00:14:22.640]  你信了主師參加這裡的時候
[00:14:22.640 --> 00:14:26.240]  就會分得到你是哪一個宗派的教會
[00:14:26.240 --> 00:14:30.080]  浸信會 長老會 或者是
[00:14:30.080 --> 00:14:33.920]  當然這些教會宗派是一定有分別的
[00:14:33.920 --> 00:14:36.280]  崇拜方面
[00:14:36.280 --> 00:14:39.640]  音樂程序都有分別
[00:14:39.640 --> 00:14:40.920]  但是我們會不會以為
[00:14:40.920 --> 00:14:43.160]  我們那些才是最好
[00:14:43.160 --> 00:14:45.120]  我們這樣才是對的
[00:14:45.120 --> 00:14:48.600]  你們那些就是有些問題
[00:14:48.600 --> 00:14:50.360]  不要忘記
[00:14:50.360 --> 00:14:54.920]  基督耶穌是用祂的身體廢掉冤仇
[00:14:54.920 --> 00:14:58.400]  所以本來是我們犯罪神要刑罰的
[00:14:58.400 --> 00:15:02.040]  但是耶穌替我們在十字架上承擔了
[00:15:02.040 --> 00:15:04.400]  不只是祂的身體痛苦
[00:15:04.400 --> 00:15:09.680]  也是為了我們去承擔言語上面的侮辱
[00:15:09.680 --> 00:15:16.480]  被誤會 被唾棄 被出賣 被離棄
[00:15:16.480 --> 00:15:19.800]  耶穌不是因為自己的罪受罰
[00:15:19.800 --> 00:15:23.160]  是替我們受罪
[00:15:23.160 --> 00:15:26.040]  我們犯的是什麼罪
[00:15:26.040 --> 00:15:28.280]  很多時候就是說有分別
[00:15:28.280 --> 00:15:30.800]  但是我們歧視人
[00:15:30.800 --> 00:15:32.120]  所以這個是最重要的
[00:15:32.120 --> 00:15:34.280]  我們differentiate but not discriminate
[00:15:34.280 --> 00:15:37.400]  如果你不想在這個方面犯罪的話
[00:15:37.400 --> 00:15:38.920]  我們看到是有分別的
[00:15:38.920 --> 00:15:40.040]  的確是有分別
[00:15:40.040 --> 00:15:42.840]  但是我們不是認為自己那個就對
[00:15:42.840 --> 00:15:44.200]  自己那些是最好
[00:15:44.200 --> 00:15:46.120]  別人那些是錯的
[00:15:46.120 --> 00:15:49.240]  如果是有這樣的罪
[00:15:49.240 --> 00:15:54.120]  認為我們廣東話是最能夠表達的
[00:15:54.120 --> 00:15:56.520]  國語是不行的
[00:15:56.520 --> 00:16:01.320]  如果有這樣在主裡面就是得罪了神
[00:16:01.320 --> 00:16:07.800]  教主憐憫我們拆了文化傳統的牆
[00:16:07.800 --> 00:16:11.880]  第二方面就是身份恩賜的差異
[00:16:11.880 --> 00:16:14.600]  在教會當中我們容易因為某一些人
[00:16:14.600 --> 00:16:18.360]  有特殊的積分 有特殊的恩賜
[00:16:18.360 --> 00:16:22.600]  我們就看他們比我們高一層
[00:16:22.600 --> 00:16:23.800]  好像在他們前面的時候
[00:16:23.800 --> 00:16:27.320]  我們也要鞠個躬
[00:16:27.320 --> 00:16:32.520]  特別是牧師 長老 執事會主席
[00:16:32.520 --> 00:16:37.480]  或者委員會主席一聽到就肅然起敬
[00:16:37.480 --> 00:16:39.000]  我自己是牧師
[00:16:39.000 --> 00:16:41.320]  我感謝大家的尊敬
[00:16:41.320 --> 00:16:45.320]  但是我希望你不要給我太大的壓力
[00:16:45.320 --> 00:16:45.800]  怎麼說呢
[00:16:45.800 --> 00:16:51.160]  因為牧師不一定是對聖經所有難題都有答案的
[00:16:51.160 --> 00:16:56.840]  也不一定是懂得每一位神學家的理論
[00:16:56.840 --> 00:17:02.280]  牧師也是人 會犯錯 甚至是會犯罪的
[00:17:02.280 --> 00:17:07.560]  一樣會發脾氣 一樣會說錯話
[00:17:07.560 --> 00:17:15.000]  一樣會跟太太在家裡吵架 都是人嘛
[00:17:15.000 --> 00:17:17.480]  哥倫多前書第十一章十八節
[00:17:17.480 --> 00:17:20.040]  保羅寫信給哥倫多教會
[00:17:20.040 --> 00:17:24.680]  說到聖餐的時候就指出教會有一些問題
[00:17:24.680 --> 00:17:27.880]  他說首先我聽說你們教會聚會的時候
[00:17:27.880 --> 00:17:31.080]  就是哥倫多教會 有分裂的事
[00:17:31.080 --> 00:17:34.520]  我也有些相信是這樣的說法
[00:17:34.520 --> 00:17:37.720]  在你們中間必然是有分門結黨的事
[00:17:37.720 --> 00:17:44.360]  好使那些經得起考驗的人顯明出來
[00:17:44.360 --> 00:17:48.280]  保羅聽說哥倫多教會有一些問題
[00:17:48.280 --> 00:17:51.160]  就是分門分派
[00:17:51.160 --> 00:17:53.320]  在第一章的時候就提到
[00:17:53.320 --> 00:17:56.760]  當時有些人說我是保羅派的
[00:17:56.760 --> 00:17:58.920]  有些人說我是彼得派的
[00:17:58.920 --> 00:18:02.680]  有些人說我是屬於耶穌的
[00:18:02.680 --> 00:18:05.960]  無黨無派的
[00:18:05.960 --> 00:18:08.680]  分開
[00:18:08.680 --> 00:18:12.920]  在這裡他就說在教會裡有人經得起考驗
[00:18:12.920 --> 00:18:15.800]  給他多一點責任這是很自然的
[00:18:15.800 --> 00:18:19.640]  有些人經得起考驗有教導的恩賜
[00:18:19.640 --> 00:18:21.880]  那就讓他教豬肉學
[00:18:21.880 --> 00:18:23.720]  請他出來教豬肉學
[00:18:23.720 --> 00:18:26.520]  他有教導的恩賜
[00:18:26.520 --> 00:18:30.920]  有些人經得起考驗可以帶領崇拜的
[00:18:30.920 --> 00:18:33.560]  帶領詩歌 懂得彈琴
[00:18:33.560 --> 00:18:35.240]  就請他們出來帶
[00:18:35.240 --> 00:18:36.760]  這是完全正常的
[00:18:36.760 --> 00:18:38.760]  沒問題的 應該的
[00:18:38.760 --> 00:18:42.280]  然而不要因為他們有特殊的恩賜
[00:18:42.280 --> 00:18:45.880]  就分你們 我們他們
[00:18:45.880 --> 00:18:51.240]  不要把這幅牆越砌越高
[00:18:51.240 --> 00:18:56.440]  如果要拆牆的話應該是從自己開始
[00:18:56.440 --> 00:18:58.520]  哥倫多前書第四章第七節就說
[00:18:58.520 --> 00:19:01.320]  使你與人不同的是誰
[00:19:01.320 --> 00:19:04.760]  你所有的是哪一個不是領受的
[00:19:04.760 --> 00:19:05.960]  若是領受的
[00:19:05.960 --> 00:19:12.440]  為何自誇彷彿不是領受的呢
[00:19:12.440 --> 00:19:13.960]  很多時候我們有的問題就是
[00:19:13.960 --> 00:19:17.720]  以為我是比人厲害
[00:19:17.720 --> 00:19:19.080]  我的智力比較高
[00:19:19.080 --> 00:19:21.480]  所以我就學得到這些東西
[00:19:21.480 --> 00:19:23.000]  比人強
[00:19:23.000 --> 00:19:25.480]  從自己開始想的時候
[00:19:25.480 --> 00:19:29.160]  我們有的恩賜都是神所給的
[00:19:29.160 --> 00:19:32.360]  如果你有恩賜感謝神
[00:19:32.360 --> 00:19:33.880]  但是不要太驕傲
[00:19:33.880 --> 00:19:38.200]  就是以為沒有了你不行
[00:19:38.200 --> 00:19:40.360]  沒有我不行
[00:19:40.360 --> 00:19:46.440]  太驕傲的時候就會走到這個極端
[00:19:46.440 --> 00:19:49.080]  如果你認為自己沒有恩賜
[00:19:49.080 --> 00:19:50.840]  你又不要太謙虛
[00:19:50.840 --> 00:19:54.760]  以為沒有了我一樣行
[00:19:54.760 --> 00:19:55.880]  多我一個不多
[00:19:55.880 --> 00:19:58.120]  少我一個不少
[00:19:58.120 --> 00:20:01.000]  你想想這兩句話其實都差不多意思
[00:20:01.000 --> 00:20:01.800]  沒有了我不行
[00:20:01.800 --> 00:20:03.240]  沒有了我一樣行
[00:20:03.240 --> 00:20:07.320]  但是那個態度心態上很不一樣
[00:20:07.320 --> 00:20:08.920]  如果你太驕傲的時候
[00:20:08.920 --> 00:20:10.440]  沒有了你不行的時候
[00:20:10.440 --> 00:20:12.200]  漸漸你就會越來越大
[00:20:12.200 --> 00:20:14.040]  以為自己很重要
[00:20:14.040 --> 00:20:18.360]  教會沒有一個人真的是不可避免的
[00:20:18.360 --> 00:20:19.800]  所以沒有了你不行的
[00:20:19.800 --> 00:20:21.800]  誰都可以
[00:20:21.800 --> 00:20:24.360]  也沒有一個人太謙虛
[00:20:24.360 --> 00:20:26.280]  多我一個不多
[00:20:26.280 --> 00:20:27.400]  少我一個不少
[00:20:27.400 --> 00:20:28.440]  你很重要的
