
[00:00:00.000 --> 00:00:02.000]  (主席)各位弟兄姊妹早晨
[00:02:18.000 --> 00:02:20.000]  當國破家亡的時候
[00:02:20.000 --> 00:02:24.000]  神在,讓他們有盼望
[00:02:24.000 --> 00:02:29.000]  當神的子民從秘魯的地方返回故鄉
[00:02:29.000 --> 00:02:33.000]  面對頹垣敗瓦而失望的時候
[00:02:33.000 --> 00:02:37.000]  神在,教他們建立生命
[00:02:37.000 --> 00:02:40.000]  以生命為殿
[00:02:40.000 --> 00:02:44.000]  無論是喜或悲,無論是得或失
[00:02:44.000 --> 00:02:48.000]  聖經都教我們看到神在
[00:02:48.000 --> 00:02:52.000]  祂以無限的人詞支持著我們
[00:02:52.000 --> 00:02:55.000]  聖經的不同經卷
[00:02:55.000 --> 00:02:59.000]  其實就對應著不同的人生處境
[00:02:59.000 --> 00:03:01.000]  讓我們每一個都看到
[00:03:01.000 --> 00:03:04.000]  無論我們面對什麼人生大問題
[00:03:04.000 --> 00:03:09.000]  神都在,真切地指引我們
[00:03:09.000 --> 00:03:11.000]  舊約的所有經卷
[00:03:11.000 --> 00:03:15.000]  透露神就是那位與我們同在的神
[00:03:15.000 --> 00:03:17.000]  祂不會放棄我們
[00:03:17.000 --> 00:03:22.000]  這就是神與我們之間的約的連繫
[00:03:22.000 --> 00:03:27.000]  就因為神人之間的緊密的連繫
[00:03:27.000 --> 00:03:31.000]  最後神來到人間成為人
[00:03:31.000 --> 00:03:36.000]  馬太福音一開始就表明
[00:03:36.000 --> 00:03:42.000]  耶穌降生的意義就是「以馬來利」
[00:03:42.000 --> 00:03:46.000]  意思就是神與我們同在
[00:03:46.000 --> 00:03:48.000]  三一神透過耶穌
[00:03:48.000 --> 00:03:54.000]  啟示這個神人連繫的世界的真相
[00:03:54.000 --> 00:03:56.000]  來到新約
[00:03:56.000 --> 00:04:00.000]  就是來到神啟示的一個新的階段
[00:04:00.000 --> 00:04:01.000]  透過耶穌
[00:04:01.000 --> 00:04:04.000]  我們更加清楚地看到
[00:04:04.000 --> 00:04:07.000]  這個世界的真正面目
[00:04:07.000 --> 00:04:11.000]  今天我們一來看新約的第一卷書
[00:04:11.000 --> 00:04:12.000]  馬太福音
[00:04:12.000 --> 00:04:15.000]  我們會跟著耶穌的腳步
[00:04:15.000 --> 00:04:19.000]  我們將會看到一個奇異的
[00:04:19.000 --> 00:04:22.000]  全新的世界
[00:04:22.000 --> 00:04:24.000]  在馬太福音裡面
[00:04:24.000 --> 00:04:26.000]  耶穌有多重的角色
[00:04:26.000 --> 00:04:28.000]  祂是神的兒子
[00:04:28.000 --> 00:04:30.000]  祂是天國的王
[00:04:30.000 --> 00:04:33.000]  祂是來到這個世界的救主
[00:04:33.000 --> 00:04:35.000]  祂還有一個角色
[00:04:35.000 --> 00:04:37.000]  祂是一個新的摩西
[00:04:37.000 --> 00:04:42.000]  祂教導我們如何做天國的子民
[00:04:42.000 --> 00:04:43.000]  馬太福音
[00:04:43.000 --> 00:04:46.000]  其中一段最著名的段落
[00:04:46.000 --> 00:04:50.000]  就是五到第七章的登山補訓
[00:04:50.000 --> 00:04:53.000]  耶穌好像摩西那樣
[00:04:53.000 --> 00:04:54.000]  上到山
[00:04:54.000 --> 00:04:59.000]  然後向祂的子民頒佈天國的誡命
[00:04:59.000 --> 00:05:02.000]  今天我們看登山補訓的其中一段
[00:05:02.000 --> 00:05:05.000]  馬太福音第五章第三十八節
[00:05:05.000 --> 00:05:07.000]  至到第四十八節
[00:05:07.000 --> 00:05:10.000]  經文都印製在我們的程序表
[00:05:10.000 --> 00:05:12.000]  教背後的部分
[00:05:12.000 --> 00:05:15.000]  請頂姐妹打開經文
[00:05:15.000 --> 00:05:19.000]  我們都會跟著經文來講
[00:05:19.000 --> 00:05:22.000]  馬太福音第五章第三十八節
[00:05:22.000 --> 00:05:24.000]  耶穌這樣說
[00:05:24.000 --> 00:05:26.000]  你們聽見有話說
[00:05:26.000 --> 00:05:28.000]  以眼還眼
[00:05:28.000 --> 00:05:30.000]  以牙還牙
[00:05:30.000 --> 00:05:32.000]  只是我告訴你們
[00:05:32.000 --> 00:05:34.000]  不要與惡人作對
[00:05:34.000 --> 00:05:36.000]  有人打你的右臉
[00:05:36.000 --> 00:05:40.000]  連左臉也轉過來由他打
[00:05:40.000 --> 00:05:42.000]  有人想要告你
[00:05:42.000 --> 00:05:44.000]  要拿你的女衣
[00:05:44.000 --> 00:05:47.000]  連外衣也由他拿去
[00:05:47.000 --> 00:05:49.000]  有人強迫你走一里路
[00:05:49.000 --> 00:05:52.000]  你就跟他走兩里
[00:05:52.000 --> 00:05:54.000]  有求你的就給他
[00:05:54.000 --> 00:05:57.000]  有向你借貸的不可推辭
[00:05:57.000 --> 00:05:59.000]  你們聽見有話說
[00:05:59.000 --> 00:06:02.000]  要愛你們的鄰舍
[00:06:02.000 --> 00:06:04.000]  恨你們的仇敵
[00:06:04.000 --> 00:06:06.000]  只是我告訴你們
[00:06:06.000 --> 00:06:08.000]  要愛你們的仇敵
[00:06:08.000 --> 00:06:11.000]  為那逼迫你們的祈禱
[00:06:11.000 --> 00:06:14.000]  這樣就可以作你們天父的兒女
[00:06:14.000 --> 00:06:16.000]  因為他叫日頭照好人
[00:06:16.000 --> 00:06:18.000]  也照歹人
[00:06:18.000 --> 00:06:20.000]  降與給異人
[00:06:20.000 --> 00:06:22.000]  也給不異的人
[00:06:22.000 --> 00:06:24.000]  你們若單愛那愛你們的
[00:06:24.000 --> 00:06:26.000]  有什麼賞賜呢
[00:06:26.000 --> 00:06:28.000]  就是歲利不也是這樣行嗎
[00:06:28.000 --> 00:06:31.000]  你們若單請你弟兄的安
[00:06:31.000 --> 00:06:34.000]  給人有什麼賞賜呢
[00:06:34.000 --> 00:06:37.000]  就是愛邦人不也是這樣行嗎
[00:06:37.000 --> 00:06:40.000]  所以你們要完全
[00:06:40.000 --> 00:06:42.000]  像你們的天父
[00:06:42.000 --> 00:06:44.000]  完全一樣
[00:06:44.000 --> 00:06:48.000]  主耶穌一開授就說
[00:06:48.000 --> 00:06:51.000]  你們聽見有話說
[00:06:51.000 --> 00:06:53.000]  這樣這樣這樣
[00:06:53.000 --> 00:06:55.000]  只是我告訴你們
[00:06:55.000 --> 00:06:57.000]  應該這樣這樣這樣
[00:06:57.000 --> 00:06:59.000]  這裡其實已經做了一個
[00:06:59.000 --> 00:07:02.000]  很大的對比
[00:07:02.000 --> 00:07:04.000]  這個對比大到
[00:07:04.000 --> 00:07:08.000]  後者要否定前者
[00:07:08.000 --> 00:07:11.000]  主耶穌來到這個世界
[00:07:11.000 --> 00:07:14.000]  不是要肯定
[00:07:14.000 --> 00:07:16.000]  世界的人
[00:07:16.000 --> 00:07:18.000]  習以為常的做法
[00:07:18.000 --> 00:07:21.000]  而是去否定這種做法
[00:07:21.000 --> 00:07:24.000]  展示另外一種做法
[00:07:24.000 --> 00:07:26.000]  一種我們看起來
[00:07:26.000 --> 00:07:29.000]  不太合理的做法
[00:07:29.000 --> 00:07:31.000]  耶穌來到這個世界
[00:07:31.000 --> 00:07:33.000]  不是教我們
[00:07:33.000 --> 00:07:35.000]  如何在這個世界的人
[00:07:35.000 --> 00:07:39.000]  建構的這個世界得到成功
[00:07:39.000 --> 00:07:41.000]  而是教我們想像
[00:07:41.000 --> 00:07:43.000]  另外一個世界
[00:07:43.000 --> 00:07:45.000]  一個神聖的世界
[00:07:45.000 --> 00:07:48.000]  登山寶訓的誡命
[00:07:48.000 --> 00:07:49.000]  在識經上
[00:07:49.000 --> 00:07:51.000]  在倫理上
[00:07:51.000 --> 00:07:52.000]  在神學上
[00:07:52.000 --> 00:07:55.000]  都引起極大的爭論
[00:07:55.000 --> 00:07:58.000]  究竟這些誡命
[00:07:58.000 --> 00:08:00.000]  登山寶訓的誡命
[00:08:00.000 --> 00:08:03.000]  的性質到底是什麼呢
[00:08:03.000 --> 00:08:06.000]  有人打你的右臉
[00:08:06.000 --> 00:08:08.000]  你就連左臉也轉過來
[00:08:08.000 --> 00:08:10.000]  由他打
[00:08:10.000 --> 00:08:12.000]  有人要奪你的女衣
[00:08:12.000 --> 00:08:15.000]  你就連外衣
[00:08:15.000 --> 00:08:17.000]  都給他
[00:08:17.000 --> 00:08:20.000]  如果你真的照字面去做的話
[00:08:20.000 --> 00:08:22.000]  有人認為
[00:08:22.000 --> 00:08:27.000]  這樣只會令到這個世界亂七八糟
[00:08:27.000 --> 00:08:29.000]  這種教導
[00:08:29.000 --> 00:08:33.000]  看起來是不能制止惡人作惡的
[00:08:33.000 --> 00:08:35.000]  反而令到那些惡人
[00:08:35.000 --> 00:08:37.000]  變本加厲
[00:08:37.000 --> 00:08:39.000]  如果是這樣的話
[00:08:39.000 --> 00:08:41.000]  這個不義的世界
[00:08:41.000 --> 00:08:45.000]  如何管理呢
[00:08:45.000 --> 00:08:49.000]  於是不同的人提出很多不同的想法
[00:08:49.000 --> 00:08:50.000]  有人認為
[00:08:50.000 --> 00:08:52.000]  耶穌的教導
[00:08:52.000 --> 00:08:55.000]  是一種很明智的策略
[00:08:55.000 --> 00:08:58.000]  你對敵人和善
[00:08:58.000 --> 00:09:01.000]  就會令到那些敵人變成你的朋友
[00:09:01.000 --> 00:09:04.000]  你為你的敵人多走一步
[00:09:04.000 --> 00:09:08.000]  會激發他的同理心
[00:09:08.000 --> 00:09:10.000]  害你炒魷魚的那位同事
[00:09:10.000 --> 00:09:12.000]  你送禮物給他
[00:09:12.000 --> 00:09:13.000]  他會變得良善
[00:09:13.000 --> 00:09:14.000]  回過頭來
[00:09:14.000 --> 00:09:18.000]  會介紹你一份更好的工作給你做
[00:09:18.000 --> 00:09:20.000]  如果你真的這樣想的話
[00:09:20.000 --> 00:09:23.000]  你就是天真得可憐
[00:09:23.000 --> 00:09:25.000]  從現實的策略來說
[00:09:25.000 --> 00:09:30.000]  登山補訓並不是好的策略
[00:09:30.000 --> 00:09:31.000]  有人認為
[00:09:31.000 --> 00:09:34.000]  耶穌講的是一種正向的思考
[00:09:34.000 --> 00:09:39.000]  教我們積極地面對逆境
[00:09:39.000 --> 00:09:41.000]  我們都知道正向思考
[00:09:41.000 --> 00:09:49.000]  其實不質疑世人建構的世界
[00:09:49.000 --> 00:09:54.000]  也不質疑世人追求的目標
[00:09:54.000 --> 00:09:56.000]  耶穌顯然不是這樣
[00:09:56.000 --> 00:10:00.000]  耶穌顯然要和現實世界的一切
[00:10:00.000 --> 00:10:02.000]  做一種分別
[00:10:02.000 --> 00:10:04.000]  做一個對比
[00:10:04.000 --> 00:10:09.000]  他根本不認同現實的一切
[00:10:09.000 --> 00:10:13.000]  如果他只不過是一個正向的人
[00:10:13.000 --> 00:10:17.000]  教人在現實的世界獲得成功
[00:10:17.000 --> 00:10:22.000]  他根本不會被人釘在十字架上
[00:10:22.000 --> 00:10:24.000]  反而會成為社會中
[00:10:24.000 --> 00:10:31.000]  個個都拍掌而認同的成功典範
[00:10:31.000 --> 00:10:33.000]  又有人認為
[00:10:33.000 --> 00:10:37.000]  由於登山補訓的教導並不現實
[00:10:37.000 --> 00:10:42.000]  故此不能作為一個信仰的社群
[00:10:42.000 --> 00:10:45.000]  長遠運作的指引
[00:10:45.000 --> 00:10:47.000]  故此
[00:10:47.000 --> 00:10:54.000]  這些說法應該是一種特殊時期的做法
[00:10:54.000 --> 00:10:59.000]  當時有一個觀點
[00:10:59.000 --> 00:11:03.000]  認為主耶穌很快會回來
[00:11:03.000 --> 00:11:06.000]  就因為主耶穌很快會回來
[00:11:06.000 --> 00:11:14.000]  所以信徒採取了一種極端的做法
[00:11:14.000 --> 00:11:16.000]  弟兄姊妹
[00:11:16.000 --> 00:11:22.000]  如果你肯定主耶穌下星期會回來
[00:11:22.000 --> 00:11:24.000]  我相信
[00:11:24.000 --> 00:11:27.000]  你是應該願意變賣你一切
[00:11:27.000 --> 00:11:29.000]  現在所有的東西
[00:11:29.000 --> 00:11:32.000]  分給窮人
[00:11:32.000 --> 00:11:37.000]  一個信徒若認為主耶穌很快會回來
[00:11:37.000 --> 00:11:41.000]  有人拿他一件女衣
[00:11:41.000 --> 00:11:43.000]  他連外衣都給他
[00:11:43.000 --> 00:11:46.000]  其實一點都不出奇
[00:11:46.000 --> 00:11:49.000]  但如果你真的這樣想
[00:11:49.000 --> 00:11:52.000]  登山補訓便會變得
[00:11:52.000 --> 00:11:59.000]  與我們悠長的歷史生活無關
[00:11:59.000 --> 00:12:03.000]  只不過是短暫時期的激烈做法
[00:12:03.000 --> 00:12:06.000]  但如果主耶穌不是這麼快回來
[00:12:06.000 --> 00:12:09.000]  一個這麼悠長的歷史
[00:12:09.000 --> 00:12:14.000]  這些登山補訓便不適切
[00:12:14.000 --> 00:12:15.000]  有人認為
[00:12:15.000 --> 00:12:18.000]  由於登山補訓難以實踐
[00:12:18.000 --> 00:12:22.000]  故此它只是一種遙不可及的理想
[00:12:22.000 --> 00:12:24.000]  如果是理想
[00:12:24.000 --> 00:12:28.000]  做不到便情有可原
[00:12:28.000 --> 00:12:30.000]  每個人都有很多理想
[00:12:30.000 --> 00:12:32.000]  哪一個能夠完全實現呢?
[00:12:32.000 --> 00:12:36.000]  由於人人現實上都做不到
[00:12:36.000 --> 00:12:38.000]  於是有人認為
[00:12:38.000 --> 00:12:41.000]  登山補訓的真意
[00:12:41.000 --> 00:12:44.000]  其實是凸顯我們做不到
[00:12:44.000 --> 00:12:47.000]  多麼需要因典
[00:12:47.000 --> 00:12:50.000]  這是強調因典
[00:12:50.000 --> 00:12:52.000]  若果真是這樣
[00:12:52.000 --> 00:12:59.000]  登山補訓不僅不是信徒努力實踐的倫理
[00:12:59.000 --> 00:13:01.000]  更加有些反效果
[00:13:01.000 --> 00:13:06.000]  就是誘導信徒不要去實踐
[00:13:06.000 --> 00:13:12.000]  因為那些信徒可能會這樣想
[00:13:12.000 --> 00:13:16.000]  硬要去實踐這些做不到的行為
[00:13:16.000 --> 00:13:18.000]  這樣便靠行為得救
[00:13:18.000 --> 00:13:22.000]  遠離了因典
[00:13:22.000 --> 00:13:27.000]  於是有些人假因典之名
[00:13:27.000 --> 00:13:33.000]  讓信徒可以安心放下登山補訓的教導
[00:13:33.000 --> 00:13:34.000]  放下了
[00:13:34.000 --> 00:13:39.000]  這樣每一個人便可以依然固我
[00:13:39.000 --> 00:13:42.000]  不同學者千方百計為登山補訓的教導
[00:13:42.000 --> 00:13:45.000]  找不同的理由
[00:13:45.000 --> 00:13:50.000]  因為這些教導看起來不切實際
[00:13:50.000 --> 00:13:53.000]  助紂為虐
[00:13:53.000 --> 00:13:55.000]  難以實行
[00:13:55.000 --> 00:13:57.000]  大家想想
[00:13:57.000 --> 00:13:59.000]  若果有人打你的右臉
[00:13:59.000 --> 00:14:03.000]  你連左臉都轉過來由他打
[00:14:03.000 --> 00:14:06.000]  他會不會收手?
[00:14:06.000 --> 00:14:09.000]  若果有人要搶你的女衣
[00:14:09.000 --> 00:14:12.000]  你連外衣都由他奪走
[00:14:12.000 --> 00:14:14.000]  那你還剩下什麼?
[00:14:14.000 --> 00:14:16.000]  愛你的仇敵
[00:14:16.000 --> 00:14:19.000]  為逼迫你的人禱告
[00:14:19.000 --> 00:14:23.000]  這樣會不會縱容了那些壞人作惡呢?
[00:14:23.000 --> 00:14:25.000]  面對這些教導
[00:14:25.000 --> 00:14:27.000]  不同的學者找不同的理由
[00:14:27.000 --> 00:14:29.000]  但大家想清楚一點
[00:14:29.000 --> 00:14:34.000]  這些理由其實都沒有什麼理由
[00:14:34.000 --> 00:14:36.000]  問題出在哪裡呢?
[00:14:36.000 --> 00:14:40.000]  為什麼這些教導看起來不切實際
[00:14:40.000 --> 00:14:44.000]  主耶穌又語重心長地教導我們呢?
[00:14:44.000 --> 00:14:47.000]  問題出在哪裡呢?
[00:14:47.000 --> 00:14:50.000]  問題出在
[00:14:50.000 --> 00:14:53.000]  我們將這些教導
[00:14:53.000 --> 00:15:01.000]  從主耶穌所建構的天國中抽出來
[00:15:01.000 --> 00:15:03.000]  然後將這一套東西
[00:15:03.000 --> 00:15:05.000]  本來是在天國中使用的
[00:15:05.000 --> 00:15:12.000]  放回我們習慣的世俗領域
[00:15:12.000 --> 00:15:17.000]  結果就會造成格格不入
[00:15:17.000 --> 00:15:19.000]  大家想像一下
[00:15:19.000 --> 00:15:23.000]  有一個外星人來到這個地球
[00:15:23.000 --> 00:15:26.000]  這個外星人和我們地球人
[00:15:26.000 --> 00:15:28.000]  有一個很不同的地方
[00:15:28.000 --> 00:15:31.000]  就是他不用吃東西
[00:15:31.000 --> 00:15:36.000]  他可以像植物一樣進行光合作用
[00:15:36.000 --> 00:15:41.000]  這樣已經獲得充分的養分
[00:15:41.000 --> 00:15:45.000]  這個外星人就告訴我們地球人
[00:15:45.000 --> 00:15:52.000]  不要為了爭奪生存的資源而開戰
[00:15:52.000 --> 00:15:55.000]  是不需要這樣做的
[00:15:55.000 --> 00:15:58.000]  你只需要到戶外走一走
[00:15:58.000 --> 00:16:02.000]  曬一下太陽吸一口炭氣
[00:16:02.000 --> 00:16:07.000]  這樣就已經有足夠的生存養分
[00:16:07.000 --> 00:16:11.000]  我們聽到這個外星人這樣說
[00:16:11.000 --> 00:16:14.000]  我們會覺得他所說的話
[00:16:14.000 --> 00:16:17.000]  完全不切實際
[00:16:17.000 --> 00:16:19.000]  瘋的
[00:16:19.000 --> 00:16:21.000]  但是又想像一下
[00:16:21.000 --> 00:16:23.000]  如果這個外星人
[00:16:23.000 --> 00:16:26.000]  真的可以在我們的地球
[00:16:26.000 --> 00:16:30.000]  建構一個平衡的宇宙
[00:16:30.000 --> 00:16:32.000]  如果你願意的話
[00:16:32.000 --> 00:16:38.000]  我們地球人是可以進入他建構的世界
[00:16:38.000 --> 00:16:41.000]  一進入他建構的世界
[00:16:41.000 --> 00:16:44.000]  我們的生命馬上會轉化
[00:16:44.000 --> 00:16:49.000]  就真的能夠自己進行光合作用
[00:16:49.000 --> 00:16:51.000]  如果你試一下進入
[00:16:51.000 --> 00:16:53.000]  你明白了
[00:16:53.000 --> 00:16:56.000]  你就會發覺原來他說的話是真的
[00:16:56.000 --> 00:16:59.000]  其實他說的話只是一個事實
[00:16:59.000 --> 00:17:02.000]  不過那個事實是在他的世界裏
[00:17:02.000 --> 00:17:06.000]  但那個世界和我們這個世界是一個平衡的世界
[00:17:06.000 --> 00:17:12.000]  他說的話原來不是無法實踐的道理
[00:17:12.000 --> 00:17:19.000]  他說的話只是呈現另外一個世界的真相
[00:17:19.000 --> 00:17:21.000]  問題出現了
[00:17:21.000 --> 00:17:24.000]  其實大部份人都不願意
[00:17:24.000 --> 00:17:29.000]  或者沒有進入他的平衡宇宙
[00:17:29.000 --> 00:17:36.000]  然後我們只不過是堅固地站在我們現在的習慣的世界
[00:17:36.000 --> 00:17:42.000]  然後我們在這個立場去評價那個人說的任何話
[00:17:42.000 --> 00:17:46.000]  你就會發覺那個外星人說的任何話
[00:17:46.000 --> 00:17:52.000]  都不現實,都不符合實際,假的
[00:17:52.000 --> 00:17:57.000]  問題正正就是出在這裏
[00:17:57.000 --> 00:18:00.000]  耶穌當然不是外星人
[00:18:00.000 --> 00:18:03.000]  祂比外星人強得多
[00:18:03.000 --> 00:18:06.000]  祂是神
[00:18:06.000 --> 00:18:09.000]  祂見到的世界,祂見到的真相
[00:18:09.000 --> 00:18:14.000]  比我們習慣的真相差異大得多
[00:18:14.000 --> 00:18:17.000]  對比更加的強烈
[00:18:17.000 --> 00:18:20.000]  耶穌來到這個世界
[00:18:20.000 --> 00:18:23.000]  以祂自己獨特的生命
[00:18:23.000 --> 00:18:29.000]  呈現一個又奇異又神聖的世界
[00:18:29.000 --> 00:18:32.000]  耶穌以祂自己的一生
[00:18:32.000 --> 00:18:35.000]  去呈現祂眼中見到的真相
[00:18:35.000 --> 00:18:38.000]  真相是怎樣的呢?
[00:18:38.000 --> 00:18:40.000]  耶穌是怎樣活的呢?
[00:18:40.000 --> 00:18:44.000]  祂的真相就是,在祂的世界是很真的
[00:18:44.000 --> 00:18:47.000]  就是祂完全相信天父
[00:18:47.000 --> 00:18:54.000]  祂相信天父比相信人類的各種想法更加好
[00:18:54.000 --> 00:18:58.000]  如果天父的旨意是叫祂背起十字架
[00:18:58.000 --> 00:19:03.000]  祂就會很開心很積極地全力以赴
[00:19:03.000 --> 00:19:11.000]  並不認為千方百計放開十字架
[00:19:11.000 --> 00:19:16.000]  去增加自己的利益更加划算
[00:19:16.000 --> 00:19:18.000]  祂不會這樣想的
[00:19:18.000 --> 00:19:24.000]  因為天父的想法比我們世界人習慣的想法更加好
[00:19:24.000 --> 00:19:27.000]  人生追求的目標
[00:19:27.000 --> 00:19:32.000]  不應該是由世界的世俗來設定
[00:19:32.000 --> 00:19:34.000]  而是由天父來設定
[00:19:34.000 --> 00:19:37.000]  祂覺得更加合理
[00:19:37.000 --> 00:19:40.000]  祂見的世界就是這樣
[00:19:40.000 --> 00:19:46.000]  祂見到天父是大地和歷史的主宰
[00:19:46.000 --> 00:19:49.000]  祂相信天父的人愛
[00:19:49.000 --> 00:19:55.000]  祂不同意人類用各種殘酷的手段
[00:19:55.000 --> 00:20:01.000]  會得到更高的文明進步的想法
[00:20:01.000 --> 00:20:06.000]  祂相信主宰歷史的是一個人愛的天父
[00:20:06.000 --> 00:20:11.000]  而不是人類那種暴力的法則
[00:20:11.000 --> 00:20:14.000]  當有人要捉耶穌的時候
[00:20:14.000 --> 00:20:16.000]  耶穌吩咐彼得
[00:20:16.000 --> 00:20:18.000]  你放下武器
[00:20:18.000 --> 00:20:23.000]  耶穌看到人生真正的保護
[00:20:23.000 --> 00:20:26.000]  只是來自天父
[00:20:26.000 --> 00:20:29.000]  人心真正的平安
[00:20:29.000 --> 00:20:35.000]  是不能夠用以暴易暴的方法來保證的
[00:20:35.000 --> 00:20:38.000]  當耶穌上到十字架上的時候
[00:20:38.000 --> 00:20:41.000]  耶穌第一句說話就說
[00:20:41.000 --> 00:20:46.000]  天父啊,赦免他們每一個
[00:20:46.000 --> 00:20:48.000]  祂的眼睛真的看到
[00:20:48.000 --> 00:20:51.000]  人間的那種痛苦和暴力
[00:20:51.000 --> 00:20:55.000]  並不是終極的真相
[00:20:55.000 --> 00:20:59.000]  並不需要用痛苦和暴力
[00:20:59.000 --> 00:21:04.000]  來主宰我們的理性和情感
[00:21:04.000 --> 00:21:07.000]  真正的終極的真相
[00:21:07.000 --> 00:21:09.000]  是人詞的天父
[00:21:09.000 --> 00:21:12.000]  耶穌完全信任他
[00:21:12.000 --> 00:21:14.000]  信任天父的人詞
[00:21:14.000 --> 00:21:19.000]  而不信任世間的暴力
[00:21:19.000 --> 00:21:23.000]  如果你看到耶穌所看到的真相
[00:21:23.000 --> 00:21:25.000]  你會明白
[00:21:25.000 --> 00:21:28.000]  登山補訓的教導
[00:21:28.000 --> 00:21:33.000]  並不是匪夷所思、超乎常理
[00:21:33.000 --> 00:21:35.000]  登山補訓的教導
[00:21:35.000 --> 00:21:40.000]  放在耶穌所呈現的真相裡
[00:21:40.000 --> 00:21:43.000]  是完全合理的
[00:21:43.000 --> 00:21:45.000]  但當我們抽離了
[00:21:45.000 --> 00:21:49.000]  耶穌所說的終極的真相
[00:21:49.000 --> 00:21:53.000]  我們把這些道理放在我們
[00:21:53.000 --> 00:21:57.000]  習慣的世俗所建構的世界裡
[00:21:57.000 --> 00:22:00.000]  我們這樣合起來
[00:22:00.000 --> 00:22:05.000]  顯得不切實際和格格不入
[00:22:05.000 --> 00:22:07.000]  如果我們追求的東西
[00:22:07.000 --> 00:22:10.000]  是用最有效的策略
[00:22:10.000 --> 00:22:13.000]  帶來最大的果效的話
[00:22:13.000 --> 00:22:16.000]  有人強迫你走一里路
[00:22:16.000 --> 00:22:18.000]  而你要跟他走夠兩里
[00:22:18.000 --> 00:22:23.000]  這只能夠是下下之策
[00:22:23.000 --> 00:22:27.000]  如果你執著個人的成敗
[00:22:27.000 --> 00:22:31.000]  是大過信服天父的旨意的話
[00:22:31.000 --> 00:22:33.000]  有人打你的右臉
[00:22:33.000 --> 00:22:37.000]  然後你連左臉都被他打了
[00:22:37.000 --> 00:22:41.000]  這根本是背離了正義
[00:22:41.000 --> 00:22:46.000]  如果你認為誰大誰惡誰正確
[00:22:46.000 --> 00:22:49.000]  就是人間的真相
[00:22:49.000 --> 00:22:52.000]  不認為人池的天父
[00:22:52.000 --> 00:22:55.000]  在主管歷史
[00:22:55.000 --> 00:22:57.000]  不認為人池的天父
[00:22:57.000 --> 00:22:59.000]  才是終極的真相的話
[00:22:59.000 --> 00:23:01.000]  愛你們的仇敵
[00:23:01.000 --> 00:23:03.000]  為逼迫你們的禱告
[00:23:03.000 --> 00:23:09.000]  只能夠是荒謬至極的歪理
[00:23:09.000 --> 00:23:11.000]  登山補訓
[00:23:11.000 --> 00:23:16.000]  其實他不單單是講一種很古怪的倫理
[00:23:16.000 --> 00:23:21.000]  他其實是呈現一個很奇異的世界
[00:23:21.000 --> 00:23:24.000]  天父透過耶穌的一生
[00:23:24.000 --> 00:23:28.000]  呈示這個世界的真相
[00:23:28.000 --> 00:23:30.000]  在這個真實
[00:23:30.000 --> 00:23:34.000]  但我們覺得很古怪的世界裏
[00:23:34.000 --> 00:23:37.000]  你要放下世俗
[00:23:37.000 --> 00:23:40.000]  一切去跟從主
[00:23:40.000 --> 00:23:44.000]  其實這才是一個最好的人生
[00:23:44.000 --> 00:23:47.000]  在這個真實的世界裏
