
[00:00:00.000 --> 00:00:03.440]  當你讀舊約聖經讀到有關繪幕的時候
[00:02:41.240 --> 00:02:42.280]  Sakai
[00:02:42.280 --> 00:02:45.320]  是有一個遮蓋的意思
[00:02:45.320 --> 00:02:48.320]  原來今天神要遮蓋著我們
[00:02:48.320 --> 00:02:50.960]  神的榮耀要與我們同在
[00:02:50.960 --> 00:02:52.960]  神要帶領我們
[00:02:52.960 --> 00:02:54.040]  在會幕
[00:02:54.040 --> 00:02:55.520]  他們每一次走
[00:02:55.520 --> 00:02:57.400]  什麼時候停下來的時候
[00:02:57.400 --> 00:02:59.200]  就將會幕建好
[00:02:59.200 --> 00:03:03.240]  然後整個紮營的模式
[00:03:03.240 --> 00:03:05.960]  四遍每遍三個支柏
[00:03:05.960 --> 00:03:09.560]  做的格式就出來了
[00:03:09.560 --> 00:03:13.560]  所以原來神要帶領我們人生的道路
[00:03:13.560 --> 00:03:16.120]  我們必須要跟著神去走
[00:03:16.120 --> 00:03:17.640]  當神走的時候
[00:03:17.640 --> 00:03:18.640]  我們先動
[00:03:18.640 --> 00:03:21.200]  神停的時候我們就停
[00:03:21.200 --> 00:03:22.360]  第三
[00:03:22.360 --> 00:03:23.520]  建造這個會幕
[00:03:23.520 --> 00:03:25.520]  他們要預備材料的
[00:03:25.520 --> 00:03:27.480]  所以所有的百姓
[00:03:27.480 --> 00:03:29.760]  就甘心樂意的
[00:03:29.760 --> 00:03:31.920]  將金銀
[00:03:31.920 --> 00:03:35.560]  將很多的寶石獻上
[00:03:35.560 --> 00:03:36.920]  你知不知道以色列人
[00:03:36.920 --> 00:03:39.400]  這些金銀寶石在哪裡來的?
[00:03:39.400 --> 00:03:41.800]  原來當他們出埃及的時候
[00:03:41.800 --> 00:03:42.840]  聖經就說
[00:03:42.840 --> 00:03:46.520]  是神叫他們可以問那些埃及人
[00:03:46.520 --> 00:03:48.920]  拿他們的財寶
[00:03:48.920 --> 00:03:50.440]  因為那些埃及人很想
[00:03:50.440 --> 00:03:52.040]  這批以色列人快點走
[00:03:52.040 --> 00:03:53.760]  叫他們走就走
[00:03:53.760 --> 00:03:55.720]  於是以色列人問他們拿什麼
[00:03:55.720 --> 00:03:59.760]  他們全部很樂意就送給那些以色列人
[00:03:59.760 --> 00:04:03.320]  所以以色列人就從埃及人的手上
[00:04:03.320 --> 00:04:05.760]  拿了很多金銀珠寶
[00:04:05.760 --> 00:04:07.200]  拿了很多的珍珠
[00:04:07.200 --> 00:04:09.440]  就帶著這些物品
[00:04:09.440 --> 00:04:11.600]  就出埃及了
[00:04:11.600 --> 00:04:13.240]  各位你知不知道今天
[00:04:13.240 --> 00:04:16.480]  我們應該有什麼奉獻的態度呢?
[00:04:16.480 --> 00:04:19.640]  原來一切的東西都不是屬於我們
[00:04:19.640 --> 00:04:22.440]  是神將賺錢的能力
[00:04:22.440 --> 00:04:25.080]  神將做事的能力賜給我們
[00:04:25.080 --> 00:04:27.400]  於是我們可以有人工
[00:04:27.400 --> 00:04:30.320]  我們去養活我們自己
[00:04:30.320 --> 00:04:32.080]  以及我們的家庭
[00:04:32.080 --> 00:04:35.320]  一切都是從神而來的
[00:04:35.320 --> 00:04:39.920]  所以我們樂意將東立的歸給神
[00:04:39.920 --> 00:04:43.840]  所以奉獻必須要出於一件事很重要
[00:04:43.840 --> 00:04:46.200]  就是「甘心樂意」
[00:04:46.200 --> 00:04:50.040]  因為我們今天是「甘心樂意」的奉獻給神
[00:04:50.040 --> 00:04:51.640]  所以我們看到會幕
[00:04:51.640 --> 00:04:54.000]  所有的東西用晶金做
[00:04:54.000 --> 00:04:55.680]  祭司那些的胸牌
[00:04:55.680 --> 00:04:56.920]  很多的寶石
[00:04:56.920 --> 00:04:58.400]  那些是從哪裡來的?
[00:04:58.400 --> 00:05:02.120]  全部是以色列人獻上的
[00:05:02.120 --> 00:05:06.600]  求神給我們今天樂意獻情給神
[00:05:06.600 --> 00:05:07.880]  還有一樣
[00:05:07.880 --> 00:05:11.520]  原來這個會幕是由最貴重的起
[00:05:11.520 --> 00:05:12.840]  最裡面
[00:05:12.840 --> 00:05:16.800]  外面那些是稍為次一些的
[00:05:16.800 --> 00:05:20.800]  聖所和至聖所裡面的聖物
[00:05:20.800 --> 00:05:23.840]  必須是有晶金的
[00:05:23.840 --> 00:05:28.520]  而外院的祭壇和洗作盤
[00:05:28.520 --> 00:05:30.720]  就用銅做的
[00:05:30.720 --> 00:05:33.360]  是次一級的
[00:05:33.360 --> 00:05:35.680]  所以原來所有物品的安排
[00:05:35.680 --> 00:05:37.640]  都是有設計的
[00:05:37.640 --> 00:05:39.400]  有最重要的
[00:05:39.400 --> 00:05:41.680]  放在最中心的位置
[00:05:41.680 --> 00:05:44.280]  然後次要的在外面
[00:05:44.280 --> 00:05:46.240]  今天神都教我們
[00:05:46.240 --> 00:05:49.040]  去規劃我們的人生
[00:05:49.040 --> 00:05:51.240]  人生什麼最重要呢?
[00:05:51.240 --> 00:05:54.680]  就是回應神給我們的呼召
[00:05:54.680 --> 00:05:57.280]  原來神對每一個屬神的兒女
[00:05:57.280 --> 00:05:58.960]  都有一個的照味
[00:05:58.960 --> 00:06:02.000]  祂都會將一個的異象給我們
[00:06:02.000 --> 00:06:05.560]  你的人生有沒有一個使命目標呢?
[00:06:05.560 --> 00:06:07.880]  你的人生要完成什麼呢?
[00:06:07.880 --> 00:06:12.200]  原來神要交託你和我去做
[00:06:12.200 --> 00:06:14.360]  祂叫我們去做的工作
[00:06:14.360 --> 00:06:16.680]  神叫我做一個牧師
[00:06:16.680 --> 00:06:17.800]  我就可以做
[00:06:17.800 --> 00:06:21.520]  我要完成神交託給我的工作
[00:06:21.520 --> 00:06:24.920]  可能神要你就做一個公務員
[00:06:24.920 --> 00:06:26.440]  做一個醫護人員
[00:06:26.440 --> 00:06:27.640]  做一個老師
[00:06:27.640 --> 00:06:30.600]  你就好好在你的崗位上面
[00:06:30.600 --> 00:06:32.400]  忠心侍奉神
[00:06:32.400 --> 00:06:35.760]  甚至你可能只是做一個家庭主婦
[00:06:35.760 --> 00:06:37.320]  做爺爺媽媽
[00:06:37.320 --> 00:06:39.760]  你就做一個很開心
[00:06:39.760 --> 00:06:43.240]  很能夠愛護你兒孫的爺爺媽媽
[00:06:43.240 --> 00:06:47.360]  以致你的家庭充滿神的祝福
[00:06:47.360 --> 00:06:52.040]  還有整個會幕是以約會為中心的
[00:06:52.040 --> 00:06:54.440]  約會這個會裡面
[00:06:54.440 --> 00:06:58.240]  是用操甲木做的
[00:06:58.240 --> 00:07:02.520]  但是這個操甲木必須要鮑兒晶金
[00:07:02.520 --> 00:07:05.880]  操甲木就當時在曠野裡面
[00:07:05.880 --> 00:07:10.280]  最普通、最實用的一種木
[00:07:10.280 --> 00:07:11.480]  周圍都有
[00:07:11.480 --> 00:07:13.360]  而且價錢很便宜
[00:07:13.360 --> 00:07:17.440]  表示是很平凡的意思
[00:07:17.440 --> 00:07:19.280]  但是這些平凡的木
[00:07:19.280 --> 00:07:22.320]  它包上晶金
[00:07:22.320 --> 00:07:24.920]  這裡是代表什麼呢?
[00:07:24.920 --> 00:07:28.840]  因為約會就預表主耶穌
[00:07:28.840 --> 00:07:31.560]  主耶穌祂有人
[00:07:31.560 --> 00:07:33.560]  一個很平凡的人
[00:07:33.560 --> 00:07:38.520]  祂要在媽媽的肚子裡出生
[00:07:38.520 --> 00:07:41.560]  祂是一個人子
[00:07:41.560 --> 00:07:42.960]  但是同時
[00:07:42.960 --> 00:07:45.560]  耶穌也是神子
[00:07:45.560 --> 00:07:47.560]  所以神和人
[00:07:47.560 --> 00:07:50.840]  兩性就在耶穌身上顯現
[00:07:50.840 --> 00:07:53.800]  祂既是人也是神
[00:07:53.800 --> 00:07:57.360]  操甲木代表人的謙卑
[00:07:57.360 --> 00:07:59.480]  人那種的樸素
[00:07:59.480 --> 00:08:01.960]  但是祂是鮑兒晶金
[00:08:01.960 --> 00:08:04.880]  耶穌祂是天上面的神
[00:08:04.880 --> 00:08:06.560]  道成肉身
[00:08:06.560 --> 00:08:08.560]  鑄起我們宗教
[00:08:08.560 --> 00:08:11.760]  而約會裡面有三個物件
[00:08:11.760 --> 00:08:13.960]  就有十屆的法板
[00:08:13.960 --> 00:08:16.800]  有裝著瑪娜的金罐
[00:08:16.800 --> 00:08:21.880]  以及一根阿倫法牙的木杖
[00:08:21.880 --> 00:08:24.440]  法板是代表律法
[00:08:24.440 --> 00:08:25.880]  代表真理
[00:08:25.880 --> 00:08:29.400]  而瑪娜是神供應他們
[00:08:29.400 --> 00:08:32.200]  在四十年曠野漂流裡面
[00:08:32.200 --> 00:08:35.240]  神為他們預備的食物
[00:08:35.240 --> 00:08:38.560]  早著約翰福音第一章說
[00:08:38.560 --> 00:08:41.720]  神是道成肉身
[00:08:41.720 --> 00:08:43.600]  鑄起我們中間
[00:08:43.600 --> 00:08:45.360]  充充滿滿
[00:08:45.360 --> 00:08:48.000]  又因典又真理
[00:08:48.000 --> 00:08:50.440]  瑪娜代表神的因典
[00:08:50.440 --> 00:08:53.160]  戒命代表神的真理
[00:08:53.160 --> 00:08:56.040]  而阿倫那支的象
[00:08:56.040 --> 00:09:00.800]  這支的木杖是已經死掉的木頭
[00:09:00.800 --> 00:09:02.720]  雕刻出來的
[00:09:02.720 --> 00:09:07.240]  但是竟然的法牙代表復活
[00:09:07.240 --> 00:09:09.080]  所以很奇妙
[00:09:09.080 --> 00:09:12.920]  約會裡面就有代表主耶穌
[00:09:12.920 --> 00:09:15.680]  祂一生帶給我們的東西
[00:09:15.680 --> 00:09:19.600]  還有這個約會那支的桿
[00:09:19.600 --> 00:09:22.160]  是要穿起環裡面的
[00:09:22.160 --> 00:09:25.080]  就表示隨時就可以起行的
[00:09:25.080 --> 00:09:28.200]  不需要到時才穿起桿進去的
[00:09:28.200 --> 00:09:32.640]  原來今天約會永遠要走在百姓的前途
[00:09:32.640 --> 00:09:34.840]  我們是看著約會去哪裡
[00:09:34.840 --> 00:09:36.960]  我們就跟著走去哪裡
[00:09:36.960 --> 00:09:40.280]  原來今天神帶領我們怎麼走人生的路
[00:09:40.280 --> 00:09:42.360]  我們就跟著去走
[00:09:42.360 --> 00:09:44.120]  各位親愛的弟兄姊妹
[00:09:44.120 --> 00:09:46.480]  每次當我思想去回望的時候
[00:09:46.480 --> 00:09:48.880]  我真的心裡面很感動
[00:09:48.880 --> 00:09:52.200]  原來主耶穌要帶領我們走前面的路
[00:09:52.200 --> 00:09:53.800]  我們只要仰望去走
[00:09:53.800 --> 00:09:56.120]  我們就能夠靠主得勝
[00:09:56.120 --> 00:09:57.600]  願天父祝福您
