
[00:00:00.000 --> 00:00:02.660]  Good morning 早晨
[00:13:46.660 --> 00:13:53.660]  有時甚至是請教他們怎樣做,遇到什麼事的時候來請教他們
[00:13:53.660 --> 00:13:55.660]  然後我們繼續不斷的學習
[00:13:55.660 --> 00:14:03.660]  我們怎樣才可以活出一個敬虔的生活呢
[00:14:03.660 --> 00:14:19.660]  保羅說我們要繼續效法他們,我們已經為大家立了榜樣
[00:14:19.660 --> 00:14:23.660]  我們也要效法那些效法他們的人
[00:14:23.660 --> 00:14:35.660]  第三樣東西保羅提到的就是囚敵和公民
[00:14:35.660 --> 00:14:46.660]  假如我們不效法別人的信心生活
[00:14:46.660 --> 00:14:50.660]  還有什麼其他選擇呢?或者另一個選擇是怎樣的呢?
[00:14:50.660 --> 00:15:06.660]  保羅是鼓勵肥立比教的人要留意那些效法他們的人
[00:15:06.660 --> 00:15:11.660]  正正是因為有些人是不效法他們的,那他們是怎樣的呢?
[00:15:14.660 --> 00:15:18.660]  那些人其實就變成了十字架的受敵
[00:15:18.660 --> 00:15:31.660]  在第十八節告訴我們,他們不肯讓十字架去塑造他們的生活
[00:15:31.660 --> 00:15:34.660]  那他們就變成了十字架的受敵
[00:15:43.660 --> 00:15:51.660]  他們不是追求上面的獎賞,他們每天的生活是追求世上的東西
[00:15:51.660 --> 00:15:59.660]  那他們的結果是什麼呢?就是滅亡
[00:15:59.660 --> 00:16:10.660]  其實這些人我們都可能很熟悉的,因為我們還沒有認識耶穌之前的生活
[00:16:10.660 --> 00:16:13.660]  就正正是這樣的人
[00:16:13.660 --> 00:16:24.660]  他們只是活在當下,他們想到的都是世上的東西
[00:16:34.660 --> 00:16:41.660]  世界上的公民他們思想上想著的都是享樂、舒適的生活、經驗、滿足、成功
[00:16:41.660 --> 00:16:45.660]  並且他們是故意不要神的
[00:16:45.660 --> 00:16:52.660]  跟保羅的生活模式是完全的相反
[00:17:01.660 --> 00:17:08.660]  聖經說如果我們是這樣生活,追求世上的生活,而不是像保羅那樣
[00:17:08.660 --> 00:17:11.660]  那我們就會成為十字架的受敵
[00:17:11.660 --> 00:17:23.660]  保羅其實是很傷心,流著眼淚的告訴我們,他們最後的結局就是滅亡
[00:17:32.660 --> 00:17:41.660]  保羅說假如你不是相信耶穌為救主,將你的生命為主而活的話
[00:17:41.660 --> 00:17:45.660]  那你就是拒絕了耶穌,你就變成了十字架的受敵
[00:17:45.660 --> 00:17:53.660]  不跟隨耶穌的生活就變成了十字架的受敵
[00:18:02.660 --> 00:18:11.660]  十字架是拯救我們的,但拒絕十字架就是拒絕救恩,就是活在上帝的審判之下
[00:18:11.660 --> 00:18:19.660]  如果你現在的情況是這樣,你需要上帝的憐憫
[00:18:29.660 --> 00:18:39.660]  我也很想請求大家,你要離開死亡,選擇生命,要接受耶穌的救恩,為耶穌而活
[00:18:39.660 --> 00:18:51.660]  我們看過有地上的公民的生活,也有天上的公民的生活
[00:18:57.660 --> 00:19:03.660]  作為天上的公民,我們一直在等待耶穌的再來
[00:19:03.660 --> 00:19:10.660]  我們知道耶穌會再來,我們就等候祂再來
[00:19:10.660 --> 00:19:20.660]  到時我們會完全改變,好像復活了的耶穌一樣
[00:19:28.660 --> 00:19:34.660]  所以在第一節的四章裏,保羅是這樣鼓勵我們
[00:19:34.660 --> 00:19:42.660]  我們基督徒怎樣可以過一個得勝的生活呢?
[00:19:49.660 --> 00:19:57.660]  好像保羅一樣,我們不會像皮下皮下地向著終點前進
[00:19:57.660 --> 00:20:09.660]  而是像保羅一樣,很努力地向著終點進發
[00:20:09.660 --> 00:20:14.660]  最後要得到的獎品是甚麼呢?
[00:20:20.660 --> 00:20:26.660]  就是上帝已經藉著耶穌的死,已經贏得的獎品
[00:20:26.660 --> 00:20:33.660]  就是我們和我們的皇系一同享受永恆的生活
[00:20:33.660 --> 00:20:37.660]  感謝主,阿們
