
[00:00:00.000 --> 00:00:02.600]  各位姐妹,我們又讀聖經了
[00:02:34.720 --> 00:02:36.920]  看著,看著
[00:02:36.920 --> 00:02:39.760]  那時候機典,爸爸就叫約阿斯
[00:02:39.760 --> 00:02:42.320]  約阿斯的兒子機典在做什麼呢?
[00:02:42.320 --> 00:02:44.440]  是打麥紙
[00:02:44.440 --> 00:02:48.920]  打麥紙就是說那些麥已經成熟收割了
[00:02:48.920 --> 00:02:50.640]  但是那些麥水還在上面
[00:02:50.640 --> 00:02:52.720]  有麥的殼這樣
[00:02:52.720 --> 00:02:56.560]  這樣黏著它,不能吃,不能用
[00:02:56.560 --> 00:03:00.080]  打麥於是就要將那些麥拿著
[00:03:00.080 --> 00:03:02.160]  打下去,讓它掉下來
[00:03:02.160 --> 00:03:04.640]  不然你這樣用手,手也會受傷
[00:03:04.640 --> 00:03:06.480]  這樣打下去
[00:03:06.480 --> 00:03:08.360]  讓那些麥紙掉下來
[00:03:08.360 --> 00:03:12.480]  麥紙掉下來之後,他們就要用工具磨
[00:03:12.480 --> 00:03:15.200]  磨了它,磨了它之後
[00:03:15.200 --> 00:03:19.000]  就等麥紙的殼離開了一些肉
[00:03:19.000 --> 00:03:22.440]  於是這些殼和肉就混在一起
[00:03:22.440 --> 00:03:25.360]  磨了之後,他們就要剷一剷它
[00:03:25.360 --> 00:03:28.880]  就叫做「播機揚正他的牆」
[00:03:28.880 --> 00:03:30.040]  叫什麼呢?新西翁說
[00:03:30.040 --> 00:03:32.480]  播機一兜下去剷了
[00:03:32.480 --> 00:03:35.640]  其實是用植物這樣織成的
[00:03:35.640 --> 00:03:39.200]  於是向天空拋
[00:03:39.200 --> 00:03:42.480]  拋的話,麥紙就掉下來比較快
[00:03:42.480 --> 00:03:44.320]  因為那些肉比較重
[00:03:44.320 --> 00:03:49.080]  那些殼、那些坑就比較輕一點
[00:03:49.080 --> 00:03:51.240]  剛剛找一個有風的季節才拋
[00:03:51.240 --> 00:03:52.960]  於是一拋起
[00:03:52.960 --> 00:03:56.280]  那些風吹了那些殼和坑
[00:03:56.280 --> 00:03:57.480]  那些麥紙掉下來
[00:03:57.480 --> 00:03:59.440]  它就可以掃一掃
[00:03:59.440 --> 00:04:00.960]  就這樣做了
[00:04:00.960 --> 00:04:03.400]  整個場地、整個麥田
[00:04:03.400 --> 00:04:05.160]  很多麥紙
[00:04:05.160 --> 00:04:06.040]  那怎麼做呢?
[00:04:06.040 --> 00:04:07.280]  它就要這樣做
[00:04:07.280 --> 00:04:10.800]  「揚正他的牆」是整個打麥紙的牆
[00:04:10.800 --> 00:04:12.800]  所有麥紙都要這樣做
[00:04:12.800 --> 00:04:16.360]  拋得一次
[00:04:16.360 --> 00:04:21.640]  其實這樣做打麥紙要很大地方的
[00:04:21.640 --> 00:04:24.600]  怎會在走站那裡做呢?
[00:04:24.600 --> 00:04:27.440]  走站其實如果今天來說
[00:04:27.440 --> 00:04:33.480]  大概都只不過會是三米乘三米
[00:04:33.480 --> 00:04:35.480]  不是很大的地方
[00:04:35.480 --> 00:04:38.960]  一個三米乘三米的地方
[00:04:38.960 --> 00:04:41.640]  而且多數在山上因為是斜斜的
[00:04:41.640 --> 00:04:43.280]  撞了石斜斜的
[00:04:43.280 --> 00:04:45.560]  於是有四條邊
[00:04:45.560 --> 00:04:49.760]  於是走站就把葡萄扔進去
[00:04:49.760 --> 00:04:51.480]  扔到差不多高
[00:04:51.480 --> 00:04:53.640]  所以我說有條邊就是這個意思
[00:04:53.640 --> 00:04:56.240]  就好像一個大的池
[00:04:56.240 --> 00:04:57.680]  把葡萄扔進去
[00:04:57.680 --> 00:04:58.880]  然後脫掉鞋子
[00:04:58.880 --> 00:05:00.680]  就踩爛葡萄
[00:05:00.680 --> 00:05:02.360]  讓汁流出來
[00:05:02.360 --> 00:05:04.720]  在最尾那裡斜斜的
[00:05:04.720 --> 00:05:12.360]  有一個洞把葡萄汁流到下面
[00:05:12.360 --> 00:05:13.880]  挖一個坑
[00:05:13.880 --> 00:05:15.760]  載著葡萄汁
[00:05:15.760 --> 00:05:17.560]  撇走所有渣
[00:05:17.560 --> 00:05:19.120]  舀葡萄汁上來
[00:05:19.120 --> 00:05:21.120]  就開始拿去釀酒
[00:05:21.120 --> 00:05:23.920]  所以走站就不是很大
[00:05:23.920 --> 00:05:28.320]  而且走站不會在路邊
[00:05:28.320 --> 00:05:30.760]  多數都在後山
[00:05:30.760 --> 00:05:32.360]  有自己的走站
[00:05:32.360 --> 00:05:35.480]  為什麼會在走站打麥呢?
[00:05:35.480 --> 00:05:37.720]  第一,麥不多
[00:05:37.720 --> 00:05:39.480]  多就不夠擺
[00:05:39.480 --> 00:05:41.640]  第二,就是分開來打
[00:05:41.640 --> 00:05:42.680]  少少地少少地
[00:05:42.680 --> 00:05:43.480]  為什麼呢?
[00:05:43.480 --> 00:05:47.120]  不要被米店人看到
[00:05:47.120 --> 00:05:48.560]  周圍的米店人
[00:05:48.560 --> 00:05:49.960]  走來走去巡邏
[00:05:49.960 --> 00:05:51.560]  嘩嘩嘩嘩
[00:05:51.560 --> 00:05:53.080]  如果見到有麥子
[00:05:53.080 --> 00:05:55.280]  他們會搶的
[00:05:55.280 --> 00:05:56.480]  那就慘了
[00:05:56.480 --> 00:05:57.680]  沒有了
[00:05:57.680 --> 00:05:59.040]  於是躲起來
[00:05:59.040 --> 00:06:01.240]  打都不敢那麼大力
[00:06:01.240 --> 00:06:02.320]  還要找人看著
[00:06:02.320 --> 00:06:03.960]  「細佬,看著有沒有米店人」
[00:06:03.960 --> 00:06:05.280]  「如果有,我們馬上收起來」
[00:06:05.280 --> 00:06:06.560]  「不打住」
[00:06:06.560 --> 00:06:09.200]  所以在走站打麥子
[00:06:09.200 --> 00:06:11.640]  機電一個年輕人
[00:06:11.640 --> 00:06:12.800]  大大隻的
[00:06:12.800 --> 00:06:14.040]  不過他都要躲起來
[00:06:14.040 --> 00:06:16.000]  原因就是米店人太強了
[00:06:16.000 --> 00:06:17.240]  周圍都是
[00:06:17.240 --> 00:06:19.720]  要在走站打麥子
[00:06:19.720 --> 00:06:21.080]  第一,麥子不多
[00:06:21.080 --> 00:06:22.600]  第二,要躲起來做
[00:06:22.600 --> 00:06:25.080]  因為怕米店人看到
[00:06:25.080 --> 00:06:26.480]  哎呀,很慘
[00:06:26.480 --> 00:06:29.080]  神在看著他
[00:06:29.080 --> 00:06:30.320]  要這樣躲起來打你
[00:06:30.320 --> 00:06:32.560]  你都算慘了
[00:06:32.560 --> 00:06:36.120]  耶和華的使者就向機電顯現
[00:06:36.120 --> 00:06:37.440]  其實耶和華就向他顯現
[00:06:37.440 --> 00:06:38.640]  就對他講
[00:06:38.640 --> 00:06:39.840]  大能的勇士
[00:06:39.840 --> 00:06:43.040]  耶和華與你同在
[00:06:43.040 --> 00:06:44.880]  叫他做大能的勇士
[00:06:44.880 --> 00:06:47.280]  耶和華與你同在
[00:06:47.280 --> 00:06:50.160]  叫他大能勇士
[00:06:50.160 --> 00:06:50.960]  忽然之間
[00:06:50.960 --> 00:06:53.080]  如果神跟我說
[00:06:53.080 --> 00:06:54.040]  大能的勇士
[00:06:54.040 --> 00:06:55.520]  我都不知道認不認好
[00:06:55.520 --> 00:06:56.560]  我又不接受
[00:06:56.560 --> 00:06:57.760]  叫他做大能勇士
[00:06:57.760 --> 00:06:59.080]  那怎麼認呢?
[00:06:59.080 --> 00:07:01.880]  耶和華與你同在
[00:07:01.880 --> 00:07:04.840]  耶和華是看他為大能勇士
[00:07:04.840 --> 00:07:06.560]  大能就不用躲起來
[00:07:06.560 --> 00:07:09.400]  在走站打麥子
[00:07:09.400 --> 00:07:10.360]  這樣都要躲起來
[00:07:10.360 --> 00:07:11.120]  即是說
[00:07:11.120 --> 00:07:13.600]  其實大能都變無能了
[00:07:13.600 --> 00:07:16.240]  很害怕、很怕、很怯
[00:07:16.240 --> 00:07:18.360]  但神叫他做大能的勇士
[00:07:18.360 --> 00:07:20.280]  給他一個膽量
[00:07:20.280 --> 00:07:21.800]  耶和華與你同在
[00:07:21.800 --> 00:07:23.880]  這一點最為重要
[00:07:23.880 --> 00:07:25.400]  耶和華與你同在
[00:07:25.400 --> 00:07:26.400]  你想不到
[00:07:26.400 --> 00:07:29.360]  基澱這個信教神竟然這樣說
[00:07:29.360 --> 00:07:32.240]  你看他的信心全沒了
[00:07:32.240 --> 00:07:33.000]  基澱就說
[00:07:33.000 --> 00:07:33.960]  主啊
[00:07:33.960 --> 00:07:37.360]  耶和華若與我們同在
[00:07:37.360 --> 00:07:41.760]  我們何至遭遇這一切事呢?
[00:07:41.760 --> 00:07:42.880]  嘩
[00:07:42.880 --> 00:07:45.400]  真的頂過來了
[00:07:45.400 --> 00:07:46.040]  哎呀
[00:07:46.040 --> 00:07:47.080]  大能的勇士
[00:07:47.080 --> 00:07:48.920]  耶和華與你同在
[00:07:48.920 --> 00:07:49.840]  他就說
[00:07:49.840 --> 00:07:51.560]  同什麼在?
[00:07:51.560 --> 00:07:52.880]  如果真的同在
[00:07:52.880 --> 00:07:55.200]  我們就不會慘成這樣了
[00:07:55.200 --> 00:07:56.840]  怎麼會遭遇這麼慘呢?
[00:07:56.840 --> 00:07:58.320]  這麼淒慘、淒涼
[00:07:58.320 --> 00:08:00.520]  現在躲起來
[00:08:00.520 --> 00:08:01.120]  嘩
[00:08:01.120 --> 00:08:02.040]  如果我是神
[00:08:02.040 --> 00:08:04.400]  真的一巴掌打過去
[00:08:04.400 --> 00:08:06.000]  這樣跟我說話
[00:08:06.000 --> 00:08:07.040]  不是吧
[00:08:07.040 --> 00:08:07.800]  你哪位啊?
[00:08:07.800 --> 00:08:09.880]  多大啊?
[00:08:09.880 --> 00:08:11.440]  他接著就解釋
[00:08:11.440 --> 00:08:14.600]  我們的列祖不是向我們說
[00:08:14.600 --> 00:08:18.880]  耶和華領我們從埃及上來嗎?
[00:08:18.880 --> 00:08:21.120]  耶和華領我們從埃及上來
[00:08:21.120 --> 00:08:23.440]  這個是列祖跟我們說的
[00:08:23.440 --> 00:08:25.960]  大家以後歷世歷代要記得一件事
[00:08:25.960 --> 00:08:26.760]  記得什麼?
[00:08:26.760 --> 00:08:27.680]  就是這句
[00:08:27.680 --> 00:08:31.440]  耶和華領我們從埃及上來的
[00:08:31.440 --> 00:08:32.200]  記得啊
[00:08:32.200 --> 00:08:34.240]  去到哪裡都不要忘記
[00:08:34.240 --> 00:08:36.480]  我們的祖先就這樣跟我說
[00:08:36.480 --> 00:08:37.520]  聽到現在是我
[00:08:37.520 --> 00:08:39.280]  只不過
[00:08:39.280 --> 00:08:40.640]  唉
[00:08:40.640 --> 00:08:44.080]  這麼奇妙的作為現在在哪裡啊?
[00:08:44.080 --> 00:08:45.400]  還有沒有領導啊?
[00:08:45.400 --> 00:08:46.440]  這麼厲害
[00:08:46.440 --> 00:08:48.680]  這麼奇妙的作為現在還有嗎?
[00:08:48.680 --> 00:08:49.720]  沒有啦
[00:08:49.720 --> 00:08:51.880]  事過境遷以前就有
[00:08:51.880 --> 00:08:53.240]  現在沒有了
[00:08:53.240 --> 00:08:54.800]  現在是怎樣啊?
[00:08:54.800 --> 00:08:58.560]  耶和華卻丟棄我們了
[00:08:58.560 --> 00:09:00.640]  耶和華已經沒有理會我們了
[00:09:00.640 --> 00:09:01.880]  我們自生自滅
[00:09:01.880 --> 00:09:03.360]  現在很淒涼
[00:09:03.360 --> 00:09:07.120]  將我們交在米殿人手裡
[00:09:07.120 --> 00:09:08.280]  差不多了
[00:09:08.280 --> 00:09:09.840]  耶和華要我們同在了
[00:09:09.840 --> 00:09:11.440]  那基殿怎麼回答啊?
[00:09:11.440 --> 00:09:13.360]  如果用今天來說
[00:09:13.360 --> 00:09:14.880]  不是吧
[00:09:14.880 --> 00:09:16.320]  有沒有說錯啊?
[00:09:16.320 --> 00:09:19.040]  你還說耶和華要我們同在
[00:09:19.040 --> 00:09:20.840]  我們的列祖祖先就說
[00:09:20.840 --> 00:09:22.400]  耶和華把我們埃及領出來
[00:09:22.400 --> 00:09:23.320]  多厲害啊
[00:09:23.320 --> 00:09:26.320]  不過今天我看不到啊
[00:09:26.320 --> 00:09:27.680]  神的作為在哪裡啊?
[00:09:27.680 --> 00:09:30.120]  如果祂還在就不會丟棄我們了
[00:09:30.120 --> 00:09:32.440]  其實祂已經沒有理會我們了
[00:09:32.440 --> 00:09:33.960]  哇
[00:09:33.960 --> 00:09:34.640]  唉
[00:09:34.640 --> 00:09:37.960]  如果我是上帝聽到這句話
[00:09:37.960 --> 00:09:39.400]  我的心真的會痛啊
[00:09:39.400 --> 00:09:40.240]  唉
[00:09:40.240 --> 00:09:41.880]  怎麼這麼說話啊?
[00:09:41.880 --> 00:09:44.440]  這麼嘴硬的說話
[00:09:44.440 --> 00:09:46.680]  這樣你都說得出
[00:09:46.680 --> 00:09:48.400]  其實我是一直帶領你們
[00:09:48.400 --> 00:09:49.800]  保護你們的
[00:09:49.800 --> 00:09:51.080]  這樣都說得出
[00:09:51.080 --> 00:09:52.680]  那麼米殿人呢
[00:09:52.680 --> 00:09:53.720]  如果你保護我
[00:09:53.720 --> 00:09:55.360]  怎麼會有今天呢?
[00:09:55.360 --> 00:09:56.600]  哦
[00:09:56.600 --> 00:09:59.480]  耶和華觀看基殿就說了
[00:09:59.480 --> 00:09:59.880]  好啊
[00:09:59.880 --> 00:10:00.440]  這樣
[00:10:00.440 --> 00:10:02.440]  第一點要說的
[00:10:02.440 --> 00:10:05.480]  就你靠著你這能力
[00:10:05.480 --> 00:10:08.680]  去從米殿人手裡拯救以色列人
[00:10:08.680 --> 00:10:10.400]  不是我差遣你去的
[00:10:10.400 --> 00:10:10.880]  哇
[00:10:10.880 --> 00:10:11.480]  讀個詞啊
[00:10:11.480 --> 00:10:14.200]  不要看那兩個藍色字
[00:10:14.200 --> 00:10:17.480]  你靠著你這能力
[00:10:17.480 --> 00:10:21.480]  去從米殿人手裡拯救以色列人
[00:10:21.480 --> 00:10:23.480]  不是我差遣你去的
[00:10:23.480 --> 00:10:23.840]  啊
[00:10:23.840 --> 00:10:25.200]  這份這麼有趣的
[00:10:25.200 --> 00:10:25.960]  如果呢
[00:10:25.960 --> 00:10:29.800]  將那些比較不是等等那些拿起來
[00:10:29.800 --> 00:10:32.400]  我將它迎光了
[00:10:32.400 --> 00:10:33.480]  那麼你會知道
[00:10:33.480 --> 00:10:35.200]  其實神是用一個
[00:10:35.200 --> 00:10:37.120]  小小的反話這樣說
[00:10:37.120 --> 00:10:37.480]  唉
[00:10:37.480 --> 00:10:40.480]  你上帝已經丟棄了我們了
[00:10:40.480 --> 00:10:43.680]  我們怎麼會衰到現在被米殿人欺負成這樣
[00:10:43.680 --> 00:10:44.680]  又說大能
[00:10:44.680 --> 00:10:45.760]  又說保護我們
[00:10:45.760 --> 00:10:47.960]  不要說了
[00:10:47.960 --> 00:10:50.280]  其實神就說
[00:10:50.280 --> 00:10:51.960]  我是想你
[00:10:51.960 --> 00:10:52.560]  做什麼呢
[00:10:52.560 --> 00:10:53.760]  我是想你
[00:10:53.760 --> 00:10:56.360]  靠著你這能力
[00:10:56.360 --> 00:10:58.360]  去
[00:10:58.360 --> 00:11:00.960]  從米殿人手裡拯救以色列
[00:11:00.960 --> 00:11:02.160]  我想你第一
[00:11:02.160 --> 00:11:04.760]  靠著你現在的能力
[00:11:04.760 --> 00:11:05.680]  去
[00:11:05.680 --> 00:11:07.680]  這個靠著你這能力
[00:11:07.680 --> 00:11:09.080]  這能力是什麼
[00:11:09.080 --> 00:11:11.080]  你現在有的
[00:11:11.080 --> 00:11:13.080]  英文叫as is
[00:11:13.080 --> 00:11:14.760]  as is 就是
[00:11:14.760 --> 00:11:17.080]  照現在有的
[00:11:17.080 --> 00:11:19.480]  那你不教我十八道武功
[00:11:19.480 --> 00:11:20.680]  我怎麼去啊
[00:11:20.680 --> 00:11:22.560]  那你起碼讓我大隻一點
[00:11:22.560 --> 00:11:23.480]  或者這樣
[00:11:23.480 --> 00:11:24.480]  那不用了
[00:11:24.480 --> 00:11:25.880]  就照你現在呢
[00:11:25.880 --> 00:11:28.680]  靠著你的能力就去得了
[00:11:28.680 --> 00:11:30.480]  因為我和你同在嘛
[00:11:30.480 --> 00:11:33.480]  那麼這個as is的一個概念
[00:11:33.480 --> 00:11:34.880]  是我覺得很重要的
[00:11:34.880 --> 00:11:36.880]  譬如什麼叫as is呢
[00:11:36.880 --> 00:11:39.080]  好像現在這樣
[00:11:39.080 --> 00:11:41.880]  那麼有些時候我們租屋啦
[00:11:41.880 --> 00:11:43.080]  買屋啦
[00:11:43.080 --> 00:11:45.480]  啊看完了多好啊就現在這間啦
[00:11:45.480 --> 00:11:46.480]  我租這裡
[00:11:46.480 --> 00:11:48.680]  或者我買這間屋啦
[00:11:48.680 --> 00:11:51.280]  那麼我想你不要動那些裝修
[00:11:51.280 --> 00:11:53.080]  不要動那些所有東西
[00:11:53.080 --> 00:11:54.080]  as is
[00:11:54.080 --> 00:11:56.680]  就是現在看到的
[00:11:56.680 --> 00:11:58.080]  現在有的
[00:11:58.080 --> 00:11:59.480]  我買了下來
[00:11:59.480 --> 00:12:00.280]  我租了下來
[00:12:00.280 --> 00:12:01.680]  as is
[00:12:01.680 --> 00:12:02.480]  那麼
[00:12:02.480 --> 00:12:03.480]  上帝是說
[00:12:03.480 --> 00:12:04.680]  你就照著
[00:12:04.680 --> 00:12:05.280]  基地呢
[00:12:05.280 --> 00:12:06.680]  現在我就照著你
[00:12:06.680 --> 00:12:09.280]  現在as is有的能力
[00:12:09.280 --> 00:12:11.080]  我就差遣你
[00:12:11.080 --> 00:12:12.680]  去拯救以色列
[00:12:12.680 --> 00:12:13.480]  啊
[00:12:13.480 --> 00:12:14.880]  不是吧
[00:12:14.880 --> 00:12:16.480]  那麼就當然我們會覺得
[00:12:16.480 --> 00:12:18.280]  我現在這樣怎麼做啊
[00:12:18.280 --> 00:12:20.880]  靠著你的能力去啦
[00:12:20.880 --> 00:12:24.480]  去從委員會拯救以色列
[00:12:24.480 --> 00:12:26.280]  那麼不是我差遣你去的嗎
[00:12:26.280 --> 00:12:27.480]  問好啊
[00:12:27.480 --> 00:12:29.680]  不是我派你去嗎
[00:12:29.680 --> 00:12:31.080]  就是我派你去你就可以了
[00:12:31.080 --> 00:12:32.080]  但是其實呢
[00:12:32.080 --> 00:12:32.880]  應該是
[00:12:32.880 --> 00:12:35.280]  靠著你這個能力拯救以色列
[00:12:35.280 --> 00:12:39.080]  其實是我差遣你去的
[00:12:39.080 --> 00:12:41.680]  如果正面不用問句的話
[00:12:41.680 --> 00:12:43.480]  不用問句的話
[00:12:43.480 --> 00:12:45.080]  靠著你現在有的能力
[00:12:45.080 --> 00:12:48.480]  就去從委員會拯救以色列
[00:12:48.480 --> 00:12:50.880]  是我派你去的
[00:12:50.880 --> 00:12:52.480]  我派你去的
[00:12:52.480 --> 00:12:53.080]  那麼
[00:12:53.080 --> 00:12:55.280]  所以這兩點我常常跟他說就是
[00:12:55.280 --> 00:12:56.880]  靠你現在的能力
[00:12:56.880 --> 00:12:57.480]  第二
[00:12:57.480 --> 00:12:58.880]  是我派你
[00:12:58.880 --> 00:13:00.880]  那麼這兩點很重要了
[00:13:00.880 --> 00:13:02.280]  當有一件工作
[00:13:02.280 --> 00:13:03.680]  有一件事工臨到你
[00:13:03.680 --> 00:13:05.480]  常常叫你去做呢
[00:13:05.480 --> 00:13:07.280]  那麼我哪裡行啊
[00:13:07.280 --> 00:13:08.080]  常常說
[00:13:08.080 --> 00:13:08.880]  行的
[00:13:08.880 --> 00:13:11.080]  照你現在的能力就可以了
[00:13:11.080 --> 00:13:11.480]  啊
[00:13:11.480 --> 00:13:12.680]  不行啊
[00:13:12.680 --> 00:13:13.480]  那為什麼
[00:13:13.480 --> 00:13:14.280]  因為
[00:13:14.280 --> 00:13:15.680]  我有能力嘛
[00:13:15.680 --> 00:13:18.280]  是我和你同在嘛
[00:13:18.280 --> 00:13:19.080]  那麼
[00:13:19.080 --> 00:13:20.280]  還有第二你記得
[00:13:20.280 --> 00:13:21.280]  是誰叫你的
[00:13:21.280 --> 00:13:23.080]  是奉旨去的
[00:13:23.080 --> 00:13:25.280]  是神差遣我去的
[00:13:25.280 --> 00:13:26.480]  派我去的
[00:13:26.480 --> 00:13:27.880]  照我現在的能力
[00:13:27.880 --> 00:13:29.080]  派我去
[00:13:29.080 --> 00:13:30.080]  好
[00:13:30.080 --> 00:13:31.280]  那麼基建就說了
[00:13:31.280 --> 00:13:33.280]  啊
[00:13:33.280 --> 00:13:34.080]  主啊
[00:13:34.080 --> 00:13:38.480]  我有何拯救以色列的人呢
[00:13:38.480 --> 00:13:41.080]  我家在馬拿西支派中
[00:13:41.080 --> 00:13:42.280]  是第三點
[00:13:42.280 --> 00:13:43.880]  知貧窮
[00:13:43.880 --> 00:13:45.680]  知微小的
[00:13:45.680 --> 00:13:47.080]  我哪裡行啊
[00:13:47.080 --> 00:13:48.680]  基建就說
[00:13:48.680 --> 00:13:49.680]  不可能啊
[00:13:49.680 --> 00:13:50.880]  as is
[00:13:50.880 --> 00:13:52.680]  照我現在有的
[00:13:52.680 --> 00:13:53.680]  我是不可以了
[00:13:53.680 --> 00:13:55.080]  我做不到
[00:13:55.080 --> 00:13:56.080]  為什麼呢
[00:13:56.080 --> 00:13:57.080]  因為
[00:13:57.080 --> 00:13:58.280]  我當然不行了
[00:13:58.280 --> 00:14:00.080]  怎麼拯救到以色列人呢
[00:14:00.080 --> 00:14:02.680]  因為我在馬拿西支派裡面
[00:14:02.680 --> 00:14:04.480]  是最窮
[00:14:04.480 --> 00:14:05.680]  最少的
[00:14:05.680 --> 00:14:06.680]  微小
[00:14:06.680 --> 00:14:07.880]  最低微
[00:14:07.880 --> 00:14:08.680]  你看看
[00:14:08.680 --> 00:14:09.880]  我窮到
[00:14:09.880 --> 00:14:12.280]  打麥我都沒有一個和場
[00:14:12.280 --> 00:14:14.080]  我只有一點點麥子
[00:14:14.080 --> 00:14:17.280]  在家裡的酒窖躲起來打打打
[00:14:17.280 --> 00:14:20.880]  吃了這一餐一兩餐之後再怎樣我都不知道
[00:14:20.880 --> 00:14:22.680]  我窮到這樣
[00:14:22.680 --> 00:14:25.080]  那麼又知貧窮
[00:14:25.080 --> 00:14:26.480]  知微小
[00:14:26.480 --> 00:14:28.280]  這麼大的任務
[00:14:28.280 --> 00:14:30.280]  我怎麼做到啊
[00:14:30.280 --> 00:14:32.280]  我怎麼做到啊
[00:14:32.280 --> 00:14:34.280]  這個就是基建
[00:14:34.280 --> 00:14:35.480]  是承認的
[00:14:35.480 --> 00:14:38.680]  這個是呼召臨到基建
[00:14:38.680 --> 00:14:41.280]  而基建的反應是這樣的
[00:14:41.280 --> 00:14:42.880]  我知貧窮知微小
[00:14:42.880 --> 00:14:44.480]  很多時候我們都是這樣
[00:14:44.480 --> 00:14:46.280]  我又試過你又試過
[00:14:46.280 --> 00:14:47.880]  常常叫我做一些事我就說
[00:14:47.880 --> 00:14:49.080]  哎呀
[00:14:49.080 --> 00:14:51.480]  我書又讀不夠
[00:14:51.480 --> 00:14:53.480]  樣又不夠帥
[00:14:53.480 --> 00:14:55.480]  家裡又沒搞得定
[00:14:55.480 --> 00:14:58.680]  那麼我自己問題軟弱多多
[00:14:58.680 --> 00:15:00.280]  做不到啦
[00:15:00.280 --> 00:15:01.080]  叫他吧
[00:15:01.080 --> 00:15:02.480]  那個厲害很多
[00:15:02.480 --> 00:15:03.880]  哇那些真的厲害
[00:15:03.880 --> 00:15:05.280]  真的厲害
[00:15:05.280 --> 00:15:06.480]  那麼就
[00:15:06.480 --> 00:15:10.480]  又不怕和你分享我個人的經歷見證
[00:15:10.480 --> 00:15:15.680]  我本身就是這個宣導會希伯倫堂出來的
[00:15:15.680 --> 00:15:19.280]  那麼希伯倫堂裡面以往是有個很厲害
[00:15:19.280 --> 00:15:22.680]  我跟著他成長的牧師李飛吾牧師
[00:15:22.680 --> 00:15:27.080]  他有一個很厲害的兒子
[00:15:27.080 --> 00:15:29.280]  李思敬博士
[00:15:29.280 --> 00:15:31.480]  哇做過忠臣院長的
[00:15:31.480 --> 00:15:33.680]  在英國讀神學的
[00:15:33.680 --> 00:15:35.480]  很厲害
[00:15:35.480 --> 00:15:38.880]  他在我們一起中學
[00:15:38.880 --> 00:15:41.880]  和一個團契長大的時候
[00:15:41.880 --> 00:15:44.680]  他已經傑出了
[00:15:44.680 --> 00:15:46.480]  他考會考成績很好
[00:15:46.480 --> 00:15:47.480]  英文很好
[00:15:47.480 --> 00:15:48.480]  鋼琴很好
[00:15:48.480 --> 00:15:50.080]  領導能力很好
