
[00:00:00.000 --> 00:00:02.000]  阿英姐妹們,平安!
[00:02:53.520 --> 00:02:55.320]  他們在漂流當中
[00:02:55.320 --> 00:03:00.120]  也是上一代的人逐漸死在曠野
[00:03:00.120 --> 00:03:03.320]  他們在這40年裡接受懲罰
[00:03:03.320 --> 00:03:06.400]  我們上次看第13章,早幾次了
[00:03:06.400 --> 00:03:08.920]  第13章講到探子的事件
[00:03:08.920 --> 00:03:12.680]  因為他們不相信上帝,背譯上帝
[00:03:12.680 --> 00:03:16.080]  所以被懲罰在曠野40年
[00:03:16.080 --> 00:03:18.520]  這裡第一次講到米里暗
[00:03:18.520 --> 00:03:21.840]  就是摩西的姐姐死在曠野
[00:03:21.840 --> 00:03:25.480]  其實這個也是象徵著他們上一代的人
[00:03:25.480 --> 00:03:28.280]  就是這樣一個一個在曠野裡去死
[00:03:28.280 --> 00:03:31.320]  象徵著這種情況
[00:03:31.320 --> 00:03:33.320]  我們上次看第16章
[00:03:33.320 --> 00:03:38.240]  回顧我們上個月講到可拉的事件
[00:03:38.240 --> 00:03:43.800]  可拉、大灘、亞比蘭他們背叛
[00:03:43.800 --> 00:03:46.560]  那件事結果大於瘟疫,如果你記得
[00:03:46.560 --> 00:03:49.680]  其實他們剛剛經歷完這些事件
[00:03:49.680 --> 00:03:53.960]  不過很快,正月間,可能過了幾個月的時間
[00:03:53.960 --> 00:03:56.800]  他們又重複來到埋怨神
[00:03:56.800 --> 00:04:01.040]  如果大家有看這些紙本的聖經
[00:04:01.040 --> 00:04:02.520]  或者有些APP都有
[00:04:02.520 --> 00:04:05.440]  其實這段經文是有一個平衡的經文
[00:04:05.440 --> 00:04:08.840]  是在初一及第二十七章一至七節
[00:04:08.840 --> 00:04:12.680]  那裡都是叫米里巴水的事件
[00:04:12.680 --> 00:04:17.960]  但是這個事件是兩件不同的事
[00:04:17.960 --> 00:04:19.840]  首先時間上不一樣
[00:04:19.840 --> 00:04:23.880]  七一及記第17章是他們剛剛出埃及不久的時間
[00:04:23.880 --> 00:04:29.760]  而文數記20章是已經曠野接近尾聲的了
[00:04:29.760 --> 00:04:31.720]  第二就是地點不一樣
[00:04:31.720 --> 00:04:33.920]  剛才那個是沉的曠野
[00:04:33.920 --> 00:04:36.040]  這個是順的曠野
[00:04:36.040 --> 00:04:37.600]  那就是哪裡呢?
[00:04:37.600 --> 00:04:39.440]  我們看看地圖吧
[00:04:39.440 --> 00:04:41.960]  字小一點,盡量看到就看
[00:04:41.960 --> 00:04:46.200]  就在下面尖篤的位置
[00:04:46.200 --> 00:04:48.840]  西大山就是順的曠野
[00:04:48.840 --> 00:04:52.520]  有一個米里巴一,就是第一個的米里巴
[00:04:52.520 --> 00:04:56.240]  上面就是河耳山
[00:04:56.240 --> 00:05:00.080]  有沉的曠野,有第二個米里巴
[00:05:00.080 --> 00:05:04.640]  所以地點是不同的,相隔很遠的
[00:05:04.640 --> 00:05:08.040]  不過都被稱為米里巴水事件
[00:05:08.040 --> 00:05:11.880]  因為他們都是關於沒有水喝的爭鬧
[00:05:11.880 --> 00:05:15.440]  但細節還是有不同的,我們稍後也會去看看
[00:05:15.440 --> 00:05:17.840]  性質是有點像的,這兩件事
[00:05:17.840 --> 00:05:19.560]  都是關於沒有水喝的
[00:05:19.560 --> 00:05:21.760]  其實在曠野是很常見的
[00:05:21.760 --> 00:05:24.240]  曠野有水喝就很奇怪了
[00:05:24.240 --> 00:05:27.200]  他們其實之前經歷過很多神蹟
[00:05:27.200 --> 00:05:30.640]  他們有
[00:05:30.640 --> 00:05:33.920]  鵪鶉、瑪娜、上帝的供應
[00:05:33.920 --> 00:05:37.560]  沒有水喝的時候,上帝給他們水喝
[00:05:37.560 --> 00:05:39.400]  以臨的水泉
[00:05:39.400 --> 00:05:41.760]  很多很多經歷了上帝的恩典
[00:05:41.760 --> 00:05:45.520]  不過其實他們都好像忘記了
[00:05:45.520 --> 00:05:48.640]  這次一樣,又是去到埋怨
[00:05:48.640 --> 00:05:51.120]  在第二節那裡,他們又聚集
[00:05:51.120 --> 00:05:53.640]  聚集反對摩西和阿倫
[00:05:53.640 --> 00:05:55.720]  這個字其實有點面目熟悉的
[00:05:55.720 --> 00:05:57.400]  我們上次看河拉事件的時候
[00:05:57.400 --> 00:06:00.200]  那裡是翻譯為聚集、攻擊
[00:06:00.200 --> 00:06:01.720]  都是同一個字
[00:06:01.720 --> 00:06:05.160]  上次在第十六章那裡出現了三次
[00:06:05.160 --> 00:06:09.640]  他們聚集攻擊他們的領袖
[00:06:09.640 --> 00:06:12.720]  很辛勞、帶領他們、很愛他們的領袖
[00:06:12.720 --> 00:06:15.240]  摩西和阿倫
[00:06:15.240 --> 00:06:16.880]  爭鬧的意思
[00:06:16.880 --> 00:06:20.920]  多數是指一些訴訟的爭論
[00:06:20.920 --> 00:06:26.560]  也有時候會指是暴力地去爭取訴求
[00:06:26.560 --> 00:06:29.400]  這裡我們不肯定意思
[00:06:29.400 --> 00:06:31.440]  可能兩樣都有
[00:06:31.440 --> 00:06:33.040]  但是他們投訴的內容
[00:06:33.040 --> 00:06:34.600]  都是沒有什麼新意的
[00:06:34.600 --> 00:06:37.920]  你們看到第三節那裡
[00:06:37.920 --> 00:06:40.240]  他們也是說到
[00:06:40.240 --> 00:06:43.680]  你為什麼帶領我們來到這個曠野
[00:06:43.680 --> 00:06:44.720]  這個鬼地方
[00:06:44.720 --> 00:06:46.200]  什麼都沒有
[00:06:46.200 --> 00:06:49.240]  使我們在這裡死
[00:06:49.240 --> 00:06:50.280]  把我們埃及
[00:06:50.280 --> 00:06:54.240]  上次說埃及很多美食的地方帶我們出來
[00:06:54.240 --> 00:06:55.560]  這裡什麼都沒有
[00:06:55.560 --> 00:06:57.040]  又沒有葡萄樹
[00:06:57.040 --> 00:06:58.160]  又沒有石榴
[00:06:58.160 --> 00:06:59.240]  又沒有無花果
[00:06:59.240 --> 00:07:02.160]  這些他們很重要的出產
[00:07:02.160 --> 00:07:05.520]  全部都沒有
[00:07:05.520 --> 00:07:08.440]  我們是一幫屬於耶和華的會眾
[00:07:08.440 --> 00:07:09.800]  第四節這裡說
[00:07:09.800 --> 00:07:11.480]  我們是屬於上帝的
[00:07:11.480 --> 00:07:15.200]  暗示摩西和阿倫你們都不行的
[00:07:15.200 --> 00:07:21.920]  你們都沒有能力帶我們進入迦南地
[00:07:21.920 --> 00:07:30.760]  他們的埋怨激起了摩西的憤怒
[00:07:30.760 --> 00:07:34.800]  很多時候我們都會這樣埋怨
[00:07:34.800 --> 00:07:39.640]  百姓似乎都沒有學到這個功課
[00:07:39.640 --> 00:07:40.280]  不斷輾轉的
[00:07:40.280 --> 00:07:41.840]  你看到文素記是不是
[00:07:41.840 --> 00:07:42.840]  埋怨
[00:07:42.840 --> 00:07:44.280]  有困難出現
[00:07:44.280 --> 00:07:45.880]  有危機出現就埋怨
[00:07:45.880 --> 00:07:48.840]  接著上帝去拯救
[00:07:48.840 --> 00:07:50.960]  然後又好像忘記了
[00:07:50.960 --> 00:07:52.360]  又再新的困境
[00:07:52.360 --> 00:07:53.480]  又再埋怨
[00:07:53.480 --> 00:07:55.960]  不斷重複
[00:07:55.960 --> 00:07:58.920]  我們的人生都可能好像他們那樣
[00:07:58.920 --> 00:08:01.200]  都是無限輾轉的
[00:08:01.200 --> 00:08:03.000]  我們可能像意識人一樣
[00:08:03.000 --> 00:08:04.760]  面對著新的困境
[00:08:04.760 --> 00:08:06.520]  我們又會埋怨
[00:08:06.520 --> 00:08:08.920]  忘記了神色日的作為
[00:08:08.920 --> 00:08:10.200]  再一次的焦慮
[00:08:10.200 --> 00:08:12.600]  再一次的埋怨擔心
[00:08:12.600 --> 00:08:13.960]  用自己的方法
[00:08:13.960 --> 00:08:16.840]  但神一次又一次的來幫我們
[00:08:16.840 --> 00:08:21.920]  我們都會在落入這個生命循環的裏頭
[00:08:21.920 --> 00:08:24.320]  和之前一樣
[00:08:24.320 --> 00:08:28.920]  摩西和阿倫來到會幕的門口
[00:08:28.920 --> 00:08:31.440]  他們來到會幕的門口
[00:08:31.440 --> 00:08:35.000]  都是代表著他們來尋求神的旨意
[00:08:35.000 --> 00:08:36.360]  祂的旨事
[00:08:36.360 --> 00:08:38.720]  所以和之前幾次一樣
[00:08:38.720 --> 00:08:41.240]  耶和華的榮光顯然
[00:08:41.240 --> 00:08:46.480]  意思就是上帝顯然要有旨事給摩西他們
[00:08:46.480 --> 00:08:48.880]  祂的旨事就是
[00:08:48.880 --> 00:08:51.000]  你拿著一瓶醬
[00:08:51.000 --> 00:08:53.640]  和你哥哥阿倫一起召集會眾
[00:08:53.640 --> 00:08:55.640]  在他們眼前吩咐盆石
[00:08:55.640 --> 00:08:58.680]  叫水湧出來
[00:08:58.680 --> 00:09:01.720]  這次神沒有懲罰這些百姓
[00:09:01.720 --> 00:09:04.080]  雖然他們的投訴
[00:09:04.080 --> 00:09:06.160]  用的方式是不理想的
[00:09:06.160 --> 00:09:07.600]  用埋怨的方法
[00:09:07.600 --> 00:09:09.960]  但的確是沒有水喝
[00:09:09.960 --> 00:09:13.200]  所以神都是這樣供應給他們
[00:09:13.200 --> 00:09:15.480]  和以往一樣
[00:09:15.480 --> 00:09:21.120]  摩西也是一樣聽上帝的吩咐
[00:09:21.120 --> 00:09:24.680]  去耶和華面前拿了一瓶醬
[00:09:24.680 --> 00:09:26.560]  有些學者就討論
[00:09:26.560 --> 00:09:29.200]  這瓶醬究竟是摩西的
[00:09:29.200 --> 00:09:30.600]  還是阿倫的
[00:09:30.600 --> 00:09:32.720]  因為他們各自都有一瓶
[00:09:32.720 --> 00:09:36.680]  但這裡說在耶和華的面前
[00:09:36.680 --> 00:09:40.320]  應該暗示在藥櫃
[00:09:40.320 --> 00:09:44.520]  因為在第十七章說到
[00:09:44.520 --> 00:09:47.600]  阿倫的醬是放在藥櫃的裡面
[00:09:47.600 --> 00:09:49.120]  不過不要緊
[00:09:49.120 --> 00:09:50.040]  我們不知道
[00:09:50.040 --> 00:09:51.800]  不肯定那瓶醬是誰
[00:09:51.800 --> 00:09:53.760]  總之是他按照上帝的吩咐
[00:09:53.760 --> 00:09:57.040]  就拿了那瓶醬
[00:09:57.040 --> 00:09:59.040]  問題就是
[00:09:59.040 --> 00:10:03.400]  摩西有沒有遵守上帝的吩咐去做
[00:10:03.400 --> 00:10:05.840]  有沒有
[00:10:05.840 --> 00:10:08.360]  如果留心看的時候
[00:10:08.360 --> 00:10:10.800]  你會發覺是沒有的
[00:10:10.800 --> 00:10:13.880]  這裡他剛才說他也很生氣
[00:10:13.880 --> 00:10:14.960]  摩西很生氣
[00:10:14.960 --> 00:10:18.240]  因為他開口說
[00:10:18.240 --> 00:10:21.160]  你們這群博弈的人
[00:10:21.160 --> 00:10:23.000]  是我們叫這個盆石
[00:10:23.000 --> 00:10:25.200]  留些水出來給他們喝的嗎
[00:10:25.200 --> 00:10:26.840]  其實有一點發晦氣
[00:10:26.840 --> 00:10:29.720]  看到是被他們氣壞
[00:10:29.720 --> 00:10:31.160]  難道我們
[00:10:31.160 --> 00:10:34.480]  我和阿倫要叫盆石給他們喝水嗎
[00:10:34.480 --> 00:10:37.840]  這個不是我的責任
[00:10:37.840 --> 00:10:41.840]  其實摩西也是多次被會眾挑釁
[00:10:41.840 --> 00:10:45.760]  所以他經常被他們聚集攻擊
[00:10:45.760 --> 00:10:51.280]  其實也是很難去怪他的憤怒
[00:10:51.280 --> 00:10:53.720]  接著摩西就舉起手
[00:10:53.720 --> 00:10:55.760]  用醬去擊打了盆石
[00:10:55.760 --> 00:10:57.200]  啪
[00:10:57.200 --> 00:10:58.520]  我小聲了
[00:10:58.520 --> 00:11:00.160]  不然會爆咪
[00:11:00.160 --> 00:11:00.800]  兩下
[00:11:00.800 --> 00:11:01.760]  啪
[00:11:01.760 --> 00:11:02.840]  啪
[00:11:02.840 --> 00:11:05.480]  他有沒有按照神吩咐
[00:11:05.480 --> 00:11:06.920]  沒有
[00:11:06.920 --> 00:11:09.280]  因為剛才我們留意的是
[00:11:09.280 --> 00:11:12.160]  上帝是叫他吩咐盆石
[00:11:12.160 --> 00:11:13.840]  就是要用口的
[00:11:13.840 --> 00:11:15.120]  第八節
[00:11:15.120 --> 00:11:16.040]  用口說
[00:11:16.040 --> 00:11:18.480]  叫盆石流出水來的
[00:11:18.480 --> 00:11:21.760]  但是現在他就用那支醬打了兩下
[00:11:21.760 --> 00:11:23.880]  不一樣的
[00:11:23.880 --> 00:11:24.560]  不過這樣
[00:11:24.560 --> 00:11:26.480]  水也是一樣流出來的
[00:11:26.480 --> 00:11:27.800]  第十一節
[00:11:27.800 --> 00:11:30.240]  會眾和生畜都有水喝
[00:11:30.240 --> 00:11:31.920]  就是滿足的
[00:11:31.920 --> 00:11:35.560]  就是他們的需要是被滿足的
[00:11:35.560 --> 00:11:38.160]  是不是大田園結局呢
[00:11:38.160 --> 00:11:39.640]  又不是
[00:11:39.640 --> 00:11:40.880]  因為剛才我們讀經的時候
[00:11:40.880 --> 00:11:43.840]  我們知道神要懲罰摩西和阿倫
[00:11:43.840 --> 00:11:47.080]  他們不能夠進入迦南地
[00:11:47.080 --> 00:11:48.880]  上帝應許給他們的地方
[00:11:48.880 --> 00:11:51.320]  這個懲罰重不重
[00:11:51.320 --> 00:11:53.280]  很重
[00:11:53.280 --> 00:11:55.720]  因為一直以來
[00:11:55.720 --> 00:11:57.520]  神給摩西的使命
[00:11:57.520 --> 00:12:01.120]  就是要帶領以色列人進入迦南地
[00:12:01.120 --> 00:12:03.680]  這個神應許給他們的地方
[00:12:03.680 --> 00:12:05.200]  是
[00:12:05.200 --> 00:12:07.480]  上帝賜給以色列人
[00:12:07.480 --> 00:12:09.400]  摩西是他們的領袖
[00:12:09.400 --> 00:12:11.160]  是帶他們進去
[00:12:11.160 --> 00:12:13.400]  很多次摩西想劈炮不撈的
[00:12:13.400 --> 00:12:16.840]  就是當以色列人經常埋怨
[00:12:16.840 --> 00:12:18.360]  又做金牛獨
[00:12:18.360 --> 00:12:19.360]  很多很多次
[00:12:19.360 --> 00:12:20.280]  他都說不帶了
[00:12:20.280 --> 00:12:21.680]  不去了
[00:12:21.680 --> 00:12:25.840]  但是上帝一直叫他們去
[00:12:25.840 --> 00:12:26.760]  揀選他們
[00:12:26.760 --> 00:12:28.280]  帶領著以色列人
[00:12:28.280 --> 00:12:29.720]  現在居然說
[00:12:29.720 --> 00:12:31.720]  他們不能進去
[00:12:31.720 --> 00:12:33.160]  那怎麼辦
[00:12:33.160 --> 00:12:36.640]  先不要說誰接手帶領以色列人
[00:12:36.640 --> 00:12:39.120]  但是對摩西來說
[00:12:39.120 --> 00:12:41.480]  我想失望也形容不了
[00:12:41.480 --> 00:12:43.840]  就是那種很難受
[00:12:43.840 --> 00:12:45.600]  很傷痛
[00:12:45.600 --> 00:12:49.600]  他一直的期望
[00:12:49.600 --> 00:12:50.920]  如果不是以色列人
[00:12:50.920 --> 00:12:52.480]  如果給了我
[00:12:52.480 --> 00:12:53.480]  如果不是你們這幫以色列人
[00:12:53.480 --> 00:12:55.040]  我早就進去了
[00:12:55.040 --> 00:12:55.840]  為什麼
[00:12:55.840 --> 00:12:57.480]  因為第十三章裡面
[00:12:57.480 --> 00:12:59.160]  不是探子事件
[00:12:59.160 --> 00:13:01.440]  他們就已經可以直接進入迦南
[00:13:01.440 --> 00:13:03.080]  40天就去到的地方
[00:13:03.080 --> 00:13:05.840]  要用40年
[00:13:05.840 --> 00:13:07.240]  但是現在
[00:13:07.240 --> 00:13:09.640]  上帝說不讓摩西進去
[00:13:09.640 --> 00:13:12.960]  究竟他和阿倫犯了什麼罪這麼重
[00:13:12.960 --> 00:13:14.640]  懲罰這麼重
[00:13:14.640 --> 00:13:18.160]  他只是沒有用嘴巴去吩咐盤石而已
[00:13:18.160 --> 00:13:22.000]  只不過用那支象打了兩下而已
[00:13:22.000 --> 00:13:23.440]  懲罰是不是太重
[00:13:23.440 --> 00:13:25.240]  太不成比例呢
[00:13:25.240 --> 00:13:26.640]  這也是這段經文
[00:13:26.640 --> 00:13:30.640]  很難去到處理的地方
[00:13:30.640 --> 00:13:33.880]  我們首先試試看阿倫
[00:13:33.880 --> 00:13:35.680]  阿倫在這件事裡面
[00:13:35.680 --> 00:13:37.600]  也好像是配角一樣
[00:13:37.600 --> 00:13:39.680]  就是與他無關
[00:13:39.680 --> 00:13:41.800]  因為之後他也沒有再說話了
[00:13:41.800 --> 00:13:43.480]  沒有再出現了
[00:13:43.480 --> 00:13:47.240]  不過自從上次第十六章開始
[00:13:47.240 --> 00:13:49.720]  當瘟疫發生的時候
[00:13:49.720 --> 00:13:51.440]  阿倫就是拿著香爐
[00:13:51.440 --> 00:13:52.240]  大家還記得嗎
[00:13:52.240 --> 00:13:54.440]  在中間去為百姓代頭
[00:13:54.440 --> 00:13:56.480]  瘟疫就指著
[00:13:56.480 --> 00:13:58.000]  他的角色是很重要的
[00:13:58.000 --> 00:13:59.120]  是上帝揀選
[00:13:59.120 --> 00:14:03.200]  是神人中間來做那個
[00:14:03.200 --> 00:14:05.400]  好像中堡那樣的角色
[00:14:05.400 --> 00:14:08.120]  在第十七章也說到
[00:14:08.120 --> 00:14:09.760]  剛才說的那支象
[00:14:09.760 --> 00:14:11.080]  十二支派
[00:14:11.080 --> 00:14:13.400]  每個支派領袖有一支象
[00:14:13.400 --> 00:14:16.960]  只有阿倫那支象開花的
[00:14:16.960 --> 00:14:18.760]  開花是象徵著
[00:14:18.760 --> 00:14:21.880]  他是上帝特別的去揀選他
[00:14:21.880 --> 00:14:24.400]  而現在我們看到
[00:14:24.400 --> 00:14:25.360]  第八節下
[00:14:25.360 --> 00:14:26.760]  就是上帝是吩咐
[00:14:26.760 --> 00:14:30.000]  摩西和阿倫召集會眾
[00:14:30.000 --> 00:14:33.440]  要吩咐盆石流出水
[00:14:33.440 --> 00:14:36.800]  結果阿倫在聖經裡面沒有說過
[00:14:36.800 --> 00:14:38.480]  他又出聲
[00:14:38.480 --> 00:14:41.960]  當摩西去擊打盆石兩下的時候
[00:14:41.960 --> 00:14:45.520]  他也沒有阻止
[00:14:45.520 --> 00:14:49.240]  他的沉默就是他的罪
[00:14:49.240 --> 00:14:51.440]  他犯的罪是沒有做到
[00:14:51.440 --> 00:14:53.800]  神要他去做的事情
[00:14:53.800 --> 00:14:55.600]  sin of omission
[00:14:55.600 --> 00:14:59.600]  就是沒有做到應該要做的事情
[00:14:59.600 --> 00:15:01.880]  很快阿倫就死在曠野
[00:15:01.880 --> 00:15:04.320]  在二十章二十三到二十四節
[00:15:04.320 --> 00:15:09.000]  這裡耶和華告訴他一下
[00:15:09.000 --> 00:15:13.840]  你就會在河以山的東邊的巔界
[00:15:13.840 --> 00:15:15.720]  你就會死在那裡
[00:15:15.720 --> 00:15:18.680]  你不能夠進入我賜給意識人的地
[00:15:18.680 --> 00:15:22.160]  因為你們在米利巴水的事上
[00:15:22.160 --> 00:15:24.680]  違背了我的指示
[00:15:24.680 --> 00:15:27.480]  那就是只差十幾節的經文
[00:15:27.480 --> 00:15:29.400]  在二十三二十四節那裡
[00:15:29.400 --> 00:15:32.400]  阿倫就死了
[00:15:32.400 --> 00:15:34.000]  進不了迦勒地
[00:15:34.000 --> 00:15:37.280]  很清楚說是因為
[00:15:37.280 --> 00:15:39.320]  在米利巴水的事情
[00:15:39.320 --> 00:15:43.480]  剛剛這件事是違背了上帝的指示
[00:15:43.480 --> 00:15:48.080]  原來沒有做到神要做的事情都是罪
[00:15:48.080 --> 00:15:50.880]  我們經常說多做多錯
[00:15:50.880 --> 00:15:52.720]  少做少錯
[00:15:52.720 --> 00:15:54.640]  不做就不錯
[00:15:54.640 --> 00:15:58.000]  這個可能在職場上
[00:15:58.000 --> 00:15:59.640]  大家經常都是這樣說
[00:15:59.640 --> 00:16:01.520]  也都是這樣做的
[00:16:01.520 --> 00:16:04.320]  多事不如少一事
[00:16:04.320 --> 00:16:09.600]  老闆不說不做的事就不要做
[00:16:09.600 --> 00:16:13.280]  我們習慣了是這樣
[00:16:13.280 --> 00:16:14.840]  即使我們是信主的
[00:16:14.840 --> 00:16:18.720]  我們都會犯一個sin of omission
[00:16:18.720 --> 00:16:21.760]  沒有做到應該做的事情
[00:16:21.760 --> 00:16:23.560]  特別是說到聖經
[00:16:23.560 --> 00:16:25.400]  聖經教導我們應該做的事情
[00:16:25.400 --> 00:16:27.160]  我們沒有做
[00:16:27.160 --> 00:16:29.160]  在很多不同的經文裡面
[00:16:29.160 --> 00:16:31.960]  我就想起羅馬書
[00:16:31.960 --> 00:16:34.480]  聖經有很多不同上帝的吩咐
[00:16:34.480 --> 00:16:36.080]  誡命要我們去做
[00:16:36.080 --> 00:16:38.920]  我就想起羅馬書第十二章
[00:16:38.920 --> 00:16:41.440]  九至十八節
[00:16:41.440 --> 00:16:44.680]  當羅馬書十二章一節
[00:16:44.680 --> 00:16:46.640]  叫我們將身體獻上的時候
[00:16:46.640 --> 00:16:49.120]  其實在下面是說一些很具體
[00:16:49.120 --> 00:16:52.520]  上帝吩咐我們應該去做的事情
[00:16:52.520 --> 00:16:53.880]  這段經文比較長
[00:16:53.880 --> 00:16:56.240]  但我們也想試試一起讀
[00:16:56.240 --> 00:16:57.360]  九至十八節
[00:16:57.360 --> 00:16:58.600]  預備起
[00:16:58.600 --> 00:17:00.680]  愛不可虛假
[00:17:00.680 --> 00:17:02.120]  惡要厭惡
[00:17:02.120 --> 00:17:04.120]  善要親近
[00:17:04.120 --> 00:17:06.880]  愛弟兄要相親相愛
[00:17:06.880 --> 00:17:09.640]  恭敬人要彼此推揚
[00:17:09.640 --> 00:17:11.800]  恩勤不可懶惰
[00:17:11.800 --> 00:17:13.440]  要凌女火熱
[00:17:13.440 --> 00:17:15.320]  常常服侍主
[00:17:15.320 --> 00:17:17.520]  在盼望中要喜樂
[00:17:17.520 --> 00:17:19.880]  在患難中要忍耐
[00:17:19.880 --> 00:17:21.680]  禱告要行切
[00:17:21.680 --> 00:17:23.240]  聖徒有缺乏
[00:17:23.240 --> 00:17:24.400]  要供給
[00:17:24.400 --> 00:17:27.280]  義鄉客要恩勤款待
[00:17:27.280 --> 00:17:29.640]  要祝福迫害你們的
[00:17:29.640 --> 00:17:32.120]  要祝福不可助紂
[00:17:32.120 --> 00:17:34.840]  要與喜樂的人同樂
[00:17:34.840 --> 00:17:37.320]  要與哀哭的人同哭
[00:17:37.320 --> 00:17:39.200]  要彼此同心
[00:17:39.200 --> 00:17:41.160]  不要心高氣傲
[00:17:41.160 --> 00:17:43.640]  倒要苦就卑微的人
[00:17:43.640 --> 00:17:45.800]  不要自以為聰明
[00:17:45.800 --> 00:17:47.800]  不要以惡報惡
[00:17:47.800 --> 00:17:49.720]  眾人以為美的事
[00:17:49.720 --> 00:17:51.480]  要留心去做
[00:17:51.480 --> 00:17:52.880]  若是可行
[00:17:52.880 --> 00:17:55.880]  總要盡力與眾人和睦
[00:17:55.880 --> 00:17:57.520]  這個清單很長
[00:17:57.520 --> 00:18:01.040]  說了很多神話給我們聽
[00:18:01.040 --> 00:18:03.880]  特別是一個愛的功課
[00:18:03.880 --> 00:18:08.280]  這裡說到我們的愛
[00:18:08.280 --> 00:18:10.040]  是真誠的嗎
[00:18:10.040 --> 00:18:11.640]  還是虛假的呢
[00:18:11.640 --> 00:18:14.600]  我們愛弟兄姊妹的時候是怎樣的
[00:18:14.600 --> 00:18:18.200]  見到下面他說哀哭的人
[00:18:18.200 --> 00:18:19.960]  我們面對著一些
[00:18:19.960 --> 00:18:22.800]  面對困難憂傷的人
[00:18:22.800 --> 00:18:24.560]  我們有沒有跟他們一起
[00:18:24.560 --> 00:18:28.280]  去到同行呢
[00:18:28.280 --> 00:18:30.360]  看漏了上面一個
[00:18:30.360 --> 00:18:33.360]  十三節說到聖徒有缺乏
[00:18:33.360 --> 00:18:36.160]  就要供給異鄉客
[00:18:36.160 --> 00:18:39.000]  就是從別處來的人
[00:18:39.000 --> 00:18:42.280]  舊的華擺是寄居
[00:18:42.280 --> 00:18:44.200]  一些從別處來的人
[00:18:44.200 --> 00:18:46.960]  我們要去款待他們
[00:18:46.960 --> 00:18:48.760]  我們有沒有去做呢
[00:18:48.760 --> 00:18:52.280]  有時面對自己很多的需要
[00:18:52.280 --> 00:18:52.720]  困難
[00:18:52.720 --> 00:18:56.000]  我們都沒有空去理會其他人
[00:18:56.000 --> 00:19:00.040]  我們都會很容易忽視他們
[00:19:00.040 --> 00:19:03.480]  前陣子我看到一個見證
[00:19:03.480 --> 00:19:04.760]  一個分享
[00:19:04.760 --> 00:19:06.640]  在香港有一間教會
[00:19:06.640 --> 00:19:08.040]  中秋節的時候
