
[00:00:00.000 --> 00:00:03.180]  這是一段很熟悉的經文
[00:03:32.500 --> 00:03:34.500]  工作出來後
[00:03:34.500 --> 00:03:36.500]  還要想儲不儲到首期
[00:03:36.500 --> 00:03:38.500]  買不買到樓
[00:03:38.500 --> 00:03:39.500]  日後可不可以結婚
[00:03:39.500 --> 00:03:41.500]  其實我們有很多憂慮
[00:03:41.500 --> 00:03:43.500]  同樣的憂慮
[00:03:43.500 --> 00:03:45.500]  一直驅使著我們
[00:03:45.500 --> 00:03:47.500]  關注青少年人
[00:03:47.500 --> 00:03:51.500]  他們的學業
[00:03:51.500 --> 00:03:53.500]  他們很多方面的事
[00:03:53.500 --> 00:03:55.500]  但老實說
[00:03:55.500 --> 00:03:57.500]  有些事情是時代在轉
[00:03:57.500 --> 00:03:59.500]  這段經文很特別
[00:03:59.500 --> 00:04:01.500]  如果作為家長
[00:04:01.500 --> 00:04:03.500]  我想想有什麼
[00:04:03.500 --> 00:04:05.500]  我還會期待青少年人在這裏
[00:04:05.500 --> 00:04:06.500]  還欠一件事
[00:04:06.500 --> 00:04:08.500]  有一個很好的女朋友
[00:04:08.500 --> 00:04:10.500]  日後婚姻安定
[00:04:10.500 --> 00:04:11.500]  我就安心了
[00:04:11.500 --> 00:04:13.500]  這裏沒有說
[00:04:13.500 --> 00:04:14.500]  不過我估計
[00:04:14.500 --> 00:04:17.500]  這樣的條件應該不難找吧
[00:04:17.500 --> 00:04:19.500]  不過原來時代在轉
[00:04:19.500 --> 00:04:20.500]  當我們想著
[00:04:20.500 --> 00:04:21.500]  我們上一代
[00:04:21.500 --> 00:04:23.500]  或者我們這一代的時候
[00:04:23.500 --> 00:04:25.500]  要有一個穩定的工作
[00:04:25.500 --> 00:04:26.500]  原來2016年
[00:04:26.500 --> 00:04:28.500]  去年美國統計
[00:04:28.500 --> 00:04:29.500]  美國的統計
[00:04:29.500 --> 00:04:32.500]  現在美國有三分之一就業的人
[00:04:32.500 --> 00:04:34.500]  其實沒有中文的
[00:04:34.500 --> 00:04:37.500]  有些人中文叫做斜幹人士
[00:04:37.500 --> 00:04:41.500]  即是如果打電腦
[00:04:41.500 --> 00:04:43.500]  有個snatch的
[00:04:43.500 --> 00:04:45.500]  即是有三分之一人
[00:04:45.500 --> 00:04:48.500]  多重職業 多重身份
[00:04:48.500 --> 00:04:51.500]  他可能在網購裏面工作
[00:04:51.500 --> 00:04:54.500]  也在做IT 也在教潛水
[00:04:54.500 --> 00:04:56.500]  很多個snatch
[00:04:56.500 --> 00:04:59.500]  一個人做很多份工
[00:04:59.500 --> 00:05:01.500]  2016年在美國
[00:05:01.500 --> 00:05:03.500]  有三分之一人是這樣
[00:05:03.500 --> 00:05:04.500]  估計到2020年
[00:05:04.500 --> 00:05:06.500]  超過一半會是這樣
[00:05:06.500 --> 00:05:08.500]  即是說這個年代
[00:05:08.500 --> 00:05:10.500]  很多人一個人打很多份工
[00:05:10.500 --> 00:05:12.500]  有些人主一份工
[00:05:12.500 --> 00:05:14.500]  也有更多是怎樣
[00:05:14.500 --> 00:05:17.500]  全部用現在潮的字眼
[00:05:17.500 --> 00:05:18.500]  炒散
[00:05:18.500 --> 00:05:20.500]  全部都是散工
[00:05:20.500 --> 00:05:21.500]  但全部都賺到錢
[00:05:21.500 --> 00:05:23.500]  而全部都是專業
[00:05:23.500 --> 00:05:26.500]  跟我們那年代很不一樣
[00:05:26.500 --> 00:05:28.500]  我們覺得很不安穩
[00:05:28.500 --> 00:05:29.500]  不行的
[00:05:29.500 --> 00:05:31.500]  原來不是
[00:05:31.500 --> 00:05:33.500]  時代已經不同了
[00:05:33.500 --> 00:05:36.500]  跟我們以為好的
[00:05:36.500 --> 00:05:38.500]  以為安心的
[00:05:38.500 --> 00:05:41.500]  跟現在他們所面對的
[00:05:41.500 --> 00:05:44.500]  很不一樣
[00:05:44.500 --> 00:05:45.500]  到家長
[00:05:45.500 --> 00:05:46.500]  到我們作為家長
[00:05:46.500 --> 00:05:48.500]  去想我們在關注他們甚麼
[00:05:48.500 --> 00:05:50.500]  我們還在關注他們的學業
[00:05:50.500 --> 00:05:53.500]  他們出來工作的時候
[00:05:53.500 --> 00:05:55.500]  我想起來
[00:05:55.500 --> 00:05:57.500]  我之前播過一段片
[00:05:57.500 --> 00:05:59.500]  是講到昔日
[00:05:59.500 --> 00:06:02.500]  在中國山西義和團
[00:06:02.500 --> 00:06:04.500]  排外作亂的時候
[00:06:04.500 --> 00:06:06.500]  一班西方宣教士
[00:06:06.500 --> 00:06:10.500]  他殉道最後那一堆的遺言
[00:06:10.500 --> 00:06:12.500]  我想起這一幕
[00:06:12.500 --> 00:06:14.500]  我想起其中一位宣教士
[00:06:14.500 --> 00:06:16.500]  不得經牧師
[00:06:16.500 --> 00:06:18.500]  他殉道之前
[00:06:18.500 --> 00:06:20.500]  他寫下的遺言
[00:06:20.500 --> 00:06:23.500]  是請他太太吩咐他最小的兒子
[00:06:23.500 --> 00:06:26.500]  小賀利
[00:06:26.500 --> 00:06:28.500]  跟他最小的兒子說
[00:06:28.500 --> 00:06:30.500]  當你二十五歲的時候
[00:06:30.500 --> 00:06:33.500]  要以宣教士的身份
[00:06:33.500 --> 00:06:35.500]  再回來中國
[00:06:35.500 --> 00:06:41.500]  回到你爸爸殉道的地方
[00:06:41.500 --> 00:06:42.500]  我突然發現
[00:06:42.500 --> 00:06:44.500]  為何我們所想的
[00:06:44.500 --> 00:06:47.500]  跟某些宣教士想的
[00:06:47.500 --> 00:06:50.500]  完全不一樣
[00:06:50.500 --> 00:06:51.500]  他們所求的
[00:06:51.500 --> 00:06:53.500]  在整個家裡所求的
[00:06:53.500 --> 00:06:54.500]  生命所求的
[00:06:54.500 --> 00:06:57.500]  跟我們所求的有甚麼分別
[00:06:57.500 --> 00:06:59.500]  我們所求的很多就是安穩
[00:06:59.500 --> 00:07:01.500]  不需要繼續憂慮
[00:07:01.500 --> 00:07:04.500]  為我們子女的將來
[00:07:04.500 --> 00:07:05.500]  鋪好一條好的路
[00:07:05.500 --> 00:07:07.500]  以致他們走得舒服一點
[00:07:07.500 --> 00:07:08.500]  不要像我們上一代
[00:07:08.500 --> 00:07:09.500]  或者再上一代那樣
[00:07:09.500 --> 00:07:14.500]  要走得那麼辛苦那麼困難
[00:07:14.500 --> 00:07:15.500]  但當我們說
[00:07:15.500 --> 00:07:17.500]  我們要先求神的國
[00:07:17.500 --> 00:07:19.500]  和神的兒的時候
[00:07:19.500 --> 00:07:23.500]  我們怎樣去表達出來
[00:07:23.500 --> 00:07:26.500]  如果我們有人問我們的子女
[00:07:26.500 --> 00:07:29.500]  你爸爸媽媽最關心你的
[00:07:29.500 --> 00:07:31.500]  是甚麼
[00:07:31.500 --> 00:07:37.500]  你猜他們會怎樣回答
[00:07:37.500 --> 00:07:39.500]  教養子女不容易
[00:07:39.500 --> 00:07:43.500]  我自己也有三個
[00:07:43.500 --> 00:07:45.500]  我老婆更加明白
[00:07:45.500 --> 00:07:46.500]  因為她對著他們
[00:07:46.500 --> 00:07:49.500]  多過我對著他們
[00:07:49.500 --> 00:07:50.500]  中間有很多的憂慮
[00:07:50.500 --> 00:07:52.500]  很多的恐懼
[00:07:52.500 --> 00:07:55.500]  由健康 學業 社交 性格
[00:07:55.500 --> 00:07:58.500]  全部都怕出問題
[00:07:58.500 --> 00:08:00.500]  所以現在這個社會
[00:08:00.500 --> 00:08:03.500]  我經常覺得這個社會病了
[00:08:03.500 --> 00:08:06.500]  我三個兒子都算乖
[00:08:06.500 --> 00:08:07.500]  不需要我們
[00:08:07.500 --> 00:08:08.500]  逼他們去做功課
[00:08:08.500 --> 00:08:10.500]  自己放學回來
[00:08:10.500 --> 00:08:12.500]  自己就開始做功課
[00:08:12.500 --> 00:08:14.500]  吃了一點水果就做功課
[00:08:14.500 --> 00:08:18.500]  但我發現我三個兒子
[00:08:18.500 --> 00:08:21.500]  以前我們說九點半要睡覺
[00:08:21.500 --> 00:08:22.500]  十點半
[00:08:22.500 --> 00:08:26.500]  現在最早十一點半才做完功課
[00:08:26.500 --> 00:08:27.500]  十一點半做完功課
[00:08:27.500 --> 00:08:30.500]  我記得前幾天
[00:08:30.500 --> 00:08:31.500]  我最小的兒子
[00:08:31.500 --> 00:08:32.500]  十一點半做完功課
[00:08:32.500 --> 00:08:35.500]  跟著走來跟我說
[00:08:35.500 --> 00:08:37.500]  爸爸可不可以玩十分鐘機
[00:08:37.500 --> 00:08:39.500]  打一下機
[00:08:39.500 --> 00:08:41.500]  跟著我說打吧
[00:08:41.500 --> 00:08:44.500]  十分鐘完了之後就好去睡了
[00:08:44.500 --> 00:08:47.500]  跟著他自己十分鐘之後就去睡了
[00:08:47.500 --> 00:08:48.500]  簡單一點
[00:08:48.500 --> 00:08:51.500]  連玩都沒時間玩
[00:08:51.500 --> 00:08:53.500]  我當然希望他打一下機
[00:08:53.500 --> 00:08:56.500]  最少有些人生樂趣
[00:08:56.500 --> 00:08:59.500]  現在是這樣
[00:08:59.500 --> 00:09:01.500]  現在放暑假是沒有暑假的
[00:09:01.500 --> 00:09:02.500]  不單止學生沒有暑假
[00:09:02.500 --> 00:09:05.500]  連老師都沒有暑假
[00:09:05.500 --> 00:09:09.500]  比上學還要忙
[00:09:09.500 --> 00:09:12.500]  不單止這樣
[00:09:12.500 --> 00:09:17.500]  我們將一班青少年保護得很緊要
[00:09:17.500 --> 00:09:19.500]  因為現在
[00:09:19.500 --> 00:09:21.500]  學校有很大的壓力
[00:09:21.500 --> 00:09:24.500]  經常說一次過考試定生死
[00:09:24.500 --> 00:09:26.500]  讓學童更加有壓力
[00:09:26.500 --> 00:09:29.500]  結果做計劃又計分
[00:09:29.500 --> 00:09:30.500]  做功課又計分
[00:09:30.500 --> 00:09:32.500]  於是學期結束了
[00:09:32.500 --> 00:09:34.500]  分數是佔多少百分幾
[00:09:34.500 --> 00:09:35.500]  佔多少百分幾
[00:09:35.500 --> 00:09:36.500]  佔多少百分幾
[00:09:36.500 --> 00:09:38.500]  通常是這樣
[00:09:38.500 --> 00:09:41.500]  結果每件事都要做得很好
[00:09:41.500 --> 00:09:44.500]  很多學童為了那份功課
[00:09:44.500 --> 00:09:46.500]  因為全部都關係到最後的考試分數
[00:09:46.500 --> 00:09:48.500]  所以去補習社
[00:09:48.500 --> 00:09:51.500]  補習老師就幫他們那份功課做得好
[00:09:51.500 --> 00:09:54.500]  結果他們不單止更多時間補習
[00:09:54.500 --> 00:09:55.500]  我經常都在想
[00:09:55.500 --> 00:09:57.500]  學校老師究竟知不知道
[00:09:57.500 --> 00:09:59.500]  學生懂甚麼不懂甚麼
[00:09:59.500 --> 00:10:02.500]  因為那份功課出來一定是一百分
[00:10:02.500 --> 00:10:05.500]  通常到考試的時候才知道
[00:10:05.500 --> 00:10:11.500]  我經常覺得大家都在騙大家
[00:10:11.500 --> 00:10:13.500]  我們現在的小朋友連做功課
[00:10:13.500 --> 00:10:17.500]  都已經很少靈感
[00:10:17.500 --> 00:10:19.500]  很少經歷過
[00:10:19.500 --> 00:10:21.500]  挫敗
[00:10:21.500 --> 00:10:23.500]  跌倒再起身
[00:10:23.500 --> 00:10:24.500]  跌倒再起身
[00:10:24.500 --> 00:10:26.500]  跌倒再起身
[00:10:26.500 --> 00:10:27.500]  我跟我的兒子說
[00:10:27.500 --> 00:10:29.500]  我拿靈雞蛋的經歷
[00:10:29.500 --> 00:10:31.500]  我老婆一邊聽一邊心驚膽跳
[00:10:31.500 --> 00:10:37.500]  怕我的兒子學我的
[00:10:37.500 --> 00:10:40.500]  但是生命的韌力就是這樣來的
[00:10:40.500 --> 00:10:44.500]  我們上一課就發覺生命很有韌力
[00:10:44.500 --> 00:10:47.500]  很頂得住這個社會壓力
[00:10:47.500 --> 00:10:49.500]  因為跌倒再起身
[00:10:49.500 --> 00:10:50.500]  跌倒再起身
[00:10:50.500 --> 00:10:51.500]  跌倒再起身
[00:10:51.500 --> 00:10:55.500]  現在我們彷彿很期待他們能夠順利
[00:10:55.500 --> 00:11:01.500]  不再需要經過辛苦、痛苦
[00:11:01.500 --> 00:11:04.500]  這是不是我們的期待呢
[00:11:04.500 --> 00:11:07.500]  或者反過來我們再想另一條問題
[00:11:07.500 --> 00:11:11.500]  上帝將我們的子女放在我們的家裏
[00:11:11.500 --> 00:11:15.500]  上帝對我們的子女有甚麼期待
[00:11:15.500 --> 00:11:19.500]  是甚麼就是我們所期待的東西
[00:11:19.500 --> 00:11:21.500]  上帝的國、上帝的義
[00:11:21.500 --> 00:11:26.500]  在我們家裏怎樣顯現出來
[00:11:26.500 --> 00:11:31.500]  這個少年人對於家長來說已經很陶醉
[00:11:31.500 --> 00:11:34.500]  不過這個少年人怎樣看自己呢
[00:11:34.500 --> 00:11:36.500]  在自己眼中是一個成功人士
[00:11:36.500 --> 00:11:38.500]  在別人眼中他也是一個成功人士
[00:11:38.500 --> 00:11:41.500]  年少有成有,聲昂有前途
[00:11:41.500 --> 00:11:44.500]  還有甚麼他要追求呢
[00:11:44.500 --> 00:11:48.500]  他走來問耶穌
[00:11:48.500 --> 00:11:50.500]  因為他心裏面
[00:11:50.500 --> 00:11:53.500]  屬靈裏面有個洞
[00:11:53.500 --> 00:11:57.500]  他不肯定他能否承受永生
[00:11:57.500 --> 00:11:59.500]  不過我想不知道他會不會想
[00:11:59.500 --> 00:12:00.500]  如果連他都不行
[00:12:00.500 --> 00:12:01.500]  還有哪些人可以呢
[00:12:01.500 --> 00:12:05.500]  至少就要進行聖經
[00:12:05.500 --> 00:12:09.500]  甚麼各方面條件都很好
[00:12:09.500 --> 00:12:11.500]  甚至乎當他有錢的時候
[00:12:11.500 --> 00:12:14.500]  很多人不單止羨慕他有錢
[00:12:14.500 --> 00:12:19.500]  還會告訴他這是上帝賜福
[00:12:19.500 --> 00:12:21.500]  因為昔日的猶太人
[00:12:21.500 --> 00:12:24.500]  窮或者有病
[00:12:24.500 --> 00:12:26.500]  或者有些不如意的事
[00:12:26.500 --> 00:12:29.500]  就覺得是上帝不賜福給你
[00:12:29.500 --> 00:12:31.500]  可能你因為有甚麼得罪了上帝
[00:12:31.500 --> 00:12:32.500]  當你做得好的時候
[00:12:32.500 --> 00:12:34.500]  上帝必然會賜福給你
[00:12:34.500 --> 00:12:39.500]  必然你就會慢慢生活安穩並且富足
[00:12:39.500 --> 00:12:41.500]  所以在其他人眼中
[00:12:41.500 --> 00:12:46.500]  他是極之得蒙上帝喜悅的人
[00:12:46.500 --> 00:12:48.500]  但他自己不肯定
[00:12:48.500 --> 00:12:50.500]  他在上帝面前是否合格
[00:12:50.500 --> 00:12:53.500]  可以承受永生
[00:12:53.500 --> 00:12:55.500]  還有第二樣東西
[00:12:55.500 --> 00:12:58.500]  可能他是一個很認真的人
[00:12:58.500 --> 00:13:01.500]  當他認真地檢視自己內心的時候
[00:13:01.500 --> 00:13:03.500]  他會發現自己內心不善良
[00:13:03.500 --> 00:13:07.500]  因為很老實
[00:13:07.500 --> 00:13:10.500]  耶穌問他在十誡裡最後的六誡
[00:13:10.500 --> 00:13:14.500]  很多時候人見到的行為
[00:13:14.500 --> 00:13:17.500]  唯有他自己知道自己的內心
[00:13:17.500 --> 00:13:19.500]  可能他察覺自己內心的不善良
[00:13:19.500 --> 00:13:22.500]  他可以不會殺人
[00:13:22.500 --> 00:13:24.500]  但可能他恨人恨得很厲害
[00:13:24.500 --> 00:13:26.500]  但他自己知道
[00:13:26.500 --> 00:13:29.500]  這是一個認真面對自己的生命
[00:13:29.500 --> 00:13:32.500]  認識自己屬靈需要的一個青年人
[00:13:32.500 --> 00:13:34.500]  他都願意去追尋答案
[00:13:34.500 --> 00:13:35.500]  這份認真
[00:13:35.500 --> 00:13:36.500]  這份主動
[00:13:36.500 --> 00:13:42.500]  將他帶到主耶穌基督的前面
[00:13:42.500 --> 00:13:44.500]  這份認真
[00:13:44.500 --> 00:13:45.500]  這份追尋
[00:13:45.500 --> 00:13:51.500]  讓他回到神的面前
[00:13:51.500 --> 00:13:54.500]  這個少年人
[00:13:54.500 --> 00:13:58.500]  是我們每一個人需要學習的
[00:13:58.500 --> 00:14:00.500]  面對自己的生命
[00:14:00.500 --> 00:14:02.500]  回到主耶穌基督的面前
[00:14:02.500 --> 00:14:06.500]  不單是一班青少年人需要學
[00:14:06.500 --> 00:14:08.500]  我們每一個人都要
[00:14:08.500 --> 00:14:10.500]  他願意尋求出路
[00:14:10.500 --> 00:14:14.500]  他願意去認識自己生命的狀況
[00:14:14.500 --> 00:14:16.500]  但我都問一個問題
[00:14:16.500 --> 00:14:18.500]  為什麼他問主耶穌
[00:14:18.500 --> 00:14:19.500]  他一定見到主耶穌
[00:14:19.500 --> 00:14:21.500]  一些事情是他所缺乏的
[00:14:21.500 --> 00:14:23.500]  因為他自己都不錯
[00:14:23.500 --> 00:14:25.500]  都很棒
[00:14:25.500 --> 00:14:27.500]  他一定見到一些
[00:14:27.500 --> 00:14:32.500]  但是主耶穌有些事情是他沒有的
[00:14:32.500 --> 00:14:34.500]  可能他曾經跟隨主耶穌一段時間
[00:14:34.500 --> 00:14:36.500]  觀察過主耶穌怎樣行神蹟也好
[00:14:36.500 --> 00:14:39.500]  可能他聽過主耶穌一些事情也好
[00:14:39.500 --> 00:14:41.500]  總之他帶領到他來到主耶穌基督的面前
[00:14:41.500 --> 00:14:43.500]  不過
[00:14:43.500 --> 00:14:47.500]  他稱呼主耶穌是善良的老師
[00:14:47.500 --> 00:14:50.500]  就是說主耶穌吸引他的
[00:14:50.500 --> 00:14:52.500]  不是醫病、講鬼那些屬靈的權柄
[00:14:52.500 --> 00:14:54.500]  主耶穌大有能力
[00:14:54.500 --> 00:14:57.500]  可以做些什麼,絕對不是
[00:14:57.500 --> 00:15:00.500]  是主耶穌的生命的本質
[00:15:00.500 --> 00:15:02.500]  善良
[00:15:02.500 --> 00:15:05.500]  他見到,所以他才問這條問題
[00:15:05.500 --> 00:15:09.500]  他覺得主耶穌一定能夠承受永生
[00:15:09.500 --> 00:15:12.500]  而真正的善良就不是
[00:15:12.500 --> 00:15:15.500]  用嘴巴說的
[00:15:15.500 --> 00:15:18.500]  生命跟嘴巴說的一致
[00:15:18.500 --> 00:15:21.500]  才會有人聽
[00:15:21.500 --> 00:15:25.500]  你只用嘴巴說,你不是這樣做的
[00:15:25.500 --> 00:15:27.500]  就沒有人理你
[00:15:27.500 --> 00:15:29.500]  他一定見到主耶穌是這樣
[00:15:29.500 --> 00:15:31.500]  而主耶穌說的時候
[00:15:31.500 --> 00:15:33.500]  更加說很多不是表面的東西
[00:15:33.500 --> 00:15:35.500]  當你看登山寶訓的時候
[00:15:35.500 --> 00:15:37.500]  在直達人的心裡面
[00:15:37.500 --> 00:15:40.500]  神對人心的要求
[00:15:40.500 --> 00:15:43.500]  所以來到主耶穌基督的面前
[00:15:43.500 --> 00:15:46.500]  主耶穌他所說的,他所做的
[00:15:46.500 --> 00:15:48.500]  他的聖情
[00:15:48.500 --> 00:15:50.500]  全部都是一致
[00:15:50.500 --> 00:15:53.500]  以致他帶有這個權柄
[00:15:53.500 --> 00:15:58.500]  其實我都在想一個少年人
[00:15:58.500 --> 00:15:59.500]  他最好去找誰呢?
[00:15:59.500 --> 00:16:02.500]  他最好去找一個屬靈的老師
[00:16:02.500 --> 00:16:04.500]  不是每個人都像他一樣
[00:16:04.500 --> 00:16:07.500]  可以遇上主耶穌
[00:16:07.500 --> 00:16:10.500]  一個屬靈的老師最好是誰?
[00:16:10.500 --> 00:16:12.500]  誰可以不單單給他一個答案
[00:16:12.500 --> 00:16:14.500]  更加能夠在成長階段
[00:16:14.500 --> 00:16:18.500]  按受,給他指引和陪伴他
[00:16:18.500 --> 00:16:21.500]  他的家,他的父母
[00:16:21.500 --> 00:16:24.500]  我不知道他的父母怎樣
[00:16:24.500 --> 00:16:26.500]  不同的悉經學者
[00:16:26.500 --> 00:16:28.500]  有不同的猜想
[00:16:28.500 --> 00:16:31.500]  有人猜他父母應該安息了
[00:16:31.500 --> 00:16:32.500]  為什麼呢?
[00:16:32.500 --> 00:16:33.500]  因為主耶穌的要求
[00:16:33.500 --> 00:16:35.500]  他變賣家產
[00:16:35.500 --> 00:16:37.500]  如果他的家人還在世的時候
[00:16:37.500 --> 00:16:40.500]  他沒理由變賣他父母的家產
[00:16:40.500 --> 00:16:43.500]  都有可能
[00:16:43.500 --> 00:16:45.500]  但是另一個可能我也在想
[00:16:45.500 --> 00:16:46.500]  既然他有錢做官
[00:16:46.500 --> 00:16:48.500]  可能他變賣的那些家產
[00:16:48.500 --> 00:16:49.500]  就是他自己賺回來的
[00:16:49.500 --> 00:16:53.500]  也有可能
[00:16:53.500 --> 00:16:54.500]  不過我知道一件事
[00:16:54.500 --> 00:16:59.500]  最少父母很留意他的品格
[00:16:59.500 --> 00:17:03.500]  所以他從小就進行最後那六屆
[00:17:03.500 --> 00:17:05.500]  其實之前那四屆
[00:17:05.500 --> 00:17:07.500]  無論是安息為聖日也好
[00:17:07.500 --> 00:17:09.500]  敬拜獨一的神也好
[00:17:09.500 --> 00:17:11.500]  在那時候的猶太群體裡
[00:17:11.500 --> 00:17:15.500]  這些宗教生活成為他們生命的一部分
[00:17:15.500 --> 00:17:16.500]  無論做還是不做
[00:17:16.500 --> 00:17:18.500]  都要跟著這樣做
[00:17:18.500 --> 00:17:19.500]  可能因為這樣
[00:17:19.500 --> 00:17:23.500]  主耶穌特別不提
[00:17:23.500 --> 00:17:25.500]  但是作為家長
[00:17:25.500 --> 00:17:27.500]  不是單單留意他的品格
[00:17:27.500 --> 00:17:29.500]  很明顯他心靈裡
[00:17:29.500 --> 00:17:31.500]  他怎麼看自己的心靈
[00:17:31.500 --> 00:17:33.500]  他屬靈裡有個洞
[00:17:33.500 --> 00:17:37.500]  而是過往他找不到答案
[00:17:37.500 --> 00:17:41.500]  他們找主耶穌
[00:17:41.500 --> 00:17:43.500]  如果家長能夠引導他
[00:17:43.500 --> 00:17:45.500]  找到這個答案就更加好
[00:17:45.500 --> 00:17:47.500]  但是當家長新教現教的時候
[00:17:47.500 --> 00:17:49.500]  有時候我們作為父母
[00:17:49.500 --> 00:17:50.500]  老實說
[00:17:50.500 --> 00:17:52.500]  我們知道自己不行
[00:17:52.500 --> 00:17:54.500]  自己也不是完美的
[00:17:54.500 --> 00:17:55.500]  我問這群青少年
[00:17:55.500 --> 00:17:58.500]  有多少個父母是完美的
[00:17:58.500 --> 00:18:00.500]  沒有人敢舉手
[00:18:00.500 --> 00:18:03.500]  舉手之後可能你更害怕
