
[00:00:00.000 --> 00:00:05.120]  你喜歡音樂嗎 有沒有想過做唱片騎師 做DJ
[00:04:46.440 --> 00:04:50.540]  亦都有無窮無盡的問題發生
[00:04:50.540 --> 00:04:54.120]  讓他們在生活當中有無盡的理由
[00:04:54.120 --> 00:04:57.440]  叫他們不能夠在基督裡面得力
[00:04:57.440 --> 00:05:01.800]  很快地他們就會只會想自己、靠自己
[00:05:01.800 --> 00:05:04.620]  犧牲自己的家庭、犧牲自己的健康
[00:05:04.620 --> 00:05:11.280]  來滿足他們一切的我要、我要、我要
[00:05:11.280 --> 00:05:18.200]  所有會員都大聲地稱讚說 這是一個好的辦法
[00:05:18.200 --> 00:05:21.260]  實在太有用了 沒時間去親近神
[00:05:21.260 --> 00:05:26.380]  他們看到我們就不可以離開我們的魔像
[00:05:26.380 --> 00:05:30.220]  的確這個計劃實在太完美
[00:05:30.220 --> 00:05:35.340]  於是撒旦魔鬼他們就忙於在他們自己的崗位上開始行動
[00:05:35.340 --> 00:05:40.720]  讓基督徒越來越忙 生活越來越趕
[00:05:40.720 --> 00:05:43.020]  讓他們來回奔走
[00:05:43.020 --> 00:05:46.860]  沒時間敬拜或者陪伴自己的家人
[00:05:46.860 --> 00:05:53.260]  也都沒時間讀經、祈禱、傳福音
[00:05:53.260 --> 00:05:58.900]  弟兄姊妹 撒旦的計劃成功嗎?
[00:05:58.900 --> 00:06:02.220]  你看一看自己就知道
[00:06:02.220 --> 00:06:07.080]  撒旦是會用盡他的方法使我們跟神的關係疏離
[00:06:07.080 --> 00:06:14.260]  讓我們不能跟神建立一個親密的關係 阻止我們跟神和好
[00:06:14.260 --> 00:06:16.300]  心水清的弟兄姊妹
[00:06:16.300 --> 00:06:20.380]  你應該會留意到上一次我講這一節的時候
[00:06:20.380 --> 00:06:23.980]  不叫我們遇見試探 救我們脫離凶惡
[00:06:23.980 --> 00:06:26.280]  我只是講了一半
[00:06:26.280 --> 00:06:32.180]  我只是講了怎樣求神教我們
[00:06:32.180 --> 00:06:36.260]  不叫我們遇見試探
[00:06:36.260 --> 00:06:41.640]  今天就讓我們一起探討我們怎樣求神
[00:06:41.640 --> 00:06:47.020]  救我們脫離凶惡
[00:06:47.020 --> 00:06:48.800]  Mathieu Henry講過
[00:06:48.800 --> 00:06:52.140]  上一句的禱文
[00:06:52.140 --> 00:06:55.980]  不叫我們遇見試探是消極的
[00:06:55.980 --> 00:07:06.220]  去求主 使我們知道怎樣逃避撒旦的詭計和行為
[00:07:06.220 --> 00:07:08.260]  而這一句的禱文
[00:07:08.260 --> 00:07:10.820]  救我們脫離凶惡
[00:07:10.820 --> 00:07:12.360]  卻是積極性的
[00:07:12.360 --> 00:07:18.260]  去求神救我們脫離撒旦本身
[00:07:18.260 --> 00:07:20.560]  凶惡 evil
[00:07:20.560 --> 00:07:26.440]  在原文是有那惡者 the evil one 的意思
[00:07:26.440 --> 00:07:36.680]  於是我們要先認識清楚撒旦那惡者的真面目
[00:07:36.680 --> 00:07:39.240]  撒旦是試探人的魔鬼
[00:07:39.240 --> 00:07:41.540]  是所有罪惡的元首
[00:07:41.540 --> 00:07:44.620]  是縱善的仇敵
[00:07:44.620 --> 00:07:46.920]  自從他背叛神以來
[00:07:46.920 --> 00:07:49.740]  他時時引誘人加入
[00:07:49.740 --> 00:07:52.800]  跟他同行而成為他的黨羽
[00:07:52.800 --> 00:07:55.620]  一切勒伯奕神
[00:07:55.620 --> 00:08:00.220]  人類的確不是他的對手
[00:08:00.220 --> 00:08:01.760]  我們看過
[00:08:01.760 --> 00:08:04.840]  古往今來 宗外
[00:08:04.840 --> 00:08:09.960]  每一個人都曾經是他的手下敗將
[00:08:09.960 --> 00:08:13.280]  在他手下失敗過 跌倒過
[00:08:13.280 --> 00:08:16.100]  如果神不救我們脫離那惡者的話
[00:08:16.100 --> 00:08:22.240]  沒有一個人可以逃出他的魔掌
[00:08:22.240 --> 00:08:25.320]  當人類的始祖
[00:08:25.320 --> 00:08:30.180]  阿當夏娃被安置在伊甸園的時候
[00:08:30.180 --> 00:08:34.800]  他們是多麼快樂 多麼滿足
[00:08:34.800 --> 00:08:40.680]  那惡者就用那個禁果來引誘
[00:08:40.680 --> 00:08:44.520]  引起他們的貪念 慾望
[00:08:44.520 --> 00:08:48.360]  使他們違背神的命令而被趕出樂園
[00:08:48.360 --> 00:08:53.220]  這個是撒旦的第一次勝利
[00:08:53.220 --> 00:08:56.800]  人類的第一個家庭本來是相安無事
[00:08:56.800 --> 00:09:03.200]  那惡者確實該引申出妒忌弟弟阿伯的心
[00:09:03.200 --> 00:09:08.320]  在一次聖怒之下竟然動手將阿伯殺死
[00:09:08.320 --> 00:09:11.660]  造成人類的第一件命案
[00:09:11.660 --> 00:09:17.800]  跟著下去阿伯拉罕、以撒、阿閣、約瑟、摩西、大衛
[00:09:17.800 --> 00:09:20.880]  全以色列族 甚至主耶穌自己
[00:09:20.880 --> 00:09:27.540]  都時時受到魔鬼的攻擊 試探 以及引誘
[00:09:27.540 --> 00:09:31.120]  我們怎樣對付撒旦呢?
[00:09:31.120 --> 00:09:34.700]  用法律的制裁 道德倫理的觀念
[00:09:34.700 --> 00:09:42.120]  人為的一切教育都不能夠救我們脫離那惡者的手
[00:09:42.120 --> 00:09:45.460]  因為他是這個世界的王 是鬼王
[00:09:45.460 --> 00:09:51.360]  是管轄幽暗世界的王 是空中掌權者的首領
[00:09:51.360 --> 00:09:54.680]  是屬靈氣的惡魔
[00:09:54.680 --> 00:09:59.020]  除了求神救我們脫離他的魔掌之外
[00:09:59.020 --> 00:10:02.860]  我們沒有其他辦法
[00:10:02.860 --> 00:10:06.200]  所以 救我們脫離空惡
[00:10:06.200 --> 00:10:10.540]  這一句討論是多麼重要
[00:10:10.540 --> 00:10:14.640]  要對付撒旦 我們先要認識撒旦是什麼
[00:10:14.640 --> 00:10:17.720]  是誰 是怎樣來的
[00:10:17.720 --> 00:10:21.040]  撒旦這個希伯來文的意思是
[00:10:21.040 --> 00:10:24.100]  對頭 adversary
[00:10:24.100 --> 00:10:27.180]  對頭和敵人不一樣的地方
[00:10:27.180 --> 00:10:32.040]  就是敵人是由外面來的
[00:10:32.040 --> 00:10:37.940]  而對頭是由裏面所產生的
[00:10:37.940 --> 00:10:43.060]  所以撒旦這個名字講出了
[00:10:43.060 --> 00:10:46.400]  他原本是神國之中的一份子
[00:10:46.400 --> 00:10:48.180]  卻是背叛了神
[00:10:48.180 --> 00:10:54.320]  而成為神的對頭來破壞神的計劃
[00:10:54.320 --> 00:10:58.680]  撒旦原先是神在創造天地以前
[00:10:58.680 --> 00:11:01.500]  所創造的一個天使
[00:11:01.500 --> 00:11:06.360]  在約伯記38章4到7節
[00:11:06.360 --> 00:11:08.660]  那裡告訴我們
[00:11:08.660 --> 00:11:12.760]  神立大地根基的時候
[00:11:12.760 --> 00:11:16.100]  神的種子是指種天使
[00:11:16.100 --> 00:11:18.900]  都歡呼
[00:11:18.900 --> 00:11:22.500]  耶和華神對約伯說
[00:11:22.500 --> 00:11:24.800]  我立大地根基的時候
[00:11:24.800 --> 00:11:26.840]  祢在哪裏呢?
[00:11:26.840 --> 00:11:29.140]  祢若有聰明 只管說吧
[00:11:29.140 --> 00:11:31.200]  祢若曉得就說
[00:11:31.200 --> 00:11:34.000]  是誰定地的尺度
[00:11:34.000 --> 00:11:37.600]  是誰把準性拉在其上
[00:11:37.600 --> 00:11:40.400]  地的根基安置在何處
[00:11:40.400 --> 00:11:43.720]  地的角石是誰安放的
[00:11:43.720 --> 00:11:47.560]  那時神星一同過場
[00:11:47.560 --> 00:11:52.180]  神的種子也都歡呼
[00:11:52.180 --> 00:11:54.740]  這個證明神創造天地
[00:11:54.740 --> 00:12:00.880]  神創造天使是在創造大地之先
[00:12:00.880 --> 00:12:04.200]  由以西結書我們看出
[00:12:04.200 --> 00:12:10.100]  撒旦原先不只是種天使之中的一個
[00:12:10.100 --> 00:12:13.680]  地位其實本來是很崇高的
[00:12:13.680 --> 00:12:16.760]  是種天使的元首
[00:12:16.760 --> 00:12:21.620]  以西結書28章11到17節
[00:12:21.620 --> 00:12:24.700]  很清楚地描繪了
[00:12:24.700 --> 00:12:31.340]  撒旦背叛以前在宇宙之中的地位
[00:12:31.340 --> 00:12:33.900]  耶和華的話臨到我
[00:12:33.900 --> 00:12:36.720]  就是以西結說
[00:12:36.720 --> 00:12:38.260]  祢是誰呢?
[00:12:38.260 --> 00:12:40.320]  祢無所不備
[00:12:40.320 --> 00:12:41.840]  智慧充足
[00:12:41.840 --> 00:12:43.640]  傳言美麗
[00:12:43.640 --> 00:12:46.200]  祢曾在伊甸神的園中
[00:12:46.200 --> 00:12:48.240]  佩戴各樣寶石
[00:12:48.240 --> 00:12:50.560]  就是紅寶石、紅碧璽
[00:12:50.560 --> 00:12:53.620]  金剛石、水蒼玉、紅馬祿、碧玉
[00:12:53.620 --> 00:12:57.720]  藍寶石、綠寶石、紅玉和黃金
[00:12:57.720 --> 00:13:01.040]  又有精美的古笛在祢那裏
[00:13:01.040 --> 00:13:05.400]  都是在祢受造之日預備齊全的
[00:13:05.400 --> 00:13:10.260]  祢是那受高遮掩若貴的基祿伯
[00:13:10.260 --> 00:13:14.100]  我將祢安置在神的聖山上
[00:13:14.100 --> 00:13:18.720]  祢在發光如火的寶石中間往來
[00:13:18.720 --> 00:13:22.800]  祢從受造之日所行的都完全
[00:13:22.800 --> 00:13:26.140]  後來在祢中間又擦出不耳
[00:13:26.140 --> 00:13:28.180]  因祢貿易很多
[00:13:28.180 --> 00:13:33.300]  就被強暴的事充滿以致犯罪
[00:13:33.300 --> 00:13:37.400]  所以我因祢涉毒聖地
[00:13:37.400 --> 00:13:40.480]  又從神的山驅逐祢
[00:13:40.480 --> 00:13:43.280]  遮掩若貴的基祿伯
[00:13:43.280 --> 00:13:48.160]  我已將祢從發光如火的寶石中除滅
[00:13:48.160 --> 00:13:50.960]  祢因美麗心中高傲
[00:13:50.960 --> 00:13:53.520]  又因榮光敗壞智慧
[00:13:53.520 --> 00:13:56.080]  我已將祢摔倒在地
[00:13:56.080 --> 00:13:58.640]  使祢倒在君王面前
[00:13:58.640 --> 00:14:04.020]  好叫他們目睹眼見
[00:14:04.020 --> 00:14:05.820]  第十三節說
[00:14:05.820 --> 00:14:08.620]  祢曾在伊甸神的園中
[00:14:08.620 --> 00:14:14.500]  我們讀上下文能夠看得出所指的其實是撒旦
[00:14:14.500 --> 00:14:16.820]  這個伊甸並不是地上
[00:14:16.820 --> 00:14:20.660]  也都不是亞當原先所在的地方
[00:14:20.660 --> 00:14:27.820]  祂是在神的聖山上在天上
[00:14:27.820 --> 00:14:30.900]  又有精美的鼓笛在祢那裏
[00:14:30.900 --> 00:14:36.280]  到時在祢受造之日預備齊全的
[00:14:36.280 --> 00:14:39.340]  在古代的時候
[00:14:39.340 --> 00:14:45.220]  好像鼓笛這樣的樂器都是為君王所用的
[00:14:45.220 --> 00:14:50.100]  這裡就指明撒旦本來是好像君王
[00:14:50.100 --> 00:14:59.580]  就是為何主耶穌稱呼祂是這個世界的王的原因
[00:14:59.580 --> 00:15:02.380]  祂的地位同階級高到一個地步
[00:15:02.380 --> 00:15:05.460]  連天使長米加勒都不及
[00:15:05.460 --> 00:15:07.500]  尤大書九節
[00:15:07.500 --> 00:15:12.380]  天使長米加勒為摩西的廝守與魔鬼爭辯的時候
[00:15:12.380 --> 00:15:21.100]  尚且不敢用毀謗的話責備他,只說主責備你了
[00:15:21.100 --> 00:15:24.920]  而上下書十四章十二節又說
[00:15:24.920 --> 00:15:27.980]  明亮之星,早晨之子
[00:15:27.980 --> 00:15:30.820]  你何竟從天墜落?
[00:15:30.820 --> 00:15:33.380]  你這弓敗裂過壁
[00:15:33.380 --> 00:15:37.220]  何竟被砍倒在地上?
[00:15:37.220 --> 00:15:42.340]  我們看到撒旦原本是明亮之星,早晨之子
[00:15:42.340 --> 00:15:46.440]  正如神星是星裏面作帶頭的
[00:15:46.440 --> 00:15:50.780]  撒旦也都必定是中天使之手
[00:15:50.780 --> 00:15:56.420]  早晨之子這個名稱是表明了祂是很早就有的了
[00:15:56.420 --> 00:16:02.060]  因此在宇宙的最初期撒旦就是中天使之手
[00:16:02.060 --> 00:16:05.640]  好像神星一樣的明亮
[00:16:05.640 --> 00:16:08.180]  但是當祂背叛神的時候
[00:16:08.180 --> 00:16:14.580]  祂的地位和積分就被奪去了
[00:16:14.580 --> 00:16:17.660]  我們再重讀剛剛那段以西結書
[00:16:17.660 --> 00:16:22.780]  撒旦背叛神是因為他心裏面驕傲
[00:16:22.780 --> 00:16:28.400]  二十八章第十七節
[00:16:28.400 --> 00:16:31.740]  他因為美麗心中高傲
[00:16:31.740 --> 00:16:38.140]  又因榮光敗壞自慰
[00:16:38.140 --> 00:16:40.440]  以西結書二十八章十二節
[00:16:40.440 --> 00:16:43.000]  他本來是無所不備
[00:16:43.000 --> 00:16:45.820]  智慧充足傳言美麗
[00:16:45.820 --> 00:16:48.640]  他無所不備
[00:16:48.640 --> 00:16:51.200]  這裡是說他一無所缺
[00:16:51.200 --> 00:16:55.040]  但是他注視在他自己的美麗
[00:16:55.040 --> 00:16:56.320]  因而驕傲
[00:16:56.320 --> 00:17:01.440]  他看到的、欣賞的是自己的榮光
[00:17:01.440 --> 00:17:04.500]  於是就敗壞
[00:17:04.500 --> 00:17:06.300]  弟兄姐妹
[00:17:06.300 --> 00:17:11.160]  如果我們一直注視神所給我們的
[00:17:11.160 --> 00:17:13.220]  而當作是自己的
[00:17:13.220 --> 00:17:15.260]  而忘記了神
[00:17:15.260 --> 00:17:18.080]  這個會令到我們高傲
[00:17:18.080 --> 00:17:20.640]  我們會說什麼都是我爭取回來
[00:17:20.640 --> 00:17:23.200]  我們賺回來
[00:17:23.200 --> 00:17:25.760]  我值得的
[00:17:25.760 --> 00:17:29.600]  驕傲就是撒旦背叛的原因
[00:17:29.600 --> 00:17:36.500]  也可能是我們背叛神的原因
[00:17:36.500 --> 00:17:38.300]  撒旦背叛的目的
[00:17:38.300 --> 00:17:40.100]  是要高舉他自己
[00:17:40.100 --> 00:17:42.400]  同神同等
[00:17:42.400 --> 00:17:46.760]  在御長下書十四章十三到十四節
[00:17:46.760 --> 00:17:48.280]  我們讀到
[00:17:48.280 --> 00:17:53.400]  撒旦在背叛的時候說了五次「我要」
[00:17:53.400 --> 00:17:55.720]  我要升到天上
[00:17:55.720 --> 00:17:58.020]  我要高舉我的寶座
[00:17:58.020 --> 00:18:00.320]  在神眾星以上
[00:18:00.320 --> 00:18:03.640]  我要坐在聚會的山上
[00:18:03.640 --> 00:18:05.200]  在北方的極處
[00:18:05.200 --> 00:18:07.500]  我要升到高雲之上
[00:18:07.500 --> 00:18:12.100]  我要與至上者同等
[00:18:12.100 --> 00:18:13.640]  我要升到天上
[00:18:13.640 --> 00:18:16.460]  就是講出了撒旦要的是地位
[00:18:16.460 --> 00:18:18.000]  我要高舉我的寶座
[00:18:18.000 --> 00:18:21.320]  講出了撒旦要的是權能
[00:18:21.320 --> 00:18:23.100]  我要坐在聚會的山上
[00:18:23.100 --> 00:18:26.960]  講出了撒旦所要的是名分
[00:18:26.960 --> 00:18:28.760]  我要升到高雲之上
[00:18:28.760 --> 00:18:33.100]  講出了撒旦要的是慾望
[00:18:33.100 --> 00:18:35.160]  我要與至上者同等
[00:18:35.160 --> 00:18:39.240]  講出了撒旦的野心
[00:18:39.240 --> 00:18:42.320]  這些就是他背叛神的目的
[00:18:42.320 --> 00:18:50.260]  地位、權能、名分、慾望、野心
[00:18:50.260 --> 00:18:56.660]  地位、權能、名分、慾望、野心
[00:18:56.660 --> 00:18:58.460]  大英姊妹
[00:18:58.460 --> 00:19:03.060]  誰是你的死門呢?
[00:19:03.060 --> 00:19:07.160]  為了達到他與神同等
[00:19:07.160 --> 00:19:08.440]  背叛神的目的
[00:19:08.440 --> 00:19:10.740]  撒旦千方百計
[00:19:10.740 --> 00:19:12.780]  招攬人才
[00:19:12.780 --> 00:19:15.100]  時刻向著他的獵物
[00:19:15.100 --> 00:19:17.140]  就是我們招手
[00:19:17.140 --> 00:19:19.180]  誰是他的獵物?
[00:19:19.180 --> 00:19:21.740]  是你和我
[00:19:21.740 --> 00:19:24.300]  我們每一個
[00:19:24.300 --> 00:19:27.620]  他以不同的形象出現目的
[00:19:27.620 --> 00:19:32.740]  是使得我們被撒過措手不及
[00:19:32.740 --> 00:19:37.620]  主耶穌在登山寶訓教導我們八福
[00:19:37.620 --> 00:19:39.400]  我在一個電郵裏面
[00:19:39.400 --> 00:19:42.980]  收到有一個叫做魔鬼八福
[00:19:42.980 --> 00:19:45.800]  跟大家一起共勉
[00:19:45.800 --> 00:19:47.860]  彼此都是提醒
[00:19:47.860 --> 00:19:51.700]  也細心的反思
[00:19:51.700 --> 00:19:54.780]  魔鬼八福是
[00:19:54.780 --> 00:19:57.580]  沒有時間聚會的人有福了
[00:19:57.580 --> 00:20:01.180]  他們是我的部下
[00:20:01.180 --> 00:20:04.240]  期待別人稱讚的人有福了
[00:20:04.240 --> 00:20:06.540]  我用得著他們
[00:20:06.540 --> 00:20:08.600]  臭脾氣的人有福了
[00:20:08.600 --> 00:20:12.940]  他們凍結不回教會是我的宣教士
[00:20:12.940 --> 00:20:15.260]  愛生事端的人有福了
[00:20:15.260 --> 00:20:18.840]  他們得稱為我的兒女
[00:20:18.840 --> 00:20:21.140]  沒有時間禱告的人有福了
[00:20:21.140 --> 00:20:23.440]  他們是我的獵物
[00:20:23.440 --> 00:20:25.500]  愛講閒話的人有福了
[00:20:25.500 --> 00:20:28.060]  他們是我的偵探
[00:20:28.060 --> 00:20:30.360]  愛挑剔教會的人有福了
[00:20:30.360 --> 00:20:31.900]  他們必定承制
[00:20:31.900 --> 00:20:35.220]  我在地獄裏面的產業
[00:20:35.220 --> 00:20:37.020]  愛埋怨的人有福了
[00:20:37.020 --> 00:20:39.580]  我必須聽他們
[00:20:39.580 --> 00:20:43.920]  更精彩的是
[00:20:43.920 --> 00:20:45.340]  如果你聽了這些話
[00:20:45.340 --> 00:20:47.500]  總是覺得我只是在說其他人
[00:20:47.500 --> 00:20:49.560]  而跟你無關的話
[00:20:49.560 --> 00:20:51.360]  你就有福了
[00:20:51.360 --> 00:20:54.940]  因為你已經是我的人了
[00:20:54.940 --> 00:20:56.980]  魔鬼敢說
[00:20:56.980 --> 00:21:01.080]  你是不是已經是他的人呢
[00:21:01.080 --> 00:21:05.180]  你是不是已經是他的人呢
[00:21:05.180 --> 00:21:08.240]  光臨多後書十一章十四節
[00:21:08.240 --> 00:21:10.040]  這也不足為怪
[00:21:10.040 --> 00:21:12.080]  因為連撒旦也裝作
[00:21:12.080 --> 00:21:13.620]  光明的天使
[00:21:13.620 --> 00:21:15.680]  我們很容易被迷惑
[00:21:15.680 --> 00:21:17.460]  披著羊皮
[00:21:17.460 --> 00:21:20.020]  原來是殘暴的狼
[00:21:20.020 --> 00:21:22.320]  甚至有一些表現得好一點
[00:21:22.320 --> 00:21:23.860]  好像很屬靈那樣
[00:21:23.860 --> 00:21:27.440]  我們都要很小心去警醒
[00:21:27.440 --> 00:21:32.820]  因為在約翰福音八章四十四節記載
[00:21:32.820 --> 00:21:35.900]  魔鬼是說謊
[00:21:35.900 --> 00:21:38.960]  也是說謊之人的父
[00:21:38.960 --> 00:21:40.500]  他不守真理
[00:21:40.500 --> 00:21:42.300]  他歪曲真理
[00:21:42.300 --> 00:21:46.900]  他甚至埋沒真理
[00:21:46.900 --> 00:21:49.980]  有一套電影距離現在差不多
[00:21:49.980 --> 00:21:51.760]  應該是25年了
[00:21:51.760 --> 00:21:55.860]  叫做魔鬼代言人 Devil's Advocate
[00:21:55.860 --> 00:22:00.460]  這部電影講及一個律師面對著邪惡勢力的故事
[00:22:00.460 --> 00:22:02.260]  有非常強烈的
[00:22:02.260 --> 00:22:03.800]  基督教背景
[00:22:03.800 --> 00:22:06.860]  電影一開始就引用啟示錄
[00:22:06.860 --> 00:22:08.920]  十八章二節
[00:22:08.920 --> 00:22:13.520]  巴比倫大成傾倒了傾倒了
[00:22:13.520 --> 00:22:16.080]  接著這個世界變成什麼呢
[00:22:16.080 --> 00:22:18.140]  成了鬼魔的住處
[00:22:18.140 --> 00:22:20.940]  和各樣污穢之靈的巢穴
[00:22:20.940 --> 00:22:27.860]  並各樣污穢可憎之著了的巢穴
[00:22:27.860 --> 00:22:30.420]  魔鬼和主角奇恩諾韋斯
[00:22:30.420 --> 00:22:33.240]  在最後的對話當中
[00:22:33.240 --> 00:22:38.860]  講自由意志是很麻煩的
[00:22:38.860 --> 00:22:41.940]  這個正正就是基督徒生命的中心思想
[00:22:41.940 --> 00:22:45.020]  就是神尊重人的自由意志
[00:22:45.020 --> 00:22:47.840]  而魔鬼去扭曲了
[00:22:47.840 --> 00:22:51.160]  他在這個地方卻曲解為自由意志的含義
[00:22:51.160 --> 00:22:55.260]  是讓人去跌入了陷阱
[00:22:55.260 --> 00:22:57.560]  扮演魔鬼的Al Pacino說
[00:22:57.560 --> 00:23:03.200]  當神最初創造那份的美好
[00:23:03.200 --> 00:23:08.060]  他創造了這麼吸引人的果子
[00:23:08.060 --> 00:23:09.860]  讓人可以看
[00:23:09.860 --> 00:23:12.920]  但是卻不能夠摸 不能夠試
[00:23:12.920 --> 00:23:17.520]  這個叫做沒有自由
[00:23:17.520 --> 00:23:21.120]  魔鬼是說謊之人的父
[00:23:21.120 --> 00:23:24.440]  他告訴人自由是什麼呢
[00:23:24.440 --> 00:23:26.480]  就是你什麼事都可以做
[00:23:26.480 --> 00:23:30.580]  儘管照著自己所愛的去做就可以了
[00:23:30.580 --> 00:23:34.420]  但是神期望人擁有的自由卻是
[00:23:34.420 --> 00:23:38.520]  我什麼事都有最大的自由可以做
[00:23:38.520 --> 00:23:40.820]  但是我也有一種自由
[00:23:40.820 --> 00:23:46.460]  就是我有自由可以選擇不去做某一些的事
