
[00:00:00.000 --> 00:00:07.000]  今日同大家講嘅經文就係《啟示錄》嘅第十二章七到第十七節
[00:01:37.000 --> 00:01:39.000]  天上面冇佢嘅地方
[00:01:39.000 --> 00:01:41.000]  如果我哋睇英文聖經呢
[00:01:41.000 --> 00:01:44.000]  就係And they were not strong enough
[00:01:44.000 --> 00:01:48.000]  And there was no longer a place found for them in heaven
[00:01:48.000 --> 00:01:53.000]  即係話呢啲龍同埋佢嘅使者
[00:01:53.000 --> 00:01:55.000]  佢嘅能力唔夠大
[00:01:55.000 --> 00:02:00.000]  所以天上面再唔會有佢哋嘅地方
[00:02:00.000 --> 00:02:03.000]  經文亦都可以咁樣譯
[00:02:03.000 --> 00:02:04.000]  睇返希臘文嘅原文就係
[00:02:04.000 --> 00:02:06.000]  他門沒有力量
[00:02:06.000 --> 00:02:10.000]  天上再沒有他門再留嘅地方
[00:02:10.000 --> 00:02:14.000]  即係話龍同埋佢嘅使者唔能夠再喺天上
[00:02:14.000 --> 00:02:16.000]  咁結果係點呀
[00:02:16.000 --> 00:02:18.000]  第十二章第九節就話
[00:02:18.000 --> 00:02:24.000]  大龍就是那古蛇名叫魔鬼又叫撒旦
[00:02:24.000 --> 00:02:26.000]  是迷惑普天下的
[00:02:26.000 --> 00:02:29.000]  他被摔在地上
[00:02:29.000 --> 00:02:33.000]  他的使者也一同被摔下去
[00:02:33.000 --> 00:02:36.000]  呢度要請大家好注意
[00:02:36.000 --> 00:02:38.000]  我都讀埋個英文
[00:02:38.000 --> 00:02:43.000]  And the great dragon was thrown down, the serpent of old,
[00:02:43.000 --> 00:02:46.000]  who is called the devil and satan,
[00:02:46.000 --> 00:02:48.000]  who deceives the whole world.
[00:02:48.000 --> 00:02:50.000]  He was thrown down to the earth,
[00:02:50.000 --> 00:02:53.000]  and his angels were thrown down with him.
[00:02:53.000 --> 00:02:55.000]  咁我就參考個希臘文呢
[00:02:55.000 --> 00:02:57.000]  喺下面嗰度就咁樣譯啦
[00:02:57.000 --> 00:03:00.000]  大龍就被摔下
[00:03:00.000 --> 00:03:05.000]  古蛇名叫魔鬼又叫撒旦
[00:03:05.000 --> 00:03:08.000]  迷惑普天下被摔在地上
[00:03:08.000 --> 00:03:11.000]  佢嘅使者亦都一同被摔下去
[00:03:11.000 --> 00:03:14.000]  頭先就話佢哋喺天上冇地方
[00:03:14.000 --> 00:03:18.000]  而家係再話佢哋被摔落地上面
[00:03:18.000 --> 00:03:23.000]  喺第十二章第九節用咗四個名去描述
[00:03:23.000 --> 00:03:25.000]  我哋叫神嘅敵對者
[00:03:25.000 --> 00:03:29.000]  大龍、古蛇、魔鬼、撒旦
[00:03:29.000 --> 00:03:35.000]  古蛇就係講緊創世紀第三章引有始祖嘅嗰位
[00:03:35.000 --> 00:03:37.000]  撒旦係咩呀?
[00:03:37.000 --> 00:03:42.000]  係控訴者,約伯記裏面嘅撒旦就係控訴者
[00:03:42.000 --> 00:03:45.000]  魔鬼係引有天使墮落嗰位
[00:03:45.000 --> 00:03:48.000]  大龍係同基督作對嗰位
[00:03:48.000 --> 00:03:52.000]  喺第十二章第九節將四者等同起來
[00:03:52.000 --> 00:03:56.000]  關於敵對神嗰位,新約聖經嘅作者
[00:03:56.000 --> 00:04:01.000]  點樣將創世紀嘅古蛇、約伯記嘅撒旦
[00:04:01.000 --> 00:04:06.000]  引伸到新約聖經才出現嘅魔鬼同埋大龍呢個觀念
[00:04:06.000 --> 00:04:08.000]  係一個好大嘅題目
[00:04:08.000 --> 00:04:11.000]  當然今次講到唔會處理
[00:04:11.000 --> 00:04:14.000]  咁但係如果你再追尋落去呢
[00:04:14.000 --> 00:04:20.000]  你要需要喺聖經嘅研究上面再下功夫
[00:04:20.000 --> 00:04:22.000]  喺今次講到裏面呢
[00:04:22.000 --> 00:04:23.000]  我好想指出嘅就係
[00:04:23.000 --> 00:04:27.000]  好多基督徒講屬靈增賤呢個觀念
[00:04:27.000 --> 00:04:29.000]  主要就係喺我哋生活上面呢
[00:04:29.000 --> 00:04:31.000]  係有呢種感受
[00:04:31.000 --> 00:04:35.000]  好覺得係有種邪惡嘅力量攻擊緊我哋
[00:04:35.000 --> 00:04:39.000]  基督徒有屬靈增賤嘅經驗係好正常嘅
[00:04:39.000 --> 00:04:42.000]  我哋常常有呢個經歷
[00:04:42.000 --> 00:04:45.000]  不過呢當我哋認為呢
[00:04:45.000 --> 00:04:48.000]  喺地上出現屬靈增賤嘅時候呢
[00:04:48.000 --> 00:04:52.000]  同樣喺天上面都有屬靈增賤呢個講法呢
[00:04:52.000 --> 00:04:54.000]  就好值得商榷
[00:04:54.000 --> 00:04:58.000]  因為你頭先睇啟示錄十二章第七節一路落嚟呢
[00:04:58.000 --> 00:05:02.000]  古龍、大龍佢係冇喺天上嘅位置
[00:05:02.000 --> 00:05:05.000]  咁如果我哋有個屬靈增賤嘅經驗
[00:05:05.000 --> 00:05:07.000]  然後我哋就話
[00:05:07.000 --> 00:05:09.000]  天上都打緊仗咁
[00:05:09.000 --> 00:05:13.000]  咁呢個呢就應該冇乜聖經嘅根據
[00:05:13.000 --> 00:05:16.000]  既然魔鬼喺天上面冇地方
[00:05:16.000 --> 00:05:18.000]  何來有屬靈增賤喺天上呢
[00:05:18.000 --> 00:05:19.000]  梗係唔會啦
[00:05:19.000 --> 00:05:22.000]  好啦我哋再睇
[00:05:22.000 --> 00:05:26.000]  睇示錄嘅十二章第十節
[00:05:26.000 --> 00:05:29.000]  我聽見在天上有聲音說
[00:05:29.000 --> 00:05:32.000]  我神的救恩、能力、國度
[00:05:32.000 --> 00:05:34.000]  並他基督的權柄
[00:05:34.000 --> 00:05:37.000]  現在都來到了
[00:05:37.000 --> 00:05:39.000]  因為那在我們神面前晝夜空高
[00:05:39.000 --> 00:05:43.000]  我們弟兄的已經被摔下去了
[00:05:43.000 --> 00:05:45.000]  英文嗰度我唔讀啦
[00:05:45.000 --> 00:05:46.000]  經文可以咁樣譯
[00:05:46.000 --> 00:05:50.000]  佢話我聽見喺天上有大聲音說
[00:05:50.000 --> 00:05:53.000]  我神的救恩、能力、國度
[00:05:53.000 --> 00:05:55.000]  並他基督的權柄
[00:05:55.000 --> 00:05:57.000]  現在都來到了
[00:05:57.000 --> 00:06:01.000]  因為那在我們弟兄的控訴者
[00:06:01.000 --> 00:06:03.000]  已經被摔下去了
[00:06:03.000 --> 00:06:05.000]  就是在我們神面前
[00:06:05.000 --> 00:06:07.000]  晝夜空高他們
[00:06:07.000 --> 00:06:10.000]  好明顯經文一路係重複
[00:06:10.000 --> 00:06:12.000]  呢個控訴者
[00:06:12.000 --> 00:06:15.000]  由從天上面被摔下去
[00:06:15.000 --> 00:06:17.000]  而家淨係講起天摔下去
[00:06:17.000 --> 00:06:19.000]  就未講到地
[00:06:19.000 --> 00:06:21.000]  我哋一路睇落去
[00:06:21.000 --> 00:06:23.000]  睇示錄第十二章第八節
[00:06:23.000 --> 00:06:24.000]  佢就話
[00:06:24.000 --> 00:06:28.000]  天上魔鬼已經再無地方
[00:06:28.000 --> 00:06:31.000]  十二章第九節就話
[00:06:31.000 --> 00:06:33.000]  魔鬼同佢嘅使者
[00:06:33.000 --> 00:06:36.000]  被摔到地上
[00:06:36.000 --> 00:06:39.000]  睇示錄第十二章第十節就話
[00:06:39.000 --> 00:06:42.000]  神的救恩、能力、國度
[00:06:42.000 --> 00:06:44.000]  同基督的權柄
[00:06:44.000 --> 00:06:46.000]  現在都來了
[00:06:46.000 --> 00:06:48.000]  所以你再睇清楚嘅時候
[00:06:48.000 --> 00:06:52.000]  我哋喺地上經驗屬靈爭戰係好正常
[00:06:52.000 --> 00:06:56.000]  但係真係唔表示天上都有屬靈爭戰
[00:06:56.000 --> 00:06:58.000]  如果有嘅話
[00:06:58.000 --> 00:07:00.000]  撒旦已經輸咗
[00:07:00.000 --> 00:07:03.000]  喺天上米加勒傳說中嘅天使長
[00:07:03.000 --> 00:07:07.000]  已經將魔鬼從天上摔到落去地上面
[00:07:07.000 --> 00:07:10.000]  睇示錄第十二章十一節
[00:07:10.000 --> 00:07:11.000]  開頭好重要
[00:07:11.000 --> 00:07:13.000]  弟兄勝過他
[00:07:13.000 --> 00:07:15.000]  弟兄可以勝過魔鬼
[00:07:15.000 --> 00:07:17.000]  勝過撒旦
[00:07:17.000 --> 00:07:19.000]  勝過大龍古蛇
[00:07:19.000 --> 00:07:21.000]  係因乜嘢呀
[00:07:21.000 --> 00:07:23.000]  係因為羔羊嘅血
[00:07:23.000 --> 00:07:25.000]  同自己所見證嘅道
[00:07:25.000 --> 00:07:27.000]  佢哋雖至於死
[00:07:27.000 --> 00:07:29.000]  也不愛惜性命
[00:07:29.000 --> 00:07:30.000]  咁我唔讀英文
[00:07:30.000 --> 00:07:33.000]  我就係跟返希臘文嘅結構係咁樣譯
[00:07:33.000 --> 00:07:35.000]  佢哋勝過他
[00:07:35.000 --> 00:07:37.000]  即係勝過魔鬼
[00:07:37.000 --> 00:07:39.000]  係因羔羊嘅血
[00:07:39.000 --> 00:07:41.000]  和佢哋道嘅見證
[00:07:41.000 --> 00:07:43.000]  及佢哋不愛惜
[00:07:43.000 --> 00:07:45.000]  佢哋嘅性命
[00:07:45.000 --> 00:07:46.000]  以至於死
[00:07:46.000 --> 00:07:48.000]  咁即係咩意思呀
[00:07:48.000 --> 00:07:51.000]  睇示錄第十二章第十一節好清楚嘅話呢
[00:07:51.000 --> 00:07:54.000]  弟兄姐妹可以勝過魔鬼
[00:07:54.000 --> 00:07:58.000]  只要佢有唔愛惜自己性命
[00:07:58.000 --> 00:08:00.000]  以至於死嘅心智
[00:08:00.000 --> 00:08:02.000]  同埋深信羔羊嘅血
[00:08:02.000 --> 00:08:04.000]  嗰個能力
[00:08:04.000 --> 00:08:06.000]  同埋弟兄姐妹
[00:08:06.000 --> 00:08:08.000]  道嘅見證
[00:08:08.000 --> 00:08:10.000]  請大家留意見證呢個原文呢
[00:08:10.000 --> 00:08:12.000]  Matrius
[00:08:12.000 --> 00:08:14.000]  英文就Matria
[00:08:14.000 --> 00:08:16.000]  意思係烈士同埋殉道
[00:08:16.000 --> 00:08:18.000]  正唔係淨係
[00:08:18.000 --> 00:08:20.000]  講下我嘅成功
[00:08:20.000 --> 00:08:22.000]  而係講緊你要有一種
[00:08:22.000 --> 00:08:24.000]  犧牲嘅精神
[00:08:24.000 --> 00:08:26.000]  我哋喺學習見證神嘅
[00:08:26.000 --> 00:08:28.000]  功課上面呢
[00:08:28.000 --> 00:08:30.000]  係有好多進步嘅空間
[00:08:30.000 --> 00:08:32.000]  然後啟示錄第十二章
[00:08:32.000 --> 00:08:34.000]  十二節佢就話啦
[00:08:34.000 --> 00:08:36.000]  所以諸天和住在其中的
[00:08:36.000 --> 00:08:38.000]  你們都快樂吧
[00:08:38.000 --> 00:08:40.000]  因為天上冇嘢
[00:08:40.000 --> 00:08:42.000]  搞搞震啦
[00:08:42.000 --> 00:08:44.000]  只是地與海有和了
[00:08:44.000 --> 00:08:46.000]  因為魔鬼知道
[00:08:46.000 --> 00:08:48.000]  自己嘅時候不多
[00:08:48.000 --> 00:08:50.000]  就氣憤憤的
[00:08:50.000 --> 00:08:52.000]  下到你哋那裏去
[00:08:52.000 --> 00:08:54.000]  經文可以咁樣譯嘅
[00:08:54.000 --> 00:08:56.000]  所以諸天和住在其中的
[00:08:56.000 --> 00:08:58.000]  你們都快樂吧
[00:08:58.000 --> 00:09:00.000]  只是地與海有和了
[00:09:00.000 --> 00:09:02.000]  因為魔鬼氣憤憤的
[00:09:02.000 --> 00:09:04.000]  下到你哋那裏去
[00:09:04.000 --> 00:09:06.000]  知道自己嘅時候不多
[00:09:06.000 --> 00:09:08.000]  啟示錄十二章第十二節
[00:09:08.000 --> 00:09:10.000]  佢講話地同海有和啦
[00:09:10.000 --> 00:09:12.000]  屬靈爭戰
[00:09:12.000 --> 00:09:14.000]  確實係地同海發生
[00:09:14.000 --> 00:09:16.000]  魔鬼嘅怒氣
[00:09:16.000 --> 00:09:18.000]  發作嚟攻擊我哋
[00:09:18.000 --> 00:09:20.000]  呢個可唔可怕
[00:09:20.000 --> 00:09:22.000]  好可怕
[00:09:22.000 --> 00:09:24.000]  不過我哋要注意經文嘅下半句
[00:09:24.000 --> 00:09:26.000]  魔鬼知道自己嘅
[00:09:26.000 --> 00:09:28.000]  時候不多
[00:09:28.000 --> 00:09:30.000]  為乜嘢魔鬼嘅時候唔多呢
[00:09:30.000 --> 00:09:32.000]  就因為米加勒
[00:09:32.000 --> 00:09:34.000]  傳說中嘅天使長
[00:09:34.000 --> 00:09:36.000]  將魔鬼從天上摔到地上
[00:09:36.000 --> 00:09:38.000]  更加重要嘅係
[00:09:38.000 --> 00:09:40.000]  耶穌基督高揚嘅補血
[00:09:40.000 --> 00:09:42.000]  戰勝咗魔鬼
[00:09:42.000 --> 00:09:44.000]  魔鬼注定失敗
[00:09:44.000 --> 00:09:46.000]  但係發動
[00:09:46.000 --> 00:09:48.000]  最猛烈嘅攻擊
[00:09:48.000 --> 00:09:50.000]  佢已經知道自己失敗
[00:09:50.000 --> 00:09:52.000]  時日無多
[00:09:52.000 --> 00:09:54.000]  但佢要發動更猛烈嘅攻擊
[00:09:54.000 --> 00:09:56.000]  所以啟示錄第十二章
[00:09:56.000 --> 00:09:58.000]  十三節就話
[00:09:58.000 --> 00:10:00.000]  龍見自己被摔在地上
[00:10:00.000 --> 00:10:02.000]  就的得那
[00:10:02.000 --> 00:10:04.000]  生男孩子的婦人
[00:10:04.000 --> 00:10:06.000]  啟示錄嘅作者係用緊啲
[00:10:06.000 --> 00:10:08.000]  象徵嘅語言呢
[00:10:08.000 --> 00:10:10.000]  表達贖命嘅教訓
[00:10:10.000 --> 00:10:12.000]  婦人呢喺呢度同啟示錄
[00:10:12.000 --> 00:10:14.000]  第十七章嘅大淫婦呢
[00:10:14.000 --> 00:10:16.000]  就形成一個對比
[00:10:16.000 --> 00:10:18.000]  啟示錄十二章
[00:10:18.000 --> 00:10:20.000]  十三節嘅婦人係講乜嘢呀
[00:10:20.000 --> 00:10:22.000]  係代表神嘅選民
[00:10:22.000 --> 00:10:24.000]  當神嘅選民
[00:10:24.000 --> 00:10:26.000]  即係包括咗教會
[00:10:26.000 --> 00:10:28.000]  佢哋被攻擊嘅時候
[00:10:28.000 --> 00:10:30.000]  咁有啲咩事情
[00:10:30.000 --> 00:10:32.000]  會發生呀
[00:10:32.000 --> 00:10:34.000]  啟示錄第十二章第十四節
[00:10:34.000 --> 00:10:36.000]  佢就話啦
[00:10:36.000 --> 00:10:38.000]  於是有大英嘅
[00:10:38.000 --> 00:10:40.000]  兩個翅膀
[00:10:40.000 --> 00:10:42.000]  似給婦人
[00:10:42.000 --> 00:10:44.000]  叫他能飛到曠野
[00:10:44.000 --> 00:10:46.000]  到自己嘅地方
[00:10:46.000 --> 00:10:48.000]  躲避那蛇
[00:10:48.000 --> 00:10:50.000]  他在那裡
[00:10:50.000 --> 00:10:52.000]  被養活一載
[00:10:52.000 --> 00:10:54.000]  二載半載
[00:10:54.000 --> 00:10:56.000]  經文係可以咁樣
[00:10:56.000 --> 00:10:58.000]  去翻譯嘅
[00:10:58.000 --> 00:11:00.000]  於是有大英嘅兩個翅膀
[00:11:00.000 --> 00:11:02.000]  似給婦人
[00:11:02.000 --> 00:11:04.000]  所以他能飛到曠野
[00:11:04.000 --> 00:11:06.000]  到自己嘅地方
[00:11:06.000 --> 00:11:08.000]  他在那裡被養活
[00:11:08.000 --> 00:11:10.000]  一年
[00:11:10.000 --> 00:11:12.000]  兩年半年
[00:11:12.000 --> 00:11:14.000]  避開那蛇
[00:11:14.000 --> 00:11:16.000]  當魔鬼攻擊神子民嘅時候
[00:11:16.000 --> 00:11:18.000]  神就保守
[00:11:18.000 --> 00:11:20.000]  佢嘅子民離開魔鬼
[00:11:20.000 --> 00:11:22.000]  喺安全嘅地方
[00:11:22.000 --> 00:11:24.000]  被牧養三年半
[00:11:24.000 --> 00:11:26.000]  咁三年半
[00:11:26.000 --> 00:11:28.000]  係乜嘢概念呀
[00:11:28.000 --> 00:11:30.000]  啟示錄係好多處經文
[00:11:30.000 --> 00:11:32.000]  出現三年半嘅概念嘅
[00:11:32.000 --> 00:11:34.000]  譬如啟示錄十一章第二節
[00:11:34.000 --> 00:11:36.000]  佢話
[00:11:36.000 --> 00:11:38.000]  只是殿外的丸子
[00:11:38.000 --> 00:11:40.000]  要留下不用糧
[00:11:40.000 --> 00:11:42.000]  因為
[00:11:42.000 --> 00:11:44.000]  這是給了外邦人的
[00:11:44.000 --> 00:11:46.000]  他們要踐踏聖城
[00:11:46.000 --> 00:11:48.000]  四十二個月
[00:11:48.000 --> 00:11:50.000]  四十二個月就係三年半
[00:11:50.000 --> 00:11:52.000]  啟示錄第十一章嘅第三節
[00:11:52.000 --> 00:11:54.000]  佢話
[00:11:54.000 --> 00:11:56.000]  我要使我那兩個見證人
[00:11:56.000 --> 00:11:58.000]  穿著毛衣
[00:11:58.000 --> 00:12:00.000]  傳到一千二百六十天
[00:12:00.000 --> 00:12:02.000]  一千二百六十天
[00:12:02.000 --> 00:12:04.000]  一千二百六十天
[00:12:04.000 --> 00:12:06.000]  就係三年半
[00:12:06.000 --> 00:12:08.000]  啟示錄第十二章第六節
[00:12:08.000 --> 00:12:10.000]  婦人就逃到曠野
[00:12:10.000 --> 00:12:12.000]  在那裡有神
[00:12:12.000 --> 00:12:14.000]  給她預備的地方
[00:12:14.000 --> 00:12:16.000]  使她被養活
[00:12:16.000 --> 00:12:18.000]  一千二百六十天
[00:12:18.000 --> 00:12:20.000]  而一千二百六十天
[00:12:20.000 --> 00:12:22.000]  又係三年半
[00:12:22.000 --> 00:12:24.000]  啟示錄第十三章第五節
[00:12:24.000 --> 00:12:26.000]  佢又咁講
[00:12:26.000 --> 00:12:28.000]  由此給她說
[00:12:28.000 --> 00:12:30.000]  誇大褻瀆的話
[00:12:30.000 --> 00:12:32.000]  的口
[00:12:32.000 --> 00:12:34.000]  又有權並賜給她
[00:12:34.000 --> 00:12:36.000]  可以任意而行
[00:12:36.000 --> 00:12:38.000]  四十二個月
[00:12:38.000 --> 00:12:40.000]  四十二個月就是三年半
[00:12:40.000 --> 00:12:42.000]  上述關於三年半的經文
[00:12:42.000 --> 00:12:44.000]  有一部分
[00:12:44.000 --> 00:12:46.000]  是魔鬼作惡三年半
[00:12:46.000 --> 00:12:48.000]  另一部分
[00:12:48.000 --> 00:12:50.000]  就是神的指紋
[00:12:50.000 --> 00:12:52.000]  被保護三年半
[00:12:52.000 --> 00:12:54.000]  有聖經學者認為
[00:12:54.000 --> 00:12:56.000]  錄印在第七十個七的前三年半
[00:12:56.000 --> 00:12:58.000]  七印
[00:12:58.000 --> 00:13:00.000]  就在後三年半有大災難
[00:13:00.000 --> 00:13:02.000]  這次講到
[00:13:02.000 --> 00:13:04.000]  我就不會處理
[00:13:04.000 --> 00:13:06.000]  七印的課題
[00:13:06.000 --> 00:13:08.000]  而是集中去解釋
[00:13:08.000 --> 00:13:10.000]  啟示錄第十二章七到十七節
[00:13:10.000 --> 00:13:12.000]  一段經文
[00:13:12.000 --> 00:13:14.000]  他怎樣按部就班的層層深入
[00:13:14.000 --> 00:13:16.000]  現在我們下去
[00:13:16.000 --> 00:13:18.000]  啟示錄第十二章第十五節
[00:13:18.000 --> 00:13:20.000]  那個蛇
[00:13:20.000 --> 00:13:22.000]  就在婦人的身後
[00:13:22.000 --> 00:13:24.000]  從口中吐出
[00:13:24.000 --> 00:13:26.000]  水
[00:13:26.000 --> 00:13:28.000]  從口中吐出水來
[00:13:28.000 --> 00:13:30.000]  將河一樣
[00:13:30.000 --> 00:13:32.000]  要將婦人沖去
[00:13:32.000 --> 00:13:34.000]  魔鬼攻擊神的指紋
[00:13:34.000 --> 00:13:36.000]  情況非常危急
[00:13:36.000 --> 00:13:38.000]  啟示錄第十二章
[00:13:38.000 --> 00:13:40.000]  第十六節就說
[00:13:40.000 --> 00:13:42.000]  地卻幫助婦人
[00:13:42.000 --> 00:13:44.000]  開口吞了
[00:13:44.000 --> 00:13:46.000]  從龍口吐出來的水
[00:13:46.000 --> 00:13:48.000]  原文是河
[00:13:48.000 --> 00:13:50.000]  英文那裡我也不讀了
[00:13:50.000 --> 00:13:52.000]  經文可以這樣譯
[00:13:52.000 --> 00:13:54.000]  地卻幫助婦人
[00:13:54.000 --> 00:13:56.000]  開了地
[00:13:56.000 --> 00:13:58.000]  即她的口
[00:13:58.000 --> 00:14:00.000]  吞了她那條龍口
[00:14:00.000 --> 00:14:02.000]  吐出來的河
[00:14:02.000 --> 00:14:04.000]  神是管理天和地的神
[00:14:04.000 --> 00:14:06.000]  神使到
[00:14:06.000 --> 00:14:08.000]  地開了口
[00:14:08.000 --> 00:14:10.000]  去吞從
[00:14:10.000 --> 00:14:12.000]  龍的口吐出來
[00:14:12.000 --> 00:14:14.000]  那些河和水
[00:14:14.000 --> 00:14:16.000]  來化解了魔鬼對神指紋的攻擊
[00:14:16.000 --> 00:14:20.000]  啟示錄第十二章第十七節就說
[00:14:20.000 --> 00:14:22.000]  龍向婦人發怒
[00:14:22.000 --> 00:14:26.000]  去和其餘兒女爭戰
[00:14:26.000 --> 00:14:30.000]  這些兒女是守神誡命
[00:14:30.000 --> 00:14:32.000]  為耶穌作見證
[00:14:32.000 --> 00:14:34.000]  那時龍就站在海邊沙上
[00:14:34.000 --> 00:14:38.000]  魔鬼沒法子攻擊神的指紋
[00:14:38.000 --> 00:14:40.000]  他就很生氣
[00:14:40.000 --> 00:14:42.000]  準備攻擊神指紋的兒女
[00:14:42.000 --> 00:14:46.000]  那些是守神誡命
[00:14:46.000 --> 00:14:48.000]  為耶穌作見證
[00:14:48.000 --> 00:14:50.000]  我們可以將神的兒女
[00:14:50.000 --> 00:14:52.000]  解釋為教會
[00:14:52.000 --> 00:14:54.000]  神指紋的兒女就是教會裡的成員
[00:14:54.000 --> 00:14:56.000]  魔鬼首先攻擊教會
[00:14:56.000 --> 00:14:58.000]  要打散教會
[00:14:58.000 --> 00:15:00.000]  分裂教會
[00:15:00.000 --> 00:15:02.000]  如果不成功
[00:15:02.000 --> 00:15:04.000]  他就會攻擊個別的基督徒
[00:15:04.000 --> 00:15:06.000]  啟示錄十二章十七節
[00:15:06.000 --> 00:15:08.000]  有一句很重要提醒我們
[00:15:08.000 --> 00:15:10.000]  魔鬼站在海邊的沙上
[00:15:10.000 --> 00:15:14.000]  是準備隨時向基督徒發動攻擊
[00:15:16.000 --> 00:15:18.000]  我很感謝神給我對這段經文的領受
[00:15:18.000 --> 00:15:22.000]  魔鬼是隨時會向基督徒發動攻擊
[00:15:22.000 --> 00:15:26.000]  在新冠狀病毒的威脅期間
[00:15:26.000 --> 00:15:30.000]  很多個國家都封關
[00:15:30.000 --> 00:15:32.000]  封關就是要保護自己
[00:15:32.000 --> 00:15:34.000]  這個是可以理解的
[00:15:34.000 --> 00:15:36.000]  不過聖經教導我們是怎樣呢
[00:15:36.000 --> 00:15:38.000]  要愛人如己
[00:15:38.000 --> 00:15:40.000]  究竟我們的愛心
[00:15:40.000 --> 00:15:42.000]  是不是冷淡了呢
[00:15:42.000 --> 00:15:44.000]  有人會居安思危
[00:15:46.000 --> 00:15:48.000]  有人很早的時候
[00:15:48.000 --> 00:15:50.000]  大量已經買了口罩
[00:15:50.000 --> 00:15:52.000]  結手液等等
[00:15:52.000 --> 00:15:54.000]  不過有些國家其實很缺乏口罩
[00:15:54.000 --> 00:15:56.000]  和醫療用品
[00:15:56.000 --> 00:15:58.000]  聖經教導我們
[00:15:58.000 --> 00:16:00.000]  是要看見人有缺乏的時候
[00:16:00.000 --> 00:16:02.000]  是有憐憫的心
[00:16:02.000 --> 00:16:04.000]  去分享支援
[00:16:04.000 --> 00:16:06.000]  聖經教導我們甚至要愛我們的敵人
[00:16:06.000 --> 00:16:08.000]  所以基督徒的愛
[00:16:08.000 --> 00:16:10.000]  那個對象
[00:16:10.000 --> 00:16:12.000]  理論上不應該有界限
[00:16:12.000 --> 00:16:14.000]  聖經教導我們
[00:16:14.000 --> 00:16:16.000]  幫助人的時候
[00:16:16.000 --> 00:16:18.000]  你左手不要讓右手知道
[00:16:18.000 --> 00:16:20.000]  更加你不要帶著
[00:16:20.000 --> 00:16:22.000]  一種利用他人的目的
[00:16:22.000 --> 00:16:24.000]  來去幫助人
[00:16:24.000 --> 00:16:26.000]  當我們擁有資源的時候
[00:16:26.000 --> 00:16:28.000]  我們怎樣運用呢
[00:16:28.000 --> 00:16:30.000]  是很反映我們
[00:16:30.000 --> 00:16:32.000]  心裡面的價值觀
[00:16:32.000 --> 00:16:34.000]  我們需要有智慧
[00:16:34.000 --> 00:16:36.000]  去承擔上帝管家的責任
[00:16:36.000 --> 00:16:38.000]  同時我們的思想
[00:16:38.000 --> 00:16:40.000]  言語、行為
[00:16:40.000 --> 00:16:42.000]  都是為神去作見證
[00:16:42.000 --> 00:16:44.000]  在第十二章第十七節
[00:16:44.000 --> 00:16:46.000]  祂提醒我們說
[00:16:46.000 --> 00:16:48.000]  魔鬼站在海邊的沙上
[00:16:48.000 --> 00:16:50.000]  準備隨時
[00:16:50.000 --> 00:16:52.000]  向基督徒發動攻擊
[00:16:52.000 --> 00:16:54.000]  魔鬼準備隨時
[00:16:54.000 --> 00:16:56.000]  向我們發動攻擊
[00:16:56.000 --> 00:16:58.000]  在這個新冠狀病毒的期間
[00:16:58.000 --> 00:17:00.000]  應該是製造了
[00:17:00.000 --> 00:17:02.000]  很多混亂出來
[00:17:02.000 --> 00:17:04.000]  究竟我們
[00:17:04.000 --> 00:17:06.000]  是不是被動的
