
[00:00:00.000 --> 00:00:09.000]  我們先要看到耶路撒冷教會在我們剛才讀的一開始十一章的經文裡頭
[00:04:44.000 --> 00:04:48.000]  從十一章一到十八節這一段話
[00:04:48.000 --> 00:04:50.000]  我們要讀了以後
[00:04:50.000 --> 00:04:53.000]  跟上次我們說到的第十章的話
[00:04:53.000 --> 00:04:55.000]  好像是差不多
[00:04:55.000 --> 00:05:01.000]  彼得說的話跟在第十章說的話好像是重複的
[00:05:01.000 --> 00:05:02.000]  但是我們要注意
[00:05:02.000 --> 00:05:04.000]  聖經是神的話
[00:05:04.000 --> 00:05:07.000]  如果是要重複記載的話
[00:05:07.000 --> 00:05:09.000]  那一定是有個重要目的的
[00:05:09.000 --> 00:05:12.000]  神不會說無緣無故的
[00:05:12.000 --> 00:05:16.000]  就讓說過的話一再一二再再而三
[00:05:16.000 --> 00:05:17.000]  一是重複的
[00:05:17.000 --> 00:05:22.000]  重複就說明這個事情是很重要的
[00:05:22.000 --> 00:05:25.000]  這裡第十一章所說的
[00:05:25.000 --> 00:05:28.000]  跟第十章有重複的地方
[00:05:28.000 --> 00:05:32.000]  為什麼神就要藉著這樣的重複記載
[00:05:32.000 --> 00:05:37.000]  所以這個事情對傳福音非常非常重要
[00:05:37.000 --> 00:05:39.000]  福音要傳開
[00:05:39.000 --> 00:05:46.000]  不解決第十章吃飯的問題
[00:05:46.000 --> 00:05:48.000]  受割離的問題
[00:05:48.000 --> 00:05:51.000]  如果不得到很好的解決的話
[00:05:51.000 --> 00:05:55.000]  那傳福音就有很大的阻力
[00:05:55.000 --> 00:05:59.000]  所以特別只要向外包容傳福音
[00:05:59.000 --> 00:06:04.000]  那麼這樣的話只需要重複引起大家的注意
[00:06:04.000 --> 00:06:08.000]  讓我們認識到在福音當中
[00:06:08.000 --> 00:06:09.000]  傳福音當中
[00:06:09.000 --> 00:06:14.000]  不應該受這些地上這些人為的攔阻
[00:06:14.000 --> 00:06:16.000]  這些不同
[00:06:16.000 --> 00:06:19.000]  人跟人一定是不同的
[00:06:19.000 --> 00:06:22.000]  就是在一個地方都是本地人
[00:06:22.000 --> 00:06:24.000]  他們也會不同的
[00:06:24.000 --> 00:06:29.000]  所以就是不要影響到傳福音
[00:06:29.000 --> 00:06:30.000]  其實在聖經裡頭
[00:06:30.000 --> 00:06:33.000]  不只這個地方有重複的記載
[00:06:33.000 --> 00:06:35.000]  我們讀到舊約的時候
[00:06:35.000 --> 00:06:37.000]  在明書記裡頭
[00:06:37.000 --> 00:06:38.000]  我看了以後
[00:06:38.000 --> 00:06:42.000]  也有一個很特別的重複的記載
[00:06:42.000 --> 00:06:45.000]  你要讀到明書記第六章
[00:06:45.000 --> 00:06:49.000]  講到在會墓建成以後
[00:06:49.000 --> 00:06:55.000]  要各個支派來向神奉獻
[00:06:55.000 --> 00:06:56.000]  送供物
[00:06:56.000 --> 00:06:58.000]  送契禮
[00:06:58.000 --> 00:07:01.000]  那麼你看到第六章怎麼記載呢
[00:07:01.000 --> 00:07:03.000]  每個支派是一天
[00:07:03.000 --> 00:07:07.000]  十二個支派是限十二天
[00:07:07.000 --> 00:07:08.000]  但是我讀了以後
[00:07:08.000 --> 00:07:10.000]  看到這裡面都一樣
[00:07:10.000 --> 00:07:12.000]  要獻多少隻羊
[00:07:12.000 --> 00:07:13.000]  多少隻牛
[00:07:13.000 --> 00:07:16.000]  還要獻什麼一個器皿
[00:07:16.000 --> 00:07:18.000]  還要獻什麼供物
[00:07:18.000 --> 00:07:19.000]  都一樣
[00:07:19.000 --> 00:07:21.000]  猶大支派獻什麼
[00:07:21.000 --> 00:07:22.000]  另外支派獻什麼
[00:07:22.000 --> 00:07:24.000]  十二個支派
[00:07:24.000 --> 00:07:26.000]  或者說統統的說一下
[00:07:26.000 --> 00:07:29.000]  猶大猶大等支派
[00:07:29.000 --> 00:07:30.000]  十二個支派
[00:07:30.000 --> 00:07:32.000]  他們都是獻一樣的東西
[00:07:32.000 --> 00:07:34.000]  他們獻了多少牛
[00:07:34.000 --> 00:07:35.000]  每個人獻多少牛
[00:07:35.000 --> 00:07:36.000]  每個人獻多少羊
[00:07:36.000 --> 00:07:40.000]  每個人獻多少銀子的器皿
[00:07:40.000 --> 00:07:41.000]  他不是
[00:07:41.000 --> 00:07:43.000]  他是重複的講
[00:07:43.000 --> 00:07:46.000]  每個支派用了六節的經文
[00:07:46.000 --> 00:07:48.000]  第一天
[00:07:48.000 --> 00:07:50.000]  比如是哪個支派說了
[00:07:50.000 --> 00:07:52.000]  他獻什麼等等等等
[00:07:52.000 --> 00:07:55.000]  用六節的聖經講一個支派
[00:07:55.000 --> 00:07:57.000]  然後你看到第二次再講
[00:07:57.000 --> 00:07:58.000]  另外一個支派
[00:07:58.000 --> 00:08:01.000]  也是獻同樣的東西
[00:08:01.000 --> 00:08:03.000]  你像過去
[00:08:03.000 --> 00:08:06.000]  寫這個聖經的要費很大的力氣
[00:08:06.000 --> 00:08:09.000]  不是像現在我們有電腦的話
[00:08:09.000 --> 00:08:10.000]  你寫了一段以後
[00:08:10.000 --> 00:08:13.000]  然後把它給copy一下
[00:08:13.000 --> 00:08:14.000]  放到第二個
[00:08:14.000 --> 00:08:16.000]  猶大支派獻完了
[00:08:16.000 --> 00:08:18.000]  碰到第二名支派
[00:08:18.000 --> 00:08:19.000]  第二名支派
[00:08:19.000 --> 00:08:21.000]  這樣把名字改一下
[00:08:21.000 --> 00:08:23.000]  其他的完全一樣
[00:08:23.000 --> 00:08:25.000]  難道神比我們笨嗎
[00:08:25.000 --> 00:08:28.000]  神不知道這些的費這麼大的功夫
[00:08:28.000 --> 00:08:30.000]  為什麼這麼記載呢
[00:08:30.000 --> 00:08:32.000]  是有目的的
[00:08:32.000 --> 00:08:34.000]  這個經文就告訴
[00:08:34.000 --> 00:08:37.000]  神重視每個支派
[00:08:37.000 --> 00:08:39.000]  每個人他所獻的
[00:08:39.000 --> 00:08:42.000]  不是說把這些人等在一起
[00:08:42.000 --> 00:08:44.000]  一樣的大家都一樣
[00:08:44.000 --> 00:08:46.000]  字一樣
[00:08:46.000 --> 00:08:48.000]  要表明他們心是一樣的
[00:08:48.000 --> 00:08:49.000]  東西的一樣
[00:08:49.000 --> 00:08:51.000]  表示他們心一樣
[00:08:51.000 --> 00:08:53.000]  神願意讓他們奉獻
[00:08:53.000 --> 00:08:55.000]  那麼這個是聖經裡頭
[00:08:55.000 --> 00:08:57.000]  講到有個重複的時候
[00:08:57.000 --> 00:08:59.000]  所以我們讀聖經的時候
[00:08:59.000 --> 00:09:01.000]  不要認為這個地方已經讀過了
[00:09:01.000 --> 00:09:05.000]  下次又是出了這樣的同樣的記載
[00:09:05.000 --> 00:09:08.000]  我們要好好認識思想
[00:09:08.000 --> 00:09:13.000]  為什麼聖經要這麼樣的重複
[00:09:13.000 --> 00:09:15.000]  那麼我們可以看到
[00:09:15.000 --> 00:09:20.000]  神為了要完成救恩的計畫
[00:09:20.000 --> 00:09:23.000]  他要改變他百姓裡頭
[00:09:23.000 --> 00:09:26.000]  這些錯誤的觀念
[00:09:26.000 --> 00:09:30.000]  神的目的是要從每一個種族
[00:09:30.000 --> 00:09:33.000]  每一個國家都要得到一切人
[00:09:33.000 --> 00:09:36.000]  叫他們能夠蒙恩得救
[00:09:36.000 --> 00:09:39.000]  叫神得到榮耀
[00:09:39.000 --> 00:09:42.000]  我們要看到在創世紀
[00:09:42.000 --> 00:09:44.000]  神給亞伯拉罕的應許
[00:09:44.000 --> 00:09:46.000]  他應許亞伯拉罕
[00:09:46.000 --> 00:09:50.000]  他說地上的萬族都要因你得福
[00:09:50.000 --> 00:09:52.000]  地上的萬族
[00:09:52.000 --> 00:09:54.000]  就不是單單是猶太人
[00:09:54.000 --> 00:09:59.000]  地上的萬族要因著亞伯拉罕的後裔得福
[00:09:59.000 --> 00:10:01.000]  神的心就是
[00:10:01.000 --> 00:10:05.000]  單單以色列人得救蒙福還不夠
[00:10:05.000 --> 00:10:07.000]  神不滿足
[00:10:07.000 --> 00:10:09.000]  單單這麼世界這麼多人
[00:10:09.000 --> 00:10:13.000]  只有以色列人這麼一少數人得救不夠
[00:10:13.000 --> 00:10:15.000]  他是要萬人得福
[00:10:15.000 --> 00:10:17.000]  所以神的心是大的
[00:10:17.000 --> 00:10:19.000]  神的心很大
[00:10:19.000 --> 00:10:23.000]  他能容納下天下所有的人
[00:10:23.000 --> 00:10:25.000]  所有願意相信他的
[00:10:25.000 --> 00:10:27.000]  他都要接納
[00:10:27.000 --> 00:10:29.000]  但是呢
[00:10:29.000 --> 00:10:32.000]  人為什麼得不到神的救恩呢
[00:10:32.000 --> 00:10:34.000]  就是人一直是很頑固
[00:10:34.000 --> 00:10:38.000]  他不信誰才得不到神的恩典
[00:10:38.000 --> 00:10:40.000]  不是神的問題
[00:10:40.000 --> 00:10:42.000]  而是人的問題
[00:10:42.000 --> 00:10:46.000]  那麼到新約我們看見這樣的話就更多了
[00:10:46.000 --> 00:10:49.000]  在秦伯太前書第二章也說到
[00:10:49.000 --> 00:10:53.000]  神願萬人得救
[00:10:53.000 --> 00:10:55.000]  明白正道
[00:10:55.000 --> 00:10:57.000]  萬人
[00:10:57.000 --> 00:10:58.000]  萬人是什麼
[00:10:58.000 --> 00:11:00.000]  包括所有的國家
[00:11:00.000 --> 00:11:01.000]  所有的種族
[00:11:01.000 --> 00:11:02.000]  所有的人
[00:11:02.000 --> 00:11:04.000]  神都願意他們得救
[00:11:04.000 --> 00:11:07.000]  都願意他們得到神的恩典
[00:11:07.000 --> 00:11:09.000]  只是人為什麼他不得救呢
[00:11:09.000 --> 00:11:14.000]  因為他們不肯接受神的恩典
[00:11:14.000 --> 00:11:20.000]  所以神要改變我們性的組成人的想法
[00:11:20.000 --> 00:11:24.000]  要我們能夠成為他工作的器皿
[00:11:24.000 --> 00:11:28.000]  但是人的觀念是不太容易改變的
[00:11:28.000 --> 00:11:32.000]  特別是成年以後
[00:11:32.000 --> 00:11:38.000]  慢慢的就好多觀念都已經固定下來
[00:11:38.000 --> 00:11:40.000]  都不太容易改變
[00:11:40.000 --> 00:11:42.000]  所以彼得也是這樣
[00:11:42.000 --> 00:11:44.000]  彼得就是神告訴他
[00:11:44.000 --> 00:11:49.000]  你起來把這些東西宰了吃
[00:11:49.000 --> 00:11:51.000]  鬼就說不可以
[00:11:51.000 --> 00:11:54.000]  這個是他們是不接近的
[00:11:54.000 --> 00:11:56.000]  第二是神又跟他說
[00:11:56.000 --> 00:11:58.000]  神一年說了三次
[00:11:58.000 --> 00:12:01.000]  彼得三次都拒絕
[00:12:01.000 --> 00:12:05.000]  你看他是對神有這麼多的認識
[00:12:05.000 --> 00:12:08.000]  在教會裡頭是那麼重要的地位
[00:12:08.000 --> 00:12:14.000]  可是他一直不肯聽神在意象裡跟他說的話
[00:12:14.000 --> 00:12:20.000]  一直等到在哥尼留的古人到了他住的地方的門口
[00:12:20.000 --> 00:12:22.000]  他敲門了
[00:12:22.000 --> 00:12:25.000]  這個時候他才接受
[00:12:25.000 --> 00:12:27.000]  這個是神有意識
[00:12:27.000 --> 00:12:31.000]  打發人來叫我去的
[00:12:31.000 --> 00:12:33.000]  所以一年三次
[00:12:33.000 --> 00:12:36.000]  彼得就是這樣的
[00:12:36.000 --> 00:12:39.000]  今天更明顯的
[00:12:39.000 --> 00:12:41.000]  種族歧視
[00:12:41.000 --> 00:12:45.000]  白人跟有色人種中間的歧視
[00:12:45.000 --> 00:12:47.000]  那是非常厲害
[00:12:47.000 --> 00:12:50.000]  如果最近所發生的一些事情的話
[00:12:50.000 --> 00:12:52.000]  就看見這種觀念
[00:12:52.000 --> 00:12:53.000]  幾十年來
[00:12:53.000 --> 00:12:55.000]  一百年來
[00:12:55.000 --> 00:12:56.000]  一二百年來
[00:12:56.000 --> 00:12:58.000]  都沒有什麼大的改變
[00:12:58.000 --> 00:13:03.000]  儘管法律規定不能歧視
[00:13:03.000 --> 00:13:05.000]  可是往往這種歧視
[00:13:05.000 --> 00:13:07.000]  不同的
[00:13:07.000 --> 00:13:09.000]  在不同的時間
[00:13:09.000 --> 00:13:10.000]  不同的地方
[00:13:10.000 --> 00:13:13.000]  大的小的都發生
[00:13:13.000 --> 00:13:18.000]  這是一個很難解決的問題
[00:13:18.000 --> 00:13:22.000]  所以有些在工作的地方的人也這樣的
[00:13:22.000 --> 00:13:25.000]  就覺得有些人的話
[00:13:25.000 --> 00:13:27.000]  有些種族的人
[00:13:27.000 --> 00:13:28.000]  你怎麼工作
[00:13:28.000 --> 00:13:29.000]  怎麼努力
[00:13:29.000 --> 00:13:32.000]  你都得不到一個主管的位置
[00:13:32.000 --> 00:13:36.000]  因為他人不是不覺中間
[00:13:36.000 --> 00:13:38.000]  並不是能叫他們
[00:13:38.000 --> 00:13:40.000]  他好像潛意識裡頭就覺得
[00:13:40.000 --> 00:13:43.000]  我們這樣種族的人是最好的
[00:13:43.000 --> 00:13:46.000]  你們是次一等的
[00:13:46.000 --> 00:13:48.000]  這種情況是很普遍
[00:13:48.000 --> 00:13:52.000]  在工作的人常常會感覺到的
[00:13:52.000 --> 00:13:58.000]  那麼人就是不肯配合什麼工作
[00:13:58.000 --> 00:14:00.000]  堅持自己的觀念
[00:14:00.000 --> 00:14:04.000]  到彼得最後他才明白過來
[00:14:04.000 --> 00:14:07.000]  到第十一章
[00:14:07.000 --> 00:14:13.000]  他跟耶路撒冷的信徒解釋到
[00:14:13.000 --> 00:14:15.000]  他為什麼在哥尼留
[00:14:15.000 --> 00:14:18.000]  外邦人的家裡面一塊吃飯
[00:14:18.000 --> 00:14:19.000]  他講完以後
[00:14:19.000 --> 00:14:21.000]  他說我講完以後
[00:14:21.000 --> 00:14:24.000]  聖靈也降在他們的身上
[00:14:24.000 --> 00:14:27.000]  跟降在我們身上一樣
[00:14:27.000 --> 00:14:30.000]  他們既然受了聖靈的洗了
[00:14:30.000 --> 00:14:33.000]  神既然給他恩典了
[00:14:33.000 --> 00:14:38.000]  那我是誰能夠攔阻神呢
[00:14:38.000 --> 00:14:41.000]  彼得就看到是很可怕的
[00:14:41.000 --> 00:14:47.000]  他出於他對這個傳統的堅持
[00:14:47.000 --> 00:14:49.000]  現在他看清楚了
[00:14:49.000 --> 00:14:51.000]  這樣的堅持
[00:14:51.000 --> 00:14:55.000]  你不肯順服神的心意的話
[00:14:55.000 --> 00:14:57.000]  你是攔阻神
[00:14:57.000 --> 00:15:00.000]  所以彼得在十一章的第十節
[00:15:00.000 --> 00:15:02.000]  十一節就說了
[00:15:02.000 --> 00:15:04.000]  神既然給他們恩賜
[00:15:04.000 --> 00:15:07.000]  像在我們信主耶穌基督的時候
[00:15:07.000 --> 00:15:09.000]  給了我們一樣
[00:15:09.000 --> 00:15:13.000]  給哥尼留家裡的人的恩典
[00:15:13.000 --> 00:15:16.000]  跟給我們在五旬節的時候恩典
[00:15:16.000 --> 00:15:17.000]  就是一樣
[00:15:17.000 --> 00:15:20.000]  他就說我是誰
[00:15:20.000 --> 00:15:21.000]  我是誰
[00:15:21.000 --> 00:15:23.000]  這句話說的很好
[00:15:23.000 --> 00:15:25.000]  彼得說我是誰
[00:15:25.000 --> 00:15:28.000]  所以我們每次要是不順服神
[00:15:28.000 --> 00:15:30.000]  不肯聽神的話
[00:15:30.000 --> 00:15:32.000]  攔阻神的旨意的時候
[00:15:32.000 --> 00:15:35.000]  我們就要想到我是誰
[00:15:35.000 --> 00:15:39.000]  儘量可以不聽神的話
[00:15:39.000 --> 00:15:41.000]  他是很可怕的
[00:15:41.000 --> 00:15:44.000]  如果我們一直堅持自己的觀念
[00:15:44.000 --> 00:15:45.000]  不肯改正
[00:15:45.000 --> 00:15:48.000]  不肯按照神的意思來做的話
[00:15:48.000 --> 00:15:51.000]  這個是一個攔阻神
[00:15:51.000 --> 00:15:55.000]  這是一個很可怕的事情
[00:15:55.000 --> 00:15:57.000]  那我們在下面就看到
[00:15:57.000 --> 00:15:59.000]  十一章第十九節開始
[00:15:59.000 --> 00:16:04.000]  就看到安提亞教會的興起了
[00:16:04.000 --> 00:16:07.000]  第十九節就看到那些
[00:16:07.000 --> 00:16:11.000]  因施體反造災難示善的門徒
[00:16:11.000 --> 00:16:14.000]  只走到菲尼基和舉尼路
[00:16:14.000 --> 00:16:16.000]  並安提亞
[00:16:16.000 --> 00:16:18.000]  就是說過了這幾年
[00:16:18.000 --> 00:16:21.000]  這低迫感就出現了
[00:16:21.000 --> 00:16:23.000]  因為記載這個事情之後
[00:16:23.000 --> 00:16:27.000]  已經是施體反循道有幾年以後
[00:16:27.000 --> 00:16:29.000]  這麼長時間
[00:16:29.000 --> 00:16:31.000]  低迫還沒有停
[00:16:31.000 --> 00:16:33.000]  不是一次偶然的事件
[00:16:33.000 --> 00:16:37.000]  也不是一個月兩個月半年一載
[00:16:37.000 --> 00:16:38.000]  而是幾年了
[00:16:38.000 --> 00:16:39.000]  還是沒有停
[00:16:39.000 --> 00:16:43.000]  所以基督徒他們就離開了耶路撒冷
[00:16:43.000 --> 00:16:45.000]  他們就到外頭來
[00:16:45.000 --> 00:16:48.000]  他們來到菲尼基
[00:16:48.000 --> 00:16:50.000]  來到舉尼路
[00:16:50.000 --> 00:16:53.000]  還說到安提亞
[00:16:53.000 --> 00:16:55.000]  這已經離開耶路撒冷
[00:16:55.000 --> 00:16:59.000]  有幾百里路的遠的地方了
[00:16:59.000 --> 00:17:02.000]  這些猶太的基督徒
[00:17:02.000 --> 00:17:03.000]  受了逼迫了
[00:17:03.000 --> 00:17:06.000]  他們離開了耶路撒冷
[00:17:06.000 --> 00:17:07.000]  這裡說的
[00:17:07.000 --> 00:17:09.000]  他們不向別人講道
[00:17:09.000 --> 00:17:12.000]  他們傳福音不向別人傳
[00:17:12.000 --> 00:17:14.000]  只向猶太人講
[00:17:14.000 --> 00:17:16.000]  你看過了幾年
[00:17:16.000 --> 00:17:18.000]  他們受到逼迫
[00:17:18.000 --> 00:17:20.000]  他們離開
[00:17:20.000 --> 00:17:22.000]  他們到了一個新的地方
[00:17:22.000 --> 00:17:25.000]  還不向外方人傳福音
[00:17:25.000 --> 00:17:27.000]  只向猶太人講
[00:17:27.000 --> 00:17:29.000]  你看這個傳統的習慣
[00:17:29.000 --> 00:17:33.000]  是很厲害的
[00:17:33.000 --> 00:17:35.000]  到第二十節
[00:17:35.000 --> 00:17:38.000]  我們看見這是一個突破了
[00:17:38.000 --> 00:17:39.000]  第二十節怎麼說呢
[00:17:39.000 --> 00:17:44.000]  他說內宗有居比路和古尼那人
[00:17:44.000 --> 00:17:46.000]  這個都不是在耶路撒冷的
[00:17:46.000 --> 00:17:48.000]  他們到了安提亞
[00:17:48.000 --> 00:17:51.000]  也向西尼人傳講主耶穌
[00:17:51.000 --> 00:17:55.000]  這個地方二十節跟十九節
[00:17:55.000 --> 00:17:57.000]  有很大的不同
[00:17:57.000 --> 00:18:01.000]  他們就是外邦人
[00:18:01.000 --> 00:18:04.000]  居比路古尼那人
[00:18:04.000 --> 00:18:06.000]  他都是外邦人
[00:18:06.000 --> 00:18:08.000]  這些外邦人受逼迫
[00:18:08.000 --> 00:18:10.000]  來到外地的話
[00:18:10.000 --> 00:18:11.000]  來到安提亞
[00:18:11.000 --> 00:18:13.000]  他也向外地的
[00:18:13.000 --> 00:18:17.000]  安提亞的外邦人傳福音
[00:18:17.000 --> 00:18:21.000]  那麼這個是一個新的情況
[00:18:21.000 --> 00:18:22.000]  以下說呢
[00:18:22.000 --> 00:18:23.000]  因為這樣的話
[00:18:23.000 --> 00:18:25.000]  諸於他們同在
[00:18:25.000 --> 00:18:28.000]  當時看見這些外邦人
[00:18:28.000 --> 00:18:30.000]  向外邦人傳福音的時候
[00:18:30.000 --> 00:18:32.000]  諸於他們同在
[00:18:32.000 --> 00:18:34.000]  所以這個信而歸主的人
[00:18:34.000 --> 00:18:36.000]  就多了
[00:18:36.000 --> 00:18:38.000]  就很多了
[00:18:38.000 --> 00:18:42.000]  安提亞離開耶路撒冷
[00:18:42.000 --> 00:18:44.000]  已經不是在以色列了
[00:18:44.000 --> 00:18:47.000]  在耶路撒冷有五百公里了
[00:18:47.000 --> 00:18:51.000]  五百公里是相當一段路程了
[00:18:51.000 --> 00:18:53.000]  這也是當時一個很大的
[00:18:53.000 --> 00:18:55.000]  在羅馬帝國範圍之內
[00:18:55.000 --> 00:18:57.000]  是一個很大的城市
[00:18:57.000 --> 00:18:59.000]  它可以說是
[00:18:59.000 --> 00:19:02.000]  可以排第三個
[00:19:02.000 --> 00:19:04.000]  在羅馬帝國裡頭
[00:19:04.000 --> 00:19:06.000]  最大的城市是羅馬
[00:19:06.000 --> 00:19:08.000]  然後第二個算下來
[00:19:08.000 --> 00:19:10.000]  是埃及的亞歷山大
[00:19:10.000 --> 00:19:12.000]  這是一個很大的城市
[00:19:12.000 --> 00:19:15.000]  第三個就是安提亞了
[00:19:15.000 --> 00:19:18.000]  安提亞是有五十萬的居民
[00:19:18.000 --> 00:19:21.000]  在這個城市裡頭
[00:19:21.000 --> 00:19:24.000]  它這個地方的位置非常重要
[00:19:24.000 --> 00:19:28.000]  它是亞洲要進到歐洲
[00:19:28.000 --> 00:19:30.000]  進到別的地方去
[00:19:30.000 --> 00:19:34.000]  往西去的一個門戶
[00:19:34.000 --> 00:19:36.000]  進到西邊去
[00:19:36.000 --> 00:19:39.000]  都要經過安提亞這個地方
[00:19:39.000 --> 00:19:41.000]  才可以往西去
[00:19:41.000 --> 00:19:44.000]  所以也是當地一個
[00:19:44.000 --> 00:19:46.000]  商業跟貿易的中心
[00:19:46.000 --> 00:19:48.000]  是一個很發達
[00:19:48.000 --> 00:19:50.000]  很有錢
[00:19:50.000 --> 00:19:54.000]  人很多的一個大城市
[00:19:54.000 --> 00:19:56.000]  但是當然也有很多的
[00:19:56.000 --> 00:19:58.000]  不同的種族
[00:19:58.000 --> 00:20:00.000]  但是大城市
[00:20:00.000 --> 00:20:02.000]  我們知道
[00:20:02.000 --> 00:20:04.000]  也是一個罪惡的大城
[00:20:04.000 --> 00:20:06.000]  你看現在在哪個地方
[00:20:06.000 --> 00:20:07.000]  城市大的話
[00:20:07.000 --> 00:20:12.000]  有很多這些罪隱藏
[00:20:12.000 --> 00:20:14.000]  藏在裡頭
[00:20:14.000 --> 00:20:17.000]  有各種各種的罪惡
[00:20:17.000 --> 00:20:18.000]  越是發達的
[00:20:18.000 --> 00:20:20.000]  越是厲害的
[00:20:20.000 --> 00:20:21.000]  我們看到今天的
[00:20:21.000 --> 00:20:23.000]  美國的舊金山的話
[00:20:23.000 --> 00:20:25.000]  它就是一個很大的
[00:20:25.000 --> 00:20:27.000]  很繁榮的城市
