
[00:00:00.000 --> 00:00:02.000]  各位頂子輩平安
[00:01:59.000 --> 00:02:03.000]  就是阿蝦的皇后
[00:02:03.000 --> 00:02:04.000]  椰洗別
[00:02:04.000 --> 00:02:08.000]  她知道阿蝦很想得到葡萄田
[00:02:08.000 --> 00:02:09.000]  葡萄園
[00:02:09.000 --> 00:02:13.000]  但是拿伯就不肯給阿蝦王
[00:02:13.000 --> 00:02:17.000]  因為他知道這些土地是神所賜
[00:02:17.000 --> 00:02:18.000]  是屬於神的
[00:02:18.000 --> 00:02:19.000]  不是這樣賣給你的
[00:02:19.000 --> 00:02:22.000]  阿蝦王就很不開心
[00:02:22.000 --> 00:02:24.000]  皇后就出面
[00:02:24.000 --> 00:02:25.000]  這個皇后很出名
[00:02:25.000 --> 00:02:26.000]  結果是怎樣
[00:02:26.000 --> 00:02:32.000]  她就收買了城裏面的長老貴壽
[00:02:32.000 --> 00:02:35.000]  叫他們買通匪類
[00:02:35.000 --> 00:02:38.000]  然後就作假見證
[00:02:38.000 --> 00:02:40.000]  陷害拿伯
[00:02:40.000 --> 00:02:41.000]  結果拿伯怎樣
[00:02:41.000 --> 00:02:43.000]  被人用石頭扔死
[00:02:43.000 --> 00:02:44.000]  在當中
[00:02:44.000 --> 00:02:46.000]  好像我們經常說
[00:02:46.000 --> 00:02:48.000]  原來這麼黑暗
[00:02:48.000 --> 00:02:50.000]  求證有理
[00:02:50.000 --> 00:02:51.000]  旁證有理
[00:02:51.000 --> 00:02:52.000]  捉竊有理
[00:02:52.000 --> 00:02:53.000]  捉種有理
[00:02:53.000 --> 00:02:54.000]  很流行
[00:02:54.000 --> 00:02:55.000]  大家聽到
[00:02:55.000 --> 00:02:56.000]  經常都會說一些
[00:02:56.000 --> 00:02:58.000]  好像完全被人操控的時候
[00:02:58.000 --> 00:03:00.000]  都用這個例子
[00:03:00.000 --> 00:03:01.000]  事實
[00:03:01.000 --> 00:03:03.000]  我們單單體諒經文的時候
[00:03:03.000 --> 00:03:05.000]  我們不可以忽略一件事
[00:03:05.000 --> 00:03:08.000]  因為雖然有時這個制度
[00:03:08.000 --> 00:03:10.000]  或者人的裏邊
[00:03:10.000 --> 00:03:12.000]  可能會產生一些不公義
[00:03:12.000 --> 00:03:14.000]  但是這個的事跡
[00:03:14.000 --> 00:03:16.000]  凸顯了一件事
[00:03:16.000 --> 00:03:20.000]  原來最後是誰出來審問
[00:03:20.000 --> 00:03:22.000]  就是以利亞先知
[00:03:22.000 --> 00:03:26.000]  代表著神去審問他
[00:03:26.000 --> 00:03:28.000]  縱然如果我們
[00:03:28.000 --> 00:03:31.000]  有些地方是不理想的
[00:03:31.000 --> 00:03:33.000]  但是不要忘記
[00:03:33.000 --> 00:03:35.000]  有神在我們中間
[00:03:35.000 --> 00:03:37.000]  所以當我們看
[00:03:37.000 --> 00:03:39.000]  另外在生命記這段經文
[00:03:39.000 --> 00:03:43.000]  他在說要作見證
[00:03:43.000 --> 00:03:45.000]  如果當有人犯罪的時候
[00:03:45.000 --> 00:03:47.000]  怎樣去處理
[00:03:47.000 --> 00:03:49.000]  在當時舊約的時代
[00:03:49.000 --> 00:03:52.000]  他說人無論犯什麼罪
[00:03:52.000 --> 00:03:54.000]  作什麼惡
[00:03:54.000 --> 00:03:56.000]  不可憑一個人的口作見證
[00:03:56.000 --> 00:04:00.000]  總要憑兩三個人的口作見證
[00:04:00.000 --> 00:04:02.000]  才可定案
[00:04:02.000 --> 00:04:04.000]  即是不是輕率的
[00:04:04.000 --> 00:04:07.000]  要有兩三個人去作見證的
[00:04:07.000 --> 00:04:11.000]  但是如果有那些兇惡見證人起來
[00:04:11.000 --> 00:04:13.000]  見證某人作惡
[00:04:13.000 --> 00:04:16.000]  這兩個真正的人就要去到
[00:04:16.000 --> 00:04:19.000]  耶和華的面前
[00:04:19.000 --> 00:04:22.000]  很重點的說第一個是誰
[00:04:22.000 --> 00:04:23.000]  不是人
[00:04:23.000 --> 00:04:25.000]  其實是去到神的面前
[00:04:25.000 --> 00:04:28.000]  當然當中是有些代表性的人物
[00:04:28.000 --> 00:04:29.000]  有祭司
[00:04:29.000 --> 00:04:31.000]  有審判官
[00:04:31.000 --> 00:04:32.000]  去到的時候
[00:04:32.000 --> 00:04:34.000]  其實最重要就是要審查
[00:04:34.000 --> 00:04:35.000]  很細緻的
[00:04:35.000 --> 00:04:37.000]  如果那個見證人
[00:04:37.000 --> 00:04:39.000]  是作假見證的
[00:04:39.000 --> 00:04:42.000]  以假見證去陷害弟兄的
[00:04:42.000 --> 00:04:44.000]  那這個人要怎樣
[00:04:44.000 --> 00:04:46.000]  這個人就要
[00:04:46.000 --> 00:04:51.000]  你們就要待他如同他想要待他弟兄的
[00:04:51.000 --> 00:04:54.000]  這樣就把那惡人
[00:04:54.000 --> 00:04:57.000]  那惡從你們中間除掉
[00:04:57.000 --> 00:05:00.000]  別人聽見都要害怕
[00:05:00.000 --> 00:05:03.000]  就不敢在你們中間再行這樣的惡
[00:05:03.000 --> 00:05:05.000]  你看到重點是什麼
[00:05:05.000 --> 00:05:08.000]  原來如果我在誣衊人的時候
[00:05:08.000 --> 00:05:10.000]  最終他受的懲罰
[00:05:10.000 --> 00:05:12.000]  就是他怎樣想誣衊那個人
[00:05:12.000 --> 00:05:13.000]  他得到的後果
[00:05:13.000 --> 00:05:15.000]  他要自己受的
[00:05:15.000 --> 00:05:17.000]  很公平的原則
[00:05:17.000 --> 00:05:18.000]  另外最重要的是
[00:05:18.000 --> 00:05:19.000]  原來他是要
[00:05:19.000 --> 00:05:20.000]  神是想
[00:05:20.000 --> 00:05:22.000]  這些罪惡
[00:05:22.000 --> 00:05:24.000]  在你們中間除掉
[00:05:24.000 --> 00:05:27.000]  神的公義要在這裡彰顯
[00:05:27.000 --> 00:05:28.000]  另外就是說
[00:05:28.000 --> 00:05:31.000]  讓別人要害怕
[00:05:31.000 --> 00:05:35.000]  就不敢在這裡中間再行這些惡
[00:05:35.000 --> 00:05:38.000]  這個就是耶和華神的心意
[00:05:38.000 --> 00:05:41.000]  很清楚當時和以色列人去表明
[00:05:41.000 --> 00:05:47.000]  另外說真話不容易
[00:05:47.000 --> 00:05:49.000]  但聖經是醒我們
[00:05:49.000 --> 00:05:50.000]  如果真的有不義的時候
[00:05:50.000 --> 00:05:52.000]  我們要說出真話
[00:05:52.000 --> 00:05:54.000]  顯明公義
[00:05:54.000 --> 00:05:56.000]  再假作假見證的
[00:05:56.000 --> 00:05:58.000]  顯出詭詐
[00:05:58.000 --> 00:06:00.000]  聖經就強調
[00:06:00.000 --> 00:06:01.000]  我們要說出真話
[00:06:01.000 --> 00:06:03.000]  我們要顯明公義
[00:06:03.000 --> 00:06:04.000]  在信仰群體
[00:06:04.000 --> 00:06:06.000]  在屬神的群體裡邊
[00:06:06.000 --> 00:06:07.000]  有一個這樣的特質
[00:06:07.000 --> 00:06:09.000]  有神在其中的時候
[00:06:09.000 --> 00:06:11.000]  我們要說出真話
[00:06:11.000 --> 00:06:13.000]  顯明公義
[00:06:13.000 --> 00:06:14.000]  所以
[00:06:14.000 --> 00:06:16.000]  也有聖經提醒我們
[00:06:16.000 --> 00:06:18.000]  如果我們
[00:06:18.000 --> 00:06:20.000]  看到有人犯罪
[00:06:20.000 --> 00:06:22.000]  如果你聽到
[00:06:22.000 --> 00:06:24.000]  有可能犯罪的人
[00:06:24.000 --> 00:06:25.000]  他要作見證
[00:06:25.000 --> 00:06:27.000]  但見證可能是假的
[00:06:27.000 --> 00:06:28.000]  在當中
[00:06:28.000 --> 00:06:30.000]  你本身是聽到
[00:06:30.000 --> 00:06:32.000]  知道這件事的
[00:06:32.000 --> 00:06:34.000]  但你就不肯
[00:06:34.000 --> 00:06:36.000]  把看見或知道的說出來
[00:06:36.000 --> 00:06:40.000]  他就要擔當自己的罪責
[00:06:40.000 --> 00:06:41.000]  意思是
[00:06:41.000 --> 00:06:43.000]  原來到了嚴謹的地步
[00:06:43.000 --> 00:06:45.000]  你不作假見證
[00:06:45.000 --> 00:06:47.000]  你不說
[00:06:47.000 --> 00:06:48.000]  結果怎樣
[00:06:48.000 --> 00:06:50.000]  都不行
[00:06:50.000 --> 00:06:52.000]  神的公義要在群體裡彰顯
[00:06:52.000 --> 00:06:54.000]  是要我們說真話
[00:06:54.000 --> 00:06:56.000]  我們要將真實的事情
[00:06:56.000 --> 00:06:58.000]  要說出來
[00:06:58.000 --> 00:07:00.000]  我們不可以遮掩
[00:07:00.000 --> 00:07:02.000]  所以
[00:07:02.000 --> 00:07:04.000]  當中不容易
[00:07:04.000 --> 00:07:06.000]  我們的經驗
[00:07:06.000 --> 00:07:07.000]  我們都知道
[00:07:07.000 --> 00:07:08.000]  怕得罪人
[00:07:08.000 --> 00:07:10.000]  有很多問題
[00:07:10.000 --> 00:07:12.000]  我們心裡都可能會有軟弱
[00:07:12.000 --> 00:07:13.000]  我們不敢去說
[00:07:13.000 --> 00:07:14.000]  但聖經怎樣提醒我們呢
[00:07:14.000 --> 00:07:16.000]  它是要我們
[00:07:16.000 --> 00:07:18.000]  真實的面對
[00:07:18.000 --> 00:07:20.000]  要說出真話
[00:07:20.000 --> 00:07:22.000]  顯明公義
[00:07:22.000 --> 00:07:24.000]  真的不容易
[00:07:24.000 --> 00:07:26.000]  但我剛才說過
[00:07:26.000 --> 00:07:27.000]  如果你不說出真話
[00:07:27.000 --> 00:07:29.000]  後果很嚴重
[00:07:29.000 --> 00:07:31.000]  其實有時看新聞
[00:07:31.000 --> 00:07:32.000]  其中有一個新聞
[00:07:32.000 --> 00:07:34.000]  說到有一個姓陳的神先生
[00:07:34.000 --> 00:07:36.000]  他大約三十歲
[00:07:36.000 --> 00:07:38.000]  結果被人抓了
[00:07:38.000 --> 00:07:41.000]  說他殺了他的女朋友
[00:07:41.000 --> 00:07:42.000]  結果他不承認
[00:07:42.000 --> 00:07:43.000]  因為他沒有做到
[00:07:43.000 --> 00:07:44.000]  他堅持的
[00:07:44.000 --> 00:07:46.000]  但都被人抓了
[00:07:46.000 --> 00:07:47.000]  坐了二十年牢
[00:07:47.000 --> 00:07:49.000]  結果怎樣
[00:07:49.000 --> 00:07:50.000]  他的媽媽
[00:07:50.000 --> 00:07:51.000]  他的妹妹
[00:07:51.000 --> 00:07:52.000]  不斷幫他
[00:07:52.000 --> 00:07:54.000]  不斷希望可以平反
[00:07:54.000 --> 00:07:56.000]  結果在二十年之後
[00:07:56.000 --> 00:07:58.000]  他能夠平反
[00:07:58.000 --> 00:07:59.000]  原來是因為
[00:07:59.000 --> 00:08:01.000]  當時有一個見證人
[00:08:01.000 --> 00:08:03.000]  他說的話
[00:08:03.000 --> 00:08:05.000]  後來發覺是不可信
[00:08:05.000 --> 00:08:07.000]  但這樣就二十年了
[00:08:07.000 --> 00:08:09.000]  所以見證人
[00:08:09.000 --> 00:08:11.000]  說出真話
[00:08:11.000 --> 00:08:13.000]  是很重要的
[00:08:13.000 --> 00:08:15.000]  後果會很嚴重
[00:08:15.000 --> 00:08:16.000]  當我們隱瞞
[00:08:16.000 --> 00:08:18.000]  甚至我們不出聲的時候
[00:08:18.000 --> 00:08:19.000]  神是想我們
[00:08:19.000 --> 00:08:20.000]  在這個群體裏
[00:08:20.000 --> 00:08:21.000]  很強調的
[00:08:21.000 --> 00:08:23.000]  我們需要
[00:08:23.000 --> 00:08:25.000]  有一份公義
[00:08:25.000 --> 00:08:27.000]  而且
[00:08:27.000 --> 00:08:29.000]  在當中
[00:08:29.000 --> 00:08:31.000]  我自己都有一個經歷
[00:08:31.000 --> 00:08:35.000]  在以前我服侍的地方
[00:08:35.000 --> 00:08:36.000]  有一個
[00:08:36.000 --> 00:08:37.000]  我自己覺得是
[00:08:37.000 --> 00:08:41.000]  都挺有趣的事情
[00:08:41.000 --> 00:08:43.000]  就是有一個年青人
[00:08:43.000 --> 00:08:45.000]  他會領詩的
[00:08:45.000 --> 00:08:47.000]  我們會編年青人
[00:08:47.000 --> 00:08:49.000]  有一次
[00:08:49.000 --> 00:08:52.000]  即將到四月日去領詩
[00:08:52.000 --> 00:08:55.000]  我當日就叫他回來預備
[00:08:55.000 --> 00:08:57.000]  他回來就已經準備好了
[00:08:57.000 --> 00:08:59.000]  安裝在電腦裏
[00:08:59.000 --> 00:09:01.000]  到了第二天早上
[00:09:01.000 --> 00:09:03.000]  開始要預備
[00:09:03.000 --> 00:09:05.000]  PowerPoint要試
[00:09:05.000 --> 00:09:08.000]  怎知道電腦裏
[00:09:08.000 --> 00:09:11.000]  用來開PowerPoint的東西
[00:09:11.000 --> 00:09:12.000]  全都沒了
[00:09:12.000 --> 00:09:14.000]  刪除了
[00:09:14.000 --> 00:09:16.000]  整個軟件都沒了
[00:09:16.000 --> 00:09:17.000]  這麽奇怪
[00:09:17.000 --> 00:09:18.000]  為何會這樣
[00:09:18.000 --> 00:09:19.000]  然後要搞一輪
[00:09:19.000 --> 00:09:22.000]  很緊急地應變去做
[00:09:22.000 --> 00:09:24.000]  我覺得很疑惑
[00:09:24.000 --> 00:09:26.000]  因為明明前一天
[00:09:26.000 --> 00:09:28.000]  就已經準備好了
[00:09:28.000 --> 00:09:30.000]  我就問
[00:09:30.000 --> 00:09:32.000]  有沒有人知道發生甚麼事
[00:09:32.000 --> 00:09:33.000]  結果
[00:09:33.000 --> 00:09:35.000]  有一個弟兄
[00:09:35.000 --> 00:09:38.000]  和領詩的弟兄很要好
[00:09:38.000 --> 00:09:40.000]  他跟我說
[00:09:40.000 --> 00:09:43.000]  其實昨天領詩的弟兄
[00:09:43.000 --> 00:09:45.000]  跟他說
[00:09:45.000 --> 00:09:47.000]  他不想領詩
[00:09:47.000 --> 00:09:50.000]  明天不想領詩
[00:09:50.000 --> 00:09:52.000]  他要想方法
[00:09:52.000 --> 00:09:55.000]  明天是領不到詩的
[00:09:56.000 --> 00:09:58.000]  這樣我就明白
[00:09:58.000 --> 00:10:00.000]  很大機會是他
[00:10:00.000 --> 00:10:01.000]  因為當天我在
[00:10:01.000 --> 00:10:03.000]  他在預備PowerPoint的時候
[00:10:03.000 --> 00:10:04.000]  電腦只有他
[00:10:04.000 --> 00:10:06.000]  沒有人用過
[00:10:06.000 --> 00:10:07.000]  是吧
[00:10:07.000 --> 00:10:09.000]  但我很欣賞一件事
[00:10:09.000 --> 00:10:11.000]  尤其是服侍年青人的時候
[00:10:11.000 --> 00:10:12.000]  我就知道
[00:10:12.000 --> 00:10:14.000]  他們的朋友關係
[00:10:14.000 --> 00:10:16.000]  很緊密
[00:10:16.000 --> 00:10:18.000]  他不輕易
[00:10:18.000 --> 00:10:20.000]  說一些說話
[00:10:20.000 --> 00:10:23.000]  令到你的好朋友
[00:10:23.000 --> 00:10:27.000]  可能落於難處裡
[00:10:27.000 --> 00:10:28.000]  不容易的
[00:10:28.000 --> 00:10:30.000]  但我欣賞的年青人
[00:10:30.000 --> 00:10:33.000]  他真的夠膽將一件事說出來
[00:10:33.000 --> 00:10:35.000]  因為他都知道
[00:10:35.000 --> 00:10:39.000]  真的這樣做是很不對
[00:10:39.000 --> 00:10:41.000]  不容易
[00:10:41.000 --> 00:10:42.000]  要去說出來
[00:10:42.000 --> 00:10:43.000]  要講真話
[00:10:43.000 --> 00:10:45.000]  去行公義
[00:10:45.000 --> 00:10:47.000]  我自己都試過
[00:10:47.000 --> 00:10:49.000]  我自己試過有一次
[00:10:49.000 --> 00:10:51.000]  真的我覺得是很艱難
[00:10:51.000 --> 00:10:54.000]  我有一個中學的同學
[00:10:54.000 --> 00:10:58.000]  後來他都蒙召去讀神學
[00:10:58.000 --> 00:11:00.000]  讀神學的時候
[00:11:00.000 --> 00:11:04.000]  我那間神學院可能跟他之間
[00:11:04.000 --> 00:11:06.000]  有些誤會
[00:11:06.000 --> 00:11:08.000]  甚至乎都不是誤會
[00:11:08.000 --> 00:11:12.000]  有些對他的品行有質疑
[00:11:12.000 --> 00:11:15.000]  結果他就離開那間神學院
[00:11:15.000 --> 00:11:17.000]  他再進來一間神學院
[00:11:17.000 --> 00:11:19.000]  他就需要教會
[00:11:19.000 --> 00:11:22.000]  需要有人推薦他的
[00:11:22.000 --> 00:11:24.000]  我跟他真的很熟的
[00:11:24.000 --> 00:11:25.000]  一起成長的
[00:11:25.000 --> 00:11:28.000]  他就找我做推薦人
[00:11:28.000 --> 00:11:30.000]  但我是很知道他是一個什麼人
[00:11:30.000 --> 00:11:32.000]  我都認識他
[00:11:32.000 --> 00:11:37.000]  知道他那時候在神學院發生什麼事情
[00:11:37.000 --> 00:11:39.000]  他找我做推薦人
[00:11:39.000 --> 00:11:41.000]  你會怎麼寫
[00:11:41.000 --> 00:11:42.000]  你會怎麼做
[00:11:42.000 --> 00:11:44.000]  我很祈禱
[00:11:44.000 --> 00:11:45.000]  我跟神說
[00:11:45.000 --> 00:11:48.000]  我要跟這位好朋友說
[00:11:48.000 --> 00:11:51.000]  你會真的找我做推薦人
[00:11:51.000 --> 00:11:55.000]  我會寫所有我認識你
[00:11:55.000 --> 00:11:58.000]  知道你發生的事情
[00:11:58.000 --> 00:12:01.000]  那位好朋友跟我一起去面對
[00:12:01.000 --> 00:12:03.000]  他都竟然接受
[00:12:03.000 --> 00:12:06.000]  他接受我這樣寫
[00:12:06.000 --> 00:12:10.000]  最後他都被另一間神學院收了他
[00:12:10.000 --> 00:12:13.000]  因為這間神學院更加能夠跟他同行
[00:12:13.000 --> 00:12:17.000]  知道他生命中的軟弱
[00:12:17.000 --> 00:12:18.000]  很容易
[00:12:18.000 --> 00:12:21.000]  要跟一個認識了這麼久的朋友
[00:12:21.000 --> 00:12:23.000]  他寫推薦信
[00:12:23.000 --> 00:12:25.000]  你心裏的那份掙扎
[00:12:25.000 --> 00:12:27.000]  最後你要坦誠跟他說
[00:12:27.000 --> 00:12:29.000]  你寫完可能不收
[00:12:29.000 --> 00:12:32.000]  你不知道結果
[00:12:32.000 --> 00:12:35.000]  但卻是在當中我看到
[00:12:35.000 --> 00:12:38.000]  神在我們中間
[00:12:38.000 --> 00:12:43.000]  所以不可作假戰勝的真諦
[00:12:43.000 --> 00:12:44.000]  第一件事
[00:12:44.000 --> 00:12:46.000]  神提醒我們
[00:12:46.000 --> 00:12:48.000]  我們屬神的群體
[00:12:48.000 --> 00:12:51.000]  我們在當中要說出真話
[00:12:51.000 --> 00:12:53.000]  為著神的緣故
[00:12:53.000 --> 00:12:55.000]  顯明這份公義
[00:12:55.000 --> 00:12:56.000]  除此之外
[00:12:56.000 --> 00:12:58.000]  我們剛才讀的經文
[00:12:58.000 --> 00:12:59.000]  我在日本那裏
[00:12:59.000 --> 00:13:01.000]  有一個字叫虛方
[00:13:01.000 --> 00:13:04.000]  其實虛方和作假戰勝
[00:13:04.000 --> 00:13:06.000]  是很有關係的
[00:13:06.000 --> 00:13:09.000]  但是如果我們看虛方這個字
[00:13:09.000 --> 00:13:13.000]  會多一點給我們有思考的地方
[00:13:13.000 --> 00:13:15.000]  虛方這個字
[00:13:15.000 --> 00:13:19.000]  其實在舊約一針言特別
[00:13:19.000 --> 00:13:21.000]  神很真誠的
[00:13:21.000 --> 00:13:26.000]  很強調他不喜歡這些罪的
[00:13:26.000 --> 00:13:27.000]  這些惡行的
[00:13:27.000 --> 00:13:29.000]  是有七樣
[00:13:29.000 --> 00:13:31.000]  其中有兩樣就是說
[00:13:31.000 --> 00:13:34.000]  撒謊的舌頭
[00:13:34.000 --> 00:13:37.000]  套謊言的假戰勝
[00:13:37.000 --> 00:13:38.000]  你見到
[00:13:38.000 --> 00:13:41.000]  神就很不喜歡
[00:13:41.000 --> 00:13:43.000]  甚至乎厭惡
[00:13:43.000 --> 00:13:45.000]  人不可以說謊話
[00:13:45.000 --> 00:13:46.000]  大家熟悉聖經
[00:13:46.000 --> 00:13:47.000]  大家都知道
[00:13:47.000 --> 00:13:49.000]  說謊言的父是誰
[00:13:49.000 --> 00:13:51.000]  魔鬼
[00:13:51.000 --> 00:13:54.000]  說謊言的父就是魔鬼
[00:13:54.000 --> 00:13:58.000]  另外除了不可以說謊話之外
[00:13:58.000 --> 00:13:59.000]  原來
[00:13:59.000 --> 00:14:02.000]  漁民這個虛方這個字
[00:14:02.000 --> 00:14:05.000]  也帶有無寧兩可的意思
[00:14:05.000 --> 00:14:06.000]  什麼意思
[00:14:06.000 --> 00:14:10.000]  就是說我們都說一些真話
[00:14:10.000 --> 00:14:14.000]  但是在裡面我們又避重就輕
[00:14:14.000 --> 00:14:16.000]  又說不完
[00:14:16.000 --> 00:14:18.000]  又有一點兜兜轉轉
[00:14:18.000 --> 00:14:20.000]  其實這樣東西都是禁止的
[00:14:20.000 --> 00:14:23.000]  說真話就是說整套的真話
[00:14:23.000 --> 00:14:25.000]  所以當我們這樣去看的時候
[00:14:25.000 --> 00:14:27.000]  我們見到新約的那一杯
[00:14:27.000 --> 00:14:28.000]  耶穌的教導
[00:14:28.000 --> 00:14:31.000]  其實都是承傳了舊約這個誡命的
[00:14:31.000 --> 00:14:32.000]  那裡說
[00:14:32.000 --> 00:14:34.000]  「你們的話是就說是
[00:14:34.000 --> 00:14:36.000]  不是就說不是
[00:14:36.000 --> 00:14:37.000]  若再多說
[00:14:37.000 --> 00:14:40.000]  就是出於那惡者」
[00:14:40.000 --> 00:14:41.000]  很清楚吧
[00:14:41.000 --> 00:14:43.000]  但是我初期回教會的時候
[00:14:43.000 --> 00:14:44.000]  有時候很
[00:14:44.000 --> 00:14:45.000]  為什麼
[00:14:45.000 --> 00:14:47.000]  突然間說一句話的時候
[00:14:47.000 --> 00:14:49.000]  有些弟兄很熟齡的
[00:14:49.000 --> 00:14:50.000]  突然間說一句
[00:14:50.000 --> 00:14:51.000]  是就說是
[00:14:51.000 --> 00:14:52.000]  不是就說不是
[00:14:52.000 --> 00:14:53.000]  搞到我的感覺就是
[00:14:53.000 --> 00:14:55.000]  教會不可以說話
[00:14:55.000 --> 00:14:57.000]  因為說是和不是
[00:14:57.000 --> 00:14:59.000]  但其實不是這個意思
[00:14:59.000 --> 00:15:00.000]  在裡面就是
[00:15:00.000 --> 00:15:03.000]  你要說的話不要無寧兩可
[00:15:03.000 --> 00:15:05.000]  你是說出真話就可以了
[00:15:05.000 --> 00:15:07.000]  不需要兜兜轉轉的
[00:15:07.000 --> 00:15:09.000]  這個是很重要
[00:15:09.000 --> 00:15:11.000]  讓我們看到神的心意
[00:15:11.000 --> 00:15:13.000]  特別是在屬神的群體裡面
[00:15:13.000 --> 00:15:15.000]  所以在當中
[00:15:15.000 --> 00:15:17.000]  聖經也提醒我們
[00:15:17.000 --> 00:15:20.000]  「所以你們要棄絕謊言
[00:15:20.000 --> 00:15:23.000]  各人與論者說實話
[00:15:23.000 --> 00:15:26.000]  因為我們是互相為肢體」
[00:15:26.000 --> 00:15:28.000]  在舊約群體
[00:15:28.000 --> 00:15:29.000]  都是一個屬神的群體
[00:15:29.000 --> 00:15:30.000]  在當中
[00:15:30.000 --> 00:15:33.000]  他們就是要說出真話
[00:15:33.000 --> 00:15:35.000]  屬神在光明中
[00:15:35.000 --> 00:15:38.000]  不可以說謊
[00:15:38.000 --> 00:15:40.000]  同樣我們今天互為肢體
[00:15:40.000 --> 00:15:42.000]  原來有一個很重要的訊息
[00:15:42.000 --> 00:15:44.000]  我們有一個這樣的特質
[00:15:44.000 --> 00:15:47.000]  我們就是會棄絕謊言
[00:15:47.000 --> 00:15:50.000]  我們會說出真話
[00:15:50.000 --> 00:15:54.000]  因為在裡面是造就別人的
[00:15:54.000 --> 00:15:56.000]  另外我們都知道
[00:15:56.000 --> 00:15:58.000]  在《異忽所書》裡面說
[00:15:58.000 --> 00:16:01.000]  我們屬神的人是光明的兒女
[00:16:01.000 --> 00:16:03.000]  所以我們行事為人的時候
[00:16:03.000 --> 00:16:05.000]  就要像光明的兒女
[00:16:05.000 --> 00:16:07.000]  光明兒女所結的果子是什麼呢?
[00:16:07.000 --> 00:16:09.000]  就是一切良事
[00:16:09.000 --> 00:16:11.000]  公義誠實
[00:16:11.000 --> 00:16:13.000]  原來是真的
[00:16:13.000 --> 00:16:15.000]  我們是一群光明的兒女
[00:16:15.000 --> 00:16:18.000]  在我們裡面有這樣的特質
[00:16:18.000 --> 00:16:20.000]  我們要說出真話
[00:16:20.000 --> 00:16:21.000]  誠實的
[00:16:21.000 --> 00:16:25.000]  在我們裡面要有公義
[00:16:25.000 --> 00:16:29.000]  我們不可以掩飾罪惡
[00:16:29.000 --> 00:16:31.000]  在裡面我們就是要
[00:16:31.000 --> 00:16:35.000]  這樣去彰顯神祂自己
[00:16:35.000 --> 00:16:37.000]  透過我們的生命
[00:16:37.000 --> 00:16:40.000]  行在光明之中
[00:16:40.000 --> 00:16:42.000]  所以聖經裡面
[00:16:42.000 --> 00:16:45.000]  它提醒我們
[00:16:45.000 --> 00:16:47.000]  我們需要棄絕謊言
[00:16:47.000 --> 00:16:50.000]  行在光中
