
[00:00:00.000 --> 00:00:02.000]  定題目的時候我想過的
[00:05:11.020 --> 00:05:13.120]  那個時間沒有神的靈引導你
[00:05:13.120 --> 00:05:16.620]  你就不會覺得自己是神的兒女
[00:05:16.620 --> 00:05:18.420]  那神的靈在哪裡?
[00:05:18.420 --> 00:05:19.020]  耶穌基督說
[00:05:19.020 --> 00:05:22.320]  我說的話就是靈 就是生命
[00:05:22.320 --> 00:05:25.020]  所以你有上帝的話要引導你
[00:05:25.020 --> 00:05:27.420]  每個禮拜背一節經文
[00:05:27.420 --> 00:05:29.020]  看來是事小
[00:05:29.020 --> 00:05:32.320]  但是如果一年你背了五十二節
[00:05:32.320 --> 00:05:33.920]  你都要很長時間受
[00:05:33.920 --> 00:05:38.720]  不是很長時間受
[00:05:38.720 --> 00:05:41.220]  要很長時間享受
[00:05:41.220 --> 00:05:45.020]  差一個字差這麼遠
[00:05:45.020 --> 00:05:46.420]  你說不是吧
[00:05:46.420 --> 00:05:47.220]  你試一下
[00:05:47.220 --> 00:05:49.320]  你認真背了
[00:05:49.320 --> 00:05:52.120]  你真的上帝的話藏在心裡面
[00:05:52.120 --> 00:05:54.320]  你遇到任何艱難的時候
[00:05:54.320 --> 00:05:56.220]  遇到任何困擾的時候
[00:05:56.220 --> 00:05:57.720]  你看看那句話
[00:05:57.720 --> 00:05:59.220]  會不會
[00:05:59.220 --> 00:06:00.720]  不要說失驚無神
[00:06:00.720 --> 00:06:04.420]  就會一下子彈出來了
[00:06:04.420 --> 00:06:08.020]  神的靈就是藉著祂的話語來引導我們
[00:06:08.020 --> 00:06:10.520]  不是神的靈像一團火一樣
[00:06:10.520 --> 00:06:12.720]  一下子就發脾氣
[00:06:12.720 --> 00:06:14.820]  神的靈突然間好像怪物一樣
[00:06:14.820 --> 00:06:16.520]  一出來你就變成一個怪人
[00:06:16.520 --> 00:06:17.420]  不是
[00:06:17.420 --> 00:06:19.420]  神的靈是一個壞人
[00:06:19.420 --> 00:06:20.520]  告訴你
[00:06:20.520 --> 00:06:22.020]  你是神兒女
[00:06:22.020 --> 00:06:23.220]  聖經裡面說
[00:06:23.220 --> 00:06:26.320]  你們所受的不是奴僕的心
[00:06:26.320 --> 00:06:28.620]  仍舊害怕
[00:06:28.620 --> 00:06:31.820]  奴僕的心是害怕
[00:06:31.820 --> 00:06:33.220]  如果你留意看
[00:06:33.220 --> 00:06:34.520]  耶穌給的那個比喻
[00:06:34.520 --> 00:06:35.920]  說的那些僕人
[00:06:35.920 --> 00:06:39.320]  祂給五千兩、二千兩、一千兩
[00:06:39.320 --> 00:06:40.920]  一千兩是沒什麼的
[00:06:40.920 --> 00:06:43.320]  但是祂一開口就跟主人說
[00:06:43.320 --> 00:06:46.220]  我害怕你的
[00:06:46.220 --> 00:06:47.020]  沒錯
[00:06:47.020 --> 00:06:50.120]  我們信耶穌是要有敬畏在心
[00:06:50.120 --> 00:06:55.020]  但是這個敬畏和害怕是兩回事
[00:06:55.020 --> 00:06:56.320]  不要整天想著
[00:06:56.320 --> 00:06:57.620]  我不能做這件事
[00:06:57.620 --> 00:07:00.520]  我做這件事上帝會罰我的
[00:07:00.520 --> 00:07:03.820]  可能你從小到大都被人罰
[00:07:03.820 --> 00:07:06.020]  還有你對子女都這樣說 你不要這樣
[00:07:06.020 --> 00:07:09.320]  這樣我就罰你了
[00:07:09.320 --> 00:07:11.320]  你的思想是如是
[00:07:11.320 --> 00:07:13.420]  你的言行是如是
[00:07:13.420 --> 00:07:14.620]  所以你去到神面前
[00:07:14.620 --> 00:07:15.420]  都是害怕著
[00:07:15.420 --> 00:07:16.820]  我不做上帝罰我的
[00:07:16.820 --> 00:07:19.320]  我不奉獻我就會窮
[00:07:19.320 --> 00:07:21.220]  我不為上帝努力做點事
[00:07:21.220 --> 00:07:23.120]  那我就沒用了
[00:07:23.120 --> 00:07:24.620]  No
[00:07:24.620 --> 00:07:27.220]  奴隸的心是害怕的
[00:07:27.220 --> 00:07:30.120]  但是所受是兒子的心
[00:07:30.120 --> 00:07:33.620]  因此我門夫叫阿爸
[00:07:33.620 --> 00:07:35.620]  兒子的心不是害怕的
[00:07:35.620 --> 00:07:37.220]  你想一想
[00:07:37.220 --> 00:07:41.020]  我想你們中間大多數都經歷過
[00:07:41.020 --> 00:07:42.420]  當你的小孩在家裡
[00:07:42.420 --> 00:07:43.720]  你一回來的時候
[00:07:43.720 --> 00:07:46.220]  在外面回家的時候
[00:07:46.220 --> 00:07:47.120]  那個小孩見到你
[00:07:47.120 --> 00:07:48.120]  特別是小小的那些
[00:07:48.120 --> 00:07:50.420]  大的那些就不是沒有
[00:07:50.420 --> 00:07:51.620]  就是不習慣了
[00:07:51.620 --> 00:07:53.320]  已經開始慢慢不同了
[00:07:53.320 --> 00:07:54.420]  小小的那些一見到你回來
[00:07:54.420 --> 00:07:56.520]  馬上他會怎樣?
[00:07:56.520 --> 00:07:59.520]  媽
[00:07:59.520 --> 00:08:01.320]  如果那些父親
[00:08:01.320 --> 00:08:03.920]  真的做到是真正父親的話
[00:08:03.920 --> 00:08:06.220]  那些小孩叫阿爸
[00:08:06.220 --> 00:08:10.320]  爸爸
[00:08:10.320 --> 00:08:11.920]  一定是這樣
[00:08:11.920 --> 00:08:15.920]  除非那個凶神惡煞是惡霸
[00:08:15.920 --> 00:08:19.720]  又或者這個小孩行差踏錯
[00:08:19.720 --> 00:08:23.620]  已經發了家長信
[00:08:23.620 --> 00:08:24.620]  所以他說
[00:08:24.620 --> 00:08:26.820]  兒子的心是父叫阿爸
[00:08:26.820 --> 00:08:29.220]  聖靈與我們的心同正
[00:08:29.220 --> 00:08:30.720]  我們是神的兒女
[00:08:30.720 --> 00:08:32.620]  怕你不肯定
[00:08:32.620 --> 00:08:34.120]  所以聖靈在你的心裡面
[00:08:34.120 --> 00:08:35.320]  給你的肯定
[00:08:35.320 --> 00:08:37.320]  你是神的兒女
[00:08:37.320 --> 00:08:38.720]  既是兒女
[00:08:38.720 --> 00:08:40.420]  便是後製
[00:08:40.420 --> 00:08:42.320]  和基督同作後製
[00:08:42.320 --> 00:08:45.020]  如果我們和他一同受苦
[00:08:45.020 --> 00:08:47.620]  亦必與他一同得榮耀
[00:08:47.620 --> 00:08:48.820]  不單單是兒女
[00:08:48.820 --> 00:08:50.020]  一個名字這麼簡單
[00:08:50.020 --> 00:08:51.320]  不是
[00:08:51.320 --> 00:08:52.920]  他所有豐盛的
[00:08:52.920 --> 00:08:54.020]  恩典的
[00:08:54.020 --> 00:08:56.320]  賞賜的
[00:08:56.320 --> 00:08:58.420]  在基督裡面一切的豐盛
[00:08:58.420 --> 00:09:00.420]  只要你活在基督裡面
[00:09:00.420 --> 00:09:02.820]  耶穌基督所享有的一切
[00:09:02.820 --> 00:09:07.320]  你都可以享有
[00:09:07.320 --> 00:09:08.820]  不過請聽著
[00:09:08.820 --> 00:09:10.520]  這裡講得很清楚
[00:09:10.520 --> 00:09:12.620]  耶穌基督所經歷的一切
[00:09:12.620 --> 00:09:13.720]  你都會經歷
[00:09:13.720 --> 00:09:15.720]  你是害怕的
[00:09:15.720 --> 00:09:17.020]  耶穌基督所享有的一切
[00:09:17.020 --> 00:09:17.720]  你所享有的
[00:09:17.720 --> 00:09:19.620]  當然是開心的
[00:09:19.620 --> 00:09:20.920]  但是耶穌基督要經歷的一切
[00:09:20.920 --> 00:09:21.620]  你要經歷
[00:09:21.620 --> 00:09:23.620]  你不是害怕嗎
[00:09:23.620 --> 00:09:24.820]  害怕的
[00:09:24.820 --> 00:09:27.120]  是不是
[00:09:27.120 --> 00:09:28.620]  基督耶穌已經示範了
[00:09:28.620 --> 00:09:30.820]  你怕什麼
[00:09:30.820 --> 00:09:32.220]  所以這裡已經講明
[00:09:32.220 --> 00:09:34.320]  如果我們和他一同
[00:09:34.320 --> 00:09:36.320]  想得榮耀
[00:09:36.320 --> 00:09:37.720]  你不要忘記
[00:09:37.720 --> 00:09:39.420]  那個經歷苦難
[00:09:39.420 --> 00:09:41.120]  都會有
[00:09:41.120 --> 00:09:43.220]  請放心
[00:09:43.220 --> 00:09:45.720]  神所給人的苦難
[00:09:45.720 --> 00:09:49.020]  是人能夠承擔的
[00:09:49.020 --> 00:09:51.220]  他不會
[00:09:51.220 --> 00:09:53.620]  不會給一些困難
[00:09:53.620 --> 00:09:54.720]  考驗你
[00:09:54.720 --> 00:09:58.020]  是過於你的能力的
[00:09:58.020 --> 00:09:59.220]  是不是
[00:09:59.220 --> 00:10:01.920]  一個父母對子女
[00:10:01.920 --> 00:10:05.120]  明知他只有五歲六歲
[00:10:05.120 --> 00:10:08.420]  你叫他抬一百斤米
[00:10:08.420 --> 00:10:12.020]  這個父親一定是這裡出了問題
[00:10:12.020 --> 00:10:13.520]  神不會給你過癮
[00:10:13.520 --> 00:10:14.820]  所以一會兒會和大家講
[00:10:14.820 --> 00:10:19.620]  為什麼僕人和兒子最大的分別
[00:10:19.620 --> 00:10:21.820]  就是做神的兒子
[00:10:21.820 --> 00:10:23.620]  做神的兒女
[00:10:23.620 --> 00:10:26.920]  是要經考驗
[00:10:26.920 --> 00:10:29.720]  聖經用兩個字很好的
[00:10:29.720 --> 00:10:32.320]  用管教
[00:10:32.320 --> 00:10:34.020]  僕人不是管教
[00:10:34.020 --> 00:10:36.220]  僕人是懲罰
[00:10:36.220 --> 00:10:38.820]  所以上帝不會懲罰他的兒女
[00:10:38.820 --> 00:10:41.520]  但會管教他的兒女
[00:10:41.520 --> 00:10:44.320]  管教的事當時不覺得快樂
[00:10:44.320 --> 00:10:46.220]  你們試過管小孩沒有
[00:10:46.220 --> 00:10:48.120]  試過教小孩沒有
[00:10:48.120 --> 00:10:51.920]  你管他教的時候他開心嗎
[00:10:51.920 --> 00:10:55.020]  請問你是不是很無理取鬧
[00:10:55.020 --> 00:10:56.920]  是自己按照情緒
[00:10:56.920 --> 00:10:59.920]  一碰巧就鬥巴掌
[00:10:59.920 --> 00:11:03.320]  那些父母我們放在一旁
[00:11:03.320 --> 00:11:05.920]  你是一個很有心對子女的話
[00:11:05.920 --> 00:11:07.620]  你想他好的話
[00:11:07.620 --> 00:11:09.720]  當然不一定盡善盡美
[00:11:09.720 --> 00:11:11.220]  但當你要管教的時候
[00:11:11.220 --> 00:11:13.620]  和懲罰是不同的
[00:11:13.620 --> 00:11:16.120]  但如果把懲罰和管教混在一起
[00:11:16.120 --> 00:11:18.920]  弟兄姊妹你的信仰就有問題了
[00:11:18.920 --> 00:11:21.620]  因為神不輕易
[00:11:21.620 --> 00:11:24.320]  也不會在我們今時今日
[00:11:24.320 --> 00:11:26.120]  未經過最後審判的時候
[00:11:26.120 --> 00:11:28.420]  懲罰我們的
[00:11:28.420 --> 00:11:30.820]  但到將來最後審判之後
[00:11:30.820 --> 00:11:32.320]  就沒得說了
[00:11:32.320 --> 00:11:34.920]  那次已經定好了
[00:11:34.920 --> 00:11:37.220]  所以為這個緣故求主讓我們在這裡
[00:11:37.220 --> 00:11:39.820]  今天我們在耶穌基督的恩典裏面
[00:11:39.820 --> 00:11:42.720]  在神的慈愛裏面
[00:11:42.720 --> 00:11:47.620]  到底你是大兒子還是小兒子
[00:11:47.620 --> 00:11:49.920]  我希望兩個兒子都不是
[00:11:49.920 --> 00:11:53.920]  故事不要說第三個
[00:11:53.920 --> 00:11:56.720]  但如果你說大兒子在家裏面
[00:11:56.720 --> 00:11:59.120]  那麼享受到
[00:11:59.120 --> 00:12:00.920]  完全保護了
[00:12:00.920 --> 00:12:04.120]  但你的心態仍然是奴僕的心態
[00:12:04.120 --> 00:12:06.220]  我之所以在家裏
[00:12:06.220 --> 00:12:08.520]  因為我要和你打工
[00:12:08.520 --> 00:12:10.920]  這個心態是大兒子的心態
[00:12:10.920 --> 00:12:13.920]  好 我們看看我們和神的關係
[00:12:13.920 --> 00:12:16.120]  有什麼關係呢
[00:12:16.120 --> 00:12:18.620]  在《創世紀》第一章
[00:12:18.620 --> 00:12:22.020]  這個不是這章
[00:12:22.020 --> 00:12:25.220]  《創世紀》第一章二十六節
[00:12:25.220 --> 00:12:27.320]  當神做人的時候
[00:12:27.320 --> 00:12:29.320]  他說我要照著我的形象
[00:12:29.320 --> 00:12:31.420]  按著我的樣式做人
[00:12:31.420 --> 00:12:32.220]  留心
[00:12:32.220 --> 00:12:34.220]  我們這些字句用出來的時候
[00:12:34.220 --> 00:12:38.120]  我們人活在這個三道空間裏面
[00:12:38.120 --> 00:12:40.820]  我們覺得是有形有體的
[00:12:40.820 --> 00:12:42.420]  但是神說我的形象
[00:12:42.420 --> 00:12:44.820]  按著我的樣式做人的時候
[00:12:44.820 --> 00:12:46.020]  第二十七節說
[00:12:46.020 --> 00:12:49.520]  神要照著自己的形象做人
[00:12:49.520 --> 00:12:52.120]  下面那句你不知道怎麼解釋
[00:12:52.120 --> 00:12:55.620]  乃是照著祂的形象做男做女
[00:12:55.620 --> 00:13:02.720]  到底神是男的形象還是女的形象
[00:13:02.720 --> 00:13:04.020]  所以其實
[00:13:04.020 --> 00:13:07.020]  這是我們神的被造之物
[00:13:07.020 --> 00:13:08.220]  後來有男有女
[00:13:08.220 --> 00:13:09.320]  所以神來說
[00:13:09.320 --> 00:13:10.720]  你說神是不是中性
[00:13:10.720 --> 00:13:11.720]  這是我們人
[00:13:11.720 --> 00:13:15.720]  能夠在我們的知識範圍裏理解
[00:13:15.720 --> 00:13:17.620]  神是超越這一切的
[00:13:17.620 --> 00:13:19.620]  所以神的形象
[00:13:19.620 --> 00:13:23.020]  不是指我們外面所看到的
[00:13:23.020 --> 00:13:24.520]  到底頭髮是黑還是白
[00:13:24.520 --> 00:13:25.420]  是黃的
[00:13:25.420 --> 00:13:26.820]  皮膚是什麼顏色
[00:13:26.820 --> 00:13:27.920]  不是那些
[00:13:27.920 --> 00:13:29.820]  神照著的形象是什麼
[00:13:29.820 --> 00:13:33.120]  神是按照祂的本質
[00:13:33.120 --> 00:13:36.220]  《創世紀》第一章五章第一第二節
[00:13:36.220 --> 00:13:38.420]  亞當的後代記載下面
[00:13:38.420 --> 00:13:40.720]  是照著祂自己的樣式做人
[00:13:40.720 --> 00:13:42.320]  並且做男做女
[00:13:42.320 --> 00:13:43.520]  被祂被造為日子
[00:13:43.520 --> 00:13:44.520]  神賜福給他們
[00:13:44.520 --> 00:13:45.820]  稱他們為人
[00:13:45.820 --> 00:13:48.220]  所以這不是一個性別的問題
[00:13:48.220 --> 00:13:49.720]  而是神按照祂的本質
[00:13:49.720 --> 00:13:51.020]  本質裏面有什麼
[00:13:51.020 --> 00:13:54.620]  神有祂的自由
[00:13:54.620 --> 00:13:56.420]  神有祂的意志
[00:13:56.420 --> 00:13:59.320]  神有祂的真善美
[00:13:59.320 --> 00:14:00.620]  如果說
[00:14:00.620 --> 00:14:03.220]  人愛公義和平慈愛
[00:14:03.220 --> 00:14:05.420]  所有一切
[00:14:05.420 --> 00:14:08.220]  我們能夠今天描繪到的
[00:14:08.220 --> 00:14:09.920]  領受到的
[00:14:09.920 --> 00:14:11.120]  從神而來的話
[00:14:11.120 --> 00:14:13.420]  都是這一切
[00:14:13.420 --> 00:14:15.820]  所以基督徒被造之後
[00:14:15.820 --> 00:14:19.620]  其實不是單單一個樣式
[00:14:19.620 --> 00:14:22.620]  因此東晨創造裏面
[00:14:22.620 --> 00:14:24.420]  有人若要解釋
[00:14:24.420 --> 00:14:26.220]  人是從猿猴變出來的時候
[00:14:26.220 --> 00:14:28.420]  今天是無法解釋的
[00:14:28.420 --> 00:14:31.220]  怎麼可以是猿猴變呢
[00:14:31.220 --> 00:14:32.720]  不是狗變
[00:14:32.720 --> 00:14:35.020]  不是貓變
[00:14:35.020 --> 00:14:37.120]  所以貓狗猿猴被造的時候
[00:14:37.120 --> 00:14:38.520]  就是被造了
[00:14:38.520 --> 00:14:40.720]  但神沒有將祂自己的本質
[00:14:40.720 --> 00:14:42.120]  放在人裏面
[00:14:42.120 --> 00:14:43.320]  最重要的一件事
[00:14:43.320 --> 00:14:48.320]  是神沒有將祂的靈放在人裏面
[00:14:48.320 --> 00:14:50.920]  血氣和靈是不同的
[00:14:50.920 --> 00:14:53.220]  所以當亞當夏娃被造的時候
[00:14:53.220 --> 00:14:54.620]  或者說亞當被造的時候
[00:14:54.620 --> 00:14:56.020]  神向她吹口氣
[00:14:56.020 --> 00:14:57.420]  將她的靈放在裏面
[00:14:57.420 --> 00:14:58.720]  就是將她的永遠
[00:14:58.720 --> 00:15:01.220]  將她的屬性裏面最寶貴的東西
[00:15:01.220 --> 00:15:02.420]  永遠的靈
[00:15:02.420 --> 00:15:03.920]  放在人裏面
[00:15:03.920 --> 00:15:05.520]  不過這個靈
[00:15:05.520 --> 00:15:08.420]  本來是要讓我們
[00:15:08.420 --> 00:15:11.320]  聽到祂的話明白去跟隨
[00:15:11.320 --> 00:15:13.420]  但是亞當夏娃在伊甸園裏面
[00:15:13.420 --> 00:15:16.420]  卻是反叛
[00:15:16.420 --> 00:15:19.620]  或者說用錯了自由選擇
[00:15:19.620 --> 00:15:22.520]  所以沒有遵從神的說話
[00:15:22.520 --> 00:15:24.020]  一沒有遵從的時候
[00:15:24.020 --> 00:15:27.220]  宋世紀第六章第三節就說
[00:15:27.220 --> 00:15:30.720]  神說人既屬乎血氣
[00:15:30.720 --> 00:15:33.420]  沒有了神裏面最寶貴的靈
[00:15:33.420 --> 00:15:37.020]  她說我的靈就不永遠住在她裏面
[00:15:37.020 --> 00:15:39.420]  人就一定要滅亡
[00:15:39.420 --> 00:15:41.920]  不單止滅亡身體就要死
[00:15:41.920 --> 00:15:44.320]  當時就說日子說可到一百二十年
[00:15:44.320 --> 00:15:46.620]  當然這個如果你要查經
[00:15:46.620 --> 00:15:47.920]  去再推
[00:15:47.920 --> 00:15:50.920]  再考究的話是另外一個話題
[00:15:50.920 --> 00:15:53.020]  所以人既然屬乎血氣
[00:15:53.020 --> 00:15:55.220]  只是說有外面上這些東西
[00:15:55.220 --> 00:15:57.820]  沒有了裏面的靈的時候
[00:15:57.820 --> 00:15:59.420]  那怎麼辦?
[00:15:59.420 --> 00:16:02.120]  人就只有等滅亡等死亡
[00:16:02.120 --> 00:16:04.820]  所以滅亡死亡的臨到人
[00:16:04.820 --> 00:16:08.020]  這個現象在伊甸園的時候
[00:16:08.020 --> 00:16:11.020]  亞當夏娃是誤中了
[00:16:11.020 --> 00:16:12.820]  或者錯用了自由
[00:16:12.820 --> 00:16:16.020]  於是被魔鬼圈套了他們
[00:16:16.020 --> 00:16:18.120]  你做些不做些
[00:16:18.120 --> 00:16:19.720]  聽些不聽些
[00:16:19.720 --> 00:16:23.020]  你喜歡怎樣做就怎樣做
[00:16:23.020 --> 00:16:25.720]  這些這樣的說話
[00:16:25.720 --> 00:16:28.220]  令到他們中了這個圈套
[00:16:28.220 --> 00:16:31.320]  於是神的靈就離開他們
[00:16:31.320 --> 00:16:34.220]  神的靈要給人的時候是要管制人的
[00:16:34.220 --> 00:16:35.820]  真的要管制人的
[00:16:35.820 --> 00:16:38.220]  但是人偏偏不肯給這個管制
[00:16:38.220 --> 00:16:40.220]  不肯服於整個說話
[00:16:40.220 --> 00:16:41.820]  管制就變成人沒有自由
[00:16:41.820 --> 00:16:42.720]  不是的
[00:16:42.720 --> 00:16:44.020]  你看亞當夏娃犯罪的時候
[00:16:44.020 --> 00:16:45.720]  神仍然給自由的選擇
[00:16:45.720 --> 00:16:48.620]  你要怎樣做就怎樣做
[00:16:48.620 --> 00:16:49.620]  好了
[00:16:49.620 --> 00:16:51.520]  既然人犯罪之後
[00:16:51.520 --> 00:16:55.320]  人就已經沒有了這個永遠的靈在裏面
[00:16:55.320 --> 00:16:59.120]  神就在人中間不斷去揀選
