
[00:00:00.000 --> 00:00:01.440]  我們同心得流祈禱,好嗎?
[00:01:14.200 --> 00:01:16.400]  我們有的盈餘我們獻上感謝
[00:01:16.400 --> 00:01:18.880]  在未來這一年2024年
[00:01:18.880 --> 00:01:23.680]  主要我們的預算會比較多一點
[00:01:23.680 --> 00:01:26.560]  主要我們知道你自己是忠心
[00:01:26.560 --> 00:01:28.400]  來去恭迎我們的神
[00:01:28.400 --> 00:01:30.880]  繼續幫助我們讓我們成長
[00:01:30.880 --> 00:01:35.280]  讓我們的教會能夠去拓展更多更多的工作
[00:01:35.280 --> 00:01:36.920]  使更多人來認識你
[00:01:36.920 --> 00:01:39.400]  使更多人在你的道裡面能夠扎根
[00:01:39.400 --> 00:01:41.080]  主要感謝你給我們這個角色
[00:01:41.080 --> 00:01:42.800]  同樣的我們為了我們每一位
[00:01:42.800 --> 00:01:44.800]  我們在我們生活當中
[00:01:44.800 --> 00:01:47.560]  主要我們求你的愛和恩典和你的平安
[00:01:47.560 --> 00:01:48.960]  你自己的國度臨到
[00:01:48.960 --> 00:01:50.600]  在我們自己的生命當中
[00:01:50.600 --> 00:01:51.560]  我們的職場
[00:01:51.560 --> 00:01:52.840]  我們的家庭
[00:01:52.840 --> 00:01:54.960]  我們的每一個角色
[00:01:54.960 --> 00:01:59.520]  能夠去有一個的使命
[00:01:59.520 --> 00:02:01.120]  來去將你自己的愛
[00:02:01.120 --> 00:02:03.280]  將你的福音來分享
[00:02:03.280 --> 00:02:05.920]  主要為了我們中間有的提醒姐妹
[00:02:05.920 --> 00:02:08.520]  我們可能有一些的難處
[00:02:08.520 --> 00:02:10.720]  或者身體的軟弱
[00:02:10.720 --> 00:02:14.280]  主要我們都求你來去賜給
[00:02:14.280 --> 00:02:15.600]  每一位能夠平安
[00:02:15.600 --> 00:02:17.640]  主要特別為了剛剛那個星期
[00:02:17.640 --> 00:02:19.320]  Phoebe是有一個嚴重的車禍
[00:02:19.320 --> 00:02:22.600]  主要我們都去感謝你去保守她
[00:02:22.600 --> 00:02:24.480]  她身體都需要休息的
[00:02:24.480 --> 00:02:26.960]  主要我們求你都去給她有好的優養
[00:02:26.960 --> 00:02:30.600]  也都讓我們在這個嚴寒的冬天裡面
[00:02:30.600 --> 00:02:33.640]  我們不單止我們的出入
[00:02:33.640 --> 00:02:37.800]  我們的出入我們能夠有智慧
[00:02:37.800 --> 00:02:39.160]  也都能夠有平安
[00:02:39.160 --> 00:02:40.320]  同樣在這個冬天裡面
[00:02:40.320 --> 00:02:41.800]  我們照顧我們身邊的人
[00:02:41.800 --> 00:02:43.680]  無論我們家人或者我們的鄰舍
[00:02:43.680 --> 00:02:47.160]  讓我們在這個社區裡面能夠為你發光
[00:02:47.160 --> 00:02:51.400]  為了一些可能是無家者
[00:02:51.400 --> 00:02:56.480]  在街上他們要過一些嚴寒的時間
[00:02:56.480 --> 00:02:57.800]  主要我們求你都去保護他們
[00:02:57.800 --> 00:02:59.240]  特別我們在之後過的裡面
[00:02:59.240 --> 00:03:03.960]  有很多的民眾在街頭上露宿
[00:03:03.960 --> 00:03:08.240]  主要我們求你都去供應他們
[00:03:08.240 --> 00:03:10.280]  還有去憐憫他們
[00:03:10.280 --> 00:03:13.040]  主要我們都將到我們以下的時間
[00:03:13.040 --> 00:03:13.680]  我們交託
[00:03:13.680 --> 00:03:15.280]  願主你自己
[00:03:15.280 --> 00:03:17.800]  藉著你自己的聖道來做一次對我們講說話
[00:03:17.800 --> 00:03:18.920]  願我們講心明色理
[00:03:18.920 --> 00:03:21.160]  祈禱奉主明
[00:03:21.160 --> 00:03:22.440]  好各位電影節目好
[00:03:22.440 --> 00:03:24.400]  在這個2024年
[00:03:24.400 --> 00:03:26.240]  我終於回到這個系列
[00:03:26.240 --> 00:03:27.320]  Gas Providence
[00:03:27.320 --> 00:03:29.400]  因為上年我們講了三堂
[00:03:29.400 --> 00:03:30.840]  這個Gas Providence發生什麼事
[00:03:30.840 --> 00:03:32.040]  記不記得
[00:03:32.040 --> 00:03:33.600]  就是耳巴衝突是吧
[00:03:33.600 --> 00:03:35.480]  耳巴衝突又衝突了幾個星期
[00:03:35.480 --> 00:03:36.680]  現在都還沒完
[00:03:36.680 --> 00:03:38.360]  越搞越大
[00:03:38.360 --> 00:03:40.520]  我原本打算5月去以色列
[00:03:40.520 --> 00:03:41.640]  但已經約好了
[00:03:41.640 --> 00:03:43.400]  可能還是去不了
[00:03:43.400 --> 00:03:46.240]  因為你如果看到一些新聞的話
[00:03:46.240 --> 00:03:49.080]  你知道那個戰火
[00:03:49.080 --> 00:03:52.360]  已經蔓延到以色列北邊的Haspera
[00:03:52.360 --> 00:03:54.640]  南邊你可能收到一些消息
[00:03:54.640 --> 00:03:57.560]  在紅海附近那些叫什麼
[00:03:57.560 --> 00:03:59.040]  Hoovers
[00:03:59.040 --> 00:04:01.280]  Hoovers在雅門
[00:04:01.280 --> 00:04:06.520]  那裡有不同的襲擊攻擊等等
[00:04:06.520 --> 00:04:08.720]  在Syria等等不同地方
[00:04:08.720 --> 00:04:10.680]  所以我都沒打過很大的問號
[00:04:10.680 --> 00:04:12.440]  5月尾可不可以去到呢
[00:04:12.440 --> 00:04:15.520]  我希望這個戰火能夠快點完結
[00:04:15.520 --> 00:04:18.320]  因為最主要不是我可不可以去
[00:04:18.320 --> 00:04:21.920]  最主要是平民百姓和婦女兒女
[00:04:21.920 --> 00:04:25.320]  很多小朋友因為戰火的緣故
[00:04:25.320 --> 00:04:28.920]  受到很大的影響
[00:04:28.920 --> 00:04:31.440]  願上帝去憐憫的地方
[00:04:31.440 --> 00:04:33.320]  因為耳巴的緣故
[00:04:33.320 --> 00:04:35.320]  所以就停了上帝庇護
[00:04:35.320 --> 00:04:38.640]  上帝的Providence的Syria
[00:04:38.640 --> 00:04:39.960]  然後就聖誕節
[00:04:39.960 --> 00:04:40.960]  過年等等
[00:04:40.960 --> 00:04:43.240]  然後開年等等
[00:04:43.240 --> 00:04:44.360]  我們回到這裡
[00:04:44.360 --> 00:04:47.600]  就是講到上帝的Providence
[00:04:47.600 --> 00:04:48.640]  第四堂
[00:04:48.640 --> 00:04:51.600]  我打算講完這一堂再講多一堂
[00:04:51.600 --> 00:04:53.640]  就完結一個約瑟的故事
[00:04:53.640 --> 00:04:57.920]  我都不太想中斷了
[00:04:57.920 --> 00:05:00.480]  未完結就由它
[00:05:00.480 --> 00:05:02.480]  我希望能夠跟進
[00:05:02.480 --> 00:05:04.680]  這裡講到Providence是什麼
[00:05:04.680 --> 00:05:07.240]  在聖經裡面一個很清楚的教導
[00:05:07.240 --> 00:05:10.000]  教導我們上帝自己的本性是怎樣
[00:05:10.000 --> 00:05:12.480]  並且這個教導不是一些抽空的教導
[00:05:12.480 --> 00:05:14.680]  是跟我們生命每一步
[00:05:14.680 --> 00:05:16.720]  我們人生每一步都是實用的
[00:05:16.720 --> 00:05:18.680]  因為人生裡面你想想
[00:05:18.680 --> 00:05:21.200]  我們總是會覺得
[00:05:21.200 --> 00:05:23.240]  就算你不是信耶穌
[00:05:23.240 --> 00:05:27.040]  你都會覺得世事的發生
[00:05:27.040 --> 00:05:30.160]  或者生命裡面遇見的人事物
[00:05:30.160 --> 00:05:33.040]  有時候會使我們感到無奈
[00:05:33.040 --> 00:05:38.480]  是我們不能夠去控制的
[00:05:38.480 --> 00:05:43.080]  即使你的人格是比較樂觀的
[00:05:43.080 --> 00:05:44.840]  有誰是比較樂觀的
[00:05:44.840 --> 00:05:47.560]  天跌下來當被蓋的人
[00:05:47.560 --> 00:05:49.000]  即使你是樂觀的人
[00:05:49.000 --> 00:05:50.120]  你都會覺得
[00:05:50.120 --> 00:05:52.960]  生命裡面很多時候真的失控
[00:05:52.960 --> 00:05:54.880]  無論是港大的政局也好
[00:05:54.880 --> 00:05:57.840]  或者我們自己人生的經歷也好
[00:05:57.840 --> 00:05:59.480]  所以聖經裡面告訴我們
[00:05:59.480 --> 00:06:02.520]  我們知道這個教導的時候
[00:06:02.520 --> 00:06:05.120]  可不可以給我們多一點的平安
[00:06:05.120 --> 00:06:06.480]  多一點的盼望
[00:06:06.480 --> 00:06:08.800]  讓我們能夠有一些目標去走
[00:06:08.800 --> 00:06:12.320]  所以要明白上帝庇護的教導的時候
[00:06:12.320 --> 00:06:14.640]  我們知道在你人生裡面
[00:06:14.640 --> 00:06:16.720]  背後是有一個總指揮
[00:06:16.720 --> 00:06:18.360]  有一個導導人
[00:06:18.360 --> 00:06:20.080]  他是在幫你
[00:06:20.080 --> 00:06:22.440]  以及他是安排了一切
[00:06:22.440 --> 00:06:25.280]  縱使你現在覺得失望
[00:06:25.280 --> 00:06:27.600]  但是一切都在主自己的帶領
[00:06:27.600 --> 00:06:30.400]  以及在向著他自己的計劃
[00:06:30.400 --> 00:06:33.840]  這個就是約瑟的故事的中心
[00:06:33.840 --> 00:06:35.280]  就是講到Providence
[00:06:35.280 --> 00:06:38.160]  我們來看一看在三十七章開始的
[00:06:38.160 --> 00:06:39.040]  約瑟的故事
[00:06:39.040 --> 00:06:40.640]  當時他是十七歲
[00:06:40.640 --> 00:06:42.920]  你記得他穿彩衣那個
[00:06:42.920 --> 00:06:46.200]  那個是被瓦割家父
[00:06:46.200 --> 00:06:49.240]  去到天外的兒子
[00:06:49.240 --> 00:06:50.480]  排第十一
[00:06:50.480 --> 00:06:54.160]  他就因為兄弟對他不滿
[00:06:54.160 --> 00:06:56.040]  或者對他嫉妒
[00:06:56.040 --> 00:06:58.080]  就將他賣到埃及
[00:06:58.080 --> 00:07:00.120]  死不去就將他賣到埃及
[00:07:00.120 --> 00:07:01.960]  然後三十八章有一個小小插曲
[00:07:01.960 --> 00:07:03.760]  講到猶大和他媽的故事
[00:07:03.760 --> 00:07:05.400]  這裡有一點復筆
[00:07:05.400 --> 00:07:08.600]  就是將來猶大會不會成為主角
[00:07:08.600 --> 00:07:09.160]  怎樣也好
[00:07:09.160 --> 00:07:11.000]  到了三十九章就講回
[00:07:11.000 --> 00:07:15.960]  約瑟在埃及波提法的家
[00:07:15.960 --> 00:07:17.600]  是一個官的家
[00:07:17.600 --> 00:07:19.640]  那裡他就被誣告
[00:07:19.640 --> 00:07:23.240]  波提法的妻子去到引誘他
[00:07:23.240 --> 00:07:28.040]  然後他就保守著他的誠信
[00:07:28.040 --> 00:07:31.320]  但是因為這樣的緣故他就受苦
[00:07:31.320 --> 00:07:33.200]  然後到了第四十章
[00:07:33.200 --> 00:07:35.320]  就是他被監禁
[00:07:35.320 --> 00:07:37.880]  不僅是這樣
[00:07:37.880 --> 00:07:43.640]  再壞一點 到了第四十章就在監獄裡坐牢
[00:07:43.640 --> 00:07:45.840]  然後他就解了兩個夢
[00:07:45.840 --> 00:07:48.800]  一個施酒長和施善長的夢
[00:07:48.800 --> 00:07:51.240]  誰知道那個施酒長就忘記了他
[00:07:51.240 --> 00:07:52.560]  沒有報應給他
[00:07:52.560 --> 00:07:55.360]  所以他也留在監獄裡
[00:07:55.360 --> 00:07:58.400]  結果過了兩年
[00:07:58.400 --> 00:08:00.560]  法老就發夢了
[00:08:00.560 --> 00:08:04.280]  然後那些法老的內閣就不能夠將他解夢
[00:08:04.280 --> 00:08:05.120]  不知道發生什麼事
[00:08:05.120 --> 00:08:07.200]  誰知道就記起這個藥室
[00:08:07.200 --> 00:08:09.160]  然後將他在監獄裡
[00:08:09.160 --> 00:08:13.280]  終於去reversal令他提起上來了
[00:08:13.280 --> 00:08:14.160]  讓他出監
[00:08:14.160 --> 00:08:15.960]  然後他解了法老的夢
[00:08:15.960 --> 00:08:18.280]  就是兩個七年的夢 你記得嗎
[00:08:18.280 --> 00:08:20.320]  兩個七年的夢
[00:08:20.320 --> 00:08:23.440]  就是講到七年的豐年會到
[00:08:23.440 --> 00:08:28.080]  豐年之後就是七年的荒年
[00:08:28.080 --> 00:08:30.760]  當時藥室是三十歲
[00:08:30.760 --> 00:08:33.960]  所以你算一下十七歲至三十歲
[00:08:33.960 --> 00:08:38.240]  生命裡面一路走下坡一路走下坡
[00:08:38.240 --> 00:08:40.200]  一坡未平 一坡又起
[00:08:40.200 --> 00:08:41.920]  接著到了三十歲的時候
[00:08:41.920 --> 00:08:44.160]  他才被剃拔
[00:08:44.160 --> 00:08:48.160]  然後成為了埃及的大官
[00:08:48.160 --> 00:08:51.600]  那麼這個七年豐年之前
[00:08:51.600 --> 00:08:53.680]  還是豐年的時候
[00:08:53.680 --> 00:08:55.480]  藥室發生了什麼事呢
[00:08:55.480 --> 00:08:57.320]  四十一章四十五節
[00:08:57.320 --> 00:09:00.280]  法老將他提升了之後
[00:09:00.280 --> 00:09:02.080]  將他成為大官
[00:09:02.080 --> 00:09:04.320]  法老就給藥室起名叫做
[00:09:04.320 --> 00:09:08.160]  薩法拿達巴內瓦
[00:09:08.160 --> 00:09:10.120]  哇 真的難
[00:09:10.120 --> 00:09:11.200]  給他這樣的名字
[00:09:11.200 --> 00:09:13.000]  藥室不就好了
[00:09:13.000 --> 00:09:17.680]  由將安成的祭司波提菲拉的女兒
[00:09:17.680 --> 00:09:20.640]  亞西蘭 Esna
[00:09:20.640 --> 00:09:22.680]  賜給他為妻
[00:09:22.680 --> 00:09:27.200]  藥室在埃及王法老面前事立的時候
[00:09:27.200 --> 00:09:29.520]  是年三十歲
[00:09:29.520 --> 00:09:30.280]  接著五十節
[00:09:30.280 --> 00:09:32.000]  豐年未到以先
[00:09:32.000 --> 00:09:33.520]  安成的祭司
[00:09:33.520 --> 00:09:34.400]  不說他的名字
[00:09:34.400 --> 00:09:36.560]  他的女兒叫做亞西蘭
[00:09:36.560 --> 00:09:39.760]  就為藥室生了兩個兒子
[00:09:39.760 --> 00:09:42.760]  藥室就為他長子起名叫做馬拉西
[00:09:42.760 --> 00:09:44.720]  因為他說上帝使我忘記了
[00:09:44.720 --> 00:09:48.600]  一切受苦和我父親的全家
[00:09:48.600 --> 00:09:49.600]  五十二節
[00:09:49.600 --> 00:09:52.400]  為他第二個兒子起名叫做以法年
[00:09:52.400 --> 00:09:56.960]  因為他說上帝使我在受苦的地方昌盛
[00:09:56.960 --> 00:10:00.360]  我這裡想說的是在我們第一講的時候
[00:10:00.360 --> 00:10:03.800]  我們講上帝的聖經
[00:10:03.800 --> 00:10:05.640]  很多時候去講一些教義
[00:10:05.640 --> 00:10:06.960]  一些教導的時候
[00:10:06.960 --> 00:10:11.120]  不是好像我們西方的那種
[00:10:11.120 --> 00:10:14.720]  就是列出了point form那樣的
[00:10:14.720 --> 00:10:16.640]  不是那種抽空的講的
[00:10:16.640 --> 00:10:21.320]  而希伯來的聖經很多時候是用故事的方法
[00:10:21.320 --> 00:10:22.520]  好像劇集那樣
[00:10:22.520 --> 00:10:26.360]  來告訴你一些背後的教義
[00:10:26.360 --> 00:10:28.760]  一些上帝的本性
[00:10:28.760 --> 00:10:31.000]  是用故事來去表達的
[00:10:31.000 --> 00:10:34.800]  所以我們要懂得去讀希伯來聖經的故事
[00:10:34.800 --> 00:10:35.560]  怎樣讀法呢
[00:10:35.560 --> 00:10:37.120]  因為很多時候我們打開聖經
[00:10:37.120 --> 00:10:40.600]  無論我們小組一起研讀聖經
[00:10:40.600 --> 00:10:42.320]  或者我們自己去看聖經的時候
[00:10:42.320 --> 00:10:43.400]  想起聖經的時候
[00:10:43.400 --> 00:10:44.840]  很多時候我們看到聖經的故事
[00:10:44.840 --> 00:10:45.840]  一些敘述的時候
[00:10:45.840 --> 00:10:46.800]  narrative
[00:10:46.800 --> 00:10:49.160]  我們就很自然我們就會說
[00:10:49.160 --> 00:10:50.600]  留意裡面的角色
[00:10:50.600 --> 00:10:52.440]  裡面所作所行
[00:10:52.440 --> 00:10:53.760]  有什麼榜樣
[00:10:53.760 --> 00:10:56.200]  有什麼反面教材等等
[00:10:56.200 --> 00:10:57.440]  這些都可能是重要的
[00:10:57.440 --> 00:10:59.320]  但是最重要的我想告訴你
[00:10:59.320 --> 00:11:00.960]  要懂得看聖經的話
[00:11:00.960 --> 00:11:02.320]  就要明白
[00:11:02.320 --> 00:11:06.440]  最主要其實不是那個角色所言所行
[00:11:06.440 --> 00:11:08.760]  不是那個人不是做了什麼
[00:11:08.760 --> 00:11:10.520]  而是那個旁白
[00:11:10.520 --> 00:11:13.040]  想藉著那個故事想講什麼
[00:11:13.040 --> 00:11:14.720]  你有沒有留意到我講什麼
[00:11:14.720 --> 00:11:16.520]  我們知道阿哥經常有些show看
[00:11:16.520 --> 00:11:18.840]  有沒有去看過一些戲劇
[00:11:18.840 --> 00:11:21.560]  或者那些音樂劇等等
[00:11:21.560 --> 00:11:23.120]  舞台劇那些
[00:11:23.120 --> 00:11:25.120]  舞台劇就是那個角色
[00:11:25.120 --> 00:11:30.080]  在台上跟你表達了整個的信息
[00:11:30.080 --> 00:11:31.120]  你看舞台劇的時候
[00:11:31.120 --> 00:11:33.720]  留意一下那些角色在做什麼
[00:11:33.720 --> 00:11:36.920]  但是那個導演是不在的
[00:11:36.920 --> 00:11:40.040]  也沒有旁白來做那個媒介
[00:11:40.040 --> 00:11:41.000]  但是希伯來聖經
[00:11:41.000 --> 00:11:42.400]  希伯來聖經就是不同
[00:11:42.400 --> 00:11:43.400]  希伯來聖經很多時候
[00:11:43.400 --> 00:11:45.080]  那個主角是我們沒有留意的
[00:11:45.080 --> 00:11:46.560]  就是那個narrative
[00:11:46.560 --> 00:11:48.360]  那個旁白
[00:11:48.360 --> 00:11:49.880]  就好像你看這段聖經那樣
[00:11:49.880 --> 00:11:51.440]  那個旁白跟你說話
[00:11:51.440 --> 00:11:53.120]  不是約瑟在那裡生孩子
[00:11:53.120 --> 00:11:55.360]  在產房那裡做了什麼
[00:11:55.360 --> 00:11:58.760]  他沒有任何的對話
[00:11:58.760 --> 00:12:00.640]  不過那個旁白現在告訴你
[00:12:00.640 --> 00:12:02.400]  發生了什麼事情
[00:12:02.400 --> 00:12:04.360]  所以你留意那個旁白想做什麼
[00:12:04.360 --> 00:12:05.520]  怎麼刻劃那個角色
[00:12:05.520 --> 00:12:07.160]  以及他的際遇的時候
[00:12:07.160 --> 00:12:09.120]  直到這個故事
[00:12:09.120 --> 00:12:10.840]  那個旁白是那個主角
[00:12:10.840 --> 00:12:14.480]  去告訴你上帝是怎麼樣的
[00:12:14.480 --> 00:12:18.600]  去告訴你上帝的說話
[00:12:18.600 --> 00:12:19.520]  上帝的本性
[00:12:19.520 --> 00:12:21.440]  就好像看這段聖經那樣
[00:12:21.440 --> 00:12:23.720]  你看我highlight所有的東西
[00:12:23.720 --> 00:12:25.480]  什麼意思
[00:12:25.480 --> 00:12:27.840]  你看約瑟是一個怎樣的人
[00:12:27.840 --> 00:12:29.920]  當他受苦了很多次之後
[00:12:29.920 --> 00:12:32.920]  到他被提升成為埃及的大官
[00:12:32.920 --> 00:12:34.840]  這段旁白告訴我們
[00:12:34.840 --> 00:12:38.560]  法老將他的名字去到改了
[00:12:38.560 --> 00:12:39.840]  那個很長很長的名字
[00:12:39.840 --> 00:12:43.600]  薩法納特巴萊雅
[00:12:43.600 --> 00:12:44.160]  什麼意思
[00:12:44.160 --> 00:12:45.840]  在埃及文
[00:12:45.840 --> 00:12:47.280]  大概意思就是說
[00:12:47.280 --> 00:12:49.760]  上帝說了話
[00:12:49.760 --> 00:12:52.560]  上帝給他存活
[00:12:52.560 --> 00:12:53.720]  或者上帝祝福他
[00:12:53.720 --> 00:12:55.160]  這樣的意思
[00:12:55.160 --> 00:12:57.800]  就是他有一個完全埃及的名字
[00:12:57.800 --> 00:13:01.080]  安城的祭司
[00:13:01.080 --> 00:13:03.760]  或者那個Greek的city name
[00:13:03.760 --> 00:13:06.600]  就叫做Hilopolis
[00:13:06.600 --> 00:13:09.800]  太陽神的城市
[00:13:09.800 --> 00:13:14.320]  就是說一個外邦的埃及的宗教的中心
[00:13:14.320 --> 00:13:15.400]  那裡有個祭司
[00:13:15.400 --> 00:13:18.080]  將他的女兒許配給他
[00:13:18.080 --> 00:13:22.040]  這就是一個正正式式百分之一百的埃及人
[00:13:22.040 --> 00:13:23.280]  所以你想想
[00:13:23.280 --> 00:13:25.400]  在描述這個約瑟
[00:13:25.400 --> 00:13:27.680]  已經不像一個希伯利人
[00:13:27.680 --> 00:13:29.840]  是一個埃及人
[00:13:29.840 --> 00:13:32.480]  他的妻子是那個祭司的女兒
[00:13:32.480 --> 00:13:35.840]  亞西勒
[00:13:35.840 --> 00:13:37.480]  亞西勒 Esnaf
[00:13:37.480 --> 00:13:39.480]  翻譯出來
[00:13:39.480 --> 00:13:40.160]  意思就是說
[00:13:40.160 --> 00:13:42.320]  She who belongs to Nath
[00:13:42.320 --> 00:13:44.960]  Nath是一個女兒的神明
[00:13:44.960 --> 00:13:46.600]  埃及的女兒神明
[00:13:46.600 --> 00:13:50.600]  就是說一個完完全全的外邦的女子
[00:13:50.600 --> 00:13:51.640]  然後她生了兩個兒子
[00:13:51.640 --> 00:13:53.200]  第一個兒子叫什麼名字
[00:13:53.200 --> 00:13:54.760]  Manasa
[00:13:54.760 --> 00:13:58.400]  Manasa的意思就是說忘記
[00:13:58.400 --> 00:14:00.280]  遺忘的意思
[00:14:00.280 --> 00:14:02.520]  Forget it
[00:14:02.520 --> 00:14:03.920]  我們已經年紀大了
[00:14:03.920 --> 00:14:05.360]  經常都沒有記性
[00:14:05.360 --> 00:14:07.160]  我老婆就罵我怎麼罵
[00:14:07.160 --> 00:14:09.280]  馬來西亞你
[00:14:09.280 --> 00:14:11.080]  你很馬來西亞
[00:14:11.080 --> 00:14:11.600]  就是這個意思
[00:14:11.600 --> 00:14:12.880]  Forget
[00:14:12.880 --> 00:14:14.880]  我們可以forget一些好的東西
[00:14:14.880 --> 00:14:16.800]  你都可以forget一些不好的東西
[00:14:16.800 --> 00:14:17.440]  他這裡說什麼
[00:14:17.440 --> 00:14:19.440]  說上帝使我忘記我的父家
[00:14:19.440 --> 00:14:21.560]  和我一起的群婦
[00:14:21.560 --> 00:14:22.520]  Ephraim
[00:14:22.520 --> 00:14:24.120]  以法年
[00:14:24.120 --> 00:14:25.240]  就是昌盛的意思
[00:14:25.240 --> 00:14:26.920]  就是在外地的地方
[00:14:26.920 --> 00:14:28.000]  一個異地的地方
[00:14:28.000 --> 00:14:29.360]  現在我落地生根了
[00:14:29.360 --> 00:14:30.600]  能夠昌盛
[00:14:30.600 --> 00:14:31.440]  約瑟是一個怎樣的人
[00:14:31.440 --> 00:14:32.480]  是完完全全的
[00:14:32.480 --> 00:14:33.400]  一個Egyptian
[00:14:33.400 --> 00:14:34.800]  一個Akham
[00:14:34.800 --> 00:14:36.280]  已經洗了底
[00:14:36.280 --> 00:14:37.400]  亞國家
[00:14:37.400 --> 00:14:38.920]  以色列人的身份
[00:14:38.920 --> 00:14:39.840]  希伯人的身份
[00:14:39.840 --> 00:14:41.480]  全部已經洗清了
[00:14:41.480 --> 00:14:43.600]  這個時候
[00:14:43.600 --> 00:14:45.120]  就是說以往
[00:14:45.120 --> 00:14:46.360]  上帝有的夢
[00:14:46.360 --> 00:14:48.800]  上帝有的計劃的彰顯
[00:14:48.800 --> 00:14:50.760]  似乎這個情況
[00:14:50.760 --> 00:14:51.960]  這個時間
[00:14:51.960 --> 00:14:54.800]  已經forget了
[00:14:54.800 --> 00:14:56.680]  已經沒有了
[00:14:56.680 --> 00:14:59.200]  但是故事當然不會是這樣
[00:14:59.200 --> 00:15:01.320]  希伯來聖經的記者
[00:15:01.320 --> 00:15:03.040]  就告訴我發生什麼事
[00:15:03.040 --> 00:15:05.000]  就到四十二章
[00:15:05.000 --> 00:15:06.960]  四十二章你看到嗎
[00:15:06.960 --> 00:15:08.680]  就怎麼知道有饑荒發生
[00:15:08.680 --> 00:15:10.000]  是不是
[00:15:10.000 --> 00:15:11.360]  饑荒發生
[00:15:11.360 --> 00:15:15.080]  有些什麼去繼續推進上帝的計劃
[00:15:15.080 --> 00:15:16.560]  因為饑荒太大了
[00:15:16.560 --> 00:15:18.680]  影響不單止是埃及
[00:15:18.680 --> 00:15:20.240]  影響了加林地
[00:15:20.240 --> 00:15:21.880]  加林地有誰
[00:15:21.880 --> 00:15:24.080]  就是約瑟的本家
[00:15:24.080 --> 00:15:27.120]  亞國和他那十一個兒子
[00:15:27.120 --> 00:15:28.800]  還在那裡
[00:15:28.800 --> 00:15:30.760]  所以四十二章開始就交代
[00:15:30.760 --> 00:15:34.040]  他們要下去埃及釘糧
[00:15:34.040 --> 00:15:35.520]  去拿糧
[00:15:35.520 --> 00:15:38.920]  亞國就說
[00:15:38.920 --> 00:15:40.960]  你十兄弟不如你們下去吧
[00:15:40.960 --> 00:15:43.760]  但是就減了辯雅文
[00:15:43.760 --> 00:15:45.680]  就不要給辯雅文去
[00:15:45.680 --> 00:15:47.960]  於是發生了很多事情之後
[00:15:47.960 --> 00:15:50.960]  在埃及一次釘糧的旅程裡面
[00:15:50.960 --> 00:15:52.160]  結束的時候
[00:15:52.160 --> 00:15:56.720]  第二兒子西面就被扣留在埃及
[00:15:56.720 --> 00:15:58.400]  然後四十三章就說到第二次
[00:15:58.400 --> 00:16:01.680]  他們下去埃及取糧
[00:16:01.680 --> 00:16:04.280]  我們試一試看第四十二章
[00:16:04.280 --> 00:16:06.640]  四十二章我們只是outline的告訴你
[00:16:06.640 --> 00:16:08.480]  頭五節就說到亞國
[00:16:08.480 --> 00:16:11.120]  亞國就說大哥我們現在沒有東西吃
