
[00:00:00.000 --> 00:00:05.540]  今天跟大家分享的課題就是受苦之中的矛盾
[00:01:41.940 --> 00:01:44.200]  這個榮耀如果你讀象復音就知道
[00:01:44.200 --> 00:01:46.200]  是知道祂受死
[00:01:46.200 --> 00:01:49.520]  十字架是一個羞辱 祂甚至會有掙扎
[00:01:49.520 --> 00:01:51.860]  應不應該走上十字架的道路
[00:01:51.860 --> 00:01:55.180]  但是祂又覺得這個榮耀這個氣不是矛盾嗎?
[00:01:55.180 --> 00:01:56.420]  好了 我們來看看
[00:01:56.420 --> 00:02:02.200]  原來在這裡羞辱和榮耀是同時出現的
[00:02:02.200 --> 00:02:04.940]  我們先來看一段聖經
[00:02:04.940 --> 00:02:09.220]  就是在菲勒比書第二章的第五到第八節
[00:02:09.220 --> 00:02:12.100]  「你們多以揭動耶穌的心為心
[00:02:12.100 --> 00:02:14.100]  他本有神的形象
[00:02:14.100 --> 00:02:17.100]  不以自己與神同等為強奪的
[00:02:17.100 --> 00:02:19.900]  反倒虛己 取了奴僕的形象
[00:02:19.900 --> 00:02:21.600]  成為人的樣式
[00:02:21.600 --> 00:02:24.260]  既有人的樣子就自己卑微
[00:02:24.260 --> 00:02:26.620]  全心信服 以致於死
[00:02:26.620 --> 00:02:28.620]  且死在十字架上」
[00:02:28.620 --> 00:02:33.340]  這裡很清楚說到以基督耶穌的心為心
[00:02:33.340 --> 00:02:36.240]  我想拆開一件事來跟大家說
[00:02:36.240 --> 00:02:39.440]  那時候我們只是抽了這句話
[00:02:39.440 --> 00:02:41.440]  當以基督耶穌的心為心
[00:02:41.440 --> 00:02:45.200]  但是如果你忘記了 原來前面是怎麼說的呢?
[00:02:45.200 --> 00:02:48.820]  我們各人不只是顧自己的事
[00:02:48.820 --> 00:02:51.760]  是要顧別人的事 去關心別人
[00:02:51.760 --> 00:02:54.760]  接著那句話就是當以基督耶穌的心為心
[00:02:54.760 --> 00:02:56.760]  就是說原來你關心別人的時候
[00:02:56.760 --> 00:02:58.420]  以耶穌基督是怎樣呢?
[00:02:58.420 --> 00:03:00.340]  我們就看看原來耶穌基督
[00:03:00.340 --> 00:03:03.640]  他是放棄自己的權利
[00:03:03.640 --> 00:03:05.520]  記住這段經文
[00:03:05.520 --> 00:03:08.020]  他是與神同等同名的
[00:03:08.020 --> 00:03:10.820]  耶穌基督就是神在天上面
[00:03:10.820 --> 00:03:13.720]  受著天使 天君的尊崇
[00:03:13.720 --> 00:03:16.680]  敬拜 歌頌 讚美 服侍
[00:03:16.680 --> 00:03:21.020]  但是他願意為了承擔這個救贖
[00:03:21.020 --> 00:03:25.540]  反倒虛己 即是將自己放下
[00:03:25.540 --> 00:03:28.680]  然後到承肉身成為人
[00:03:28.680 --> 00:03:31.260]  這就是放棄自己的權利
[00:03:31.260 --> 00:03:33.260]  肯放下自己
[00:03:33.260 --> 00:03:34.780]  然後他成為人
[00:03:34.780 --> 00:03:37.160]  我們的神原本是零
[00:03:37.160 --> 00:03:39.880]  是不會受著肉體的限制
[00:03:39.880 --> 00:03:41.760]  但是他成為人之後
[00:03:41.760 --> 00:03:43.500]  就有肉體的限制了
[00:03:43.500 --> 00:03:44.800]  但是不要忘記
[00:03:44.800 --> 00:03:46.300]  當他成為人的時候
[00:03:46.300 --> 00:03:49.100]  他不是在帝王之家出生
[00:03:49.100 --> 00:03:51.280]  雖然有東方的智者
[00:03:51.280 --> 00:03:53.000]  走到皇宮裡面
[00:03:53.000 --> 00:03:54.580]  去問希律王
[00:03:54.580 --> 00:03:56.740]  生下來做猶太人的王在哪裡?
[00:03:56.740 --> 00:03:57.960]  他在皇宮
[00:03:57.960 --> 00:04:01.340]  誰知道耶穌竟然連基本的權利
[00:04:01.340 --> 00:04:05.160]  就是生在一個教書式的地方
[00:04:05.160 --> 00:04:06.320]  權利都沒有
[00:04:06.320 --> 00:04:07.740]  在馬槽裡面
[00:04:07.740 --> 00:04:09.460]  而且他是成為什麼呢?
[00:04:09.460 --> 00:04:12.500]  卑微 他是成為奴僕
[00:04:12.500 --> 00:04:13.920]  不要忘記 主耶穌基督
[00:04:13.920 --> 00:04:17.180]  雖然是一個老師
[00:04:17.180 --> 00:04:19.180]  是門徒所尊重
[00:04:19.180 --> 00:04:22.840]  但是耶穌示範什麼叫做真正的君王
[00:04:22.840 --> 00:04:25.060]  原來就是君尊義僕
[00:04:25.060 --> 00:04:27.540]  他為門徒洗腳
[00:04:27.540 --> 00:04:29.900]  他成為奴僕的樣式
[00:04:29.900 --> 00:04:31.660]  但是更加怎麼樣呢?
[00:04:31.660 --> 00:04:35.000]  他不是活在一個很富庶的家庭裡面
[00:04:35.000 --> 00:04:36.580]  但是更加因為信服
[00:04:36.580 --> 00:04:37.960]  因為他有掙扎
[00:04:37.960 --> 00:04:40.680]  他求神將這個苦杯挪開
[00:04:40.680 --> 00:04:42.560]  其實這個苦杯不是只苦杯
[00:04:42.560 --> 00:04:44.000]  我們講習慣了苦杯
[00:04:44.000 --> 00:04:46.000]  其實這個杯是指刑罰的
[00:04:46.000 --> 00:04:47.900]  今天吳祥聖跟大家說
[00:04:47.900 --> 00:04:49.900]  這個杯是指刑罰
[00:04:49.900 --> 00:04:51.700]  如果大家查究了就知道
[00:04:51.700 --> 00:04:53.620]  這個杯神遞過來的時候
[00:04:53.620 --> 00:04:55.020]  就是要去懲罰你
[00:04:55.020 --> 00:04:58.000]  他就擔當了我們罪的責任
[00:04:58.000 --> 00:05:00.840]  就死在十字架上面
[00:05:00.840 --> 00:05:02.240]  所以你看到
[00:05:02.240 --> 00:05:06.560]  耶穌基督一路一路的越來越降碑
[00:05:06.560 --> 00:05:10.040]  成為人 成為奴隸
[00:05:10.040 --> 00:05:12.720]  就是奴僕 一個基層的人
[00:05:12.720 --> 00:05:14.720]  後來成為罪犯
[00:05:14.720 --> 00:05:17.540]  所以要擺下自己的權力
[00:05:17.540 --> 00:05:19.120]  絕對不容易
[00:05:19.120 --> 00:05:21.520]  你看到很多有權力的人
[00:05:21.520 --> 00:05:23.040]  是不肯放權
[00:05:23.040 --> 00:05:24.600]  政治人物是這樣
[00:05:24.600 --> 00:05:27.280]  很不幸地教會的牧者
[00:05:27.280 --> 00:05:29.280]  有時候都會是這樣
[00:05:29.280 --> 00:05:30.620]  就是當他有權
[00:05:30.620 --> 00:05:32.160]  或者教會領導人
[00:05:32.160 --> 00:05:33.480]  他掙了權力的時候
[00:05:33.480 --> 00:05:36.280]  要他擺下是很不忿
[00:05:36.280 --> 00:05:37.520]  甚至很無奈
[00:05:37.520 --> 00:05:39.280]  甚至懷著很多的怨恨
[00:05:39.280 --> 00:05:41.280]  這個就是很大的可悲
[00:05:41.280 --> 00:05:43.280]  都這樣
[00:05:43.280 --> 00:05:45.280]  至少我用我的生命去演繹
[00:05:45.280 --> 00:05:48.520]  我是甘心樂意地去擺下
[00:05:48.520 --> 00:05:50.520]  建立了30年的教會
[00:05:50.520 --> 00:05:51.680]  然後轉型 是不是
[00:05:51.680 --> 00:05:53.400]  所以記住
[00:05:53.400 --> 00:05:55.400]  我們要擺下自己
[00:05:55.400 --> 00:05:56.900]  好了 我們又看一看
[00:05:56.900 --> 00:05:58.480]  那個情況是怎麼樣的
[00:05:58.480 --> 00:06:02.000]  那些人怎麼去欺弄 責打耶穌
[00:06:02.000 --> 00:06:04.000]  我們一起來看
[00:06:04.000 --> 00:06:05.520]  《路加福音》的22章
[00:06:05.520 --> 00:06:08.240]  63到65節 好不好
[00:06:08.240 --> 00:06:11.480]  看守耶穌的人欺弄他 打他
[00:06:11.480 --> 00:06:13.480]  又蒙著他的眼
[00:06:13.480 --> 00:06:15.480]  問他說 你事先知
[00:06:15.480 --> 00:06:17.480]  告訴我們打你的是誰
[00:06:17.480 --> 00:06:20.680]  他們還用許多別的話辱罵他
[00:06:20.680 --> 00:06:24.880]  所以你看到有很多執法者
[00:06:24.880 --> 00:06:26.880]  絕對沒有
[00:06:26.880 --> 00:06:28.880]  都是去遵守法例的
[00:06:28.880 --> 00:06:31.280]  如果是那個罪犯
[00:06:31.280 --> 00:06:33.280]  你就帶他去
[00:06:33.280 --> 00:06:35.280]  給法官審判他
[00:06:35.280 --> 00:06:38.280]  他們現在是在走私刑的
[00:06:38.280 --> 00:06:40.280]  很不幸地當天那些
[00:06:40.280 --> 00:06:43.280]  那些兵兵是這樣的
[00:06:43.280 --> 00:06:45.280]  那些羅馬的士兵
[00:06:45.280 --> 00:06:47.280]  犯了這些錯
[00:06:47.280 --> 00:06:49.280]  但今天我們看到很多的社會
[00:06:49.280 --> 00:06:51.280]  不是單一的社會
[00:06:51.280 --> 00:06:53.280]  很多的社會同樣的
[00:06:53.280 --> 00:06:55.280]  有很多的執法者
[00:06:55.280 --> 00:06:57.280]  犯這些錯
[00:06:57.280 --> 00:06:59.280]  甚至當他犯了錯的時候
[00:06:59.280 --> 00:07:01.280]  好像是沒有問題的
[00:07:01.280 --> 00:07:03.280]  好了 你留意到
[00:07:03.280 --> 00:07:05.280]  耶穌的人欺弄耶穌
[00:07:05.280 --> 00:07:07.280]  然後蒙著他的眼
[00:07:07.280 --> 00:07:09.280]  你這麼聰明 你是神
[00:07:09.280 --> 00:07:11.280]  你是先知 我打你
[00:07:11.280 --> 00:07:13.280]  告訴我們誰打你
[00:07:13.280 --> 00:07:17.280]  還有用許多話辱罵他
[00:07:17.280 --> 00:07:19.280]  這就是一個很大的問題
[00:07:19.280 --> 00:07:21.280]  就是很不應該的
[00:07:21.280 --> 00:07:24.280]  這樣對待一個犯人
[00:07:24.280 --> 00:07:27.280]  所以執法者往往是犯法的人
[00:07:27.280 --> 00:07:29.280]  好了 耶穌被欺弄
[00:07:29.280 --> 00:07:33.280]  我們再看看23章第11節
[00:07:33.280 --> 00:07:37.280]  希律和他的兵兵就藐視耶穌 欺弄他
[00:07:37.280 --> 00:07:39.280]  給他穿上華麗衣服
[00:07:39.280 --> 00:07:42.280]  把他送回比拉多那裡去
[00:07:42.280 --> 00:07:46.280]  原來希律作為君王
[00:07:46.280 --> 00:07:48.280]  他見到耶穌的時候
[00:07:48.280 --> 00:07:50.280]  他說 我都明文已久了
[00:07:50.280 --> 00:07:52.280]  我已經聽過很多人
[00:07:52.280 --> 00:07:54.280]  說你要行神蹟的
[00:07:54.280 --> 00:07:57.280]  你行一個神蹟給我看
[00:07:57.280 --> 00:07:59.280]  我就馬上放你走
[00:07:59.280 --> 00:08:03.280]  但是耶穌竟然默言不語
[00:08:03.280 --> 00:08:05.280]  就好像二塞亞書裡面所說的
[00:08:05.280 --> 00:08:08.280]  那個預言 他象羊在子母人手下
[00:08:08.280 --> 00:08:10.280]  是默言無聲的
[00:08:10.280 --> 00:08:13.280]  希律說 沒人的
[00:08:13.280 --> 00:08:15.280]  說得你這麼神奇
[00:08:15.280 --> 00:08:17.280]  但是什麼都沒有
[00:08:17.280 --> 00:08:19.280]  於是就送回去走
[00:08:19.280 --> 00:08:24.280]  你留意到希律和兵兵是藐視耶穌的
[00:08:24.280 --> 00:08:28.280]  反而比拉多某個程度都尊敬耶穌
[00:08:28.280 --> 00:08:30.280]  給他穿上華麗衣服
[00:08:30.280 --> 00:08:31.280]  我想大家都很熟悉
[00:08:31.280 --> 00:08:33.280]  有一首歌我也很喜歡的
[00:08:33.280 --> 00:08:36.280]  就是《紫色的袍》
[00:08:36.280 --> 00:08:41.280]  這個紫色的袍其實是非常尊貴的
[00:08:41.280 --> 00:08:44.280]  當時君王才會穿紫色的袍
[00:08:44.280 --> 00:08:46.280]  因為那些染料那個年代
[00:08:46.280 --> 00:08:48.280]  是絕對不容易有的
[00:08:48.280 --> 00:08:51.280]  在一些類似小貝殼裡面
[00:08:51.280 --> 00:08:54.280]  類似絲襟那樣子 然後擠爆它
[00:08:54.280 --> 00:08:57.280]  滴那些很小的液體出來
[00:08:57.280 --> 00:09:00.280]  那你想一塊袍要用多少的
[00:09:00.280 --> 00:09:06.280]  這些東西才可以染到它成為紫色呢
[00:09:06.280 --> 00:09:08.280]  所以紫色的袍就是
[00:09:08.280 --> 00:09:12.280]  絕對是君王 是有錢貴族的人
[00:09:12.280 --> 00:09:14.280]  才會來帶去做衣服的
[00:09:14.280 --> 00:09:15.280]  那這幫人怎麼樣
[00:09:15.280 --> 00:09:17.280]  將它穿上華麗衣服
[00:09:17.280 --> 00:09:19.280]  就玩它
[00:09:19.280 --> 00:09:22.280]  玩完之後就送回去比拉多那裡
[00:09:22.280 --> 00:09:26.280]  所以你留意到就在凌辱他的身份
[00:09:26.280 --> 00:09:29.280]  好了 不單單藐視耶穌的身份
[00:09:29.280 --> 00:09:30.280]  輕視耶穌的身份
[00:09:30.280 --> 00:09:32.280]  更加是什麼呢
[00:09:32.280 --> 00:09:36.280]  耶穌竟然連壞人都不如
[00:09:36.280 --> 00:09:40.280]  比壞人更加的被拒絕 被藐視
[00:09:40.280 --> 00:09:42.280]  比拉多呢 你留意到
[00:09:42.280 --> 00:09:44.280]  就很想放耶穌
[00:09:44.280 --> 00:09:46.280]  《聖經》裡面很清楚說到
[00:09:46.280 --> 00:09:49.280]  比拉多明知這些人控告耶穌
[00:09:49.280 --> 00:09:51.280]  是基於他們妒忌耶穌的
[00:09:51.280 --> 00:09:54.280]  甚至比拉多是為耶穌作見證
[00:09:54.280 --> 00:09:57.280]  我查不出這個人有什麼罪惡過來
[00:09:57.280 --> 00:10:01.280]  但是那幫民眾受著煽動
[00:10:01.280 --> 00:10:05.280]  於是比拉多就很想放耶穌走
[00:10:05.280 --> 00:10:07.280]  原來在你的習慣裡面
[00:10:07.280 --> 00:10:08.280]  原來有選擇的
[00:10:08.280 --> 00:10:11.280]  有兩個犯人在這個特別的節期裡面
[00:10:11.280 --> 00:10:13.280]  你可以選一個然後放一個
[00:10:13.280 --> 00:10:17.280]  特別選一個非常非常空殘
[00:10:17.280 --> 00:10:19.280]  不好的一個人
[00:10:19.280 --> 00:10:21.280]  這個人是強盜來的
[00:10:21.280 --> 00:10:23.280]  叫做巴拉巴
[00:10:23.280 --> 00:10:25.280]  就讓他們去選擇
[00:10:25.280 --> 00:10:27.280]  你要釋放巴拉巴
[00:10:27.280 --> 00:10:30.280]  還是釋放耶穌呢
[00:10:30.280 --> 00:10:32.280]  怎知道這幫人是什麼呢
[00:10:32.280 --> 00:10:36.280]  就受著群眾的迷惑
[00:10:36.280 --> 00:10:39.280]  於是就喊出一句壽號
[00:10:39.280 --> 00:10:40.280]  好 我們看看《勞工法》
[00:10:40.280 --> 00:10:44.280]  23章18、19節和24、25兩節
[00:10:44.280 --> 00:10:46.280]  眾人卻一起喊著說
[00:10:46.280 --> 00:10:49.280]  除掉這個人 釋放巴拉巴給我們
[00:10:49.280 --> 00:10:53.280]  這巴拉巴是因在城裡作亂殺人
[00:10:53.280 --> 00:10:55.280]  下在監裡的
[00:10:55.280 --> 00:10:59.280]  耶穌從來沒有殺過人 是不是
[00:10:59.280 --> 00:11:00.280]  祂被告的時候
[00:11:00.280 --> 00:11:02.280]  最多就說祂煽動群眾
[00:11:02.280 --> 00:11:04.280]  就是要搞猶太人獨立
[00:11:04.280 --> 00:11:08.280]  這個是政治的空罪
[00:11:08.280 --> 00:11:10.280]  但是耶穌絕對沒有這件事
[00:11:10.280 --> 00:11:12.280]  還有 原來我們控告耶穌
[00:11:12.280 --> 00:11:14.280]  作猶太人的王
[00:11:14.280 --> 00:11:16.280]  之前就說耶穌
[00:11:16.280 --> 00:11:19.280]  來叫人不納稅
[00:11:19.280 --> 00:11:21.280]  但是從來耶穌沒有叫人不納稅
[00:11:21.280 --> 00:11:24.280]  還說到 該殺的物歸分該殺
[00:11:24.280 --> 00:11:26.280]  但是神的物歸回神
[00:11:26.280 --> 00:11:27.280]  但是原來你說的話
[00:11:27.280 --> 00:11:29.280]  人家可以將你所說的話
[00:11:29.280 --> 00:11:31.280]  扭曲了 誣衊你
[00:11:31.280 --> 00:11:34.280]  所以欲加之罪何患無詞呢
[00:11:34.280 --> 00:11:39.280]  好了 相對地 巴拉巴是殺人的
[00:11:39.280 --> 00:11:43.280]  但是那些人怎麼選呢
[00:11:43.280 --> 00:11:45.280]  二十四 二十五 兩次
[00:11:45.280 --> 00:12:00.280]  你留意到
[00:12:00.280 --> 00:12:03.280]  雖然比拉多是一個外籍的法官
[00:12:03.280 --> 00:12:06.280]  他不是猶太人
[00:12:06.280 --> 00:12:09.280]  但是他在管理猶太人
[00:12:09.280 --> 00:12:11.280]  他又在政治壓力底下
[00:12:11.280 --> 00:12:14.280]  因為當時群眾個個都受蒙騙
[00:12:14.280 --> 00:12:16.280]  於是就說要釘耶穌
[00:12:16.280 --> 00:12:18.280]  釋放巴拉巴
[00:12:18.280 --> 00:12:20.280]  所以比拉多很無奈的
[00:12:20.280 --> 00:12:23.280]  為了要討這幫人的喜歡
[00:12:23.280 --> 00:12:26.280]  就按照他們的要求
[00:12:26.280 --> 00:12:28.280]  將二人被釘十字架
[00:12:28.280 --> 00:12:31.280]  所以很出名的就是比拉多洗手
[00:12:31.280 --> 00:12:33.280]  他說留在眾人面前
[00:12:33.280 --> 00:12:35.280]  拿盆水出來舔洗手
[00:12:35.280 --> 00:12:37.280]  留這個二人的血
[00:12:37.280 --> 00:12:39.280]  不歸到我身上
[00:12:39.280 --> 00:12:40.280]  很清楚地說
[00:12:40.280 --> 00:12:41.280]  這個洗手
[00:12:41.280 --> 00:12:44.280]  並不能夠擺脫了他的罪
[00:12:44.280 --> 00:12:46.280]  但是很不幸地
[00:12:46.280 --> 00:12:48.280]  你今天見到很多的官員
[00:12:48.280 --> 00:12:50.280]  特別是一些法官
[00:12:50.280 --> 00:12:52.280]  都在政治因素下
[00:12:52.280 --> 00:12:56.280]  有很多不同的判決
[00:12:56.280 --> 00:12:58.280]  為什麼有些人
[00:12:58.280 --> 00:13:01.280]  可以得到這樣的善待
[00:13:01.280 --> 00:13:03.280]  背後一定有很多政治因素
[00:13:03.280 --> 00:13:05.280]  所以你留意到比拉多
[00:13:05.280 --> 00:13:08.280]  他是一個外籍的官員
[00:13:08.280 --> 00:13:09.280]  不是猶太人
[00:13:09.280 --> 00:13:12.280]  但是都因為政治壓力底下
[00:13:12.280 --> 00:13:14.280]  要將耶穌釘十字架
[00:13:14.280 --> 00:13:15.280]  就是說什麼
[00:13:15.280 --> 00:13:18.280]  耶穌比起這個殺人作亂
[00:13:18.280 --> 00:13:21.280]  坐牢的強盜都不如
[00:13:21.280 --> 00:13:23.280]  你想想是多悲哀
[00:13:23.280 --> 00:13:25.280]  是有多大的羞辱呢
[00:13:25.280 --> 00:13:27.280]  不過還有耶穌基督的尊嚴
[00:13:27.280 --> 00:13:29.280]  是被奪去的
[00:13:29.280 --> 00:13:31.280]  好 我們一起來看看
[00:13:31.280 --> 00:13:34.280]  約翰方第十九章二十三到二十四節
[00:13:34.280 --> 00:13:38.280]  「兵丁既然將耶穌釘在十字架上
[00:13:38.280 --> 00:13:40.280]  就拿他的衣服分為四份
[00:13:40.280 --> 00:13:41.280]  每兵一份
[00:13:41.280 --> 00:13:43.280]  又拿他的女衣
[00:13:43.280 --> 00:13:46.280]  這件女衣原來沒有縫疑
[00:13:46.280 --> 00:13:48.280]  是上下一片積成的
[00:13:48.280 --> 00:13:49.280]  他們就彼此說
[00:13:49.280 --> 00:13:51.280]  我們不要撕開
[00:13:51.280 --> 00:13:53.280]  只要占扣 看誰得著
[00:13:53.280 --> 00:13:56.280]  只要應驗經上的話說
[00:13:56.280 --> 00:13:58.280]  他們分了我的外衣
[00:13:58.280 --> 00:14:00.280]  為我的女衣占扣
[00:14:00.280 --> 00:14:03.280]  兵丁果然做了這事」
[00:14:03.280 --> 00:14:08.280]  如果大家熟悉猶太人的衣著是怎麼樣呢
[00:14:08.280 --> 00:14:14.280]  原來猶太人一般的男士的行頭是有四樣東西的
[00:14:14.280 --> 00:14:17.280]  第一就是穿鞋
[00:14:17.280 --> 00:14:20.280]  第二就是有個頭巾包著
[00:14:20.280 --> 00:14:23.280]  第三就是腰帶
[00:14:23.280 --> 00:14:27.280]  還有就是有內衣和外衣
[00:14:27.280 --> 00:14:29.280]  四份的
[00:14:29.280 --> 00:14:33.280]  除了外衣
[00:14:33.280 --> 00:14:36.280]  連內衣都除了
[00:14:36.280 --> 00:14:38.280]  各人分一份
[00:14:38.280 --> 00:14:40.280]  拿他的衣服分為四份
[00:14:40.280 --> 00:14:41.280]  每兵一份
[00:14:41.280 --> 00:14:46.280]  接著就拿他的內衣取走
[00:14:46.280 --> 00:14:48.280]  就是說什麼呢
[00:14:48.280 --> 00:14:52.280]  耶穌某個程度是一絲不掛的
[00:14:52.280 --> 00:14:55.280]  是被羞辱的
[00:14:55.280 --> 00:14:58.280]  不要忘記聖經裡面很清楚說
[00:14:58.280 --> 00:15:02.280]  我們是要有衣去閉體的 是不是
[00:15:02.280 --> 00:15:07.280]  所以說最後他那個人性的尊嚴都沒有了
[00:15:07.280 --> 00:15:13.280]  但是他原本是想著把他的外衣都撕開
[00:15:13.280 --> 00:15:15.280]  但是他分開了
[00:15:15.280 --> 00:15:17.280]  但是他就說不要了 不要撕了
[00:15:17.280 --> 00:15:19.280]  不如整件吧
[00:15:19.280 --> 00:15:20.280]  外衣就可以撕開
[00:15:20.280 --> 00:15:21.280]  但是女衣就不要撕了
[00:15:21.280 --> 00:15:23.280]  其實沒什麼意思
[00:15:23.280 --> 00:15:25.280]  但原來就應驗了經上說
[00:15:25.280 --> 00:15:26.280]  他們分了我的外衣
[00:15:26.280 --> 00:15:28.280]  為我的女衣占溝
[00:15:28.280 --> 00:15:32.280]  原來這幫外籍人是羅馬的兵丁
[00:15:32.280 --> 00:15:34.280]  他們所做的事情
[00:15:34.280 --> 00:15:37.280]  竟然應驗了聖經的預言
[00:15:37.280 --> 00:15:39.280]  是不是很特別呢
[00:15:39.280 --> 00:15:41.280]  我們再看一看
[00:15:41.280 --> 00:15:44.280]  耶穌基督更加的
[00:15:44.280 --> 00:15:47.280]  被冷漠的去觀看
[00:15:47.280 --> 00:15:51.280]  我們忽略了這一節的經文
[00:15:51.280 --> 00:15:56.280]  我們一起來看馬大福音27章35到36節
[00:15:56.280 --> 00:15:59.280]  他們既將他釘在十字架上
[00:15:59.280 --> 00:16:02.280]  就針叩他分他的衣服
[00:16:02.280 --> 00:16:05.280]  又坐在那裡看守他
[00:16:05.280 --> 00:16:07.280]  剛才那段經文
[00:16:07.280 --> 00:16:11.280]  約翰福音就沒有記載這幫兵丁怎麼看耶穌
[00:16:11.280 --> 00:16:13.280]  只是記載他去分衣服
[00:16:13.280 --> 00:16:16.280]  但是馬大福音27章36節又說
[00:16:16.280 --> 00:16:19.280]  又坐在那裡看守他
[00:16:19.280 --> 00:16:22.280]  釘上十字架了
[00:16:22.280 --> 00:16:24.280]  大家都很知道
[00:16:24.280 --> 00:16:27.280]  平時你看到一些警察
[00:16:27.280 --> 00:16:29.280]  要維持治安
[00:16:29.280 --> 00:16:32.280]  有些人來帶去出巡
[00:16:32.280 --> 00:16:35.280]  但是他們一定是站在那裡的
[00:16:35.280 --> 00:16:37.280]  在按Duty
[00:16:37.280 --> 00:16:39.280]  就是你正在做你應該做的事情
[00:16:39.280 --> 00:16:40.280]  就站在那裡
[00:16:40.280 --> 00:16:42.280]  但是有沒有留意到這裡
[00:16:42.280 --> 00:16:44.280]  又坐在那裡看守他
[00:16:44.280 --> 00:16:46.280]  耶穌那時候已經釘了十字架了
[00:16:46.280 --> 00:16:48.280]  這幫人坐在那裡
[00:16:48.280 --> 00:16:50.280]  冷眼旁觀
[00:16:50.280 --> 00:16:52.280]  看你怎麼樣
[00:16:52.280 --> 00:16:55.280]  原來就是很冷漠的
[00:16:55.280 --> 00:16:58.280]  來看耶穌被釘十字架
[00:16:58.280 --> 00:17:00.280]  因為跟他們沒有什麼關係
[00:17:00.280 --> 00:17:02.280]  儘管看你怎麼死
[00:17:02.280 --> 00:17:04.280]  原來這幫人就是這麼冷酷的
[00:17:04.280 --> 00:17:07.280]  接著還要挑戰耶穌的身份
[00:17:07.280 --> 00:17:10.280]  這個才是最大的挑戰
[00:17:10.280 --> 00:17:13.280]  是魔鬼藉著這些人來挑戰耶穌的
[00:17:13.280 --> 00:17:15.280]  我們看看瑪特瓦面17章
[00:17:15.280 --> 00:17:18.280]  39到44節
[00:17:18.280 --> 00:17:21.280]  從那裡經過的人都記著他
[00:17:21.280 --> 00:17:22.280]  搖著頭說
[00:17:22.280 --> 00:17:24.280]  你這拆毀聖殿
[00:17:24.280 --> 00:17:26.280]  三日有建造起來的
[00:17:26.280 --> 00:17:28.280]  可以救自己吧
[00:17:28.280 --> 00:17:30.280]  你如果是神的兒子
[00:17:30.280 --> 00:17:32.280]  就從十字架上下來吧
[00:17:32.280 --> 00:17:34.280]  就是蔣和民士並長老
[00:17:34.280 --> 00:17:36.280]  也是這樣戲弄他說
[00:17:36.280 --> 00:17:38.280]  他救了別人
[00:17:38.280 --> 00:17:39.280]  不能救自己
[00:17:39.280 --> 00:17:41.280]  他是以色列的王
[00:17:41.280 --> 00:17:43.280]  現在可以從十字架上下來
[00:17:43.280 --> 00:17:45.280]  我們就信他
[00:17:45.280 --> 00:17:46.280]  他依靠神
[00:17:46.280 --> 00:17:47.280]  神若喜悅他
[00:17:47.280 --> 00:17:49.280]  現在可以救他
[00:17:49.280 --> 00:17:50.280]  因為他曾說
[00:17:50.280 --> 00:17:52.280]  我是神的兒子
