
[00:00:00.000 --> 00:00:03.640]  各位親愛的北愛爾蘭弟兄姊妹你們好
[00:06:36.020 --> 00:06:38.520]  第三方面就是針對他們的信仰
[00:06:38.520 --> 00:06:40.340]  要獻祭嗎?
[00:06:40.340 --> 00:06:43.240]  事實上他們會有獻祭的
[00:06:43.240 --> 00:06:46.280]  但為何還要問他們是否要獻祭呢?
[00:06:46.280 --> 00:06:50.600]  其實就是挑戰他們的信心
[00:06:50.600 --> 00:06:52.440]  你獻祭給你的神
[00:06:52.440 --> 00:06:53.740]  你的神保護你
[00:06:53.740 --> 00:06:55.940]  你就不會像現在這樣
[00:06:55.940 --> 00:06:57.440]  就不會這麼慘
[00:06:57.440 --> 00:06:59.200]  就不會被我們欺負
[00:06:59.200 --> 00:07:03.800]  就不會那麼落在一個艱辛的生活裏面
[00:07:03.800 --> 00:07:05.800]  你的神是否真的保護你?
[00:07:05.800 --> 00:07:07.300]  是否真的愛你?
[00:07:07.300 --> 00:07:08.500]  你還獻祭給他?
[00:07:08.500 --> 00:07:10.100]  白費唇舌了
[00:07:10.100 --> 00:07:14.640]  這就是針對他們的信仰
[00:07:14.640 --> 00:07:18.580]  挑起他們對神的質疑
[00:07:18.580 --> 00:07:21.680]  懷疑神是否愛他們、保護他們
[00:07:21.680 --> 00:07:25.180]  正如當日約伯受苦的時候
[00:07:25.180 --> 00:07:26.580]  其實最慘
[00:07:26.580 --> 00:07:30.580]  他的妻子、他的配偶不是給他有鼓勵
[00:07:30.580 --> 00:07:31.700]  甚至跟他說
[00:07:31.700 --> 00:07:33.800]  你仍持守你的信證
[00:07:33.800 --> 00:07:35.120]  你棄掉你的神
[00:07:35.120 --> 00:07:36.240]  死了它吧
[00:07:36.240 --> 00:07:37.700]  你的神保護你的時候
[00:07:37.700 --> 00:07:38.360]  祝福我們
[00:07:38.360 --> 00:07:39.520]  我們就不會這麼慘
[00:07:39.520 --> 00:07:40.440]  財物又沒有了
[00:07:40.440 --> 00:07:42.440]  子女又會沒有了
[00:07:42.440 --> 00:07:44.440]  還去堅守你的信仰
[00:07:44.440 --> 00:07:45.580]  你留意到
[00:07:45.580 --> 00:07:47.980]  有時候就是因為這些處境
[00:07:47.980 --> 00:07:50.480]  令到他們難受
[00:07:50.480 --> 00:07:51.660]  好了
[00:07:51.660 --> 00:07:54.700]  要一天成功
[00:07:54.700 --> 00:07:57.580]  我肯定答案是不會的
[00:07:57.580 --> 00:07:59.580]  這個艱鉅的工程
[00:07:59.580 --> 00:08:03.460]  絕對不是一天之內可以完成的
[00:08:03.460 --> 00:08:05.340]  所以就讓他們看到
[00:08:05.340 --> 00:08:06.780]  你現在做這個工作
[00:08:06.780 --> 00:08:09.120]  是非常的漫長的
[00:08:09.120 --> 00:08:10.780]  你們現在這個日子
[00:08:10.780 --> 00:08:13.980]  還要繼續很辛苦的熬下去
[00:08:13.980 --> 00:08:16.080]  當一些人
[00:08:16.080 --> 00:08:17.620]  開始工作的時候
[00:08:17.620 --> 00:08:20.020]  可能是很熱切
[00:08:20.020 --> 00:08:23.020]  所謂三分鐘熱度
[00:08:23.020 --> 00:08:26.180]  但是當遇到困難
[00:08:26.180 --> 00:08:28.680]  再有挫敗的時候
[00:08:28.680 --> 00:08:30.040]  最大的問題就是
[00:08:30.040 --> 00:08:32.680]  慢慢慢慢看前面
[00:08:32.680 --> 00:08:34.360]  他還有很漫長的路
[00:08:34.360 --> 00:08:37.480]  才可以完工的時候
[00:08:37.480 --> 00:08:41.020]  於是就會產生那種灰心
[00:08:41.020 --> 00:08:45.020]  就不會再有那麼大的毅力去面對
[00:08:45.020 --> 00:08:45.940]  正如很多基督徒
[00:08:45.940 --> 00:08:47.740]  剛剛信主的時候很熱切
[00:08:47.740 --> 00:08:48.980]  有些牧者
[00:08:48.980 --> 00:08:49.860]  當他奉獻的時候
[00:08:49.860 --> 00:08:51.540]  剛出來做傳道人的時候
[00:08:51.540 --> 00:08:53.440]  是很熱心的
[00:08:53.440 --> 00:08:56.400]  但是往往遇到一些的挑戰
[00:08:56.400 --> 00:08:58.980]  批評、挫敗的時候
[00:08:58.980 --> 00:09:00.280]  再看一看下去
[00:09:00.280 --> 00:09:02.120]  還有很漫長的路
[00:09:02.120 --> 00:09:03.740]  那怎麼辦呢?
[00:09:03.740 --> 00:09:07.420]  很可能就會放棄了他的侍奉
[00:09:07.420 --> 00:09:10.660]  放棄了他的那個毅心
[00:09:10.660 --> 00:09:12.220]  所以菲律賓跟他說
[00:09:12.220 --> 00:09:15.140]  你要一天來帶他去成功嗎?
[00:09:15.140 --> 00:09:17.140]  絕對不會的
[00:09:17.140 --> 00:09:18.380]  這個時候不要忘記
[00:09:18.380 --> 00:09:21.780]  當一個人正在質疑自己所面對的事情
[00:09:21.780 --> 00:09:23.400]  究竟會不會成功
[00:09:23.400 --> 00:09:26.620]  如果再有人這樣潑冷水的時候
[00:09:26.620 --> 00:09:33.560]  很容易會使他們內心的負面情緒浮現出來
[00:09:33.560 --> 00:09:39.400]  那就會產生一個不會去工作
[00:09:39.400 --> 00:09:42.820]  堅持下去的態度
[00:09:42.820 --> 00:09:44.200]  所以很不幸
[00:09:44.200 --> 00:09:50.340]  然後就是你要從土堆裡拿出火燒的石頭
[00:09:50.340 --> 00:09:53.320]  再立城牆嗎?
[00:09:53.320 --> 00:09:57.580]  他指出現在你們要修建城牆
[00:09:57.580 --> 00:10:00.900]  你做的那些是廢料
[00:10:00.900 --> 00:10:04.760]  你不要忘記原來如果那些石頭
[00:10:04.760 --> 00:10:07.060]  被火燒過的時候
[00:10:07.060 --> 00:10:09.060]  其實是非常脆弱的
[00:10:09.060 --> 00:10:13.020]  一打下去的時候就會散了
[00:10:13.020 --> 00:10:15.580]  他甚至來恥笑他們
[00:10:15.580 --> 00:10:17.380]  他說到他們所做的石牆
[00:10:17.380 --> 00:10:21.340]  就是「狐狸上去也必恥到」
[00:10:21.340 --> 00:10:22.240]  是甚麼意思呢?
[00:10:22.240 --> 00:10:24.620]  狐狸就是輕盈的
[00:10:24.620 --> 00:10:28.180]  但是他說到你們就算可以建好這些城牆
[00:10:28.180 --> 00:10:31.560]  但是這個是豆腐渣工程來的
[00:10:31.560 --> 00:10:32.980]  做極了
[00:10:32.980 --> 00:10:34.480]  表面好像做得好
[00:10:34.480 --> 00:10:36.620]  但原來一點都不穩妥的
[00:10:36.620 --> 00:10:39.540]  就算一隻很輕盈的狐狸跳一跳上一面牆
[00:10:39.540 --> 00:10:42.120]  你的牆都會倒塌
[00:10:42.120 --> 00:10:46.800]  你留意到敵人其實將你放在最後
[00:10:46.800 --> 00:10:50.200]  有時候他嘲弄我們、攻擊我們的時候
[00:10:50.200 --> 00:10:51.800]  有些真、有些假
[00:10:51.800 --> 00:10:52.940]  真真假假
[00:10:52.940 --> 00:10:55.100]  但是當你在情緒低落的時候
[00:10:55.100 --> 00:10:58.520]  你已經不能夠分辨真與假
[00:10:58.520 --> 00:11:00.200]  如果看《尼西米基》第一章的時候
[00:11:00.200 --> 00:11:05.160]  我們知道他們是被火燒去了城門
[00:11:05.160 --> 00:11:07.800]  城門是用木頭來做的
[00:11:07.800 --> 00:11:10.620]  所以火燒了這些城門
[00:11:10.620 --> 00:11:12.540]  但是沒有燒過那些牆
[00:11:12.540 --> 00:11:16.180]  所以那些石頭是沒有被火燒過的
[00:11:16.180 --> 00:11:17.960]  但是現在他就說
[00:11:17.960 --> 00:11:21.820]  你現在做的那些是用石頭被火燒過
[00:11:21.820 --> 00:11:23.480]  所以是不穩妥的
[00:11:23.480 --> 00:11:27.400]  你有沒有留意到這五個的衝擊
[00:11:27.400 --> 00:11:33.220]  就是使得他們來來去去產生恐懼
[00:11:33.220 --> 00:11:37.560]  產生灰心、產生失望
[00:11:37.560 --> 00:11:41.360]  於是很容易就會放棄
[00:11:41.360 --> 00:11:45.940]  今天我們都會面對敵人對我們很多的攻擊
[00:11:45.940 --> 00:11:47.240]  你信耶穌?
[00:11:47.240 --> 00:11:48.320]  你看看
[00:11:48.320 --> 00:11:51.260]  你信不信耶穌為什麼這麼壞?
[00:11:51.260 --> 00:11:53.820]  剛剛看新聞
[00:11:53.820 --> 00:11:57.080]  昨天就是星期五
[00:11:57.080 --> 00:11:59.340]  你都可以上網看《蘋果日報》新聞
[00:11:59.340 --> 00:12:00.900]  獨家報導
[00:12:00.900 --> 00:12:03.500]  一間教會在荃灣
[00:12:03.500 --> 00:12:08.720]  就說到他們的那些奉獻是很混亂的
[00:12:08.720 --> 00:12:14.360]  那個牧師在退休的時候拿了幾十萬的退休金
[00:12:14.360 --> 00:12:16.720]  另外一個同工也是退休了
[00:12:16.720 --> 00:12:18.320]  但是就沒有這些
[00:12:18.320 --> 00:12:22.060]  又將自己帶去做一個永遠的董事
[00:12:22.060 --> 00:12:23.720]  這些都是事實
[00:12:23.720 --> 00:12:25.040]  有時候可能會被人質疑
[00:12:25.040 --> 00:12:27.420]  你們教會就是這樣
[00:12:27.420 --> 00:12:29.380]  會不會你們也是這樣的?
[00:12:29.380 --> 00:12:30.620]  這些是真的事
[00:12:30.620 --> 00:12:32.660]  但是又混雜一些假的事
[00:12:32.660 --> 00:12:35.600]  以致有時候外面的人不知道真與假
[00:12:35.600 --> 00:12:38.660]  於是就仍然覺得我們是這麼差的
[00:12:38.660 --> 00:12:43.380]  你留意到撒旦就是最喜歡用這些工作去打擊人
[00:12:43.380 --> 00:12:46.440]  尼西米的時候他怎麼回應呢?
[00:12:46.440 --> 00:12:49.660]  你留意到尼西米立刻來回覆他們
[00:12:49.660 --> 00:12:52.360]  第二章第20節
[00:12:52.360 --> 00:12:53.780]  「我回答他們說
[00:12:53.780 --> 00:12:56.760]  天上的神必使我們吞吞
[00:12:56.760 --> 00:12:58.600]  我們作他徒人的
[00:12:58.600 --> 00:13:00.560]  要起來建造
[00:13:00.560 --> 00:13:02.880]  你們出去耶路撒冷無分
[00:13:02.880 --> 00:13:05.800]  無權無紀念」
[00:13:05.800 --> 00:13:06.740]  你有沒有留意到?
[00:13:06.740 --> 00:13:07.720]  第一
[00:13:07.720 --> 00:13:10.960]  尼西米仍然專心仰望神
[00:13:10.960 --> 00:13:12.500]  去倚靠神
[00:13:12.500 --> 00:13:14.680]  第二跟他們劃清界線
[00:13:14.680 --> 00:13:18.820]  因為他們這群阿拉伯人都有猶太人的血統
[00:13:18.820 --> 00:13:21.720]  大家說我們跟你是沒有任何關係
[00:13:21.720 --> 00:13:24.800]  今天耶路撒冷跟你們說是沒有關係
[00:13:24.800 --> 00:13:27.900]  神是不會祝福你們的
[00:13:27.900 --> 00:13:31.500]  神是會保守我們
[00:13:31.500 --> 00:13:32.240]  記住
[00:13:32.240 --> 00:13:35.900]  我們不能夠因為別人對我們的批判
[00:13:35.900 --> 00:13:40.380]  對我們的質疑、嘲弄而放棄侍奉
[00:13:40.380 --> 00:13:42.440]  別人對我們的輕視和批評
[00:13:42.440 --> 00:13:44.240]  某個程度是好的
[00:13:44.240 --> 00:13:46.680]  是叫我們更加謙卑一點
[00:13:46.680 --> 00:13:48.380]  叫我們能夠警醒
[00:13:48.380 --> 00:13:50.080]  叫我們能夠反省
[00:13:50.080 --> 00:13:51.920]  所以別人對我們的批評
[00:13:51.920 --> 00:13:53.760]  我們不要立刻否定
[00:13:53.760 --> 00:13:55.840]  我們都要檢討、檢視
[00:13:55.840 --> 00:13:58.660]  究竟他說的話是否真的對呢?
[00:13:58.660 --> 00:14:00.640]  我是否真的有些不足的地方
[00:14:00.640 --> 00:14:01.960]  我是否真的有錯呢?
[00:14:01.960 --> 00:14:03.460]  如果是的話我們就改
[00:14:03.460 --> 00:14:05.960]  批評成為我們的幫助
[00:14:05.960 --> 00:14:08.760]  當別人對我們的批評的時候
[00:14:08.760 --> 00:14:10.160]  我們不是立刻反駁
[00:14:10.160 --> 00:14:11.540]  我們要檢視
[00:14:11.540 --> 00:14:13.800]  如果不是真的我們的錯
[00:14:13.800 --> 00:14:15.800]  繼續倚靠神
[00:14:15.800 --> 00:14:17.260]  努力向前游走
[00:14:17.260 --> 00:14:19.560]  這是最重要的
[00:14:19.560 --> 00:14:22.140]  所以別人的嘲弄
[00:14:22.140 --> 00:14:23.880]  但是我們要去
[00:14:23.880 --> 00:14:26.640]  像你希米那樣仰望神
[00:14:26.640 --> 00:14:27.540]  倚靠神
[00:14:27.540 --> 00:14:29.000]  這是很重要的
[00:14:29.000 --> 00:14:30.460]  接著你有沒有留意到
[00:14:30.460 --> 00:14:31.300]  謝若
[00:14:31.300 --> 00:14:32.600]  我們修造城牆
[00:14:32.600 --> 00:14:34.840]  城牆都聯絡高至一半
[00:14:34.840 --> 00:14:38.200]  因為百姓專心做工
[00:14:38.200 --> 00:14:39.460]  很寶貴
[00:14:39.460 --> 00:14:43.700]  雖然面對著敵人的嘲弄、恥笑
[00:14:43.700 --> 00:14:46.220]  但是他們聽了
[00:14:46.220 --> 00:14:48.080]  但是不會將這些放在心裡
[00:14:48.080 --> 00:14:49.480]  仍然仰望神
[00:14:49.480 --> 00:14:53.720]  繼續努力的、專心的為神工作
[00:14:53.720 --> 00:14:55.480]  於是城牆很快
[00:14:55.480 --> 00:14:58.280]  起到已經高至一半
[00:14:58.280 --> 00:14:59.720]  這句話很寶貴
[00:14:59.720 --> 00:15:02.540]  就是專心做工
[00:15:02.540 --> 00:15:04.340]  我們要為神工作的時候
[00:15:04.340 --> 00:15:07.020]  我們要有心理準備面對衝擊
[00:15:07.020 --> 00:15:09.460]  當我們面對這些挑戰的時候
[00:15:09.460 --> 00:15:12.660]  我們仍然是要專心仰望神
[00:15:12.660 --> 00:15:13.760]  專注
[00:15:13.760 --> 00:15:16.960]  於是我們才可以做得好
[00:15:16.960 --> 00:15:19.760]  我是一個較為
[00:15:19.760 --> 00:15:21.260]  可以同樣做很多事情的人
[00:15:21.260 --> 00:15:22.520]  我坐飛機的時候
[00:15:22.520 --> 00:15:24.520]  可以聽著收音機
[00:15:24.520 --> 00:15:26.400]  或者聽著一些節目
[00:15:26.400 --> 00:15:27.840]  然後我看報紙
[00:15:27.840 --> 00:15:31.680]  我又開著飛機前面那個電視
[00:15:31.680 --> 00:15:32.560]  又立一下
[00:15:32.560 --> 00:15:35.000]  同一時間做三樣事情
[00:15:35.000 --> 00:15:38.420]  但是每一次我寫講章的時候
[00:15:38.420 --> 00:15:40.700]  我是要很專注的
[00:15:40.700 --> 00:15:42.200]  以前在我教會的時候
[00:15:42.200 --> 00:15:43.520]  當我寫講章
[00:15:43.520 --> 00:15:46.100]  我是不會在自己辦公室寫的
[00:15:46.100 --> 00:15:47.360]  因為太多書
[00:15:47.360 --> 00:15:48.400]  太多其它的東西
[00:15:48.400 --> 00:15:50.400]  引致我有時候不得專心
[00:15:50.400 --> 00:15:52.120]  做了一件事就停下來
[00:15:52.120 --> 00:15:53.980]  我會走去一間房間
[00:15:53.980 --> 00:15:56.160]  還是桌子上甚麼都沒有的
[00:15:56.160 --> 00:15:59.680]  於是我就專心的去寫講章
[00:15:59.680 --> 00:16:01.400]  所以今天我們為神工作的時候
[00:16:01.400 --> 00:16:02.440]  我們要專注
[00:16:02.440 --> 00:16:04.440]  好了
[00:16:04.440 --> 00:16:07.420]  敵人第一個攻擊
[00:16:07.420 --> 00:16:10.880]  就是用言語去嘲弄他們
[00:16:10.880 --> 00:16:12.020]  但是第二方面
[00:16:12.020 --> 00:16:13.620]  因為他見到沒有果效
[00:16:13.620 --> 00:16:14.520]  記住
[00:16:14.520 --> 00:16:18.080]  撒旦是不會停止他對我們的攻擊的
[00:16:18.080 --> 00:16:21.040]  他就要策動內亂
[00:16:21.040 --> 00:16:24.600]  包括了招兵買馬
[00:16:24.600 --> 00:16:27.600]  來攻擊他們
[00:16:27.600 --> 00:16:30.740]  更加很可怕的一件事是甚麼呢?
[00:16:30.740 --> 00:16:33.080]  他派人混入他們當中
[00:16:33.080 --> 00:16:34.520]  做無間道
[00:16:34.520 --> 00:16:36.660]  就是去搞亂他們
[00:16:36.660 --> 00:16:40.460]  我們一起看第四章的第七節
[00:16:40.460 --> 00:16:45.220]  他說到參巴拉、多比亞、阿拉伯人
[00:16:45.220 --> 00:16:47.860]  阿摩人、阿瑟特人
[00:16:47.860 --> 00:16:50.920]  聽見收縱耶路撒冷城牆
[00:16:50.920 --> 00:16:54.060]  著手進行堵塞破裂的地方
[00:16:54.060 --> 00:16:56.620]  就甚牢牢
[00:16:56.620 --> 00:17:00.360]  你留意到一群人
[00:17:00.360 --> 00:17:01.000]  好了
[00:17:01.000 --> 00:17:03.180]  我們大家看看地圖
[00:17:03.180 --> 00:17:06.020]  你就會清楚知道
[00:17:06.020 --> 00:17:10.820]  耶路撒冷是在綠色的地方
[00:17:10.820 --> 00:17:12.560]  你留意到的時候
[00:17:12.560 --> 00:17:15.440]  原來撒馬利亞人和參巴拉人
[00:17:15.440 --> 00:17:16.800]  就在北面
[00:17:16.800 --> 00:17:18.640]  是藍色的地方
[00:17:18.640 --> 00:17:21.920]  就是昔日以色列北角的地方
[00:17:21.920 --> 00:17:24.780]  阿摩人即是現在的約旦
[00:17:24.780 --> 00:17:27.520]  就在東面的地方
[00:17:27.520 --> 00:17:29.740]  而基善阿拉伯
[00:17:29.740 --> 00:17:32.860]  就在下面藍面的地方
[00:17:32.860 --> 00:17:34.940]  阿瑟特人就在西面
[00:17:34.940 --> 00:17:40.040]  阿瑟特就是菲律賓人其中一個很大的城邦
[00:17:40.040 --> 00:17:41.580]  所以你留意到
[00:17:41.580 --> 00:17:43.580]  真是那句成語
[00:17:43.580 --> 00:17:46.460]  他們是四面受敵
[00:17:46.460 --> 00:17:49.640]  他們被一群阿拉伯人
[00:17:49.640 --> 00:17:52.600]  雖然大家有血緣的關係
[00:17:52.600 --> 00:17:55.900]  但是是圍攻他們
[00:17:55.900 --> 00:18:00.080]  當這群人聽到黎希敏已經帶領他的子民
[00:18:00.080 --> 00:18:04.380]  修造城牆已經差不多一半就很憤怒
[00:18:04.380 --> 00:18:07.380]  於是他們就要策動攻勢
[00:18:07.380 --> 00:18:09.520]  第四章第八節
[00:18:09.520 --> 00:18:12.840]  大家同謀要來攻擊耶路撒冷
[00:18:12.840 --> 00:18:16.260]  使城內擾亂
[00:18:16.260 --> 00:18:18.500]  這次他們就派人怎樣?
[00:18:18.500 --> 00:18:20.500]  外在的攻擊
[00:18:20.500 --> 00:18:22.500]  當有人來攻擊你的時候
[00:18:22.500 --> 00:18:25.400]  你就會要去防守
[00:18:25.400 --> 00:18:29.920]  你自然就不能專注去建這個城牆
[00:18:29.920 --> 00:18:33.980]  但是更大問題就是派人混進去當中
[00:18:33.980 --> 00:18:36.680]  然後搞擾他們內亂
[00:18:36.680 --> 00:18:39.980]  因為大家的種族類似
[00:18:39.980 --> 00:18:42.660]  那個的容貌都很相似
[00:18:42.660 --> 00:18:46.160]  很難去分辨的
[00:18:46.160 --> 00:18:51.480]  而且在當天是沒有很明顯的疆界的
