
[00:00:00.000 --> 00:00:03.020]  好 鼎姐妹 今天的講題是什麼呢
[00:04:47.100 --> 00:04:48.900]  好像以前那樣
[00:04:48.900 --> 00:04:50.980]  我們比較諷刺一點
[00:04:50.980 --> 00:04:53.480]  我們叫自己做中國人
[00:04:53.480 --> 00:04:54.700]  是吧
[00:04:54.700 --> 00:04:56.860]  叫外國那些呢
[00:04:56.860 --> 00:04:59.100]  紅樞綠眼的那些呢
[00:04:59.100 --> 00:05:03.280]  那些不是叫西人
[00:05:03.280 --> 00:05:06.540]  看電視的那些叫洋鬼子
[00:05:06.540 --> 00:05:07.700]  是吧
[00:05:07.700 --> 00:05:10.620]  即和我不同的
[00:05:10.620 --> 00:05:17.340]  那種族的民族主義其實那時候很強
[00:05:17.340 --> 00:05:19.460]  大家畫得很清楚
[00:05:19.460 --> 00:05:20.820]  那些叫什麼
[00:05:20.820 --> 00:05:22.220]  那些蘿白那些叫什麼
[00:05:22.220 --> 00:05:24.220]  那些叫蘿白頭
[00:05:24.220 --> 00:05:24.900]  是吧
[00:05:24.900 --> 00:05:25.860]  我們呢
[00:05:25.860 --> 00:05:27.540]  我們是中國人
[00:05:27.540 --> 00:05:29.340]  即是
[00:05:29.340 --> 00:05:31.020]  曾經在那些時間裏面
[00:05:31.020 --> 00:05:34.660]  那個民族色彩是很重的
[00:05:34.660 --> 00:05:36.260]  在這裏其實以前也是
[00:05:36.260 --> 00:05:38.300]  猶太人和外邦人都是
[00:05:38.300 --> 00:05:40.380]  和其他民族都是分得很開的
[00:05:40.380 --> 00:05:44.140]  自從他亡了國要受羅馬帝國統治之後
[00:05:44.140 --> 00:05:48.020]  其實那種民族的情緒
[00:05:48.020 --> 00:05:49.140]  是很高漲的
[00:05:49.140 --> 00:05:51.220]  所以大家分得很清楚
[00:05:51.220 --> 00:05:52.380]  怎麼分呢
[00:05:52.380 --> 00:05:53.940]  其中一樣東西就是
[00:05:53.940 --> 00:05:55.460]  國禮咯
[00:05:55.460 --> 00:05:56.940]  我有受過國禮
[00:05:56.940 --> 00:05:58.540]  你沒有受過國禮
[00:05:58.540 --> 00:06:01.300]  好像我在外國留學回來的
[00:06:01.300 --> 00:06:03.660]  你沒有在外國讀過書那樣
[00:06:03.660 --> 00:06:06.020]  一條線就畫了出來
[00:06:06.020 --> 00:06:08.460]  其實國禮是什麼呢
[00:06:08.460 --> 00:06:11.900]  有些定睛姐妹應該都聽過國禮是什麼
[00:06:11.900 --> 00:06:14.340]  國禮原來就是
[00:06:14.340 --> 00:06:17.340]  那些躺在那裏是猶太的男丁
[00:06:17.340 --> 00:06:20.460]  猶太的男孩子出生的時候
[00:06:20.460 --> 00:06:22.660]  其實就要受國禮了
[00:06:22.660 --> 00:06:24.460]  而這個國禮其實呢
[00:06:24.460 --> 00:06:28.220]  在當神和阿伯拉罕納約的時候
[00:06:28.220 --> 00:06:31.020]  已經開始有個國禮了
[00:06:31.020 --> 00:06:35.140]  阿伯拉罕受國禮的時候大家猜不猜得到他多少歲
[00:06:35.140 --> 00:06:36.300]  因爲剛剛第一次
[00:06:36.300 --> 00:06:38.260]  所以就不是等阿伯拉罕出生
[00:06:38.260 --> 00:06:39.900]  後期接納的
[00:06:39.900 --> 00:06:42.100]  大家記不記得多少歲
[00:06:42.100 --> 00:06:47.460]  99歲
[00:06:47.460 --> 00:06:49.100]  99歲的時候
[00:06:49.100 --> 00:06:52.340]  大家想象一下99歲的阿伯
[00:06:52.340 --> 00:06:55.420]  要行國禮都很難想象
[00:06:55.420 --> 00:06:57.900]  都很慘
[00:06:57.900 --> 00:07:00.980]  耶穌有沒有行國禮呢
[00:07:00.980 --> 00:07:02.580]  有沒有啊
[00:07:02.580 --> 00:07:04.140]  有
[00:07:04.140 --> 00:07:06.500]  路加福音說耶穌
[00:07:06.500 --> 00:07:08.780]  第八天就行國禮了
[00:07:08.780 --> 00:07:10.780]  因爲這個是規矩來的
[00:07:10.780 --> 00:07:14.180]  所有猶太男丁都行國禮的
[00:07:14.180 --> 00:07:16.620]  因爲這個是你身份的一個象徵來的
[00:07:16.620 --> 00:07:22.020]  我們是什麼
[00:07:22.020 --> 00:07:24.540]  海巴巴我們
[00:07:24.540 --> 00:07:27.220]  大家知不知道
[00:07:27.220 --> 00:07:28.260]  知道了知道了
[00:07:28.260 --> 00:07:34.940]  恭喜我們這裏有個海巴巴升了級
[00:07:34.940 --> 00:07:38.100]  有個女的剛剛出生
[00:07:38.100 --> 00:07:40.340]  這個女的
[00:07:40.340 --> 00:07:42.300]  應該不知道在香港的法例底下
[00:07:42.300 --> 00:07:45.580]  不知道是45天還是多少天呢
[00:07:45.580 --> 00:07:46.660]  要拿身份證
[00:07:46.660 --> 00:07:48.300]  身份啊
[00:07:48.300 --> 00:07:49.620]  出世紀啊
[00:07:49.620 --> 00:07:51.700]  要拿出世紀的
[00:07:51.700 --> 00:07:52.780]  這個很重要的
[00:07:52.780 --> 00:07:54.260]  沒有出世紀
[00:07:54.260 --> 00:07:56.020]  哇 那就大件事了
[00:07:56.020 --> 00:07:57.100]  第二天就很大件事
[00:07:57.100 --> 00:08:00.540]  很多問題就出現了
[00:08:00.540 --> 00:08:01.420]  這個很重要
[00:08:01.420 --> 00:08:04.220]  這個是身份的象徵來的
[00:08:04.220 --> 00:08:05.740]  在猶太人裏面
[00:08:05.740 --> 00:08:07.940]  國禮就是他們的象徵
[00:08:07.940 --> 00:08:09.500]  但是這種身份的象徵
[00:08:09.500 --> 00:08:14.260]  也是將猶太人和其他的民族
[00:08:14.260 --> 00:08:16.540]  就畫了一條線
[00:08:16.540 --> 00:08:19.060]  就是說
[00:08:19.060 --> 00:08:21.180]  我和你沒什麼關係
[00:08:21.180 --> 00:08:22.860]  我是猶太人
[00:08:22.860 --> 00:08:26.020]  你是不知道什麼人
[00:08:26.020 --> 00:08:28.860]  但是保祿在這裏去
[00:08:28.860 --> 00:08:31.580]  提醒已忽所的弟兄姐妹
[00:08:31.580 --> 00:08:35.860]  就是從前我們真的沒關係
[00:08:35.860 --> 00:08:37.900]  是沒關係
[00:08:37.900 --> 00:08:41.060]  因爲大家都不是同一個信仰
[00:08:41.060 --> 00:08:41.780]  是沒關係
[00:08:41.780 --> 00:08:42.860]  哎呀 我們先回到第一個
[00:08:42.860 --> 00:08:44.580]  不要那麼快到這裏
[00:08:44.580 --> 00:08:45.820]  我們其實沒關係的
[00:08:45.820 --> 00:08:47.260]  我們回到經文那裏
[00:08:47.260 --> 00:08:49.940]  是沒關係的
[00:08:49.940 --> 00:08:50.460]  大家分開
[00:08:50.460 --> 00:08:51.700]  你有受國禮
[00:08:51.700 --> 00:08:52.620]  我有受國禮
[00:08:52.620 --> 00:08:53.420]  你沒受國禮
[00:08:53.420 --> 00:08:54.580]  所以我們沒關係
[00:08:54.580 --> 00:08:55.820]  我是猶太人
[00:08:55.820 --> 00:08:56.740]  你不是猶太人
[00:08:56.740 --> 00:08:59.060]  所以我們沒關係
[00:08:59.060 --> 00:09:00.940]  這些其實不是一些道德的阻隔
[00:09:00.940 --> 00:09:03.100]  這些是一些規條的阻隔
[00:09:03.100 --> 00:09:06.300]  有些規條是將人
[00:09:06.300 --> 00:09:07.220]  來到阻隔了
[00:09:07.220 --> 00:09:10.140]  也都可能將我們和神來到阻隔了
[00:09:10.140 --> 00:09:12.220]  在當時來說
[00:09:12.220 --> 00:09:13.020]  保羅再說下去
[00:09:13.020 --> 00:09:16.420]  其實第十二節那裏有五種的阻隔
[00:09:16.420 --> 00:09:19.060]  有五種的情況來到阻隔了
[00:09:19.060 --> 00:09:20.100]  第一就是
[00:09:20.100 --> 00:09:22.380]  與基督無關
[00:09:22.380 --> 00:09:23.900]  與基督無關
[00:09:23.900 --> 00:09:27.220]  因爲基督耶穌是什麼人啊
[00:09:27.220 --> 00:09:29.460]  是猶太人來的嘛
[00:09:29.460 --> 00:09:30.820]  是不是
[00:09:30.820 --> 00:09:33.460]  他來到當然要救什麼人啊
[00:09:33.460 --> 00:09:35.740]  猶太人啦
[00:09:35.740 --> 00:09:37.540]  那我們那些三不識七的
[00:09:37.540 --> 00:09:40.380]  什麼中國人都更加數不到
[00:09:40.380 --> 00:09:41.780]  不關我們事的
[00:09:41.780 --> 00:09:43.020]  沒份的
[00:09:43.020 --> 00:09:46.140]  這個救恩我們沒份的
[00:09:46.140 --> 00:09:48.660]  好像是這樣
[00:09:48.660 --> 00:09:49.820]  第二呢
[00:09:49.820 --> 00:09:51.100]  這裏有五樣東西來到阻隔了
[00:09:51.100 --> 00:09:53.180]  在以色列國民以外
[00:09:53.180 --> 00:09:56.460]  你拿什麼護照的
[00:09:56.460 --> 00:09:57.900]  你拿什麼護照呢
[00:09:57.900 --> 00:10:00.580]  你就受到什麼的保障或者保護
[00:10:00.580 --> 00:10:02.940]  當你去到外國的時候
[00:10:02.940 --> 00:10:06.740]  有什麼麻煩應該找個領事館
[00:10:06.740 --> 00:10:08.140]  但是在以色列國民之外
[00:10:08.140 --> 00:10:09.220]  因爲你沒受過國禮嘛
[00:10:09.220 --> 00:10:11.780]  你根本就不是我們的人
[00:10:11.780 --> 00:10:15.140]  所以你明明不受我們的保護
[00:10:15.140 --> 00:10:22.020]  爲什麼今天中國政府可以爲孟晚舟出面呢
[00:10:22.020 --> 00:10:24.140]  中國公民嘛
[00:10:24.140 --> 00:10:25.060]  是不是
[00:10:25.060 --> 00:10:26.660]  如果不是的
[00:10:26.660 --> 00:10:27.660]  怎麼出面啊
[00:10:27.660 --> 00:10:28.940]  沒得說的
[00:10:28.940 --> 00:10:31.460]  有些國家的護照不是那麼容易拿的
[00:10:31.460 --> 00:10:36.020]  我相信我們這裏應該沒什麼人有日本護照
[00:10:36.020 --> 00:10:37.900]  因爲我曾經認識過一位姐妹
[00:10:37.900 --> 00:10:39.540]  她已經嫁了一個日本人
[00:10:39.540 --> 00:10:42.220]  又去到日本來居住
[00:10:42.220 --> 00:10:45.260]  不過原來日本的護照不是那麼容易拿的
[00:10:45.260 --> 00:10:46.180]  是啊
[00:10:46.180 --> 00:10:47.940]  不會發給你的
[00:10:47.940 --> 00:10:50.100]  就是這樣
[00:10:50.100 --> 00:10:51.820]  有些護照不是那麼容易拿的
[00:10:51.820 --> 00:10:54.740]  不是你想拿就拿得到的
[00:10:54.740 --> 00:10:56.660]  以色列國民以外
[00:10:56.660 --> 00:10:58.060]  你都不是以色列人
[00:10:58.060 --> 00:10:59.500]  所以沒份
[00:10:59.500 --> 00:11:00.700]  這些是阻隔
[00:11:00.700 --> 00:11:02.140]  這些不是道德的阻隔
[00:11:02.140 --> 00:11:06.220]  這些是規條來阻隔了
[00:11:06.220 --> 00:11:08.820]  還有第三是什麼
[00:11:08.820 --> 00:11:11.820]  在所應許的諸約上
[00:11:11.820 --> 00:11:13.820]  是局外人
[00:11:13.820 --> 00:11:16.380]  既然你不是以色列人
[00:11:16.380 --> 00:11:18.940]  那上帝給以色列的應許
[00:11:18.940 --> 00:11:19.980]  你沒份了
[00:11:19.980 --> 00:11:22.580]  什麼大衛之約有沒有份啊
[00:11:22.580 --> 00:11:24.180]  沒份啊
[00:11:24.180 --> 00:11:26.060]  這個阿巴拉罕那些有沒有份啊
[00:11:26.060 --> 00:11:28.100]  沒份啊 全部沒份啊
[00:11:28.100 --> 00:11:29.820]  因爲你不是那些人
[00:11:29.820 --> 00:11:31.020]  不關你的事
[00:11:31.020 --> 00:11:32.420]  你是局外人
[00:11:32.420 --> 00:11:34.220]  是沒份的
[00:11:34.220 --> 00:11:35.340]  沒份的
[00:11:35.340 --> 00:11:36.620]  我不知道最近
[00:11:36.620 --> 00:11:38.060]  政府說的四千塊
[00:11:38.060 --> 00:11:39.340]  不知道有沒有人沒份
[00:11:39.340 --> 00:11:40.620]  我希望大家都有份
[00:11:40.620 --> 00:11:43.660]  我還沒查我自己有沒有份
[00:11:43.660 --> 00:11:45.340]  有些東西是
[00:11:45.340 --> 00:11:47.820]  原來不是人人有份的
[00:11:47.820 --> 00:11:50.220]  就是你不是就沒份
[00:11:50.220 --> 00:11:51.820]  你在界外就沒份
[00:11:51.820 --> 00:11:54.340]  你在界內就有份
[00:11:54.340 --> 00:11:56.340]  很簡單的
[00:11:56.340 --> 00:11:58.820]  當時來說
[00:11:58.820 --> 00:12:00.900]  保羅很想以弗所的弟兄姊妹
[00:12:00.900 --> 00:12:04.220]  想起以前沒有神的人生是怎樣
[00:12:04.220 --> 00:12:06.580]  活在世上沒有指望
[00:12:06.580 --> 00:12:09.060]  沒有指望是說什麼意思呢
[00:12:09.060 --> 00:12:11.540]  就是不知道自己在做什麼
[00:12:11.540 --> 00:12:12.740]  可能有些人說
[00:12:12.740 --> 00:12:13.940]  我要賺錢
[00:12:13.940 --> 00:12:15.220]  OK
[00:12:15.220 --> 00:12:16.740]  在我成長的年代
[00:12:16.740 --> 00:12:19.540]  最重要是找到第一桶金
[00:12:19.540 --> 00:12:21.740]  第一桶金是一百萬
[00:12:21.740 --> 00:12:24.340]  當時說的是百萬富翁
[00:12:24.340 --> 00:12:26.220]  這個你不要噏頭了
[00:12:26.220 --> 00:12:28.820]  梁醒波都做過一套戲叫百萬富翁
[00:12:28.820 --> 00:12:30.660]  不要噏頭
[00:12:30.660 --> 00:12:32.860]  你噏頭真的跟我差不多
[00:12:32.860 --> 00:12:35.460]  就是這樣
[00:12:35.460 --> 00:12:39.020]  但是找到第一桶金之後又如何呢
[00:12:39.020 --> 00:12:42.980]  這個就是問題
[00:12:42.980 --> 00:12:44.460]  是不是找完一百萬之後
[00:12:44.460 --> 00:12:46.460]  你要找一千萬呢
[00:12:46.460 --> 00:12:48.180]  也好
[00:12:48.180 --> 00:12:50.700]  這個是你下一個目標也好
[00:12:50.700 --> 00:12:56.700]  你又很努力去找完一千萬之後又如何呢
[00:12:56.700 --> 00:12:58.900]  其實香港很多人有一千萬
[00:12:58.900 --> 00:13:00.940]  有些統計告訴我們
[00:13:00.940 --> 00:13:03.660]  所以一百萬的絕對不是富翁
[00:13:03.660 --> 00:13:05.460]  一千萬的
[00:13:05.460 --> 00:13:07.340]  只能說有一點點錢
[00:13:07.340 --> 00:13:09.420]  都不算是富翁
[00:13:09.420 --> 00:13:10.980]  那你想找多少呢
[00:13:10.980 --> 00:13:14.980]  但是人生的目標如果真的放在金錢上
[00:13:14.980 --> 00:13:17.060]  那你很快就過了
[00:13:17.060 --> 00:13:18.340]  那又如何呢
[00:13:18.340 --> 00:13:22.060]  其實最終可能你真的不知道要做什麼
[00:13:22.060 --> 00:13:24.540]  就是我們看回現在很多的
[00:13:24.540 --> 00:13:27.860]  香港的富商或者富翁
[00:13:27.860 --> 00:13:29.220]  當然數得出那些了
[00:13:29.220 --> 00:13:30.900]  是不是大家可以數得出那些了
[00:13:30.900 --> 00:13:33.260]  是在講億億聲的
[00:13:33.260 --> 00:13:35.700]  那又如何呢
[00:13:35.700 --> 00:13:38.660]  就是人生是這樣
[00:13:38.660 --> 00:13:42.260]  那很快又一世了
[00:13:42.260 --> 00:13:45.580]  可能你去到八九十歲甚至一百歲
[00:13:45.580 --> 00:13:49.620]  那下一站又如何呢
[00:13:49.620 --> 00:13:52.740]  沒有指望不知道做什麼
[00:13:52.740 --> 00:13:55.100]  最簡單都是說回最後就是
[00:13:55.100 --> 00:13:57.460]  因爲沒有神
[00:13:57.460 --> 00:14:00.860]  當然可能他們也有拜很多的神
[00:14:00.860 --> 00:14:04.780]  我們也聽過印度有幾萬個神
[00:14:04.780 --> 00:14:08.180]  不休沒有神拜如果要拜神的話
[00:14:08.180 --> 00:14:11.620]  不過我們要知道誰是真神
[00:14:11.620 --> 00:14:15.700]  你以爲以佛所人沒有神拜嗎
[00:14:15.700 --> 00:14:20.260]  他們有個很出名的女神叫什麼名字
[00:14:20.260 --> 00:14:22.100]  忘記了
[00:14:22.100 --> 00:14:24.540]  叫底米雕
[00:14:24.540 --> 00:14:25.740]  是這樣的
[00:14:25.740 --> 00:14:28.940]  在當時也是出名的在那個地方里面
[00:14:28.940 --> 00:14:32.220]  阿底米有個名字
[00:14:32.220 --> 00:14:33.900]  你以爲真的沒有神拜嗎
[00:14:33.900 --> 00:14:37.500]  不過不是拜得對而已
[00:14:37.500 --> 00:14:42.300]  不認識那位的真神
[00:14:42.300 --> 00:14:44.700]  好像和他們沒有關係
[00:14:44.700 --> 00:14:46.220]  不知道在做什麼
[00:14:46.220 --> 00:14:50.260]  沒有上帝的人生就是這樣
[00:14:50.260 --> 00:14:54.660]  我們接着看的那幅圖畫就是這樣
[00:14:54.660 --> 00:15:00.940]  大家想到什麼呢
[00:15:00.940 --> 00:15:03.740]  就是沒有關係
[00:15:03.740 --> 00:15:05.580]  大家坐在一張桌子上
[00:15:05.580 --> 00:15:07.180]  認不認識
[00:15:07.180 --> 00:15:10.020]  其實是搭桌子的
[00:15:10.020 --> 00:15:12.100]  其實搭桌子的大家不太認識
[00:15:12.100 --> 00:15:15.580]  就是這樣
[00:15:15.580 --> 00:15:18.500]  這個是保羅他來到
[00:15:18.500 --> 00:15:22.620]  希望提醒以佛所的弟兄姊妹
[00:15:22.620 --> 00:15:26.140]  其實從前沒有上帝的人生就是這樣
[00:15:26.140 --> 00:15:28.500]  就是沒有關係
[00:15:28.500 --> 00:15:31.900]  但是這裏也提醒我們
[00:15:31.900 --> 00:15:37.180]  其實我們的生命以前是不是這樣呢
[00:15:37.180 --> 00:15:39.340]  今天我們能夠坐在這裏
[00:15:39.340 --> 00:15:41.260]  其實真的是一個恩典
[00:15:41.260 --> 00:15:45.020]  今天我們能夠信主
[00:15:45.020 --> 00:15:47.060]  能夠侍奉
[00:15:47.060 --> 00:15:50.140]  其實原來也是一個恩典
[00:15:50.140 --> 00:15:53.140]  當然有時候侍奉也很累
[00:15:53.140 --> 00:15:56.140]  有時候來祖堂崇拜也要早起
[00:15:56.140 --> 00:15:58.260]  特別是今天冷了
[00:15:58.260 --> 00:16:02.140]  但原來能夠來到也是一個恩典
[00:16:02.140 --> 00:16:05.300]  我們能夠聚集一起敬拜
[00:16:05.300 --> 00:16:07.460]  這個也是一個恩典
[00:16:07.460 --> 00:16:09.780]  我們有關係
[00:16:09.780 --> 00:16:14.500]  我們和旁邊的弟兄姊妹說我們有關係的
[00:16:14.500 --> 00:16:19.540]  是啊有關係的
[00:16:19.540 --> 00:16:23.020]  這裏是讓我們去反省
[00:16:23.020 --> 00:16:26.740]  我們信了主很多弟兄姊妹
[00:16:26.740 --> 00:16:30.260]  清德弟兄姊妹是有關係的
[00:16:30.260 --> 00:16:33.020]  如果我們有未信主的新朋友
[00:16:33.020 --> 00:16:34.780]  其實我們也是有關係的
[00:16:34.780 --> 00:16:37.220]  因爲我們也是同一個上帝所做的
[00:16:37.220 --> 00:16:38.540]  我們其實是有關係的
[00:16:38.540 --> 00:16:45.420]  我們希望未信主的朋友可以早日加入神這個大家庭裏面
[00:16:45.420 --> 00:16:50.420]  在這裏看回很多的規條是將人隔絕了
[00:16:50.420 --> 00:16:51.940]  我已經不說道德的部分
[00:16:51.940 --> 00:16:54.980]  道德的部分其實上次林彥荃也有提過
[00:16:54.980 --> 00:16:59.620]  今天有很多規條將人隔絕了
[00:16:59.620 --> 00:17:02.140]  但讓我們今天看回我們的生命當中
[00:17:02.140 --> 00:17:04.180]  當我們有神的時候
[00:17:04.180 --> 00:17:07.980]  其實我們也願意在神的裏面
[00:17:07.980 --> 00:17:09.660]  我們將一些規條
[00:17:09.660 --> 00:17:12.580]  特別是一些阻隔人的規條
[00:17:12.580 --> 00:17:15.540]  我們儘量將它放下
[00:17:15.540 --> 00:17:21.740]  我們看一看在耶穌基督裏面的人生是怎樣的
[00:17:21.740 --> 00:17:26.140]  這個大段其實有五節經文
[00:17:26.140 --> 00:17:29.580]  但可以分成三個要點去看
[00:17:29.580 --> 00:17:31.580]  我們先看第一個要點
[00:17:31.580 --> 00:17:33.740]  就是13節到15節
[00:17:33.740 --> 00:17:34.620]  我們一起讀
[00:17:34.620 --> 00:17:36.260]  預備 1 2 3
[00:17:36.260 --> 00:17:39.300]  你們從前遠離神的人
[00:17:39.300 --> 00:17:42.300]  如今卻在基督耶穌裏
[00:17:42.300 --> 00:17:46.380]  靠着他的血已經得親近了
[00:17:46.380 --> 00:17:49.260]  因他是我們和睦
[00:17:49.260 --> 00:17:52.540]  原文因他是我們的和睦
[00:17:52.540 --> 00:17:55.220]  將兩下合而爲一
[00:17:55.220 --> 00:17:59.020]  拆毀了中間隔斷的長15節
[00:17:59.020 --> 00:18:03.700]  而且以自己的身體廢掉冤囚
[00:18:03.700 --> 00:18:07.580]  就是那既在律法上的規條
[00:18:07.580 --> 00:18:09.620]  爲要將兩下
[00:18:09.620 --> 00:18:11.100]  藉着自己
[00:18:11.100 --> 00:18:13.340]  造成一個新人
[00:18:13.340 --> 00:18:16.420]  如此便成就了和睦
[00:18:16.420 --> 00:18:23.340]  我們看回上一個要點第13節第14節
[00:18:23.340 --> 00:18:27.620]  因爲有耶穌在基督裏
[00:18:27.620 --> 00:18:32.020]  這個其實是一個很有意思的說話
[00:18:32.020 --> 00:18:34.100]  在基督裏
[00:18:34.100 --> 00:18:36.740]  靠着他的血在基督裏
[00:18:36.740 --> 00:18:39.540]  我們就能夠同神親近
