
[00:00:00.000 --> 00:00:03.720]  我今天要和大家分享的信息是
[00:04:08.720 --> 00:04:14.200]  大家有沒有想過 有一天 旁邊的人突然問你
[00:04:14.200 --> 00:04:17.800]  喂 見到你很久了 在教會
[00:04:17.800 --> 00:04:21.240]  又知道你洗了禮 不過你領了聖靈了沒有
[00:04:21.240 --> 00:04:24.480]  你有沒有搞錯 問這些問題
[00:04:24.480 --> 00:04:31.040]  在信徒 在當時信耶穌的群體裡面是很特別的
[00:04:31.040 --> 00:04:33.600]  覺得 為什麼會這樣問呢
[00:04:33.600 --> 00:04:38.520]  不過他又回答 他說沒有
[00:04:38.520 --> 00:04:42.080]  於是再問一樣 你受了什麼洗
[00:04:42.080 --> 00:04:47.680]  他們說 受了施洗約翰的悔改的洗
[00:04:47.680 --> 00:04:52.640]  我們就問 他們問的這句 你們領了聖靈了沒有
[00:04:52.640 --> 00:04:57.920]  某個程度上 在他們的言談舉止
[00:04:57.920 --> 00:05:01.440]  保羅好像感應了一些東西
[00:05:01.440 --> 00:05:04.360]  他覺得 好像你們還沒有
[00:05:04.360 --> 00:05:08.560]  你說是門徒 但是好像還沒有感受到你們領了聖靈
[00:05:08.560 --> 00:05:12.160]  所以他才會問這個問題
[00:05:12.160 --> 00:05:18.920]  我們就說 這個經文不只是我們今天才知道的
[00:05:18.920 --> 00:05:20.840]  很多學者都研究過的
[00:05:20.840 --> 00:05:25.880]  學者就認為 他們是施洗約翰的門徒
[00:05:25.880 --> 00:05:29.880]  可能實在未必真的跟過施洗約翰
[00:05:29.880 --> 00:05:36.800]  而是可能聽過阿波羅早期的時候講道的人
[00:05:36.800 --> 00:05:39.120]  領過的洗都是那個時候
[00:05:39.120 --> 00:05:41.520]  因為早期的阿波羅
[00:05:41.520 --> 00:05:47.280]  他真的還沒有認識耶穌基督這個救恩
[00:05:47.280 --> 00:05:51.600]  直到後期 阿波羅認識了一對夫婦
[00:05:51.600 --> 00:06:01.120]  伯羈拉和阿居拉 他才從他們那裡重新明白了救恩
[00:06:01.120 --> 00:06:03.560]  什麼叫耶穌基督的救恩
[00:06:03.560 --> 00:06:09.960]  所以在之前 他仍然只是知道約翰的洗禮
[00:06:09.960 --> 00:06:14.160]  就是說 如果現在是這樣說的話
[00:06:14.160 --> 00:06:19.880]  單單接受約翰的洗禮的人是未領聖靈的 是真的
[00:06:19.880 --> 00:06:24.920]  唯有奉主耶穌的名受洗 才有聖靈的
[00:06:24.920 --> 00:06:29.080]  不過 究竟悔改的洗和聖靈的洗
[00:06:29.080 --> 00:06:31.320]  真的可以看得出來嗎?
[00:06:31.320 --> 00:06:32.520]  可以感受得到嗎?
[00:06:32.520 --> 00:06:34.840]  怎麼分出來的呢? 保羅
[00:06:34.840 --> 00:06:37.440]  我們就首先理解一下
[00:06:37.440 --> 00:06:42.840]  約翰是一個怎樣的人 和他的洗禮是怎樣的
[00:06:42.840 --> 00:06:46.400]  我們說約翰是舊約最後一位先知
[00:06:46.400 --> 00:06:49.840]  約翰的洗禮叫做悔改的洗禮
[00:06:49.840 --> 00:06:52.480]  因為他有招牌的一句話
[00:06:52.480 --> 00:06:55.320]  他傳道的時候就說
[00:06:55.320 --> 00:06:59.840]  天國近了 你們要悔改
[00:06:59.840 --> 00:07:01.840]  很多人都知道的 沒理由不知道的
[00:07:01.840 --> 00:07:04.280]  教了他這麼久
[00:07:04.280 --> 00:07:07.040]  天國近了 你們要悔改
[00:07:07.040 --> 00:07:12.920]  他就是這樣告訴別人 要準備好
[00:07:12.920 --> 00:07:15.000]  上帝就要來了
[00:07:15.000 --> 00:07:17.160]  所以你們要懺悔了
[00:07:17.160 --> 00:07:21.160]  然後他就會用水 為這些人去洗禮
[00:07:21.160 --> 00:07:24.440]  這就叫做悔改的洗禮
[00:07:24.440 --> 00:07:26.960]  為自己的罪去懺悔
[00:07:26.960 --> 00:07:29.440]  但是呢
[00:07:29.440 --> 00:07:33.240]  這件事很深刻 因為有一些事情做了
[00:07:33.240 --> 00:07:36.360]  但實在他不只是教人這樣
[00:07:36.360 --> 00:07:39.040]  約翰說了更加重要的事情
[00:07:39.040 --> 00:07:42.680]  還有這是他最重要的使命
[00:07:42.680 --> 00:07:46.320]  就是他為基督作見證
[00:07:46.320 --> 00:07:48.040]  舊約也有說
[00:07:48.040 --> 00:07:51.520]  預備主的道 修正祂的路
[00:07:51.520 --> 00:07:54.440]  意思是他呼召人悔改
[00:07:54.440 --> 00:07:56.280]  悔改是什麼意思呢
[00:07:56.280 --> 00:07:59.400]  在當時猶太人來說很有意思
[00:07:59.400 --> 00:08:02.560]  因為他們要改變他們的思維
[00:08:02.560 --> 00:08:04.520]  猶太人在想什麼
[00:08:04.520 --> 00:08:08.640]  他們覺得我們是阿伯拉罕的子孫
[00:08:08.640 --> 00:08:12.400]  上帝已經和我們的祖先納了約
[00:08:12.400 --> 00:08:14.480]  我們就是祂的子民
[00:08:14.480 --> 00:08:19.200]  所以生出我們就應該和上帝有約
[00:08:19.200 --> 00:08:21.280]  所以我們在約裡面的時候
[00:08:21.280 --> 00:08:24.760]  我們已經是上帝的子民
[00:08:24.760 --> 00:08:27.480]  但是他們仍然犯罪
[00:08:27.480 --> 00:08:29.440]  他們以為不怕
[00:08:29.440 --> 00:08:33.280]  我們有個合約 所以我們一定得救
[00:08:33.280 --> 00:08:36.680]  不過約翰來 就是上帝差遣他來
[00:08:36.680 --> 00:08:39.640]  要告訴他們 你們要悔改
[00:08:39.640 --> 00:08:42.000]  你們做錯很多事 你們要悔改
[00:08:42.000 --> 00:08:45.840]  並且要讓他們預備
[00:08:45.840 --> 00:08:48.440]  去面見基督
[00:08:48.440 --> 00:08:50.840]  這個救世主的來到
[00:08:50.840 --> 00:08:51.960]  做好準備
[00:08:51.960 --> 00:08:55.680]  這個人的心要做好準備
[00:08:55.680 --> 00:08:57.720]  實在約翰
[00:08:57.720 --> 00:09:00.640]  怎樣去預備上帝的道呢
[00:09:00.640 --> 00:09:02.560]  或者耶穌基督的來到
[00:09:02.560 --> 00:09:05.240]  除了呼籲人悔改之外
[00:09:05.240 --> 00:09:06.800]  有一樣東西很重要的
[00:09:06.800 --> 00:09:09.080]  他是提過聖靈的駛
[00:09:09.080 --> 00:09:13.320]  不過 你知道有時候人聽了很多東西
[00:09:13.320 --> 00:09:15.000]  不是每樣都記得
[00:09:15.000 --> 00:09:19.160]  不過實在他真的說過聖靈的駛
[00:09:19.160 --> 00:09:21.040]  而且在我們的福音書
[00:09:21.040 --> 00:09:25.720]  三卷福音書同時都記載了這件事
[00:09:25.720 --> 00:09:28.640]  一件事 但三個福音書都有記載
[00:09:28.640 --> 00:09:30.640]  就馬太 馬可和盧伽
[00:09:30.640 --> 00:09:33.880]  他記載了施洗約翰
[00:09:33.880 --> 00:09:35.360]  就向這些人說
[00:09:35.360 --> 00:09:39.240]  「我是用水給你們施洗 叫你們悔改
[00:09:39.240 --> 00:09:41.520]  但那在我耳後來的
[00:09:41.520 --> 00:09:42.920]  能力比我更大
[00:09:42.920 --> 00:09:45.320]  我就是給他提鞋也不配
[00:09:45.320 --> 00:09:49.160]  他要用聖靈與火給你們施洗」
[00:09:49.160 --> 00:09:50.520]  所以他有說的
[00:09:50.520 --> 00:09:52.040]  不過不是他做
[00:09:52.040 --> 00:09:54.920]  是之後有一個更厲害的
[00:09:54.920 --> 00:09:56.600]  就是講到耶穌基督
[00:09:56.600 --> 00:09:58.720]  來到要為他們施洗
[00:09:58.720 --> 00:10:00.160]  他只是這樣說
[00:10:00.160 --> 00:10:01.400]  誰呢
[00:10:01.400 --> 00:10:03.360]  實際上他也有說
[00:10:03.360 --> 00:10:06.480]  在約翰福音那裏就有說
[00:10:06.480 --> 00:10:10.080]  再次提及聖靈的洗
[00:10:10.080 --> 00:10:13.120]  他見證耶穌就是那位基督
[00:10:13.120 --> 00:10:15.680]  當時他就告訴門徒
[00:10:15.680 --> 00:10:18.560]  他說「我曾經看見聖靈
[00:10:18.560 --> 00:10:21.280]  彷彿甲子從天降下
[00:10:21.280 --> 00:10:23.360]  住在他的身上」
[00:10:23.360 --> 00:10:27.760]  這就是講到耶穌來到他面前受洗的時候
[00:10:27.760 --> 00:10:29.680]  「我先前不認識他
[00:10:29.680 --> 00:10:33.600]  只是那差我來用水施洗的對我說
[00:10:33.600 --> 00:10:35.840]  你看見聖靈降下來
[00:10:35.840 --> 00:10:37.120]  住在誰的身上
[00:10:37.120 --> 00:10:39.520]  誰就是用聖靈施洗的
[00:10:39.520 --> 00:10:40.400]  我看見了
[00:10:40.400 --> 00:10:43.240]  就證明這是神的兒子」
[00:10:43.240 --> 00:10:44.960]  就是說
[00:10:44.960 --> 00:10:48.960]  約翰知道耶穌就是那位基督
[00:10:48.960 --> 00:10:50.440]  那位救世主
[00:10:50.440 --> 00:10:55.320]  這個救世主要用聖靈去施洗
[00:10:55.320 --> 00:10:56.440]  所以
[00:10:56.440 --> 00:11:00.200]  我們知道約翰原來不單止傳悔改的洗禮
[00:11:00.200 --> 00:11:02.080]  更是為基督作見證
[00:11:02.080 --> 00:11:04.760]  為基督預備道路
[00:11:04.760 --> 00:11:09.080]  就是叫大人去到基督面前
[00:11:09.080 --> 00:11:13.960]  要人相信耶穌就是那位基督
[00:11:13.960 --> 00:11:15.280]  所以他都預備了
[00:11:15.280 --> 00:11:18.560]  他說基督是會興旺的
[00:11:18.560 --> 00:11:21.560]  他就必須微
[00:11:21.560 --> 00:11:23.320]  不過可惜的是
[00:11:23.320 --> 00:11:24.920]  約翰的門徒
[00:11:24.920 --> 00:11:29.040]  這班門徒只是懂得悔改的洗禮
[00:11:29.040 --> 00:11:32.800]  並且停留在悔改這個階段
[00:11:32.800 --> 00:11:36.800]  忽略了約翰所指示的方向
[00:11:36.800 --> 00:11:40.680]  就是信耶穌就是那位基督
[00:11:40.680 --> 00:11:44.720]  我相信這班接受了約翰洗禮的門徒
[00:11:44.720 --> 00:11:49.320]  都是一班知罪並且敬畏神的人
[00:11:49.320 --> 00:11:53.160]  他們有願意悔改的心
[00:11:53.160 --> 00:11:57.800]  而且應該都預備行各樣的善事
[00:11:57.800 --> 00:12:01.520]  因為在領受悔改洗禮的時候
[00:12:01.520 --> 00:12:05.400]  很多人很自然的都問約翰
[00:12:05.400 --> 00:12:09.200]  洗了禮之後要做些什麼呢?
[00:12:09.200 --> 00:12:11.640]  我們當做些什麼呢?
[00:12:11.640 --> 00:12:14.360]  你知道洗禮不可以每天洗的
[00:12:14.360 --> 00:12:16.800]  每次都來悔改洗禮嗎?
[00:12:16.800 --> 00:12:20.720]  洗了禮之後我們應該要怎麼做呢?
[00:12:20.720 --> 00:12:23.520]  於是就問約翰 約翰就教人
[00:12:23.520 --> 00:12:26.040]  他說有兩件衣服的就分給沒有的
[00:12:26.040 --> 00:12:28.480]  有食物的都是這樣去做
[00:12:28.480 --> 00:12:30.120]  如果你是收稅的話
[00:12:30.120 --> 00:12:34.480]  你就除了應該要收的數量不要多收
[00:12:34.480 --> 00:12:38.040]  如果當兵的不要強暴待人
[00:12:38.040 --> 00:12:39.560]  也不要訛詐人
[00:12:39.560 --> 00:12:43.160]  自己有錢糧就要知足了
[00:12:43.160 --> 00:12:45.760]  所以可以想像這班自稱門徒的人
[00:12:45.760 --> 00:12:51.080]  他一定都是一個很願意努力行善的人
[00:12:51.080 --> 00:12:56.160]  傾向想透過好行為行善來取悅神
[00:12:56.160 --> 00:13:00.000]  不過要做多少才夠呢?
[00:13:00.000 --> 00:13:02.080]  約翰好像沒有說過
[00:13:02.080 --> 00:13:03.720]  認真的人我們相信
[00:13:03.720 --> 00:13:07.680]  每一個人如果認真想去做好的時候
[00:13:07.680 --> 00:13:09.360]  我們一定會很努力的
[00:13:09.360 --> 00:13:11.560]  做一些好事
[00:13:11.560 --> 00:13:15.800]  不過越努力就表示我們越沒有把握
[00:13:15.800 --> 00:13:19.600]  因為沒有人告訴我們什麼叫夠
[00:13:19.600 --> 00:13:23.240]  沒有把握達到神的標準
[00:13:23.240 --> 00:13:27.360]  而越做心靈會越沉重
[00:13:27.360 --> 00:13:29.440]  實在是很辛苦的
[00:13:29.440 --> 00:13:34.320]  而我相信這一切都在他們的言談舉止裡面表露了
[00:13:34.320 --> 00:13:38.680]  也因此我們明白為什麼保羅要問這班人
[00:13:38.680 --> 00:13:43.000]  你們領受了聖靈了嗎?
[00:13:43.000 --> 00:13:46.760]  我自己也在初信的階段
[00:13:46.760 --> 00:13:50.280]  考慮要不要洗禮的那段時間
[00:13:50.280 --> 00:13:52.920]  有很相似的心態
[00:13:52.920 --> 00:13:54.520]  我自己覺得
[00:13:54.520 --> 00:13:56.680]  是的 我已經認識了主了
[00:13:56.680 --> 00:13:58.520]  不過我覺得自己很多罪
[00:13:58.520 --> 00:13:59.840]  還沒搞定
[00:13:59.840 --> 00:14:02.560]  沒有把握神會接納我
[00:14:02.560 --> 00:14:05.960]  不如我自己先做好一點
[00:14:05.960 --> 00:14:09.200]  先做好一點 不要那麼失禮
[00:14:09.200 --> 00:14:11.240]  然後我才來洗禮
[00:14:11.240 --> 00:14:13.240]  或者我再來去見上帝
[00:14:13.240 --> 00:14:16.840]  看看行不行
[00:14:16.840 --> 00:14:18.400]  而回想這段時間
[00:14:18.400 --> 00:14:22.960]  原來我自己是停留在認識神的聖潔
[00:14:22.960 --> 00:14:24.920]  認識自己的罪惡過犯
[00:14:24.920 --> 00:14:29.840]  卻是不知道主耶穌基督的恩典
[00:14:29.840 --> 00:14:31.920]  和聖靈的幫助
[00:14:31.920 --> 00:14:33.160]  不是沒有聽過
[00:14:33.160 --> 00:14:34.600]  上課有聽過
[00:14:34.600 --> 00:14:36.000]  不過不知為何
[00:14:36.000 --> 00:14:37.960]  全部都會忘記
[00:14:37.960 --> 00:14:40.840]  一想的時候就想了一遍
[00:14:40.840 --> 00:14:46.360]  不知道原來人的努力是枉然的
[00:14:46.360 --> 00:14:49.720]  沒有人可以自己救自己的
[00:14:49.720 --> 00:14:55.840]  我們自己不可以因為行善得到赦免
[00:14:55.840 --> 00:14:59.960]  生命也不會因為這樣而更新改變
[00:14:59.960 --> 00:15:02.400]  如果我要靠自己去改變 去行善
[00:15:02.400 --> 00:15:08.320]  相信我都會像這12個受了約翰洗的門徒一樣
[00:15:08.320 --> 00:15:15.360]  可能一方面覺得自己做得不夠好
[00:15:15.360 --> 00:15:19.080]  令到周圍的人不舒服
[00:15:19.080 --> 00:15:22.240]  可能身邊的人都會覺得很失望
[00:15:22.240 --> 00:15:24.240]  自己失望 別人也失望
[00:15:24.240 --> 00:15:26.360]  即使拼命去做
[00:15:26.360 --> 00:15:28.560]  都做得很辛苦
[00:15:28.560 --> 00:15:31.200]  活得很辛苦
[00:15:31.200 --> 00:15:35.920]  究竟悔改的洗有這樣的限制
[00:15:35.920 --> 00:15:37.960]  聖靈的洗又是甚麼來的呢
[00:15:37.960 --> 00:15:42.640]  今天我們的洗禮有水
[00:15:42.640 --> 00:15:45.200]  有沒有聖靈的洗呢
[00:15:45.200 --> 00:15:49.640]  要不要一會兒再弄一個聖靈的洗禮呢
[00:15:49.640 --> 00:15:51.960]  這麼大劑
[00:15:51.960 --> 00:15:54.520]  和教會現在的洗
[00:15:54.520 --> 00:15:58.520]  和聖靈的洗我們是怎樣去看呢
[00:15:58.520 --> 00:16:01.120]  今天教會的洗禮我們是用水的
[00:16:01.120 --> 00:16:02.920]  都是要人悔改的
[00:16:02.920 --> 00:16:06.320]  但不是因為水能夠潔淨人的罪
[00:16:06.320 --> 00:16:07.880]  這是一種儀式
[00:16:07.880 --> 00:16:09.600]  是一個禮儀來的
[00:16:09.600 --> 00:16:12.440]  不過悔改是真的需要的
[00:16:12.440 --> 00:16:15.000]  人需要有這樣的覺悟才行
[00:16:15.000 --> 00:16:17.400]  但是只有悔改
[00:16:17.400 --> 00:16:20.760]  是不能夠叫我們得救的
[00:16:20.760 --> 00:16:22.400]  洗禮最重要的是甚麼
[00:16:22.400 --> 00:16:23.960]  剛才大家都見證了
[00:16:23.960 --> 00:16:26.040]  他們要和大家去宣認甚麼
[00:16:26.040 --> 00:16:29.120]  他們相信主耶穌基督
[00:16:29.120 --> 00:16:32.800]  因為唯有基督的救贖才有功效
[00:16:32.800 --> 00:16:35.720]  祂為我們死流出的寶血才有功效
[00:16:35.720 --> 00:16:39.240]  才有拯救的能力才能夠救我們
[00:16:39.240 --> 00:16:40.640]  所以要悔改
[00:16:40.640 --> 00:16:46.040]  並且相信主耶穌才能夠得救
[00:16:46.040 --> 00:16:49.440]  當時保羅為這12個門徒進行的洗禮
[00:16:49.440 --> 00:16:54.120]  和我們現在教會進行的洗禮大致相同
[00:16:54.120 --> 00:16:58.200]  我們都是奉主耶穌基督的名
[00:16:58.200 --> 00:17:01.560]  我們說是奉聖父、聖子、聖靈的名
[00:17:01.560 --> 00:17:03.600]  為人施洗
[00:17:03.600 --> 00:17:06.680]  因此當人願意悔改並相信耶穌的時候
[00:17:06.680 --> 00:17:09.000]  就有聖靈的同在
[00:17:09.000 --> 00:17:11.400]  已經在他們的裏面
[00:17:11.400 --> 00:17:14.240]  究竟有在裏面
[00:17:14.240 --> 00:17:16.200]  沒有在裏面有甚麼分別呢
[00:17:16.200 --> 00:17:20.920]  聖靈為甚麼一定要和重生的人同在呢
[00:17:20.920 --> 00:17:22.280]  有兩個目的
[00:17:22.280 --> 00:17:26.480]  第一個目的就是要潔淨人的生命
[00:17:26.480 --> 00:17:29.560]  神說過你們要聖潔
[00:17:29.560 --> 00:17:33.400]  因為我耶和華你們的神是聖潔的
[00:17:33.400 --> 00:17:37.400]  耶穌就要用聖靈和火給你們施洗
[00:17:37.400 --> 00:17:40.200]  火的功用正正是聖潔
[00:17:40.200 --> 00:17:41.920]  就是去潔淨
[00:17:41.920 --> 00:17:43.520]  見過別人煉金沒有
[00:17:43.520 --> 00:17:45.120]  老人家應該知道
[00:17:45.120 --> 00:17:47.280]  煉金要用火的
[00:17:47.280 --> 00:17:49.120]  為甚麼要用火燒它
[00:17:49.120 --> 00:17:51.880]  原來要燒光這些雜質
[00:17:51.880 --> 00:17:53.440]  才能夠有正金
[00:17:53.440 --> 00:17:56.000]  剩下一些好的金出來
[00:17:56.000 --> 00:17:58.320]  是一種煉淨
[00:17:58.320 --> 00:18:00.240]  一種潔淨的功能
[00:18:00.240 --> 00:18:02.120]  聖靈也是這樣
[00:18:02.120 --> 00:18:05.080]  保羅曾經對波蘭多教會說
[00:18:05.080 --> 00:18:07.840]  如今你們奉主耶穌基督的名
[00:18:07.840 --> 00:18:10.240]  並藉著我們神的靈
[00:18:10.240 --> 00:18:13.920]  已經洗淨 成性 清義了
[00:18:13.920 --> 00:18:15.560]  而彼得也有說
[00:18:15.560 --> 00:18:18.960]  信徒就是照顧神的先見所揀選
[00:18:18.960 --> 00:18:21.280]  藉著聖靈得成聖潔
[00:18:21.280 --> 00:18:23.920]  以致信服耶穌基督
[00:18:23.920 --> 00:18:27.840]  由蒙他血所灑的人
[00:18:27.840 --> 00:18:29.760]  總括來說
[00:18:29.760 --> 00:18:33.000]  我們是因信耶穌
[00:18:33.000 --> 00:18:36.520]  耶穌祂為我們流出的寶血
[00:18:36.520 --> 00:18:38.480]  就能夠拯救我們
[00:18:38.480 --> 00:18:41.080]  並且祂的能力在我們身上
[00:18:41.080 --> 00:18:43.600]  讓我們能夠聚得赦免
[00:18:43.600 --> 00:18:45.320]  藉著聖靈的洗
[00:18:45.320 --> 00:18:48.320]  生命能夠得到更新 聖潔
[00:18:48.320 --> 00:18:50.440]  而聚得赦免 生命更新
[00:18:50.440 --> 00:18:53.960]  也就是說 不是來自人的努力
[00:18:53.960 --> 00:18:57.360]  而是來自神的賜予
[00:18:57.360 --> 00:18:59.880]  這是恩典來的
[00:18:59.880 --> 00:19:04.080]  而聖靈第二個最大的目的
[00:19:04.080 --> 00:19:06.040]  不僅是潔淨人的生命
[00:19:06.040 --> 00:19:09.440]  更是讓我們一群信徒
[00:19:09.440 --> 00:19:12.360]  在主裡面成為一體
[00:19:12.360 --> 00:19:16.360]  同屬於 並且歸入主的名下
[00:19:16.360 --> 00:19:18.400]  剛才大家都有聽到
[00:19:18.400 --> 00:19:21.960]  一起的 當他們去接受聖洗禮
[00:19:21.960 --> 00:19:26.200]  是藉著這個洗禮歸入基督的名下
[00:19:26.200 --> 00:19:29.840]  也就是說屬於神的子民
[00:19:29.840 --> 00:19:31.640]  屬於神的兒女
[00:19:31.640 --> 00:19:34.280]  而現今我們這個教會的洗禮
[00:19:34.280 --> 00:19:37.960]  更有一個一重的意義
[00:19:37.960 --> 00:19:41.040]  就是他們都加入了教會
[00:19:41.040 --> 00:19:43.080]  這個豐盛生命堂
[00:19:43.080 --> 00:19:44.200]  這個大家庭
[00:19:44.200 --> 00:19:47.440]  成為我們的一分子
[00:19:47.440 --> 00:19:50.040]  而最後我們要謹記一件事
[00:19:50.040 --> 00:19:52.600]  犯悔改相信耶穌的人
[00:19:52.600 --> 00:19:56.640]  是奉耶穌的名領受了聖靈的洗
[00:19:56.640 --> 00:19:57.680]  所以不用怕
[00:19:57.680 --> 00:20:00.360]  不會再問你有沒有聖靈
[00:20:00.360 --> 00:20:01.640]  你有的
[00:20:01.640 --> 00:20:03.880]  聖靈已經和你同在
[00:20:03.880 --> 00:20:06.040]  這些是出於神的憐憫
[00:20:06.040 --> 00:20:06.920]  神的大愛
[00:20:06.920 --> 00:20:08.720]  是祂的恩典
[00:20:08.720 --> 00:20:10.800]  不是我們去賺取的
[00:20:10.800 --> 00:20:13.360]  也不是我們努力去得到的
[00:20:13.360 --> 00:20:15.320]  我們這個更新的生命
[00:20:15.320 --> 00:20:18.880]  是有聖靈才能夠讓我們有這個生命
[00:20:18.880 --> 00:20:22.640]  並且不僅僅是它潔淨了我們
[00:20:22.640 --> 00:20:23.840]  更新了我們
[00:20:23.840 --> 00:20:26.480]  更是讓我們連結於它
[00:20:26.480 --> 00:20:27.880]  歸入主的名下
[00:20:27.880 --> 00:20:29.520]  成為主的兒女
[00:20:29.520 --> 00:20:31.320]  天國的分子
[00:20:31.320 --> 00:20:33.240]  並且當我們領受了聖靈的洗
[00:20:33.240 --> 00:20:35.000]  我們是一生受用的
[00:20:35.000 --> 00:20:39.440]  我們可以有聖靈的啟示和引導
[00:20:39.440 --> 00:20:41.240]  讓我們明白真理
[00:20:41.240 --> 00:20:42.640]  接受真理
[00:20:42.640 --> 00:20:45.120]  並且活出真理
[00:20:45.120 --> 00:20:48.120]  這是生命的保證
[00:20:48.120 --> 00:20:49.040]  一生保證
[00:20:49.040 --> 00:20:50.400]  不過
[00:20:50.400 --> 00:20:52.360]  我們要小心
[00:20:52.360 --> 00:20:56.880]  我們也要小心你們剛才所說的其中一個誓言
[00:20:56.880 --> 00:21:00.720]  就是我們要聆聽聖靈的引導
[00:21:00.720 --> 00:21:01.880]  有些人不是這樣的
[00:21:01.880 --> 00:21:03.000]  我聽到了
[00:21:03.000 --> 00:21:04.800]  不過我當作聽不到
[00:21:04.800 --> 00:21:06.680]  聽而不聞的話
