
[00:00:00.000 --> 00:00:02.000]  好的 各位姐妹早安
[00:07:22.000 --> 00:07:23.000]  為什麼又和朋友約會
[00:07:23.000 --> 00:07:25.000]  為什麼要多點時間陪我
[00:07:25.000 --> 00:07:27.000]  很要求她來陪我的話
[00:07:27.000 --> 00:07:30.000]  你會發覺她就用各種的手段
[00:07:30.000 --> 00:07:31.000]  說你一定要陪我
[00:07:31.000 --> 00:07:32.000]  叫trip也好 各樣的東西
[00:07:32.000 --> 00:07:35.000]  但她說有個問題就是說
[00:07:35.000 --> 00:07:38.000]  如果你成功地駕馭到
[00:07:38.000 --> 00:07:39.000]  控制到這個男人
[00:07:39.000 --> 00:07:41.000]  真的守在你身邊
[00:07:41.000 --> 00:07:42.000]  讓你不再孤單
[00:07:42.000 --> 00:07:44.000]  她又產生另一個問題就是說
[00:07:44.000 --> 00:07:47.000]  她說在女性的生活當中
[00:07:47.000 --> 00:07:49.000]  你潛意識會覺得
[00:07:49.000 --> 00:07:52.000]  既然我少少手段就可以控制到你
[00:07:52.000 --> 00:07:55.000]  那其他女性少少手段都可以控制到你
[00:07:55.000 --> 00:07:57.000]  那我又很沒有安全感
[00:07:57.000 --> 00:07:59.000]  所以你一方面的安全感得盡滿足
[00:07:59.000 --> 00:08:02.000]  另外又有新的危機感出來了
[00:08:02.000 --> 00:08:04.000]  她說這個是兩難的
[00:08:04.000 --> 00:08:06.000]  當我們沒有安全感的時候
[00:08:06.000 --> 00:08:10.000]  我們很難真的享受到不同的人的愛
[00:08:10.000 --> 00:08:11.000]  是不行的
[00:08:11.000 --> 00:08:14.000]  所以她說最後你都需要找一個
[00:08:14.000 --> 00:08:16.000]  信仰上的anchor
[00:08:16.000 --> 00:08:22.000]  作為你提供你一種更安全的感覺
[00:08:22.000 --> 00:08:25.000]  所以其中一種很安全的感覺就是說
[00:08:25.000 --> 00:08:26.000]  當你認識神的時候
[00:08:26.000 --> 00:08:28.000]  你需要明白一樣很重要的東西
[00:08:28.000 --> 00:08:32.000]  就是你的被造其實是屬於神的
[00:08:32.000 --> 00:08:34.000]  而且是屬於神的家庭
[00:08:34.000 --> 00:08:36.000]  當你知道這個東西
[00:08:36.000 --> 00:08:38.000]  當這個信仰這個concept
[00:08:38.000 --> 00:08:42.000]  越來越深入你的心裡面
[00:08:42.000 --> 00:08:44.000]  你就會發覺你有安全感
[00:08:44.000 --> 00:08:45.000]  我們看一段聖經
[00:08:45.000 --> 00:08:49.000]  馬可福音第九章四十一節
[00:08:49.000 --> 00:08:50.000]  那裡說
[00:08:50.000 --> 00:08:52.000]  我實在告訴你們
[00:08:52.000 --> 00:08:53.000]  他說無論誰
[00:08:53.000 --> 00:08:56.000]  只因你們是屬於基督
[00:08:56.000 --> 00:08:58.000]  而給你們一杯水
[00:08:58.000 --> 00:09:01.000]  一定會得到獎賞
[00:09:01.000 --> 00:09:04.000]  通常看聖經重點是給一杯水
[00:09:04.000 --> 00:09:07.000]  但有時會忽視其實有個原因
[00:09:07.000 --> 00:09:11.000]  任何人對你有好的地方
[00:09:11.000 --> 00:09:13.000]  他會給你kindness
[00:09:13.000 --> 00:09:15.000]  offer你一些kindness
[00:09:15.000 --> 00:09:17.000]  他就說不是因為你好
[00:09:17.000 --> 00:09:19.000]  不是因為跟你close
[00:09:19.000 --> 00:09:20.000]  只是因為一個原因
[00:09:20.000 --> 00:09:22.000]  因為你是屬於基督的
[00:09:22.000 --> 00:09:24.000]  You belong to Christ
[00:09:24.000 --> 00:09:26.000]  你屬於基督這個家庭
[00:09:26.000 --> 00:09:28.000]  就因為這樣的緣故
[00:09:28.000 --> 00:09:29.000]  我對你好
[00:09:29.000 --> 00:09:30.000]  我真的懂得愛你
[00:09:30.000 --> 00:09:31.000]  當你家人一樣愛你
[00:09:31.000 --> 00:09:33.000]  他一定會得到獎賞
[00:09:33.000 --> 00:09:34.000]  所以重點是
[00:09:34.000 --> 00:09:36.000]  原來你是屬於基督的
[00:09:36.000 --> 00:09:38.000]  有一個牧師
[00:09:38.000 --> 00:09:40.000]  他在年輕的時候
[00:09:40.000 --> 00:09:42.000]  為了追思母
[00:09:42.000 --> 00:09:45.000]  就用盡各種他想得出來的手法
[00:09:45.000 --> 00:09:47.000]  各種高超的手法
[00:09:47.000 --> 00:09:48.000]  終於被他追到
[00:09:48.000 --> 00:09:50.000]  因為他思母的條件非常好
[00:09:50.000 --> 00:09:52.000]  有時你看到一些couple
[00:09:52.000 --> 00:09:53.000]  覺得男的條件一般般
[00:09:53.000 --> 00:09:55.000]  怎會追到這樣的女生
[00:09:55.000 --> 00:09:58.000]  你就會覺得走運了
[00:09:58.000 --> 00:10:01.000]  所以思母的條件非常好
[00:10:01.000 --> 00:10:03.000]  他用盡各種方式追到
[00:10:03.000 --> 00:10:05.000]  但問題是追到之後
[00:10:05.000 --> 00:10:06.000]  結了婚
[00:10:06.000 --> 00:10:09.000]  他突然覺得很沒有安全感
[00:10:09.000 --> 00:10:12.000]  因為他覺得花盡了所有的機心
[00:10:12.000 --> 00:10:15.000]  所有的方式才追到
[00:10:15.000 --> 00:10:17.000]  但追到之後
[00:10:17.000 --> 00:10:19.000]  突然覺得很沒有安全感
[00:10:19.000 --> 00:10:21.000]  他突然有一段時間
[00:10:21.000 --> 00:10:24.000]  腦海裏不斷湧現一個問題
[00:10:24.000 --> 00:10:26.000]  他怎會被我追到
[00:10:26.000 --> 00:10:28.000]  他怎會肯嫁給我
[00:10:28.000 --> 00:10:29.000]  他這樣的條件
[00:10:29.000 --> 00:10:31.000]  為何會願意
[00:10:31.000 --> 00:10:33.000]  仍然留在我身邊愛我
[00:10:33.000 --> 00:10:34.000]  他怎會想不通
[00:10:34.000 --> 00:10:37.000]  因為覺得我是因為想盡方式
[00:10:37.000 --> 00:10:38.000]  騙了他回來
[00:10:38.000 --> 00:10:40.000]  騙完之後就沒有安全感
[00:10:40.000 --> 00:10:42.000]  於是他有一段時間
[00:10:42.000 --> 00:10:43.000]  不斷問他這個問題
[00:10:43.000 --> 00:10:44.000]  所以有一晚
[00:10:44.000 --> 00:10:45.000]  其實不斷問
[00:10:45.000 --> 00:10:47.000]  有一晚他又受不了
[00:10:47.000 --> 00:10:50.000]  不斷問他太太的思母
[00:10:50.000 --> 00:10:52.000]  我想問你一個問題
[00:10:52.000 --> 00:10:54.000]  其實你為何願意嫁給我
[00:10:54.000 --> 00:10:56.000]  你為何願意愛我
[00:10:56.000 --> 00:10:58.000]  思母都不知如何回答
[00:10:58.000 --> 00:10:59.000]  有時就說
[00:10:59.000 --> 00:11:01.000]  因為我覺得你是一個好爸爸
[00:11:01.000 --> 00:11:02.000]  然後他說
[00:11:02.000 --> 00:11:03.000]  What if
[00:11:03.000 --> 00:11:04.000]  What if
[00:11:04.000 --> 00:11:05.000]  我不是一個好爸爸呢
[00:11:05.000 --> 00:11:07.000]  你是否仍然會留在我身邊
[00:11:07.000 --> 00:11:08.000]  他說
[00:11:08.000 --> 00:11:10.000]  總之你是好爸爸
[00:11:10.000 --> 00:11:12.000]  What if 我不是呢
[00:11:12.000 --> 00:11:13.000]  他就說
[00:11:13.000 --> 00:11:14.000]  你有耐性
[00:11:14.000 --> 00:11:15.000]  他說
[00:11:15.000 --> 00:11:16.000]  What if
[00:11:16.000 --> 00:11:18.000]  有一天我失去我的耐性呢
[00:11:18.000 --> 00:11:20.000]  我失去了我的耐性呢
[00:11:20.000 --> 00:11:21.000]  我變得暴躁呢
[00:11:21.000 --> 00:11:23.000]  你是否仍然會留在我身邊愛我
[00:11:23.000 --> 00:11:24.000]  然後他說
[00:11:24.000 --> 00:11:25.000]  你不會的
[00:11:25.000 --> 00:11:26.000]  你不會的
[00:11:26.000 --> 00:11:27.000]  或者會呢
[00:11:27.000 --> 00:11:28.000]  因為你的性格
[00:11:28.000 --> 00:11:29.000]  如果我的性格變得很差呢
[00:11:29.000 --> 00:11:31.000]  最後說到無話可說
[00:11:31.000 --> 00:11:32.000]  思母說
[00:11:32.000 --> 00:11:34.000]  因為你愛我
[00:11:34.000 --> 00:11:36.000]  然後牧師就說
[00:11:36.000 --> 00:11:37.000]  What if someday
[00:11:37.000 --> 00:11:40.000]  我對你的愛開始減少呢
[00:11:40.000 --> 00:11:41.000]  你是否仍然會愛我
[00:11:41.000 --> 00:11:43.000]  留在我身邊呢
[00:11:43.000 --> 00:11:45.000]  最後說到思母很煩
[00:11:45.000 --> 00:11:46.000]  然後思母就
[00:11:46.000 --> 00:11:48.000]  Shut up, go to sleep
[00:11:48.000 --> 00:11:49.000]  思母睡覺
[00:11:49.000 --> 00:11:51.000]  他就睡不著
[00:11:51.000 --> 00:11:53.000]  整個晚上就很混亂
[00:11:53.000 --> 00:11:55.000]  後來想了一想
[00:11:55.000 --> 00:11:58.000]  現在半夜兩三點了
[00:11:58.000 --> 00:12:00.000]  唯一醒著的就是神
[00:12:00.000 --> 00:12:02.000]  不如跟神聊聊天
[00:12:02.000 --> 00:12:03.000]  他就問神
[00:12:03.000 --> 00:12:04.000]  神
[00:12:04.000 --> 00:12:06.000]  祢是全知的
[00:12:06.000 --> 00:12:08.000]  不如祢告訴我
[00:12:08.000 --> 00:12:10.000]  為何我太太會愛我
[00:12:10.000 --> 00:12:11.000]  為何她願意嫁給我
[00:12:11.000 --> 00:12:12.000]  留在我身邊愛我呢
[00:12:12.000 --> 00:12:13.000]  Why
[00:12:13.000 --> 00:12:15.000]  Why she love me
[00:12:15.000 --> 00:12:16.000]  他就不斷問
[00:12:16.000 --> 00:12:19.000]  然後大家說過
[00:12:19.000 --> 00:12:21.000]  神跟你說話通常
[00:12:21.000 --> 00:12:23.000]  聖靈透過你內在的聲音
[00:12:23.000 --> 00:12:24.000]  一個意念
[00:12:24.000 --> 00:12:25.000]  有意念出來
[00:12:25.000 --> 00:12:26.000]  神就說
[00:12:26.000 --> 00:12:27.000]  是,我是全知的
[00:12:27.000 --> 00:12:30.000]  我知道你太太為何愛你
[00:12:30.000 --> 00:12:31.000]  然後他說Really
[00:12:31.000 --> 00:12:32.000]  然後他就說
[00:12:32.000 --> 00:12:33.000]  那你告訴我
[00:12:33.000 --> 00:12:34.000]  為何我太太會愛我
[00:12:34.000 --> 00:12:36.000]  然後神跟他說一句
[00:12:36.000 --> 00:12:38.000]  The same reason I love you
[00:12:38.000 --> 00:12:39.000]  你太太愛你的reason
[00:12:39.000 --> 00:12:42.000]  跟我愛你的reason是一樣的
[00:12:42.000 --> 00:12:44.000]  他下一個問題就是
[00:12:44.000 --> 00:12:46.000]  為何你愛我呢
[00:12:46.000 --> 00:12:49.000]  Why you love me
[00:12:49.000 --> 00:12:51.000]  然後聖靈在他心裡說一句
[00:12:51.000 --> 00:12:54.000]  我愛你只有一個原因
[00:12:54.000 --> 00:12:58.000]  就是因為你是屬於我的
[00:12:58.000 --> 00:13:00.000]  You belong to me
[00:13:00.000 --> 00:13:02.000]  你太太愛你也是同一個原因
[00:13:02.000 --> 00:13:04.000]  你屬於她的
[00:13:04.000 --> 00:13:07.000]  我愛你是一樣的原因
[00:13:07.000 --> 00:13:09.000]  我們被造
[00:13:09.000 --> 00:13:12.000]  就是因為我們屬於神
[00:13:12.000 --> 00:13:13.000]  從被造那一刻開始
[00:13:13.000 --> 00:13:16.000]  神就預定了你是屬於他
[00:13:16.000 --> 00:13:19.000]  他是朝著這個觀念去造你
[00:13:19.000 --> 00:13:21.000]  你從出生那一天
[00:13:21.000 --> 00:13:23.000]  你就知道你是屬於神
[00:13:23.000 --> 00:13:25.000]  雖然你人生開頭
[00:13:25.000 --> 00:13:27.000]  年輕時未必認識神
[00:13:27.000 --> 00:13:28.000]  但你的被造
[00:13:28.000 --> 00:13:30.000]  神就預定了你是屬於他
[00:13:30.000 --> 00:13:32.000]  你是屬於基督
[00:13:32.000 --> 00:13:34.000]  你是照著基督的形象被造
[00:13:34.000 --> 00:13:35.000]  你是屬於他
[00:13:35.000 --> 00:13:37.000]  你生命氣息都是來自於他
[00:13:37.000 --> 00:13:41.000]  所以神愛你是因為你是屬於他
[00:13:41.000 --> 00:13:43.000]  當你明白這件事
[00:13:43.000 --> 00:13:44.000]  你是屬於神
[00:13:44.000 --> 00:13:46.000]  也是屬於神的家庭
[00:13:46.000 --> 00:13:49.000]  你就明白原來我們的安全感
[00:13:49.000 --> 00:13:52.000]  直到你真的明白這件事為止
[00:13:52.000 --> 00:13:54.000]  我信神之後
[00:13:54.000 --> 00:13:57.000]  很多年月其實不明白這件事
[00:13:57.000 --> 00:13:58.000]  總是有其他原因
[00:13:58.000 --> 00:13:59.000]  覺得神愛我
[00:13:59.000 --> 00:14:00.000]  因為我夠乖
[00:14:00.000 --> 00:14:02.000]  因為我也是一個追求真理的人
[00:14:02.000 --> 00:14:04.000]  因為我熱心侍奉
[00:14:04.000 --> 00:14:05.000]  某一段時間
[00:14:05.000 --> 00:14:07.000]  如果最近靈心不太好
[00:14:07.000 --> 00:14:08.000]  就會panic
[00:14:08.000 --> 00:14:10.000]  你會懷疑神
[00:14:10.000 --> 00:14:12.000]  雖然我知道你都在我身邊
[00:14:12.000 --> 00:14:15.000]  但你是不是還像以前那麼愛我呢
[00:14:15.000 --> 00:14:17.000]  很多時候我們會panic
[00:14:17.000 --> 00:14:19.000]  甚至有段時間
[00:14:19.000 --> 00:14:21.000]  例如一個月沒有靈修
[00:14:21.000 --> 00:14:24.000]  連上班都害怕
[00:14:24.000 --> 00:14:27.000]  今天會不會開車出事呢
[00:14:27.000 --> 00:14:31.000]  神會不會摑你爸爸回來
[00:14:31.000 --> 00:14:33.000]  有時你會很害怕
[00:14:33.000 --> 00:14:34.000]  當你明白
[00:14:34.000 --> 00:14:35.000]  有時沒甚麼安全感
[00:14:35.000 --> 00:14:37.000]  對神也沒甚麼安全感
[00:14:37.000 --> 00:14:39.000]  但當你明白
[00:14:39.000 --> 00:14:41.000]  神愛你的理由是甚麼
[00:14:41.000 --> 00:14:43.000]  就是因為你是屬於祂的
[00:14:43.000 --> 00:14:45.000]  祂愛你
[00:14:45.000 --> 00:14:47.000]  你的被造就是屬於祂
[00:14:47.000 --> 00:14:48.000]  所以這很重要
[00:14:48.000 --> 00:14:50.000]  當你明白這件事的時候
[00:14:50.000 --> 00:14:52.000]  其實影響你人生所有的關係
[00:14:52.000 --> 00:14:56.000]  上星期我們國語家庭組
[00:14:56.000 --> 00:14:57.000]  有一個聚會
[00:14:57.000 --> 00:14:59.000]  有一群非信徒
[00:14:59.000 --> 00:15:02.000]  我請他們來我家吃過一次飯
[00:15:02.000 --> 00:15:06.000]  後來他們願意開房間請我們吃飯
[00:15:06.000 --> 00:15:10.000]  大約四、五個家庭聚在一起
[00:15:10.000 --> 00:15:14.000]  請我們吃飯的主人有兩個弟弟
[00:15:14.000 --> 00:15:17.000]  一個大概兩歲
[00:15:17.000 --> 00:15:19.000]  一個大概一歲
[00:15:19.000 --> 00:15:20.000]  相隔一年
[00:15:20.000 --> 00:15:23.000]  兩個寶寶都很可愛
[00:15:23.000 --> 00:15:25.000]  玩得很開心
[00:15:25.000 --> 00:15:26.000]  玩完在那裡聊天
[00:15:26.000 --> 00:15:33.000]  一晚我突然學了很多關於生育的東西
[00:15:33.000 --> 00:15:36.000]  媽媽聊到其中一個話題
[00:15:36.000 --> 00:15:38.000]  有人問她媽媽
[00:15:38.000 --> 00:15:40.000]  你打算生幾個
[00:15:40.000 --> 00:15:45.000]  她說打算生四個
[00:15:45.000 --> 00:15:47.000]  為甚麼你會想生那麼多
[00:15:47.000 --> 00:15:49.000]  她說一個理由
[00:15:49.000 --> 00:15:54.000]  其實我跟她的弟弟關係不太好
[00:15:54.000 --> 00:15:56.000]  其中一個很大的理由
[00:15:56.000 --> 00:15:59.000]  為甚麼想生四個或更多
[00:15:59.000 --> 00:16:00.000]  理由很簡單
[00:16:00.000 --> 00:16:03.000]  我沒辦法想像有一天
[00:16:03.000 --> 00:16:04.000]  我兒子長大了
[00:16:04.000 --> 00:16:06.000]  會交了女朋友
[00:16:06.000 --> 00:16:07.000]  然後就不理我
[00:16:07.000 --> 00:16:10.000]  她是一個對小孩很obsessive的人
[00:16:10.000 --> 00:16:11.000]  我沒有了她
[00:16:11.000 --> 00:16:12.000]  我好沒有安全感
[00:16:12.000 --> 00:16:14.000]  我不明白我人生為了甚麼而活
[00:16:14.000 --> 00:16:16.000]  只要她在我身邊
[00:16:16.000 --> 00:16:18.000]  我感覺安全一點
[00:16:18.000 --> 00:16:20.000]  我很難想像有一天她會離開我
[00:16:20.000 --> 00:16:22.000]  所以我一定要生很多
[00:16:22.000 --> 00:16:24.000]  如果這個交了女朋友不理我
[00:16:24.000 --> 00:16:25.000]  還有這個
[00:16:25.000 --> 00:16:26.000]  如果這個不理我
[00:16:26.000 --> 00:16:27.000]  還有這個
[00:16:27.000 --> 00:16:28.000]  如果這個不理我
[00:16:28.000 --> 00:16:29.000]  還有一個
[00:16:29.000 --> 00:16:32.000]  總有一個會黏著我
[00:16:32.000 --> 00:16:34.000]  然後我就抱著一個很小的小孩
[00:16:34.000 --> 00:16:35.000]  好像一歲的那個
[00:16:35.000 --> 00:16:41.000]  她叫他二哥
[00:16:41.000 --> 00:16:42.000]  我說二哥
[00:16:42.000 --> 00:16:47.000]  我從現在開始為你將來的婆媳關係擔心
[00:16:47.000 --> 00:16:48.000]  你媽媽都說了
[00:16:48.000 --> 00:16:50.000]  她很obsessive
[00:16:50.000 --> 00:16:53.000]  當一個人沒有安全感
[00:16:53.000 --> 00:16:57.000]  其實是很影響所有人際關係
[00:16:57.000 --> 00:16:58.000]  影響婚姻
